Año	Residencia CCAA nombre	Nacimiento provincia código	Provincia de nacimiento	Edad (grandes grupos)	Sexo	Personas
2008	Aragón	05	Ávila	0 a 15	Mujeres	15
2008	Aragón	05	Ávila	16 a 64	Hombres	372
2008	Aragón	05	Ávila	16 a 64	Mujeres	342
2008	Aragón	05	Ávila	65 y más	Hombres	171
2008	Aragón	05	Ávila	65 y más	Mujeres	209
2008	Aragón	06	Badajoz	0 a 15	Hombres	37
2008	Aragón	06	Badajoz	0 a 15	Mujeres	31
2008	Aragón	06	Badajoz	16 a 64	Hombres	1948
2008	Aragón	06	Badajoz	16 a 64	Mujeres	1867
2008	Aragón	06	Badajoz	65 y más	Hombres	653
2008	Aragón	06	Badajoz	65 y más	Mujeres	839
2008	Aragón	07	Balears (Illes)	0 a 15	Hombres	100
2008	Aragón	07	Balears (Illes)	0 a 15	Mujeres	84
2008	Aragón	07	Balears (Illes)	16 a 64	Hombres	393
2008	Aragón	07	Balears (Illes)	16 a 64	Mujeres	367
2008	Aragón	07	Balears (Illes)	65 y más	Hombres	43
2008	Aragón	07	Balears (Illes)	65 y más	Mujeres	66
2008	Aragón	08	Barcelona	0 a 15	Hombres	980
2008	Aragón	08	Barcelona	0 a 15	Mujeres	858
2008	Aragón	08	Barcelona	16 a 64	Hombres	8869
2008	Aragón	08	Barcelona	16 a 64	Mujeres	8740
2008	Aragón	08	Barcelona	65 y más	Hombres	1375
2008	Aragón	08	Barcelona	65 y más	Mujeres	1793
2008	Aragón	09	Burgos	0 a 15	Hombres	45
2008	Aragón	09	Burgos	0 a 15	Mujeres	32
2008	Aragón	09	Burgos	16 a 64	Hombres	1394
2008	Aragón	09	Burgos	16 a 64	Mujeres	1459
2008	Aragón	09	Burgos	65 y más	Hombres	608
2008	Aragón	09	Burgos	65 y más	Mujeres	909
2008	Aragón	10	Cáceres	0 a 15	Hombres	38
2008	Aragón	10	Cáceres	0 a 15	Mujeres	19
2008	Aragón	10	Cáceres	16 a 64	Hombres	1097
2008	Aragón	10	Cáceres	16 a 64	Mujeres	971
2008	Aragón	10	Cáceres	65 y más	Hombres	369
2008	Aragón	10	Cáceres	65 y más	Mujeres	403
2008	Aragón	11	Cádiz	0 a 15	Hombres	46
2008	Aragón	11	Cádiz	0 a 15	Mujeres	50
2008	Aragón	11	Cádiz	16 a 64	Hombres	1080
2008	Aragón	11	Cádiz	16 a 64	Mujeres	971
2008	Aragón	11	Cádiz	65 y más	Hombres	215
2008	Aragón	11	Cádiz	65 y más	Mujeres	247
2008	Aragón	12	Castellón/Castelló	0 a 15	Hombres	85
2008	Aragón	12	Castellón/Castelló	0 a 15	Mujeres	95
2008	Aragón	12	Castellón/Castelló	16 a 64	Hombres	911
2008	Aragón	12	Castellón/Castelló	16 a 64	Mujeres	878
2008	Aragón	12	Castellón/Castelló	65 y más	Hombres	365
2008	Aragón	12	Castellón/Castelló	65 y más	Mujeres	444
2008	Aragón	13	Ciudad Real	0 a 15	Hombres	29
2008	Aragón	13	Ciudad Real	0 a 15	Mujeres	31
2008	Aragón	13	Ciudad Real	16 a 64	Hombres	1200
2008	Aragón	13	Ciudad Real	16 a 64	Mujeres	1054
2008	Aragón	13	Ciudad Real	65 y más	Hombres	529
2008	Aragón	13	Ciudad Real	65 y más	Mujeres	695
2008	Aragón	14	Córdoba	0 a 15	Hombres	24
2008	Aragón	14	Córdoba	0 a 15	Mujeres	46
2008	Aragón	14	Córdoba	16 a 64	Hombres	2092
2008	Aragón	14	Córdoba	16 a 64	Mujeres	2121
2008	Aragón	14	Córdoba	65 y más	Hombres	978
2008	Aragón	14	Córdoba	65 y más	Mujeres	1203
2008	Aragón	15	Coruña (A)	0 a 15	Hombres	39
2008	Aragón	15	Coruña (A)	0 a 15	Mujeres	40
2008	Aragón	15	Coruña (A)	16 a 64	Hombres	692
2008	Aragón	15	Coruña (A)	16 a 64	Mujeres	609
2008	Aragón	15	Coruña (A)	65 y más	Hombres	162
2008	Aragón	15	Coruña (A)	65 y más	Mujeres	204
2008	Aragón	16	Cuenca	0 a 15	Hombres	19
2008	Aragón	16	Cuenca	0 a 15	Mujeres	20
2008	Aragón	16	Cuenca	16 a 64	Hombres	719
2008	Aragón	16	Cuenca	16 a 64	Mujeres	721
2008	Aragón	16	Cuenca	65 y más	Hombres	455
2008	Aragón	16	Cuenca	65 y más	Mujeres	514
2008	Aragón	17	Girona	0 a 15	Hombres	106
2008	Aragón	17	Girona	0 a 15	Mujeres	96
2008	Aragón	17	Girona	16 a 64	Hombres	358
2008	Aragón	17	Girona	16 a 64	Mujeres	433
2008	Aragón	17	Girona	65 y más	Hombres	77
2008	Aragón	17	Girona	65 y más	Mujeres	134
2008	Aragón	18	Granada	0 a 15	Hombres	42
2008	Aragón	18	Granada	0 a 15	Mujeres	37
2008	Aragón	18	Granada	16 a 64	Hombres	1356
2008	Aragón	18	Granada	16 a 64	Mujeres	1296
2008	Aragón	18	Granada	65 y más	Hombres	506
2008	Aragón	18	Granada	65 y más	Mujeres	647
2008	Aragón	19	Guadalajara	0 a 15	Hombres	26
2008	Aragón	19	Guadalajara	0 a 15	Mujeres	27
2008	Aragón	19	Guadalajara	16 a 64	Hombres	1562
2008	Aragón	19	Guadalajara	16 a 64	Mujeres	1735
2008	Aragón	19	Guadalajara	65 y más	Hombres	1297
2008	Aragón	19	Guadalajara	65 y más	Mujeres	1747
2008	Aragón	20	Gipuzkoa	0 a 15	Hombres	67
2008	Aragón	20	Gipuzkoa	0 a 15	Mujeres	84
2008	Aragón	20	Gipuzkoa	16 a 64	Hombres	1528
2008	Aragón	20	Gipuzkoa	16 a 64	Mujeres	1528
2008	Aragón	20	Gipuzkoa	65 y más	Hombres	191
2008	Aragón	20	Gipuzkoa	65 y más	Mujeres	352
2008	Aragón	21	Huelva	0 a 15	Hombres	32
2008	Aragón	21	Huelva	0 a 15	Mujeres	16
2008	Aragón	21	Huelva	16 a 64	Hombres	299
2008	Aragón	21	Huelva	16 a 64	Mujeres	282
2008	Aragón	21	Huelva	65 y más	Hombres	87
2008	Aragón	21	Huelva	65 y más	Mujeres	112
2008	Aragón	22	Huesca	0 a 15	Hombres	12419
2008	Aragón	22	Huesca	0 a 15	Mujeres	11602
2008	Aragón	22	Huesca	16 a 64	Hombres	51679
2008	Aragón	22	Huesca	16 a 64	Mujeres	48433
2008	Aragón	22	Huesca	65 y más	Hombres	19478
2008	Aragón	22	Huesca	65 y más	Mujeres	24679
2008	Aragón	23	Jaén	0 a 15	Hombres	56
2008	Aragón	23	Jaén	0 a 15	Mujeres	37
2008	Aragón	23	Jaén	16 a 64	Hombres	1822
2008	Aragón	23	Jaén	16 a 64	Mujeres	1720
2008	Aragón	23	Jaén	65 y más	Hombres	754
2008	Aragón	23	Jaén	65 y más	Mujeres	935
2008	Aragón	24	León	0 a 15	Hombres	39
2008	Aragón	24	León	0 a 15	Mujeres	37
2008	Aragón	24	León	16 a 64	Hombres	1388
2008	Aragón	24	León	16 a 64	Mujeres	1278
2008	Aragón	24	León	65 y más	Hombres	356
2008	Aragón	24	León	65 y más	Mujeres	443
2008	Aragón	25	Lleida	0 a 15	Hombres	432
2008	Aragón	25	Lleida	0 a 15	Mujeres	440
2008	Aragón	25	Lleida	16 a 64	Hombres	4205
2008	Aragón	25	Lleida	16 a 64	Mujeres	4217
2008	Aragón	25	Lleida	65 y más	Hombres	455
2008	Aragón	25	Lleida	65 y más	Mujeres	601
2008	Aragón	26	Rioja (La)	0 a 15	Hombres	95
2008	Aragón	26	Rioja (La)	0 a 15	Mujeres	86
2008	Aragón	26	Rioja (La)	16 a 64	Hombres	1854
2008	Aragón	26	Rioja (La)	16 a 64	Mujeres	2317
2008	Aragón	26	Rioja (La)	65 y más	Hombres	859
2008	Aragón	26	Rioja (La)	65 y más	Mujeres	1501
2008	Aragón	27	Lugo	0 a 15	Hombres	9
2008	Aragón	27	Lugo	0 a 15	Mujeres	11
2008	Aragón	27	Lugo	16 a 64	Hombres	338
2008	Aragón	27	Lugo	16 a 64	Mujeres	292
2008	Aragón	27	Lugo	65 y más	Hombres	120
2008	Aragón	27	Lugo	65 y más	Mujeres	127
2008	Aragón	28	Madrid	0 a 15	Hombres	599
2008	Aragón	28	Madrid	0 a 15	Mujeres	571
2008	Aragón	28	Madrid	16 a 64	Hombres	5548
2008	Aragón	28	Madrid	16 a 64	Mujeres	5079
2008	Aragón	28	Madrid	65 y más	Hombres	949
2008	Aragón	28	Madrid	65 y más	Mujeres	1414
2008	Aragón	29	Málaga	0 a 15	Hombres	51
2008	Aragón	29	Málaga	0 a 15	Mujeres	45
2008	Aragón	29	Málaga	16 a 64	Hombres	859
2008	Aragón	29	Málaga	16 a 64	Mujeres	740
2008	Aragón	29	Málaga	65 y más	Hombres	318
2008	Aragón	29	Málaga	65 y más	Mujeres	417
2008	Aragón	30	Murcia	0 a 15	Hombres	77
2008	Aragón	30	Murcia	0 a 15	Mujeres	58
2008	Aragón	30	Murcia	16 a 64	Hombres	644
2008	Aragón	30	Murcia	16 a 64	Mujeres	644
2008	Aragón	30	Murcia	65 y más	Hombres	301
2008	Aragón	30	Murcia	65 y más	Mujeres	309
2008	Aragón	31	Navarra	0 a 15	Hombres	336
2008	Aragón	31	Navarra	0 a 15	Mujeres	345
2008	Aragón	31	Navarra	16 a 64	Hombres	3560
2008	Aragón	31	Navarra	16 a 64	Mujeres	4036
2008	Aragón	31	Navarra	65 y más	Hombres	1031
2008	Aragón	31	Navarra	65 y más	Mujeres	2077
2008	Aragón	32	Ourense	0 a 15	Hombres	24
2008	Aragón	32	Ourense	0 a 15	Mujeres	16
2008	Aragón	32	Ourense	16 a 64	Hombres	406
2008	Aragón	32	Ourense	16 a 64	Mujeres	353
2008	Aragón	32	Ourense	65 y más	Hombres	125
2008	Aragón	32	Ourense	65 y más	Mujeres	172
2008	Aragón	33	Asturias	0 a 15	Hombres	61
2008	Aragón	33	Asturias	0 a 15	Mujeres	65
2008	Aragón	33	Asturias	16 a 64	Hombres	1111
2008	Aragón	33	Asturias	16 a 64	Mujeres	1020
2008	Aragón	33	Asturias	65 y más	Hombres	225
2008	Aragón	33	Asturias	65 y más	Mujeres	323
2008	Aragón	34	Palencia	0 a 15	Hombres	12
2008	Aragón	34	Palencia	0 a 15	Mujeres	26
2008	Aragón	34	Palencia	16 a 64	Hombres	610
2008	Aragón	34	Palencia	16 a 64	Mujeres	655
2008	Aragón	34	Palencia	65 y más	Hombres	250
2008	Aragón	34	Palencia	65 y más	Mujeres	399
2008	Aragón	35	Palmas (Las)	0 a 15	Hombres	46
2008	Aragón	35	Palmas (Las)	0 a 15	Mujeres	65
2008	Aragón	35	Palmas (Las)	16 a 64	Hombres	285
2008	Aragón	35	Palmas (Las)	16 a 64	Mujeres	277
2008	Aragón	35	Palmas (Las)	65 y más	Hombres	18
2008	Aragón	35	Palmas (Las)	65 y más	Mujeres	42
2008	Aragón	36	Pontevedra	0 a 15	Hombres	56
2008	Aragón	36	Pontevedra	0 a 15	Mujeres	41
2008	Aragón	36	Pontevedra	16 a 64	Hombres	573
2008	Aragón	36	Pontevedra	16 a 64	Mujeres	506
2008	Aragón	36	Pontevedra	65 y más	Hombres	131
2008	Aragón	36	Pontevedra	65 y más	Mujeres	163
2008	Aragón	37	Salamanca	0 a 15	Hombres	41
2008	Aragón	37	Salamanca	0 a 15	Mujeres	28
2008	Aragón	37	Salamanca	16 a 64	Hombres	1097
2008	Aragón	37	Salamanca	16 a 64	Mujeres	938
2008	Aragón	37	Salamanca	65 y más	Hombres	329
2008	Aragón	37	Salamanca	65 y más	Mujeres	402
2008	Aragón	38	Santa Cruz de Tenerife	0 a 15	Hombres	36
2008	Aragón	38	Santa Cruz de Tenerife	0 a 15	Mujeres	38
2008	Aragón	38	Santa Cruz de Tenerife	16 a 64	Hombres	219
2008	Aragón	38	Santa Cruz de Tenerife	16 a 64	Mujeres	215
2008	Aragón	38	Santa Cruz de Tenerife	65 y más	Hombres	27
2008	Aragón	38	Santa Cruz de Tenerife	65 y más	Mujeres	41
2008	Aragón	39	Cantabria	0 a 15	Hombres	29
2008	Aragón	39	Cantabria	0 a 15	Mujeres	37
2008	Aragón	39	Cantabria	16 a 64	Hombres	689
2008	Aragón	39	Cantabria	16 a 64	Mujeres	700
2008	Aragón	39	Cantabria	65 y más	Hombres	243
2008	Aragón	39	Cantabria	65 y más	Mujeres	375
2008	Aragón	40	Segovia	0 a 15	Hombres	13
2008	Aragón	40	Segovia	0 a 15	Mujeres	10
2008	Aragón	40	Segovia	16 a 64	Hombres	321
2008	Aragón	40	Segovia	16 a 64	Mujeres	314
2008	Aragón	40	Segovia	65 y más	Hombres	184
2008	Aragón	40	Segovia	65 y más	Mujeres	218
2008	Aragón	41	Sevilla	0 a 15	Hombres	81
2008	Aragón	41	Sevilla	0 a 15	Mujeres	60
2008	Aragón	41	Sevilla	16 a 64	Hombres	1426
2008	Aragón	41	Sevilla	16 a 64	Mujeres	1272
2008	Aragón	41	Sevilla	65 y más	Hombres	322
2008	Aragón	41	Sevilla	65 y más	Mujeres	451
2008	Aragón	42	Soria	0 a 15	Hombres	63
2008	Aragón	42	Soria	0 a 15	Mujeres	65
2008	Aragón	42	Soria	16 a 64	Hombres	4307
2008	Aragón	42	Soria	16 a 64	Mujeres	4999
2008	Aragón	42	Soria	65 y más	Hombres	3179
2008	Aragón	42	Soria	65 y más	Mujeres	4471
2008	Aragón	43	Tarragona	0 a 15	Hombres	158
2008	Aragón	43	Tarragona	0 a 15	Mujeres	154
2008	Aragón	43	Tarragona	16 a 64	Hombres	1476
2008	Aragón	43	Tarragona	16 a 64	Mujeres	1377
2008	Aragón	43	Tarragona	65 y más	Hombres	244
2008	Aragón	43	Tarragona	65 y más	Mujeres	321
2008	Aragón	44	Teruel	0 a 15	Hombres	7742
2008	Aragón	44	Teruel	0 a 15	Mujeres	7414
2008	Aragón	44	Teruel	16 a 64	Hombres	39782
2008	Aragón	44	Teruel	16 a 64	Mujeres	37233
2008	Aragón	44	Teruel	65 y más	Hombres	19467
2008	Aragón	44	Teruel	65 y más	Mujeres	23877
2008	Aragón	45	Toledo	0 a 15	Hombres	28
2008	Aragón	45	Toledo	0 a 15	Mujeres	25
2008	Aragón	45	Toledo	16 a 64	Hombres	692
2008	Aragón	45	Toledo	16 a 64	Mujeres	579
2008	Aragón	45	Toledo	65 y más	Hombres	294
2008	Aragón	45	Toledo	65 y más	Mujeres	392
2008	Aragón	46	Valencia/València	0 a 15	Hombres	256
2008	Aragón	46	Valencia/València	0 a 15	Mujeres	236
2008	Aragón	46	Valencia/València	16 a 64	Hombres	2498
2008	Aragón	46	Valencia/València	16 a 64	Mujeres	2397
2008	Aragón	46	Valencia/València	65 y más	Hombres	584
2008	Aragón	46	Valencia/València	65 y más	Mujeres	714
2008	Aragón	47	Valladolid	0 a 15	Hombres	40
2008	Aragón	47	Valladolid	0 a 15	Mujeres	32
2008	Aragón	47	Valladolid	16 a 64	Hombres	969
2008	Aragón	47	Valladolid	16 a 64	Mujeres	977
2008	Aragón	47	Valladolid	65 y más	Hombres	396
2008	Aragón	47	Valladolid	65 y más	Mujeres	555
2008	Aragón	48	Bizkaia	0 a 15	Hombres	74
2008	Aragón	48	Bizkaia	0 a 15	Mujeres	50
2008	Aragón	48	Bizkaia	16 a 64	Hombres	1669
2008	Aragón	48	Bizkaia	16 a 64	Mujeres	1661
2008	Aragón	48	Bizkaia	65 y más	Hombres	224
2008	Aragón	48	Bizkaia	65 y más	Mujeres	420
2008	Aragón	49	Zamora	0 a 15	Hombres	14
2008	Aragón	49	Zamora	0 a 15	Mujeres	11
2008	Aragón	49	Zamora	16 a 64	Hombres	730
2008	Aragón	49	Zamora	16 a 64	Mujeres	639
2008	Aragón	49	Zamora	65 y más	Hombres	307
2008	Aragón	49	Zamora	65 y más	Mujeres	320
2008	Aragón	50	Zaragoza	0 a 15	Hombres	60181
2008	Aragón	50	Zaragoza	0 a 15	Mujeres	56667
2008	Aragón	50	Zaragoza	16 a 64	Hombres	217435
2008	Aragón	50	Zaragoza	16 a 64	Mujeres	209046
2008	Aragón	50	Zaragoza	65 y más	Hombres	51800
2008	Aragón	50	Zaragoza	65 y más	Mujeres	68744
2008	Aragón	51	Ceuta	0 a 15	Hombres	14
2008	Aragón	51	Ceuta	0 a 15	Mujeres	14
2008	Aragón	51	Ceuta	16 a 64	Hombres	219
2008	Aragón	51	Ceuta	16 a 64	Mujeres	243
2008	Aragón	51	Ceuta	65 y más	Hombres	61
2008	Aragón	51	Ceuta	65 y más	Mujeres	88
2008	Aragón	52	Melilla	0 a 15	Hombres	14
2008	Aragón	52	Melilla	0 a 15	Mujeres	24
2008	Aragón	52	Melilla	16 a 64	Hombres	296
2008	Aragón	52	Melilla	16 a 64	Mujeres	299
2008	Aragón	52	Melilla	65 y más	Hombres	121
2008	Aragón	52	Melilla	65 y más	Mujeres	157
2009	Aragón	00	Nacidos en el extranjero	0 a 15	Hombres	11239
2009	Aragón	00	Nacidos en el extranjero	0 a 15	Mujeres	10735
2009	Aragón	00	Nacidos en el extranjero	16 a 64	Hombres	87302
2009	Aragón	00	Nacidos en el extranjero	16 a 64	Mujeres	68949
2009	Aragón	00	Nacidos en el extranjero	65 y más	Hombres	1545
2009	Aragón	00	Nacidos en el extranjero	65 y más	Mujeres	2153
2009	Aragón	01	Araba/Álava	0 a 15	Hombres	29
2009	Aragón	01	Araba/Álava	0 a 15	Mujeres	26
2009	Aragón	01	Araba/Álava	16 a 64	Hombres	411
2009	Aragón	01	Araba/Álava	16 a 64	Mujeres	417
2009	Aragón	01	Araba/Álava	65 y más	Hombres	104
2009	Aragón	01	Araba/Álava	65 y más	Mujeres	142
2009	Aragón	02	Albacete	0 a 15	Hombres	27
2009	Aragón	02	Albacete	0 a 15	Mujeres	29
2009	Aragón	02	Albacete	16 a 64	Hombres	574
2009	Aragón	02	Albacete	16 a 64	Mujeres	554
2009	Aragón	02	Albacete	65 y más	Hombres	256
2009	Aragón	02	Albacete	65 y más	Mujeres	284
2009	Aragón	03	Alicante/Alacant	0 a 15	Hombres	92
2009	Aragón	03	Alicante/Alacant	0 a 15	Mujeres	90
2009	Aragón	03	Alicante/Alacant	16 a 64	Hombres	567
2009	Aragón	03	Alicante/Alacant	16 a 64	Mujeres	524
2009	Aragón	03	Alicante/Alacant	65 y más	Hombres	139
2009	Aragón	03	Alicante/Alacant	65 y más	Mujeres	183
2009	Aragón	04	Almería	0 a 15	Hombres	42
2009	Aragón	04	Almería	0 a 15	Mujeres	33
2009	Aragón	04	Almería	16 a 64	Hombres	429
2009	Aragón	04	Almería	16 a 64	Mujeres	425
2009	Aragón	04	Almería	65 y más	Hombres	280
2009	Aragón	04	Almería	65 y más	Mujeres	384
2009	Aragón	05	Ávila	0 a 15	Hombres	10
2009	Aragón	05	Ávila	0 a 15	Mujeres	15
2009	Aragón	05	Ávila	16 a 64	Hombres	360
2009	Aragón	05	Ávila	16 a 64	Mujeres	334
2009	Aragón	05	Ávila	65 y más	Hombres	178
2009	Aragón	05	Ávila	65 y más	Mujeres	212
2009	Aragón	06	Badajoz	0 a 15	Hombres	42
2009	Aragón	06	Badajoz	0 a 15	Mujeres	30
2009	Aragón	06	Badajoz	16 a 64	Hombres	1903
2009	Aragón	06	Badajoz	16 a 64	Mujeres	1813
2009	Aragón	06	Badajoz	65 y más	Hombres	681
2009	Aragón	06	Badajoz	65 y más	Mujeres	888
2009	Aragón	07	Balears (Illes)	0 a 15	Hombres	102
2009	Aragón	07	Balears (Illes)	0 a 15	Mujeres	84
2009	Aragón	07	Balears (Illes)	16 a 64	Hombres	407
2009	Aragón	07	Balears (Illes)	16 a 64	Mujeres	373
2009	Aragón	07	Balears (Illes)	65 y más	Hombres	49
2009	Aragón	07	Balears (Illes)	65 y más	Mujeres	60
2009	Aragón	08	Barcelona	0 a 15	Hombres	989
2009	Aragón	08	Barcelona	0 a 15	Mujeres	882
2009	Aragón	08	Barcelona	16 a 64	Hombres	9049
2009	Aragón	08	Barcelona	16 a 64	Mujeres	8938
2009	Aragón	08	Barcelona	65 y más	Hombres	1371
2009	Aragón	08	Barcelona	65 y más	Mujeres	1836
2009	Aragón	09	Burgos	0 a 15	Hombres	45
2009	Aragón	09	Burgos	0 a 15	Mujeres	27
2009	Aragón	09	Burgos	16 a 64	Hombres	1363
2009	Aragón	09	Burgos	16 a 64	Mujeres	1423
2009	Aragón	09	Burgos	65 y más	Hombres	627
2009	Aragón	09	Burgos	65 y más	Mujeres	922
2009	Aragón	10	Cáceres	0 a 15	Hombres	28
2009	Aragón	10	Cáceres	0 a 15	Mujeres	15
2009	Aragón	10	Cáceres	16 a 64	Hombres	1056
2009	Aragón	10	Cáceres	16 a 64	Mujeres	958
2009	Aragón	10	Cáceres	65 y más	Hombres	396
2009	Aragón	10	Cáceres	65 y más	Mujeres	415
2009	Aragón	11	Cádiz	0 a 15	Hombres	44
2009	Aragón	11	Cádiz	0 a 15	Mujeres	44
2009	Aragón	11	Cádiz	16 a 64	Hombres	1059
2009	Aragón	11	Cádiz	16 a 64	Mujeres	950
2009	Aragón	11	Cádiz	65 y más	Hombres	229
2009	Aragón	11	Cádiz	65 y más	Mujeres	262
2009	Aragón	12	Castellón/Castelló	0 a 15	Hombres	88
2009	Aragón	12	Castellón/Castelló	0 a 15	Mujeres	109
2009	Aragón	12	Castellón/Castelló	16 a 64	Hombres	875
2009	Aragón	12	Castellón/Castelló	16 a 64	Mujeres	874
2009	Aragón	12	Castellón/Castelló	65 y más	Hombres	355
2009	Aragón	12	Castellón/Castelló	65 y más	Mujeres	448
2009	Aragón	13	Ciudad Real	0 a 15	Hombres	23
2009	Aragón	13	Ciudad Real	0 a 15	Mujeres	27
2009	Aragón	13	Ciudad Real	16 a 64	Hombres	1165
2009	Aragón	13	Ciudad Real	16 a 64	Mujeres	1033
2009	Aragón	13	Ciudad Real	65 y más	Hombres	538
2009	Aragón	13	Ciudad Real	65 y más	Mujeres	709
2009	Aragón	14	Córdoba	0 a 15	Hombres	22
2009	Aragón	14	Córdoba	0 a 15	Mujeres	41
2009	Aragón	14	Córdoba	16 a 64	Hombres	2016
2009	Aragón	14	Córdoba	16 a 64	Mujeres	2032
2009	Aragón	14	Córdoba	65 y más	Hombres	1000
2009	Aragón	14	Córdoba	65 y más	Mujeres	1245
2009	Aragón	15	Coruña (A)	0 a 15	Hombres	42
2009	Aragón	15	Coruña (A)	0 a 15	Mujeres	34
2009	Aragón	15	Coruña (A)	16 a 64	Hombres	692
2009	Aragón	15	Coruña (A)	16 a 64	Mujeres	585
2009	Aragón	15	Coruña (A)	65 y más	Hombres	164
2009	Aragón	15	Coruña (A)	65 y más	Mujeres	216
2009	Aragón	16	Cuenca	0 a 15	Hombres	17
2009	Aragón	16	Cuenca	0 a 15	Mujeres	21
2009	Aragón	16	Cuenca	16 a 64	Hombres	703
2009	Aragón	16	Cuenca	16 a 64	Mujeres	690
2009	Aragón	16	Cuenca	65 y más	Hombres	446
2009	Aragón	16	Cuenca	65 y más	Mujeres	520
2009	Aragón	17	Girona	0 a 15	Hombres	108
2009	Aragón	17	Girona	0 a 15	Mujeres	81
2009	Aragón	17	Girona	16 a 64	Hombres	367
2009	Aragón	17	Girona	16 a 64	Mujeres	449
2009	Aragón	17	Girona	65 y más	Hombres	81
2009	Aragón	17	Girona	65 y más	Mujeres	130
2009	Aragón	18	Granada	0 a 15	Hombres	42
2009	Aragón	18	Granada	0 a 15	Mujeres	39
2009	Aragón	18	Granada	16 a 64	Hombres	1326
2009	Aragón	18	Granada	16 a 64	Mujeres	1264
2009	Aragón	18	Granada	65 y más	Hombres	518
2009	Aragón	18	Granada	65 y más	Mujeres	662
2009	Aragón	19	Guadalajara	0 a 15	Hombres	26
2009	Aragón	19	Guadalajara	0 a 15	Mujeres	30
2009	Aragón	19	Guadalajara	16 a 64	Hombres	1480
2009	Aragón	19	Guadalajara	16 a 64	Mujeres	1680
2009	Aragón	19	Guadalajara	65 y más	Hombres	1323
2009	Aragón	19	Guadalajara	65 y más	Mujeres	1750
2009	Aragón	20	Gipuzkoa	0 a 15	Hombres	65
2009	Aragón	20	Gipuzkoa	0 a 15	Mujeres	81
2009	Aragón	20	Gipuzkoa	16 a 64	Hombres	1517
2009	Aragón	20	Gipuzkoa	16 a 64	Mujeres	1523
2009	Aragón	20	Gipuzkoa	65 y más	Hombres	186
2009	Aragón	20	Gipuzkoa	65 y más	Mujeres	347
2009	Aragón	21	Huelva	0 a 15	Hombres	31
2009	Aragón	21	Huelva	0 a 15	Mujeres	15
2009	Aragón	21	Huelva	16 a 64	Hombres	289
2009	Aragón	21	Huelva	16 a 64	Mujeres	283
2009	Aragón	21	Huelva	65 y más	Hombres	95
2009	Aragón	21	Huelva	65 y más	Mujeres	125
2009	Aragón	22	Huesca	0 a 15	Hombres	12703
2009	Aragón	22	Huesca	0 a 15	Mujeres	11934
2009	Aragón	22	Huesca	16 a 64	Hombres	51179
2009	Aragón	22	Huesca	16 a 64	Mujeres	47996
2009	Aragón	22	Huesca	65 y más	Hombres	19438
2009	Aragón	22	Huesca	65 y más	Mujeres	24649
2009	Aragón	23	Jaén	0 a 15	Hombres	54
2009	Aragón	23	Jaén	0 a 15	Mujeres	34
2009	Aragón	23	Jaén	16 a 64	Hombres	1783
2009	Aragón	23	Jaén	16 a 64	Mujeres	1706
2009	Aragón	23	Jaén	65 y más	Hombres	781
2009	Aragón	23	Jaén	65 y más	Mujeres	958
2009	Aragón	24	León	0 a 15	Hombres	43
2009	Aragón	24	León	0 a 15	Mujeres	33
2009	Aragón	24	León	16 a 64	Hombres	1374
2009	Aragón	24	León	16 a 64	Mujeres	1252
2009	Aragón	24	León	65 y más	Hombres	374
2009	Aragón	24	León	65 y más	Mujeres	472
2009	Aragón	25	Lleida	0 a 15	Hombres	402
2009	Aragón	25	Lleida	0 a 15	Mujeres	399
2009	Aragón	25	Lleida	16 a 64	Hombres	4215
2009	Aragón	25	Lleida	16 a 64	Mujeres	4278
2009	Aragón	25	Lleida	65 y más	Hombres	468
2009	Aragón	25	Lleida	65 y más	Mujeres	604
2009	Aragón	26	Rioja (La)	0 a 15	Hombres	91
2009	Aragón	26	Rioja (La)	0 a 15	Mujeres	81
2009	Aragón	26	Rioja (La)	16 a 64	Hombres	1809
2009	Aragón	26	Rioja (La)	16 a 64	Mujeres	2256
2009	Aragón	26	Rioja (La)	65 y más	Hombres	863
2009	Aragón	26	Rioja (La)	65 y más	Mujeres	1523
2009	Aragón	27	Lugo	0 a 15	Hombres	6
2009	Aragón	27	Lugo	0 a 15	Mujeres	13
2009	Aragón	27	Lugo	16 a 64	Hombres	335
2009	Aragón	27	Lugo	16 a 64	Mujeres	284
2009	Aragón	27	Lugo	65 y más	Hombres	126
2009	Aragón	27	Lugo	65 y más	Mujeres	134
2009	Aragón	28	Madrid	0 a 15	Hombres	617
2009	Aragón	28	Madrid	0 a 15	Mujeres	596
2009	Aragón	28	Madrid	16 a 64	Hombres	5592
2009	Aragón	28	Madrid	16 a 64	Mujeres	5130
2009	Aragón	28	Madrid	65 y más	Hombres	966
2009	Aragón	28	Madrid	65 y más	Mujeres	1425
2009	Aragón	29	Málaga	0 a 15	Hombres	57
2009	Aragón	29	Málaga	0 a 15	Mujeres	43
2009	Aragón	29	Málaga	16 a 64	Hombres	830
2009	Aragón	29	Málaga	16 a 64	Mujeres	735
2009	Aragón	29	Málaga	65 y más	Hombres	334
2009	Aragón	29	Málaga	65 y más	Mujeres	422
2009	Aragón	30	Murcia	0 a 15	Hombres	81
2009	Aragón	30	Murcia	0 a 15	Mujeres	67
2009	Aragón	30	Murcia	16 a 64	Hombres	644
2009	Aragón	30	Murcia	16 a 64	Mujeres	626
