Año	Residencia CCAA nombre	Nacimiento provincia código	Provincia de nacimiento	Edad (grandes grupos)	Sexo	Personas
1998	Aragón	00	Nacidos en el extranjero	0 a 15	Hombres	717
1998	Aragón	00	Nacidos en el extranjero	0 a 15	Mujeres	677
1998	Aragón	00	Nacidos en el extranjero	16 a 64	Hombres	7083
1998	Aragón	00	Nacidos en el extranjero	16 a 64	Mujeres	6566
1998	Aragón	00	Nacidos en el extranjero	65 y más	Hombres	654
1998	Aragón	00	Nacidos en el extranjero	65 y más	Mujeres	855
1998	Aragón	01	Araba/Álava	0 a 15	Hombres	40
1998	Aragón	01	Araba/Álava	0 a 15	Mujeres	42
1998	Aragón	01	Araba/Álava	16 a 64	Hombres	328
1998	Aragón	01	Araba/Álava	16 a 64	Mujeres	335
1998	Aragón	01	Araba/Álava	65 y más	Hombres	90
1998	Aragón	01	Araba/Álava	65 y más	Mujeres	132
1998	Aragón	02	Albacete	0 a 15	Hombres	44
1998	Aragón	02	Albacete	0 a 15	Mujeres	28
1998	Aragón	02	Albacete	16 a 64	Hombres	656
1998	Aragón	02	Albacete	16 a 64	Mujeres	637
1998	Aragón	02	Albacete	65 y más	Hombres	191
1998	Aragón	02	Albacete	65 y más	Mujeres	193
1998	Aragón	03	Alicante/Alacant	0 a 15	Hombres	72
1998	Aragón	03	Alicante/Alacant	0 a 15	Mujeres	81
1998	Aragón	03	Alicante/Alacant	16 a 64	Hombres	453
1998	Aragón	03	Alicante/Alacant	16 a 64	Mujeres	440
1998	Aragón	03	Alicante/Alacant	65 y más	Hombres	110
1998	Aragón	03	Alicante/Alacant	65 y más	Mujeres	132
1998	Aragón	04	Almería	0 a 15	Hombres	21
1998	Aragón	04	Almería	0 a 15	Mujeres	21
1998	Aragón	04	Almería	16 a 64	Hombres	553
1998	Aragón	04	Almería	16 a 64	Mujeres	541
1998	Aragón	04	Almería	65 y más	Hombres	249
1998	Aragón	04	Almería	65 y más	Mujeres	318
1998	Aragón	05	Ávila	0 a 15	Hombres	16
1998	Aragón	05	Ávila	0 a 15	Mujeres	21
1998	Aragón	05	Ávila	16 a 64	Hombres	437
1998	Aragón	05	Ávila	16 a 64	Mujeres	398
1998	Aragón	05	Ávila	65 y más	Hombres	143
1998	Aragón	05	Ávila	65 y más	Mujeres	166
1998	Aragón	06	Badajoz	0 a 15	Hombres	59
1998	Aragón	06	Badajoz	0 a 15	Mujeres	49
1998	Aragón	06	Badajoz	16 a 64	Hombres	2193
1998	Aragón	06	Badajoz	16 a 64	Mujeres	2145
1998	Aragón	06	Badajoz	65 y más	Hombres	504
1998	Aragón	06	Badajoz	65 y más	Mujeres	619
1998	Aragón	07	Balears (Illes)	0 a 15	Hombres	78
1998	Aragón	07	Balears (Illes)	0 a 15	Mujeres	71
1998	Aragón	07	Balears (Illes)	16 a 64	Hombres	281
1998	Aragón	07	Balears (Illes)	16 a 64	Mujeres	293
1998	Aragón	07	Balears (Illes)	65 y más	Hombres	34
1998	Aragón	07	Balears (Illes)	65 y más	Mujeres	59
1998	Aragón	08	Barcelona	0 a 15	Hombres	906
1998	Aragón	08	Barcelona	0 a 15	Mujeres	833
1998	Aragón	08	Barcelona	16 a 64	Hombres	6392
1998	Aragón	08	Barcelona	16 a 64	Mujeres	6753
1998	Aragón	08	Barcelona	65 y más	Hombres	1041
1998	Aragón	08	Barcelona	65 y más	Mujeres	1392
1998	Aragón	09	Burgos	0 a 15	Hombres	68
1998	Aragón	09	Burgos	0 a 15	Mujeres	55
1998	Aragón	09	Burgos	16 a 64	Hombres	1505
1998	Aragón	09	Burgos	16 a 64	Mujeres	1638
1998	Aragón	09	Burgos	65 y más	Hombres	466
1998	Aragón	09	Burgos	65 y más	Mujeres	680
1998	Aragón	10	Cáceres	0 a 15	Hombres	34
1998	Aragón	10	Cáceres	0 a 15	Mujeres	45
1998	Aragón	10	Cáceres	16 a 64	Hombres	1178
1998	Aragón	10	Cáceres	16 a 64	Mujeres	1041
1998	Aragón	10	Cáceres	65 y más	Hombres	235
1998	Aragón	10	Cáceres	65 y más	Mujeres	268
1998	Aragón	11	Cádiz	0 a 15	Hombres	71
1998	Aragón	11	Cádiz	0 a 15	Mujeres	66
1998	Aragón	11	Cádiz	16 a 64	Hombres	1011
1998	Aragón	11	Cádiz	16 a 64	Mujeres	950
1998	Aragón	11	Cádiz	65 y más	Hombres	177
1998	Aragón	11	Cádiz	65 y más	Mujeres	206
1998	Aragón	12	Castellón/Castelló	0 a 15	Hombres	92
1998	Aragón	12	Castellón/Castelló	0 a 15	Mujeres	87
1998	Aragón	12	Castellón/Castelló	16 a 64	Hombres	802
1998	Aragón	12	Castellón/Castelló	16 a 64	Mujeres	853
1998	Aragón	12	Castellón/Castelló	65 y más	Hombres	356
1998	Aragón	12	Castellón/Castelló	65 y más	Mujeres	429
1998	Aragón	13	Ciudad Real	0 a 15	Hombres	37
1998	Aragón	13	Ciudad Real	0 a 15	Mujeres	53
1998	Aragón	13	Ciudad Real	16 a 64	Hombres	1374
1998	Aragón	13	Ciudad Real	16 a 64	Mujeres	1307
1998	Aragón	13	Ciudad Real	65 y más	Hombres	432
1998	Aragón	13	Ciudad Real	65 y más	Mujeres	533
1998	Aragón	14	Córdoba	0 a 15	Hombres	65
1998	Aragón	14	Córdoba	0 a 15	Mujeres	60
1998	Aragón	14	Córdoba	16 a 64	Hombres	2555
1998	Aragón	14	Córdoba	16 a 64	Mujeres	2508
1998	Aragón	14	Córdoba	65 y más	Hombres	741
1998	Aragón	14	Córdoba	65 y más	Mujeres	877
1998	Aragón	15	Coruña (A)	0 a 15	Hombres	48
1998	Aragón	15	Coruña (A)	0 a 15	Mujeres	57
1998	Aragón	15	Coruña (A)	16 a 64	Hombres	579
1998	Aragón	15	Coruña (A)	16 a 64	Mujeres	535
1998	Aragón	15	Coruña (A)	65 y más	Hombres	109
1998	Aragón	15	Coruña (A)	65 y más	Mujeres	141
1998	Aragón	16	Cuenca	0 a 15	Hombres	30
1998	Aragón	16	Cuenca	0 a 15	Mujeres	23
1998	Aragón	16	Cuenca	16 a 64	Hombres	921
1998	Aragón	16	Cuenca	16 a 64	Mujeres	891
1998	Aragón	16	Cuenca	65 y más	Hombres	341
1998	Aragón	16	Cuenca	65 y más	Mujeres	382
1998	Aragón	17	Girona	0 a 15	Hombres	57
1998	Aragón	17	Girona	0 a 15	Mujeres	60
1998	Aragón	17	Girona	16 a 64	Hombres	321
1998	Aragón	17	Girona	16 a 64	Mujeres	376
1998	Aragón	17	Girona	65 y más	Hombres	58
1998	Aragón	17	Girona	65 y más	Mujeres	111
1998	Aragón	18	Granada	0 a 15	Hombres	68
1998	Aragón	18	Granada	0 a 15	Mujeres	60
1998	Aragón	18	Granada	16 a 64	Hombres	1545
1998	Aragón	18	Granada	16 a 64	Mujeres	1485
1998	Aragón	18	Granada	65 y más	Hombres	384
1998	Aragón	18	Granada	65 y más	Mujeres	462
1998	Aragón	19	Guadalajara	0 a 15	Hombres	35
1998	Aragón	19	Guadalajara	0 a 15	Mujeres	46
1998	Aragón	19	Guadalajara	16 a 64	Hombres	2182
1998	Aragón	19	Guadalajara	16 a 64	Mujeres	2350
1998	Aragón	19	Guadalajara	65 y más	Hombres	1162
1998	Aragón	19	Guadalajara	65 y más	Mujeres	1558
1998	Aragón	20	Gipuzkoa	0 a 15	Hombres	120
1998	Aragón	20	Gipuzkoa	0 a 15	Mujeres	80
1998	Aragón	20	Gipuzkoa	16 a 64	Hombres	1294
1998	Aragón	20	Gipuzkoa	16 a 64	Mujeres	1368
1998	Aragón	20	Gipuzkoa	65 y más	Hombres	175
1998	Aragón	20	Gipuzkoa	65 y más	Mujeres	330
1998	Aragón	21	Huelva	0 a 15	Hombres	23
1998	Aragón	21	Huelva	0 a 15	Mujeres	18
1998	Aragón	21	Huelva	16 a 64	Hombres	300
1998	Aragón	21	Huelva	16 a 64	Mujeres	298
1998	Aragón	21	Huelva	65 y más	Hombres	61
1998	Aragón	21	Huelva	65 y más	Mujeres	90
1998	Aragón	22	Huesca	0 a 15	Hombres	12096
1998	Aragón	22	Huesca	0 a 15	Mujeres	11358
1998	Aragón	22	Huesca	16 a 64	Hombres	54592
1998	Aragón	22	Huesca	16 a 64	Mujeres	51880
1998	Aragón	22	Huesca	65 y más	Hombres	20251
1998	Aragón	22	Huesca	65 y más	Mujeres	25050
1998	Aragón	23	Jaén	0 a 15	Hombres	59
1998	Aragón	23	Jaén	0 a 15	Mujeres	61
1998	Aragón	23	Jaén	16 a 64	Hombres	2233
1998	Aragón	23	Jaén	16 a 64	Mujeres	2124
1998	Aragón	23	Jaén	65 y más	Hombres	550
1998	Aragón	23	Jaén	65 y más	Mujeres	695
1998	Aragón	24	León	0 a 15	Hombres	75
1998	Aragón	24	León	0 a 15	Mujeres	63
1998	Aragón	24	León	16 a 64	Hombres	1286
1998	Aragón	24	León	16 a 64	Mujeres	1228
1998	Aragón	24	León	65 y más	Hombres	217
1998	Aragón	24	León	65 y más	Mujeres	285
1998	Aragón	25	Lleida	0 a 15	Hombres	1038
1998	Aragón	25	Lleida	0 a 15	Mujeres	1039
1998	Aragón	25	Lleida	16 a 64	Hombres	3621
1998	Aragón	25	Lleida	16 a 64	Mujeres	3874
1998	Aragón	25	Lleida	65 y más	Hombres	395
1998	Aragón	25	Lleida	65 y más	Mujeres	569
1998	Aragón	26	Rioja (La)	0 a 15	Hombres	106
1998	Aragón	26	Rioja (La)	0 a 15	Mujeres	97
1998	Aragón	26	Rioja (La)	16 a 64	Hombres	2083
1998	Aragón	26	Rioja (La)	16 a 64	Mujeres	2583
1998	Aragón	26	Rioja (La)	65 y más	Hombres	798
1998	Aragón	26	Rioja (La)	65 y más	Mujeres	1379
1998	Aragón	27	Lugo	0 a 15	Hombres	23
1998	Aragón	27	Lugo	0 a 15	Mujeres	18
1998	Aragón	27	Lugo	16 a 64	Hombres	315
1998	Aragón	27	Lugo	16 a 64	Mujeres	277
1998	Aragón	27	Lugo	65 y más	Hombres	94
1998	Aragón	27	Lugo	65 y más	Mujeres	105
1998	Aragón	28	Madrid	0 a 15	Hombres	511
1998	Aragón	28	Madrid	0 a 15	Mujeres	552
1998	Aragón	28	Madrid	16 a 64	Hombres	4602
1998	Aragón	28	Madrid	16 a 64	Mujeres	4445
1998	Aragón	28	Madrid	65 y más	Hombres	728
1998	Aragón	28	Madrid	65 y más	Mujeres	1136
1998	Aragón	29	Málaga	0 a 15	Hombres	75
1998	Aragón	29	Málaga	0 a 15	Mujeres	44
1998	Aragón	29	Málaga	16 a 64	Hombres	961
1998	Aragón	29	Málaga	16 a 64	Mujeres	845
1998	Aragón	29	Málaga	65 y más	Hombres	266
1998	Aragón	29	Málaga	65 y más	Mujeres	330
1998	Aragón	30	Murcia	0 a 15	Hombres	76
1998	Aragón	30	Murcia	0 a 15	Mujeres	76
1998	Aragón	30	Murcia	16 a 64	Hombres	741
1998	Aragón	30	Murcia	16 a 64	Mujeres	654
1998	Aragón	30	Murcia	65 y más	Hombres	247
1998	Aragón	30	Murcia	65 y más	Mujeres	270
1998	Aragón	31	Navarra	0 a 15	Hombres	419
1998	Aragón	31	Navarra	0 a 15	Mujeres	395
1998	Aragón	31	Navarra	16 a 64	Hombres	3559
1998	Aragón	31	Navarra	16 a 64	Mujeres	4331
1998	Aragón	31	Navarra	65 y más	Hombres	962
1998	Aragón	31	Navarra	65 y más	Mujeres	2086
1998	Aragón	32	Ourense	0 a 15	Hombres	16
1998	Aragón	32	Ourense	0 a 15	Mujeres	21
1998	Aragón	32	Ourense	16 a 64	Hombres	378
1998	Aragón	32	Ourense	16 a 64	Mujeres	360
1998	Aragón	32	Ourense	65 y más	Hombres	93
1998	Aragón	32	Ourense	65 y más	Mujeres	118
1998	Aragón	33	Asturias	0 a 15	Hombres	63
1998	Aragón	33	Asturias	0 a 15	Mujeres	72
1998	Aragón	33	Asturias	16 a 64	Hombres	900
1998	Aragón	33	Asturias	16 a 64	Mujeres	842
1998	Aragón	33	Asturias	65 y más	Hombres	184
1998	Aragón	33	Asturias	65 y más	Mujeres	303
1998	Aragón	34	Palencia	0 a 15	Hombres	14
1998	Aragón	34	Palencia	0 a 15	Mujeres	27
1998	Aragón	34	Palencia	16 a 64	Hombres	651
1998	Aragón	34	Palencia	16 a 64	Mujeres	721
1998	Aragón	34	Palencia	65 y más	Hombres	213
1998	Aragón	34	Palencia	65 y más	Mujeres	319
1998	Aragón	35	Palmas (Las)	0 a 15	Hombres	50
1998	Aragón	35	Palmas (Las)	0 a 15	Mujeres	52
1998	Aragón	35	Palmas (Las)	16 a 64	Hombres	188
1998	Aragón	35	Palmas (Las)	16 a 64	Mujeres	232
1998	Aragón	35	Palmas (Las)	65 y más	Hombres	18
1998	Aragón	35	Palmas (Las)	65 y más	Mujeres	28
1998	Aragón	36	Pontevedra	0 a 15	Hombres	39
1998	Aragón	36	Pontevedra	0 a 15	Mujeres	34
1998	Aragón	36	Pontevedra	16 a 64	Hombres	465
1998	Aragón	36	Pontevedra	16 a 64	Mujeres	452
1998	Aragón	36	Pontevedra	65 y más	Hombres	93
1998	Aragón	36	Pontevedra	65 y más	Mujeres	107
1998	Aragón	37	Salamanca	0 a 15	Hombres	60
1998	Aragón	37	Salamanca	0 a 15	Mujeres	60
1998	Aragón	37	Salamanca	16 a 64	Hombres	1086
1998	Aragón	37	Salamanca	16 a 64	Mujeres	984
1998	Aragón	37	Salamanca	65 y más	Hombres	234
1998	Aragón	37	Salamanca	65 y más	Mujeres	275
1998	Aragón	38	Santa Cruz de Tenerife	0 a 15	Hombres	34
1998	Aragón	38	Santa Cruz de Tenerife	0 a 15	Mujeres	24
1998	Aragón	38	Santa Cruz de Tenerife	16 a 64	Hombres	144
1998	Aragón	38	Santa Cruz de Tenerife	16 a 64	Mujeres	168
1998	Aragón	38	Santa Cruz de Tenerife	65 y más	Hombres	15
1998	Aragón	38	Santa Cruz de Tenerife	65 y más	Mujeres	36
1998	Aragón	39	Cantabria	0 a 15	Hombres	57
1998	Aragón	39	Cantabria	0 a 15	Mujeres	54
1998	Aragón	39	Cantabria	16 a 64	Hombres	641
1998	Aragón	39	Cantabria	16 a 64	Mujeres	705
1998	Aragón	39	Cantabria	65 y más	Hombres	201
1998	Aragón	39	Cantabria	65 y más	Mujeres	349
1998	Aragón	40	Segovia	0 a 15	Hombres	21
1998	Aragón	40	Segovia	0 a 15	Mujeres	16
1998	Aragón	40	Segovia	16 a 64	Hombres	375
1998	Aragón	40	Segovia	16 a 64	Mujeres	383
1998	Aragón	40	Segovia	65 y más	Hombres	165
1998	Aragón	40	Segovia	65 y más	Mujeres	171
1998	Aragón	41	Sevilla	0 a 15	Hombres	81
1998	Aragón	41	Sevilla	0 a 15	Mujeres	75
1998	Aragón	41	Sevilla	16 a 64	Hombres	1262
1998	Aragón	41	Sevilla	16 a 64	Mujeres	1289
1998	Aragón	41	Sevilla	65 y más	Hombres	238
1998	Aragón	41	Sevilla	65 y más	Mujeres	259
1998	Aragón	42	Soria	0 a 15	Hombres	78
1998	Aragón	42	Soria	0 a 15	Mujeres	77
1998	Aragón	42	Soria	16 a 64	Hombres	5810
1998	Aragón	42	Soria	16 a 64	Mujeres	6365
1998	Aragón	42	Soria	65 y más	Hombres	2755
1998	Aragón	42	Soria	65 y más	Mujeres	3830
1998	Aragón	43	Tarragona	0 a 15	Hombres	250
1998	Aragón	43	Tarragona	0 a 15	Mujeres	213
1998	Aragón	43	Tarragona	16 a 64	Hombres	1270
1998	Aragón	43	Tarragona	16 a 64	Mujeres	1260
1998	Aragón	43	Tarragona	65 y más	Hombres	206
1998	Aragón	43	Tarragona	65 y más	Mujeres	271
1998	Aragón	44	Teruel	0 a 15	Hombres	7886
1998	Aragón	44	Teruel	0 a 15	Mujeres	7699
1998	Aragón	44	Teruel	16 a 64	Hombres	45365
1998	Aragón	44	Teruel	16 a 64	Mujeres	42871
1998	Aragón	44	Teruel	65 y más	Hombres	19763
1998	Aragón	44	Teruel	65 y más	Mujeres	23822
1998	Aragón	45	Toledo	0 a 15	Hombres	44
1998	Aragón	45	Toledo	0 a 15	Mujeres	25
1998	Aragón	45	Toledo	16 a 64	Hombres	746
1998	Aragón	45	Toledo	16 a 64	Mujeres	694
1998	Aragón	45	Toledo	65 y más	Hombres	260
1998	Aragón	45	Toledo	65 y más	Mujeres	330
1998	Aragón	46	Valencia/València	0 a 15	Hombres	292
1998	Aragón	46	Valencia/València	0 a 15	Mujeres	263
1998	Aragón	46	Valencia/València	16 a 64	Hombres	2096
1998	Aragón	46	Valencia/València	16 a 64	Mujeres	2138
1998	Aragón	46	Valencia/València	65 y más	Hombres	375
1998	Aragón	46	Valencia/València	65 y más	Mujeres	515
1998	Aragón	47	Valladolid	0 a 15	Hombres	48
1998	Aragón	47	Valladolid	0 a 15	Mujeres	52
1998	Aragón	47	Valladolid	16 a 64	Hombres	1036
1998	Aragón	47	Valladolid	16 a 64	Mujeres	1058
1998	Aragón	47	Valladolid	65 y más	Hombres	331
1998	Aragón	47	Valladolid	65 y más	Mujeres	476
1998	Aragón	48	Bizkaia	0 a 15	Hombres	111
1998	Aragón	48	Bizkaia	0 a 15	Mujeres	109
1998	Aragón	48	Bizkaia	16 a 64	Hombres	1400
1998	Aragón	48	Bizkaia	16 a 64	Mujeres	1461
1998	Aragón	48	Bizkaia	65 y más	Hombres	214
1998	Aragón	48	Bizkaia	65 y más	Mujeres	437
1998	Aragón	49	Zamora	0 a 15	Hombres	25
1998	Aragón	49	Zamora	0 a 15	Mujeres	7
1998	Aragón	49	Zamora	16 a 64	Hombres	763
1998	Aragón	49	Zamora	16 a 64	Mujeres	706
1998	Aragón	49	Zamora	65 y más	Hombres	205
1998	Aragón	49	Zamora	65 y más	Mujeres	222
1998	Aragón	50	Zaragoza	0 a 15	Hombres	57694
1998	Aragón	50	Zaragoza	0 a 15	Mujeres	55139
1998	Aragón	50	Zaragoza	16 a 64	Hombres	210029
1998	Aragón	50	Zaragoza	16 a 64	Mujeres	203923
1998	Aragón	50	Zaragoza	65 y más	Hombres	46736
1998	Aragón	50	Zaragoza	65 y más	Mujeres	62426
1998	Aragón	51	Ceuta	0 a 15	Hombres	14
1998	Aragón	51	Ceuta	0 a 15	Mujeres	18
1998	Aragón	51	Ceuta	16 a 64	Hombres	241
1998	Aragón	51	Ceuta	16 a 64	Mujeres	259
1998	Aragón	51	Ceuta	65 y más	Hombres	33
1998	Aragón	51	Ceuta	65 y más	Mujeres	66
1998	Aragón	52	Melilla	0 a 15	Hombres	16
1998	Aragón	52	Melilla	0 a 15	Mujeres	19
1998	Aragón	52	Melilla	16 a 64	Hombres	342
1998	Aragón	52	Melilla	16 a 64	Mujeres	358
1998	Aragón	52	Melilla	65 y más	Hombres	82
1998	Aragón	52	Melilla	65 y más	Mujeres	109
1999	Aragón	00	Nacidos en el extranjero	0 a 15	Hombres	764
1999	Aragón	00	Nacidos en el extranjero	0 a 15	Mujeres	688
1999	Aragón	00	Nacidos en el extranjero	16 a 64	Hombres	7520
1999	Aragón	00	Nacidos en el extranjero	16 a 64	Mujeres	6924
1999	Aragón	00	Nacidos en el extranjero	65 y más	Hombres	668
1999	Aragón	00	Nacidos en el extranjero	65 y más	Mujeres	883
1999	Aragón	01	Araba/Álava	0 a 15	Hombres	41
1999	Aragón	01	Araba/Álava	0 a 15	Mujeres	43
1999	Aragón	01	Araba/Álava	16 a 64	Hombres	337
1999	Aragón	01	Araba/Álava	16 a 64	Mujeres	340
1999	Aragón	01	Araba/Álava	65 y más	Hombres	88
1999	Aragón	01	Araba/Álava	65 y más	Mujeres	133
1999	Aragón	02	Albacete	0 a 15	Hombres	35
1999	Aragón	02	Albacete	0 a 15	Mujeres	24
1999	Aragón	02	Albacete	16 a 64	Hombres	651
1999	Aragón	02	Albacete	16 a 64	Mujeres	647
1999	Aragón	02	Albacete	65 y más	Hombres	193
1999	Aragón	02	Albacete	65 y más	Mujeres	199
1999	Aragón	03	Alicante/Alacant	0 a 15	Hombres	62
1999	Aragón	03	Alicante/Alacant	0 a 15	Mujeres	73
1999	Aragón	03	Alicante/Alacant	16 a 64	Hombres	456
1999	Aragón	03	Alicante/Alacant	16 a 64	Mujeres	452
1999	Aragón	03	Alicante/Alacant	65 y más	Hombres	118
1999	Aragón	03	Alicante/Alacant	65 y más	Mujeres	131
1999	Aragón	04	Almería	0 a 15	Hombres	16
1999	Aragón	04	Almería	0 a 15	Mujeres	17
1999	Aragón	04	Almería	16 a 64	Hombres	535
1999	Aragón	04	Almería	16 a 64	Mujeres	535
1999	Aragón	04	Almería	65 y más	Hombres	258
1999	Aragón	04	Almería	65 y más	Mujeres	326
1999	Aragón	05	Ávila	0 a 15	Hombres	18
1999	Aragón	05	Ávila	0 a 15	Mujeres	18
1999	Aragón	05	Ávila	16 a 64	Hombres	436
1999	Aragón	05	Ávila	16 a 64	Mujeres	396
1999	Aragón	05	Ávila	65 y más	Hombres	141
1999	Aragón	05	Ávila	65 y más	Mujeres	170
1999	Aragón	06	Badajoz	0 a 15	Hombres	59
1999	Aragón	06	Badajoz	0 a 15	Mujeres	46
1999	Aragón	06	Badajoz	16 a 64	Hombres	2161
1999	Aragón	06	Badajoz	16 a 64	Mujeres	2104
1999	Aragón	06	Badajoz	65 y más	Hombres	519
1999	Aragón	06	Badajoz	65 y más	Mujeres	657
1999	Aragón	07	Balears (Illes)	0 a 15	Hombres	73
1999	Aragón	07	Balears (Illes)	0 a 15	Mujeres	67
1999	Aragón	07	Balears (Illes)	16 a 64	Hombres	285
1999	Aragón	07	Balears (Illes)	16 a 64	Mujeres	302
1999	Aragón	07	Balears (Illes)	65 y más	Hombres	34
1999	Aragón	07	Balears (Illes)	65 y más	Mujeres	59
1999	Aragón	08	Barcelona	0 a 15	Hombres	831
1999	Aragón	08	Barcelona	0 a 15	Mujeres	760
1999	Aragón	08	Barcelona	16 a 64	Hombres	6514
1999	Aragón	08	Barcelona	16 a 64	Mujeres	6889
1999	Aragón	08	Barcelona	65 y más	Hombres	1090
1999	Aragón	08	Barcelona	65 y más	Mujeres	1448
1999	Aragón	09	Burgos	0 a 15	Hombres	61
1999	Aragón	09	Burgos	0 a 15	Mujeres	46
1999	Aragón	09	Burgos	16 a 64	Hombres	1495
1999	Aragón	09	Burgos	16 a 64	Mujeres	1621
1999	Aragón	09	Burgos	65 y más	Hombres	491
1999	Aragón	09	Burgos	65 y más	Mujeres	711
1999	Aragón	10	Cáceres	0 a 15	Hombres	35
1999	Aragón	10	Cáceres	0 a 15	Mujeres	40
1999	Aragón	10	Cáceres	16 a 64	Hombres	1162
1999	Aragón	10	Cáceres	16 a 64	Mujeres	1017
1999	Aragón	10	Cáceres	65 y más	Hombres	248
1999	Aragón	10	Cáceres	65 y más	Mujeres	300
1999	Aragón	11	Cádiz	0 a 15	Hombres	61
1999	Aragón	11	Cádiz	0 a 15	Mujeres	57
1999	Aragón	11	Cádiz	16 a 64	Hombres	1005
1999	Aragón	11	Cádiz	16 a 64	Mujeres	935
1999	Aragón	11	Cádiz	65 y más	Hombres	183
1999	Aragón	11	Cádiz	65 y más	Mujeres	209
1999	Aragón	12	Castellón/Castelló	0 a 15	Hombres	82
1999	Aragón	12	Castellón/Castelló	0 a 15	Mujeres	75
1999	Aragón	12	Castellón/Castelló	16 a 64	Hombres	787
1999	Aragón	12	Castellón/Castelló	16 a 64	Mujeres	840
1999	Aragón	12	Castellón/Castelló	65 y más	Hombres	358
1999	Aragón	12	Castellón/Castelló	65 y más	Mujeres	441
1999	Aragón	13	Ciudad Real	0 a 15	Hombres	38
1999	Aragón	13	Ciudad Real	0 a 15	Mujeres	47
1999	Aragón	13	Ciudad Real	16 a 64	Hombres	1357
1999	Aragón	13	Ciudad Real	16 a 64	Mujeres	1277
1999	Aragón	13	Ciudad Real	65 y más	Hombres	457
1999	Aragón	13	Ciudad Real	65 y más	Mujeres	583
1999	Aragón	14	Córdoba	0 a 15	Hombres	61
1999	Aragón	14	Córdoba	0 a 15	Mujeres	58
1999	Aragón	14	Córdoba	16 a 64	Hombres	2484
1999	Aragón	14	Córdoba	16 a 64	Mujeres	2463
1999	Aragón	14	Córdoba	65 y más	Hombres	792
1999	Aragón	14	Córdoba	65 y más	Mujeres	932
1999	Aragón	15	Coruña (A)	0 a 15	Hombres	42
1999	Aragón	15	Coruña (A)	0 a 15	Mujeres	57
1999	Aragón	15	Coruña (A)	16 a 64	Hombres	585
1999	Aragón	15	Coruña (A)	16 a 64	Mujeres	529
1999	Aragón	15	Coruña (A)	65 y más	Hombres	107
1999	Aragón	15	Coruña (A)	65 y más	Mujeres	140
1999	Aragón	16	Cuenca	0 a 15	Hombres	27
1999	Aragón	16	Cuenca	0 a 15	Mujeres	21
1999	Aragón	16	Cuenca	16 a 64	Hombres	887
1999	Aragón	16	Cuenca	16 a 64	Mujeres	864
1999	Aragón	16	Cuenca	65 y más	Hombres	361
1999	Aragón	16	Cuenca	65 y más	Mujeres	410
1999	Aragón	17	Girona	0 a 15	Hombres	60
1999	Aragón	17	Girona	0 a 15	Mujeres	59
1999	Aragón	17	Girona	16 a 64	Hombres	318
1999	Aragón	17	Girona	16 a 64	Mujeres	390
1999	Aragón	17	Girona	65 y más	Hombres	59
1999	Aragón	17	Girona	65 y más	Mujeres	108
1999	Aragón	18	Granada	0 a 15	Hombres	71
1999	Aragón	18	Granada	0 a 15	Mujeres	54
1999	Aragón	18	Granada	16 a 64	Hombres	1510
1999	Aragón	18	Granada	16 a 64	Mujeres	1436
1999	Aragón	18	Granada	65 y más	Hombres	401
1999	Aragón	18	Granada	65 y más	Mujeres	499
1999	Aragón	19	Guadalajara	0 a 15	Hombres	33
1999	Aragón	19	Guadalajara	0 a 15	Mujeres	41
1999	Aragón	19	Guadalajara	16 a 64	Hombres	2143
1999	Aragón	19	Guadalajara	16 a 64	Mujeres	2304
1999	Aragón	19	Guadalajara	65 y más	Hombres	1238
1999	Aragón	19	Guadalajara	65 y más	Mujeres	1662
1999	Aragón	20	Gipuzkoa	0 a 15	Hombres	97
1999	Aragón	20	Gipuzkoa	0 a 15	Mujeres	68
1999	Aragón	20	Gipuzkoa	16 a 64	Hombres	1293
1999	Aragón	20	Gipuzkoa	16 a 64	Mujeres	1353
1999	Aragón	20	Gipuzkoa	65 y más	Hombres	179
1999	Aragón	20	Gipuzkoa	65 y más	Mujeres	341
1999	Aragón	21	Huelva	0 a 15	Hombres	23
1999	Aragón	21	Huelva	0 a 15	Mujeres	15
1999	Aragón	21	Huelva	16 a 64	Hombres	298
1999	Aragón	21	Huelva	16 a 64	Mujeres	298
1999	Aragón	21	Huelva	65 y más	Hombres	65
1999	Aragón	21	Huelva	65 y más	Mujeres	94
1999	Aragón	22	Huesca	0 a 15	Hombres	11899
1999	Aragón	22	Huesca	0 a 15	Mujeres	11135
1999	Aragón	22	Huesca	16 a 64	Hombres	53974
1999	Aragón	22	Huesca	16 a 64	Mujeres	51187
1999	Aragón	22	Huesca	65 y más	Hombres	20376
1999	Aragón	22	Huesca	65 y más	Mujeres	25331
1999	Aragón	23	Jaén	0 a 15	Hombres	62
1999	Aragón	23	Jaén	0 a 15	Mujeres	53
1999	Aragón	23	Jaén	16 a 64	Hombres	2192
1999	Aragón	23	Jaén	16 a 64	Mujeres	2086
1999	Aragón	23	Jaén	65 y más	Hombres	588
1999	Aragón	23	Jaén	65 y más	Mujeres	738
1999	Aragón	24	León	0 a 15	Hombres	70
1999	Aragón	24	León	0 a 15	Mujeres	60
1999	Aragón	24	León	16 a 64	Hombres	1289
1999	Aragón	24	León	16 a 64	Mujeres	1215
1999	Aragón	24	León	65 y más	Hombres	233
1999	Aragón	24	León	65 y más	Mujeres	294
1999	Aragón	25	Lleida	0 a 15	Hombres	967
