Año	Sexo	Edad	Residencia CCAA código	Residencia CCAA nombre	Personas	Porcentaje
2008	Mujeres	49	02	Aragón	9127	0,0339457995634244
2009	Hombres	49	02	Aragón	-9980	-0,0371183389550756
2009	Mujeres	49	02	Aragón	9424	0,0350504234782197
2010	Hombres	49	02	Aragón	-10057	-0,0374047229329855
2010	Mujeres	49	02	Aragón	9813	0,0364972204575308
2011	Hombres	49	02	Aragón	-9982	-0,0371257774999564
2011	Mujeres	49	02	Aragón	9640	0,0358537863253436
2012	Hombres	49	02	Aragón	-10376	-0,0385911708414694
2012	Mujeres	49	02	Aragón	9669	0,0359616452261148
2013	Hombres	49	02	Aragón	-10536	-0,0391862544319315
2013	Mujeres	49	02	Aragón	9914	0,03687286697401
2014	Hombres	49	02	Aragón	-10676	-0,0397069525735859
2014	Mujeres	49	02	Aragón	10075	0,0374716698369125
2015	Hombres	49	02	Aragón	-10309	-0,0383419795879634
2015	Mujeres	49	02	Aragón	9843	0,0366087986307424
2016	Hombres	49	02	Aragón	-10377	-0,0385948901139098
2016	Mujeres	49	02	Aragón	9813	0,0364972204575308
2017	Hombres	49	02	Aragón	-10246	-0,0381076654242189
2017	Mujeres	49	02	Aragón	10251	0,0381262617864209
2018	Hombres	49	02	Aragón	-10249	-0,0381188232415401
2018	Mujeres	49	02	Aragón	10035	0,037322898939297
1998	Hombres	48	02	Aragón	-7410	-0,0275598087832776
1998	Mujeres	48	02	Aragón	7311	0,0271916008116791
1999	Hombres	48	02	Aragón	-7202	-0,0267862001156768
1999	Mujeres	48	02	Aragón	6968	0,0259158903646259
2000	Hombres	48	02	Aragón	-7290	-0,027113496090431
2000	Mujeres	48	02	Aragón	7132	0,0265258510448496
2001	Hombres	48	02	Aragón	-7943	-0,0295421809940046
2001	Mujeres	48	02	Aragón	7721	0,0287165025122384
2002	Hombres	48	02	Aragón	-7866	-0,0292557970160947
2002	Mujeres	48	02	Aragón	7656	0,0284747498036131
2003	Hombres	48	02	Aragón	-7853	-0,0292074464743696
2003	Mujeres	48	02	Aragón	7558	0,0281102611044551
2004	Hombres	48	02	Aragón	-8491	-0,0315803422913374
2004	Mujeres	48	02	Aragón	8095	0,0301075104049436
2005	Hombres	48	02	Aragón	-8824	-0,0328188600139867
2005	Mujeres	48	02	Aragón	8387	0,031193537957537
2006	Hombres	48	02	Aragón	-9263	-0,0344516206153172
2006	Mujeres	48	02	Aragón	8897	0,033090366902135
2007	Hombres	48	02	Aragón	-9631	-0,0358203128733801
2007	Mujeres	48	02	Aragón	9032	0,0335924686815875
2008	Hombres	48	02	Aragón	-9908	-0,0368505513393677
2008	Mujeres	48	02	Aragón	9347	0,0347640395003098
2009	Hombres	48	02	Aragón	-10106	-0,0375869672825645
2009	Mujeres	48	02	Aragón	9808	0,0364786240953288
2010	Hombres	48	02	Aragón	-10040	-0,0373414953014989
2010	Mujeres	48	02	Aragón	9606	0,0357273310623704
2011	Hombres	48	02	Aragón	-10445	-0,0388478006398562
2011	Mujeres	48	02	Aragón	9651	0,0358946983221878
2012	Hombres	48	02	Aragón	-10595	-0,0394056915059144
2012	Mujeres	48	02	Aragón	9923	0,0369063404259735
2013	Hombres	48	02	Aragón	-10933	-0,0406628055907657
2013	Mujeres	48	02	Aragón	10198	0,0379291403470803
2014	Hombres	48	02	Aragón	-10420	-0,0387548188288465
2014	Mujeres	48	02	Aragón	9868	0,0367017804417521
2015	Hombres	48	02	Aragón	-10448	-0,0388589584571774
2015	Mujeres	48	02	Aragón	9868	0,0367017804417521
2016	Hombres	48	02	Aragón	-10349	-0,0384907504855789
2016	Mujeres	48	02	Aragón	10249	0,0381188232415401
2017	Hombres	48	02	Aragón	-10346	-0,0384795926682577
2017	Mujeres	48	02	Aragón	10076	0,0374753891093529
2018	Hombres	48	02	Aragón	-10422	-0,0387622573737273
2018	Mujeres	48	02	Aragón	9822	0,0365306939094943
1998	Hombres	47	02	Aragón	-7159	-0,0266262714007401
1998	Mujeres	47	02	Aragón	6878	0,025581155844991
1999	Hombres	47	02	Aragón	-7208	-0,0268085157503191
1999	Mujeres	47	02	Aragón	7078	0,0263250103330687
2000	Hombres	47	02	Aragón	-7894	-0,0293599366444255
2000	Mujeres	47	02	Aragón	7689	0,0285974857941459
2001	Hombres	47	02	Aragón	-7809	-0,0290437984869925
2001	Mujeres	47	02	Aragón	7604	0,0282813476367129
2002	Hombres	47	02	Aragón	-7795	-0,0289917286728271
2002	Mujeres	47	02	Aragón	7544	0,0280581912902896
2003	Hombres	47	02	Aragón	-8390	-0,0312046957748582
2003	Mujeres	47	02	Aragón	8019	0,0298248456994741
2004	Hombres	47	02	Aragón	-8735	-0,0324878447667921
2004	Mujeres	47	02	Aragón	8341	0,0310224514252791
2005	Hombres	47	02	Aragón	-9260	-0,034440462797996
2005	Mujeres	47	02	Aragón	8860	0,0329527538218407
2006	Hombres	47	02	Aragón	-9556	-0,035541367440351
2006	Mujeres	47	02	Aragón	8953	0,0332986461587968
2007	Hombres	47	02	Aragón	-9770	-0,0363372917425941
2007	Mujeres	47	02	Aragón	9230	0,0343288846247844
2008	Hombres	47	02	Aragón	-10093	-0,0375386167408395
2008	Mujeres	47	02	Aragón	9713	0,0361252932134919
2009	Hombres	47	02	Aragón	-10111	-0,0376055636447665
2009	Mujeres	47	02	Aragón	9592	0,0356752612482049
2010	Hombres	47	02	Aragón	-10526	-0,0391490617075276
2010	Mujeres	47	02	Aragón	9642	0,0358612248702244
2011	Hombres	47	02	Aragón	-10601	-0,0394280071405568
2011	Mujeres	47	02	Aragón	9883	0,0367575695283579
2012	Hombres	47	02	Aragón	-11020	-0,0409863822930795
2012	Mujeres	47	02	Aragón	10200	0,0379365788919611
2013	Hombres	47	02	Aragón	-10657	-0,0396362863972185
2013	Mujeres	47	02	Aragón	9977	0,0371071811377545
2014	Hombres	47	02	Aragón	-10565	-0,0392941133327028
2014	Mujeres	47	02	Aragón	9922	0,0369026211535331
2015	Hombres	47	02	Aragón	-10473	-0,0389519402681871
2015	Mujeres	47	02	Aragón	10302	0,0383159446808807
2016	Hombres	47	02	Aragón	-10436	-0,0388143271878927
2016	Mujeres	47	02	Aragón	10085	0,0375088625613164
2017	Hombres	47	02	Aragón	-10486	-0,0390002908099121
2017	Mujeres	47	02	Aragón	9805	0,0364674662780077
2018	Hombres	47	02	Aragón	-10655	-0,0396288478523377
2018	Mujeres	47	02	Aragón	10085	0,0375088625613164
1998	Hombres	46	02	Aragón	-7170	-0,0266671833975844
1998	Mujeres	46	02	Aragón	7008	0,0260646612622415
1999	Hombres	46	02	Aragón	-7775	-0,0289173432240193
1999	Mujeres	46	02	Aragón	7601	0,0282701898193918
2000	Hombres	46	02	Aragón	-7738	-0,028779730143725
2000	Mujeres	46	02	Aragón	7580	0,0281920850981436
2001	Hombres	46	02	Aragón	-7705	-0,0286569941531921
2001	Mujeres	46	02	Aragón	7501	0,0278982625753529
2002	Hombres	46	02	Aragón	-8364	-0,0311079946914081
2002	Mujeres	46	02	Aragón	7971	0,0296463206223354
2003	Hombres	46	02	Aragón	-8640	-0,0321345138849552
2003	Mujeres	46	02	Aragón	8259	0,0307174710851673
2004	Hombres	46	02	Aragón	-9196	-0,0342024293618112
2004	Mujeres	46	02	Aragón	8797	0,0327184396580962
2005	Hombres	46	02	Aragón	-9574	-0,0356083143442779
2005	Mujeres	46	02	Aragón	8930	0,0332131028926679
2006	Hombres	46	02	Aragón	-9720	-0,0361513281205746
2006	Mujeres	46	02	Aragón	9124	0,0339346417461032
2007	Hombres	46	02	Aragón	-9962	-0,0370513920511486
2007	Mujeres	46	02	Aragón	9624	0,0357942779662974
2008	Hombres	46	02	Aragón	-10012	-0,037237355673168
2008	Mujeres	46	02	Aragón	9528	0,0354372278120201
2009	Hombres	46	02	Aragón	-10551	-0,0392420435185374
2009	Mujeres	46	02	Aragón	9666	0,0359504874087937
2010	Hombres	46	02	Aragón	-10684	-0,039736706753109
2010	Mujeres	46	02	Aragón	9888	0,0367761658905599
2011	Hombres	46	02	Aragón	-11056	-0,0411202761009335
2011	Mujeres	46	02	Aragón	10182	0,0378696319880341
2012	Hombres	46	02	Aragón	-10690	-0,0397590223877513
2012	Mujeres	46	02	Aragón	10004	0,0372076014936449
2013	Hombres	46	02	Aragón	-10815	-0,0402239314427999
2013	Mujeres	46	02	Aragón	10034	0,0373191796668566
2014	Hombres	46	02	Aragón	-10606	-0,0394466035027587
2014	Mujeres	46	02	Aragón	10369	0,0385651359343867
2015	Hombres	46	02	Aragón	-10541	-0,0392048507941335
2015	Mujeres	46	02	Aragón	10151	0,037754334542382
2016	Hombres	46	02	Aragón	-10590	-0,0393870951437125
2016	Mujeres	46	02	Aragón	9832	0,0365678866338981
2017	Hombres	46	02	Aragón	-10746	-0,0399673016444131
2017	Mujeres	46	02	Aragón	10083	0,0375014240164356
2018	Hombres	46	02	Aragón	-10542	-0,0392085700665739
2018	Mujeres	46	02	Aragón	10222	0,0380184028856496
1998	Hombres	45	02	Aragón	-7752	-0,0288317999578904
1998	Mujeres	45	02	Aragón	7563	0,028128857466657
1999	Hombres	45	02	Aragón	-7637	-0,0284040836272457
1999	Mujeres	45	02	Aragón	7498	0,0278871047580318
2000	Hombres	45	02	Aragón	-7652	-0,0284598727138516
2000	Mujeres	45	02	Aragón	7441	0,0276751062289296
2001	Hombres	45	02	Aragón	-8263	-0,0307323481749288
2001	Mujeres	45	02	Aragón	7917	0,0294454799105545
2002	Hombres	45	02	Aragón	-8586	-0,0319336731731743
2002	Mujeres	45	02	Aragón	8214	0,0305501038253498
2003	Hombres	45	02	Aragón	-9060	-0,0336966083099183
2003	Mujeres	45	02	Aragón	8703	0,0323688280486997
2004	Hombres	45	02	Aragón	-9478	-0,0352512641900007
2004	Mujeres	45	02	Aragón	8874	0,0330048236360061
2005	Hombres	45	02	Aragón	-9700	-0,0360769426717669
2005	Mujeres	45	02	Aragón	9088	0,0338007479382492
2006	Hombres	45	02	Aragón	-9845	-0,0366162371756232
2006	Mujeres	45	02	Aragón	9492	0,0353033340041661
2007	Hombres	45	02	Aragón	-9857	-0,0366608684449078
2007	Mujeres	45	02	Aragón	9440	0,0351099318372659
2008	Hombres	45	02	Aragón	-10509	-0,039085834076041
2008	Mujeres	45	02	Aragón	9601	0,0357087347001684
2009	Hombres	45	02	Aragón	-10737	-0,0399338281924496
2009	Mujeres	45	02	Aragón	9881	0,0367501309834772
2010	Hombres	45	02	Aragón	-11147	-0,0414587298930088
2010	Mujeres	45	02	Aragón	10182	0,0378696319880341
2011	Hombres	45	02	Aragón	-10712	-0,0398408463814399
2011	Mujeres	45	02	Aragón	9998	0,0371852858590026
2012	Hombres	45	02	Aragón	-10842	-0,0403243517986904
2012	Mujeres	45	02	Aragón	10034	0,0373191796668566
2013	Hombres	45	02	Aragón	-10921	-0,040618174321481
2013	Mujeres	45	02	Aragón	10529	0,0391602195248488
2014	Hombres	45	02	Aragón	-10665	-0,0396660405767416
2014	Mujeres	45	02	Aragón	10207	0,0379626137990438
2015	Hombres	45	02	Aragón	-10700	-0,0397962151121552
2015	Mujeres	45	02	Aragón	9930	0,0369323753330562
2016	Hombres	45	02	Aragón	-10882	-0,0404731226963059
2016	Mujeres	45	02	Aragón	10066	0,037438196384949
2017	Hombres	45	02	Aragón	-10572	-0,0393201482397855
2017	Mujeres	45	02	Aragón	10229	0,0380444377927323
2018	Hombres	45	02	Aragón	-10980	-0,040837611395464
2018	Mujeres	45	02	Aragón	10256	0,0381448581486228
1998	Hombres	44	02	Aragón	-7572	-0,0281623309186205
1998	Mujeres	44	02	Aragón	7475	0,0278015614919028
1999	Hombres	44	02	Aragón	-7528	-0,0279986829312434
1999	Mujeres	44	02	Aragón	7339	0,02729574044001
2000	Hombres	44	02	Aragón	-8179	-0,0304199292899362
2000	Mujeres	44	02	Aragón	7876	0,0292929897404986
2001	Hombres	44	02	Aragón	-8424	-0,0313311510378314
2001	Mujeres	44	02	Aragón	8127	0,030226527123036
2002	Hombres	44	02	Aragón	-9017	-0,0335366795949816
2002	Mujeres	44	02	Aragón	8598	0,0319783044424589
2003	Hombres	44	02	Aragón	-9318	-0,0346561805995385
2003	Mujeres	44	02	Aragón	8780	0,0326552120266096
2004	Hombres	44	02	Aragón	-9576	-0,0356157528891587
2004	Mujeres	44	02	Aragón	9023	0,033558995229624
2005	Hombres	44	02	Aragón	-9869	-0,0367054997141925
2005	Mujeres	44	02	Aragón	9482	0,0352661412797622
2006	Hombres	44	02	Aragón	-9705	-0,0360955390339688
2006	Mujeres	44	02	Aragón	9329	0,0346970925963828
2007	Hombres	44	02	Aragón	-10317	-0,0383717337674865
2007	Mujeres	44	02	Aragón	9471	0,0352252292829179
2008	Hombres	44	02	Aragón	-10687	-0,0397478645704302
2008	Mujeres	44	02	Aragón	9787	0,0364005193740807
2009	Hombres	44	02	Aragón	-11188	-0,0416112200630647
2009	Mujeres	44	02	Aragón	10187	0,037888228350236
2010	Hombres	44	02	Aragón	-10752	-0,0399896172790554
2010	Mujeres	44	02	Aragón	9967	0,0370699884133506
2011	Hombres	44	02	Aragón	-10848	-0,0403466674333327
2011	Mujeres	44	02	Aragón	10020	0,0372671098526911
2012	Hombres	44	02	Aragón	-10972	-0,0408078572159408
2012	Mujeres	44	02	Aragón	10520	0,0391267460728853
2013	Hombres	44	02	Aragón	-11034	-0,0410384521072449
2013	Mujeres	44	02	Aragón	10357	0,038520504665102
2014	Hombres	44	02	Aragón	-10839	-0,0403131939813692
2014	Mujeres	44	02	Aragón	9964	0,0370588305960294
2015	Hombres	44	02	Aragón	-11032	-0,0410310135623641
2015	Mujeres	44	02	Aragón	10126	0,0376613527313723
2016	Hombres	44	02	Aragón	-10689	-0,0397553031153109
2016	Mujeres	44	02	Aragón	10192	0,0379068247124379
2017	Hombres	44	02	Aragón	-11016	-0,0409715052033179
2017	Mujeres	44	02	Aragón	10286	0,0382564363218344
2018	Hombres	44	02	Aragón	-10846	-0,0403392288884519
2018	Mujeres	44	02	Aragón	10181	0,0378659127155937
1998	Hombres	43	02	Aragón	-7436	-0,0276565098667277
1998	Mujeres	43	02	Aragón	7246	0,0269498481030539
1999	Hombres	43	02	Aragón	-8020	-0,0298285649719145
1999	Mujeres	43	02	Aragón	7777	0,0289247817689001
2000	Hombres	43	02	Aragón	-8311	-0,0309108732520675
2000	Mujeres	43	02	Aragón	8071	0,0300182478663743
2001	Hombres	43	02	Aragón	-8905	-0,0331201210816581
2001	Mujeres	43	02	Aragón	8513	0,0316621662850259
2002	Hombres	43	02	Aragón	-9229	-0,034325165352344
2002	Mujeres	43	02	Aragón	8694	0,0323353545967362
2003	Hombres	43	02	Aragón	-9429	-0,0350690198404216
2003	Mujeres	43	02	Aragón	8902	0,033108963264337
2004	Hombres	43	02	Aragón	-9710	-0,0361141353961708
2004	Mujeres	43	02	Aragón	9391	0,0349276874876869
2005	Hombres	43	02	Aragón	-9699	-0,0360732233993265
2005	Mujeres	43	02	Aragón	9274	0,0344925326121614
2006	Hombres	43	02	Aragón	-10216	-0,0379960872510073
2006	Mujeres	43	02	Aragón	9375	0,0348681791286407
2007	Hombres	43	02	Aragón	-10486	-0,0390002908099121
2007	Mujeres	43	02	Aragón	9631	0,0358203128733801
2008	Hombres	43	02	Aragón	-11171	-0,0415479924315781
2008	Mujeres	43	02	Aragón	10122	0,0376464756416108
2009	Hombres	43	02	Aragón	-10820	-0,0402425278050018
2009	Mujeres	43	02	Aragón	9990	0,0371555316794795
2010	Hombres	43	02	Aragón	-10944	-0,04070371758761
2010	Mujeres	43	02	Aragón	10003	0,0372038822212045
2011	Hombres	43	02	Aragón	-10997	-0,0409008390269506
2011	Mujeres	43	02	Aragón	10458	0,0388961511815812
2012	Hombres	43	02	Aragón	-11132	-0,041402940806403
2012	Mujeres	43	02	Aragón	10408	0,0387101875595618
2013	Hombres	43	02	Aragón	-11151	-0,0414736069827704
2013	Mujeres	43	02	Aragón	10173	0,0378361585360706
2014	Hombres	43	02	Aragón	-11195	-0,0416372549701474
2014	Mujeres	43	02	Aragón	10207	0,0379626137990438
2015	Hombres	43	02	Aragón	-10800	-0,040168142356194
2015	Mujeres	43	02	Aragón	10266	0,0381820508730267
2016	Hombres	43	02	Aragón	-11093	-0,0412578891812278
2016	Mujeres	43	02	Aragón	10280	0,0382341206871921
2017	Hombres	43	02	Aragón	-10856	-0,0403764216128558
2017	Mujeres	43	02	Aragón	10172	0,0378324392636302
2018	Hombres	43	02	Aragón	-11152	-0,0414773262552108
2018	Mujeres	43	02	Aragón	10286	0,0382564363218344
1998	Hombres	42	02	Aragón	-7963	-0,0296165664428123
1998	Mujeres	42	02	Aragón	7701	0,0286421170634306
1999	Hombres	42	02	Aragón	-8134	-0,0302525620301187
1999	Mujeres	42	02	Aragón	7967	0,0296314435325739
2000	Hombres	42	02	Aragón	-8786	-0,0326775276612519
2000	Mujeres	42	02	Aragón	8433	0,0313646244897949
2001	Hombres	42	02	Aragón	-9076	-0,0337561166689646
2001	Mujeres	42	02	Aragón	8606	0,032008058621982
2002	Hombres	42	02	Aragón	-9351	-0,0347789165900714
2002	Mujeres	42	02	Aragón	8817	0,032792825106904
2003	Hombres	42	02	Aragón	-9555	-0,0355376481679106
2003	Mujeres	42	02	Aragón	9241	0,0343697966216286
2004	Hombres	42	02	Aragón	-9555	-0,0355376481679106
2004	Mujeres	42	02	Aragón	9164	0,0340834126437187
2005	Hombres	42	02	Aragón	-10128	-0,0376687912762531
2005	Mujeres	42	02	Aragón	9347	0,0347640395003098
2006	Hombres	42	02	Aragón	-10368	-0,0385614166619463
2006	Mujeres	42	02	Aragón	9509	0,0353665616356527
2007	Hombres	42	02	Aragón	-11007	-0,0409380317513544
2007	Mujeres	42	02	Aragón	9970	0,0370811462306717
2008	Hombres	42	02	Aragón	-10724	-0,0398854776507245
2008	Mujeres	42	02	Aragón	9903	0,0368319549771657
2009	Hombres	42	02	Aragón	-11069	-0,0411686266426585
2009	Mujeres	42	02	Aragón	9963	0,037055111323589
2010	Hombres	42	02	Aragón	-11071	-0,0411760651875393
2010	Mujeres	42	02	Aragón	10462	0,0389110282713428
2011	Hombres	42	02	Aragón	-11150	-0,04146988771033
2011	Mujeres	42	02	Aragón	10377	0,0385948901139098
2012	Hombres	42	02	Aragón	-11212	-0,041700482601634
2012	Mujeres	42	02	Aragón	10174	0,037839877808511
2013	Hombres	42	02	Aragón	-11482	-0,0427046861605389
2013	Mujeres	42	02	Aragón	10369	0,0385651359343867
2014	Hombres	42	02	Aragón	-10926	-0,040636770683683
2014	Mujeres	42	02	Aragón	10287	0,0382601555942748
2015	Hombres	42	02	Aragón	-11250	-0,0418418149543688
2015	Mujeres	42	02	Aragón	10361	0,0385353817548636
2016	Hombres	42	02	Aragón	-10931	-0,0406553670458849
2016	Mujeres	42	02	Aragón	10178	0,0378547548982725
2017	Hombres	42	02	Aragón	-11185	-0,0416000622457436
2017	Mujeres	42	02	Aragón	10311	0,0383494181328442
2018	Hombres	42	02	Aragón	-11265	-0,0418976040409746
2018	Mujeres	42	02	Aragón	10616	0,0394837962271626
1998	Hombres	41	02	Aragón	-8070	-0,0300145285939339
1998	Mujeres	41	02	Aragón	7893	0,0293562173719852
1999	Hombres	41	02	Aragón	-8626	-0,0320824440707898
1999	Mujeres	41	02	Aragón	8332	0,0309889779733156
2000	Hombres	41	02	Aragón	-8954	-0,0333023654312372
2000	Mujeres	41	02	Aragón	8534	0,0317402710062741
2001	Hombres	41	02	Aragón	-9187	-0,0341689559098477
2001	Mujeres	41	02	Aragón	8714	0,032409740045544
2002	Hombres	41	02	Aragón	-9475	-0,0352401063726795
2002	Mujeres	41	02	Aragón	9159	0,0340648162815168
2003	Hombres	41	02	Aragón	-9378	-0,0348793369459618
2003	Mujeres	41	02	Aragón	9041	0,033625942133551
2004	Hombres	41	02	Aragón	-9975	-0,0370997425928737
2004	Mujeres	41	02	Aragón	9229	0,034325165352344
2005	Hombres	41	02	Aragón	-10357	-0,038520504665102
2005	Mujeres	41	02	Aragón	9476	0,0352438256451199
2006	Hombres	41	02	Aragón	-10829	-0,0402760012569653
2006	Mujeres	41	02	Aragón	9857	0,0366608684449078
2007	Hombres	41	02	Aragón	-10488	-0,0390077293547929
2007	Mujeres	41	02	Aragón	9747	0,0362517484764651
2008	Hombres	41	02	Aragón	-10938	-0,0406814019529676
2008	Mujeres	41	02	Aragón	9850	0,0366348335378251
2009	Hombres	41	02	Aragón	-11155	-0,0414884840725319
2009	Mujeres	41	02	Aragón	10418	0,0387473802839657
2010	Hombres	41	02	Aragón	-11283	-0,0419645509449016
2010	Mujeres	41	02	Aragón	10356	0,0385167853926616
2011	Hombres	41	02	Aragón	-11247	-0,0418306571370476
2011	Mujeres	41	02	Aragón	10106	0,0375869672825645
2012	Hombres	41	02	Aragón	-11602	-0,0431509988533855
2012	Mujeres	41	02	Aragón	10372	0,0385762937517078
2013	Hombres	41	02	Aragón	-11287	-0,0419794280346632
2013	Mujeres	41	02	Aragón	10433	0,0388031693705715
2014	Hombres	41	02	Aragón	-11371	-0,0422918469196558
2014	Mujeres	41	02	Aragón	10433	0,0388031693705715
2015	Hombres	41	02	Aragón	-11074	-0,0411872230048605
2015	Mujeres	41	02	Aragón	10267	0,0381857701454671
2016	Hombres	41	02	Aragón	-11299	-0,0420240593039478
2016	Mujeres	41	02	Aragón	10287	0,0382601555942748
2017	Hombres	41	02	Aragón	-11302	-0,042035217121269
2017	Mujeres	41	02	Aragón	10592	0,0393945336885933
2018	Hombres	41	02	Aragón	-11347	-0,0422025843810865
2018	Mujeres	41	02	Aragón	10439	0,0388254850052139
1998	Hombres	40	02	Aragón	-8569	-0,0318704455416877
1998	Mujeres	40	02	Aragón	8276	0,0307806987166539
1999	Hombres	40	02	Aragón	-8791	-0,0326961240234539
1999	Mujeres	40	02	Aragón	8408	0,0312716426787851
2000	Hombres	40	02	Aragón	-9030	-0,0335850301367067
2000	Mujeres	40	02	Aragón	8621	0,0320638477085879
2001	Hombres	40	02	Aragón	-9286	-0,0345371638814461
2001	Mujeres	40	02	Aragón	9020	0,0335478374123028
2002	Hombres	40	02	Aragón	-9250	-0,0344032700735921
2002	Mujeres	40	02	Aragón	8929	0,0332093836202275
2003	Hombres	40	02	Aragón	-9811	-0,03648978191265
2003	Mujeres	40	02	Aragón	9098	0,0338379406626531
2004	Hombres	40	02	Aragón	-10182	-0,0378696319880341
2004	Mujeres	40	02	Aragón	9334	0,0347156889585847
2005	Hombres	40	02	Aragón	-10774	-0,040071441272744
2005	Mujeres	40	02	Aragón	9811	0,03648978191265
2006	Hombres	40	02	Aragón	-10354	-0,0385093468477809
2006	Mujeres	40	02	Aragón	9652	0,0358984175946282
2007	Hombres	40	02	Aragón	-10700	-0,0397962151121552
2007	Mujeres	40	02	Aragón	9719	0,0361476088481343
2008	Hombres	40	02	Aragón	-11081	-0,0412132579119432
2008	Mujeres	40	02	Aragón	10232	0,0380555956100535
2009	Hombres	40	02	Aragón	-11331	-0,0421430760220403
2009	Mujeres	40	02	Aragón	10328	0,0384126457643308
2010	Hombres	40	02	Aragón	-11314	-0,0420798483905537
2010	Mujeres	40	02	Aragón	10071	0,037456792747151
2011	Hombres	40	02	Aragón	-11591	-0,0431100868565412
2011	Mujeres	40	02	Aragón	10312	0,0383531374052845
2012	Hombres	40	02	Aragón	-11346	-0,0421988651086461
2012	Mujeres	40	02	Aragón	10438	0,0388217657327735
2013	Hombres	40	02	Aragón	-11770	-0,0437758366233707
2013	Mujeres	40	02	Aragón	10588	0,0393796565988317
2014	Hombres	40	02	Aragón	-11196	-0,0416409742425878
2014	Mujeres	40	02	Aragón	10322	0,0383903301296884
2015	Hombres	40	02	Aragón	-11471	-0,0426637741636946
2015	Mujeres	40	02	Aragón	10389	0,0386395213831944
2016	Hombres	40	02	Aragón	-11409	-0,0424331792723905
2016	Mujeres	40	02	Aragón	10574	0,0393275867846663
2017	Hombres	40	02	Aragón	-11395	-0,0423811094582251
2017	Mujeres	40	02	Aragón	10426	0,0387771344634888
2018	Hombres	40	02	Aragón	-11031	-0,0410272942899238
2018	Mujeres	40	02	Aragón	10555	0,0392569206082989
1998	Hombres	39	02	Aragón	-8720	-0,0324320556801863
1998	Mujeres	39	02	Aragón	8328	0,0309741008835541
1999	Hombres	39	02	Aragón	-8860	-0,0329527538218407
1999	Mujeres	39	02	Aragón	8468	0,0314947990252085
2000	Hombres	39	02	Aragón	-9111	-0,0338862912043782
2000	Mujeres	39	02	Aragón	8969	0,033358154517843
2001	Hombres	39	02	Aragón	-9057	-0,0336854504925972
2001	Mujeres	39	02	Aragón	8808	0,0327593516549405
2002	Hombres	39	02	Aragón	-9703	-0,036088100489088
2002	Mujeres	39	02	Aragón	9027	0,0335738723193855
2003	Hombres	39	02	Aragón	-9988	-0,0371480931345987
2003	Mujeres	39	02	Aragón	9179	0,0341392017303246
2004	Hombres	39	02	Aragón	-10552	-0,0392457627909777
2004	Mujeres	39	02	Aragón	9696	0,0360620655820053
2005	Hombres	39	02	Aragón	-10355	-0,0385130661202212
2005	Mujeres	39	02	Aragón	9609	0,0357384888796915
2006	Hombres	39	02	Aragón	-10528	-0,0391565002524084
2006	Mujeres	39	02	Aragón	9614	0,0357570852418935
2007	Hombres	39	02	Aragón	-10666	-0,039669759849182
2007	Mujeres	39	02	Aragón	9983	0,0371294967723968
2008	Hombres	39	02	Aragón	-11174	-0,0415591502488993
2008	Mujeres	39	02	Aragón	10169	0,037821281446309
2009	Hombres	39	02	Aragón	-11401	-0,0424034250928674
2009	Mujeres	39	02	Aragón	10069	0,0374493542022702
2010	Hombres	39	02	Aragón	-11644	-0,0433072082958818
2010	Mujeres	39	02	Aragón	10310	0,0383456988604038
2011	Hombres	39	02	Aragón	-11332	-0,0421467952944807
2011	Mujeres	39	02	Aragón	10416	0,0387399417390849
2012	Hombres	39	02	Aragón	-11814	-0,0439394846107478
2012	Mujeres	39	02	Aragón	10564	0,0392903940602624
2013	Hombres	39	02	Aragón	-11514	-0,0428237028786313
2013	Mujeres	39	02	Aragón	10490	0,0390151678996737
2014	Hombres	39	02	Aragón	-11596	-0,0431286832187432
2014	Mujeres	39	02	Aragón	10457	0,0388924319091409
2015	Hombres	39	02	Aragón	-11583	-0,0430803326770181
2015	Mujeres	39	02	Aragón	10632	0,0395433045862088
2016	Hombres	39	02	Aragón	-11490	-0,042734440340062
2016	Mujeres	39	02	Aragón	10429	0,03878829228081
2017	Hombres	39	02	Aragón	-11055	-0,0411165568284931
2017	Mujeres	39	02	Aragón	10538	0,0391936929768123
2018	Hombres	39	02	Aragón	-10620	-0,0394986733169242
2018	Mujeres	39	02	Aragón	10160	0,0377878079943455
1998	Hombres	38	02	Aragón	-8811	-0,0327705094722617
1998	Mujeres	38	02	Aragón	8383	0,0311786608677754
1999	Hombres	38	02	Aragón	-8928	-0,0332056643477871
1999	Mujeres	38	02	Aragón	8815	0,0327853865620232
2000	Hombres	38	02	Aragón	-8904	-0,0331164018092178
2000	Mujeres	38	02	Aragón	8719	0,0324283364077459
2001	Hombres	38	02	Aragón	-9476	-0,0352438256451199
2001	Mujeres	38	02	Aragón	8846	0,0329006840076752
2002	Hombres	38	02	Aragón	-9904	-0,0368356742496061
2002	Mujeres	38	02	Aragón	9090	0,03380818648313
2003	Hombres	38	02	Aragón	-10345	-0,0384758733958174
2003	Mujeres	38	02	Aragón	9534	0,0354595434466624
2004	Hombres	38	02	Aragón	-10155	-0,0377692116321436
2004	Mujeres	38	02	Aragón	9455	0,0351657209238717
2005	Hombres	38	02	Aragón	-10465	-0,038922186088664
2005	Mujeres	38	02	Aragón	9549	0,0355153325332682
2006	Hombres	38	02	Aragón	-10467	-0,0389296246335447
2006	Mujeres	38	02	Aragón	9809	0,0364823433677692
