Año	Sexo	Edad	Residencia CCAA código	Residencia CCAA nombre	Personas	Porcentaje
2010	Mujeres	71	02	Aragón	5020	0,0186707476507495
2011	Hombres	71	02	Aragón	-4029	-0,0149849486623246
2011	Mujeres	71	02	Aragón	4692	0,0174508262903021
2012	Hombres	71	02	Aragón	-5734	-0,0213263081731867
2012	Mujeres	71	02	Aragón	6450	0,0239893072405048
2013	Hombres	71	02	Aragón	-5048	-0,0187748872790803
2013	Mujeres	71	02	Aragón	5629	0,020935784566946
2014	Hombres	71	02	Aragón	-5394	-0,0200617555434547
2014	Mujeres	71	02	Aragón	6008	0,0223453888218531
2015	Hombres	71	02	Aragón	-5829	-0,0216796390550236
2015	Mujeres	71	02	Aragón	6693	0,0248930904435192
2016	Hombres	71	02	Aragón	-6006	-0,0223379502769724
2016	Mujeres	71	02	Aragón	6675	0,0248261435395922
2017	Hombres	71	02	Aragón	-6203	-0,0230706469477289
2017	Mujeres	71	02	Aragón	7014	0,0260869768968838
2018	Hombres	71	02	Aragón	-6030	-0,0224272128155417
2018	Mujeres	71	02	Aragón	6829	0,025398911495412
1998	Hombres	70	02	Aragón	-6237	-0,0231971022107021
1998	Mujeres	70	02	Aragón	6942	0,0258191892811758
1999	Hombres	70	02	Aragón	-6496	-0,0241603937727626
1999	Mujeres	70	02	Aragón	7444	0,0276862640462508
2000	Hombres	70	02	Aragón	-6538	-0,024316603215259
2000	Mujeres	70	02	Aragón	7508	0,0279242974824356
2001	Hombres	70	02	Aragón	-6660	-0,0247703544529863
2001	Mujeres	70	02	Aragón	7674	0,0285416967075401
2002	Hombres	70	02	Aragón	-6678	-0,0248373013569133
2002	Mujeres	70	02	Aragón	7277	0,0270651455487059
2003	Hombres	70	02	Aragón	-6671	-0,0248112664498306
2003	Mujeres	70	02	Aragón	7684	0,028578889431944
2004	Hombres	70	02	Aragón	-6770	-0,025179474421429
2004	Mujeres	70	02	Aragón	7619	0,0283371367233187
2005	Hombres	70	02	Aragón	-6427	-0,0239037639743758
2005	Mujeres	70	02	Aragón	7202	0,0267862001156768
2006	Hombres	70	02	Aragón	-6165	-0,0229293145949941
2006	Mujeres	70	02	Aragón	6999	0,026031187810278
2007	Hombres	70	02	Aragón	-6220	-0,0231338745792155
2007	Mujeres	70	02	Aragón	7225	0,0268717433818057
2008	Hombres	70	02	Aragón	-5294	-0,0196898282994159
2008	Mujeres	70	02	Aragón	6051	0,0225053175367898
2009	Hombres	70	02	Aragón	-4558	-0,01695244378329
2009	Mujeres	70	02	Aragón	5048	0,0187748872790803
2010	Hombres	70	02	Aragón	-4128	-0,0153531566339231
2010	Mujeres	70	02	Aragón	4736	0,0176144742776792
2011	Hombres	70	02	Aragón	-5849	-0,0217540245038314
2011	Mujeres	70	02	Aragón	6493	0,0241492359554415
2012	Hombres	70	02	Aragón	-5135	-0,0190984639813941
2012	Mujeres	70	02	Aragón	5673	0,021099432554323
2013	Hombres	70	02	Aragón	-5512	-0,0205006296914205
2013	Mujeres	70	02	Aragón	6067	0,022564825895836
2014	Hombres	70	02	Aragón	-5940	-0,0220924782959067
2014	Mujeres	70	02	Aragón	6736	0,0250530191584558
2015	Hombres	70	02	Aragón	-6147	-0,0228623676910671
2015	Mujeres	70	02	Aragón	6717	0,0249823529820885
2016	Hombres	70	02	Aragón	-6312	-0,0234760476437312
2016	Mujeres	70	02	Aragón	7064	0,0262729405189032
2017	Hombres	70	02	Aragón	-6133	-0,0228102978769017
2017	Mujeres	70	02	Aragón	6882	0,0255960329347525
2018	Hombres	70	02	Aragón	-6270	-0,0233198382012349
2018	Mujeres	70	02	Aragón	6875	0,0255699980276698
1998	Hombres	69	02	Aragón	-6581	-0,0244765319301957
1998	Mujeres	69	02	Aragón	7430	0,0276341942320854
1999	Hombres	69	02	Aragón	-6604	-0,0245620751963246
1999	Mujeres	69	02	Aragón	7520	0,0279689287517203
2000	Hombres	69	02	Aragón	-6792	-0,0252612984151176
2000	Mujeres	69	02	Aragón	7719	0,0287090639673576
2001	Hombres	69	02	Aragón	-6830	-0,0254026307678524
2001	Mujeres	69	02	Aragón	7351	0,0273403717092947
2002	Hombres	69	02	Aragón	-6790	-0,0252538598702368
2002	Mujeres	69	02	Aragón	7727	0,0287388181468807
2003	Hombres	69	02	Aragón	-6887	-0,0256146292969545
2003	Mujeres	69	02	Aragón	7669	0,0285231003453382
2004	Hombres	69	02	Aragón	-6523	-0,0242608141286531
2004	Mujeres	69	02	Aragón	7249	0,0269610059203751
2005	Hombres	69	02	Aragón	-6287	-0,0233830658327215
2005	Mujeres	69	02	Aragón	7045	0,0262022743425358
2006	Hombres	69	02	Aragón	-6348	-0,0236099414515852
2006	Mujeres	69	02	Aragón	7297	0,0271395309975137
2007	Hombres	69	02	Aragón	-5426	-0,0201807722615471
2007	Mujeres	69	02	Aragón	6076	0,0225982993477995
2008	Hombres	69	02	Aragón	-4638	-0,0172499855785211
2008	Mujeres	69	02	Aragón	5073	0,01886786909009
2009	Hombres	69	02	Aragón	-4183	-0,0155577166181444
2009	Mujeres	69	02	Aragón	4764	0,01771861390601
2010	Hombres	69	02	Aragón	-5972	-0,0222114950139992
2010	Mujeres	69	02	Aragón	6547	0,0243500766672225
2011	Hombres	69	02	Aragón	-5197	-0,0193290588726982
2011	Mujeres	69	02	Aragón	5718	0,0212667998141405
2012	Hombres	69	02	Aragón	-5638	-0,0209692580189095
2012	Mujeres	69	02	Aragón	6090	0,022650369161965
2013	Hombres	69	02	Aragón	-6055	-0,0225201946265514
2013	Mujeres	69	02	Aragón	6794	0,0252687369599984
2014	Hombres	69	02	Aragón	-6246	-0,0232305756626656
2014	Mujeres	69	02	Aragón	6791	0,0252575791426772
2015	Hombres	69	02	Aragón	-6438	-0,0239446759712201
2015	Mujeres	69	02	Aragón	7098	0,0263993957818764
2016	Hombres	69	02	Aragón	-6263	-0,0232938032941522
2016	Mujeres	69	02	Aragón	6944	0,0258266278260566
2017	Hombres	69	02	Aragón	-6374	-0,0237066425350353
2017	Mujeres	69	02	Aragón	6929	0,0257708387394508
2018	Hombres	69	02	Aragón	-6801	-0,0252947718670811
2018	Mujeres	69	02	Aragón	7493	0,0278685083958298
1998	Hombres	68	02	Aragón	-6662	-0,0247777929978671
1998	Mujeres	68	02	Aragón	7488	0,0278499120336279
1999	Hombres	68	02	Aragón	-6885	-0,0256071907520737
1999	Mujeres	68	02	Aragón	7718	0,0287053446949172
2000	Hombres	68	02	Aragón	-6933	-0,0257857158292124
2000	Mujeres	68	02	Aragón	7417	0,0275858436903603
2001	Hombres	68	02	Aragón	-6899	-0,0256592605662391
2001	Mujeres	68	02	Aragón	7784	0,0289508166759828
2002	Hombres	68	02	Aragón	-6982	-0,0259679601787914
2002	Mujeres	68	02	Aragón	7710	0,0286755905153941
2003	Hombres	68	02	Aragón	-6646	-0,0247182846388209
2003	Mujeres	68	02	Aragón	7303	0,027161846632156
2004	Hombres	68	02	Aragón	-6376	-0,023714081079916
2004	Mujeres	68	02	Aragón	7087	0,0263584837850322
2005	Hombres	68	02	Aragón	-6444	-0,0239669916058625
2005	Mujeres	68	02	Aragón	7356	0,0273589680714966
2006	Hombres	68	02	Aragón	-5484	-0,0203964900630896
2006	Mujeres	68	02	Aragón	6113	0,0227359124280939
2007	Hombres	68	02	Aragón	-4740	-0,0176293513674407
2007	Mujeres	68	02	Aragón	5107	0,0189943243530632
2008	Hombres	68	02	Aragón	-4288	-0,0159482402243852
2008	Mujeres	68	02	Aragón	4794	0,0178301920792217
2009	Hombres	68	02	Aragón	-6089	-0,0226466498895246
2009	Mujeres	68	02	Aragón	6602	0,0245546366514438
2010	Hombres	68	02	Aragón	-5307	-0,0197381788411409
2010	Mujeres	68	02	Aragón	5768	0,0214527634361599
2011	Hombres	68	02	Aragón	-5725	-0,0212928347212232
2011	Mujeres	68	02	Aragón	6138	0,0228288942391036
2012	Hombres	68	02	Aragón	-6166	-0,0229330338674345
2012	Mujeres	68	02	Aragón	6845	0,0254584198544582
2013	Hombres	68	02	Aragón	-6377	-0,0237178003523564
2013	Mujeres	68	02	Aragón	6845	0,0254584198544582
2014	Hombres	68	02	Aragón	-6519	-0,0242459370388916
2014	Mujeres	68	02	Aragón	7147	0,0265816401314555
2015	Hombres	68	02	Aragón	-6398	-0,0237959050736046
2015	Mujeres	68	02	Aragón	6992	0,0260051529031953
2016	Hombres	68	02	Aragón	-6492	-0,0241455166830011
2016	Mujeres	68	02	Aragón	6983	0,0259716794512318
2017	Hombres	68	02	Aragón	-6917	-0,0257262074701661
2017	Mujeres	68	02	Aragón	7528	0,0279986829312434
2018	Hombres	68	02	Aragón	-6586	-0,0244951282923976
2018	Mujeres	68	02	Aragón	7299	0,0271469695423945
1998	Hombres	67	02	Aragón	-6897	-0,0256518220213584
1998	Mujeres	67	02	Aragón	7666	0,028511942528017
1999	Hombres	67	02	Aragón	-7000	-0,0260349070827184
1999	Mujeres	67	02	Aragón	7412	0,0275672473281584
2000	Hombres	67	02	Aragón	-7020	-0,0261092925315261
2000	Mujeres	67	02	Aragón	7802	0,0290177635799098
2001	Hombres	67	02	Aragón	-7093	-0,0263807994196745
2001	Mujeres	67	02	Aragón	7745	0,0288057650508077
2002	Hombres	67	02	Aragón	-6769	-0,0251757551489887
2002	Mujeres	67	02	Aragón	7323	0,0272362320809638
2003	Hombres	67	02	Aragón	-6472	-0,0240711312341933
2003	Mujeres	67	02	Aragón	7106	0,0264291499613995
2004	Hombres	67	02	Aragón	-6538	-0,024316603215259
2004	Mujeres	67	02	Aragón	7395	0,0275040196966718
2005	Hombres	67	02	Aragón	-5562	-0,0206865933134399
2005	Mujeres	67	02	Aragón	6135	0,0228177364217825
2006	Hombres	67	02	Aragón	-4804	-0,0178673848036256
2006	Mujeres	67	02	Aragón	5131	0,0190835868916326
2007	Hombres	67	02	Aragón	-4350	-0,0161788351156893
2007	Mujeres	67	02	Aragón	4817	0,0179157353453506
2008	Hombres	67	02	Aragón	-6189	-0,0230185771335634
2008	Mujeres	67	02	Aragón	6632	0,0246662148246555
2009	Hombres	67	02	Aragón	-5401	-0,0200877904505374
2009	Mujeres	67	02	Aragón	5794	0,02154946451961
2010	Hombres	67	02	Aragón	-5803	-0,0215829379715735
2010	Mujeres	67	02	Aragón	6174	0,0229627880469576
2011	Hombres	67	02	Aragón	-6284	-0,0233719080154003
2011	Mujeres	67	02	Aragón	6911	0,0257038918355238
2012	Hombres	67	02	Aragón	-6484	-0,024115762503478
2012	Mujeres	67	02	Aragón	6886	0,0256109100245141
2013	Hombres	67	02	Aragón	-6641	-0,024699688276619
2013	Mujeres	67	02	Aragón	7212	0,0268233928400807
2014	Hombres	67	02	Aragón	-6489	-0,0241343588656799
2014	Mujeres	67	02	Aragón	7044	0,0261985550700955
2015	Hombres	67	02	Aragón	-6609	-0,0245806715585265
2015	Mujeres	67	02	Aragón	7033	0,0261576430732512
2016	Hombres	67	02	Aragón	-7035	-0,026165081618132
2016	Mujeres	67	02	Aragón	7585	0,0282106814603455
2017	Hombres	67	02	Aragón	-6679	-0,0248410206293537
2017	Mujeres	67	02	Aragón	7333	0,0272734248053677
2018	Hombres	67	02	Aragón	-6570	-0,0244356199333514
2018	Mujeres	67	02	Aragón	6959	0,0258824169126624
1998	Hombres	66	02	Aragón	-7020	-0,0261092925315261
1998	Mujeres	66	02	Aragón	7368	0,0274035993407813
1999	Hombres	66	02	Aragón	-7056	-0,0262431863393801
1999	Mujeres	66	02	Aragón	7795	0,0289917286728271
2000	Hombres	66	02	Aragón	-7192	-0,0267490073912729
2000	Mujeres	66	02	Aragón	7781	0,0289396588586617
2001	Hombres	66	02	Aragón	-6864	-0,0255290860308256
2001	Mujeres	66	02	Aragón	7376	0,0274333535203044
2002	Hombres	66	02	Aragón	-6540	-0,0243240417601397
2002	Mujeres	66	02	Aragón	7122	0,0264886583204457
2003	Hombres	66	02	Aragón	-6612	-0,0245918293758477
2003	Mujeres	66	02	Aragón	7422	0,0276044400525622
2004	Hombres	66	02	Aragón	-5642	-0,020984135108671
2004	Mujeres	66	02	Aragón	6166	0,0229330338674345
2005	Hombres	66	02	Aragón	-4864	-0,0180905411500489
2005	Mujeres	66	02	Aragón	5159	0,0191877265199634
2006	Hombres	66	02	Aragón	-4400	-0,0163647987377087
2006	Mujeres	66	02	Aragón	4824	0,0179417702524333
2007	Hombres	66	02	Aragón	-6257	-0,0232714876595098
2007	Mujeres	66	02	Aragón	6669	0,0248038279049498
2008	Hombres	66	02	Aragón	-5482	-0,0203890515182089
2008	Mujeres	66	02	Aragón	5813	0,0216201306959774
2009	Hombres	66	02	Aragón	-5913	-0,0219920579400162
2009	Mujeres	66	02	Aragón	6226	0,0231561902138578
2010	Hombres	66	02	Aragón	-6387	-0,0237549930767603
2010	Mujeres	66	02	Aragón	6939	0,0258080314638547
2011	Hombres	66	02	Aragón	-6607	-0,0245732330136458
2011	Mujeres	66	02	Aragón	6927	0,02576340019457
2012	Hombres	66	02	Aragón	-6756	-0,0251274046072636
2012	Mujeres	66	02	Aragón	7252	0,0269721637376962
2013	Hombres	66	02	Aragón	-6624	-0,0246364606451324
2013	Mujeres	66	02	Aragón	7109	0,0264403077787207
2014	Hombres	66	02	Aragón	-6697	-0,0249079675332807
2014	Mujeres	66	02	Aragón	7085	0,0263510452401514
2015	Hombres	66	02	Aragón	-7126	-0,0265035354102073
2015	Mujeres	66	02	Aragón	7640	0,0284152414445669
2016	Hombres	66	02	Aragón	-6801	-0,0252947718670811
2016	Mujeres	66	02	Aragón	7388	0,027477984789589
2017	Hombres	66	02	Aragón	-6629	-0,0246550570073343
2017	Mujeres	66	02	Aragón	6989	0,0259939950858741
2018	Hombres	66	02	Aragón	-6613	-0,0245955486482881
2018	Mujeres	66	02	Aragón	7095	0,0263882379645553
1998	Hombres	65	02	Aragón	-7079	-0,026328729605509
1998	Mujeres	65	02	Aragón	7740	0,0287871686886057
1999	Hombres	65	02	Aragón	-7225	-0,0268717433818057
1999	Mujeres	65	02	Aragón	7771	0,0289024661342578
2000	Hombres	65	02	Aragón	-6971	-0,0259270481819471
2000	Mujeres	65	02	Aragón	7388	0,027477984789589
2001	Hombres	65	02	Aragón	-6597	-0,0245360402892419
2001	Mujeres	65	02	Aragón	7161	0,0266337099456209
2002	Hombres	65	02	Aragón	-6653	-0,0247443195459036
2002	Mujeres	65	02	Aragón	7448	0,0277011411360123
2003	Hombres	65	02	Aragón	-5672	-0,0210957132818827
2003	Mujeres	65	02	Aragón	6188	0,023014857861123
2004	Hombres	65	02	Aragón	-4905	-0,0182430313201048
2004	Mujeres	65	02	Aragón	5163	0,019202603609725
2005	Hombres	65	02	Aragón	-4425	-0,0164577805487184
2005	Mujeres	65	02	Aragón	4849	0,0180347520634431
2006	Hombres	65	02	Aragón	-6336	-0,0235653101823005
2006	Mujeres	65	02	Aragón	6677	0,0248335820844729
2007	Hombres	65	02	Aragón	-5571	-0,0207200667654034
2007	Mujeres	65	02	Aragón	5838	0,0217131125069871
2008	Hombres	65	02	Aragón	-6000	-0,02231563464233
2008	Mujeres	65	02	Aragón	6245	0,0232268563902252
2009	Hombres	65	02	Aragón	-6491	-0,0241417974105607
2009	Mujeres	65	02	Aragón	6950	0,025848943460699
2010	Hombres	65	02	Aragón	-6667	-0,024796389360069
2010	Mujeres	65	02	Aragón	6952	0,0258563820055797
2011	Hombres	65	02	Aragón	-6845	-0,0254584198544582
2011	Mujeres	65	02	Aragón	7286	0,0270986190006694
2012	Hombres	65	02	Aragón	-6714	-0,0249711951647673
2012	Mujeres	65	02	Aragón	7147	0,0265816401314555
2013	Hombres	65	02	Aragón	-6807	-0,0253170875017234
2013	Mujeres	65	02	Aragón	7133	0,02652957031729
2014	Hombres	65	02	Aragón	-7238	-0,0269200939235308
2014	Mujeres	65	02	Aragón	7681	0,0285677316146228
2015	Hombres	65	02	Aragón	-6897	-0,0256518220213584
2015	Mujeres	65	02	Aragón	7425	0,0276155978698834
2016	Hombres	65	02	Aragón	-6715	-0,0249749144372077
2016	Mujeres	65	02	Aragón	7015	0,0260906961693242
2017	Hombres	65	02	Aragón	-6687	-0,0248707748088768
2017	Mujeres	65	02	Aragón	7122	0,0264886583204457
2018	Hombres	65	02	Aragón	-7268	-0,0270316720967424
2018	Mujeres	65	02	Aragón	7671	0,0285305388902189
1998	Hombres	64	02	Aragón	-7205	-0,026797357932998
1998	Mujeres	64	02	Aragón	7708	0,0286681519705133
1999	Hombres	64	02	Aragón	-6984	-0,0259753987236722
1999	Mujeres	64	02	Aragón	7361	0,0273775644336986
2000	Hombres	64	02	Aragón	-6642	-0,0247034075490593
2000	Mujeres	64	02	Aragón	7166	0,0266523063078228
2001	Hombres	64	02	Aragón	-6744	-0,025082773337979
2001	Mujeres	64	02	Aragón	7473	0,0277941229470221
2002	Hombres	64	02	Aragón	-5738	-0,0213411852629483
2002	Mujeres	64	02	Aragón	6191	0,0230260156784442
2003	Hombres	64	02	Aragón	-4931	-0,0183397324035549
2003	Mujeres	64	02	Aragón	5174	0,0192435156065693
2004	Hombres	64	02	Aragón	-4459	-0,0165842358116916
2004	Mujeres	64	02	Aragón	4865	0,0180942604224893
2005	Hombres	64	02	Aragón	-6412	-0,02384797488777
2005	Mujeres	64	02	Aragón	6720	0,0249935107994096
2006	Hombres	64	02	Aragón	-5647	-0,0210027314708729
2006	Mujeres	64	02	Aragón	5869	0,0218284099526392
2007	Hombres	64	02	Aragón	-6076	-0,0225982993477995
2007	Mujeres	64	02	Aragón	6270	0,0233198382012349
2008	Hombres	64	02	Aragón	-6530	-0,0242868490357358
2008	Mujeres	64	02	Aragón	6944	0,0258266278260566
2009	Hombres	64	02	Aragón	-6751	-0,0251088082450617
2009	Mujeres	64	02	Aragón	6980	0,0259605216339106
2010	Hombres	64	02	Aragón	-6920	-0,0257373652874873
2010	Mujeres	64	02	Aragón	7346	0,0273217753470927
2011	Hombres	64	02	Aragón	-6776	-0,0252017900560714
2011	Mujeres	64	02	Aragón	7167	0,0266560255802632
2012	Hombres	64	02	Aragón	-6910	-0,0257001725630834
2012	Mujeres	64	02	Aragón	7163	0,0266411484905017
2013	Hombres	64	02	Aragón	-7357	-0,027362687343937
2013	Mujeres	64	02	Aragón	7762	0,0288689926822943
2014	Hombres	64	02	Aragón	-6977	-0,0259493638165894
2014	Mujeres	64	02	Aragón	7446	0,0276937025911316
2015	Hombres	64	02	Aragón	-6808	-0,0253208067741638
2015	Mujeres	64	02	Aragón	7051	0,0262245899771782
2016	Hombres	64	02	Aragón	-6786	-0,0252389827804753
2016	Mujeres	64	02	Aragón	7137	0,0265444474070516
2017	Hombres	64	02	Aragón	-7348	-0,0273292138919735
2017	Mujeres	64	02	Aragón	7690	0,0286012050665863
2018	Hombres	64	02	Aragón	-7184	-0,0267192532117498
2018	Mujeres	64	02	Aragón	7625	0,0283594523579611
1998	Hombres	63	02	Aragón	-6974	-0,0259382059992683
1998	Mujeres	63	02	Aragón	7301	0,0271544080872753
1999	Hombres	63	02	Aragón	-6693	-0,0248930904435192
1999	Mujeres	63	02	Aragón	7135	0,0265370088621708
2000	Hombres	63	02	Aragón	-6818	-0,0253579994985677
2000	Mujeres	63	02	Aragón	7486	0,0278424734887471
2001	Hombres	63	02	Aragón	-5813	-0,0216201306959774
2001	Mujeres	63	02	Aragón	6201	0,0230632084028481
2002	Hombres	63	02	Aragón	-4975	-0,018503380390932
2002	Mujeres	63	02	Aragón	5164	0,0192063228821654
2003	Hombres	63	02	Aragón	-4490	-0,0166995332573436
2003	Mujeres	63	02	Aragón	4863	0,0180868218776085
2004	Hombres	63	02	Aragón	-6478	-0,0240934468688357
2004	Mujeres	63	02	Aragón	6731	0,0250344227962539
2005	Hombres	63	02	Aragón	-5717	-0,0212630805417001
2005	Mujeres	63	02	Aragón	5887	0,0218953568565661
2006	Hombres	63	02	Aragón	-6132	-0,0228065786044613
2006	Mujeres	63	02	Aragón	6270	0,0233198382012349
2007	Hombres	63	02	Aragón	-6581	-0,0244765319301957
2007	Mujeres	63	02	Aragón	6950	0,025848943460699
2008	Hombres	63	02	Aragón	-6868	-0,0255439631205871
2008	Mujeres	63	02	Aragón	6988	0,0259902758134337
2009	Hombres	63	02	Aragón	-6970	-0,0259233289095067
2009	Mujeres	63	02	Aragón	7390	0,0274854233344698
2010	Hombres	63	02	Aragón	-6872	-0,0255588402103487
2010	Mujeres	63	02	Aragón	7187	0,026730411029071
2011	Hombres	63	02	Aragón	-6984	-0,0259753987236722
2011	Mujeres	63	02	Aragón	7196	0,0267638844810345
2012	Hombres	63	02	Aragón	-7444	-0,0276862640462508
2012	Mujeres	63	02	Aragón	7817	0,0290735526665156
2013	Hombres	63	02	Aragón	-7116	-0,0264663426858034
2013	Mujeres	63	02	Aragón	7531	0,0280098407485646
2014	Hombres	63	02	Aragón	-6906	-0,0256852954733219
2014	Mujeres	63	02	Aragón	7074	0,0263101332433071
2015	Hombres	63	02	Aragón	-6871	-0,0255551209379083
2015	Mujeres	63	02	Aragón	7196	0,0267638844810345
2016	Hombres	63	02	Aragón	-7445	-0,0276899833186912
2016	Mujeres	63	02	Aragón	7736	0,0287722915988442
2017	Hombres	63	02	Aragón	-7280	-0,0270763033660271
2017	Mujeres	63	02	Aragón	7636	0,0284003643548053
2018	Hombres	63	02	Aragón	-7214	-0,0268308313849615
2018	Mujeres	63	02	Aragón	7532	0,028013560021005
1998	Hombres	62	02	Aragón	-6705	-0,0249377217128038
1998	Mujeres	62	02	Aragón	7078	0,0263250103330687
1999	Hombres	62	02	Aragón	-6822	-0,0253728765883292
1999	Mujeres	62	02	Aragón	7467	0,0277718073123797
2000	Hombres	62	02	Aragón	-5847	-0,0217465859589506
2000	Mujeres	62	02	Aragón	6234	0,0231859443933809
2001	Hombres	62	02	Aragón	-5013	-0,0186447127436667
2001	Mujeres	62	02	Aragón	5183	0,0192769890585328
2002	Hombres	62	02	Aragón	-4552	-0,0169301281486477
2002	Mujeres	62	02	Aragón	4873	0,0181240146020124
2003	Hombres	62	02	Aragón	-6483	-0,0241120432310376
2003	Mujeres	62	02	Aragón	6711	0,0249600373474461
2004	Hombres	62	02	Aragón	-5757	-0,0214118514393157
2004	Mujeres	62	02	Aragón	5882	0,0218767604943642
2005	Hombres	62	02	Aragón	-6169	-0,0229441916847557
2005	Mujeres	62	02	Aragón	6296	0,023416539284685
2006	Hombres	62	02	Aragón	-6633	-0,0246699340970958
2006	Mujeres	62	02	Aragón	6969	0,0259196096370663
2007	Hombres	62	02	Aragón	-6920	-0,0257373652874873
2007	Mujeres	62	02	Aragón	7015	0,0260906961693242
2008	Hombres	62	02	Aragón	-7048	-0,026213432159857
2008	Mujeres	62	02	Aragón	7413	0,0275709666005988
2009	Hombres	62	02	Aragón	-6954	-0,0258638205504605
2009	Mujeres	62	02	Aragón	7212	0,0268233928400807
2010	Hombres	62	02	Aragón	-7030	-0,02614648525593
2010	Mujeres	62	02	Aragón	7222	0,0268605855644846
2011	Hombres	62	02	Aragón	-7510	-0,0279317360273164
2011	Mujeres	62	02	Aragón	7842	0,0291665344775253
2012	Hombres	62	02	Aragón	-7191	-0,0267452881188325
2012	Mujeres	62	02	Aragón	7574	0,0281697694635013
2013	Hombres	62	02	Aragón	-7039	-0,0261799587078935
2013	Mujeres	62	02	Aragón	7147	0,0265816401314555
2014	Hombres	62	02	Aragón	-6974	-0,0259382059992683
2014	Mujeres	62	02	Aragón	7242	0,0269349710132923
2015	Hombres	62	02	Aragón	-7528	-0,0279986829312434
2015	Mujeres	62	02	Aragón	7775	0,0289173432240193
2016	Hombres	62	02	Aragón	-7373	-0,0274221957029832
2016	Mujeres	62	02	Aragón	7662	0,0284970654382554
2017	Hombres	62	02	Aragón	-7303	-0,027161846632156
2017	Mujeres	62	02	Aragón	7563	0,028128857466657
2018	Hombres	62	02	Aragón	-7861	-0,0292372006538927
2018	Mujeres	62	02	Aragón	8030	0,0298657576963184
1998	Hombres	61	02	Aragón	-6767	-0,0251683166041079
1998	Mujeres	61	02	Aragón	7378	0,0274407920651852
1999	Hombres	61	02	Aragón	-5870	-0,0218321292250795
1999	Mujeres	61	02	Aragón	6195	0,0230408927682058
2000	Hombres	61	02	Aragón	-5056	-0,0188046414586034
2000	Mujeres	61	02	Aragón	5187	0,0192918661482943
2001	Hombres	61	02	Aragón	-4595	-0,0170900568635844
2001	Mujeres	61	02	Aragón	4879	0,0181463302366547
2002	Hombres	61	02	Aragón	-6548	-0,0243537959396628
2002	Mujeres	61	02	Aragón	6709	0,0249525988025654
2003	Hombres	61	02	Aragón	-5767	-0,0214490441637195
2003	Mujeres	61	02	Aragón	5855	0,0217763401384737
2004	Hombres	61	02	Aragón	-6229	-0,023167348031179
2004	Mujeres	61	02	Aragón	6298	0,0234239778295658
2005	Hombres	61	02	Aragón	-6680	-0,0248447399017941
2005	Mujeres	61	02	Aragón	6998	0,0260274685378376
2006	Hombres	61	02	Aragón	-6974	-0,0259382059992683
2006	Mujeres	61	02	Aragón	7026	0,0261316081661685
2007	Hombres	61	02	Aragón	-7099	-0,0264031150543168
2007	Mujeres	61	02	Aragón	7426	0,0276193171423238
2008	Hombres	61	02	Aragón	-6995	-0,0260163107205164
2008	Mujeres	61	02	Aragón	7224	0,0268680241093654
2009	Hombres	61	02	Aragón	-7100	-0,0264068343267572
2009	Mujeres	61	02	Aragón	7244	0,0269424095581731
2010	Hombres	61	02	Aragón	-7586	-0,0282144007327859
2010	Mujeres	61	02	Aragón	7879	0,0293041475578197
2011	Hombres	61	02	Aragón	-7290	-0,027113496090431
2011	Mujeres	61	02	Aragón	7586	0,0282144007327859
2012	Hombres	61	02	Aragón	-7133	-0,02652957031729
2012	Mujeres	61	02	Aragón	7175	0,0266857797597863
2013	Hombres	61	02	Aragón	-7111	-0,0264477463236015
2013	Mujeres	61	02	Aragón	7333	0,0272734248053677
2014	Hombres	61	02	Aragón	-7614	-0,0283185403611168
2014	Mujeres	61	02	Aragón	7839	0,0291553766602042
2015	Hombres	61	02	Aragón	-7463	-0,0277569302226182
2015	Mujeres	61	02	Aragón	7701	0,0286421170634306
2016	Hombres	61	02	Aragón	-7398	-0,0275151775139929
2016	Mujeres	61	02	Aragón	7590	0,0282292778225475
2017	Hombres	61	02	Aragón	-7953	-0,0295793737184085
2017	Mujeres	61	02	Aragón	8064	0,0299922129592916
2018	Hombres	61	02	Aragón	-8141	-0,0302785969372015
2018	Mujeres	61	02	Aragón	8329	0,0309778201559945
1998	Hombres	60	02	Aragón	-5850	-0,0217577437762718
1998	Mujeres	60	02	Aragón	6142	0,0228437713288652
1999	Hombres	60	02	Aragón	-5062	-0,0188269570932458
1999	Mujeres	60	02	Aragón	5140	0,0191170603435961
2000	Hombres	60	02	Aragón	-4622	-0,0171904772194749
2000	Mujeres	60	02	Aragón	4897	0,0182132771405817
2001	Hombres	60	02	Aragón	-6595	-0,0245286017443611
2001	Mujeres	60	02	Aragón	6710	0,0249563180750057
2002	Hombres	60	02	Aragón	-5783	-0,0215085525227658
2002	Mujeres	60	02	Aragón	5848	0,021750305231391
2003	Hombres	60	02	Aragón	-6244	-0,0232231371177848
2003	Mujeres	60	02	Aragón	6300	0,0234314163744465
2004	Hombres	60	02	Aragón	-6741	-0,0250716155206578
2004	Mujeres	60	02	Aragón	6991	0,0260014336307549
2005	Hombres	60	02	Aragón	-7022	-0,0261167310764069
2005	Mujeres	60	02	Aragón	7039	0,0261799587078935
2006	Hombres	60	02	Aragón	-7107	-0,0264328692338399
2006	Mujeres	60	02	Aragón	7397	0,0275114582415525
2007	Hombres	60	02	Aragón	-7043	-0,0261948357976551
2007	Mujeres	60	02	Aragón	7217	0,0268419892022826
2008	Hombres	60	02	Aragón	-7141	-0,0265593244968131
2008	Mujeres	60	02	Aragón	7234	0,0269052168337692
