CCAA codigo destino	CCAA nombre destino	Provincia codigo destino	Provincia nombre destino	Municipio codigo destino	Municipio nombre destino	Sexo	Año	Variaciones
02	Aragón	50	Zaragoza	50070	Calmarza	Hombres	2018	3
02	Aragón	50	Zaragoza	50070	Calmarza	Mujeres	2018	2
02	Aragón	50	Zaragoza	50071	Campillo de Aragón	Hombres	2018	6
02	Aragón	50	Zaragoza	50071	Campillo de Aragón	Mujeres	2018	6
02	Aragón	50	Zaragoza	50072	Carenas	Hombres	2018	30
02	Aragón	50	Zaragoza	50072	Carenas	Mujeres	2018	19
02	Aragón	50	Zaragoza	50073	Cariñena	Hombres	2018	85
02	Aragón	50	Zaragoza	50073	Cariñena	Mujeres	2018	85
02	Aragón	50	Zaragoza	50074	Caspe	Hombres	2018	423
02	Aragón	50	Zaragoza	50074	Caspe	Mujeres	2018	215
02	Aragón	50	Zaragoza	50075	Castejón de Alarba	Hombres	2018	7
02	Aragón	50	Zaragoza	50075	Castejón de Alarba	Mujeres	2018	5
02	Aragón	50	Zaragoza	50076	Castejón de las Armas	Hombres	2018	2
02	Aragón	50	Zaragoza	50077	Castejón de Valdejasa	Hombres	2018	1
02	Aragón	50	Zaragoza	50077	Castejón de Valdejasa	Mujeres	2018	2
02	Aragón	50	Zaragoza	50078	Castiliscar	Hombres	2018	4
02	Aragón	50	Zaragoza	50078	Castiliscar	Mujeres	2018	4
02	Aragón	50	Zaragoza	50079	Cervera de la Cañada	Hombres	2018	8
02	Aragón	50	Zaragoza	50079	Cervera de la Cañada	Mujeres	2018	6
02	Aragón	50	Zaragoza	50080	Cerveruela	Hombres	2018	2
02	Aragón	50	Zaragoza	50080	Cerveruela	Mujeres	2018	1
02	Aragón	50	Zaragoza	50081	Cetina	Hombres	2018	16
02	Aragón	50	Zaragoza	50081	Cetina	Mujeres	2018	11
02	Aragón	50	Zaragoza	50082	Cimballa	Hombres	2018	3
02	Aragón	50	Zaragoza	50082	Cimballa	Mujeres	2018	14
02	Aragón	50	Zaragoza	50083	Cinco Olivas	Hombres	2018	1
02	Aragón	50	Zaragoza	50083	Cinco Olivas	Mujeres	2018	1
02	Aragón	50	Zaragoza	50084	Clarés de Ribota	Hombres	2018	2
02	Aragón	50	Zaragoza	50084	Clarés de Ribota	Mujeres	2018	2
02	Aragón	50	Zaragoza	50085	Codo	Hombres	2018	9
02	Aragón	50	Zaragoza	50085	Codo	Mujeres	2018	6
02	Aragón	50	Zaragoza	50086	Codos	Hombres	2018	13
02	Aragón	50	Zaragoza	50086	Codos	Mujeres	2018	8
02	Aragón	50	Zaragoza	50087	Contamina	Hombres	2018	2
02	Aragón	50	Zaragoza	50087	Contamina	Mujeres	2018	1
02	Aragón	50	Zaragoza	50088	Cosuenda	Hombres	2018	12
02	Aragón	50	Zaragoza	50088	Cosuenda	Mujeres	2018	14
02	Aragón	50	Zaragoza	50089	Cuarte de Huerva	Hombres	2018	493
02	Aragón	50	Zaragoza	50089	Cuarte de Huerva	Mujeres	2018	502
02	Aragón	50	Zaragoza	50090	Cubel	Hombres	2018	2
02	Aragón	50	Zaragoza	50090	Cubel	Mujeres	2018	3
02	Aragón	50	Zaragoza	50091	Cuerlas (Las)	Hombres	2018	1
02	Aragón	50	Zaragoza	50091	Cuerlas (Las)	Mujeres	2018	1
02	Aragón	50	Zaragoza	50092	Chiprana	Hombres	2018	36
02	Aragón	50	Zaragoza	50092	Chiprana	Mujeres	2018	23
02	Aragón	50	Zaragoza	50093	Chodes	Hombres	2018	1
02	Aragón	50	Zaragoza	50093	Chodes	Mujeres	2018	1
02	Aragón	50	Zaragoza	50094	Daroca	Hombres	2018	58
02	Aragón	50	Zaragoza	50094	Daroca	Mujeres	2018	60
02	Aragón	50	Zaragoza	50095	Ejea de los Caballeros	Hombres	2018	348
02	Aragón	50	Zaragoza	50095	Ejea de los Caballeros	Mujeres	2018	283
02	Aragón	50	Zaragoza	50096	Embid de Ariza	Hombres	2018	2
02	Aragón	50	Zaragoza	50096	Embid de Ariza	Mujeres	2018	2
02	Aragón	50	Zaragoza	50098	Encinacorba	Hombres	2018	6
02	Aragón	50	Zaragoza	50098	Encinacorba	Mujeres	2018	3
02	Aragón	50	Zaragoza	50099	Épila	Hombres	2018	97
02	Aragón	50	Zaragoza	50099	Épila	Mujeres	2018	65
02	Aragón	50	Zaragoza	50100	Erla	Hombres	2018	6
02	Aragón	50	Zaragoza	50100	Erla	Mujeres	2018	3
02	Aragón	50	Zaragoza	50101	Escatrón	Hombres	2018	38
02	Aragón	50	Zaragoza	50101	Escatrón	Mujeres	2018	47
02	Aragón	50	Zaragoza	50102	Fabara	Hombres	2018	12
02	Aragón	50	Zaragoza	50102	Fabara	Mujeres	2018	7
02	Aragón	50	Zaragoza	50104	Farlete	Hombres	2018	1
02	Aragón	50	Zaragoza	50104	Farlete	Mujeres	2018	6
02	Aragón	50	Zaragoza	50105	Fayón	Hombres	2018	22
02	Aragón	50	Zaragoza	50105	Fayón	Mujeres	2018	10
02	Aragón	50	Zaragoza	50106	Fayos (Los)	Hombres	2018	2
02	Aragón	50	Zaragoza	50106	Fayos (Los)	Mujeres	2018	6
02	Aragón	50	Zaragoza	50107	Figueruelas	Hombres	2018	40
02	Aragón	50	Zaragoza	50107	Figueruelas	Mujeres	2018	32
02	Aragón	50	Zaragoza	50108	Fombuena	Hombres	2018	2
02	Aragón	50	Zaragoza	50108	Fombuena	Mujeres	2018	3
02	Aragón	50	Zaragoza	50110	Frasno (El)	Hombres	2018	16
02	Aragón	50	Zaragoza	50110	Frasno (El)	Mujeres	2018	6
02	Aragón	50	Zaragoza	50111	Fréscano	Hombres	2018	5
02	Aragón	50	Zaragoza	50111	Fréscano	Mujeres	2018	3
02	Aragón	50	Zaragoza	50113	Fuendejalón	Hombres	2018	20
02	Aragón	50	Zaragoza	50113	Fuendejalón	Mujeres	2018	13
02	Aragón	50	Zaragoza	50114	Fuendetodos	Hombres	2018	15
02	Aragón	50	Zaragoza	50114	Fuendetodos	Mujeres	2018	15
02	Aragón	50	Zaragoza	50115	Fuentes de Ebro	Hombres	2018	75
02	Aragón	50	Zaragoza	50115	Fuentes de Ebro	Mujeres	2018	74
02	Aragón	50	Zaragoza	50116	Fuentes de Jiloca	Hombres	2018	10
02	Aragón	50	Zaragoza	50116	Fuentes de Jiloca	Mujeres	2018	7
02	Aragón	50	Zaragoza	50117	Gallocanta	Hombres	2018	4
02	Aragón	50	Zaragoza	50118	Gallur	Hombres	2018	44
02	Aragón	50	Zaragoza	50118	Gallur	Mujeres	2018	45
02	Aragón	50	Zaragoza	50119	Gelsa	Hombres	2018	14
02	Aragón	50	Zaragoza	50119	Gelsa	Mujeres	2018	13
02	Aragón	50	Zaragoza	50120	Godojos	Hombres	2018	2
02	Aragón	50	Zaragoza	50121	Gotor	Hombres	2018	4
02	Aragón	50	Zaragoza	50121	Gotor	Mujeres	2018	5
02	Aragón	50	Zaragoza	50122	Grisel	Hombres	2018	5
02	Aragón	50	Zaragoza	50122	Grisel	Mujeres	2018	4
02	Aragón	50	Zaragoza	50123	Grisén	Hombres	2018	13
02	Aragón	50	Zaragoza	50123	Grisén	Mujeres	2018	22
02	Aragón	50	Zaragoza	50124	Herrera de los Navarros	Hombres	2018	18
02	Aragón	50	Zaragoza	50124	Herrera de los Navarros	Mujeres	2018	11
02	Aragón	50	Zaragoza	50125	Ibdes	Hombres	2018	10
02	Aragón	50	Zaragoza	50125	Ibdes	Mujeres	2018	17
02	Aragón	50	Zaragoza	50126	Illueca	Hombres	2018	54
02	Aragón	50	Zaragoza	50126	Illueca	Mujeres	2018	50
02	Aragón	50	Zaragoza	50128	Isuerre	Mujeres	2018	1
02	Aragón	50	Zaragoza	50129	Jaraba	Hombres	2018	4
02	Aragón	50	Zaragoza	50129	Jaraba	Mujeres	2018	3
02	Aragón	50	Zaragoza	50130	Jarque de Moncayo	Hombres	2018	7
02	Aragón	50	Zaragoza	50130	Jarque de Moncayo	Mujeres	2018	11
02	Aragón	50	Zaragoza	50131	Jaulín	Hombres	2018	9
02	Aragón	50	Zaragoza	50131	Jaulín	Mujeres	2018	14
02	Aragón	50	Zaragoza	50132	Joyosa (La)	Hombres	2018	27
02	Aragón	50	Zaragoza	50132	Joyosa (La)	Mujeres	2018	42
02	Aragón	50	Zaragoza	50133	Lagata	Hombres	2018	3
02	Aragón	50	Zaragoza	50133	Lagata	Mujeres	2018	4
02	Aragón	50	Zaragoza	50134	Langa del Castillo	Hombres	2018	1
02	Aragón	50	Zaragoza	50134	Langa del Castillo	Mujeres	2018	2
02	Aragón	50	Zaragoza	50135	Layana	Hombres	2018	1
02	Aragón	50	Zaragoza	50135	Layana	Mujeres	2018	1
02	Aragón	50	Zaragoza	50136	Lécera	Hombres	2018	15
02	Aragón	50	Zaragoza	50136	Lécera	Mujeres	2018	10
02	Aragón	50	Zaragoza	50137	Leciñena	Hombres	2018	11
02	Aragón	50	Zaragoza	50137	Leciñena	Mujeres	2018	10
02	Aragón	50	Zaragoza	50139	Letux	Hombres	2018	15
02	Aragón	50	Zaragoza	50139	Letux	Mujeres	2018	17
02	Aragón	50	Zaragoza	50140	Litago	Hombres	2018	2
02	Aragón	50	Zaragoza	50140	Litago	Mujeres	2018	3
02	Aragón	50	Zaragoza	50141	Lituénigo	Hombres	2018	1
02	Aragón	50	Zaragoza	50142	Lobera de Onsella	Hombres	2018	1
02	Aragón	50	Zaragoza	50143	Longares	Hombres	2018	64
02	Aragón	50	Zaragoza	50143	Longares	Mujeres	2018	27
02	Aragón	50	Zaragoza	50146	Lucena de Jalón	Hombres	2018	4
02	Aragón	50	Zaragoza	50146	Lucena de Jalón	Mujeres	2018	7
02	Aragón	50	Zaragoza	50147	Luceni	Hombres	2018	30
02	Aragón	50	Zaragoza	50147	Luceni	Mujeres	2018	23
02	Aragón	50	Zaragoza	50148	Luesia	Hombres	2018	2
02	Aragón	50	Zaragoza	50148	Luesia	Mujeres	2018	1
02	Aragón	50	Zaragoza	50149	Luesma	Mujeres	2018	1
02	Aragón	50	Zaragoza	50150	Lumpiaque	Hombres	2018	11
02	Aragón	50	Zaragoza	50150	Lumpiaque	Mujeres	2018	12
02	Aragón	50	Zaragoza	50151	Luna	Hombres	2018	14
02	Aragón	50	Zaragoza	50151	Luna	Mujeres	2018	10
02	Aragón	50	Zaragoza	50152	Maella	Hombres	2018	81
02	Aragón	50	Zaragoza	50152	Maella	Mujeres	2018	46
02	Aragón	50	Zaragoza	50153	Magallón	Hombres	2018	22
02	Aragón	50	Zaragoza	50153	Magallón	Mujeres	2018	32
02	Aragón	50	Zaragoza	50154	Mainar	Hombres	2018	6
02	Aragón	50	Zaragoza	50154	Mainar	Mujeres	2018	6
02	Aragón	50	Zaragoza	50155	Malanquilla	Hombres	2018	4
02	Aragón	50	Zaragoza	50155	Malanquilla	Mujeres	2018	2
02	Aragón	50	Zaragoza	50156	Maleján	Hombres	2018	6
02	Aragón	50	Zaragoza	50156	Maleján	Mujeres	2018	5
02	Aragón	50	Zaragoza	50157	Malón	Hombres	2018	16
02	Aragón	50	Zaragoza	50157	Malón	Mujeres	2018	23
02	Aragón	50	Zaragoza	50159	Maluenda	Hombres	2018	24
02	Aragón	50	Zaragoza	50159	Maluenda	Mujeres	2018	23
02	Aragón	50	Zaragoza	50160	Mallén	Hombres	2018	57
02	Aragón	50	Zaragoza	50160	Mallén	Mujeres	2018	53
02	Aragón	50	Zaragoza	50161	Manchones	Hombres	2018	10
02	Aragón	50	Zaragoza	50161	Manchones	Mujeres	2018	10
02	Aragón	50	Zaragoza	50162	Mara	Hombres	2018	2
02	Aragón	50	Zaragoza	50162	Mara	Mujeres	2018	2
02	Aragón	50	Zaragoza	50163	María de Huerva	Hombres	2018	212
02	Aragón	50	Zaragoza	50163	María de Huerva	Mujeres	2018	208
02	Aragón	50	Zaragoza	50164	Mediana de Aragón	Hombres	2018	8
02	Aragón	50	Zaragoza	50164	Mediana de Aragón	Mujeres	2018	7
02	Aragón	50	Zaragoza	50165	Mequinenza	Hombres	2018	69
02	Aragón	50	Zaragoza	50165	Mequinenza	Mujeres	2018	48
02	Aragón	50	Zaragoza	50166	Mesones de Isuela	Hombres	2018	6
02	Aragón	50	Zaragoza	50166	Mesones de Isuela	Mujeres	2018	5
02	Aragón	50	Zaragoza	50167	Mezalocha	Hombres	2018	13
02	Aragón	50	Zaragoza	50167	Mezalocha	Mujeres	2018	5
02	Aragón	50	Zaragoza	50168	Mianos	Mujeres	2018	1
02	Aragón	50	Zaragoza	50169	Miedes de Aragón	Hombres	2018	14
02	Aragón	50	Zaragoza	50169	Miedes de Aragón	Mujeres	2018	12
02	Aragón	50	Zaragoza	50170	Monegrillo	Hombres	2018	4
02	Aragón	50	Zaragoza	50170	Monegrillo	Mujeres	2018	3
02	Aragón	50	Zaragoza	50171	Moneva	Hombres	2018	4
02	Aragón	50	Zaragoza	50171	Moneva	Mujeres	2018	4
02	Aragón	50	Zaragoza	50172	Monreal de Ariza	Hombres	2018	4
02	Aragón	50	Zaragoza	50172	Monreal de Ariza	Mujeres	2018	2
02	Aragón	50	Zaragoza	50173	Monterde	Hombres	2018	9
02	Aragón	50	Zaragoza	50173	Monterde	Mujeres	2018	3
02	Aragón	50	Zaragoza	50174	Montón	Hombres	2018	4
02	Aragón	50	Zaragoza	50174	Montón	Mujeres	2018	7
02	Aragón	50	Zaragoza	50175	Morata de Jalón	Hombres	2018	22
02	Aragón	50	Zaragoza	50175	Morata de Jalón	Mujeres	2018	24
02	Aragón	50	Zaragoza	50176	Morata de Jiloca	Hombres	2018	18
02	Aragón	50	Zaragoza	50176	Morata de Jiloca	Mujeres	2018	19
02	Aragón	50	Zaragoza	50177	Morés	Hombres	2018	11
02	Aragón	50	Zaragoza	50177	Morés	Mujeres	2018	9
02	Aragón	50	Zaragoza	50178	Moros	Hombres	2018	6
02	Aragón	50	Zaragoza	50178	Moros	Mujeres	2018	3
02	Aragón	50	Zaragoza	50179	Moyuela	Hombres	2018	36
02	Aragón	50	Zaragoza	50179	Moyuela	Mujeres	2018	21
02	Aragón	50	Zaragoza	50180	Mozota	Hombres	2018	2
02	Aragón	50	Zaragoza	50180	Mozota	Mujeres	2018	1
02	Aragón	50	Zaragoza	50181	Muel	Hombres	2018	51
02	Aragón	50	Zaragoza	50181	Muel	Mujeres	2018	51
02	Aragón	50	Zaragoza	50182	Muela (La)	Hombres	2018	318
02	Aragón	50	Zaragoza	50182	Muela (La)	Mujeres	2018	281
02	Aragón	50	Zaragoza	50183	Munébrega	Hombres	2018	9
02	Aragón	50	Zaragoza	50183	Munébrega	Mujeres	2018	9
02	Aragón	50	Zaragoza	50184	Murero	Hombres	2018	1
02	Aragón	50	Zaragoza	50185	Murillo de Gállego	Hombres	2018	7
02	Aragón	50	Zaragoza	50185	Murillo de Gállego	Mujeres	2018	10
02	Aragón	50	Zaragoza	50187	Nigüella	Hombres	2018	2
02	Aragón	50	Zaragoza	50188	Nombrevilla	Hombres	2018	1
02	Aragón	50	Zaragoza	50188	Nombrevilla	Mujeres	2018	1
02	Aragón	50	Zaragoza	50189	Nonaspe	Hombres	2018	34
02	Aragón	50	Zaragoza	50189	Nonaspe	Mujeres	2018	21
02	Aragón	50	Zaragoza	50190	Novallas	Hombres	2018	18
02	Aragón	50	Zaragoza	50190	Novallas	Mujeres	2018	23
02	Aragón	50	Zaragoza	50191	Novillas	Hombres	2018	10
02	Aragón	50	Zaragoza	50191	Novillas	Mujeres	2018	11
02	Aragón	50	Zaragoza	50192	Nuévalos	Hombres	2018	6
02	Aragón	50	Zaragoza	50192	Nuévalos	Mujeres	2018	5
02	Aragón	50	Zaragoza	50193	Nuez de Ebro	Hombres	2018	26
02	Aragón	50	Zaragoza	50193	Nuez de Ebro	Mujeres	2018	22
02	Aragón	50	Zaragoza	50194	Olvés	Hombres	2018	7
02	Aragón	50	Zaragoza	50194	Olvés	Mujeres	2018	5
02	Aragón	50	Zaragoza	50195	Orcajo	Hombres	2018	2
02	Aragón	50	Zaragoza	50195	Orcajo	Mujeres	2018	2
02	Aragón	50	Zaragoza	50196	Orera	Hombres	2018	2
02	Aragón	50	Zaragoza	50196	Orera	Mujeres	2018	2
02	Aragón	50	Zaragoza	50197	Orés	Hombres	2018	8
02	Aragón	50	Zaragoza	50197	Orés	Mujeres	2018	6
02	Aragón	50	Zaragoza	50198	Oseja	Hombres	2018	1
02	Aragón	50	Zaragoza	50198	Oseja	Mujeres	2018	2
02	Aragón	50	Zaragoza	50199	Osera de Ebro	Hombres	2018	11
02	Aragón	50	Zaragoza	50199	Osera de Ebro	Mujeres	2018	18
02	Aragón	50	Zaragoza	50200	Paniza	Hombres	2018	16
02	Aragón	50	Zaragoza	50200	Paniza	Mujeres	2018	6
02	Aragón	50	Zaragoza	50201	Paracuellos de Jiloca	Hombres	2018	19
02	Aragón	50	Zaragoza	50201	Paracuellos de Jiloca	Mujeres	2018	15
02	Aragón	50	Zaragoza	50202	Paracuellos de la Ribera	Hombres	2018	4
02	Aragón	50	Zaragoza	50202	Paracuellos de la Ribera	Mujeres	2018	5
02	Aragón	50	Zaragoza	50203	Pastriz	Hombres	2018	42
02	Aragón	50	Zaragoza	50203	Pastriz	Mujeres	2018	39
02	Aragón	50	Zaragoza	50204	Pedrola	Hombres	2018	165
02	Aragón	50	Zaragoza	50204	Pedrola	Mujeres	2018	79
02	Aragón	50	Zaragoza	50205	Pedrosas (Las)	Hombres	2018	6
02	Aragón	50	Zaragoza	50205	Pedrosas (Las)	Mujeres	2018	4
02	Aragón	50	Zaragoza	50206	Perdiguera	Hombres	2018	14
02	Aragón	50	Zaragoza	50206	Perdiguera	Mujeres	2018	15
02	Aragón	50	Zaragoza	50207	Piedratajada	Hombres	2018	5
02	Aragón	50	Zaragoza	50207	Piedratajada	Mujeres	2018	1
02	Aragón	50	Zaragoza	50208	Pina de Ebro	Hombres	2018	43
02	Aragón	50	Zaragoza	50208	Pina de Ebro	Mujeres	2018	43
02	Aragón	50	Zaragoza	50209	Pinseque	Hombres	2018	151
02	Aragón	50	Zaragoza	50209	Pinseque	Mujeres	2018	165
02	Aragón	50	Zaragoza	50210	Pintanos (Los)	Hombres	2018	2
02	Aragón	50	Zaragoza	50211	Plasencia de Jalón	Hombres	2018	16
02	Aragón	50	Zaragoza	50211	Plasencia de Jalón	Mujeres	2018	9
02	Aragón	50	Zaragoza	50213	Plenas	Hombres	2018	2
02	Aragón	50	Zaragoza	50213	Plenas	Mujeres	2018	5
02	Aragón	50	Zaragoza	50214	Pomer	Mujeres	2018	1
02	Aragón	50	Zaragoza	50216	Pozuelo de Aragón	Hombres	2018	10
02	Aragón	50	Zaragoza	50216	Pozuelo de Aragón	Mujeres	2018	9
02	Aragón	50	Zaragoza	50217	Pradilla de Ebro	Hombres	2018	30
02	Aragón	50	Zaragoza	50217	Pradilla de Ebro	Mujeres	2018	10
02	Aragón	50	Zaragoza	50218	Puebla de Albortón	Hombres	2018	2
02	Aragón	50	Zaragoza	50218	Puebla de Albortón	Mujeres	2018	3
02	Aragón	50	Zaragoza	50219	Puebla de Alfindén (La)	Hombres	2018	212
02	Aragón	50	Zaragoza	50219	Puebla de Alfindén (La)	Mujeres	2018	218
02	Aragón	50	Zaragoza	50220	Puendeluna	Hombres	2018	2
02	Aragón	50	Zaragoza	50221	Purujosa	Hombres	2018	2
02	Aragón	50	Zaragoza	50221	Purujosa	Mujeres	2018	1
02	Aragón	50	Zaragoza	50222	Quinto	Hombres	2018	21
02	Aragón	50	Zaragoza	50222	Quinto	Mujeres	2018	29
02	Aragón	50	Zaragoza	50223	Remolinos	Hombres	2018	15
02	Aragón	50	Zaragoza	50223	Remolinos	Mujeres	2018	26
02	Aragón	50	Zaragoza	50224	Retascón	Hombres	2018	1
02	Aragón	50	Zaragoza	50225	Ricla	Hombres	2018	113
02	Aragón	50	Zaragoza	50225	Ricla	Mujeres	2018	89
02	Aragón	50	Zaragoza	50227	Romanos	Hombres	2018	11
02	Aragón	50	Zaragoza	50227	Romanos	Mujeres	2018	10
02	Aragón	50	Zaragoza	50228	Rueda de Jalón	Hombres	2018	6
02	Aragón	50	Zaragoza	50228	Rueda de Jalón	Mujeres	2018	6
02	Aragón	50	Zaragoza	50229	Ruesca	Hombres	2018	4
02	Aragón	50	Zaragoza	50229	Ruesca	Mujeres	2018	5
02	Aragón	50	Zaragoza	50230	Sádaba	Hombres	2018	33
02	Aragón	50	Zaragoza	50230	Sádaba	Mujeres	2018	29
02	Aragón	50	Zaragoza	50231	Salillas de Jalón	Hombres	2018	9
02	Aragón	50	Zaragoza	50231	Salillas de Jalón	Mujeres	2018	16
02	Aragón	50	Zaragoza	50232	Salvatierra de Esca	Hombres	2018	8
02	Aragón	50	Zaragoza	50232	Salvatierra de Esca	Mujeres	2018	7
02	Aragón	50	Zaragoza	50233	Samper del Salz	Hombres	2018	6
02	Aragón	50	Zaragoza	50233	Samper del Salz	Mujeres	2018	4
02	Aragón	50	Zaragoza	50234	San Martín de la Virgen de Moncayo	Hombres	2018	3
02	Aragón	50	Zaragoza	50234	San Martín de la Virgen de Moncayo	Mujeres	2018	3
02	Aragón	50	Zaragoza	50235	San Mateo de Gállego	Hombres	2018	135
02	Aragón	50	Zaragoza	50235	San Mateo de Gállego	Mujeres	2018	113
02	Aragón	50	Zaragoza	50236	Santa Cruz de Grío	Hombres	2018	8
02	Aragón	50	Zaragoza	50236	Santa Cruz de Grío	Mujeres	2018	5
02	Aragón	50	Zaragoza	50237	Santa Cruz de Moncayo	Hombres	2018	4
02	Aragón	50	Zaragoza	50237	Santa Cruz de Moncayo	Mujeres	2018	5
02	Aragón	50	Zaragoza	50238	Santa Eulalia de Gállego	Hombres	2018	8
02	Aragón	50	Zaragoza	50238	Santa Eulalia de Gállego	Mujeres	2018	4
02	Aragón	50	Zaragoza	50239	Santed	Hombres	2018	1
02	Aragón	50	Zaragoza	50239	Santed	Mujeres	2018	2
02	Aragón	50	Zaragoza	50240	Sástago	Hombres	2018	19
02	Aragón	50	Zaragoza	50240	Sástago	Mujeres	2018	23
02	Aragón	50	Zaragoza	50241	Saviñán	Hombres	2018	28
02	Aragón	50	Zaragoza	50241	Saviñán	Mujeres	2018	28
02	Aragón	50	Zaragoza	50242	Sediles	Hombres	2018	3
02	Aragón	50	Zaragoza	50242	Sediles	Mujeres	2018	6
02	Aragón	50	Zaragoza	50243	Sestrica	Hombres	2018	9
02	Aragón	50	Zaragoza	50243	Sestrica	Mujeres	2018	8
02	Aragón	50	Zaragoza	50244	Sierra de Luna	Hombres	2018	11
02	Aragón	50	Zaragoza	50244	Sierra de Luna	Mujeres	2018	16
02	Aragón	50	Zaragoza	50247	Sobradiel	Hombres	2018	29
02	Aragón	50	Zaragoza	50247	Sobradiel	Mujeres	2018	41
02	Aragón	50	Zaragoza	50248	Sos del Rey Católico	Hombres	2018	22
02	Aragón	50	Zaragoza	50248	Sos del Rey Católico	Mujeres	2018	19
02	Aragón	50	Zaragoza	50249	Tabuenca	Hombres	2018	6
02	Aragón	50	Zaragoza	50249	Tabuenca	Mujeres	2018	4
02	Aragón	50	Zaragoza	50250	Talamantes	Hombres	2018	2
02	Aragón	50	Zaragoza	50250	Talamantes	Mujeres	2018	4
02	Aragón	50	Zaragoza	50251	Tarazona	Hombres	2018	209
02	Aragón	50	Zaragoza	50251	Tarazona	Mujeres	2018	166
02	Aragón	50	Zaragoza	50252	Tauste	Hombres	2018	113
02	Aragón	50	Zaragoza	50252	Tauste	Mujeres	2018	83
02	Aragón	50	Zaragoza	50253	Terrer	Hombres	2018	11
02	Aragón	50	Zaragoza	50253	Terrer	Mujeres	2018	12
02	Aragón	50	Zaragoza	50254	Tierga	Mujeres	2018	2
02	Aragón	50	Zaragoza	50255	Tobed	Hombres	2018	5
02	Aragón	50	Zaragoza	50255	Tobed	Mujeres	2018	8
02	Aragón	50	Zaragoza	50257	Torralba de Ribota	Hombres	2018	7
02	Aragón	50	Zaragoza	50257	Torralba de Ribota	Mujeres	2018	4
02	Aragón	50	Zaragoza	50258	Torralbilla	Hombres	2018	2
02	Aragón	50	Zaragoza	50258	Torralbilla	Mujeres	2018	1
02	Aragón	50	Zaragoza	50260	Torrelapaja	Hombres	2018	1
02	Aragón	50	Zaragoza	50260	Torrelapaja	Mujeres	2018	1
02	Aragón	50	Zaragoza	50261	Torrellas	Hombres	2018	7
02	Aragón	50	Zaragoza	50261	Torrellas	Mujeres	2018	10
02	Aragón	50	Zaragoza	50262	Torres de Berrellén	Hombres	2018	28
02	Aragón	50	Zaragoza	50262	Torres de Berrellén	Mujeres	2018	34
02	Aragón	50	Zaragoza	50263	Torrijo de la Cañada	Hombres	2018	1
02	Aragón	50	Zaragoza	50263	Torrijo de la Cañada	Mujeres	2018	4
02	Aragón	50	Zaragoza	50264	Tosos	Hombres	2018	6
02	Aragón	50	Zaragoza	50264	Tosos	Mujeres	2018	6
02	Aragón	50	Zaragoza	50265	Trasmoz	Hombres	2018	3
02	Aragón	50	Zaragoza	50265	Trasmoz	Mujeres	2018	3
02	Aragón	50	Zaragoza	50266	Trasobares	Hombres	2018	4
02	Aragón	50	Zaragoza	50266	Trasobares	Mujeres	2018	3
02	Aragón	50	Zaragoza	50267	Uncastillo	Hombres	2018	5
02	Aragón	50	Zaragoza	50267	Uncastillo	Mujeres	2018	6
02	Aragón	50	Zaragoza	50268	Undués de Lerda	Hombres	2018	5
02	Aragón	50	Zaragoza	50268	Undués de Lerda	Mujeres	2018	4
02	Aragón	50	Zaragoza	50269	Urrea de Jalón	Hombres	2018	24
02	Aragón	50	Zaragoza	50269	Urrea de Jalón	Mujeres	2018	18
02	Aragón	50	Zaragoza	50270	Urriés	Hombres	2018	1
02	Aragón	50	Zaragoza	50271	Used	Hombres	2018	7
02	Aragón	50	Zaragoza	50271	Used	Mujeres	2018	5
02	Aragón	50	Zaragoza	50272	Utebo	Hombres	2018	444
02	Aragón	50	Zaragoza	50272	Utebo	Mujeres	2018	447
02	Aragón	50	Zaragoza	50273	Valdehorna	Hombres	2018	3
02	Aragón	50	Zaragoza	50274	Val de San Martín	Hombres	2018	4
02	Aragón	50	Zaragoza	50274	Val de San Martín	Mujeres	2018	1
02	Aragón	50	Zaragoza	50275	Valmadrid	Hombres	2018	13
02	Aragón	50	Zaragoza	50275	Valmadrid	Mujeres	2018	8
02	Aragón	50	Zaragoza	50276	Valpalmas	Hombres	2018	6
02	Aragón	50	Zaragoza	50276	Valpalmas	Mujeres	2018	5
02	Aragón	50	Zaragoza	50277	Valtorres	Mujeres	2018	1
02	Aragón	50	Zaragoza	50278	Velilla de Ebro	Hombres	2018	8
02	Aragón	50	Zaragoza	50278	Velilla de Ebro	Mujeres	2018	5
02	Aragón	50	Zaragoza	50279	Velilla de Jiloca	Hombres	2018	3
02	Aragón	50	Zaragoza	50279	Velilla de Jiloca	Mujeres	2018	5
02	Aragón	50	Zaragoza	50280	Vera de Moncayo	Hombres	2018	5
02	Aragón	50	Zaragoza	50280	Vera de Moncayo	Mujeres	2018	4
02	Aragón	50	Zaragoza	50281	Vierlas	Hombres	2018	3
02	Aragón	50	Zaragoza	50281	Vierlas	Mujeres	2018	5
02	Aragón	50	Zaragoza	50282	Vilueña (La)	Mujeres	2018	2
02	Aragón	50	Zaragoza	50283	Villadoz	Hombres	2018	6
02	Aragón	50	Zaragoza	50283	Villadoz	Mujeres	2018	4
02	Aragón	50	Zaragoza	50284	Villafeliche	Hombres	2018	11
02	Aragón	50	Zaragoza	50284	Villafeliche	Mujeres	2018	11
02	Aragón	50	Zaragoza	50285	Villafranca de Ebro	Hombres	2018	37
02	Aragón	50	Zaragoza	50285	Villafranca de Ebro	Mujeres	2018	22
