Mes y año	Mes (código)	Mes nombre	Año	Sexo	Número de contratos	Temporalidad	CCAA nombre
Octubre 2010	201010	Octubre	2010	Mujeres	1499	Indefinido	Aragón
Octubre 2010	201010	Octubre	2010	Hombres	17325	Temporal	Aragón
Octubre 2010	201010	Octubre	2010	Mujeres	14923	Temporal	Aragón
Septiembre 2010	201009	Septiembre	2010	Hombres	1570	Indefinido	Aragón
Septiembre 2010	201009	Septiembre	2010	Mujeres	1740	Indefinido	Aragón
Septiembre 2010	201009	Septiembre	2010	Hombres	21098	Temporal	Aragón
Septiembre 2010	201009	Septiembre	2010	Mujeres	17020	Temporal	Aragón
Agosto 2010	201008	Agosto	2010	Hombres	994	Indefinido	Aragón
Agosto 2010	201008	Agosto	2010	Mujeres	844	Indefinido	Aragón
Agosto 2010	201008	Agosto	2010	Hombres	16677	Temporal	Aragón
Agosto 2010	201008	Agosto	2010	Mujeres	12413	Temporal	Aragón
Julio 2010	201007	Julio	2010	Hombres	1418	Indefinido	Aragón
Julio 2010	201007	Julio	2010	Mujeres	1227	Indefinido	Aragón
Julio 2010	201007	Julio	2010	Hombres	21246	Temporal	Aragón
Julio 2010	201007	Julio	2010	Mujeres	16930	Temporal	Aragón
Junio 2010	201006	Junio	2010	Hombres	1421	Indefinido	Aragón
Junio 2010	201006	Junio	2010	Mujeres	1353	Indefinido	Aragón
Junio 2010	201006	Junio	2010	Hombres	20572	Temporal	Aragón
Junio 2010	201006	Junio	2010	Mujeres	17038	Temporal	Aragón
Mayo 2010	201005	Mayo	2010	Hombres	1674	Indefinido	Aragón
Mayo 2010	201005	Mayo	2010	Mujeres	1566	Indefinido	Aragón
Mayo 2010	201005	Mayo	2010	Hombres	18962	Temporal	Aragón
Mayo 2010	201005	Mayo	2010	Mujeres	14475	Temporal	Aragón
Abril 2010	201004	Abril	2010	Hombres	1504	Indefinido	Aragón
Abril 2010	201004	Abril	2010	Mujeres	1395	Indefinido	Aragón
Abril 2010	201004	Abril	2010	Hombres	12479	Temporal	Aragón
Abril 2010	201004	Abril	2010	Mujeres	10678	Temporal	Aragón
Marzo 2010	201003	Marzo	2010	Hombres	1745	Indefinido	Aragón
Marzo 2010	201003	Marzo	2010	Mujeres	1624	Indefinido	Aragón
Marzo 2010	201003	Marzo	2010	Hombres	13358	Temporal	Aragón
Marzo 2010	201003	Marzo	2010	Mujeres	11556	Temporal	Aragón
Febrero 2010	201002	Febrero	2010	Hombres	1396	Indefinido	Aragón
Febrero 2010	201002	Febrero	2010	Mujeres	1295	Indefinido	Aragón
Febrero 2010	201002	Febrero	2010	Hombres	11789	Temporal	Aragón
Febrero 2010	201002	Febrero	2010	Mujeres	9917	Temporal	Aragón
Enero 2010	201001	Enero	2010	Hombres	1468	Indefinido	Aragón
Enero 2010	201001	Enero	2010	Mujeres	1278	Indefinido	Aragón
Enero 2010	201001	Enero	2010	Hombres	11632	Temporal	Aragón
Enero 2010	201001	Enero	2010	Mujeres	10337	Temporal	Aragón
Diciembre 2009	200912	Diciembre	2009	Hombres	1239	Indefinido	Aragón
Diciembre 2009	200912	Diciembre	2009	Mujeres	1202	Indefinido	Aragón
Diciembre 2009	200912	Diciembre	2009	Hombres	11857	Temporal	Aragón
Diciembre 2009	200912	Diciembre	2009	Mujeres	11681	Temporal	Aragón
Noviembre 2009	200911	Noviembre	2009	Hombres	1481	Indefinido	Aragón
Noviembre 2009	200911	Noviembre	2009	Mujeres	1355	Indefinido	Aragón
Noviembre 2009	200911	Noviembre	2009	Hombres	14406	Temporal	Aragón
Noviembre 2009	200911	Noviembre	2009	Mujeres	12755	Temporal	Aragón
Octubre 2009	200910	Octubre	2009	Hombres	1712	Indefinido	Aragón
Octubre 2009	200910	Octubre	2009	Mujeres	1797	Indefinido	Aragón
Octubre 2009	200910	Octubre	2009	Hombres	17358	Temporal	Aragón
Octubre 2009	200910	Octubre	2009	Mujeres	15710	Temporal	Aragón
Septiembre 2009	200909	Septiembre	2009	Hombres	1649	Indefinido	Aragón
Septiembre 2009	200909	Septiembre	2009	Mujeres	1986	Indefinido	Aragón
Septiembre 2009	200909	Septiembre	2009	Hombres	19592	Temporal	Aragón
Septiembre 2009	200909	Septiembre	2009	Mujeres	16406	Temporal	Aragón
Agosto 2009	200908	Agosto	2009	Hombres	1047	Indefinido	Aragón
Agosto 2009	200908	Agosto	2009	Mujeres	934	Indefinido	Aragón
Agosto 2009	200908	Agosto	2009	Hombres	14547	Temporal	Aragón
Agosto 2009	200908	Agosto	2009	Mujeres	11068	Temporal	Aragón
Julio 2009	200907	Julio	2009	Hombres	1609	Indefinido	Aragón
Julio 2009	200907	Julio	2009	Mujeres	1441	Indefinido	Aragón
Julio 2009	200907	Julio	2009	Hombres	19247	Temporal	Aragón
Julio 2009	200907	Julio	2009	Mujeres	16431	Temporal	Aragón
Junio 2009	200906	Junio	2009	Hombres	1773	Indefinido	Aragón
Junio 2009	200906	Junio	2009	Mujeres	1542	Indefinido	Aragón
Junio 2009	200906	Junio	2009	Hombres	19943	Temporal	Aragón
Junio 2009	200906	Junio	2009	Mujeres	16402	Temporal	Aragón
Mayo 2009	200905	Mayo	2009	Hombres	1813	Indefinido	Aragón
Mayo 2009	200905	Mayo	2009	Mujeres	1431	Indefinido	Aragón
Mayo 2009	200905	Mayo	2009	Hombres	17372	Temporal	Aragón
Mayo 2009	200905	Mayo	2009	Mujeres	12831	Temporal	Aragón
Abril 2009	200904	Abril	2009	Hombres	1563	Indefinido	Aragón
Abril 2009	200904	Abril	2009	Mujeres	1474	Indefinido	Aragón
Abril 2009	200904	Abril	2009	Hombres	12136	Temporal	Aragón
Abril 2009	200904	Abril	2009	Mujeres	10468	Temporal	Aragón
Marzo 2009	200903	Marzo	2009	Hombres	1734	Indefinido	Aragón
Marzo 2009	200903	Marzo	2009	Mujeres	1722	Indefinido	Aragón
Marzo 2009	200903	Marzo	2009	Hombres	11658	Temporal	Aragón
Marzo 2009	200903	Marzo	2009	Mujeres	10405	Temporal	Aragón
Febrero 2009	200902	Febrero	2009	Hombres	1745	Indefinido	Aragón
Febrero 2009	200902	Febrero	2009	Mujeres	1499	Indefinido	Aragón
Febrero 2009	200902	Febrero	2009	Hombres	10608	Temporal	Aragón
Febrero 2009	200902	Febrero	2009	Mujeres	9750	Temporal	Aragón
Enero 2009	200901	Enero	2009	Hombres	1889	Indefinido	Aragón
Enero 2009	200901	Enero	2009	Mujeres	1686	Indefinido	Aragón
Enero 2009	200901	Enero	2009	Hombres	10916	Temporal	Aragón
Enero 2009	200901	Enero	2009	Mujeres	11138	Temporal	Aragón
Diciembre 2008	200812	Diciembre	2008	Hombres	1522	Indefinido	Aragón
Diciembre 2008	200812	Diciembre	2008	Mujeres	1521	Indefinido	Aragón
Diciembre 2008	200812	Diciembre	2008	Hombres	9932	Temporal	Aragón
Diciembre 2008	200812	Diciembre	2008	Mujeres	11802	Temporal	Aragón
Noviembre 2008	200811	Noviembre	2008	Hombres	1689	Indefinido	Aragón
Noviembre 2008	200811	Noviembre	2008	Mujeres	1841	Indefinido	Aragón
Noviembre 2008	200811	Noviembre	2008	Hombres	12387	Temporal	Aragón
Noviembre 2008	200811	Noviembre	2008	Mujeres	12813	Temporal	Aragón
Octubre 2008	200810	Octubre	2008	Hombres	2537	Indefinido	Aragón
Octubre 2008	200810	Octubre	2008	Mujeres	2588	Indefinido	Aragón
Octubre 2008	200810	Octubre	2008	Hombres	17778	Temporal	Aragón
Octubre 2008	200810	Octubre	2008	Mujeres	17417	Temporal	Aragón
Septiembre 2008	200809	Septiembre	2008	Hombres	2563	Indefinido	Aragón
Septiembre 2008	200809	Septiembre	2008	Mujeres	2704	Indefinido	Aragón
Septiembre 2008	200809	Septiembre	2008	Hombres	20043	Temporal	Aragón
Septiembre 2008	200809	Septiembre	2008	Mujeres	18675	Temporal	Aragón
Agosto 2008	200808	Agosto	2008	Hombres	1636	Indefinido	Aragón
Agosto 2008	200808	Agosto	2008	Mujeres	1485	Indefinido	Aragón
Agosto 2008	200808	Agosto	2008	Hombres	15314	Temporal	Aragón
Agosto 2008	200808	Agosto	2008	Mujeres	12789	Temporal	Aragón
Julio 2008	200807	Julio	2008	Hombres	2442	Indefinido	Aragón
Julio 2008	200807	Julio	2008	Mujeres	2072	Indefinido	Aragón
Julio 2008	200807	Julio	2008	Hombres	23144	Temporal	Aragón
Julio 2008	200807	Julio	2008	Mujeres	20800	Temporal	Aragón
Junio 2008	200806	Junio	2008	Hombres	2502	Indefinido	Aragón
Junio 2008	200806	Junio	2008	Mujeres	2137	Indefinido	Aragón
Junio 2008	200806	Junio	2008	Hombres	22739	Temporal	Aragón
Junio 2008	200806	Junio	2008	Mujeres	20595	Temporal	Aragón
Mayo 2008	200805	Mayo	2008	Hombres	2541	Indefinido	Aragón
Mayo 2008	200805	Mayo	2008	Mujeres	2185	Indefinido	Aragón
Mayo 2008	200805	Mayo	2008	Hombres	22743	Temporal	Aragón
Mayo 2008	200805	Mayo	2008	Mujeres	18742	Temporal	Aragón
Abril 2008	200804	Abril	2008	Hombres	2989	Indefinido	Aragón
Abril 2008	200804	Abril	2008	Mujeres	2575	Indefinido	Aragón
Abril 2008	200804	Abril	2008	Hombres	19575	Temporal	Aragón
Abril 2008	200804	Abril	2008	Mujeres	15265	Temporal	Aragón
Marzo 2008	200803	Marzo	2008	Hombres	2785	Indefinido	Aragón
Marzo 2008	200803	Marzo	2008	Mujeres	2297	Indefinido	Aragón
Marzo 2008	200803	Marzo	2008	Hombres	16162	Temporal	Aragón
Marzo 2008	200803	Marzo	2008	Mujeres	13241	Temporal	Aragón
Febrero 2008	200802	Febrero	2008	Hombres	3145	Indefinido	Aragón
Febrero 2008	200802	Febrero	2008	Mujeres	2366	Indefinido	Aragón
Febrero 2008	200802	Febrero	2008	Hombres	18953	Temporal	Aragón
Febrero 2008	200802	Febrero	2008	Mujeres	14159	Temporal	Aragón
Enero 2008	200801	Enero	2008	Hombres	3146	Indefinido	Aragón
Enero 2008	200801	Enero	2008	Mujeres	2676	Indefinido	Aragón
Enero 2008	200801	Enero	2008	Hombres	19228	Temporal	Aragón
Enero 2008	200801	Enero	2008	Mujeres	15843	Temporal	Aragón
Diciembre 2007	200712	Diciembre	2007	Hombres	2137	Indefinido	Aragón
Diciembre 2007	200712	Diciembre	2007	Mujeres	1965	Indefinido	Aragón
Diciembre 2007	200712	Diciembre	2007	Hombres	13427	Temporal	Aragón
Diciembre 2007	200712	Diciembre	2007	Mujeres	13024	Temporal	Aragón
Noviembre 2007	200711	Noviembre	2007	Hombres	2507	Indefinido	Aragón
Noviembre 2007	200711	Noviembre	2007	Mujeres	2491	Indefinido	Aragón
Noviembre 2007	200711	Noviembre	2007	Hombres	18695	Temporal	Aragón
Noviembre 2007	200711	Noviembre	2007	Mujeres	16412	Temporal	Aragón
Octubre 2007	200710	Octubre	2007	Hombres	3164	Indefinido	Aragón
Octubre 2007	200710	Octubre	2007	Mujeres	3179	Indefinido	Aragón
Octubre 2007	200710	Octubre	2007	Hombres	24165	Temporal	Aragón
Octubre 2007	200710	Octubre	2007	Mujeres	21581	Temporal	Aragón
Septiembre 2007	200709	Septiembre	2007	Hombres	2914	Indefinido	Aragón
Septiembre 2007	200709	Septiembre	2007	Mujeres	2971	Indefinido	Aragón
Septiembre 2007	200709	Septiembre	2007	Hombres	21276	Temporal	Aragón
Septiembre 2007	200709	Septiembre	2007	Mujeres	17680	Temporal	Aragón
Agosto 2007	200708	Agosto	2007	Hombres	1895	Indefinido	Aragón
Agosto 2007	200708	Agosto	2007	Mujeres	1682	Indefinido	Aragón
Agosto 2007	200708	Agosto	2007	Hombres	18317	Temporal	Aragón
Agosto 2007	200708	Agosto	2007	Mujeres	13785	Temporal	Aragón
Julio 2007	200707	Julio	2007	Hombres	2776	Indefinido	Aragón
Julio 2007	200707	Julio	2007	Mujeres	2402	Indefinido	Aragón
Julio 2007	200707	Julio	2007	Hombres	23906	Temporal	Aragón
Julio 2007	200707	Julio	2007	Mujeres	20387	Temporal	Aragón
Junio 2007	200706	Junio	2007	Hombres	3040	Indefinido	Aragón
Junio 2007	200706	Junio	2007	Mujeres	2299	Indefinido	Aragón
Junio 2007	200706	Junio	2007	Hombres	22634	Temporal	Aragón
Junio 2007	200706	Junio	2007	Mujeres	18155	Temporal	Aragón
Mayo 2007	200705	Mayo	2007	Hombres	2953	Indefinido	Aragón
Mayo 2007	200705	Mayo	2007	Mujeres	2478	Indefinido	Aragón
Mayo 2007	200705	Mayo	2007	Hombres	23798	Temporal	Aragón
Mayo 2007	200705	Mayo	2007	Mujeres	18537	Temporal	Aragón
Abril 2007	200704	Abril	2007	Hombres	2418	Indefinido	Aragón
Abril 2007	200704	Abril	2007	Mujeres	2157	Indefinido	Aragón
Abril 2007	200704	Abril	2007	Hombres	17014	Temporal	Aragón
Abril 2007	200704	Abril	2007	Mujeres	13530	Temporal	Aragón
Marzo 2007	200703	Marzo	2007	Hombres	2641	Indefinido	Aragón
Marzo 2007	200703	Marzo	2007	Mujeres	2234	Indefinido	Aragón
Marzo 2007	200703	Marzo	2007	Hombres	18892	Temporal	Aragón
Marzo 2007	200703	Marzo	2007	Mujeres	14691	Temporal	Aragón
Febrero 2007	200702	Febrero	2007	Hombres	2587	Indefinido	Aragón
Febrero 2007	200702	Febrero	2007	Mujeres	2101	Indefinido	Aragón
Febrero 2007	200702	Febrero	2007	Hombres	17850	Temporal	Aragón
Febrero 2007	200702	Febrero	2007	Mujeres	13779	Temporal	Aragón
Enero 2007	200701	Enero	2007	Hombres	4386	Indefinido	Aragón
Enero 2007	200701	Enero	2007	Mujeres	3308	Indefinido	Aragón
Enero 2007	200701	Enero	2007	Hombres	18607	Temporal	Aragón
Enero 2007	200701	Enero	2007	Mujeres	15876	Temporal	Aragón
Diciembre 2006	200612	Diciembre	2006	Hombres	4764	Indefinido	Aragón
Diciembre 2006	200612	Diciembre	2006	Mujeres	3459	Indefinido	Aragón
Diciembre 2006	200612	Diciembre	2006	Hombres	13663	Temporal	Aragón
Diciembre 2006	200612	Diciembre	2006	Mujeres	13650	Temporal	Aragón
Noviembre 2006	200611	Noviembre	2006	Hombres	3609	Indefinido	Aragón
Noviembre 2006	200611	Noviembre	2006	Mujeres	3157	Indefinido	Aragón
Noviembre 2006	200611	Noviembre	2006	Hombres	19409	Temporal	Aragón
Noviembre 2006	200611	Noviembre	2006	Mujeres	17244	Temporal	Aragón
Octubre 2006	200610	Octubre	2006	Hombres	3399	Indefinido	Aragón
Octubre 2006	200610	Octubre	2006	Mujeres	3225	Indefinido	Aragón
Octubre 2006	200610	Octubre	2006	Hombres	21586	Temporal	Aragón
Octubre 2006	200610	Octubre	2006	Mujeres	19447	Temporal	Aragón
Septiembre 2006	200609	Septiembre	2006	Hombres	2980	Indefinido	Aragón
Septiembre 2006	200609	Septiembre	2006	Mujeres	2873	Indefinido	Aragón
Septiembre 2006	200609	Septiembre	2006	Hombres	21110	Temporal	Aragón
Septiembre 2006	200609	Septiembre	2006	Mujeres	18173	Temporal	Aragón
Agosto 2006	200608	Agosto	2006	Hombres	2187	Indefinido	Aragón
Agosto 2006	200608	Agosto	2006	Mujeres	1779	Indefinido	Aragón
Agosto 2006	200608	Agosto	2006	Hombres	18824	Temporal	Aragón
Agosto 2006	200608	Agosto	2006	Mujeres	14232	Temporal	Aragón
Julio 2006	200607	Julio	2006	Hombres	3007	Indefinido	Aragón
Julio 2006	200607	Julio	2006	Mujeres	2245	Indefinido	Aragón
Julio 2006	200607	Julio	2006	Hombres	23591	Temporal	Aragón
Julio 2006	200607	Julio	2006	Mujeres	19269	Temporal	Aragón
Junio 2006	200606	Junio	2006	Hombres	2391	Indefinido	Aragón
Junio 2006	200606	Junio	2006	Mujeres	1734	Indefinido	Aragón
Junio 2006	200606	Junio	2006	Hombres	24019	Temporal	Aragón
Junio 2006	200606	Junio	2006	Mujeres	18758	Temporal	Aragón
Mayo 2006	200605	Mayo	2006	Hombres	2649	Indefinido	Aragón
Mayo 2006	200605	Mayo	2006	Mujeres	1927	Indefinido	Aragón
Mayo 2006	200605	Mayo	2006	Hombres	24595	Temporal	Aragón
Mayo 2006	200605	Mayo	2006	Mujeres	17831	Temporal	Aragón
Abril 2006	200604	Abril	2006	Hombres	2253	Indefinido	Aragón
Abril 2006	200604	Abril	2006	Mujeres	1881	Indefinido	Aragón
Abril 2006	200604	Abril	2006	Hombres	15585	Temporal	Aragón
Abril 2006	200604	Abril	2006	Mujeres	12606	Temporal	Aragón
Marzo 2006	200603	Marzo	2006	Hombres	2846	Indefinido	Aragón
Marzo 2006	200603	Marzo	2006	Mujeres	2269	Indefinido	Aragón
Marzo 2006	200603	Marzo	2006	Hombres	18483	Temporal	Aragón
Marzo 2006	200603	Marzo	2006	Mujeres	14317	Temporal	Aragón
Febrero 2006	200602	Febrero	2006	Hombres	2705	Indefinido	Aragón
Febrero 2006	200602	Febrero	2006	Mujeres	2057	Indefinido	Aragón
Febrero 2006	200602	Febrero	2006	Hombres	17032	Temporal	Aragón
Febrero 2006	200602	Febrero	2006	Mujeres	13485	Temporal	Aragón
Enero 2006	200601	Enero	2006	Hombres	2620	Indefinido	Aragón
Enero 2006	200601	Enero	2006	Mujeres	1975	Indefinido	Aragón
Enero 2006	200601	Enero	2006	Hombres	17287	Temporal	Aragón
Enero 2006	200601	Enero	2006	Mujeres	13851	Temporal	Aragón
Diciembre 2005	200512	Diciembre	2005	Hombres	1591	Indefinido	Aragón
Diciembre 2005	200512	Diciembre	2005	Mujeres	1406	Indefinido	Aragón
Diciembre 2005	200512	Diciembre	2005	Hombres	14081	Temporal	Aragón
Diciembre 2005	200512	Diciembre	2005	Mujeres	13752	Temporal	Aragón
Noviembre 2005	200511	Noviembre	2005	Hombres	1890	Indefinido	Aragón
Noviembre 2005	200511	Noviembre	2005	Mujeres	1672	Indefinido	Aragón
Noviembre 2005	200511	Noviembre	2005	Hombres	18224	Temporal	Aragón
Noviembre 2005	200511	Noviembre	2005	Mujeres	15321	Temporal	Aragón
Octubre 2005	200510	Octubre	2005	Hombres	2000	Indefinido	Aragón
Octubre 2005	200510	Octubre	2005	Mujeres	2055	Indefinido	Aragón
Octubre 2005	200510	Octubre	2005	Hombres	18265	Temporal	Aragón
Octubre 2005	200510	Octubre	2005	Mujeres	16792	Temporal	Aragón
Septiembre 2005	200509	Septiembre	2005	Hombres	2091	Indefinido	Aragón
Septiembre 2005	200509	Septiembre	2005	Mujeres	1996	Indefinido	Aragón
Septiembre 2005	200509	Septiembre	2005	Hombres	21566	Temporal	Aragón
Septiembre 2005	200509	Septiembre	2005	Mujeres	18464	Temporal	Aragón
Agosto 2005	200508	Agosto	2005	Hombres	1426	Indefinido	Aragón
Agosto 2005	200508	Agosto	2005	Mujeres	1149	Indefinido	Aragón
Agosto 2005	200508	Agosto	2005	Hombres	18536	Temporal	Aragón
Agosto 2005	200508	Agosto	2005	Mujeres	13695	Temporal	Aragón
Julio 2005	200507	Julio	2005	Hombres	1889	Indefinido	Aragón
Julio 2005	200507	Julio	2005	Mujeres	1471	Indefinido	Aragón
Julio 2005	200507	Julio	2005	Hombres	22454	Temporal	Aragón
Julio 2005	200507	Julio	2005	Mujeres	18065	Temporal	Aragón
Junio 2005	200506	Junio	2005	Hombres	2413	Indefinido	Aragón
Junio 2005	200506	Junio	2005	Mujeres	1842	Indefinido	Aragón
Junio 2005	200506	Junio	2005	Hombres	23885	Temporal	Aragón
Junio 2005	200506	Junio	2005	Mujeres	17661	Temporal	Aragón
Mayo 2005	200505	Mayo	2005	Hombres	2121	Indefinido	Aragón
Mayo 2005	200505	Mayo	2005	Mujeres	1635	Indefinido	Aragón
Mayo 2005	200505	Mayo	2005	Hombres	21732	Temporal	Aragón
Mayo 2005	200505	Mayo	2005	Mujeres	15857	Temporal	Aragón
