Año	Código del municipio	Nombre del municipio	Número total de explotaciones	Explotaciones sin tierras	Explotaciones con tierras labranza, pastos y otras	Explotaciones con tierras labranza y pastos	Explotaciones con tierras labranza y otras	Explotaciones con sólo tierras labranza	Explotaciones con pastos y otras tierras	Explotaciones con sólo pastos	Explotaciones con sólo otras tierras	Explotaciones con tierras
1999	22084	Castejón de Sos	23	0	11	0	0	0	10	1	1	23
1999	22085	Castelflorite	60	0	8	1	31	17	0	0	3	60
1999	22086	Castiello de Jaca	16	1	3	5	0	4	1	1	1	15
1999	22087	Castigaleu	20	0	5	0	13	0	0	0	2	20
1999	22088	Castillazuelo	76	0	1	2	52	6	0	1	14	76
1999	22089	Castillonroy	94	3	4	0	70	10	0	0	7	91
1999	22090	Colungo	59	0	1	32	10	9	0	2	5	59
1999	22094	Chalamera	42	3	0	0	14	22	0	0	3	39
1999	22095	Chía	15	0	13	0	0	0	2	0	0	15
1999	22096	Chimillas	14	0	0	0	11	2	0	0	1	14
1999	22099	Esplús	180	4	1	1	54	106	0	0	14	176
1999	22102	Estada	42	0	0	1	29	8	0	0	4	42
1999	22103	Estadilla	172	7	3	0	94	58	2	0	8	165
1999	22105	Estopiñán del Castillo	96	0	5	0	73	5	0	0	13	96
1999	22106	Fago	5	0	1	0	0	0	4	0	0	5
1999	22107	Fanlo	13	0	4	1	1	0	1	3	3	13
1999	22109	Fiscal	42	0	27	1	1	0	10	0	3	42
1999	22110	Fonz	237	13	3	6	75	123	2	0	15	224
1999	22111	Foradada del Toscar	56	0	33	2	7	2	10	1	1	56
1999	22112	Fraga	1186	5	8	3	682	398	3	1	86	1181
1999	22113	Fueva (La)	159	5	34	0	83	7	6	0	24	154
1999	22114	Gistaín	54	1	0	0	0	0	23	30	0	53
1999	22115	Grado (El)	154	0	2	2	102	22	0	0	26	154
1999	22116	Grañén	282	9	13	2	117	113	1	0	27	273
1999	22117	Graus	333	9	36	6	211	23	2	0	46	324
1999	22119	Gurrea de Gállego	306	10	3	1	128	153	0	0	11	296
1999	22122	Hoz de Jaca	11	0	0	5	0	0	1	4	1	11
1999	22124	Huerto	108	1	0	1	72	26	2	0	6	107
1999	22125	Huesca	379	10	19	16	150	156	5	1	22	369
1999	22126	Ibieca	22	0	1	2	16	1	0	0	2	22
1999	22127	Igriés	43	0	1	0	18	17	1	1	5	43
1999	22128	Ilche	102	2	5	6	59	27	1	0	2	100
1999	22129	Isábena	89	3	33	1	19	3	8	1	21	86
1999	22130	Jaca	274	8	106	33	64	31	8	2	22	266
1999	22131	Jasa	12	0	7	2	0	0	0	2	1	12
1999	22133	Labuerda	12	0	4	1	4	0	0	0	3	12
1999	22135	Laluenga	75	1	2	0	47	19	1	0	5	74
1999	22136	Lalueza	232	2	3	1	109	109	0	0	8	230
1999	22137	Lanaja	313	1	5	17	65	203	1	0	21	312
1999	22139	Laperdiguera	22	0	0	0	18	3	0	0	1	22
1999	22141	Lascellas-Ponzano	68	0	1	0	46	11	0	0	10	68
1999	22142	Lascuarre	34	0	5	1	23	0	0	0	5	34
1999	22143	Laspaúles	60	4	33	3	1	0	15	3	1	56
1999	22144	Laspuña	31	1	8	7	11	1	2	0	1	30
1999	22149	Loarre	120	0	3	6	85	17	0	1	8	120
1999	22150	Loporzano	197	4	10	4	114	41	2	2	20	193
1999	22151	Loscorrales	44	1	1	0	31	9	1	0	1	43
1999	22155	Monesma y Cajigar	40	2	12	1	16	3	0	0	6	38
1999	22156	Monflorite-Lascasas	52	2	5	1	18	20	1	1	4	50
1999	22157	Montanuy	94	3	50	7	1	2	23	7	1	91
1999	22158	Monzón	715	31	11	5	360	279	0	1	28	684
1999	22160	Naval	47	0	17	3	16	1	2	1	7	47
1999	22162	Novales	37	0	1	0	23	9	0	0	4	37
1999	22163	Nueno	85	0	21	16	11	26	1	1	9	85
1999	22164	Olvena	25	0	3	0	17	0	1	0	4	25
1999	22165	Ontiñena	152	3	8	1	82	50	1	1	6	149
1999	22167	Osso de Cinca	169	2	4	1	101	43	0	0	18	167
1999	22168	Palo	14	0	4	0	7	0	0	0	3	14
1999	22170	Panticosa	29	1	2	9	1	1	2	11	2	28
1999	22172	Peñalba	131	5	2	1	52	69	0	0	2	126
1999	22173	Peñas de Riglos (Las)	71	2	10	0	46	6	2	1	4	69
1999	22174	Peralta de Alcofea	182	6	11	15	58	87	2	1	2	176
1999	22175	Peralta de Calasanz	162	1	4	2	113	26	0	0	16	161
1999	22176	Peraltilla	57	1	1	0	39	4	0	1	11	56
1999	22177	Perarrúa	33	1	5	1	17	3	0	0	6	32
1999	22178	Pertusa	42	0	5	0	20	8	1	0	8	42
1999	22181	Piracés	49	3	1	1	19	8	0	0	17	46
1999	22182	Plan	71	0	5	2	0	0	12	52	0	71
1999	22184	Poleñino	79	3	0	4	17	51	1	1	2	76
1999	22186	Pozán de Vero	84	0	10	8	45	12	3	1	5	84
1999	22187	Puebla de Castro (La)	61	1	4	0	36	10	0	0	10	60
1999	22188	Puente de Montañana	16	0	1	0	10	0	0	0	5	16
1999	22189	Puértolas	38	2	10	1	5	2	8	0	10	36
1999	22190	Pueyo de Araguás (El)	34	0	20	1	7	1	3	0	2	34
1999	22193	Pueyo de Santa Cruz	48	0	0	0	24	20	1	0	3	48
1999	22195	Quicena	12	0	3	1	2	2	0	1	3	12
1999	22197	Robres	170	2	2	2	105	36	0	0	23	168
1999	22199	Sabiñánigo	207	7	66	10	66	14	14	6	24	200
1999	22200	Sahún	41	1	24	1	0	0	6	8	1	40
1999	22201	Salas Altas	123	1	0	1	86	28	0	0	7	122
1999	22202	Salas Bajas	61	0	1	0	47	7	0	0	6	61
1999	22203	Salillas	34	0	0	0	25	1	0	0	8	34
1999	22204	Sallent de Gállego	92	8	4	45	0	0	7	26	2	84
1999	22205	San Esteban de Litera	289	10	2	4	105	154	0	2	12	279
1999	22206	Sangarrén	66	0	1	3	28	29	0	0	5	66
1999	22207	San Juan de Plan	41	0	6	0	0	0	18	17	0	41
1999	22208	Santa Cilia	27	0	6	2	13	4	0	0	2	27
1999	22209	Santa Cruz de la Serós	20	0	5	6	5	1	2	0	1	20
1999	22212	Santaliestra y San Quílez	19	0	1	0	11	0	0	0	7	19
1999	22213	Sariñena	440	8	4	2	201	204	0	1	20	432
1999	22214	Secastilla	36	0	3	3	27	1	0	0	2	36
1999	22215	Seira	26	0	17	0	0	1	8	0	0	26
1999	22217	Sena	155	5	4	5	57	81	0	0	3	150
1999	22218	Senés de Alcubierre	22	1	2	1	10	7	0	0	1	21
1999	22220	Sesa	63	0	3	0	51	2	0	0	7	63
1999	22221	Sesué	14	0	4	5	0	0	1	4	0	14
1999	22222	Siétamo	98	1	9	4	46	31	1	0	6	97
1999	22223	Sopeira	26	3	4	1	11	0	0	2	5	23
1999	22225	Tamarite de Litera	535	18	7	1	379	103	1	0	26	517
1999	22226	Tardienta	145	2	2	0	55	76	0	0	10	143
1999	22227	Tella-Sin	18	0	0	1	0	0	8	8	1	18
1999	22228	Tierz	26	1	0	1	4	18	0	0	2	25
1999	22229	Tolva	72	2	5	1	40	8	0	1	15	70
1999	22230	Torla-Ordesa	44	0	9	0	0	0	28	5	2	44
1999	22232	Torralba de Aragón	44	2	3	0	24	9	2	0	4	42
1999	22233	Torre la Ribera	58	1	10	5	5	0	11	0	26	57
1999	22234	Torrente de Cinca	133	0	3	1	41	76	0	2	10	133
1999	22235	Torres de Alcanadre	39	0	0	0	21	5	0	0	13	39
1999	22236	Torres de Barbués	57	2	0	0	12	36	2	0	5	55
1999	22239	Tramaced	35	0	0	0	24	5	0	0	6	35
1999	22242	Valfarta	43	1	1	3	17	20	0	0	1	42
1999	22243	Valle de Bardají	18	0	6	0	6	0	0	0	6	18
1999	22244	Valle de Lierp	17	0	1	0	11	0	1	2	2	17
1999	22245	Velilla de Cinca	81	0	2	3	32	29	3	1	11	81
1999	22246	Beranuy	65	1	22	0	5	2	12	0	23	64
1999	22247	Viacamp y Litera	32	0	2	1	17	0	0	1	11	32
1999	22248	Vicién	12	0	1	0	9	1	0	0	1	12
1999	22249	Villanova	11	1	5	0	0	0	5	0	0	10
1999	22250	Villanúa	11	0	4	1	0	5	1	0	0	11
1999	22251	Villanueva de Sigena	125	5	2	0	58	55	0	0	5	120
1999	22252	Yebra de Basa	25	0	15	2	1	2	1	1	3	25
1999	22253	Yésero	9	1	3	0	0	0	4	1	0	8
1999	22254	Zaidín	377	4	3	2	267	82	0	0	19	373
1999	22901	Valle de Hecho	93	0	62	13	2	0	12	4	0	93
1999	22902	Puente la Reina de Jaca	52	0	34	0	10	2	4	0	2	52
1999	22903	San Miguel del Cinca	217	5	5	3	96	103	2	0	3	212
1999	22904	Sotonera (La)	354	1	11	4	174	147	1	0	16	353
1999	22905	Lupiñén-Ortilla	79	1	2	2	49	21	0	0	4	78
1999	22906	Santa María de Dulcis	83	1	1	36	13	25	0	0	7	82
1999	22907	Aínsa-Sobrarbe	150	0	62	2	58	12	1	1	14	150
1999	22908	Hoz y Costeán	131	4	19	7	67	20	0	0	14	127
1999	22909	Vencillón	111	5	0	1	69	15	0	1	20	106
1999	44001	Ababuj	27	2	7	1	12	1	2	0	2	25
1999	44002	Abejuela	15	1	0	0	6	5	2	0	1	14
1999	44003	Aguatón	10	0	0	0	2	5	2	0	1	10
1999	44004	Aguaviva	95	5	1	2	37	36	0	0	14	90
1999	44005	Aguilar del Alfambra	25	2	13	1	7	0	2	0	0	23
1999	44006	Alacón	121	6	0	0	13	96	0	0	6	115
1999	44007	Alba	72	1	5	0	44	17	0	0	5	71
1999	44008	Albalate del Arzobispo	536	7	1	1	146	353	1	1	26	529
1999	44009	Albarracín	85	5	7	2	34	16	14	1	6	80
1999	44010	Albentosa	53	1	7	3	19	12	4	0	7	52
1999	44011	Alcaine	12	4	0	0	2	2	2	0	2	8
1999	44012	Alcalá de la Selva	49	6	12	6	5	3	8	3	6	43
1999	44013	Alcañiz	928	11	21	7	346	482	4	2	55	917
1999	44014	Alcorisa	525	5	2	3	257	235	0	0	23	520
1999	44016	Alfambra	161	12	2	1	89	39	2	0	16	149
1999	44017	Aliaga	80	3	21	5	15	12	7	0	17	77
1999	44018	Almohaja	6	0	0	0	2	2	1	0	1	6
1999	44019	Alobras	16	0	0	0	2	12	1	0	1	16
1999	44020	Alpeñés	14	0	0	0	1	9	0	1	3	14
1999	44021	Allepuz	53	3	7	15	6	7	4	5	6	50
1999	44022	Alloza	303	1	4	3	166	108	1	1	19	302
1999	44023	Allueva	3	0	0	0	1	0	0	0	2	3
1999	44024	Anadón	6	0	1	0	3	0	1	0	1	6
1999	44025	Andorra	502	5	1	0	289	194	0	0	13	497
1999	44026	Arcos de las Salinas	21	1	2	2	8	5	2	0	1	20
1999	44027	Arens de Lledó	81	3	0	0	75	1	0	0	2	78
1999	44028	Argente	80	0	0	0	5	73	1	0	1	80
1999	44029	Ariño	94	2	0	1	45	37	0	0	9	92
1999	44031	Azaila	61	1	0	0	38	20	0	1	1	60
1999	44032	Bádenas	9	0	0	0	3	3	0	0	3	9
1999	44033	Báguena	195	4	3	0	131	49	1	0	7	191
1999	44034	Bañón	42	0	4	2	18	14	1	0	3	42
1999	44035	Barrachina	28	1	7	0	9	6	2	0	3	27
1999	44036	Bea	9	0	0	1	2	2	1	0	3	9
1999	44037	Beceite	105	2	0	0	90	3	0	1	9	103
1999	44038	Belmonte de San José	96	0	19	5	32	10	11	0	19	96
1999	44039	Bello	116	2	6	1	87	16	2	0	2	114
1999	44040	Berge	84	0	0	0	56	25	1	0	2	84
1999	44041	Bezas	9	2	0	0	4	1	1	0	1	7
1999	44042	Blancas	48	0	1	0	22	23	2	0	0	48
1999	44043	Blesa	56	2	1	4	12	33	0	0	4	54
1999	44044	Bordón	26	0	1	1	4	10	2	0	8	26
1999	44045	Bronchales	24	4	1	0	15	2	1	0	1	20
1999	44046	Bueña	39	0	0	0	27	8	0	0	4	39
1999	44047	Burbáguena	137	4	8	24	67	20	2	0	12	133
1999	44048	Cabra de Mora	20	1	7	2	5	3	2	0	0	19
1999	44049	Calaceite	304	2	63	0	192	24	0	0	23	302
1999	44050	Calamocha	434	16	23	10	236	99	2	3	45	418
1999	44051	Calanda	477	8	13	2	106	311	0	2	35	469
1999	44052	Calomarde	11	0	1	1	3	3	0	1	2	11
1999	44053	Camañas	46	3	1	0	2	39	1	0	0	43
1999	44054	Camarena de la Sierra	12	0	2	7	0	2	1	0	0	12
1999	44055	Camarillas	32	2	2	0	16	7	1	0	4	30
1999	44056	Caminreal	173	5	2	0	62	84	1	0	19	168
1999	44059	Cantavieja	125	8	35	17	17	3	19	4	22	117
1999	44060	Cañada de Benatanduz	24	0	2	10	0	4	0	6	2	24
1999	44061	Cañada de Verich (La)	20	1	1	0	13	2	0	0	3	19
1999	44062	Cañada Vellida	31	5	3	0	18	2	1	1	1	26
1999	44063	Cañizar del Olivar	17	0	0	0	8	5	0	0	4	17
1999	44064	Cascante del Río	25	0	4	2	6	8	1	0	4	25
1999	44065	Castejón de Tornos	39	0	2	1	24	9	1	0	2	39
1999	44066	Castel de Cabra	33	5	1	9	2	8	1	6	1	28
1999	44067	Castelnou	28	0	0	0	21	4	0	1	2	28
1999	44068	Castelserás	119	1	3	0	63	38	0	1	13	118
1999	44070	Castellar (El)	24	3	2	11	4	1	1	2	0	21
1999	44071	Castellote	260	2	16	8	138	63	1	0	32	258
1999	44074	Cedrillas	95	8	2	24	8	46	5	1	1	87
1999	44075	Celadas	117	5	2	3	74	31	1	0	1	112
1999	44076	Cella	379	5	6	0	103	257	1	0	7	374
1999	44077	Cerollera (La)	59	1	0	0	18	2	0	0	38	58
1999	44080	Codoñera (La)	67	0	1	0	32	27	1	0	6	67
1999	44082	Corbalán	27	0	1	5	0	17	2	1	1	27
1999	44084	Cortes de Aragón	20	0	0	0	9	9	0	1	1	20
1999	44085	Cosa	30	1	1	6	8	12	0	0	2	29
1999	44086	Cretas	203	5	4	0	153	29	0	0	12	198
1999	44087	Crivillén	33	0	1	2	10	14	0	0	6	33
1999	44088	Cuba (La)	20	3	1	0	6	6	0	2	2	17
1999	44089	Cubla	20	1	2	0	12	2	0	1	2	19
1999	44090	Cucalón	22	2	1	2	7	8	0	0	2	20
1999	44092	Cuervo (El)	20	0	0	0	14	4	0	0	2	20
1999	44093	Cuevas de Almudén	31	1	2	0	17	7	1	0	3	30
1999	44094	Cuevas Labradas	36	0	3	3	6	19	1	0	4	36
1999	44096	Ejulve	40	1	4	0	15	11	2	1	6	39
1999	44097	Escorihuela	69	3	1	0	40	20	1	0	4	66
1999	44099	Escucha	36	7	0	3	18	3	0	0	5	29
1999	44100	Estercuel	55	1	1	0	35	14	0	1	3	54
1999	44101	Ferreruela de Huerva	40	1	1	0	10	27	1	0	0	39
1999	44102	Fonfría	12	0	3	0	6	0	1	0	2	12
1999	44103	Formiche Alto	37	3	10	2	9	0	9	1	3	34
1999	44105	Fórnoles	80	0	1	0	62	5	0	0	12	80
1999	44106	Fortanete	72	2	20	3	21	3	4	4	15	70
1999	44107	Foz-Calanda	96	3	4	5	42	33	0	0	9	93
1999	44108	Fresneda (La)	167	5	4	1	123	17	0	0	17	162
1999	44109	Frías de Albarracín	21	7	0	0	6	6	1	0	1	14
1999	44110	Fuenferrada	20	1	0	3	2	11	0	0	3	19
1999	44111	Fuentes Calientes	40	6	0	0	6	27	0	0	1	34
1999	44112	Fuentes Claras	168	12	23	3	79	26	2	2	21	156
1999	44113	Fuentes de Rubielos	14	0	3	0	3	0	2	0	6	14
1999	44114	Fuentespalda	89	0	5	0	67	0	1	1	15	89
1999	44115	Galve	40	4	9	0	24	1	1	0	1	36
1999	44116	Gargallo	20	0	0	1	11	5	2	0	1	20
1999	44117	Gea de Albarracín	47	2	1	0	29	9	1	0	5	45
1999	44118	Ginebrosa (La)	94	2	3	4	51	28	1	0	5	92
1999	44119	Griegos	22	5	0	0	4	9	1	0	3	17
1999	44120	Guadalaviar	41	13	0	4	1	12	1	9	1	28
1999	44121	Gúdar	21	5	3	6	1	0	1	3	2	16
1999	44122	Híjar	254	8	2	0	133	86	1	0	24	246
1999	44123	Hinojosa de Jarque	53	4	5	3	23	15	1	1	1	49
1999	44124	Hoz de la Vieja (La)	30	2	0	0	21	4	0	2	1	28
1999	44125	Huesa del Común	29	1	0	1	6	13	2	1	5	28
1999	44126	Iglesuela del Cid (La)	31	0	15	4	3	1	3	1	4	31
1999	44127	Jabaloyas	15	2	0	1	3	7	1	0	1	13
1999	44128	Jarque de la Val	34	2	0	0	20	9	0	0	3	32
1999	44129	Jatiel	11	0	0	0	10	1	0	0	0	11
1999	44130	Jorcas	15	1	3	1	6	2	0	0	2	14
1999	44131	Josa	8	2	1	0	0	1	0	1	3	6
1999	44132	Lagueruela	26	1	0	0	13	10	1	0	1	25
1999	44133	Lanzuela	19	2	0	0	12	2	1	0	2	17
1999	44135	Libros	72	0	22	3	35	7	1	0	4	72
1999	44136	Lidón	32	0	4	2	13	11	1	0	1	32
1999	44137	Linares de Mora	54	1	20	2	9	4	6	8	4	53
1999	44138	Loscos	56	3	6	0	32	13	1	0	1	53
1999	44141	Lledó	55	1	1	0	41	5	0	0	7	54
1999	44142	Maicas	6	1	0	0	3	0	0	1	1	5
1999	44143	Manzanera	83	3	7	0	52	1	0	1	19	80
1999	44144	Martín del Río	49	7	3	4	25	4	0	0	6	42
1999	44145	Mas de las Matas	156	7	6	0	81	40	0	0	22	149
1999	44146	Mata de los Olmos (La)	39	1	0	0	26	7	0	0	5	38
1999	44147	Mazaleón	179	5	1	1	73	92	2	0	5	174
1999	44148	Mezquita de Jarque	29	1	1	0	18	7	1	0	1	28
1999	44149	Mirambel	39	6	16	4	5	2	2	2	2	33
1999	44150	Miravete de la Sierra	20	1	5	3	1	4	1	2	3	19
1999	44151	Molinos	101	0	15	2	60	17	1	0	6	101
1999	44152	Monforte de Moyuela	37	0	9	3	8	11	1	0	5	37
1999	44153	Monreal del Campo	234	8	2	5	70	143	1	0	5	226
1999	44154	Monroyo	146	2	3	1	80	9	0	0	51	144
1999	44155	Montalbán	28	4	5	2	5	4	3	1	4	24
1999	44156	Monteagudo del Castillo	28	1	3	6	4	9	1	2	2	27
1999	44157	Monterde de Albarracín	16	1	0	0	8	4	1	1	1	15
1999	44158	Mora de Rubielos	139	5	11	12	45	34	6	2	24	134
1999	44159	Moscardón	12	3	0	0	4	3	0	1	1	9
1999	44160	Mosqueruela	119	9	41	17	27	6	5	5	9	110
1999	44161	Muniesa	179	3	1	2	15	152	0	0	6	176
1999	44163	Noguera de Albarracín	21	1	2	0	10	5	1	0	2	20
1999	44164	Nogueras	15	0	1	1	4	2	0	0	7	15
1999	44165	Nogueruelas	32	5	1	1	9	13	1	0	2	27
1999	44167	Obón	25	1	0	0	6	13	1	0	4	24
1999	44168	Odón	85	4	0	0	63	13	1	1	3	81
1999	44169	Ojos Negros	71	7	6	20	19	16	1	1	1	64
1999	44171	Olba	11	0	1	1	3	2	1	0	3	11
1999	44172	Oliete	166	0	1	1	44	106	0	0	14	166
1999	44173	Olmos (Los)	62	0	4	3	41	9	0	0	5	62
1999	44174	Orihuela del Tremedal	25	8	0	0	0	16	1	0	0	17
1999	44175	Orrios	56	2	0	0	40	12	1	0	1	54
1999	44176	Palomar de Arroyos	23	6	0	5	2	6	1	2	1	17
1999	44177	Pancrudo	55	2	1	2	9	36	0	1	4	53
1999	44178	Parras de Castellote (Las)	41	0	2	0	19	13	0	0	7	41
1999	44179	Peñarroya de Tastavins	159	11	4	0	108	8	2	0	26	148
1999	44180	Peracense	19	1	3	0	10	1	1	0	3	18
1999	44181	Peralejos	19	0	0	0	5	12	0	0	2	19
1999	44182	Perales del Alfambra	70	2	2	0	36	23	1	0	6	68
1999	44183	Pitarque	27	0	2	8	4	0	1	7	5	27
1999	44184	Plou	11	0	1	0	2	7	0	0	1	11
1999	44185	Pobo (El)	48	4	8	9	13	11	1	0	2	44
1999	44187	Portellada (La)	108	2	2	0	94	5	1	0	4	106
1999	44189	Pozondón	19	0	0	0	12	6	1	0	0	19
1999	44190	Pozuel del Campo	25	0	1	0	16	6	1	0	1	25
1999	44191	Puebla de Híjar (La)	171	12	1	1	88	54	0	0	15	159
1999	44192	Puebla de Valverde (La)	112	5	17	8	44	23	1	3	11	107
1999	44193	Puertomingalvo	39	0	21	1	8	2	4	0	3	39
1999	44194	Ráfales	84	1	0	0	63	3	0	0	17	83
1999	44195	Rillo	32	3	0	0	1	24	1	0	3	29
1999	44196	Riodeva	44	0	4	1	30	2	1	2	4	44
1999	44197	Ródenas	17	0	1	0	8	6	1	0	1	17
1999	44198	Royuela	26	3	2	0	13	7	1	0	0	23
1999	44199	Rubiales	4	0	0	0	3	0	1	0	0	4
1999	44200	Rubielos de la Cérida	12	0	0	0	2	9	1	0	0	12
1999	44201	Rubielos de Mora	63	2	3	5	18	10	2	2	21	61
1999	44203	Salcedillo	2	0	0	1	0	0	0	0	1	2
1999	44204	Saldón	7	1	0	0	0	5	1	0	0	6
1999	44205	Samper de Calanda	196	5	4	1	115	60	1	2	8	191
1999	44206	San Agustín	50	3	2	3	24	11	1	0	6	47
1999	44207	San Martín del Río	141	1	9	6	82	31	1	1	10	140
1999	44208	Santa Cruz de Nogueras	8	0	0	0	5	2	0	0	1	8
1999	44209	Santa Eulalia	144	2	1	2	25	112	1	0	1	142
1999	44210	Sarrión	184	1	23	16	88	35	3	4	14	183
1999	44211	Segura de los Baños	21	1	0	2	4	11	0	0	3	20
1999	44212	Seno	21	0	3	0	13	4	0	0	1	21
1999	44213	Singra	40	1	0	1	19	12	0	0	7	39
1999	44215	Terriente	33	1	1	0	15	13	2	0	1	32
1999	44216	Teruel	395	17	32	6	220	72	7	3	38	378
1999	44217	Toril y Masegoso	12	0	0	0	5	5	2	0	0	12
1999	44218	Tormón	4	0	0	0	3	0	0	0	1	4
1999	44219	Tornos	107	2	1	2	54	46	1	0	1	105
1999	44220	Torralba de los Sisones	75	2	0	1	44	18	2	0	8	73
1999	44221	Torrecilla de Alcañiz	89	3	1	1	46	31	0	0	7	86
1999	44222	Torrecilla del Rebollar	46	1	8	1	19	12	1	0	4	45
1999	44223	Torre de Arcas	38	0	0	0	21	0	0	0	17	38
1999	44224	Torre de las Arcas	14	3	0	1	1	3	0	5	1	11
1999	44225	Torre del Compte	55	0	0	0	42	4	0	0	9	55
1999	44226	Torrelacárcel	68	1	0	1	18	46	1	0	1	67
1999	44227	Torre los Negros	24	0	7	3	8	3	1	0	2	24
1999	44228	Torremocha de Jiloca	37	1	0	0	11	24	1	0	0	36
1999	44229	Torres de Albarracín	25	0	1	0	11	11	0	1	1	25
1999	44230	Torrevelilla	74	1	0	0	47	10	0	0	16	73
1999	44231	Torrijas	11	1	0	0	2	6	1	0	1	10
1999	44232	Torrijo del Campo	140	5	0	0	108	9	1	0	17	135
1999	44234	Tramacastiel	36	0	14	0	17	1	1	0	3	36
1999	44235	Tramacastilla	18	1	0	0	7	8	0	1	1	17
1999	44236	Tronchón	27	1	10	2	4	1	2	3	4	26
1999	44237	Urrea de Gaén	137	11	0	0	61	63	1	0	1	126
1999	44238	Utrillas	19	2	3	0	7	2	1	0	4	17
1999	44239	Valacloche	9	0	4	1	3	0	1	0	0	9
1999	44240	Valbona	37	1	2	2	14	12	1	0	5	36
1999	44241	Valdealgorfa	185	0	0	0	30	143	1	0	11	185
1999	44243	Valdecuenca	2	0	0	0	1	0	0	0	1	2
1999	44244	Valdelinares	20	0	4	3	1	0	7	4	1	20
1999	44245	Valdeltormo	54	2	0	1	41	7	0	0	3	52
1999	44246	Valderrobres	414	11	9	0	292	35	1	1	65	403
1999	44247	Valjunquera	116	1	1	1	71	37	0	0	5	115
1999	44249	Vallecillo (El)	3	1	0	0	0	0	1	0	1	2
1999	44250	Veguillas de la Sierra	8	0	0	0	0	7	0	0	1	8
1999	44251	Villafranca del Campo	77	2	0	0	24	48	1	0	2	75
1999	44252	Villahermosa del Campo	37	1	0	0	10	24	0	0	2	36
1999	44256	Villanueva del Rebollar de la Sierra	16	0	0	4	1	9	0	0	2	16
1999	44257	Villar del Cobo	33	3	3	11	2	7	2	4	1	30
1999	44258	Villar del Salz	15	0	1	1	6	4	1	1	1	15
1999	44260	Villarluengo	55	2	2	27	2	1	4	10	7	53
1999	44261	Villarquemado	178	9	1	1	57	104	1	0	5	169
1999	44262	Villarroya de los Pinares	37	4	4	11	2	10	3	1	2	33
1999	44263	Villastar	55	2	0	0	41	4	1	1	6	53
1999	44264	Villel	47	0	2	1	30	3	3	1	7	47
1999	44265	Vinaceite	81	3	1	2	37	37	0	1	0	78
1999	44266	Visiedo	61	3	3	0	18	33	2	0	2	58
1999	44267	Vivel del Río Martín	20	0	0	1	4	13	0	0	2	20
1999	44268	Zoma (La)	7	1	0	0	2	2	0	0	2	6
1999	50001	Abanto	31	3	3	1	8	12	1	0	3	28
1999	50002	Acered	108	2	0	6	25	63	2	0	10	106
1999	50003	Agón	61	1	3	3	24	27	0	0	3	60
1999	50004	Aguarón	328	2	1	1	133	145	2	0	44	326
1999	50005	Aguilón	85	2	2	1	45	30	0	0	5	83
1999	50006	Ainzón	299	2	6	4	125	139	0	0	23	297
1999	50007	Aladrén	41	1	1	1	15	15	2	0	6	40
1999	50008	Alagón	379	5	0	1	30	329	3	0	11	374
1999	50009	Alarba	68	0	0	3	31	29	0	0	5	68
1999	50010	Alberite de San Juan	29	0	0	0	11	16	1	0	1	29
1999	50011	Albeta	8	0	0	0	3	2	1	0	2	8
1999	50012	Alborge	14	5	0	0	0	8	0	0	1	9
1999	50013	Alcalá de Ebro	76	0	0	0	24	49	0	0	3	76
1999	50014	Alcalá de Moncayo	60	0	5	3	33	11	0	1	7	60
1999	50015	Alconchel de Ariza	33	2	0	0	24	4	0	0	3	31
1999	50016	Aldehuela de Liestos	24	0	2	0	11	8	0	0	3	24
1999	50017	Alfajarín	193	3	4	2	32	144	0	0	8	190
1999	50018	Alfamén	394	2	1	3	115	247	1	0	25	392
1999	50019	Alforque	13	2	0	0	2	8	0	0	1	11
1999	50020	Alhama de Aragón	68	0	5	7	23	21	3	5	4	68
1999	50021	Almochuel	17	0	0	0	12	4	0	0	1	17
1999	50022	Almolda (La)	220	11	0	1	4	201	1	0	2	209
1999	50023	Almonacid de la Cuba	107	1	2	1	45	50	0	0	8	106
1999	50024	Almonacid de la Sierra	374	1	8	27	125	180	2	1	30	373
1999	50025	Almunia de Doña Godina (La)	712	10	1	0	181	470	1	0	49	702
1999	50026	Alpartir	258	2	1	2	110	124	1	1	17	256
1999	50027	Ambel	207	3	2	6	95	89	0	0	12	204
1999	50028	Anento	46	1	1	1	20	17	1	0	5	45
1999	50029	Aniñón	354	5	0	2	144	195	0	0	8	349
1999	50030	Añón de Moncayo	55	3	5	0	30	6	0	0	11	52
1999	50031	Aranda de Moncayo	108	8	3	6	17	63	1	4	6	100
1999	50032	Arándiga	169	2	4	3	89	57	0	0	14	167
1999	50033	Ardisa	22	1	2	1	7	7	0	0	4	21
1999	50034	Ariza	121	4	6	1	39	47	2	0	22	117
1999	50035	Artieda	18	1	1	0	12	3	0	0	1	17
1999	50036	Asín	26	2	0	0	2	18	0	1	3	24
1999	50037	Atea	138	3	2	1	38	81	0	0	13	135
1999	50038	Ateca	246	1	20	85	36	69	5	17	13	245
1999	50039	Azuara	168	1	2	1	80	73	1	0	10	167
1999	50040	Badules	40	0	0	0	13	25	1	0	1	40
1999	50041	Bagüés	8	0	2	0	2	0	2	0	2	8
1999	50042	Balconchán	30	0	1	1	18	3	1	0	6	30
1999	50043	Bárboles	83	0	1	1	15	59	0	0	7	83
1999	50044	Bardallur	88	0	2	3	37	39	1	0	6	88
1999	50045	Belchite	488	9	3	2	137	321	0	0	16	479
