Año	Código del municipio	Nombre del municipio	Número total de explotaciones	Explotaciones sin tierras	Explotaciones con tierras labranza, pastos y otras	Explotaciones con tierras labranza y pastos	Explotaciones con tierras labranza y otras	Explotaciones con sólo tierras labranza	Explotaciones con pastos y otras tierras	Explotaciones con sólo pastos	Explotaciones con sólo otras tierras	Explotaciones con tierras
1989	44207	San Martín del Río	184	1	55	71	16	28	4	9	0	183
1989	44208	Santa Cruz de Nogueras	13	0	0	5	6	0	1	0	1	13
1989	44209	Santa Eulalia	131	1	0	0	4	121	0	0	5	130
1989	44210	Sarrión	277	2	97	15	52	55	49	5	2	275
1989	44211	Segura de los Baños	24	0	0	1	5	10	1	1	6	24
1989	44212	Seno	50	0	27	2	8	1	9	0	3	50
1989	44213	Singra	31	0	0	0	2	24	0	2	3	31
1989	44215	Terriente	59	0	0	0	49	2	2	1	5	59
1989	44216	Teruel	505	6	1	2	182	280	2	2	30	499
1989	44217	Toril y Masegoso	12	0	1	0	7	2	2	0	0	12
1989	44218	Tormón	16	0	0	0	12	0	1	0	3	16
1989	44219	Tornos	77	0	0	13	1	60	1	1	1	77
1989	44220	Torralba de los Sisones	63	0	0	16	1	44	0	0	2	63
1989	44221	Torrecilla de Alcañiz	91	0	4	0	63	23	1	0	0	91
1989	44222	Torrecilla del Rebollar	43	0	1	0	2	32	1	0	7	43
1989	44223	Torre de Arcas	36	0	0	0	27	0	0	0	9	36
1989	44224	Torre de las Arcas	25	0	3	0	5	0	14	1	2	25
1989	44225	Torre del Compte	118	0	2	0	62	14	0	0	40	118
1989	44226	Torrelacárcel	73	0	0	0	2	69	0	1	1	73
1989	44227	Torre los Negros	41	0	1	9	2	26	2	0	1	41
1989	44228	Torremocha de Jiloca	47	0	0	0	0	46	0	0	1	47
1989	44229	Torres de Albarracín	39	0	0	0	6	28	0	0	5	39
1989	44230	Torrevelilla	93	0	65	7	4	4	12	0	1	93
1989	44231	Torrijas	34	0	0	0	19	12	1	0	2	34
1989	44232	Torrijo del Campo	141	0	0	0	117	22	1	0	1	141
1989	44234	Tramacastiel	175	0	87	1	3	0	75	1	8	175
1989	44235	Tramacastilla	25	0	0	1	5	12	0	0	7	25
1989	44236	Tronchón	49	0	30	2	2	0	12	0	3	49
1989	44237	Urrea de Gaén	142	3	0	0	9	125	0	1	4	139
1989	44238	Utrillas	72	0	14	1	26	3	19	1	8	72
1989	44239	Valacloche	68	0	0	0	20	3	0	0	45	68
1989	44240	Valbona	101	0	14	10	27	8	6	1	35	101
1989	44241	Valdealgorfa	208	0	0	0	24	180	0	0	4	208
1989	44243	Valdecuenca	6	0	0	0	1	4	1	0	0	6
1989	44244	Valdelinares	57	0	8	22	0	1	3	16	7	57
1989	44245	Valdeltormo	33	0	0	0	25	6	0	0	2	33
1989	44246	Valderrobres	389	4	5	0	265	60	1	0	54	385
1989	44247	Valjunquera	124	0	1	0	66	51	0	0	6	124
1989	44249	Vallecillo (El)	10	0	0	0	2	1	1	1	5	10
1989	44250	Veguillas de la Sierra	12	0	0	0	11	0	1	0	0	12
1989	44251	Villafranca del Campo	97	0	0	2	6	84	1	0	4	97
1989	44252	Villahermosa del Campo	26	1	0	4	14	5	0	0	2	25
1989	44256	Villanueva del Rebollar de la Sierra	13	0	0	0	1	10	1	0	1	13
1989	44257	Villar del Cobo	60	1	0	0	2	42	1	1	13	59
1989	44258	Villar del Salz	46	0	0	0	22	10	1	2	11	46
1989	44260	Villarluengo	93	0	39	10	0	2	26	7	9	93
1989	44261	Villarquemado	226	4	1	3	6	209	0	2	1	222
1989	44262	Villarroya de los Pinares	72	0	3	31	0	6	3	29	0	72
1989	44263	Villastar	64	0	0	0	44	15	2	0	3	64
1989	44264	Villel	412	2	0	0	196	13	3	4	194	410
1989	44265	Vinaceite	89	4	0	0	5	77	0	1	2	85
1989	44266	Visiedo	59	0	1	3	1	51	2	1	0	59
1989	44267	Vivel del Río Martín	34	0	0	0	6	23	2	0	3	34
1989	44268	Zoma (La)	29	0	12	3	0	0	10	2	2	29
1989	50001	Abanto	46	1	0	0	0	42	1	1	1	45
1989	50002	Acered	129	1	0	2	3	122	1	0	0	128
1989	50003	Agón	52	1	0	0	9	39	0	1	2	51
1989	50004	Aguarón	297	3	0	0	119	157	1	0	17	294
1989	50005	Aguilón	123	0	1	7	27	83	1	0	4	123
1989	50006	Ainzón	325	2	0	1	128	170	1	0	23	323
1989	50007	Aladrén	101	1	1	0	51	22	1	2	23	100
1989	50008	Alagón	772	16	0	1	27	713	0	1	14	756
1989	50009	Alarba	88	0	1	1	52	22	2	0	10	88
1989	50010	Alberite de San Juan	19	0	0	1	1	16	0	0	1	19
1989	50011	Albeta	5	0	1	0	0	2	0	0	2	5
1989	50012	Alborge	11	0	0	0	0	10	0	0	1	11
1989	50013	Alcalá de Ebro	112	0	0	0	22	87	0	1	2	112
1989	50014	Alcalá de Moncayo	47	0	10	21	1	13	1	0	1	47
1989	50015	Alconchel de Ariza	67	0	0	0	24	10	1	0	32	67
1989	50016	Aldehuela de Liestos	17	0	1	0	14	0	0	0	2	17
1989	50017	Alfajarín	237	7	1	9	43	176	1	0	0	230
1989	50018	Alfamén	357	0	0	3	47	295	0	1	11	357
1989	50019	Alforque	38	4	0	0	0	33	0	0	1	34
1989	50020	Alhama de Aragón	118	2	21	51	0	15	4	25	0	116
1989	50021	Almochuel	13	1	0	0	2	9	0	1	0	12
1989	50022	Almolda (La)	227	4	0	0	16	206	0	1	0	223
1989	50023	Almonacid de la Cuba	100	0	2	0	77	17	2	0	2	100
1989	50024	Almonacid de la Sierra	358	0	2	1	143	202	2	0	8	358
1989	50025	Almunia de Doña Godina (La)	840	5	1	1	116	680	1	1	35	835
1989	50026	Alpartir	243	0	9	33	33	156	2	6	4	243
1989	50027	Ambel	187	1	0	0	84	95	2	0	5	186
1989	50028	Anento	20	0	6	7	3	2	1	1	0	20
1989	50029	Aniñón	322	0	0	1	110	192	1	0	18	322
1989	50030	Añón de Moncayo	101	0	0	0	85	5	9	0	2	101
1989	50031	Aranda de Moncayo	96	7	4	35	1	26	2	21	0	89
1989	50032	Arándiga	228	0	6	3	157	54	0	5	3	228
1989	50033	Ardisa	38	0	7	6	16	5	1	1	2	38
1989	50034	Ariza	265	17	10	52	27	95	18	34	12	248
1989	50035	Artieda	14	0	0	2	2	8	1	0	1	14
1989	50036	Asín	25	0	0	0	6	17	1	0	1	25
1989	50037	Atea	187	1	0	0	106	65	0	0	15	186
1989	50038	Ateca	441	4	47	145	35	138	14	51	7	437
1989	50039	Azuara	211	8	2	2	24	171	2	0	2	203
1989	50040	Badules	31	1	10	1	10	6	2	1	0	30
1989	50041	Bagüés	31	0	3	5	1	3	2	9	8	31
1989	50042	Balconchán	24	0	1	0	20	1	1	0	1	24
1989	50043	Bárboles	70	3	1	1	8	56	0	0	1	67
1989	50044	Bardallur	78	0	4	9	6	56	1	1	1	78
1989	50045	Belchite	501	2	1	6	18	472	1	1	0	499
1989	50046	Belmonte de Gracián	123	2	1	0	83	28	1	0	8	121
1989	50047	Berdejo	17	1	0	0	3	2	1	0	10	16
1989	50048	Berrueco	14	0	0	0	10	2	0	0	2	14
1989	50050	Bijuesca	84	0	1	0	55	23	3	0	2	84
1989	50051	Biota	325	6	1	5	13	298	1	0	1	319
1989	50052	Bisimbre	37	0	0	0	3	33	1	0	0	37
1989	50053	Boquiñeni	275	0	5	2	152	98	1	0	17	275
1989	50054	Bordalba	31	2	1	14	6	5	2	1	0	29
1989	50055	Borja	579	0	4	13	160	392	1	1	8	579
1989	50056	Botorrita	34	4	0	0	7	21	0	1	1	30
1989	50057	Brea de Aragón	157	4	1	50	0	93	0	9	0	153
1989	50058	Bubierca	56	1	3	23	1	9	4	14	1	55
1989	50059	Bujaraloz	196	4	0	3	33	155	1	0	0	192
1989	50060	Bulbuente	231	0	10	42	25	146	1	3	4	231
1989	50061	Bureta	78	0	2	11	13	51	0	1	0	78
1989	50062	Burgo de Ebro (El)	336	6	0	3	11	307	2	1	6	330
1989	50063	Buste (El)	22	0	1	10	5	5	0	0	1	22
1989	50064	Cabañas de Ebro	119	0	0	1	41	73	0	0	4	119
1989	50065	Cabolafuente	34	3	15	3	1	2	1	9	0	31
1989	50066	Cadrete	65	1	0	0	1	60	0	0	3	64
1989	50067	Calatayud	726	3	2	8	139	442	2	13	117	723
1989	50068	Calatorao	678	2	0	2	33	638	0	0	3	676
1989	50069	Calcena	49	0	0	0	14	2	1	0	32	49
1989	50070	Calmarza	30	0	0	0	21	5	2	0	2	30
1989	50071	Campillo de Aragón	75	0	0	0	20	52	1	0	2	75
1989	50072	Carenas	116	1	0	0	59	51	1	0	4	115
1989	50073	Cariñena	646	6	2	2	176	424	0	0	36	640
1989	50074	Caspe	1179	30	3	13	93	1003	1	3	33	1149
1989	50075	Castejón de Alarba	62	0	0	0	30	29	1	1	1	62
1989	50076	Castejón de las Armas	85	0	13	36	1	28	1	6	0	85
1989	50077	Castejón de Valdejasa	155	1	0	0	29	123	1	0	1	154
1989	50078	Castiliscar	146	0	0	0	3	142	1	0	0	146
1989	50079	Cervera de la Cañada	168	2	1	0	94	62	0	0	9	166
1989	50080	Cerveruela	5	0	0	0	2	0	1	0	2	5
1989	50081	Cetina	207	8	75	3	80	12	9	0	20	199
1989	50082	Cimballa	41	0	3	0	16	20	1	0	1	41
1989	50083	Cinco Olivas	6	0	0	0	0	6	0	0	0	6
1989	50084	Clarés de Ribota	85	0	0	0	60	14	0	0	11	85
1989	50085	Codo	22	3	0	1	0	16	0	2	0	19
1989	50086	Codos	248	1	4	0	171	9	2	0	61	247
1989	50087	Contamina	30	1	1	11	2	2	3	10	0	29
1989	50088	Cosuenda	245	0	0	1	61	174	1	0	8	245
1989	50089	Cuarte de Huerva	26	1	0	0	0	24	0	0	1	25
1989	50090	Cubel	50	2	0	0	4	41	1	0	2	48
1989	50091	Cuerlas (Las)	25	1	0	0	11	10	1	0	2	24
1989	50092	Chiprana	40	0	0	0	5	34	0	0	1	40
1989	50093	Chodes	91	0	1	2	40	33	0	1	14	91
1989	50094	Daroca	240	3	5	2	106	73	2	2	47	237
1989	50095	Ejea de los Caballeros	3116	44	2	1	314	2744	1	1	9	3072
1989	50096	Embid de Ariza	26	3	14	2	0	4	1	1	1	23
1989	50098	Encinacorba	175	2	1	1	94	59	1	1	16	173
1989	50099	Épila	792	29	1	5	40	708	0	0	9	763
1989	50100	Erla	50	3	1	0	14	29	1	0	2	47
1989	50101	Escatrón	281	0	0	0	82	185	0	0	14	281
1989	50102	Fabara	299	4	0	0	65	226	1	0	3	295
1989	50104	Farlete	114	1	0	0	2	110	0	0	1	113
1989	50105	Fayón	97	0	1	3	16	73	1	0	3	97
1989	50106	Fayos (Los)	79	0	1	0	47	7	0	1	23	79
1989	50107	Figueruelas	112	1	1	6	10	92	0	0	2	111
1989	50108	Fombuena	7	0	2	0	1	1	2	1	0	7
1989	50109	Frago (El)	35	0	4	1	20	6	1	1	2	35
1989	50110	Frasno (El)	365	2	0	0	185	134	1	0	43	363
1989	50111	Fréscano	66	1	1	0	6	56	0	0	2	65
1989	50113	Fuendejalón	250	2	0	0	29	213	1	0	5	248
1989	50114	Fuendetodos	51	5	0	0	4	41	1	0	0	46
1989	50115	Fuentes de Ebro	591	5	0	0	61	519	0	0	6	586
1989	50116	Fuentes de Jiloca	144	3	3	1	68	57	2	0	10	141
1989	50117	Gallocanta	42	2	0	0	14	24	1	0	1	40
1989	50118	Gallur	497	3	3	4	64	390	2	0	31	494
1989	50119	Gelsa	285	8	1	0	92	181	0	1	2	277
1989	50120	Godojos	63	1	2	39	0	4	1	16	0	62
1989	50121	Gotor	98	0	1	25	8	59	1	4	0	98
1989	50122	Grisel	39	0	0	0	19	14	0	0	6	39
1989	50123	Grisén	81	0	0	0	2	77	0	0	2	81
1989	50124	Herrera de los Navarros	233	4	15	11	113	53	2	0	35	229
1989	50125	Ibdes	223	2	23	5	118	39	9	3	24	221
1989	50126	Illueca	277	0	1	8	92	154	2	0	20	277
1989	50128	Isuerre	31	0	0	15	0	0	1	15	0	31
1989	50129	Jaraba	74	0	2	6	33	15	2	0	16	74
1989	50130	Jarque de Moncayo	183	2	4	67	9	92	2	7	0	181
1989	50131	Jaulín	57	4	0	2	19	31	0	0	1	53
1989	50132	Joyosa (La)	72	1	0	1	1	69	0	0	0	71
1989	50133	Lagata	46	0	1	3	4	35	0	0	3	46
1989	50134	Langa del Castillo	36	1	0	1	1	31	1	0	1	35
1989	50135	Layana	5	1	0	0	0	2	0	0	2	4
1989	50136	Lécera	195	7	0	0	11	174	1	0	2	188
1989	50137	Leciñena	229	8	0	0	6	213	0	0	2	221
1989	50138	Lechón	17	0	2	0	11	1	0	2	1	17
1989	50139	Letux	116	1	0	3	4	106	1	0	1	115
1989	50140	Litago	60	0	20	27	3	1	3	4	2	60
1989	50141	Lituénigo	49	0	9	31	3	3	1	1	1	49
1989	50142	Lobera de Onsella	70	0	0	18	0	0	1	50	1	70
1989	50143	Longares	307	3	1	0	2	300	0	0	1	304
1989	50144	Longás	59	0	0	5	0	3	1	49	1	59
1989	50146	Lucena de Jalón	85	1	0	0	5	74	0	1	4	84
1989	50147	Luceni	205	2	1	8	13	176	0	0	5	203
1989	50148	Luesia	104	4	6	6	27	57	1	2	1	100
1989	50149	Luesma	17	0	3	0	3	0	3	0	8	17
1989	50150	Lumpiaque	120	12	3	2	36	64	0	0	3	108
1989	50151	Luna	585	12	2	3	194	367	0	0	7	573
1989	50152	Maella	626	9	1	1	348	244	2	0	21	617
1989	50153	Magallón	280	2	0	1	90	180	1	0	6	278
1989	50154	Mainar	32	0	0	2	4	23	1	0	2	32
1989	50155	Malanquilla	52	1	0	0	20	19	1	0	11	51
1989	50156	Maleján	0	0	0	0	0	0	0	0	0	0
1989	50157	Malón	108	0	0	1	27	60	0	0	20	108
1989	50159	Maluenda	320	2	0	3	140	166	1	2	6	318
1989	50160	Mallén	437	4	0	2	29	396	1	2	3	433
1989	50161	Manchones	51	1	1	0	39	4	1	0	5	50
1989	50162	Mara	149	0	0	0	63	69	0	0	17	149
1989	50163	María de Huerva	121	4	0	2	25	83	0	0	7	117
1989	50164	Mediana de Aragón	154	1	0	0	11	141	0	0	1	153
1989	50165	Mequinenza	432	7	1	2	97	307	1	0	17	425
1989	50166	Mesones de Isuela	123	1	2	0	51	60	1	1	7	122
1989	50167	Mezalocha	76	1	0	1	6	66	0	0	2	75
1989	50168	Mianos	14	0	0	0	7	5	1	0	1	14
1989	50169	Miedes de Aragón	174	1	0	0	52	115	1	0	5	173
1989	50170	Monegrillo	146	1	0	0	4	138	0	1	2	145
1989	50171	Moneva	48	1	23	2	13	3	3	3	0	47
1989	50172	Monreal de Ariza	81	5	0	0	20	54	0	0	2	76
1989	50173	Monterde	38	0	0	0	0	36	1	1	0	38
1989	50174	Montón	65	0	0	0	36	19	1	1	8	65
1989	50175	Morata de Jalón	521	4	9	7	262	171	7	30	31	517
1989	50176	Morata de Jiloca	106	2	0	0	13	87	1	1	2	104
1989	50177	Morés	224	2	2	6	80	117	0	3	14	222
1989	50178	Moros	306	2	1	145	1	86	2	68	1	304
1989	50179	Moyuela	87	0	0	0	66	20	1	0	0	87
1989	50180	Mozota	52	0	0	0	9	41	0	0	2	52
1989	50181	Muel	202	3	1	20	7	163	0	2	6	199
1989	50182	Muela (La)	153	3	0	0	14	133	0	0	3	150
1989	50183	Munébrega	197	1	0	1	87	102	1	0	5	196
1989	50184	Murero	47	0	0	0	38	7	1	0	1	47
1989	50185	Murillo de Gállego	84	0	1	1	55	8	1	0	18	84
1989	50186	Navardún	33	0	1	3	4	9	2	11	3	33
1989	50187	Nigüella	51	0	2	0	22	24	1	1	1	51
1989	50188	Nombrevilla	13	0	3	0	2	5	2	0	1	13
1989	50189	Nonaspe	260	3	0	1	99	122	2	0	33	257
1989	50190	Novallas	186	0	1	1	33	135	0	0	16	186
1989	50191	Novillas	282	3	1	1	12	262	0	0	3	279
1989	50192	Nuévalos	18	0	1	0	3	11	2	0	1	18
1989	50193	Nuez de Ebro	77	0	0	2	1	71	0	1	2	77
1989	50194	Olvés	96	0	1	0	58	26	1	0	10	96
1989	50195	Orcajo	20	0	0	0	12	3	3	0	2	20
1989	50196	Orera	93	1	0	0	68	15	1	0	8	92
1989	50197	Orés	50	0	1	3	9	33	1	0	3	50
1989	50198	Oseja	49	0	1	41	0	3	0	4	0	49
1989	50199	Osera de Ebro	71	0	0	1	5	63	1	0	1	71
1989	50200	Paniza	400	1	0	0	295	98	1	0	5	399
1989	50201	Paracuellos de Jiloca	193	1	1	1	94	92	2	1	1	192
1989	50202	Paracuellos de la Ribera	205	1	0	2	87	92	2	0	21	204
1989	50203	Pastriz	193	0	0	0	1	190	1	0	1	193
1989	50204	Pedrola	368	1	5	8	95	252	0	2	5	367
1989	50205	Pedrosas (Las)	33	1	0	0	17	13	0	0	2	32
1989	50206	Perdiguera	96	6	0	2	2	84	0	0	2	90
1989	50207	Piedratajada	99	0	1	0	51	46	0	0	1	99
1989	50208	Pina de Ebro	571	4	3	6	28	525	2	1	2	567
1989	50209	Pinseque	213	3	0	2	0	207	0	0	1	210
1989	50210	Pintanos (Los)	66	1	2	19	2	15	3	22	2	65
1989	50211	Plasencia de Jalón	133	4	0	6	1	121	0	0	1	129
1989	50212	Pleitas	22	0	0	0	7	14	0	0	1	22
1989	50213	Plenas	57	0	7	1	33	14	0	2	0	57
1989	50214	Pomer	48	1	0	28	0	1	0	17	1	47
1989	50215	Pozuel de Ariza	10	0	0	0	6	2	0	1	1	10
1989	50216	Pozuelo de Aragón	80	3	0	0	26	49	0	0	2	77
1989	50217	Pradilla de Ebro	126	2	0	1	20	100	1	0	2	124
1989	50218	Puebla de Albortón	61	2	0	0	1	56	1	0	1	59
1989	50219	Puebla de Alfindén (La)	120	2	0	1	4	112	1	0	0	118
1989	50220	Puendeluna	28	0	2	12	5	1	0	7	1	28
1989	50221	Purujosa	3	1	0	0	0	0	0	1	1	2
1989	50222	Quinto	330	4	0	1	37	281	0	0	7	326
1989	50223	Remolinos	109	0	0	0	1	107	1	0	0	109
1989	50224	Retascón	44	0	1	0	7	34	1	0	1	44
1989	50225	Ricla	652	11	1	1	110	492	2	0	35	641
1989	50227	Romanos	39	0	3	0	22	13	0	1	0	39
1989	50228	Rueda de Jalón	210	2	0	21	17	164	0	4	2	208
1989	50229	Ruesca	42	0	0	0	15	18	1	0	8	42
1989	50230	Sádaba	299	7	6	1	50	229	1	3	2	292
1989	50231	Salillas de Jalón	57	1	0	0	0	56	0	0	0	56
1989	50232	Salvatierra de Esca	56	2	7	9	15	11	4	6	2	54
1989	50233	Samper del Salz	23	0	1	1	1	19	0	0	1	23
1989	50234	San Martín de la Virgen de Moncayo	29	0	8	10	4	4	1	0	2	29
1989	50235	San Mateo de Gállego	252	16	0	1	29	204	0	0	2	236
1989	50236	Santa Cruz de Grío	186	1	1	0	120	48	1	0	15	185
1989	50237	Santa Cruz de Moncayo	43	0	0	0	16	17	2	0	8	43
1989	50238	Santa Eulalia de Gállego	60	0	0	0	38	13	1	0	8	60
1989	50239	Santed	23	2	0	0	7	12	1	0	1	21
1989	50240	Sástago	273	8	1	0	11	245	1	0	7	265
1989	50241	Saviñán	260	3	1	6	37	208	0	0	5	257
1989	50242	Sediles	66	1	0	0	38	18	1	0	8	65
1989	50243	Sestrica	297	2	19	26	116	105	5	12	12	295
1989	50244	Sierra de Luna	97	4	2	3	29	57	1	0	1	93
1989	50245	Sigüés	58	3	3	9	5	32	2	1	3	55
1989	50246	Sisamón	25	2	2	9	1	5	1	5	0	23
1989	50247	Sobradiel	119	1	1	1	1	114	0	0	1	118
1989	50248	Sos del Rey Católico	224	3	8	58	8	69	4	71	3	221
1989	50249	Tabuenca	196	0	17	1	148	21	1	0	8	196
1989	50250	Talamantes	31	0	0	0	15	9	1	0	6	31
1989	50251	Tarazona	1233	11	5	2	427	693	0	1	94	1222
1989	50252	Tauste	1197	13	11	9	288	845	3	1	27	1184
1989	50253	Terrer	184	3	0	1	29	138	3	3	7	181
1989	50254	Tierga	139	0	2	3	63	58	1	0	12	139
1989	50255	Tobed	112	0	0	0	88	8	1	0	15	112
1989	50256	Torralba de los Frailes	39	4	0	0	20	13	1	0	1	35
1989	50257	Torralba de Ribota	97	2	1	0	46	34	1	0	13	95
1989	50258	Torralbilla	25	0	0	0	3	20	1	0	1	25
1989	50259	Torrehermosa	30	1	0	0	0	28	0	0	1	29
1989	50260	Torrelapaja	12	2	0	0	0	8	2	0	0	10
1989	50261	Torrellas	37	1	0	0	10	20	0	1	5	36
1989	50262	Torres de Berrellén	343	5	2	7	37	282	1	2	7	338
1989	50263	Torrijo de la Cañada	288	7	155	23	41	20	32	7	3	281
1989	50264	Tosos	180	1	0	1	45	130	1	0	2	179
1989	50265	Trasmoz	41	0	9	22	5	0	1	1	3	41
1989	50266	Trasobares	108	0	0	0	54	40	0	1	13	108
1989	50267	Uncastillo	406	11	25	42	72	164	17	19	56	395
1989	50268	Undués de Lerda	45	2	4	7	1	4	2	25	0	43
1989	50269	Urrea de Jalón	113	1	0	1	0	108	0	3	0	112
1989	50270	Urriés	35	0	7	9	5	1	3	9	1	35
1989	50271	Used	96	5	0	0	31	55	1	0	4	91
1989	50272	Utebo	271	0	1	3	1	264	0	2	0	271
1989	50273	Valdehorna	35	0	0	0	27	7	0	0	1	35
1989	50274	Val de San Martín	25	0	1	0	20	3	1	0	0	25
1989	50275	Valmadrid	38	0	0	2	0	33	2	0	1	38
1989	50276	Valpalmas	62	0	5	17	11	28	0	1	0	62
1989	50277	Valtorres	38	0	0	0	2	33	1	0	2	38
1989	50278	Velilla de Ebro	66	1	0	0	7	55	0	0	3	65
1989	50279	Velilla de Jiloca	57	0	1	1	24	23	1	0	7	57
1989	50280	Vera de Moncayo	133	1	33	18	52	24	0	1	4	132
1989	50281	Vierlas	25	0	0	0	5	18	0	0	2	25
1989	50282	Vilueña (La)	50	0	1	1	23	21	0	0	4	50
1989	50283	Villadoz	30	0	0	1	0	28	1	0	0	30
1989	50284	Villafeliche	101	1	4	6	43	37	1	0	9	100
1989	50285	Villafranca de Ebro	147	2	0	0	2	141	0	1	1	145
1989	50286	Villalba de Perejil	59	0	0	0	37	15	0	0	7	59
1989	50287	Villalengua	148	0	0	3	44	97	1	0	3	148
1989	50288	Villanueva de Gállego	411	2	0	4	9	392	0	1	3	409
1989	50289	Villanueva de Jiloca	53	0	0	0	44	6	0	0	3	53
1989	50290	Villanueva de Huerva	255	5	1	2	83	147	0	1	16	250
1989	50291	Villar de los Navarros	63	0	12	0	38	12	0	1	0	63
1989	50292	Villarreal de Huerva	26	0	0	1	2	21	1	0	1	26
1989	50293	Villarroya de la Sierra	356	5	1	1	157	150	1	0	41	351
1989	50294	Villarroya del Campo	28	0	0	2	3	22	0	0	1	28
1989	50295	Vistabella	124	0	1	77	1	9	0	33	3	124
1989	50296	Zaida (La)	60	0	0	0	3	54	0	1	2	60
1989	50297	Zaragoza	2310	36	9	37	160	1983	1	12	72	2274
1989	50298	Zuera	690	32	3	1	42	611	0	0	1	658
1989	50901	Biel	52	1	7	1	30	10	2	0	1	51
1999	22001	Abiego	74	2	4	2	51	10	0	0	5	72
1999	22002	Abizanda	34	1	3	0	22	3	1	0	4	33
1999	22003	Adahuesca	47	0	6	0	33	7	0	0	1	47
1999	22004	Agüero	63	1	0	1	37	4	2	0	18	62
1999	22006	Aísa	29	1	11	2	4	3	3	3	2	28
1999	22007	Albalate de Cinca	235	14	0	1	129	81	0	0	10	221
1999	22008	Albalatillo	27	1	0	0	10	10	0	0	6	26
1999	22009	Albelda	293	2	7	1	251	28	0	0	4	291
1999	22011	Albero Alto	25	0	1	0	17	4	0	0	3	25
1999	22012	Albero Bajo	50	1	0	1	29	17	0	0	2	49
1999	22013	Alberuela de Tubo	54	0	1	1	30	20	0	0	2	54
1999	22014	Alcalá de Gurrea	48	0	0	1	29	13	0	0	5	48
1999	22015	Alcalá del Obispo	102	1	11	1	59	14	0	0	16	101
1999	22016	Alcampell	261	0	2	0	172	68	0	0	19	261
1999	22017	Alcolea de Cinca	223	3	7	0	132	62	0	0	19	220
1999	22018	Alcubierre	123	3	4	1	48	52	0	0	15	120
1999	22019	Alerre	14	0	0	0	4	9	0	0	1	14
1999	22020	Alfántega	33	5	0	1	15	9	2	0	1	28
1999	22021	Almudévar	474	7	14	9	175	248	1	0	20	467
1999	22022	Almunia de San Juan	136	7	4	2	73	40	0	1	9	129
1999	22023	Almuniente	131	2	2	2	33	84	0	0	8	129
1999	22024	Alquézar	74	0	14	0	39	13	0	0	8	74
1999	22025	Altorricón	221	10	0	0	171	22	0	1	17	211
1999	22027	Angüés	100	3	1	0	79	13	1	0	3	97
1999	22028	Ansó	29	2	4	0	1	0	14	0	8	27
1999	22029	Antillón	40	0	2	1	27	10	0	0	0	40
1999	22032	Aragüés del Puerto	14	0	9	0	0	0	4	0	1	14
1999	22035	Arén	90	3	17	5	42	4	6	4	9	87
1999	22036	Argavieso	33	0	1	0	25	3	0	0	4	33
1999	22037	Arguis	21	1	6	1	4	1	1	0	7	20
1999	22039	Ayerbe	157	2	1	2	110	24	0	0	18	155
1999	22040	Azanuy-Alins	103	2	1	1	62	17	0	0	20	101
1999	22041	Azara	55	0	0	0	44	6	0	0	5	55
1999	22042	Azlor	58	0	6	0	41	4	0	0	7	58
1999	22043	Baells	81	2	7	0	49	11	0	0	12	79
1999	22044	Bailo	85	4	31	11	23	8	4	1	3	81
1999	22045	Baldellou	88	1	4	0	56	16	0	0	11	87
1999	22046	Ballobar	177	1	0	0	46	126	0	0	4	176
1999	22047	Banastás	4	1	0	0	1	2	0	0	0	3
1999	22048	Barbastro	582	7	10	15	204	289	0	6	51	575
1999	22049	Barbués	41	0	1	0	29	9	0	0	2	41
1999	22050	Barbuñales	40	1	0	0	26	1	0	0	12	39
1999	22051	Bárcabo	48	3	9	14	6	4	0	0	12	45
1999	22052	Belver de Cinca	300	3	0	3	71	195	0	0	28	297
1999	22053	Benabarre	315	11	6	5	154	30	3	3	103	304
1999	22054	Benasque	32	1	13	6	0	0	3	6	3	31
1999	22055	Berbegal	105	3	1	1	80	17	0	0	3	102
1999	22057	Bielsa	32	0	2	9	2	0	3	14	2	32
1999	22058	Bierge	97	1	11	1	58	15	1	0	10	96
1999	22059	Biescas	110	2	56	10	4	0	22	11	5	108
1999	22060	Binaced	369	12	8	6	167	166	1	0	9	357
1999	22061	Binéfar	263	3	0	0	103	134	2	0	21	260
1999	22062	Bisaurri	60	1	9	2	1	0	32	10	5	59
1999	22063	Biscarrués	64	1	2	0	44	8	0	0	9	63
1999	22064	Blecua y Torres	57	1	1	2	19	34	0	0	0	56
1999	22066	Boltaña	47	0	18	1	11	4	4	2	7	47
1999	22067	Bonansa	15	1	7	0	0	1	3	2	1	14
1999	22068	Borau	10	0	7	1	0	0	2	0	0	10
1999	22069	Broto	55	0	13	0	0	0	38	2	2	55
1999	22072	Caldearenas	54	2	11	5	26	4	0	0	6	52
1999	22074	Campo	18	2	3	0	3	0	2	0	8	16
1999	22075	Camporrells	74	2	7	3	35	10	0	0	17	72
1999	22076	Canal de Berdún	106	1	5	2	75	20	0	0	3	105
1999	22077	Candasnos	95	2	0	1	53	31	0	0	8	93
1999	22078	Canfranc	3	0	0	0	0	0	2	1	0	3
1999	22079	Capdesaso	27	0	0	0	14	13	0	0	0	27
1999	22080	Capella	84	0	7	0	59	4	2	0	12	84
1999	22081	Casbas de Huesca	112	0	4	4	86	15	0	0	3	112
1999	22082	Castejón del Puente	64	1	1	9	19	26	2	3	3	63
1999	22083	Castejón de Monegros	148	5	0	2	50	84	0	0	7	143
