Municipio código	Municipio nombre	Especie ganadería 	Subespecie ganadería	Explotaciones ganadería
50147	Luceni	Aves	Gallinas ponedoras	1
50147	Luceni	Bovinos	Bovinos de entre uno y dos años	1
50147	Luceni	Bovinos	Bovinos de menos de un año	3
50147	Luceni	Bovinos	Vacas	1
50147	Luceni	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	3
50147	Luceni	Ovinos	Ovejas madres y corderas para reposición	3
50147	Luceni	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	8
50148	Luesia	Aves	Gallinas ponedoras	1
50148	Luesia	Bovinos	Bovinos de entre uno y dos años	3
50148	Luesia	Bovinos	Bovinos de menos de un año	3
50148	Luesia	Bovinos	Otros bovinos de dos años o más	5
50148	Luesia	Bovinos	Vacas	5
50148	Luesia	Caprinos	Cabras madres y chivas de reposición	6
50148	Luesia	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	3
50148	Luesia	Colmenas	Colmenas	1
50148	Luesia	Equinos	Equinos (caballos, mulas y asnos)	2
50148	Luesia	Otros animales no de compañía	Otros animales no de compañía	5
50148	Luesia	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	4
50148	Luesia	Ovinos	Ovejas madres y corderas para reposición	8
50148	Luesia	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	2
50148	Luesia	Porcinos	Lechones de menos de 20 kg	2
50148	Luesia	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	10
50149	Luesma	Bovinos	Bovinos de entre uno y dos años	2
50149	Luesma	Caprinos	Cabras madres y chivas de reposición	2
50149	Luesma	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
50149	Luesma	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	3
50149	Luesma	Ovinos	Ovejas madres y corderas para reposición	3
50150	Lumpiaque	Aves	Gallinas ponedoras	1
50150	Lumpiaque	Aves	Pollos de carne	1
50150	Lumpiaque	Caprinos	Cabras madres y chivas de reposición	4
50150	Lumpiaque	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	3
50150	Lumpiaque	Colmenas	Colmenas	2
50150	Lumpiaque	Conejas madres	Conejas madres	1
50150	Lumpiaque	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	5
50150	Lumpiaque	Ovinos	Ovejas madres y corderas para reposición	6
50150	Lumpiaque	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	3
50151	Luna	Aves	Gallinas ponedoras	5
50151	Luna	Aves	Pollos de carne	2
50151	Luna	Bovinos	Bovinos de entre uno y dos años	4
50151	Luna	Bovinos	Bovinos de menos de un año	12
50151	Luna	Bovinos	Otros bovinos de dos años o más	2
50151	Luna	Bovinos	Vacas	3
50151	Luna	Caprinos	Cabras madres y chivas de reposición	1
50151	Luna	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
50151	Luna	Colmenas	Colmenas	2
50151	Luna	Conejas madres	Conejas madres	1
50151	Luna	Equinos	Equinos (caballos, mulas y asnos)	1
50151	Luna	Otros animales no de compañía	Otros animales no de compañía	1
50151	Luna	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	10
50151	Luna	Ovinos	Ovejas madres y corderas para reposición	18
50151	Luna	Porcinos	Lechones de menos de 20 kg	1
50151	Luna	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	14
50152	Maella	Aves	Pollos de carne	2
50152	Maella	Caprinos	Cabras madres y chivas de reposición	5
50152	Maella	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	5
50152	Maella	Conejas madres	Conejas madres	3
50152	Maella	Equinos	Equinos (caballos, mulas y asnos)	1
50152	Maella	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	5
50152	Maella	Ovinos	Ovejas madres y corderas para reposición	6
50152	Maella	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	2
50152	Maella	Porcinos	Lechones de menos de 20 kg	1
50152	Maella	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	8
50153	Magallón	Bovinos	Bovinos de entre uno y dos años	1
50153	Magallón	Bovinos	Bovinos de menos de un año	1
50153	Magallón	Bovinos	Vacas	1
50153	Magallón	Caprinos	Cabras madres y chivas de reposición	3
50153	Magallón	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
50153	Magallón	Colmenas	Colmenas	1
50153	Magallón	Equinos	Equinos (caballos, mulas y asnos)	1
50153	Magallón	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	4
50153	Magallón	Ovinos	Ovejas madres y corderas para reposición	5
50153	Magallón	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	4
50153	Magallón	Porcinos	Lechones de menos de 20 kg	4
50153	Magallón	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	10
50154	Mainar	Aves	Gallinas ponedoras	2
50154	Mainar	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	3
50154	Mainar	Ovinos	Ovejas madres y corderas para reposición	3
50154	Mainar	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
50155	Malanquilla	Aves	Gallinas ponedoras	1
50157	Malón	Aves	Gallinas ponedoras	3
50157	Malón	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	2
50157	Malón	Caprinos	Cabras madres y chivas de reposición	1
50157	Malón	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
50157	Malón	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
50157	Malón	Ovinos	Ovejas madres y corderas para reposición	1
50159	Maluenda	Aves	Gallinas ponedoras	1
50159	Maluenda	Equinos	Equinos (caballos, mulas y asnos)	1
50159	Maluenda	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	3
50159	Maluenda	Ovinos	Ovejas madres y corderas para reposición	3
50160	Mallén	Aves	Gallinas ponedoras	2
50160	Mallén	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
50160	Mallén	Aves	Pollos de carne	2
50160	Mallén	Bovinos	Bovinos de entre uno y dos años	2
50160	Mallén	Bovinos	Bovinos de menos de un año	3
50160	Mallén	Bovinos	Otros bovinos de dos años o más	1
50160	Mallén	Caprinos	Cabras madres y chivas de reposición	3
50160	Mallén	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
50160	Mallén	Colmenas	Colmenas	2
50160	Mallén	Conejas madres	Conejas madres	2
50160	Mallén	Equinos	Equinos (caballos, mulas y asnos)	3
50160	Mallén	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	6
50160	Mallén	Ovinos	Ovejas madres y corderas para reposición	6
50160	Mallén	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	2
50160	Mallén	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	14
50161	Manchones	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
50161	Manchones	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	2
50161	Manchones	Porcinos	Lechones de menos de 20 kg	2
50161	Manchones	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	1
50162	Mara	Caprinos	Cabras madres y chivas de reposición	1
50162	Mara	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
50162	Mara	Ovinos	Ovejas madres y corderas para reposición	1
50163	María de Huerva	Aves	Gallinas ponedoras	1
50163	María de Huerva	Bovinos	Bovinos de entre uno y dos años	4
50163	María de Huerva	Bovinos	Bovinos de menos de un año	4
50163	María de Huerva	Caprinos	Cabras madres y chivas de reposición	1
50163	María de Huerva	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
50163	María de Huerva	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
50163	María de Huerva	Ovinos	Ovejas madres y corderas para reposición	1
