Mes y año	'Aragón'	Sexo	Nº parados	Grupos 1 duración demanda código	Grupos 1 duración demanda descripción
Diciembre 2010	Aragón	Hombres	19678	1	Hasta 3 meses
Diciembre 2010	Aragón	Hombres	8291	2	De 3 a 6 meses
Diciembre 2010	Aragón	Hombres	8116	3	De 6 a 12 meses
Diciembre 2010	Aragón	Hombres	8568	4	De 1 a 2 años
Diciembre 2010	Aragón	Hombres	2730	5	De 2 a 3 años
Diciembre 2010	Aragón	Hombres	1036	6	Más de 3 años
Diciembre 2010	Aragón	Mujeres	15086	1	Hasta 3 meses
Diciembre 2010	Aragón	Mujeres	7283	2	De 3 a 6 meses
Diciembre 2010	Aragón	Mujeres	7043	3	De 6 a 12 meses
Diciembre 2010	Aragón	Mujeres	8399	4	De 1 a 2 años
Diciembre 2010	Aragón	Mujeres	3380	5	De 2 a 3 años
Diciembre 2010	Aragón	Mujeres	3059	6	Más de 3 años
Noviembre 2010	Aragón	Hombres	19693	1	Hasta 3 meses
Noviembre 2010	Aragón	Hombres	7230	2	De 3 a 6 meses
Noviembre 2010	Aragón	Hombres	7976	3	De 6 a 12 meses
Noviembre 2010	Aragón	Hombres	8445	4	De 1 a 2 años
Noviembre 2010	Aragón	Hombres	2444	5	De 2 a 3 años
Noviembre 2010	Aragón	Hombres	1002	6	Más de 3 años
Noviembre 2010	Aragón	Mujeres	17472	1	Hasta 3 meses
Noviembre 2010	Aragón	Mujeres	5900	2	De 3 a 6 meses
Noviembre 2010	Aragón	Mujeres	6844	3	De 6 a 12 meses
Noviembre 2010	Aragón	Mujeres	8309	4	De 1 a 2 años
Noviembre 2010	Aragón	Mujeres	3162	5	De 2 a 3 años
Noviembre 2010	Aragón	Mujeres	3046	6	Más de 3 años
Octubre 2010	Aragón	Hombres	18730	1	Hasta 3 meses
Octubre 2010	Aragón	Hombres	7177	2	De 3 a 6 meses
Octubre 2010	Aragón	Hombres	8354	3	De 6 a 12 meses
Octubre 2010	Aragón	Hombres	8646	4	De 1 a 2 años
Octubre 2010	Aragón	Hombres	2154	5	De 2 a 3 años
Octubre 2010	Aragón	Hombres	974	6	Más de 3 años
Octubre 2010	Aragón	Mujeres	16856	1	Hasta 3 meses
Octubre 2010	Aragón	Mujeres	5848	2	De 3 a 6 meses
Octubre 2010	Aragón	Mujeres	7188	3	De 6 a 12 meses
Octubre 2010	Aragón	Mujeres	8266	4	De 1 a 2 años
Octubre 2010	Aragón	Mujeres	2914	5	De 2 a 3 años
Octubre 2010	Aragón	Mujeres	2992	6	Más de 3 años
Septiembre 2010	Aragón	Hombres	17640	1	Hasta 3 meses
Septiembre 2010	Aragón	Hombres	6991	2	De 3 a 6 meses
Septiembre 2010	Aragón	Hombres	9064	3	De 6 a 12 meses
Septiembre 2010	Aragón	Hombres	8801	4	De 1 a 2 años
Septiembre 2010	Aragón	Hombres	1876	5	De 2 a 3 años
Septiembre 2010	Aragón	Hombres	924	6	Más de 3 años
Septiembre 2010	Aragón	Mujeres	15259	1	Hasta 3 meses
Septiembre 2010	Aragón	Mujeres	5678	2	De 3 a 6 meses
Septiembre 2010	Aragón	Mujeres	7900	3	De 6 a 12 meses
Septiembre 2010	Aragón	Mujeres	8353	4	De 1 a 2 años
Septiembre 2010	Aragón	Mujeres	2651	5	De 2 a 3 años
Septiembre 2010	Aragón	Mujeres	2957	6	Más de 3 años
Agosto 2010	Aragón	Hombres	16838	1	Hasta 3 meses
Agosto 2010	Aragón	Hombres	7364	2	De 3 a 6 meses
Agosto 2010	Aragón	Hombres	9963	3	De 6 a 12 meses
Agosto 2010	Aragón	Hombres	9211	4	De 1 a 2 años
Agosto 2010	Aragón	Hombres	1726	5	De 2 a 3 años
Agosto 2010	Aragón	Hombres	924	6	Más de 3 años
Agosto 2010	Aragón	Mujeres	14368	1	Hasta 3 meses
Agosto 2010	Aragón	Mujeres	5815	2	De 3 a 6 meses
Agosto 2010	Aragón	Mujeres	8769	3	De 6 a 12 meses
Agosto 2010	Aragón	Mujeres	8564	4	De 1 a 2 años
Agosto 2010	Aragón	Mujeres	2421	5	De 2 a 3 años
Agosto 2010	Aragón	Mujeres	2940	6	Más de 3 años
Julio 2010	Aragón	Hombres	16324	1	Hasta 3 meses
Julio 2010	Aragón	Hombres	7587	2	De 3 a 6 meses
Julio 2010	Aragón	Hombres	10349	3	De 6 a 12 meses
Julio 2010	Aragón	Hombres	9327	4	De 1 a 2 años
Julio 2010	Aragón	Hombres	1534	5	De 2 a 3 años
Julio 2010	Aragón	Hombres	898	6	Más de 3 años
Julio 2010	Aragón	Mujeres	13861	1	Hasta 3 meses
Julio 2010	Aragón	Mujeres	6087	2	De 3 a 6 meses
Julio 2010	Aragón	Mujeres	8947	3	De 6 a 12 meses
Julio 2010	Aragón	Mujeres	8371	4	De 1 a 2 años
Julio 2010	Aragón	Mujeres	2297	5	De 2 a 3 años
Julio 2010	Aragón	Mujeres	2858	6	Más de 3 años
Junio 2010	Aragón	Hombres	15953	1	Hasta 3 meses
Junio 2010	Aragón	Hombres	8448	2	De 3 a 6 meses
Junio 2010	Aragón	Hombres	10969	3	De 6 a 12 meses
Junio 2010	Aragón	Hombres	9551	4	De 1 a 2 años
Junio 2010	Aragón	Hombres	1338	5	De 2 a 3 años
Junio 2010	Aragón	Hombres	897	6	Más de 3 años
Junio 2010	Aragón	Mujeres	13383	1	Hasta 3 meses
Junio 2010	Aragón	Mujeres	7125	2	De 3 a 6 meses
Junio 2010	Aragón	Mujeres	9375	3	De 6 a 12 meses
Junio 2010	Aragón	Mujeres	8434	4	De 1 a 2 años
Junio 2010	Aragón	Mujeres	2199	5	De 2 a 3 años
Junio 2010	Aragón	Mujeres	2822	6	Más de 3 años
Mayo 2010	Aragón	Hombres	16345	1	Hasta 3 meses
Mayo 2010	Aragón	Hombres	9432	2	De 3 a 6 meses
Mayo 2010	Aragón	Hombres	11431	3	De 6 a 12 meses
Mayo 2010	Aragón	Hombres	9701	4	De 1 a 2 años
Mayo 2010	Aragón	Hombres	1191	5	De 2 a 3 años
Mayo 2010	Aragón	Hombres	883	6	Más de 3 años
Mayo 2010	Aragón	Mujeres	13387	1	Hasta 3 meses
Mayo 2010	Aragón	Mujeres	7669	2	De 3 a 6 meses
Mayo 2010	Aragón	Mujeres	10031	3	De 6 a 12 meses
Mayo 2010	Aragón	Mujeres	8456	4	De 1 a 2 años
Mayo 2010	Aragón	Mujeres	2101	5	De 2 a 3 años
Mayo 2010	Aragón	Mujeres	2787	6	Más de 3 años
Abril 2010	Aragón	Hombres	17276	1	Hasta 3 meses
Abril 2010	Aragón	Hombres	10704	2	De 3 a 6 meses
Abril 2010	Aragón	Hombres	11491	3	De 6 a 12 meses
Abril 2010	Aragón	Hombres	9588	4	De 1 a 2 años
Abril 2010	Aragón	Hombres	1059	5	De 2 a 3 años
Abril 2010	Aragón	Hombres	861	6	Más de 3 años
Abril 2010	Aragón	Mujeres	14261	1	Hasta 3 meses
Abril 2010	Aragón	Mujeres	8110	2	De 3 a 6 meses
Abril 2010	Aragón	Mujeres	9804	3	De 6 a 12 meses
Abril 2010	Aragón	Mujeres	8193	4	De 1 a 2 años
Abril 2010	Aragón	Mujeres	2016	5	De 2 a 3 años
Abril 2010	Aragón	Mujeres	2719	6	Más de 3 años
Marzo 2010	Aragón	Hombres	18099	1	Hasta 3 meses
Marzo 2010	Aragón	Hombres	11143	2	De 3 a 6 meses
Marzo 2010	Aragón	Hombres	10751	3	De 6 a 12 meses
Marzo 2010	Aragón	Hombres	9259	4	De 1 a 2 años
Marzo 2010	Aragón	Hombres	929	5	De 2 a 3 años
Marzo 2010	Aragón	Hombres	854	6	Más de 3 años
Marzo 2010	Aragón	Mujeres	15144	1	Hasta 3 meses
Marzo 2010	Aragón	Mujeres	8279	2	De 3 a 6 meses
Marzo 2010	Aragón	Mujeres	8789	3	De 6 a 12 meses
Marzo 2010	Aragón	Mujeres	8011	4	De 1 a 2 años
Marzo 2010	Aragón	Mujeres	1922	5	De 2 a 3 años
Marzo 2010	Aragón	Mujeres	2653	6	Más de 3 años
Febrero 2010	Aragón	Hombres	18373	1	Hasta 3 meses
Febrero 2010	Aragón	Hombres	11099	2	De 3 a 6 meses
Febrero 2010	Aragón	Hombres	9915	3	De 6 a 12 meses
Febrero 2010	Aragón	Hombres	8603	4	De 1 a 2 años
Febrero 2010	Aragón	Hombres	789	5	De 2 a 3 años
Febrero 2010	Aragón	Hombres	853	6	Más de 3 años
Febrero 2010	Aragón	Mujeres	14774	1	Hasta 3 meses
Febrero 2010	Aragón	Mujeres	9266	2	De 3 a 6 meses
Febrero 2010	Aragón	Mujeres	7783	3	De 6 a 12 meses
Febrero 2010	Aragón	Mujeres	7538	4	De 1 a 2 años
Febrero 2010	Aragón	Mujeres	1808	5	De 2 a 3 años
Febrero 2010	Aragón	Mujeres	2604	6	Más de 3 años
Enero 2010	Aragón	Hombres	19225	1	Hasta 3 meses
Enero 2010	Aragón	Hombres	10185	2	De 3 a 6 meses
Enero 2010	Aragón	Hombres	9866	3	De 6 a 12 meses
Enero 2010	Aragón	Hombres	7888	4	De 1 a 2 años
Enero 2010	Aragón	Hombres	738	5	De 2 a 3 años
Enero 2010	Aragón	Hombres	832	6	Más de 3 años
Enero 2010	Aragón	Mujeres	15010	1	Hasta 3 meses
Enero 2010	Aragón	Mujeres	8600	2	De 3 a 6 meses
Enero 2010	Aragón	Mujeres	7570	3	De 6 a 12 meses
Enero 2010	Aragón	Mujeres	7056	4	De 1 a 2 años
Enero 2010	Aragón	Mujeres	1746	5	De 2 a 3 años
Enero 2010	Aragón	Mujeres	2556	6	Más de 3 años
Diciembre 2009	Aragón	Hombres	20106	1	Hasta 3 meses
Diciembre 2009	Aragón	Hombres	9047	2	De 3 a 6 meses
Diciembre 2009	Aragón	Hombres	9763	3	De 6 a 12 meses
Diciembre 2009	Aragón	Hombres	7027	4	De 1 a 2 años
Diciembre 2009	Aragón	Hombres	653	5	De 2 a 3 años
Diciembre 2009	Aragón	Hombres	811	6	Más de 3 años
Diciembre 2009	Aragón	Mujeres	14855	1	Hasta 3 meses
Diciembre 2009	Aragón	Mujeres	7314	2	De 3 a 6 meses
Diciembre 2009	Aragón	Mujeres	7494	3	De 6 a 12 meses
Diciembre 2009	Aragón	Mujeres	6432	4	De 1 a 2 años
Diciembre 2009	Aragón	Mujeres	1648	5	De 2 a 3 años
Diciembre 2009	Aragón	Mujeres	2473	6	Más de 3 años
Noviembre 2009	Aragón	Hombres	19887	1	Hasta 3 meses
Noviembre 2009	Aragón	Hombres	7846	2	De 3 a 6 meses
Noviembre 2009	Aragón	Hombres	9776	3	De 6 a 12 meses
Noviembre 2009	Aragón	Hombres	6092	4	De 1 a 2 años
Noviembre 2009	Aragón	Hombres	592	5	De 2 a 3 años
Noviembre 2009	Aragón	Hombres	805	6	Más de 3 años
Noviembre 2009	Aragón	Mujeres	16983	1	Hasta 3 meses
Noviembre 2009	Aragón	Mujeres	6002	2	De 3 a 6 meses
Noviembre 2009	Aragón	Mujeres	7202	3	De 6 a 12 meses
Noviembre 2009	Aragón	Mujeres	5967	4	De 1 a 2 años
Noviembre 2009	Aragón	Mujeres	1585	5	De 2 a 3 años
Noviembre 2009	Aragón	Mujeres	2459	6	Más de 3 años
Octubre 2009	Aragón	Hombres	19293	1	Hasta 3 meses
Octubre 2009	Aragón	Hombres	8020	2	De 3 a 6 meses
Octubre 2009	Aragón	Hombres	10204	3	De 6 a 12 meses
Octubre 2009	Aragón	Hombres	5327	4	De 1 a 2 años
Octubre 2009	Aragón	Hombres	551	5	De 2 a 3 años
Octubre 2009	Aragón	Hombres	791	6	Más de 3 años
Octubre 2009	Aragón	Mujeres	16696	1	Hasta 3 meses
Octubre 2009	Aragón	Mujeres	5968	2	De 3 a 6 meses
Octubre 2009	Aragón	Mujeres	7383	3	De 6 a 12 meses
Octubre 2009	Aragón	Mujeres	5531	4	De 1 a 2 años
Octubre 2009	Aragón	Mujeres	1543	5	De 2 a 3 años
Octubre 2009	Aragón	Mujeres	2413	6	Más de 3 años
Septiembre 2009	Aragón	Hombres	18164	1	Hasta 3 meses
Septiembre 2009	Aragón	Hombres	7884	2	De 3 a 6 meses
Septiembre 2009	Aragón	Hombres	11012	3	De 6 a 12 meses
Septiembre 2009	Aragón	Hombres	4620	4	De 1 a 2 años
Septiembre 2009	Aragón	Hombres	528	5	De 2 a 3 años
Septiembre 2009	Aragón	Hombres	793	6	Más de 3 años
Septiembre 2009	Aragón	Mujeres	15271	1	Hasta 3 meses
Septiembre 2009	Aragón	Mujeres	5949	2	De 3 a 6 meses
Septiembre 2009	Aragón	Mujeres	8208	3	De 6 a 12 meses
Septiembre 2009	Aragón	Mujeres	5104	4	De 1 a 2 años
Septiembre 2009	Aragón	Mujeres	1534	5	De 2 a 3 años
Septiembre 2009	Aragón	Mujeres	2379	6	Más de 3 años
Agosto 2009	Aragón	Hombres	17374	1	Hasta 3 meses
Agosto 2009	Aragón	Hombres	8597	2	De 3 a 6 meses
Agosto 2009	Aragón	Hombres	11444	3	De 6 a 12 meses
Agosto 2009	Aragón	Hombres	4155	4	De 1 a 2 años
Agosto 2009	Aragón	Hombres	526	5	De 2 a 3 años
Agosto 2009	Aragón	Hombres	783	6	Más de 3 años
Agosto 2009	Aragón	Mujeres	14195	1	Hasta 3 meses
Agosto 2009	Aragón	Mujeres	6168	2	De 3 a 6 meses
Agosto 2009	Aragón	Mujeres	8955	3	De 6 a 12 meses
Agosto 2009	Aragón	Mujeres	4629	4	De 1 a 2 años
Agosto 2009	Aragón	Mujeres	1559	5	De 2 a 3 años
Agosto 2009	Aragón	Mujeres	2345	6	Más de 3 años
Julio 2009	Aragón	Hombres	17226	1	Hasta 3 meses
Julio 2009	Aragón	Hombres	8992	2	De 3 a 6 meses
Julio 2009	Aragón	Hombres	11136	3	De 6 a 12 meses
Julio 2009	Aragón	Hombres	3713	4	De 1 a 2 años
Julio 2009	Aragón	Hombres	489	5	De 2 a 3 años
Julio 2009	Aragón	Hombres	772	6	Más de 3 años
Julio 2009	Aragón	Mujeres	13549	1	Hasta 3 meses
Julio 2009	Aragón	Mujeres	6458	2	De 3 a 6 meses
Julio 2009	Aragón	Mujeres	8670	3	De 6 a 12 meses
Julio 2009	Aragón	Mujeres	4346	4	De 1 a 2 años
Julio 2009	Aragón	Mujeres	1498	5	De 2 a 3 años
Julio 2009	Aragón	Mujeres	2321	6	Más de 3 años
Junio 2009	Aragón	Hombres	17015	1	Hasta 3 meses
Junio 2009	Aragón	Hombres	9979	2	De 3 a 6 meses
Junio 2009	Aragón	Hombres	11044	3	De 6 a 12 meses
Junio 2009	Aragón	Hombres	3245	4	De 1 a 2 años
Junio 2009	Aragón	Hombres	488	5	De 2 a 3 años
Junio 2009	Aragón	Hombres	763	6	Más de 3 años
Junio 2009	Aragón	Mujeres	13122	1	Hasta 3 meses
Junio 2009	Aragón	Mujeres	7452	2	De 3 a 6 meses
Junio 2009	Aragón	Mujeres	8438	3	De 6 a 12 meses
Junio 2009	Aragón	Mujeres	4151	4	De 1 a 2 años
Junio 2009	Aragón	Mujeres	1451	5	De 2 a 3 años
Junio 2009	Aragón	Mujeres	2312	6	Más de 3 años
Mayo 2009	Aragón	Hombres	17697	1	Hasta 3 meses
Mayo 2009	Aragón	Hombres	11173	2	De 3 a 6 meses
Mayo 2009	Aragón	Hombres	10647	3	De 6 a 12 meses
Mayo 2009	Aragón	Hombres	2834	4	De 1 a 2 años
Mayo 2009	Aragón	Hombres	462	5	De 2 a 3 años
Mayo 2009	Aragón	Hombres	763	6	Más de 3 años
Mayo 2009	Aragón	Mujeres	13560	1	Hasta 3 meses
Mayo 2009	Aragón	Mujeres	7926	2	De 3 a 6 meses
Mayo 2009	Aragón	Mujeres	8562	3	De 6 a 12 meses
Mayo 2009	Aragón	Mujeres	3988	4	De 1 a 2 años
Mayo 2009	Aragón	Mujeres	1409	5	De 2 a 3 años
Mayo 2009	Aragón	Mujeres	2313	6	Más de 3 años
Abril 2009	Aragón	Hombres	18955	1	Hasta 3 meses
Abril 2009	Aragón	Hombres	12155	2	De 3 a 6 meses
Abril 2009	Aragón	Hombres	9357	3	De 6 a 12 meses
Abril 2009	Aragón	Hombres	2535	4	De 1 a 2 años
Abril 2009	Aragón	Hombres	451	5	De 2 a 3 años
Abril 2009	Aragón	Hombres	749	6	Más de 3 años
Abril 2009	Aragón	Mujeres	14333	1	Hasta 3 meses
Abril 2009	Aragón	Mujeres	8306	2	De 3 a 6 meses
Abril 2009	Aragón	Mujeres	7530	3	De 6 a 12 meses
Abril 2009	Aragón	Mujeres	3847	4	De 1 a 2 años
Abril 2009	Aragón	Mujeres	1389	5	De 2 a 3 años
Abril 2009	Aragón	Mujeres	2299	6	Más de 3 años
Marzo 2009	Aragón	Hombres	19619	1	Hasta 3 meses
Marzo 2009	Aragón	Hombres	12310	2	De 3 a 6 meses
Marzo 2009	Aragón	Hombres	7538	3	De 6 a 12 meses
Marzo 2009	Aragón	Hombres	2215	4	De 1 a 2 años
Marzo 2009	Aragón	Hombres	433	5	De 2 a 3 años
Marzo 2009	Aragón	Hombres	758	6	Más de 3 años
Marzo 2009	Aragón	Mujeres	15490	1	Hasta 3 meses
Marzo 2009	Aragón	Mujeres	8302	2	De 3 a 6 meses
Marzo 2009	Aragón	Mujeres	5994	3	De 6 a 12 meses
Marzo 2009	Aragón	Mujeres	3655	4	De 1 a 2 años
Marzo 2009	Aragón	Mujeres	1302	5	De 2 a 3 años
Marzo 2009	Aragón	Mujeres	2307	6	Más de 3 años
Febrero 2009	Aragón	Hombres	20430	1	Hasta 3 meses
Febrero 2009	Aragón	Hombres	11593	2	De 3 a 6 meses
Febrero 2009	Aragón	Hombres	6174	3	De 6 a 12 meses
Febrero 2009	Aragón	Hombres	1941	4	De 1 a 2 años
Febrero 2009	Aragón	Hombres	449	5	De 2 a 3 años
Febrero 2009	Aragón	Hombres	750	6	Más de 3 años
Febrero 2009	Aragón	Mujeres	15312	1	Hasta 3 meses
Febrero 2009	Aragón	Mujeres	8744	2	De 3 a 6 meses
Febrero 2009	Aragón	Mujeres	4613	3	De 6 a 12 meses
Febrero 2009	Aragón	Mujeres	3429	4	De 1 a 2 años
Febrero 2009	Aragón	Mujeres	1263	5	De 2 a 3 años
Febrero 2009	Aragón	Mujeres	2288	6	Más de 3 años
Enero 2009	Aragón	Hombres	21436	1	Hasta 3 meses
Enero 2009	Aragón	Hombres	9667	2	De 3 a 6 meses
Enero 2009	Aragón	Hombres	5336	3	De 6 a 12 meses
Enero 2009	Aragón	Hombres	1802	4	De 1 a 2 años
Enero 2009	Aragón	Hombres	457	5	De 2 a 3 años
Enero 2009	Aragón	Hombres	732	6	Más de 3 años
Enero 2009	Aragón	Mujeres	15584	1	Hasta 3 meses
Enero 2009	Aragón	Mujeres	7347	2	De 3 a 6 meses
Enero 2009	Aragón	Mujeres	4134	3	De 6 a 12 meses
Enero 2009	Aragón	Mujeres	3308	4	De 1 a 2 años
Enero 2009	Aragón	Mujeres	1236	5	De 2 a 3 años
Enero 2009	Aragón	Mujeres	2252	6	Más de 3 años
Diciembre 2008	Aragón	Hombres	21972	1	Hasta 3 meses
Diciembre 2008	Aragón	Hombres	7602	2	De 3 a 6 meses
Diciembre 2008	Aragón	Hombres	4257	3	De 6 a 12 meses
Diciembre 2008	Aragón	Hombres	1687	4	De 1 a 2 años
Diciembre 2008	Aragón	Hombres	387	5	De 2 a 3 años
Diciembre 2008	Aragón	Hombres	726	6	Más de 3 años
Diciembre 2008	Aragón	Mujeres	14832	1	Hasta 3 meses
Diciembre 2008	Aragón	Mujeres	5435	2	De 3 a 6 meses
Diciembre 2008	Aragón	Mujeres	3848	3	De 6 a 12 meses
Diciembre 2008	Aragón	Mujeres	3124	4	De 1 a 2 años
Diciembre 2008	Aragón	Mujeres	1166	5	De 2 a 3 años
Diciembre 2008	Aragón	Mujeres	2230	6	Más de 3 años
Noviembre 2008	Aragón	Hombres	20362	1	Hasta 3 meses
Noviembre 2008	Aragón	Hombres	6251	2	De 3 a 6 meses
Noviembre 2008	Aragón	Hombres	3350	3	De 6 a 12 meses
Noviembre 2008	Aragón	Hombres	1593	4	De 1 a 2 años
Noviembre 2008	Aragón	Hombres	379	5	De 2 a 3 años
Noviembre 2008	Aragón	Hombres	729	6	Más de 3 años
Noviembre 2008	Aragón	Mujeres	16118	1	Hasta 3 meses
Noviembre 2008	Aragón	Mujeres	3745	2	De 3 a 6 meses
Noviembre 2008	Aragón	Mujeres	3496	3	De 6 a 12 meses
Noviembre 2008	Aragón	Mujeres	3072	4	De 1 a 2 años
Noviembre 2008	Aragón	Mujeres	1147	5	De 2 a 3 años
Noviembre 2008	Aragón	Mujeres	2199	6	Más de 3 años
Octubre 2008	Aragón	Hombres	18235	1	Hasta 3 meses
Octubre 2008	Aragón	Hombres	5789	2	De 3 a 6 meses
Octubre 2008	Aragón	Hombres	2972	3	De 6 a 12 meses
Octubre 2008	Aragón	Hombres	1566	4	De 1 a 2 años
Octubre 2008	Aragón	Hombres	374	5	De 2 a 3 años
Octubre 2008	Aragón	Hombres	738	6	Más de 3 años
Octubre 2008	Aragón	Mujeres	15173	1	Hasta 3 meses
Octubre 2008	Aragón	Mujeres	3554	2	De 3 a 6 meses
Octubre 2008	Aragón	Mujeres	3543	3	De 6 a 12 meses
Octubre 2008	Aragón	Mujeres	3093	4	De 1 a 2 años
Octubre 2008	Aragón	Mujeres	1097	5	De 2 a 3 años
Octubre 2008	Aragón	Mujeres	2197	6	Más de 3 años
Septiembre 2008	Aragón	Hombres	15496	1	Hasta 3 meses
Septiembre 2008	Aragón	Hombres	4772	2	De 3 a 6 meses
Septiembre 2008	Aragón	Hombres	2663	3	De 6 a 12 meses
Septiembre 2008	Aragón	Hombres	1510	4	De 1 a 2 años
Septiembre 2008	Aragón	Hombres	339	5	De 2 a 3 años
Septiembre 2008	Aragón	Hombres	737	6	Más de 3 años
Septiembre 2008	Aragón	Mujeres	12037	1	Hasta 3 meses
Septiembre 2008	Aragón	Mujeres	3421	2	De 3 a 6 meses
Septiembre 2008	Aragón	Mujeres	3502	3	De 6 a 12 meses
Septiembre 2008	Aragón	Mujeres	3049	4	De 1 a 2 años
Septiembre 2008	Aragón	Mujeres	1101	5	De 2 a 3 años
Septiembre 2008	Aragón	Mujeres	2191	6	Más de 3 años
Agosto 2008	Aragón	Hombres	14114	1	Hasta 3 meses
Agosto 2008	Aragón	Hombres	3901	2	De 3 a 6 meses
Agosto 2008	Aragón	Hombres	2436	3	De 6 a 12 meses
Agosto 2008	Aragón	Hombres	1499	4	De 1 a 2 años
Agosto 2008	Aragón	Hombres	334	5	De 2 a 3 años
Agosto 2008	Aragón	Hombres	733	6	Más de 3 años
Agosto 2008	Aragón	Mujeres	9991	1	Hasta 3 meses
Agosto 2008	Aragón	Mujeres	3305	2	De 3 a 6 meses
Agosto 2008	Aragón	Mujeres	3592	3	De 6 a 12 meses
Agosto 2008	Aragón	Mujeres	3021	4	De 1 a 2 años
Agosto 2008	Aragón	Mujeres	1090	5	De 2 a 3 años
Agosto 2008	Aragón	Mujeres	2169	6	Más de 3 años
Julio 2008	Aragón	Hombres	13020	1	Hasta 3 meses
Julio 2008	Aragón	Hombres	3434	2	De 3 a 6 meses
Julio 2008	Aragón	Hombres	2287	3	De 6 a 12 meses
Julio 2008	Aragón	Hombres	1428	4	De 1 a 2 años
Julio 2008	Aragón	Hombres	331	5	De 2 a 3 años
Julio 2008	Aragón	Hombres	744	6	Más de 3 años
Julio 2008	Aragón	Mujeres	9399	1	Hasta 3 meses
Julio 2008	Aragón	Mujeres	3356	2	De 3 a 6 meses
Julio 2008	Aragón	Mujeres	3557	3	De 6 a 12 meses
Julio 2008	Aragón	Mujeres	2953	4	De 1 a 2 años
Julio 2008	Aragón	Mujeres	1097	5	De 2 a 3 años
Julio 2008	Aragón	Mujeres	2181	6	Más de 3 años
Junio 2008	Aragón	Hombres	11591	1	Hasta 3 meses
Junio 2008	Aragón	Hombres	3156	2	De 3 a 6 meses
Junio 2008	Aragón	Hombres	2068	3	De 6 a 12 meses
Junio 2008	Aragón	Hombres	1407	4	De 1 a 2 años
Junio 2008	Aragón	Hombres	328	5	De 2 a 3 años
Junio 2008	Aragón	Hombres	747	6	Más de 3 años
Junio 2008	Aragón	Mujeres	8964	1	Hasta 3 meses
Junio 2008	Aragón	Mujeres	3641	2	De 3 a 6 meses
Junio 2008	Aragón	Mujeres	3525	3	De 6 a 12 meses
Junio 2008	Aragón	Mujeres	2928	4	De 1 a 2 años
Junio 2008	Aragón	Mujeres	1114	5	De 2 a 3 años
Junio 2008	Aragón	Mujeres	2218	6	Más de 3 años
Mayo 2008	Aragón	Hombres	10220	1	Hasta 3 meses
Mayo 2008	Aragón	Hombres	3052	2	De 3 a 6 meses
Mayo 2008	Aragón	Hombres	2128	3	De 6 a 12 meses
Mayo 2008	Aragón	Hombres	1394	4	De 1 a 2 años
Mayo 2008	Aragón	Hombres	346	5	De 2 a 3 años
Mayo 2008	Aragón	Hombres	747	6	Más de 3 años
Mayo 2008	Aragón	Mujeres	8941	1	Hasta 3 meses
Mayo 2008	Aragón	Mujeres	3863	2	De 3 a 6 meses
Mayo 2008	Aragón	Mujeres	3906	3	De 6 a 12 meses
Mayo 2008	Aragón	Mujeres	2913	4	De 1 a 2 años
Mayo 2008	Aragón	Mujeres	1136	5	De 2 a 3 años
Mayo 2008	Aragón	Mujeres	2235	6	Más de 3 años
Abril 2008	Aragón	Hombres	10346	1	Hasta 3 meses
Abril 2008	Aragón	Hombres	3073	2	De 3 a 6 meses
Abril 2008	Aragón	Hombres	2169	3	De 6 a 12 meses
Abril 2008	Aragón	Hombres	1411	4	De 1 a 2 años
Abril 2008	Aragón	Hombres	343	5	De 2 a 3 años
Abril 2008	Aragón	Hombres	760	6	Más de 3 años
Abril 2008	Aragón	Mujeres	9682	1	Hasta 3 meses
Abril 2008	Aragón	Mujeres	4137	2	De 3 a 6 meses
Abril 2008	Aragón	Mujeres	4024	3	De 6 a 12 meses
Abril 2008	Aragón	Mujeres	2989	4	De 1 a 2 años
Abril 2008	Aragón	Mujeres	1182	5	De 2 a 3 años
Abril 2008	Aragón	Mujeres	2286	6	Más de 3 años
Marzo 2008	Aragón	Hombres	9937	1	Hasta 3 meses
Marzo 2008	Aragón	Hombres	2946	2	De 3 a 6 meses
Marzo 2008	Aragón	Hombres	2012	3	De 6 a 12 meses
Marzo 2008	Aragón	Hombres	1431	4	De 1 a 2 años
Marzo 2008	Aragón	Hombres	358	5	De 2 a 3 años
Marzo 2008	Aragón	Hombres	767	6	Más de 3 años
Marzo 2008	Aragón	Mujeres	10289	1	Hasta 3 meses
Marzo 2008	Aragón	Mujeres	3886	2	De 3 a 6 meses
Marzo 2008	Aragón	Mujeres	3648	3	De 6 a 12 meses
Marzo 2008	Aragón	Mujeres	2967	4	De 1 a 2 años
Marzo 2008	Aragón	Mujeres	1234	5	De 2 a 3 años
Marzo 2008	Aragón	Mujeres	2262	6	Más de 3 años
Febrero 2008	Aragón	Hombres	10268	1	Hasta 3 meses
Febrero 2008	Aragón	Hombres	2789	2	De 3 a 6 meses
Febrero 2008	Aragón	Hombres	1899	3	De 6 a 12 meses
Febrero 2008	Aragón	Hombres	1422	4	De 1 a 2 años
Febrero 2008	Aragón	Hombres	353	5	De 2 a 3 años
Febrero 2008	Aragón	Hombres	760	6	Más de 3 años
Febrero 2008	Aragón	Mujeres	10661	1	Hasta 3 meses
Febrero 2008	Aragón	Mujeres	4262	2	De 3 a 6 meses
Febrero 2008	Aragón	Mujeres	3260	3	De 6 a 12 meses
Febrero 2008	Aragón	Mujeres	2921	4	De 1 a 2 años
