Mes y año	'Aragón'	Sexo	Nº parados	Grupos 1 duración demanda código	Grupos 1 duración demanda descripción
Noviembre 2013	Aragón	Hombres	4324	5	De 2 a 3 años
Noviembre 2013	Aragón	Hombres	5093	6	Más de 3 años
Noviembre 2013	Aragón	Mujeres	19429	1	Hasta 3 meses
Noviembre 2013	Aragón	Mujeres	6863	2	De 3 a 6 meses
Noviembre 2013	Aragón	Mujeres	8323	3	De 6 a 12 meses
Noviembre 2013	Aragón	Mujeres	10254	4	De 1 a 2 años
Noviembre 2013	Aragón	Mujeres	5439	5	De 2 a 3 años
Noviembre 2013	Aragón	Mujeres	7303	6	Más de 3 años
Octubre 2013	Aragón	Hombres	21241	1	Hasta 3 meses
Octubre 2013	Aragón	Hombres	7047	2	De 3 a 6 meses
Octubre 2013	Aragón	Hombres	8453	3	De 6 a 12 meses
Octubre 2013	Aragón	Hombres	9876	4	De 1 a 2 años
Octubre 2013	Aragón	Hombres	4282	5	De 2 a 3 años
Octubre 2013	Aragón	Hombres	5043	6	Más de 3 años
Octubre 2013	Aragón	Mujeres	19538	1	Hasta 3 meses
Octubre 2013	Aragón	Mujeres	6849	2	De 3 a 6 meses
Octubre 2013	Aragón	Mujeres	8623	3	De 6 a 12 meses
Octubre 2013	Aragón	Mujeres	10501	4	De 1 a 2 años
Octubre 2013	Aragón	Mujeres	5311	5	De 2 a 3 años
Octubre 2013	Aragón	Mujeres	7276	6	Más de 3 años
Septiembre 2013	Aragón	Hombres	19059	1	Hasta 3 meses
Septiembre 2013	Aragón	Hombres	6665	2	De 3 a 6 meses
Septiembre 2013	Aragón	Hombres	9404	3	De 6 a 12 meses
Septiembre 2013	Aragón	Hombres	9952	4	De 1 a 2 años
Septiembre 2013	Aragón	Hombres	4242	5	De 2 a 3 años
Septiembre 2013	Aragón	Hombres	4906	6	Más de 3 años
Septiembre 2013	Aragón	Mujeres	17238	1	Hasta 3 meses
Septiembre 2013	Aragón	Mujeres	6790	2	De 3 a 6 meses
Septiembre 2013	Aragón	Mujeres	9097	3	De 6 a 12 meses
Septiembre 2013	Aragón	Mujeres	10587	4	De 1 a 2 años
Septiembre 2013	Aragón	Mujeres	5123	5	De 2 a 3 años
Septiembre 2013	Aragón	Mujeres	7205	6	Más de 3 años
Agosto 2013	Aragón	Hombres	17864	1	Hasta 3 meses
Agosto 2013	Aragón	Hombres	6848	2	De 3 a 6 meses
Agosto 2013	Aragón	Hombres	10310	3	De 6 a 12 meses
Agosto 2013	Aragón	Hombres	10041	4	De 1 a 2 años
Agosto 2013	Aragón	Hombres	4212	5	De 2 a 3 años
Agosto 2013	Aragón	Hombres	4777	6	Más de 3 años
Agosto 2013	Aragón	Mujeres	16997	1	Hasta 3 meses
Agosto 2013	Aragón	Mujeres	6792	2	De 3 a 6 meses
Agosto 2013	Aragón	Mujeres	10006	3	De 6 a 12 meses
Agosto 2013	Aragón	Mujeres	10638	4	De 1 a 2 años
Agosto 2013	Aragón	Mujeres	5029	5	De 2 a 3 años
Agosto 2013	Aragón	Mujeres	6979	6	Más de 3 años
Julio 2013	Aragón	Hombres	16907	1	Hasta 3 meses
Julio 2013	Aragón	Hombres	7299	2	De 3 a 6 meses
Julio 2013	Aragón	Hombres	10747	3	De 6 a 12 meses
Julio 2013	Aragón	Hombres	10073	4	De 1 a 2 años
Julio 2013	Aragón	Hombres	4273	5	De 2 a 3 años
Julio 2013	Aragón	Hombres	4683	6	Más de 3 años
Julio 2013	Aragón	Mujeres	16687	1	Hasta 3 meses
Julio 2013	Aragón	Mujeres	6780	2	De 3 a 6 meses
Julio 2013	Aragón	Mujeres	10225	3	De 6 a 12 meses
Julio 2013	Aragón	Mujeres	10683	4	De 1 a 2 años
Julio 2013	Aragón	Mujeres	4987	5	De 2 a 3 años
Julio 2013	Aragón	Mujeres	6918	6	Más de 3 años
Junio 2013	Aragón	Hombres	15396	1	Hasta 3 meses
Junio 2013	Aragón	Hombres	8599	2	De 3 a 6 meses
Junio 2013	Aragón	Hombres	11369	3	De 6 a 12 meses
Junio 2013	Aragón	Hombres	10376	4	De 1 a 2 años
Junio 2013	Aragón	Hombres	4177	5	De 2 a 3 años
Junio 2013	Aragón	Hombres	4592	6	Más de 3 años
Junio 2013	Aragón	Mujeres	1	0	Sin clasificar
Junio 2013	Aragón	Mujeres	14339	1	Hasta 3 meses
Junio 2013	Aragón	Mujeres	7765	2	De 3 a 6 meses
Junio 2013	Aragón	Mujeres	10764	3	De 6 a 12 meses
Junio 2013	Aragón	Mujeres	10980	4	De 1 a 2 años
Junio 2013	Aragón	Mujeres	4839	5	De 2 a 3 años
Junio 2013	Aragón	Mujeres	6832	6	Más de 3 años
Mayo 2013	Aragón	Hombres	16377	1	Hasta 3 meses
Mayo 2013	Aragón	Hombres	9663	2	De 3 a 6 meses
Mayo 2013	Aragón	Hombres	12114	3	De 6 a 12 meses
Mayo 2013	Aragón	Hombres	10502	4	De 1 a 2 años
Mayo 2013	Aragón	Hombres	4153	5	De 2 a 3 años
Mayo 2013	Aragón	Hombres	4482	6	Más de 3 años
Mayo 2013	Aragón	Mujeres	14893	1	Hasta 3 meses
Mayo 2013	Aragón	Mujeres	8546	2	De 3 a 6 meses
Mayo 2013	Aragón	Mujeres	11737	3	De 6 a 12 meses
Mayo 2013	Aragón	Mujeres	10827	4	De 1 a 2 años
Mayo 2013	Aragón	Mujeres	4797	5	De 2 a 3 años
Mayo 2013	Aragón	Mujeres	6672	6	Más de 3 años
Abril 2013	Aragón	Hombres	17707	1	Hasta 3 meses
Abril 2013	Aragón	Hombres	10517	2	De 3 a 6 meses
Abril 2013	Aragón	Hombres	11918	3	De 6 a 12 meses
Abril 2013	Aragón	Hombres	10293	4	De 1 a 2 años
Abril 2013	Aragón	Hombres	4018	5	De 2 a 3 años
Abril 2013	Aragón	Hombres	4375	6	Más de 3 años
Abril 2013	Aragón	Mujeres	15260	1	Hasta 3 meses
Abril 2013	Aragón	Mujeres	9414	2	De 3 a 6 meses
Abril 2013	Aragón	Mujeres	11349	3	De 6 a 12 meses
Abril 2013	Aragón	Mujeres	10606	4	De 1 a 2 años
Abril 2013	Aragón	Mujeres	4730	5	De 2 a 3 años
Abril 2013	Aragón	Mujeres	6526	6	Más de 3 años
Marzo 2013	Aragón	Hombres	18796	1	Hasta 3 meses
Marzo 2013	Aragón	Hombres	11200	2	De 3 a 6 meses
Marzo 2013	Aragón	Hombres	10599	3	De 6 a 12 meses
Marzo 2013	Aragón	Hombres	10353	4	De 1 a 2 años
Marzo 2013	Aragón	Hombres	3921	5	De 2 a 3 años
Marzo 2013	Aragón	Hombres	4263	6	Más de 3 años
Marzo 2013	Aragón	Mujeres	16252	1	Hasta 3 meses
Marzo 2013	Aragón	Mujeres	9530	2	De 3 a 6 meses
Marzo 2013	Aragón	Mujeres	10248	3	De 6 a 12 meses
Marzo 2013	Aragón	Mujeres	10585	4	De 1 a 2 años
Marzo 2013	Aragón	Mujeres	4686	5	De 2 a 3 años
Marzo 2013	Aragón	Mujeres	6422	6	Más de 3 años
Febrero 2013	Aragón	Hombres	19414	1	Hasta 3 meses
Febrero 2013	Aragón	Hombres	11645	2	De 3 a 6 meses
Febrero 2013	Aragón	Hombres	9531	3	De 6 a 12 meses
Febrero 2013	Aragón	Hombres	10155	4	De 1 a 2 años
Febrero 2013	Aragón	Hombres	3803	5	De 2 a 3 años
Febrero 2013	Aragón	Hombres	4112	6	Más de 3 años
Febrero 2013	Aragón	Mujeres	16604	1	Hasta 3 meses
Febrero 2013	Aragón	Mujeres	10710	2	De 3 a 6 meses
Febrero 2013	Aragón	Mujeres	8983	3	De 6 a 12 meses
Febrero 2013	Aragón	Mujeres	10411	4	De 1 a 2 años
Febrero 2013	Aragón	Mujeres	4486	5	De 2 a 3 años
Febrero 2013	Aragón	Mujeres	6319	6	Más de 3 años
Enero 2013	Aragón	Hombres	19878	1	Hasta 3 meses
Enero 2013	Aragón	Hombres	10816	2	De 3 a 6 meses
Enero 2013	Aragón	Hombres	9434	3	De 6 a 12 meses
Enero 2013	Aragón	Hombres	10001	4	De 1 a 2 años
Enero 2013	Aragón	Hombres	3664	5	De 2 a 3 años
Enero 2013	Aragón	Hombres	4044	6	Más de 3 años
Enero 2013	Aragón	Mujeres	17321	1	Hasta 3 meses
Enero 2013	Aragón	Mujeres	9848	2	De 3 a 6 meses
Enero 2013	Aragón	Mujeres	8896	3	De 6 a 12 meses
Enero 2013	Aragón	Mujeres	10249	4	De 1 a 2 años
Enero 2013	Aragón	Mujeres	4406	5	De 2 a 3 años
Enero 2013	Aragón	Mujeres	6148	6	Más de 3 años
Diciembre 2012	Aragón	Hombres	20143	1	Hasta 3 meses
Diciembre 2012	Aragón	Hombres	9551	2	De 3 a 6 meses
Diciembre 2012	Aragón	Hombres	9165	3	De 6 a 12 meses
Diciembre 2012	Aragón	Hombres	9747	4	De 1 a 2 años
Diciembre 2012	Aragón	Hombres	3573	5	De 2 a 3 años
Diciembre 2012	Aragón	Hombres	3916	6	Más de 3 años
Diciembre 2012	Aragón	Mujeres	16390	1	Hasta 3 meses
Diciembre 2012	Aragón	Mujeres	8773	2	De 3 a 6 meses
Diciembre 2012	Aragón	Mujeres	8830	3	De 6 a 12 meses
Diciembre 2012	Aragón	Mujeres	10061	4	De 1 a 2 años
Diciembre 2012	Aragón	Mujeres	4353	5	De 2 a 3 años
Diciembre 2012	Aragón	Mujeres	6019	6	Más de 3 años
Noviembre 2012	Aragón	Hombres	21692	1	Hasta 3 meses
Noviembre 2012	Aragón	Hombres	8184	2	De 3 a 6 meses
Noviembre 2012	Aragón	Hombres	9096	3	De 6 a 12 meses
Noviembre 2012	Aragón	Hombres	9549	4	De 1 a 2 años
Noviembre 2012	Aragón	Hombres	3440	5	De 2 a 3 años
Noviembre 2012	Aragón	Hombres	3803	6	Más de 3 años
Noviembre 2012	Aragón	Mujeres	19620	1	Hasta 3 meses
Noviembre 2012	Aragón	Mujeres	7222	2	De 3 a 6 meses
Noviembre 2012	Aragón	Mujeres	8630	3	De 6 a 12 meses
Noviembre 2012	Aragón	Mujeres	10009	4	De 1 a 2 años
Noviembre 2012	Aragón	Mujeres	4311	5	De 2 a 3 años
Noviembre 2012	Aragón	Mujeres	5880	6	Más de 3 años
Octubre 2012	Aragón	Hombres	21357	1	Hasta 3 meses
Octubre 2012	Aragón	Hombres	8111	2	De 3 a 6 meses
Octubre 2012	Aragón	Hombres	9586	3	De 6 a 12 meses
Octubre 2012	Aragón	Hombres	9310	4	De 1 a 2 años
Octubre 2012	Aragón	Hombres	3449	5	De 2 a 3 años
Octubre 2012	Aragón	Hombres	3722	6	Más de 3 años
Octubre 2012	Aragón	Mujeres	19075	1	Hasta 3 meses
Octubre 2012	Aragón	Mujeres	7368	2	De 3 a 6 meses
Octubre 2012	Aragón	Mujeres	8941	3	De 6 a 12 meses
Octubre 2012	Aragón	Mujeres	9713	4	De 1 a 2 años
Octubre 2012	Aragón	Mujeres	4352	5	De 2 a 3 años
Octubre 2012	Aragón	Mujeres	5777	6	Más de 3 años
Septiembre 2012	Aragón	Hombres	19167	1	Hasta 3 meses
Septiembre 2012	Aragón	Hombres	7521	2	De 3 a 6 meses
Septiembre 2012	Aragón	Hombres	10514	3	De 6 a 12 meses
Septiembre 2012	Aragón	Hombres	9068	4	De 1 a 2 años
Septiembre 2012	Aragón	Hombres	3452	5	De 2 a 3 años
Septiembre 2012	Aragón	Hombres	3602	6	Más de 3 años
Septiembre 2012	Aragón	Mujeres	17224	1	Hasta 3 meses
Septiembre 2012	Aragón	Mujeres	7008	2	De 3 a 6 meses
Septiembre 2012	Aragón	Mujeres	9741	3	De 6 a 12 meses
Septiembre 2012	Aragón	Mujeres	9509	4	De 1 a 2 años
Septiembre 2012	Aragón	Mujeres	4371	5	De 2 a 3 años
Septiembre 2012	Aragón	Mujeres	5653	6	Más de 3 años
Agosto 2012	Aragón	Hombres	17700	1	Hasta 3 meses
Agosto 2012	Aragón	Hombres	7312	2	De 3 a 6 meses
Agosto 2012	Aragón	Hombres	11212	3	De 6 a 12 meses
Agosto 2012	Aragón	Hombres	8937	4	De 1 a 2 años
Agosto 2012	Aragón	Hombres	3459	5	De 2 a 3 años
Agosto 2012	Aragón	Hombres	3479	6	Más de 3 años
Agosto 2012	Aragón	Mujeres	15687	1	Hasta 3 meses
Agosto 2012	Aragón	Mujeres	6764	2	De 3 a 6 meses
Agosto 2012	Aragón	Mujeres	10668	3	De 6 a 12 meses
Agosto 2012	Aragón	Mujeres	9370	4	De 1 a 2 años
Agosto 2012	Aragón	Mujeres	4264	5	De 2 a 3 años
Agosto 2012	Aragón	Mujeres	5517	6	Más de 3 años
Julio 2012	Aragón	Hombres	17358	1	Hasta 3 meses
Julio 2012	Aragón	Hombres	7770	2	De 3 a 6 meses
Julio 2012	Aragón	Hombres	11148	3	De 6 a 12 meses
Julio 2012	Aragón	Hombres	8942	4	De 1 a 2 años
Julio 2012	Aragón	Hombres	3442	5	De 2 a 3 años
Julio 2012	Aragón	Hombres	3376	6	Más de 3 años
Julio 2012	Aragón	Mujeres	15204	1	Hasta 3 meses
Julio 2012	Aragón	Mujeres	7082	2	De 3 a 6 meses
Julio 2012	Aragón	Mujeres	10569	3	De 6 a 12 meses
Julio 2012	Aragón	Mujeres	9194	4	De 1 a 2 años
Julio 2012	Aragón	Mujeres	4307	5	De 2 a 3 años
Julio 2012	Aragón	Mujeres	5392	6	Más de 3 años
Junio 2012	Aragón	Hombres	16077	1	Hasta 3 meses
Junio 2012	Aragón	Hombres	9183	2	De 3 a 6 meses
Junio 2012	Aragón	Hombres	11529	3	De 6 a 12 meses
Junio 2012	Aragón	Hombres	8865	4	De 1 a 2 años
Junio 2012	Aragón	Hombres	3424	5	De 2 a 3 años
Junio 2012	Aragón	Hombres	3261	6	Más de 3 años
Junio 2012	Aragón	Mujeres	14486	1	Hasta 3 meses
Junio 2012	Aragón	Mujeres	8501	2	De 3 a 6 meses
Junio 2012	Aragón	Mujeres	10851	3	De 6 a 12 meses
Junio 2012	Aragón	Mujeres	9101	4	De 1 a 2 años
Junio 2012	Aragón	Mujeres	4339	5	De 2 a 3 años
Junio 2012	Aragón	Mujeres	5242	6	Más de 3 años
Mayo 2012	Aragón	Hombres	16275	1	Hasta 3 meses
Mayo 2012	Aragón	Hombres	10157	2	De 3 a 6 meses
Mayo 2012	Aragón	Hombres	11913	3	De 6 a 12 meses
Mayo 2012	Aragón	Hombres	8846	4	De 1 a 2 años
Mayo 2012	Aragón	Hombres	3491	5	De 2 a 3 años
Mayo 2012	Aragón	Hombres	3123	6	Más de 3 años
Mayo 2012	Aragón	Mujeres	14956	1	Hasta 3 meses
Mayo 2012	Aragón	Mujeres	8991	2	De 3 a 6 meses
Mayo 2012	Aragón	Mujeres	11582	3	De 6 a 12 meses
Mayo 2012	Aragón	Mujeres	9092	4	De 1 a 2 años
Mayo 2012	Aragón	Mujeres	4329	5	De 2 a 3 años
Mayo 2012	Aragón	Mujeres	5147	6	Más de 3 años
Abril 2012	Aragón	Hombres	17581	1	Hasta 3 meses
Abril 2012	Aragón	Hombres	10936	2	De 3 a 6 meses
Abril 2012	Aragón	Hombres	11366	3	De 6 a 12 meses
Abril 2012	Aragón	Hombres	8804	4	De 1 a 2 años
Abril 2012	Aragón	Hombres	3484	5	De 2 a 3 años
Abril 2012	Aragón	Hombres	3025	6	Más de 3 años
Abril 2012	Aragón	Mujeres	15227	1	Hasta 3 meses
Abril 2012	Aragón	Mujeres	9288	2	De 3 a 6 meses
Abril 2012	Aragón	Mujeres	10891	3	De 6 a 12 meses
Abril 2012	Aragón	Mujeres	8936	4	De 1 a 2 años
Abril 2012	Aragón	Mujeres	4323	5	De 2 a 3 años
Abril 2012	Aragón	Mujeres	5001	6	Más de 3 años
Marzo 2012	Aragón	Hombres	19201	1	Hasta 3 meses
Marzo 2012	Aragón	Hombres	11311	2	De 3 a 6 meses
Marzo 2012	Aragón	Hombres	10196	3	De 6 a 12 meses
Marzo 2012	Aragón	Hombres	8625	4	De 1 a 2 años
Marzo 2012	Aragón	Hombres	3461	5	De 2 a 3 años
Marzo 2012	Aragón	Hombres	2909	6	Más de 3 años
Marzo 2012	Aragón	Mujeres	16617	1	Hasta 3 meses
Marzo 2012	Aragón	Mujeres	9118	2	De 3 a 6 meses
Marzo 2012	Aragón	Mujeres	9744	3	De 6 a 12 meses
Marzo 2012	Aragón	Mujeres	8884	4	De 1 a 2 años
Marzo 2012	Aragón	Mujeres	4292	5	De 2 a 3 años
Marzo 2012	Aragón	Mujeres	4889	6	Más de 3 años
Febrero 2012	Aragón	Hombres	19547	1	Hasta 3 meses
Febrero 2012	Aragón	Hombres	11791	2	De 3 a 6 meses
Febrero 2012	Aragón	Hombres	9031	3	De 6 a 12 meses
Febrero 2012	Aragón	Hombres	8446	4	De 1 a 2 años
Febrero 2012	Aragón	Hombres	3463	5	De 2 a 3 años
Febrero 2012	Aragón	Hombres	2706	6	Más de 3 años
Febrero 2012	Aragón	Mujeres	16379	1	Hasta 3 meses
Febrero 2012	Aragón	Mujeres	10618	2	De 3 a 6 meses
Febrero 2012	Aragón	Mujeres	8356	3	De 6 a 12 meses
Febrero 2012	Aragón	Mujeres	8530	4	De 1 a 2 años
Febrero 2012	Aragón	Mujeres	4305	5	De 2 a 3 años
Febrero 2012	Aragón	Mujeres	4741	6	Más de 3 años
Enero 2012	Aragón	Hombres	19844	1	Hasta 3 meses
Enero 2012	Aragón	Hombres	10693	2	De 3 a 6 meses
Enero 2012	Aragón	Hombres	8902	3	De 6 a 12 meses
Enero 2012	Aragón	Hombres	8217	4	De 1 a 2 años
Enero 2012	Aragón	Hombres	3527	5	De 2 a 3 años
Enero 2012	Aragón	Hombres	2532	6	Más de 3 años
Enero 2012	Aragón	Mujeres	16747	1	Hasta 3 meses
Enero 2012	Aragón	Mujeres	9680	2	De 3 a 6 meses
Enero 2012	Aragón	Mujeres	8298	3	De 6 a 12 meses
Enero 2012	Aragón	Mujeres	8405	4	De 1 a 2 años
Enero 2012	Aragón	Mujeres	4326	5	De 2 a 3 años
Enero 2012	Aragón	Mujeres	4582	6	Más de 3 años
Diciembre 2011	Aragón	Hombres	20737	1	Hasta 3 meses
Diciembre 2011	Aragón	Hombres	9247	2	De 3 a 6 meses
Diciembre 2011	Aragón	Hombres	8447	3	De 6 a 12 meses
Diciembre 2011	Aragón	Hombres	8122	4	De 1 a 2 años
Diciembre 2011	Aragón	Hombres	3507	5	De 2 a 3 años
Diciembre 2011	Aragón	Hombres	2323	6	Más de 3 años
Diciembre 2011	Aragón	Mujeres	16236	1	Hasta 3 meses
Diciembre 2011	Aragón	Mujeres	8467	2	De 3 a 6 meses
Diciembre 2011	Aragón	Mujeres	7978	3	De 6 a 12 meses
Diciembre 2011	Aragón	Mujeres	8255	4	De 1 a 2 años
Diciembre 2011	Aragón	Mujeres	4258	5	De 2 a 3 años
Diciembre 2011	Aragón	Mujeres	4405	6	Más de 3 años
Noviembre 2011	Aragón	Hombres	21423	1	Hasta 3 meses
Noviembre 2011	Aragón	Hombres	7591	2	De 3 a 6 meses
Noviembre 2011	Aragón	Hombres	8130	3	De 6 a 12 meses
Noviembre 2011	Aragón	Hombres	7734	4	De 1 a 2 años
Noviembre 2011	Aragón	Hombres	3466	5	De 2 a 3 años
Noviembre 2011	Aragón	Hombres	2109	6	Más de 3 años
Noviembre 2011	Aragón	Mujeres	19121	1	Hasta 3 meses
Noviembre 2011	Aragón	Mujeres	6508	2	De 3 a 6 meses
Noviembre 2011	Aragón	Mujeres	7570	3	De 6 a 12 meses
Noviembre 2011	Aragón	Mujeres	8000	4	De 1 a 2 años
Noviembre 2011	Aragón	Mujeres	4179	5	De 2 a 3 años
Noviembre 2011	Aragón	Mujeres	4247	6	Más de 3 años
Octubre 2011	Aragón	Hombres	20461	1	Hasta 3 meses
Octubre 2011	Aragón	Hombres	7276	2	De 3 a 6 meses
Octubre 2011	Aragón	Hombres	8351	3	De 6 a 12 meses
Octubre 2011	Aragón	Hombres	7647	4	De 1 a 2 años
Octubre 2011	Aragón	Hombres	3514	5	De 2 a 3 años
Octubre 2011	Aragón	Hombres	1928	6	Más de 3 años
Octubre 2011	Aragón	Mujeres	18288	1	Hasta 3 meses
Octubre 2011	Aragón	Mujeres	6386	2	De 3 a 6 meses
Octubre 2011	Aragón	Mujeres	7492	3	De 6 a 12 meses
Octubre 2011	Aragón	Mujeres	8018	4	De 1 a 2 años
Octubre 2011	Aragón	Mujeres	4200	5	De 2 a 3 años
Octubre 2011	Aragón	Mujeres	4087	6	Más de 3 años
Septiembre 2011	Aragón	Hombres	18714	1	Hasta 3 meses
Septiembre 2011	Aragón	Hombres	7014	2	De 3 a 6 meses
Septiembre 2011	Aragón	Hombres	8726	3	De 6 a 12 meses
Septiembre 2011	Aragón	Hombres	7714	4	De 1 a 2 años
Septiembre 2011	Aragón	Hombres	3506	5	De 2 a 3 años
Septiembre 2011	Aragón	Hombres	1787	6	Más de 3 años
Septiembre 2011	Aragón	Mujeres	16754	1	Hasta 3 meses
Septiembre 2011	Aragón	Mujeres	6294	2	De 3 a 6 meses
Septiembre 2011	Aragón	Mujeres	8006	3	De 6 a 12 meses
Septiembre 2011	Aragón	Mujeres	8036	4	De 1 a 2 años
Septiembre 2011	Aragón	Mujeres	4264	5	De 2 a 3 años
Septiembre 2011	Aragón	Mujeres	3886	6	Más de 3 años
Agosto 2011	Aragón	Hombres	17252	1	Hasta 3 meses
Agosto 2011	Aragón	Hombres	7101	2	De 3 a 6 meses
Agosto 2011	Aragón	Hombres	9342	3	De 6 a 12 meses
Agosto 2011	Aragón	Hombres	7905	4	De 1 a 2 años
Agosto 2011	Aragón	Hombres	3636	5	De 2 a 3 años
Agosto 2011	Aragón	Hombres	1664	6	Más de 3 años
Agosto 2011	Aragón	Mujeres	14875	1	Hasta 3 meses
Agosto 2011	Aragón	Mujeres	6297	2	De 3 a 6 meses
Agosto 2011	Aragón	Mujeres	8606	3	De 6 a 12 meses
Agosto 2011	Aragón	Mujeres	8027	4	De 1 a 2 años
Agosto 2011	Aragón	Mujeres	4334	5	De 2 a 3 años
Agosto 2011	Aragón	Mujeres	3676	6	Más de 3 años
Julio 2011	Aragón	Hombres	16798	1	Hasta 3 meses
Julio 2011	Aragón	Hombres	7490	2	De 3 a 6 meses
Julio 2011	Aragón	Hombres	9261	3	De 6 a 12 meses
Julio 2011	Aragón	Hombres	7901	4	De 1 a 2 años
Julio 2011	Aragón	Hombres	3631	5	De 2 a 3 años
Julio 2011	Aragón	Hombres	1548	6	Más de 3 años
Julio 2011	Aragón	Mujeres	14258	1	Hasta 3 meses
Julio 2011	Aragón	Mujeres	6501	2	De 3 a 6 meses
Julio 2011	Aragón	Mujeres	8506	3	De 6 a 12 meses
Julio 2011	Aragón	Mujeres	8145	4	De 1 a 2 años
Julio 2011	Aragón	Mujeres	4243	5	De 2 a 3 años
Julio 2011	Aragón	Mujeres	3590	6	Más de 3 años
Junio 2011	Aragón	Hombres	15967	1	Hasta 3 meses
Junio 2011	Aragón	Hombres	7999	2	De 3 a 6 meses
Junio 2011	Aragón	Hombres	9267	3	De 6 a 12 meses
Junio 2011	Aragón	Hombres	7861	4	De 1 a 2 años
Junio 2011	Aragón	Hombres	3495	5	De 2 a 3 años
Junio 2011	Aragón	Hombres	1425	6	Más de 3 años
Junio 2011	Aragón	Mujeres	13725	1	Hasta 3 meses
Junio 2011	Aragón	Mujeres	7211	2	De 3 a 6 meses
Junio 2011	Aragón	Mujeres	8566	3	De 6 a 12 meses
Junio 2011	Aragón	Mujeres	8143	4	De 1 a 2 años
Junio 2011	Aragón	Mujeres	4143	5	De 2 a 3 años
Junio 2011	Aragón	Mujeres	3469	6	Más de 3 años
Mayo 2011	Aragón	Hombres	15790	1	Hasta 3 meses
Mayo 2011	Aragón	Hombres	8604	2	De 3 a 6 meses
Mayo 2011	Aragón	Hombres	9552	3	De 6 a 12 meses
Mayo 2011	Aragón	Hombres	7982	4	De 1 a 2 años
Mayo 2011	Aragón	Hombres	3531	5	De 2 a 3 años
Mayo 2011	Aragón	Hombres	1328	6	Más de 3 años
Mayo 2011	Aragón	Mujeres	13560	1	Hasta 3 meses
Mayo 2011	Aragón	Mujeres	7418	2	De 3 a 6 meses
Mayo 2011	Aragón	Mujeres	9151	3	De 6 a 12 meses
Mayo 2011	Aragón	Mujeres	8107	4	De 1 a 2 años
Mayo 2011	Aragón	Mujeres	4073	5	De 2 a 3 años
Mayo 2011	Aragón	Mujeres	3389	6	Más de 3 años
Abril 2011	Aragón	Hombres	17529	1	Hasta 3 meses
Abril 2011	Aragón	Hombres	9578	2	De 3 a 6 meses
Abril 2011	Aragón	Hombres	9886	3	De 6 a 12 meses
Abril 2011	Aragón	Hombres	8382	4	De 1 a 2 años
Abril 2011	Aragón	Hombres	3556	5	De 2 a 3 años
Abril 2011	Aragón	Hombres	1232	6	Más de 3 años
Abril 2011	Aragón	Mujeres	14544	1	Hasta 3 meses
Abril 2011	Aragón	Mujeres	7927	2	De 3 a 6 meses
Abril 2011	Aragón	Mujeres	9274	3	De 6 a 12 meses
Abril 2011	Aragón	Mujeres	8500	4	De 1 a 2 años
Abril 2011	Aragón	Mujeres	4040	5	De 2 a 3 años
Abril 2011	Aragón	Mujeres	3352	6	Más de 3 años
Marzo 2011	Aragón	Hombres	18484	1	Hasta 3 meses
Marzo 2011	Aragón	Hombres	9848	2	De 3 a 6 meses
Marzo 2011	Aragón	Hombres	9109	3	De 6 a 12 meses
Marzo 2011	Aragón	Hombres	8494	4	De 1 a 2 años
Marzo 2011	Aragón	Hombres	3491	5	De 2 a 3 años
Marzo 2011	Aragón	Hombres	1158	6	Más de 3 años
Marzo 2011	Aragón	Mujeres	16113	1	Hasta 3 meses
Marzo 2011	Aragón	Mujeres	7913	2	De 3 a 6 meses
Marzo 2011	Aragón	Mujeres	8367	3	De 6 a 12 meses
Marzo 2011	Aragón	Mujeres	8574	4	De 1 a 2 años
Marzo 2011	Aragón	Mujeres	4010	5	De 2 a 3 años
Marzo 2011	Aragón	Mujeres	3279	6	Más de 3 años
Febrero 2011	Aragón	Hombres	18587	1	Hasta 3 meses
Febrero 2011	Aragón	Hombres	10010	2	De 3 a 6 meses
Febrero 2011	Aragón	Hombres	8319	3	De 6 a 12 meses
Febrero 2011	Aragón	Hombres	8530	4	De 1 a 2 años
Febrero 2011	Aragón	Hombres	3297	5	De 2 a 3 años
Febrero 2011	Aragón	Hombres	1096	6	Más de 3 años
Febrero 2011	Aragón	Mujeres	15661	1	Hasta 3 meses
Febrero 2011	Aragón	Mujeres	8990	2	De 3 a 6 meses
Febrero 2011	Aragón	Mujeres	7190	3	De 6 a 12 meses
Febrero 2011	Aragón	Mujeres	8528	4	De 1 a 2 años
Febrero 2011	Aragón	Mujeres	3858	5	De 2 a 3 años
Febrero 2011	Aragón	Mujeres	3217	6	Más de 3 años
Enero 2011	Aragón	Hombres	18839	1	Hasta 3 meses
Enero 2011	Aragón	Hombres	9267	2	De 3 a 6 meses
Enero 2011	Aragón	Hombres	8120	3	De 6 a 12 meses
Enero 2011	Aragón	Hombres	8569	4	De 1 a 2 años
Enero 2011	Aragón	Hombres	3029	5	De 2 a 3 años
Enero 2011	Aragón	Hombres	1068	6	Más de 3 años
Enero 2011	Aragón	Mujeres	15640	1	Hasta 3 meses
Enero 2011	Aragón	Mujeres	8314	2	De 3 a 6 meses
Enero 2011	Aragón	Mujeres	7155	3	De 6 a 12 meses
Enero 2011	Aragón	Mujeres	8483	4	De 1 a 2 años
Enero 2011	Aragón	Mujeres	3647	5	De 2 a 3 años
Enero 2011	Aragón	Mujeres	3148	6	Más de 3 años
