Mes (código)	Mes y año	Provincia código	Provincia nombre	Sexo	Nº parados	Grupos 1 duración demanda código	Grupos 1 duración demanda descripción
201706	Junio 2017	22	Huesca	Hombres	1396	1	Hasta 3 meses
201706	Junio 2017	22	Huesca	Hombres	469	2	De 3 a 6 meses
201706	Junio 2017	22	Huesca	Hombres	461	3	De 6 a 12 meses
201706	Junio 2017	22	Huesca	Hombres	421	4	De 1 a 2 años
201706	Junio 2017	22	Huesca	Hombres	199	5	De 2 a 3 años
201706	Junio 2017	22	Huesca	Hombres	567	6	Más de 3 años
201706	Junio 2017	22	Huesca	Mujeres	1581	1	Hasta 3 meses
201706	Junio 2017	22	Huesca	Mujeres	687	2	De 3 a 6 meses
201706	Junio 2017	22	Huesca	Mujeres	748	3	De 6 a 12 meses
201706	Junio 2017	22	Huesca	Mujeres	646	4	De 1 a 2 años
201706	Junio 2017	22	Huesca	Mujeres	333	5	De 2 a 3 años
201706	Junio 2017	22	Huesca	Mujeres	880	6	Más de 3 años
201706	Junio 2017	44	Teruel	Hombres	926	1	Hasta 3 meses
201706	Junio 2017	44	Teruel	Hombres	313	2	De 3 a 6 meses
201706	Junio 2017	44	Teruel	Hombres	357	3	De 6 a 12 meses
201706	Junio 2017	44	Teruel	Hombres	292	4	De 1 a 2 años
201706	Junio 2017	44	Teruel	Hombres	126	5	De 2 a 3 años
201706	Junio 2017	44	Teruel	Hombres	371	6	Más de 3 años
201706	Junio 2017	44	Teruel	Mujeres	1130	1	Hasta 3 meses
201706	Junio 2017	44	Teruel	Mujeres	428	2	De 3 a 6 meses
201706	Junio 2017	44	Teruel	Mujeres	537	3	De 6 a 12 meses
201706	Junio 2017	44	Teruel	Mujeres	496	4	De 1 a 2 años
201706	Junio 2017	44	Teruel	Mujeres	280	5	De 2 a 3 años
201706	Junio 2017	44	Teruel	Mujeres	528	6	Más de 3 años
201706	Junio 2017	50	Zaragoza	Hombres	7292	1	Hasta 3 meses
201706	Junio 2017	50	Zaragoza	Hombres	2715	2	De 3 a 6 meses
201706	Junio 2017	50	Zaragoza	Hombres	2968	3	De 6 a 12 meses
201706	Junio 2017	50	Zaragoza	Hombres	2609	4	De 1 a 2 años
201706	Junio 2017	50	Zaragoza	Hombres	1255	5	De 2 a 3 años
201706	Junio 2017	50	Zaragoza	Hombres	3899	6	Más de 3 años
201706	Junio 2017	50	Zaragoza	Mujeres	8660	1	Hasta 3 meses
201706	Junio 2017	50	Zaragoza	Mujeres	3988	2	De 3 a 6 meses
201706	Junio 2017	50	Zaragoza	Mujeres	4701	3	De 6 a 12 meses
201706	Junio 2017	50	Zaragoza	Mujeres	4394	4	De 1 a 2 años
201706	Junio 2017	50	Zaragoza	Mujeres	2507	5	De 2 a 3 años
201706	Junio 2017	50	Zaragoza	Mujeres	7334	6	Más de 3 años
201705	Mayo 2017	22	Huesca	Hombres	1415	1	Hasta 3 meses
201705	Mayo 2017	22	Huesca	Hombres	544	2	De 3 a 6 meses
201705	Mayo 2017	22	Huesca	Hombres	533	3	De 6 a 12 meses
201705	Mayo 2017	22	Huesca	Hombres	443	4	De 1 a 2 años
201705	Mayo 2017	22	Huesca	Hombres	212	5	De 2 a 3 años
201705	Mayo 2017	22	Huesca	Hombres	570	6	Más de 3 años
201705	Mayo 2017	22	Huesca	Mujeres	1671	1	Hasta 3 meses
201705	Mayo 2017	22	Huesca	Mujeres	749	2	De 3 a 6 meses
201705	Mayo 2017	22	Huesca	Mujeres	822	3	De 6 a 12 meses
201705	Mayo 2017	22	Huesca	Mujeres	648	4	De 1 a 2 años
201705	Mayo 2017	22	Huesca	Mujeres	344	5	De 2 a 3 años
201705	Mayo 2017	22	Huesca	Mujeres	872	6	Más de 3 años
201705	Mayo 2017	44	Teruel	Hombres	876	1	Hasta 3 meses
201705	Mayo 2017	44	Teruel	Hombres	341	2	De 3 a 6 meses
201705	Mayo 2017	44	Teruel	Hombres	438	3	De 6 a 12 meses
201705	Mayo 2017	44	Teruel	Hombres	300	4	De 1 a 2 años
201705	Mayo 2017	44	Teruel	Hombres	128	5	De 2 a 3 años
201705	Mayo 2017	44	Teruel	Hombres	381	6	Más de 3 años
201705	Mayo 2017	44	Teruel	Mujeres	1165	1	Hasta 3 meses
201705	Mayo 2017	44	Teruel	Mujeres	469	2	De 3 a 6 meses
201705	Mayo 2017	44	Teruel	Mujeres	610	3	De 6 a 12 meses
201705	Mayo 2017	44	Teruel	Mujeres	495	4	De 1 a 2 años
201705	Mayo 2017	44	Teruel	Mujeres	291	5	De 2 a 3 años
201705	Mayo 2017	44	Teruel	Mujeres	531	6	Más de 3 años
201705	Mayo 2017	50	Zaragoza	Hombres	7344	1	Hasta 3 meses
201705	Mayo 2017	50	Zaragoza	Hombres	3026	2	De 3 a 6 meses
201705	Mayo 2017	50	Zaragoza	Hombres	3281	3	De 6 a 12 meses
201705	Mayo 2017	50	Zaragoza	Hombres	2702	4	De 1 a 2 años
201705	Mayo 2017	50	Zaragoza	Hombres	1278	5	De 2 a 3 años
201705	Mayo 2017	50	Zaragoza	Hombres	3972	6	Más de 3 años
201705	Mayo 2017	50	Zaragoza	Mujeres	8656	1	Hasta 3 meses
201705	Mayo 2017	50	Zaragoza	Mujeres	4280	2	De 3 a 6 meses
201705	Mayo 2017	50	Zaragoza	Mujeres	4955	3	De 6 a 12 meses
201705	Mayo 2017	50	Zaragoza	Mujeres	4502	4	De 1 a 2 años
201705	Mayo 2017	50	Zaragoza	Mujeres	2506	5	De 2 a 3 años
201705	Mayo 2017	50	Zaragoza	Mujeres	7412	6	Más de 3 años
201704	Abril 2017	22	Huesca	Hombres	1570	1	Hasta 3 meses
201704	Abril 2017	22	Huesca	Hombres	623	2	De 3 a 6 meses
201704	Abril 2017	22	Huesca	Hombres	591	3	De 6 a 12 meses
201704	Abril 2017	22	Huesca	Hombres	462	4	De 1 a 2 años
201704	Abril 2017	22	Huesca	Hombres	228	5	De 2 a 3 años
201704	Abril 2017	22	Huesca	Hombres	590	6	Más de 3 años
201704	Abril 2017	22	Huesca	Mujeres	1733	1	Hasta 3 meses
201704	Abril 2017	22	Huesca	Mujeres	831	2	De 3 a 6 meses
201704	Abril 2017	22	Huesca	Mujeres	832	3	De 6 a 12 meses
201704	Abril 2017	22	Huesca	Mujeres	682	4	De 1 a 2 años
201704	Abril 2017	22	Huesca	Mujeres	354	5	De 2 a 3 años
201704	Abril 2017	22	Huesca	Mujeres	885	6	Más de 3 años
201704	Abril 2017	44	Teruel	Hombres	985	1	Hasta 3 meses
201704	Abril 2017	44	Teruel	Hombres	441	2	De 3 a 6 meses
201704	Abril 2017	44	Teruel	Hombres	467	3	De 6 a 12 meses
201704	Abril 2017	44	Teruel	Hombres	318	4	De 1 a 2 años
201704	Abril 2017	44	Teruel	Hombres	146	5	De 2 a 3 años
201704	Abril 2017	44	Teruel	Hombres	386	6	Más de 3 años
201704	Abril 2017	44	Teruel	Mujeres	1189	1	Hasta 3 meses
201704	Abril 2017	44	Teruel	Mujeres	571	2	De 3 a 6 meses
201704	Abril 2017	44	Teruel	Mujeres	593	3	De 6 a 12 meses
201704	Abril 2017	44	Teruel	Mujeres	513	4	De 1 a 2 años
201704	Abril 2017	44	Teruel	Mujeres	296	5	De 2 a 3 años
201704	Abril 2017	44	Teruel	Mujeres	550	6	Más de 3 años
201704	Abril 2017	50	Zaragoza	Hombres	8511	1	Hasta 3 meses
201704	Abril 2017	50	Zaragoza	Hombres	3685	2	De 3 a 6 meses
201704	Abril 2017	50	Zaragoza	Hombres	3469	3	De 6 a 12 meses
201704	Abril 2017	50	Zaragoza	Hombres	2859	4	De 1 a 2 años
201704	Abril 2017	50	Zaragoza	Hombres	1330	5	De 2 a 3 años
201704	Abril 2017	50	Zaragoza	Hombres	4066	6	Más de 3 años
201704	Abril 2017	50	Zaragoza	Mujeres	9211	1	Hasta 3 meses
201704	Abril 2017	50	Zaragoza	Mujeres	4778	2	De 3 a 6 meses
201704	Abril 2017	50	Zaragoza	Mujeres	5063	3	De 6 a 12 meses
201704	Abril 2017	50	Zaragoza	Mujeres	4683	4	De 1 a 2 años
201704	Abril 2017	50	Zaragoza	Mujeres	2508	5	De 2 a 3 años
201704	Abril 2017	50	Zaragoza	Mujeres	7523	6	Más de 3 años
201703	Marzo 2017	22	Huesca	Hombres	1923	1	Hasta 3 meses
201703	Marzo 2017	22	Huesca	Hombres	659	2	De 3 a 6 meses
201703	Marzo 2017	22	Huesca	Hombres	588	3	De 6 a 12 meses
201703	Marzo 2017	22	Huesca	Hombres	483	4	De 1 a 2 años
201703	Marzo 2017	22	Huesca	Hombres	231	5	De 2 a 3 años
201703	Marzo 2017	22	Huesca	Hombres	596	6	Más de 3 años
201703	Marzo 2017	22	Huesca	Mujeres	2012	1	Hasta 3 meses
201703	Marzo 2017	22	Huesca	Mujeres	902	2	De 3 a 6 meses
201703	Marzo 2017	22	Huesca	Mujeres	767	3	De 6 a 12 meses
201703	Marzo 2017	22	Huesca	Mujeres	703	4	De 1 a 2 años
201703	Marzo 2017	22	Huesca	Mujeres	348	5	De 2 a 3 años
201703	Marzo 2017	22	Huesca	Mujeres	894	6	Más de 3 años
201703	Marzo 2017	44	Teruel	Hombres	1146	1	Hasta 3 meses
201703	Marzo 2017	44	Teruel	Hombres	534	2	De 3 a 6 meses
201703	Marzo 2017	44	Teruel	Hombres	441	3	De 6 a 12 meses
201703	Marzo 2017	44	Teruel	Hombres	326	4	De 1 a 2 años
201703	Marzo 2017	44	Teruel	Hombres	158	5	De 2 a 3 años
201703	Marzo 2017	44	Teruel	Hombres	411	6	Más de 3 años
201703	Marzo 2017	44	Teruel	Mujeres	1327	1	Hasta 3 meses
201703	Marzo 2017	44	Teruel	Mujeres	601	2	De 3 a 6 meses
201703	Marzo 2017	44	Teruel	Mujeres	547	3	De 6 a 12 meses
201703	Marzo 2017	44	Teruel	Mujeres	522	4	De 1 a 2 años
201703	Marzo 2017	44	Teruel	Mujeres	301	5	De 2 a 3 años
201703	Marzo 2017	44	Teruel	Mujeres	574	6	Más de 3 años
201703	Marzo 2017	50	Zaragoza	Hombres	9918	1	Hasta 3 meses
201703	Marzo 2017	50	Zaragoza	Hombres	3923	2	De 3 a 6 meses
201703	Marzo 2017	50	Zaragoza	Hombres	3195	3	De 6 a 12 meses
201703	Marzo 2017	50	Zaragoza	Hombres	2891	4	De 1 a 2 años
201703	Marzo 2017	50	Zaragoza	Hombres	1375	5	De 2 a 3 años
201703	Marzo 2017	50	Zaragoza	Hombres	4173	6	Más de 3 años
201703	Marzo 2017	50	Zaragoza	Mujeres	10701	1	Hasta 3 meses
201703	Marzo 2017	50	Zaragoza	Mujeres	4596	2	De 3 a 6 meses
201703	Marzo 2017	50	Zaragoza	Mujeres	4854	3	De 6 a 12 meses
201703	Marzo 2017	50	Zaragoza	Mujeres	4748	4	De 1 a 2 años
201703	Marzo 2017	50	Zaragoza	Mujeres	2566	5	De 2 a 3 años
201703	Marzo 2017	50	Zaragoza	Mujeres	7599	6	Más de 3 años
201702	Febrero 2017	22	Huesca	Hombres	1875	1	Hasta 3 meses
201702	Febrero 2017	22	Huesca	Hombres	791	2	De 3 a 6 meses
201702	Febrero 2017	22	Huesca	Hombres	526	3	De 6 a 12 meses
201702	Febrero 2017	22	Huesca	Hombres	504	4	De 1 a 2 años
201702	Febrero 2017	22	Huesca	Hombres	234	5	De 2 a 3 años
201702	Febrero 2017	22	Huesca	Hombres	619	6	Más de 3 años
201702	Febrero 2017	22	Huesca	Mujeres	2071	1	Hasta 3 meses
201702	Febrero 2017	22	Huesca	Mujeres	1041	2	De 3 a 6 meses
201702	Febrero 2017	22	Huesca	Mujeres	662	3	De 6 a 12 meses
201702	Febrero 2017	22	Huesca	Mujeres	707	4	De 1 a 2 años
201702	Febrero 2017	22	Huesca	Mujeres	376	5	De 2 a 3 años
201702	Febrero 2017	22	Huesca	Mujeres	896	6	Más de 3 años
201702	Febrero 2017	44	Teruel	Hombres	1261	1	Hasta 3 meses
201702	Febrero 2017	44	Teruel	Hombres	639	2	De 3 a 6 meses
201702	Febrero 2017	44	Teruel	Hombres	364	3	De 6 a 12 meses
201702	Febrero 2017	44	Teruel	Hombres	341	4	De 1 a 2 años
201702	Febrero 2017	44	Teruel	Hombres	167	5	De 2 a 3 años
201702	Febrero 2017	44	Teruel	Hombres	428	6	Más de 3 años
201702	Febrero 2017	44	Teruel	Mujeres	1300	1	Hasta 3 meses
201702	Febrero 2017	44	Teruel	Mujeres	754	2	De 3 a 6 meses
201702	Febrero 2017	44	Teruel	Mujeres	442	3	De 6 a 12 meses
201702	Febrero 2017	44	Teruel	Mujeres	543	4	De 1 a 2 años
201702	Febrero 2017	44	Teruel	Mujeres	308	5	De 2 a 3 años
201702	Febrero 2017	44	Teruel	Mujeres	571	6	Más de 3 años
201702	Febrero 2017	50	Zaragoza	Hombres	9980	1	Hasta 3 meses
201702	Febrero 2017	50	Zaragoza	Hombres	4330	2	De 3 a 6 meses
201702	Febrero 2017	50	Zaragoza	Hombres	2921	3	De 6 a 12 meses
201702	Febrero 2017	50	Zaragoza	Hombres	2954	4	De 1 a 2 años
201702	Febrero 2017	50	Zaragoza	Hombres	1414	5	De 2 a 3 años
201702	Febrero 2017	50	Zaragoza	Hombres	4281	6	Más de 3 años
201702	Febrero 2017	50	Zaragoza	Mujeres	11025	1	Hasta 3 meses
201702	Febrero 2017	50	Zaragoza	Mujeres	5319	2	De 3 a 6 meses
201702	Febrero 2017	50	Zaragoza	Mujeres	4304	3	De 6 a 12 meses
201702	Febrero 2017	50	Zaragoza	Mujeres	4823	4	De 1 a 2 años
201702	Febrero 2017	50	Zaragoza	Mujeres	2641	5	De 2 a 3 años
201702	Febrero 2017	50	Zaragoza	Mujeres	7681	6	Más de 3 años
201701	Enero 2017	22	Huesca	Hombres	2068	1	Hasta 3 meses
201701	Enero 2017	22	Huesca	Hombres	836	2	De 3 a 6 meses
201701	Enero 2017	22	Huesca	Hombres	518	3	De 6 a 12 meses
201701	Enero 2017	22	Huesca	Hombres	518	4	De 1 a 2 años
201701	Enero 2017	22	Huesca	Hombres	256	5	De 2 a 3 años
201701	Enero 2017	22	Huesca	Hombres	634	6	Más de 3 años
201701	Enero 2017	22	Huesca	Mujeres	2180	1	Hasta 3 meses
201701	Enero 2017	22	Huesca	Mujeres	1020	2	De 3 a 6 meses
201701	Enero 2017	22	Huesca	Mujeres	668	3	De 6 a 12 meses
201701	Enero 2017	22	Huesca	Mujeres	720	4	De 1 a 2 años
201701	Enero 2017	22	Huesca	Mujeres	400	5	De 2 a 3 años
201701	Enero 2017	22	Huesca	Mujeres	895	6	Más de 3 años
201701	Enero 2017	44	Teruel	Hombres	1499	1	Hasta 3 meses
201701	Enero 2017	44	Teruel	Hombres	599	2	De 3 a 6 meses
201701	Enero 2017	44	Teruel	Hombres	354	3	De 6 a 12 meses
201701	Enero 2017	44	Teruel	Hombres	363	4	De 1 a 2 años
201701	Enero 2017	44	Teruel	Hombres	175	5	De 2 a 3 años
201701	Enero 2017	44	Teruel	Hombres	444	6	Más de 3 años
201701	Enero 2017	44	Teruel	Mujeres	1515	1	Hasta 3 meses
201701	Enero 2017	44	Teruel	Mujeres	687	2	De 3 a 6 meses
201701	Enero 2017	44	Teruel	Mujeres	457	3	De 6 a 12 meses
201701	Enero 2017	44	Teruel	Mujeres	583	4	De 1 a 2 años
201701	Enero 2017	44	Teruel	Mujeres	308	5	De 2 a 3 años
201701	Enero 2017	44	Teruel	Mujeres	574	6	Más de 3 años
201701	Enero 2017	50	Zaragoza	Hombres	10952	1	Hasta 3 meses
201701	Enero 2017	50	Zaragoza	Hombres	4312	2	De 3 a 6 meses
201701	Enero 2017	50	Zaragoza	Hombres	2902	3	De 6 a 12 meses
201701	Enero 2017	50	Zaragoza	Hombres	3053	4	De 1 a 2 años
201701	Enero 2017	50	Zaragoza	Hombres	1469	5	De 2 a 3 años
201701	Enero 2017	50	Zaragoza	Hombres	4404	6	Más de 3 años
201701	Enero 2017	50	Zaragoza	Mujeres	11520	1	Hasta 3 meses
201701	Enero 2017	50	Zaragoza	Mujeres	5172	2	De 3 a 6 meses
201701	Enero 2017	50	Zaragoza	Mujeres	4311	3	De 6 a 12 meses
201701	Enero 2017	50	Zaragoza	Mujeres	5004	4	De 1 a 2 años
201701	Enero 2017	50	Zaragoza	Mujeres	2705	5	De 2 a 3 años
201701	Enero 2017	50	Zaragoza	Mujeres	7836	6	Más de 3 años
201612	Diciembre 2016	22	Huesca	Hombres	2025	1	Hasta 3 meses
201612	Diciembre 2016	22	Huesca	Hombres	711	2	De 3 a 6 meses
201612	Diciembre 2016	22	Huesca	Hombres	531	3	De 6 a 12 meses
201612	Diciembre 2016	22	Huesca	Hombres	523	4	De 1 a 2 años
201612	Diciembre 2016	22	Huesca	Hombres	255	5	De 2 a 3 años
201612	Diciembre 2016	22	Huesca	Hombres	645	6	Más de 3 años
201612	Diciembre 2016	22	Huesca	Mujeres	2082	1	Hasta 3 meses
201612	Diciembre 2016	22	Huesca	Mujeres	835	2	De 3 a 6 meses
201612	Diciembre 2016	22	Huesca	Mujeres	668	3	De 6 a 12 meses
201612	Diciembre 2016	22	Huesca	Mujeres	721	4	De 1 a 2 años
201612	Diciembre 2016	22	Huesca	Mujeres	407	5	De 2 a 3 años
201612	Diciembre 2016	22	Huesca	Mujeres	874	6	Más de 3 años
201612	Diciembre 2016	44	Teruel	Hombres	1493	1	Hasta 3 meses
201612	Diciembre 2016	44	Teruel	Hombres	524	2	De 3 a 6 meses
201612	Diciembre 2016	44	Teruel	Hombres	349	3	De 6 a 12 meses
201612	Diciembre 2016	44	Teruel	Hombres	369	4	De 1 a 2 años
201612	Diciembre 2016	44	Teruel	Hombres	167	5	De 2 a 3 años
201612	Diciembre 2016	44	Teruel	Hombres	446	6	Más de 3 años
201612	Diciembre 2016	44	Teruel	Mujeres	1437	1	Hasta 3 meses
201612	Diciembre 2016	44	Teruel	Mujeres	566	2	De 3 a 6 meses
201612	Diciembre 2016	44	Teruel	Mujeres	480	3	De 6 a 12 meses
201612	Diciembre 2016	44	Teruel	Mujeres	594	4	De 1 a 2 años
201612	Diciembre 2016	44	Teruel	Mujeres	292	5	De 2 a 3 años
201612	Diciembre 2016	44	Teruel	Mujeres	572	6	Más de 3 años
201612	Diciembre 2016	50	Zaragoza	Hombres	11407	1	Hasta 3 meses
201612	Diciembre 2016	50	Zaragoza	Hombres	3845	2	De 3 a 6 meses
201612	Diciembre 2016	50	Zaragoza	Hombres	2836	3	De 6 a 12 meses
201612	Diciembre 2016	50	Zaragoza	Hombres	3076	4	De 1 a 2 años
201612	Diciembre 2016	50	Zaragoza	Hombres	1520	5	De 2 a 3 años
201612	Diciembre 2016	50	Zaragoza	Hombres	4426	6	Más de 3 años
201612	Diciembre 2016	50	Zaragoza	Mujeres	10632	1	Hasta 3 meses
201612	Diciembre 2016	50	Zaragoza	Mujeres	4747	2	De 3 a 6 meses
201612	Diciembre 2016	50	Zaragoza	Mujeres	4322	3	De 6 a 12 meses
201612	Diciembre 2016	50	Zaragoza	Mujeres	5016	4	De 1 a 2 años
201612	Diciembre 2016	50	Zaragoza	Mujeres	2725	5	De 2 a 3 años
201612	Diciembre 2016	50	Zaragoza	Mujeres	7815	6	Más de 3 años
201611	Noviembre 2016	22	Huesca	Hombres	2404	1	Hasta 3 meses
201611	Noviembre 2016	22	Huesca	Hombres	566	2	De 3 a 6 meses
201611	Noviembre 2016	22	Huesca	Hombres	523	3	De 6 a 12 meses
201611	Noviembre 2016	22	Huesca	Hombres	549	4	De 1 a 2 años
201611	Noviembre 2016	22	Huesca	Hombres	270	5	De 2 a 3 años
201611	Noviembre 2016	22	Huesca	Hombres	645	6	Más de 3 años
201611	Noviembre 2016	22	Huesca	Mujeres	2608	1	Hasta 3 meses
201611	Noviembre 2016	22	Huesca	Mujeres	662	2	De 3 a 6 meses
201611	Noviembre 2016	22	Huesca	Mujeres	656	3	De 6 a 12 meses
201611	Noviembre 2016	22	Huesca	Mujeres	757	4	De 1 a 2 años
201611	Noviembre 2016	22	Huesca	Mujeres	403	5	De 2 a 3 años
201611	Noviembre 2016	22	Huesca	Mujeres	883	6	Más de 3 años
201611	Noviembre 2016	44	Teruel	Hombres	1637	1	Hasta 3 meses
201611	Noviembre 2016	44	Teruel	Hombres	423	2	De 3 a 6 meses
201611	Noviembre 2016	44	Teruel	Hombres	335	3	De 6 a 12 meses
201611	Noviembre 2016	44	Teruel	Hombres	373	4	De 1 a 2 años
201611	Noviembre 2016	44	Teruel	Hombres	173	5	De 2 a 3 años
201611	Noviembre 2016	44	Teruel	Hombres	469	6	Más de 3 años
201611	Noviembre 2016	44	Teruel	Mujeres	1805	1	Hasta 3 meses
201611	Noviembre 2016	44	Teruel	Mujeres	427	2	De 3 a 6 meses
201611	Noviembre 2016	44	Teruel	Mujeres	463	3	De 6 a 12 meses
201611	Noviembre 2016	44	Teruel	Mujeres	634	4	De 1 a 2 años
201611	Noviembre 2016	44	Teruel	Mujeres	288	5	De 2 a 3 años
201611	Noviembre 2016	44	Teruel	Mujeres	584	6	Más de 3 años
201611	Noviembre 2016	50	Zaragoza	Hombres	11596	1	Hasta 3 meses
201611	Noviembre 2016	50	Zaragoza	Hombres	3251	2	De 3 a 6 meses
201611	Noviembre 2016	50	Zaragoza	Hombres	2853	3	De 6 a 12 meses
201611	Noviembre 2016	50	Zaragoza	Hombres	3119	4	De 1 a 2 años
201611	Noviembre 2016	50	Zaragoza	Hombres	1539	5	De 2 a 3 años
201611	Noviembre 2016	50	Zaragoza	Hombres	4491	6	Más de 3 años
201611	Noviembre 2016	50	Zaragoza	Mujeres	12133	1	Hasta 3 meses
201611	Noviembre 2016	50	Zaragoza	Mujeres	3927	2	De 3 a 6 meses
201611	Noviembre 2016	50	Zaragoza	Mujeres	4216	3	De 6 a 12 meses
201611	Noviembre 2016	50	Zaragoza	Mujeres	5163	4	De 1 a 2 años
201611	Noviembre 2016	50	Zaragoza	Mujeres	2735	5	De 2 a 3 años
201611	Noviembre 2016	50	Zaragoza	Mujeres	7923	6	Más de 3 años
201610	Octubre 2016	22	Huesca	Hombres	2496	1	Hasta 3 meses
201610	Octubre 2016	22	Huesca	Hombres	524	2	De 3 a 6 meses
201610	Octubre 2016	22	Huesca	Hombres	543	3	De 6 a 12 meses
201610	Octubre 2016	22	Huesca	Hombres	545	4	De 1 a 2 años
201610	Octubre 2016	22	Huesca	Hombres	280	5	De 2 a 3 años
201610	Octubre 2016	22	Huesca	Hombres	659	6	Más de 3 años
201610	Octubre 2016	22	Huesca	Mujeres	2590	1	Hasta 3 meses
201610	Octubre 2016	22	Huesca	Mujeres	620	2	De 3 a 6 meses
201610	Octubre 2016	22	Huesca	Mujeres	688	3	De 6 a 12 meses
201610	Octubre 2016	22	Huesca	Mujeres	775	4	De 1 a 2 años
201610	Octubre 2016	22	Huesca	Mujeres	401	5	De 2 a 3 años
201610	Octubre 2016	22	Huesca	Mujeres	891	6	Más de 3 años
201610	Octubre 2016	44	Teruel	Hombres	1569	1	Hasta 3 meses
201610	Octubre 2016	44	Teruel	Hombres	374	2	De 3 a 6 meses
201610	Octubre 2016	44	Teruel	Hombres	349	3	De 6 a 12 meses
201610	Octubre 2016	44	Teruel	Hombres	366	4	De 1 a 2 años
201610	Octubre 2016	44	Teruel	Hombres	174	5	De 2 a 3 años
201610	Octubre 2016	44	Teruel	Hombres	466	6	Más de 3 años
201610	Octubre 2016	44	Teruel	Mujeres	1630	1	Hasta 3 meses
201610	Octubre 2016	44	Teruel	Mujeres	411	2	De 3 a 6 meses
201610	Octubre 2016	44	Teruel	Mujeres	484	3	De 6 a 12 meses
201610	Octubre 2016	44	Teruel	Mujeres	646	4	De 1 a 2 años
201610	Octubre 2016	44	Teruel	Mujeres	294	5	De 2 a 3 años
201610	Octubre 2016	44	Teruel	Mujeres	579	6	Más de 3 años
201610	Octubre 2016	50	Zaragoza	Hombres	11306	1	Hasta 3 meses
201610	Octubre 2016	50	Zaragoza	Hombres	3058	2	De 3 a 6 meses
201610	Octubre 2016	50	Zaragoza	Hombres	3052	3	De 6 a 12 meses
201610	Octubre 2016	50	Zaragoza	Hombres	3132	4	De 1 a 2 años
201610	Octubre 2016	50	Zaragoza	Hombres	1606	5	De 2 a 3 años
201610	Octubre 2016	50	Zaragoza	Hombres	4541	6	Más de 3 años
201610	Octubre 2016	50	Zaragoza	Mujeres	11884	1	Hasta 3 meses
201610	Octubre 2016	50	Zaragoza	Mujeres	3835	2	De 3 a 6 meses
201610	Octubre 2016	50	Zaragoza	Mujeres	4351	3	De 6 a 12 meses
201610	Octubre 2016	50	Zaragoza	Mujeres	5173	4	De 1 a 2 años
201610	Octubre 2016	50	Zaragoza	Mujeres	2815	5	De 2 a 3 años
201610	Octubre 2016	50	Zaragoza	Mujeres	7948	6	Más de 3 años
201609	Septiembre 2016	22	Huesca	Hombres	2313	1	Hasta 3 meses
201609	Septiembre 2016	22	Huesca	Hombres	538	2	De 3 a 6 meses
201609	Septiembre 2016	22	Huesca	Hombres	594	3	De 6 a 12 meses
201609	Septiembre 2016	22	Huesca	Hombres	562	4	De 1 a 2 años
201609	Septiembre 2016	22	Huesca	Hombres	289	5	De 2 a 3 años
201609	Septiembre 2016	22	Huesca	Hombres	679	6	Más de 3 años
201609	Septiembre 2016	22	Huesca	Mujeres	2337	1	Hasta 3 meses
201609	Septiembre 2016	22	Huesca	Mujeres	634	2	De 3 a 6 meses
201609	Septiembre 2016	22	Huesca	Mujeres	726	3	De 6 a 12 meses
201609	Septiembre 2016	22	Huesca	Mujeres	757	4	De 1 a 2 años
201609	Septiembre 2016	22	Huesca	Mujeres	420	5	De 2 a 3 años
201609	Septiembre 2016	22	Huesca	Mujeres	890	6	Más de 3 años
201609	Septiembre 2016	44	Teruel	Hombres	1375	1	Hasta 3 meses
201609	Septiembre 2016	44	Teruel	Hombres	329	2	De 3 a 6 meses
201609	Septiembre 2016	44	Teruel	Hombres	401	3	De 6 a 12 meses
201609	Septiembre 2016	44	Teruel	Hombres	378	4	De 1 a 2 años
201609	Septiembre 2016	44	Teruel	Hombres	189	5	De 2 a 3 años
201609	Septiembre 2016	44	Teruel	Hombres	474	6	Más de 3 años
201609	Septiembre 2016	44	Teruel	Mujeres	1439	1	Hasta 3 meses
201609	Septiembre 2016	44	Teruel	Mujeres	399	2	De 3 a 6 meses
201609	Septiembre 2016	44	Teruel	Mujeres	527	3	De 6 a 12 meses
201609	Septiembre 2016	44	Teruel	Mujeres	650	4	De 1 a 2 años
201609	Septiembre 2016	44	Teruel	Mujeres	290	5	De 2 a 3 años
201609	Septiembre 2016	44	Teruel	Mujeres	568	6	Más de 3 años
201609	Septiembre 2016	50	Zaragoza	Hombres	10501	1	Hasta 3 meses
201609	Septiembre 2016	50	Zaragoza	Hombres	2877	2	De 3 a 6 meses
201609	Septiembre 2016	50	Zaragoza	Hombres	3430	3	De 6 a 12 meses
201609	Septiembre 2016	50	Zaragoza	Hombres	3198	4	De 1 a 2 años
201609	Septiembre 2016	50	Zaragoza	Hombres	1632	5	De 2 a 3 años
201609	Septiembre 2016	50	Zaragoza	Hombres	4621	6	Más de 3 años
201609	Septiembre 2016	50	Zaragoza	Mujeres	11442	1	Hasta 3 meses
201609	Septiembre 2016	50	Zaragoza	Mujeres	3799	2	De 3 a 6 meses
201609	Septiembre 2016	50	Zaragoza	Mujeres	4725	3	De 6 a 12 meses
201609	Septiembre 2016	50	Zaragoza	Mujeres	5283	4	De 1 a 2 años
201609	Septiembre 2016	50	Zaragoza	Mujeres	2828	5	De 2 a 3 años
201609	Septiembre 2016	50	Zaragoza	Mujeres	8029	6	Más de 3 años
