Mes (código)	Mes y año	Provincia código	Provincia nombre	Sexo	Nº parados	Grupos 1 duración demanda código	Grupos 1 duración demanda descripción
201005	Mayo 2010	50	Zaragoza	Mujeres	6902	4	De 1 a 2 años
201005	Mayo 2010	50	Zaragoza	Mujeres	1686	5	De 2 a 3 años
201005	Mayo 2010	50	Zaragoza	Mujeres	2353	6	Más de 3 años
201004	Abril 2010	22	Huesca	Hombres	2840	1	Hasta 3 meses
201004	Abril 2010	22	Huesca	Hombres	1551	2	De 3 a 6 meses
201004	Abril 2010	22	Huesca	Hombres	1721	3	De 6 a 12 meses
201004	Abril 2010	22	Huesca	Hombres	1149	4	De 1 a 2 años
201004	Abril 2010	22	Huesca	Hombres	157	5	De 2 a 3 años
201004	Abril 2010	22	Huesca	Hombres	99	6	Más de 3 años
201004	Abril 2010	22	Huesca	Mujeres	2258	1	Hasta 3 meses
201004	Abril 2010	22	Huesca	Mujeres	1121	2	De 3 a 6 meses
201004	Abril 2010	22	Huesca	Mujeres	1359	3	De 6 a 12 meses
201004	Abril 2010	22	Huesca	Mujeres	872	4	De 1 a 2 años
201004	Abril 2010	22	Huesca	Mujeres	240	5	De 2 a 3 años
201004	Abril 2010	22	Huesca	Mujeres	253	6	Más de 3 años
201004	Abril 2010	44	Teruel	Hombres	1660	1	Hasta 3 meses
201004	Abril 2010	44	Teruel	Hombres	1188	2	De 3 a 6 meses
201004	Abril 2010	44	Teruel	Hombres	945	3	De 6 a 12 meses
201004	Abril 2010	44	Teruel	Hombres	742	4	De 1 a 2 años
201004	Abril 2010	44	Teruel	Hombres	70	5	De 2 a 3 años
201004	Abril 2010	44	Teruel	Hombres	69	6	Más de 3 años
201004	Abril 2010	44	Teruel	Mujeres	1396	1	Hasta 3 meses
201004	Abril 2010	44	Teruel	Mujeres	796	2	De 3 a 6 meses
201004	Abril 2010	44	Teruel	Mujeres	853	3	De 6 a 12 meses
201004	Abril 2010	44	Teruel	Mujeres	606	4	De 1 a 2 años
201004	Abril 2010	44	Teruel	Mujeres	159	5	De 2 a 3 años
201004	Abril 2010	44	Teruel	Mujeres	172	6	Más de 3 años
201004	Abril 2010	50	Zaragoza	Hombres	12776	1	Hasta 3 meses
201004	Abril 2010	50	Zaragoza	Hombres	7965	2	De 3 a 6 meses
201004	Abril 2010	50	Zaragoza	Hombres	8825	3	De 6 a 12 meses
201004	Abril 2010	50	Zaragoza	Hombres	7697	4	De 1 a 2 años
201004	Abril 2010	50	Zaragoza	Hombres	832	5	De 2 a 3 años
201004	Abril 2010	50	Zaragoza	Hombres	693	6	Más de 3 años
201004	Abril 2010	50	Zaragoza	Mujeres	10607	1	Hasta 3 meses
201004	Abril 2010	50	Zaragoza	Mujeres	6193	2	De 3 a 6 meses
201004	Abril 2010	50	Zaragoza	Mujeres	7592	3	De 6 a 12 meses
201004	Abril 2010	50	Zaragoza	Mujeres	6715	4	De 1 a 2 años
201004	Abril 2010	50	Zaragoza	Mujeres	1617	5	De 2 a 3 años
201004	Abril 2010	50	Zaragoza	Mujeres	2294	6	Más de 3 años
201003	Marzo 2010	22	Huesca	Hombres	2840	1	Hasta 3 meses
201003	Marzo 2010	22	Huesca	Hombres	1771	2	De 3 a 6 meses
201003	Marzo 2010	22	Huesca	Hombres	1479	3	De 6 a 12 meses
201003	Marzo 2010	22	Huesca	Hombres	1124	4	De 1 a 2 años
201003	Marzo 2010	22	Huesca	Hombres	132	5	De 2 a 3 años
201003	Marzo 2010	22	Huesca	Hombres	101	6	Más de 3 años
201003	Marzo 2010	22	Huesca	Mujeres	2240	1	Hasta 3 meses
201003	Marzo 2010	22	Huesca	Mujeres	1189	2	De 3 a 6 meses
201003	Marzo 2010	22	Huesca	Mujeres	1153	3	De 6 a 12 meses
201003	Marzo 2010	22	Huesca	Mujeres	859	4	De 1 a 2 años
201003	Marzo 2010	22	Huesca	Mujeres	228	5	De 2 a 3 años
201003	Marzo 2010	22	Huesca	Mujeres	246	6	Más de 3 años
201003	Marzo 2010	44	Teruel	Hombres	1790	1	Hasta 3 meses
201003	Marzo 2010	44	Teruel	Hombres	1190	2	De 3 a 6 meses
201003	Marzo 2010	44	Teruel	Hombres	940	3	De 6 a 12 meses
201003	Marzo 2010	44	Teruel	Hombres	704	4	De 1 a 2 años
201003	Marzo 2010	44	Teruel	Hombres	58	5	De 2 a 3 años
201003	Marzo 2010	44	Teruel	Hombres	72	6	Más de 3 años
201003	Marzo 2010	44	Teruel	Mujeres	1390	1	Hasta 3 meses
201003	Marzo 2010	44	Teruel	Mujeres	886	2	De 3 a 6 meses
201003	Marzo 2010	44	Teruel	Mujeres	685	3	De 6 a 12 meses
201003	Marzo 2010	44	Teruel	Mujeres	605	4	De 1 a 2 años
201003	Marzo 2010	44	Teruel	Mujeres	163	5	De 2 a 3 años
201003	Marzo 2010	44	Teruel	Mujeres	164	6	Más de 3 años
201003	Marzo 2010	50	Zaragoza	Hombres	13469	1	Hasta 3 meses
201003	Marzo 2010	50	Zaragoza	Hombres	8182	2	De 3 a 6 meses
201003	Marzo 2010	50	Zaragoza	Hombres	8332	3	De 6 a 12 meses
201003	Marzo 2010	50	Zaragoza	Hombres	7431	4	De 1 a 2 años
201003	Marzo 2010	50	Zaragoza	Hombres	739	5	De 2 a 3 años
201003	Marzo 2010	50	Zaragoza	Hombres	681	6	Más de 3 años
201003	Marzo 2010	50	Zaragoza	Mujeres	11514	1	Hasta 3 meses
201003	Marzo 2010	50	Zaragoza	Mujeres	6204	2	De 3 a 6 meses
201003	Marzo 2010	50	Zaragoza	Mujeres	6951	3	De 6 a 12 meses
201003	Marzo 2010	50	Zaragoza	Mujeres	6547	4	De 1 a 2 años
201003	Marzo 2010	50	Zaragoza	Mujeres	1531	5	De 2 a 3 años
201003	Marzo 2010	50	Zaragoza	Mujeres	2243	6	Más de 3 años
201002	Febrero 2010	22	Huesca	Hombres	2952	1	Hasta 3 meses
201002	Febrero 2010	22	Huesca	Hombres	1799	2	De 3 a 6 meses
201002	Febrero 2010	22	Huesca	Hombres	1331	3	De 6 a 12 meses
201002	Febrero 2010	22	Huesca	Hombres	1055	4	De 1 a 2 años
201002	Febrero 2010	22	Huesca	Hombres	115	5	De 2 a 3 años
201002	Febrero 2010	22	Huesca	Hombres	101	6	Más de 3 años
201002	Febrero 2010	22	Huesca	Mujeres	2184	1	Hasta 3 meses
201002	Febrero 2010	22	Huesca	Mujeres	1417	2	De 3 a 6 meses
201002	Febrero 2010	22	Huesca	Mujeres	924	3	De 6 a 12 meses
201002	Febrero 2010	22	Huesca	Mujeres	822	4	De 1 a 2 años
201002	Febrero 2010	22	Huesca	Mujeres	227	5	De 2 a 3 años
201002	Febrero 2010	22	Huesca	Mujeres	238	6	Más de 3 años
201002	Febrero 2010	44	Teruel	Hombres	1877	1	Hasta 3 meses
201002	Febrero 2010	44	Teruel	Hombres	1167	2	De 3 a 6 meses
201002	Febrero 2010	44	Teruel	Hombres	900	3	De 6 a 12 meses
201002	Febrero 2010	44	Teruel	Hombres	659	4	De 1 a 2 años
201002	Febrero 2010	44	Teruel	Hombres	52	5	De 2 a 3 años
201002	Febrero 2010	44	Teruel	Hombres	75	6	Más de 3 años
201002	Febrero 2010	44	Teruel	Mujeres	1445	1	Hasta 3 meses
201002	Febrero 2010	44	Teruel	Mujeres	1014	2	De 3 a 6 meses
201002	Febrero 2010	44	Teruel	Mujeres	625	3	De 6 a 12 meses
201002	Febrero 2010	44	Teruel	Mujeres	557	4	De 1 a 2 años
201002	Febrero 2010	44	Teruel	Mujeres	160	5	De 2 a 3 años
201002	Febrero 2010	44	Teruel	Mujeres	158	6	Más de 3 años
201002	Febrero 2010	50	Zaragoza	Hombres	13544	1	Hasta 3 meses
201002	Febrero 2010	50	Zaragoza	Hombres	8133	2	De 3 a 6 meses
201002	Febrero 2010	50	Zaragoza	Hombres	7684	3	De 6 a 12 meses
201002	Febrero 2010	50	Zaragoza	Hombres	6889	4	De 1 a 2 años
201002	Febrero 2010	50	Zaragoza	Hombres	622	5	De 2 a 3 años
201002	Febrero 2010	50	Zaragoza	Hombres	677	6	Más de 3 años
201002	Febrero 2010	50	Zaragoza	Mujeres	11145	1	Hasta 3 meses
201002	Febrero 2010	50	Zaragoza	Mujeres	6835	2	De 3 a 6 meses
201002	Febrero 2010	50	Zaragoza	Mujeres	6234	3	De 6 a 12 meses
201002	Febrero 2010	50	Zaragoza	Mujeres	6159	4	De 1 a 2 años
201002	Febrero 2010	50	Zaragoza	Mujeres	1421	5	De 2 a 3 años
201002	Febrero 2010	50	Zaragoza	Mujeres	2208	6	Más de 3 años
201001	Enero 2010	22	Huesca	Hombres	3144	1	Hasta 3 meses
201001	Enero 2010	22	Huesca	Hombres	1712	2	De 3 a 6 meses
201001	Enero 2010	22	Huesca	Hombres	1273	3	De 6 a 12 meses
201001	Enero 2010	22	Huesca	Hombres	980	4	De 1 a 2 años
201001	Enero 2010	22	Huesca	Hombres	116	5	De 2 a 3 años
201001	Enero 2010	22	Huesca	Hombres	93	6	Más de 3 años
201001	Enero 2010	22	Huesca	Mujeres	2263	1	Hasta 3 meses
201001	Enero 2010	22	Huesca	Mujeres	1315	2	De 3 a 6 meses
201001	Enero 2010	22	Huesca	Mujeres	867	3	De 6 a 12 meses
201001	Enero 2010	22	Huesca	Mujeres	775	4	De 1 a 2 años
201001	Enero 2010	22	Huesca	Mujeres	219	5	De 2 a 3 años
201001	Enero 2010	22	Huesca	Mujeres	231	6	Más de 3 años
201001	Enero 2010	44	Teruel	Hombres	2123	1	Hasta 3 meses
201001	Enero 2010	44	Teruel	Hombres	930	2	De 3 a 6 meses
201001	Enero 2010	44	Teruel	Hombres	847	3	De 6 a 12 meses
201001	Enero 2010	44	Teruel	Hombres	611	4	De 1 a 2 años
201001	Enero 2010	44	Teruel	Hombres	50	5	De 2 a 3 años
201001	Enero 2010	44	Teruel	Hombres	73	6	Más de 3 años
201001	Enero 2010	44	Teruel	Mujeres	1585	1	Hasta 3 meses
201001	Enero 2010	44	Teruel	Mujeres	881	2	De 3 a 6 meses
201001	Enero 2010	44	Teruel	Mujeres	588	3	De 6 a 12 meses
201001	Enero 2010	44	Teruel	Mujeres	523	4	De 1 a 2 años
201001	Enero 2010	44	Teruel	Mujeres	158	5	De 2 a 3 años
201001	Enero 2010	44	Teruel	Mujeres	156	6	Más de 3 años
201001	Enero 2010	50	Zaragoza	Hombres	13958	1	Hasta 3 meses
201001	Enero 2010	50	Zaragoza	Hombres	7543	2	De 3 a 6 meses
201001	Enero 2010	50	Zaragoza	Hombres	7746	3	De 6 a 12 meses
201001	Enero 2010	50	Zaragoza	Hombres	6297	4	De 1 a 2 años
201001	Enero 2010	50	Zaragoza	Hombres	572	5	De 2 a 3 años
201001	Enero 2010	50	Zaragoza	Hombres	666	6	Más de 3 años
201001	Enero 2010	50	Zaragoza	Mujeres	11162	1	Hasta 3 meses
201001	Enero 2010	50	Zaragoza	Mujeres	6404	2	De 3 a 6 meses
201001	Enero 2010	50	Zaragoza	Mujeres	6115	3	De 6 a 12 meses
201001	Enero 2010	50	Zaragoza	Mujeres	5758	4	De 1 a 2 años
201001	Enero 2010	50	Zaragoza	Mujeres	1369	5	De 2 a 3 años
201001	Enero 2010	50	Zaragoza	Mujeres	2169	6	Más de 3 años
200912	Diciembre 2009	22	Huesca	Hombres	3332	1	Hasta 3 meses
200912	Diciembre 2009	22	Huesca	Hombres	1432	2	De 3 a 6 meses
200912	Diciembre 2009	22	Huesca	Hombres	1242	3	De 6 a 12 meses
200912	Diciembre 2009	22	Huesca	Hombres	886	4	De 1 a 2 años
200912	Diciembre 2009	22	Huesca	Hombres	103	5	De 2 a 3 años
200912	Diciembre 2009	22	Huesca	Hombres	91	6	Más de 3 años
200912	Diciembre 2009	22	Huesca	Mujeres	2264	1	Hasta 3 meses
200912	Diciembre 2009	22	Huesca	Mujeres	1072	2	De 3 a 6 meses
200912	Diciembre 2009	22	Huesca	Mujeres	886	3	De 6 a 12 meses
200912	Diciembre 2009	22	Huesca	Mujeres	687	4	De 1 a 2 años
200912	Diciembre 2009	22	Huesca	Mujeres	210	5	De 2 a 3 años
200912	Diciembre 2009	22	Huesca	Mujeres	224	6	Más de 3 años
200912	Diciembre 2009	44	Teruel	Hombres	2066	1	Hasta 3 meses
200912	Diciembre 2009	44	Teruel	Hombres	843	2	De 3 a 6 meses
200912	Diciembre 2009	44	Teruel	Hombres	809	3	De 6 a 12 meses
200912	Diciembre 2009	44	Teruel	Hombres	527	4	De 1 a 2 años
200912	Diciembre 2009	44	Teruel	Hombres	46	5	De 2 a 3 años
200912	Diciembre 2009	44	Teruel	Hombres	72	6	Más de 3 años
200912	Diciembre 2009	44	Teruel	Mujeres	1692	1	Hasta 3 meses
200912	Diciembre 2009	44	Teruel	Mujeres	658	2	De 3 a 6 meses
200912	Diciembre 2009	44	Teruel	Mujeres	590	3	De 6 a 12 meses
200912	Diciembre 2009	44	Teruel	Mujeres	488	4	De 1 a 2 años
200912	Diciembre 2009	44	Teruel	Mujeres	160	5	De 2 a 3 años
200912	Diciembre 2009	44	Teruel	Mujeres	148	6	Más de 3 años
200912	Diciembre 2009	50	Zaragoza	Hombres	14708	1	Hasta 3 meses
200912	Diciembre 2009	50	Zaragoza	Hombres	6772	2	De 3 a 6 meses
200912	Diciembre 2009	50	Zaragoza	Hombres	7712	3	De 6 a 12 meses
200912	Diciembre 2009	50	Zaragoza	Hombres	5614	4	De 1 a 2 años
200912	Diciembre 2009	50	Zaragoza	Hombres	504	5	De 2 a 3 años
200912	Diciembre 2009	50	Zaragoza	Hombres	648	6	Más de 3 años
200912	Diciembre 2009	50	Zaragoza	Mujeres	10899	1	Hasta 3 meses
200912	Diciembre 2009	50	Zaragoza	Mujeres	5584	2	De 3 a 6 meses
200912	Diciembre 2009	50	Zaragoza	Mujeres	6018	3	De 6 a 12 meses
200912	Diciembre 2009	50	Zaragoza	Mujeres	5257	4	De 1 a 2 años
200912	Diciembre 2009	50	Zaragoza	Mujeres	1278	5	De 2 a 3 años
200912	Diciembre 2009	50	Zaragoza	Mujeres	2101	6	Más de 3 años
200911	Noviembre 2009	22	Huesca	Hombres	3424	1	Hasta 3 meses
200911	Noviembre 2009	22	Huesca	Hombres	1163	2	De 3 a 6 meses
200911	Noviembre 2009	22	Huesca	Hombres	1234	3	De 6 a 12 meses
200911	Noviembre 2009	22	Huesca	Hombres	762	4	De 1 a 2 años
200911	Noviembre 2009	22	Huesca	Hombres	93	5	De 2 a 3 años
200911	Noviembre 2009	22	Huesca	Hombres	92	6	Más de 3 años
200911	Noviembre 2009	22	Huesca	Mujeres	2753	1	Hasta 3 meses
200911	Noviembre 2009	22	Huesca	Mujeres	786	2	De 3 a 6 meses
200911	Noviembre 2009	22	Huesca	Mujeres	842	3	De 6 a 12 meses
200911	Noviembre 2009	22	Huesca	Mujeres	655	4	De 1 a 2 años
200911	Noviembre 2009	22	Huesca	Mujeres	208	5	De 2 a 3 años
200911	Noviembre 2009	22	Huesca	Mujeres	221	6	Más de 3 años
200911	Noviembre 2009	44	Teruel	Hombres	1982	1	Hasta 3 meses
200911	Noviembre 2009	44	Teruel	Hombres	781	2	De 3 a 6 meses
200911	Noviembre 2009	44	Teruel	Hombres	832	3	De 6 a 12 meses
200911	Noviembre 2009	44	Teruel	Hombres	426	4	De 1 a 2 años
200911	Noviembre 2009	44	Teruel	Hombres	45	5	De 2 a 3 años
200911	Noviembre 2009	44	Teruel	Hombres	70	6	Más de 3 años
200911	Noviembre 2009	44	Teruel	Mujeres	1880	1	Hasta 3 meses
200911	Noviembre 2009	44	Teruel	Mujeres	513	2	De 3 a 6 meses
200911	Noviembre 2009	44	Teruel	Mujeres	601	3	De 6 a 12 meses
200911	Noviembre 2009	44	Teruel	Mujeres	443	4	De 1 a 2 años
200911	Noviembre 2009	44	Teruel	Mujeres	145	5	De 2 a 3 años
200911	Noviembre 2009	44	Teruel	Mujeres	149	6	Más de 3 años
200911	Noviembre 2009	50	Zaragoza	Hombres	14481	1	Hasta 3 meses
200911	Noviembre 2009	50	Zaragoza	Hombres	5902	2	De 3 a 6 meses
200911	Noviembre 2009	50	Zaragoza	Hombres	7710	3	De 6 a 12 meses
200911	Noviembre 2009	50	Zaragoza	Hombres	4904	4	De 1 a 2 años
200911	Noviembre 2009	50	Zaragoza	Hombres	454	5	De 2 a 3 años
200911	Noviembre 2009	50	Zaragoza	Hombres	643	6	Más de 3 años
200911	Noviembre 2009	50	Zaragoza	Mujeres	12350	1	Hasta 3 meses
200911	Noviembre 2009	50	Zaragoza	Mujeres	4703	2	De 3 a 6 meses
200911	Noviembre 2009	50	Zaragoza	Mujeres	5759	3	De 6 a 12 meses
200911	Noviembre 2009	50	Zaragoza	Mujeres	4869	4	De 1 a 2 años
200911	Noviembre 2009	50	Zaragoza	Mujeres	1232	5	De 2 a 3 años
200911	Noviembre 2009	50	Zaragoza	Mujeres	2089	6	Más de 3 años
200910	Octubre 2009	22	Huesca	Hombres	3467	1	Hasta 3 meses
200910	Octubre 2009	22	Huesca	Hombres	1118	2	De 3 a 6 meses
200910	Octubre 2009	22	Huesca	Hombres	1296	3	De 6 a 12 meses
200910	Octubre 2009	22	Huesca	Hombres	675	4	De 1 a 2 años
200910	Octubre 2009	22	Huesca	Hombres	88	5	De 2 a 3 años
200910	Octubre 2009	22	Huesca	Hombres	90	6	Más de 3 años
200910	Octubre 2009	22	Huesca	Mujeres	2849	1	Hasta 3 meses
200910	Octubre 2009	22	Huesca	Mujeres	781	2	De 3 a 6 meses
200910	Octubre 2009	22	Huesca	Mujeres	850	3	De 6 a 12 meses
200910	Octubre 2009	22	Huesca	Mujeres	638	4	De 1 a 2 años
200910	Octubre 2009	22	Huesca	Mujeres	209	5	De 2 a 3 años
200910	Octubre 2009	22	Huesca	Mujeres	212	6	Más de 3 años
200910	Octubre 2009	44	Teruel	Hombres	1753	1	Hasta 3 meses
200910	Octubre 2009	44	Teruel	Hombres	768	2	De 3 a 6 meses
200910	Octubre 2009	44	Teruel	Hombres	872	3	De 6 a 12 meses
200910	Octubre 2009	44	Teruel	Hombres	389	4	De 1 a 2 años
200910	Octubre 2009	44	Teruel	Hombres	38	5	De 2 a 3 años
200910	Octubre 2009	44	Teruel	Hombres	66	6	Más de 3 años
200910	Octubre 2009	44	Teruel	Mujeres	1733	1	Hasta 3 meses
200910	Octubre 2009	44	Teruel	Mujeres	483	2	De 3 a 6 meses
200910	Octubre 2009	44	Teruel	Mujeres	622	3	De 6 a 12 meses
200910	Octubre 2009	44	Teruel	Mujeres	418	4	De 1 a 2 años
200910	Octubre 2009	44	Teruel	Mujeres	140	5	De 2 a 3 años
200910	Octubre 2009	44	Teruel	Mujeres	144	6	Más de 3 años
200910	Octubre 2009	50	Zaragoza	Hombres	14073	1	Hasta 3 meses
200910	Octubre 2009	50	Zaragoza	Hombres	6134	2	De 3 a 6 meses
200910	Octubre 2009	50	Zaragoza	Hombres	8036	3	De 6 a 12 meses
200910	Octubre 2009	50	Zaragoza	Hombres	4263	4	De 1 a 2 años
200910	Octubre 2009	50	Zaragoza	Hombres	425	5	De 2 a 3 años
200910	Octubre 2009	50	Zaragoza	Hombres	635	6	Más de 3 años
200910	Octubre 2009	50	Zaragoza	Mujeres	12114	1	Hasta 3 meses
200910	Octubre 2009	50	Zaragoza	Mujeres	4704	2	De 3 a 6 meses
200910	Octubre 2009	50	Zaragoza	Mujeres	5911	3	De 6 a 12 meses
200910	Octubre 2009	50	Zaragoza	Mujeres	4475	4	De 1 a 2 años
200910	Octubre 2009	50	Zaragoza	Mujeres	1194	5	De 2 a 3 años
200910	Octubre 2009	50	Zaragoza	Mujeres	2057	6	Más de 3 años
200909	Septiembre 2009	22	Huesca	Hombres	3224	1	Hasta 3 meses
200909	Septiembre 2009	22	Huesca	Hombres	1060	2	De 3 a 6 meses
200909	Septiembre 2009	22	Huesca	Hombres	1375	3	De 6 a 12 meses
200909	Septiembre 2009	22	Huesca	Hombres	607	4	De 1 a 2 años
200909	Septiembre 2009	22	Huesca	Hombres	80	5	De 2 a 3 años
200909	Septiembre 2009	22	Huesca	Hombres	94	6	Más de 3 años
200909	Septiembre 2009	22	Huesca	Mujeres	2491	1	Hasta 3 meses
200909	Septiembre 2009	22	Huesca	Mujeres	755	2	De 3 a 6 meses
200909	Septiembre 2009	22	Huesca	Mujeres	934	3	De 6 a 12 meses
200909	Septiembre 2009	22	Huesca	Mujeres	613	4	De 1 a 2 años
200909	Septiembre 2009	22	Huesca	Mujeres	203	5	De 2 a 3 años
200909	Septiembre 2009	22	Huesca	Mujeres	214	6	Más de 3 años
200909	Septiembre 2009	44	Teruel	Hombres	1722	1	Hasta 3 meses
200909	Septiembre 2009	44	Teruel	Hombres	713	2	De 3 a 6 meses
200909	Septiembre 2009	44	Teruel	Hombres	926	3	De 6 a 12 meses
200909	Septiembre 2009	44	Teruel	Hombres	338	4	De 1 a 2 años
200909	Septiembre 2009	44	Teruel	Hombres	48	5	De 2 a 3 años
200909	Septiembre 2009	44	Teruel	Hombres	66	6	Más de 3 años
200909	Septiembre 2009	44	Teruel	Mujeres	1432	1	Hasta 3 meses
200909	Septiembre 2009	44	Teruel	Mujeres	461	2	De 3 a 6 meses
200909	Septiembre 2009	44	Teruel	Mujeres	672	3	De 6 a 12 meses
200909	Septiembre 2009	44	Teruel	Mujeres	407	4	De 1 a 2 años
200909	Septiembre 2009	44	Teruel	Mujeres	140	5	De 2 a 3 años
200909	Septiembre 2009	44	Teruel	Mujeres	145	6	Más de 3 años
200909	Septiembre 2009	50	Zaragoza	Hombres	13218	1	Hasta 3 meses
200909	Septiembre 2009	50	Zaragoza	Hombres	6111	2	De 3 a 6 meses
200909	Septiembre 2009	50	Zaragoza	Hombres	8711	3	De 6 a 12 meses
200909	Septiembre 2009	50	Zaragoza	Hombres	3675	4	De 1 a 2 años
200909	Septiembre 2009	50	Zaragoza	Hombres	400	5	De 2 a 3 años
200909	Septiembre 2009	50	Zaragoza	Hombres	633	6	Más de 3 años
200909	Septiembre 2009	50	Zaragoza	Mujeres	11348	1	Hasta 3 meses
200909	Septiembre 2009	50	Zaragoza	Mujeres	4733	2	De 3 a 6 meses
200909	Septiembre 2009	50	Zaragoza	Mujeres	6602	3	De 6 a 12 meses
200909	Septiembre 2009	50	Zaragoza	Mujeres	4084	4	De 1 a 2 años
200909	Septiembre 2009	50	Zaragoza	Mujeres	1191	5	De 2 a 3 años
200909	Septiembre 2009	50	Zaragoza	Mujeres	2020	6	Más de 3 años
200908	Agosto 2009	22	Huesca	Hombres	2723	1	Hasta 3 meses
200908	Agosto 2009	22	Huesca	Hombres	1136	2	De 3 a 6 meses
200908	Agosto 2009	22	Huesca	Hombres	1396	3	De 6 a 12 meses
200908	Agosto 2009	22	Huesca	Hombres	548	4	De 1 a 2 años
200908	Agosto 2009	22	Huesca	Hombres	81	5	De 2 a 3 años
200908	Agosto 2009	22	Huesca	Hombres	96	6	Más de 3 años
200908	Agosto 2009	22	Huesca	Mujeres	2061	1	Hasta 3 meses
200908	Agosto 2009	22	Huesca	Mujeres	720	2	De 3 a 6 meses
200908	Agosto 2009	22	Huesca	Mujeres	1038	3	De 6 a 12 meses
200908	Agosto 2009	22	Huesca	Mujeres	574	4	De 1 a 2 años
200908	Agosto 2009	22	Huesca	Mujeres	193	5	De 2 a 3 años
200908	Agosto 2009	22	Huesca	Mujeres	211	6	Más de 3 años
200908	Agosto 2009	44	Teruel	Hombres	1826	1	Hasta 3 meses
200908	Agosto 2009	44	Teruel	Hombres	707	2	De 3 a 6 meses
200908	Agosto 2009	44	Teruel	Hombres	931	3	De 6 a 12 meses
200908	Agosto 2009	44	Teruel	Hombres	307	4	De 1 a 2 años
200908	Agosto 2009	44	Teruel	Hombres	44	5	De 2 a 3 años
200908	Agosto 2009	44	Teruel	Hombres	64	6	Más de 3 años
200908	Agosto 2009	44	Teruel	Mujeres	1247	1	Hasta 3 meses
200908	Agosto 2009	44	Teruel	Mujeres	504	2	De 3 a 6 meses
200908	Agosto 2009	44	Teruel	Mujeres	694	3	De 6 a 12 meses
200908	Agosto 2009	44	Teruel	Mujeres	367	4	De 1 a 2 años
200908	Agosto 2009	44	Teruel	Mujeres	140	5	De 2 a 3 años
200908	Agosto 2009	44	Teruel	Mujeres	138	6	Más de 3 años
200908	Agosto 2009	50	Zaragoza	Hombres	12825	1	Hasta 3 meses
200908	Agosto 2009	50	Zaragoza	Hombres	6754	2	De 3 a 6 meses
200908	Agosto 2009	50	Zaragoza	Hombres	9117	3	De 6 a 12 meses
200908	Agosto 2009	50	Zaragoza	Hombres	3300	4	De 1 a 2 años
200908	Agosto 2009	50	Zaragoza	Hombres	401	5	De 2 a 3 años
200908	Agosto 2009	50	Zaragoza	Hombres	623	6	Más de 3 años
200908	Agosto 2009	50	Zaragoza	Mujeres	10887	1	Hasta 3 meses
200908	Agosto 2009	50	Zaragoza	Mujeres	4944	2	De 3 a 6 meses
200908	Agosto 2009	50	Zaragoza	Mujeres	7223	3	De 6 a 12 meses
200908	Agosto 2009	50	Zaragoza	Mujeres	3688	4	De 1 a 2 años
200908	Agosto 2009	50	Zaragoza	Mujeres	1226	5	De 2 a 3 años
200908	Agosto 2009	50	Zaragoza	Mujeres	1996	6	Más de 3 años
200907	Julio 2009	22	Huesca	Hombres	2558	1	Hasta 3 meses
200907	Julio 2009	22	Huesca	Hombres	1157	2	De 3 a 6 meses
200907	Julio 2009	22	Huesca	Hombres	1399	3	De 6 a 12 meses
200907	Julio 2009	22	Huesca	Hombres	494	4	De 1 a 2 años
200907	Julio 2009	22	Huesca	Hombres	71	5	De 2 a 3 años
200907	Julio 2009	22	Huesca	Hombres	93	6	Más de 3 años
200907	Julio 2009	22	Huesca	Mujeres	1914	1	Hasta 3 meses
200907	Julio 2009	22	Huesca	Mujeres	733	2	De 3 a 6 meses
200907	Julio 2009	22	Huesca	Mujeres	1035	3	De 6 a 12 meses
200907	Julio 2009	22	Huesca	Mujeres	564	4	De 1 a 2 años
200907	Julio 2009	22	Huesca	Mujeres	167	5	De 2 a 3 años
200907	Julio 2009	22	Huesca	Mujeres	202	6	Más de 3 años
200907	Julio 2009	44	Teruel	Hombres	1778	1	Hasta 3 meses
200907	Julio 2009	44	Teruel	Hombres	779	2	De 3 a 6 meses
200907	Julio 2009	44	Teruel	Hombres	915	3	De 6 a 12 meses
200907	Julio 2009	44	Teruel	Hombres	274	4	De 1 a 2 años
200907	Julio 2009	44	Teruel	Hombres	40	5	De 2 a 3 años
200907	Julio 2009	44	Teruel	Hombres	62	6	Más de 3 años
200907	Julio 2009	44	Teruel	Mujeres	1221	1	Hasta 3 meses
200907	Julio 2009	44	Teruel	Mujeres	543	2	De 3 a 6 meses
200907	Julio 2009	44	Teruel	Mujeres	710	3	De 6 a 12 meses
200907	Julio 2009	44	Teruel	Mujeres	347	4	De 1 a 2 años
200907	Julio 2009	44	Teruel	Mujeres	134	5	De 2 a 3 años
200907	Julio 2009	44	Teruel	Mujeres	142	6	Más de 3 años
200907	Julio 2009	50	Zaragoza	Hombres	12890	1	Hasta 3 meses
200907	Julio 2009	50	Zaragoza	Hombres	7056	2	De 3 a 6 meses
200907	Julio 2009	50	Zaragoza	Hombres	8822	3	De 6 a 12 meses
200907	Julio 2009	50	Zaragoza	Hombres	2945	4	De 1 a 2 años
200907	Julio 2009	50	Zaragoza	Hombres	378	5	De 2 a 3 años
200907	Julio 2009	50	Zaragoza	Hombres	617	6	Más de 3 años
200907	Julio 2009	50	Zaragoza	Mujeres	10414	1	Hasta 3 meses
200907	Julio 2009	50	Zaragoza	Mujeres	5182	2	De 3 a 6 meses
200907	Julio 2009	50	Zaragoza	Mujeres	6925	3	De 6 a 12 meses
