Año	Comarca Código	Nº Accidentes	División (2 dígitos) Código	División (2 dígitos) Descripción	Comarca Código	Comarca Nombre
2015	30	5	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	30	Maestrazgo
2015	32	5	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	32	Gúdar-Javalambre
2015	32	5	84	Administración Pública y defensa; Seguridad Social obligatoria	32	Gúdar-Javalambre
2015		5	49	Transporte terrestre y por tubería	NC	Municipio del centro de trabajo fuera de Aragón
2015	02	4	42	Ingeniería civil	02	Alto Gállego
2015	02	4	49	Transporte terrestre y por tubería	02	Alto Gállego
2015	02	4	56	Servicios de comidas y bebidas	02	Alto Gállego
2015	02	4	84	Administración Pública y defensa; Seguridad Social obligatoria	02	Alto Gállego
2015	14	4	07	Extracción de minerales metálicos	14	Aranda
2015	14	4	49	Transporte terrestre y por tubería	14	Aranda
2015	22	4	49	Transporte terrestre y por tubería	22	Campo de Belchite
2015	24	4	41	Construcción de edificios	24	Campo de Daroca
2015	27	4	23	Fabricación de otros productos minerales no metálicos	27	Andorra-Sierra de Arcos
2015	27	4	84	Administración Pública y defensa; Seguridad Social obligatoria	27	Andorra-Sierra de Arcos
2015	31	4	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	31	Sierra de Albarracín
2015	31	4	41	Construcción de edificios	31	Sierra de Albarracín
2015	32	4	20	Industria química	32	Gúdar-Javalambre
2015	03	3	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	03	Sobrarbe
2015	03	3	55	Servicios de alojamiento	03	Sobrarbe
2015	14	3	17	Industria del papel	14	Aranda
2015	22	3	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	22	Campo de Belchite
2015	23	3	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	23	Bajo Martín
2015	23	3	41	Construcción de edificios	23	Bajo Martín
2015	23	3	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	23	Bajo Martín
2015	26	3	10	Industria de la alimentación	26	Cuencas Mineras
2015	26	3	23	Fabricación de otros productos minerales no metálicos	26	Cuencas Mineras
2015	26	3	25	Fabricación de productos metálicos, excepto maquinaria y equipo	26	Cuencas Mineras
2015	26	3	42	Ingeniería civil	26	Cuencas Mineras
2015	26	3	43	Actividades de construcción especializada	26	Cuencas Mineras
2015	26	3	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	26	Cuencas Mineras
2015	30	3	41	Construcción de edificios	30	Maestrazgo
2015	33	3	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	33	Matarraña / Matarranya
2015	33	3	84	Administración Pública y defensa; Seguridad Social obligatoria	33	Matarraña / Matarranya
2015	03	2	02	Silvicultura y explotación forestal	03	Sobrarbe
2015	03	2	08	Otras industrias extractivas	03	Sobrarbe
2015	03	2	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	03	Sobrarbe
2015	03	2	93	Actividades deportivas, recreativas y de entretenimiento	03	Sobrarbe
2015	14	2	22	Fabricación de productos de caucho y plásticos	14	Aranda
2015	14	2	25	Fabricación de productos metálicos, excepto maquinaria y equipo	14	Aranda
2015	22	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	22	Campo de Belchite
2015	22	2	77	Actividades de alquiler	22	Campo de Belchite
2015	31	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	31	Sierra de Albarracín
2015	22	1	08	Otras industrias extractivas	22	Campo de Belchite
2015	22	1	23	Fabricación de otros productos minerales no metálicos	22	Campo de Belchite
2015	22	1	33	Reparación e instalación de maquinaria y equipo	22	Campo de Belchite
2015	22	1	38	Recogida, tratamiento y eliminación de residuos; valorización	22	Campo de Belchite
2015	22	1	41	Construcción de edificios	22	Campo de Belchite
2015	22	1	73	Publicidad y estudios de mercado	22	Campo de Belchite
2015	22	1	81	Servicios a edificios y actividades de jardinería	22	Campo de Belchite
2015	22	1	84	Administración Pública y defensa; Seguridad Social obligatoria	22	Campo de Belchite
2015	22	1	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	22	Campo de Belchite
2015	30	1	02	Silvicultura y explotación forestal	30	Maestrazgo
2015	30	1	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	30	Maestrazgo
2015	30	1	42	Ingeniería civil	30	Maestrazgo
2015	30	1	43	Actividades de construcción especializada	30	Maestrazgo
2015	31	1	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	31	Sierra de Albarracín
2015	31	1	49	Transporte terrestre y por tubería	31	Sierra de Albarracín
2015	31	1	56	Servicios de comidas y bebidas	31	Sierra de Albarracín
2015	31	1	84	Administración Pública y defensa; Seguridad Social obligatoria	31	Sierra de Albarracín
2014	17	338	49	Transporte terrestre y por tubería	17	D.C. Zaragoza
2014	17	303	43	Actividades de construcción especializada	17	D.C. Zaragoza
2014	17	298	25	Fabricación de productos metálicos, excepto maquinaria y equipo	17	D.C. Zaragoza
2014	17	279	84	Administración Pública y defensa; Seguridad Social obligatoria	17	D.C. Zaragoza
2014	17	240	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	17	D.C. Zaragoza
2014	15	100	29	Fabricación de vehículos de motor, remolques y semirremolques	15	Ribera Alta del Ebro
2014	11	99	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	11	Bajo Cinca / Baix Cinca
2014	16	65	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	16	Valdejalón
2014	05	64	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	05	Cinco Villas
2014	15	62	49	Transporte terrestre y por tubería	15	Ribera Alta del Ebro
2014	27	57	05	Extracción de antracita, hulla y lignito	27	Andorra-Sierra de Arcos
2014	06	44	84	Administración Pública y defensa; Seguridad Social obligatoria	06	Hoya de Huesca / Plana de Uesca
2014	09	39	10	Industria de la alimentación	09	La Litera / La Llitera
2014	06	36	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	06	Hoya de Huesca / Plana de Uesca
2014	08	35	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	08	Cinca Medio
2014	06	34	25	Fabricación de productos metálicos, excepto maquinaria y equipo	06	Hoya de Huesca / Plana de Uesca
2014	06	34	43	Actividades de construcción especializada	06	Hoya de Huesca / Plana de Uesca
2014	09	34	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	09	La Litera / La Llitera
2014	29	34	84	Administración Pública y defensa; Seguridad Social obligatoria	29	Comunidad de Teruel
2014	10	32	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	10	Los Monegros
2014	16	32	49	Transporte terrestre y por tubería	16	Valdejalón
2014	15	31	43	Actividades de construcción especializada	15	Ribera Alta del Ebro
2014	19	30	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2014	06	29	41	Construcción de edificios	06	Hoya de Huesca / Plana de Uesca
2014	06	29	49	Transporte terrestre y por tubería	06	Hoya de Huesca / Plana de Uesca
2014	20	29	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	20	Comunidad de Calatayud
2014	26	29	29	Fabricación de vehículos de motor, remolques y semirremolques	26	Cuencas Mineras
2014	16	27	22	Fabricación de productos de caucho y plásticos	16	Valdejalón
2014	16	27	28	Fabricación de maquinaria y equipo n.c.o.p.	16	Valdejalón
2014	16	25	25	Fabricación de productos metálicos, excepto maquinaria y equipo	16	Valdejalón
2014	29	25	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	29	Comunidad de Teruel
2014	11	23	41	Construcción de edificios	11	Bajo Cinca / Baix Cinca
2014	20	23	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	20	Comunidad de Calatayud
2014	29	23	29	Fabricación de vehículos de motor, remolques y semirremolques	29	Comunidad de Teruel
2014	29	23	41	Construcción de edificios	29	Comunidad de Teruel
2014	15	22	25	Fabricación de productos metálicos, excepto maquinaria y equipo	15	Ribera Alta del Ebro
2014	13	21	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	13	Campo de Borja
2014	28	21	41	Construcción de edificios	28	Bajo Aragón
2014	05	20	10	Industria de la alimentación	05	Cinco Villas
2014	11	20	10	Industria de la alimentación	11	Bajo Cinca / Baix Cinca
2014	02	19	93	Actividades deportivas, recreativas y de entretenimiento	02	Alto Gállego
2014	07	19	84	Administración Pública y defensa; Seguridad Social obligatoria	07	Somontano de Barbastro
2014	08	19	28	Fabricación de maquinaria y equipo n.c.o.p.	08	Cinca Medio
2014	21	19	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	21	Campo de Cariñena
2014	29	19	02	Silvicultura y explotación forestal	29	Comunidad de Teruel
2014	29	19	43	Actividades de construcción especializada	29	Comunidad de Teruel
2014	05	18	41	Construcción de edificios	05	Cinco Villas
2014	09	18	43	Actividades de construcción especializada	09	La Litera / La Llitera
2014	15	17	52	Almacenamiento y actividades anexas al transporte	15	Ribera Alta del Ebro
2014	15	17	84	Administración Pública y defensa; Seguridad Social obligatoria	15	Ribera Alta del Ebro
2014	08	16	20	Industria química	08	Cinca Medio
2014	08	16	43	Actividades de construcción especializada	08	Cinca Medio
2014	10	16	41	Construcción de edificios	10	Los Monegros
2014	11	16	49	Transporte terrestre y por tubería	11	Bajo Cinca / Baix Cinca
2014	18	16	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	18	Ribera Baja del Ebro
2014	21	16	31	Fabricación de muebles	21	Campo de Cariñena
2014	25	16	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	25	Jiloca
2014	28	16	49	Transporte terrestre y por tubería	28	Bajo Aragón
2014	05	15	43	Actividades de construcción especializada	05	Cinco Villas
2014	07	15	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	07	Somontano de Barbastro
2014	08	15	25	Fabricación de productos metálicos, excepto maquinaria y equipo	08	Cinca Medio
2014	08	15	84	Administración Pública y defensa; Seguridad Social obligatoria	08	Cinca Medio
2014	09	15	25	Fabricación de productos metálicos, excepto maquinaria y equipo	09	La Litera / La Llitera
2014		15	43	Actividades de construcción especializada	NC	Municipio del centro de trabajo fuera de Aragón
2014	01	14	49	Transporte terrestre y por tubería	01	La Jacetania
2014	02	14	41	Construcción de edificios	02	Alto Gállego
2014	05	14	22	Fabricación de productos de caucho y plásticos	05	Cinco Villas
2014	24	14	84	Administración Pública y defensa; Seguridad Social obligatoria	24	Campo de Daroca
2014	11	13	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	11	Bajo Cinca / Baix Cinca
2014	25	13	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	25	Jiloca
2014	20	12	41	Construcción de edificios	20	Comunidad de Calatayud
2014	25	12	10	Industria de la alimentación	25	Jiloca
2014	32	12	10	Industria de la alimentación	32	Gúdar-Javalambre
2014	04	11	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	04	La Ribagorza
2014	10	11	43	Actividades de construcción especializada	10	Los Monegros
2014	20	11	27	Fabricación de material y equipo eléctrico	20	Comunidad de Calatayud
2014	21	11	10	Industria de la alimentación	21	Campo de Cariñena
2014	24	11	02	Silvicultura y explotación forestal	24	Campo de Daroca
2014	27	11	08	Otras industrias extractivas	27	Andorra-Sierra de Arcos
2014	28	11	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	28	Bajo Aragón
2014	28	11	23	Fabricación de otros productos minerales no metálicos	28	Bajo Aragón
2014	33	11	10	Industria de la alimentación	33	Matarraña / Matarranya
2014	02	10	43	Actividades de construcción especializada	02	Alto Gállego
2014	03	10	41	Construcción de edificios	03	Sobrarbe
2014	04	10	43	Actividades de construcción especializada	04	La Ribagorza
2014	07	10	20	Industria química	07	Somontano de Barbastro
2014	07	10	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	07	Somontano de Barbastro
2014	09	10	45	Venta y reparación de vehículos de motor y motocicletas	09	La Litera / La Llitera
2014	19	10	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2014	20	10	84	Administración Pública y defensa; Seguridad Social obligatoria	20	Comunidad de Calatayud
2014	21	10	11	Fabricación de bebidas	21	Campo de Cariñena
2014	23	10	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	23	Bajo Martín
2014	23	10	49	Transporte terrestre y por tubería	23	Bajo Martín
2014	24	10	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	24	Campo de Daroca
2014	25	10	41	Construcción de edificios	25	Jiloca
2014	28	10	10	Industria de la alimentación	28	Bajo Aragón
2014	01	9	41	Construcción de edificios	01	La Jacetania
2014	07	9	43	Actividades de construcción especializada	07	Somontano de Barbastro
2014	10	9	10	Industria de la alimentación	10	Los Monegros
2014	13	9	84	Administración Pública y defensa; Seguridad Social obligatoria	13	Campo de Borja
2014	14	9	15	Industria del cuero y del calzado	14	Aranda
2014		9	41	Construcción de edificios	NC	Municipio del centro de trabajo fuera de Aragón
2014	01	8	43	Actividades de construcción especializada	01	La Jacetania
2014	01	8	84	Administración Pública y defensa; Seguridad Social obligatoria	01	La Jacetania
2014	01	8	85	Educación	01	La Jacetania
2014	04	8	41	Construcción de edificios	04	La Ribagorza
2014	04	8	84	Administración Pública y defensa; Seguridad Social obligatoria	04	La Ribagorza
2014	13	8	11	Fabricación de bebidas	13	Campo de Borja
2014	13	8	29	Fabricación de vehículos de motor, remolques y semirremolques	13	Campo de Borja
2014	18	8	10	Industria de la alimentación	18	Ribera Baja del Ebro
2014	19	8	84	Administración Pública y defensa; Seguridad Social obligatoria	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2014	23	8	23	Fabricación de otros productos minerales no metálicos	23	Bajo Martín
2014	26	8	38	Recogida, tratamiento y eliminación de residuos; valorización	26	Cuencas Mineras
2014	32	8	41	Construcción de edificios	32	Gúdar-Javalambre
2014	03	7	43	Actividades de construcción especializada	03	Sobrarbe
2014	13	7	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	13	Campo de Borja
2014	13	7	25	Fabricación de productos metálicos, excepto maquinaria y equipo	13	Campo de Borja
2014	21	7	25	Fabricación de productos metálicos, excepto maquinaria y equipo	21	Campo de Cariñena
2014	27	7	41	Construcción de edificios	27	Andorra-Sierra de Arcos
2014	02	6	55	Servicios de alojamiento	02	Alto Gállego
2014	04	6	93	Actividades deportivas, recreativas y de entretenimiento	04	La Ribagorza
2014	12	6	45	Venta y reparación de vehículos de motor y motocicletas	12	Tarazona y el Moncayo
2014	23	6	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	23	Bajo Martín
2014	24	6	10	Industria de la alimentación	24	Campo de Daroca
2014	25	6	43	Actividades de construcción especializada	25	Jiloca
2014	26	6	10	Industria de la alimentación	26	Cuencas Mineras
2014	27	6	43	Actividades de construcción especializada	27	Andorra-Sierra de Arcos
2014		6	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	NC	Municipio del centro de trabajo fuera de Aragón
2014		6	02	Silvicultura y explotación forestal	NC	Municipio del centro de trabajo fuera de Aragón
2014	02	5	56	Servicios de comidas y bebidas	02	Alto Gállego
2014	10	5	49	Transporte terrestre y por tubería	10	Los Monegros
2014	10	5	84	Administración Pública y defensa; Seguridad Social obligatoria	10	Los Monegros
2014	12	5	29	Fabricación de vehículos de motor, remolques y semirremolques	12	Tarazona y el Moncayo
2014	12	5	41	Construcción de edificios	12	Tarazona y el Moncayo
2014	18	5	25	Fabricación de productos metálicos, excepto maquinaria y equipo	18	Ribera Baja del Ebro
2014	22	5	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	22	Campo de Belchite
2014	23	5	41	Construcción de edificios	23	Bajo Martín
2014	32	5	43	Actividades de construcción especializada	32	Gúdar-Javalambre
2014	32	5	93	Actividades deportivas, recreativas y de entretenimiento	32	Gúdar-Javalambre
2014	33	5	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	33	Matarraña / Matarranya
2014	33	5	41	Construcción de edificios	33	Matarraña / Matarranya
2014	03	4	55	Servicios de alojamiento	03	Sobrarbe
2014	03	4	84	Administración Pública y defensa; Seguridad Social obligatoria	03	Sobrarbe
2014	12	4	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	12	Tarazona y el Moncayo
2014	12	4	43	Actividades de construcción especializada	12	Tarazona y el Moncayo
2014	12	4	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	12	Tarazona y el Moncayo
2014	18	4	17	Industria del papel	18	Ribera Baja del Ebro
2014	18	4	20	Industria química	18	Ribera Baja del Ebro
2014	19	4	41	Construcción de edificios	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2014	19	4	49	Transporte terrestre y por tubería	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2014	26	4	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	26	Cuencas Mineras
2014	26	4	41	Construcción de edificios	26	Cuencas Mineras
2014	26	4	42	Ingeniería civil	26	Cuencas Mineras
2014	26	4	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	26	Cuencas Mineras
2014	26	4	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	26	Cuencas Mineras
2014	27	4	17	Industria del papel	27	Andorra-Sierra de Arcos
2014	27	4	81	Servicios a edificios y actividades de jardinería	27	Andorra-Sierra de Arcos
2014		4	42	Ingeniería civil	NC	Municipio del centro de trabajo fuera de Aragón
2014		4	52	Almacenamiento y actividades anexas al transporte	NC	Municipio del centro de trabajo fuera de Aragón
2014	03	3	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	03	Sobrarbe
2014	14	3	07	Extracción de minerales metálicos	14	Aranda
2014	14	3	84	Administración Pública y defensa; Seguridad Social obligatoria	14	Aranda
2014	22	3	84	Administración Pública y defensa; Seguridad Social obligatoria	22	Campo de Belchite
2014	24	3	49	Transporte terrestre y por tubería	24	Campo de Daroca
2014	31	3	41	Construcción de edificios	31	Sierra de Albarracín
2014	32	3	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	32	Gúdar-Javalambre
2014	32	3	20	Industria química	32	Gúdar-Javalambre
2014	32	3	28	Fabricación de maquinaria y equipo n.c.o.p.	32	Gúdar-Javalambre
2014	14	2	02	Silvicultura y explotación forestal	14	Aranda
2014	14	2	38	Recogida, tratamiento y eliminación de residuos; valorización	14	Aranda
2014	14	2	41	Construcción de edificios	14	Aranda
2014	14	2	49	Transporte terrestre y por tubería	14	Aranda
2014	22	2	23	Fabricación de otros productos minerales no metálicos	22	Campo de Belchite
2014	30	2	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	30	Maestrazgo
2014	31	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	31	Sierra de Albarracín
2014	31	2	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	31	Sierra de Albarracín
2014	33	2	81	Servicios a edificios y actividades de jardinería	33	Matarraña / Matarranya
2014	33	2	84	Administración Pública y defensa; Seguridad Social obligatoria	33	Matarraña / Matarranya
2014	22	1	08	Otras industrias extractivas	22	Campo de Belchite
2014	22	1	11	Fabricación de bebidas	22	Campo de Belchite
2014	22	1	33	Reparación e instalación de maquinaria y equipo	22	Campo de Belchite
2014	22	1	38	Recogida, tratamiento y eliminación de residuos; valorización	22	Campo de Belchite
2014	22	1	49	Transporte terrestre y por tubería	22	Campo de Belchite
2014	30	1	02	Silvicultura y explotación forestal	30	Maestrazgo
2014	30	1	08	Otras industrias extractivas	30	Maestrazgo
2014	30	1	10	Industria de la alimentación	30	Maestrazgo
2014	30	1	41	Construcción de edificios	30	Maestrazgo
2014	30	1	43	Actividades de construcción especializada	30	Maestrazgo
2014	31	1	02	Silvicultura y explotación forestal	31	Sierra de Albarracín
2014	31	1	43	Actividades de construcción especializada	31	Sierra de Albarracín
2014	31	1	49	Transporte terrestre y por tubería	31	Sierra de Albarracín
2014	31	1	84	Administración Pública y defensa; Seguridad Social obligatoria	31	Sierra de Albarracín
2013	17	360	43	Actividades de construcción especializada	17	D.C. Zaragoza
2013	17	330	84	Administración Pública y defensa; Seguridad Social obligatoria	17	D.C. Zaragoza
2013	17	313	25	Fabricación de productos metálicos, excepto maquinaria y equipo	17	D.C. Zaragoza
2013	17	307	49	Transporte terrestre y por tubería	17	D.C. Zaragoza
2013	17	252	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	17	D.C. Zaragoza
2013	11	82	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	11	Bajo Cinca / Baix Cinca
2013	15	78	29	Fabricación de vehículos de motor, remolques y semirremolques	15	Ribera Alta del Ebro
2013	27	54	05	Extracción de antracita, hulla y lignito	27	Andorra-Sierra de Arcos
2013	15	53	49	Transporte terrestre y por tubería	15	Ribera Alta del Ebro
2013	16	53	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	16	Valdejalón
2013	05	52	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	05	Cinco Villas
2013	06	46	84	Administración Pública y defensa; Seguridad Social obligatoria	06	Hoya de Huesca / Plana de Uesca
2013	09	39	10	Industria de la alimentación	09	La Litera / La Llitera
2013	09	34	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	09	La Litera / La Llitera
2013	26	34	29	Fabricación de vehículos de motor, remolques y semirremolques	26	Cuencas Mineras
2013	06	33	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	06	Hoya de Huesca / Plana de Uesca
2013	29	32	84	Administración Pública y defensa; Seguridad Social obligatoria	29	Comunidad de Teruel
2013	06	31	43	Actividades de construcción especializada	06	Hoya de Huesca / Plana de Uesca
2013	19	31	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2013	01	30	84	Administración Pública y defensa; Seguridad Social obligatoria	01	La Jacetania
2013	06	30	41	Construcción de edificios	06	Hoya de Huesca / Plana de Uesca
2013	10	30	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	10	Los Monegros
2013	29	30	43	Actividades de construcción especializada	29	Comunidad de Teruel
2013	06	28	25	Fabricación de productos metálicos, excepto maquinaria y equipo	06	Hoya de Huesca / Plana de Uesca
2013	29	28	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	29	Comunidad de Teruel
2013	20	26	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	20	Comunidad de Calatayud
2013	16	25	25	Fabricación de productos metálicos, excepto maquinaria y equipo	16	Valdejalón
2013	28	24	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	28	Bajo Aragón
2013	29	24	41	Construcción de edificios	29	Comunidad de Teruel
2013	08	23	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	08	Cinca Medio
2013	15	23	25	Fabricación de productos metálicos, excepto maquinaria y equipo	15	Ribera Alta del Ebro
2013	28	23	41	Construcción de edificios	28	Bajo Aragón
2013	29	23	29	Fabricación de vehículos de motor, remolques y semirremolques	29	Comunidad de Teruel
2013	08	22	28	Fabricación de maquinaria y equipo n.c.o.p.	08	Cinca Medio
2013	16	22	22	Fabricación de productos de caucho y plásticos	16	Valdejalón
2013	07	21	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	07	Somontano de Barbastro
2013	05	20	41	Construcción de edificios	05	Cinco Villas
2013	08	20	20	Industria química	08	Cinca Medio
2013	10	20	43	Actividades de construcción especializada	10	Los Monegros
2013	11	20	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	11	Bajo Cinca / Baix Cinca
2013	20	20	84	Administración Pública y defensa; Seguridad Social obligatoria	20	Comunidad de Calatayud
2013		20	43	Actividades de construcción especializada	NC	Municipio del centro de trabajo fuera de Aragón
2013	08	19	25	Fabricación de productos metálicos, excepto maquinaria y equipo	08	Cinca Medio
2013	20	19	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	20	Comunidad de Calatayud
2013	28	19	43	Actividades de construcción especializada	28	Bajo Aragón
2013	07	18	02	Silvicultura y explotación forestal	07	Somontano de Barbastro
2013	08	18	49	Transporte terrestre y por tubería	08	Cinca Medio
2013	11	18	49	Transporte terrestre y por tubería	11	Bajo Cinca / Baix Cinca
2013	15	18	52	Almacenamiento y actividades anexas al transporte	15	Ribera Alta del Ebro
2013	16	18	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	16	Valdejalón
2013	11	17	41	Construcción de edificios	11	Bajo Cinca / Baix Cinca
2013	15	17	43	Actividades de construcción especializada	15	Ribera Alta del Ebro
2013	24	17	84	Administración Pública y defensa; Seguridad Social obligatoria	24	Campo de Daroca
2013	02	16	93	Actividades deportivas, recreativas y de entretenimiento	02	Alto Gállego
2013	13	16	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	13	Campo de Borja
2013	21	16	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	21	Campo de Cariñena
2013	05	15	43	Actividades de construcción especializada	05	Cinco Villas
2013	07	15	84	Administración Pública y defensa; Seguridad Social obligatoria	07	Somontano de Barbastro
2013	16	15	28	Fabricación de maquinaria y equipo n.c.o.p.	16	Valdejalón
2013	09	14	43	Actividades de construcción especializada	09	La Litera / La Llitera
2013	01	13	43	Actividades de construcción especializada	01	La Jacetania
2013	04	13	43	Actividades de construcción especializada	04	La Ribagorza
2013	05	13	84	Administración Pública y defensa; Seguridad Social obligatoria	05	Cinco Villas
2013	11	13	43	Actividades de construcción especializada	11	Bajo Cinca / Baix Cinca
2013	13	13	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	13	Campo de Borja
2013	18	13	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	18	Ribera Baja del Ebro
2013	20	13	43	Actividades de construcción especializada	20	Comunidad de Calatayud
2013	01	12	41	Construcción de edificios	01	La Jacetania
2013	05	12	23	Fabricación de otros productos minerales no metálicos	05	Cinco Villas
2013	07	12	41	Construcción de edificios	07	Somontano de Barbastro
2013	19	12	84	Administración Pública y defensa; Seguridad Social obligatoria	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2013	20	12	41	Construcción de edificios	20	Comunidad de Calatayud
2013	20	12	49	Transporte terrestre y por tubería	20	Comunidad de Calatayud
2013	23	12	49	Transporte terrestre y por tubería	23	Bajo Martín
2013	25	12	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	25	Jiloca
2013	04	11	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	04	La Ribagorza
2013	04	11	41	Construcción de edificios	04	La Ribagorza
2013	07	11	43	Actividades de construcción especializada	07	Somontano de Barbastro
2013	25	11	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	25	Jiloca
2013	01	10	49	Transporte terrestre y por tubería	01	La Jacetania
2013	09	10	41	Construcción de edificios	09	La Litera / La Llitera
2013	10	10	10	Industria de la alimentación	10	Los Monegros
2013	18	10	10	Industria de la alimentación	18	Ribera Baja del Ebro
2013	25	10	10	Industria de la alimentación	25	Jiloca
2013	28	10	10	Industria de la alimentación	28	Bajo Aragón
2013	28	10	49	Transporte terrestre y por tubería	28	Bajo Aragón
2013	04	9	93	Actividades deportivas, recreativas y de entretenimiento	04	La Ribagorza
2013	09	9	45	Venta y reparación de vehículos de motor y motocicletas	09	La Litera / La Llitera
2013	10	9	45	Venta y reparación de vehículos de motor y motocicletas	10	Los Monegros
2013	12	9	25	Fabricación de productos metálicos, excepto maquinaria y equipo	12	Tarazona y el Moncayo
2013	13	9	25	Fabricación de productos metálicos, excepto maquinaria y equipo	13	Campo de Borja
2013	24	9	10	Industria de la alimentación	24	Campo de Daroca
2013	32	9	10	Industria de la alimentación	32	Gúdar-Javalambre
2013	03	8	41	Construcción de edificios	03	Sobrarbe
2013	10	8	41	Construcción de edificios	10	Los Monegros
2013	13	8	10	Industria de la alimentación	13	Campo de Borja
