Mes y año	Mes (código)	Mes nombre	Año	Sexo	Número de contratos	Temporalidad	Modalidad	Grupo de tipo de contrato	CCAA nombre
Noviembre 2008	200811	Noviembre	2008	Mujeres	66	Temporal	Ligados a la formación	Formación	Aragón
Noviembre 2008	200811	Noviembre	2008	Mujeres	48	Temporal	Ligados a la formación	Prácticas	Aragón
Noviembre 2008	200811	Noviembre	2008	Hombres	25	Temporal	Otros	Otros	Aragón
Noviembre 2008	200811	Noviembre	2008	Mujeres	36	Temporal	Otros	Otros	Aragón
Noviembre 2008	200811	Noviembre	2008	Hombres	986	Indefinido	Indefinido	Indef. Fomento	Aragón
Noviembre 2008	200811	Noviembre	2008	Hombres	681	Indefinido	Indefinido	Indef. Ordinario	Aragón
Noviembre 2008	200811	Noviembre	2008	Mujeres	1204	Indefinido	Indefinido	Indef. Fomento	Aragón
Noviembre 2008	200811	Noviembre	2008	Mujeres	623	Indefinido	Indefinido	Indef. Ordinario	Aragón
Noviembre 2008	200811	Noviembre	2008	Hombres	22	Indefinido	Discapacitados	Minusválidos	Aragón
Noviembre 2008	200811	Noviembre	2008	Mujeres	14	Indefinido	Discapacitados	Minusválidos	Aragón
Octubre 2008	200810	Octubre	2008	Hombres	9722	Temporal	Obra o servicio	Obra o servicio	Aragón
Octubre 2008	200810	Octubre	2008	Mujeres	6732	Temporal	Obra o servicio	Obra o servicio	Aragón
Octubre 2008	200810	Octubre	2008	Hombres	7023	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Octubre 2008	200810	Octubre	2008	Mujeres	7263	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Octubre 2008	200810	Octubre	2008	Hombres	570	Temporal	Interinidad	Interinidad	Aragón
Octubre 2008	200810	Octubre	2008	Mujeres	3151	Temporal	Interinidad	Interinidad	Aragón
Octubre 2008	200810	Octubre	2008	Hombres	18	Temporal	Discapacitados	Temp. Minusv	Aragón
Octubre 2008	200810	Octubre	2008	Mujeres	12	Temporal	Discapacitados	Temp. Minusv	Aragón
Octubre 2008	200810	Octubre	2008	Hombres	141	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Octubre 2008	200810	Octubre	2008	Hombres	135	Temporal	Ligados a la jubilación	Relevo	Aragón
Octubre 2008	200810	Octubre	2008	Hombres	11	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Octubre 2008	200810	Octubre	2008	Mujeres	33	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Octubre 2008	200810	Octubre	2008	Mujeres	68	Temporal	Ligados a la jubilación	Relevo	Aragón
Octubre 2008	200810	Octubre	2008	Mujeres	6	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Octubre 2008	200810	Octubre	2008	Hombres	46	Temporal	Ligados a la formación	Formación	Aragón
Octubre 2008	200810	Octubre	2008	Hombres	54	Temporal	Ligados a la formación	Prácticas	Aragón
Octubre 2008	200810	Octubre	2008	Mujeres	39	Temporal	Ligados a la formación	Formación	Aragón
Octubre 2008	200810	Octubre	2008	Mujeres	60	Temporal	Ligados a la formación	Prácticas	Aragón
Octubre 2008	200810	Octubre	2008	Hombres	57	Temporal	Otros	Otros	Aragón
Octubre 2008	200810	Octubre	2008	Hombres	1	Temporal	Otros	Temp. Inserción	Aragón
Octubre 2008	200810	Octubre	2008	Mujeres	52	Temporal	Otros	Otros	Aragón
Octubre 2008	200810	Octubre	2008	Mujeres	1	Temporal	Otros	Temp. Inserción	Aragón
Octubre 2008	200810	Octubre	2008	Hombres	1411	Indefinido	Indefinido	Indef. Fomento	Aragón
Octubre 2008	200810	Octubre	2008	Hombres	1093	Indefinido	Indefinido	Indef. Ordinario	Aragón
Octubre 2008	200810	Octubre	2008	Mujeres	1571	Indefinido	Indefinido	Indef. Fomento	Aragón
Octubre 2008	200810	Octubre	2008	Mujeres	1003	Indefinido	Indefinido	Indef. Ordinario	Aragón
Octubre 2008	200810	Octubre	2008	Hombres	33	Indefinido	Discapacitados	Minusválidos	Aragón
Octubre 2008	200810	Octubre	2008	Mujeres	14	Indefinido	Discapacitados	Minusválidos	Aragón
Septiembre 2008	200809	Septiembre	2008	Hombres	11068	Temporal	Obra o servicio	Obra o servicio	Aragón
Septiembre 2008	200809	Septiembre	2008	Mujeres	7461	Temporal	Obra o servicio	Obra o servicio	Aragón
Septiembre 2008	200809	Septiembre	2008	Hombres	7691	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Septiembre 2008	200809	Septiembre	2008	Mujeres	7777	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Septiembre 2008	200809	Septiembre	2008	Hombres	757	Temporal	Interinidad	Interinidad	Aragón
Septiembre 2008	200809	Septiembre	2008	Mujeres	3114	Temporal	Interinidad	Interinidad	Aragón
Septiembre 2008	200809	Septiembre	2008	Hombres	26	Temporal	Discapacitados	Temp. Minusv	Aragón
Septiembre 2008	200809	Septiembre	2008	Mujeres	10	Temporal	Discapacitados	Temp. Minusv	Aragón
Septiembre 2008	200809	Septiembre	2008	Hombres	165	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Septiembre 2008	200809	Septiembre	2008	Hombres	172	Temporal	Ligados a la jubilación	Relevo	Aragón
Septiembre 2008	200809	Septiembre	2008	Hombres	12	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Septiembre 2008	200809	Septiembre	2008	Mujeres	52	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Septiembre 2008	200809	Septiembre	2008	Mujeres	98	Temporal	Ligados a la jubilación	Relevo	Aragón
Septiembre 2008	200809	Septiembre	2008	Mujeres	3	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Septiembre 2008	200809	Septiembre	2008	Hombres	48	Temporal	Ligados a la formación	Formación	Aragón
Septiembre 2008	200809	Septiembre	2008	Hombres	58	Temporal	Ligados a la formación	Prácticas	Aragón
Septiembre 2008	200809	Septiembre	2008	Mujeres	21	Temporal	Ligados a la formación	Formación	Aragón
Septiembre 2008	200809	Septiembre	2008	Mujeres	81	Temporal	Ligados a la formación	Prácticas	Aragón
Septiembre 2008	200809	Septiembre	2008	Hombres	46	Temporal	Otros	Otros	Aragón
Septiembre 2008	200809	Septiembre	2008	Mujeres	58	Temporal	Otros	Otros	Aragón
Septiembre 2008	200809	Septiembre	2008	Hombres	1498	Indefinido	Indefinido	Indef. Fomento	Aragón
Septiembre 2008	200809	Septiembre	2008	Hombres	1053	Indefinido	Indefinido	Indef. Ordinario	Aragón
Septiembre 2008	200809	Septiembre	2008	Mujeres	1596	Indefinido	Indefinido	Indef. Fomento	Aragón
Septiembre 2008	200809	Septiembre	2008	Mujeres	1095	Indefinido	Indefinido	Indef. Ordinario	Aragón
Septiembre 2008	200809	Septiembre	2008	Hombres	12	Indefinido	Discapacitados	Minusválidos	Aragón
Septiembre 2008	200809	Septiembre	2008	Mujeres	13	Indefinido	Discapacitados	Minusválidos	Aragón
Agosto 2008	200808	Agosto	2008	Hombres	7979	Temporal	Obra o servicio	Obra o servicio	Aragón
Agosto 2008	200808	Agosto	2008	Mujeres	4241	Temporal	Obra o servicio	Obra o servicio	Aragón
Agosto 2008	200808	Agosto	2008	Hombres	6222	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Agosto 2008	200808	Agosto	2008	Mujeres	5637	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Agosto 2008	200808	Agosto	2008	Hombres	817	Temporal	Interinidad	Interinidad	Aragón
Agosto 2008	200808	Agosto	2008	Mujeres	2779	Temporal	Interinidad	Interinidad	Aragón
Agosto 2008	200808	Agosto	2008	Hombres	21	Temporal	Discapacitados	Temp. Minusv	Aragón
Agosto 2008	200808	Agosto	2008	Mujeres	7	Temporal	Discapacitados	Temp. Minusv	Aragón
Agosto 2008	200808	Agosto	2008	Hombres	63	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Agosto 2008	200808	Agosto	2008	Hombres	68	Temporal	Ligados a la jubilación	Relevo	Aragón
Agosto 2008	200808	Agosto	2008	Hombres	5	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Agosto 2008	200808	Agosto	2008	Mujeres	25	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Agosto 2008	200808	Agosto	2008	Mujeres	37	Temporal	Ligados a la jubilación	Relevo	Aragón
Agosto 2008	200808	Agosto	2008	Mujeres	5	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Agosto 2008	200808	Agosto	2008	Hombres	35	Temporal	Ligados a la formación	Formación	Aragón
Agosto 2008	200808	Agosto	2008	Hombres	38	Temporal	Ligados a la formación	Prácticas	Aragón
Agosto 2008	200808	Agosto	2008	Mujeres	5	Temporal	Ligados a la formación	Formación	Aragón
Agosto 2008	200808	Agosto	2008	Mujeres	17	Temporal	Ligados a la formación	Prácticas	Aragón
Agosto 2008	200808	Agosto	2008	Hombres	65	Temporal	Otros	Otros	Aragón
Agosto 2008	200808	Agosto	2008	Hombres	1	Temporal	Otros	Temp. Inserción	Aragón
Agosto 2008	200808	Agosto	2008	Mujeres	34	Temporal	Otros	Otros	Aragón
Agosto 2008	200808	Agosto	2008	Mujeres	2	Temporal	Otros	Temp. Inserción	Aragón
Agosto 2008	200808	Agosto	2008	Hombres	968	Indefinido	Indefinido	Indef. Fomento	Aragón
Agosto 2008	200808	Agosto	2008	Hombres	652	Indefinido	Indefinido	Indef. Ordinario	Aragón
Agosto 2008	200808	Agosto	2008	Mujeres	1010	Indefinido	Indefinido	Indef. Fomento	Aragón
Agosto 2008	200808	Agosto	2008	Mujeres	468	Indefinido	Indefinido	Indef. Ordinario	Aragón
Agosto 2008	200808	Agosto	2008	Hombres	16	Indefinido	Discapacitados	Minusválidos	Aragón
Agosto 2008	200808	Agosto	2008	Mujeres	7	Indefinido	Discapacitados	Minusválidos	Aragón
Julio 2008	200807	Julio	2008	Hombres	11591	Temporal	Obra o servicio	Obra o servicio	Aragón
Julio 2008	200807	Julio	2008	Mujeres	7540	Temporal	Obra o servicio	Obra o servicio	Aragón
Julio 2008	200807	Julio	2008	Hombres	9945	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Julio 2008	200807	Julio	2008	Mujeres	9688	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Julio 2008	200807	Julio	2008	Hombres	1008	Temporal	Interinidad	Interinidad	Aragón
Julio 2008	200807	Julio	2008	Mujeres	3294	Temporal	Interinidad	Interinidad	Aragón
Julio 2008	200807	Julio	2008	Hombres	31	Temporal	Discapacitados	Temp. Minusv	Aragón
Julio 2008	200807	Julio	2008	Mujeres	15	Temporal	Discapacitados	Temp. Minusv	Aragón
Julio 2008	200807	Julio	2008	Hombres	159	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Julio 2008	200807	Julio	2008	Hombres	165	Temporal	Ligados a la jubilación	Relevo	Aragón
Julio 2008	200807	Julio	2008	Hombres	12	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Julio 2008	200807	Julio	2008	Mujeres	24	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Julio 2008	200807	Julio	2008	Mujeres	69	Temporal	Ligados a la jubilación	Relevo	Aragón
Julio 2008	200807	Julio	2008	Mujeres	4	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Julio 2008	200807	Julio	2008	Hombres	99	Temporal	Ligados a la formación	Formación	Aragón
Julio 2008	200807	Julio	2008	Hombres	106	Temporal	Ligados a la formación	Prácticas	Aragón
Julio 2008	200807	Julio	2008	Mujeres	33	Temporal	Ligados a la formación	Formación	Aragón
Julio 2008	200807	Julio	2008	Mujeres	83	Temporal	Ligados a la formación	Prácticas	Aragón
Julio 2008	200807	Julio	2008	Hombres	25	Temporal	Otros	Otros	Aragón
Julio 2008	200807	Julio	2008	Hombres	3	Temporal	Otros	Temp. Inserción	Aragón
Julio 2008	200807	Julio	2008	Mujeres	46	Temporal	Otros	Otros	Aragón
Julio 2008	200807	Julio	2008	Mujeres	4	Temporal	Otros	Temp. Inserción	Aragón
Julio 2008	200807	Julio	2008	Hombres	1508	Indefinido	Indefinido	Indef. Fomento	Aragón
Julio 2008	200807	Julio	2008	Hombres	910	Indefinido	Indefinido	Indef. Ordinario	Aragón
Julio 2008	200807	Julio	2008	Mujeres	1394	Indefinido	Indefinido	Indef. Fomento	Aragón
Julio 2008	200807	Julio	2008	Mujeres	668	Indefinido	Indefinido	Indef. Ordinario	Aragón
Julio 2008	200807	Julio	2008	Hombres	24	Indefinido	Discapacitados	Minusválidos	Aragón
Julio 2008	200807	Julio	2008	Mujeres	10	Indefinido	Discapacitados	Minusválidos	Aragón
Junio 2008	200806	Junio	2008	Hombres	12050	Temporal	Obra o servicio	Obra o servicio	Aragón
Junio 2008	200806	Junio	2008	Mujeres	8640	Temporal	Obra o servicio	Obra o servicio	Aragón
Junio 2008	200806	Junio	2008	Hombres	9317	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Junio 2008	200806	Junio	2008	Mujeres	8730	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Junio 2008	200806	Junio	2008	Hombres	737	Temporal	Interinidad	Interinidad	Aragón
Junio 2008	200806	Junio	2008	Mujeres	2909	Temporal	Interinidad	Interinidad	Aragón
Junio 2008	200806	Junio	2008	Hombres	38	Temporal	Discapacitados	Temp. Minusv	Aragón
Junio 2008	200806	Junio	2008	Mujeres	21	Temporal	Discapacitados	Temp. Minusv	Aragón
Junio 2008	200806	Junio	2008	Hombres	125	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Junio 2008	200806	Junio	2008	Hombres	126	Temporal	Ligados a la jubilación	Relevo	Aragón
Junio 2008	200806	Junio	2008	Hombres	11	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Junio 2008	200806	Junio	2008	Mujeres	25	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Junio 2008	200806	Junio	2008	Mujeres	64	Temporal	Ligados a la jubilación	Relevo	Aragón
Junio 2008	200806	Junio	2008	Mujeres	2	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Junio 2008	200806	Junio	2008	Hombres	149	Temporal	Ligados a la formación	Formación	Aragón
Junio 2008	200806	Junio	2008	Hombres	117	Temporal	Ligados a la formación	Prácticas	Aragón
Junio 2008	200806	Junio	2008	Mujeres	83	Temporal	Ligados a la formación	Formación	Aragón
Junio 2008	200806	Junio	2008	Mujeres	38	Temporal	Ligados a la formación	Prácticas	Aragón
Junio 2008	200806	Junio	2008	Hombres	63	Temporal	Otros	Otros	Aragón
Junio 2008	200806	Junio	2008	Hombres	6	Temporal	Otros	Temp. Inserción	Aragón
Junio 2008	200806	Junio	2008	Mujeres	78	Temporal	Otros	Otros	Aragón
Junio 2008	200806	Junio	2008	Mujeres	5	Temporal	Otros	Temp. Inserción	Aragón
Junio 2008	200806	Junio	2008	Hombres	1568	Indefinido	Indefinido	Indef. Fomento	Aragón
Junio 2008	200806	Junio	2008	Hombres	917	Indefinido	Indefinido	Indef. Ordinario	Aragón
Junio 2008	200806	Junio	2008	Mujeres	1457	Indefinido	Indefinido	Indef. Fomento	Aragón
Junio 2008	200806	Junio	2008	Mujeres	671	Indefinido	Indefinido	Indef. Ordinario	Aragón
Junio 2008	200806	Junio	2008	Hombres	17	Indefinido	Discapacitados	Minusválidos	Aragón
Junio 2008	200806	Junio	2008	Mujeres	9	Indefinido	Discapacitados	Minusválidos	Aragón
Mayo 2008	200805	Mayo	2008	Hombres	13425	Temporal	Obra o servicio	Obra o servicio	Aragón
Mayo 2008	200805	Mayo	2008	Mujeres	8295	Temporal	Obra o servicio	Obra o servicio	Aragón
Mayo 2008	200805	Mayo	2008	Hombres	8422	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Mayo 2008	200805	Mayo	2008	Mujeres	7586	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Mayo 2008	200805	Mayo	2008	Hombres	432	Temporal	Interinidad	Interinidad	Aragón
Mayo 2008	200805	Mayo	2008	Mujeres	2631	Temporal	Interinidad	Interinidad	Aragón
Mayo 2008	200805	Mayo	2008	Hombres	30	Temporal	Discapacitados	Temp. Minusv	Aragón
Mayo 2008	200805	Mayo	2008	Mujeres	13	Temporal	Discapacitados	Temp. Minusv	Aragón
Mayo 2008	200805	Mayo	2008	Hombres	111	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Mayo 2008	200805	Mayo	2008	Hombres	133	Temporal	Ligados a la jubilación	Relevo	Aragón
Mayo 2008	200805	Mayo	2008	Hombres	11	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Mayo 2008	200805	Mayo	2008	Mujeres	25	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Mayo 2008	200805	Mayo	2008	Mujeres	57	Temporal	Ligados a la jubilación	Relevo	Aragón
Mayo 2008	200805	Mayo	2008	Mujeres	3	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Mayo 2008	200805	Mayo	2008	Hombres	123	Temporal	Ligados a la formación	Formación	Aragón
Mayo 2008	200805	Mayo	2008	Hombres	33	Temporal	Ligados a la formación	Prácticas	Aragón
Mayo 2008	200805	Mayo	2008	Mujeres	46	Temporal	Ligados a la formación	Formación	Aragón
Mayo 2008	200805	Mayo	2008	Mujeres	47	Temporal	Ligados a la formación	Prácticas	Aragón
Mayo 2008	200805	Mayo	2008	Hombres	21	Temporal	Otros	Otros	Aragón
Mayo 2008	200805	Mayo	2008	Hombres	2	Temporal	Otros	Temp. Inserción	Aragón
Mayo 2008	200805	Mayo	2008	Mujeres	39	Temporal	Otros	Otros	Aragón
Mayo 2008	200805	Mayo	2008	Hombres	1603	Indefinido	Indefinido	Indef. Fomento	Aragón
Mayo 2008	200805	Mayo	2008	Hombres	915	Indefinido	Indefinido	Indef. Ordinario	Aragón
Mayo 2008	200805	Mayo	2008	Mujeres	1616	Indefinido	Indefinido	Indef. Fomento	Aragón
Mayo 2008	200805	Mayo	2008	Mujeres	557	Indefinido	Indefinido	Indef. Ordinario	Aragón
Mayo 2008	200805	Mayo	2008	Hombres	23	Indefinido	Discapacitados	Minusválidos	Aragón
Mayo 2008	200805	Mayo	2008	Mujeres	12	Indefinido	Discapacitados	Minusválidos	Aragón
Abril 2008	200804	Abril	2008	Hombres	10432	Temporal	Obra o servicio	Obra o servicio	Aragón
Abril 2008	200804	Abril	2008	Mujeres	5122	Temporal	Obra o servicio	Obra o servicio	Aragón
Abril 2008	200804	Abril	2008	Hombres	8170	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Abril 2008	200804	Abril	2008	Mujeres	7191	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Abril 2008	200804	Abril	2008	Hombres	440	Temporal	Interinidad	Interinidad	Aragón
Abril 2008	200804	Abril	2008	Mujeres	2686	Temporal	Interinidad	Interinidad	Aragón
Abril 2008	200804	Abril	2008	Hombres	19	Temporal	Discapacitados	Temp. Minusv	Aragón
Abril 2008	200804	Abril	2008	Mujeres	20	Temporal	Discapacitados	Temp. Minusv	Aragón
Abril 2008	200804	Abril	2008	Hombres	140	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Abril 2008	200804	Abril	2008	Hombres	141	Temporal	Ligados a la jubilación	Relevo	Aragón
Abril 2008	200804	Abril	2008	Hombres	13	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Abril 2008	200804	Abril	2008	Mujeres	26	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Abril 2008	200804	Abril	2008	Mujeres	57	Temporal	Ligados a la jubilación	Relevo	Aragón
Abril 2008	200804	Abril	2008	Mujeres	4	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Abril 2008	200804	Abril	2008	Hombres	115	Temporal	Ligados a la formación	Formación	Aragón
Abril 2008	200804	Abril	2008	Hombres	62	Temporal	Ligados a la formación	Prácticas	Aragón
Abril 2008	200804	Abril	2008	Mujeres	32	Temporal	Ligados a la formación	Formación	Aragón
Abril 2008	200804	Abril	2008	Mujeres	76	Temporal	Ligados a la formación	Prácticas	Aragón
Abril 2008	200804	Abril	2008	Hombres	43	Temporal	Otros	Otros	Aragón
Abril 2008	200804	Abril	2008	Mujeres	51	Temporal	Otros	Otros	Aragón
Abril 2008	200804	Abril	2008	Hombres	1931	Indefinido	Indefinido	Indef. Fomento	Aragón
Abril 2008	200804	Abril	2008	Hombres	1029	Indefinido	Indefinido	Indef. Ordinario	Aragón
Abril 2008	200804	Abril	2008	Mujeres	1831	Indefinido	Indefinido	Indef. Fomento	Aragón
Abril 2008	200804	Abril	2008	Mujeres	731	Indefinido	Indefinido	Indef. Ordinario	Aragón
Abril 2008	200804	Abril	2008	Hombres	29	Indefinido	Discapacitados	Minusválidos	Aragón
Abril 2008	200804	Abril	2008	Mujeres	13	Indefinido	Discapacitados	Minusválidos	Aragón
Marzo 2008	200803	Marzo	2008	Hombres	7903	Temporal	Obra o servicio	Obra o servicio	Aragón
Marzo 2008	200803	Marzo	2008	Mujeres	3964	Temporal	Obra o servicio	Obra o servicio	Aragón
Marzo 2008	200803	Marzo	2008	Hombres	7470	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Marzo 2008	200803	Marzo	2008	Mujeres	6855	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Marzo 2008	200803	Marzo	2008	Hombres	392	Temporal	Interinidad	Interinidad	Aragón
Marzo 2008	200803	Marzo	2008	Mujeres	2228	Temporal	Interinidad	Interinidad	Aragón
Marzo 2008	200803	Marzo	2008	Hombres	28	Temporal	Discapacitados	Temp. Minusv	Aragón
Marzo 2008	200803	Marzo	2008	Mujeres	11	Temporal	Discapacitados	Temp. Minusv	Aragón
Marzo 2008	200803	Marzo	2008	Hombres	112	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Marzo 2008	200803	Marzo	2008	Hombres	113	Temporal	Ligados a la jubilación	Relevo	Aragón
Marzo 2008	200803	Marzo	2008	Hombres	9	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Marzo 2008	200803	Marzo	2008	Mujeres	21	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Marzo 2008	200803	Marzo	2008	Mujeres	42	Temporal	Ligados a la jubilación	Relevo	Aragón
Marzo 2008	200803	Marzo	2008	Mujeres	2	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Marzo 2008	200803	Marzo	2008	Hombres	61	Temporal	Ligados a la formación	Formación	Aragón
Marzo 2008	200803	Marzo	2008	Hombres	48	Temporal	Ligados a la formación	Prácticas	Aragón
Marzo 2008	200803	Marzo	2008	Mujeres	20	Temporal	Ligados a la formación	Formación	Aragón
Marzo 2008	200803	Marzo	2008	Mujeres	39	Temporal	Ligados a la formación	Prácticas	Aragón
Marzo 2008	200803	Marzo	2008	Hombres	26	Temporal	Otros	Otros	Aragón
Marzo 2008	200803	Marzo	2008	Mujeres	59	Temporal	Otros	Otros	Aragón
Marzo 2008	200803	Marzo	2008	Hombres	1749	Indefinido	Indefinido	Indef. Fomento	Aragón
Marzo 2008	200803	Marzo	2008	Hombres	1015	Indefinido	Indefinido	Indef. Ordinario	Aragón
Marzo 2008	200803	Marzo	2008	Mujeres	1609	Indefinido	Indefinido	Indef. Fomento	Aragón
Marzo 2008	200803	Marzo	2008	Mujeres	680	Indefinido	Indefinido	Indef. Ordinario	Aragón
Marzo 2008	200803	Marzo	2008	Hombres	21	Indefinido	Discapacitados	Minusválidos	Aragón
Marzo 2008	200803	Marzo	2008	Mujeres	8	Indefinido	Discapacitados	Minusválidos	Aragón
Febrero 2008	200802	Febrero	2008	Hombres	9907	Temporal	Obra o servicio	Obra o servicio	Aragón
Febrero 2008	200802	Febrero	2008	Mujeres	4378	Temporal	Obra o servicio	Obra o servicio	Aragón
Febrero 2008	200802	Febrero	2008	Hombres	8156	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Febrero 2008	200802	Febrero	2008	Mujeres	6991	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Febrero 2008	200802	Febrero	2008	Hombres	417	Temporal	Interinidad	Interinidad	Aragón
Febrero 2008	200802	Febrero	2008	Mujeres	2573	Temporal	Interinidad	Interinidad	Aragón
Febrero 2008	200802	Febrero	2008	Hombres	44	Temporal	Discapacitados	Temp. Minusv	Aragón
Febrero 2008	200802	Febrero	2008	Mujeres	12	Temporal	Discapacitados	Temp. Minusv	Aragón
Febrero 2008	200802	Febrero	2008	Hombres	119	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Febrero 2008	200802	Febrero	2008	Hombres	146	Temporal	Ligados a la jubilación	Relevo	Aragón
Febrero 2008	200802	Febrero	2008	Hombres	5	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Febrero 2008	200802	Febrero	2008	Mujeres	25	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Febrero 2008	200802	Febrero	2008	Mujeres	41	Temporal	Ligados a la jubilación	Relevo	Aragón
Febrero 2008	200802	Febrero	2008	Mujeres	3	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Febrero 2008	200802	Febrero	2008	Hombres	62	Temporal	Ligados a la formación	Formación	Aragón
Febrero 2008	200802	Febrero	2008	Hombres	64	Temporal	Ligados a la formación	Prácticas	Aragón
Febrero 2008	200802	Febrero	2008	Mujeres	12	Temporal	Ligados a la formación	Formación	Aragón
Febrero 2008	200802	Febrero	2008	Mujeres	78	Temporal	Ligados a la formación	Prácticas	Aragón
Febrero 2008	200802	Febrero	2008	Hombres	33	Temporal	Otros	Otros	Aragón
Febrero 2008	200802	Febrero	2008	Mujeres	46	Temporal	Otros	Otros	Aragón
Febrero 2008	200802	Febrero	2008	Hombres	1914	Indefinido	Indefinido	Indef. Fomento	Aragón
Febrero 2008	200802	Febrero	2008	Hombres	1206	Indefinido	Indefinido	Indef. Ordinario	Aragón
Febrero 2008	200802	Febrero	2008	Mujeres	1537	Indefinido	Indefinido	Indef. Fomento	Aragón
Febrero 2008	200802	Febrero	2008	Mujeres	813	Indefinido	Indefinido	Indef. Ordinario	Aragón
Febrero 2008	200802	Febrero	2008	Hombres	25	Indefinido	Discapacitados	Minusválidos	Aragón
Febrero 2008	200802	Febrero	2008	Mujeres	16	Indefinido	Discapacitados	Minusválidos	Aragón
Enero 2008	200801	Enero	2008	Hombres	9750	Temporal	Obra o servicio	Obra o servicio	Aragón
Enero 2008	200801	Enero	2008	Mujeres	5275	Temporal	Obra o servicio	Obra o servicio	Aragón
Enero 2008	200801	Enero	2008	Hombres	8432	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Enero 2008	200801	Enero	2008	Mujeres	7378	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Enero 2008	200801	Enero	2008	Hombres	555	Temporal	Interinidad	Interinidad	Aragón
Enero 2008	200801	Enero	2008	Mujeres	2851	Temporal	Interinidad	Interinidad	Aragón
Enero 2008	200801	Enero	2008	Hombres	33	Temporal	Discapacitados	Temp. Minusv	Aragón
Enero 2008	200801	Enero	2008	Mujeres	8	Temporal	Discapacitados	Temp. Minusv	Aragón
Enero 2008	200801	Enero	2008	Hombres	129	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Enero 2008	200801	Enero	2008	Hombres	140	Temporal	Ligados a la jubilación	Relevo	Aragón
Enero 2008	200801	Enero	2008	Hombres	11	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Enero 2008	200801	Enero	2008	Mujeres	31	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Enero 2008	200801	Enero	2008	Mujeres	71	Temporal	Ligados a la jubilación	Relevo	Aragón
Enero 2008	200801	Enero	2008	Mujeres	9	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
