Fuente y fecha	Año	Municipio código	Municipio nombre	Total edificios	Antes de 1950	1950-1959	1960-1969	1970-1979	1980-1989	1990-1999	2000-2009	2010 y posterior	Sin definir
Catastro (diciembre de 2019                          )	2019	50105	Fayón	395	0	0	171	84	41	28	48	22	1
Catastro (diciembre de 2019                          )	2019	50106	Fayos (Los)	280	216	6	3	9	26	3	11	6	0
Catastro (diciembre de 2019                          )	2019	50107	Figueruelas	868	105	26	20	131	234	99	235	18	0
Catastro (diciembre de 2019                          )	2019	50108	Fombuena	110	74	6	1	1	11	2	7	6	2
Catastro (diciembre de 2019                          )	2019	50109	Frago (El)	214	175	0	2	8	5	3	8	7	6
Catastro (diciembre de 2019                          )	2019	50110	Frasno (El)	842	264	107	143	142	102	27	34	20	3
Catastro (diciembre de 2019                          )	2019	50111	Fréscano	231	94	16	33	12	37	24	11	3	1
Catastro (diciembre de 2019                          )	2019	50113	Fuendejalón	714	344	29	46	90	75	51	62	15	2
Catastro (diciembre de 2019                          )	2019	50114	Fuendetodos	213	113	15	18	27	13	11	12	4	0
Catastro (diciembre de 2019                          )	2019	50115	Fuentes de Ebro	3452	441	129	225	219	626	469	1127	150	66
Catastro (diciembre de 2019                          )	2019	50116	Fuentes de Jiloca	492	377	2	0	49	32	16	14	1	1
Catastro (diciembre de 2019                          )	2019	50117	Gallocanta	280	146	36	18	10	21	10	27	12	0
Catastro (diciembre de 2019                          )	2019	50118	Gallur	2257	151	158	216	122	256	151	325	44	834
Catastro (diciembre de 2019                          )	2019	50119	Gelsa	847	381	19	76	109	119	58	72	10	3
Catastro (diciembre de 2019                          )	2019	50120	Godojos	196	119	4	2	22	18	3	21	7	0
Catastro (diciembre de 2019                          )	2019	50121	Gotor	449	174	50	36	43	66	44	30	6	0
Catastro (diciembre de 2019                          )	2019	50122	Grisel	143	98	1	3	2	15	4	13	7	0
Catastro (diciembre de 2019                          )	2019	50123	Grisén	458	116	65	20	18	91	24	120	3	1
Catastro (diciembre de 2019                          )	2019	50124	Herrera de los Navarros	1115	542	126	85	84	114	43	84	35	2
Catastro (diciembre de 2019                          )	2019	50125	Ibdes	765	327	58	46	64	168	50	39	13	0
Catastro (diciembre de 2019                          )	2019	50126	Illueca	3006	292	17	227	559	1088	395	422	6	0
Catastro (diciembre de 2019                          )	2019	50128	Isuerre	94	72	0	0	1	7	10	3	1	0
Catastro (diciembre de 2019                          )	2019	50129	Jaraba	470	235	10	9	26	85	37	57	11	0
Catastro (diciembre de 2019                          )	2019	50130	Jarque de Moncayo	965	506	32	28	144	129	57	44	8	17
Catastro (diciembre de 2019                          )	2019	50131	Jaulín	324	155	29	48	31	28	15	10	8	0
Catastro (diciembre de 2019                          )	2019	50132	Joyosa (La)	553	36	74	31	25	30	26	299	32	0
Catastro (diciembre de 2019                          )	2019	50133	Lagata	231	160	0	1	20	18	12	14	6	0
Catastro (diciembre de 2019                          )	2019	50134	Langa del Castillo	357	180	17	44	74	26	6	5	5	0
Catastro (diciembre de 2019                          )	2019	50135	Layana	164	121	0	0	31	4	3	4	1	0
Catastro (diciembre de 2019                          )	2019	50136	Lécera	866	421	29	40	69	156	69	64	16	2
Catastro (diciembre de 2019                          )	2019	50137	Leciñena	880	299	43	70	137	108	50	129	44	0
Catastro (diciembre de 2019                          )	2019	50138	Lechón	77	50	0	0	12	2	4	4	5	0
Catastro (diciembre de 2019                          )	2019	50139	Letux	463	280	6	25	44	47	29	26	6	0
Catastro (diciembre de 2019                          )	2019	50140	Litago	379	165	55	15	59	28	19	21	17	0
Catastro (diciembre de 2019                          )	2019	50141	Lituénigo	305	227	0	0	41	8	20	6	3	0
Catastro (diciembre de 2019                          )	2019	50142	Lobera de Onsella	191	167	0	0	2	3	8	9	1	1
Catastro (diciembre de 2019                          )	2019	50143	Longares	785	378	0	6	76	194	52	70	8	1
Catastro (diciembre de 2019                          )	2019	50144	Longás	103	81	0	3	0	4	7	5	3	0
Catastro (diciembre de 2019                          )	2019	50146	Lucena de Jalón	377	141	11	46	72	48	18	36	5	0
Catastro (diciembre de 2019                          )	2019	50147	Luceni	852	327	66	90	57	129	40	137	4	2
Catastro (diciembre de 2019                          )	2019	50148	Luesia	538	336	9	17	45	56	29	29	12	5
Catastro (diciembre de 2019                          )	2019	50149	Luesma	164	145	1	3	1	5	3	5	1	0
Catastro (diciembre de 2019                          )	2019	50150	Lumpiaque	909	392	47	45	119	131	47	113	15	0
Catastro (diciembre de 2019                          )	2019	50151	Luna	941	133	41	49	20	37	38	63	17	543
Catastro (diciembre de 2019                          )	2019	50152	Maella	1554	569	5	45	313	339	114	116	53	0
Catastro (diciembre de 2019                          )	2019	50153	Magallón	1087	390	103	70	76	175	97	147	28	1
Catastro (diciembre de 2019                          )	2019	50154	Mainar	213	135	0	2	36	11	19	7	3	0
Catastro (diciembre de 2019                          )	2019	50155	Malanquilla	310	275	1	0	4	11	4	10	5	0
Catastro (diciembre de 2019                          )	2019	50156	Maleján	261	161	1	0	53	18	7	17	4	0
Catastro (diciembre de 2019                          )	2019	50157	Malón	450	258	17	9	31	58	25	45	7	0
Catastro (diciembre de 2019                          )	2019	50159	Maluenda	907	321	91	79	62	128	132	78	14	2
Catastro (diciembre de 2019                          )	2019	50160	Mallén	2198	565	108	220	157	316	241	496	95	0
Catastro (diciembre de 2019                          )	2019	50161	Manchones	275	228	1	0	10	3	12	14	4	3
Catastro (diciembre de 2019                          )	2019	50162	Mara	320	220	3	3	41	9	32	7	5	0
Catastro (diciembre de 2019                          )	2019	50163	María de Huerva	3498	120	19	34	167	184	488	2366	119	1
Catastro (diciembre de 2019                          )	2019	50164	Mediana de Aragón	395	196	33	25	22	25	24	49	19	2
Catastro (diciembre de 2019                          )	2019	50165	Mequinenza	2012	44	1	4	928	571	96	308	57	3
Catastro (diciembre de 2019                          )	2019	50166	Mesones de Isuela	488	275	52	50	28	46	11	21	5	0
Catastro (diciembre de 2019                          )	2019	50167	Mezalocha	298	168	2	4	90	1	20	11	1	1
Catastro (diciembre de 2019                          )	2019	50168	Mianos	48	38	0	0	0	2	5	3	0	0
Catastro (diciembre de 2019                          )	2019	50169	Miedes de Aragón	541	360	2	0	47	62	41	20	9	0
Catastro (diciembre de 2019                          )	2019	50170	Monegrillo	344	191	5	25	51	21	15	31	4	1
Catastro (diciembre de 2019                          )	2019	50171	Moneva	256	181	25	8	9	10	8	12	3	0
Catastro (diciembre de 2019                          )	2019	50172	Monreal de Ariza	415	301	2	1	38	22	25	13	6	7
Catastro (diciembre de 2019                          )	2019	50173	Monterde	355	230	21	4	45	39	4	9	3	0
Catastro (diciembre de 2019                          )	2019	50174	Montón	233	183	0	1	4	9	18	9	3	6
Catastro (diciembre de 2019                          )	2019	50175	Morata de Jalón	1434	768	88	163	106	149	74	66	17	3
Catastro (diciembre de 2019                          )	2019	50176	Morata de Jiloca	477	344	0	3	46	25	23	16	11	9
Catastro (diciembre de 2019                          )	2019	50177	Morés	774	472	15	12	96	97	14	46	4	18
Catastro (diciembre de 2019                          )	2019	50178	Moros	768	597	1	1	80	29	41	13	5	1
Catastro (diciembre de 2019                          )	2019	50179	Moyuela	544	332	53	12	30	61	38	15	3	0
Catastro (diciembre de 2019                          )	2019	50180	Mozota	233	127	0	0	84	5	3	14	0	0
Catastro (diciembre de 2019                          )	2019	50181	Muel	1594	486	5	5	367	124	113	481	11	2
Catastro (diciembre de 2019                          )	2019	50182	Muela (La)	6569	206	3	10	279	387	308	4660	672	44
Catastro (diciembre de 2019                          )	2019	50183	Munébrega	531	367	19	1	16	31	56	37	3	1
Catastro (diciembre de 2019                          )	2019	50184	Murero	268	217	3	1	6	14	8	9	9	1
Catastro (diciembre de 2019                          )	2019	50185	Murillo de Gállego	375	194	25	23	17	51	20	23	19	3
Catastro (diciembre de 2019                          )	2019	50186	Navardún	138	117	2	0	3	3	2	11	0	0
Catastro (diciembre de 2019                          )	2019	50187	Nigüella	219	160	19	12	6	14	2	5	1	0
Catastro (diciembre de 2019                          )	2019	50188	Nombrevilla	115	79	0	1	2	6	15	6	6	0
Catastro (diciembre de 2019                          )	2019	50189	Nonaspe	1061	296	107	163	73	259	41	105	16	1
Catastro (diciembre de 2019                          )	2019	50190	Novallas	827	380	16	19	50	80	93	173	15	1
Catastro (diciembre de 2019                          )	2019	50191	Novillas	452	154	22	113	42	43	33	38	7	0
Catastro (diciembre de 2019                          )	2019	50192	Nuévalos	325	99	1	0	123	3	81	13	5	0
Catastro (diciembre de 2019                          )	2019	50193	Nuez de Ebro	620	63	19	34	79	175	68	165	16	1
Catastro (diciembre de 2019                          )	2019	50194	Olvés	259	195	13	1	5	19	13	6	4	3
Catastro (diciembre de 2019                          )	2019	50195	Orcajo	180	167	0	2	5	1	1	2	2	0
Catastro (diciembre de 2019                          )	2019	50196	Orera	180	122	1	0	10	29	10	4	4	0
Catastro (diciembre de 2019                          )	2019	50197	Orés	261	230	0	0	6	0	5	10	4	6
Catastro (diciembre de 2019                          )	2019	50198	Oseja	124	90	6	0	2	2	13	8	1	2
Catastro (diciembre de 2019                          )	2019	50199	Osera de Ebro	463	58	17	22	54	165	45	96	6	0
Catastro (diciembre de 2019                          )	2019	50200	Paniza	755	388	9	20	98	117	27	82	14	0
Catastro (diciembre de 2019                          )	2019	50201	Paracuellos de Jiloca	687	165	38	80	54	74	53	131	84	8
Catastro (diciembre de 2019                          )	2019	50202	Paracuellos de la Ribera	387	303	2	2	24	13	11	4	0	28
Catastro (diciembre de 2019                          )	2019	50203	Pastriz	964	91	108	42	93	233	174	196	27	0
Catastro (diciembre de 2019                          )	2019	50204	Pedrola	2396	397	152	121	180	455	346	716	29	0
Catastro (diciembre de 2019                          )	2019	50205	Pedrosas (Las)	188	114	1	2	12	2	4	51	2	0
Catastro (diciembre de 2019                          )	2019	50206	Perdiguera	472	181	36	34	39	26	64	79	13	0
Catastro (diciembre de 2019                          )	2019	50207	Piedratajada	176	114	2	1	18	11	9	17	2	2
Catastro (diciembre de 2019                          )	2019	50208	Pina de Ebro	1610	316	85	161	209	308	170	322	39	0
Catastro (diciembre de 2019                          )	2019	50209	Pinseque	3238	178	52	67	277	412	452	1770	26	4
Catastro (diciembre de 2019                          )	2019	50210	Pintanos (Los)	172	138	0	0	5	21	0	6	2	0
Catastro (diciembre de 2019                          )	2019	50211	Plasencia de Jalón	400	213	0	0	32	92	21	39	2	1
Catastro (diciembre de 2019                          )	2019	50212	Pleitas	79	51	0	0	12	1	7	4	2	2
Catastro (diciembre de 2019                          )	2019	50213	Plenas	416	301	32	9	15	28	12	14	5	0
Catastro (diciembre de 2019                          )	2019	50214	Pomer	167	120	1	0	1	3	13	22	6	1
Catastro (diciembre de 2019                          )	2019	50215	Pozuel de Ariza	222	189	3	2	4	6	7	5	6	0
Catastro (diciembre de 2019                          )	2019	50216	Pozuelo de Aragón	328	216	5	19	28	31	8	13	8	0
Catastro (diciembre de 2019                          )	2019	50217	Pradilla de Ebro	535	188	36	135	70	39	35	20	12	0
Catastro (diciembre de 2019                          )	2019	50218	Puebla de Albortón	184	131	0	12	8	13	8	9	3	0
Catastro (diciembre de 2019                          )	2019	50219	Puebla de Alfindén (La)	5154	149	25	65	297	250	814	3109	445	0
Catastro (diciembre de 2019                          )	2019	50220	Puendeluna	129	94	1	0	6	11	3	13	1	0
Catastro (diciembre de 2019                          )	2019	50221	Purujosa	89	49	7	3	6	2	6	12	4	0
Catastro (diciembre de 2019                          )	2019	50222	Quinto	1396	450	84	114	234	232	129	111	42	0
Catastro (diciembre de 2019                          )	2019	50223	Remolinos	806	196	197	105	119	42	61	53	29	4
Catastro (diciembre de 2019                          )	2019	50224	Retascón	147	111	2	1	7	13	1	6	3	3
Catastro (diciembre de 2019                          )	2019	50225	Ricla	2109	623	83	90	189	280	123	666	55	0
Catastro (diciembre de 2019                          )	2019	50227	Romanos	172	91	5	32	4	24	7	4	3	2
Catastro (diciembre de 2019                          )	2019	50228	Rueda de Jalón	351	231	23	21	17	31	14	8	6	0
Catastro (diciembre de 2019                          )	2019	50229	Ruesca	94	65	3	0	10	5	6	5	0	0
Catastro (diciembre de 2019                          )	2019	50230	Sádaba	1360	521	100	276	134	113	90	110	12	4
Catastro (diciembre de 2019                          )	2019	50231	Salillas de Jalón	420	243	11	6	33	57	18	46	5	1
Catastro (diciembre de 2019                          )	2019	50232	Salvatierra de Esca	365	255	11	12	7	27	30	20	3	0
Catastro (diciembre de 2019                          )	2019	50233	Samper del Salz	192	61	4	22	23	16	21	33	11	1
Catastro (diciembre de 2019                          )	2019	50234	San Martín de la Virgen de Moncayo	593	258	18	15	50	84	37	105	25	1
Catastro (diciembre de 2019                          )	2019	50235	San Mateo de Gállego	2642	325	57	83	441	243	339	992	158	4
Catastro (diciembre de 2019                          )	2019	50236	Santa Cruz de Grío	433	324	1	0	22	52	9	5	0	20
Catastro (diciembre de 2019                          )	2019	50237	Santa Cruz de Moncayo	170	89	12	1	27	8	9	19	5	0
Catastro (diciembre de 2019                          )	2019	50238	Santa Eulalia de Gállego	248	152	11	11	11	32	4	18	7	2
Catastro (diciembre de 2019                          )	2019	50239	Santed	144	116	2	0	1	8	5	12	0	0
Catastro (diciembre de 2019                          )	2019	50240	Sástago	1098	607	116	30	87	132	64	38	18	6
Catastro (diciembre de 2019                          )	2019	50241	Saviñán	701	347	63	54	75	71	33	51	7	0
Catastro (diciembre de 2019                          )	2019	50242	Sediles	193	123	0	0	12	7	25	14	7	5
Catastro (diciembre de 2019                          )	2019	50243	Sestrica	734	455	32	42	35	98	34	27	11	0
Catastro (diciembre de 2019                          )	2019	50244	Sierra de Luna	346	254	2	1	24	13	11	35	6	0
Catastro (diciembre de 2019                          )	2019	50245	Sigüés	255	196	0	1	24	9	6	5	6	8
Catastro (diciembre de 2019                          )	2019	50246	Sisamón	307	257	3	2	22	15	4	1	3	0
Catastro (diciembre de 2019                          )	2019	50247	Sobradiel	658	48	66	39	26	43	53	314	69	0
Catastro (diciembre de 2019                          )	2019	50248	Sos del Rey Católico	998	290	53	36	57	12	92	194	11	253
Catastro (diciembre de 2019                          )	2019	50249	Tabuenca	718	337	183	51	37	36	37	32	5	0
Catastro (diciembre de 2019                          )	2019	50250	Talamantes	210	175	1	1	1	6	7	14	5	0
Catastro (diciembre de 2019                          )	2019	50251	Tarazona	10953	2582	305	468	1673	1776	1771	1830	547	1
Catastro (diciembre de 2019                          )	2019	50252	Tauste	5567	667	307	983	950	846	638	1047	126	3
Catastro (diciembre de 2019                          )	2019	50253	Terrer	635	102	160	167	66	21	25	88	6	0
Catastro (diciembre de 2019                          )	2019	50254	Tierga	406	262	4	8	63	26	14	9	5	15
Catastro (diciembre de 2019                          )	2019	50255	Tobed	426	178	43	49	72	48	17	13	6	0
Catastro (diciembre de 2019                          )	2019	50256	Torralba de los Frailes	309	239	0	0	12	25	15	13	5	0
Catastro (diciembre de 2019                          )	2019	50257	Torralba de Ribota	367	234	1	1	13	31	45	35	2	5
Catastro (diciembre de 2019                          )	2019	50258	Torralbilla	224	145	8	3	23	23	9	6	5	2
Catastro (diciembre de 2019                          )	2019	50259	Torrehermosa	193	134	1	2	20	16	9	6	5	0
Catastro (diciembre de 2019                          )	2019	50260	Torrelapaja	127	103	3	0	3	2	2	12	2	0
Catastro (diciembre de 2019                          )	2019	50261	Torrellas	502	307	9	20	23	22	10	101	10	0
Catastro (diciembre de 2019                          )	2019	50262	Torres de Berrellén	1045	140	81	116	193	160	91	243	21	0
Catastro (diciembre de 2019                          )	2019	50263	Torrijo de la Cañada	659	542	9	4	32	12	25	16	13	6
Catastro (diciembre de 2019                          )	2019	50264	Tosos	414	281	1	0	74	23	10	12	13	0
Catastro (diciembre de 2019                          )	2019	50265	Trasmoz	200	152	3	1	7	9	9	17	2	0
Catastro (diciembre de 2019                          )	2019	50266	Trasobares	529	202	43	148	54	61	7	10	4	0
Catastro (diciembre de 2019                          )	2019	50267	Uncastillo	974	586	52	52	74	53	82	55	20	0
Catastro (diciembre de 2019                          )	2019	50268	Undués de Lerda	162	133	0	0	1	1	3	16	8	0
Catastro (diciembre de 2019                          )	2019	50269	Urrea de Jalón	423	252	11	12	56	51	16	22	2	1
Catastro (diciembre de 2019                          )	2019	50270	Urriés	165	133	1	0	0	1	6	22	1	1
Catastro (diciembre de 2019                          )	2019	50271	Used	563	312	43	37	76	39	35	11	10	0
Catastro (diciembre de 2019                          )	2019	50272	Utebo	13499	252	143	431	1315	2370	2128	6359	501	0
Catastro (diciembre de 2019                          )	2019	50273	Valdehorna	127	105	0	0	5	3	8	3	3	0
Catastro (diciembre de 2019                          )	2019	50274	Val de San Martín	168	132	1	0	3	4	23	4	1	0
Catastro (diciembre de 2019                          )	2019	50275	Valmadrid	118	66	18	6	8	7	2	10	1	0
Catastro (diciembre de 2019                          )	2019	50276	Valpalmas	195	152	0	0	15	6	14	5	2	1
Catastro (diciembre de 2019                          )	2019	50277	Valtorres	227	70	23	61	24	28	3	12	6	0
Catastro (diciembre de 2019                          )	2019	50278	Velilla de Ebro	303	171	8	6	21	48	17	27	5	0
Catastro (diciembre de 2019                          )	2019	50279	Velilla de Jiloca	265	154	4	5	37	42	12	4	6	1
Catastro (diciembre de 2019                          )	2019	50280	Vera de Moncayo	668	468	1	1	68	24	48	52	5	1
Catastro (diciembre de 2019                          )	2019	50281	Vierlas	128	71	8	15	4	12	10	7	1	0
Catastro (diciembre de 2019                          )	2019	50282	Vilueña (La)	180	72	17	37	10	28	8	8	0	0
Catastro (diciembre de 2019                          )	2019	50283	Villadoz	174	110	5	15	6	17	7	5	9	0
Catastro (diciembre de 2019                          )	2019	50284	Villafeliche	422	239	40	26	22	46	22	26	1	0
Catastro (diciembre de 2019                          )	2019	50285	Villafranca de Ebro	686	143	40	72	84	61	64	215	6	1
Catastro (diciembre de 2019                          )	2019	50286	Villalba de Perejil	119	73	0	1	12	11	15	4	3	0
Catastro (diciembre de 2019                          )	2019	50287	Villalengua	507	387	1	1	24	27	43	7	15	2
Catastro (diciembre de 2019                          )	2019	50288	Villanueva de Gállego	3534	281	98	188	277	396	533	1277	457	27
Catastro (diciembre de 2019                          )	2019	50289	Villanueva de Jiloca	251	200	0	1	11	19	7	10	3	0
Catastro (diciembre de 2019                          )	2019	50290	Villanueva de Huerva	653	350	6	3	172	61	33	23	3	2
Catastro (diciembre de 2019                          )	2019	50291	Villar de los Navarros	442	325	2	10	30	39	8	16	10	2
Catastro (diciembre de 2019                          )	2019	50292	Villarreal de Huerva	277	109	22	32	15	40	19	35	5	0
Catastro (diciembre de 2019                          )	2019	50293	Villarroya de la Sierra	1092	847	2	6	60	96	41	34	6	0
Catastro (diciembre de 2019                          )	2019	50294	Villarroya del Campo	151	92	19	2	4	13	7	12	2	0
Catastro (diciembre de 2019                          )	2019	50295	Vistabella	300	154	83	3	16	23	11	7	2	1
Catastro (diciembre de 2019                          )	2019	50296	Zaida (La)	465	170	22	62	53	100	28	24	6	0
Catastro (diciembre de 2019                          )	2019	50297	Zaragoza	513395	23537	25331	81748	116844	83583	62936	92893	26496	27
Catastro (diciembre de 2019                          )	2019	50298	Zuera	6478	442	290	440	1141	588	626	2330	619	2
Catastro (diciembre de 2019                          )	2019	50901	Biel	517	45	155	33	175	50	12	35	12	0
Catastro (diciembre de 2019                          )	2019	50902	Marracos	126	91	0	0	25	3	2	3	2	0
Catastro (diciembre de 2019                          )	2019	50903	Villamayor de Gállego	1801	352	102	162	258	224	403	196	84	20
