Fuente y fecha	Año	Municipio código	Municipio nombre	Total edificios	Antes de 1950	1950-1959	1960-1969	1970-1979	1980-1989	1990-1999	2000-2009	2010 y posterior	Sin definir
Catastro (diciembre de 2019                          )	2019	44070	Castellar (El)	160	94	8	7	17	18	9	4	3	0
Catastro (diciembre de 2019                          )	2019	44071	Castellote	1530	851	124	59	92	202	65	124	11	2
Catastro (diciembre de 2019                          )	2019	44074	Cedrillas	662	291	28	29	47	78	52	119	18	0
Catastro (diciembre de 2019                          )	2019	44075	Celadas	318	117	8	13	106	30	22	15	7	0
Catastro (diciembre de 2019                          )	2019	44076	Cella	2303	694	118	101	482	264	166	304	161	13
Catastro (diciembre de 2019                          )	2019	44077	Cerollera (La)	174	139	1	1	4	7	2	15	4	1
Catastro (diciembre de 2019                          )	2019	44080	Codoñera (La)	484	305	1	16	29	71	28	26	7	1
Catastro (diciembre de 2019                          )	2019	44082	Corbalán	158	121	0	2	2	5	3	12	13	0
Catastro (diciembre de 2019                          )	2019	44084	Cortes de Aragón	223	194	0	2	8	8	5	5	1	0
Catastro (diciembre de 2019                          )	2019	44085	Cosa	158	108	5	3	10	9	3	6	3	11
Catastro (diciembre de 2019                          )	2019	44086	Cretas	630	281	15	28	67	100	33	59	47	0
Catastro (diciembre de 2019                          )	2019	44087	Crivillén	286	121	11	35	57	49	7	3	3	0
Catastro (diciembre de 2019                          )	2019	44088	Cuba (La)	173	89	3	10	21	28	1	9	12	0
Catastro (diciembre de 2019                          )	2019	44089	Cubla	149	97	9	4	5	11	4	10	7	2
Catastro (diciembre de 2019                          )	2019	44090	Cucalón	217	125	12	6	17	26	6	16	9	0
Catastro (diciembre de 2019                          )	2019	44092	Cuervo (El)	260	186	4	3	22	25	12	5	3	0
Catastro (diciembre de 2019                          )	2019	44093	Cuevas de Almudén	103	33	1	1	22	36	5	5	0	0
Catastro (diciembre de 2019                          )	2019	44094	Cuevas Labradas	153	102	1	3	16	11	4	7	9	0
Catastro (diciembre de 2019                          )	2019	44096	Ejulve	385	297	16	10	5	31	15	4	7	0
Catastro (diciembre de 2019                          )	2019	44097	Escorihuela	256	105	8	10	56	46	11	17	3	0
Catastro (diciembre de 2019                          )	2019	44099	Escucha	907	250	96	24	139	300	28	66	4	0
Catastro (diciembre de 2019                          )	2019	44100	Estercuel	580	198	14	77	124	90	46	24	7	0
Catastro (diciembre de 2019                          )	2019	44101	Ferreruela de Huerva	184	48	6	11	43	34	5	18	19	0
Catastro (diciembre de 2019                          )	2019	44102	Fonfría	79	27	1	5	12	15	5	11	3	0
Catastro (diciembre de 2019                          )	2019	44103	Formiche Alto	313	201	4	8	13	30	20	34	3	0
Catastro (diciembre de 2019                          )	2019	44105	Fórnoles	302	248	3	4	10	28	3	5	1	0
Catastro (diciembre de 2019                          )	2019	44106	Fortanete	501	339	4	13	48	54	9	20	12	2
Catastro (diciembre de 2019                          )	2019	44107	Foz-Calanda	363	178	27	27	38	26	24	31	11	1
Catastro (diciembre de 2019                          )	2019	44108	Fresneda (La)	713	386	3	9	67	129	41	57	21	0
Catastro (diciembre de 2019                          )	2019	44109	Frías de Albarracín	283	195	5	3	6	32	15	15	12	0
Catastro (diciembre de 2019                          )	2019	44110	Fuenferrada	124	52	3	4	19	28	6	11	1	0
Catastro (diciembre de 2019                          )	2019	44111	Fuentes Calientes	158	57	5	4	29	40	16	6	1	0
Catastro (diciembre de 2019                          )	2019	44112	Fuentes Claras	632	350	34	29	49	78	40	39	9	4
Catastro (diciembre de 2019                          )	2019	44113	Fuentes de Rubielos	319	225	1	4	12	8	22	35	11	1
Catastro (diciembre de 2019                          )	2019	44114	Fuentespalda	389	190	8	13	43	63	27	25	20	0
Catastro (diciembre de 2019                          )	2019	44115	Galve	146	61	1	4	21	33	7	13	6	0
Catastro (diciembre de 2019                          )	2019	44116	Gargallo	201	120	0	7	12	17	22	21	2	0
Catastro (diciembre de 2019                          )	2019	44117	Gea de Albarracín	621	320	21	36	49	55	29	70	41	0
Catastro (diciembre de 2019                          )	2019	44118	Ginebrosa (La)	440	229	24	71	34	25	9	35	12	1
Catastro (diciembre de 2019                          )	2019	44119	Griegos	224	98	8	14	21	39	20	18	6	0
Catastro (diciembre de 2019                          )	2019	44120	Guadalaviar	372	157	4	7	45	59	46	38	16	0
Catastro (diciembre de 2019                          )	2019	44121	Gúdar	267	135	2	1	4	6	27	81	11	0
Catastro (diciembre de 2019                          )	2019	44122	Híjar	1835	853	49	44	133	284	198	219	53	2
Catastro (diciembre de 2019                          )	2019	44123	Hinojosa de Jarque	181	104	5	2	20	41	2	7	0	0
Catastro (diciembre de 2019                          )	2019	44124	Hoz de la Vieja (La)	378	160	6	4	52	123	20	11	2	0
Catastro (diciembre de 2019                          )	2019	44125	Huesa del Común	396	367	1	0	6	9	7	3	3	0
Catastro (diciembre de 2019                          )	2019	44126	Iglesuela del Cid (La)	677	315	12	14	122	69	53	63	29	0
Catastro (diciembre de 2019                          )	2019	44127	Jabaloyas	275	199	5	6	9	16	13	25	1	1
Catastro (diciembre de 2019                          )	2019	44128	Jarque de la Val	122	41	3	10	23	34	3	4	4	0
Catastro (diciembre de 2019                          )	2019	44129	Jatiel	122	55	5	8	11	29	4	9	0	1
Catastro (diciembre de 2019                          )	2019	44130	Jorcas	129	81	5	10	10	19	1	2	0	1
Catastro (diciembre de 2019                          )	2019	44131	Josa	219	98	0	12	56	34	5	12	2	0
Catastro (diciembre de 2019                          )	2019	44132	Lagueruela	156	72	6	6	19	37	10	4	2	0
Catastro (diciembre de 2019                          )	2019	44133	Lanzuela	81	31	0	4	12	24	1	4	5	0
Catastro (diciembre de 2019                          )	2019	44135	Libros	295	210	8	10	8	15	4	27	8	5
Catastro (diciembre de 2019                          )	2019	44136	Lidón	147	66	3	9	27	26	6	7	3	0
Catastro (diciembre de 2019                          )	2019	44137	Linares de Mora	551	322	8	15	19	58	19	74	36	0
Catastro (diciembre de 2019                          )	2019	44138	Loscos	591	322	4	11	88	84	34	31	17	0
Catastro (diciembre de 2019                          )	2019	44141	Lledó	221	121	7	10	20	19	13	15	16	0
Catastro (diciembre de 2019                          )	2019	44142	Maicas	125	45	0	5	25	31	5	8	5	1
Catastro (diciembre de 2019                          )	2019	44143	Manzanera	1627	560	13	78	309	271	86	250	55	5
Catastro (diciembre de 2019                          )	2019	44144	Martín del Río	520	260	22	12	25	98	56	40	7	0
Catastro (diciembre de 2019                          )	2019	44145	Mas de las Matas	1416	676	71	49	122	144	183	137	34	0
Catastro (diciembre de 2019                          )	2019	44146	Mata de los Olmos (La)	245	80	16	8	55	53	20	7	6	0
Catastro (diciembre de 2019                          )	2019	44147	Mazaleón	646	337	17	21	64	102	42	53	10	0
Catastro (diciembre de 2019                          )	2019	44148	Mezquita de Jarque	127	44	2	11	25	29	6	6	4	0
Catastro (diciembre de 2019                          )	2019	44149	Mirambel	265	156	1	2	24	49	14	4	15	0
Catastro (diciembre de 2019                          )	2019	44150	Miravete de la Sierra	138	80	0	0	1	32	17	5	3	0
Catastro (diciembre de 2019                          )	2019	44151	Molinos	520	228	14	55	98	63	19	33	9	1
Catastro (diciembre de 2019                          )	2019	44152	Monforte de Moyuela	232	100	5	10	33	60	9	13	2	0
Catastro (diciembre de 2019                          )	2019	44153	Monreal del Campo	2154	670	132	114	200	228	285	447	34	44
Catastro (diciembre de 2019                          )	2019	44154	Monroyo	391	148	8	15	44	93	31	24	21	7
Catastro (diciembre de 2019                          )	2019	44155	Montalbán	1816	837	145	62	233	363	62	84	30	0
Catastro (diciembre de 2019                          )	2019	44156	Monteagudo del Castillo	158	114	5	1	4	11	11	9	3	0
Catastro (diciembre de 2019                          )	2019	44157	Monterde de Albarracín	236	182	1	1	2	18	11	5	8	8
Catastro (diciembre de 2019                          )	2019	44158	Mora de Rubielos	2841	924	79	101	147	250	181	994	164	1
Catastro (diciembre de 2019                          )	2019	44159	Moscardón	157	86	1	1	7	13	2	16	22	9
Catastro (diciembre de 2019                          )	2019	44160	Mosqueruela	967	470	4	26	61	168	55	149	34	0
Catastro (diciembre de 2019                          )	2019	44161	Muniesa	920	582	39	16	76	95	59	40	8	5
Catastro (diciembre de 2019                          )	2019	44163	Noguera de Albarracín	306	165	7	20	29	22	13	45	5	0
Catastro (diciembre de 2019                          )	2019	44164	Nogueras	180	88	0	1	29	34	13	12	3	0
Catastro (diciembre de 2019                          )	2019	44165	Nogueruelas	483	271	7	17	48	34	27	68	11	0
Catastro (diciembre de 2019                          )	2019	44167	Obón	396	168	9	22	68	51	11	50	15	2
Catastro (diciembre de 2019                          )	2019	44168	Odón	346	191	2	8	37	48	25	13	16	6
Catastro (diciembre de 2019                          )	2019	44169	Ojos Negros	845	535	13	39	95	40	39	60	24	0
Catastro (diciembre de 2019                          )	2019	44171	Olba	817	532	33	12	66	60	37	43	34	0
Catastro (diciembre de 2019                          )	2019	44172	Oliete	895	614	4	21	42	133	28	36	17	0
Catastro (diciembre de 2019                          )	2019	44173	Olmos (Los)	270	112	10	15	41	47	23	11	2	9
Catastro (diciembre de 2019                          )	2019	44174	Orihuela del Tremedal	826	409	24	43	65	75	59	122	26	3
Catastro (diciembre de 2019                          )	2019	44175	Orrios	185	57	1	16	48	43	9	6	5	0
Catastro (diciembre de 2019                          )	2019	44176	Palomar de Arroyos	289	121	11	17	37	77	5	8	13	0
Catastro (diciembre de 2019                          )	2019	44177	Pancrudo	370	202	3	12	54	67	13	9	9	1
Catastro (diciembre de 2019                          )	2019	44178	Parras de Castellote (Las)	337	160	0	21	54	44	28	14	15	1
Catastro (diciembre de 2019                          )	2019	44179	Peñarroya de Tastavins	522	392	3	6	24	32	25	31	9	0
Catastro (diciembre de 2019                          )	2019	44180	Peracense	184	126	3	2	5	10	16	11	8	3
Catastro (diciembre de 2019                          )	2019	44181	Peralejos	122	76	1	4	21	13	4	2	1	0
Catastro (diciembre de 2019                          )	2019	44182	Perales del Alfambra	332	99	6	14	73	85	22	24	7	2
Catastro (diciembre de 2019                          )	2019	44183	Pitarque	263	138	14	12	30	49	6	9	3	2
Catastro (diciembre de 2019                          )	2019	44184	Plou	160	114	0	6	18	10	4	5	3	0
Catastro (diciembre de 2019                          )	2019	44185	Pobo (El)	204	143	4	3	6	17	12	14	5	0
Catastro (diciembre de 2019                          )	2019	44187	Portellada (La)	338	215	8	8	17	32	28	17	13	0
Catastro (diciembre de 2019                          )	2019	44189	Pozondón	216	177	0	4	5	8	11	8	3	0
Catastro (diciembre de 2019                          )	2019	44190	Pozuel del Campo	300	115	2	0	1	9	23	25	9	116
Catastro (diciembre de 2019                          )	2019	44191	Puebla de Híjar (La)	1167	571	105	96	105	73	96	104	13	4
Catastro (diciembre de 2019                          )	2019	44192	Puebla de Valverde (La)	734	217	19	39	94	123	74	147	21	0
Catastro (diciembre de 2019                          )	2019	44193	Puertomingalvo	492	236	2	1	2	33	42	163	13	0
Catastro (diciembre de 2019                          )	2019	44194	Ráfales	319	216	4	7	15	13	26	34	4	0
Catastro (diciembre de 2019                          )	2019	44195	Rillo	190	64	2	4	49	51	7	6	7	0
Catastro (diciembre de 2019                          )	2019	44196	Riodeva	351	255	9	7	17	32	7	12	7	5
Catastro (diciembre de 2019                          )	2019	44197	Ródenas	246	181	6	3	8	15	8	23	2	0
Catastro (diciembre de 2019                          )	2019	44198	Royuela	413	229	11	13	12	58	18	29	30	13
Catastro (diciembre de 2019                          )	2019	44199	Rubiales	102	60	6	3	4	4	10	9	4	2
Catastro (diciembre de 2019                          )	2019	44200	Rubielos de la Cérida	150	107	0	6	6	24	2	2	3	0
Catastro (diciembre de 2019                          )	2019	44201	Rubielos de Mora	1653	527	15	69	66	176	106	469	196	29
Catastro (diciembre de 2019                          )	2019	44203	Salcedillo	47	26	1	1	5	10	2	2	0	0
Catastro (diciembre de 2019                          )	2019	44204	Saldón	193	133	2	0	2	14	4	8	2	28
Catastro (diciembre de 2019                          )	2019	44205	Samper de Calanda	975	663	12	36	58	66	66	60	14	0
Catastro (diciembre de 2019                          )	2019	44206	San Agustín	607	283	6	26	68	24	24	158	10	8
Catastro (diciembre de 2019                          )	2019	44207	San Martín del Río	579	397	6	8	33	40	50	31	11	3
Catastro (diciembre de 2019                          )	2019	44208	Santa Cruz de Nogueras	114	84	0	2	9	10	3	5	1	0
Catastro (diciembre de 2019                          )	2019	44209	Santa Eulalia	1089	496	91	109	98	105	56	100	34	0
Catastro (diciembre de 2019                          )	2019	44210	Sarrión	1467	469	27	63	217	275	144	185	86	1
Catastro (diciembre de 2019                          )	2019	44211	Segura de los Baños	209	84	2	8	24	52	8	12	19	0
Catastro (diciembre de 2019                          )	2019	44212	Seno	135	58	0	4	24	34	7	6	2	0
Catastro (diciembre de 2019                          )	2019	44213	Singra	192	88	10	18	34	29	5	6	2	0
Catastro (diciembre de 2019                          )	2019	44215	Terriente	364	293	6	4	4	29	2	9	17	0
Catastro (diciembre de 2019                          )	2019	44216	Teruel	37056	2658	1082	2731	5571	6189	6019	9041	3748	17
Catastro (diciembre de 2019                          )	2019	44217	Toril y Masegoso	119	90	3	0	1	8	5	7	4	1
Catastro (diciembre de 2019                          )	2019	44218	Tormón	113	77	3	1	3	12	8	5	4	0
Catastro (diciembre de 2019                          )	2019	44219	Tornos	438	299	8	8	19	29	10	43	9	13
Catastro (diciembre de 2019                          )	2019	44220	Torralba de los Sisones	254	189	11	11	7	9	8	12	7	0
Catastro (diciembre de 2019                          )	2019	44221	Torrecilla de Alcañiz	467	304	5	4	24	37	34	49	10	0
Catastro (diciembre de 2019                          )	2019	44222	Torrecilla del Rebollar	312	215	3	3	12	34	11	30	4	0
Catastro (diciembre de 2019                          )	2019	44223	Torre de Arcas	161	59	1	7	32	45	4	7	6	0
Catastro (diciembre de 2019                          )	2019	44224	Torre de las Arcas	144	71	3	11	24	18	3	11	3	0
Catastro (diciembre de 2019                          )	2019	44225	Torre del Compte	333	170	6	9	26	51	28	36	7	0
Catastro (diciembre de 2019                          )	2019	44226	Torrelacárcel	367	189	29	21	37	45	17	14	15	0
Catastro (diciembre de 2019                          )	2019	44227	Torre los Negros	211	84	10	15	39	43	7	8	5	0
Catastro (diciembre de 2019                          )	2019	44228	Torremocha de Jiloca	212	141	13	13	10	18	11	2	4	0
Catastro (diciembre de 2019                          )	2019	44229	Torres de Albarracín	301	177	6	15	25	43	11	12	12	0
Catastro (diciembre de 2019                          )	2019	44230	Torrevelilla	278	147	14	25	35	15	22	9	11	0
Catastro (diciembre de 2019                          )	2019	44231	Torrijas	309	195	2	4	41	30	14	16	7	0
Catastro (diciembre de 2019                          )	2019	44232	Torrijo del Campo	553	286	23	25	51	54	42	55	11	6
Catastro (diciembre de 2019                          )	2019	44234	Tramacastiel	276	201	4	14	11	15	7	12	8	4
Catastro (diciembre de 2019                          )	2019	44235	Tramacastilla	286	167	7	7	15	34	26	13	17	0
Catastro (diciembre de 2019                          )	2019	44236	Tronchón	281	263	3	0	0	4	3	6	2	0
Catastro (diciembre de 2019                          )	2019	44237	Urrea de Gaén	573	350	18	27	45	75	40	13	5	0
Catastro (diciembre de 2019                          )	2019	44238	Utrillas	2779	313	184	462	653	755	53	330	28	1
Catastro (diciembre de 2019                          )	2019	44239	Valacloche	77	55	1	3	2	2	0	14	0	0
Catastro (diciembre de 2019                          )	2019	44240	Valbona	538	307	5	2	16	43	27	76	62	0
Catastro (diciembre de 2019                          )	2019	44241	Valdealgorfa	769	136	7	10	26	61	53	57	24	395
Catastro (diciembre de 2019                          )	2019	44243	Valdecuenca	185	133	3	2	3	18	14	4	5	3
Catastro (diciembre de 2019                          )	2019	44244	Valdelinares	315	190	1	0	3	8	14	97	2	0
Catastro (diciembre de 2019                          )	2019	44245	Valdeltormo	453	112	13	42	113	107	47	14	5	0
Catastro (diciembre de 2019                          )	2019	44246	Valderrobres	2464	715	66	86	152	237	351	636	221	0
Catastro (diciembre de 2019                          )	2019	44247	Valjunquera	433	282	7	10	37	54	17	18	8	0
Catastro (diciembre de 2019                          )	2019	44249	Vallecillo (El)	165	111	2	3	0	11	4	28	6	0
Catastro (diciembre de 2019                          )	2019	44250	Veguillas de la Sierra	102	55	3	4	1	8	8	14	9	0
Catastro (diciembre de 2019                          )	2019	44251	Villafranca del Campo	384	216	36	20	35	35	18	12	8	4
Catastro (diciembre de 2019                          )	2019	44252	Villahermosa del Campo	178	30	18	15	27	20	29	33	5	1
Catastro (diciembre de 2019                          )	2019	44256	Villanueva del Rebollar de la Sierra	128	55	2	4	16	32	10	7	2	0
Catastro (diciembre de 2019                          )	2019	44257	Villar del Cobo	342	178	0	5	15	52	39	40	13	0
Catastro (diciembre de 2019                          )	2019	44258	Villar del Salz	166	133	1	1	10	8	8	3	2	0
Catastro (diciembre de 2019                          )	2019	44260	Villarluengo	438	261	14	8	39	47	16	31	20	2
Catastro (diciembre de 2019                          )	2019	44261	Villarquemado	742	313	76	48	59	90	59	56	38	3
Catastro (diciembre de 2019                          )	2019	44262	Villarroya de los Pinares	277	205	2	5	2	30	8	19	5	1
Catastro (diciembre de 2019                          )	2019	44263	Villastar	598	231	11	13	22	35	16	260	10	0
Catastro (diciembre de 2019                          )	2019	44264	Villel	500	346	17	20	25	35	22	20	15	0
Catastro (diciembre de 2019                          )	2019	44265	Vinaceite	291	168	15	22	43	8	11	16	7	1
Catastro (diciembre de 2019                          )	2019	44266	Visiedo	228	111	3	25	37	34	6	10	2	0
Catastro (diciembre de 2019                          )	2019	44267	Vivel del Río Martín	293	136	5	20	39	72	11	4	3	3
Catastro (diciembre de 2019                          )	2019	44268	Zoma (La)	80	46	0	8	15	3	3	2	3	0
Catastro (diciembre de 2019                          )	2019	50001	Abanto	316	253	1	0	20	18	8	11	0	5
Catastro (diciembre de 2019                          )	2019	50002	Acered	359	280	0	5	16	20	20	13	5	0
Catastro (diciembre de 2019                          )	2019	50003	Agón	186	96	4	15	23	24	2	11	10	1
Catastro (diciembre de 2019                          )	2019	50004	Aguarón	885	449	9	13	146	114	30	110	11	3
Catastro (diciembre de 2019                          )	2019	50005	Aguilón	490	325	37	64	21	20	6	13	4	0
Catastro (diciembre de 2019                          )	2019	50006	Ainzón	1067	463	33	37	124	155	112	119	22	2
Catastro (diciembre de 2019                          )	2019	50007	Aladrén	234	177	1	3	8	9	24	8	4	0
Catastro (diciembre de 2019                          )	2019	50008	Alagón	5162	859	135	363	415	832	478	1668	411	1
Catastro (diciembre de 2019                          )	2019	50009	Alarba	219	162	1	0	5	21	17	13	0	0
Catastro (diciembre de 2019                          )	2019	50010	Alberite de San Juan	116	81	0	0	11	3	1	15	2	3
Catastro (diciembre de 2019                          )	2019	50011	Albeta	166	98	6	2	11	18	10	17	4	0
Catastro (diciembre de 2019                          )	2019	50012	Alborge	178	140	1	2	5	8	8	11	3	0
Catastro (diciembre de 2019                          )	2019	50013	Alcalá de Ebro	259	144	15	31	15	12	5	36	1	0
Catastro (diciembre de 2019                          )	2019	50014	Alcalá de Moncayo	331	195	0	0	30	3	21	49	24	9
Catastro (diciembre de 2019                          )	2019	50015	Alconchel de Ariza	447	305	5	6	36	23	17	27	15	13
Catastro (diciembre de 2019                          )	2019	50016	Aldehuela de Liestos	160	127	0	0	3	8	10	6	6	0
Catastro (diciembre de 2019                          )	2019	50017	Alfajarín	1609	175	53	120	258	309	188	426	79	1
Catastro (diciembre de 2019                          )	2019	50018	Alfamén	970	303	13	41	180	202	80	111	31	9
Catastro (diciembre de 2019                          )	2019	50019	Alforque	165	119	6	0	9	3	15	12	1	0
Catastro (diciembre de 2019                          )	2019	50020	Alhama de Aragón	1296	535	40	47	226	148	132	139	17	12
Catastro (diciembre de 2019                          )	2019	50021	Almochuel	81	58	0	0	8	0	1	3	0	11
Catastro (diciembre de 2019                          )	2019	50022	Almolda (La)	532	265	9	20	123	69	16	19	7	4
Catastro (diciembre de 2019                          )	2019	50023	Almonacid de la Cuba	447	283	55	38	24	14	5	16	11	1
Catastro (diciembre de 2019                          )	2019	50024	Almonacid de la Sierra	1120	618	8	16	107	216	72	59	23	1
Catastro (diciembre de 2019                          )	2019	50025	Almunia de Doña Godina (La)	4843	526	99	304	663	928	856	1306	148	13
Catastro (diciembre de 2019                          )	2019	50026	Alpartir	538	210	43	56	92	62	25	37	12	1
Catastro (diciembre de 2019                          )	2019	50027	Ambel	517	295	69	34	25	35	27	23	9	0
Catastro (diciembre de 2019                          )	2019	50028	Anento	200	138	3	1	3	26	7	16	6	0
Catastro (diciembre de 2019                          )	2019	50029	Aniñón	928	344	151	70	80	114	128	27	14	0
Catastro (diciembre de 2019                          )	2019	50030	Añón de Moncayo	799	384	15	5	33	51	178	120	13	0
Catastro (diciembre de 2019                          )	2019	50031	Aranda de Moncayo	527	352	16	20	45	51	15	17	11	0
Catastro (diciembre de 2019                          )	2019	50032	Arándiga	679	441	63	28	33	59	29	21	4	1
Catastro (diciembre de 2019                          )	2019	50033	Ardisa	160	124	3	0	8	10	3	10	2	0
Catastro (diciembre de 2019                          )	2019	50034	Ariza	1487	727	28	23	184	339	66	87	27	6
Catastro (diciembre de 2019                          )	2019	50035	Artieda	145	95	2	9	5	8	6	14	6	0
Catastro (diciembre de 2019                          )	2019	50036	Asín	182	158	0	0	4	9	1	8	2	0
Catastro (diciembre de 2019                          )	2019	50037	Atea	558	373	56	54	23	32	9	6	5	0
Catastro (diciembre de 2019                          )	2019	50038	Ateca	1838	499	209	284	261	252	172	135	25	1
Catastro (diciembre de 2019                          )	2019	50039	Azuara	1075	511	154	97	128	123	9	32	21	0
Catastro (diciembre de 2019                          )	2019	50040	Badules	192	141	0	0	28	7	5	2	9	0
Catastro (diciembre de 2019                          )	2019	50041	Bagüés	45	23	1	0	1	3	7	10	0	0
Catastro (diciembre de 2019                          )	2019	50042	Balconchán	83	73	0	2	3	1	2	1	0	1
Catastro (diciembre de 2019                          )	2019	50043	Bárboles	392	184	7	6	46	80	41	21	4	3
Catastro (diciembre de 2019                          )	2019	50044	Bardallur	362	225	3	1	31	60	8	22	10	2
Catastro (diciembre de 2019                          )	2019	50045	Belchite	1209	419	133	320	34	91	116	85	11	0
Catastro (diciembre de 2019                          )	2019	50046	Belmonte de Gracián	342	197	37	6	33	43	8	10	6	2
Catastro (diciembre de 2019                          )	2019	50047	Berdejo	133	109	0	0	3	6	5	7	3	0
Catastro (diciembre de 2019                          )	2019	50048	Berrueco	90	59	0	0	1	12	5	10	3	0
Catastro (diciembre de 2019                          )	2019	50050	Bijuesca	380	327	0	0	10	19	9	6	9	0
Catastro (diciembre de 2019                          )	2019	50051	Biota	1016	215	40	41	57	97	65	75	6	420
Catastro (diciembre de 2019                          )	2019	50052	Bisimbre	135	78	4	10	8	11	10	12	2	0
Catastro (diciembre de 2019                          )	2019	50053	Boquiñeni	666	259	58	58	65	101	49	65	9	2
Catastro (diciembre de 2019                          )	2019	50054	Bordalba	233	198	0	0	3	7	7	10	8	0
Catastro (diciembre de 2019                          )	2019	50055	Borja	5230	1309	129	194	782	576	639	1530	55	16
Catastro (diciembre de 2019                          )	2019	50056	Botorrita	463	91	22	25	71	119	30	96	7	2
Catastro (diciembre de 2019                          )	2019	50057	Brea de Aragón	1647	327	59	46	301	532	238	130	11	3
Catastro (diciembre de 2019                          )	2019	50058	Bubierca	298	235	1	2	6	1	33	11	5	4
Catastro (diciembre de 2019                          )	2019	50059	Bujaraloz	738	150	38	92	208	107	50	71	16	6
Catastro (diciembre de 2019                          )	2019	50060	Bulbuente	432	291	15	10	31	15	28	29	12	1
Catastro (diciembre de 2019                          )	2019	50061	Bureta	280	212	4	10	14	21	7	11	1	0
Catastro (diciembre de 2019                          )	2019	50062	Burgo de Ebro (El)	2310	192	20	118	257	400	329	906	86	2
Catastro (diciembre de 2019                          )	2019	50063	Buste (El)	206	153	6	10	4	15	6	8	4	0
Catastro (diciembre de 2019                          )	2019	50064	Cabañas de Ebro	382	96	46	29	40	85	15	53	18	0
Catastro (diciembre de 2019                          )	2019	50065	Cabolafuente	249	189	1	1	16	12	4	16	6	4
Catastro (diciembre de 2019                          )	2019	50066	Cadrete	4331	121	17	34	314	731	311	2510	293	0
Catastro (diciembre de 2019                          )	2019	50067	Calatayud	20876	2700	450	1082	3380	1756	3933	6629	942	4
Catastro (diciembre de 2019                          )	2019	50068	Calatorao	1942	533	177	289	209	195	180	339	19	1
Catastro (diciembre de 2019                          )	2019	50069	Calcena	208	138	4	4	8	2	14	34	3	1
Catastro (diciembre de 2019                          )	2019	50070	Calmarza	217	95	12	17	10	36	15	8	9	15
Catastro (diciembre de 2019                          )	2019	50071	Campillo de Aragón	292	216	0	0	48	6	5	10	7	0
Catastro (diciembre de 2019                          )	2019	50072	Carenas	577	146	72	173	96	39	16	24	11	0
Catastro (diciembre de 2019                          )	2019	50073	Cariñena	2838	478	79	181	441	431	269	777	181	1
Catastro (diciembre de 2019                          )	2019	50074	Caspe	8109	1307	207	927	1391	1464	1209	1344	210	50
Catastro (diciembre de 2019                          )	2019	50075	Castejón de Alarba	188	160	1	0	14	1	5	1	6	0
Catastro (diciembre de 2019                          )	2019	50076	Castejón de las Armas	250	190	0	2	8	10	13	9	6	12
Catastro (diciembre de 2019                          )	2019	50077	Castejón de Valdejasa	431	318	0	2	22	23	30	25	10	1
Catastro (diciembre de 2019                          )	2019	50078	Castiliscar	392	256	0	1	89	3	19	18	6	0
Catastro (diciembre de 2019                          )	2019	50079	Cervera de la Cañada	471	286	25	29	25	46	31	24	4	1
Catastro (diciembre de 2019                          )	2019	50080	Cerveruela	242	219	0	1	0	6	8	2	4	2
Catastro (diciembre de 2019                          )	2019	50081	Cetina	863	230	138	208	98	80	36	57	15	1
Catastro (diciembre de 2019                          )	2019	50082	Cimballa	337	241	0	1	48	21	9	10	7	0
Catastro (diciembre de 2019                          )	2019	50083	Cinco Olivas	196	157	6	5	6	7	4	6	5	0
Catastro (diciembre de 2019                          )	2019	50084	Clarés de Ribota	340	289	0	0	5	24	1	14	7	0
Catastro (diciembre de 2019                          )	2019	50085	Codo	352	179	21	18	39	58	16	14	7	0
Catastro (diciembre de 2019                          )	2019	50086	Codos	580	290	29	59	71	72	37	21	1	0
Catastro (diciembre de 2019                          )	2019	50087	Contamina	122	98	0	0	6	3	9	4	1	1
Catastro (diciembre de 2019                          )	2019	50088	Cosuenda	610	360	3	1	41	140	23	24	18	0
Catastro (diciembre de 2019                          )	2019	50089	Cuarte de Huerva	11072	25	13	88	689	648	496	8108	1004	1
Catastro (diciembre de 2019                          )	2019	50090	Cubel	307	147	22	22	29	33	14	31	9	0
Catastro (diciembre de 2019                          )	2019	50091	Cuerlas (Las)	225	179	1	2	5	24	3	6	5	0
Catastro (diciembre de 2019                          )	2019	50092	Chiprana	601	202	24	124	103	73	30	31	12	2
Catastro (diciembre de 2019                          )	2019	50093	Chodes	216	130	20	16	16	18	7	5	3	1
Catastro (diciembre de 2019                          )	2019	50094	Daroca	2193	988	40	82	339	247	166	310	15	6
Catastro (diciembre de 2019                          )	2019	50095	Ejea de los Caballeros	14452	1489	540	2571	1824	1773	1635	3771	834	15
Catastro (diciembre de 2019                          )	2019	50096	Embid de Ariza	202	146	0	17	21	1	3	5	4	5
Catastro (diciembre de 2019                          )	2019	50098	Encinacorba	465	293	0	3	50	12	26	36	5	40
Catastro (diciembre de 2019                          )	2019	50099	Épila	3313	1216	38	247	512	375	358	491	50	26
Catastro (diciembre de 2019                          )	2019	50100	Erla	436	173	80	69	32	37	11	26	6	2
Catastro (diciembre de 2019                          )	2019	50101	Escatrón	1519	669	418	112	41	60	101	65	53	0
Catastro (diciembre de 2019                          )	2019	50102	Fabara	1074	637	1	5	210	61	64	82	12	2
Catastro (diciembre de 2019                          )	2019	50104	Farlete	334	112	32	44	46	42	32	15	5	6
