Año	Municipio código	Municipio nombre	Superficie regada (has)	Superficie Agrícola Utilizada (SAU)	% superficie regada sobre SAU
1989	22049	Barbués	1217,19	1569	77,5774378585086
1989	22050	Barbuñales	3,73	1718	0,217112922002328
1989	22051	Bárcabo	7,27	1281	0,567525370804059
1989	22052	Belver de Cinca	4904,27	5700	86,0398245614035
1989	22053	Benabarre	100,87	5229	1,92904953145917
1989	22054	Benasque	117,17	16454	0,712106478667801
1989	22055	Berbegal	1041,19	4061	25,6387589263728
1989	22057	Bielsa	22,87	5887	0,388483098352302
1989	22058	Bierge	1,8	1590	0,113207547169811
1989	22059	Biescas	364,07	5634	6,46201632942847
1989	22060	Binaced	3606,49	4631	77,8771323688188
1989	22061	Binéfar	1337,95	1501	89,1372418387742
1989	22062	Bisaurri	17,93	2265	0,791611479028698
1989	22063	Biscarrués	24,8	1767	1,40350877192982
1989	22064	Blecua y Torres	100	2854	3,50385423966363
1989	22066	Boltaña	173,18	1720	10,0686046511628
1989	22067	Bonansa	7,29	990	0,736363636363636
1989	22068	Borau	10,34	1245	0,830522088353414
1989	22069	Broto	194,76	5047	3,85892609470973
1989	22072	Caldearenas	29,43	3180	0,925471698113208
1989	22074	Campo	65,2	336	19,4047619047619
1989	22075	Camporrells	41,87	920	4,55108695652174
1989	22076	Canal de Berdún	12,72	4003	0,317761678740944
1989	22077	Candasnos	7	8881	0,078819952708028
1989	22078	Canfranc	0	5110	0
1989	22079	Capdesaso	1114,33	1176	94,7559523809524
1989	22080	Capella	10,67	1788	0,59675615212528
1989	22081	Casbas de Huesca	3,32	4122	0,080543425521592
1989	22082	Castejón del Puente	1264,51	1907	66,3088620870477
1989	22083	Castejón de Monegros	658,3	10677	6,16558958508944
1989	22084	Castejón de Sos	134,43	775	17,3458064516129
1989	22085	Castelflorite	1437,93	2236	64,3081395348837
1989	22086	Castiello de Jaca	27,76	629	4,41335453100159
1989	22087	Castigaleu	0,16	1563	0,010236724248241
1989	22088	Castillazuelo	51,63	1138	4,53690685413005
1989	22089	Castillonroy	186,77	1792	10,4224330357143
1989	22090	Colungo	17,6	756	2,32804232804233
1989	22094	Chalamera	206,79	574	36,0261324041812
1989	22095	Chía	0,36	871	0,041331802525832
1989	22096	Chimillas	31,29	976	3,20594262295082
1989	22099	Esplús	5818,39	6356	91,5416928886092
1989	22102	Estada	206,93	441	46,9229024943311
1989	22103	Estadilla	657,93	2002	32,8636363636364
1989	22105	Estopiñán del Castillo	143,66	2122	6,77002827521206
1989	22106	Fago	0,27	13	2,07692307692308
1989	22107	Fanlo	0,3	3834	0,007824726134585
1989	22109	Fiscal	183,11	2859	6,40468695348024
1989	22110	Fonz	1197,02	3684	32,4923995656895
1989	22111	Foradada del Toscar	72,39	2672	2,70920658682635
1989	22112	Fraga	5477,55	20732	26,4207505305807
1989	22113	Fueva (La)	4,56	3622	0,125897294312535
1989	22114	Gistaín	38,21	1278	2,98982785602504
1989	22115	Grado (El)	256,48	2120	12,0981132075472
1989	22116	Grañén	6551,44	9490	69,0351949420443
1989	22117	Graus	130,03	5492	2,3676256372906
1989	22119	Gurrea de Gállego	3165,43	12505	25,3133146741303
1989	22122	Hoz de Jaca	0,43	488	0,088114754098361
1989	22124	Huerto	872,77	5552	15,7199207492795
1989	22125	Huesca	2152,14	10171	21,1595713302527
1989	22126	Ibieca	7,56	944	0,800847457627119
1989	22127	Igriés	38,25	1157	3,30596369922213
1989	22128	Ilche	2246,01	4197	53,5146533238027
1989	22129	Isábena	36,52	6715	0,54385703648548
1989	22130	Jaca	456,59	9730	4,69260020554985
1989	22131	Jasa	3,76	46	8,17391304347826
1989	22133	Labuerda	17,88	201	8,8955223880597
1989	22135	Laluenga	522,76	2902	18,013783597519
1989	22136	Lalueza	5672,77	6658	85,202313006909
1989	22137	Lanaja	4061,41	11258	36,075768342512
1989	22139	Laperdiguera	110,61	733	15,0900409276944
1989	22141	Lascellas-Ponzano	15,14	1479	1,0236646382691
1989	22142	Lascuarre	7,94	877	0,905359179019384
1989	22143	Laspaúles	33,29	3905	0,852496798975672
1989	22144	Laspuña	12,6	628	2,00636942675159
1989	22149	Loarre	29,62	2611	1,13443125239372
1989	22150	Loporzano	140,96	7289	1,93387295925367
1989	22151	Loscorrales	182,34	2791	6,53314224292368
1989	22155	Monesma y Cajigar	0,45	4782	0,009410288582183
1989	22156	Monflorite-Lascasas	872,43	2323	37,5561773568661
1989	22157	Montanuy	84,81	8145	1,04125230202578
1989	22158	Monzón	8022,04	10103	79,4025536969217
1989	22160	Naval	2,15	666	0,322822822822823
1989	22162	Novales	204,2	1588	12,8589420654912
1989	22163	Nueno	212,65	1647	12,9113539769277
1989	22164	Olvena	43,5	315	13,8095238095238
1989	22165	Ontiñena	381,75	12775	2,98825831702544
1989	22167	Osso de Cinca	1492,12	1621	92,0493522516965
1989	22168	Palo	0,29	292	0,099315068493151
1989	22170	Panticosa	7,76	6570	0,118112633181126
1989	22172	Peñalba	80,1	9081	0,882061446977205
1989	22173	Peñas de Riglos (Las)	42,42	1640	2,58658536585366
1989	22174	Peralta de Alcofea	2047,33	10332	19,8154277971351
1989	22175	Peralta de Calasanz	215,24	4551	4,72950999780268
1989	22176	Peraltilla	53,55	840	6,375
1989	22177	Perarrúa	51,8	335	15,4626865671642
1989	22178	Pertusa	83,36	1744	4,77981651376147
1989	22181	Piracés	230,8	1165	19,8111587982833
1989	22182	Plan	39,54	1265	3,12569169960474
1989	22184	Poleñino	1557,14	1872	83,1805555555556
1989	22186	Pozán de Vero	22,49	1054	2,13377609108159
1989	22187	Puebla de Castro (La)	2,84	687	0,413391557496361
1989	22188	Puente de Montañana	8,26	2947	0,280285035629454
1989	22189	Puértolas	8,16	1698	0,480565371024735
1989	22190	Pueyo de Araguás (El)	29,21	1271	2,29819040125885
1989	22193	Pueyo de Santa Cruz	646,05	698	92,5573065902579
1989	22195	Quicena	98,18	357	27,5014005602241
1989	22197	Robres	1199,2	3710	32,3234501347709
1989	22199	Sabiñánigo	281,71	13296	2,11875752105897
1989	22200	Sahún	69,87	528	13,2329545454545
1989	22201	Salas Altas	5,05	1594	0,316813048933501
1989	22202	Salas Bajas	11,8	632	1,86708860759494
1989	22203	Salillas	133,47	1978	6,74772497472194
1989	22204	Sallent de Gállego	25,46	12345	0,206237343053868
1989	22205	San Esteban de Litera	2031,89	4281	47,4629759402009
1989	22206	Sangarrén	1233,79	2582	47,7842757552285
1989	22207	San Juan de Plan	71,49	406	17,6083743842365
1989	22208	Santa Cilia	52,75	1031	5,11639185257032
1989	22209	Santa Cruz de la Serós	40,83	687	5,94323144104803
1989	22212	Santaliestra y San Quílez	21,37	208	10,2740384615385
1989	22213	Sariñena	9801,9	16544	59,2474613152805
1989	22214	Secastilla	6,03	714	0,84453781512605
1989	22215	Seira	32,8	352	9,31818181818182
1989	22217	Sena	2448,07	6138	39,8838383838384
1989	22218	Senés de Alcubierre	411,75	1966	20,9435401831129
1989	22220	Sesa	256,05	1971	12,9908675799087
1989	22221	Sesué	34,56	234	14,7692307692308
1989	22222	Siétamo	168,32	3505	4,80228245363766
1989	22223	Sopeira	0,46	1122	0,040998217468806
1989	22225	Tamarite de Litera	7190,72	8829	81,4443311813342
1989	22226	Tardienta	939,14	4503	20,8558738618699
1989	22227	Tella-Sin	20,84	3519	0,592213697073032
1989	22228	Tierz	160,34	373	42,9865951742627
1989	22229	Tolva	17,7	3189	0,555032925682032
1989	22230	Torla-Ordesa	39,92	9258	0,431194642471376
1989	22232	Torralba de Aragón	878,54	2768	31,739161849711
1989	22233	Torre la Ribera	10,34	2424	0,426567656765677
1989	22234	Torrente de Cinca	656,84	2418	27,1645988420182
1989	22235	Torres de Alcanadre	503,21	1556	32,3399742930591
1989	22236	Torres de Barbués	1006,33	1120	89,8508928571429
1989	22239	Tramaced	792,48	1334	59,4062968515742
1989	22242	Valfarta	0	3133	0
1989	22243	Valle de Bardají	24,93	267	9,33707865168539
1989	22244	Valle de Lierp	5,19	1597	0,32498434564809
1989	22245	Velilla de Cinca	350,02	1052	33,2718631178707
1989	22246	Beranuy	13,19	3402	0,387713109935332
1989	22247	Viacamp y Litera	14,96	2234	0,66965085049239
1989	22248	Vicién	475,87	1576	30,1947969543147
1989	22249	Villanova	36,26	178	20,3707865168539
1989	22250	Villanúa	23,76	2249	1,05646954201867
1989	22251	Villanueva de Sigena	2225,5	9010	24,700332963374
1989	22252	Yebra de Basa	10,46	926	1,12958963282937
1989	22253	Yésero	0,16	764	0,020942408376963
1989	22254	Zaidín	4232,03	7503	56,4045048647208
1989	22901	Valle de Hecho	385,39	10237	3,76467715150923
1989	22902	Puente la Reina de Jaca	64,86	2015	3,21885856079404
1989	22903	San Miguel del Cinca	6190,66	7795	79,4183450930083
1989	22904	Sotonera (La)	80,15	10077	0,795375607819788
1989	22905	Lupiñén-Ortilla	995,1	8860	11,2313769751693
1989	22906	Santa María de Dulcis	52,75	1025	5,14634146341463
1989	22907	Aínsa-Sobrarbe	99,07	7048	1,40564699205448
1989	22908	Hoz y Costeán	66,41	2342	2,83561058923997
1989	22909	Vencillón	765,87	817	93,7417380660955
1989	44001	Ababuj	12,32	4912	0,250814332247557
1989	44002	Abejuela	20	409	4,88997555012225
1989	44003	Aguatón	1,8	2065	0,087167070217918
1989	44004	Aguaviva	262,33	966	27,156314699793
1989	44005	Aguilar del Alfambra	63,14	3289	1,91973244147157
1989	44006	Alacón	51,04	1690	3,02011834319527
1989	44007	Alba	455,36	6408	7,10611735330836
1989	44008	Albalate del Arzobispo	580,31	11489	5,05100530942641
1989	44009	Albarracín	127,64	6407	1,99219603558608
1989	44010	Albentosa	38,85	3755	1,03462050599201
1989	44011	Alcaine	3,38	265	1,27547169811321
1989	44012	Alcalá de la Selva	14,26	4571	0,31196674688252
1989	44013	Alcañiz	3772,05	23811	15,8416278190752
1989	44014	Alcorisa	292,76	5436	5,38557763061074
1989	44016	Alfambra	413,81	9656	4,28552195526098
1989	44017	Aliaga	34,78	12114	0,287105827967641
1989	44018	Almohaja	1	1677	0,059630292188432
1989	44019	Alobras	6,5	1546	0,420439844760673
1989	44020	Alpeñés	0,36	2492	0,014446227929374
1989	44021	Allepuz	76,14	5450	1,39706422018349
1989	44022	Alloza	74,64	6114	1,22080471050049
1989	44023	Allueva	0,02	452	0,004424778761062
1989	44024	Anadón	0,05	479	0,010438413361169
1989	44025	Andorra	65,05	11738	0,554182995399557
1989	44026	Arcos de las Salinas	23,71	756	3,13624338624339
1989	44027	Arens de Lledó	15,32	1022	1,49902152641879
1989	44028	Argente	1,61	4626	0,034803285776048
1989	44029	Ariño	32,66	3884	0,840885684860968
1989	44031	Azaila	246,34	8321	2,96046148299483
1989	44032	Bádenas	0	1060	0
1989	44033	Báguena	182,86	1759	10,3956793632746
1989	44034	Bañón	17,4	2451	0,709914320685435
1989	44035	Barrachina	89,17	1624	5,49076354679803
1989	44036	Bea	2,31	521	0,443378119001919
1989	44037	Beceite	83,37	641	13,00624024961
1989	44038	Belmonte de San José	5,84	489	1,19427402862986
1989	44039	Bello	122,72	4366	2,81081081081081
1989	44040	Berge	52,18	2491	2,09474106784424
1989	44041	Bezas	0,07	399	0,017543859649123
1989	44042	Blancas	8,5	5708	0,148913805185704
1989	44043	Blesa	15,18	2857	0,531326566328316
1989	44044	Bordón	36,46	2672	1,36452095808383
1989	44045	Bronchales	0,03	1418	0,002115655853315
1989	44046	Bueña	14	2482	0,56406124093473
1989	44047	Burbáguena	144,8	2229	6,49618663077613
1989	44048	Cabra de Mora	17,87	1186	1,50674536256324
1989	44049	Calaceite	96,41	4267	2,25943285680806
1989	44050	Calamocha	1059,35	19109	5,54372285310587
1989	44051	Calanda	789,95	6654	11,8718064322212
1989	44052	Calomarde	24,32	290	8,38620689655172
1989	44053	Camañas	25	4437	0,563443768311922
1989	44054	Camarena de la Sierra	20	2758	0,725163161711385
1989	44055	Camarillas	6,37	4482	0,142124051762606
1989	44056	Caminreal	460,7	3264	14,1145833333333
1989	44059	Cantavieja	6,56	6606	0,099303663336361
1989	44060	Cañada de Benatanduz	0	1933	0
1989	44061	Cañada de Verich (La)	8,26	232	3,56034482758621
1989	44062	Cañada Vellida	0,17	2206	0,007706255666364
1989	44063	Cañizar del Olivar	7,92	620	1,27741935483871
1989	44064	Cascante del Río	43,9	538	8,15985130111524
1989	44065	Castejón de Tornos	0,03	1446	0,002074688796681
1989	44066	Castel de Cabra	18,9	1983	0,953101361573374
1989	44067	Castelnou	696,11	3703	18,7985417229274
1989	44068	Castelserás	133,63	2861	4,67074449493184
1989	44070	Castellar (El)	0,71	2243	0,031654034774855
1989	44071	Castellote	383,1	8206	4,66853521813307
1989	44074	Cedrillas	9,6	4279	0,224351483991587
1989	44075	Celadas	48,49	6668	0,727204559088182
1989	44076	Cella	1608,53	10199	15,7714481811942
1989	44077	Cerollera (La)	0,76	155	0,490322580645161
1989	44080	Codoñera (La)	6,45	1124	0,573843416370107
1989	44082	Corbalán	0,3	1681	0,017846519928614
1989	44084	Cortes de Aragón	0,92	1719	0,053519488074462
1989	44085	Cosa	1	3201	0,031240237425804
1989	44086	Cretas	54,06	2822	1,91566265060241
1989	44087	Crivillén	8,06	2435	0,331006160164271
1989	44088	Cuba (La)	2,07	133	1,55639097744361
1989	44089	Cubla	8,65	1937	0,446566855962829
1989	44090	Cucalón	1,41	1932	0,072981366459627
1989	44092	Cuervo (El)	32,66	615	5,31056910569106
1989	44093	Cuevas de Almudén	18,44	2838	0,649753347427766
1989	44094	Cuevas Labradas	80	1889	4,2350449973531
1989	44096	Ejulve	17,42	2721	0,640205806688717
1989	44097	Escorihuela	60,59	2532	2,39296998420221
1989	44099	Escucha	13,32	3118	0,427196921103271
1989	44100	Estercuel	19,31	3824	0,504968619246862
1989	44101	Ferreruela de Huerva	0,8	1749	0,045740423098914
1989	44102	Fonfría	0,34	857	0,039673278879813
1989	44103	Formiche Alto	5,92	1737	0,340817501439263
1989	44105	Fórnoles	9,71	622	1,56109324758842
1989	44106	Fortanete	1,96	7298	0,026856673061113
1989	44107	Foz-Calanda	120,19	788	15,252538071066
1989	44108	Fresneda (La)	60,65	1263	4,80205859065717
1989	44109	Frías de Albarracín	1	812	0,123152709359606
1989	44110	Fuenferrada	0,38	1219	0,031173092698934
1989	44111	Fuentes Calientes	8,75	1799	0,486381322957198
1989	44112	Fuentes Claras	349,62	3452	10,1280417149479
1989	44113	Fuentes de Rubielos	4,85	645	0,751937984496124
1989	44114	Fuentespalda	29,03	1069	2,7156220767072
1989	44115	Galve	67,6	1484	4,55525606469003
1989	44116	Gargallo	4,84	1576	0,307106598984772
1989	44117	Gea de Albarracín	123,63	1807	6,84172661870504
1989	44118	Ginebrosa (La)	165,71	1649	10,0491206791995
1989	44119	Griegos	0	448	0
1989	44120	Guadalaviar	0,18	716	0,025139664804469
1989	44121	Gúdar	30,4	1987	1,52994464016105
1989	44122	Híjar	1003,49	13405	7,48593808280492
1989	44123	Hinojosa de Jarque	10,42	3335	0,312443778110945
1989	44124	Hoz de la Vieja (La)	6,23	2815	0,221314387211368
1989	44125	Huesa del Común	44,03	4070	1,08181818181818
1989	44126	Iglesuela del Cid (La)	3,47	2717	0,127714390872286
1989	44127	Jabaloyas	0	869	0
1989	44128	Jarque de la Val	27,15	2612	1,03943338437979
1989	44129	Jatiel	72,15	564	12,7925531914894
1989	44130	Jorcas	56,59	2607	2,17069428461834
1989	44131	Josa	3,56	945	0,376719576719577
1989	44132	Lagueruela	1,32	2163	0,061026352288488
1989	44133	Lanzuela	4,45	893	0,498320268756999
1989	44135	Libros	77	453	16,9977924944812
1989	44136	Lidón	0,07	3210	0,002180685358255
1989	44137	Linares de Mora	15,48	4624	0,33477508650519
1989	44138	Loscos	3,08	6317	0,048757321513377
1989	44141	Lledó	23,63	798	2,96115288220551
1989	44142	Maicas	1,41	47	3
1989	44143	Manzanera	109,41	7937	1,37848053420688
1989	44144	Martín del Río	274,22	2420	11,3314049586777
1989	44145	Mas de las Matas	218,67	2093	10,4476827520306
1989	44146	Mata de los Olmos (La)	3,72	1344	0,276785714285714
1989	44147	Mazaleón	166,75	3020	5,52152317880795
1989	44148	Mezquita de Jarque	0,31	2333	0,013287612516074
1989	44149	Mirambel	3,39	2812	0,120554765291607
1989	44150	Miravete de la Sierra	40,04	3247	1,23313828149061
1989	44151	Molinos	71,08	4935	1,4403242147923
1989	44152	Monforte de Moyuela	7,04	3989	0,176485334670343
1989	44153	Monreal del Campo	778,61	6170	12,6192868719611
1989	44154	Monroyo	6,65	1170	0,568376068376068
1989	44155	Montalbán	66,65	3754	1,77543953116676
1989	44156	Monteagudo del Castillo	0	3362	0
1989	44157	Monterde de Albarracín	0	4383	0
1989	44158	Mora de Rubielos	231,2	5227	4,42318729672852
1989	44159	Moscardón	1,75	516	0,339147286821705
1989	44160	Mosqueruela	2,12	11261	0,018826036764053
1989	44161	Muniesa	1,54	5745	0,02680591818973
1989	44163	Noguera de Albarracín	3,95	684	0,577485380116959
1989	44164	Nogueras	1,55	969	0,159958720330237
1989	44165	Nogueruelas	46,14	735	6,27755102040816
1989	44167	Obón	5,01	2673	0,187429854096521
1989	44168	Odón	121,85	6681	1,82382876814848
1989	44169	Ojos Negros	65,83	6690	0,984005979073244
1989	44171	Olba	56,66	357	15,8711484593838
1989	44172	Oliete	133,35	5407	2,46624745700018
1989	44173	Olmos (Los)	37,32	1517	2,46011865524061
1989	44174	Orihuela del Tremedal	6,48	1467	0,441717791411043
1989	44175	Orrios	174,53	3742	4,6640833778728
1989	44176	Palomar de Arroyos	4,43	2743	0,161502005103901
1989	44177	Pancrudo	4,65	8794	0,052876961564703
1989	44178	Parras de Castellote (Las)	19,47	470	4,14255319148936
1989	44179	Peñarroya de Tastavins	56,32	1299	4,3356428021555
1989	44180	Peracense	0	828	0
1989	44181	Peralejos	41,3	2647	1,56025689459766
1989	44182	Perales del Alfambra	74,52	4812	1,54862842892768
1989	44183	Pitarque	26,96	2246	1,20035618878005
1989	44184	Plou	0,02	1111	0,001800180018002
1989	44185	Pobo (El)	0,69	5927	0,011641639952759
1989	44187	Portellada (La)	14,55	786	1,85114503816794
1989	44189	Pozondón	5	5743	0,087062510882814
1989	44190	Pozuel del Campo	0	1711	0
1989	44191	Puebla de Híjar (La)	805,4	4157	19,3745489535723
1989	44192	Puebla de Valverde (La)	10,69	22077	0,048421434071658
1989	44193	Puertomingalvo	17,23	4857	0,354745727815524
1989	44194	Ráfales	17,73	582	3,04639175257732
1989	44195	Rillo	1,7	4267	0,039840637450199
1989	44196	Riodeva	26,69	1980	1,3479797979798
1989	44197	Ródenas	2	3347	0,059755004481625
1989	44198	Royuela	92,55	668	13,8547904191617
1989	44199	Rubiales	2,1	339	0,619469026548673
1989	44200	Rubielos de la Cérida	2,3	1929	0,119232763089684
1989	44201	Rubielos de Mora	160,3	2725	5,88256880733945
1989	44203	Salcedillo	9	280	3,21428571428571
1989	44204	Saldón	0,2	579	0,03454231433506
1989	44205	Samper de Calanda	452,9	10386	4,36067783554785
1989	44206	San Agustín	29,58	2397	1,23404255319149
1989	44207	San Martín del Río	94,56	1728	5,47222222222222
1989	44208	Santa Cruz de Nogueras	1,52	1066	0,142589118198874
1989	44209	Santa Eulalia	581,71	3325	17,495037593985
1989	44210	Sarrión	45,9	9002	0,509886691846256
1989	44211	Segura de los Baños	4,53	3070	0,147557003257329
1989	44212	Seno	36,91	884	4,17533936651584
1989	44213	Singra	287,67	2775	10,3664864864865
1989	44215	Terriente	1,73	3659	0,047280677780814
1989	44216	Teruel	937,96	24559	3,81921087992182
1989	44217	Toril y Masegoso	0	684	0
1989	44218	Tormón	7,32	817	0,895960832313341
1989	44219	Tornos	1,26	3483	0,036175710594315
1989	44220	Torralba de los Sisones	9,87	2411	0,409373703857321
1989	44221	Torrecilla de Alcañiz	29,03	2710	1,07121771217712
1989	44222	Torrecilla del Rebollar	1,56	2614	0,059678653404744
1989	44223	Torre de Arcas	0,26	404	0,064356435643564
1989	44224	Torre de las Arcas	0,86	2673	0,032173587729143
1989	44225	Torre del Compte	66,02	798	8,27318295739348
1989	44226	Torrelacárcel	304,46	2799	10,8774562343694
1989	44227	Torre los Negros	21,76	2729	0,797361670941737
1989	44228	Torremocha de Jiloca	98,06	1754	5,59064994298746
1989	44229	Torres de Albarracín	78,82	452	17,4380530973451
1989	44230	Torrevelilla	17,76	2325	0,763870967741935
1989	44231	Torrijas	5,97	1223	0,488143908421913
1989	44232	Torrijo del Campo	439,01	3052	14,3843381389253
1989	44234	Tramacastiel	15,23	2995	0,508514190317195
1989	44235	Tramacastilla	48,7	260	18,7307692307692
1989	44236	Tronchón	4,19	3328	0,125901442307692
1989	44237	Urrea de Gaén	367,23	3050	12,0403278688525
1989	44238	Utrillas	33,23	2396	1,38689482470785
1989	44239	Valacloche	13,15	39	33,7179487179487
1989	44240	Valbona	95	943	10,0742311770944
1989	44241	Valdealgorfa	3,17	2506	0,126496408619314
1989	44243	Valdecuenca	0	511	0
1989	44244	Valdelinares	0,56	2914	0,019217570350034
1989	44245	Valdeltormo	24,25	545	4,44954128440367
1989	44246	Valderrobres	191,46	3501	5,46872322193659
1989	44247	Valjunquera	9,32	1892	0,492600422832981
1989	44249	Vallecillo (El)	4,53	1344	0,337053571428571
1989	44250	Veguillas de la Sierra	0,56	623	0,089887640449438
1989	44251	Villafranca del Campo	656,27	4524	14,5064102564103
1989	44252	Villahermosa del Campo	2,03	1613	0,125852448853069
1989	44256	Villanueva del Rebollar de la Sierra	0,45	1172	0,03839590443686
1989	44257	Villar del Cobo	0	2963	0
1989	44258	Villar del Salz	0,48	1835	0,026158038147139
1989	44260	Villarluengo	20,05	8800	0,227840909090909
1989	44261	Villarquemado	624,26	5092	12,2596229379419
1989	44262	Villarroya de los Pinares	3,88	4261	0,091058436986623
1989	44263	Villastar	98,63	1435	6,87317073170732
1989	44264	Villel	157,96	3412	4,6295427901524
1989	44265	Vinaceite	143,26	4880	2,93565573770492
1989	44266	Visiedo	0	5037	0
1989	44267	Vivel del Río Martín	77,33	1771	4,36645962732919
1989	44268	Zoma (La)	5,92	642	0,922118380062305
1989	50001	Abanto	35,8	3190	1,12225705329154
1989	50002	Acered	0,24	1809	0,013266998341625
1989	50003	Agón	437,29	1017	42,9980334316618
1989	50004	Aguarón	17,21	2313	0,744055339386079
1989	50005	Aguilón	3,8	4120	0,092233009708738
1989	50006	Ainzón	456,96	2860	15,9776223776224
1989	50007	Aladrén	1,46	248	0,588709677419355
1989	50008	Alagón	1563,96	1603	97,5645664379289
1989	50009	Alarba	9,76	734	1,32970027247956
1989	50010	Alberite de San Juan	56,48	343	16,466472303207
1989	50011	Albeta	2,11	41	5,14634146341463
1989	50012	Alborge	8,82	11	80,1818181818182
1989	50013	Alcalá de Ebro	366,65	367	99,9046321525886
1989	50014	Alcalá de Moncayo	107,82	906	11,9006622516556
1989	50015	Alconchel de Ariza	0,13	2743	0,004739336492891
1989	50016	Aldehuela de Liestos	0,04	633	0,006319115323855
1989	50017	Alfajarín	1221,46	8843	13,8127332353274
1989	50018	Alfamén	2383,22	8820	27,0206349206349
1989	50019	Alforque	101,44	768	13,2083333333333
1989	50020	Alhama de Aragón	97,21	2824	3,44228045325779
1989	50021	Almochuel	106,89	1755	6,09059829059829
1989	50022	Almolda (La)	0	10755	0
1989	50023	Almonacid de la Cuba	139,67	3001	4,6541152949017
1989	50024	Almonacid de la Sierra	1059,67	3817	27,7618548598376
1989	50025	Almunia de Doña Godina (La)	2588,95	3260	79,4156441717791
1989	50026	Alpartir	46,64	1785	2,61288515406162
1989	50027	Ambel	343,91	1703	20,1943628890194
1989	50028	Anento	30,64	1365	2,24468864468864
1989	50029	Aniñón	76,14	2434	3,12818405916187
1989	50030	Añón de Moncayo	86,44	2796	3,09155937052933
1989	50031	Aranda de Moncayo	151,18	5270	2,86869070208729
1989	50032	Arándiga	446,18	3819	11,6831631317099
1989	50033	Ardisa	0,16	1659	0,009644364074744
1989	50034	Ariza	484,47	8875	5,45881690140845
1989	50035	Artieda	1,2	471	0,254777070063694
1989	50036	Asín	18,75	570	3,28947368421053
1989	50037	Atea	0,13	1595	0,008150470219436
1989	50038	Ateca	341,73	4727	7,22932092236091
1989	50039	Azuara	294,09	14554	2,02068159956026
1989	50040	Badules	24,25	1845	1,31436314363144
1989	50041	Bagüés	0,2	373	0,053619302949062
1989	50042	Balconchán	10	656	1,52439024390244
1989	50043	Bárboles	826,59	1297	63,7309175019275
1989	50044	Bardallur	191,87	1724	11,1293503480278
1989	50045	Belchite	2478,29	23348	10,6145708411855
1989	50046	Belmonte de Gracián	95,04	1405	6,7644128113879
1989	50047	Berdejo	6,04	209	2,88995215311005
1989	50048	Berrueco	0,01	496	0,002016129032258
1989	50050	Bijuesca	72,04	2389	3,01548765173713
1989	50051	Biota	2227,44	9282	23,9974143503555
1989	50052	Bisimbre	265,44	537	49,4301675977654
1989	50053	Boquiñeni	813,44	1300	62,5723076923077
1989	50054	Bordalba	10	3033	0,329706561160567
1989	50055	Borja	1904,54	8129	23,4289580514208
1989	50056	Botorrita	72,04	488	14,7622950819672
1989	50057	Brea de Aragón	40,29	1030	3,91165048543689
1989	50058	Bubierca	79,58	1894	4,20168954593453
1989	50059	Bujaraloz	3	10476	0,028636884306987
1989	50060	Bulbuente	242,04	1697	14,2628167354154
1989	50061	Bureta	249,12	1638	15,2087912087912
1989	50062	Burgo de Ebro (El)	1299,63	1606	80,9234122042341
