Año	Residencia provincia código	Residencia provincia nombre	Nacionalidad área código	Nacionalidad área nombre	Nacionalidad país código	Nacionalidad país nombre	Edad (grandes grupos)	Extranjeros
2004	50	Zaragoza	02	Resto de Europa	144	Eslovaquia	16 a 64	23
2004	50	Zaragoza	02	Resto de Europa	145	Bosnia-Herzegovina	0 a 15	6
2004	50	Zaragoza	02	Resto de Europa	145	Bosnia-Herzegovina	16 a 64	30
2004	50	Zaragoza	02	Resto de Europa	146	Croacia	0 a 15	2
2004	50	Zaragoza	02	Resto de Europa	146	Croacia	16 a 64	15
2004	50	Zaragoza	02	Resto de Europa	147	Eslovenia	16 a 64	9
2004	50	Zaragoza	02	Resto de Europa	148	Armenia	0 a 15	5
2004	50	Zaragoza	02	Resto de Europa	148	Armenia	16 a 64	41
2004	50	Zaragoza	02	Resto de Europa	154	Rusia	0 a 15	59
2004	50	Zaragoza	02	Resto de Europa	154	Rusia	16 a 64	350
2004	50	Zaragoza	02	Resto de Europa	154	Rusia	65 y más	4
2004	50	Zaragoza	02	Resto de Europa	155	Yugoslavia	0 a 15	3
2004	50	Zaragoza	02	Resto de Europa	155	Yugoslavia	16 a 64	28
2004	50	Zaragoza	02	Resto de Europa	155	Yugoslavia	65 y más	1
2004	50	Zaragoza	02	Resto de Europa	156	Macedonia	16 a 64	1
2004	50	Zaragoza	02	Resto de Europa	436	Turquía	0 a 15	2
2004	50	Zaragoza	02	Resto de Europa	436	Turquía	16 a 64	12
2004	50	Zaragoza	03	Magreb	203	Argelia	0 a 15	421
2004	50	Zaragoza	03	Magreb	203	Argelia	16 a 64	2645
2004	50	Zaragoza	03	Magreb	203	Argelia	65 y más	50
2004	50	Zaragoza	03	Magreb	224	Libia	0 a 15	3
2004	50	Zaragoza	03	Magreb	224	Libia	16 a 64	5
2004	50	Zaragoza	03	Magreb	228	Marruecos	0 a 15	896
2004	50	Zaragoza	03	Magreb	228	Marruecos	16 a 64	4233
2004	50	Zaragoza	03	Magreb	228	Marruecos	65 y más	70
2004	50	Zaragoza	03	Magreb	230	Mauritania	0 a 15	25
2004	50	Zaragoza	03	Magreb	230	Mauritania	16 a 64	117
2004	50	Zaragoza	03	Magreb	248	Túnez	0 a 15	4
2004	50	Zaragoza	03	Magreb	248	Túnez	16 a 64	48
2004	50	Zaragoza	04	Resto de África	201	Burkina Fasso	0 a 15	1
2004	50	Zaragoza	04	Resto de África	201	Burkina Fasso	16 a 64	8
2004	50	Zaragoza	04	Resto de África	202	Angola	0 a 15	21
2004	50	Zaragoza	04	Resto de África	202	Angola	16 a 64	62
2004	50	Zaragoza	04	Resto de África	204	Benin	16 a 64	4
2004	50	Zaragoza	04	Resto de África	206	Burundi	16 a 64	2
2004	50	Zaragoza	04	Resto de África	207	Cabo Verde	0 a 15	43
2004	50	Zaragoza	04	Resto de África	207	Cabo Verde	16 a 64	257
2004	50	Zaragoza	04	Resto de África	207	Cabo Verde	65 y más	18
2004	50	Zaragoza	04	Resto de África	208	Camerún	0 a 15	18
2004	50	Zaragoza	04	Resto de África	208	Camerún	16 a 64	108
2004	50	Zaragoza	04	Resto de África	210	Congo	0 a 15	16
2004	50	Zaragoza	04	Resto de África	210	Congo	16 a 64	34
2004	50	Zaragoza	04	Resto de África	211	Costa de Marfil	0 a 15	5
2004	50	Zaragoza	04	Resto de África	211	Costa de Marfil	16 a 64	39
2004	50	Zaragoza	04	Resto de África	213	Egipto	0 a 15	22
2004	50	Zaragoza	04	Resto de África	213	Egipto	16 a 64	117
2004	50	Zaragoza	04	Resto de África	213	Egipto	65 y más	1
2004	50	Zaragoza	04	Resto de África	214	Etiopía	16 a 64	5
2004	50	Zaragoza	04	Resto de África	215	Gabón	0 a 15	1
2004	50	Zaragoza	04	Resto de África	215	Gabón	16 a 64	3
2004	50	Zaragoza	04	Resto de África	216	Gambia	0 a 15	298
2004	50	Zaragoza	04	Resto de África	216	Gambia	16 a 64	547
2004	50	Zaragoza	04	Resto de África	217	Ghana	0 a 15	91
2004	50	Zaragoza	04	Resto de África	217	Ghana	16 a 64	885
2004	50	Zaragoza	04	Resto de África	217	Ghana	65 y más	1
2004	50	Zaragoza	04	Resto de África	218	Guinea	0 a 15	115
2004	50	Zaragoza	04	Resto de África	218	Guinea	16 a 64	333
2004	50	Zaragoza	04	Resto de África	218	Guinea	65 y más	14
2004	50	Zaragoza	04	Resto de África	219	Guinea Bissau	0 a 15	11
2004	50	Zaragoza	04	Resto de África	219	Guinea Bissau	16 a 64	48
2004	50	Zaragoza	04	Resto de África	220	Guinea Ecuatorial	0 a 15	156
2004	50	Zaragoza	04	Resto de África	220	Guinea Ecuatorial	16 a 64	482
2004	50	Zaragoza	04	Resto de África	220	Guinea Ecuatorial	65 y más	20
2004	50	Zaragoza	04	Resto de África	221	Kenia	16 a 64	5
2004	50	Zaragoza	04	Resto de África	223	Liberia	0 a 15	4
2004	50	Zaragoza	04	Resto de África	223	Liberia	16 a 64	44
2004	50	Zaragoza	04	Resto de África	226	Malawi	16 a 64	1
2004	50	Zaragoza	04	Resto de África	227	Mali	0 a 15	31
2004	50	Zaragoza	04	Resto de África	227	Mali	16 a 64	240
2004	50	Zaragoza	04	Resto de África	227	Mali	65 y más	1
2004	50	Zaragoza	04	Resto de África	231	Mozambique	0 a 15	2
2004	50	Zaragoza	04	Resto de África	231	Mozambique	16 a 64	4
2004	50	Zaragoza	04	Resto de África	232	Namibia	16 a 64	1
2004	50	Zaragoza	04	Resto de África	233	Níger	16 a 64	10
2004	50	Zaragoza	04	Resto de África	234	Nigeria	0 a 15	42
2004	50	Zaragoza	04	Resto de África	234	Nigeria	16 a 64	385
2004	50	Zaragoza	04	Resto de África	234	Nigeria	65 y más	1
2004	50	Zaragoza	04	Resto de África	235	República Centroafricana	16 a 64	3
2004	50	Zaragoza	04	Resto de África	236	Sudáfrica	0 a 15	1
2004	50	Zaragoza	04	Resto de África	236	Sudáfrica	16 a 64	8
2004	50	Zaragoza	04	Resto de África	237	Ruanda	16 a 64	4
2004	50	Zaragoza	04	Resto de África	239	Senegal	0 a 15	138
2004	50	Zaragoza	04	Resto de África	239	Senegal	16 a 64	1047
2004	50	Zaragoza	04	Resto de África	239	Senegal	65 y más	3
2004	50	Zaragoza	04	Resto de África	241	Sierra Leona	0 a 15	2
2004	50	Zaragoza	04	Resto de África	241	Sierra Leona	16 a 64	33
2004	50	Zaragoza	04	Resto de África	243	Sudán	0 a 15	3
2004	50	Zaragoza	04	Resto de África	243	Sudán	16 a 64	8
2004	50	Zaragoza	04	Resto de África	245	Tanzania	16 a 64	1
2004	50	Zaragoza	04	Resto de África	246	Chad	16 a 64	6
2004	50	Zaragoza	04	Resto de África	247	Togo	16 a 64	10
2004	50	Zaragoza	04	Resto de África	250	Rep. Democrática del Congo	0 a 15	11
2004	50	Zaragoza	04	Resto de África	250	Rep. Democrática del Congo	16 a 64	77
2004	50	Zaragoza	04	Resto de África	251	Zambia	16 a 64	1
2004	50	Zaragoza	04	Resto de África	253	Eritrea	16 a 64	1
2004	50	Zaragoza	04	Resto de África	299	Países sin relaciones diplomáticas	16 a 64	1
2004	50	Zaragoza	05	América del Norte	301	Canadá	0 a 15	2
2004	50	Zaragoza	05	América del Norte	301	Canadá	16 a 64	16
2004	50	Zaragoza	05	América del Norte	302	Estados Unidos de América	0 a 15	71
2004	50	Zaragoza	05	América del Norte	302	Estados Unidos de América	16 a 64	306
2004	50	Zaragoza	05	América del Norte	302	Estados Unidos de América	65 y más	55
2004	50	Zaragoza	06	Resto de América	303	México	0 a 15	59
2004	50	Zaragoza	06	Resto de América	303	México	16 a 64	259
2004	50	Zaragoza	06	Resto de América	303	México	65 y más	6
2004	50	Zaragoza	06	Resto de América	314	Costa Rica	0 a 15	1
2004	50	Zaragoza	06	Resto de América	314	Costa Rica	16 a 64	12
2004	50	Zaragoza	06	Resto de América	315	Cuba	0 a 15	69
2004	50	Zaragoza	06	Resto de América	315	Cuba	16 a 64	625
2004	50	Zaragoza	06	Resto de América	315	Cuba	65 y más	24
2004	50	Zaragoza	06	Resto de América	316	Dominica	0 a 15	2
2004	50	Zaragoza	06	Resto de América	316	Dominica	16 a 64	5
2004	50	Zaragoza	06	Resto de América	317	El Salvador	0 a 15	14
2004	50	Zaragoza	06	Resto de América	317	El Salvador	16 a 64	57
2004	50	Zaragoza	06	Resto de América	318	Granada	16 a 64	2
2004	50	Zaragoza	06	Resto de América	319	Guatemala	0 a 15	2
2004	50	Zaragoza	06	Resto de América	319	Guatemala	16 a 64	19
2004	50	Zaragoza	06	Resto de América	319	Guatemala	65 y más	2
2004	50	Zaragoza	06	Resto de América	321	Honduras	0 a 15	27
2004	50	Zaragoza	06	Resto de América	321	Honduras	16 a 64	119
2004	50	Zaragoza	06	Resto de América	321	Honduras	65 y más	2
2004	50	Zaragoza	06	Resto de América	322	Jamaica	16 a 64	1
2004	50	Zaragoza	06	Resto de América	323	Nicaragua	0 a 15	6
2004	50	Zaragoza	06	Resto de América	323	Nicaragua	16 a 64	78
2004	50	Zaragoza	06	Resto de América	324	Panamá	0 a 15	3
2004	50	Zaragoza	06	Resto de América	324	Panamá	16 a 64	29
2004	50	Zaragoza	06	Resto de América	324	Panamá	65 y más	1
2004	50	Zaragoza	06	Resto de América	326	República Dominicana	0 a 15	136
2004	50	Zaragoza	06	Resto de América	326	República Dominicana	16 a 64	650
2004	50	Zaragoza	06	Resto de América	326	República Dominicana	65 y más	21
2004	50	Zaragoza	06	Resto de América	340	Argentina	0 a 15	180
2004	50	Zaragoza	06	Resto de América	340	Argentina	16 a 64	841
2004	50	Zaragoza	06	Resto de América	340	Argentina	65 y más	73
2004	50	Zaragoza	06	Resto de América	341	Bolivia	0 a 15	39
2004	50	Zaragoza	06	Resto de América	341	Bolivia	16 a 64	163
2004	50	Zaragoza	06	Resto de América	341	Bolivia	65 y más	1
2004	50	Zaragoza	06	Resto de América	342	Brasil	0 a 15	98
2004	50	Zaragoza	06	Resto de América	342	Brasil	16 a 64	694
2004	50	Zaragoza	06	Resto de América	342	Brasil	65 y más	5
2004	50	Zaragoza	06	Resto de América	343	Colombia	0 a 15	739
2004	50	Zaragoza	06	Resto de América	343	Colombia	16 a 64	3308
2004	50	Zaragoza	06	Resto de América	343	Colombia	65 y más	45
2004	50	Zaragoza	06	Resto de América	344	Chile	0 a 15	59
2004	50	Zaragoza	06	Resto de América	344	Chile	16 a 64	295
2004	50	Zaragoza	06	Resto de América	344	Chile	65 y más	11
2004	50	Zaragoza	06	Resto de América	345	Ecuador	0 a 15	2853
2004	50	Zaragoza	06	Resto de América	345	Ecuador	16 a 64	8083
2004	50	Zaragoza	06	Resto de América	345	Ecuador	65 y más	90
2004	50	Zaragoza	06	Resto de América	347	Paraguay	0 a 15	6
2004	50	Zaragoza	06	Resto de América	347	Paraguay	16 a 64	35
2004	50	Zaragoza	06	Resto de América	347	Paraguay	65 y más	2
2004	50	Zaragoza	06	Resto de América	348	Perú	0 a 15	63
2004	50	Zaragoza	06	Resto de América	348	Perú	16 a 64	523
2004	50	Zaragoza	06	Resto de América	348	Perú	65 y más	33
2004	50	Zaragoza	06	Resto de América	350	Uruguay	0 a 15	45
2004	50	Zaragoza	06	Resto de América	350	Uruguay	16 a 64	206
2004	50	Zaragoza	06	Resto de América	350	Uruguay	65 y más	14
2004	50	Zaragoza	06	Resto de América	351	Venezuela	0 a 15	122
2004	50	Zaragoza	06	Resto de América	351	Venezuela	16 a 64	438
2004	50	Zaragoza	06	Resto de América	351	Venezuela	65 y más	8
2004	50	Zaragoza	07	Asia	404	Bangladesh	0 a 15	5
2004	50	Zaragoza	07	Asia	404	Bangladesh	16 a 64	10
2004	50	Zaragoza	07	Asia	404	Bangladesh	65 y más	2
2004	50	Zaragoza	07	Asia	407	China	0 a 15	302
2004	50	Zaragoza	07	Asia	407	China	16 a 64	971
2004	50	Zaragoza	07	Asia	407	China	65 y más	14
2004	50	Zaragoza	07	Asia	409	Filipinas	0 a 15	1
2004	50	Zaragoza	07	Asia	409	Filipinas	16 a 64	17
2004	50	Zaragoza	07	Asia	410	India	0 a 15	35
2004	50	Zaragoza	07	Asia	410	India	16 a 64	25
2004	50	Zaragoza	07	Asia	410	India	65 y más	2
2004	50	Zaragoza	07	Asia	412	Irak	16 a 64	3
2004	50	Zaragoza	07	Asia	413	Irán	0 a 15	1
2004	50	Zaragoza	07	Asia	413	Irán	16 a 64	8
2004	50	Zaragoza	07	Asia	413	Irán	65 y más	1
2004	50	Zaragoza	07	Asia	414	Israel	0 a 15	3
2004	50	Zaragoza	07	Asia	414	Israel	16 a 64	5
2004	50	Zaragoza	07	Asia	415	Japón	0 a 15	2
2004	50	Zaragoza	07	Asia	415	Japón	16 a 64	15
2004	50	Zaragoza	07	Asia	416	Jordania	0 a 15	5
2004	50	Zaragoza	07	Asia	416	Jordania	16 a 64	41
2004	50	Zaragoza	07	Asia	416	Jordania	65 y más	2
2004	50	Zaragoza	07	Asia	419	Laos	16 a 64	3
2004	50	Zaragoza	07	Asia	420	Líbano	16 a 64	30
2004	50	Zaragoza	07	Asia	420	Líbano	65 y más	2
2004	50	Zaragoza	07	Asia	421	Malasia	16 a 64	2
2004	50	Zaragoza	07	Asia	426	Pakistán	0 a 15	4
2004	50	Zaragoza	07	Asia	426	Pakistán	16 a 64	130
2004	50	Zaragoza	07	Asia	430	República de Corea	16 a 64	21
2004	50	Zaragoza	07	Asia	433	Siria	0 a 15	4
2004	50	Zaragoza	07	Asia	433	Siria	16 a 64	35
2004	50	Zaragoza	07	Asia	433	Siria	65 y más	2
2004	50	Zaragoza	07	Asia	435	Tailandia	16 a 64	4
2004	50	Zaragoza	07	Asia	437	Vietnam	16 a 64	3
2004	50	Zaragoza	07	Asia	442	Azerbaiyan	16 a 64	7
2004	50	Zaragoza	07	Asia	443	Kazajstan	16 a 64	1
2004	50	Zaragoza	07	Asia	447	Uzbekistán	16 a 64	4
2004	50	Zaragoza	07	Asia	499	Países sin relaciones diplomáticas	16 a 64	3
2004	50	Zaragoza	08	Oceanía	501	Australia	16 a 64	8
2004	50	Zaragoza	08	Oceanía	504	Nueva Zelanda	16 a 64	3
2004	50	Zaragoza	08	Oceanía	511	Micronesia	16 a 64	1
2004	50	Zaragoza	09	Apátridas y no consta	555	Apátridas	0 a 15	8
2004	50	Zaragoza	09	Apátridas y no consta	555	Apátridas	16 a 64	23
2005	22	Huesca	01	UE-25	102	Austria	0 a 15	3
2005	22	Huesca	01	UE-25	102	Austria	16 a 64	11
2005	22	Huesca	01	UE-25	103	Bélgica	0 a 15	15
2005	22	Huesca	01	UE-25	103	Bélgica	16 a 64	35
2005	22	Huesca	01	UE-25	103	Bélgica	65 y más	3
2005	22	Huesca	01	UE-25	107	Dinamarca	0 a 15	3
2005	22	Huesca	01	UE-25	107	Dinamarca	16 a 64	5
2005	22	Huesca	01	UE-25	109	Finlandia	0 a 15	1
2005	22	Huesca	01	UE-25	109	Finlandia	16 a 64	1
2005	22	Huesca	01	UE-25	110	Francia	0 a 15	26
2005	22	Huesca	01	UE-25	110	Francia	16 a 64	261
2005	22	Huesca	01	UE-25	110	Francia	65 y más	73
2005	22	Huesca	01	UE-25	111	Grecia	16 a 64	1
2005	22	Huesca	01	UE-25	112	Hungría	0 a 15	2
2005	22	Huesca	01	UE-25	112	Hungría	16 a 64	9
2005	22	Huesca	01	UE-25	113	Irlanda	16 a 64	8
2005	22	Huesca	01	UE-25	115	Italia	0 a 15	16
2005	22	Huesca	01	UE-25	115	Italia	16 a 64	108
2005	22	Huesca	01	UE-25	115	Italia	65 y más	4
2005	22	Huesca	01	UE-25	118	Malta	16 a 64	1
2005	22	Huesca	01	UE-25	121	Países Bajos	0 a 15	12
2005	22	Huesca	01	UE-25	121	Países Bajos	16 a 64	58
2005	22	Huesca	01	UE-25	121	Países Bajos	65 y más	7
2005	22	Huesca	01	UE-25	122	Polonia	0 a 15	43
2005	22	Huesca	01	UE-25	122	Polonia	16 a 64	175
2005	22	Huesca	01	UE-25	122	Polonia	65 y más	1
2005	22	Huesca	01	UE-25	123	Portugal	0 a 15	35
2005	22	Huesca	01	UE-25	123	Portugal	16 a 64	196
2005	22	Huesca	01	UE-25	123	Portugal	65 y más	2
2005	22	Huesca	01	UE-25	125	Reino Unido	0 a 15	19
2005	22	Huesca	01	UE-25	125	Reino Unido	16 a 64	94
2005	22	Huesca	01	UE-25	125	Reino Unido	65 y más	9
2005	22	Huesca	01	UE-25	126	Alemania	0 a 15	27
2005	22	Huesca	01	UE-25	126	Alemania	16 a 64	103
2005	22	Huesca	01	UE-25	126	Alemania	65 y más	7
2005	22	Huesca	01	UE-25	131	Suecia	16 a 64	1
2005	22	Huesca	01	UE-25	136	Letonia	16 a 64	2
2005	22	Huesca	01	UE-25	141	Estonia	16 a 64	2
2005	22	Huesca	01	UE-25	142	Lituania	0 a 15	31
2005	22	Huesca	01	UE-25	142	Lituania	16 a 64	143
2005	22	Huesca	01	UE-25	142	Lituania	65 y más	1
2005	22	Huesca	01	UE-25	143	República Checa	16 a 64	14
2005	22	Huesca	01	UE-25	144	Eslovaquia	0 a 15	3
2005	22	Huesca	01	UE-25	144	Eslovaquia	16 a 64	23
2005	22	Huesca	02	Resto de Europa	101	Albania	16 a 64	2
2005	22	Huesca	02	Resto de Europa	104	Bulgaria	0 a 15	137
2005	22	Huesca	02	Resto de Europa	104	Bulgaria	16 a 64	736
2005	22	Huesca	02	Resto de Europa	104	Bulgaria	65 y más	6
2005	22	Huesca	02	Resto de Europa	124	Andorra	0 a 15	2
2005	22	Huesca	02	Resto de Europa	124	Andorra	16 a 64	2
2005	22	Huesca	02	Resto de Europa	128	Rumanía	0 a 15	353
2005	22	Huesca	02	Resto de Europa	128	Rumanía	16 a 64	2210
2005	22	Huesca	02	Resto de Europa	128	Rumanía	65 y más	6
2005	22	Huesca	02	Resto de Europa	132	Suiza	0 a 15	2
2005	22	Huesca	02	Resto de Europa	132	Suiza	16 a 64	21
2005	22	Huesca	02	Resto de Europa	132	Suiza	65 y más	3
2005	22	Huesca	02	Resto de Europa	135	Ucrania	0 a 15	67
2005	22	Huesca	02	Resto de Europa	135	Ucrania	16 a 64	354
2005	22	Huesca	02	Resto de Europa	135	Ucrania	65 y más	1
2005	22	Huesca	02	Resto de Europa	137	Moldova	0 a 15	1
2005	22	Huesca	02	Resto de Europa	137	Moldova	16 a 64	11
2005	22	Huesca	02	Resto de Europa	138	Bielorrusia	16 a 64	8
2005	22	Huesca	02	Resto de Europa	139	Georgia	0 a 15	1
2005	22	Huesca	02	Resto de Europa	139	Georgia	16 a 64	3
2005	22	Huesca	02	Resto de Europa	146	Croacia	16 a 64	3
2005	22	Huesca	02	Resto de Europa	148	Armenia	0 a 15	11
2005	22	Huesca	02	Resto de Europa	148	Armenia	16 a 64	31
2005	22	Huesca	02	Resto de Europa	148	Armenia	65 y más	1
2005	22	Huesca	02	Resto de Europa	154	Rusia	0 a 15	14
2005	22	Huesca	02	Resto de Europa	154	Rusia	16 a 64	41
2005	22	Huesca	02	Resto de Europa	155	Yugoslavia	0 a 15	2
2005	22	Huesca	02	Resto de Europa	155	Yugoslavia	16 a 64	8
2005	22	Huesca	02	Resto de Europa	199	Países sin relaciones diplomáticas	0 a 15	2
2005	22	Huesca	02	Resto de Europa	199	Países sin relaciones diplomáticas	16 a 64	8
2005	22	Huesca	02	Resto de Europa	199	Países sin relaciones diplomáticas	65 y más	2
2005	22	Huesca	03	Magreb	203	Argelia	0 a 15	84
2005	22	Huesca	03	Magreb	203	Argelia	16 a 64	743
2005	22	Huesca	03	Magreb	203	Argelia	65 y más	10
2005	22	Huesca	03	Magreb	228	Marruecos	0 a 15	367
2005	22	Huesca	03	Magreb	228	Marruecos	16 a 64	1704
2005	22	Huesca	03	Magreb	228	Marruecos	65 y más	20
2005	22	Huesca	03	Magreb	230	Mauritania	0 a 15	16
2005	22	Huesca	03	Magreb	230	Mauritania	16 a 64	114
2005	22	Huesca	03	Magreb	230	Mauritania	65 y más	1
2005	22	Huesca	03	Magreb	248	Túnez	0 a 15	1
2005	22	Huesca	03	Magreb	248	Túnez	16 a 64	5
2005	22	Huesca	04	Resto de África	201	Burkina Fasso	0 a 15	5
2005	22	Huesca	04	Resto de África	201	Burkina Fasso	16 a 64	34
2005	22	Huesca	04	Resto de África	202	Angola	0 a 15	3
2005	22	Huesca	04	Resto de África	202	Angola	16 a 64	6
2005	22	Huesca	04	Resto de África	204	Benin	16 a 64	3
2005	22	Huesca	04	Resto de África	207	Cabo Verde	0 a 15	2
2005	22	Huesca	04	Resto de África	207	Cabo Verde	16 a 64	8
2005	22	Huesca	04	Resto de África	207	Cabo Verde	65 y más	2
2005	22	Huesca	04	Resto de África	208	Camerún	0 a 15	2
2005	22	Huesca	04	Resto de África	208	Camerún	16 a 64	3
2005	22	Huesca	04	Resto de África	210	Congo	16 a 64	1
2005	22	Huesca	04	Resto de África	211	Costa de Marfil	0 a 15	7
2005	22	Huesca	04	Resto de África	211	Costa de Marfil	16 a 64	34
2005	22	Huesca	04	Resto de África	213	Egipto	16 a 64	1
2005	22	Huesca	04	Resto de África	216	Gambia	0 a 15	142
2005	22	Huesca	04	Resto de África	216	Gambia	16 a 64	393
2005	22	Huesca	04	Resto de África	216	Gambia	65 y más	1
2005	22	Huesca	04	Resto de África	217	Ghana	0 a 15	6
2005	22	Huesca	04	Resto de África	217	Ghana	16 a 64	39
2005	22	Huesca	04	Resto de África	218	Guinea	0 a 15	26
2005	22	Huesca	04	Resto de África	218	Guinea	16 a 64	183
2005	22	Huesca	04	Resto de África	219	Guinea Bissau	16 a 64	9
2005	22	Huesca	04	Resto de África	220	Guinea Ecuatorial	0 a 15	7
2005	22	Huesca	04	Resto de África	220	Guinea Ecuatorial	16 a 64	13
2005	22	Huesca	04	Resto de África	220	Guinea Ecuatorial	65 y más	2
2005	22	Huesca	04	Resto de África	221	Kenia	16 a 64	8
2005	22	Huesca	04	Resto de África	223	Liberia	0 a 15	1
2005	22	Huesca	04	Resto de África	223	Liberia	16 a 64	4
2005	22	Huesca	04	Resto de África	227	Mali	0 a 15	61
2005	22	Huesca	04	Resto de África	227	Mali	16 a 64	666
2005	22	Huesca	04	Resto de África	233	Níger	0 a 15	1
2005	22	Huesca	04	Resto de África	233	Níger	16 a 64	8
2005	22	Huesca	04	Resto de África	234	Nigeria	0 a 15	6
2005	22	Huesca	04	Resto de África	234	Nigeria	16 a 64	87
2005	22	Huesca	04	Resto de África	236	Sudáfrica	16 a 64	3
2005	22	Huesca	04	Resto de África	237	Ruanda	0 a 15	1
2005	22	Huesca	04	Resto de África	239	Senegal	0 a 15	16
2005	22	Huesca	04	Resto de África	239	Senegal	16 a 64	269
2005	22	Huesca	04	Resto de África	241	Sierra Leona	0 a 15	2
2005	22	Huesca	04	Resto de África	241	Sierra Leona	16 a 64	6
2005	22	Huesca	04	Resto de África	250	Rep. Democrática del Congo	16 a 64	1
2005	22	Huesca	04	Resto de África	299	Países sin relaciones diplomáticas	16 a 64	6
2005	22	Huesca	05	América del Norte	301	Canadá	0 a 15	1
2005	22	Huesca	05	América del Norte	301	Canadá	16 a 64	7
2005	22	Huesca	05	América del Norte	302	Estados Unidos de América	0 a 15	12
2005	22	Huesca	05	América del Norte	302	Estados Unidos de América	16 a 64	33
2005	22	Huesca	05	América del Norte	302	Estados Unidos de América	65 y más	4
2005	22	Huesca	06	Resto de América	303	México	0 a 15	6
2005	22	Huesca	06	Resto de América	303	México	16 a 64	39
2005	22	Huesca	06	Resto de América	314	Costa Rica	0 a 15	2
2005	22	Huesca	06	Resto de América	314	Costa Rica	16 a 64	5
2005	22	Huesca	06	Resto de América	315	Cuba	0 a 15	19
2005	22	Huesca	06	Resto de América	315	Cuba	16 a 64	135
2005	22	Huesca	06	Resto de América	315	Cuba	65 y más	11
2005	22	Huesca	06	Resto de América	316	Dominica	0 a 15	2
2005	22	Huesca	06	Resto de América	316	Dominica	16 a 64	4
2005	22	Huesca	06	Resto de América	317	El Salvador	16 a 64	3
2005	22	Huesca	06	Resto de América	317	El Salvador	65 y más	1
2005	22	Huesca	06	Resto de América	319	Guatemala	0 a 15	12
2005	22	Huesca	06	Resto de América	319	Guatemala	16 a 64	11
2005	22	Huesca	06	Resto de América	321	Honduras	0 a 15	7
2005	22	Huesca	06	Resto de América	321	Honduras	16 a 64	23
2005	22	Huesca	06	Resto de América	321	Honduras	65 y más	2
2005	22	Huesca	06	Resto de América	323	Nicaragua	16 a 64	9
2005	22	Huesca	06	Resto de América	324	Panamá	0 a 15	4
2005	22	Huesca	06	Resto de América	324	Panamá	16 a 64	5
2005	22	Huesca	06	Resto de América	326	República Dominicana	0 a 15	46
2005	22	Huesca	06	Resto de América	326	República Dominicana	16 a 64	250
2005	22	Huesca	06	Resto de América	326	República Dominicana	65 y más	8
2005	22	Huesca	06	Resto de América	340	Argentina	0 a 15	107
2005	22	Huesca	06	Resto de América	340	Argentina	16 a 64	369
2005	22	Huesca	06	Resto de América	340	Argentina	65 y más	23
2005	22	Huesca	06	Resto de América	341	Bolivia	0 a 15	30
2005	22	Huesca	06	Resto de América	341	Bolivia	16 a 64	179
2005	22	Huesca	06	Resto de América	342	Brasil	0 a 15	12
2005	22	Huesca	06	Resto de América	342	Brasil	16 a 64	129
2005	22	Huesca	06	Resto de América	343	Colombia	0 a 15	175
2005	22	Huesca	06	Resto de América	343	Colombia	16 a 64	708
2005	22	Huesca	06	Resto de América	343	Colombia	65 y más	12
2005	22	Huesca	06	Resto de América	344	Chile	0 a 15	10
2005	22	Huesca	06	Resto de América	344	Chile	16 a 64	39
2005	22	Huesca	06	Resto de América	345	Ecuador	0 a 15	263
2005	22	Huesca	06	Resto de América	345	Ecuador	16 a 64	969
2005	22	Huesca	06	Resto de América	345	Ecuador	65 y más	11
2005	22	Huesca	06	Resto de América	347	Paraguay	0 a 15	2
2005	22	Huesca	06	Resto de América	347	Paraguay	16 a 64	22
2005	22	Huesca	06	Resto de América	347	Paraguay	65 y más	1
2005	22	Huesca	06	Resto de América	348	Perú	0 a 15	14
2005	22	Huesca	06	Resto de América	348	Perú	16 a 64	107
2005	22	Huesca	06	Resto de América	348	Perú	65 y más	2
2005	22	Huesca	06	Resto de América	350	Uruguay	0 a 15	28
2005	22	Huesca	06	Resto de América	350	Uruguay	16 a 64	108
2005	22	Huesca	06	Resto de América	350	Uruguay	65 y más	2
2005	22	Huesca	06	Resto de América	351	Venezuela	0 a 15	17
2005	22	Huesca	06	Resto de América	351	Venezuela	16 a 64	88
2005	22	Huesca	06	Resto de América	351	Venezuela	65 y más	4
2005	22	Huesca	07	Asia	401	Afganistán	16 a 64	2
2005	22	Huesca	07	Asia	404	Bangladesh	0 a 15	1
2005	22	Huesca	07	Asia	404	Bangladesh	16 a 64	2
2005	22	Huesca	07	Asia	407	China	0 a 15	30
2005	22	Huesca	07	Asia	407	China	16 a 64	82
2005	22	Huesca	07	Asia	407	China	65 y más	3
2005	22	Huesca	07	Asia	409	Filipinas	16 a 64	8
2005	22	Huesca	07	Asia	409	Filipinas	65 y más	1
2005	22	Huesca	07	Asia	410	India	0 a 15	3
2005	22	Huesca	07	Asia	410	India	16 a 64	1
2005	22	Huesca	07	Asia	411	Indonesia	16 a 64	1
2005	22	Huesca	07	Asia	413	Irán	16 a 64	1
2005	22	Huesca	07	Asia	414	Israel	16 a 64	2
2005	22	Huesca	07	Asia	415	Japón	16 a 64	3
2005	22	Huesca	07	Asia	416	Jordania	16 a 64	1
2005	22	Huesca	07	Asia	419	Laos	16 a 64	1
2005	22	Huesca	07	Asia	420	Líbano	16 a 64	3
2005	22	Huesca	07	Asia	423	Mongolia	16 a 64	2
2005	22	Huesca	07	Asia	426	Pakistán	16 a 64	24
