Año	Municipio código	Municipio nombre	Incendios	Superficie forestal afectada
2008	22059	Biescas	1	0,6
2008	22060	Binaced	1	1,5
2008	22061	Binéfar	0	0
2008	22062	Bisaurri	0	0
2008	22063	Biscarrués	0	0
2008	22064	Blecua y Torres	2	8,49
2008	22066	Boltaña	0	0
2008	22067	Bonansa	0	0
2008	22068	Borau	0	0
2008	22069	Broto	0	0
2008	22072	Caldearenas	0	0
2008	22074	Campo	0	0
2008	22075	Camporrells	0	0
2008	22076	Canal de Berdún	2	12,11
2008	22077	Candasnos	0	0
2008	22078	Canfranc	0	0
2008	22079	Capdesaso	0	0
2008	22080	Capella	1	0,3
2008	22081	Casbas de Huesca	0	0
2008	22082	Castejón del Puente	1	1
2008	22083	Castejón de Monegros	1	0,05
2008	22084	Castejón de Sos	0	0
2008	22085	Castelflorite	0	0
2008	22086	Castiello de Jaca	0	0
2008	22087	Castigaleu	0	0
2008	22088	Castillazuelo	0	0
2008	22089	Castillonroy	0	0
2008	22090	Colungo	0	0
2008	22094	Chalamera	0	0
2008	22095	Chía	0	0
2008	22096	Chimillas	0	0
2008	22099	Esplús	0	0
2008	22102	Estada	2	9,51
2008	22103	Estadilla	0	0
2008	22105	Estopiñán del Castillo	0	0
2008	22106	Fago	0	0
2008	22107	Fanlo	0	0
2008	22109	Fiscal	0	0
2008	22110	Fonz	0	0
2008	22111	Foradada del Toscar	0	0
2008	22112	Fraga	2	1,6
2008	22113	Fueva (La)	0	0
2008	22114	Gistaín	1	0,8
2008	22115	Grado (El)	2	2,1
2008	22116	Grañén	1	0,5
2008	22117	Graus	0	0
2008	22119	Gurrea de Gállego	2	11,7
2008	22122	Hoz de Jaca	0	0
2008	22124	Huerto	0	0
2008	22125	Huesca	1	0,01
2008	22126	Ibieca	0	0
2008	22127	Igriés	1	1,08
2008	22128	Ilche	0	0
2008	22129	Isábena	0	0
2008	22130	Jaca	1	0,13
2008	22131	Jasa	0	0
2008	22133	Labuerda	0	0
2008	22135	Laluenga	0	0
2008	22136	Lalueza	1	0,01
2008	22137	Lanaja	1	0,15
2008	22139	Laperdiguera	0	0
2008	22141	Lascellas-Ponzano	0	0
2008	22142	Lascuarre	0	0
2008	22143	Laspaúles	0	0
2008	22144	Laspuña	1	0,02
2008	22149	Loarre	4	1,1
2008	22150	Loporzano	0	0
2008	22151	Loscorrales	2	8,65
2008	22155	Monesma y Cajigar	0	0
2008	22156	Monflorite-Lascasas	1	2
2008	22157	Montanuy	0	0
2008	22158	Monzón	2	1,7
2008	22160	Naval	1	0,01
2008	22162	Novales	1	0,03
2008	22163	Nueno	1	0,04
2008	22164	Olvena	0	0
2008	22165	Ontiñena	2	12,91
2008	22167	Osso de Cinca	0	0
2008	22168	Palo	0	0
2008	22170	Panticosa	0	0
2008	22172	Peñalba	0	0
2008	22173	Peñas de Riglos (Las)	0	0
2008	22174	Peralta de Alcofea	1	0,02
2008	22175	Peralta de Calasanz	1	0,01
2008	22176	Peraltilla	0	0
2008	22177	Perarrúa	0	0
2008	22178	Pertusa	0	0
2008	22181	Piracés	0	0
2008	22182	Plan	0	0
2008	22184	Poleñino	0	0
2008	22186	Pozán de Vero	0	0
2008	22187	Puebla de Castro (La)	0	0
2008	22188	Puente de Montañana	0	0
2008	22189	Puértolas	1	0,01
2008	22190	Pueyo de Araguás (El)	0	0
2008	22193	Pueyo de Santa Cruz	0	0
2008	22195	Quicena	0	0
2008	22197	Robres	0	0
2008	22199	Sabiñánigo	0	0
2008	22200	Sahún	0	0
2008	22201	Salas Altas	0	0
2008	22202	Salas Bajas	0	0
2008	22203	Salillas	0	0
2008	22204	Sallent de Gállego	1	3
2008	22205	San Esteban de Litera	0	0
2008	22206	Sangarrén	0	0
2008	22207	San Juan de Plan	0	0
2008	22208	Santa Cilia	0	0
2008	22209	Santa Cruz de la Serós	0	0
2008	22212	Santaliestra y San Quílez	0	0
2008	22213	Sariñena	3	2,18
2008	22214	Secastilla	0	0
2008	22215	Seira	0	0
2008	22217	Sena	0	0
2008	22218	Senés de Alcubierre	0	0
2008	22220	Sesa	0	0
2008	22221	Sesué	0	0
2008	22222	Siétamo	0	0
2008	22223	Sopeira	0	0
2008	22225	Tamarite de Litera	0	0
2008	22226	Tardienta	1	0,96
2008	22227	Tella-Sin	0	0
2008	22228	Tierz	0	0
2008	22229	Tolva	0	0
2008	22230	Torla-Ordesa	2	3,97
2008	22232	Torralba de Aragón	0	0
2008	22233	Torre la Ribera	0	0
2008	22234	Torrente de Cinca	0	0
2008	22235	Torres de Alcanadre	0	0
2008	22236	Torres de Barbués	0	0
2008	22239	Tramaced	0	0
2008	22242	Valfarta	0	0
2008	22243	Valle de Bardají	0	0
2008	22244	Valle de Lierp	0	0
2008	22245	Velilla de Cinca	0	0
2008	22246	Beranuy	0	0
2008	22247	Viacamp y Litera	0	0
2008	22248	Vicién	0	0
2008	22249	Villanova	0	0
2008	22250	Villanúa	1	0,09
2008	22251	Villanueva de Sigena	1	0,2
2008	22252	Yebra de Basa	0	0
2008	22253	Yésero	0	0
2008	22254	Zaidín	1	0,5
2008	22901	Valle de Hecho	0	0
2008	22902	Puente la Reina de Jaca	3	6,13
2008	22903	San Miguel del Cinca	0	0
2008	22904	Sotonera (La)	0	0
2008	22905	Lupiñén-Ortilla	0	0
2008	22906	Santa María de Dulcis	1	0,08
2008	22907	Aínsa-Sobrarbe	0	0
2008	22908	Hoz y Costeán	0	0
2008	22909	Vencillón	0	0
2008	44001	Ababuj	0	0
2008	44002	Abejuela	0	0
2008	44003	Aguatón	0	0
2008	44004	Aguaviva	0	0
2008	44005	Aguilar del Alfambra	0	0
2008	44006	Alacón	0	0
2008	44007	Alba	0	0
2008	44008	Albalate del Arzobispo	1	0,5
2008	44009	Albarracín	4	0,04
2008	44010	Albentosa	0	0
2008	44011	Alcaine	0	0
2008	44012	Alcalá de la Selva	0	0
2008	44013	Alcañiz	4	0,07
2008	44014	Alcorisa	0	0
2008	44016	Alfambra	0	0
2008	44017	Aliaga	4	0,05
2008	44018	Almohaja	1	0,4
2008	44019	Alobras	0	0
2008	44020	Alpeñés	0	0
2008	44021	Allepuz	0	0
2008	44022	Alloza	0	0
2008	44023	Allueva	0	0
2008	44024	Anadón	0	0
2008	44025	Andorra	2	0,02
2008	44026	Arcos de las Salinas	0	0
2008	44027	Arens de Lledó	0	0
2008	44028	Argente	0	0
2008	44029	Ariño	0	0
2008	44031	Azaila	0	0
2008	44032	Bádenas	0	0
2008	44033	Báguena	5	6,44
2008	44034	Bañón	0	0
2008	44035	Barrachina	0	0
2008	44036	Bea	0	0
2008	44037	Beceite	1	0,01
2008	44038	Belmonte de San José	1	0,18
2008	44039	Bello	0	0
2008	44040	Berge	0	0
2008	44041	Bezas	0	0
2008	44042	Blancas	0	0
2008	44043	Blesa	0	0
2008	44044	Bordón	0	0
2008	44045	Bronchales	0	0
2008	44046	Bueña	0	0
2008	44047	Burbáguena	1	0,25
2008	44048	Cabra de Mora	0	0
2008	44049	Calaceite	0	0
2008	44050	Calamocha	3	5,03
2008	44051	Calanda	0	0
2008	44052	Calomarde	0	0
2008	44053	Camañas	0	0
2008	44054	Camarena de la Sierra	1	3,03
2008	44055	Camarillas	0	0
2008	44056	Caminreal	3	1,27
2008	44059	Cantavieja	0	0
2008	44060	Cañada de Benatanduz	0	0
2008	44061	Cañada de Verich (La)	0	0
2008	44062	Cañada Vellida	0	0
2008	44063	Cañizar del Olivar	0	0
2008	44064	Cascante del Río	1	0,98
2008	44065	Castejón de Tornos	0	0
2008	44066	Castel de Cabra	0	0
2008	44067	Castelnou	0	0
2008	44068	Castelserás	0	0
2008	44070	Castellar (El)	0	0
2008	44071	Castellote	2	0,03
2008	44074	Cedrillas	0	0
2008	44075	Celadas	0	0
2008	44076	Cella	6	20,7
2008	44077	Cerollera (La)	0	0
2008	44080	Codoñera (La)	0	0
2008	44082	Corbalán	1	0,41
2008	44084	Cortes de Aragón	0	0
2008	44085	Cosa	0	0
2008	44086	Cretas	1	0,02
2008	44087	Crivillén	0	0
2008	44088	Cuba (La)	0	0
2008	44089	Cubla	0	0
2008	44090	Cucalón	1	0,02
2008	44092	Cuervo (El)	0	0
2008	44093	Cuevas de Almudén	0	0
2008	44094	Cuevas Labradas	0	0
2008	44096	Ejulve	0	0
2008	44097	Escorihuela	0	0
2008	44099	Escucha	0	0
2008	44100	Estercuel	0	0
2008	44101	Ferreruela de Huerva	0	0
2008	44102	Fonfría	0	0
2008	44103	Formiche Alto	0	0
2008	44105	Fórnoles	0	0
2008	44106	Fortanete	0	0
2008	44107	Foz-Calanda	0	0
2008	44108	Fresneda (La)	0	0
2008	44109	Frías de Albarracín	0	0
2008	44110	Fuenferrada	1	1,06
2008	44111	Fuentes Calientes	0	0
2008	44112	Fuentes Claras	0	0
2008	44113	Fuentes de Rubielos	0	0
2008	44114	Fuentespalda	0	0
2008	44115	Galve	0	0
2008	44116	Gargallo	0	0
2008	44117	Gea de Albarracín	0	0
2008	44118	Ginebrosa (La)	0	0
2008	44119	Griegos	0	0
2008	44120	Guadalaviar	0	0
2008	44121	Gúdar	0	0
2008	44122	Híjar	0	0
2008	44123	Hinojosa de Jarque	0	0
2008	44124	Hoz de la Vieja (La)	0	0
2008	44125	Huesa del Común	0	0
2008	44126	Iglesuela del Cid (La)	0	0
2008	44127	Jabaloyas	1	0,5
2008	44128	Jarque de la Val	0	0
2008	44129	Jatiel	0	0
2008	44130	Jorcas	0	0
2008	44131	Josa	0	0
2008	44132	Lagueruela	1	5,16
2008	44133	Lanzuela	0	0
2008	44135	Libros	1	0,6
2008	44136	Lidón	0	0
2008	44137	Linares de Mora	0	0
2008	44138	Loscos	1	1,1
2008	44141	Lledó	0	0
2008	44142	Maicas	0	0
2008	44143	Manzanera	0	0
2008	44144	Martín del Río	0	0
2008	44145	Mas de las Matas	0	0
2008	44146	Mata de los Olmos (La)	2	0,03
2008	44147	Mazaleón	1	0,04
2008	44148	Mezquita de Jarque	0	0
2008	44149	Mirambel	0	0
2008	44150	Miravete de la Sierra	0	0
2008	44151	Molinos	0	0
2008	44152	Monforte de Moyuela	0	0
2008	44153	Monreal del Campo	1	1
2008	44154	Monroyo	1	0,03
2008	44155	Montalbán	2	0,34
2008	44156	Monteagudo del Castillo	0	0
2008	44157	Monterde de Albarracín	0	0
2008	44158	Mora de Rubielos	0	0
2008	44159	Moscardón	0	0
2008	44160	Mosqueruela	0	0
2008	44161	Muniesa	0	0
2008	44163	Noguera de Albarracín	0	0
2008	44164	Nogueras	0	0
2008	44165	Nogueruelas	1	0,03
2008	44167	Obón	1	3,54
2008	44168	Odón	0	0
2008	44169	Ojos Negros	0	0
2008	44171	Olba	0	0
2008	44172	Oliete	1	0,01
2008	44173	Olmos (Los)	0	0
2008	44174	Orihuela del Tremedal	0	0
2008	44175	Orrios	0	0
2008	44176	Palomar de Arroyos	0	0
2008	44177	Pancrudo	0	0
2008	44178	Parras de Castellote (Las)	0	0
2008	44179	Peñarroya de Tastavins	0	0
2008	44180	Peracense	1	3,6
2008	44181	Peralejos	0	0
2008	44182	Perales del Alfambra	1	2,02
2008	44183	Pitarque	1	0,02
2008	44184	Plou	0	0
2008	44185	Pobo (El)	0	0
2008	44187	Portellada (La)	1	0,02
2008	44189	Pozondón	0	0
2008	44190	Pozuel del Campo	0	0
2008	44191	Puebla de Híjar (La)	1	3
2008	44192	Puebla de Valverde (La)	2	0,29
2008	44193	Puertomingalvo	0	0
2008	44194	Ráfales	0	0
2008	44195	Rillo	0	0
2008	44196	Riodeva	0	0
2008	44197	Ródenas	0	0
2008	44198	Royuela	0	0
2008	44199	Rubiales	0	0
2008	44200	Rubielos de la Cérida	0	0
2008	44201	Rubielos de Mora	1	0,02
2008	44203	Salcedillo	0	0
2008	44204	Saldón	0	0
2008	44205	Samper de Calanda	0	0
2008	44206	San Agustín	2	1,82
2008	44207	San Martín del Río	2	1,63
2008	44208	Santa Cruz de Nogueras	1	0,05
2008	44209	Santa Eulalia	0	0
2008	44210	Sarrión	0	0
2008	44211	Segura de los Baños	0	0
2008	44212	Seno	0	0
2008	44213	Singra	0	0
2008	44215	Terriente	0	0
2008	44216	Teruel	2	0,26
2008	44217	Toril y Masegoso	0	0
2008	44218	Tormón	0	0
2008	44219	Tornos	0	0
2008	44220	Torralba de los Sisones	0	0
2008	44221	Torrecilla de Alcañiz	1	0,25
2008	44222	Torrecilla del Rebollar	0	0
2008	44223	Torre de Arcas	0	0
2008	44224	Torre de las Arcas	0	0
2008	44225	Torre del Compte	0	0
2008	44226	Torrelacárcel	0	0
2008	44227	Torre los Negros	0	0
2008	44228	Torremocha de Jiloca	0	0
2008	44229	Torres de Albarracín	0	0
2008	44230	Torrevelilla	0	0
2008	44231	Torrijas	0	0
2008	44232	Torrijo del Campo	0	0
2008	44234	Tramacastiel	2	4,46
2008	44235	Tramacastilla	0	0
2008	44236	Tronchón	0	0
2008	44237	Urrea de Gaén	2	17,32
2008	44238	Utrillas	1	0,13
2008	44239	Valacloche	0	0
2008	44240	Valbona	0	0
2008	44241	Valdealgorfa	0	0
2008	44243	Valdecuenca	0	0
2008	44244	Valdelinares	0	0
2008	44245	Valdeltormo	0	0
2008	44246	Valderrobres	0	0
2008	44247	Valjunquera	0	0
2008	44249	Vallecillo (El)	0	0
2008	44250	Veguillas de la Sierra	0	0
2008	44251	Villafranca del Campo	0	0
2008	44252	Villahermosa del Campo	0	0
2008	44256	Villanueva del Rebollar de la Sierra	0	0
2008	44257	Villar del Cobo	0	0
2008	44258	Villar del Salz	0	0
2008	44260	Villarluengo	3	0,58
2008	44261	Villarquemado	0	0
2008	44262	Villarroya de los Pinares	0	0
2008	44263	Villastar	0	0
2008	44264	Villel	0	0
2008	44265	Vinaceite	0	0
2008	44266	Visiedo	0	0
2008	44267	Vivel del Río Martín	0	0
2008	44268	Zoma (La)	0	0
2008	50001	Abanto	2	0,02
2008	50002	Acered	0	0
2008	50003	Agón	2	1,81
2008	50004	Aguarón	0	0
2008	50005	Aguilón	0	0
2008	50006	Ainzón	1	1,25
2008	50007	Aladrén	0	0
2008	50008	Alagón	0	0
2008	50009	Alarba	0	0
2008	50010	Alberite de San Juan	0	0
2008	50011	Albeta	0	0
2008	50012	Alborge	0	0
2008	50013	Alcalá de Ebro	0	0
2008	50014	Alcalá de Moncayo	0	0
2008	50015	Alconchel de Ariza	0	0
2008	50016	Aldehuela de Liestos	0	0
2008	50017	Alfajarín	2	1,06
2008	50018	Alfamén	0	0
2008	50019	Alforque	0	0
2008	50020	Alhama de Aragón	0	0
2008	50021	Almochuel	0	0
2008	50022	Almolda (La)	1	0,03
2008	50023	Almonacid de la Cuba	0	0
2008	50024	Almonacid de la Sierra	0	0
2008	50025	Almunia de Doña Godina (La)	0	0
2008	50026	Alpartir	2	0,07
2008	50027	Ambel	0	0
2008	50028	Anento	0	0
2008	50029	Aniñón	0	0
2008	50030	Añón de Moncayo	0	0
2008	50031	Aranda de Moncayo	0	0
2008	50032	Arándiga	0	0
2008	50033	Ardisa	0	0
2008	50034	Ariza	1	0,53
2008	50035	Artieda	0	0
2008	50036	Asín	0	0
2008	50037	Atea	0	0
2008	50038	Ateca	3	4,8
2008	50039	Azuara	0	0
2008	50040	Badules	0	0
2008	50041	Bagüés	0	0
2008	50042	Balconchán	0	0
2008	50043	Bárboles	0	0
2008	50044	Bardallur	0	0
2008	50045	Belchite	0	0
2008	50046	Belmonte de Gracián	0	0
2008	50047	Berdejo	0	0
2008	50048	Berrueco	0	0
2008	50050	Bijuesca	0	0
2008	50051	Biota	1	0,84
2008	50052	Bisimbre	0	0
2008	50053	Boquiñeni	2	1,2
2008	50054	Bordalba	0	0
2008	50055	Borja	0	0
2008	50056	Botorrita	1	0,06
2008	50057	Brea de Aragón	0	0
2008	50058	Bubierca	1	0,82
2008	50059	Bujaraloz	1	0,15
2008	50060	Bulbuente	0	0
2008	50061	Bureta	0	0
2008	50062	Burgo de Ebro (El)	3	0,2
2008	50063	Buste (El)	0	0
2008	50064	Cabañas de Ebro	2	1,85
2008	50065	Cabolafuente	1	0,48
2008	50066	Cadrete	0	0
2008	50067	Calatayud	1	0,02
2008	50068	Calatorao	2	9,55
2008	50069	Calcena	0	0
2008	50070	Calmarza	0	0
2008	50071	Campillo de Aragón	0	0
2008	50072	Carenas	3	17,62
2008	50073	Cariñena	0	0
2008	50074	Caspe	2	1,26
2008	50075	Castejón de Alarba	0	0
2008	50076	Castejón de las Armas	1	1,67
2008	50077	Castejón de Valdejasa	0	0
2008	50078	Castiliscar	1	3,6
2008	50079	Cervera de la Cañada	0	0
2008	50080	Cerveruela	0	0
2008	50081	Cetina	2	5,77
2008	50082	Cimballa	0	0
2008	50083	Cinco Olivas	0	0
2008	50084	Clarés de Ribota	0	0
2008	50085	Codo	2	5,35
2008	50086	Codos	1	0,04
2008	50087	Contamina	1	1,34
2008	50088	Cosuenda	0	0
2008	50089	Cuarte de Huerva	0	0
2008	50090	Cubel	0	0
2008	50091	Cuerlas (Las)	0	0
2008	50092	Chiprana	1	0,07
2008	50093	Chodes	1	0,54
2008	50094	Daroca	0	0
2008	50095	Ejea de los Caballeros	13	13,5
2008	50096	Embid de Ariza	1	0,78
2008	50098	Encinacorba	0	0
2008	50099	Épila	1	0,28
2008	50100	Erla	2	0,1
2008	50101	Escatrón	1	0,02
2008	50102	Fabara	3	1,82
2008	50104	Farlete	0	0
2008	50105	Fayón	0	0
2008	50106	Fayos (Los)	0	0
2008	50107	Figueruelas	0	0
2008	50108	Fombuena	0	0
2008	50109	Frago (El)	0	0
2008	50110	Frasno (El)	2	10,04
2008	50111	Fréscano	0	0
2008	50113	Fuendejalón	0	0
2008	50114	Fuendetodos	0	0
2008	50115	Fuentes de Ebro	4	3,79
2008	50116	Fuentes de Jiloca	0	0
2008	50117	Gallocanta	0	0
2008	50118	Gallur	0	0
2008	50119	Gelsa	0	0
2008	50120	Godojos	1	1,14
2008	50121	Gotor	1	0,5
2008	50122	Grisel	0	0
2008	50123	Grisén	1	1,5
2008	50124	Herrera de los Navarros	1	1,9
2008	50125	Ibdes	1	5,89
2008	50126	Illueca	1	0,18
2008	50128	Isuerre	0	0
2008	50129	Jaraba	1	0,26
2008	50130	Jarque de Moncayo	3	5,75
2008	50131	Jaulín	0	0
2008	50132	Joyosa (La)	0	0
2008	50133	Lagata	9	7
2008	50134	Langa del Castillo	0	0
2008	50135	Layana	0	0
2008	50136	Lécera	0	0
2008	50137	Leciñena	0	0
2008	50138	Lechón	0	0
2008	50139	Letux	3	0,33
2008	50140	Litago	0	0
2008	50141	Lituénigo	0	0
2008	50142	Lobera de Onsella	0	0
2008	50143	Longares	2	0,89
2008	50144	Longás	0	0
2008	50146	Lucena de Jalón	0	0
2008	50147	Luceni	1	8,73
2008	50148	Luesia	0	0
2008	50149	Luesma	0	0
2008	50150	Lumpiaque	0	0
2008	50151	Luna	0	0
2008	50152	Maella	2	0,43
2008	50153	Magallón	1	0,25
2008	50154	Mainar	0	0
2008	50155	Malanquilla	0	0
2008	50156	Maleján	0	0
2008	50157	Malón	0	0
2008	50159	Maluenda	0	0
2008	50160	Mallén	7	10,96
2008	50161	Manchones	0	0
2008	50162	Mara	0	0
2008	50163	María de Huerva	5	1,06
2008	50164	Mediana de Aragón	0	0
2008	50165	Mequinenza	0	0
2008	50166	Mesones de Isuela	0	0
2008	50167	Mezalocha	0	0
2008	50168	Mianos	0	0
2008	50169	Miedes de Aragón	0	0
2008	50170	Monegrillo	0	0
2008	50171	Moneva	0	0
2008	50172	Monreal de Ariza	2	1,16
2008	50173	Monterde	0	0
2008	50174	Montón	0	0
2008	50175	Morata de Jalón	0	0
2008	50176	Morata de Jiloca	0	0
2008	50177	Morés	2	0,13
2008	50178	Moros	0	0
2008	50179	Moyuela	0	0
2008	50180	Mozota	2	0,08
2008	50181	Muel	0	0
2008	50182	Muela (La)	0	0
2008	50183	Munébrega	0	0
2008	50184	Murero	1	1
2008	50185	Murillo de Gállego	1	0,17
2008	50186	Navardún	0	0
2008	50187	Nigüella	1	0,8
2008	50188	Nombrevilla	0	0
2008	50189	Nonaspe	3	4,83
2008	50190	Novallas	0	0
2008	50191	Novillas	1	0,06
2008	50192	Nuévalos	1	0,02
2008	50193	Nuez de Ebro	0	0
2008	50194	Olvés	0	0
2008	50195	Orcajo	0	0
2008	50196	Orera	0	0
2008	50197	Orés	0	0
2008	50198	Oseja	0	0
2008	50199	Osera de Ebro	2	0,3
2008	50200	Paniza	1	0,9
2008	50201	Paracuellos de Jiloca	0	0
2008	50202	Paracuellos de la Ribera	0	0
2008	50203	Pastriz	1	0,07
2008	50204	Pedrola	0	0
2008	50205	Pedrosas (Las)	0	0
2008	50206	Perdiguera	0	0
2008	50207	Piedratajada	0	0
2008	50208	Pina de Ebro	2	5,37
2008	50209	Pinseque	0	0
2008	50210	Pintanos (Los)	0	0
2008	50211	Plasencia de Jalón	0	0
2008	50212	Pleitas	0	0
2008	50213	Plenas	0	0
2008	50214	Pomer	0	0
2008	50215	Pozuel de Ariza	0	0
2008	50216	Pozuelo de Aragón	0	0
2008	50217	Pradilla de Ebro	1	0,2
2008	50218	Puebla de Albortón	0	0
2008	50219	Puebla de Alfindén (La)	0	0
2008	50220	Puendeluna	0	0
2008	50221	Purujosa	0	0
2008	50222	Quinto	2	0,08
2008	50223	Remolinos	0	0
2008	50224	Retascón	0	0
2008	50225	Ricla	5	2,63
2008	50227	Romanos	0	0
2008	50228	Rueda de Jalón	0	0
2008	50229	Ruesca	0	0
2008	50230	Sádaba	7	12,64
2008	50231	Salillas de Jalón	0	0
2008	50232	Salvatierra de Esca	0	0
2008	50233	Samper del Salz	1	0,35
2008	50234	San Martín de la Virgen de Moncayo	0	0
2008	50235	San Mateo de Gállego	1	1,06
2008	50236	Santa Cruz de Grío	0	0
2008	50237	Santa Cruz de Moncayo	0	0
2008	50238	Santa Eulalia de Gállego	0	0
2008	50239	Santed	0	0
2008	50240	Sástago	2	4,06
2008	50241	Saviñán	0	0
2008	50242	Sediles	0	0
2008	50243	Sestrica	0	0
2008	50244	Sierra de Luna	0	0
2008	50245	Sigüés	0	0
2008	50246	Sisamón	0	0
2008	50247	Sobradiel	3	1,75
2008	50248	Sos del Rey Católico	1	0,9
2008	50249	Tabuenca	0	0
2008	50250	Talamantes	0	0
2008	50251	Tarazona	2	5,1
2008	50252	Tauste	2	1,08
2008	50253	Terrer	1	0,02
2008	50254	Tierga	0	0
2008	50255	Tobed	0	0
2008	50256	Torralba de los Frailes	0	0
2008	50257	Torralba de Ribota	1	14,73
2008	50258	Torralbilla	0	0
2008	50259	Torrehermosa	0	0
2008	50260	Torrelapaja	0	0
2008	50261	Torrellas	0	0
2008	50262	Torres de Berrellén	0	0
2008	50263	Torrijo de la Cañada	1	8,03
2008	50264	Tosos	0	0
2008	50265	Trasmoz	0	0
2008	50266	Trasobares	0	0
2008	50267	Uncastillo	1	0,22
2008	50268	Undués de Lerda	0	0
2008	50269	Urrea de Jalón	0	0
2008	50270	Urriés	0	0
2008	50271	Used	0	0
2008	50272	Utebo	1	0,01
2008	50273	Valdehorna	0	0
2008	50274	Val de San Martín	0	0
2008	50275	Valmadrid	0	0
2008	50276	Valpalmas	0	0
2008	50277	Valtorres	1	1
2008	50278	Velilla de Ebro	0	0
2008	50279	Velilla de Jiloca	0	0
2008	50280	Vera de Moncayo	0	0
2008	50281	Vierlas	1	0,3
2008	50282	Vilueña (La)	0	0
2008	50283	Villadoz	0	0
2008	50284	Villafeliche	0	0
2008	50285	Villafranca de Ebro	0	0
2008	50286	Villalba de Perejil	0	0
2008	50287	Villalengua	0	0
2008	50288	Villanueva de Gállego	1	0,36
2008	50289	Villanueva de Jiloca	1	0,37
2008	50290	Villanueva de Huerva	1	0,06
2008	50291	Villar de los Navarros	0	0
2008	50292	Villarreal de Huerva	1	0,15
2008	50293	Villarroya de la Sierra	2	1,85
2008	50294	Villarroya del Campo	0	0
2008	50295	Vistabella	0	0
2008	50296	Zaida (La)	0	0
2008	50297	Zaragoza	6	0,91
2008	50298	Zuera	7	2527,11
2008	50901	Biel	0	0
2008	50902	Marracos	0	0
2008	50903	Villamayor de Gállego	0	0
2009	22001	Abiego	0	0
2009	22002	Abizanda	1	0,01
2009	22003	Adahuesca	0	0
2009	22004	Agüero	3	1,32
2009	22006	Aísa	0	0
2009	22007	Albalate de Cinca	0	0
2009	22008	Albalatillo	0	0
2009	22009	Albelda	1	0,07
2009	22011	Albero Alto	0	0
2009	22012	Albero Bajo	1	1,5
2009	22013	Alberuela de Tubo	0	0
2009	22014	Alcalá de Gurrea	0	0
2009	22015	Alcalá del Obispo	0	0
2009	22016	Alcampell	0	0
2009	22017	Alcolea de Cinca	2	0,19
2009	22018	Alcubierre	0	0
2009	22019	Alerre	0	0
2009	22020	Alfántega	1	0,3
2009	22021	Almudévar	1	0,06
2009	22022	Almunia de San Juan	0	0
2009	22023	Almuniente	0	0
2009	22024	Alquézar	0	0
2009	22025	Altorricón	0	0
2009	22027	Angüés	0	0
2009	22028	Ansó	0	0
2009	22029	Antillón	0	0
2009	22032	Aragüés del Puerto	0	0
2009	22035	Arén	0	0
2009	22036	Argavieso	0	0
2009	22037	Arguis	1	0,01
2009	22039	Ayerbe	1	0,03
2009	22040	Azanuy-Alins	0	0
2009	22041	Azara	0	0
2009	22042	Azlor	0	0
2009	22043	Baells	2	1
2009	22044	Bailo	2	2,1
2009	22045	Baldellou	2	2,2
2009	22046	Ballobar	1	0,4
2009	22047	Banastás	0	0
2009	22048	Barbastro	1	0,05
2009	22049	Barbués	0	0
2009	22050	Barbuñales	0	0
2009	22051	Bárcabo	0	0
2009	22052	Belver de Cinca	0	0
2009	22053	Benabarre	2	0,3
2009	22054	Benasque	0	0
2009	22055	Berbegal	0	0
2009	22057	Bielsa	0	0
2009	22058	Bierge	2	4,17
2009	22059	Biescas	0	0
2009	22060	Binaced	0	0
2009	22061	Binéfar	0	0
2009	22062	Bisaurri	0	0
2009	22063	Biscarrués	1	0,26
2009	22064	Blecua y Torres	0	0
2009	22066	Boltaña	2	0,21
2009	22067	Bonansa	0	0
2009	22068	Borau	0	0
2009	22069	Broto	0	0
2009	22072	Caldearenas	0	0
2009	22074	Campo	0	0
2009	22075	Camporrells	0	0
2009	22076	Canal de Berdún	0	0
2009	22077	Candasnos	0	0
2009	22078	Canfranc	0	0
2009	22079	Capdesaso	0	0
2009	22080	Capella	0	0
2009	22081	Casbas de Huesca	0	0
2009	22082	Castejón del Puente	0	0
2009	22083	Castejón de Monegros	0	0
2009	22084	Castejón de Sos	0	0
2009	22085	Castelflorite	0	0
2009	22086	Castiello de Jaca	0	0
2009	22087	Castigaleu	1	0,3
2009	22088	Castillazuelo	0	0
2009	22089	Castillonroy	0	0
2009	22090	Colungo	0	0
2009	22094	Chalamera	0	0
2009	22095	Chía	0	0
2009	22096	Chimillas	0	0
2009	22099	Esplús	0	0
2009	22102	Estada	0	0
2009	22103	Estadilla	1	0,01
2009	22105	Estopiñán del Castillo	0	0
2009	22106	Fago	0	0
2009	22107	Fanlo	1	0,06
2009	22109	Fiscal	0	0
2009	22110	Fonz	1	0,17
2009	22111	Foradada del Toscar	0	0
2009	22112	Fraga	3	0,86
2009	22113	Fueva (La)	2	3,18
2009	22114	Gistaín	0	0
2009	22115	Grado (El)	1	0,02
2009	22116	Grañén	2	1,52
2009	22117	Graus	1	0,1
2009	22119	Gurrea de Gállego	5	2,04
2009	22122	Hoz de Jaca	0	0
2009	22124	Huerto	1	0,05
2009	22125	Huesca	1	2
2009	22126	Ibieca	0	0
2009	22127	Igriés	1	0,5
2009	22128	Ilche	0	0
2009	22129	Isábena	2	3,01
2009	22130	Jaca	1	0,01
2009	22131	Jasa	1	0,01
