Año	Dirección Provincial Código	Dirección Provincial Nombre	Sexo	Nº Accidentes	Código	Municipio	Grupo Grado Código	Grupo Grado Código
2017	50	Zaragoza	Hombres	7	50297	Zaragoza	2	Graves o muy graves
2017	50	Zaragoza	Hombres	1	50297	Zaragoza	3	Mortales
2017	50	Zaragoza	Mujeres	862	50297	Zaragoza	1	Leves
2017	50	Zaragoza	Mujeres	4	50297	Zaragoza	2	Graves o muy graves
2017	50	Zaragoza	Hombres	9	50298	Zuera	1	Leves
2017	50	Zaragoza	Mujeres	2	50298	Zuera	1	Leves
2017	50	Zaragoza	Mujeres	2	50903	Villamayor de Gállego	1	Leves
2017	50	Zaragoza	Hombres	4	99999	Municipio del centro de trabajo fuera de Aragón	1	Leves
2017	44	Teruel	Mujeres	1	99999	Municipio del centro de trabajo fuera de Aragón	1	Leves
2017	50	Zaragoza	Mujeres	2	99999	Municipio del centro de trabajo fuera de Aragón	1	Leves
2016	22	Huesca	Hombres	1	22007	Albalate de Cinca	1	Leves
2016	22	Huesca	Mujeres	1	22007	Albalate de Cinca	1	Leves
2016	22	Huesca	Mujeres	1	22021	Almudévar	1	Leves
2016	22	Huesca	Hombres	1	22023	Almuniente	1	Leves
2016	22	Huesca	Mujeres	1	22024	Alquézar	1	Leves
2016	22	Huesca	Hombres	1	22032	Aragüés del Puerto	1	Leves
2016	22	Huesca	Hombres	1	22046	Ballobar	1	Leves
2016	22	Huesca	Hombres	2	22048	Barbastro	1	Leves
2016	22	Huesca	Mujeres	13	22048	Barbastro	1	Leves
2016	22	Huesca	Hombres	7	22052	Belver de Cinca	1	Leves
2016	22	Huesca	Mujeres	2	22054	Benasque	1	Leves
2016	22	Huesca	Mujeres	2	22057	Bielsa	1	Leves
2016	22	Huesca	Mujeres	1	22060	Binaced	1	Leves
2016	22	Huesca	Hombres	6	22061	Binéfar	1	Leves
2016	22	Huesca	Mujeres	3	22061	Binéfar	1	Leves
2016	22	Huesca	Mujeres	1	22069	Broto	1	Leves
2016	22	Huesca	Hombres	2	22078	Canfranc	1	Leves
2016	22	Huesca	Hombres	3	22079	Capdesaso	1	Leves
2016	22	Huesca	Mujeres	1	22080	Capella	1	Leves
2016	22	Huesca	Hombres	1	22084	Castejón de Sos	1	Leves
2016	22	Huesca	Mujeres	1	22086	Castiello de Jaca	1	Leves
2016	22	Huesca	Mujeres	1	22099	Esplús	1	Leves
2016	22	Huesca	Mujeres	1	22110	Fonz	1	Leves
2016	22	Huesca	Hombres	6	22112	Fraga	1	Leves
2016	22	Huesca	Hombres	1	22112	Fraga	2	Graves o muy graves
2016	22	Huesca	Mujeres	4	22112	Fraga	1	Leves
2016	22	Huesca	Mujeres	2	22112	Fraga	2	Graves o muy graves
2016	22	Huesca	Mujeres	1	22115	Grado (El)	1	Leves
2016	22	Huesca	Mujeres	2	22116	Grañén	1	Leves
2016	22	Huesca	Mujeres	1	22117	Graus	1	Leves
2016	22	Huesca	Hombres	15	22125	Huesca	1	Leves
2016	22	Huesca	Mujeres	31	22125	Huesca	1	Leves
2016	22	Huesca	Hombres	1	22130	Jaca	1	Leves
2016	22	Huesca	Mujeres	7	22130	Jaca	1	Leves
2016	22	Huesca	Hombres	10	22158	Monzón	1	Leves
2016	22	Huesca	Mujeres	7	22158	Monzón	1	Leves
2016	22	Huesca	Hombres	1	22167	Osso de Cinca	1	Leves
2016	22	Huesca	Hombres	1	22170	Panticosa	1	Leves
2016	22	Huesca	Mujeres	2	22170	Panticosa	1	Leves
2016	22	Huesca	Hombres	1	22172	Peñalba	1	Leves
2016	22	Huesca	Hombres	1	22199	Sabiñánigo	1	Leves
2016	22	Huesca	Hombres	6	22204	Sallent de Gállego	1	Leves
2016	22	Huesca	Mujeres	1	22204	Sallent de Gállego	1	Leves
2016	22	Huesca	Hombres	3	22213	Sariñena	1	Leves
2016	22	Huesca	Mujeres	1	22213	Sariñena	1	Leves
2016	22	Huesca	Mujeres	1	22225	Tamarite de Litera	1	Leves
2016	22	Huesca	Mujeres	1	22226	Tardienta	1	Leves
2016	22	Huesca	Hombres	1	22230	Torla-Ordesa	1	Leves
2016	22	Huesca	Hombres	1	22232	Torralba de Aragón	1	Leves
2016	22	Huesca	Mujeres	1	22233	Torre la Ribera	1	Leves
2016	22	Huesca	Hombres	1	22234	Torrente de Cinca	1	Leves
2016	22	Huesca	Hombres	1	22254	Zaidín	1	Leves
2016	22	Huesca	Mujeres	1	22901	Valle de Hecho	1	Leves
2016	22	Huesca	Hombres	1	22904	Sotonera (La)	1	Leves
2016	22	Huesca	Hombres	2	22907	Aínsa-Sobrarbe	1	Leves
2016	44	Teruel	Hombres	1	44008	Albalate del Arzobispo	1	Leves
2016	44	Teruel	Mujeres	2	44008	Albalate del Arzobispo	1	Leves
2016	44	Teruel	Mujeres	1	44009	Albarracín	1	Leves
2016	44	Teruel	Hombres	8	44013	Alcañiz	1	Leves
2016	44	Teruel	Mujeres	6	44013	Alcañiz	1	Leves
2016	44	Teruel	Hombres	1	44014	Alcorisa	1	Leves
2016	44	Teruel	Hombres	1	44016	Alfambra	1	Leves
2016	44	Teruel	Hombres	1	44025	Andorra	1	Leves
2016	44	Teruel	Mujeres	3	44025	Andorra	1	Leves
2016	44	Teruel	Hombres	6	44029	Ariño	1	Leves
2016	44	Teruel	Hombres	1	44036	Bea	1	Leves
2016	44	Teruel	Mujeres	1	44039	Bello	1	Leves
2016	44	Teruel	Mujeres	1	44047	Burbáguena	1	Leves
2016	44	Teruel	Mujeres	1	44049	Calaceite	1	Leves
2016	44	Teruel	Hombres	2	44050	Calamocha	1	Leves
2016	44	Teruel	Mujeres	2	44050	Calamocha	1	Leves
2016	44	Teruel	Mujeres	1	44051	Calanda	1	Leves
2016	44	Teruel	Mujeres	2	44063	Cañizar del Olivar	1	Leves
2016	44	Teruel	Hombres	1	44067	Castelnou	1	Leves
2016	44	Teruel	Mujeres	1	44074	Cedrillas	1	Leves
2016	44	Teruel	Hombres	4	44076	Cella	1	Leves
2016	44	Teruel	Hombres	1	44114	Fuentespalda	1	Leves
2016	44	Teruel	Mujeres	1	44122	Híjar	1	Leves
2016	44	Teruel	Mujeres	1	44153	Monreal del Campo	1	Leves
2016	44	Teruel	Hombres	1	44154	Monroyo	1	Leves
2016	44	Teruel	Mujeres	1	44182	Perales del Alfambra	1	Leves
2016	44	Teruel	Mujeres	1	44201	Rubielos de Mora	1	Leves
2016	44	Teruel	Hombres	1	44209	Santa Eulalia	2	Graves o muy graves
2016	44	Teruel	Hombres	1	44210	Sarrión	1	Leves
2016	44	Teruel	Hombres	1	44212	Seno	1	Leves
2016	44	Teruel	Hombres	12	44216	Teruel	1	Leves
2016	44	Teruel	Mujeres	32	44216	Teruel	1	Leves
2016	44	Teruel	Mujeres	1	44216	Teruel	2	Graves o muy graves
2016	44	Teruel	Hombres	2	44235	Tramacastilla	1	Leves
2016	44	Teruel	Hombres	2	44238	Utrillas	1	Leves
2016	44	Teruel	Mujeres	1	44238	Utrillas	1	Leves
2016	44	Teruel	Mujeres	1	44243	Valdecuenca	1	Leves
2016	44	Teruel	Hombres	1	44246	Valderrobres	1	Leves
2016	50	Zaragoza	Hombres	2	50008	Alagón	1	Leves
2016	50	Zaragoza	Mujeres	4	50008	Alagón	1	Leves
2016	50	Zaragoza	Hombres	2	50017	Alfajarín	1	Leves
2016	50	Zaragoza	Hombres	2	50025	Almunia de Doña Godina (La)	1	Leves
2016	50	Zaragoza	Mujeres	1	50025	Almunia de Doña Godina (La)	1	Leves
2016	50	Zaragoza	Mujeres	4	50026	Alpartir	1	Leves
2016	50	Zaragoza	Mujeres	1	50034	Ariza	1	Leves
2016	50	Zaragoza	Mujeres	1	50038	Ateca	1	Leves
2016	50	Zaragoza	Mujeres	1	50043	Bárboles	1	Leves
2016	50	Zaragoza	Hombres	3	50055	Borja	1	Leves
2016	50	Zaragoza	Mujeres	4	50055	Borja	1	Leves
2016	50	Zaragoza	Hombres	1	50059	Bujaraloz	1	Leves
2016	50	Zaragoza	Hombres	3	50062	Burgo de Ebro (El)	1	Leves
2016	50	Zaragoza	Mujeres	1	50062	Burgo de Ebro (El)	1	Leves
2016	50	Zaragoza	Hombres	2	50066	Cadrete	1	Leves
2016	50	Zaragoza	Hombres	1	50066	Cadrete	2	Graves o muy graves
2016	50	Zaragoza	Mujeres	2	50066	Cadrete	1	Leves
2016	50	Zaragoza	Hombres	6	50067	Calatayud	1	Leves
2016	50	Zaragoza	Mujeres	10	50067	Calatayud	1	Leves
2016	50	Zaragoza	Hombres	1	50068	Calatorao	1	Leves
2016	50	Zaragoza	Hombres	1	50073	Cariñena	1	Leves
2016	50	Zaragoza	Mujeres	2	50073	Cariñena	1	Leves
2016	50	Zaragoza	Hombres	3	50074	Caspe	1	Leves
2016	50	Zaragoza	Mujeres	3	50074	Caspe	1	Leves
2016	50	Zaragoza	Hombres	9	50089	Cuarte de Huerva	1	Leves
2016	50	Zaragoza	Hombres	1	50089	Cuarte de Huerva	2	Graves o muy graves
2016	50	Zaragoza	Mujeres	8	50089	Cuarte de Huerva	1	Leves
2016	50	Zaragoza	Hombres	8	50095	Ejea de los Caballeros	1	Leves
2016	50	Zaragoza	Hombres	2	50099	Épila	1	Leves
2016	50	Zaragoza	Mujeres	2	50099	Épila	1	Leves
2016	50	Zaragoza	Hombres	1	50101	Escatrón	1	Leves
2016	50	Zaragoza	Hombres	1	50102	Fabara	1	Leves
2016	50	Zaragoza	Mujeres	1	50102	Fabara	1	Leves
2016	50	Zaragoza	Hombres	7	50107	Figueruelas	1	Leves
2016	50	Zaragoza	Mujeres	7	50107	Figueruelas	1	Leves
2016	50	Zaragoza	Hombres	1	50110	Frasno (El)	1	Leves
2016	50	Zaragoza	Hombres	1	50114	Fuendetodos	1	Leves
2016	50	Zaragoza	Hombres	1	50115	Fuentes de Ebro	1	Leves
2016	50	Zaragoza	Mujeres	1	50115	Fuentes de Ebro	1	Leves
2016	50	Zaragoza	Hombres	1	50118	Gallur	1	Leves
2016	50	Zaragoza	Hombres	1	50119	Gelsa	1	Leves
2016	50	Zaragoza	Mujeres	1	50132	Joyosa (La)	1	Leves
2016	50	Zaragoza	Hombres	1	50137	Leciñena	1	Leves
2016	50	Zaragoza	Hombres	1	50147	Luceni	1	Leves
2016	50	Zaragoza	Mujeres	1	50152	Maella	1	Leves
2016	50	Zaragoza	Hombres	1	50153	Magallón	1	Leves
2016	50	Zaragoza	Hombres	1	50160	Mallén	1	Leves
2016	50	Zaragoza	Mujeres	2	50160	Mallén	1	Leves
2016	50	Zaragoza	Hombres	1	50163	María de Huerva	1	Leves
2016	50	Zaragoza	Mujeres	2	50163	María de Huerva	1	Leves
2016	50	Zaragoza	Hombres	1	50165	Mequinenza	1	Leves
2016	50	Zaragoza	Mujeres	1	50165	Mequinenza	1	Leves
2016	50	Zaragoza	Hombres	1	50181	Muel	1	Leves
2016	50	Zaragoza	Mujeres	1	50181	Muel	1	Leves
2016	50	Zaragoza	Hombres	13	50182	Muela (La)	1	Leves
2016	50	Zaragoza	Mujeres	8	50182	Muela (La)	1	Leves
2016	50	Zaragoza	Hombres	1	50193	Nuez de Ebro	1	Leves
2016	50	Zaragoza	Mujeres	1	50199	Osera de Ebro	1	Leves
2016	50	Zaragoza	Hombres	9	50204	Pedrola	1	Leves
2016	50	Zaragoza	Mujeres	5	50204	Pedrola	1	Leves
2016	50	Zaragoza	Hombres	2	50208	Pina de Ebro	1	Leves
2016	50	Zaragoza	Mujeres	3	50208	Pina de Ebro	1	Leves
2016	50	Zaragoza	Hombres	2	50209	Pinseque	1	Leves
2016	50	Zaragoza	Mujeres	3	50209	Pinseque	1	Leves
2016	50	Zaragoza	Mujeres	1	50217	Pradilla de Ebro	1	Leves
2016	50	Zaragoza	Hombres	13	50219	Puebla de Alfindén (La)	1	Leves
2016	50	Zaragoza	Mujeres	6	50219	Puebla de Alfindén (La)	1	Leves
2016	50	Zaragoza	Hombres	1	50222	Quinto	1	Leves
2016	50	Zaragoza	Mujeres	4	50222	Quinto	1	Leves
2016	50	Zaragoza	Hombres	1	50225	Ricla	1	Leves
2016	50	Zaragoza	Mujeres	4	50225	Ricla	1	Leves
2016	50	Zaragoza	Mujeres	1	50230	Sádaba	1	Leves
2016	50	Zaragoza	Mujeres	2	50235	San Mateo de Gállego	1	Leves
2016	50	Zaragoza	Mujeres	1	50240	Sástago	1	Leves
2016	50	Zaragoza	Mujeres	1	50247	Sobradiel	1	Leves
2016	50	Zaragoza	Hombres	4	50251	Tarazona	1	Leves
2016	50	Zaragoza	Mujeres	3	50251	Tarazona	1	Leves
2016	50	Zaragoza	Hombres	3	50252	Tauste	1	Leves
2016	50	Zaragoza	Mujeres	2	50252	Tauste	1	Leves
2016	50	Zaragoza	Hombres	10	50272	Utebo	1	Leves
2016	50	Zaragoza	Mujeres	11	50272	Utebo	1	Leves
2016	50	Zaragoza	Hombres	1	50285	Villafranca de Ebro	1	Leves
2016	50	Zaragoza	Hombres	9	50288	Villanueva de Gállego	1	Leves
2016	50	Zaragoza	Mujeres	8	50288	Villanueva de Gállego	1	Leves
2016	50	Zaragoza	Hombres	1	50294	Villarroya del Campo	1	Leves
2016	50	Zaragoza	Hombres	1	50296	Zaida (La)	1	Leves
2016	50	Zaragoza	Hombres	424	50297	Zaragoza	1	Leves
2016	50	Zaragoza	Hombres	5	50297	Zaragoza	2	Graves o muy graves
2016	50	Zaragoza	Hombres	2	50297	Zaragoza	3	Mortales
2016	50	Zaragoza	Mujeres	795	50297	Zaragoza	1	Leves
2016	50	Zaragoza	Mujeres	3	50297	Zaragoza	2	Graves o muy graves
2016	50	Zaragoza	Hombres	3	50298	Zuera	1	Leves
2016	50	Zaragoza	Mujeres	2	50298	Zuera	1	Leves
2016	50	Zaragoza	Mujeres	1	50903	Villamayor de Gállego	1	Leves
2016	50	Zaragoza	Hombres	1	99999	Municipio del centro de trabajo fuera de Aragón	1	Leves
2016	50	Zaragoza	Mujeres	1	99999	Municipio del centro de trabajo fuera de Aragón	1	Leves
2015	22	Huesca	Hombres	1	22006	Aísa	1	Leves
2015	22	Huesca	Mujeres	1	22006	Aísa	1	Leves
2015	22	Huesca	Mujeres	1	22009	Albelda	1	Leves
2015	22	Huesca	Hombres	1	22021	Almudévar	1	Leves
2015	22	Huesca	Hombres	1	22024	Alquézar	2	Graves o muy graves
2015	22	Huesca	Hombres	2	22025	Altorricón	1	Leves
2015	22	Huesca	Hombres	1	22025	Altorricón	2	Graves o muy graves
2015	22	Huesca	Mujeres	1	22047	Banastás	1	Leves
2015	22	Huesca	Hombres	5	22048	Barbastro	1	Leves
2015	22	Huesca	Mujeres	15	22048	Barbastro	1	Leves
2015	22	Huesca	Mujeres	1	22048	Barbastro	2	Graves o muy graves
2015	22	Huesca	Hombres	2	22052	Belver de Cinca	1	Leves
2015	22	Huesca	Hombres	2	22054	Benasque	1	Leves
2015	22	Huesca	Mujeres	1	22054	Benasque	1	Leves
2015	22	Huesca	Hombres	2	22060	Binaced	1	Leves
2015	22	Huesca	Hombres	9	22061	Binéfar	1	Leves
2015	22	Huesca	Mujeres	2	22061	Binéfar	1	Leves
2015	22	Huesca	Hombres	1	22066	Boltaña	1	Leves
2015	22	Huesca	Mujeres	1	22066	Boltaña	1	Leves
2015	22	Huesca	Mujeres	1	22078	Canfranc	1	Leves
2015	22	Huesca	Hombres	1	22099	Esplús	1	Leves
2015	22	Huesca	Mujeres	2	22099	Esplús	1	Leves
2015	22	Huesca	Mujeres	1	22110	Fonz	1	Leves
2015	22	Huesca	Hombres	12	22112	Fraga	1	Leves
2015	22	Huesca	Mujeres	10	22112	Fraga	1	Leves
2015	22	Huesca	Hombres	1	22116	Grañén	1	Leves
2015	22	Huesca	Hombres	2	22117	Graus	1	Leves
2015	22	Huesca	Mujeres	1	22117	Graus	1	Leves
2015	22	Huesca	Mujeres	1	22119	Gurrea de Gállego	1	Leves
2015	22	Huesca	Hombres	1	22124	Huerto	1	Leves
2015	22	Huesca	Hombres	25	22125	Huesca	1	Leves
2015	22	Huesca	Mujeres	38	22125	Huesca	1	Leves
2015	22	Huesca	Mujeres	6	22130	Jaca	1	Leves
2015	22	Huesca	Hombres	4	22158	Monzón	1	Leves
2015	22	Huesca	Mujeres	6	22158	Monzón	1	Leves
2015	22	Huesca	Hombres	2	22199	Sabiñánigo	1	Leves
2015	22	Huesca	Mujeres	3	22199	Sabiñánigo	1	Leves
2015	22	Huesca	Mujeres	4	22204	Sallent de Gállego	1	Leves
2015	22	Huesca	Hombres	1	22213	Sariñena	1	Leves
2015	22	Huesca	Mujeres	1	22213	Sariñena	1	Leves
2015	22	Huesca	Mujeres	1	22225	Tamarite de Litera	1	Leves
2015	22	Huesca	Mujeres	2	22226	Tardienta	1	Leves
2015	22	Huesca	Hombres	1	22254	Zaidín	1	Leves
2015	22	Huesca	Mujeres	1	22901	Valle de Hecho	1	Leves
2015	50	Zaragoza	Mujeres	1	22902	Puente la Reina de Jaca	1	Leves
2015	44	Teruel	Mujeres	1	44008	Albalate del Arzobispo	1	Leves
2015	44	Teruel	Mujeres	1	44009	Albarracín	1	Leves
2015	44	Teruel	Hombres	2	44013	Alcañiz	1	Leves
2015	44	Teruel	Mujeres	5	44013	Alcañiz	1	Leves
2015	44	Teruel	Mujeres	1	44014	Alcorisa	1	Leves
2015	44	Teruel	Mujeres	2	44025	Andorra	1	Leves
2015	44	Teruel	Mujeres	1	44029	Ariño	1	Leves
2015	44	Teruel	Mujeres	1	44047	Burbáguena	1	Leves
2015	44	Teruel	Hombres	1	44050	Calamocha	1	Leves
2015	44	Teruel	Mujeres	1	44050	Calamocha	1	Leves
2015	44	Teruel	Hombres	1	44051	Calanda	1	Leves
2015	44	Teruel	Mujeres	1	44074	Cedrillas	1	Leves
2015	44	Teruel	Mujeres	1	44077	Cerollera (La)	1	Leves
2015	44	Teruel	Hombres	1	44099	Escucha	1	Leves
2015	44	Teruel	Mujeres	1	44099	Escucha	1	Leves
2015	44	Teruel	Hombres	1	44101	Ferreruela de Huerva	1	Leves
2015	44	Teruel	Mujeres	1	44101	Ferreruela de Huerva	1	Leves
2015	44	Teruel	Mujeres	2	44112	Fuentes Claras	1	Leves
2015	44	Teruel	Mujeres	1	44122	Híjar	1	Leves
2015	50	Zaragoza	Mujeres	1	44144	Martín del Río	1	Leves
2015	44	Teruel	Mujeres	1	44153	Monreal del Campo	1	Leves
2015	44	Teruel	Hombres	1	44183	Pitarque	1	Leves
2015	44	Teruel	Hombres	13	44216	Teruel	1	Leves
2015	44	Teruel	Mujeres	20	44216	Teruel	1	Leves
2015	44	Teruel	Hombres	1	44238	Utrillas	1	Leves
2015	44	Teruel	Mujeres	1	44244	Valdelinares	1	Leves
2015	44	Teruel	Mujeres	1	44246	Valderrobres	1	Leves
2015	50	Zaragoza	Hombres	2	50008	Alagón	1	Leves
2015	50	Zaragoza	Mujeres	4	50008	Alagón	1	Leves
2015	50	Zaragoza	Mujeres	1	50008	Alagón	3	Mortales
2015	50	Zaragoza	Hombres	1	50017	Alfajarín	1	Leves
2015	50	Zaragoza	Mujeres	2	50017	Alfajarín	1	Leves
2015	50	Zaragoza	Hombres	6	50025	Almunia de Doña Godina (La)	1	Leves
2015	50	Zaragoza	Mujeres	4	50025	Almunia de Doña Godina (La)	1	Leves
2015	50	Zaragoza	Hombres	1	50029	Aniñón	1	Leves
2015	50	Zaragoza	Mujeres	1	50036	Asín	1	Leves
2015	50	Zaragoza	Hombres	1	50038	Ateca	1	Leves
2015	50	Zaragoza	Hombres	1	50043	Bárboles	1	Leves
2015	50	Zaragoza	Hombres	1	50057	Brea de Aragón	1	Leves
2015	50	Zaragoza	Mujeres	1	50057	Brea de Aragón	1	Leves
2015	50	Zaragoza	Hombres	1	50059	Bujaraloz	1	Leves
2015	50	Zaragoza	Mujeres	1	50059	Bujaraloz	1	Leves
2015	50	Zaragoza	Mujeres	1	50060	Bulbuente	1	Leves
2015	50	Zaragoza	Hombres	7	50062	Burgo de Ebro (El)	1	Leves
2015	50	Zaragoza	Mujeres	2	50062	Burgo de Ebro (El)	1	Leves
2015	50	Zaragoza	Hombres	2	50066	Cadrete	1	Leves
2015	50	Zaragoza	Mujeres	3	50066	Cadrete	1	Leves
2015	50	Zaragoza	Hombres	5	50067	Calatayud	1	Leves
2015	50	Zaragoza	Mujeres	10	50067	Calatayud	1	Leves
2015	50	Zaragoza	Hombres	6	50073	Cariñena	1	Leves
2015	50	Zaragoza	Mujeres	2	50073	Cariñena	1	Leves
2015	50	Zaragoza	Hombres	1	50074	Caspe	1	Leves
2015	50	Zaragoza	Mujeres	1	50074	Caspe	1	Leves
2015	50	Zaragoza	Hombres	1	50077	Castejón de Valdejasa	1	Leves
2015	50	Zaragoza	Hombres	1	50081	Cetina	1	Leves
2015	50	Zaragoza	Hombres	7	50089	Cuarte de Huerva	1	Leves
2015	50	Zaragoza	Hombres	1	50089	Cuarte de Huerva	2	Graves o muy graves
2015	50	Zaragoza	Mujeres	5	50089	Cuarte de Huerva	1	Leves
2015	50	Zaragoza	Hombres	1	50094	Daroca	1	Leves
2015	50	Zaragoza	Mujeres	1	50094	Daroca	1	Leves
2015	50	Zaragoza	Hombres	13	50095	Ejea de los Caballeros	1	Leves
2015	50	Zaragoza	Hombres	1	50095	Ejea de los Caballeros	2	Graves o muy graves
2015	50	Zaragoza	Mujeres	4	50095	Ejea de los Caballeros	1	Leves
2015	50	Zaragoza	Hombres	1	50099	Épila	1	Leves
2015	50	Zaragoza	Hombres	1	50099	Épila	2	Graves o muy graves
2015	50	Zaragoza	Mujeres	4	50099	Épila	1	Leves
2015	50	Zaragoza	Mujeres	3	50099	Épila	2	Graves o muy graves
2015	50	Zaragoza	Hombres	15	50107	Figueruelas	1	Leves
2015	50	Zaragoza	Mujeres	5	50107	Figueruelas	1	Leves
2015	50	Zaragoza	Hombres	1	50115	Fuentes de Ebro	1	Leves
2015	50	Zaragoza	Mujeres	3	50115	Fuentes de Ebro	1	Leves
2015	50	Zaragoza	Mujeres	1	50118	Gallur	1	Leves
2015	50	Zaragoza	Mujeres	1	50126	Illueca	1	Leves
2015	50	Zaragoza	Hombres	2	50152	Maella	1	Leves
2015	50	Zaragoza	Mujeres	3	50159	Maluenda	1	Leves
2015	50	Zaragoza	Hombres	2	50160	Mallén	1	Leves
2015	50	Zaragoza	Mujeres	2	50163	María de Huerva	1	Leves
2015	50	Zaragoza	Hombres	1	50181	Muel	1	Leves
2015	50	Zaragoza	Hombres	6	50182	Muela (La)	1	Leves
2015	50	Zaragoza	Hombres	1	50182	Muela (La)	2	Graves o muy graves
2015	50	Zaragoza	Mujeres	4	50182	Muela (La)	1	Leves
2015	50	Zaragoza	Hombres	1	50189	Nonaspe	1	Leves
2015	50	Zaragoza	Hombres	1	50201	Paracuellos de Jiloca	1	Leves
2015	50	Zaragoza	Hombres	2	50204	Pedrola	1	Leves
2015	50	Zaragoza	Mujeres	2	50204	Pedrola	1	Leves
2015	50	Zaragoza	Hombres	2	50208	Pina de Ebro	1	Leves
2015	50	Zaragoza	Mujeres	7	50208	Pina de Ebro	1	Leves
2015	50	Zaragoza	Hombres	1	50209	Pinseque	1	Leves
2015	50	Zaragoza	Mujeres	1	50209	Pinseque	1	Leves
2015	50	Zaragoza	Hombres	11	50219	Puebla de Alfindén (La)	1	Leves
2015	50	Zaragoza	Mujeres	3	50219	Puebla de Alfindén (La)	1	Leves
2015	50	Zaragoza	Mujeres	3	50222	Quinto	1	Leves
2015	50	Zaragoza	Hombres	1	50225	Ricla	1	Leves
2015	50	Zaragoza	Mujeres	2	50225	Ricla	1	Leves
2015	50	Zaragoza	Mujeres	2	50230	Sádaba	1	Leves
2015	50	Zaragoza	Hombres	2	50235	San Mateo de Gállego	1	Leves
2015	50	Zaragoza	Mujeres	2	50235	San Mateo de Gállego	1	Leves
2015	50	Zaragoza	Mujeres	4	50247	Sobradiel	1	Leves
2015	50	Zaragoza	Hombres	9	50251	Tarazona	1	Leves
2015	50	Zaragoza	Mujeres	4	50251	Tarazona	1	Leves
2015	50	Zaragoza	Hombres	1	50252	Tauste	1	Leves
2015	50	Zaragoza	Mujeres	1	50252	Tauste	1	Leves
2015	50	Zaragoza	Mujeres	1	50269	Urrea de Jalón	1	Leves
2015	50	Zaragoza	Hombres	3	50272	Utebo	1	Leves
2015	50	Zaragoza	Mujeres	7	50272	Utebo	1	Leves
2015	50	Zaragoza	Mujeres	1	50272	Utebo	2	Graves o muy graves
2015	50	Zaragoza	Hombres	8	50288	Villanueva de Gállego	1	Leves
2015	50	Zaragoza	Mujeres	3	50288	Villanueva de Gállego	1	Leves
2015	50	Zaragoza	Hombres	1	50296	Zaida (La)	1	Leves
2015	50	Zaragoza	Mujeres	1	50296	Zaida (La)	1	Leves
2015	22	Huesca	Hombres	1	50297	Zaragoza	1	Leves
2015	50	Zaragoza	Hombres	400	50297	Zaragoza	1	Leves
2015	50	Zaragoza	Hombres	4	50297	Zaragoza	2	Graves o muy graves
2015	50	Zaragoza	Mujeres	726	50297	Zaragoza	1	Leves
2015	50	Zaragoza	Mujeres	2	50297	Zaragoza	2	Graves o muy graves
2015	50	Zaragoza	Hombres	3	50298	Zuera	1	Leves
2015	50	Zaragoza	Mujeres	1	50298	Zuera	1	Leves
2015	50	Zaragoza	Mujeres	1	50903	Villamayor de Gállego	1	Leves
2015	50	Zaragoza	Mujeres	1	99999	Municipio del centro de trabajo fuera de Aragón	1	Leves
2014	22	Huesca	Mujeres	2	22006	Aísa	1	Leves
2014	22	Huesca	Mujeres	1	22009	Albelda	1	Leves
2014	22	Huesca	Mujeres	1	22016	Alcampell	1	Leves
2014	22	Huesca	Mujeres	1	22017	Alcolea de Cinca	1	Leves
2014	22	Huesca	Hombres	1	22021	Almudévar	1	Leves
2014	22	Huesca	Mujeres	1	22046	Ballobar	1	Leves
2014	22	Huesca	Hombres	4	22048	Barbastro	1	Leves
2014	22	Huesca	Mujeres	9	22048	Barbastro	1	Leves
2014	22	Huesca	Mujeres	1	22053	Benabarre	1	Leves
2014	22	Huesca	Hombres	2	22054	Benasque	1	Leves
2014	22	Huesca	Mujeres	2	22054	Benasque	1	Leves
2014	22	Huesca	Hombres	1	22060	Binaced	1	Leves
2014	22	Huesca	Hombres	2	22061	Binéfar	1	Leves
2014	22	Huesca	Mujeres	3	22061	Binéfar	1	Leves
2014	22	Huesca	Mujeres	1	22066	Boltaña	1	Leves
2014	22	Huesca	Mujeres	1	22067	Bonansa	1	Leves
2014	22	Huesca	Hombres	1	22068	Borau	1	Leves
2014	22	Huesca	Mujeres	1	22078	Canfranc	1	Leves
2014	22	Huesca	Mujeres	1	22080	Capella	1	Leves
2014	22	Huesca	Mujeres	1	22096	Chimillas	1	Leves
2014	22	Huesca	Hombres	8	22112	Fraga	1	Leves
2014	22	Huesca	Mujeres	6	22112	Fraga	1	Leves
2014	22	Huesca	Hombres	1	22115	Grado (El)	1	Leves
2014	22	Huesca	Hombres	1	22117	Graus	1	Leves
2014	22	Huesca	Mujeres	2	22117	Graus	1	Leves
2014	22	Huesca	Hombres	12	22125	Huesca	1	Leves
2014	22	Huesca	Mujeres	35	22125	Huesca	1	Leves
2014	22	Huesca	Hombres	4	22130	Jaca	1	Leves
2014	22	Huesca	Mujeres	6	22130	Jaca	1	Leves
2014	22	Huesca	Hombres	1	22133	Labuerda	1	Leves
2014	22	Huesca	Hombres	1	22136	Lalueza	1	Leves
2014	22	Huesca	Hombres	1	22141	Lascellas-Ponzano	1	Leves
2014	22	Huesca	Hombres	8	22158	Monzón	1	Leves
2014	22	Huesca	Mujeres	5	22158	Monzón	1	Leves
2014	22	Huesca	Mujeres	1	22195	Quicena	1	Leves
2014	22	Huesca	Hombres	1	22199	Sabiñánigo	1	Leves
