Municipio código	Municipio nombre	Explotaciones	Cursos jefe explotación
50100	Erla	11	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50100	Erla	43	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50101	Escatrón	13	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50101	Escatrón	69	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50102	Fabara	37	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50102	Fabara	222	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50104	Farlete	19	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50104	Farlete	67	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50105	Fayón	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50105	Fayón	80	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50106	Fayos (Los)	9	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50107	Figueruelas	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50107	Figueruelas	43	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50108	Fombuena	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50108	Fombuena	12	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50109	Frago (El)	15	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50110	Frasno (El)	14	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50110	Frasno (El)	154	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50111	Fréscano	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50111	Fréscano	29	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50113	Fuendejalón	19	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50113	Fuendejalón	229	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50114	Fuendetodos	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50114	Fuendetodos	26	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50115	Fuentes de Ebro	25	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50115	Fuentes de Ebro	300	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50116	Fuentes de Jiloca	12	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50116	Fuentes de Jiloca	41	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50117	Gallocanta	11	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50117	Gallocanta	32	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50118	Gallur	13	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50118	Gallur	107	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50119	Gelsa	38	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50119	Gelsa	137	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50120	Godojos	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50120	Godojos	19	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50121	Gotor	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50121	Gotor	49	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50122	Grisel	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50122	Grisel	15	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50123	Grisén	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50123	Grisén	18	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50124	Herrera de los Navarros	21	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50124	Herrera de los Navarros	108	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50125	Ibdes	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50125	Ibdes	76	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50126	Illueca	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50126	Illueca	91	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50128	Isuerre	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50128	Isuerre	10	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50129	Jaraba	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50129	Jaraba	26	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50130	Jarque	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50130	Jarque	106	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50131	Jaulín	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50131	Jaulín	43	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50132	Joyosa (La)	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50132	Joyosa (La)	19	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50133	Lagata	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50133	Lagata	19	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50134	Langa del Castillo	17	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50134	Langa del Castillo	47	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50135	Layana	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50135	Layana	3	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50136	Lécera	20	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50136	Lécera	141	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50137	Leciñena	20	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50137	Leciñena	182	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50138	Lechón	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50138	Lechón	10	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50139	Letux	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50139	Letux	70	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50140	Litago	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50140	Litago	19	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50141	Lituénigo	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50141	Lituénigo	21	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50142	Lobera de Onsella	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50142	Lobera de Onsella	12	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50143	Longares	8	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50143	Longares	179	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50144	Longás	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50144	Longás	6	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50146	Lucena de Jalón	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50146	Lucena de Jalón	40	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50147	Luceni	13	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50147	Luceni	40	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50148	Luesia	10	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50148	Luesia	54	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50149	Luesma	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50149	Luesma	9	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50150	Lumpiaque	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50150	Lumpiaque	102	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50151	Luna	45	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50151	Luna	186	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50152	Maella	36	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50152	Maella	358	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50153	Magallón	27	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50153	Magallón	150	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50154	Mainar	8	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50154	Mainar	17	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50155	Malanquilla	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50155	Malanquilla	24	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50156	Maleján	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50156	Maleján	3	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50157	Malón	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50157	Malón	56	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50159	Maluenda	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50159	Maluenda	112	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50160	Mallén	24	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50160	Mallén	136	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50161	Manchones	22	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50162	Mara	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50162	Mara	49	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50163	María de Huerva	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50163	María de Huerva	35	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50164	Mediana de Aragón	8	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50164	Mediana de Aragón	46	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50165	Mequinenza	33	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50165	Mequinenza	302	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50166	Mesones de Isuela	8	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50166	Mesones de Isuela	82	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50167	Mezalocha	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50167	Mezalocha	42	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50168	Mianos	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50168	Mianos	7	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50169	Miedes de Aragón	16	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50169	Miedes de Aragón	96	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50170	Monegrillo	12	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50170	Monegrillo	136	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50171	Moneva	8	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50171	Moneva	50	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50172	Monreal de Ariza	12	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50172	Monreal de Ariza	40	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50173	Monterde	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50173	Monterde	31	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50174	Montón	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50174	Montón	26	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50175	Morata de Jalón	11	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50175	Morata de Jalón	178	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50176	Morata de Jiloca	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50176	Morata de Jiloca	58	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50177	Morés	49	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50178	Moros	11	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50178	Moros	85	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50179	Moyuela	10	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50179	Moyuela	40	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50180	Mozota	14	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50181	Muel	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50181	Muel	98	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50182	Muela (La)	24	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50182	Muela (La)	118	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50183	Munébrega	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50183	Munébrega	105	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50184	Murero	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50184	Murero	26	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50185	Murillo de Gállego	28	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50186	Navardún	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50186	Navardún	22	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50187	Nigüella	21	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50188	Nombrevilla	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50188	Nombrevilla	7	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50189	Nonaspe	21	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50189	Nonaspe	177	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50190	Novallas	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50190	Novallas	108	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50191	Novillas	16	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50191	Novillas	104	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50192	Nuévalos	14	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50193	Nuez de Ebro	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50193	Nuez de Ebro	17	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50194	Olvés	51	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50195	Orcajo	17	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50196	Orera	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50196	Orera	39	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50197	Orés	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50197	Orés	36	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50198	Oseja	12	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50199	Osera de Ebro	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50199	Osera de Ebro	26	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50200	Paniza	40	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50200	Paniza	168	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50201	Paracuellos de Jiloca	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50201	Paracuellos de Jiloca	61	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50202	Paracuellos de la Ribera	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50202	Paracuellos de la Ribera	55	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50203	Pastriz	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50203	Pastriz	43	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50204	Pedrola	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50204	Pedrola	163	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50205	Pedrosas (Las)	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50205	Pedrosas (Las)	20	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50206	Perdiguera	15	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50206	Perdiguera	87	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50207	Piedratajada	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50207	Piedratajada	12	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50208	Pina de Ebro	35	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50208	Pina de Ebro	290	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50209	Pinseque	10	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50209	Pinseque	47	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50210	Pintanos (Los)	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50210	Pintanos (Los)	14	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50211	Plasencia de Jalón	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50211	Plasencia de Jalón	39	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50212	Pleitas	8	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50213	Plenas	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50213	Plenas	33	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50214	Pomer	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50214	Pomer	2	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50215	Pozuel de Ariza	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50215	Pozuel de Ariza	5	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50216	Pozuelo de Aragón	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50216	Pozuelo de Aragón	52	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50217	Pradilla de Ebro	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50217	Pradilla de Ebro	73	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50218	Puebla de Albortón	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50218	Puebla de Albortón	55	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50219	Puebla de Alfindén (La)	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50219	Puebla de Alfindén (La)	39	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50220	Puendeluna	9	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50221	Purujosa	4	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50222	Quinto	27	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50222	Quinto	209	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50223	Remolinos	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50223	Remolinos	62	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50224	Retascón	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50224	Retascón	34	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50225	Ricla	27	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50225	Ricla	312	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50227	Romanos	7	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50227	Romanos	28	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50228	Rueda de Jalón	14	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50228	Rueda de Jalón	97	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50229	Ruesca	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50229	Ruesca	21	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50230	Sádaba	63	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50230	Sádaba	173	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50231	Salillas de Jalón	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50231	Salillas de Jalón	8	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50232	Salvatierra de Esca	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50232	Salvatierra de Esca	17	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50233	Samper del Salz	6	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50234	San Martín de la Virgen de Moncayo	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50234	San Martín de la Virgen de Moncayo	14	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50235	San Mateo de Gállego	20	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50235	San Mateo de Gállego	81	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50236	Santa Cruz de Grío	60	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50237	Santa Cruz de Moncayo	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50237	Santa Cruz de Moncayo	16	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50238	Santa Eulalia de Gállego	17	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50239	Santed	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50239	Santed	16	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50240	Sástago	30	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50240	Sástago	138	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50241	Saviñán	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50241	Saviñán	76	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50242	Sediles	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50242	Sediles	26	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50243	Sestrica	7	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50243	Sestrica	117	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50244	Sierra de Luna	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50244	Sierra de Luna	51	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50245	Sigüés	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50245	Sigüés	17	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50246	Sisamón	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50246	Sisamón	10	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50247	Sobradiel	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50247	Sobradiel	23	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50248	Sos del Rey Católico	29	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50248	Sos del Rey Católico	146	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50249	Tabuenca	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50249	Tabuenca	145	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50250	Talamantes	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50250	Talamantes	8	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50251	Tarazona	13	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50251	Tarazona	309	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50252	Tauste	183	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50252	Tauste	675	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50253	Terrer	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50253	Terrer	59	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50254	Tierga	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50254	Tierga	56	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50255	Tobed	47	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50256	Torralba de los Frailes	7	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50256	Torralba de los Frailes	46	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50257	Torralba de Ribota	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50257	Torralba de Ribota	59	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50258	Torralbilla	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50258	Torralbilla	9	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50259	Torrehermosa	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50259	Torrehermosa	14	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50260	Torrelapaja	8	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50261	Torrellas	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50261	Torrellas	18	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50262	Torres de Berrellén	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50262	Torres de Berrellén	64	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50263	Torrijo de la Cañada	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50263	Torrijo de la Cañada	44	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50264	Tosos	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50264	Tosos	84	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50265	Trasmoz	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50265	Trasmoz	20	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50266	Trasobares	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50266	Trasobares	39	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50267	Uncastillo	30	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50267	Uncastillo	70	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50268	Undués de Lerda	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50268	Undués de Lerda	8	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50269	Urrea de Jalón	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50269	Urrea de Jalón	52	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50270	Urriés	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50270	Urriés	14	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50271	Used	20	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50271	Used	81	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50272	Utebo	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50272	Utebo	57	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50273	Valdehorna	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50273	Valdehorna	16	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50274	Val de San Martín	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50274	Val de San Martín	20	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50275	Valmadrid	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50275	Valmadrid	15	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50276	Valpalmas	7	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50276	Valpalmas	23	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50277	Valtorres	15	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50278	Velilla de Ebro	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50278	Velilla de Ebro	29	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50279	Velilla de Jiloca	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50279	Velilla de Jiloca	22	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50280	Vera de Moncayo	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50280	Vera de Moncayo	63	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50281	Vierlas	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50281	Vierlas	19	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50282	Vilueña (La)	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50282	Vilueña (La)	33	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50283	Villadoz	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50283	Villadoz	22	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50284	Villafeliche	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50284	Villafeliche	21	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50285	Villafranca de Ebro	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50285	Villafranca de Ebro	51	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50286	Villalba de Perejil	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50286	Villalba de Perejil	21	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50287	Villalengua	13	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50287	Villalengua	54	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
