Año	Municipio código	Municipio nombre	Intervalo renta
2013	22901	Valle de Hecho	5
2013	22902	Puente la Reina de Jaca	4
2013	22903	San Miguel del Cinca	4
2013	22904	Sotonera (La)	4
2013	22905	Lupiñén-Ortilla	5
2013	22906	Santa María de Dulcis	3
2013	22907	Aínsa-Sobrarbe	6
2013	22908	Hoz y Costeán	4
2013	22909	Vencillón	4
2013	44001	Ababuj	2
2013	44002	Abejuela	1
2013	44003	Aguatón	4
2013	44004	Aguaviva	3
2013	44005	Aguilar del Alfambra	2
2013	44006	Alacón	2
2013	44007	Alba	2
2013	44008	Albalate del Arzobispo	4
2013	44009	Albarracín	5
2013	44010	Albentosa	4
2013	44011	Alcaine	2
2013	44012	Alcalá de la Selva	5
2013	44013	Alcañiz	5
2013	44014	Alcorisa	5
2013	44016	Alfambra	3
2013	44017	Aliaga	4
2013	44018	Almohaja	1
2013	44019	Alobras	3
2013	44020	Alpeñés	6
2013	44021	Allepuz	1
2013	44022	Alloza	4
2013	44023	Allueva	1
2013	44024	Anadón	2
2013	44025	Andorra	6
2013	44026	Arcos de las Salinas	5
2013	44027	Arens de Lledó	2
2013	44028	Argente	2
2013	44029	Ariño	5
2013	44031	Azaila	3
2013	44032	Bádenas	2
2013	44033	Báguena	2
2013	44034	Bañón	2
2013	44035	Barrachina	3
2013	44036	Bea	5
2013	44037	Beceite	4
2013	44038	Belmonte de San José	4
2013	44039	Bello	3
2013	44040	Berge	4
2013	44041	Bezas	3
2013	44042	Blancas	2
2013	44043	Blesa	2
2013	44044	Bordón	4
2013	44045	Bronchales	4
2013	44046	Bueña	3
2013	44047	Burbáguena	1
2013	44048	Cabra de Mora	6
2013	44049	Calaceite	3
2013	44050	Calamocha	5
2013	44051	Calanda	4
2013	44052	Calomarde	1
2013	44053	Camañas	2
2013	44054	Camarena de la Sierra	3
2013	44055	Camarillas	3
2013	44056	Caminreal	3
2013	44059	Cantavieja	5
2013	44060	Cañada de Benatanduz	4
2013	44061	Cañada de Verich (La)	4
2013	44062	Cañada Vellida	4
2013	44063	Cañizar del Olivar	5
2013	44064	Cascante del Río	3
2013	44065	Castejón de Tornos	1
2013	44066	Castel de Cabra	3
2013	44067	Castelnou	3
2013	44068	Castelserás	4
2013	44070	Castellar (El)	3
2013	44071	Castellote	5
2013	44074	Cedrillas	4
2013	44075	Celadas	3
2013	44076	Cella	4
2013	44077	Cerollera (La)	4
2013	44080	Codoñera (La)	3
2013	44082	Corbalán	4
2013	44084	Cortes de Aragón	5
2013	44085	Cosa	2
2013	44086	Cretas	3
2013	44087	Crivillén	7
2013	44088	Cuba (La)	4
2013	44089	Cubla	2
2013	44090	Cucalón	2
2013	44092	Cuervo (El)	4
2013	44093	Cuevas de Almudén	4
2013	44094	Cuevas Labradas	3
2013	44096	Ejulve	4
2013	44097	Escorihuela	2
2013	44099	Escucha	5
2013	44100	Estercuel	5
2013	44101	Ferreruela de Huerva	3
2013	44102	Fonfría	2
2013	44103	Formiche Alto	3
2013	44105	Fórnoles	1
2013	44106	Fortanete	2
2013	44107	Foz-Calanda	3
2013	44108	Fresneda (La)	3
2013	44109	Frías de Albarracín	2
2013	44110	Fuenferrada	2
2013	44111	Fuentes Calientes	3
2013	44112	Fuentes Claras	1
2013	44113	Fuentes de Rubielos	7
2013	44114	Fuentespalda	3
2013	44115	Galve	4
2013	44116	Gargallo	5
2013	44117	Gea de Albarracín	4
2013	44118	Ginebrosa (La)	3
2013	44119	Griegos	2
2013	44120	Guadalaviar	3
2013	44121	Gúdar	3
2013	44122	Híjar	4
2013	44123	Hinojosa de Jarque	3
2013	44124	Hoz de la Vieja (La)	2
2013	44125	Huesa del Común	2
2013	44126	Iglesuela del Cid (La)	3
2013	44127	Jabaloyas	2
2013	44128	Jarque de la Val	3
2013	44129	Jatiel	3
2013	44130	Jorcas	3
2013	44131	Josa	1
2013	44132	Lagueruela	3
2013	44133	Lanzuela	4
2013	44135	Libros	2
2013	44136	Lidón	3
2013	44137	Linares de Mora	2
2013	44138	Loscos	2
2013	44141	Lledó	3
2013	44142	Maicas	1
2013	44143	Manzanera	4
2013	44144	Martín del Río	4
2013	44145	Mas de las Matas	4
2013	44146	Mata de los Olmos (La)	4
2013	44147	Mazaleón	3
2013	44148	Mezquita de Jarque	4
2013	44149	Mirambel	4
2013	44150	Miravete de la Sierra	1
2013	44151	Molinos	4
2013	44152	Monforte de Moyuela	1
2013	44153	Monreal del Campo	4
2013	44154	Monroyo	3
2013	44155	Montalbán	5
2013	44156	Monteagudo del Castillo	4
2013	44157	Monterde de Albarracín	2
2013	44158	Mora de Rubielos	5
2013	44159	Moscardón	2
2013	44160	Mosqueruela	3
2013	44161	Muniesa	3
2013	44163	Noguera de Albarracín	2
2013	44164	Nogueras	4
2013	44165	Nogueruelas	3
2013	44167	Obón	2
2013	44168	Odón	3
2013	44169	Ojos Negros	3
2013	44171	Olba	4
2013	44172	Oliete	2
2013	44173	Olmos (Los)	3
2013	44174	Orihuela del Tremedal	4
2013	44175	Orrios	3
2013	44176	Palomar de Arroyos	5
2013	44177	Pancrudo	4
2013	44178	Parras de Castellote (Las)	4
2013	44179	Peñarroya de Tastavins	3
2013	44180	Peracense	2
2013	44181	Peralejos	2
2013	44182	Perales del Alfambra	4
2013	44183	Pitarque	2
2013	44184	Plou	1
2013	44185	Pobo (El)	4
2013	44187	Portellada (La)	3
2013	44189	Pozondón	3
2013	44190	Pozuel del Campo	2
2013	44191	Puebla de Híjar (La)	3
2013	44192	Puebla de Valverde (La)	3
2013	44193	Puertomingalvo	4
2013	44194	Ráfales	3
2013	44195	Rillo	2
2013	44196	Riodeva	2
2013	44197	Ródenas	3
2013	44198	Royuela	2
2013	44199	Rubiales	3
2013	44200	Rubielos de la Cérida	1
2013	44201	Rubielos de Mora	4
2013	44203	Salcedillo	5
2013	44204	Saldón	1
2013	44205	Samper de Calanda	3
2013	44206	San Agustín	3
2013	44207	San Martín del Río	2
2013	44208	Santa Cruz de Nogueras	3
2013	44209	Santa Eulalia	4
2013	44210	Sarrión	4
2013	44211	Segura de los Baños	1
2013	44212	Seno	2
2013	44213	Singra	3
2013	44215	Terriente	2
2013	44216	Teruel	6
2013	44217	Toril y Masegoso	2
2013	44218	Tormón	1
2013	44219	Tornos	1
2013	44220	Torralba de los Sisones	3
2013	44221	Torrecilla de Alcañiz	3
2013	44222	Torrecilla del Rebollar	3
2013	44223	Torre de Arcas	4
2013	44224	Torre de las Arcas	2
2013	44225	Torre del Compte	5
2013	44226	Torrelacárcel	2
2013	44227	Torre los Negros	2
2013	44228	Torremocha de Jiloca	2
2013	44229	Torres de Albarracín	3
2013	44230	Torrevelilla	3
2013	44231	Torrijas	4
2013	44232	Torrijo del Campo	3
2013	44234	Tramacastiel	2
2013	44235	Tramacastilla	2
2013	44236	Tronchón	2
2013	44237	Urrea de Gaén	3
2013	44238	Utrillas	5
2013	44239	Valacloche	3
2013	44240	Valbona	4
2013	44241	Valdealgorfa	3
2013	44243	Valdecuenca	4
2013	44244	Valdelinares	1
2013	44245	Valdeltormo	2
2013	44246	Valderrobres	4
2013	44247	Valjunquera	2
2013	44249	Vallecillo (El)	3
2013	44250	Veguillas de la Sierra	1
2013	44251	Villafranca del Campo	3
2013	44252	Villahermosa del Campo	4
2013	44256	Villanueva del Rebollar de la Sierra	4
2013	44257	Villar del Cobo	3
2013	44258	Villar del Salz	2
2013	44260	Villarluengo	3
2013	44261	Villarquemado	3
2013	44262	Villarroya de los Pinares	4
2013	44263	Villastar	4
2013	44264	Villel	2
2013	44265	Vinaceite	3
2013	44266	Visiedo	3
2013	44267	Vivel del Río Martín	2
2013	44268	Zoma (La)	4
2013	50001	Abanto	2
2013	50002	Acered	2
2013	50003	Agón	4
2013	50004	Aguarón	3
2013	50005	Aguilón	1
2013	50006	Ainzón	3
2013	50007	Aladrén	1
2013	50008	Alagón	5
2013	50009	Alarba	2
2013	50010	Alberite de San Juan	3
2013	50011	Albeta	5
2013	50012	Alborge	3
2013	50013	Alcalá de Ebro	4
2013	50014	Alcalá de Moncayo	3
2013	50015	Alconchel de Ariza	3
2013	50016	Aldehuela de Liestos	1
2013	50017	Alfajarín	5
2013	50018	Alfamén	3
2013	50019	Alforque	1
2013	50020	Alhama de Aragón	4
2013	50021	Almochuel	3
2013	50022	Almolda (La)	4
2013	50023	Almonacid de la Cuba	3
2013	50024	Almonacid de la Sierra	4
2013	50025	Almunia de Doña Godina (La)	5
2013	50026	Alpartir	2
2013	50027	Ambel	3
2013	50028	Anento	3
2013	50029	Aniñón	3
2013	50030	Añón de Moncayo	3
2013	50031	Aranda de Moncayo	2
2013	50032	Arándiga	2
2013	50033	Ardisa	3
2013	50034	Ariza	4
2013	50035	Artieda	5
2013	50036	Asín	2
2013	50037	Atea	2
2013	50038	Ateca	4
2013	50039	Azuara	2
2013	50040	Badules	3
2013	50041	Bagüés	3
2013	50042	Balconchán	7
2013	50043	Bárboles	4
2013	50044	Bardallur	3
2013	50045	Belchite	4
2013	50046	Belmonte de Gracián	2
2013	50047	Berdejo	2
2013	50048	Berrueco	4
2013	50050	Bijuesca	1
2013	50051	Biota	3
2013	50052	Bisimbre	3
2013	50053	Boquiñeni	3
2013	50054	Bordalba	3
2013	50055	Borja	5
2013	50056	Botorrita	5
2013	50057	Brea de Aragón	4
2013	50058	Bubierca	2
2013	50059	Bujaraloz	5
2013	50060	Bulbuente	2
2013	50061	Bureta	2
2013	50062	Burgo de Ebro (El)	5
2013	50063	Buste (El)	3
2013	50064	Cabañas de Ebro	3
2013	50065	Cabolafuente	4
2013	50066	Cadrete	5
2013	50067	Calatayud	5
2013	50068	Calatorao	4
2013	50069	Calcena	1
2013	50070	Calmarza	3
2013	50071	Campillo de Aragón	2
2013	50072	Carenas	2
2013	50073	Cariñena	5
2013	50074	Caspe	5
2013	50075	Castejón de Alarba	2
2013	50076	Castejón de las Armas	4
2013	50077	Castejón de Valdejasa	3
2013	50078	Castiliscar	4
2013	50079	Cervera de la Cañada	2
2013	50080	Cerveruela	2
2013	50081	Cetina	3
2013	50082	Cimballa	1
2013	50083	Cinco Olivas	4
2013	50084	Clarés de Ribota	1
2013	50085	Codo	2
2013	50086	Codos	2
2013	50087	Contamina	7
2013	50088	Cosuenda	2
2013	50089	Cuarte de Huerva	6
2013	50090	Cubel	3
2013	50091	Cuerlas (Las)	3
2013	50092	Chiprana	3
2013	50093	Chodes	2
2013	50094	Daroca	5
2013	50095	Ejea de los Caballeros	5
2013	50096	Embid de Ariza	2
2013	50098	Encinacorba	5
2013	50099	Épila	4
2013	50100	Erla	3
2013	50101	Escatrón	5
2013	50102	Fabara	2
2013	50104	Farlete	2
2013	50105	Fayón	4
2013	50106	Fayos (Los)	4
2013	50107	Figueruelas	5
2013	50108	Fombuena	1
2013	50109	Frago (El)	1
2013	50110	Frasno (El)	2
2013	50111	Fréscano	7
2013	50113	Fuendejalón	3
2013	50114	Fuendetodos	5
2013	50115	Fuentes de Ebro	5
2013	50116	Fuentes de Jiloca	3
2013	50117	Gallocanta	3
2013	50118	Gallur	5
2013	50119	Gelsa	4
2013	50120	Godojos	5
2013	50121	Gotor	2
2013	50122	Grisel	3
2013	50123	Grisén	4
2013	50124	Herrera de los Navarros	3
2013	50125	Ibdes	3
2013	50126	Illueca	5
2013	50128	Isuerre	2
2013	50129	Jaraba	3
2013	50130	Jarque de Moncayo	3
2013	50131	Jaulín	3
2013	50132	Joyosa (La)	4
2013	50133	Lagata	2
2013	50134	Langa del Castillo	3
2013	50135	Layana	3
2013	50136	Lécera	2
2013	50137	Leciñena	3
2013	50138	Lechón	4
2013	50139	Letux	2
2013	50140	Litago	2
2013	50141	Lituénigo	5
2013	50142	Lobera de Onsella	2
2013	50143	Longares	3
2013	50144	Longás	2
2013	50146	Lucena de Jalón	4
2013	50147	Luceni	3
2013	50148	Luesia	2
2013	50149	Luesma	1
2013	50150	Lumpiaque	3
2013	50151	Luna	3
2013	50152	Maella	3
2013	50153	Magallón	3
2013	50154	Mainar	5
2013	50155	Malanquilla	2
2013	50156	Maleján	3
2013	50157	Malón	3
2013	50159	Maluenda	3
2013	50160	Mallén	4
2013	50161	Manchones	2
2013	50162	Mara	2
2013	50163	María de Huerva	5
2013	50164	Mediana de Aragón	4
2013	50165	Mequinenza	5
2013	50166	Mesones de Isuela	2
2013	50167	Mezalocha	3
2013	50168	Mianos	3
2013	50169	Miedes de Aragón	2
2013	50170	Monegrillo	2
2013	50171	Moneva	1
2013	50172	Monreal de Ariza	3
2013	50173	Monterde	2
2013	50174	Montón	2
2013	50175	Morata de Jalón	4
2013	50176	Morata de Jiloca	3
2013	50177	Morés	2
2013	50178	Moros	2
2013	50179	Moyuela	2
2013	50180	Mozota	3
2013	50181	Muel	4
2013	50182	Muela (La)	5
2013	50183	Munébrega	2
2013	50184	Murero	3
2013	50185	Murillo de Gállego	4
2013	50186	Navardún	4
2013	50187	Nigüella	1
2013	50188	Nombrevilla	2
2013	50189	Nonaspe	3
2013	50190	Novallas	3
2013	50191	Novillas	3
2013	50192	Nuévalos	5
2013	50193	Nuez de Ebro	5
2013	50194	Olvés	1
2013	50195	Orcajo	4
2013	50196	Orera	2
2013	50197	Orés	2
2013	50198	Oseja	2
2013	50199	Osera de Ebro	4
2013	50200	Paniza	3
2013	50201	Paracuellos de Jiloca	5
2013	50202	Paracuellos de la Ribera	1
2013	50203	Pastriz	5
2013	50204	Pedrola	4
2013	50205	Pedrosas (Las)	3
2013	50206	Perdiguera	4
2013	50207	Piedratajada	4
2013	50208	Pina de Ebro	5
2013	50209	Pinseque	4
2013	50210	Pintanos (Los)	3
2013	50211	Plasencia de Jalón	3
2013	50212	Pleitas	3
2013	50213	Plenas	3
2013	50214	Pomer	3
2013	50215	Pozuel de Ariza	4
2013	50216	Pozuelo de Aragón	4
2013	50217	Pradilla de Ebro	4
2013	50218	Puebla de Albortón	1
2013	50219	Puebla de Alfindén (La)	5
2013	50220	Puendeluna	1
2013	50221	Purujosa	1
2013	50222	Quinto	4
2013	50223	Remolinos	4
2013	50224	Retascón	1
2013	50225	Ricla	3
2013	50227	Romanos	3
2013	50228	Rueda de Jalón	3
2013	50229	Ruesca	2
2013	50230	Sádaba	4
2013	50231	Salillas de Jalón	3
2013	50232	Salvatierra de Esca	5
2013	50233	Samper del Salz	2
2013	50234	San Martín de la Virgen de Moncayo	4
2013	50235	San Mateo de Gállego	5
2013	50236	Santa Cruz de Grío	3
2013	50237	Santa Cruz de Moncayo	4
2013	50238	Santa Eulalia de Gállego	3
2013	50239	Santed	2
2013	50240	Sástago	5
2013	50241	Saviñán	3
2013	50242	Sediles	2
2013	50243	Sestrica	2
2013	50244	Sierra de Luna	4
2013	50245	Sigüés	5
2013	50246	Sisamón	4
2013	50247	Sobradiel	5
2013	50248	Sos del Rey Católico	5
2013	50249	Tabuenca	2
2013	50250	Talamantes	2
2013	50251	Tarazona	5
2013	50252	Tauste	5
2013	50253	Terrer	3
2013	50254	Tierga	3
2013	50255	Tobed	2
2013	50256	Torralba de los Frailes	2
2013	50257	Torralba de Ribota	2
2013	50258	Torralbilla	2
2013	50259	Torrehermosa	4
2013	50260	Torrelapaja	3
2013	50261	Torrellas	3
2013	50262	Torres de Berrellén	4
2013	50263	Torrijo de la Cañada	2
2013	50264	Tosos	1
2013	50265	Trasmoz	2
2013	50266	Trasobares	2
2013	50267	Uncastillo	3
2013	50268	Undués de Lerda	3
2013	50269	Urrea de Jalón	4
2013	50270	Urriés	1
2013	50271	Used	3
2013	50272	Utebo	5
2013	50273	Valdehorna	3
2013	50274	Val de San Martín	2
2013	50275	Valmadrid	1
2013	50276	Valpalmas	3
2013	50277	Valtorres	2
2013	50278	Velilla de Ebro	3
2013	50279	Velilla de Jiloca	2
2013	50280	Vera de Moncayo	3
2013	50281	Vierlas	3
2013	50282	Vilueña (La)	2
2013	50283	Villadoz	3
2013	50284	Villafeliche	2
2013	50285	Villafranca de Ebro	4
2013	50286	Villalba de Perejil	3
2013	50287	Villalengua	2
2013	50288	Villanueva de Gállego	5
2013	50289	Villanueva de Jiloca	3
2013	50290	Villanueva de Huerva	2
2013	50291	Villar de los Navarros	2
2013	50292	Villarreal de Huerva	5
2013	50293	Villarroya de la Sierra	2
2013	50294	Villarroya del Campo	2
2013	50295	Vistabella	2
2013	50296	Zaida (La)	5
2013	50297	Zaragoza	6
2013	50298	Zuera	5
2013	50901	Biel	3
2013	50902	Marracos	2
2013	50903	Villamayor de Gállego	4
2012	22001	Abiego	5
2012	22002	Abizanda	4
2012	22003	Adahuesca	3
2012	22004	Agüero	3
2012	22006	Aísa	7
2012	22007	Albalate de Cinca	4
2012	22008	Albalatillo	2
2012	22009	Albelda	3
2012	22011	Albero Alto	4
2012	22012	Albero Bajo	4
2012	22013	Alberuela de Tubo	4
2012	22014	Alcalá de Gurrea	3
2012	22015	Alcalá del Obispo	5
2012	22016	Alcampell	3
2012	22017	Alcolea de Cinca	5
2012	22018	Alcubierre	3
2012	22019	Alerre	7
2012	22020	Alfántega	3
2012	22021	Almudévar	5
2012	22022	Almunia de San Juan	4
2012	22023	Almuniente	3
2012	22024	Alquézar	5
2012	22025	Altorricón	4
2012	22027	Angüés	4
2012	22028	Ansó	4
2012	22029	Antillón	3
2012	22032	Aragüés del Puerto	3
2012	22035	Arén	5
2012	22036	Argavieso	3
2012	22037	Arguis	5
2012	22039	Ayerbe	5
2012	22040	Azanuy-Alins	3
2012	22041	Azara	3
2012	22042	Azlor	3
2012	22043	Baells	2
2012	22044	Bailo	5
2012	22045	Baldellou	3
2012	22046	Ballobar	4
2012	22047	Banastás	7
2012	22048	Barbastro	6
2012	22049	Barbués	3
2012	22050	Barbuñales	4
2012	22051	Bárcabo	2
2012	22052	Belver de Cinca	4
2012	22053	Benabarre	5
2012	22054	Benasque	7
2012	22055	Berbegal	4
2012	22057	Bielsa	7
2012	22058	Bierge	4
2012	22059	Biescas	7
2012	22060	Binaced	5
2012	22061	Binéfar	5
2012	22062	Bisaurri	4
2012	22063	Biscarrués	3
2012	22064	Blecua y Torres	3
2012	22066	Boltaña	5
2012	22067	Bonansa	4
2012	22068	Borau	3
2012	22069	Broto	6
2012	22072	Caldearenas	4
2012	22074	Campo	7
2012	22075	Camporrells	3
2012	22076	Canal de Berdún	5
2012	22077	Candasnos	5
2012	22078	Canfranc	5
2012	22079	Capdesaso	2
2012	22080	Capella	4
2012	22081	Casbas de Huesca	4
2012	22082	Castejón del Puente	5
2012	22083	Castejón de Monegros	3
2012	22084	Castejón de Sos	5
2012	22085	Castelflorite	2
2012	22086	Castiello de Jaca	5
2012	22087	Castigaleu	5
2012	22088	Castillazuelo	4
2012	22089	Castillonroy	4
2012	22090	Colungo	2
2012	22094	Chalamera	4
2012	22095	Chía	3
2012	22096	Chimillas	6
2012	22099	Esplús	4
2012	22102	Estada	4
2012	22103	Estadilla	5
2012	22105	Estopiñán del Castillo	4
2012	22106	Fago	2
2012	22107	Fanlo	3
2012	22109	Fiscal	5
2012	22110	Fonz	4
2012	22111	Foradada del Toscar	4
2012	22112	Fraga	5
2012	22113	Fueva (La)	5
2012	22114	Gistaín	1
2012	22115	Grado (El)	7
2012	22116	Grañén	4
2012	22117	Graus	5
2012	22119	Gurrea de Gállego	4
2012	22122	Hoz de Jaca	4
2012	22124	Huerto	3
2012	22125	Huesca	7
2012	22126	Ibieca	2
2012	22127	Igriés	5
2012	22128	Ilche	4
2012	22129	Isábena	4
2012	22130	Jaca	7
2012	22131	Jasa	5
2012	22133	Labuerda	6
2012	22135	Laluenga	3
2012	22136	Lalueza	4
2012	22137	Lanaja	3
2012	22139	Laperdiguera	3
2012	22141	Lascellas-Ponzano	5
2012	22142	Lascuarre	5
2012	22143	Laspaúles	4
2012	22144	Laspuña	4
2012	22149	Loarre	3
2012	22150	Loporzano	4
2012	22151	Loscorrales	3
2012	22155	Monesma y Cajigar	2
2012	22156	Monflorite-Lascasas	5
2012	22157	Montanuy	5
2012	22158	Monzón	5
2012	22160	Naval	3
2012	22162	Novales	3
2012	22163	Nueno	7
2012	22164	Olvena	2
2012	22165	Ontiñena	3
2012	22167	Osso de Cinca	3
2012	22168	Palo	4
2012	22170	Panticosa	6
2012	22172	Peñalba	3
2012	22173	Peñas de Riglos (Las)	4
2012	22174	Peralta de Alcofea	4
2012	22175	Peralta de Calasanz	2
2012	22176	Peraltilla	4
2012	22177	Perarrúa	3
2012	22178	Pertusa	3
2012	22181	Piracés	4
2012	22182	Plan	5
2012	22184	Poleñino	4
2012	22186	Pozán de Vero	3
2012	22187	Puebla de Castro (La)	5
2012	22188	Puente de Montañana	5
2012	22189	Puértolas	5
2012	22190	Pueyo de Araguás (El)	3
2012	22193	Pueyo de Santa Cruz	4
2012	22195	Quicena	6
2012	22197	Robres	3
2012	22199	Sabiñánigo	6
2012	22200	Sahún	7
2012	22201	Salas Altas	2
2012	22202	Salas Bajas	5
2012	22203	Salillas	3
2012	22204	Sallent de Gállego	6
2012	22205	San Esteban de Litera	4
2012	22206	Sangarrén	3
2012	22207	San Juan de Plan	5
2012	22208	Santa Cilia	5
2012	22209	Santa Cruz de la Serós	5
2012	22212	Santaliestra y San Quílez	3
2012	22213	Sariñena	5
2012	22214	Secastilla	4
2012	22215	Seira	5
2012	22217	Sena	3
2012	22218	Senés de Alcubierre	4
2012	22220	Sesa	4
2012	22221	Sesué	5
2012	22222	Siétamo	5
2012	22223	Sopeira	4
2012	22225	Tamarite de Litera	5
2012	22226	Tardienta	6
2012	22227	Tella-Sin	5
2012	22228	Tierz	5
2012	22229	Tolva	4
2012	22230	Torla-Ordesa	7
2012	22232	Torralba de Aragón	3
2012	22233	Torre la Ribera	4
2012	22234	Torrente de Cinca	3
2012	22235	Torres de Alcanadre	5
2012	22236	Torres de Barbués	3
2012	22239	Tramaced	5
2012	22242	Valfarta	2
2012	22243	Valle de Bardají	3
2012	22244	Valle de Lierp	3
2012	22245	Velilla de Cinca	3
2012	22246	Beranuy	2
2012	22247	Viacamp y Litera	3
2012	22248	Vicién	5
2012	22249	Villanova	6
2012	22250	Villanúa	7
2012	22251	Villanueva de Sigena	4
2012	22252	Yebra de Basa	4
2012	22253	Yésero	3
2012	22254	Zaidín	4
2012	22901	Valle de Hecho	5
2012	22902	Puente la Reina de Jaca	5
2012	22903	San Miguel del Cinca	4
2012	22904	Sotonera (La)	4
2012	22905	Lupiñén-Ortilla	5
2012	22906	Santa María de Dulcis	3
2012	22907	Aínsa-Sobrarbe	6
2012	22908	Hoz y Costeán	4
2012	22909	Vencillón	4
2012	44001	Ababuj	2
2012	44002	Abejuela	1
2012	44003	Aguatón	3
2012	44004	Aguaviva	3
2012	44005	Aguilar del Alfambra	2
2012	44006	Alacón	2
2012	44007	Alba	2
2012	44008	Albalate del Arzobispo	5
2012	44009	Albarracín	5
2012	44010	Albentosa	4
2012	44011	Alcaine	2
2012	44012	Alcalá de la Selva	5
2012	44013	Alcañiz	5
2012	44014	Alcorisa	5
2012	44016	Alfambra	3
2012	44017	Aliaga	4
2012	44018	Almohaja	1
2012	44019	Alobras	2
2012	44020	Alpeñés	5
2012	44021	Allepuz	1
2012	44022	Alloza	4
2012	44023	Allueva	1
2012	44024	Anadón	2
2012	44025	Andorra	6
2012	44026	Arcos de las Salinas	5
2012	44027	Arens de Lledó	2
2012	44028	Argente	2
2012	44029	Ariño	5
2012	44031	Azaila	3
2012	44032	Bádenas	2
2012	44033	Báguena	2
2012	44034	Bañón	2
2012	44035	Barrachina	3
2012	44036	Bea	5
2012	44037	Beceite	4
2012	44038	Belmonte de San José	3
2012	44039	Bello	3
2012	44040	Berge	5
2012	44041	Bezas	2
2012	44042	Blancas	2
2012	44043	Blesa	2
2012	44044	Bordón	3
2012	44045	Bronchales	4
2012	44046	Bueña	3
2012	44047	Burbáguena	2
2012	44048	Cabra de Mora	6
2012	44049	Calaceite	3
2012	44050	Calamocha	5
2012	44051	Calanda	4
2012	44052	Calomarde	1
2012	44053	Camañas	3
2012	44054	Camarena de la Sierra	3
2012	44055	Camarillas	3
2012	44056	Caminreal	3
2012	44059	Cantavieja	5
2012	44060	Cañada de Benatanduz	4
2012	44061	Cañada de Verich (La)	4
2012	44062	Cañada Vellida	4
2012	44063	Cañizar del Olivar	5
2012	44064	Cascante del Río	3
2012	44065	Castejón de Tornos	1
2012	44066	Castel de Cabra	4
2012	44067	Castelnou	2
2012	44068	Castelserás	4
2012	44070	Castellar (El)	3
2012	44071	Castellote	5
2012	44074	Cedrillas	5
2012	44075	Celadas	3
2012	44076	Cella	4
2012	44077	Cerollera (La)	4
2012	44080	Codoñera (La)	3
2012	44082	Corbalán	4
2012	44084	Cortes de Aragón	5
2012	44085	Cosa	1
2012	44086	Cretas	3
2012	44087	Crivillén	7
2012	44088	Cuba (La)	4
2012	44089	Cubla	2
2012	44090	Cucalón	2
2012	44092	Cuervo (El)	4
2012	44093	Cuevas de Almudén	4
2012	44094	Cuevas Labradas	3
2012	44096	Ejulve	5
2012	44097	Escorihuela	2
2012	44099	Escucha	5
2012	44100	Estercuel	5
2012	44101	Ferreruela de Huerva	2
2012	44102	Fonfría	1
2012	44103	Formiche Alto	4
2012	44105	Fórnoles	1
2012	44106	Fortanete	2
2012	44107	Foz-Calanda	2
2012	44108	Fresneda (La)	3
2012	44109	Frías de Albarracín	2
2012	44110	Fuenferrada	2
2012	44111	Fuentes Calientes	3
2012	44112	Fuentes Claras	1
2012	44113	Fuentes de Rubielos	7
2012	44114	Fuentespalda	3
2012	44115	Galve	4
2012	44116	Gargallo	5
2012	44117	Gea de Albarracín	4
2012	44118	Ginebrosa (La)	2
2012	44119	Griegos	2
2012	44120	Guadalaviar	3
2012	44121	Gúdar	4
2012	44122	Híjar	4
2012	44123	Hinojosa de Jarque	4
2012	44124	Hoz de la Vieja (La)	2
2012	44125	Huesa del Común	2
2012	44126	Iglesuela del Cid (La)	3
2012	44127	Jabaloyas	2
2012	44128	Jarque de la Val	3
2012	44129	Jatiel	3
2012	44130	Jorcas	3
2012	44131	Josa	1
2012	44132	Lagueruela	3
2012	44133	Lanzuela	4
2012	44135	Libros	3
2012	44136	Lidón	3
2012	44137	Linares de Mora	2
2012	44138	Loscos	2
2012	44141	Lledó	3
2012	44142	Maicas	1
2012	44143	Manzanera	4
2012	44144	Martín del Río	5
2012	44145	Mas de las Matas	4
2012	44146	Mata de los Olmos (La)	5
2012	44147	Mazaleón	3
2012	44148	Mezquita de Jarque	4
2012	44149	Mirambel	4
2012	44150	Miravete de la Sierra	3
2012	44151	Molinos	5
2012	44152	Monforte de Moyuela	1
2012	44153	Monreal del Campo	4
2012	44154	Monroyo	3
2012	44155	Montalbán	5
2012	44156	Monteagudo del Castillo	4
2012	44157	Monterde de Albarracín	3
2012	44158	Mora de Rubielos	5
2012	44159	Moscardón	2
2012	44160	Mosqueruela	3
2012	44161	Muniesa	3
2012	44163	Noguera de Albarracín	3
2012	44164	Nogueras	4
2012	44165	Nogueruelas	3
2012	44167	Obón	2
2012	44168	Odón	3
2012	44169	Ojos Negros	4
2012	44171	Olba	3
2012	44172	Oliete	2
2012	44173	Olmos (Los)	4
2012	44174	Orihuela del Tremedal	4
2012	44175	Orrios	3
2012	44176	Palomar de Arroyos	5
2012	44177	Pancrudo	3
2012	44178	Parras de Castellote (Las)	3
2012	44179	Peñarroya de Tastavins	3
2012	44180	Peracense	2
2012	44181	Peralejos	3
2012	44182	Perales del Alfambra	4
2012	44183	Pitarque	2
2012	44184	Plou	1
2012	44185	Pobo (El)	4
2012	44187	Portellada (La)	3
2012	44189	Pozondón	3
2012	44190	Pozuel del Campo	2
2012	44191	Puebla de Híjar (La)	3
2012	44192	Puebla de Valverde (La)	4
2012	44193	Puertomingalvo	4
2012	44194	Ráfales	2
