Año	Municipio código	Municipio nombre	Tipo de presupuesto	Estado de la información	Total gastos	Gastos de personal	Gastos en bienes corrientes y servicios	Gastos financieros	Transferencias corrientes	Inversiones reales	Transferencias de capital	Activos financieros	Pasivos financieros	Fondo de contingencia
2008	50050	Bijuesca	Liquidaciones	Sin información										
2008	50051	Biota	Liquidaciones	Consolidada	2087174,29	330333,23	347273,22	1146,14	85463,52	1227978,79	81136,68	0	13842,71	
2008	50052	Bisimbre	Liquidaciones	Consolidada	357537,08	47307,47	53565,35	2284,81	6085,54	244134,44	0	0	4159,47	
2008	50053	Boquiñeni	Liquidaciones	Consolidada	695487,25	256601,56	147761,16	22670,28	78673,8	181253,65	0	0	8526,8	
2008	50054	Bordalba	Liquidaciones	Sin información										
2008	50055	Borja	Liquidaciones	Consolidada	4916564,6	1596872,97	1583573,29	163618,98	227732,45	1187105,63	0	0	157661,28	
2008	50056	Botorrita	Liquidaciones	Consolidada	726788,24	105322,48	214618,91	6666,65	25021,04	365170,73	0	0	9988,43	
2008	50057	Brea de Aragón	Liquidaciones	Consolidada	1615842,47	440821,21	451214,27	78351,16	54825,3	429551,76	72088,12	0	88990,65	
2008	50058	Bubierca	Liquidaciones	Sin información										
2008	50059	Bujaraloz	Liquidaciones	Consolidada	826201,85	173149,42	413445,5	8601,91	42425,24	188579,78	0	0	0	
2008	50060	Bulbuente	Liquidaciones	Consolidada	433998,07	48187,99	114444,39	0	10677,43	260688,26	0	0	0	
2008	50061	Bureta	Liquidaciones	Consolidada	494988,16	59528,76	103878,32	8996,8	14274,7	286082,2	7603,37	0	14624,01	
2008	50062	Burgo de Ebro (El)	Liquidaciones	Consolidada	5983881,41	479433,46	1654145,62	19898,16	46806,15	3418912,95	305875,89	0	58809,18	
2008	50063	Buste (El)	Liquidaciones	Consolidada	210701,35	40028,38	79868,47	1961,76	0	82824,52	0	0	6018,22	
2008	50064	Cabañas de Ebro	Liquidaciones	Consolidada	710920,33	237963,08	266033,51	25397,52	26424,21	129580,38	0	0	25521,63	
2008	50065	Cabolafuente	Liquidaciones	Sin información										
2008	50066	Cadrete	Liquidaciones	Consolidada	5301261,92	829929,69	1704606,46	51901,72	307299,35	2182385,39	154059,18	0	71080,13	
2008	50067	Calatayud	Liquidaciones	Consolidada	27118354,6	9019619,17	6255322,59	299641,47	1175661,77	9260817,85	241313,23	108044	757934,52	
2008	50068	Calatorao	Liquidaciones	Consolidada	2824187,33	732059,42	802696,99	44475,38	70769,32	920758,1	0	0	253428,12	
2008	50069	Calcena	Liquidaciones	Consolidada	187513,54	23054,17	56123,6	283,44	2003,6	106048,73	0	0	0	
2008	50070	Calmarza	Liquidaciones	Consolidada	254570,9	12891,52	36953,48	2102,2	4552,58	138071,12	0	0	60000	
2008	50071	Campillo de Aragón	Liquidaciones	Consolidada	290700,29	35420,64	42451,06	2026,52	8873,22	195543,07	0	0	6385,78	
2008	50072	Carenas	Liquidaciones	Consolidada	369816,98	75752,98	90822,26	11138,5	2210,94	155541,03	0	0	34351,27	
2008	50073	Cariñena	Liquidaciones	Consolidada	3734037,8	1165059,33	992811,17	90725,46	204280,92	1043344,36	122269,99	0	115546,57	
2008	50074	Caspe	Liquidaciones	Consolidada	9815951,49	4040778,05	2336814,65	185843,91	53174,97	2941195,6	0	0	258144,31	
2008	50075	Castejón de Alarba	Liquidaciones	Sin información										
2008	50076	Castejón de las Armas	Liquidaciones	Consolidada	222641,15	28561,84	108268,64	4309,42	2808,99	78692,26	0	0	0	
2008	50077	Castejón de Valdejasa	Liquidaciones	Consolidada	562346,93	105373,08	146503,1	3844,09	10956,44	284917,08	0	0	10753,14	
2008	50078	Castiliscar	Liquidaciones	Consolidada	706647,21	112031,89	216579,27	26898,77	37962,78	286403,11	0	0	26771,39	
2008	50079	Cervera de la Cañada	Liquidaciones	Consolidada	450866,63	69945,49	149312,21	2900,66	19956,56	164951,71	0	0	43800	
2008	50080	Cerveruela	Liquidaciones	Consolidada	118477,79	13730,53	43405,39	0	0	61341,87	0	0	0	
2008	50081	Cetina	Liquidaciones	Consolidada	1447940,94	148199,25	174212,81	4841,53	6625,56	1114061,79	0	0	0	
2008	50082	Cimballa	Liquidaciones	Consolidada	168202,28	18409,78	40418,81	318,73	6880,87	102174,09	0	0	0	
2008	50083	Cinco Olivas	Liquidaciones	Consolidada	403039,34	21428	43897,32	326,98	19885,64	317501,4	0	0	0	
2008	50084	Clarés de Ribota	Liquidaciones	Sin información										
2008	50085	Codo	Liquidaciones	Consolidada	314475,37	28851,04	49158,44	1528,89	5676,9	213841,89	10467,61	0	4950,6	
2008	50086	Codos	Liquidaciones	Sin información										
2008	50087	Contamina	Liquidaciones	Consolidada	182129,18	2808,39	78795	188,69	15768	84569,1	0	0	0	
2008	50088	Cosuenda	Liquidaciones	Consolidada	820501,69	123255,82	284304,32	18766,73	83185,31	273572,89	0	0	37416,62	
2008	50089	Cuarte de Huerva	Liquidaciones	Consolidada	13863251,66	2944976,47	3655111,6	38434,05	1604682,57	4955682,02	615382,19	0	48982,76	
2008	50090	Cubel	Liquidaciones	Consolidada	684321,76	41058,71	66595,28	573,75	12927,79	563166,23	0	0	0	
2008	50091	Cuerlas (Las)	Liquidaciones	Consolidada	234795,12	15230,89	91145,55	1028,64	4687,66	116300,97	0	0	6401,41	
2008	50092	Chiprana	Liquidaciones	Sin información										
2008	50093	Chodes	Liquidaciones	Consolidada	161290,1	18666,41	47810,93	567,01	21716,74	72529,01	0	0	0	
2008	50094	Daroca	Liquidaciones	Consolidada	4010832,72	1986028,84	1123279,5	103521,9	98662,27	579568,35	0	0	119771,86	
2008	50095	Ejea de los Caballeros	Liquidaciones	Consolidada	23400697,38	5298229,28	6581097,86	291632,77	877767,26	8228253,38	1289687,51	0	834029,32	
2008	50096	Embid de Ariza	Liquidaciones	Consolidada	142880	11627,32	43721,18	9,49	612	86910,01	0	0	0	
2008	50098	Encinacorba	Liquidaciones	Consolidada	392160,76	91987,59	109694,93	158,8	16716,02	173603,42	0	0	0	
2008	50099	Épila	Liquidaciones	Consolidada	5851361,4	1254433,4	1557121,9	207137,27	482347,68	2272623,29	0	0	77697,86	
2008	50100	Erla	Liquidaciones	Consolidada	937499,69	140230,49	138289,46	1986,83	25891,89	622237,93	0	0	8863,09	
2008	50101	Escatrón	Liquidaciones	Consolidada	1859791,51	365664,63	657227,99	5521,44	106459,21	670721,91	8737,95	0	45458,38	
2008	50102	Fabara	Liquidaciones	Consolidada	1383786,23	299658,96	462897,71	15455,18	82562,13	492786,46	0	0	30425,79	
2008	50104	Farlete	Liquidaciones	Consolidada	572793,71	91246,09	165038,88	0	10024,91	306283,83	200	0	0	
2008	50105	Fayón	Liquidaciones	Consolidada	1666368,48	224801,97	314382,81	6699,84	16955,71	718655,69	364044,48	0	20827,98	
2008	50106	Fayos (Los)	Liquidaciones	Consolidada	241479,86	54689,29	62049,32	1247,93	5505,17	115613,08	0	0	2375,07	
2008	50107	Figueruelas	Liquidaciones	Consolidada	3719567,24	642254,64	1172975,91	0	1031192,52	873144,17	0	0	0	
2008	50108	Fombuena	Liquidaciones	Consolidada	162742,21	8751,51	49377,01	0	3948,41	100665,28	0	0	0	
2008	50109	Frago (El)	Liquidaciones	Consolidada	459854,7	21683,46	59496,76	1311,67	33416,75	343946,06	0	0	0	
2008	50110	Frasno (El)	Liquidaciones	Consolidada	749833,51	111161,32	181758,12	9983,62	24708,34	418548,69	0	0	3673,42	
2008	50111	Fréscano	Liquidaciones	Consolidada	424321,89	59392,69	79845,39	1979,52	3029,13	276924,65	0	0	3150,51	
2008	50113	Fuendejalón	Liquidaciones	Sin información										
2008	50114	Fuendetodos	Liquidaciones	Sin información										
2008	50115	Fuentes de Ebro	Liquidaciones	Consolidada	3548200,02	1274580,93	1377208,21	35830,46	202963,62	580830,94	36785,86	0	40000	
2008	50116	Fuentes de Jiloca	Liquidaciones	Sin información										
2008	50117	Gallocanta	Liquidaciones	Consolidada	649607,03	29727,17	113381,29	5784,29	8042,02	470577,25	0	0	22095,01	
2008	50118	Gallur	Liquidaciones	Consolidada	2818412,25	740651,01	923743,16	94654,79	172832,65	723236,59	0	0	163294,05	
2008	50119	Gelsa	Liquidaciones	Consolidada	1655424,23	239408,54	539415,16	16729,48	51832,17	770506,11	0	0	37532,77	
2008	50120	Godojos	Liquidaciones	Consolidada	319237,22	11545,7	58315,29	1028,12	7348,11	241000	0	0	0	
2008	50121	Gotor	Liquidaciones	Consolidada	415962,47	54649,75	106808,07	4553,18	40229,85	204774,82	0	0	4946,8	
2008	50122	Grisel	Liquidaciones	Consolidada	354866,47	43172,77	111612,57	163,83	2222,41	197694,89	0	0	0	
2008	50123	Grisén	Liquidaciones	Consolidada	556091,71	123470,45	156017,2	0	16851,36	259752,7	0	0	0	
2008	50124	Herrera de los Navarros	Liquidaciones	Consolidada	1981619,11	215231,08	233874,17	27413,28	33797,94	594698,46	833674,74	0	42929,44	
2008	50125	Ibdes	Liquidaciones	Consolidada	403622,46	89321,2	189924,67	6706,97	9990,84	88710,43	0	0	18968,35	
2008	50126	Illueca	Liquidaciones	Consolidada	2509823,87	510826,68	582034,63	158335,79	548852,33	451664,93	0	0	258109,51	
2008	50128	Isuerre	Liquidaciones	Consolidada	273343,22	4644,31	43303,53	1090,61	14801,86	209502,91	0	0	0	
2008	50129	Jaraba	Liquidaciones	Consolidada	902885,04	103857,8	204661,29	3803,54	52976,42	537585,99	0	0	0	
2008	50130	Jarque de Moncayo	Liquidaciones	Sin información										
2008	50131	Jaulín	Liquidaciones	Consolidada	501229,58	84572,31	180750,9	3579,57	19568,47	209442,16	0	0	3316,17	
2008	50132	Joyosa (La)	Liquidaciones	Consolidada	1496586,73	281323,14	505995	0	93851,07	615417,52	0	0	0	
2008	50133	Lagata	Liquidaciones	Consolidada	137600,94	31875,32	50942,03	1479,69	0	51077,75	2226,15	0	0	
2008	50134	Langa del Castillo	Liquidaciones	Consolidada	180086,38	34580,61	92203,99	0	8450,03	44851,75	0	0	0	
2008	50135	Layana	Liquidaciones	Consolidada	207107,36	21334,92	56048,99	4309,93	15838,02	106264,6	0	0	3310,9	
2008	50136	Lécera	Liquidaciones	Consolidada	1038308,4	133635,92	231615,91	4659,02	33070,5	626083,11	0	0	9243,94	
2008	50137	Leciñena	Liquidaciones	Consolidada	1619931,1	196445,99	655893,21	7226,72	53199,86	688346,92	0	0	18818,4	
2008	50138	Lechón	Liquidaciones	Consolidada	141316,27	18004,86	36083,12	0	2551,92	84676,37	0	0	0	
2008	50139	Letux	Liquidaciones	Consolidada	621902,38	81596,15	153066,49	8070,01	172202,34	197367,53	0	1946,46	7653,4	
2008	50140	Litago	Liquidaciones	Consolidada	341537,45	60346,16	119513,16	7714,35	3654,04	146311,94	0	0	3997,8	
2008	50141	Lituénigo	Liquidaciones	Sin información										
2008	50142	Lobera de Onsella	Liquidaciones	Consolidada	215826,89	3725,02	32571,02	53,86	15305,35	164171,64	0	0	0	
2008	50143	Longares	Liquidaciones	Consolidada	733461,43	219853,14	196987,75	27904,75	18713,05	246857,04	0	0	23145,7	
2008	50144	Longás	Liquidaciones	Consolidada	57861,59	912,99	30951,26	17,69	12049,5	13930,15	0	0	0	
2008	50146	Lucena de Jalón	Liquidaciones	Consolidada	469607,78	61768,7	152694,53	2438,3	18098,32	234607,93	0	0	0	
2008	50147	Luceni	Liquidaciones	Consolidada	1176911,2	283201,24	324443,55	40575,54	86896,02	403276,21	0	0	38518,64	
2008	50148	Luesia	Liquidaciones	Sin información										
2008	50149	Luesma	Liquidaciones	Sin información										
2008	50150	Lumpiaque	Liquidaciones	Consolidada	1001297,72	181202,24	337053,26	0	33845,96	449196,26	0	0	0	
2008	50151	Luna	Liquidaciones	Consolidada	1176817,98	271304,53	562922,7	3305,53	43916,88	259898,76	18000	0	17469,58	
2008	50152	Maella	Liquidaciones	Consolidada	2873042,49	592103,26	812868,7	49603,01	32957,72	1204238,96	0	0	181270,84	
2008	50153	Magallón	Liquidaciones	Consolidada	2842735,27	405339,47	563550,64	4941,25	102182,71	1744724,29	0	0	21996,91	
2008	50154	Mainar	Liquidaciones	Consolidada	360120,21	8693,35	105715,91	515,34	19626,96	225568,65	0	0	0	
2008	50155	Malanquilla	Liquidaciones	Sin información										
2008	50156	Maleján	Liquidaciones	Consolidada	261998,66	57427,02	55043,74	5962,52	16532,92	118625,9	0	0	8406,56	
2008	50157	Malón	Liquidaciones	Sin información										
2008	50159	Maluenda	Liquidaciones	Sin información										
2008	50160	Mallén	Liquidaciones	Consolidada	2699622,49	753239,12	963114,17	16447,22	169444,68	744857,61	18946,49	0	33573,2	
2008	50161	Manchones	Liquidaciones	Consolidada	280044,23	28586,65	78329,32	352,36	3536,75	169239,15	0	0	0	
2008	50162	Mara	Liquidaciones	Sin información										
2008	50163	María de Huerva	Liquidaciones	Consolidada	3050164,29	544319,34	1252496,69	3,72	293857,13	809824,12	149663,29	0	0	
2008	50164	Mediana de Aragón	Liquidaciones	Consolidada	568529,05	121503,36	197099,96	5703,2	7226,51	229226,02	0	0	7770	
2008	50165	Mequinenza	Liquidaciones	Consolidada	2717511,64	633933,53	993741,21	47795,72	181278,93	801696,79	10217,2	0	48848,26	
2008	50166	Mesones de Isuela	Liquidaciones	Consolidada	286013,51	83633,62	111011,25	2948,4	319,05	83311,73	0	0	4789,46	
2008	50167	Mezalocha	Liquidaciones	Consolidada	393395,19	41927,68	114456,16	9494,2	19759,26	199228,97	0	0	8528,92	
2008	50168	Mianos	Liquidaciones	Consolidada	129388,03	10035,94	46507,31	0	7341,57	65503,21	0	0	0	
2008	50169	Miedes de Aragón	Liquidaciones	Consolidada	574018,3	94111,83	147343,73	5026,94	26545,84	294989,96	0	0	6000	
2008	50170	Monegrillo	Liquidaciones	Consolidada	770052,19	120357,11	288609,3	2539,87	52000	306545,91	0	0	0	
2008	50171	Moneva	Liquidaciones	Consolidada	177407,23	74343,23	54445,42	1382,68	0	46545,21	690,69	0	0	
2008	50172	Monreal de Ariza	Liquidaciones	Sin información										
2008	50173	Monterde	Liquidaciones	Consolidada	588375,33	47139,66	115170,05	5248,94	3584,1	409313,14	0	0	7919,44	
2008	50174	Montón	Liquidaciones	Consolidada	573045,87	54029,1	121873,09	200,36	9538,6	387404,72	0	0	0	
2008	50175	Morata de Jalón	Liquidaciones	Consolidada	2210146,55	485451,01	897393,88	17167,23	220147,85	571986,58	0	0	18000	
2008	50176	Morata de Jiloca	Liquidaciones	Sin información										
2008	50177	Morés	Liquidaciones	Consolidada	670495,98	126906,33	177354,62	26935,33	27360,34	70911,2	0	0	241028,16	
2008	50178	Moros	Liquidaciones	Consolidada	446706,3	139455,48	178800,09	4768,1	3728,49	105793,28	0	0	14160,86	
2008	50179	Moyuela	Liquidaciones	Consolidada	416563,84	73681,9	155427,39	0	8149,01	179305,54	0	0	0	
2008	50180	Mozota	Liquidaciones	Consolidada	317012,6	17996,63	75013,86	5146,28	13217,22	199353,55	0	0	6285,06	
2008	50181	Muel	Liquidaciones	Sin información										
2008	50182	Muela (La)	Liquidaciones	Consolidada	18000539,79	2817186,89	3283546,84	26578,47	6721168,41	5148453,18	3606	0	0	
2008	50183	Munébrega	Liquidaciones	Consolidada	546981,96	81297,85	153458,98	1294,58	9192,29	295427,66	0	0	6310,6	
2008	50184	Murero	Liquidaciones	Consolidada	206779,66	20169,68	46347,12	1026,07	3311,6	135925,19	0	0	0	
2008	50185	Murillo de Gállego	Liquidaciones	Consolidada	211135,27	48923,38	96277,24	3778,82	1190,44	60965,39	0	0	0	
2008	50186	Navardún	Liquidaciones	Consolidada	148666,23	1800	33946,2	198,99	12164,24	100556,8	0	0	0	
2008	50187	Nigüella	Liquidaciones	Consolidada	214718,21	13341,11	40725,46	0	0	160651,64	0	0	0	
2008	50188	Nombrevilla	Liquidaciones	Consolidada	124100,39	19179,65	34658,06	0	801,86	69460,82	0	0	0	
2008	50189	Nonaspe	Liquidaciones	Consolidada	1141580,92	256382,48	314252,01	18619,31	37985,91	454702,62	0	0	59638,59	
2008	50190	Novallas	Liquidaciones	Consolidada	1367173,94	191098,77	309805,19	12408,82	49673,59	769219,54	0	0	34968,03	
2008	50191	Novillas	Liquidaciones	Consolidada	647082,71	142587,92	207590,07	0	19719,91	277184,81	0	0	0	
2008	50192	Nuévalos	Liquidaciones	Consolidada	521711,83	44614,63	197216,03	14213,8	18242,08	220349,53	0	0	27075,76	
2008	50193	Nuez de Ebro	Liquidaciones	Consolidada	1462069,12	225336,52	352877,99	2115,66	47254,87	830714,74	0	0	3769,34	
2008	50194	Olvés	Liquidaciones	Sin información										
2008	50195	Orcajo	Liquidaciones	Sin información										
2008	50196	Orera	Liquidaciones	Consolidada	318745,15	22138,09	58888,29	115,73	8672,82	228930,22	0	0	0	
2008	50197	Orés	Liquidaciones	Consolidada	303330,76	102139,44	51922,77	208,26	485,47	148574,82	0	0	0	
2008	50198	Oseja	Liquidaciones	Consolidada	135695,73	11857,18	51763,13	968,06	0	71107,36	0	0	0	
2008	50199	Osera de Ebro	Liquidaciones	Consolidada	445917,16	97890,9	198543,22	5645,3	3794,84	140042,9	0	0	0	
2008	50200	Paniza	Liquidaciones	Consolidada	965265,93	156419,13	339684,33	5532,72	11556,74	440223,85	0	0	11849,16	
2008	50201	Paracuellos de Jiloca	Liquidaciones	Consolidada	487493,52	145347,89	246789,3	0	0	93209,53	1802,07	0	344,73	
2008	50202	Paracuellos de la Ribera	Liquidaciones	Consolidada	342431,96	86825,8	165044,47	836,17	7323,76	82401,76	0	0	0	
2008	50203	Pastriz	Liquidaciones	Consolidada	1489241,65	246301,98	595816,59	0	52475,14	555453,15	39194,79	0	0	
2008	50204	Pedrola	Liquidaciones	Consolidada	8165204,3	1262546,41	2645853,87	3139,75	118961,78	1256181,38	100000	2776600	1921,11	
2008	50205	Pedrosas (Las)	Liquidaciones	Consolidada	287473,85	29950,5	52791,57	48,4	5005,96	194475,4	0	0	5202,02	
2008	50206	Perdiguera	Liquidaciones	Consolidada	1149585,55	189185,38	416390,37	0	72186,41	471823,39	0	0	0	
2008	50207	Piedratajada	Liquidaciones	Consolidada	367519,51	74779,34	101785,54	973,47	21191,01	168790,15	0	0	0	
2008	50208	Pina de Ebro	Liquidaciones	Consolidada	3539704,63	562033,82	1621107,39	794,76	108415,2	1238939,06	0	0	8414,4	
2008	50209	Pinseque	Liquidaciones	Sin información										
2008	50210	Pintanos (Los)	Liquidaciones	Consolidada	244312,79	10096,83	56833,52	79,35	18410,38	156863,69	0	0	2029,02	
2008	50211	Plasencia de Jalón	Liquidaciones	Consolidada	357051,51	76544,84	192033,1	0	23213,42	59143,45	0	0	6116,7	
2008	50212	Pleitas	Liquidaciones	Consolidada	146423,28	54244,22	47440,31	4894,65	1442,81	38401,29	0	0	0	
2008	50213	Plenas	Liquidaciones	Consolidada	376590,1	52012,53	86330,69	2984,96	0	226581,21	2680,71	0	6000	
2008	50214	Pomer	Liquidaciones	Sin información										
2008	50215	Pozuel de Ariza	Liquidaciones	Sin información										
2008	50216	Pozuelo de Aragón	Liquidaciones	Consolidada	716820,15	58881,16	137825,05	12400,45	12675,21	482574,77	0	0	12463,51	
2008	50217	Pradilla de Ebro	Liquidaciones	Consolidada	1043713,38	152275,57	252827,7	6011,11	94075,02	520368,73	0	0	18155,25	
2008	50218	Puebla de Albortón	Liquidaciones	Consolidada	269055,63	31551,89	63713,9	137,37	4886,87	163256,33	0	0	5509,27	
2008	50219	Puebla de Alfindén (La)	Liquidaciones	Consolidada	5435552,76	1535672,37	2245198,78	29621,07	407036,46	1093532,3	0	0	124491,78	
2008	50220	Puendeluna	Liquidaciones	Consolidada	239375,77	28278,41	42615,52	496,47	1916,8	166068,57	0	0	0	
2008	50221	Purujosa	Liquidaciones	Consolidada	177089,47	10841,79	51462,37	347,41	8779,87	105658,03	0	0	0	
2008	50222	Quinto	Liquidaciones	Consolidada	2381711,64	631845,45	829176,8	2800	46361,44	871527,95	0	0	0	
2008	50223	Remolinos	Liquidaciones	Consolidada	1189051,87	223355,7	349490,88	7984,13	119224,86	474014,92	0	0	14981,38	
2008	50224	Retascón	Liquidaciones	Sin información										
2008	50225	Ricla	Liquidaciones	Consolidada	1892082,66	564976,04	605569,91	32175,67	143619,31	480443,33	9800	0	55498,4	
2008	50227	Romanos	Liquidaciones	Consolidada	183298,98	24487,46	51917,24	0	17235,95	89658,33	0	0	0	
2008	50228	Rueda de Jalón	Liquidaciones	Consolidada	663725,28	90532,7	249695,99	7742,25	23198,95	283593,36	0	0	8962,03	
2008	50229	Ruesca	Liquidaciones	Consolidada	156002,13	15423,67	22563,21	76,23	6787,18	111151,84	0	0	0	
2008	50230	Sádaba	Liquidaciones	Consolidada	2686128,91	650412,98	727322,45	83620,69	521222,09	631354,27	0	0	72196,43	
2008	50231	Salillas de Jalón	Liquidaciones	Consolidada	558797,04	77469,97	148625,95	16018,07	23251,84	273431,21	0	0	20000	
2008	50232	Salvatierra de Esca	Liquidaciones	Consolidada	394005,09	52918,64	82519,25	450	27462,37	229454,83	0	0	1200	
2008	50233	Samper del Salz	Liquidaciones	Consolidada	217862,96	39862,78	27238,53	1961,29	0	147211,63	1588,73	0	0	
2008	50234	San Martín de la Virgen de Moncayo	Liquidaciones	Consolidada	380993,38	57869,43	108295,53	4992,34	9011,8	185866,4	0	0	14957,88	
2008	50235	San Mateo de Gállego	Liquidaciones	Consolidada	6967685,23	916225,58	1230399,16	13746,09	312840,21	4458933,57	0	0	35540,62	
2008	50236	Santa Cruz de Grío	Liquidaciones	Consolidada	167806,49	39447,19	49772,25	2433,44	15878,42	50768,87	0	0	9506,32	
2008	50237	Santa Cruz de Moncayo	Liquidaciones	Consolidada	340987,02	26427,45	58956,24	138,66	3001,89	251082,4	0	0	1380,38	
2008	50238	Santa Eulalia de Gállego	Liquidaciones	Consolidada	277734,53	26649,57	112321,74	2514,58	1052,27	135196,37	0	0	0	
2008	50239	Santed	Liquidaciones	Sin información										
2008	50240	Sástago	Liquidaciones	Consolidada	1510797,21	294313,02	607990,22	27861,64	80767,53	371850,35	0	58997,9	69016,55	
2008	50241	Saviñán	Liquidaciones	Consolidada	699780,18	293059,93	166693,49	17685,16	76950,71	130213,17	0	0	15177,72	
2008	50242	Sediles	Liquidaciones	Consolidada	197537,09	11955,51	86788,61	201	2678,58	95913,39	0	0	0	
2008	50243	Sestrica	Liquidaciones	Consolidada	443917,98	74538,4	178023,35	17016,48	2005,62	121991,9	0	0	50342,23	
2008	50244	Sierra de Luna	Liquidaciones	Consolidada	537461,03	116639,89	128390,93	2455,86	41481,86	236736,84	0	0	11755,65	
2008	50245	Sigüés	Liquidaciones	Consolidada	494345,92	217449,75	182114,13	3513,06	24591,49	60832,48	826,38	0	5018,63	
2008	50246	Sisamón	Liquidaciones	Sin información										
2008	50247	Sobradiel	Liquidaciones	Consolidada	1292822,27	272231,02	378386,77	1139,85	48797,51	587017,07	1950,05	0	3300	
2008	50248	Sos del Rey Católico	Liquidaciones	Consolidada	2885320,67	402820,56	352167	53584,75	67827,33	1912860,36	22091,4	0	73969,27	
2008	50249	Tabuenca	Liquidaciones	Consolidada	438865,73	92792,3	187206,82	9143,55	11876,64	129467,89	0	0	8378,53	
2008	50250	Talamantes	Liquidaciones	Consolidada	152149,41	32572,75	42383,03	213,87	1970,17	75009,59	0	0	0	
2008	50251	Tarazona	Liquidaciones	Consolidada	14665711,89	4697395,63	3616043,78	568978,83	512687,59	3944202,31	191540,36	3006	1131857,39	
2008	50252	Tauste	Liquidaciones	Consolidada	8321625,4	2561143,86	3106552,88	380895,46	229540,78	1254793,1	21555,19	2200	764944,13	
2008	50253	Terrer	Liquidaciones	Consolidada	645552,15	97664,63	324873,03	0	18859,73	204154,76	0	0	0	
2008	50254	Tierga	Liquidaciones	Consolidada	341288,92	50399,88	137885,25	1255,78	4785,43	143957,52	0	0	3005,06	
2008	50255	Tobed	Liquidaciones	Consolidada	811839,04	118851,65	188840,81	0	155362,94	348783,64	0	0	0	
2008	50256	Torralba de los Frailes	Liquidaciones	Sin información										
2008	50257	Torralba de Ribota	Liquidaciones	Consolidada	443118,68	43516,34	77786,11	8433,61	8525,57	290884,59	0	0	13972,46	
2008	50258	Torralbilla	Liquidaciones	Consolidada	145536,98	24805,88	37113,5	0	4145,2	71781,6	7690,8	0	0	
2008	50259	Torrehermosa	Liquidaciones	Sin información										
2008	50260	Torrelapaja	Liquidaciones	Consolidada	191975,57	10537,74	19764,05	25,29	3164,41	158484,08	0	0	0	
2008	50261	Torrellas	Liquidaciones	Consolidada	1303098,12	117497,32	139736,34	2230,01	597572,01	442856,54	0	0	3205,9	
2008	50262	Torres de Berrellén	Liquidaciones	Consolidada	1378843,93	453133,72	421260,66	5675,82	103273,02	395500,71	0	0	0	
2008	50263	Torrijo de la Cañada	Liquidaciones	Consolidada	431422,81	88356,91	126185,72	4950,06	5721,23	199626,41	0	0	6582,48	
2008	50264	Tosos	Liquidaciones	Consolidada	364690,73	53464,2	66055,96	3840,89	18554,19	215684,5	0	0	7090,99	
2008	50265	Trasmoz	Liquidaciones	Consolidada	236989,16	60257,83	37133,49	900,77	3218,94	135478,13	0	0	0	
2008	50266	Trasobares	Liquidaciones	Consolidada	249953,43	16816,36	86863,26	174,24	0	146099,57	0	0	0	
2008	50267	Uncastillo	Liquidaciones	Consolidada	1223186,73	272070,84	398835,32	287,1	42380,92	498161,02	0	0	11451,53	
2008	50268	Undués de Lerda	Liquidaciones	Consolidada	179686,85	22671,88	50292,55	207,61	12267,44	94247,37	0	0	0	
2008	50269	Urrea de Jalón	Liquidaciones	Consolidada	449333,4	90323,3	191880,69	7643	36710,81	116775,6	0	0	6000	
2008	50270	Urriés	Liquidaciones	Consolidada	157611,9	12206,21	36679,36	115,08	14241,23	94370,02	0	0	0	
2008	50271	Used	Liquidaciones	Consolidada	576309,55	80643,04	145985,13	2992,81	17726,92	320210,75	0	0	8750,9	
2008	50272	Utebo	Liquidaciones	Consolidada	13814796,12	4189270,87	5580848,21	152297,27	186197,58	2861036,75	61767,81	17681,8	765695,83	
2008	50273	Valdehorna	Liquidaciones	Sin información										
2008	50274	Val de San Martín	Liquidaciones	Consolidada	121055,63	9511,74	74262,62	0	3455,66	33825,61	0	0	0	
2008	50275	Valmadrid	Liquidaciones	Consolidada	222213,35	21990,8	62549,87	1085,17	11044,98	123992,21	0	0	1550,32	
2008	50276	Valpalmas	Liquidaciones	Consolidada	631927,8	85505,26	58499,8	0	20013,71	467909,03	0	0	0	
2008	50277	Valtorres	Liquidaciones	Consolidada	219372,52	21123,24	41284,25	0	7499,68	149465,35	0	0	0	
2008	50278	Velilla de Ebro	Liquidaciones	Consolidada	781926,25	69799,57	185315,8	9973,1	10327,13	493054,68	0	0	13455,97	
2008	50279	Velilla de Jiloca	Liquidaciones	Sin información										
2008	50280	Vera de Moncayo	Liquidaciones	Consolidada	989394,21	156884,96	156236,1	8996,73	23536,36	618495,98	0	0	25244,08	
2008	50281	Vierlas	Liquidaciones	Consolidada	429279,4	31630,38	73297,33	0	6045,63	318306,06	0	0	0	
2008	50282	Vilueña (La)	Liquidaciones	Consolidada	140540,18	9879,75	48142,64	0	1594,39	80923,4	0	0	0	
2008	50283	Villadoz	Liquidaciones	Consolidada	230066,59	8701,38	70290,76	18875,24	2946,96	127936,44	0	0	1315,81	
2008	50284	Villafeliche	Liquidaciones	Consolidada	314714,14	50841,22	155263,08	1126,36	12361,02	95122,46	0	0	0	
2008	50285	Villafranca de Ebro	Liquidaciones	Consolidada	937867,84	190947,54	354948,91	7029,45	35659,04	329506,93	0	0	19775,97	
2008	50286	Villalba de Perejil	Liquidaciones	Consolidada	131916,9	11734,45	36145,09	0	5949,17	78088,19	0	0	0	
