Año	Población	Municipio código	Municipio nombre
2008	474	50178	Moros
2008	289	50179	Moyuela
2008	117	50180	Mozota
2008	1279	50181	Muel
2008	4419	50182	Muela (La)
2008	440	50183	Munébrega
2008	159	50184	Murero
2008	169	50185	Murillo de Gállego
2008	49	50186	Navardún
2008	87	50187	Nigüella
2008	38	50188	Nombrevilla
2008	1079	50189	Nonaspe
2008	885	50190	Novallas
2008	639	50191	Novillas
2008	353	50192	Nuévalos
2008	754	50193	Nuez de Ebro
2008	120	50194	Olvés
2008	36	50195	Orcajo
2008	128	50196	Orera
2008	107	50197	Orés
2008	52	50198	Oseja
2008	446	50199	Osera de Ebro
2008	798	50200	Paniza
2008	537	50201	Paracuellos de Jiloca
2008	190	50202	Paracuellos de la Ribera
2008	1381	50203	Pastriz
2008	3488	50204	Pedrola
2008	122	50205	Pedrosas (Las)
2008	664	50206	Perdiguera
2008	156	50207	Piedratajada
2008	2552	50208	Pina de Ebro
2008	3252	50209	Pinseque
2008	41	50210	Pintanos (Los)
2008	378	50211	Plasencia de Jalón
2008	57	50212	Pleitas
2008	123	50213	Plenas
2008	31	50214	Pomer
2008	22	50215	Pozuel de Ariza
2008	338	50216	Pozuelo de Aragón
2008	642	50217	Pradilla de Ebro
2008	138	50218	Puebla de Albortón
2008	4687	50219	Puebla de Alfindén (La)
2008	55	50220	Puendeluna
2008	48	50221	Purujosa
2008	2101	50222	Quinto
2008	1198	50223	Remolinos
2008	89	50224	Retascón
2008	3400	50225	Ricla
2008	113	50227	Romanos
2008	361	50228	Rueda de Jalón
2008	78	50229	Ruesca
2008	1696	50230	Sádaba
2008	378	50231	Salillas de Jalón
2008	248	50232	Salvatierra de Esca
2008	107	50233	Samper del Salz
2008	292	50234	San Martín de la Virgen de Moncayo
2008	2895	50235	San Mateo de Gállego
2008	186	50236	Santa Cruz de Grío
2008	135	50237	Santa Cruz de Moncayo
2008	126	50238	Santa Eulalia de Gállego
2008	63	50239	Santed
2008	1138	50240	Sástago
2008	816	50241	Saviñán
2008	101	50242	Sediles
2008	405	50243	Sestrica
2008	313	50244	Sierra de Luna
2008	138	50245	Sigüés
2008	52	50246	Sisamón
2008	965	50247	Sobradiel
2008	707	50248	Sos del Rey Católico
2008	414	50249	Tabuenca
2008	65	50250	Talamantes
2008	11095	50251	Tarazona
2008	7690	50252	Tauste
2008	525	50253	Terrer
2008	196	50254	Tierga
2008	259	50255	Tobed
2008	102	50256	Torralba de los Frailes
2008	190	50257	Torralba de Ribota
2008	64	50258	Torralbilla
2008	89	50259	Torrehermosa
2008	44	50260	Torrelapaja
2008	304	50261	Torrellas
2008	1517	50262	Torres de Berrellén
2008	303	50263	Torrijo de la Cañada
2008	246	50264	Tosos
2008	87	50265	Trasmoz
2008	165	50266	Trasobares
2008	814	50267	Uncastillo
2008	67	50268	Undués de Lerda
2008	408	50269	Urrea de Jalón
2008	45	50270	Urriés
2008	349	50271	Used
2008	16966	50272	Utebo
2008	42	50273	Valdehorna
2008	88	50274	Val de San Martín
2008	103	50275	Valmadrid
2008	165	50276	Valpalmas
2008	114	50277	Valtorres
2008	250	50278	Velilla de Ebro
2008	108	50279	Velilla de Jiloca
2008	424	50280	Vera de Moncayo
2008	103	50281	Vierlas
2008	117	50282	Vilueña (La)
2008	86	50283	Villadoz
2008	187	50284	Villafeliche
2008	750	50285	Villafranca de Ebro
2008	114	50286	Villalba de Perejil
2008	387	50287	Villalengua
2008	4101	50288	Villanueva de Gállego
2008	83	50289	Villanueva de Jiloca
2008	599	50290	Villanueva de Huerva
2008	130	50291	Villar de los Navarros
2008	203	50292	Villarreal de Huerva
2008	609	50293	Villarroya de la Sierra
2008	76	50294	Villarroya del Campo
2008	48	50295	Vistabella
2008	525	50296	Zaida (La)
2008	666129	50297	Zaragoza
2008	7288	50298	Zuera
2008	217	50901	Biel
2008	113	50902	Marracos
2008	2878	50903	Villamayor de Gállego
2009	286	22001	Abiego
2009	126	22002	Abizanda
2009	168	22003	Adahuesca
2009	166	22004	Agüero
2009	394	22006	Aísa
2009	1205	22007	Albalate de Cinca
2009	234	22008	Albalatillo
2009	861	22009	Albelda
2009	123	22011	Albero Alto
2009	103	22012	Albero Bajo
2009	358	22013	Alberuela de Tubo
2009	282	22014	Alcalá de Gurrea
2009	429	22015	Alcalá del Obispo
2009	793	22016	Alcampell
2009	1186	22017	Alcolea de Cinca
2009	440	22018	Alcubierre
2009	228	22019	Alerre
2009	135	22020	Alfántega
2009	2552	22021	Almudévar
2009	654	22022	Almunia de San Juan
2009	567	22023	Almuniente
2009	321	22024	Alquézar
2009	1518	22025	Altorricón
2009	431	22027	Angüés
2009	497	22028	Ansó
2009	156	22029	Antillón
2009	132	22032	Aragüés del Puerto
2009	320	22035	Arén
2009	125	22036	Argavieso
2009	111	22037	Arguis
2009	1125	22039	Ayerbe
2009	194	22040	Azanuy-Alins
2009	203	22041	Azara
2009	136	22042	Azlor
2009	119	22043	Baells
2009	243	22044	Bailo
2009	114	22045	Baldellou
2009	987	22046	Ballobar
2009	268	22047	Banastás
2009	16924	22048	Barbastro
2009	103	22049	Barbués
2009	107	22050	Barbuñales
2009	124	22051	Bárcabo
2009	1380	22052	Belver de Cinca
2009	1199	22053	Benabarre
2009	2200	22054	Benasque
2009	450	22055	Berbegal
2009	508	22057	Bielsa
2009	262	22058	Bierge
2009	1675	22059	Biescas
2009	1528	22060	Binaced
2009	9444	22061	Binéfar
2009	226	22062	Bisaurri
2009	234	22063	Biscarrués
2009	192	22064	Blecua y Torres
2009	1035	22066	Boltaña
2009	96	22067	Bonansa
2009	71	22068	Borau
2009	547	22069	Broto
2009	246	22072	Caldearenas
2009	246	22074	Campo
2009	196	22075	Camporrells
2009	401	22076	Canal de Berdún
2009	419	22077	Candasnos
2009	625	22078	Canfranc
2009	161	22079	Capdesaso
2009	382	22080	Capella
2009	304	22081	Casbas de Huesca
2009	424	22082	Castejón del Puente
2009	670	22083	Castejón de Monegros
2009	787	22084	Castejón de Sos
2009	136	22085	Castelflorite
2009	265	22086	Castiello de Jaca
2009	121	22087	Castigaleu
2009	199	22088	Castillazuelo
2009	390	22089	Castillonroy
2009	157	22090	Colungo
2009	135	22094	Chalamera
2009	101	22095	Chía
2009	341	22096	Chimillas
2009	681	22099	Esplús
2009	237	22102	Estada
2009	866	22103	Estadilla
2009	181	22105	Estopiñán del Castillo
2009	31	22106	Fago
2009	149	22107	Fanlo
2009	330	22109	Fiscal
2009	1034	22110	Fonz
2009	226	22111	Foradada del Toscar
2009	14302	22112	Fraga
2009	626	22113	Fueva (La)
2009	154	22114	Gistaín
2009	506	22115	Grado (El)
2009	2038	22116	Grañén
2009	3665	22117	Graus
2009	1706	22119	Gurrea de Gállego
2009	70	22122	Hoz de Jaca
2009	278	22124	Huerto
2009	52059	22125	Huesca
2009	110	22126	Ibieca
2009	598	22127	Igriés
2009	259	22128	Ilche
2009	327	22129	Isábena
2009	13396	22130	Jaca
2009	125	22131	Jasa
2009	172	22133	Labuerda
2009	233	22135	Laluenga
2009	1132	22136	Lalueza
2009	1460	22137	Lanaja
2009	102	22139	Laperdiguera
2009	151	22141	Lascellas-Ponzano
2009	158	22142	Lascuarre
2009	309	22143	Laspaúles
2009	294	22144	Laspuña
2009	376	22149	Loarre
2009	542	22150	Loporzano
2009	114	22151	Loscorrales
2009	111	22155	Monesma y Cajigar
2009	296	22156	Monflorite-Lascasas
2009	296	22157	Montanuy
2009	17042	22158	Monzón
2009	266	22160	Naval
2009	180	22162	Novales
2009	555	22163	Nueno
2009	61	22164	Olvena
2009	602	22165	Ontiñena
2009	782	22167	Osso de Cinca
2009	28	22168	Palo
2009	832	22170	Panticosa
2009	741	22172	Peñalba
2009	272	22173	Peñas de Riglos (Las)
2009	639	22174	Peralta de Alcofea
2009	232	22175	Peralta de Calasanz
2009	198	22176	Peraltilla
2009	98	22177	Perarrúa
2009	110	22178	Pertusa
2009	96	22181	Piracés
2009	332	22182	Plan
2009	222	22184	Poleñino
2009	250	22186	Pozán de Vero
2009	428	22187	Puebla de Castro (La)
2009	155	22188	Puente de Montañana
2009	239	22189	Puértolas
2009	153	22190	Pueyo de Araguás (El)
2009	370	22193	Pueyo de Santa Cruz
2009	305	22195	Quicena
2009	632	22197	Robres
2009	10378	22199	Sabiñánigo
2009	368	22200	Sahún
2009	305	22201	Salas Altas
2009	136	22202	Salas Bajas
2009	115	22203	Salillas
2009	1480	22204	Sallent de Gállego
2009	527	22205	San Esteban de Litera
2009	257	22206	Sangarrén
2009	153	22207	San Juan de Plan
2009	207	22208	Santa Cilia
2009	140	22209	Santa Cruz de la Serós
2009	108	22212	Santaliestra y San Quílez
2009	4455	22213	Sariñena
2009	141	22214	Secastilla
2009	165	22215	Seira
2009	548	22217	Sena
2009	60	22218	Senés de Alcubierre
2009	233	22220	Sesa
2009	121	22221	Sesué
2009	635	22222	Siétamo
2009	111	22223	Sopeira
2009	3743	22225	Tamarite de Litera
2009	1035	22226	Tardienta
2009	291	22227	Tella-Sin
2009	646	22228	Tierz
2009	175	22229	Tolva
2009	324	22230	Torla-Ordesa
2009	113	22232	Torralba de Aragón
2009	118	22233	Torre la Ribera
2009	1370	22234	Torrente de Cinca
2009	113	22235	Torres de Alcanadre
2009	318	22236	Torres de Barbués
2009	100	22239	Tramaced
2009	90	22242	Valfarta
2009	52	22243	Valle de Bardají
2009	42	22244	Valle de Lierp
2009	465	22245	Velilla de Cinca
2009	99	22246	Beranuy
2009	50	22247	Viacamp y Litera
2009	131	22248	Vicién
2009	150	22249	Villanova
2009	477	22250	Villanúa
2009	512	22251	Villanueva de Sigena
2009	158	22252	Yebra de Basa
2009	77	22253	Yésero
2009	1729	22254	Zaidín
2009	954	22901	Valle de Hecho
2009	218	22902	Puente la Reina de Jaca
2009	853	22903	San Miguel del Cinca
2009	1075	22904	Sotonera (La)
2009	387	22905	Lupiñén-Ortilla
2009	211	22906	Santa María de Dulcis
2009	2179	22907	Aínsa-Sobrarbe
2009	211	22908	Hoz y Costeán
2009	479	22909	Vencillón
2009	80	44001	Ababuj
2009	57	44002	Abejuela
2009	21	44003	Aguatón
2009	713	44004	Aguaviva
2009	66	44005	Aguilar del Alfambra
2009	384	44006	Alacón
2009	250	44007	Alba
2009	2195	44008	Albalate del Arzobispo
2009	1097	44009	Albarracín
2009	317	44010	Albentosa
2009	67	44011	Alcaine
2009	513	44012	Alcalá de la Selva
2009	16392	44013	Alcañiz
2009	3698	44014	Alcorisa
2009	723	44016	Alfambra
2009	384	44017	Aliaga
2009	23	44018	Almohaja
2009	70	44019	Alobras
2009	25	44020	Alpeñés
2009	134	44021	Allepuz
2009	711	44022	Alloza
2009	15	44023	Allueva
2009	20	44024	Anadón
2009	8403	44025	Andorra
2009	122	44026	Arcos de las Salinas
2009	214	44027	Arens de Lledó
2009	241	44028	Argente
2009	950	44029	Ariño
2009	154	44031	Azaila
2009	25	44032	Bádenas
2009	410	44033	Báguena
2009	171	44034	Bañón
2009	157	44035	Barrachina
2009	37	44036	Bea
2009	621	44037	Beceite
2009	145	44038	Belmonte de San José
2009	285	44039	Bello
2009	273	44040	Berge
2009	78	44041	Bezas
2009	159	44042	Blancas
2009	123	44043	Blesa
2009	142	44044	Bordón
2009	483	44045	Bronchales
2009	71	44046	Bueña
2009	310	44047	Burbáguena
2009	89	44048	Cabra de Mora
2009	1131	44049	Calaceite
2009	4776	44050	Calamocha
2009	3899	44051	Calanda
2009	92	44052	Calomarde
2009	117	44053	Camañas
2009	167	44054	Camarena de la Sierra
2009	112	44055	Camarillas
2009	765	44056	Caminreal
2009	758	44059	Cantavieja
2009	48	44060	Cañada de Benatanduz
2009	108	44061	Cañada de Verich (La)
2009	44	44062	Cañada Vellida
2009	117	44063	Cañizar del Olivar
2009	80	44064	Cascante del Río
2009	69	44065	Castejón de Tornos
2009	143	44066	Castel de Cabra
2009	109	44067	Castelnou
2009	828	44068	Castelserás
2009	76	44070	Castellar (El)
2009	824	44071	Castellote
2009	612	44074	Cedrillas
2009	443	44075	Celadas
2009	3112	44076	Cella
2009	121	44077	Cerollera (La)
2009	391	44080	Codoñera (La)
2009	95	44082	Corbalán
2009	80	44084	Cortes de Aragón
2009	67	44085	Cosa
2009	629	44086	Cretas
2009	95	44087	Crivillén
2009	63	44088	Cuba (La)
2009	55	44089	Cubla
2009	108	44090	Cucalón
2009	109	44092	Cuervo (El)
2009	125	44093	Cuevas de Almudén
2009	141	44094	Cuevas Labradas
2009	203	44096	Ejulve
2009	199	44097	Escorihuela
2009	1003	44099	Escucha
2009	267	44100	Estercuel
2009	77	44101	Ferreruela de Huerva
2009	30	44102	Fonfría
2009	195	44103	Formiche Alto
2009	99	44105	Fórnoles
2009	237	44106	Fortanete
2009	319	44107	Foz-Calanda
2009	501	44108	Fresneda (La)
2009	163	44109	Frías de Albarracín
2009	38	44110	Fuenferrada
2009	120	44111	Fuentes Calientes
2009	663	44112	Fuentes Claras
2009	137	44113	Fuentes de Rubielos
2009	342	44114	Fuentespalda
2009	144	44115	Galve
2009	102	44116	Gargallo
2009	442	44117	Gea de Albarracín
2009	224	44118	Ginebrosa (La)
2009	140	44119	Griegos
2009	252	44120	Guadalaviar
2009	87	44121	Gúdar
2009	1900	44122	Híjar
2009	153	44123	Hinojosa de Jarque
2009	96	44124	Hoz de la Vieja (La)
2009	97	44125	Huesa del Común
2009	502	44126	Iglesuela del Cid (La)
2009	89	44127	Jabaloyas
2009	99	44128	Jarque de la Val
2009	55	44129	Jatiel
2009	42	44130	Jorcas
2009	29	44131	Josa
2009	66	44132	Lagueruela
2009	28	44133	Lanzuela
2009	148	44135	Libros
2009	63	44136	Lidón
2009	328	44137	Linares de Mora
2009	176	44138	Loscos
2009	175	44141	Lledó
2009	37	44142	Maicas
2009	561	44143	Manzanera
2009	467	44144	Martín del Río
2009	1436	44145	Mas de las Matas
2009	271	44146	Mata de los Olmos (La)
2009	588	44147	Mazaleón
2009	124	44148	Mezquita de Jarque
2009	132	44149	Mirambel
2009	42	44150	Miravete de la Sierra
2009	312	44151	Molinos
2009	80	44152	Monforte de Moyuela
2009	2744	44153	Monreal del Campo
2009	395	44154	Monroyo
2009	1448	44155	Montalbán
2009	80	44156	Monteagudo del Castillo
2009	73	44157	Monterde de Albarracín
2009	1756	44158	Mora de Rubielos
2009	63	44159	Moscardón
2009	625	44160	Mosqueruela
2009	684	44161	Muniesa
2009	142	44163	Noguera de Albarracín
2009	34	44164	Nogueras
2009	249	44165	Nogueruelas
2009	42	44167	Obón
2009	221	44168	Odón
2009	510	44169	Ojos Negros
2009	231	44171	Olba
2009	486	44172	Oliete
2009	136	44173	Olmos (Los)
2009	562	44174	Orihuela del Tremedal
2009	168	44175	Orrios
2009	208	44176	Palomar de Arroyos
2009	110	44177	Pancrudo
2009	73	44178	Parras de Castellote (Las)
2009	532	44179	Peñarroya de Tastavins
2009	93	44180	Peracense
2009	79	44181	Peralejos
2009	278	44182	Perales del Alfambra
2009	95	44183	Pitarque
2009	47	44184	Plou
2009	133	44185	Pobo (El)
2009	262	44187	Portellada (La)
2009	83	44189	Pozondón
2009	101	44190	Pozuel del Campo
2009	1024	44191	Puebla de Híjar (La)
2009	569	44192	Puebla de Valverde (La)
2009	228	44193	Puertomingalvo
2009	160	44194	Ráfales
2009	100	44195	Rillo
2009	199	44196	Riodeva
2009	71	44197	Ródenas
2009	240	44198	Royuela
2009	56	44199	Rubiales
2009	46	44200	Rubielos de la Cérida
2009	780	44201	Rubielos de Mora
2009	10	44203	Salcedillo
2009	29	44204	Saldón
2009	928	44205	Samper de Calanda
2009	154	44206	San Agustín
2009	204	44207	San Martín del Río
2009	31	44208	Santa Cruz de Nogueras
2009	1185	44209	Santa Eulalia
2009	1155	44210	Sarrión
2009	40	44211	Segura de los Baños
2009	47	44212	Seno
2009	95	44213	Singra
2009	187	44215	Terriente
2009	35396	44216	Teruel
2009	36	44217	Toril y Masegoso
2009	33	44218	Tormón
2009	234	44219	Tornos
2009	228	44220	Torralba de los Sisones
2009	435	44221	Torrecilla de Alcañiz
2009	151	44222	Torrecilla del Rebollar
2009	105	44223	Torre de Arcas
2009	39	44224	Torre de las Arcas
2009	158	44225	Torre del Compte
2009	231	44226	Torrelacárcel
2009	95	44227	Torre los Negros
2009	143	44228	Torremocha de Jiloca
2009	161	44229	Torres de Albarracín
2009	194	44230	Torrevelilla
2009	62	44231	Torrijas
2009	566	44232	Torrijo del Campo
2009	100	44234	Tramacastiel
2009	113	44235	Tramacastilla
2009	110	44236	Tronchón
2009	530	44237	Urrea de Gaén
2009	3388	44238	Utrillas
2009	33	44239	Valacloche
2009	228	44240	Valbona
2009	667	44241	Valdealgorfa
2009	54	44243	Valdecuenca
2009	106	44244	Valdelinares
2009	329	44245	Valdeltormo
2009	2285	44246	Valderrobres
2009	417	44247	Valjunquera
2009	45	44249	Vallecillo (El)
2009	27	44250	Veguillas de la Sierra
2009	361	44251	Villafranca del Campo
2009	98	44252	Villahermosa del Campo
2009	48	44256	Villanueva del Rebollar de la Sierra
2009	217	44257	Villar del Cobo
2009	85	44258	Villar del Salz
2009	191	44260	Villarluengo
2009	968	44261	Villarquemado
2009	190	44262	Villarroya de los Pinares
2009	427	44263	Villastar
2009	382	44264	Villel
2009	330	44265	Vinaceite
2009	154	44266	Visiedo
2009	91	44267	Vivel del Río Martín
2009	22	44268	Zoma (La)
2009	125	50001	Abanto
2009	169	50002	Acered
2009	170	50003	Agón
2009	896	50004	Aguarón
2009	256	50005	Aguilón
2009	1277	50006	Ainzón
2009	60	50007	Aladrén
2009	7195	50008	Alagón
2009	156	50009	Alarba
2009	102	50010	Alberite de San Juan
2009	137	50011	Albeta
2009	124	50012	Alborge
2009	290	50013	Alcalá de Ebro
2009	155	50014	Alcalá de Moncayo
2009	106	50015	Alconchel de Ariza
2009	53	50016	Aldehuela de Liestos
2009	2053	50017	Alfajarín
2009	1513	50018	Alfamén
2009	87	50019	Alforque
2009	1225	50020	Alhama de Aragón
2009	29	50021	Almochuel
2009	631	50022	Almolda (La)
2009	289	50023	Almonacid de la Cuba
2009	815	50024	Almonacid de la Sierra
2009	7911	50025	Almunia de Doña Godina (La)
2009	560	50026	Alpartir
2009	311	50027	Ambel
2009	135	50028	Anento
2009	829	50029	Aniñón
2009	220	50030	Añón de Moncayo
2009	223	50031	Aranda de Moncayo
2009	407	50032	Arándiga
2009	80	50033	Ardisa
2009	1267	50034	Ariza
2009	100	50035	Artieda
2009	108	50036	Asín
2009	130	50037	Atea
2009	2113	50038	Ateca
2009	710	50039	Azuara
2009	100	50040	Badules
2009	28	50041	Bagüés
2009	11	50042	Balconchán
2009	352	50043	Bárboles
2009	316	50044	Bardallur
2009	1671	50045	Belchite
2009	215	50046	Belmonte de Gracián
2009	64	50047	Berdejo
2009	40	50048	Berrueco
2009	114	50050	Bijuesca
2009	1131	50051	Biota
2009	109	50052	Bisimbre
2009	1025	50053	Boquiñeni
2009	79	50054	Bordalba
2009	5030	50055	Borja
2009	540	50056	Botorrita
2009	1897	50057	Brea de Aragón
2009	82	50058	Bubierca
2009	1048	50059	Bujaraloz
2009	265	50060	Bulbuente
2009	279	50061	Bureta
2009	2298	50062	Burgo de Ebro (El)
2009	90	50063	Buste (El)
2009	558	50064	Cabañas de Ebro
2009	49	50065	Cabolafuente
2009	2777	50066	Cadrete
2009	21933	50067	Calatayud
2009	3072	50068	Calatorao
2009	50	50069	Calcena
2009	75	50070	Calmarza
2009	158	50071	Campillo de Aragón
2009	203	50072	Carenas
2009	3665	50073	Cariñena
2009	9728	50074	Caspe
2009	107	50075	Castejón de Alarba
2009	117	50076	Castejón de las Armas
2009	290	50077	Castejón de Valdejasa
2009	333	50078	Castiliscar
2009	322	50079	Cervera de la Cañada
2009	41	50080	Cerveruela
2009	717	50081	Cetina
2009	123	50082	Cimballa
2009	118	50083	Cinco Olivas
2009	93	50084	Clarés de Ribota
2009	212	50085	Codo
2009	260	50086	Codos
2009	38	50087	Contamina
2009	392	50088	Cosuenda
2009	7687	50089	Cuarte de Huerva
2009	200	50090	Cubel
2009	68	50091	Cuerlas (Las)
2009	290	50092	Chiprana
2009	154	50093	Chodes
2009	2331	50094	Daroca
2009	17331	50095	Ejea de los Caballeros
2009	56	50096	Embid de Ariza
2009	264	50098	Encinacorba
2009	4691	50099	Épila
2009	420	50100	Erla
2009	1163	50101	Escatrón
2009	1225	50102	Fabara
2009	432	50104	Farlete
2009	422	50105	Fayón
2009	158	50106	Fayos (Los)
2009	1351	50107	Figueruelas
2009	51	50108	Fombuena
2009	115	50109	Frago (El)
2009	479	50110	Frasno (El)
2009	235	50111	Fréscano
2009	969	50113	Fuendejalón
2009	169	50114	Fuendetodos
2009	4596	50115	Fuentes de Ebro
2009	282	50116	Fuentes de Jiloca
2009	153	50117	Gallocanta
2009	3026	50118	Gallur
2009	1226	50119	Gelsa
2009	52	50120	Godojos
2009	391	50121	Gotor
2009	84	50122	Grisel
2009	549	50123	Grisén
2009	630	50124	Herrera de los Navarros
2009	510	50125	Ibdes
2009	3381	50126	Illueca
2009	37	50128	Isuerre
2009	358	50129	Jaraba
2009	546	50130	Jarque de Moncayo
2009	305	50131	Jaulín
2009	902	50132	Joyosa (La)
2009	137	50133	Lagata
2009	152	50134	Langa del Castillo
2009	111	50135	Layana
2009	732	50136	Lécera
2009	1299	50137	Leciñena
2009	54	50138	Lechón
2009	452	50139	Letux
2009	180	50140	Litago
2009	117	50141	Lituénigo
2009	49	50142	Lobera de Onsella
2009	896	50143	Longares
2009	39	50144	Longás
2009	321	50146	Lucena de Jalón
2009	1101	50147	Luceni
2009	377	50148	Luesia
2009	37	50149	Luesma
2009	1050	50150	Lumpiaque
2009	861	50151	Luna
2009	2027	50152	Maella
2009	1223	50153	Magallón
2009	169	50154	Mainar
2009	123	50155	Malanquilla
2009	330	50156	Maleján
2009	385	50157	Malón
2009	1100	50159	Maluenda
2009	3731	50160	Mallén
2009	127	50161	Manchones
2009	204	50162	Mara
2009	4444	50163	María de Huerva
2009	492	50164	Mediana de Aragón
2009	2492	50165	Mequinenza
2009	318	50166	Mesones de Isuela
2009	237	50167	Mezalocha
2009	46	50168	Mianos
2009	471	50169	Miedes de Aragón
2009	495	50170	Monegrillo
2009	128	50171	Moneva
2009	197	50172	Monreal de Ariza
2009	198	50173	Monterde
2009	129	50174	Montón
2009	1360	50175	Morata de Jalón
2009	306	50176	Morata de Jiloca
2009	443	50177	Morés
2009	481	50178	Moros
2009	280	50179	Moyuela
2009	118	50180	Mozota
2009	1388	50181	Muel
2009	4928	50182	Muela (La)
2009	469	50183	Munébrega
2009	153	50184	Murero
2009	165	50185	Murillo de Gállego
2009	49	50186	Navardún
2009	84	50187	Nigüella
2009	36	50188	Nombrevilla
2009	1083	50189	Nonaspe
2009	891	50190	Novallas
2009	639	50191	Novillas
2009	361	50192	Nuévalos
2009	758	50193	Nuez de Ebro
2009	119	50194	Olvés
2009	34	50195	Orcajo
2009	126	50196	Orera
2009	101	50197	Orés
2009	51	50198	Oseja
2009	457	50199	Osera de Ebro
2009	770	50200	Paniza
2009	554	50201	Paracuellos de Jiloca
2009	199	50202	Paracuellos de la Ribera
2009	1392	50203	Pastriz
2009	3667	50204	Pedrola
2009	120	50205	Pedrosas (Las)
2009	662	50206	Perdiguera
2009	152	50207	Piedratajada
2009	2597	50208	Pina de Ebro
2009	3423	50209	Pinseque
2009	38	50210	Pintanos (Los)
2009	404	50211	Plasencia de Jalón
2009	51	50212	Pleitas
2009	125	50213	Plenas
2009	38	50214	Pomer
2009	22	50215	Pozuel de Ariza
2009	341	50216	Pozuelo de Aragón
2009	638	50217	Pradilla de Ebro
2009	129	50218	Puebla de Albortón
2009	5033	50219	Puebla de Alfindén (La)
2009	58	50220	Puendeluna
2009	48	50221	Purujosa
2009	2108	50222	Quinto
2009	1192	50223	Remolinos
2009	84	50224	Retascón
2009	3469	50225	Ricla
2009	114	50227	Romanos
2009	353	50228	Rueda de Jalón
2009	80	50229	Ruesca
2009	1666	50230	Sádaba
2009	371	50231	Salillas de Jalón
2009	244	50232	Salvatierra de Esca
2009	123	50233	Samper del Salz
2009	300	50234	San Martín de la Virgen de Moncayo
2009	3009	50235	San Mateo de Gállego
2009	182	50236	Santa Cruz de Grío
2009	131	50237	Santa Cruz de Moncayo
2009	119	50238	Santa Eulalia de Gállego
2009	61	50239	Santed
2009	1115	50240	Sástago
2009	805	50241	Saviñán
2009	109	50242	Sediles
2009	406	50243	Sestrica
2009	311	50244	Sierra de Luna
2009	137	50245	Sigüés
2009	51	50246	Sisamón
2009	967	50247	Sobradiel
2009	690	50248	Sos del Rey Católico
2009	411	50249	Tabuenca
2009	62	50250	Talamantes
2009	11211	50251	Tarazona
2009	7710	50252	Tauste
2009	526	50253	Terrer
2009	189	50254	Tierga
2009	238	50255	Tobed
2009	99	50256	Torralba de los Frailes
2009	200	50257	Torralba de Ribota
2009	66	50258	Torralbilla
2009	87	50259	Torrehermosa
2009	42	50260	Torrelapaja
2009	301	50261	Torrellas
2009	1523	50262	Torres de Berrellén
2009	285	50263	Torrijo de la Cañada
2009	244	50264	Tosos
2009	82	50265	Trasmoz
2009	158	50266	Trasobares
2009	801	50267	Uncastillo
2009	71	50268	Undués de Lerda
2009	423	50269	Urrea de Jalón
2009	39	50270	Urriés
2009	342	50271	Used
2009	17677	50272	Utebo
2009	38	50273	Valdehorna
2009	85	50274	Val de San Martín
2009	102	50275	Valmadrid
2009	160	50276	Valpalmas
2009	114	50277	Valtorres
2009	261	50278	Velilla de Ebro
2009	104	50279	Velilla de Jiloca
2009	425	50280	Vera de Moncayo
2009	95	50281	Vierlas
2009	110	50282	Vilueña (La)
2009	88	50283	Villadoz
2009	185	50284	Villafeliche
2009	777	50285	Villafranca de Ebro
2009	111	50286	Villalba de Perejil
2009	387	50287	Villalengua
2009	4255	50288	Villanueva de Gállego
2009	74	50289	Villanueva de Jiloca
2009	588	50290	Villanueva de Huerva
2009	121	50291	Villar de los Navarros
2009	202	50292	Villarreal de Huerva
2009	585	50293	Villarroya de la Sierra
2009	74	50294	Villarroya del Campo
2009	45	50295	Vistabella
2009	534	50296	Zaida (La)
2009	674317	50297	Zaragoza
2009	7427	50298	Zuera
2009	200	50901	Biel
2009	104	50902	Marracos
2009	2868	50903	Villamayor de Gállego
2010	281	22001	Abiego
2010	132	22002	Abizanda
2010	166	22003	Adahuesca
2010	164	22004	Agüero
2010	362	22006	Aísa
2010	1237	22007	Albalate de Cinca
2010	243	22008	Albalatillo
2010	847	22009	Albelda
2010	132	22011	Albero Alto
2010	96	22012	Albero Bajo
2010	355	22013	Alberuela de Tubo
2010	278	22014	Alcalá de Gurrea
2010	491	22015	Alcalá del Obispo
2010	782	22016	Alcampell
2010	1164	22017	Alcolea de Cinca
2010	433	22018	Alcubierre
2010	223	22019	Alerre
2010	125	22020	Alfántega
2010	2554	22021	Almudévar
2010	664	22022	Almunia de San Juan
2010	559	22023	Almuniente
2010	313	22024	Alquézar
2010	1506	22025	Altorricón
2010	429	22027	Angüés
2010	491	22028	Ansó
2010	150	22029	Antillón
2010	128	22032	Aragüés del Puerto
2010	363	22035	Arén
2010	119	22036	Argavieso
2010	118	22037	Arguis
2010	1119	22039	Ayerbe
2010	174	22040	Azanuy-Alins
2010	200	22041	Azara
2010	135	22042	Azlor
2010	120	22043	Baells
2010	296	22044	Bailo
2010	117	22045	Baldellou
2010	981	22046	Ballobar
2010	270	22047	Banastás
2010	17080	22048	Barbastro
2010	98	22049	Barbués
2010	109	22050	Barbuñales
2010	129	22051	Bárcabo
2010	1362	22052	Belver de Cinca
2010	1177	22053	Benabarre
2010	2219	22054	Benasque
2010	441	22055	Berbegal
2010	511	22057	Bielsa
2010	258	22058	Bierge
