Mes y año	Mes (código)	Provincia código	Provincia nombre	Sexo	Edad (grupos quinquenales)	Número de contratos
Mayo 2017	201705	50	Zaragoza	Mujeres	35-39	2900
Mayo 2017	201705	50	Zaragoza	Hombres	40-44	3949
Mayo 2017	201705	50	Zaragoza	Mujeres	40-44	3071
Mayo 2017	201705	50	Zaragoza	Hombres	45-49	3179
Mayo 2017	201705	50	Zaragoza	Mujeres	45-49	2513
Mayo 2017	201705	50	Zaragoza	Hombres	50-54	2307
Mayo 2017	201705	50	Zaragoza	Mujeres	50-54	1754
Mayo 2017	201705	50	Zaragoza	Hombres	55-59	1296
Mayo 2017	201705	50	Zaragoza	Mujeres	55-59	946
Mayo 2017	201705	50	Zaragoza	Hombres	60-64	567
Mayo 2017	201705	50	Zaragoza	Mujeres	60-64	265
Mayo 2017	201705	50	Zaragoza	Hombres	Más de 64	81
Mayo 2017	201705	50	Zaragoza	Mujeres	Más de 64	33
Abril 2017	201704	22	Huesca	Hombres	16-19	239
Abril 2017	201704	22	Huesca	Mujeres	16-19	187
Abril 2017	201704	22	Huesca	Hombres	20-24	620
Abril 2017	201704	22	Huesca	Mujeres	20-24	516
Abril 2017	201704	22	Huesca	Hombres	25-29	601
Abril 2017	201704	22	Huesca	Mujeres	25-29	502
Abril 2017	201704	22	Huesca	Hombres	30-34	571
Abril 2017	201704	22	Huesca	Mujeres	30-34	452
Abril 2017	201704	22	Huesca	Hombres	35-39	721
Abril 2017	201704	22	Huesca	Mujeres	35-39	417
Abril 2017	201704	22	Huesca	Hombres	40-44	671
Abril 2017	201704	22	Huesca	Mujeres	40-44	427
Abril 2017	201704	22	Huesca	Hombres	45-49	522
Abril 2017	201704	22	Huesca	Mujeres	45-49	382
Abril 2017	201704	22	Huesca	Hombres	50-54	388
Abril 2017	201704	22	Huesca	Mujeres	50-54	231
Abril 2017	201704	22	Huesca	Hombres	55-59	198
Abril 2017	201704	22	Huesca	Mujeres	55-59	150
Abril 2017	201704	22	Huesca	Hombres	60-64	80
Abril 2017	201704	22	Huesca	Mujeres	60-64	48
Abril 2017	201704	22	Huesca	Hombres	Más de 64	3
Abril 2017	201704	22	Huesca	Mujeres	Más de 64	6
Abril 2017	201704	44	Teruel	Hombres	16-19	190
Abril 2017	201704	44	Teruel	Mujeres	16-19	94
Abril 2017	201704	44	Teruel	Hombres	20-24	675
Abril 2017	201704	44	Teruel	Mujeres	20-24	360
Abril 2017	201704	44	Teruel	Hombres	25-29	430
Abril 2017	201704	44	Teruel	Mujeres	25-29	308
Abril 2017	201704	44	Teruel	Hombres	30-34	338
Abril 2017	201704	44	Teruel	Mujeres	30-34	234
Abril 2017	201704	44	Teruel	Hombres	35-39	368
Abril 2017	201704	44	Teruel	Mujeres	35-39	275
Abril 2017	201704	44	Teruel	Hombres	40-44	343
Abril 2017	201704	44	Teruel	Mujeres	40-44	211
Abril 2017	201704	44	Teruel	Hombres	45-49	247
Abril 2017	201704	44	Teruel	Mujeres	45-49	236
Abril 2017	201704	44	Teruel	Hombres	50-54	202
Abril 2017	201704	44	Teruel	Mujeres	50-54	176
Abril 2017	201704	44	Teruel	Hombres	55-59	135
Abril 2017	201704	44	Teruel	Mujeres	55-59	78
Abril 2017	201704	44	Teruel	Hombres	60-64	31
Abril 2017	201704	44	Teruel	Mujeres	60-64	28
Abril 2017	201704	44	Teruel	Hombres	Más de 64	3
Abril 2017	201704	44	Teruel	Mujeres	Más de 64	3
Abril 2017	201704	50	Zaragoza	Hombres	16-19	555
Abril 2017	201704	50	Zaragoza	Mujeres	16-19	384
Abril 2017	201704	50	Zaragoza	Hombres	20-24	2819
Abril 2017	201704	50	Zaragoza	Mujeres	20-24	2307
Abril 2017	201704	50	Zaragoza	Hombres	25-29	2720
Abril 2017	201704	50	Zaragoza	Mujeres	25-29	2420
Abril 2017	201704	50	Zaragoza	Hombres	30-34	2646
Abril 2017	201704	50	Zaragoza	Mujeres	30-34	1961
Abril 2017	201704	50	Zaragoza	Hombres	35-39	2648
Abril 2017	201704	50	Zaragoza	Mujeres	35-39	2126
Abril 2017	201704	50	Zaragoza	Hombres	40-44	2529
Abril 2017	201704	50	Zaragoza	Mujeres	40-44	2126
Abril 2017	201704	50	Zaragoza	Hombres	45-49	1925
Abril 2017	201704	50	Zaragoza	Mujeres	45-49	1914
Abril 2017	201704	50	Zaragoza	Hombres	50-54	1376
Abril 2017	201704	50	Zaragoza	Mujeres	50-54	1259
Abril 2017	201704	50	Zaragoza	Hombres	55-59	782
Abril 2017	201704	50	Zaragoza	Mujeres	55-59	630
Abril 2017	201704	50	Zaragoza	Hombres	60-64	302
Abril 2017	201704	50	Zaragoza	Mujeres	60-64	215
Abril 2017	201704	50	Zaragoza	Hombres	Más de 64	40
Abril 2017	201704	50	Zaragoza	Mujeres	Más de 64	12
Marzo 2017	201703	22	Huesca	Hombres	16-19	171
Marzo 2017	201703	22	Huesca	Mujeres	16-19	103
Marzo 2017	201703	22	Huesca	Hombres	20-24	567
Marzo 2017	201703	22	Huesca	Mujeres	20-24	485
Marzo 2017	201703	22	Huesca	Hombres	25-29	551
Marzo 2017	201703	22	Huesca	Mujeres	25-29	508
Marzo 2017	201703	22	Huesca	Hombres	30-34	520
Marzo 2017	201703	22	Huesca	Mujeres	30-34	415
Marzo 2017	201703	22	Huesca	Hombres	35-39	542
Marzo 2017	201703	22	Huesca	Mujeres	35-39	388
Marzo 2017	201703	22	Huesca	Hombres	40-44	541
Marzo 2017	201703	22	Huesca	Mujeres	40-44	390
Marzo 2017	201703	22	Huesca	Hombres	45-49	383
Marzo 2017	201703	22	Huesca	Mujeres	45-49	346
Marzo 2017	201703	22	Huesca	Hombres	50-54	295
Marzo 2017	201703	22	Huesca	Mujeres	50-54	210
Marzo 2017	201703	22	Huesca	Hombres	55-59	165
Marzo 2017	201703	22	Huesca	Mujeres	55-59	134
Marzo 2017	201703	22	Huesca	Hombres	60-64	67
Marzo 2017	201703	22	Huesca	Mujeres	60-64	33
Marzo 2017	201703	22	Huesca	Hombres	Más de 64	2
Marzo 2017	201703	22	Huesca	Mujeres	Más de 64	7
Marzo 2017	201703	44	Teruel	Hombres	16-19	80
Marzo 2017	201703	44	Teruel	Mujeres	16-19	66
Marzo 2017	201703	44	Teruel	Hombres	20-24	440
Marzo 2017	201703	44	Teruel	Mujeres	20-24	275
Marzo 2017	201703	44	Teruel	Hombres	25-29	334
Marzo 2017	201703	44	Teruel	Mujeres	25-29	303
Marzo 2017	201703	44	Teruel	Hombres	30-34	336
Marzo 2017	201703	44	Teruel	Mujeres	30-34	184
Marzo 2017	201703	44	Teruel	Hombres	35-39	312
Marzo 2017	201703	44	Teruel	Mujeres	35-39	212
Marzo 2017	201703	44	Teruel	Hombres	40-44	281
Marzo 2017	201703	44	Teruel	Mujeres	40-44	161
Marzo 2017	201703	44	Teruel	Hombres	45-49	233
Marzo 2017	201703	44	Teruel	Mujeres	45-49	175
Marzo 2017	201703	44	Teruel	Hombres	50-54	180
Marzo 2017	201703	44	Teruel	Mujeres	50-54	111
Marzo 2017	201703	44	Teruel	Hombres	55-59	111
Marzo 2017	201703	44	Teruel	Mujeres	55-59	61
Marzo 2017	201703	44	Teruel	Hombres	60-64	40
Marzo 2017	201703	44	Teruel	Mujeres	60-64	15
Marzo 2017	201703	44	Teruel	Hombres	Más de 64	2
Marzo 2017	201703	44	Teruel	Mujeres	Más de 64	2
Marzo 2017	201703	50	Zaragoza	Hombres	16-19	508
Marzo 2017	201703	50	Zaragoza	Mujeres	16-19	359
Marzo 2017	201703	50	Zaragoza	Hombres	20-24	2764
Marzo 2017	201703	50	Zaragoza	Mujeres	20-24	2402
Marzo 2017	201703	50	Zaragoza	Hombres	25-29	2972
Marzo 2017	201703	50	Zaragoza	Mujeres	25-29	2724
Marzo 2017	201703	50	Zaragoza	Hombres	30-34	2767
Marzo 2017	201703	50	Zaragoza	Mujeres	30-34	2126
Marzo 2017	201703	50	Zaragoza	Hombres	35-39	2746
Marzo 2017	201703	50	Zaragoza	Mujeres	35-39	2240
Marzo 2017	201703	50	Zaragoza	Hombres	40-44	2597
Marzo 2017	201703	50	Zaragoza	Mujeres	40-44	2292
Marzo 2017	201703	50	Zaragoza	Hombres	45-49	1991
Marzo 2017	201703	50	Zaragoza	Mujeres	45-49	1778
Marzo 2017	201703	50	Zaragoza	Hombres	50-54	1383
Marzo 2017	201703	50	Zaragoza	Mujeres	50-54	1372
Marzo 2017	201703	50	Zaragoza	Hombres	55-59	705
Marzo 2017	201703	50	Zaragoza	Mujeres	55-59	729
Marzo 2017	201703	50	Zaragoza	Hombres	60-64	327
Marzo 2017	201703	50	Zaragoza	Mujeres	60-64	204
Marzo 2017	201703	50	Zaragoza	Hombres	Más de 64	33
Marzo 2017	201703	50	Zaragoza	Mujeres	Más de 64	31
Febrero 2017	201702	22	Huesca	Hombres	16-19	128
Febrero 2017	201702	22	Huesca	Mujeres	16-19	88
Febrero 2017	201702	22	Huesca	Hombres	20-24	439
Febrero 2017	201702	22	Huesca	Mujeres	20-24	447
Febrero 2017	201702	22	Huesca	Hombres	25-29	432
Febrero 2017	201702	22	Huesca	Mujeres	25-29	479
Febrero 2017	201702	22	Huesca	Hombres	30-34	459
Febrero 2017	201702	22	Huesca	Mujeres	30-34	365
Febrero 2017	201702	22	Huesca	Hombres	35-39	497
Febrero 2017	201702	22	Huesca	Mujeres	35-39	343
Febrero 2017	201702	22	Huesca	Hombres	40-44	437
Febrero 2017	201702	22	Huesca	Mujeres	40-44	353
Febrero 2017	201702	22	Huesca	Hombres	45-49	351
Febrero 2017	201702	22	Huesca	Mujeres	45-49	269
Febrero 2017	201702	22	Huesca	Hombres	50-54	260
Febrero 2017	201702	22	Huesca	Mujeres	50-54	240
Febrero 2017	201702	22	Huesca	Hombres	55-59	147
Febrero 2017	201702	22	Huesca	Mujeres	55-59	110
Febrero 2017	201702	22	Huesca	Hombres	60-64	51
Febrero 2017	201702	22	Huesca	Mujeres	60-64	26
Febrero 2017	201702	22	Huesca	Hombres	Más de 64	1
Febrero 2017	201702	22	Huesca	Mujeres	Más de 64	9
Febrero 2017	201702	44	Teruel	Hombres	16-19	43
Febrero 2017	201702	44	Teruel	Mujeres	16-19	55
Febrero 2017	201702	44	Teruel	Hombres	20-24	373
Febrero 2017	201702	44	Teruel	Mujeres	20-24	223
Febrero 2017	201702	44	Teruel	Hombres	25-29	282
Febrero 2017	201702	44	Teruel	Mujeres	25-29	247
Febrero 2017	201702	44	Teruel	Hombres	30-34	257
Febrero 2017	201702	44	Teruel	Mujeres	30-34	148
Febrero 2017	201702	44	Teruel	Hombres	35-39	214
Febrero 2017	201702	44	Teruel	Mujeres	35-39	141
Febrero 2017	201702	44	Teruel	Hombres	40-44	214
Febrero 2017	201702	44	Teruel	Mujeres	40-44	161
Febrero 2017	201702	44	Teruel	Hombres	45-49	154
Febrero 2017	201702	44	Teruel	Mujeres	45-49	145
Febrero 2017	201702	44	Teruel	Hombres	50-54	146
Febrero 2017	201702	44	Teruel	Mujeres	50-54	108
Febrero 2017	201702	44	Teruel	Hombres	55-59	94
Febrero 2017	201702	44	Teruel	Mujeres	55-59	53
Febrero 2017	201702	44	Teruel	Hombres	60-64	24
Febrero 2017	201702	44	Teruel	Mujeres	60-64	11
Febrero 2017	201702	44	Teruel	Mujeres	Más de 64	3
Febrero 2017	201702	50	Zaragoza	Hombres	16-19	390
Febrero 2017	201702	50	Zaragoza	Mujeres	16-19	348
Febrero 2017	201702	50	Zaragoza	Hombres	20-24	2311
Febrero 2017	201702	50	Zaragoza	Mujeres	20-24	2058
Febrero 2017	201702	50	Zaragoza	Hombres	25-29	2533
Febrero 2017	201702	50	Zaragoza	Mujeres	25-29	2390
Febrero 2017	201702	50	Zaragoza	Hombres	30-34	2401
Febrero 2017	201702	50	Zaragoza	Mujeres	30-34	1735
Febrero 2017	201702	50	Zaragoza	Hombres	35-39	2345
Febrero 2017	201702	50	Zaragoza	Mujeres	35-39	1948
Febrero 2017	201702	50	Zaragoza	Hombres	40-44	2210
Febrero 2017	201702	50	Zaragoza	Mujeres	40-44	1829
Febrero 2017	201702	50	Zaragoza	Hombres	45-49	1741
Febrero 2017	201702	50	Zaragoza	Mujeres	45-49	1515
Febrero 2017	201702	50	Zaragoza	Hombres	50-54	1163
Febrero 2017	201702	50	Zaragoza	Mujeres	50-54	1140
Febrero 2017	201702	50	Zaragoza	Hombres	55-59	640
Febrero 2017	201702	50	Zaragoza	Mujeres	55-59	534
Febrero 2017	201702	50	Zaragoza	Hombres	60-64	325
Febrero 2017	201702	50	Zaragoza	Mujeres	60-64	180
Febrero 2017	201702	50	Zaragoza	Hombres	Más de 64	29
Febrero 2017	201702	50	Zaragoza	Mujeres	Más de 64	24
Enero 2017	201701	22	Huesca	Hombres	16-19	127
Enero 2017	201701	22	Huesca	Mujeres	16-19	76
Enero 2017	201701	22	Huesca	Hombres	20-24	472
Enero 2017	201701	22	Huesca	Mujeres	20-24	396
Enero 2017	201701	22	Huesca	Hombres	25-29	488
Enero 2017	201701	22	Huesca	Mujeres	25-29	455
Enero 2017	201701	22	Huesca	Hombres	30-34	499
Enero 2017	201701	22	Huesca	Mujeres	30-34	407
Enero 2017	201701	22	Huesca	Hombres	35-39	508
Enero 2017	201701	22	Huesca	Mujeres	35-39	409
Enero 2017	201701	22	Huesca	Hombres	40-44	477
Enero 2017	201701	22	Huesca	Mujeres	40-44	372
Enero 2017	201701	22	Huesca	Hombres	45-49	323
Enero 2017	201701	22	Huesca	Mujeres	45-49	304
Enero 2017	201701	22	Huesca	Hombres	50-54	240
Enero 2017	201701	22	Huesca	Mujeres	50-54	198
Enero 2017	201701	22	Huesca	Hombres	55-59	145
Enero 2017	201701	22	Huesca	Mujeres	55-59	135
Enero 2017	201701	22	Huesca	Hombres	60-64	60
Enero 2017	201701	22	Huesca	Mujeres	60-64	35
Enero 2017	201701	22	Huesca	Hombres	Más de 64	3
Enero 2017	201701	22	Huesca	Mujeres	Más de 64	8
Enero 2017	201701	44	Teruel	Hombres	16-19	40
Enero 2017	201701	44	Teruel	Mujeres	16-19	46
Enero 2017	201701	44	Teruel	Hombres	20-24	367
Enero 2017	201701	44	Teruel	Mujeres	20-24	166
Enero 2017	201701	44	Teruel	Hombres	25-29	300
Enero 2017	201701	44	Teruel	Mujeres	25-29	238
Enero 2017	201701	44	Teruel	Hombres	30-34	256
Enero 2017	201701	44	Teruel	Mujeres	30-34	174
Enero 2017	201701	44	Teruel	Hombres	35-39	216
Enero 2017	201701	44	Teruel	Mujeres	35-39	180
Enero 2017	201701	44	Teruel	Hombres	40-44	206
Enero 2017	201701	44	Teruel	Mujeres	40-44	146
Enero 2017	201701	44	Teruel	Hombres	45-49	159
Enero 2017	201701	44	Teruel	Mujeres	45-49	122
Enero 2017	201701	44	Teruel	Hombres	50-54	141
Enero 2017	201701	44	Teruel	Mujeres	50-54	115
Enero 2017	201701	44	Teruel	Hombres	55-59	76
Enero 2017	201701	44	Teruel	Mujeres	55-59	68
Enero 2017	201701	44	Teruel	Hombres	60-64	21
Enero 2017	201701	44	Teruel	Mujeres	60-64	27
Enero 2017	201701	44	Teruel	Hombres	Más de 64	1
Enero 2017	201701	44	Teruel	Mujeres	Más de 64	1
Enero 2017	201701	50	Zaragoza	Hombres	16-19	428
Enero 2017	201701	50	Zaragoza	Mujeres	16-19	341
Enero 2017	201701	50	Zaragoza	Hombres	20-24	2509
Enero 2017	201701	50	Zaragoza	Mujeres	20-24	2156
Enero 2017	201701	50	Zaragoza	Hombres	25-29	2938
Enero 2017	201701	50	Zaragoza	Mujeres	25-29	2415
Enero 2017	201701	50	Zaragoza	Hombres	30-34	2656
Enero 2017	201701	50	Zaragoza	Mujeres	30-34	1876
Enero 2017	201701	50	Zaragoza	Hombres	35-39	2730
Enero 2017	201701	50	Zaragoza	Mujeres	35-39	2073
Enero 2017	201701	50	Zaragoza	Hombres	40-44	2434
Enero 2017	201701	50	Zaragoza	Mujeres	40-44	2263
Enero 2017	201701	50	Zaragoza	Hombres	45-49	1926
Enero 2017	201701	50	Zaragoza	Mujeres	45-49	1749
Enero 2017	201701	50	Zaragoza	Hombres	50-54	1255
Enero 2017	201701	50	Zaragoza	Mujeres	50-54	1291
Enero 2017	201701	50	Zaragoza	Hombres	55-59	658
Enero 2017	201701	50	Zaragoza	Mujeres	55-59	661
Enero 2017	201701	50	Zaragoza	Hombres	60-64	267
Enero 2017	201701	50	Zaragoza	Mujeres	60-64	194
Enero 2017	201701	50	Zaragoza	Hombres	Más de 64	28
Enero 2017	201701	50	Zaragoza	Mujeres	Más de 64	14
Diciembre 2016	201612	22	Huesca	Hombres	16-19	146
Diciembre 2016	201612	22	Huesca	Mujeres	16-19	141
Diciembre 2016	201612	22	Huesca	Hombres	20-24	454
Diciembre 2016	201612	22	Huesca	Mujeres	20-24	497
Diciembre 2016	201612	22	Huesca	Hombres	25-29	487
Diciembre 2016	201612	22	Huesca	Mujeres	25-29	561
Diciembre 2016	201612	22	Huesca	Hombres	30-34	456
Diciembre 2016	201612	22	Huesca	Mujeres	30-34	437
Diciembre 2016	201612	22	Huesca	Hombres	35-39	520
Diciembre 2016	201612	22	Huesca	Mujeres	35-39	439
Diciembre 2016	201612	22	Huesca	Hombres	40-44	436
Diciembre 2016	201612	22	Huesca	Mujeres	40-44	441
Diciembre 2016	201612	22	Huesca	Hombres	45-49	306
Diciembre 2016	201612	22	Huesca	Mujeres	45-49	354
Diciembre 2016	201612	22	Huesca	Hombres	50-54	240
Diciembre 2016	201612	22	Huesca	Mujeres	50-54	263
Diciembre 2016	201612	22	Huesca	Hombres	55-59	142
Diciembre 2016	201612	22	Huesca	Mujeres	55-59	136
Diciembre 2016	201612	22	Huesca	Hombres	60-64	52
Diciembre 2016	201612	22	Huesca	Mujeres	60-64	43
Diciembre 2016	201612	22	Huesca	Hombres	Más de 64	10
Diciembre 2016	201612	22	Huesca	Mujeres	Más de 64	11
Diciembre 2016	201612	44	Teruel	Hombres	16-19	72
Diciembre 2016	201612	44	Teruel	Mujeres	16-19	63
Diciembre 2016	201612	44	Teruel	Hombres	20-24	410
Diciembre 2016	201612	44	Teruel	Mujeres	20-24	296
Diciembre 2016	201612	44	Teruel	Hombres	25-29	334
Diciembre 2016	201612	44	Teruel	Mujeres	25-29	241
Diciembre 2016	201612	44	Teruel	Hombres	30-34	234
Diciembre 2016	201612	44	Teruel	Mujeres	30-34	165
Diciembre 2016	201612	44	Teruel	Hombres	35-39	257
Diciembre 2016	201612	44	Teruel	Mujeres	35-39	192
Diciembre 2016	201612	44	Teruel	Hombres	40-44	220
Diciembre 2016	201612	44	Teruel	Mujeres	40-44	146
Diciembre 2016	201612	44	Teruel	Hombres	45-49	172
Diciembre 2016	201612	44	Teruel	Mujeres	45-49	145
Diciembre 2016	201612	44	Teruel	Hombres	50-54	133
Diciembre 2016	201612	44	Teruel	Mujeres	50-54	91
Diciembre 2016	201612	44	Teruel	Hombres	55-59	81
Diciembre 2016	201612	44	Teruel	Mujeres	55-59	59
Diciembre 2016	201612	44	Teruel	Hombres	60-64	25
Diciembre 2016	201612	44	Teruel	Mujeres	60-64	21
Diciembre 2016	201612	44	Teruel	Mujeres	Más de 64	5
Diciembre 2016	201612	50	Zaragoza	Hombres	16-19	467
Diciembre 2016	201612	50	Zaragoza	Mujeres	16-19	399
Diciembre 2016	201612	50	Zaragoza	Hombres	20-24	2357
Diciembre 2016	201612	50	Zaragoza	Mujeres	20-24	2346
Diciembre 2016	201612	50	Zaragoza	Hombres	25-29	2544
Diciembre 2016	201612	50	Zaragoza	Mujeres	25-29	2416
Diciembre 2016	201612	50	Zaragoza	Hombres	30-34	2314
Diciembre 2016	201612	50	Zaragoza	Mujeres	30-34	1906
Diciembre 2016	201612	50	Zaragoza	Hombres	35-39	2237
Diciembre 2016	201612	50	Zaragoza	Mujeres	35-39	1881
Diciembre 2016	201612	50	Zaragoza	Hombres	40-44	2141
Diciembre 2016	201612	50	Zaragoza	Mujeres	40-44	2111
Diciembre 2016	201612	50	Zaragoza	Hombres	45-49	1669
Diciembre 2016	201612	50	Zaragoza	Mujeres	45-49	1704
Diciembre 2016	201612	50	Zaragoza	Hombres	50-54	1180
Diciembre 2016	201612	50	Zaragoza	Mujeres	50-54	1347
Diciembre 2016	201612	50	Zaragoza	Hombres	55-59	599
Diciembre 2016	201612	50	Zaragoza	Mujeres	55-59	645
Diciembre 2016	201612	50	Zaragoza	Hombres	60-64	282
Diciembre 2016	201612	50	Zaragoza	Mujeres	60-64	193
Diciembre 2016	201612	50	Zaragoza	Hombres	Más de 64	30
Diciembre 2016	201612	50	Zaragoza	Mujeres	Más de 64	33
Noviembre 2016	201611	22	Huesca	Hombres	16-19	109
Noviembre 2016	201611	22	Huesca	Mujeres	16-19	77
Noviembre 2016	201611	22	Huesca	Hombres	20-24	410
Noviembre 2016	201611	22	Huesca	Mujeres	20-24	399
Noviembre 2016	201611	22	Huesca	Hombres	25-29	473
Noviembre 2016	201611	22	Huesca	Mujeres	25-29	476
Noviembre 2016	201611	22	Huesca	Hombres	30-34	419
Noviembre 2016	201611	22	Huesca	Mujeres	30-34	379
Noviembre 2016	201611	22	Huesca	Hombres	35-39	476
Noviembre 2016	201611	22	Huesca	Mujeres	35-39	390
Noviembre 2016	201611	22	Huesca	Hombres	40-44	436
Noviembre 2016	201611	22	Huesca	Mujeres	40-44	393
Noviembre 2016	201611	22	Huesca	Hombres	45-49	389
Noviembre 2016	201611	22	Huesca	Mujeres	45-49	308
Noviembre 2016	201611	22	Huesca	Hombres	50-54	294
Noviembre 2016	201611	22	Huesca	Mujeres	50-54	210
Noviembre 2016	201611	22	Huesca	Hombres	55-59	142
Noviembre 2016	201611	22	Huesca	Mujeres	55-59	115
Noviembre 2016	201611	22	Huesca	Hombres	60-64	59
Noviembre 2016	201611	22	Huesca	Mujeres	60-64	25
Noviembre 2016	201611	22	Huesca	Hombres	Más de 64	8
Noviembre 2016	201611	22	Huesca	Mujeres	Más de 64	6
Noviembre 2016	201611	44	Teruel	Hombres	16-19	52
Noviembre 2016	201611	44	Teruel	Mujeres	16-19	55
Noviembre 2016	201611	44	Teruel	Hombres	20-24	331
Noviembre 2016	201611	44	Teruel	Mujeres	20-24	232
Noviembre 2016	201611	44	Teruel	Hombres	25-29	279
Noviembre 2016	201611	44	Teruel	Mujeres	25-29	243
Noviembre 2016	201611	44	Teruel	Hombres	30-34	256
Noviembre 2016	201611	44	Teruel	Mujeres	30-34	166
Noviembre 2016	201611	44	Teruel	Hombres	35-39	232
Noviembre 2016	201611	44	Teruel	Mujeres	35-39	162
Noviembre 2016	201611	44	Teruel	Hombres	40-44	195
Noviembre 2016	201611	44	Teruel	Mujeres	40-44	171
Noviembre 2016	201611	44	Teruel	Hombres	45-49	173
Noviembre 2016	201611	44	Teruel	Mujeres	45-49	182
Noviembre 2016	201611	44	Teruel	Hombres	50-54	120
Noviembre 2016	201611	44	Teruel	Mujeres	50-54	110
Noviembre 2016	201611	44	Teruel	Hombres	55-59	74
Noviembre 2016	201611	44	Teruel	Mujeres	55-59	63
Noviembre 2016	201611	44	Teruel	Hombres	60-64	27
Noviembre 2016	201611	44	Teruel	Mujeres	60-64	36
Noviembre 2016	201611	44	Teruel	Hombres	Más de 64	3
Noviembre 2016	201611	44	Teruel	Mujeres	Más de 64	3
Noviembre 2016	201611	50	Zaragoza	Hombres	16-19	540
Noviembre 2016	201611	50	Zaragoza	Mujeres	16-19	512
Noviembre 2016	201611	50	Zaragoza	Hombres	20-24	2852
Noviembre 2016	201611	50	Zaragoza	Mujeres	20-24	2931
Noviembre 2016	201611	50	Zaragoza	Hombres	25-29	3063
Noviembre 2016	201611	50	Zaragoza	Mujeres	25-29	3046
Noviembre 2016	201611	50	Zaragoza	Hombres	30-34	2842
Noviembre 2016	201611	50	Zaragoza	Mujeres	30-34	2222
Noviembre 2016	201611	50	Zaragoza	Hombres	35-39	2869
Noviembre 2016	201611	50	Zaragoza	Mujeres	35-39	2309
Noviembre 2016	201611	50	Zaragoza	Hombres	40-44	2691
Noviembre 2016	201611	50	Zaragoza	Mujeres	40-44	2384
Noviembre 2016	201611	50	Zaragoza	Hombres	45-49	1973
Noviembre 2016	201611	50	Zaragoza	Mujeres	45-49	1950
Noviembre 2016	201611	50	Zaragoza	Hombres	50-54	1418
Noviembre 2016	201611	50	Zaragoza	Mujeres	50-54	1458
Noviembre 2016	201611	50	Zaragoza	Hombres	55-59	821
Noviembre 2016	201611	50	Zaragoza	Mujeres	55-59	715
Noviembre 2016	201611	50	Zaragoza	Hombres	60-64	347
Noviembre 2016	201611	50	Zaragoza	Mujeres	60-64	212
Noviembre 2016	201611	50	Zaragoza	Hombres	Más de 64	45
Noviembre 2016	201611	50	Zaragoza	Mujeres	Más de 64	40
Octubre 2016	201610	22	Huesca	Hombres	16-19	121
Octubre 2016	201610	22	Huesca	Mujeres	16-19	106
Octubre 2016	201610	22	Huesca	Hombres	20-24	499
Octubre 2016	201610	22	Huesca	Mujeres	20-24	445
Octubre 2016	201610	22	Huesca	Hombres	25-29	522
Octubre 2016	201610	22	Huesca	Mujeres	25-29	538
Octubre 2016	201610	22	Huesca	Hombres	30-34	498
Octubre 2016	201610	22	Huesca	Mujeres	30-34	414
Octubre 2016	201610	22	Huesca	Hombres	35-39	542
Octubre 2016	201610	22	Huesca	Mujeres	35-39	465
Octubre 2016	201610	22	Huesca	Hombres	40-44	510
Octubre 2016	201610	22	Huesca	Mujeres	40-44	424
Octubre 2016	201610	22	Huesca	Hombres	45-49	372
Octubre 2016	201610	22	Huesca	Mujeres	45-49	318
Octubre 2016	201610	22	Huesca	Hombres	50-54	330
Octubre 2016	201610	22	Huesca	Mujeres	50-54	248
Octubre 2016	201610	22	Huesca	Hombres	55-59	155
Octubre 2016	201610	22	Huesca	Mujeres	55-59	129
Octubre 2016	201610	22	Huesca	Hombres	60-64	74
Octubre 2016	201610	22	Huesca	Mujeres	60-64	43
Octubre 2016	201610	22	Huesca	Hombres	Más de 64	6
Octubre 2016	201610	22	Huesca	Mujeres	Más de 64	8
Octubre 2016	201610	44	Teruel	Hombres	16-19	102
Octubre 2016	201610	44	Teruel	Mujeres	16-19	89
Octubre 2016	201610	44	Teruel	Hombres	20-24	458
Octubre 2016	201610	44	Teruel	Mujeres	20-24	352
Octubre 2016	201610	44	Teruel	Hombres	25-29	397
Octubre 2016	201610	44	Teruel	Mujeres	25-29	341
Octubre 2016	201610	44	Teruel	Hombres	30-34	293
Octubre 2016	201610	44	Teruel	Mujeres	30-34	213
Octubre 2016	201610	44	Teruel	Hombres	35-39	287
Octubre 2016	201610	44	Teruel	Mujeres	35-39	243
Octubre 2016	201610	44	Teruel	Hombres	40-44	287
Octubre 2016	201610	44	Teruel	Mujeres	40-44	169
Octubre 2016	201610	44	Teruel	Hombres	45-49	232
Octubre 2016	201610	44	Teruel	Mujeres	45-49	163
Octubre 2016	201610	44	Teruel	Hombres	50-54	157
Octubre 2016	201610	44	Teruel	Mujeres	50-54	147
Octubre 2016	201610	44	Teruel	Hombres	55-59	117
Octubre 2016	201610	44	Teruel	Mujeres	55-59	80
Octubre 2016	201610	44	Teruel	Hombres	60-64	19
Octubre 2016	201610	44	Teruel	Mujeres	60-64	23
Octubre 2016	201610	44	Teruel	Hombres	Más de 64	1
Octubre 2016	201610	44	Teruel	Mujeres	Más de 64	3
Octubre 2016	201610	50	Zaragoza	Hombres	16-19	690
Octubre 2016	201610	50	Zaragoza	Mujeres	16-19	606
Octubre 2016	201610	50	Zaragoza	Hombres	20-24	3359
Octubre 2016	201610	50	Zaragoza	Mujeres	20-24	3094
Octubre 2016	201610	50	Zaragoza	Hombres	25-29	3451
