Año	Sector código	Sector descripción	Comarca código	Comarca nombre	Número de empresas	BALANCE	A) ACTIVO NO CORRIENTE	I Inmovilizado intangible	II Inmovilizado material	III Inversiones inmobiliarias	Otros activos comerciales no corrientes	Deudas comerciales no corrientes	B) ACTIVO CORRIENTE	I Activos no corrientes mantenidos para la venta	II Existencias	III Deudores comerciales y otras cuentas a cobrar	IV-VI Otros activos corrientes	VII Efectivo y otros activos líquidos equivalentes	TOTAL ACTIVO (A+B)	A) Patrimonio neto	A-1) Fondos propios	I Capital	II-IX,A-2,A-3 Otros fondos	B) PASIVO NO CORRIENTE	I Provisiones a largo plazo	II-III Deudas a largo plazo	VI Acreedores comerciales no corrientes	IV,V,VII Otros pasivos a largo plazo	C) PASIVO CORRIENTE	I Pasivos vinculados con activos no corrientes	II Provisiones a corto plazo	III-IV Deudas a corto plazo	V Acreedores comerciales y otras cuentas a pagar	VI-VII Otros pasivos a corto plazo	TOTAL PATRIMONIO NETO Y PASIVO	PYG	1 Importe neto de la cifra de negocios	2 Variación de existencias de productos terminados y en curso de fabricación	3 Trabajos realizados por la empresa para su activo	4 Aprovisionamientos	5 Otros ingresos de explotación	6 Gastos de personal	7 Otros gastos de explotación	8 Amortización del inmovilizado	9-13 Otros resultados de explotación	A) RESULTADO DE EXPLOTACIÓN	14 Ingresos financieros	15 Gastos financieros	16-18 Otros resultados financieros	B) RESULTADO FINANCIERO	C) RESULTADO ANTES DE IMPUESTOS	19 Impuestos sobre beneficios	D) RESULTADO DEL EJERCICIO	RATIOS	Fondo de maniobra	Ratio de liquidez	Ratio de tesorería	Ratio de calidad de la deuda	Ratio de autonomía financiera	Rentabilidad económica	Rentabilidad financiera
2011	1	Agricultura, ganadería y pesca	01	La Jacetania	10	 	542,881	12,0096	520,5962	0	10,2751	0	239,6494	0	43,4414	134,865	20,0174	41,3256	782,5305	153,4296	150,4548	103,8755	49,5539	73,8792	0	73,8791	0	0	555,2218	0	0	75,6498	479,572	0	782,5305	 	339,1327	0	0	-180,8143	11,4408	-60,3416	-92,6164	-29,3138	-1,2185	-13,7308	0,5914	-4,9091	0	-4,3177	-18,0486	2,9675	-15,0812	 	-315,5724	43,1628224972434	35,3386700594249	88,2563849048086	24,3887070597567	-1,75466643153206	-9,82939406737683
2011	1	Agricultura, ganadería y pesca	03	Sobrarbe	5	 	203,0324	0	195,8328	0	7,1996	0	60,809	0	28,7362	24,8982	-0,0002	7,1748	263,8416	62,3486	62,3486	42,747	19,6012	109,9672	0	109,9672	0	0	91,5262	0	0	40,9652	50,561	0	263,8416	 	147,7734	0	0	-78,2952	20,266	-39,2678	-24,2014	-19,1724	5,2088	12,3116	0,015	-6,3772	0	-6,3622	5,9492	-0,9772	4,9724	 	-30,7172	66,4388994626675	35,0422064938783	45,4239195924035	30,9432467763212	4,6662846192564	7,9751590252227
2011	1	Agricultura, ganadería y pesca	04	La Ribagorza	48	 	348,83325	1,37770833333333	317,725104166667	6,92814583333333	22,802125	0	187,8514375	0	60,8406041666667	61,9936666666667	31,1059791666667	33,9111875	536,6845625	146,791979166667	145,377104166667	100,951416666667	45,8405208333333	200,569020833333	0	200,5690625	0	0	189,323666666667	0	0	73,4945833333333	113,824291666667	2,00479166666667	536,6845625	 	315,5068125	0,653520833333333	0	-202,989416666667	15,1668541666667	-39,637	-57,5970833333333	-21,9254375	3,84527083333333	13,0234583333333	1,49883333333333	-7,570875	0,489166666666667	-5,58291666666667	7,4404375	-2,7088125	4,73164583333333	 	-1,47222916666667	99,2223744698233	67,0866118164484	48,5578911163002	37,6493286160097	2,42665044671065	3,22336810239547
2011	1	Agricultura, ganadería y pesca	05	Cinco Villas	117	 	777,436504273504	17,9523418803419	695,736811965812	0,491982905982906	63,2553162393162	0	321,450632478632	0	74,8158461538462	110,747247863248	74,3980085470085	61,4895299145299	1098,88718803419	420,088393162393	405,243384615385	226,998692307692	193,089752136752	442,749444444444	0	441,859264957265	0	0,890153846153846	236,049393162393	0	0,12565811965812	98,3446239316239	137,252982905983	0,326145299145299	1098,88718803419	 	649,585846153846	-1,92728205128205	16,658547008547	-359,911418803419	43,4779572649573	-105,612982905983	-138,903948717949	-72,3737948717949	8,19223076923077	39,1852735042735	2,39494017094017	-18,529	-2,46164957264957	-18,5983162393162	20,5869401709402	-3,86759829059829	16,7193846153846	 	85,4012393162393	136,17939371591	104,484397532474	34,7745723894586	61,8870230602413	3,56590502928444	3,97996823704706
2011	1	Agricultura, ganadería y pesca	06	Hoya de Huesca / Plana de Uesca	65	 	656,008061538462	3,84787692307692	551,052861538462	22,8580307692308	78,2313846153846	0,017907692307692	379,243384615385	0	218,901076923077	66,0668	40,3719384615385	53,9035538461538	1035,25143076923	557,085230769231	554,382492307692	320,946738461538	236,138476923077	216,463215384615	0	203,1708	0	13,2923692307692	261,703030769231	0	0	143,248430769231	118,382215384615	0,072384615384615	1035,25143076923	 	664,414646153846	31,9043076923077	2,0562	-445,057969230769	48,1665692307692	-84,6314307692308	-148,220046153846	-33,4501076923077	3,46363076923077	38,6459230769231	1,02441538461538	-13,2635846153846	-0,383430769230769	-12,6226	26,0233230769231	-6,48173846153846	19,5416	 	117,540353846154	144,913638753309	61,2687945708515	54,7305529978856	116,504507637286	3,73299876033088	3,50782948832025
2011	1	Agricultura, ganadería y pesca	07	Somontano de Barbastro	29	 	476,73124137931	3,49058620689655	371,986	0,079275862068966	101,175344827586	0	376,338655172414	0	183,461068965517	113,078275862069	46,0828275862069	33,7164827586207	853,069724137931	380,828551724138	375,316896551724	222,019586206897	158,808931034483	167,461965517241	0	167,461965517241	0	0	304,779413793103	0	0	115,311517241379	189,467896551724	0	853,069724137931	 	455,988206896552	38,861724137931	0	-272,725931034483	25,1788965517241	-74,931724137931	-114,212724137931	-26,1435172413793	6,81289655172414	38,8278620689655	2,23379310344828	-13,3048965517241	-0,189241379310345	-11,2603448275862	27,5675517241379	-6,57058620689655	20,996724137931	 	71,5592413793103	123,479027172054	63,2843221943558	64,5389047097481	80,6427747353049	4,5515461363024	5,51343223686141
2011	1	Agricultura, ganadería y pesca	08	Cinca Medio	67	 	275,032597014925	3,74583582089552	231,066119402985	21,7354626865672	18,4293432835821	0,055805970149254	204,326194029851	0	61,9680895522388	84,7699402985075	10,8182835820896	46,7698805970149	479,358791044776	232,696343283582	228,769492537313	128,967253731343	103,729149253731	107,099701492537	0	107,09971641791	0	0	139,562701492537	0	0,040417910447761	58,1840895522388	81,3381940298507	0	479,358791044776	 	332,421104477612	1,5949552238806	3,63659701492537	-248,679970149254	27,4569104477612	-30,0177164179104	-54,1507313432836	-17,6991940298507	2,28402985074627	16,8460895522388	0,343089552238806	-5,7434776119403	-0,187089552238806	-5,58738805970149	11,2587164179104	-1,91520895522388	9,3435223880597	 	64,7634925373134	146,404585068007	102,002972825246	56,5804515822309	94,3379860357812	3,51429657011657	4,01532841307822
2011	1	Agricultura, ganadería y pesca	09	La Litera / La Llitera	162	 	641,751475308642	9,15151851851852	458,97987037037	0,074703703703704	173,545388888889	0	630,179067901235	0	376,778617283951	161,868759259259	42,7397716049383	48,7919135802469	1271,93059876543	495,044351851852	492,923080246914	153,760771604938	341,283567901235	298,606864197531	0	294,26024691358	0	4,34658024691358	478,279339506173	0	0,012734567901235	179,063808641975	298,495351851852	0,707456790123457	1271,93059876543	 	1353,10706790123	7,95604938271605	8,10196296296296	-1184,37769135802	41,1158456790123	-49,5328765432099	-96,8026172839506	-34,7333518518519	8,03885802469136	52,8731419753086	3,2338950617284	-15,1003518518519	0,210654320987654	-11,6556049382716	41,2175679012346	-10,1663333333333	31,0512716049383	 	151,899728395062	131,759625776831	52,9816831950304	61,5636289106485	63,7216042055828	4,15692035608143	6,27242215546593
2011	1	Agricultura, ganadería y pesca	10	Los Monegros	105	 	340,994228571429	0,03632380952381	313,846571428571	0,504990476190476	26,6063619047619	0	211,206819047619	0	74,763380952381	84,498980952381	19,4268095238095	32,5176380952381	552,201057142857	193,196847619048	189,408933333333	91,3614666666667	101,835447619048	175,111057142857	0	175,111104761905	0	0	183,893104761905	0	0	93,1952571428571	90,4867904761905	0,211057142857143	552,201057142857	 	415,174342857143	2,1032380952381	0	-252,583485714286	25,4538761904762	-48,275019047619	-98,1535619047619	-32,3448095238095	7,7786380952381	19,153180952381	0,555819047619048	-8,2845619047619	-0,690485714285714	-8,42880952380952	10,7244952380952	-2,75066666666667	7,97380952380952	 	27,3137142857143	114,85303884617	74,1971422735444	51,2231122297375	53,8146540123676	3,46851580681164	4,12729794615105
2011	1	Agricultura, ganadería y pesca	11	Bajo Cinca / Baix Cinca	69	 	1243,75773913043	9,63331884057971	725,524608695652	16,6389710144928	491,948391304348	0,012347826086957	394,952826086957	0	129,635724637681	126,661086956522	79,9007101449275	58,7552898550725	1638,71042028986	748,975217391304	727,019579710145	394,042463768116	354,932811594203	565,355695652174	0	565,35568115942	0	0	324,379579710145	0	0,031507246376812	130,82052173913	192,946347826087	0,581202898550725	1638,71042028986	 	817,238	-0,859246376811594	8,89333333333333	-426,335173913043	30,9330434782609	-180,54415942029	-153,215898550725	-55,4409855072464	10,8755797101449	51,5444782608696	23,149768115942	-22,4499420289855	-1,96089855072464	-1,26105797101449	50,2833913043478	-7,94213043478261	42,3413043478261	 	70,5732463768116	121,75637764864	81,7921668169126	36,457987976036	84,1795574628988	3,14542933410727	5,65323169107006
