Año	Mes (código)	Mes y año	Mes nombre	Comarca código	Comarca nombre	Grupo de tipo de jornada	Sexo	Número de contratos
2011	201110	Octubre 2011	Octubre	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3 - Fijos Discontinuos	Mujeres	2
2011	201110	Octubre 2011	Octubre	20	Comunidad de Calatayud	1 - Jornada Completa	Hombres	322
2011	201110	Octubre 2011	Octubre	20	Comunidad de Calatayud	1 - Jornada Completa	Mujeres	172
2011	201110	Octubre 2011	Octubre	20	Comunidad de Calatayud	2 - Jornada Parcial	Hombres	61
2011	201110	Octubre 2011	Octubre	20	Comunidad de Calatayud	2 - Jornada Parcial	Mujeres	104
2011	201110	Octubre 2011	Octubre	20	Comunidad de Calatayud	3 - Fijos Discontinuos	Mujeres	2
2011	201110	Octubre 2011	Octubre	21	Campo de Cariñena	1 - Jornada Completa	Hombres	147
2011	201110	Octubre 2011	Octubre	21	Campo de Cariñena	1 - Jornada Completa	Mujeres	51
2011	201110	Octubre 2011	Octubre	21	Campo de Cariñena	2 - Jornada Parcial	Hombres	18
2011	201110	Octubre 2011	Octubre	21	Campo de Cariñena	2 - Jornada Parcial	Mujeres	26
2011	201110	Octubre 2011	Octubre	21	Campo de Cariñena	3 - Fijos Discontinuos	Hombres	3
2011	201110	Octubre 2011	Octubre	22	Campo de Belchite	1 - Jornada Completa	Hombres	13
2011	201110	Octubre 2011	Octubre	22	Campo de Belchite	1 - Jornada Completa	Mujeres	18
2011	201110	Octubre 2011	Octubre	22	Campo de Belchite	2 - Jornada Parcial	Hombres	8
2011	201110	Octubre 2011	Octubre	22	Campo de Belchite	2 - Jornada Parcial	Mujeres	5
2011	201110	Octubre 2011	Octubre	23	Bajo Martín	1 - Jornada Completa	Hombres	41
2011	201110	Octubre 2011	Octubre	23	Bajo Martín	1 - Jornada Completa	Mujeres	13
2011	201110	Octubre 2011	Octubre	23	Bajo Martín	2 - Jornada Parcial	Hombres	5
2011	201110	Octubre 2011	Octubre	23	Bajo Martín	2 - Jornada Parcial	Mujeres	11
2011	201110	Octubre 2011	Octubre	24	Campo de Daroca	1 - Jornada Completa	Hombres	27
2011	201110	Octubre 2011	Octubre	24	Campo de Daroca	1 - Jornada Completa	Mujeres	16
2011	201110	Octubre 2011	Octubre	24	Campo de Daroca	2 - Jornada Parcial	Hombres	6
2011	201110	Octubre 2011	Octubre	24	Campo de Daroca	2 - Jornada Parcial	Mujeres	9
2011	201110	Octubre 2011	Octubre	25	Jiloca	1 - Jornada Completa	Hombres	61
2011	201110	Octubre 2011	Octubre	25	Jiloca	1 - Jornada Completa	Mujeres	27
2011	201110	Octubre 2011	Octubre	25	Jiloca	2 - Jornada Parcial	Hombres	30
2011	201110	Octubre 2011	Octubre	25	Jiloca	2 - Jornada Parcial	Mujeres	30
2011	201110	Octubre 2011	Octubre	25	Jiloca	3 - Fijos Discontinuos	Hombres	1
2011	201110	Octubre 2011	Octubre	26	Cuencas Mineras	1 - Jornada Completa	Hombres	45
2011	201110	Octubre 2011	Octubre	26	Cuencas Mineras	1 - Jornada Completa	Mujeres	12
2011	201110	Octubre 2011	Octubre	26	Cuencas Mineras	2 - Jornada Parcial	Hombres	7
2011	201110	Octubre 2011	Octubre	26	Cuencas Mineras	2 - Jornada Parcial	Mujeres	23
2011	201110	Octubre 2011	Octubre	26	Cuencas Mineras	3 - Fijos Discontinuos	Mujeres	3
2011	201110	Octubre 2011	Octubre	27	Andorra-Sierra de Arcos	1 - Jornada Completa	Hombres	57
2011	201110	Octubre 2011	Octubre	27	Andorra-Sierra de Arcos	1 - Jornada Completa	Mujeres	44
2011	201110	Octubre 2011	Octubre	27	Andorra-Sierra de Arcos	2 - Jornada Parcial	Hombres	18
2011	201110	Octubre 2011	Octubre	27	Andorra-Sierra de Arcos	2 - Jornada Parcial	Mujeres	57
2011	201110	Octubre 2011	Octubre	28	Bajo Aragón	1 - Jornada Completa	Hombres	285
2011	201110	Octubre 2011	Octubre	28	Bajo Aragón	1 - Jornada Completa	Mujeres	132
2011	201110	Octubre 2011	Octubre	28	Bajo Aragón	2 - Jornada Parcial	Hombres	47
2011	201110	Octubre 2011	Octubre	28	Bajo Aragón	2 - Jornada Parcial	Mujeres	114
2011	201110	Octubre 2011	Octubre	28	Bajo Aragón	3 - Fijos Discontinuos	Hombres	1
2011	201110	Octubre 2011	Octubre	28	Bajo Aragón	3 - Fijos Discontinuos	Mujeres	4
2011	201110	Octubre 2011	Octubre	29	Comunidad de Teruel	1 - Jornada Completa	Hombres	944
2011	201110	Octubre 2011	Octubre	29	Comunidad de Teruel	1 - Jornada Completa	Mujeres	428
2011	201110	Octubre 2011	Octubre	29	Comunidad de Teruel	2 - Jornada Parcial	Hombres	142
2011	201110	Octubre 2011	Octubre	29	Comunidad de Teruel	2 - Jornada Parcial	Mujeres	198
2011	201110	Octubre 2011	Octubre	29	Comunidad de Teruel	3 - Fijos Discontinuos	Hombres	4
2011	201110	Octubre 2011	Octubre	29	Comunidad de Teruel	3 - Fijos Discontinuos	Mujeres	5
2011	201110	Octubre 2011	Octubre	30	Maestrazgo	1 - Jornada Completa	Hombres	8
2011	201110	Octubre 2011	Octubre	30	Maestrazgo	1 - Jornada Completa	Mujeres	14
2011	201110	Octubre 2011	Octubre	30	Maestrazgo	2 - Jornada Parcial	Hombres	5
2011	201110	Octubre 2011	Octubre	30	Maestrazgo	2 - Jornada Parcial	Mujeres	13
2011	201110	Octubre 2011	Octubre	31	Sierra de Albarracín	1 - Jornada Completa	Hombres	25
2011	201110	Octubre 2011	Octubre	31	Sierra de Albarracín	1 - Jornada Completa	Mujeres	11
2011	201110	Octubre 2011	Octubre	31	Sierra de Albarracín	2 - Jornada Parcial	Hombres	1
2011	201110	Octubre 2011	Octubre	31	Sierra de Albarracín	2 - Jornada Parcial	Mujeres	8
2011	201110	Octubre 2011	Octubre	31	Sierra de Albarracín	3 - Fijos Discontinuos	Mujeres	1
2011	201110	Octubre 2011	Octubre	32	Gúdar-Javalambre	1 - Jornada Completa	Hombres	47
2011	201110	Octubre 2011	Octubre	32	Gúdar-Javalambre	1 - Jornada Completa	Mujeres	15
2011	201110	Octubre 2011	Octubre	32	Gúdar-Javalambre	2 - Jornada Parcial	Hombres	12
2011	201110	Octubre 2011	Octubre	32	Gúdar-Javalambre	2 - Jornada Parcial	Mujeres	20
2011	201110	Octubre 2011	Octubre	32	Gúdar-Javalambre	3 - Fijos Discontinuos	Hombres	4
2011	201110	Octubre 2011	Octubre	32	Gúdar-Javalambre	3 - Fijos Discontinuos	Mujeres	2
2011	201110	Octubre 2011	Octubre	33	Matarraña / Matarranya	1 - Jornada Completa	Hombres	54
2011	201110	Octubre 2011	Octubre	33	Matarraña / Matarranya	1 - Jornada Completa	Mujeres	36
2011	201110	Octubre 2011	Octubre	33	Matarraña / Matarranya	2 - Jornada Parcial	Hombres	11
2011	201110	Octubre 2011	Octubre	33	Matarraña / Matarranya	2 - Jornada Parcial	Mujeres	43
2011	201110	Octubre 2011	Octubre	33	Matarraña / Matarranya	3 - Fijos Discontinuos	Hombres	2
2011	201109	Septiembre 2011	Septiembre	01	La Jacetania	1 - Jornada Completa	Hombres	101
2011	201109	Septiembre 2011	Septiembre	01	La Jacetania	1 - Jornada Completa	Mujeres	98
2011	201109	Septiembre 2011	Septiembre	01	La Jacetania	2 - Jornada Parcial	Hombres	20
2011	201109	Septiembre 2011	Septiembre	01	La Jacetania	2 - Jornada Parcial	Mujeres	101
2011	201109	Septiembre 2011	Septiembre	01	La Jacetania	3 - Fijos Discontinuos	Hombres	7
2011	201109	Septiembre 2011	Septiembre	01	La Jacetania	3 - Fijos Discontinuos	Mujeres	3
2011	201109	Septiembre 2011	Septiembre	02	Alto Gállego	1 - Jornada Completa	Hombres	123
2011	201109	Septiembre 2011	Septiembre	02	Alto Gállego	1 - Jornada Completa	Mujeres	91
2011	201109	Septiembre 2011	Septiembre	02	Alto Gállego	2 - Jornada Parcial	Hombres	12
2011	201109	Septiembre 2011	Septiembre	02	Alto Gállego	2 - Jornada Parcial	Mujeres	41
2011	201109	Septiembre 2011	Septiembre	02	Alto Gállego	3 - Fijos Discontinuos	Hombres	8
2011	201109	Septiembre 2011	Septiembre	02	Alto Gállego	3 - Fijos Discontinuos	Mujeres	5
2011	201109	Septiembre 2011	Septiembre	03	Sobrarbe	1 - Jornada Completa	Hombres	64
2011	201109	Septiembre 2011	Septiembre	03	Sobrarbe	1 - Jornada Completa	Mujeres	68
2011	201109	Septiembre 2011	Septiembre	03	Sobrarbe	2 - Jornada Parcial	Hombres	20
2011	201109	Septiembre 2011	Septiembre	03	Sobrarbe	2 - Jornada Parcial	Mujeres	30
2011	201109	Septiembre 2011	Septiembre	03	Sobrarbe	3 - Fijos Discontinuos	Hombres	1
2011	201109	Septiembre 2011	Septiembre	03	Sobrarbe	3 - Fijos Discontinuos	Mujeres	2
2011	201109	Septiembre 2011	Septiembre	04	La Ribagorza	1 - Jornada Completa	Hombres	56
2011	201109	Septiembre 2011	Septiembre	04	La Ribagorza	1 - Jornada Completa	Mujeres	43
2011	201109	Septiembre 2011	Septiembre	04	La Ribagorza	2 - Jornada Parcial	Hombres	20
2011	201109	Septiembre 2011	Septiembre	04	La Ribagorza	2 - Jornada Parcial	Mujeres	57
2011	201109	Septiembre 2011	Septiembre	05	Cinco Villas	1 - Jornada Completa	Hombres	408
2011	201109	Septiembre 2011	Septiembre	05	Cinco Villas	1 - Jornada Completa	Mujeres	139
2011	201109	Septiembre 2011	Septiembre	05	Cinco Villas	2 - Jornada Parcial	Hombres	60
2011	201109	Septiembre 2011	Septiembre	05	Cinco Villas	2 - Jornada Parcial	Mujeres	105
2011	201109	Septiembre 2011	Septiembre	05	Cinco Villas	3 - Fijos Discontinuos	Hombres	1
2011	201109	Septiembre 2011	Septiembre	06	Hoya de Huesca / Plana de Uesca	1 - Jornada Completa	Hombres	705
2011	201109	Septiembre 2011	Septiembre	06	Hoya de Huesca / Plana de Uesca	1 - Jornada Completa	Mujeres	428
2011	201109	Septiembre 2011	Septiembre	06	Hoya de Huesca / Plana de Uesca	2 - Jornada Parcial	Hombres	208
2011	201109	Septiembre 2011	Septiembre	06	Hoya de Huesca / Plana de Uesca	2 - Jornada Parcial	Mujeres	540
2011	201109	Septiembre 2011	Septiembre	06	Hoya de Huesca / Plana de Uesca	3 - Fijos Discontinuos	Hombres	3
2011	201109	Septiembre 2011	Septiembre	06	Hoya de Huesca / Plana de Uesca	3 - Fijos Discontinuos	Mujeres	2
2011	201109	Septiembre 2011	Septiembre	07	Somontano de Barbastro	1 - Jornada Completa	Hombres	190
2011	201109	Septiembre 2011	Septiembre	07	Somontano de Barbastro	1 - Jornada Completa	Mujeres	87
2011	201109	Septiembre 2011	Septiembre	07	Somontano de Barbastro	2 - Jornada Parcial	Hombres	56
2011	201109	Septiembre 2011	Septiembre	07	Somontano de Barbastro	2 - Jornada Parcial	Mujeres	108
2011	201109	Septiembre 2011	Septiembre	07	Somontano de Barbastro	3 - Fijos Discontinuos	Mujeres	1
2011	201109	Septiembre 2011	Septiembre	08	Cinca Medio	1 - Jornada Completa	Hombres	182
2011	201109	Septiembre 2011	Septiembre	08	Cinca Medio	1 - Jornada Completa	Mujeres	103
2011	201109	Septiembre 2011	Septiembre	08	Cinca Medio	2 - Jornada Parcial	Hombres	42
2011	201109	Septiembre 2011	Septiembre	08	Cinca Medio	2 - Jornada Parcial	Mujeres	82
2011	201109	Septiembre 2011	Septiembre	09	La Litera / La Llitera	1 - Jornada Completa	Hombres	274
2011	201109	Septiembre 2011	Septiembre	09	La Litera / La Llitera	1 - Jornada Completa	Mujeres	60
2011	201109	Septiembre 2011	Septiembre	09	La Litera / La Llitera	2 - Jornada Parcial	Hombres	36
2011	201109	Septiembre 2011	Septiembre	09	La Litera / La Llitera	2 - Jornada Parcial	Mujeres	99
2011	201109	Septiembre 2011	Septiembre	10	Los Monegros	1 - Jornada Completa	Hombres	88
2011	201109	Septiembre 2011	Septiembre	10	Los Monegros	1 - Jornada Completa	Mujeres	37
2011	201109	Septiembre 2011	Septiembre	10	Los Monegros	2 - Jornada Parcial	Hombres	24
2011	201109	Septiembre 2011	Septiembre	10	Los Monegros	2 - Jornada Parcial	Mujeres	44
2011	201109	Septiembre 2011	Septiembre	11	Bajo Cinca / Baix Cinca	1 - Jornada Completa	Hombres	316
2011	201109	Septiembre 2011	Septiembre	11	Bajo Cinca / Baix Cinca	1 - Jornada Completa	Mujeres	160
2011	201109	Septiembre 2011	Septiembre	11	Bajo Cinca / Baix Cinca	2 - Jornada Parcial	Hombres	26
2011	201109	Septiembre 2011	Septiembre	11	Bajo Cinca / Baix Cinca	2 - Jornada Parcial	Mujeres	77
2011	201109	Septiembre 2011	Septiembre	11	Bajo Cinca / Baix Cinca	3 - Fijos Discontinuos	Mujeres	1
2011	201109	Septiembre 2011	Septiembre	12	Tarazona y el Moncayo	1 - Jornada Completa	Hombres	132
2011	201109	Septiembre 2011	Septiembre	12	Tarazona y el Moncayo	1 - Jornada Completa	Mujeres	121
2011	201109	Septiembre 2011	Septiembre	12	Tarazona y el Moncayo	2 - Jornada Parcial	Hombres	115
2011	201109	Septiembre 2011	Septiembre	12	Tarazona y el Moncayo	2 - Jornada Parcial	Mujeres	61
2011	201109	Septiembre 2011	Septiembre	13	Campo de Borja	1 - Jornada Completa	Hombres	457
2011	201109	Septiembre 2011	Septiembre	13	Campo de Borja	1 - Jornada Completa	Mujeres	197
2011	201109	Septiembre 2011	Septiembre	13	Campo de Borja	2 - Jornada Parcial	Hombres	55
2011	201109	Septiembre 2011	Septiembre	13	Campo de Borja	2 - Jornada Parcial	Mujeres	90
2011	201109	Septiembre 2011	Septiembre	14	Aranda	1 - Jornada Completa	Hombres	45
2011	201109	Septiembre 2011	Septiembre	14	Aranda	1 - Jornada Completa	Mujeres	42
2011	201109	Septiembre 2011	Septiembre	14	Aranda	2 - Jornada Parcial	Hombres	19
2011	201109	Septiembre 2011	Septiembre	14	Aranda	2 - Jornada Parcial	Mujeres	26
2011	201109	Septiembre 2011	Septiembre	14	Aranda	3 - Fijos Discontinuos	Mujeres	3
2011	201109	Septiembre 2011	Septiembre	15	Ribera Alta del Ebro	1 - Jornada Completa	Hombres	679
2011	201109	Septiembre 2011	Septiembre	15	Ribera Alta del Ebro	1 - Jornada Completa	Mujeres	256
2011	201109	Septiembre 2011	Septiembre	15	Ribera Alta del Ebro	2 - Jornada Parcial	Hombres	145
2011	201109	Septiembre 2011	Septiembre	15	Ribera Alta del Ebro	2 - Jornada Parcial	Mujeres	167
2011	201109	Septiembre 2011	Septiembre	15	Ribera Alta del Ebro	3 - Fijos Discontinuos	Hombres	10
2011	201109	Septiembre 2011	Septiembre	15	Ribera Alta del Ebro	3 - Fijos Discontinuos	Mujeres	2
2011	201109	Septiembre 2011	Septiembre	16	Valdejalón	1 - Jornada Completa	Hombres	1088
2011	201109	Septiembre 2011	Septiembre	16	Valdejalón	1 - Jornada Completa	Mujeres	368
2011	201109	Septiembre 2011	Septiembre	16	Valdejalón	2 - Jornada Parcial	Hombres	63
2011	201109	Septiembre 2011	Septiembre	16	Valdejalón	2 - Jornada Parcial	Mujeres	109
2011	201109	Septiembre 2011	Septiembre	16	Valdejalón	3 - Fijos Discontinuos	Mujeres	7
2011	201109	Septiembre 2011	Septiembre	17	D.C. Zaragoza	1 - Jornada Completa	Hombres	7486
2011	201109	Septiembre 2011	Septiembre	17	D.C. Zaragoza	1 - Jornada Completa	Mujeres	4913
2011	201109	Septiembre 2011	Septiembre	17	D.C. Zaragoza	2 - Jornada Parcial	Hombres	3615
2011	201109	Septiembre 2011	Septiembre	17	D.C. Zaragoza	2 - Jornada Parcial	Mujeres	6062
2011	201109	Septiembre 2011	Septiembre	17	D.C. Zaragoza	3 - Fijos Discontinuos	Hombres	35
2011	201109	Septiembre 2011	Septiembre	17	D.C. Zaragoza	3 - Fijos Discontinuos	Mujeres	101
2011	201109	Septiembre 2011	Septiembre	18	Ribera Baja del Ebro	1 - Jornada Completa	Hombres	220
2011	201109	Septiembre 2011	Septiembre	18	Ribera Baja del Ebro	1 - Jornada Completa	Mujeres	188
2011	201109	Septiembre 2011	Septiembre	18	Ribera Baja del Ebro	2 - Jornada Parcial	Hombres	11
2011	201109	Septiembre 2011	Septiembre	18	Ribera Baja del Ebro	2 - Jornada Parcial	Mujeres	19
2011	201109	Septiembre 2011	Septiembre	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1 - Jornada Completa	Hombres	369
2011	201109	Septiembre 2011	Septiembre	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1 - Jornada Completa	Mujeres	191
2011	201109	Septiembre 2011	Septiembre	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2 - Jornada Parcial	Hombres	17
2011	201109	Septiembre 2011	Septiembre	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2 - Jornada Parcial	Mujeres	36
2011	201109	Septiembre 2011	Septiembre	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3 - Fijos Discontinuos	Hombres	7
2011	201109	Septiembre 2011	Septiembre	20	Comunidad de Calatayud	1 - Jornada Completa	Hombres	693
2011	201109	Septiembre 2011	Septiembre	20	Comunidad de Calatayud	1 - Jornada Completa	Mujeres	324
2011	201109	Septiembre 2011	Septiembre	20	Comunidad de Calatayud	2 - Jornada Parcial	Hombres	74
2011	201109	Septiembre 2011	Septiembre	20	Comunidad de Calatayud	2 - Jornada Parcial	Mujeres	159
2011	201109	Septiembre 2011	Septiembre	20	Comunidad de Calatayud	3 - Fijos Discontinuos	Hombres	3
2011	201109	Septiembre 2011	Septiembre	20	Comunidad de Calatayud	3 - Fijos Discontinuos	Mujeres	3
2011	201109	Septiembre 2011	Septiembre	21	Campo de Cariñena	1 - Jornada Completa	Hombres	1053
2011	201109	Septiembre 2011	Septiembre	21	Campo de Cariñena	1 - Jornada Completa	Mujeres	183
2011	201109	Septiembre 2011	Septiembre	21	Campo de Cariñena	2 - Jornada Parcial	Hombres	20
2011	201109	Septiembre 2011	Septiembre	21	Campo de Cariñena	2 - Jornada Parcial	Mujeres	27
2011	201109	Septiembre 2011	Septiembre	22	Campo de Belchite	1 - Jornada Completa	Hombres	20
2011	201109	Septiembre 2011	Septiembre	22	Campo de Belchite	1 - Jornada Completa	Mujeres	9
2011	201109	Septiembre 2011	Septiembre	22	Campo de Belchite	2 - Jornada Parcial	Hombres	4
2011	201109	Septiembre 2011	Septiembre	22	Campo de Belchite	2 - Jornada Parcial	Mujeres	11
2011	201109	Septiembre 2011	Septiembre	23	Bajo Martín	1 - Jornada Completa	Hombres	50
2011	201109	Septiembre 2011	Septiembre	23	Bajo Martín	1 - Jornada Completa	Mujeres	35
2011	201109	Septiembre 2011	Septiembre	23	Bajo Martín	2 - Jornada Parcial	Hombres	13
2011	201109	Septiembre 2011	Septiembre	23	Bajo Martín	2 - Jornada Parcial	Mujeres	18
2011	201109	Septiembre 2011	Septiembre	23	Bajo Martín	3 - Fijos Discontinuos	Mujeres	1
2011	201109	Septiembre 2011	Septiembre	24	Campo de Daroca	1 - Jornada Completa	Hombres	42
2011	201109	Septiembre 2011	Septiembre	24	Campo de Daroca	1 - Jornada Completa	Mujeres	15
2011	201109	Septiembre 2011	Septiembre	24	Campo de Daroca	2 - Jornada Parcial	Hombres	11
2011	201109	Septiembre 2011	Septiembre	24	Campo de Daroca	2 - Jornada Parcial	Mujeres	14
2011	201109	Septiembre 2011	Septiembre	24	Campo de Daroca	3 - Fijos Discontinuos	Hombres	1
2011	201109	Septiembre 2011	Septiembre	25	Jiloca	1 - Jornada Completa	Hombres	69
2011	201109	Septiembre 2011	Septiembre	25	Jiloca	1 - Jornada Completa	Mujeres	41
2011	201109	Septiembre 2011	Septiembre	25	Jiloca	2 - Jornada Parcial	Hombres	6
2011	201109	Septiembre 2011	Septiembre	25	Jiloca	2 - Jornada Parcial	Mujeres	23
2011	201109	Septiembre 2011	Septiembre	26	Cuencas Mineras	1 - Jornada Completa	Hombres	42
2011	201109	Septiembre 2011	Septiembre	26	Cuencas Mineras	1 - Jornada Completa	Mujeres	25
2011	201109	Septiembre 2011	Septiembre	26	Cuencas Mineras	2 - Jornada Parcial	Hombres	4
2011	201109	Septiembre 2011	Septiembre	26	Cuencas Mineras	2 - Jornada Parcial	Mujeres	23
2011	201109	Septiembre 2011	Septiembre	27	Andorra-Sierra de Arcos	1 - Jornada Completa	Hombres	104
2011	201109	Septiembre 2011	Septiembre	27	Andorra-Sierra de Arcos	1 - Jornada Completa	Mujeres	49
2011	201109	Septiembre 2011	Septiembre	27	Andorra-Sierra de Arcos	2 - Jornada Parcial	Hombres	10
2011	201109	Septiembre 2011	Septiembre	27	Andorra-Sierra de Arcos	2 - Jornada Parcial	Mujeres	31
2011	201109	Septiembre 2011	Septiembre	27	Andorra-Sierra de Arcos	3 - Fijos Discontinuos	Hombres	2
2011	201109	Septiembre 2011	Septiembre	28	Bajo Aragón	1 - Jornada Completa	Hombres	441
2011	201109	Septiembre 2011	Septiembre	28	Bajo Aragón	1 - Jornada Completa	Mujeres	348
2011	201109	Septiembre 2011	Septiembre	28	Bajo Aragón	2 - Jornada Parcial	Hombres	56
2011	201109	Septiembre 2011	Septiembre	28	Bajo Aragón	2 - Jornada Parcial	Mujeres	186
2011	201109	Septiembre 2011	Septiembre	28	Bajo Aragón	3 - Fijos Discontinuos	Mujeres	3
2011	201109	Septiembre 2011	Septiembre	29	Comunidad de Teruel	1 - Jornada Completa	Hombres	683
2011	201109	Septiembre 2011	Septiembre	29	Comunidad de Teruel	1 - Jornada Completa	Mujeres	314
2011	201109	Septiembre 2011	Septiembre	29	Comunidad de Teruel	2 - Jornada Parcial	Hombres	142
2011	201109	Septiembre 2011	Septiembre	29	Comunidad de Teruel	2 - Jornada Parcial	Mujeres	215
2011	201109	Septiembre 2011	Septiembre	29	Comunidad de Teruel	3 - Fijos Discontinuos	Hombres	6
2011	201109	Septiembre 2011	Septiembre	29	Comunidad de Teruel	3 - Fijos Discontinuos	Mujeres	3
2011	201109	Septiembre 2011	Septiembre	30	Maestrazgo	1 - Jornada Completa	Hombres	28
2011	201109	Septiembre 2011	Septiembre	30	Maestrazgo	1 - Jornada Completa	Mujeres	11
2011	201109	Septiembre 2011	Septiembre	30	Maestrazgo	2 - Jornada Parcial	Hombres	5
2011	201109	Septiembre 2011	Septiembre	30	Maestrazgo	2 - Jornada Parcial	Mujeres	5
2011	201109	Septiembre 2011	Septiembre	31	Sierra de Albarracín	1 - Jornada Completa	Hombres	27
2011	201109	Septiembre 2011	Septiembre	31	Sierra de Albarracín	1 - Jornada Completa	Mujeres	13
2011	201109	Septiembre 2011	Septiembre	31	Sierra de Albarracín	2 - Jornada Parcial	Hombres	6
2011	201109	Septiembre 2011	Septiembre	31	Sierra de Albarracín	2 - Jornada Parcial	Mujeres	10
2011	201109	Septiembre 2011	Septiembre	31	Sierra de Albarracín	3 - Fijos Discontinuos	Mujeres	1
2011	201109	Septiembre 2011	Septiembre	32	Gúdar-Javalambre	1 - Jornada Completa	Hombres	43
2011	201109	Septiembre 2011	Septiembre	32	Gúdar-Javalambre	1 - Jornada Completa	Mujeres	42
2011	201109	Septiembre 2011	Septiembre	32	Gúdar-Javalambre	2 - Jornada Parcial	Hombres	17
2011	201109	Septiembre 2011	Septiembre	32	Gúdar-Javalambre	2 - Jornada Parcial	Mujeres	20
2011	201109	Septiembre 2011	Septiembre	33	Matarraña / Matarranya	1 - Jornada Completa	Hombres	104
2011	201109	Septiembre 2011	Septiembre	33	Matarraña / Matarranya	1 - Jornada Completa	Mujeres	68
2011	201109	Septiembre 2011	Septiembre	33	Matarraña / Matarranya	2 - Jornada Parcial	Hombres	21
2011	201109	Septiembre 2011	Septiembre	33	Matarraña / Matarranya	2 - Jornada Parcial	Mujeres	32
2011	201108	Agosto 2011	Agosto	01	La Jacetania	1 - Jornada Completa	Hombres	127
2011	201108	Agosto 2011	Agosto	01	La Jacetania	1 - Jornada Completa	Mujeres	131
2011	201108	Agosto 2011	Agosto	01	La Jacetania	2 - Jornada Parcial	Hombres	35
2011	201108	Agosto 2011	Agosto	01	La Jacetania	2 - Jornada Parcial	Mujeres	92
2011	201108	Agosto 2011	Agosto	01	La Jacetania	3 - Fijos Discontinuos	Hombres	1
2011	201108	Agosto 2011	Agosto	01	La Jacetania	3 - Fijos Discontinuos	Mujeres	1
2011	201108	Agosto 2011	Agosto	02	Alto Gállego	1 - Jornada Completa	Hombres	154
2011	201108	Agosto 2011	Agosto	02	Alto Gállego	1 - Jornada Completa	Mujeres	107
2011	201108	Agosto 2011	Agosto	02	Alto Gállego	2 - Jornada Parcial	Hombres	17
2011	201108	Agosto 2011	Agosto	02	Alto Gállego	2 - Jornada Parcial	Mujeres	47
2011	201108	Agosto 2011	Agosto	03	Sobrarbe	1 - Jornada Completa	Hombres	87
2011	201108	Agosto 2011	Agosto	03	Sobrarbe	1 - Jornada Completa	Mujeres	80
2011	201108	Agosto 2011	Agosto	03	Sobrarbe	2 - Jornada Parcial	Hombres	21
2011	201108	Agosto 2011	Agosto	03	Sobrarbe	2 - Jornada Parcial	Mujeres	27
2011	201108	Agosto 2011	Agosto	03	Sobrarbe	3 - Fijos Discontinuos	Hombres	2
2011	201108	Agosto 2011	Agosto	03	Sobrarbe	3 - Fijos Discontinuos	Mujeres	5
2011	201108	Agosto 2011	Agosto	04	La Ribagorza	1 - Jornada Completa	Hombres	108
2011	201108	Agosto 2011	Agosto	04	La Ribagorza	1 - Jornada Completa	Mujeres	85
2011	201108	Agosto 2011	Agosto	04	La Ribagorza	2 - Jornada Parcial	Hombres	20
2011	201108	Agosto 2011	Agosto	04	La Ribagorza	2 - Jornada Parcial	Mujeres	42
2011	201108	Agosto 2011	Agosto	04	La Ribagorza	3 - Fijos Discontinuos	Hombres	4
2011	201108	Agosto 2011	Agosto	04	La Ribagorza	3 - Fijos Discontinuos	Mujeres	1
2011	201108	Agosto 2011	Agosto	05	Cinco Villas	1 - Jornada Completa	Hombres	309
2011	201108	Agosto 2011	Agosto	05	Cinco Villas	1 - Jornada Completa	Mujeres	152
2011	201108	Agosto 2011	Agosto	05	Cinco Villas	2 - Jornada Parcial	Hombres	41
2011	201108	Agosto 2011	Agosto	05	Cinco Villas	2 - Jornada Parcial	Mujeres	122
2011	201108	Agosto 2011	Agosto	05	Cinco Villas	3 - Fijos Discontinuos	Hombres	1
2011	201108	Agosto 2011	Agosto	05	Cinco Villas	3 - Fijos Discontinuos	Mujeres	2
2011	201108	Agosto 2011	Agosto	06	Hoya de Huesca / Plana de Uesca	1 - Jornada Completa	Hombres	693
2011	201108	Agosto 2011	Agosto	06	Hoya de Huesca / Plana de Uesca	1 - Jornada Completa	Mujeres	360
2011	201108	Agosto 2011	Agosto	06	Hoya de Huesca / Plana de Uesca	2 - Jornada Parcial	Hombres	144
2011	201108	Agosto 2011	Agosto	06	Hoya de Huesca / Plana de Uesca	2 - Jornada Parcial	Mujeres	363
2011	201108	Agosto 2011	Agosto	06	Hoya de Huesca / Plana de Uesca	3 - Fijos Discontinuos	Hombres	1
2011	201108	Agosto 2011	Agosto	07	Somontano de Barbastro	1 - Jornada Completa	Hombres	267
2011	201108	Agosto 2011	Agosto	07	Somontano de Barbastro	1 - Jornada Completa	Mujeres	138
2011	201108	Agosto 2011	Agosto	07	Somontano de Barbastro	2 - Jornada Parcial	Hombres	50
2011	201108	Agosto 2011	Agosto	07	Somontano de Barbastro	2 - Jornada Parcial	Mujeres	88
2011	201108	Agosto 2011	Agosto	08	Cinca Medio	1 - Jornada Completa	Hombres	371
2011	201108	Agosto 2011	Agosto	08	Cinca Medio	1 - Jornada Completa	Mujeres	84
