Municipio código	Municipio nombre	Tipo nacionalidad	Continente nacionalidad	Area nacionalidad, código	Area nacionalidad, nombre	Personas
50160	Mallén	Nacionalidad extranjera	Europa	02	Resto de Europa	170
50160	Mallén	Nacionalidad extranjera	África	03	Magreb	67
50160	Mallén	Nacionalidad extranjera	África	04	Resto de África	1
50160	Mallén	Nacionalidad extranjera	América	06	Resto de América	12
50161	Manchones	Nacionalidad española	Europa	01	UE-15	144
50161	Manchones	Nacionalidad extranjera	Europa	01	UE-15	1
50162	Mara	Nacionalidad española	Europa	01	UE-15	200
50162	Mara	Nacionalidad extranjera	Europa	02	Resto de Europa	2
50163	María de Huerva	Nacionalidad española	Europa	01	UE-15	1480
50163	María de Huerva	Nacionalidad extranjera	Europa	01	UE-15	25
50163	María de Huerva	Nacionalidad extranjera	Europa	02	Resto de Europa	12
50163	María de Huerva	Nacionalidad extranjera	África	03	Magreb	2
50163	María de Huerva	Nacionalidad extranjera	América	05	América del Norte	1
50163	María de Huerva	Nacionalidad extranjera	América	06	Resto de América	11
50164	Mediana de Aragón	Nacionalidad española	Europa	01	UE-15	480
50164	Mediana de Aragón	Nacionalidad extranjera	Europa	02	Resto de Europa	1
50164	Mediana de Aragón	Nacionalidad extranjera	América	06	Resto de América	4
50165	Mequinenza	Nacionalidad española	Europa	01	UE-15	2458
50165	Mequinenza	Nacionalidad extranjera	Europa	01	UE-15	13
50165	Mequinenza	Nacionalidad extranjera	Europa	02	Resto de Europa	3
50165	Mequinenza	Nacionalidad extranjera	África	03	Magreb	4
50165	Mequinenza	Nacionalidad extranjera	África	04	Resto de África	2
50165	Mequinenza	Nacionalidad extranjera	América	06	Resto de América	6
50166	Mesones de Isuela	Nacionalidad española	Europa	01	UE-15	344
50166	Mesones de Isuela	Nacionalidad extranjera	Europa	01	UE-15	2
50166	Mesones de Isuela	Nacionalidad extranjera	América	06	Resto de América	4
50167	Mezalocha	Nacionalidad española	Europa	01	UE-15	279
50167	Mezalocha	Nacionalidad extranjera	Europa	02	Resto de Europa	4
50168	Mianos	Nacionalidad española	Europa	01	UE-15	44
50168	Mianos	Nacionalidad extranjera	Europa	01	UE-15	3
50169	Miedes de Aragón	Nacionalidad española	Europa	01	UE-15	504
50169	Miedes de Aragón	Nacionalidad extranjera	Europa	02	Resto de Europa	4
50169	Miedes de Aragón	Nacionalidad extranjera	América	06	Resto de América	2
50169	Miedes de Aragón	Nacionalidad extranjera	Asia	07	Asia	3
50170	Monegrillo	Nacionalidad española	Europa	01	UE-15	517
50170	Monegrillo	Nacionalidad extranjera	América	05	América del Norte	1
50170	Monegrillo	Nacionalidad extranjera	América	06	Resto de América	6
50171	Moneva	Nacionalidad española	Europa	01	UE-15	160
50172	Monreal de Ariza	Nacionalidad española	Europa	01	UE-15	301
50172	Monreal de Ariza	Nacionalidad extranjera	Europa	01	UE-15	1
50172	Monreal de Ariza	Nacionalidad extranjera	América	06	Resto de América	1
50173	Monterde	Nacionalidad española	Europa	01	UE-15	212
50174	Montón	Nacionalidad española	Europa	01	UE-15	126
50175	Morata de Jalón	Nacionalidad española	Europa	01	UE-15	1466
50175	Morata de Jalón	Nacionalidad extranjera	África	03	Magreb	1
50175	Morata de Jalón	Nacionalidad extranjera	África	04	Resto de África	1
50175	Morata de Jalón	Nacionalidad extranjera	América	06	Resto de América	3
50176	Morata de Jiloca	Nacionalidad española	Europa	01	UE-15	300
50177	Morés	Nacionalidad española	Europa	01	UE-15	458
50177	Morés	Nacionalidad extranjera	América	06	Resto de América	1
50178	Moros	Nacionalidad española	Europa	01	UE-15	480
50178	Moros	Nacionalidad extranjera	Europa	02	Resto de Europa	3
50178	Moros	Nacionalidad extranjera	América	06	Resto de América	3
50178	Moros	Nacionalidad extranjera	Asia	07	Asia	2
50179	Moyuela	Nacionalidad española	Europa	01	UE-15	325
50179	Moyuela	Nacionalidad extranjera	Europa	01	UE-15	1
50180	Mozota	Nacionalidad española	Europa	01	UE-15	114
50181	Muel	Nacionalidad española	Europa	01	UE-15	1090
50181	Muel	Nacionalidad extranjera	Europa	01	UE-15	1
50181	Muel	Nacionalidad extranjera	Europa	02	Resto de Europa	1
50181	Muel	Nacionalidad extranjera	África	03	Magreb	8
50181	Muel	Nacionalidad extranjera	África	04	Resto de África	6
50181	Muel	Nacionalidad extranjera	América	06	Resto de América	2
50182	Muela (La)	Nacionalidad española	Europa	01	UE-15	1716
50182	Muela (La)	Nacionalidad extranjera	Europa	01	UE-15	7
50182	Muela (La)	Nacionalidad extranjera	Europa	02	Resto de Europa	19
50182	Muela (La)	Nacionalidad extranjera	África	03	Magreb	15
50182	Muela (La)	Nacionalidad extranjera	África	04	Resto de África	2
50182	Muela (La)	Nacionalidad extranjera	América	06	Resto de América	13
50182	Muela (La)	Nacionalidad extranjera	Asia	07	Asia	1
50183	Munébrega	Nacionalidad española	Europa	01	UE-15	449
50184	Murero	Nacionalidad española	Europa	01	UE-15	138
50184	Murero	Nacionalidad extranjera	América	06	Resto de América	4
50185	Murillo de Gállego	Nacionalidad española	Europa	01	UE-15	146
50185	Murillo de Gállego	Nacionalidad extranjera	Europa	01	UE-15	3
50185	Murillo de Gállego	Nacionalidad extranjera	Europa	02	Resto de Europa	1
50186	Navardún	Nacionalidad española	Europa	01	UE-15	55
50187	Nigüella	Nacionalidad española	Europa	01	UE-15	98
50188	Nombrevilla	Nacionalidad española	Europa	01	UE-15	53
50189	Nonaspe	Nacionalidad española	Europa	01	UE-15	1016
50189	Nonaspe	Nacionalidad extranjera	África	03	Magreb	3
50189	Nonaspe	Nacionalidad extranjera	América	06	Resto de América	5
50190	Novallas	Nacionalidad española	Europa	01	UE-15	759
50190	Novallas	Nacionalidad extranjera	Europa	02	Resto de Europa	1
50190	Novallas	Nacionalidad extranjera	África	03	Magreb	6
50190	Novallas	Nacionalidad extranjera	América	06	Resto de América	9
50191	Novillas	Nacionalidad española	Europa	01	UE-15	654
50191	Novillas	Nacionalidad extranjera	Europa	02	Resto de Europa	3
50191	Novillas	Nacionalidad extranjera	África	03	Magreb	16
50192	Nuévalos	Nacionalidad española	Europa	01	UE-15	306
50192	Nuévalos	Nacionalidad extranjera	Europa	01	UE-15	3
50192	Nuévalos	Nacionalidad extranjera	Europa	02	Resto de Europa	18
50192	Nuévalos	Nacionalidad extranjera	América	06	Resto de América	5
50193	Nuez de Ebro	Nacionalidad española	Europa	01	UE-15	574
50193	Nuez de Ebro	Nacionalidad extranjera	Europa	01	UE-15	1
50193	Nuez de Ebro	Nacionalidad extranjera	América	06	Resto de América	6
50194	Olvés	Nacionalidad española	Europa	01	UE-15	147
50195	Orcajo	Nacionalidad española	Europa	01	UE-15	50
50196	Orera	Nacionalidad española	Europa	01	UE-15	117
50197	Orés	Nacionalidad española	Europa	01	UE-15	112
50198	Oseja	Nacionalidad española	Europa	01	UE-15	52
50199	Osera de Ebro	Nacionalidad española	Europa	01	UE-15	350
50199	Osera de Ebro	Nacionalidad extranjera	Europa	01	UE-15	2
50199	Osera de Ebro	Nacionalidad extranjera	Europa	02	Resto de Europa	1
50199	Osera de Ebro	Nacionalidad extranjera	América	06	Resto de América	4
50200	Paniza	Nacionalidad española	Europa	01	UE-15	673
50200	Paniza	Nacionalidad extranjera	Europa	02	Resto de Europa	28
50200	Paniza	Nacionalidad extranjera	África	04	Resto de África	1
50201	Paracuellos de Jiloca	Nacionalidad española	Europa	01	UE-15	491
50201	Paracuellos de Jiloca	Nacionalidad extranjera	Europa	02	Resto de Europa	2
50201	Paracuellos de Jiloca	Nacionalidad extranjera	África	03	Magreb	1
50202	Paracuellos de la Ribera	Nacionalidad española	Europa	01	UE-15	255
50203	Pastriz	Nacionalidad española	Europa	01	UE-15	1073
50203	Pastriz	Nacionalidad extranjera	Europa	01	UE-15	6
50203	Pastriz	Nacionalidad extranjera	Europa	02	Resto de Europa	2
50203	Pastriz	Nacionalidad extranjera	América	05	América del Norte	1
50203	Pastriz	Nacionalidad extranjera	América	06	Resto de América	1
50204	Pedrola	Nacionalidad española	Europa	01	UE-15	2702
50204	Pedrola	Nacionalidad extranjera	Europa	01	UE-15	11
50204	Pedrola	Nacionalidad extranjera	Europa	02	Resto de Europa	50
50204	Pedrola	Nacionalidad extranjera	África	03	Magreb	28
50204	Pedrola	Nacionalidad extranjera	América	06	Resto de América	19
50204	Pedrola	Nacionalidad extranjera	Asia	07	Asia	2
50205	Pedrosas (Las)	Nacionalidad española	Europa	01	UE-15	101
50205	Pedrosas (Las)	Nacionalidad extranjera	Europa	01	UE-15	2
50206	Perdiguera	Nacionalidad española	Europa	01	UE-15	508
50206	Perdiguera	Nacionalidad extranjera	Europa	01	UE-15	2
50206	Perdiguera	Nacionalidad extranjera	África	03	Magreb	9
50207	Piedratajada	Nacionalidad española	Europa	01	UE-15	151
50208	Pina de Ebro	Nacionalidad española	Europa	01	UE-15	2146
50208	Pina de Ebro	Nacionalidad extranjera	Europa	01	UE-15	10
50208	Pina de Ebro	Nacionalidad extranjera	Europa	02	Resto de Europa	11
50208	Pina de Ebro	Nacionalidad extranjera	África	03	Magreb	32
50208	Pina de Ebro	Nacionalidad extranjera	América	06	Resto de América	34
50209	Pinseque	Nacionalidad española	Europa	01	UE-15	1799
50209	Pinseque	Nacionalidad extranjera	Europa	02	Resto de Europa	11
50209	Pinseque	Nacionalidad extranjera	África	03	Magreb	4
50209	Pinseque	Nacionalidad extranjera	África	04	Resto de África	2
50209	Pinseque	Nacionalidad extranjera	América	05	América del Norte	1
50209	Pinseque	Nacionalidad extranjera	América	06	Resto de América	2
50210	Pintanos (Los)	Nacionalidad española	Europa	01	UE-15	85
50210	Pintanos (Los)	Nacionalidad extranjera	Europa	01	UE-15	2
50211	Plasencia de Jalón	Nacionalidad española	Europa	01	UE-15	347
50211	Plasencia de Jalón	Nacionalidad extranjera	Europa	02	Resto de Europa	22
50211	Plasencia de Jalón	Nacionalidad extranjera	África	03	Magreb	1
50212	Pleitas	Nacionalidad española	Europa	01	UE-15	61
50213	Plenas	Nacionalidad española	Europa	01	UE-15	159
50214	Pomer	Nacionalidad española	Europa	01	UE-15	35
50215	Pozuel de Ariza	Nacionalidad española	Europa	01	UE-15	16
50216	Pozuelo de Aragón	Nacionalidad española	Europa	01	UE-15	326
50216	Pozuelo de Aragón	Nacionalidad extranjera	Europa	02	Resto de Europa	4
50216	Pozuelo de Aragón	Nacionalidad extranjera	América	06	Resto de América	7
50217	Pradilla de Ebro	Nacionalidad española	Europa	01	UE-15	623
50217	Pradilla de Ebro	Nacionalidad extranjera	África	03	Magreb	1
50217	Pradilla de Ebro	Nacionalidad extranjera	América	06	Resto de América	4
50218	Puebla de Albortón	Nacionalidad española	Europa	01	UE-15	138
50219	Puebla de Alfindén (La)	Nacionalidad española	Europa	01	UE-15	2241
50219	Puebla de Alfindén (La)	Nacionalidad extranjera	Europa	01	UE-15	2
50219	Puebla de Alfindén (La)	Nacionalidad extranjera	Europa	02	Resto de Europa	16
50219	Puebla de Alfindén (La)	Nacionalidad extranjera	África	03	Magreb	11
50219	Puebla de Alfindén (La)	Nacionalidad extranjera	América	05	América del Norte	3
50219	Puebla de Alfindén (La)	Nacionalidad extranjera	América	06	Resto de América	22
50219	Puebla de Alfindén (La)	Nacionalidad extranjera	Asia	07	Asia	1
50220	Puendeluna	Nacionalidad española	Europa	01	UE-15	58
50221	Purujosa	Nacionalidad española	Europa	01	UE-15	47
50222	Quinto	Nacionalidad española	Europa	01	UE-15	2023
50222	Quinto	Nacionalidad extranjera	Europa	02	Resto de Europa	17
50222	Quinto	Nacionalidad extranjera	África	03	Magreb	3
50222	Quinto	Nacionalidad extranjera	África	04	Resto de África	13
50222	Quinto	Nacionalidad extranjera	América	06	Resto de América	8
50223	Remolinos	Nacionalidad española	Europa	01	UE-15	1204
50223	Remolinos	Nacionalidad extranjera	Europa	01	UE-15	8
50223	Remolinos	Nacionalidad extranjera	Europa	02	Resto de Europa	8
50223	Remolinos	Nacionalidad extranjera	África	03	Magreb	1
50223	Remolinos	Nacionalidad extranjera	América	06	Resto de América	4
50223	Remolinos	Nacionalidad extranjera	Asia	07	Asia	3
50224	Retascón	Nacionalidad española	Europa	01	UE-15	81
50225	Ricla	Nacionalidad española	Europa	01	UE-15	2017
50225	Ricla	Nacionalidad extranjera	Europa	01	UE-15	8
50225	Ricla	Nacionalidad extranjera	Europa	02	Resto de Europa	220
50225	Ricla	Nacionalidad extranjera	África	03	Magreb	57
50225	Ricla	Nacionalidad extranjera	América	05	América del Norte	1
50225	Ricla	Nacionalidad extranjera	América	06	Resto de América	3
50227	Romanos	Nacionalidad española	Europa	01	UE-15	130
50227	Romanos	Nacionalidad extranjera	Europa	02	Resto de Europa	2
50227	Romanos	Nacionalidad extranjera	América	06	Resto de América	1
50228	Rueda de Jalón	Nacionalidad española	Europa	01	UE-15	349
50228	Rueda de Jalón	Nacionalidad extranjera	Europa	01	UE-15	5
50228	Rueda de Jalón	Nacionalidad extranjera	Europa	02	Resto de Europa	2
50228	Rueda de Jalón	Nacionalidad extranjera	África	03	Magreb	2
50228	Rueda de Jalón	Nacionalidad extranjera	América	06	Resto de América	1
50229	Ruesca	Nacionalidad española	Europa	01	UE-15	85
50229	Ruesca	Nacionalidad extranjera	Europa	01	UE-15	1
50230	Sádaba	Nacionalidad española	Europa	01	UE-15	1646
50230	Sádaba	Nacionalidad extranjera	Europa	02	Resto de Europa	8
50230	Sádaba	Nacionalidad extranjera	África	03	Magreb	5
50230	Sádaba	Nacionalidad extranjera	América	06	Resto de América	63
50231	Salillas de Jalón	Nacionalidad española	Europa	01	UE-15	350
50231	Salillas de Jalón	Nacionalidad extranjera	África	03	Magreb	1
50231	Salillas de Jalón	Nacionalidad extranjera	América	06	Resto de América	1
50232	Salvatierra de Esca	Nacionalidad española	Europa	01	UE-15	268
50232	Salvatierra de Esca	Nacionalidad extranjera	América	06	Resto de América	1
50233	Samper del Salz	Nacionalidad española	Europa	01	UE-15	146
50233	Samper del Salz	Nacionalidad extranjera	África	03	Magreb	1
50234	San Martín de la Virgen de Moncayo	Nacionalidad española	Europa	01	UE-15	293
50234	San Martín de la Virgen de Moncayo	Nacionalidad extranjera	América	06	Resto de América	2
50234	San Martín de la Virgen de Moncayo	Nacionalidad extranjera	Asia	07	Asia	1
50235	San Mateo de Gállego	Nacionalidad española	Europa	01	UE-15	2176
50235	San Mateo de Gállego	Nacionalidad extranjera	Europa	01	UE-15	8
50235	San Mateo de Gállego	Nacionalidad extranjera	Europa	02	Resto de Europa	9
50235	San Mateo de Gállego	Nacionalidad extranjera	África	03	Magreb	9
50235	San Mateo de Gállego	Nacionalidad extranjera	América	06	Resto de América	10
50236	Santa Cruz de Grío	Nacionalidad española	Europa	01	UE-15	192
50236	Santa Cruz de Grío	Nacionalidad extranjera	Europa	02	Resto de Europa	4
50236	Santa Cruz de Grío	Nacionalidad extranjera	África	03	Magreb	10
50236	Santa Cruz de Grío	Nacionalidad extranjera	América	06	Resto de América	6
50237	Santa Cruz de Moncayo	Nacionalidad española	Europa	01	UE-15	120
50238	Santa Eulalia de Gállego	Nacionalidad española	Europa	01	UE-15	127
50238	Santa Eulalia de Gállego	Nacionalidad extranjera	Europa	01	UE-15	4
50239	Santed	Nacionalidad española	Europa	01	UE-15	72
50240	Sástago	Nacionalidad española	Europa	01	UE-15	1381
50240	Sástago	Nacionalidad extranjera	Europa	02	Resto de Europa	2
50240	Sástago	Nacionalidad extranjera	África	03	Magreb	5
50240	Sástago	Nacionalidad extranjera	América	06	Resto de América	1
50241	Saviñán	Nacionalidad española	Europa	01	UE-15	895
50241	Saviñán	Nacionalidad extranjera	Europa	01	UE-15	1
50241	Saviñán	Nacionalidad extranjera	África	03	Magreb	17
50241	Saviñán	Nacionalidad extranjera	América	05	América del Norte	2
50241	Saviñán	Nacionalidad extranjera	América	06	Resto de América	5
50241	Saviñán	Nacionalidad extranjera	Oceanía	08	Oceanía	1
50242	Sediles	Nacionalidad española	Europa	01	UE-15	100
50242	Sediles	Nacionalidad extranjera	Europa	02	Resto de Europa	2
50243	Sestrica	Nacionalidad española	Europa	01	UE-15	468
50243	Sestrica	Nacionalidad extranjera	Europa	02	Resto de Europa	7
50244	Sierra de Luna	Nacionalidad española	Europa	01	UE-15	242
50244	Sierra de Luna	Nacionalidad extranjera	Europa	02	Resto de Europa	1
50245	Sigüés	Nacionalidad española	Europa	01	UE-15	175
50245	Sigüés	Nacionalidad extranjera	América	06	Resto de América	1
50246	Sisamón	Nacionalidad española	Europa	01	UE-15	68
50246	Sisamón	Nacionalidad extranjera	Europa	01	UE-15	1
50247	Sobradiel	Nacionalidad española	Europa	01	UE-15	701
50247	Sobradiel	Nacionalidad extranjera	Europa	01	UE-15	5
50247	Sobradiel	Nacionalidad extranjera	Europa	02	Resto de Europa	2
50248	Sos del Rey Católico	Nacionalidad española	Europa	01	UE-15	727
50248	Sos del Rey Católico	Nacionalidad extranjera	Europa	01	UE-15	4
50248	Sos del Rey Católico	Nacionalidad extranjera	América	06	Resto de América	7
50249	Tabuenca	Nacionalidad española	Europa	01	UE-15	449
50249	Tabuenca	Nacionalidad extranjera	Europa	02	Resto de Europa	1
50249	Tabuenca	Nacionalidad extranjera	África	03	Magreb	9
50249	Tabuenca	Nacionalidad extranjera	América	06	Resto de América	1
50250	Talamantes	Nacionalidad española	Europa	01	UE-15	59
50251	Tarazona	Nacionalidad española	Europa	01	UE-15	10327
50251	Tarazona	Nacionalidad extranjera	Europa	01	UE-15	7
50251	Tarazona	Nacionalidad extranjera	Europa	02	Resto de Europa	18
50251	Tarazona	Nacionalidad extranjera	África	03	Magreb	67
50251	Tarazona	Nacionalidad extranjera	África	04	Resto de África	4
50251	Tarazona	Nacionalidad extranjera	América	06	Resto de América	152
50251	Tarazona	Nacionalidad extranjera	Asia	07	Asia	5
50252	Tauste	Nacionalidad española	Europa	01	UE-15	6667
50252	Tauste	Nacionalidad extranjera	Europa	01	UE-15	23
50252	Tauste	Nacionalidad extranjera	Europa	02	Resto de Europa	203
50252	Tauste	Nacionalidad extranjera	África	03	Magreb	42
50252	Tauste	Nacionalidad extranjera	África	04	Resto de África	1
50252	Tauste	Nacionalidad extranjera	América	06	Resto de América	107
50253	Terrer	Nacionalidad española	Europa	01	UE-15	600
50253	Terrer	Nacionalidad extranjera	América	06	Resto de América	1
50254	Tierga	Nacionalidad española	Europa	01	UE-15	244
50255	Tobed	Nacionalidad española	Europa	01	UE-15	247
50255	Tobed	Nacionalidad extranjera	Europa	02	Resto de Europa	3
50255	Tobed	Nacionalidad extranjera	América	06	Resto de América	1
50256	Torralba de los Frailes	Nacionalidad española	Europa	01	UE-15	96
50257	Torralba de Ribota	Nacionalidad española	Europa	01	UE-15	188
50257	Torralba de Ribota	Nacionalidad extranjera	Europa	01	UE-15	1
50257	Torralba de Ribota	Nacionalidad extranjera	América	06	Resto de América	1
50258	Torralbilla	Nacionalidad española	Europa	01	UE-15	78
50259	Torrehermosa	Nacionalidad española	Europa	01	UE-15	113
50260	Torrelapaja	Nacionalidad española	Europa	01	UE-15	42
50261	Torrellas	Nacionalidad española	Europa	01	UE-15	307
50261	Torrellas	Nacionalidad extranjera	Europa	01	UE-15	2
50261	Torrellas	Nacionalidad extranjera	África	03	Magreb	3
50261	Torrellas	Nacionalidad extranjera	América	06	Resto de América	1
50262	Torres de Berrellén	Nacionalidad española	Europa	01	UE-15	1348
50262	Torres de Berrellén	Nacionalidad extranjera	Europa	01	UE-15	6
50262	Torres de Berrellén	Nacionalidad extranjera	Europa	02	Resto de Europa	17
50262	Torres de Berrellén	Nacionalidad extranjera	África	03	Magreb	2
50262	Torres de Berrellén	Nacionalidad extranjera	América	06	Resto de América	1
50263	Torrijo de la Cañada	Nacionalidad española	Europa	01	UE-15	334
50263	Torrijo de la Cañada	Nacionalidad extranjera	Europa	01	UE-15	1
50263	Torrijo de la Cañada	Nacionalidad extranjera	Europa	02	Resto de Europa	4
50263	Torrijo de la Cañada	Nacionalidad extranjera	África	03	Magreb	2
50263	Torrijo de la Cañada	Nacionalidad extranjera	África	04	Resto de África	1
50263	Torrijo de la Cañada	Nacionalidad extranjera	América	06	Resto de América	1
50264	Tosos	Nacionalidad española	Europa	01	UE-15	183
50264	Tosos	Nacionalidad extranjera	Europa	02	Resto de Europa	8
50264	Tosos	Nacionalidad extranjera	América	06	Resto de América	1
50265	Trasmoz	Nacionalidad española	Europa	01	UE-15	61
50266	Trasobares	Nacionalidad española	Europa	01	UE-15	212
50267	Uncastillo	Nacionalidad española	Europa	01	UE-15	880
50267	Uncastillo	Nacionalidad extranjera	Europa	01	UE-15	2
50267	Uncastillo	Nacionalidad extranjera	América	06	Resto de América	1
50268	Undués de Lerda	Nacionalidad española	Europa	01	UE-15	48
50269	Urrea de Jalón	Nacionalidad española	Europa	01	UE-15	318
50269	Urrea de Jalón	Nacionalidad extranjera	África	03	Magreb	3
50269	Urrea de Jalón	Nacionalidad extranjera	América	06	Resto de América	4
50270	Urriés	Nacionalidad española	Europa	01	UE-15	71
50270	Urriés	Nacionalidad extranjera	América	06	Resto de América	4
50271	Used	Nacionalidad española	Europa	01	UE-15	360
50271	Used	Nacionalidad extranjera	Europa	01	UE-15	3
50271	Used	Nacionalidad extranjera	África	03	Magreb	1
50272	Utebo	Nacionalidad española	Europa	01	UE-15	11575
50272	Utebo	Nacionalidad extranjera	Europa	01	UE-15	57
50272	Utebo	Nacionalidad extranjera	Europa	02	Resto de Europa	78
50272	Utebo	Nacionalidad extranjera	África	03	Magreb	43
50272	Utebo	Nacionalidad extranjera	África	04	Resto de África	20
50272	Utebo	Nacionalidad extranjera	América	05	América del Norte	18
50272	Utebo	Nacionalidad extranjera	América	06	Resto de América	98
50272	Utebo	Nacionalidad extranjera	Asia	07	Asia	7
50273	Valdehorna	Nacionalidad española	Europa	01	UE-15	61
50274	Val de San Martín	Nacionalidad española	Europa	01	UE-15	84
50275	Valmadrid	Nacionalidad española	Europa	01	UE-15	74
50276	Valpalmas	Nacionalidad española	Europa	01	UE-15	176
50277	Valtorres	Nacionalidad española	Europa	01	UE-15	84
50277	Valtorres	Nacionalidad extranjera	Europa	01	UE-15	1
50277	Valtorres	Nacionalidad extranjera	Europa	02	Resto de Europa	3
50278	Velilla de Ebro	Nacionalidad española	Europa	01	UE-15	261
50279	Velilla de Jiloca	Nacionalidad española	Europa	01	UE-15	116
50279	Velilla de Jiloca	Nacionalidad extranjera	África	03	Magreb	2
50280	Vera de Moncayo	Nacionalidad española	Europa	01	UE-15	448
50281	Vierlas	Nacionalidad española	Europa	01	UE-15	102
50281	Vierlas	Nacionalidad extranjera	América	06	Resto de América	1
50282	Vilueña (La)	Nacionalidad española	Europa	01	UE-15	89
50282	Vilueña (La)	Nacionalidad extranjera	América	06	Resto de América	3
50283	Villadoz	Nacionalidad española	Europa	01	UE-15	81
50283	Villadoz	Nacionalidad extranjera	América	06	Resto de América	4
50284	Villafeliche	Nacionalidad española	Europa	01	UE-15	235
50284	Villafeliche	Nacionalidad extranjera	América	06	Resto de América	6
50285	Villafranca de Ebro	Nacionalidad española	Europa	01	UE-15	664
50285	Villafranca de Ebro	Nacionalidad extranjera	Europa	01	UE-15	4
50285	Villafranca de Ebro	Nacionalidad extranjera	África	03	Magreb	1
50285	Villafranca de Ebro	Nacionalidad extranjera	América	06	Resto de América	8
50286	Villalba de Perejil	Nacionalidad española	Europa	01	UE-15	112
50286	Villalba de Perejil	Nacionalidad extranjera	Europa	02	Resto de Europa	3
50287	Villalengua	Nacionalidad española	Europa	01	UE-15	404
50287	Villalengua	Nacionalidad extranjera	Europa	02	Resto de Europa	8
50287	Villalengua	Nacionalidad extranjera	África	03	Magreb	1
50287	Villalengua	Nacionalidad extranjera	América	06	Resto de América	1
50288	Villanueva de Gállego	Nacionalidad española	Europa	01	UE-15	3346
50288	Villanueva de Gállego	Nacionalidad extranjera	Europa	01	UE-15	18
50288	Villanueva de Gállego	Nacionalidad extranjera	Europa	02	Resto de Europa	22
50288	Villanueva de Gállego	Nacionalidad extranjera	África	03	Magreb	18
50288	Villanueva de Gállego	Nacionalidad extranjera	África	04	Resto de África	3
50288	Villanueva de Gállego	Nacionalidad extranjera	América	05	América del Norte	1
50288	Villanueva de Gállego	Nacionalidad extranjera	América	06	Resto de América	18
50289	Villanueva de Jiloca	Nacionalidad española	Europa	01	UE-15	91
50290	Villanueva de Huerva	Nacionalidad española	Europa	01	UE-15	579
50290	Villanueva de Huerva	Nacionalidad extranjera	Europa	01	UE-15	3
50290	Villanueva de Huerva	Nacionalidad extranjera	Europa	02	Resto de Europa	4
50290	Villanueva de Huerva	Nacionalidad extranjera	África	03	Magreb	1
50290	Villanueva de Huerva	Nacionalidad extranjera	América	06	Resto de América	1
50291	Villar de los Navarros	Nacionalidad española	Europa	01	UE-15	135
50291	Villar de los Navarros	Nacionalidad extranjera	África	03	Magreb	1
50291	Villar de los Navarros	Nacionalidad extranjera	América	06	Resto de América	3
50292	Villarreal de Huerva	Nacionalidad española	Europa	01	UE-15	177
50292	Villarreal de Huerva	Nacionalidad extranjera	África	03	Magreb	1
50293	Villarroya de la Sierra	Nacionalidad española	Europa	01	UE-15	652
50293	Villarroya de la Sierra	Nacionalidad extranjera	América	06	Resto de América	8
50294	Villarroya del Campo	Nacionalidad española	Europa	01	UE-15	74
50295	Vistabella	Nacionalidad española	Europa	01	UE-15	36
50296	Zaida (La)	Nacionalidad española	Europa	01	UE-15	581
50296	Zaida (La)	Nacionalidad extranjera	Europa	01	UE-15	1
50296	Zaida (La)	Nacionalidad extranjera	América	06	Resto de América	2
50297	Zaragoza	Nacionalidad española	Europa	01	UE-15	593761
50297	Zaragoza	Nacionalidad extranjera	Europa	01	UE-15	1674
50297	Zaragoza	Nacionalidad extranjera	Europa	02	Resto de Europa	2562
50297	Zaragoza	Nacionalidad extranjera	África	03	Magreb	2925
50297	Zaragoza	Nacionalidad extranjera	África	04	Resto de África	3124
50297	Zaragoza	Nacionalidad extranjera	América	05	América del Norte	281
50297	Zaragoza	Nacionalidad extranjera	América	06	Resto de América	9873
50297	Zaragoza	Nacionalidad extranjera	Asia	07	Asia	681
50297	Zaragoza	Nacionalidad extranjera	Oceanía	08	Oceanía	11
50297	Zaragoza	Nacionalidad extranjera	 Apátridas y no consta	09	Apátridas y no consta	13
50298	Zuera	Nacionalidad española	Europa	01	UE-15	5521
50298	Zuera	Nacionalidad extranjera	Europa	01	UE-15	29
50298	Zuera	Nacionalidad extranjera	Europa	02	Resto de Europa	48
50298	Zuera	Nacionalidad extranjera	África	03	Magreb	13
50298	Zuera	Nacionalidad extranjera	África	04	Resto de África	5
50298	Zuera	Nacionalidad extranjera	América	06	Resto de América	21
50298	Zuera	Nacionalidad extranjera	Asia	07	Asia	3
50901	Biel	Nacionalidad española	Europa	01	UE-15	228
50901	Biel	Nacionalidad extranjera	Europa	01	UE-15	1
50901	Biel	Nacionalidad extranjera	América	06	Resto de América	1
50902	Marracos	Nacionalidad española	Europa	01	UE-15	112
