Mes (código)	Mes y año	Codcom	Comarca nombre	Sector código	Sector descripción	Cuentas cotización con trabajadores
201112	Diciembre 2011	32	Gúdar-Javalambre	2	Industria y energía	52
201112	Diciembre 2011	32	Gúdar-Javalambre	3	Construcción	78
201112	Diciembre 2011	32	Gúdar-Javalambre	4	Servicios	267
201112	Diciembre 2011	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	30
201112	Diciembre 2011	33	Matarraña / Matarranya	2	Industria y energía	57
201112	Diciembre 2011	33	Matarraña / Matarranya	3	Construcción	75
201112	Diciembre 2011	33	Matarraña / Matarranya	4	Servicios	231
201109	Septiembre 2011	01	La Jacetania	1	Agricultura, ganadería y pesca	12
201109	Septiembre 2011	01	La Jacetania	2	Industria y energía	49
201109	Septiembre 2011	01	La Jacetania	3	Construcción	106
201109	Septiembre 2011	01	La Jacetania	4	Servicios	733
201109	Septiembre 2011	02	Alto Gállego	1	Agricultura, ganadería y pesca	2
201109	Septiembre 2011	02	Alto Gállego	2	Industria y energía	46
201109	Septiembre 2011	02	Alto Gállego	3	Construcción	92
201109	Septiembre 2011	02	Alto Gállego	4	Servicios	497
201109	Septiembre 2011	03	Sobrarbe	1	Agricultura, ganadería y pesca	9
201109	Septiembre 2011	03	Sobrarbe	2	Industria y energía	18
201109	Septiembre 2011	03	Sobrarbe	3	Construcción	65
201109	Septiembre 2011	03	Sobrarbe	4	Servicios	336
201109	Septiembre 2011	04	La Ribagorza	1	Agricultura, ganadería y pesca	30
201109	Septiembre 2011	04	La Ribagorza	2	Industria y energía	40
201109	Septiembre 2011	04	La Ribagorza	3	Construcción	106
201109	Septiembre 2011	04	La Ribagorza	4	Servicios	435
201109	Septiembre 2011	05	Cinco Villas	1	Agricultura, ganadería y pesca	143
201109	Septiembre 2011	05	Cinco Villas	2	Industria y energía	149
201109	Septiembre 2011	05	Cinco Villas	3	Construcción	143
201109	Septiembre 2011	05	Cinco Villas	4	Servicios	625
201109	Septiembre 2011	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	69
201109	Septiembre 2011	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	264
201109	Septiembre 2011	06	Hoya de Huesca / Plana de Uesca	3	Construcción	321
201109	Septiembre 2011	06	Hoya de Huesca / Plana de Uesca	4	Servicios	2422
201109	Septiembre 2011	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	39
201109	Septiembre 2011	07	Somontano de Barbastro	2	Industria y energía	131
201109	Septiembre 2011	07	Somontano de Barbastro	3	Construcción	117
201109	Septiembre 2011	07	Somontano de Barbastro	4	Servicios	692
201109	Septiembre 2011	08	Cinca Medio	1	Agricultura, ganadería y pesca	52
201109	Septiembre 2011	08	Cinca Medio	2	Industria y energía	143
201109	Septiembre 2011	08	Cinca Medio	3	Construcción	111
201109	Septiembre 2011	08	Cinca Medio	4	Servicios	572
201109	Septiembre 2011	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	113
201109	Septiembre 2011	09	La Litera / La Llitera	2	Industria y energía	133
201109	Septiembre 2011	09	La Litera / La Llitera	3	Construcción	109
201109	Septiembre 2011	09	La Litera / La Llitera	4	Servicios	498
201109	Septiembre 2011	10	Los Monegros	1	Agricultura, ganadería y pesca	94
201109	Septiembre 2011	10	Los Monegros	2	Industria y energía	92
201109	Septiembre 2011	10	Los Monegros	3	Construcción	103
201109	Septiembre 2011	10	Los Monegros	4	Servicios	408
201109	Septiembre 2011	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	53
201109	Septiembre 2011	11	Bajo Cinca / Baix Cinca	2	Industria y energía	107
201109	Septiembre 2011	11	Bajo Cinca / Baix Cinca	3	Construcción	110
201109	Septiembre 2011	11	Bajo Cinca / Baix Cinca	4	Servicios	620
201109	Septiembre 2011	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	21
201109	Septiembre 2011	12	Tarazona y el Moncayo	2	Industria y energía	60
201109	Septiembre 2011	12	Tarazona y el Moncayo	3	Construcción	51
201109	Septiembre 2011	12	Tarazona y el Moncayo	4	Servicios	327
201109	Septiembre 2011	13	Campo de Borja	1	Agricultura, ganadería y pesca	20
201109	Septiembre 2011	13	Campo de Borja	2	Industria y energía	72
201109	Septiembre 2011	13	Campo de Borja	3	Construcción	71
201109	Septiembre 2011	13	Campo de Borja	4	Servicios	258
201109	Septiembre 2011	14	Aranda	1	Agricultura, ganadería y pesca	1
201109	Septiembre 2011	14	Aranda	2	Industria y energía	82
201109	Septiembre 2011	14	Aranda	3	Construcción	22
201109	Septiembre 2011	14	Aranda	4	Servicios	137
201109	Septiembre 2011	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	26
201109	Septiembre 2011	15	Ribera Alta del Ebro	2	Industria y energía	169
201109	Septiembre 2011	15	Ribera Alta del Ebro	3	Construcción	117
201109	Septiembre 2011	15	Ribera Alta del Ebro	4	Servicios	557
201109	Septiembre 2011	16	Valdejalón	1	Agricultura, ganadería y pesca	22
201109	Septiembre 2011	16	Valdejalón	2	Industria y energía	229
201109	Septiembre 2011	16	Valdejalón	3	Construcción	121
201109	Septiembre 2011	16	Valdejalón	4	Servicios	686
201109	Septiembre 2011	17	D.C. Zaragoza	1	Agricultura, ganadería y pesca	89
201109	Septiembre 2011	17	D.C. Zaragoza	2	Industria y energía	2609
201109	Septiembre 2011	17	D.C. Zaragoza	3	Construcción	2346
201109	Septiembre 2011	17	D.C. Zaragoza	4	Servicios	23141
201109	Septiembre 2011	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	19
201109	Septiembre 2011	18	Ribera Baja del Ebro	2	Industria y energía	66
201109	Septiembre 2011	18	Ribera Baja del Ebro	3	Construcción	37
201109	Septiembre 2011	18	Ribera Baja del Ebro	4	Servicios	186
201109	Septiembre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	49
201109	Septiembre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	66
201109	Septiembre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	70
201109	Septiembre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	303
201109	Septiembre 2011	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	11
201109	Septiembre 2011	20	Comunidad de Calatayud	2	Industria y energía	130
201109	Septiembre 2011	20	Comunidad de Calatayud	3	Construcción	162
201109	Septiembre 2011	20	Comunidad de Calatayud	4	Servicios	976
201109	Septiembre 2011	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	12
201109	Septiembre 2011	21	Campo de Cariñena	2	Industria y energía	79
201109	Septiembre 2011	21	Campo de Cariñena	3	Construcción	33
201109	Septiembre 2011	21	Campo de Cariñena	4	Servicios	190
201109	Septiembre 2011	22	Campo de Belchite	1	Agricultura, ganadería y pesca	10
201109	Septiembre 2011	22	Campo de Belchite	2	Industria y energía	25
201109	Septiembre 2011	22	Campo de Belchite	3	Construcción	22
201109	Septiembre 2011	22	Campo de Belchite	4	Servicios	111
201109	Septiembre 2011	23	Bajo Martín	1	Agricultura, ganadería y pesca	17
201109	Septiembre 2011	23	Bajo Martín	2	Industria y energía	46
201109	Septiembre 2011	23	Bajo Martín	3	Construcción	44
201109	Septiembre 2011	23	Bajo Martín	4	Servicios	130
201109	Septiembre 2011	24	Campo de Daroca	1	Agricultura, ganadería y pesca	11
201109	Septiembre 2011	24	Campo de Daroca	2	Industria y energía	23
201109	Septiembre 2011	24	Campo de Daroca	3	Construcción	23
201109	Septiembre 2011	24	Campo de Daroca	4	Servicios	158
201109	Septiembre 2011	25	Jiloca	1	Agricultura, ganadería y pesca	22
201109	Septiembre 2011	25	Jiloca	2	Industria y energía	55
201109	Septiembre 2011	25	Jiloca	3	Construcción	79
201109	Septiembre 2011	25	Jiloca	4	Servicios	282
201109	Septiembre 2011	26	Cuencas Mineras	1	Agricultura, ganadería y pesca	5
201109	Septiembre 2011	26	Cuencas Mineras	2	Industria y energía	32
201109	Septiembre 2011	26	Cuencas Mineras	3	Construcción	48
201109	Septiembre 2011	26	Cuencas Mineras	4	Servicios	162
201109	Septiembre 2011	27	Andorra-Sierra de Arcos	1	Agricultura, ganadería y pesca	2
201109	Septiembre 2011	27	Andorra-Sierra de Arcos	2	Industria y energía	35
201109	Septiembre 2011	27	Andorra-Sierra de Arcos	3	Construcción	52
201109	Septiembre 2011	27	Andorra-Sierra de Arcos	4	Servicios	227
201109	Septiembre 2011	28	Bajo Aragón	1	Agricultura, ganadería y pesca	44
201109	Septiembre 2011	28	Bajo Aragón	2	Industria y energía	148
201109	Septiembre 2011	28	Bajo Aragón	3	Construcción	204
201109	Septiembre 2011	28	Bajo Aragón	4	Servicios	837
201109	Septiembre 2011	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	20
201109	Septiembre 2011	29	Comunidad de Teruel	2	Industria y energía	178
201109	Septiembre 2011	29	Comunidad de Teruel	3	Construcción	296
201109	Septiembre 2011	29	Comunidad de Teruel	4	Servicios	1679
201109	Septiembre 2011	30	Maestrazgo	1	Agricultura, ganadería y pesca	13
201109	Septiembre 2011	30	Maestrazgo	2	Industria y energía	26
201109	Septiembre 2011	30	Maestrazgo	3	Construcción	27
201109	Septiembre 2011	30	Maestrazgo	4	Servicios	95
201109	Septiembre 2011	31	Sierra de Albarracín	1	Agricultura, ganadería y pesca	3
201109	Septiembre 2011	31	Sierra de Albarracín	2	Industria y energía	19
201109	Septiembre 2011	31	Sierra de Albarracín	3	Construcción	38
201109	Septiembre 2011	31	Sierra de Albarracín	4	Servicios	123
201109	Septiembre 2011	32	Gúdar-Javalambre	1	Agricultura, ganadería y pesca	5
201109	Septiembre 2011	32	Gúdar-Javalambre	2	Industria y energía	56
201109	Septiembre 2011	32	Gúdar-Javalambre	3	Construcción	83
201109	Septiembre 2011	32	Gúdar-Javalambre	4	Servicios	257
201109	Septiembre 2011	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	25
201109	Septiembre 2011	33	Matarraña / Matarranya	2	Industria y energía	59
201109	Septiembre 2011	33	Matarraña / Matarranya	3	Construcción	80
201109	Septiembre 2011	33	Matarraña / Matarranya	4	Servicios	226
201106	Junio 2011	01	La Jacetania	1	Agricultura, ganadería y pesca	14
201106	Junio 2011	01	La Jacetania	2	Industria y energía	49
201106	Junio 2011	01	La Jacetania	3	Construcción	112
201106	Junio 2011	01	La Jacetania	4	Servicios	718
201106	Junio 2011	02	Alto Gállego	1	Agricultura, ganadería y pesca	2
201106	Junio 2011	02	Alto Gállego	2	Industria y energía	48
201106	Junio 2011	02	Alto Gállego	3	Construcción	90
201106	Junio 2011	02	Alto Gállego	4	Servicios	498
201106	Junio 2011	03	Sobrarbe	1	Agricultura, ganadería y pesca	9
201106	Junio 2011	03	Sobrarbe	2	Industria y energía	18
201106	Junio 2011	03	Sobrarbe	3	Construcción	63
201106	Junio 2011	03	Sobrarbe	4	Servicios	349
201106	Junio 2011	04	La Ribagorza	1	Agricultura, ganadería y pesca	32
201106	Junio 2011	04	La Ribagorza	2	Industria y energía	39
201106	Junio 2011	04	La Ribagorza	3	Construcción	106
201106	Junio 2011	04	La Ribagorza	4	Servicios	433
201106	Junio 2011	05	Cinco Villas	1	Agricultura, ganadería y pesca	140
201106	Junio 2011	05	Cinco Villas	2	Industria y energía	153
201106	Junio 2011	05	Cinco Villas	3	Construcción	150
201106	Junio 2011	05	Cinco Villas	4	Servicios	630
201106	Junio 2011	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	70
201106	Junio 2011	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	261
201106	Junio 2011	06	Hoya de Huesca / Plana de Uesca	3	Construcción	322
201106	Junio 2011	06	Hoya de Huesca / Plana de Uesca	4	Servicios	2443
201106	Junio 2011	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	41
201106	Junio 2011	07	Somontano de Barbastro	2	Industria y energía	131
201106	Junio 2011	07	Somontano de Barbastro	3	Construcción	124
201106	Junio 2011	07	Somontano de Barbastro	4	Servicios	717
201106	Junio 2011	08	Cinca Medio	1	Agricultura, ganadería y pesca	53
201106	Junio 2011	08	Cinca Medio	2	Industria y energía	145
201106	Junio 2011	08	Cinca Medio	3	Construcción	116
201106	Junio 2011	08	Cinca Medio	4	Servicios	582
201106	Junio 2011	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	113
201106	Junio 2011	09	La Litera / La Llitera	2	Industria y energía	143
201106	Junio 2011	09	La Litera / La Llitera	3	Construcción	119
201106	Junio 2011	09	La Litera / La Llitera	4	Servicios	501
201106	Junio 2011	10	Los Monegros	1	Agricultura, ganadería y pesca	93
201106	Junio 2011	10	Los Monegros	2	Industria y energía	97
201106	Junio 2011	10	Los Monegros	3	Construcción	114
201106	Junio 2011	10	Los Monegros	4	Servicios	425
201106	Junio 2011	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	53
201106	Junio 2011	11	Bajo Cinca / Baix Cinca	2	Industria y energía	107
201106	Junio 2011	11	Bajo Cinca / Baix Cinca	3	Construcción	111
201106	Junio 2011	11	Bajo Cinca / Baix Cinca	4	Servicios	623
201106	Junio 2011	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	20
201106	Junio 2011	12	Tarazona y el Moncayo	2	Industria y energía	59
201106	Junio 2011	12	Tarazona y el Moncayo	3	Construcción	57
201106	Junio 2011	12	Tarazona y el Moncayo	4	Servicios	334
201106	Junio 2011	13	Campo de Borja	1	Agricultura, ganadería y pesca	22
201106	Junio 2011	13	Campo de Borja	2	Industria y energía	74
201106	Junio 2011	13	Campo de Borja	3	Construcción	76
201106	Junio 2011	13	Campo de Borja	4	Servicios	256
201106	Junio 2011	14	Aranda	1	Agricultura, ganadería y pesca	1
201106	Junio 2011	14	Aranda	2	Industria y energía	90
201106	Junio 2011	14	Aranda	3	Construcción	25
201106	Junio 2011	14	Aranda	4	Servicios	140
201106	Junio 2011	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	26
201106	Junio 2011	15	Ribera Alta del Ebro	2	Industria y energía	170
201106	Junio 2011	15	Ribera Alta del Ebro	3	Construcción	119
201106	Junio 2011	15	Ribera Alta del Ebro	4	Servicios	569
201106	Junio 2011	16	Valdejalón	1	Agricultura, ganadería y pesca	21
201106	Junio 2011	16	Valdejalón	2	Industria y energía	233
201106	Junio 2011	16	Valdejalón	3	Construcción	130
201106	Junio 2011	16	Valdejalón	4	Servicios	699
201106	Junio 2011	17	D.C. Zaragoza	1	Agricultura, ganadería y pesca	94
201106	Junio 2011	17	D.C. Zaragoza	2	Industria y energía	2660
201106	Junio 2011	17	D.C. Zaragoza	3	Construcción	2424
201106	Junio 2011	17	D.C. Zaragoza	4	Servicios	23281
201106	Junio 2011	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	19
201106	Junio 2011	18	Ribera Baja del Ebro	2	Industria y energía	65
201106	Junio 2011	18	Ribera Baja del Ebro	3	Construcción	37
201106	Junio 2011	18	Ribera Baja del Ebro	4	Servicios	190
201106	Junio 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	52
201106	Junio 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	63
201106	Junio 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	72
201106	Junio 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	306
201106	Junio 2011	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	10
201106	Junio 2011	20	Comunidad de Calatayud	2	Industria y energía	130
201106	Junio 2011	20	Comunidad de Calatayud	3	Construcción	168
201106	Junio 2011	20	Comunidad de Calatayud	4	Servicios	973
201106	Junio 2011	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	9
201106	Junio 2011	21	Campo de Cariñena	2	Industria y energía	84
201106	Junio 2011	21	Campo de Cariñena	3	Construcción	37
201106	Junio 2011	21	Campo de Cariñena	4	Servicios	190
201106	Junio 2011	22	Campo de Belchite	1	Agricultura, ganadería y pesca	10
201106	Junio 2011	22	Campo de Belchite	2	Industria y energía	24
201106	Junio 2011	22	Campo de Belchite	3	Construcción	27
201106	Junio 2011	22	Campo de Belchite	4	Servicios	115
201106	Junio 2011	23	Bajo Martín	1	Agricultura, ganadería y pesca	17
201106	Junio 2011	23	Bajo Martín	2	Industria y energía	47
201106	Junio 2011	23	Bajo Martín	3	Construcción	43
201106	Junio 2011	23	Bajo Martín	4	Servicios	132
201106	Junio 2011	24	Campo de Daroca	1	Agricultura, ganadería y pesca	11
201106	Junio 2011	24	Campo de Daroca	2	Industria y energía	23
201106	Junio 2011	24	Campo de Daroca	3	Construcción	20
201106	Junio 2011	24	Campo de Daroca	4	Servicios	156
201106	Junio 2011	25	Jiloca	1	Agricultura, ganadería y pesca	23
201106	Junio 2011	25	Jiloca	2	Industria y energía	54
201106	Junio 2011	25	Jiloca	3	Construcción	89
201106	Junio 2011	25	Jiloca	4	Servicios	284
201106	Junio 2011	26	Cuencas Mineras	1	Agricultura, ganadería y pesca	6
201106	Junio 2011	26	Cuencas Mineras	2	Industria y energía	32
201106	Junio 2011	26	Cuencas Mineras	3	Construcción	49
201106	Junio 2011	26	Cuencas Mineras	4	Servicios	156
201106	Junio 2011	27	Andorra-Sierra de Arcos	1	Agricultura, ganadería y pesca	3
201106	Junio 2011	27	Andorra-Sierra de Arcos	2	Industria y energía	35
201106	Junio 2011	27	Andorra-Sierra de Arcos	3	Construcción	57
201106	Junio 2011	27	Andorra-Sierra de Arcos	4	Servicios	216
201106	Junio 2011	28	Bajo Aragón	1	Agricultura, ganadería y pesca	44
201106	Junio 2011	28	Bajo Aragón	2	Industria y energía	152
201106	Junio 2011	28	Bajo Aragón	3	Construcción	209
201106	Junio 2011	28	Bajo Aragón	4	Servicios	858
201106	Junio 2011	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	21
201106	Junio 2011	29	Comunidad de Teruel	2	Industria y energía	182
201106	Junio 2011	29	Comunidad de Teruel	3	Construcción	299
201106	Junio 2011	29	Comunidad de Teruel	4	Servicios	1671
201106	Junio 2011	30	Maestrazgo	1	Agricultura, ganadería y pesca	15
201106	Junio 2011	30	Maestrazgo	2	Industria y energía	26
201106	Junio 2011	30	Maestrazgo	3	Construcción	27
201106	Junio 2011	30	Maestrazgo	4	Servicios	93
201106	Junio 2011	31	Sierra de Albarracín	1	Agricultura, ganadería y pesca	3
201106	Junio 2011	31	Sierra de Albarracín	2	Industria y energía	20
201106	Junio 2011	31	Sierra de Albarracín	3	Construcción	37
201106	Junio 2011	31	Sierra de Albarracín	4	Servicios	126
201106	Junio 2011	32	Gúdar-Javalambre	1	Agricultura, ganadería y pesca	5
201106	Junio 2011	32	Gúdar-Javalambre	2	Industria y energía	57
201106	Junio 2011	32	Gúdar-Javalambre	3	Construcción	90
201106	Junio 2011	32	Gúdar-Javalambre	4	Servicios	261
201106	Junio 2011	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	24
201106	Junio 2011	33	Matarraña / Matarranya	2	Industria y energía	60
201106	Junio 2011	33	Matarraña / Matarranya	3	Construcción	84
201106	Junio 2011	33	Matarraña / Matarranya	4	Servicios	232
201106	Junio 2011	99	Sin clasificar	2	Industria y energía	2
201106	Junio 2011	99	Sin clasificar	4	Servicios	6
201103	Marzo 2011	01	La Jacetania	1	Agricultura, ganadería y pesca	9
201103	Marzo 2011	01	La Jacetania	2	Industria y energía	50
201103	Marzo 2011	01	La Jacetania	3	Construcción	110
201103	Marzo 2011	01	La Jacetania	4	Servicios	739
201103	Marzo 2011	02	Alto Gállego	1	Agricultura, ganadería y pesca	2
201103	Marzo 2011	02	Alto Gállego	2	Industria y energía	49
201103	Marzo 2011	02	Alto Gállego	3	Construcción	86
201103	Marzo 2011	02	Alto Gállego	4	Servicios	557
201103	Marzo 2011	03	Sobrarbe	1	Agricultura, ganadería y pesca	9
201103	Marzo 2011	03	Sobrarbe	2	Industria y energía	19
201103	Marzo 2011	03	Sobrarbe	3	Construcción	61
201103	Marzo 2011	03	Sobrarbe	4	Servicios	290
201103	Marzo 2011	04	La Ribagorza	1	Agricultura, ganadería y pesca	32
201103	Marzo 2011	04	La Ribagorza	2	Industria y energía	39
201103	Marzo 2011	04	La Ribagorza	3	Construcción	104
201103	Marzo 2011	04	La Ribagorza	4	Servicios	457
201103	Marzo 2011	05	Cinco Villas	1	Agricultura, ganadería y pesca	138
201103	Marzo 2011	05	Cinco Villas	2	Industria y energía	150
201103	Marzo 2011	05	Cinco Villas	3	Construcción	151
201103	Marzo 2011	05	Cinco Villas	4	Servicios	631
201103	Marzo 2011	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	63
201103	Marzo 2011	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	265
201103	Marzo 2011	06	Hoya de Huesca / Plana de Uesca	3	Construcción	328
201103	Marzo 2011	06	Hoya de Huesca / Plana de Uesca	4	Servicios	2422
201103	Marzo 2011	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	35
201103	Marzo 2011	07	Somontano de Barbastro	2	Industria y energía	130
201103	Marzo 2011	07	Somontano de Barbastro	3	Construcción	124
201103	Marzo 2011	07	Somontano de Barbastro	4	Servicios	668
201103	Marzo 2011	08	Cinca Medio	1	Agricultura, ganadería y pesca	49
201103	Marzo 2011	08	Cinca Medio	2	Industria y energía	139
201103	Marzo 2011	08	Cinca Medio	3	Construcción	116
201103	Marzo 2011	08	Cinca Medio	4	Servicios	572
201103	Marzo 2011	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	100
201103	Marzo 2011	09	La Litera / La Llitera	2	Industria y energía	144
201103	Marzo 2011	09	La Litera / La Llitera	3	Construcción	124
201103	Marzo 2011	09	La Litera / La Llitera	4	Servicios	503
201103	Marzo 2011	10	Los Monegros	1	Agricultura, ganadería y pesca	90
201103	Marzo 2011	10	Los Monegros	2	Industria y energía	95
201103	Marzo 2011	10	Los Monegros	3	Construcción	114
201103	Marzo 2011	10	Los Monegros	4	Servicios	404
201103	Marzo 2011	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	49
201103	Marzo 2011	11	Bajo Cinca / Baix Cinca	2	Industria y energía	110
201103	Marzo 2011	11	Bajo Cinca / Baix Cinca	3	Construcción	115
201103	Marzo 2011	11	Bajo Cinca / Baix Cinca	4	Servicios	613
201103	Marzo 2011	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	20
201103	Marzo 2011	12	Tarazona y el Moncayo	2	Industria y energía	56
201103	Marzo 2011	12	Tarazona y el Moncayo	3	Construcción	56
201103	Marzo 2011	12	Tarazona y el Moncayo	4	Servicios	334
201103	Marzo 2011	13	Campo de Borja	1	Agricultura, ganadería y pesca	22
201103	Marzo 2011	13	Campo de Borja	2	Industria y energía	73
201103	Marzo 2011	13	Campo de Borja	3	Construcción	74
201103	Marzo 2011	13	Campo de Borja	4	Servicios	256
201103	Marzo 2011	14	Aranda	1	Agricultura, ganadería y pesca	1
201103	Marzo 2011	14	Aranda	2	Industria y energía	86
201103	Marzo 2011	14	Aranda	3	Construcción	23
201103	Marzo 2011	14	Aranda	4	Servicios	133
201103	Marzo 2011	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	24
201103	Marzo 2011	15	Ribera Alta del Ebro	2	Industria y energía	177
201103	Marzo 2011	15	Ribera Alta del Ebro	3	Construcción	111
201103	Marzo 2011	15	Ribera Alta del Ebro	4	Servicios	569
201103	Marzo 2011	16	Valdejalón	1	Agricultura, ganadería y pesca	22
201103	Marzo 2011	16	Valdejalón	2	Industria y energía	227
201103	Marzo 2011	16	Valdejalón	3	Construcción	131
201103	Marzo 2011	16	Valdejalón	4	Servicios	698
201103	Marzo 2011	17	D.C. Zaragoza	1	Agricultura, ganadería y pesca	80
201103	Marzo 2011	17	D.C. Zaragoza	2	Industria y energía	2696
201103	Marzo 2011	17	D.C. Zaragoza	3	Construcción	2451
201103	Marzo 2011	17	D.C. Zaragoza	4	Servicios	23285
201103	Marzo 2011	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	18
201103	Marzo 2011	18	Ribera Baja del Ebro	2	Industria y energía	64
201103	Marzo 2011	18	Ribera Baja del Ebro	3	Construcción	39
201103	Marzo 2011	18	Ribera Baja del Ebro	4	Servicios	185
201103	Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	49
201103	Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	61
201103	Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	67
201103	Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	283
201103	Marzo 2011	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	12
201103	Marzo 2011	20	Comunidad de Calatayud	2	Industria y energía	129
201103	Marzo 2011	20	Comunidad de Calatayud	3	Construcción	163
201103	Marzo 2011	20	Comunidad de Calatayud	4	Servicios	946
201103	Marzo 2011	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	10
201103	Marzo 2011	21	Campo de Cariñena	2	Industria y energía	82
201103	Marzo 2011	21	Campo de Cariñena	3	Construcción	37
201103	Marzo 2011	21	Campo de Cariñena	4	Servicios	190
201103	Marzo 2011	22	Campo de Belchite	1	Agricultura, ganadería y pesca	10
201103	Marzo 2011	22	Campo de Belchite	2	Industria y energía	22
201103	Marzo 2011	22	Campo de Belchite	3	Construcción	26
201103	Marzo 2011	22	Campo de Belchite	4	Servicios	111
201103	Marzo 2011	23	Bajo Martín	1	Agricultura, ganadería y pesca	17
201103	Marzo 2011	23	Bajo Martín	2	Industria y energía	47
201103	Marzo 2011	23	Bajo Martín	3	Construcción	42
201103	Marzo 2011	23	Bajo Martín	4	Servicios	132
201103	Marzo 2011	24	Campo de Daroca	1	Agricultura, ganadería y pesca	13
201103	Marzo 2011	24	Campo de Daroca	2	Industria y energía	22
201103	Marzo 2011	24	Campo de Daroca	3	Construcción	23
201103	Marzo 2011	24	Campo de Daroca	4	Servicios	145
201103	Marzo 2011	25	Jiloca	1	Agricultura, ganadería y pesca	21
201103	Marzo 2011	25	Jiloca	2	Industria y energía	52
201103	Marzo 2011	25	Jiloca	3	Construcción	79
201103	Marzo 2011	25	Jiloca	4	Servicios	277
201103	Marzo 2011	26	Cuencas Mineras	1	Agricultura, ganadería y pesca	4
201103	Marzo 2011	26	Cuencas Mineras	2	Industria y energía	33
201103	Marzo 2011	26	Cuencas Mineras	3	Construcción	49
201103	Marzo 2011	26	Cuencas Mineras	4	Servicios	158
201103	Marzo 2011	27	Andorra-Sierra de Arcos	1	Agricultura, ganadería y pesca	4
201103	Marzo 2011	27	Andorra-Sierra de Arcos	2	Industria y energía	35
201103	Marzo 2011	27	Andorra-Sierra de Arcos	3	Construcción	62
201103	Marzo 2011	27	Andorra-Sierra de Arcos	4	Servicios	212
201103	Marzo 2011	28	Bajo Aragón	1	Agricultura, ganadería y pesca	42
201103	Marzo 2011	28	Bajo Aragón	2	Industria y energía	160
201103	Marzo 2011	28	Bajo Aragón	3	Construcción	216
201103	Marzo 2011	28	Bajo Aragón	4	Servicios	850
201103	Marzo 2011	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	20
201103	Marzo 2011	29	Comunidad de Teruel	2	Industria y energía	189
201103	Marzo 2011	29	Comunidad de Teruel	3	Construcción	290
201103	Marzo 2011	29	Comunidad de Teruel	4	Servicios	1642
201103	Marzo 2011	30	Maestrazgo	1	Agricultura, ganadería y pesca	14
201103	Marzo 2011	30	Maestrazgo	2	Industria y energía	24
