Mes (código)	Mes y año	Codcom	Comarca nombre	Sector código	Sector descripción	Cuentas cotización con trabajadores
201506	Junio 2015	04	La Ribagorza	2	Industria y energía	43
201506	Junio 2015	04	La Ribagorza	3	Construcción	75
201506	Junio 2015	04	La Ribagorza	4	Servicios	532
201506	Junio 2015	05	Cinco Villas	1	Agricultura, ganadería y pesca	317
201506	Junio 2015	05	Cinco Villas	2	Industria y energía	140
201506	Junio 2015	05	Cinco Villas	3	Construcción	105
201506	Junio 2015	05	Cinco Villas	4	Servicios	726
201506	Junio 2015	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	207
201506	Junio 2015	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	244
201506	Junio 2015	06	Hoya de Huesca / Plana de Uesca	3	Construcción	286
201506	Junio 2015	06	Hoya de Huesca / Plana de Uesca	4	Servicios	3165
201506	Junio 2015	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	127
201506	Junio 2015	07	Somontano de Barbastro	2	Industria y energía	145
201506	Junio 2015	07	Somontano de Barbastro	3	Construcción	95
201506	Junio 2015	07	Somontano de Barbastro	4	Servicios	930
201506	Junio 2015	08	Cinca Medio	1	Agricultura, ganadería y pesca	207
201506	Junio 2015	08	Cinca Medio	2	Industria y energía	140
201506	Junio 2015	08	Cinca Medio	3	Construcción	98
201506	Junio 2015	08	Cinca Medio	4	Servicios	687
201506	Junio 2015	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	241
201506	Junio 2015	09	La Litera / La Llitera	2	Industria y energía	138
201506	Junio 2015	09	La Litera / La Llitera	3	Construcción	104
201506	Junio 2015	09	La Litera / La Llitera	4	Servicios	644
201506	Junio 2015	10	Los Monegros	1	Agricultura, ganadería y pesca	285
201506	Junio 2015	10	Los Monegros	2	Industria y energía	85
201506	Junio 2015	10	Los Monegros	3	Construcción	88
201506	Junio 2015	10	Los Monegros	4	Servicios	499
201506	Junio 2015	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	624
201506	Junio 2015	11	Bajo Cinca / Baix Cinca	2	Industria y energía	112
201506	Junio 2015	11	Bajo Cinca / Baix Cinca	3	Construcción	87
201506	Junio 2015	11	Bajo Cinca / Baix Cinca	4	Servicios	761
201506	Junio 2015	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	40
201506	Junio 2015	12	Tarazona y el Moncayo	2	Industria y energía	62
201506	Junio 2015	12	Tarazona y el Moncayo	3	Construcción	41
201506	Junio 2015	12	Tarazona y el Moncayo	4	Servicios	399
201506	Junio 2015	13	Campo de Borja	1	Agricultura, ganadería y pesca	91
201506	Junio 2015	13	Campo de Borja	2	Industria y energía	77
201506	Junio 2015	13	Campo de Borja	3	Construcción	45
201506	Junio 2015	13	Campo de Borja	4	Servicios	351
201506	Junio 2015	14	Aranda	1	Agricultura, ganadería y pesca	30
201506	Junio 2015	14	Aranda	2	Industria y energía	89
201506	Junio 2015	14	Aranda	3	Construcción	21
201506	Junio 2015	14	Aranda	4	Servicios	155
201506	Junio 2015	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	83
201506	Junio 2015	15	Ribera Alta del Ebro	2	Industria y energía	153
201506	Junio 2015	15	Ribera Alta del Ebro	3	Construcción	100
201506	Junio 2015	15	Ribera Alta del Ebro	4	Servicios	629
201506	Junio 2015	16	Valdejalón	1	Agricultura, ganadería y pesca	313
201506	Junio 2015	16	Valdejalón	2	Industria y energía	221
201506	Junio 2015	16	Valdejalón	3	Construcción	91
201506	Junio 2015	16	Valdejalón	4	Servicios	757
201506	Junio 2015	17	D.C. Zaragoza	1	Agricultura, ganadería y pesca	296
201506	Junio 2015	17	D.C. Zaragoza	2	Industria y energía	2363
201506	Junio 2015	17	D.C. Zaragoza	3	Construcción	1799
201506	Junio 2015	17	D.C. Zaragoza	4	Servicios	30859
201506	Junio 2015	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	53
201506	Junio 2015	18	Ribera Baja del Ebro	2	Industria y energía	63
201506	Junio 2015	18	Ribera Baja del Ebro	3	Construcción	29
201506	Junio 2015	18	Ribera Baja del Ebro	4	Servicios	208
201506	Junio 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	269
201506	Junio 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	56
201506	Junio 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	42
201506	Junio 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	362
201506	Junio 2015	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	301
201506	Junio 2015	20	Comunidad de Calatayud	2	Industria y energía	118
201506	Junio 2015	20	Comunidad de Calatayud	3	Construcción	111
201506	Junio 2015	20	Comunidad de Calatayud	4	Servicios	1104
201506	Junio 2015	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	133
201506	Junio 2015	21	Campo de Cariñena	2	Industria y energía	78
201506	Junio 2015	21	Campo de Cariñena	3	Construcción	24
201506	Junio 2015	21	Campo de Cariñena	4	Servicios	256
201506	Junio 2015	22	Campo de Belchite	1	Agricultura, ganadería y pesca	33
201506	Junio 2015	22	Campo de Belchite	2	Industria y energía	20
201506	Junio 2015	22	Campo de Belchite	3	Construcción	15
201506	Junio 2015	22	Campo de Belchite	4	Servicios	131
201506	Junio 2015	23	Bajo Martín	1	Agricultura, ganadería y pesca	73
201506	Junio 2015	23	Bajo Martín	2	Industria y energía	51
201506	Junio 2015	23	Bajo Martín	3	Construcción	31
201506	Junio 2015	23	Bajo Martín	4	Servicios	152
201506	Junio 2015	24	Campo de Daroca	1	Agricultura, ganadería y pesca	56
201506	Junio 2015	24	Campo de Daroca	2	Industria y energía	20
201506	Junio 2015	24	Campo de Daroca	3	Construcción	16
201506	Junio 2015	24	Campo de Daroca	4	Servicios	177
201506	Junio 2015	25	Jiloca	1	Agricultura, ganadería y pesca	57
201506	Junio 2015	25	Jiloca	2	Industria y energía	47
201506	Junio 2015	25	Jiloca	3	Construcción	66
201506	Junio 2015	25	Jiloca	4	Servicios	342
201506	Junio 2015	26	Cuencas Mineras	1	Agricultura, ganadería y pesca	30
201506	Junio 2015	26	Cuencas Mineras	2	Industria y energía	33
201506	Junio 2015	26	Cuencas Mineras	3	Construcción	40
201506	Junio 2015	26	Cuencas Mineras	4	Servicios	189
201506	Junio 2015	27	Andorra-Sierra de Arcos	1	Agricultura, ganadería y pesca	28
201506	Junio 2015	27	Andorra-Sierra de Arcos	2	Industria y energía	32
201506	Junio 2015	27	Andorra-Sierra de Arcos	3	Construcción	36
201506	Junio 2015	27	Andorra-Sierra de Arcos	4	Servicios	239
201506	Junio 2015	28	Bajo Aragón	1	Agricultura, ganadería y pesca	192
201506	Junio 2015	28	Bajo Aragón	2	Industria y energía	139
201506	Junio 2015	28	Bajo Aragón	3	Construcción	160
201506	Junio 2015	28	Bajo Aragón	4	Servicios	1015
201506	Junio 2015	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	101
201506	Junio 2015	29	Comunidad de Teruel	2	Industria y energía	169
201506	Junio 2015	29	Comunidad de Teruel	3	Construcción	224
201506	Junio 2015	29	Comunidad de Teruel	4	Servicios	1970
201506	Junio 2015	30	Maestrazgo	1	Agricultura, ganadería y pesca	25
201506	Junio 2015	30	Maestrazgo	2	Industria y energía	20
201506	Junio 2015	30	Maestrazgo	3	Construcción	21
201506	Junio 2015	30	Maestrazgo	4	Servicios	112
201506	Junio 2015	31	Sierra de Albarracín	1	Agricultura, ganadería y pesca	32
201506	Junio 2015	31	Sierra de Albarracín	2	Industria y energía	13
201506	Junio 2015	31	Sierra de Albarracín	3	Construcción	25
201506	Junio 2015	31	Sierra de Albarracín	4	Servicios	135
201506	Junio 2015	32	Gúdar-Javalambre	1	Agricultura, ganadería y pesca	41
201506	Junio 2015	32	Gúdar-Javalambre	2	Industria y energía	52
201506	Junio 2015	32	Gúdar-Javalambre	3	Construcción	54
201506	Junio 2015	32	Gúdar-Javalambre	4	Servicios	258
201506	Junio 2015	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	87
201506	Junio 2015	33	Matarraña / Matarranya	2	Industria y energía	59
201506	Junio 2015	33	Matarraña / Matarranya	3	Construcción	65
201506	Junio 2015	33	Matarraña / Matarranya	4	Servicios	282
201506	Junio 2015	99	Sin clasificar	4	Servicios	84
201503	Marzo 2015	01	La Jacetania	1	Agricultura, ganadería y pesca	33
201503	Marzo 2015	01	La Jacetania	2	Industria y energía	40
201503	Marzo 2015	01	La Jacetania	3	Construcción	64
201503	Marzo 2015	01	La Jacetania	4	Servicios	857
201503	Marzo 2015	02	Alto Gállego	1	Agricultura, ganadería y pesca	14
201503	Marzo 2015	02	Alto Gállego	2	Industria y energía	47
201503	Marzo 2015	02	Alto Gállego	3	Construcción	62
201503	Marzo 2015	02	Alto Gállego	4	Servicios	590
201503	Marzo 2015	03	Sobrarbe	1	Agricultura, ganadería y pesca	31
201503	Marzo 2015	03	Sobrarbe	2	Industria y energía	24
201503	Marzo 2015	03	Sobrarbe	3	Construcción	38
201503	Marzo 2015	03	Sobrarbe	4	Servicios	336
201503	Marzo 2015	04	La Ribagorza	1	Agricultura, ganadería y pesca	107
201503	Marzo 2015	04	La Ribagorza	2	Industria y energía	43
201503	Marzo 2015	04	La Ribagorza	3	Construcción	68
201503	Marzo 2015	04	La Ribagorza	4	Servicios	543
201503	Marzo 2015	05	Cinco Villas	1	Agricultura, ganadería y pesca	292
201503	Marzo 2015	05	Cinco Villas	2	Industria y energía	145
201503	Marzo 2015	05	Cinco Villas	3	Construcción	102
201503	Marzo 2015	05	Cinco Villas	4	Servicios	705
201503	Marzo 2015	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	202
201503	Marzo 2015	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	247
201503	Marzo 2015	06	Hoya de Huesca / Plana de Uesca	3	Construcción	266
201503	Marzo 2015	06	Hoya de Huesca / Plana de Uesca	4	Servicios	3159
201503	Marzo 2015	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	128
201503	Marzo 2015	07	Somontano de Barbastro	2	Industria y energía	143
201503	Marzo 2015	07	Somontano de Barbastro	3	Construcción	91
201503	Marzo 2015	07	Somontano de Barbastro	4	Servicios	902
201503	Marzo 2015	08	Cinca Medio	1	Agricultura, ganadería y pesca	178
201503	Marzo 2015	08	Cinca Medio	2	Industria y energía	133
201503	Marzo 2015	08	Cinca Medio	3	Construcción	97
201503	Marzo 2015	08	Cinca Medio	4	Servicios	688
201503	Marzo 2015	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	202
201503	Marzo 2015	09	La Litera / La Llitera	2	Industria y energía	136
201503	Marzo 2015	09	La Litera / La Llitera	3	Construcción	95
201503	Marzo 2015	09	La Litera / La Llitera	4	Servicios	640
201503	Marzo 2015	10	Los Monegros	1	Agricultura, ganadería y pesca	254
201503	Marzo 2015	10	Los Monegros	2	Industria y energía	82
201503	Marzo 2015	10	Los Monegros	3	Construcción	85
201503	Marzo 2015	10	Los Monegros	4	Servicios	496
201503	Marzo 2015	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	340
201503	Marzo 2015	11	Bajo Cinca / Baix Cinca	2	Industria y energía	110
201503	Marzo 2015	11	Bajo Cinca / Baix Cinca	3	Construcción	88
201503	Marzo 2015	11	Bajo Cinca / Baix Cinca	4	Servicios	697
201503	Marzo 2015	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	36
201503	Marzo 2015	12	Tarazona y el Moncayo	2	Industria y energía	63
201503	Marzo 2015	12	Tarazona y el Moncayo	3	Construcción	42
201503	Marzo 2015	12	Tarazona y el Moncayo	4	Servicios	384
201503	Marzo 2015	13	Campo de Borja	1	Agricultura, ganadería y pesca	97
201503	Marzo 2015	13	Campo de Borja	2	Industria y energía	78
201503	Marzo 2015	13	Campo de Borja	3	Construcción	45
201503	Marzo 2015	13	Campo de Borja	4	Servicios	348
201503	Marzo 2015	14	Aranda	1	Agricultura, ganadería y pesca	19
201503	Marzo 2015	14	Aranda	2	Industria y energía	84
201503	Marzo 2015	14	Aranda	3	Construcción	20
201503	Marzo 2015	14	Aranda	4	Servicios	149
201503	Marzo 2015	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	73
201503	Marzo 2015	15	Ribera Alta del Ebro	2	Industria y energía	153
201503	Marzo 2015	15	Ribera Alta del Ebro	3	Construcción	88
201503	Marzo 2015	15	Ribera Alta del Ebro	4	Servicios	615
201503	Marzo 2015	16	Valdejalón	1	Agricultura, ganadería y pesca	224
201503	Marzo 2015	16	Valdejalón	2	Industria y energía	214
201503	Marzo 2015	16	Valdejalón	3	Construcción	90
201503	Marzo 2015	16	Valdejalón	4	Servicios	744
201503	Marzo 2015	17	D.C. Zaragoza	1	Agricultura, ganadería y pesca	276
201503	Marzo 2015	17	D.C. Zaragoza	2	Industria y energía	2348
201503	Marzo 2015	17	D.C. Zaragoza	3	Construcción	1755
201503	Marzo 2015	17	D.C. Zaragoza	4	Servicios	30973
201503	Marzo 2015	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	46
201503	Marzo 2015	18	Ribera Baja del Ebro	2	Industria y energía	60
201503	Marzo 2015	18	Ribera Baja del Ebro	3	Construcción	28
201503	Marzo 2015	18	Ribera Baja del Ebro	4	Servicios	209
201503	Marzo 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	203
201503	Marzo 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	52
201503	Marzo 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	41
201503	Marzo 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	340
201503	Marzo 2015	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	140
201503	Marzo 2015	20	Comunidad de Calatayud	2	Industria y energía	113
201503	Marzo 2015	20	Comunidad de Calatayud	3	Construcción	101
201503	Marzo 2015	20	Comunidad de Calatayud	4	Servicios	1093
201503	Marzo 2015	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	130
201503	Marzo 2015	21	Campo de Cariñena	2	Industria y energía	77
201503	Marzo 2015	21	Campo de Cariñena	3	Construcción	27
201503	Marzo 2015	21	Campo de Cariñena	4	Servicios	257
201503	Marzo 2015	22	Campo de Belchite	1	Agricultura, ganadería y pesca	34
201503	Marzo 2015	22	Campo de Belchite	2	Industria y energía	20
201503	Marzo 2015	22	Campo de Belchite	3	Construcción	11
201503	Marzo 2015	22	Campo de Belchite	4	Servicios	129
201503	Marzo 2015	23	Bajo Martín	1	Agricultura, ganadería y pesca	57
201503	Marzo 2015	23	Bajo Martín	2	Industria y energía	48
201503	Marzo 2015	23	Bajo Martín	3	Construcción	31
201503	Marzo 2015	23	Bajo Martín	4	Servicios	150
201503	Marzo 2015	24	Campo de Daroca	1	Agricultura, ganadería y pesca	40
201503	Marzo 2015	24	Campo de Daroca	2	Industria y energía	20
201503	Marzo 2015	24	Campo de Daroca	3	Construcción	15
201503	Marzo 2015	24	Campo de Daroca	4	Servicios	172
201503	Marzo 2015	25	Jiloca	1	Agricultura, ganadería y pesca	59
201503	Marzo 2015	25	Jiloca	2	Industria y energía	46
201503	Marzo 2015	25	Jiloca	3	Construcción	56
201503	Marzo 2015	25	Jiloca	4	Servicios	331
201503	Marzo 2015	26	Cuencas Mineras	1	Agricultura, ganadería y pesca	29
201503	Marzo 2015	26	Cuencas Mineras	2	Industria y energía	31
201503	Marzo 2015	26	Cuencas Mineras	3	Construcción	35
201503	Marzo 2015	26	Cuencas Mineras	4	Servicios	173
201503	Marzo 2015	27	Andorra-Sierra de Arcos	1	Agricultura, ganadería y pesca	28
201503	Marzo 2015	27	Andorra-Sierra de Arcos	2	Industria y energía	34
201503	Marzo 2015	27	Andorra-Sierra de Arcos	3	Construcción	31
201503	Marzo 2015	27	Andorra-Sierra de Arcos	4	Servicios	246
201503	Marzo 2015	28	Bajo Aragón	1	Agricultura, ganadería y pesca	146
201503	Marzo 2015	28	Bajo Aragón	2	Industria y energía	141
201503	Marzo 2015	28	Bajo Aragón	3	Construcción	145
201503	Marzo 2015	28	Bajo Aragón	4	Servicios	1014
201503	Marzo 2015	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	96
201503	Marzo 2015	29	Comunidad de Teruel	2	Industria y energía	161
201503	Marzo 2015	29	Comunidad de Teruel	3	Construcción	199
201503	Marzo 2015	29	Comunidad de Teruel	4	Servicios	1942
201503	Marzo 2015	30	Maestrazgo	1	Agricultura, ganadería y pesca	22
201503	Marzo 2015	30	Maestrazgo	2	Industria y energía	17
201503	Marzo 2015	30	Maestrazgo	3	Construcción	21
201503	Marzo 2015	30	Maestrazgo	4	Servicios	103
201503	Marzo 2015	31	Sierra de Albarracín	1	Agricultura, ganadería y pesca	30
201503	Marzo 2015	31	Sierra de Albarracín	2	Industria y energía	12
201503	Marzo 2015	31	Sierra de Albarracín	3	Construcción	23
201503	Marzo 2015	31	Sierra de Albarracín	4	Servicios	126
201503	Marzo 2015	32	Gúdar-Javalambre	1	Agricultura, ganadería y pesca	39
201503	Marzo 2015	32	Gúdar-Javalambre	2	Industria y energía	50
201503	Marzo 2015	32	Gúdar-Javalambre	3	Construcción	47
201503	Marzo 2015	32	Gúdar-Javalambre	4	Servicios	274
201503	Marzo 2015	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	73
201503	Marzo 2015	33	Matarraña / Matarranya	2	Industria y energía	59
201503	Marzo 2015	33	Matarraña / Matarranya	3	Construcción	55
201503	Marzo 2015	33	Matarraña / Matarranya	4	Servicios	260
201503	Marzo 2015	99	Sin clasificar	4	Servicios	87
201412	Diciembre 2014	01	La Jacetania	1	Agricultura, ganadería y pesca	35
201412	Diciembre 2014	01	La Jacetania	2	Industria y energía	43
201412	Diciembre 2014	01	La Jacetania	3	Construcción	67
201412	Diciembre 2014	01	La Jacetania	4	Servicios	863
201412	Diciembre 2014	02	Alto Gállego	1	Agricultura, ganadería y pesca	14
201412	Diciembre 2014	02	Alto Gállego	2	Industria y energía	44
201412	Diciembre 2014	02	Alto Gállego	3	Construcción	65
201412	Diciembre 2014	02	Alto Gállego	4	Servicios	591
201412	Diciembre 2014	03	Sobrarbe	1	Agricultura, ganadería y pesca	29
201412	Diciembre 2014	03	Sobrarbe	2	Industria y energía	22
201412	Diciembre 2014	03	Sobrarbe	3	Construcción	39
201412	Diciembre 2014	03	Sobrarbe	4	Servicios	313
201412	Diciembre 2014	04	La Ribagorza	1	Agricultura, ganadería y pesca	100
201412	Diciembre 2014	04	La Ribagorza	2	Industria y energía	43
201412	Diciembre 2014	04	La Ribagorza	3	Construcción	69
201412	Diciembre 2014	04	La Ribagorza	4	Servicios	536
201412	Diciembre 2014	05	Cinco Villas	1	Agricultura, ganadería y pesca	304
201412	Diciembre 2014	05	Cinco Villas	2	Industria y energía	147
201412	Diciembre 2014	05	Cinco Villas	3	Construcción	95
201412	Diciembre 2014	05	Cinco Villas	4	Servicios	706
201412	Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	190
201412	Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	246
201412	Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	3	Construcción	256
201412	Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	4	Servicios	3160
201412	Diciembre 2014	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	124
201412	Diciembre 2014	07	Somontano de Barbastro	2	Industria y energía	137
201412	Diciembre 2014	07	Somontano de Barbastro	3	Construcción	89
201412	Diciembre 2014	07	Somontano de Barbastro	4	Servicios	888
201412	Diciembre 2014	08	Cinca Medio	1	Agricultura, ganadería y pesca	173
201412	Diciembre 2014	08	Cinca Medio	2	Industria y energía	139
201412	Diciembre 2014	08	Cinca Medio	3	Construcción	93
201412	Diciembre 2014	08	Cinca Medio	4	Servicios	683
201412	Diciembre 2014	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	201
201412	Diciembre 2014	09	La Litera / La Llitera	2	Industria y energía	137
201412	Diciembre 2014	09	La Litera / La Llitera	3	Construcción	86
201412	Diciembre 2014	09	La Litera / La Llitera	4	Servicios	649
201412	Diciembre 2014	10	Los Monegros	1	Agricultura, ganadería y pesca	260
201412	Diciembre 2014	10	Los Monegros	2	Industria y energía	86
201412	Diciembre 2014	10	Los Monegros	3	Construcción	83
201412	Diciembre 2014	10	Los Monegros	4	Servicios	499
201412	Diciembre 2014	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	391
201412	Diciembre 2014	11	Bajo Cinca / Baix Cinca	2	Industria y energía	107
201412	Diciembre 2014	11	Bajo Cinca / Baix Cinca	3	Construcción	88
201412	Diciembre 2014	11	Bajo Cinca / Baix Cinca	4	Servicios	702
201412	Diciembre 2014	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	33
201412	Diciembre 2014	12	Tarazona y el Moncayo	2	Industria y energía	62
201412	Diciembre 2014	12	Tarazona y el Moncayo	3	Construcción	41
201412	Diciembre 2014	12	Tarazona y el Moncayo	4	Servicios	384
201412	Diciembre 2014	13	Campo de Borja	1	Agricultura, ganadería y pesca	86
201412	Diciembre 2014	13	Campo de Borja	2	Industria y energía	75
201412	Diciembre 2014	13	Campo de Borja	3	Construcción	43
201412	Diciembre 2014	13	Campo de Borja	4	Servicios	355
201412	Diciembre 2014	14	Aranda	1	Agricultura, ganadería y pesca	19
201412	Diciembre 2014	14	Aranda	2	Industria y energía	86
201412	Diciembre 2014	14	Aranda	3	Construcción	17
201412	Diciembre 2014	14	Aranda	4	Servicios	150
201412	Diciembre 2014	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	72
201412	Diciembre 2014	15	Ribera Alta del Ebro	2	Industria y energía	151
201412	Diciembre 2014	15	Ribera Alta del Ebro	3	Construcción	84
201412	Diciembre 2014	15	Ribera Alta del Ebro	4	Servicios	622
201412	Diciembre 2014	16	Valdejalón	1	Agricultura, ganadería y pesca	235
201412	Diciembre 2014	16	Valdejalón	2	Industria y energía	210
201412	Diciembre 2014	16	Valdejalón	3	Construcción	90
201412	Diciembre 2014	16	Valdejalón	4	Servicios	753
201412	Diciembre 2014	17	D.C. Zaragoza	1	Agricultura, ganadería y pesca	275
201412	Diciembre 2014	17	D.C. Zaragoza	2	Industria y energía	2339
201412	Diciembre 2014	17	D.C. Zaragoza	3	Construcción	1723
201412	Diciembre 2014	17	D.C. Zaragoza	4	Servicios	31023
201412	Diciembre 2014	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	45
201412	Diciembre 2014	18	Ribera Baja del Ebro	2	Industria y energía	61
201412	Diciembre 2014	18	Ribera Baja del Ebro	3	Construcción	26
201412	Diciembre 2014	18	Ribera Baja del Ebro	4	Servicios	211
201412	Diciembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	188
201412	Diciembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	61
201412	Diciembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	41
201412	Diciembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	339
201412	Diciembre 2014	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	152
201412	Diciembre 2014	20	Comunidad de Calatayud	2	Industria y energía	112
201412	Diciembre 2014	20	Comunidad de Calatayud	3	Construcción	100
201412	Diciembre 2014	20	Comunidad de Calatayud	4	Servicios	1083
201412	Diciembre 2014	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	152
201412	Diciembre 2014	21	Campo de Cariñena	2	Industria y energía	74
201412	Diciembre 2014	21	Campo de Cariñena	3	Construcción	24
201412	Diciembre 2014	21	Campo de Cariñena	4	Servicios	259
201412	Diciembre 2014	22	Campo de Belchite	1	Agricultura, ganadería y pesca	35
201412	Diciembre 2014	22	Campo de Belchite	2	Industria y energía	21
201412	Diciembre 2014	22	Campo de Belchite	3	Construcción	12
201412	Diciembre 2014	22	Campo de Belchite	4	Servicios	134
201412	Diciembre 2014	23	Bajo Martín	1	Agricultura, ganadería y pesca	60
201412	Diciembre 2014	23	Bajo Martín	2	Industria y energía	50
201412	Diciembre 2014	23	Bajo Martín	3	Construcción	28
201412	Diciembre 2014	23	Bajo Martín	4	Servicios	151
201412	Diciembre 2014	24	Campo de Daroca	1	Agricultura, ganadería y pesca	43
201412	Diciembre 2014	24	Campo de Daroca	2	Industria y energía	20
201412	Diciembre 2014	24	Campo de Daroca	3	Construcción	14
201412	Diciembre 2014	24	Campo de Daroca	4	Servicios	165
201412	Diciembre 2014	25	Jiloca	1	Agricultura, ganadería y pesca	62
201412	Diciembre 2014	25	Jiloca	2	Industria y energía	49
201412	Diciembre 2014	25	Jiloca	3	Construcción	54
201412	Diciembre 2014	25	Jiloca	4	Servicios	324
201412	Diciembre 2014	26	Cuencas Mineras	1	Agricultura, ganadería y pesca	31
201412	Diciembre 2014	26	Cuencas Mineras	2	Industria y energía	28
201412	Diciembre 2014	26	Cuencas Mineras	3	Construcción	36
201412	Diciembre 2014	26	Cuencas Mineras	4	Servicios	179
201412	Diciembre 2014	27	Andorra-Sierra de Arcos	1	Agricultura, ganadería y pesca	27
201412	Diciembre 2014	27	Andorra-Sierra de Arcos	2	Industria y energía	36
201412	Diciembre 2014	27	Andorra-Sierra de Arcos	3	Construcción	31
201412	Diciembre 2014	27	Andorra-Sierra de Arcos	4	Servicios	247
201412	Diciembre 2014	28	Bajo Aragón	1	Agricultura, ganadería y pesca	143
201412	Diciembre 2014	28	Bajo Aragón	2	Industria y energía	145
201412	Diciembre 2014	28	Bajo Aragón	3	Construcción	141
201412	Diciembre 2014	28	Bajo Aragón	4	Servicios	999
201412	Diciembre 2014	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	96
201412	Diciembre 2014	29	Comunidad de Teruel	2	Industria y energía	161
201412	Diciembre 2014	29	Comunidad de Teruel	3	Construcción	205
201412	Diciembre 2014	29	Comunidad de Teruel	4	Servicios	1940
201412	Diciembre 2014	30	Maestrazgo	1	Agricultura, ganadería y pesca	24
201412	Diciembre 2014	30	Maestrazgo	2	Industria y energía	16
201412	Diciembre 2014	30	Maestrazgo	3	Construcción	22
201412	Diciembre 2014	30	Maestrazgo	4	Servicios	108
201412	Diciembre 2014	31	Sierra de Albarracín	1	Agricultura, ganadería y pesca	27
201412	Diciembre 2014	31	Sierra de Albarracín	2	Industria y energía	14
201412	Diciembre 2014	31	Sierra de Albarracín	3	Construcción	21
201412	Diciembre 2014	31	Sierra de Albarracín	4	Servicios	134
201412	Diciembre 2014	32	Gúdar-Javalambre	1	Agricultura, ganadería y pesca	38
201412	Diciembre 2014	32	Gúdar-Javalambre	2	Industria y energía	50
201412	Diciembre 2014	32	Gúdar-Javalambre	3	Construcción	50
201412	Diciembre 2014	32	Gúdar-Javalambre	4	Servicios	273
201412	Diciembre 2014	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	82
201412	Diciembre 2014	33	Matarraña / Matarranya	2	Industria y energía	59
201412	Diciembre 2014	33	Matarraña / Matarranya	3	Construcción	52
201412	Diciembre 2014	33	Matarraña / Matarranya	4	Servicios	254
201412	Diciembre 2014	99	Sin clasificar	4	Servicios	93
201409	Septiembre 2014	01	La Jacetania	1	Agricultura, ganadería y pesca	41
201409	Septiembre 2014	01	La Jacetania	2	Industria y energía	42
201409	Septiembre 2014	01	La Jacetania	3	Construcción	75
201409	Septiembre 2014	01	La Jacetania	4	Servicios	812
