Año	Grupo Antigüedad	Nº Accidentes	Temporalidad	Comarca Código	Comarca Nombre
2015	De 13 meses a 3 años	3	Sin clasificar	06	Hoya de Huesca / Plana de Uesca
2015	De 13 meses a 3 años	19	Indefinido	07	Somontano de Barbastro
2015	De 13 meses a 3 años	9	Temporal	07	Somontano de Barbastro
2015	De 13 meses a 3 años	1	Sin clasificar	07	Somontano de Barbastro
2015	De 13 meses a 3 años	29	Indefinido	08	Cinca Medio
2015	De 13 meses a 3 años	9	Temporal	08	Cinca Medio
2015	De 13 meses a 3 años	26	Indefinido	09	La Litera / La Llitera
2015	De 13 meses a 3 años	12	Temporal	09	La Litera / La Llitera
2015	De 13 meses a 3 años	17	Indefinido	10	Los Monegros
2015	De 13 meses a 3 años	11	Temporal	10	Los Monegros
2015	De 13 meses a 3 años	25	Indefinido	11	Bajo Cinca / Baix Cinca
2015	De 13 meses a 3 años	20	Temporal	11	Bajo Cinca / Baix Cinca
2015	De 13 meses a 3 años	4	Indefinido	12	Tarazona y el Moncayo
2015	De 13 meses a 3 años	6	Temporal	12	Tarazona y el Moncayo
2015	De 13 meses a 3 años	1	Sin clasificar	12	Tarazona y el Moncayo
2015	De 13 meses a 3 años	11	Indefinido	13	Campo de Borja
2015	De 13 meses a 3 años	5	Temporal	13	Campo de Borja
2015	De 13 meses a 3 años	4	Indefinido	14	Aranda
2015	De 13 meses a 3 años	37	Indefinido	15	Ribera Alta del Ebro
2015	De 13 meses a 3 años	18	Temporal	15	Ribera Alta del Ebro
2015	De 13 meses a 3 años	3	Sin clasificar	15	Ribera Alta del Ebro
2015	De 13 meses a 3 años	59	Indefinido	16	Valdejalón
2015	De 13 meses a 3 años	9	Temporal	16	Valdejalón
2015	De 13 meses a 3 años	3	Sin clasificar	16	Valdejalón
2015	De 13 meses a 3 años	768	Indefinido	17	D.C. Zaragoza
2015	De 13 meses a 3 años	265	Temporal	17	D.C. Zaragoza
2015	De 13 meses a 3 años	20	Sin clasificar	17	D.C. Zaragoza
2015	De 13 meses a 3 años	6	Indefinido	18	Ribera Baja del Ebro
2015	De 13 meses a 3 años	4	Temporal	18	Ribera Baja del Ebro
2015	De 13 meses a 3 años	13	Indefinido	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2015	De 13 meses a 3 años	3	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2015	De 13 meses a 3 años	1	Sin clasificar	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2015	De 13 meses a 3 años	16	Indefinido	20	Comunidad de Calatayud
2015	De 13 meses a 3 años	10	Temporal	20	Comunidad de Calatayud
2015	De 13 meses a 3 años	2	Sin clasificar	20	Comunidad de Calatayud
2015	De 13 meses a 3 años	19	Indefinido	21	Campo de Cariñena
2015	De 13 meses a 3 años	6	Temporal	21	Campo de Cariñena
2015	De 13 meses a 3 años	1	Sin clasificar	21	Campo de Cariñena
2015	De 13 meses a 3 años	5	Indefinido	22	Campo de Belchite
2015	De 13 meses a 3 años	2	Indefinido	23	Bajo Martín
2015	De 13 meses a 3 años	2	Temporal	23	Bajo Martín
2015	De 13 meses a 3 años	8	Indefinido	24	Campo de Daroca
2015	De 13 meses a 3 años	2	Temporal	24	Campo de Daroca
2015	De 13 meses a 3 años	5	Indefinido	25	Jiloca
2015	De 13 meses a 3 años	4	Temporal	25	Jiloca
2015	De 13 meses a 3 años	13	Indefinido	26	Cuencas Mineras
2015	De 13 meses a 3 años	5	Temporal	26	Cuencas Mineras
2015	De 13 meses a 3 años	12	Indefinido	27	Andorra-Sierra de Arcos
2015	De 13 meses a 3 años	14	Temporal	27	Andorra-Sierra de Arcos
2015	De 13 meses a 3 años	16	Indefinido	28	Bajo Aragón
2015	De 13 meses a 3 años	4	Temporal	28	Bajo Aragón
2015	De 13 meses a 3 años	1	Sin clasificar	28	Bajo Aragón
2015	De 13 meses a 3 años	34	Indefinido	29	Comunidad de Teruel
2015	De 13 meses a 3 años	11	Temporal	29	Comunidad de Teruel
2015	De 13 meses a 3 años	1	Sin clasificar	29	Comunidad de Teruel
2015	De 13 meses a 3 años	3	Indefinido	30	Maestrazgo
2015	De 13 meses a 3 años	1	Temporal	30	Maestrazgo
2015	De 13 meses a 3 años	1	Indefinido	31	Sierra de Albarracín
2015	De 13 meses a 3 años	1	Temporal	31	Sierra de Albarracín
2015	De 13 meses a 3 años	1	Sin clasificar	31	Sierra de Albarracín
2015	De 13 meses a 3 años	9	Indefinido	32	Gúdar-Javalambre
2015	De 13 meses a 3 años	3	Temporal	32	Gúdar-Javalambre
2015	De 13 meses a 3 años	4	Indefinido	33	Matarraña / Matarranya
2015	De 13 meses a 3 años	3	Temporal	33	Matarraña / Matarranya
2015	De 13 meses a 3 años	5	Indefinido	NC	Municipio del centro de trabajo fuera de Aragón
2015	De 13 meses a 3 años	3	Temporal	NC	Municipio del centro de trabajo fuera de Aragón
2015	De 13 meses a 3 años	1	Sin clasificar	NC	Municipio del centro de trabajo fuera de Aragón
2015	De 37 meses a 10 años	14	Indefinido	01	La Jacetania
2015	De 37 meses a 10 años	2	Temporal	01	La Jacetania
2015	De 37 meses a 10 años	2	Sin clasificar	01	La Jacetania
2015	De 37 meses a 10 años	19	Indefinido	02	Alto Gállego
2015	De 37 meses a 10 años	1	Sin clasificar	02	Alto Gállego
2015	De 37 meses a 10 años	5	Indefinido	03	Sobrarbe
2015	De 37 meses a 10 años	17	Indefinido	04	La Ribagorza
2015	De 37 meses a 10 años	6	Temporal	04	La Ribagorza
2015	De 37 meses a 10 años	1	Sin clasificar	04	La Ribagorza
2015	De 37 meses a 10 años	83	Indefinido	05	Cinco Villas
2015	De 37 meses a 10 años	8	Temporal	05	Cinco Villas
2015	De 37 meses a 10 años	9	Sin clasificar	05	Cinco Villas
2015	De 37 meses a 10 años	149	Indefinido	06	Hoya de Huesca / Plana de Uesca
2015	De 37 meses a 10 años	20	Temporal	06	Hoya de Huesca / Plana de Uesca
2015	De 37 meses a 10 años	3	Sin clasificar	06	Hoya de Huesca / Plana de Uesca
2015	De 37 meses a 10 años	35	Indefinido	07	Somontano de Barbastro
2015	De 37 meses a 10 años	7	Temporal	07	Somontano de Barbastro
2015	De 37 meses a 10 años	4	Sin clasificar	07	Somontano de Barbastro
2015	De 37 meses a 10 años	65	Indefinido	08	Cinca Medio
2015	De 37 meses a 10 años	7	Temporal	08	Cinca Medio
2015	De 37 meses a 10 años	4	Sin clasificar	08	Cinca Medio
2015	De 37 meses a 10 años	69	Indefinido	09	La Litera / La Llitera
2015	De 37 meses a 10 años	3	Temporal	09	La Litera / La Llitera
2015	De 37 meses a 10 años	4	Sin clasificar	09	La Litera / La Llitera
2015	De 37 meses a 10 años	42	Indefinido	10	Los Monegros
2015	De 37 meses a 10 años	10	Temporal	10	Los Monegros
2015	De 37 meses a 10 años	2	Sin clasificar	10	Los Monegros
2015	De 37 meses a 10 años	55	Indefinido	11	Bajo Cinca / Baix Cinca
2015	De 37 meses a 10 años	2	Temporal	11	Bajo Cinca / Baix Cinca
2015	De 37 meses a 10 años	4	Sin clasificar	11	Bajo Cinca / Baix Cinca
2015	De 37 meses a 10 años	40	Indefinido	12	Tarazona y el Moncayo
2015	De 37 meses a 10 años	4	Temporal	12	Tarazona y el Moncayo
2015	De 37 meses a 10 años	3	Sin clasificar	12	Tarazona y el Moncayo
2015	De 37 meses a 10 años	32	Indefinido	13	Campo de Borja
2015	De 37 meses a 10 años	3	Temporal	13	Campo de Borja
2015	De 37 meses a 10 años	3	Sin clasificar	13	Campo de Borja
2015	De 37 meses a 10 años	13	Indefinido	14	Aranda
2015	De 37 meses a 10 años	2	Temporal	14	Aranda
2015	De 37 meses a 10 años	2	Sin clasificar	14	Aranda
2015	De 37 meses a 10 años	133	Indefinido	15	Ribera Alta del Ebro
2015	De 37 meses a 10 años	24	Temporal	15	Ribera Alta del Ebro
2015	De 37 meses a 10 años	6	Sin clasificar	15	Ribera Alta del Ebro
2015	De 37 meses a 10 años	117	Indefinido	16	Valdejalón
2015	De 37 meses a 10 años	5	Temporal	16	Valdejalón
2015	De 37 meses a 10 años	8	Sin clasificar	16	Valdejalón
2015	De 37 meses a 10 años	1940	Indefinido	17	D.C. Zaragoza
2015	De 37 meses a 10 años	178	Temporal	17	D.C. Zaragoza
2015	De 37 meses a 10 años	34	Sin clasificar	17	D.C. Zaragoza
2015	De 37 meses a 10 años	18	Indefinido	18	Ribera Baja del Ebro
2015	De 37 meses a 10 años	2	Temporal	18	Ribera Baja del Ebro
2015	De 37 meses a 10 años	1	Sin clasificar	18	Ribera Baja del Ebro
2015	De 37 meses a 10 años	17	Indefinido	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2015	De 37 meses a 10 años	5	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2015	De 37 meses a 10 años	5	Sin clasificar	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2015	De 37 meses a 10 años	52	Indefinido	20	Comunidad de Calatayud
2015	De 37 meses a 10 años	8	Temporal	20	Comunidad de Calatayud
2015	De 37 meses a 10 años	7	Sin clasificar	20	Comunidad de Calatayud
2015	De 37 meses a 10 años	30	Indefinido	21	Campo de Cariñena
2015	De 37 meses a 10 años	1	Temporal	21	Campo de Cariñena
2015	De 37 meses a 10 años	14	Sin clasificar	21	Campo de Cariñena
2015	De 37 meses a 10 años	7	Indefinido	22	Campo de Belchite
2015	De 37 meses a 10 años	1	Sin clasificar	22	Campo de Belchite
2015	De 37 meses a 10 años	19	Indefinido	23	Bajo Martín
2015	De 37 meses a 10 años	1	Temporal	23	Bajo Martín
2015	De 37 meses a 10 años	2	Sin clasificar	23	Bajo Martín
2015	De 37 meses a 10 años	14	Indefinido	24	Campo de Daroca
2015	De 37 meses a 10 años	2	Temporal	24	Campo de Daroca
2015	De 37 meses a 10 años	24	Indefinido	25	Jiloca
2015	De 37 meses a 10 años	2	Temporal	25	Jiloca
2015	De 37 meses a 10 años	5	Sin clasificar	25	Jiloca
2015	De 37 meses a 10 años	14	Indefinido	26	Cuencas Mineras
2015	De 37 meses a 10 años	3	Temporal	26	Cuencas Mineras
2015	De 37 meses a 10 años	3	Sin clasificar	26	Cuencas Mineras
2015	De 37 meses a 10 años	30	Indefinido	27	Andorra-Sierra de Arcos
2015	De 37 meses a 10 años	4	Temporal	27	Andorra-Sierra de Arcos
2015	De 37 meses a 10 años	35	Indefinido	28	Bajo Aragón
2015	De 37 meses a 10 años	4	Temporal	28	Bajo Aragón
2015	De 37 meses a 10 años	7	Sin clasificar	28	Bajo Aragón
2015	De 37 meses a 10 años	85	Indefinido	29	Comunidad de Teruel
2015	De 37 meses a 10 años	26	Temporal	29	Comunidad de Teruel
2015	De 37 meses a 10 años	6	Sin clasificar	29	Comunidad de Teruel
2015	De 37 meses a 10 años	3	Sin clasificar	30	Maestrazgo
2015	De 37 meses a 10 años	8	Indefinido	31	Sierra de Albarracín
2015	De 37 meses a 10 años	1	Temporal	31	Sierra de Albarracín
2015	De 37 meses a 10 años	10	Indefinido	32	Gúdar-Javalambre
2015	De 37 meses a 10 años	1	Sin clasificar	32	Gúdar-Javalambre
2015	De 37 meses a 10 años	9	Indefinido	33	Matarraña / Matarranya
2015	De 37 meses a 10 años	3	Temporal	33	Matarraña / Matarranya
2015	De 37 meses a 10 años	4	Sin clasificar	33	Matarraña / Matarranya
2015	De 37 meses a 10 años	10	Indefinido	NC	Municipio del centro de trabajo fuera de Aragón
2015	De 37 meses a 10 años	1	Temporal	NC	Municipio del centro de trabajo fuera de Aragón
2015	De 37 meses a 10 años	1	Sin clasificar	NC	Municipio del centro de trabajo fuera de Aragón
2015	Más de 10 años	23	Indefinido	01	La Jacetania
2015	Más de 10 años	1	Temporal	01	La Jacetania
2015	Más de 10 años	3	Sin clasificar	01	La Jacetania
2015	Más de 10 años	10	Indefinido	02	Alto Gállego
2015	Más de 10 años	5	Indefinido	03	Sobrarbe
2015	Más de 10 años	1	Sin clasificar	03	Sobrarbe
2015	Más de 10 años	14	Indefinido	04	La Ribagorza
2015	Más de 10 años	3	Sin clasificar	04	La Ribagorza
2015	Más de 10 años	57	Indefinido	05	Cinco Villas
2015	Más de 10 años	2	Temporal	05	Cinco Villas
2015	Más de 10 años	2	Sin clasificar	05	Cinco Villas
2015	Más de 10 años	130	Indefinido	06	Hoya de Huesca / Plana de Uesca
2015	Más de 10 años	9	Temporal	06	Hoya de Huesca / Plana de Uesca
2015	Más de 10 años	5	Sin clasificar	06	Hoya de Huesca / Plana de Uesca
2015	Más de 10 años	54	Indefinido	07	Somontano de Barbastro
2015	Más de 10 años	1	Temporal	07	Somontano de Barbastro
2015	Más de 10 años	2	Sin clasificar	07	Somontano de Barbastro
2015	Más de 10 años	40	Indefinido	08	Cinca Medio
2015	Más de 10 años	2	Temporal	08	Cinca Medio
2015	Más de 10 años	3	Sin clasificar	08	Cinca Medio
2015	Más de 10 años	42	Indefinido	09	La Litera / La Llitera
2015	Más de 10 años	2	Temporal	09	La Litera / La Llitera
2015	Más de 10 años	1	Sin clasificar	09	La Litera / La Llitera
2015	Más de 10 años	29	Indefinido	10	Los Monegros
2015	Más de 10 años	2	Temporal	10	Los Monegros
2015	Más de 10 años	2	Sin clasificar	10	Los Monegros
2015	Más de 10 años	32	Indefinido	11	Bajo Cinca / Baix Cinca
2015	Más de 10 años	1	Temporal	11	Bajo Cinca / Baix Cinca
2015	Más de 10 años	3	Sin clasificar	11	Bajo Cinca / Baix Cinca
2015	Más de 10 años	28	Indefinido	12	Tarazona y el Moncayo
2015	Más de 10 años	25	Indefinido	13	Campo de Borja
2015	Más de 10 años	4	Temporal	13	Campo de Borja
2015	Más de 10 años	3	Sin clasificar	13	Campo de Borja
2015	Más de 10 años	7	Indefinido	14	Aranda
2015	Más de 10 años	1	Temporal	14	Aranda
2015	Más de 10 años	101	Indefinido	15	Ribera Alta del Ebro
2015	Más de 10 años	7	Temporal	15	Ribera Alta del Ebro
2015	Más de 10 años	1	Sin clasificar	15	Ribera Alta del Ebro
2015	Más de 10 años	65	Indefinido	16	Valdejalón
2015	Más de 10 años	1	Temporal	16	Valdejalón
2015	Más de 10 años	2	Sin clasificar	16	Valdejalón
2015	Más de 10 años	1261	Indefinido	17	D.C. Zaragoza
2015	Más de 10 años	24	Temporal	17	D.C. Zaragoza
2015	Más de 10 años	17	Sin clasificar	17	D.C. Zaragoza
2015	Más de 10 años	15	Indefinido	18	Ribera Baja del Ebro
2015	Más de 10 años	14	Indefinido	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2015	Más de 10 años	3	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2015	Más de 10 años	37	Indefinido	20	Comunidad de Calatayud
2015	Más de 10 años	4	Sin clasificar	20	Comunidad de Calatayud
2015	Más de 10 años	18	Indefinido	21	Campo de Cariñena
2015	Más de 10 años	2	Sin clasificar	21	Campo de Cariñena
2015	Más de 10 años	4	Indefinido	22	Campo de Belchite
2015	Más de 10 años	10	Indefinido	23	Bajo Martín
2015	Más de 10 años	1	Temporal	23	Bajo Martín
2015	Más de 10 años	1	Sin clasificar	23	Bajo Martín
2015	Más de 10 años	6	Indefinido	24	Campo de Daroca
2015	Más de 10 años	8	Indefinido	25	Jiloca
2015	Más de 10 años	2	Sin clasificar	25	Jiloca
2015	Más de 10 años	14	Indefinido	26	Cuencas Mineras
2015	Más de 10 años	1	Temporal	26	Cuencas Mineras
2015	Más de 10 años	2	Sin clasificar	26	Cuencas Mineras
2015	Más de 10 años	14	Indefinido	27	Andorra-Sierra de Arcos
2015	Más de 10 años	28	Indefinido	28	Bajo Aragón
2015	Más de 10 años	1	Temporal	28	Bajo Aragón
2015	Más de 10 años	2	Sin clasificar	28	Bajo Aragón
2015	Más de 10 años	72	Indefinido	29	Comunidad de Teruel
2015	Más de 10 años	4	Temporal	29	Comunidad de Teruel
2015	Más de 10 años	6	Sin clasificar	29	Comunidad de Teruel
2015	Más de 10 años	5	Indefinido	31	Sierra de Albarracín
2015	Más de 10 años	1	Sin clasificar	31	Sierra de Albarracín
2015	Más de 10 años	9	Indefinido	32	Gúdar-Javalambre
2015	Más de 10 años	1	Sin clasificar	32	Gúdar-Javalambre
2015	Más de 10 años	6	Indefinido	33	Matarraña / Matarranya
2015	Más de 10 años	10	Indefinido	NC	Municipio del centro de trabajo fuera de Aragón
2014	Hasta 3 meses	16	Indefinido	01	La Jacetania
2014	Hasta 3 meses	18	Temporal	01	La Jacetania
2014	Hasta 3 meses	11	Indefinido	02	Alto Gállego
2014	Hasta 3 meses	28	Temporal	02	Alto Gállego
2014	Hasta 3 meses	2	Sin clasificar	02	Alto Gállego
2014	Hasta 3 meses	3	Indefinido	03	Sobrarbe
2014	Hasta 3 meses	14	Temporal	03	Sobrarbe
2014	Hasta 3 meses	9	Indefinido	04	La Ribagorza
2014	Hasta 3 meses	21	Temporal	04	La Ribagorza
2014	Hasta 3 meses	7	Indefinido	05	Cinco Villas
2014	Hasta 3 meses	49	Temporal	05	Cinco Villas
2014	Hasta 3 meses	1	Sin clasificar	05	Cinco Villas
2014	Hasta 3 meses	26	Indefinido	06	Hoya de Huesca / Plana de Uesca
2014	Hasta 3 meses	95	Temporal	06	Hoya de Huesca / Plana de Uesca
2014	Hasta 3 meses	4	Sin clasificar	06	Hoya de Huesca / Plana de Uesca
2014	Hasta 3 meses	4	Indefinido	07	Somontano de Barbastro
2014	Hasta 3 meses	41	Temporal	07	Somontano de Barbastro
2014	Hasta 3 meses	9	Indefinido	08	Cinca Medio
2014	Hasta 3 meses	54	Temporal	08	Cinca Medio
2014	Hasta 3 meses	9	Indefinido	09	La Litera / La Llitera
2014	Hasta 3 meses	24	Temporal	09	La Litera / La Llitera
2014	Hasta 3 meses	2	Sin clasificar	09	La Litera / La Llitera
2014	Hasta 3 meses	7	Indefinido	10	Los Monegros
2014	Hasta 3 meses	26	Temporal	10	Los Monegros
2014	Hasta 3 meses	13	Indefinido	11	Bajo Cinca / Baix Cinca
2014	Hasta 3 meses	121	Temporal	11	Bajo Cinca / Baix Cinca
2014	Hasta 3 meses	3	Indefinido	12	Tarazona y el Moncayo
2014	Hasta 3 meses	10	Temporal	12	Tarazona y el Moncayo
2014	Hasta 3 meses	2	Indefinido	13	Campo de Borja
2014	Hasta 3 meses	15	Temporal	13	Campo de Borja
2014	Hasta 3 meses	3	Indefinido	14	Aranda
2014	Hasta 3 meses	11	Temporal	14	Aranda
2014	Hasta 3 meses	5	Indefinido	15	Ribera Alta del Ebro
2014	Hasta 3 meses	76	Temporal	15	Ribera Alta del Ebro
2014	Hasta 3 meses	13	Indefinido	16	Valdejalón
2014	Hasta 3 meses	113	Temporal	16	Valdejalón
2014	Hasta 3 meses	162	Indefinido	17	D.C. Zaragoza
2014	Hasta 3 meses	828	Temporal	17	D.C. Zaragoza
2014	Hasta 3 meses	4	Sin clasificar	17	D.C. Zaragoza
2014	Hasta 3 meses	22	Temporal	18	Ribera Baja del Ebro
2014	Hasta 3 meses	33	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2014	Hasta 3 meses	6	Indefinido	20	Comunidad de Calatayud
2014	Hasta 3 meses	52	Temporal	20	Comunidad de Calatayud
2014	Hasta 3 meses	5	Indefinido	21	Campo de Cariñena
2014	Hasta 3 meses	13	Temporal	21	Campo de Cariñena
2014	Hasta 3 meses	2	Temporal	22	Campo de Belchite
2014	Hasta 3 meses	2	Indefinido	23	Bajo Martín
2014	Hasta 3 meses	13	Temporal	23	Bajo Martín
2014	Hasta 3 meses	2	Indefinido	24	Campo de Daroca
2014	Hasta 3 meses	5	Temporal	24	Campo de Daroca
2014	Hasta 3 meses	1	Indefinido	25	Jiloca
2014	Hasta 3 meses	12	Temporal	25	Jiloca
2014	Hasta 3 meses	1	Sin clasificar	25	Jiloca
2014	Hasta 3 meses	3	Indefinido	26	Cuencas Mineras
2014	Hasta 3 meses	6	Temporal	26	Cuencas Mineras
2014	Hasta 3 meses	1	Sin clasificar	26	Cuencas Mineras
2014	Hasta 3 meses	8	Indefinido	27	Andorra-Sierra de Arcos
2014	Hasta 3 meses	13	Temporal	27	Andorra-Sierra de Arcos
2014	Hasta 3 meses	3	Indefinido	28	Bajo Aragón
2014	Hasta 3 meses	33	Temporal	28	Bajo Aragón
2014	Hasta 3 meses	13	Indefinido	29	Comunidad de Teruel
2014	Hasta 3 meses	56	Temporal	29	Comunidad de Teruel
2014	Hasta 3 meses	1	Sin clasificar	29	Comunidad de Teruel
2014	Hasta 3 meses	1	Temporal	30	Maestrazgo
2014	Hasta 3 meses	2	Indefinido	31	Sierra de Albarracín
2014	Hasta 3 meses	4	Temporal	31	Sierra de Albarracín
2014	Hasta 3 meses	2	Indefinido	32	Gúdar-Javalambre
2014	Hasta 3 meses	13	Temporal	32	Gúdar-Javalambre
2014	Hasta 3 meses	5	Temporal	33	Matarraña / Matarranya
2014	Hasta 3 meses	4	Indefinido	NC	Municipio del centro de trabajo fuera de Aragón
2014	Hasta 3 meses	40	Temporal	NC	Municipio del centro de trabajo fuera de Aragón
2014	De 4 a 6 meses	5	Indefinido	01	La Jacetania
2014	De 4 a 6 meses	2	Temporal	01	La Jacetania
2014	De 4 a 6 meses	1	Indefinido	02	Alto Gállego
2014	De 4 a 6 meses	2	Temporal	02	Alto Gállego
2014	De 4 a 6 meses	1	Indefinido	03	Sobrarbe
2014	De 4 a 6 meses	2	Temporal	03	Sobrarbe
2014	De 4 a 6 meses	2	Indefinido	04	La Ribagorza
2014	De 4 a 6 meses	8	Temporal	04	La Ribagorza
2014	De 4 a 6 meses	6	Indefinido	05	Cinco Villas
2014	De 4 a 6 meses	13	Temporal	05	Cinco Villas
2014	De 4 a 6 meses	18	Indefinido	06	Hoya de Huesca / Plana de Uesca
2014	De 4 a 6 meses	42	Temporal	06	Hoya de Huesca / Plana de Uesca
2014	De 4 a 6 meses	6	Indefinido	07	Somontano de Barbastro
2014	De 4 a 6 meses	11	Temporal	07	Somontano de Barbastro
2014	De 4 a 6 meses	3	Indefinido	08	Cinca Medio
2014	De 4 a 6 meses	10	Temporal	08	Cinca Medio
2014	De 4 a 6 meses	1	Sin clasificar	08	Cinca Medio
2014	De 4 a 6 meses	1	Indefinido	09	La Litera / La Llitera
2014	De 4 a 6 meses	9	Temporal	09	La Litera / La Llitera
2014	De 4 a 6 meses	1	Indefinido	10	Los Monegros
2014	De 4 a 6 meses	7	Temporal	10	Los Monegros
2014	De 4 a 6 meses	2	Indefinido	11	Bajo Cinca / Baix Cinca
2014	De 4 a 6 meses	18	Temporal	11	Bajo Cinca / Baix Cinca
2014	De 4 a 6 meses	1	Indefinido	12	Tarazona y el Moncayo
2014	De 4 a 6 meses	5	Temporal	12	Tarazona y el Moncayo
2014	De 4 a 6 meses	1	Indefinido	13	Campo de Borja
2014	De 4 a 6 meses	6	Temporal	13	Campo de Borja
2014	De 4 a 6 meses	5	Temporal	14	Aranda
2014	De 4 a 6 meses	10	Indefinido	15	Ribera Alta del Ebro
2014	De 4 a 6 meses	15	Temporal	15	Ribera Alta del Ebro
2014	De 4 a 6 meses	12	Indefinido	16	Valdejalón
2014	De 4 a 6 meses	24	Temporal	16	Valdejalón
2014	De 4 a 6 meses	2	Sin clasificar	16	Valdejalón
2014	De 4 a 6 meses	118	Indefinido	17	D.C. Zaragoza
2014	De 4 a 6 meses	221	Temporal	17	D.C. Zaragoza
2014	De 4 a 6 meses	6	Sin clasificar	17	D.C. Zaragoza
2014	De 4 a 6 meses	1	Indefinido	18	Ribera Baja del Ebro
2014	De 4 a 6 meses	8	Temporal	18	Ribera Baja del Ebro
2014	De 4 a 6 meses	5	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2014	De 4 a 6 meses	7	Indefinido	20	Comunidad de Calatayud
2014	De 4 a 6 meses	17	Temporal	20	Comunidad de Calatayud
2014	De 4 a 6 meses	2	Indefinido	21	Campo de Cariñena
2014	De 4 a 6 meses	4	Temporal	21	Campo de Cariñena
2014	De 4 a 6 meses	1	Indefinido	22	Campo de Belchite
2014	De 4 a 6 meses	1	Temporal	22	Campo de Belchite
2014	De 4 a 6 meses	2	Temporal	23	Bajo Martín
2014	De 4 a 6 meses	1	Sin clasificar	23	Bajo Martín
2014	De 4 a 6 meses	1	Indefinido	24	Campo de Daroca
2014	De 4 a 6 meses	1	Indefinido	25	Jiloca
2014	De 4 a 6 meses	2	Temporal	25	Jiloca
2014	De 4 a 6 meses	1	Sin clasificar	25	Jiloca
2014	De 4 a 6 meses	3	Indefinido	26	Cuencas Mineras
2014	De 4 a 6 meses	5	Temporal	26	Cuencas Mineras
2014	De 4 a 6 meses	6	Indefinido	27	Andorra-Sierra de Arcos
2014	De 4 a 6 meses	3	Temporal	27	Andorra-Sierra de Arcos
2014	De 4 a 6 meses	3	Indefinido	28	Bajo Aragón
2014	De 4 a 6 meses	8	Temporal	28	Bajo Aragón
2014	De 4 a 6 meses	13	Indefinido	29	Comunidad de Teruel
2014	De 4 a 6 meses	15	Temporal	29	Comunidad de Teruel
2014	De 4 a 6 meses	1	Sin clasificar	29	Comunidad de Teruel
2014	De 4 a 6 meses	2	Temporal	32	Gúdar-Javalambre
2014	De 4 a 6 meses	2	Temporal	33	Matarraña / Matarranya
2014	De 4 a 6 meses	2	Indefinido	NC	Municipio del centro de trabajo fuera de Aragón
2014	De 4 a 6 meses	3	Temporal	NC	Municipio del centro de trabajo fuera de Aragón
2014	De 7 a 9 meses	3	Indefinido	01	La Jacetania
2014	De 7 a 9 meses	2	Temporal	01	La Jacetania
2014	De 7 a 9 meses	5	Temporal	02	Alto Gállego
2014	De 7 a 9 meses	2	Indefinido	03	Sobrarbe
2014	De 7 a 9 meses	2	Indefinido	04	La Ribagorza
2014	De 7 a 9 meses	6	Temporal	04	La Ribagorza
2014	De 7 a 9 meses	3	Indefinido	05	Cinco Villas
2014	De 7 a 9 meses	9	Temporal	05	Cinco Villas
2014	De 7 a 9 meses	7	Indefinido	06	Hoya de Huesca / Plana de Uesca
2014	De 7 a 9 meses	10	Temporal	06	Hoya de Huesca / Plana de Uesca
2014	De 7 a 9 meses	2	Indefinido	07	Somontano de Barbastro
2014	De 7 a 9 meses	5	Temporal	07	Somontano de Barbastro
2014	De 7 a 9 meses	1	Sin clasificar	07	Somontano de Barbastro
2014	De 7 a 9 meses	3	Indefinido	08	Cinca Medio
2014	De 7 a 9 meses	15	Temporal	08	Cinca Medio
2014	De 7 a 9 meses	3	Indefinido	09	La Litera / La Llitera
2014	De 7 a 9 meses	6	Temporal	09	La Litera / La Llitera
2014	De 7 a 9 meses	4	Indefinido	10	Los Monegros
2014	De 7 a 9 meses	1	Temporal	10	Los Monegros
2014	De 7 a 9 meses	4	Indefinido	11	Bajo Cinca / Baix Cinca
2014	De 7 a 9 meses	17	Temporal	11	Bajo Cinca / Baix Cinca
2014	De 7 a 9 meses	3	Temporal	12	Tarazona y el Moncayo
2014	De 7 a 9 meses	2	Temporal	14	Aranda
2014	De 7 a 9 meses	6	Indefinido	15	Ribera Alta del Ebro
2014	De 7 a 9 meses	8	Temporal	15	Ribera Alta del Ebro
2014	De 7 a 9 meses	12	Indefinido	16	Valdejalón
2014	De 7 a 9 meses	18	Temporal	16	Valdejalón
2014	De 7 a 9 meses	104	Indefinido	17	D.C. Zaragoza
2014	De 7 a 9 meses	166	Temporal	17	D.C. Zaragoza
2014	De 7 a 9 meses	2	Sin clasificar	17	D.C. Zaragoza
2014	De 7 a 9 meses	1	Temporal	18	Ribera Baja del Ebro
2014	De 7 a 9 meses	1	Indefinido	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2014	De 7 a 9 meses	5	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp
