Año	Grupo Antigüedad	Nº Accidentes	Temporalidad	Comarca Código	Comarca Nombre
2016	Hasta 3 meses	10	Indefinido	01	La Jacetania
2016	Hasta 3 meses	32	Temporal	01	La Jacetania
2016	Hasta 3 meses	1	Sin clasificar	01	La Jacetania
2016	Hasta 3 meses	13	Indefinido	02	Alto Gállego
2016	Hasta 3 meses	26	Temporal	02	Alto Gállego
2016	Hasta 3 meses	3	Indefinido	03	Sobrarbe
2016	Hasta 3 meses	17	Temporal	03	Sobrarbe
2016	Hasta 3 meses	10	Indefinido	04	La Ribagorza
2016	Hasta 3 meses	31	Temporal	04	La Ribagorza
2016	Hasta 3 meses	10	Indefinido	05	Cinco Villas
2016	Hasta 3 meses	72	Temporal	05	Cinco Villas
2016	Hasta 3 meses	30	Indefinido	06	Hoya de Huesca / Plana de Uesca
2016	Hasta 3 meses	102	Temporal	06	Hoya de Huesca / Plana de Uesca
2016	Hasta 3 meses	8	Indefinido	07	Somontano de Barbastro
2016	Hasta 3 meses	55	Temporal	07	Somontano de Barbastro
2016	Hasta 3 meses	9	Indefinido	08	Cinca Medio
2016	Hasta 3 meses	66	Temporal	08	Cinca Medio
2016	Hasta 3 meses	1	Sin clasificar	08	Cinca Medio
2016	Hasta 3 meses	6	Indefinido	09	La Litera / La Llitera
2016	Hasta 3 meses	29	Temporal	09	La Litera / La Llitera
2016	Hasta 3 meses	7	Indefinido	10	Los Monegros
2016	Hasta 3 meses	16	Temporal	10	Los Monegros
2016	Hasta 3 meses	30	Indefinido	11	Bajo Cinca / Baix Cinca
2016	Hasta 3 meses	139	Temporal	11	Bajo Cinca / Baix Cinca
2016	Hasta 3 meses	4	Indefinido	12	Tarazona y el Moncayo
2016	Hasta 3 meses	16	Temporal	12	Tarazona y el Moncayo
2016	Hasta 3 meses	1	Indefinido	13	Campo de Borja
2016	Hasta 3 meses	39	Temporal	13	Campo de Borja
2016	Hasta 3 meses	5	Indefinido	14	Aranda
2016	Hasta 3 meses	9	Temporal	14	Aranda
2016	Hasta 3 meses	20	Indefinido	15	Ribera Alta del Ebro
2016	Hasta 3 meses	140	Temporal	15	Ribera Alta del Ebro
2016	Hasta 3 meses	19	Indefinido	16	Valdejalón
2016	Hasta 3 meses	144	Temporal	16	Valdejalón
2016	Hasta 3 meses	245	Indefinido	17	D.C. Zaragoza
2016	Hasta 3 meses	1188	Temporal	17	D.C. Zaragoza
2016	Hasta 3 meses	6	Sin clasificar	17	D.C. Zaragoza
2016	Hasta 3 meses	3	Indefinido	18	Ribera Baja del Ebro
2016	Hasta 3 meses	18	Temporal	18	Ribera Baja del Ebro
2016	Hasta 3 meses	8	Indefinido	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	Hasta 3 meses	57	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	Hasta 3 meses	2	Sin clasificar	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	Hasta 3 meses	7	Indefinido	20	Comunidad de Calatayud
2016	Hasta 3 meses	79	Temporal	20	Comunidad de Calatayud
2016	Hasta 3 meses	4	Indefinido	21	Campo de Cariñena
2016	Hasta 3 meses	22	Temporal	21	Campo de Cariñena
2016	Hasta 3 meses	1	Indefinido	22	Campo de Belchite
2016	Hasta 3 meses	4	Temporal	22	Campo de Belchite
2016	Hasta 3 meses	1	Indefinido	23	Bajo Martín
2016	Hasta 3 meses	11	Temporal	23	Bajo Martín
2016	Hasta 3 meses	3	Indefinido	24	Campo de Daroca
2016	Hasta 3 meses	4	Temporal	24	Campo de Daroca
2016	Hasta 3 meses	3	Indefinido	25	Jiloca
2016	Hasta 3 meses	16	Temporal	25	Jiloca
2016	Hasta 3 meses	6	Sin clasificar	25	Jiloca
2016	Hasta 3 meses	17	Temporal	26	Cuencas Mineras
2016	Hasta 3 meses	3	Indefinido	27	Andorra-Sierra de Arcos
2016	Hasta 3 meses	21	Temporal	27	Andorra-Sierra de Arcos
2016	Hasta 3 meses	7	Indefinido	28	Bajo Aragón
2016	Hasta 3 meses	28	Temporal	28	Bajo Aragón
2016	Hasta 3 meses	18	Indefinido	29	Comunidad de Teruel
2016	Hasta 3 meses	117	Temporal	29	Comunidad de Teruel
2016	Hasta 3 meses	3	Temporal	30	Maestrazgo
2016	Hasta 3 meses	6	Temporal	31	Sierra de Albarracín
2016	Hasta 3 meses	3	Indefinido	32	Gúdar-Javalambre
2016	Hasta 3 meses	12	Temporal	32	Gúdar-Javalambre
2016	Hasta 3 meses	5	Indefinido	33	Matarraña / Matarranya
2016	Hasta 3 meses	12	Temporal	33	Matarraña / Matarranya
2016	Hasta 3 meses	5	Indefinido	NC	Municipio del centro de trabajo fuera de Aragón
2016	Hasta 3 meses	53	Temporal	NC	Municipio del centro de trabajo fuera de Aragón
2016	Hasta 3 meses	2	Sin clasificar	NC	Municipio del centro de trabajo fuera de Aragón
2016	De 4 a 6 meses	6	Indefinido	01	La Jacetania
2016	De 4 a 6 meses	6	Temporal	01	La Jacetania
2016	De 4 a 6 meses	5	Indefinido	02	Alto Gállego
2016	De 4 a 6 meses	9	Temporal	02	Alto Gállego
2016	De 4 a 6 meses	2	Indefinido	03	Sobrarbe
2016	De 4 a 6 meses	2	Temporal	03	Sobrarbe
2016	De 4 a 6 meses	4	Indefinido	04	La Ribagorza
2016	De 4 a 6 meses	1	Indefinido	05	Cinco Villas
2016	De 4 a 6 meses	29	Temporal	05	Cinco Villas
2016	De 4 a 6 meses	12	Indefinido	06	Hoya de Huesca / Plana de Uesca
2016	De 4 a 6 meses	41	Temporal	06	Hoya de Huesca / Plana de Uesca
2016	De 4 a 6 meses	1	Sin clasificar	06	Hoya de Huesca / Plana de Uesca
2016	De 4 a 6 meses	10	Indefinido	07	Somontano de Barbastro
2016	De 4 a 6 meses	9	Temporal	07	Somontano de Barbastro
2016	De 4 a 6 meses	1	Sin clasificar	07	Somontano de Barbastro
2016	De 4 a 6 meses	8	Indefinido	08	Cinca Medio
2016	De 4 a 6 meses	21	Temporal	08	Cinca Medio
2016	De 4 a 6 meses	3	Indefinido	09	La Litera / La Llitera
2016	De 4 a 6 meses	11	Temporal	09	La Litera / La Llitera
2016	De 4 a 6 meses	4	Indefinido	10	Los Monegros
2016	De 4 a 6 meses	7	Temporal	10	Los Monegros
2016	De 4 a 6 meses	8	Indefinido	11	Bajo Cinca / Baix Cinca
2016	De 4 a 6 meses	24	Temporal	11	Bajo Cinca / Baix Cinca
2016	De 4 a 6 meses	1	Indefinido	12	Tarazona y el Moncayo
2016	De 4 a 6 meses	7	Temporal	12	Tarazona y el Moncayo
2016	De 4 a 6 meses	3	Indefinido	13	Campo de Borja
2016	De 4 a 6 meses	6	Temporal	13	Campo de Borja
2016	De 4 a 6 meses	3	Temporal	14	Aranda
2016	De 4 a 6 meses	9	Indefinido	15	Ribera Alta del Ebro
2016	De 4 a 6 meses	27	Temporal	15	Ribera Alta del Ebro
2016	De 4 a 6 meses	13	Indefinido	16	Valdejalón
2016	De 4 a 6 meses	27	Temporal	16	Valdejalón
2016	De 4 a 6 meses	155	Indefinido	17	D.C. Zaragoza
2016	De 4 a 6 meses	337	Temporal	17	D.C. Zaragoza
2016	De 4 a 6 meses	2	Sin clasificar	17	D.C. Zaragoza
2016	De 4 a 6 meses	3	Indefinido	18	Ribera Baja del Ebro
2016	De 4 a 6 meses	2	Temporal	18	Ribera Baja del Ebro
2016	De 4 a 6 meses	9	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	De 4 a 6 meses	5	Indefinido	20	Comunidad de Calatayud
2016	De 4 a 6 meses	17	Temporal	20	Comunidad de Calatayud
2016	De 4 a 6 meses	4	Indefinido	21	Campo de Cariñena
2016	De 4 a 6 meses	6	Temporal	21	Campo de Cariñena
2016	De 4 a 6 meses	2	Indefinido	22	Campo de Belchite
2016	De 4 a 6 meses	2	Indefinido	23	Bajo Martín
2016	De 4 a 6 meses	11	Temporal	23	Bajo Martín
2016	De 4 a 6 meses	3	Indefinido	24	Campo de Daroca
2016	De 4 a 6 meses	3	Temporal	24	Campo de Daroca
2016	De 4 a 6 meses	3	Indefinido	25	Jiloca
2016	De 4 a 6 meses	6	Temporal	25	Jiloca
2016	De 4 a 6 meses	2	Indefinido	26	Cuencas Mineras
2016	De 4 a 6 meses	1	Temporal	26	Cuencas Mineras
2016	De 4 a 6 meses	1	Indefinido	27	Andorra-Sierra de Arcos
2016	De 4 a 6 meses	4	Temporal	27	Andorra-Sierra de Arcos
2016	De 4 a 6 meses	5	Indefinido	28	Bajo Aragón
2016	De 4 a 6 meses	13	Temporal	28	Bajo Aragón
2016	De 4 a 6 meses	18	Indefinido	29	Comunidad de Teruel
2016	De 4 a 6 meses	27	Temporal	29	Comunidad de Teruel
2016	De 4 a 6 meses	1	Temporal	30	Maestrazgo
2016	De 4 a 6 meses	4	Temporal	31	Sierra de Albarracín
2016	De 4 a 6 meses	4	Indefinido	32	Gúdar-Javalambre
2016	De 4 a 6 meses	3	Temporal	32	Gúdar-Javalambre
2016	De 4 a 6 meses	2	Indefinido	33	Matarraña / Matarranya
2016	De 4 a 6 meses	5	Temporal	33	Matarraña / Matarranya
2016	De 4 a 6 meses	12	Temporal	NC	Municipio del centro de trabajo fuera de Aragón
2016	De 4 a 6 meses	1	Sin clasificar	NC	Municipio del centro de trabajo fuera de Aragón
2016	De 7 a 9 meses	2	Indefinido	01	La Jacetania
2016	De 7 a 9 meses	6	Temporal	01	La Jacetania
2016	De 7 a 9 meses	1	Indefinido	02	Alto Gállego
2016	De 7 a 9 meses	1	Temporal	02	Alto Gállego
2016	De 7 a 9 meses	2	Indefinido	03	Sobrarbe
2016	De 7 a 9 meses	1	Indefinido	04	La Ribagorza
2016	De 7 a 9 meses	4	Temporal	04	La Ribagorza
2016	De 7 a 9 meses	5	Indefinido	05	Cinco Villas
2016	De 7 a 9 meses	10	Temporal	05	Cinco Villas
2016	De 7 a 9 meses	10	Indefinido	06	Hoya de Huesca / Plana de Uesca
2016	De 7 a 9 meses	24	Temporal	06	Hoya de Huesca / Plana de Uesca
2016	De 7 a 9 meses	6	Indefinido	07	Somontano de Barbastro
2016	De 7 a 9 meses	10	Temporal	07	Somontano de Barbastro
2016	De 7 a 9 meses	1	Sin clasificar	07	Somontano de Barbastro
2016	De 7 a 9 meses	13	Indefinido	08	Cinca Medio
2016	De 7 a 9 meses	19	Temporal	08	Cinca Medio
2016	De 7 a 9 meses	4	Indefinido	09	La Litera / La Llitera
2016	De 7 a 9 meses	2	Temporal	09	La Litera / La Llitera
2016	De 7 a 9 meses	2	Indefinido	10	Los Monegros
2016	De 7 a 9 meses	7	Temporal	10	Los Monegros
2016	De 7 a 9 meses	7	Indefinido	11	Bajo Cinca / Baix Cinca
2016	De 7 a 9 meses	6	Temporal	11	Bajo Cinca / Baix Cinca
2016	De 7 a 9 meses	1	Indefinido	12	Tarazona y el Moncayo
2016	De 7 a 9 meses	2	Temporal	12	Tarazona y el Moncayo
2016	De 7 a 9 meses	1	Indefinido	13	Campo de Borja
2016	De 7 a 9 meses	2	Temporal	13	Campo de Borja
2016	De 7 a 9 meses	2	Temporal	14	Aranda
2016	De 7 a 9 meses	9	Indefinido	15	Ribera Alta del Ebro
2016	De 7 a 9 meses	16	Temporal	15	Ribera Alta del Ebro
2016	De 7 a 9 meses	8	Indefinido	16	Valdejalón
2016	De 7 a 9 meses	17	Temporal	16	Valdejalón
2016	De 7 a 9 meses	158	Indefinido	17	D.C. Zaragoza
2016	De 7 a 9 meses	218	Temporal	17	D.C. Zaragoza
2016	De 7 a 9 meses	2	Sin clasificar	17	D.C. Zaragoza
2016	De 7 a 9 meses	2	Indefinido	18	Ribera Baja del Ebro
2016	De 7 a 9 meses	1	Temporal	18	Ribera Baja del Ebro
2016	De 7 a 9 meses	2	Indefinido	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	De 7 a 9 meses	3	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	De 7 a 9 meses	2	Indefinido	20	Comunidad de Calatayud
2016	De 7 a 9 meses	5	Temporal	20	Comunidad de Calatayud
2016	De 7 a 9 meses	3	Indefinido	21	Campo de Cariñena
2016	De 7 a 9 meses	2	Temporal	21	Campo de Cariñena
2016	De 7 a 9 meses	4	Indefinido	23	Bajo Martín
2016	De 7 a 9 meses	6	Temporal	23	Bajo Martín
2016	De 7 a 9 meses	5	Indefinido	24	Campo de Daroca
2016	De 7 a 9 meses	1	Temporal	24	Campo de Daroca
2016	De 7 a 9 meses	5	Temporal	25	Jiloca
2016	De 7 a 9 meses	1	Indefinido	26	Cuencas Mineras
2016	De 7 a 9 meses	2	Temporal	26	Cuencas Mineras
2016	De 7 a 9 meses	2	Indefinido	27	Andorra-Sierra de Arcos
2016	De 7 a 9 meses	8	Temporal	27	Andorra-Sierra de Arcos
2016	De 7 a 9 meses	4	Indefinido	28	Bajo Aragón
2016	De 7 a 9 meses	7	Temporal	28	Bajo Aragón
2016	De 7 a 9 meses	13	Indefinido	29	Comunidad de Teruel
2016	De 7 a 9 meses	20	Temporal	29	Comunidad de Teruel
2016	De 7 a 9 meses	2	Temporal	30	Maestrazgo
2016	De 7 a 9 meses	1	Indefinido	31	Sierra de Albarracín
2016	De 7 a 9 meses	3	Temporal	31	Sierra de Albarracín
2016	De 7 a 9 meses	2	Indefinido	32	Gúdar-Javalambre
2016	De 7 a 9 meses	3	Indefinido	33	Matarraña / Matarranya
2016	De 7 a 9 meses	4	Temporal	33	Matarraña / Matarranya
2016	De 7 a 9 meses	1	Indefinido	NC	Municipio del centro de trabajo fuera de Aragón
2016	De 7 a 9 meses	8	Temporal	NC	Municipio del centro de trabajo fuera de Aragón
2016	De 10 a 12 meses	4	Indefinido	01	La Jacetania
2016	De 10 a 12 meses	3	Temporal	01	La Jacetania
2016	De 10 a 12 meses	1	Indefinido	02	Alto Gállego
2016	De 10 a 12 meses	4	Temporal	02	Alto Gállego
2016	De 10 a 12 meses	1	Sin clasificar	02	Alto Gállego
2016	De 10 a 12 meses	1	Temporal	03	Sobrarbe
2016	De 10 a 12 meses	2	Indefinido	04	La Ribagorza
2016	De 10 a 12 meses	5	Indefinido	05	Cinco Villas
2016	De 10 a 12 meses	11	Temporal	05	Cinco Villas
2016	De 10 a 12 meses	11	Indefinido	06	Hoya de Huesca / Plana de Uesca
2016	De 10 a 12 meses	10	Temporal	06	Hoya de Huesca / Plana de Uesca
2016	De 10 a 12 meses	9	Indefinido	07	Somontano de Barbastro
2016	De 10 a 12 meses	3	Temporal	07	Somontano de Barbastro
2016	De 10 a 12 meses	6	Indefinido	08	Cinca Medio
2016	De 10 a 12 meses	9	Temporal	08	Cinca Medio
2016	De 10 a 12 meses	6	Indefinido	09	La Litera / La Llitera
2016	De 10 a 12 meses	5	Temporal	09	La Litera / La Llitera
2016	De 10 a 12 meses	5	Indefinido	10	Los Monegros
2016	De 10 a 12 meses	4	Temporal	10	Los Monegros
2016	De 10 a 12 meses	7	Indefinido	11	Bajo Cinca / Baix Cinca
2016	De 10 a 12 meses	2	Temporal	11	Bajo Cinca / Baix Cinca
2016	De 10 a 12 meses	3	Indefinido	12	Tarazona y el Moncayo
2016	De 10 a 12 meses	1	Temporal	12	Tarazona y el Moncayo
2016	De 10 a 12 meses	1	Indefinido	13	Campo de Borja
2016	De 10 a 12 meses	1	Temporal	13	Campo de Borja
2016	De 10 a 12 meses	9	Indefinido	15	Ribera Alta del Ebro
2016	De 10 a 12 meses	7	Temporal	15	Ribera Alta del Ebro
2016	De 10 a 12 meses	10	Indefinido	16	Valdejalón
2016	De 10 a 12 meses	5	Temporal	16	Valdejalón
2016	De 10 a 12 meses	138	Indefinido	17	D.C. Zaragoza
2016	De 10 a 12 meses	128	Temporal	17	D.C. Zaragoza
2016	De 10 a 12 meses	3	Sin clasificar	17	D.C. Zaragoza
2016	De 10 a 12 meses	2	Indefinido	18	Ribera Baja del Ebro
2016	De 10 a 12 meses	2	Temporal	18	Ribera Baja del Ebro
2016	De 10 a 12 meses	2	Indefinido	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	De 10 a 12 meses	1	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	De 10 a 12 meses	3	Indefinido	20	Comunidad de Calatayud
2016	De 10 a 12 meses	11	Temporal	20	Comunidad de Calatayud
2016	De 10 a 12 meses	2	Indefinido	21	Campo de Cariñena
2016	De 10 a 12 meses	8	Temporal	21	Campo de Cariñena
2016	De 10 a 12 meses	1	Indefinido	22	Campo de Belchite
2016	De 10 a 12 meses	1	Sin clasificar	22	Campo de Belchite
2016	De 10 a 12 meses	2	Indefinido	23	Bajo Martín
2016	De 10 a 12 meses	5	Temporal	23	Bajo Martín
2016	De 10 a 12 meses	2	Indefinido	24	Campo de Daroca
2016	De 10 a 12 meses	5	Indefinido	25	Jiloca
2016	De 10 a 12 meses	1	Temporal	25	Jiloca
2016	De 10 a 12 meses	2	Indefinido	26	Cuencas Mineras
2016	De 10 a 12 meses	2	Temporal	26	Cuencas Mineras
2016	De 10 a 12 meses	1	Indefinido	27	Andorra-Sierra de Arcos
2016	De 10 a 12 meses	6	Temporal	27	Andorra-Sierra de Arcos
2016	De 10 a 12 meses	5	Indefinido	28	Bajo Aragón
2016	De 10 a 12 meses	5	Temporal	28	Bajo Aragón
2016	De 10 a 12 meses	10	Indefinido	29	Comunidad de Teruel
2016	De 10 a 12 meses	9	Temporal	29	Comunidad de Teruel
2016	De 10 a 12 meses	1	Sin clasificar	29	Comunidad de Teruel
2016	De 10 a 12 meses	1	Temporal	30	Maestrazgo
2016	De 10 a 12 meses	1	Temporal	31	Sierra de Albarracín
2016	De 10 a 12 meses	2	Sin clasificar	31	Sierra de Albarracín
2016	De 10 a 12 meses	1	Indefinido	32	Gúdar-Javalambre
2016	De 10 a 12 meses	4	Temporal	32	Gúdar-Javalambre
2016	De 10 a 12 meses	3	Indefinido	33	Matarraña / Matarranya
2016	De 10 a 12 meses	2	Temporal	33	Matarraña / Matarranya
2016	De 10 a 12 meses	2	Indefinido	NC	Municipio del centro de trabajo fuera de Aragón
2016	De 10 a 12 meses	7	Temporal	NC	Municipio del centro de trabajo fuera de Aragón
2016	De 13 meses a 3 años	12	Indefinido	01	La Jacetania
2016	De 13 meses a 3 años	2	Temporal	01	La Jacetania
2016	De 13 meses a 3 años	9	Indefinido	02	Alto Gállego
2016	De 13 meses a 3 años	6	Temporal	02	Alto Gállego
2016	De 13 meses a 3 años	1	Sin clasificar	02	Alto Gállego
2016	De 13 meses a 3 años	5	Indefinido	03	Sobrarbe
2016	De 13 meses a 3 años	2	Temporal	03	Sobrarbe
2016	De 13 meses a 3 años	15	Indefinido	04	La Ribagorza
2016	De 13 meses a 3 años	6	Temporal	04	La Ribagorza
2016	De 13 meses a 3 años	35	Indefinido	05	Cinco Villas
2016	De 13 meses a 3 años	19	Temporal	05	Cinco Villas
2016	De 13 meses a 3 años	4	Sin clasificar	05	Cinco Villas
2016	De 13 meses a 3 años	75	Indefinido	06	Hoya de Huesca / Plana de Uesca
2016	De 13 meses a 3 años	44	Temporal	06	Hoya de Huesca / Plana de Uesca
2016	De 13 meses a 3 años	1	Sin clasificar	06	Hoya de Huesca / Plana de Uesca
2016	De 13 meses a 3 años	20	Indefinido	07	Somontano de Barbastro
2016	De 13 meses a 3 años	15	Temporal	07	Somontano de Barbastro
2016	De 13 meses a 3 años	43	Indefinido	08	Cinca Medio
2016	De 13 meses a 3 años	24	Temporal	08	Cinca Medio
2016	De 13 meses a 3 años	2	Sin clasificar	08	Cinca Medio
2016	De 13 meses a 3 años	38	Indefinido	09	La Litera / La Llitera
2016	De 13 meses a 3 años	20	Temporal	09	La Litera / La Llitera
2016	De 13 meses a 3 años	35	Indefinido	10	Los Monegros
2016	De 13 meses a 3 años	15	Temporal	10	Los Monegros
2016	De 13 meses a 3 años	2	Sin clasificar	10	Los Monegros
2016	De 13 meses a 3 años	32	Indefinido	11	Bajo Cinca / Baix Cinca
2016	De 13 meses a 3 años	12	Temporal	11	Bajo Cinca / Baix Cinca
2016	De 13 meses a 3 años	1	Sin clasificar	11	Bajo Cinca / Baix Cinca
2016	De 13 meses a 3 años	9	Indefinido	12	Tarazona y el Moncayo
2016	De 13 meses a 3 años	9	Temporal	12	Tarazona y el Moncayo
2016	De 13 meses a 3 años	21	Indefinido	13	Campo de Borja
2016	De 13 meses a 3 años	8	Temporal	13	Campo de Borja
2016	De 13 meses a 3 años	3	Indefinido	14	Aranda
2016	De 13 meses a 3 años	2	Temporal	14	Aranda
2016	De 13 meses a 3 años	55	Indefinido	15	Ribera Alta del Ebro
2016	De 13 meses a 3 años	23	Temporal	15	Ribera Alta del Ebro
2016	De 13 meses a 3 años	1	Sin clasificar	15	Ribera Alta del Ebro
2016	De 13 meses a 3 años	68	Indefinido	16	Valdejalón
2016	De 13 meses a 3 años	23	Temporal	16	Valdejalón
2016	De 13 meses a 3 años	1	Sin clasificar	16	Valdejalón
2016	De 13 meses a 3 años	896	Indefinido	17	D.C. Zaragoza
2016	De 13 meses a 3 años	320	Temporal	17	D.C. Zaragoza
2016	De 13 meses a 3 años	24	Sin clasificar	17	D.C. Zaragoza
2016	De 13 meses a 3 años	5	Indefinido	18	Ribera Baja del Ebro
2016	De 13 meses a 3 años	5	Temporal	18	Ribera Baja del Ebro
2016	De 13 meses a 3 años	6	Indefinido	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	De 13 meses a 3 años	5	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	De 13 meses a 3 años	24	Indefinido	20	Comunidad de Calatayud
2016	De 13 meses a 3 años	15	Temporal	20	Comunidad de Calatayud
2016	De 13 meses a 3 años	2	Sin clasificar	20	Comunidad de Calatayud
2016	De 13 meses a 3 años	12	Indefinido	21	Campo de Cariñena
2016	De 13 meses a 3 años	4	Temporal	21	Campo de Cariñena
2016	De 13 meses a 3 años	4	Indefinido	22	Campo de Belchite
2016	De 13 meses a 3 años	2	Temporal	22	Campo de Belchite
2016	De 13 meses a 3 años	8	Indefinido	23	Bajo Martín
2016	De 13 meses a 3 años	7	Temporal	23	Bajo Martín
2016	De 13 meses a 3 años	1	Sin clasificar	23	Bajo Martín
2016	De 13 meses a 3 años	9	Indefinido	24	Campo de Daroca
2016	De 13 meses a 3 años	7	Indefinido	25	Jiloca
2016	De 13 meses a 3 años	6	Temporal	25	Jiloca
2016	De 13 meses a 3 años	3	Sin clasificar	25	Jiloca
2016	De 13 meses a 3 años	13	Indefinido	26	Cuencas Mineras
2016	De 13 meses a 3 años	3	Temporal	26	Cuencas Mineras
2016	De 13 meses a 3 años	30	Indefinido	27	Andorra-Sierra de Arcos
2016	De 13 meses a 3 años	16	Temporal	27	Andorra-Sierra de Arcos
2016	De 13 meses a 3 años	27	Indefinido	28	Bajo Aragón
2016	De 13 meses a 3 años	8	Temporal	28	Bajo Aragón
2016	De 13 meses a 3 años	55	Indefinido	29	Comunidad de Teruel
2016	De 13 meses a 3 años	28	Temporal	29	Comunidad de Teruel
2016	De 13 meses a 3 años	1	Sin clasificar	29	Comunidad de Teruel
2016	De 13 meses a 3 años	1	Indefinido	30	Maestrazgo
2016	De 13 meses a 3 años	4	Indefinido	31	Sierra de Albarracín
2016	De 13 meses a 3 años	3	Temporal	31	Sierra de Albarracín
2016	De 13 meses a 3 años	1	Sin clasificar	31	Sierra de Albarracín
2016	De 13 meses a 3 años	9	Indefinido	32	Gúdar-Javalambre
2016	De 13 meses a 3 años	7	Temporal	32	Gúdar-Javalambre
2016	De 13 meses a 3 años	10	Indefinido	33	Matarraña / Matarranya
2016	De 13 meses a 3 años	6	Temporal	33	Matarraña / Matarranya
2016	De 13 meses a 3 años	11	Indefinido	NC	Municipio del centro de trabajo fuera de Aragón
2016	De 13 meses a 3 años	4	Temporal	NC	Municipio del centro de trabajo fuera de Aragón
2016	De 37 meses a 10 años	14	Indefinido	01	La Jacetania
2016	De 37 meses a 10 años	3	Temporal	01	La Jacetania
2016	De 37 meses a 10 años	5	Sin clasificar	01	La Jacetania
2016	De 37 meses a 10 años	15	Indefinido	02	Alto Gállego
2016	De 37 meses a 10 años	3	Temporal	02	Alto Gállego
2016	De 37 meses a 10 años	2	Sin clasificar	02	Alto Gállego
2016	De 37 meses a 10 años	6	Indefinido	03	Sobrarbe
2016	De 37 meses a 10 años	3	Temporal	03	Sobrarbe
2016	De 37 meses a 10 años	2	Sin clasificar	03	Sobrarbe
2016	De 37 meses a 10 años	20	Indefinido	04	La Ribagorza
2016	De 37 meses a 10 años	7	Temporal	04	La Ribagorza
2016	De 37 meses a 10 años	61	Indefinido	05	Cinco Villas
2016	De 37 meses a 10 años	7	Temporal	05	Cinco Villas
2016	De 37 meses a 10 años	1	Sin clasificar	05	Cinco Villas
2016	De 37 meses a 10 años	180	Indefinido	06	Hoya de Huesca / Plana de Uesca
2016	De 37 meses a 10 años	29	Temporal	06	Hoya de Huesca / Plana de Uesca
2016	De 37 meses a 10 años	4	Sin clasificar	06	Hoya de Huesca / Plana de Uesca
2016	De 37 meses a 10 años	42	Indefinido	07	Somontano de Barbastro
2016	De 37 meses a 10 años	11	Temporal	07	Somontano de Barbastro
2016	De 37 meses a 10 años	3	Sin clasificar	07	Somontano de Barbastro
2016	De 37 meses a 10 años	79	Indefinido	08	Cinca Medio
2016	De 37 meses a 10 años	5	Temporal	08	Cinca Medio
2016	De 37 meses a 10 años	3	Sin clasificar	08	Cinca Medio
2016	De 37 meses a 10 años	69	Indefinido	09	La Litera / La Llitera
2016	De 37 meses a 10 años	3	Temporal	09	La Litera / La Llitera
2016	De 37 meses a 10 años	2	Sin clasificar	09	La Litera / La Llitera
2016	De 37 meses a 10 años	36	Indefinido	10	Los Monegros
2016	De 37 meses a 10 años	2	Temporal	10	Los Monegros
2016	De 37 meses a 10 años	5	Sin clasificar	10	Los Monegros
2016	De 37 meses a 10 años	52	Indefinido	11	Bajo Cinca / Baix Cinca
2016	De 37 meses a 10 años	11	Temporal	11	Bajo Cinca / Baix Cinca
2016	De 37 meses a 10 años	2	Sin clasificar	11	Bajo Cinca / Baix Cinca
2016	De 37 meses a 10 años	26	Indefinido	12	Tarazona y el Moncayo
2016	De 37 meses a 10 años	3	Temporal	12	Tarazona y el Moncayo
2016	De 37 meses a 10 años	40	Indefinido	13	Campo de Borja
2016	De 37 meses a 10 años	6	Temporal	13	Campo de Borja
2016	De 37 meses a 10 años	5	Sin clasificar	13	Campo de Borja
2016	De 37 meses a 10 años	15	Indefinido	14	Aranda
2016	De 37 meses a 10 años	5	Temporal	14	Aranda
2016	De 37 meses a 10 años	1	Sin clasificar	14	Aranda
2016	De 37 meses a 10 años	129	Indefinido	15	Ribera Alta del Ebro
2016	De 37 meses a 10 años	14	Temporal	15	Ribera Alta del Ebro
2016	De 37 meses a 10 años	2	Sin clasificar	15	Ribera Alta del Ebro
2016	De 37 meses a 10 años	113	Indefinido	16	Valdejalón
2016	De 37 meses a 10 años	10	Temporal	16	Valdejalón
2016	De 37 meses a 10 años	7	Sin clasificar	16	Valdejalón
2016	De 37 meses a 10 años	1802	Indefinido	17	D.C. Zaragoza
2016	De 37 meses a 10 años	137	Temporal	17	D.C. Zaragoza
2016	De 37 meses a 10 años	39	Sin clasificar	17	D.C. Zaragoza
2016	De 37 meses a 10 años	13	Indefinido	18	Ribera Baja del Ebro
2016	De 37 meses a 10 años	2	Temporal	18	Ribera Baja del Ebro
2016	De 37 meses a 10 años	3	Sin clasificar	18	Ribera Baja del Ebro
2016	De 37 meses a 10 años	15	Indefinido	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	De 37 meses a 10 años	4	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp
