Año	Comarca código	Comarca nombre	Tipo de vehículo	Tipo de vehículo (orden)	Cantidad
2013	28	Bajo Aragón	Otros vehículos	6	1030
2013	28	Bajo Aragón	Tractores industriales	5	255
2013	28	Bajo Aragón	Turismos	1	13677
2013	29	Comunidad de Teruel	Autobuses	4	59
2013	29	Comunidad de Teruel	Camiones y furgonetas	3	6623
2013	29	Comunidad de Teruel	Ciclomotores	7	2278
2013	29	Comunidad de Teruel	Motocicletas	2	2250
2013	29	Comunidad de Teruel	Otros vehículos	6	1452
2013	29	Comunidad de Teruel	Tractores industriales	5	331
2013	29	Comunidad de Teruel	Turismos	1	22925
2013	30	Maestrazgo	Autobuses	4	0
2013	30	Maestrazgo	Camiones y furgonetas	3	1084
2013	30	Maestrazgo	Ciclomotores	7	108
2013	30	Maestrazgo	Motocicletas	2	144
2013	30	Maestrazgo	Otros vehículos	6	197
2013	30	Maestrazgo	Tractores industriales	5	13
2013	30	Maestrazgo	Turismos	1	1660
2013	31	Sierra de Albarracín	Autobuses	4	2
2013	31	Sierra de Albarracín	Camiones y furgonetas	3	1196
2013	31	Sierra de Albarracín	Ciclomotores	7	229
2013	31	Sierra de Albarracín	Motocicletas	2	172
2013	31	Sierra de Albarracín	Otros vehículos	6	183
2013	31	Sierra de Albarracín	Tractores industriales	5	9
2013	31	Sierra de Albarracín	Turismos	1	2184
2013	32	Gúdar-Javalambre	Autobuses	4	3
2013	32	Gúdar-Javalambre	Camiones y furgonetas	3	2193
2013	32	Gúdar-Javalambre	Ciclomotores	7	421
2013	32	Gúdar-Javalambre	Motocicletas	2	286
2013	32	Gúdar-Javalambre	Otros vehículos	6	548
2013	32	Gúdar-Javalambre	Tractores industriales	5	50
2013	32	Gúdar-Javalambre	Turismos	1	3688
2013	33	Matarraña / Matarranya	Autobuses	4	0
2013	33	Matarraña / Matarranya	Camiones y furgonetas	3	2435
2013	33	Matarraña / Matarranya	Ciclomotores	7	654
2013	33	Matarraña / Matarranya	Motocicletas	2	472
2013	33	Matarraña / Matarranya	Otros vehículos	6	359
2013	33	Matarraña / Matarranya	Tractores industriales	5	42
2013	33	Matarraña / Matarranya	Turismos	1	3988
2013	99	Sin clasificar	Autobuses	4	8
2013	99	Sin clasificar	Camiones y furgonetas	3	0
2013	99	Sin clasificar	Ciclomotores	7	0
2013	99	Sin clasificar	Motocicletas	2	1
2013	99	Sin clasificar	Otros vehículos	6	1
2013	99	Sin clasificar	Tractores industriales	5	0
2013	99	Sin clasificar	Turismos	1	15
2014	01	La Jacetania	Autobuses	4	49
2014	01	La Jacetania	Camiones y furgonetas	3	3094
2014	01	La Jacetania	Ciclomotores	7	525
2014	01	La Jacetania	Motocicletas	2	984
2014	01	La Jacetania	Otros vehículos	6	619
2014	01	La Jacetania	Tractores industriales	5	66
2014	01	La Jacetania	Turismos	1	8580
2014	02	Alto Gállego	Autobuses	4	7
2014	02	Alto Gállego	Camiones y furgonetas	3	2338
2014	02	Alto Gállego	Ciclomotores	7	299
2014	02	Alto Gállego	Motocicletas	2	630
2014	02	Alto Gállego	Otros vehículos	6	545
2014	02	Alto Gállego	Tractores industriales	5	104
2014	02	Alto Gállego	Turismos	1	6567
2014	03	Sobrarbe	Autobuses	4	13
2014	03	Sobrarbe	Camiones y furgonetas	3	2241
2014	03	Sobrarbe	Ciclomotores	7	245
2014	03	Sobrarbe	Motocicletas	2	389
2014	03	Sobrarbe	Otros vehículos	6	523
2014	03	Sobrarbe	Tractores industriales	5	38
2014	03	Sobrarbe	Turismos	1	3794
2014	04	La Ribagorza	Autobuses	4	11
2014	04	La Ribagorza	Camiones y furgonetas	3	3422
2014	04	La Ribagorza	Ciclomotores	7	411
2014	04	La Ribagorza	Motocicletas	2	891
2014	04	La Ribagorza	Otros vehículos	6	824
2014	04	La Ribagorza	Tractores industriales	5	107
2014	04	La Ribagorza	Turismos	1	6452
2014	05	Cinco Villas	Autobuses	4	35
2014	05	Cinco Villas	Camiones y furgonetas	3	5123
2014	05	Cinco Villas	Ciclomotores	7	1277
2014	05	Cinco Villas	Motocicletas	2	1198
2014	05	Cinco Villas	Otros vehículos	6	1518
2014	05	Cinco Villas	Tractores industriales	5	254
2014	05	Cinco Villas	Turismos	1	14965
2014	06	Hoya de Huesca / Plana de Uesca	Autobuses	4	209
2014	06	Hoya de Huesca / Plana de Uesca	Camiones y furgonetas	3	8697
2014	06	Hoya de Huesca / Plana de Uesca	Ciclomotores	7	2295
2014	06	Hoya de Huesca / Plana de Uesca	Motocicletas	2	3504
2014	06	Hoya de Huesca / Plana de Uesca	Otros vehículos	6	1902
2014	06	Hoya de Huesca / Plana de Uesca	Tractores industriales	5	233
2014	06	Hoya de Huesca / Plana de Uesca	Turismos	1	31441
2014	07	Somontano de Barbastro	Autobuses	4	14
2014	07	Somontano de Barbastro	Camiones y furgonetas	3	3982
2014	07	Somontano de Barbastro	Ciclomotores	7	1542
2014	07	Somontano de Barbastro	Motocicletas	2	1637
2014	07	Somontano de Barbastro	Otros vehículos	6	894
2014	07	Somontano de Barbastro	Tractores industriales	5	140
2014	07	Somontano de Barbastro	Turismos	1	11667
2014	08	Cinca Medio	Autobuses	4	17
2014	08	Cinca Medio	Camiones y furgonetas	3	3350
2014	08	Cinca Medio	Ciclomotores	7	1235
2014	08	Cinca Medio	Motocicletas	2	1164
2014	08	Cinca Medio	Otros vehículos	6	1171
2014	08	Cinca Medio	Tractores industriales	5	305
2014	08	Cinca Medio	Turismos	1	11370
2014	09	La Litera / La Llitera	Autobuses	4	15
2014	09	La Litera / La Llitera	Camiones y furgonetas	3	3442
2014	09	La Litera / La Llitera	Ciclomotores	7	923
2014	09	La Litera / La Llitera	Motocicletas	2	1049
2014	09	La Litera / La Llitera	Otros vehículos	6	949
2014	09	La Litera / La Llitera	Tractores industriales	5	218
2014	09	La Litera / La Llitera	Turismos	1	10013
2014	10	Los Monegros	Autobuses	4	4
2014	10	Los Monegros	Camiones y furgonetas	3	3842
2014	10	Los Monegros	Ciclomotores	7	1213
2014	10	Los Monegros	Motocicletas	2	1118
2014	10	Los Monegros	Otros vehículos	6	1855
2014	10	Los Monegros	Tractores industriales	5	454
2014	10	Los Monegros	Turismos	1	11131
2014	11	Bajo Cinca / Baix Cinca	Autobuses	4	7
2014	11	Bajo Cinca / Baix Cinca	Camiones y furgonetas	3	4458
2014	11	Bajo Cinca / Baix Cinca	Ciclomotores	7	1868
2014	11	Bajo Cinca / Baix Cinca	Motocicletas	2	1628
2014	11	Bajo Cinca / Baix Cinca	Otros vehículos	6	1392
2014	11	Bajo Cinca / Baix Cinca	Tractores industriales	5	388
2014	11	Bajo Cinca / Baix Cinca	Turismos	1	11986
2014	12	Tarazona y el Moncayo	Autobuses	4	66
2014	12	Tarazona y el Moncayo	Camiones y furgonetas	3	1887
2014	12	Tarazona y el Moncayo	Ciclomotores	7	932
2014	12	Tarazona y el Moncayo	Motocicletas	2	757
2014	12	Tarazona y el Moncayo	Otros vehículos	6	1428
2014	12	Tarazona y el Moncayo	Tractores industriales	5	535
2014	12	Tarazona y el Moncayo	Turismos	1	6581
2014	13	Campo de Borja	Autobuses	4	9
2014	13	Campo de Borja	Camiones y furgonetas	3	2411
2014	13	Campo de Borja	Ciclomotores	7	1161
2014	13	Campo de Borja	Motocicletas	2	739
2014	13	Campo de Borja	Otros vehículos	6	504
2014	13	Campo de Borja	Tractores industriales	5	38
2014	13	Campo de Borja	Turismos	1	7387
2014	14	Aranda	Autobuses	4	14
2014	14	Aranda	Camiones y furgonetas	3	1314
2014	14	Aranda	Ciclomotores	7	378
2014	14	Aranda	Motocicletas	2	269
2014	14	Aranda	Otros vehículos	6	175
2014	14	Aranda	Tractores industriales	5	21
2014	14	Aranda	Turismos	1	3180
2014	15	Ribera Alta del Ebro	Autobuses	4	10
2014	15	Ribera Alta del Ebro	Camiones y furgonetas	3	3306
2014	15	Ribera Alta del Ebro	Ciclomotores	7	2145
2014	15	Ribera Alta del Ebro	Motocicletas	2	1307
2014	15	Ribera Alta del Ebro	Otros vehículos	6	1807
2014	15	Ribera Alta del Ebro	Tractores industriales	5	732
2014	15	Ribera Alta del Ebro	Turismos	1	13632
2014	16	Valdejalón	Autobuses	4	5
2014	16	Valdejalón	Camiones y furgonetas	3	4236
2014	16	Valdejalón	Ciclomotores	7	1659
2014	16	Valdejalón	Motocicletas	2	1119
2014	16	Valdejalón	Otros vehículos	6	2629
2014	16	Valdejalón	Tractores industriales	5	304
2014	16	Valdejalón	Turismos	1	13714
2014	17	Central	Autobuses	4	840
2014	17	Central	Camiones y furgonetas	3	50670
2014	17	Central	Ciclomotores	7	20046
2014	17	Central	Motocicletas	2	37851
2014	17	Central	Otros vehículos	6	11133
2014	17	Central	Tractores industriales	5	2272
2014	17	Central	Turismos	1	287137
2014	18	Ribera Baja del Ebro	Autobuses	4	0
2014	18	Ribera Baja del Ebro	Camiones y furgonetas	3	1275
2014	18	Ribera Baja del Ebro	Ciclomotores	7	956
2014	18	Ribera Baja del Ebro	Motocicletas	2	590
2014	18	Ribera Baja del Ebro	Otros vehículos	6	445
2014	18	Ribera Baja del Ebro	Tractores industriales	5	58
2014	18	Ribera Baja del Ebro	Turismos	1	4482
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Autobuses	4	22
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Camiones y furgonetas	3	2480
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Ciclomotores	7	1223
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Motocicletas	2	693
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Otros vehículos	6	593
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Tractores industriales	5	52
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Turismos	1	6175
2014	20	Comunidad de Calatayud	Autobuses	4	35
2014	20	Comunidad de Calatayud	Camiones y furgonetas	3	5973
2014	20	Comunidad de Calatayud	Ciclomotores	7	1877
2014	20	Comunidad de Calatayud	Motocicletas	2	1716
2014	20	Comunidad de Calatayud	Otros vehículos	6	1361
2014	20	Comunidad de Calatayud	Tractores industriales	5	395
2014	20	Comunidad de Calatayud	Turismos	1	17176
2014	21	Campo de Cariñena	Autobuses	4	0
2014	21	Campo de Cariñena	Camiones y furgonetas	3	1619
2014	21	Campo de Cariñena	Ciclomotores	7	596
2014	21	Campo de Cariñena	Motocicletas	2	443
2014	21	Campo de Cariñena	Otros vehículos	6	433
2014	21	Campo de Cariñena	Tractores industriales	5	41
2014	21	Campo de Cariñena	Turismos	1	5117
2014	22	Campo de Belchite	Autobuses	4	5
2014	22	Campo de Belchite	Camiones y furgonetas	3	794
2014	22	Campo de Belchite	Ciclomotores	7	415
2014	22	Campo de Belchite	Motocicletas	2	218
2014	22	Campo de Belchite	Otros vehículos	6	242
2014	22	Campo de Belchite	Tractores industriales	5	42
2014	22	Campo de Belchite	Turismos	1	2372
2014	23	Bajo Martín	Autobuses	4	5
2014	23	Bajo Martín	Camiones y furgonetas	3	1186
2014	23	Bajo Martín	Ciclomotores	7	665
2014	23	Bajo Martín	Motocicletas	2	359
2014	23	Bajo Martín	Otros vehículos	6	832
2014	23	Bajo Martín	Tractores industriales	5	327
2014	23	Bajo Martín	Turismos	1	3220
2014	24	Campo de Daroca	Autobuses	4	1
2014	24	Campo de Daroca	Camiones y furgonetas	3	1226
2014	24	Campo de Daroca	Ciclomotores	7	308
2014	24	Campo de Daroca	Motocicletas	2	366
2014	24	Campo de Daroca	Otros vehículos	6	394
2014	24	Campo de Daroca	Tractores industriales	5	68
2014	24	Campo de Daroca	Turismos	1	3799
2014	25	Jiloca	Autobuses	4	8
2014	25	Jiloca	Camiones y furgonetas	3	2247
2014	25	Jiloca	Ciclomotores	7	653
2014	25	Jiloca	Motocicletas	2	500
2014	25	Jiloca	Otros vehículos	6	586
2014	25	Jiloca	Tractores industriales	5	103
2014	25	Jiloca	Turismos	1	6642
2014	26	Cuencas Mineras	Autobuses	4	6
2014	26	Cuencas Mineras	Camiones y furgonetas	3	1319
2014	26	Cuencas Mineras	Ciclomotores	7	401
2014	26	Cuencas Mineras	Motocicletas	2	360
2014	26	Cuencas Mineras	Otros vehículos	6	317
2014	26	Cuencas Mineras	Tractores industriales	5	23
2014	26	Cuencas Mineras	Turismos	1	4506
2014	27	Andorra-Sierra de Arcos	Autobuses	4	20
2014	27	Andorra-Sierra de Arcos	Camiones y furgonetas	3	1626
2014	27	Andorra-Sierra de Arcos	Ciclomotores	7	473
2014	27	Andorra-Sierra de Arcos	Motocicletas	2	538
2014	27	Andorra-Sierra de Arcos	Otros vehículos	6	349
2014	27	Andorra-Sierra de Arcos	Tractores industriales	5	53
2014	27	Andorra-Sierra de Arcos	Turismos	1	5559
2014	28	Bajo Aragón	Autobuses	4	16
2014	28	Bajo Aragón	Camiones y furgonetas	3	4660
2014	28	Bajo Aragón	Ciclomotores	7	1969
2014	28	Bajo Aragón	Motocicletas	2	1771
2014	28	Bajo Aragón	Otros vehículos	6	1083
2014	28	Bajo Aragón	Tractores industriales	5	259
2014	28	Bajo Aragón	Turismos	1	13775
2014	29	Comunidad de Teruel	Autobuses	4	54
2014	29	Comunidad de Teruel	Camiones y furgonetas	3	6534
2014	29	Comunidad de Teruel	Ciclomotores	7	2205
2014	29	Comunidad de Teruel	Motocicletas	2	2313
2014	29	Comunidad de Teruel	Otros vehículos	6	1515
2014	29	Comunidad de Teruel	Tractores industriales	5	363
2014	29	Comunidad de Teruel	Turismos	1	22974
2014	30	Maestrazgo	Autobuses	4	0
2014	30	Maestrazgo	Camiones y furgonetas	3	1083
2014	30	Maestrazgo	Ciclomotores	7	107
2014	30	Maestrazgo	Motocicletas	2	144
2014	30	Maestrazgo	Otros vehículos	6	203
2014	30	Maestrazgo	Tractores industriales	5	15
2014	30	Maestrazgo	Turismos	1	1667
2014	31	Sierra de Albarracín	Autobuses	4	2
2014	31	Sierra de Albarracín	Camiones y furgonetas	3	1187
2014	31	Sierra de Albarracín	Ciclomotores	7	229
2014	31	Sierra de Albarracín	Motocicletas	2	184
2014	31	Sierra de Albarracín	Otros vehículos	6	198
2014	31	Sierra de Albarracín	Tractores industriales	5	10
2014	31	Sierra de Albarracín	Turismos	1	2244
2014	32	Gúdar-Javalambre	Autobuses	4	3
2014	32	Gúdar-Javalambre	Camiones y furgonetas	3	2166
2014	32	Gúdar-Javalambre	Ciclomotores	7	417
2014	32	Gúdar-Javalambre	Motocicletas	2	275
2014	32	Gúdar-Javalambre	Otros vehículos	6	566
2014	32	Gúdar-Javalambre	Tractores industriales	5	55
2014	32	Gúdar-Javalambre	Turismos	1	3679
2014	33	Matarraña / Matarranya	Autobuses	4	5
2014	33	Matarraña / Matarranya	Camiones y furgonetas	3	2410
2014	33	Matarraña / Matarranya	Ciclomotores	7	637
2014	33	Matarraña / Matarranya	Motocicletas	2	493
2014	33	Matarraña / Matarranya	Otros vehículos	6	408
2014	33	Matarraña / Matarranya	Tractores industriales	5	52
2014	33	Matarraña / Matarranya	Turismos	1	4012
2014	99	Sin clasificar	Autobuses	4	0
2014	99	Sin clasificar	Camiones y furgonetas	3	8
2014	99	Sin clasificar	Ciclomotores	7	0
2014	99	Sin clasificar	Motocicletas	2	1
2014	99	Sin clasificar	Otros vehículos	6	1
2014	99	Sin clasificar	Tractores industriales	5	0
2014	99	Sin clasificar	Turismos	1	15
2015	01	La Jacetania	Autobuses	4	53
2015	01	La Jacetania	Camiones y furgonetas	3	3080
2015	01	La Jacetania	Ciclomotores	7	522
2015	01	La Jacetania	Motocicletas	2	1017
2015	01	La Jacetania	Otros vehículos	6	638
2015	01	La Jacetania	Tractores industriales	5	66
2015	01	La Jacetania	Turismos	1	8658
2015	02	Alto Gállego	Autobuses	4	6
2015	02	Alto Gállego	Camiones y furgonetas	3	2351
2015	02	Alto Gállego	Ciclomotores	7	289
2015	02	Alto Gállego	Motocicletas	2	632
2015	02	Alto Gállego	Otros vehículos	6	558
2015	02	Alto Gállego	Tractores industriales	5	112
2015	02	Alto Gállego	Turismos	1	6640
2015	03	Sobrarbe	Autobuses	4	14
2015	03	Sobrarbe	Camiones y furgonetas	3	2251
2015	03	Sobrarbe	Ciclomotores	7	243
2015	03	Sobrarbe	Motocicletas	2	381
2015	03	Sobrarbe	Otros vehículos	6	584
2015	03	Sobrarbe	Tractores industriales	5	37
2015	03	Sobrarbe	Turismos	1	3836
2015	04	La Ribagorza	Autobuses	4	13
2015	04	La Ribagorza	Camiones y furgonetas	3	3430
2015	04	La Ribagorza	Ciclomotores	7	406
2015	04	La Ribagorza	Motocicletas	2	902
2015	04	La Ribagorza	Otros vehículos	6	993
2015	04	La Ribagorza	Tractores industriales	5	123
2015	04	La Ribagorza	Turismos	1	6532
2015	05	Cinco Villas	Autobuses	4	34
2015	05	Cinco Villas	Camiones y furgonetas	3	5073
2015	05	Cinco Villas	Ciclomotores	7	1261
2015	05	Cinco Villas	Motocicletas	2	1248
2015	05	Cinco Villas	Otros vehículos	6	1587
2015	05	Cinco Villas	Tractores industriales	5	256
2015	05	Cinco Villas	Turismos	1	15075
2015	06	Hoya de Huesca / Plana de Uesca	Autobuses	4	221
2015	06	Hoya de Huesca / Plana de Uesca	Camiones y furgonetas	3	8666
2015	06	Hoya de Huesca / Plana de Uesca	Ciclomotores	7	2274
2015	06	Hoya de Huesca / Plana de Uesca	Motocicletas	2	3578
2015	06	Hoya de Huesca / Plana de Uesca	Otros vehículos	6	1976
2015	06	Hoya de Huesca / Plana de Uesca	Tractores industriales	5	219
2015	06	Hoya de Huesca / Plana de Uesca	Turismos	1	31545
2015	07	Somontano de Barbastro	Autobuses	4	15
2015	07	Somontano de Barbastro	Camiones y furgonetas	3	3942
2015	07	Somontano de Barbastro	Ciclomotores	7	1504
2015	07	Somontano de Barbastro	Motocicletas	2	1702
2015	07	Somontano de Barbastro	Otros vehículos	6	1128
2015	07	Somontano de Barbastro	Tractores industriales	5	137
2015	07	Somontano de Barbastro	Turismos	1	11795
2015	08	Cinca Medio	Autobuses	4	14
2015	08	Cinca Medio	Camiones y furgonetas	3	3315
2015	08	Cinca Medio	Ciclomotores	7	1200
2015	08	Cinca Medio	Motocicletas	2	1212
2015	08	Cinca Medio	Otros vehículos	6	1249
2015	08	Cinca Medio	Tractores industriales	5	313
2015	08	Cinca Medio	Turismos	1	11536
2015	09	La Litera / La Llitera	Autobuses	4	16
2015	09	La Litera / La Llitera	Camiones y furgonetas	3	3480
2015	09	La Litera / La Llitera	Ciclomotores	7	903
2015	09	La Litera / La Llitera	Motocicletas	2	1072
2015	09	La Litera / La Llitera	Otros vehículos	6	1067
2015	09	La Litera / La Llitera	Tractores industriales	5	227
2015	09	La Litera / La Llitera	Turismos	1	10082
2015	10	Los Monegros	Autobuses	4	5
2015	10	Los Monegros	Camiones y furgonetas	3	3776
2015	10	Los Monegros	Ciclomotores	7	1200
2015	10	Los Monegros	Motocicletas	2	1125
2015	10	Los Monegros	Otros vehículos	6	1999
2015	10	Los Monegros	Tractores industriales	5	489
2015	10	Los Monegros	Turismos	1	11136
2015	11	Bajo Cinca / Baix Cinca	Autobuses	4	7
2015	11	Bajo Cinca / Baix Cinca	Camiones y furgonetas	3	4427
2015	11	Bajo Cinca / Baix Cinca	Ciclomotores	7	1845
2015	11	Bajo Cinca / Baix Cinca	Motocicletas	2	1672
2015	11	Bajo Cinca / Baix Cinca	Otros vehículos	6	1469
2015	11	Bajo Cinca / Baix Cinca	Tractores industriales	5	374
2015	11	Bajo Cinca / Baix Cinca	Turismos	1	12160
2015	12	Tarazona y el Moncayo	Autobuses	4	66
2015	12	Tarazona y el Moncayo	Camiones y furgonetas	3	1883
2015	12	Tarazona y el Moncayo	Ciclomotores	7	931
2015	12	Tarazona y el Moncayo	Motocicletas	2	776
2015	12	Tarazona y el Moncayo	Otros vehículos	6	1286
2015	12	Tarazona y el Moncayo	Tractores industriales	5	447
2015	12	Tarazona y el Moncayo	Turismos	1	6668
2015	13	Campo de Borja	Autobuses	4	9
2015	13	Campo de Borja	Camiones y furgonetas	3	2415
2015	13	Campo de Borja	Ciclomotores	7	1143
2015	13	Campo de Borja	Motocicletas	2	744
2015	13	Campo de Borja	Otros vehículos	6	529
2015	13	Campo de Borja	Tractores industriales	5	38
2015	13	Campo de Borja	Turismos	1	7518
2015	14	Aranda	Autobuses	4	15
2015	14	Aranda	Camiones y furgonetas	3	1310
2015	14	Aranda	Ciclomotores	7	363
2015	14	Aranda	Motocicletas	2	277
2015	14	Aranda	Otros vehículos	6	185
2015	14	Aranda	Tractores industriales	5	21
2015	14	Aranda	Turismos	1	3200
2015	15	Ribera Alta del Ebro	Autobuses	4	11
2015	15	Ribera Alta del Ebro	Camiones y furgonetas	3	3308
2015	15	Ribera Alta del Ebro	Ciclomotores	7	2116
2015	15	Ribera Alta del Ebro	Motocicletas	2	1323
2015	15	Ribera Alta del Ebro	Otros vehículos	6	2136
2015	15	Ribera Alta del Ebro	Tractores industriales	5	891
2015	15	Ribera Alta del Ebro	Turismos	1	13891
2015	16	Valdejalón	Autobuses	4	5
2015	16	Valdejalón	Camiones y furgonetas	3	4284
2015	16	Valdejalón	Ciclomotores	7	1629
2015	16	Valdejalón	Motocicletas	2	1158
2015	16	Valdejalón	Otros vehículos	6	2893
2015	16	Valdejalón	Tractores industriales	5	354
2015	16	Valdejalón	Turismos	1	13939
2015	17	Central	Autobuses	4	844
2015	17	Central	Camiones y furgonetas	3	50121
2015	17	Central	Ciclomotores	7	19559
2015	17	Central	Motocicletas	2	39205
2015	17	Central	Otros vehículos	6	11166
2015	17	Central	Tractores industriales	5	2289
2015	17	Central	Turismos	1	290147
2015	18	Ribera Baja del Ebro	Autobuses	4	0
2015	18	Ribera Baja del Ebro	Camiones y furgonetas	3	1240
2015	18	Ribera Baja del Ebro	Ciclomotores	7	938
2015	18	Ribera Baja del Ebro	Motocicletas	2	599
2015	18	Ribera Baja del Ebro	Otros vehículos	6	456
2015	18	Ribera Baja del Ebro	Tractores industriales	5	63
2015	18	Ribera Baja del Ebro	Turismos	1	4528
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Autobuses	4	21
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Camiones y furgonetas	3	2444
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Ciclomotores	7	1203
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Motocicletas	2	710
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Otros vehículos	6	623
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Tractores industriales	5	54
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Turismos	1	6273
2015	20	Comunidad de Calatayud	Autobuses	4	34
2015	20	Comunidad de Calatayud	Camiones y furgonetas	3	5935
2015	20	Comunidad de Calatayud	Ciclomotores	7	1851
2015	20	Comunidad de Calatayud	Motocicletas	2	1788
2015	20	Comunidad de Calatayud	Otros vehículos	6	1442
2015	20	Comunidad de Calatayud	Tractores industriales	5	420
2015	20	Comunidad de Calatayud	Turismos	1	17348
2015	21	Campo de Cariñena	Autobuses	4	0
2015	21	Campo de Cariñena	Camiones y furgonetas	3	1623
2015	21	Campo de Cariñena	Ciclomotores	7	595
2015	21	Campo de Cariñena	Motocicletas	2	444
2015	21	Campo de Cariñena	Otros vehículos	6	461
2015	21	Campo de Cariñena	Tractores industriales	5	38
2015	21	Campo de Cariñena	Turismos	1	5163
2015	22	Campo de Belchite	Autobuses	4	5
2015	22	Campo de Belchite	Camiones y furgonetas	3	799
2015	22	Campo de Belchite	Ciclomotores	7	416
2015	22	Campo de Belchite	Motocicletas	2	222
2015	22	Campo de Belchite	Otros vehículos	6	260
2015	22	Campo de Belchite	Tractores industriales	5	39
2015	22	Campo de Belchite	Turismos	1	2377
2015	23	Bajo Martín	Autobuses	4	4
2015	23	Bajo Martín	Camiones y furgonetas	3	1169
2015	23	Bajo Martín	Ciclomotores	7	647
2015	23	Bajo Martín	Motocicletas	2	378
2015	23	Bajo Martín	Otros vehículos	6	978
2015	23	Bajo Martín	Tractores industriales	5	429
2015	23	Bajo Martín	Turismos	1	3245
2015	24	Campo de Daroca	Autobuses	4	1
2015	24	Campo de Daroca	Camiones y furgonetas	3	1242
2015	24	Campo de Daroca	Ciclomotores	7	312
2015	24	Campo de Daroca	Motocicletas	2	384
2015	24	Campo de Daroca	Otros vehículos	6	417
2015	24	Campo de Daroca	Tractores industriales	5	75
2015	24	Campo de Daroca	Turismos	1	3935
2015	25	Jiloca	Autobuses	4	7
2015	25	Jiloca	Camiones y furgonetas	3	2222
2015	25	Jiloca	Ciclomotores	7	650
2015	25	Jiloca	Motocicletas	2	517
2015	25	Jiloca	Otros vehículos	6	622
2015	25	Jiloca	Tractores industriales	5	111
2015	25	Jiloca	Turismos	1	6723
2015	26	Cuencas Mineras	Autobuses	4	4
2015	26	Cuencas Mineras	Camiones y furgonetas	3	1329
2015	26	Cuencas Mineras	Ciclomotores	7	392
2015	26	Cuencas Mineras	Motocicletas	2	384
2015	26	Cuencas Mineras	Otros vehículos	6	329
2015	26	Cuencas Mineras	Tractores industriales	5	20
2015	26	Cuencas Mineras	Turismos	1	4538
2015	27	Andorra-Sierra de Arcos	Autobuses	4	19
2015	27	Andorra-Sierra de Arcos	Camiones y furgonetas	3	1597
2015	27	Andorra-Sierra de Arcos	Ciclomotores	7	464
2015	27	Andorra-Sierra de Arcos	Motocicletas	2	566
2015	27	Andorra-Sierra de Arcos	Otros vehículos	6	366
2015	27	Andorra-Sierra de Arcos	Tractores industriales	5	62
2015	27	Andorra-Sierra de Arcos	Turismos	1	5580
2015	28	Bajo Aragón	Autobuses	4	7
2015	28	Bajo Aragón	Camiones y furgonetas	3	4590
2015	28	Bajo Aragón	Ciclomotores	7	1958
2015	28	Bajo Aragón	Motocicletas	2	1862
2015	28	Bajo Aragón	Otros vehículos	6	1155
2015	28	Bajo Aragón	Tractores industriales	5	289
2015	28	Bajo Aragón	Turismos	1	13947
2015	29	Comunidad de Teruel	Autobuses	4	42
2015	29	Comunidad de Teruel	Camiones y furgonetas	3	6522
2015	29	Comunidad de Teruel	Ciclomotores	7	2155
2015	29	Comunidad de Teruel	Motocicletas	2	2375
2015	29	Comunidad de Teruel	Otros vehículos	6	1552
2015	29	Comunidad de Teruel	Tractores industriales	5	357
2015	29	Comunidad de Teruel	Turismos	1	23274
2015	30	Maestrazgo	Autobuses	4	0
2015	30	Maestrazgo	Camiones y furgonetas	3	1075
2015	30	Maestrazgo	Ciclomotores	7	105
2015	30	Maestrazgo	Motocicletas	2	161
2015	30	Maestrazgo	Otros vehículos	6	219
2015	30	Maestrazgo	Tractores industriales	5	18
2015	30	Maestrazgo	Turismos	1	1701
2015	31	Sierra de Albarracín	Autobuses	4	2
2015	31	Sierra de Albarracín	Camiones y furgonetas	3	1191
2015	31	Sierra de Albarracín	Ciclomotores	7	228
2015	31	Sierra de Albarracín	Motocicletas	2	196
2015	31	Sierra de Albarracín	Otros vehículos	6	205
2015	31	Sierra de Albarracín	Tractores industriales	5	11
2015	31	Sierra de Albarracín	Turismos	1	2291
2015	32	Gúdar-Javalambre	Autobuses	4	2
2015	32	Gúdar-Javalambre	Camiones y furgonetas	3	2165
2015	32	Gúdar-Javalambre	Ciclomotores	7	410
2015	32	Gúdar-Javalambre	Motocicletas	2	281
2015	32	Gúdar-Javalambre	Otros vehículos	6	587
2015	32	Gúdar-Javalambre	Tractores industriales	5	51
2015	32	Gúdar-Javalambre	Turismos	1	3739
2015	33	Matarraña / Matarranya	Autobuses	4	11
2015	33	Matarraña / Matarranya	Camiones y furgonetas	3	2396
2015	33	Matarraña / Matarranya	Ciclomotores	7	635
