Año	Comarca código	Comarca nombre	Tipo de vehículo	Tipo de vehículo (orden)	Cantidad
2000	01	La Jacetania	Autobuses	4	44
2000	01	La Jacetania	Camiones y furgonetas	3	2133
2000	01	La Jacetania	Motocicletas	2	462
2000	01	La Jacetania	Otros vehículos	6	252
2000	01	La Jacetania	Tractores industriales	5	49
2000	01	La Jacetania	Turismos	1	6794
2000	02	Alto Gállego	Autobuses	4	5
2000	02	Alto Gállego	Camiones y furgonetas	3	1662
2000	02	Alto Gállego	Motocicletas	2	331
2000	02	Alto Gállego	Otros vehículos	6	247
2000	02	Alto Gállego	Tractores industriales	5	103
2000	02	Alto Gállego	Turismos	1	5142
2000	03	Sobrarbe	Autobuses	4	9
2000	03	Sobrarbe	Camiones y furgonetas	3	1319
2000	03	Sobrarbe	Motocicletas	2	167
2000	03	Sobrarbe	Otros vehículos	6	160
2000	03	Sobrarbe	Tractores industriales	5	11
2000	03	Sobrarbe	Turismos	1	2759
2000	04	La Ribagorza	Autobuses	4	11
2000	04	La Ribagorza	Camiones y furgonetas	3	2281
2000	04	La Ribagorza	Motocicletas	2	387
2000	04	La Ribagorza	Otros vehículos	6	316
2000	04	La Ribagorza	Tractores industriales	5	63
2000	04	La Ribagorza	Turismos	1	4710
2000	05	Cinco Villas	Autobuses	4	36
2000	05	Cinco Villas	Camiones y furgonetas	3	4094
2000	05	Cinco Villas	Motocicletas	2	565
2000	05	Cinco Villas	Otros vehículos	6	656
2000	05	Cinco Villas	Tractores industriales	5	258
2000	05	Cinco Villas	Turismos	1	12166
2000	06	Hoya de Huesca / Plana de Uesca	Autobuses	4	138
2000	06	Hoya de Huesca / Plana de Uesca	Camiones y furgonetas	3	6338
2000	06	Hoya de Huesca / Plana de Uesca	Motocicletas	2	1703
2000	06	Hoya de Huesca / Plana de Uesca	Otros vehículos	6	802
2000	06	Hoya de Huesca / Plana de Uesca	Tractores industriales	5	215
2000	06	Hoya de Huesca / Plana de Uesca	Turismos	1	27030
2000	07	Somontano de Barbastro	Autobuses	4	37
2000	07	Somontano de Barbastro	Camiones y furgonetas	3	2993
2000	07	Somontano de Barbastro	Motocicletas	2	957
2000	07	Somontano de Barbastro	Otros vehículos	6	417
2000	07	Somontano de Barbastro	Tractores industriales	5	122
2000	07	Somontano de Barbastro	Turismos	1	9799
2000	08	Cinca Medio	Autobuses	4	20
2000	08	Cinca Medio	Camiones y furgonetas	3	2666
2000	08	Cinca Medio	Motocicletas	2	546
2000	08	Cinca Medio	Otros vehículos	6	560
2000	08	Cinca Medio	Tractores industriales	5	253
2000	08	Cinca Medio	Turismos	1	9154
2000	09	La Litera / La Llitera	Autobuses	4	17
2000	09	La Litera / La Llitera	Camiones y furgonetas	3	2797
2000	09	La Litera / La Llitera	Motocicletas	2	565
2000	09	La Litera / La Llitera	Otros vehículos	6	339
2000	09	La Litera / La Llitera	Tractores industriales	5	119
2000	09	La Litera / La Llitera	Turismos	1	8077
2000	10	Los Monegros	Autobuses	4	2
2000	10	Los Monegros	Camiones y furgonetas	3	2780
2000	10	Los Monegros	Motocicletas	2	556
2000	10	Los Monegros	Otros vehículos	6	531
2000	10	Los Monegros	Tractores industriales	5	209
2000	10	Los Monegros	Turismos	1	8804
2000	11	Bajo Cinca / Baix Cinca	Autobuses	4	12
2000	11	Bajo Cinca / Baix Cinca	Camiones y furgonetas	3	3732
2000	11	Bajo Cinca / Baix Cinca	Motocicletas	2	994
2000	11	Bajo Cinca / Baix Cinca	Otros vehículos	6	434
2000	11	Bajo Cinca / Baix Cinca	Tractores industriales	5	208
2000	11	Bajo Cinca / Baix Cinca	Turismos	1	8509
2000	12	Tarazona y el Moncayo	Autobuses	4	53
2000	12	Tarazona y el Moncayo	Camiones y furgonetas	3	1417
2000	12	Tarazona y el Moncayo	Motocicletas	2	369
2000	12	Tarazona y el Moncayo	Otros vehículos	6	170
2000	12	Tarazona y el Moncayo	Tractores industriales	5	67
2000	12	Tarazona y el Moncayo	Turismos	1	5173
2000	13	Campo de Borja	Autobuses	4	11
2000	13	Campo de Borja	Camiones y furgonetas	3	1603
2000	13	Campo de Borja	Motocicletas	2	359
2000	13	Campo de Borja	Otros vehículos	6	146
2000	13	Campo de Borja	Tractores industriales	5	31
2000	13	Campo de Borja	Turismos	1	5060
2000	14	Aranda	Autobuses	4	13
2000	14	Aranda	Camiones y furgonetas	3	1190
2000	14	Aranda	Motocicletas	2	169
2000	14	Aranda	Otros vehículos	6	71
2000	14	Aranda	Tractores industriales	5	10
2000	14	Aranda	Turismos	1	2569
2000	15	Ribera Alta del Ebro	Autobuses	4	8
2000	15	Ribera Alta del Ebro	Camiones y furgonetas	3	2746
2000	15	Ribera Alta del Ebro	Motocicletas	2	538
2000	15	Ribera Alta del Ebro	Otros vehículos	6	676
2000	15	Ribera Alta del Ebro	Tractores industriales	5	251
2000	15	Ribera Alta del Ebro	Turismos	1	10323
2000	16	Valdejalón	Autobuses	4	1
2000	16	Valdejalón	Camiones y furgonetas	3	2818
2000	16	Valdejalón	Motocicletas	2	480
2000	16	Valdejalón	Otros vehículos	6	246
2000	16	Valdejalón	Tractores industriales	5	69
2000	16	Valdejalón	Turismos	1	8708
2000	17	Central	Autobuses	4	894
2000	17	Central	Camiones y furgonetas	3	43798
2000	17	Central	Motocicletas	2	16014
2000	17	Central	Otros vehículos	6	6188
2000	17	Central	Tractores industriales	5	2106
2000	17	Central	Turismos	1	243496
2000	18	Ribera Baja del Ebro	Autobuses	4	1
2000	18	Ribera Baja del Ebro	Camiones y furgonetas	3	1049
2000	18	Ribera Baja del Ebro	Motocicletas	2	309
2000	18	Ribera Baja del Ebro	Otros vehículos	6	184
2000	18	Ribera Baja del Ebro	Tractores industriales	5	37
2000	18	Ribera Baja del Ebro	Turismos	1	3590
2000	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Autobuses	4	18
2000	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Camiones y furgonetas	3	2030
2000	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Motocicletas	2	407
2000	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Otros vehículos	6	164
2000	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Tractores industriales	5	21
2000	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Turismos	1	4429
2000	20	Comunidad de Calatayud	Autobuses	4	34
2000	20	Comunidad de Calatayud	Camiones y furgonetas	3	4745
2000	20	Comunidad de Calatayud	Motocicletas	2	708
2000	20	Comunidad de Calatayud	Otros vehículos	6	561
2000	20	Comunidad de Calatayud	Tractores industriales	5	263
2000	20	Comunidad de Calatayud	Turismos	1	13077
2000	21	Campo de Cariñena	Autobuses	4	0
2000	21	Campo de Cariñena	Camiones y furgonetas	3	1322
2000	21	Campo de Cariñena	Motocicletas	2	229
2000	21	Campo de Cariñena	Otros vehículos	6	106
2000	21	Campo de Cariñena	Tractores industriales	5	25
2000	21	Campo de Cariñena	Turismos	1	3772
2000	22	Campo de Belchite	Autobuses	4	6
2000	22	Campo de Belchite	Camiones y furgonetas	3	631
2000	22	Campo de Belchite	Motocicletas	2	96
2000	22	Campo de Belchite	Otros vehículos	6	45
2000	22	Campo de Belchite	Tractores industriales	5	17
2000	22	Campo de Belchite	Turismos	1	1828
2000	23	Bajo Martín	Autobuses	4	4
2000	23	Bajo Martín	Camiones y furgonetas	3	930
2000	23	Bajo Martín	Motocicletas	2	181
2000	23	Bajo Martín	Otros vehículos	6	208
2000	23	Bajo Martín	Tractores industriales	5	67
2000	23	Bajo Martín	Turismos	1	2414
2000	24	Campo de Daroca	Autobuses	4	0
2000	24	Campo de Daroca	Camiones y furgonetas	3	840
2000	24	Campo de Daroca	Motocicletas	2	155
2000	24	Campo de Daroca	Otros vehículos	6	69
2000	24	Campo de Daroca	Tractores industriales	5	24
2000	24	Campo de Daroca	Turismos	1	2594
2000	25	Jiloca	Autobuses	4	3
2000	25	Jiloca	Camiones y furgonetas	3	1669
2000	25	Jiloca	Motocicletas	2	234
2000	25	Jiloca	Otros vehículos	6	213
2000	25	Jiloca	Tractores industriales	5	73
2000	25	Jiloca	Turismos	1	4800
2000	26	Cuencas Mineras	Autobuses	4	14
2000	26	Cuencas Mineras	Camiones y furgonetas	3	981
2000	26	Cuencas Mineras	Motocicletas	2	208
2000	26	Cuencas Mineras	Otros vehículos	6	158
2000	26	Cuencas Mineras	Tractores industriales	5	67
2000	26	Cuencas Mineras	Turismos	1	3510
2000	27	Andorra-Sierra de Arcos	Autobuses	4	19
2000	27	Andorra-Sierra de Arcos	Camiones y furgonetas	3	1463
2000	27	Andorra-Sierra de Arcos	Motocicletas	2	268
2000	27	Andorra-Sierra de Arcos	Otros vehículos	6	290
2000	27	Andorra-Sierra de Arcos	Tractores industriales	5	175
2000	27	Andorra-Sierra de Arcos	Turismos	1	4334
2000	28	Bajo Aragón	Autobuses	4	19
2000	28	Bajo Aragón	Camiones y furgonetas	3	3695
2000	28	Bajo Aragón	Motocicletas	2	691
2000	28	Bajo Aragón	Otros vehículos	6	483
2000	28	Bajo Aragón	Tractores industriales	5	197
2000	28	Bajo Aragón	Turismos	1	9981
2000	29	Comunidad de Teruel	Autobuses	4	67
2000	29	Comunidad de Teruel	Camiones y furgonetas	3	4909
2000	29	Comunidad de Teruel	Motocicletas	2	1304
2000	29	Comunidad de Teruel	Otros vehículos	6	623
2000	29	Comunidad de Teruel	Tractores industriales	5	294
2000	29	Comunidad de Teruel	Turismos	1	18315
2000	30	Maestrazgo	Autobuses	4	0
2000	30	Maestrazgo	Camiones y furgonetas	3	793
2000	30	Maestrazgo	Motocicletas	2	90
2000	30	Maestrazgo	Otros vehículos	6	70
2000	30	Maestrazgo	Tractores industriales	5	14
2000	30	Maestrazgo	Turismos	1	1197
2000	31	Sierra de Albarracín	Autobuses	4	1
2000	31	Sierra de Albarracín	Camiones y furgonetas	3	802
2000	31	Sierra de Albarracín	Motocicletas	2	100
2000	31	Sierra de Albarracín	Otros vehículos	6	47
2000	31	Sierra de Albarracín	Tractores industriales	5	2
2000	31	Sierra de Albarracín	Turismos	1	1493
2000	32	Gúdar-Javalambre	Autobuses	4	4
2000	32	Gúdar-Javalambre	Camiones y furgonetas	3	1477
2000	32	Gúdar-Javalambre	Motocicletas	2	179
2000	32	Gúdar-Javalambre	Otros vehículos	6	223
2000	32	Gúdar-Javalambre	Tractores industriales	5	64
2000	32	Gúdar-Javalambre	Turismos	1	2358
2000	33	Matarraña / Matarranya	Autobuses	4	0
2000	33	Matarraña / Matarranya	Camiones y furgonetas	3	1817
2000	33	Matarraña / Matarranya	Motocicletas	2	208
2000	33	Matarraña / Matarranya	Otros vehículos	6	97
2000	33	Matarraña / Matarranya	Tractores industriales	5	25
2000	33	Matarraña / Matarranya	Turismos	1	2855
2000	99	Sin clasificar	Autobuses	4	0
2000	99	Sin clasificar	Camiones y furgonetas	3	23
2000	99	Sin clasificar	Motocicletas	2	4
2000	99	Sin clasificar	Otros vehículos	6	1
2000	99	Sin clasificar	Tractores industriales	5	0
2000	99	Sin clasificar	Turismos	1	42
2001	01	La Jacetania	Autobuses	4	45
2001	01	La Jacetania	Camiones y furgonetas	3	2266
2001	01	La Jacetania	Motocicletas	2	476
2001	01	La Jacetania	Otros vehículos	6	266
2001	01	La Jacetania	Tractores industriales	5	51
2001	01	La Jacetania	Turismos	1	6951
2001	02	Alto Gállego	Autobuses	4	6
2001	02	Alto Gállego	Camiones y furgonetas	3	1725
2001	02	Alto Gállego	Motocicletas	2	343
2001	02	Alto Gállego	Otros vehículos	6	271
2001	02	Alto Gállego	Tractores industriales	5	105
2001	02	Alto Gállego	Turismos	1	5350
2001	03	Sobrarbe	Autobuses	4	10
2001	03	Sobrarbe	Camiones y furgonetas	3	1410
2001	03	Sobrarbe	Motocicletas	2	179
2001	03	Sobrarbe	Otros vehículos	6	171
2001	03	Sobrarbe	Tractores industriales	5	12
2001	03	Sobrarbe	Turismos	1	2882
2001	04	La Ribagorza	Autobuses	4	12
2001	04	La Ribagorza	Camiones y furgonetas	3	2417
2001	04	La Ribagorza	Motocicletas	2	389
2001	04	La Ribagorza	Otros vehículos	6	356
2001	04	La Ribagorza	Tractores industriales	5	74
2001	04	La Ribagorza	Turismos	1	4884
2001	05	Cinco Villas	Autobuses	4	37
2001	05	Cinco Villas	Camiones y furgonetas	3	4232
2001	05	Cinco Villas	Motocicletas	2	597
2001	05	Cinco Villas	Otros vehículos	6	717
2001	05	Cinco Villas	Tractores industriales	5	268
2001	05	Cinco Villas	Turismos	1	12552
2001	06	Hoya de Huesca / Plana de Uesca	Autobuses	4	147
2001	06	Hoya de Huesca / Plana de Uesca	Camiones y furgonetas	3	6623
2001	06	Hoya de Huesca / Plana de Uesca	Motocicletas	2	1736
2001	06	Hoya de Huesca / Plana de Uesca	Otros vehículos	6	906
2001	06	Hoya de Huesca / Plana de Uesca	Tractores industriales	5	231
2001	06	Hoya de Huesca / Plana de Uesca	Turismos	1	27819
2001	07	Somontano de Barbastro	Autobuses	4	39
2001	07	Somontano de Barbastro	Camiones y furgonetas	3	3121
2001	07	Somontano de Barbastro	Motocicletas	2	970
2001	07	Somontano de Barbastro	Otros vehículos	6	443
2001	07	Somontano de Barbastro	Tractores industriales	5	130
2001	07	Somontano de Barbastro	Turismos	1	10130
2001	08	Cinca Medio	Autobuses	4	19
2001	08	Cinca Medio	Camiones y furgonetas	3	2785
2001	08	Cinca Medio	Motocicletas	2	578
2001	08	Cinca Medio	Otros vehículos	6	614
2001	08	Cinca Medio	Tractores industriales	5	262
2001	08	Cinca Medio	Turismos	1	9430
2001	09	La Litera / La Llitera	Autobuses	4	18
2001	09	La Litera / La Llitera	Camiones y furgonetas	3	2893
2001	09	La Litera / La Llitera	Motocicletas	2	581
2001	09	La Litera / La Llitera	Otros vehículos	6	384
2001	09	La Litera / La Llitera	Tractores industriales	5	137
2001	09	La Litera / La Llitera	Turismos	1	8384
2001	10	Los Monegros	Autobuses	4	2
2001	10	Los Monegros	Camiones y furgonetas	3	2902
2001	10	Los Monegros	Motocicletas	2	562
2001	10	Los Monegros	Otros vehículos	6	647
2001	10	Los Monegros	Tractores industriales	5	219
2001	10	Los Monegros	Turismos	1	9090
2001	11	Bajo Cinca / Baix Cinca	Autobuses	4	14
2001	11	Bajo Cinca / Baix Cinca	Camiones y furgonetas	3	3856
2001	11	Bajo Cinca / Baix Cinca	Motocicletas	2	1014
2001	11	Bajo Cinca / Baix Cinca	Otros vehículos	6	499
2001	11	Bajo Cinca / Baix Cinca	Tractores industriales	5	230
2001	11	Bajo Cinca / Baix Cinca	Turismos	1	8833
2001	12	Tarazona y el Moncayo	Autobuses	4	53
2001	12	Tarazona y el Moncayo	Camiones y furgonetas	3	1476
2001	12	Tarazona y el Moncayo	Motocicletas	2	380
2001	12	Tarazona y el Moncayo	Otros vehículos	6	181
2001	12	Tarazona y el Moncayo	Tractores industriales	5	67
2001	12	Tarazona y el Moncayo	Turismos	1	5390
2001	13	Campo de Borja	Autobuses	4	12
2001	13	Campo de Borja	Camiones y furgonetas	3	1671
2001	13	Campo de Borja	Motocicletas	2	371
2001	13	Campo de Borja	Otros vehículos	6	172
2001	13	Campo de Borja	Tractores industriales	5	37
2001	13	Campo de Borja	Turismos	1	5291
2001	14	Aranda	Autobuses	4	13
2001	14	Aranda	Camiones y furgonetas	3	1207
2001	14	Aranda	Motocicletas	2	159
2001	14	Aranda	Otros vehículos	6	78
2001	14	Aranda	Tractores industriales	5	11
2001	14	Aranda	Turismos	1	2662
2001	15	Ribera Alta del Ebro	Autobuses	4	7
2001	15	Ribera Alta del Ebro	Camiones y furgonetas	3	2771
2001	15	Ribera Alta del Ebro	Motocicletas	2	553
2001	15	Ribera Alta del Ebro	Otros vehículos	6	764
2001	15	Ribera Alta del Ebro	Tractores industriales	5	280
2001	15	Ribera Alta del Ebro	Turismos	1	10757
2001	16	Valdejalón	Autobuses	4	1
2001	16	Valdejalón	Camiones y furgonetas	3	2973
2001	16	Valdejalón	Motocicletas	2	487
2001	16	Valdejalón	Otros vehículos	6	275
2001	16	Valdejalón	Tractores industriales	5	78
2001	16	Valdejalón	Turismos	1	9168
2001	17	Central	Autobuses	4	879
2001	17	Central	Camiones y furgonetas	3	45353
2001	17	Central	Motocicletas	2	16484
2001	17	Central	Otros vehículos	6	6859
2001	17	Central	Tractores industriales	5	2239
2001	17	Central	Turismos	1	249178
2001	18	Ribera Baja del Ebro	Autobuses	4	0
2001	18	Ribera Baja del Ebro	Camiones y furgonetas	3	1072
2001	18	Ribera Baja del Ebro	Motocicletas	2	317
2001	18	Ribera Baja del Ebro	Otros vehículos	6	195
2001	18	Ribera Baja del Ebro	Tractores industriales	5	41
2001	18	Ribera Baja del Ebro	Turismos	1	3703
2001	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Autobuses	4	19
2001	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Camiones y furgonetas	3	2089
2001	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Motocicletas	2	400
2001	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Otros vehículos	6	185
2001	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Tractores industriales	5	45
2001	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Turismos	1	4616
2001	20	Comunidad de Calatayud	Autobuses	4	34
2001	20	Comunidad de Calatayud	Camiones y furgonetas	3	4876
2001	20	Comunidad de Calatayud	Motocicletas	2	716
2001	20	Comunidad de Calatayud	Otros vehículos	6	618
2001	20	Comunidad de Calatayud	Tractores industriales	5	283
2001	20	Comunidad de Calatayud	Turismos	1	13481
2001	21	Campo de Cariñena	Autobuses	4	0
2001	21	Campo de Cariñena	Camiones y furgonetas	3	1375
2001	21	Campo de Cariñena	Motocicletas	2	233
2001	21	Campo de Cariñena	Otros vehículos	6	125
2001	21	Campo de Cariñena	Tractores industriales	5	29
2001	21	Campo de Cariñena	Turismos	1	3956
2001	22	Campo de Belchite	Autobuses	4	7
2001	22	Campo de Belchite	Camiones y furgonetas	3	651
2001	22	Campo de Belchite	Motocicletas	2	97
2001	22	Campo de Belchite	Otros vehículos	6	52
2001	22	Campo de Belchite	Tractores industriales	5	18
2001	22	Campo de Belchite	Turismos	1	1891
2001	23	Bajo Martín	Autobuses	4	4
2001	23	Bajo Martín	Camiones y furgonetas	3	989
2001	23	Bajo Martín	Motocicletas	2	194
2001	23	Bajo Martín	Otros vehículos	6	256
2001	23	Bajo Martín	Tractores industriales	5	79
2001	23	Bajo Martín	Turismos	1	2513
2001	24	Campo de Daroca	Autobuses	4	0
2001	24	Campo de Daroca	Camiones y furgonetas	3	859
2001	24	Campo de Daroca	Motocicletas	2	154
2001	24	Campo de Daroca	Otros vehículos	6	79
2001	24	Campo de Daroca	Tractores industriales	5	27
2001	24	Campo de Daroca	Turismos	1	2659
2001	25	Jiloca	Autobuses	4	4
2001	25	Jiloca	Camiones y furgonetas	3	1751
2001	25	Jiloca	Motocicletas	2	241
2001	25	Jiloca	Otros vehículos	6	240
2001	25	Jiloca	Tractores industriales	5	78
2001	25	Jiloca	Turismos	1	5003
2001	26	Cuencas Mineras	Autobuses	4	14
2001	26	Cuencas Mineras	Camiones y furgonetas	3	1035
2001	26	Cuencas Mineras	Motocicletas	2	218
2001	26	Cuencas Mineras	Otros vehículos	6	171
2001	26	Cuencas Mineras	Tractores industriales	5	72
2001	26	Cuencas Mineras	Turismos	1	3626
2001	27	Andorra-Sierra de Arcos	Autobuses	4	20
2001	27	Andorra-Sierra de Arcos	Camiones y furgonetas	3	1490
2001	27	Andorra-Sierra de Arcos	Motocicletas	2	271
2001	27	Andorra-Sierra de Arcos	Otros vehículos	6	298
2001	27	Andorra-Sierra de Arcos	Tractores industriales	5	188
2001	27	Andorra-Sierra de Arcos	Turismos	1	4482
2001	28	Bajo Aragón	Autobuses	4	20
2001	28	Bajo Aragón	Camiones y furgonetas	3	3871
2001	28	Bajo Aragón	Motocicletas	2	710
2001	28	Bajo Aragón	Otros vehículos	6	528
2001	28	Bajo Aragón	Tractores industriales	5	201
2001	28	Bajo Aragón	Turismos	1	10441
2001	29	Comunidad de Teruel	Autobuses	4	69
2001	29	Comunidad de Teruel	Camiones y furgonetas	3	5126
2001	29	Comunidad de Teruel	Motocicletas	2	1333
2001	29	Comunidad de Teruel	Otros vehículos	6	701
2001	29	Comunidad de Teruel	Tractores industriales	5	344
2001	29	Comunidad de Teruel	Turismos	1	18865
2001	30	Maestrazgo	Autobuses	4	0
2001	30	Maestrazgo	Camiones y furgonetas	3	813
2001	30	Maestrazgo	Motocicletas	2	86
2001	30	Maestrazgo	Otros vehículos	6	81
2001	30	Maestrazgo	Tractores industriales	5	15
2001	30	Maestrazgo	Turismos	1	1255
2001	31	Sierra de Albarracín	Autobuses	4	2
2001	31	Sierra de Albarracín	Camiones y furgonetas	3	843
2001	31	Sierra de Albarracín	Motocicletas	2	100
2001	31	Sierra de Albarracín	Otros vehículos	6	56
2001	31	Sierra de Albarracín	Tractores industriales	5	3
2001	31	Sierra de Albarracín	Turismos	1	1580
2001	32	Gúdar-Javalambre	Autobuses	4	3
2001	32	Gúdar-Javalambre	Camiones y furgonetas	3	1552
2001	32	Gúdar-Javalambre	Motocicletas	2	188
2001	32	Gúdar-Javalambre	Otros vehículos	6	249
2001	32	Gúdar-Javalambre	Tractores industriales	5	70
2001	32	Gúdar-Javalambre	Turismos	1	2463
2001	33	Matarraña / Matarranya	Autobuses	4	0
2001	33	Matarraña / Matarranya	Camiones y furgonetas	3	1902
2001	33	Matarraña / Matarranya	Motocicletas	2	218
2001	33	Matarraña / Matarranya	Otros vehículos	6	113
2001	33	Matarraña / Matarranya	Tractores industriales	5	29
2001	33	Matarraña / Matarranya	Turismos	1	3001
2001	99	Sin clasificar	Autobuses	4	0
2001	99	Sin clasificar	Camiones y furgonetas	3	41
2001	99	Sin clasificar	Motocicletas	2	10
2001	99	Sin clasificar	Otros vehículos	6	1
2001	99	Sin clasificar	Tractores industriales	5	0
2001	99	Sin clasificar	Turismos	1	78
2002	01	La Jacetania	Autobuses	4	45
2002	01	La Jacetania	Camiones y furgonetas	3	2384
2002	01	La Jacetania	Motocicletas	2	496
2002	01	La Jacetania	Otros vehículos	6	296
2002	01	La Jacetania	Tractores industriales	5	51
2002	01	La Jacetania	Turismos	1	7147
2002	02	Alto Gállego	Autobuses	4	6
2002	02	Alto Gállego	Camiones y furgonetas	3	1805
2002	02	Alto Gállego	Motocicletas	2	361
2002	02	Alto Gállego	Otros vehículos	6	304
2002	02	Alto Gállego	Tractores industriales	5	112
2002	02	Alto Gállego	Turismos	1	5469
2002	03	Sobrarbe	Autobuses	4	10
2002	03	Sobrarbe	Camiones y furgonetas	3	1506
2002	03	Sobrarbe	Motocicletas	2	182
2002	03	Sobrarbe	Otros vehículos	6	209
2002	03	Sobrarbe	Tractores industriales	5	11
2002	03	Sobrarbe	Turismos	1	3011
2002	04	La Ribagorza	Autobuses	4	10
2002	04	La Ribagorza	Camiones y furgonetas	3	2507
2002	04	La Ribagorza	Motocicletas	2	403
2002	04	La Ribagorza	Otros vehículos	6	363
2002	04	La Ribagorza	Tractores industriales	5	72
2002	04	La Ribagorza	Turismos	1	5095
2002	05	Cinco Villas	Autobuses	4	38
2002	05	Cinco Villas	Camiones y furgonetas	3	4388
2002	05	Cinco Villas	Motocicletas	2	598
2002	05	Cinco Villas	Otros vehículos	6	798
2002	05	Cinco Villas	Tractores industriales	5	303
2002	05	Cinco Villas	Turismos	1	12900
2002	06	Hoya de Huesca / Plana de Uesca	Autobuses	4	152
2002	06	Hoya de Huesca / Plana de Uesca	Camiones y furgonetas	3	6967
2002	06	Hoya de Huesca / Plana de Uesca	Motocicletas	2	1797
2002	06	Hoya de Huesca / Plana de Uesca	Otros vehículos	6	999
2002	06	Hoya de Huesca / Plana de Uesca	Tractores industriales	5	251
2002	06	Hoya de Huesca / Plana de Uesca	Turismos	1	28445
2002	07	Somontano de Barbastro	Autobuses	4	44
2002	07	Somontano de Barbastro	Camiones y furgonetas	3	3227
2002	07	Somontano de Barbastro	Motocicletas	2	974
2002	07	Somontano de Barbastro	Otros vehículos	6	480
2002	07	Somontano de Barbastro	Tractores industriales	5	136
2002	07	Somontano de Barbastro	Turismos	1	10271
2002	08	Cinca Medio	Autobuses	4	16
2002	08	Cinca Medio	Camiones y furgonetas	3	2853
2002	08	Cinca Medio	Motocicletas	2	592
2002	08	Cinca Medio	Otros vehículos	6	670
2002	08	Cinca Medio	Tractores industriales	5	271
2002	08	Cinca Medio	Turismos	1	9682
2002	09	La Litera / La Llitera	Autobuses	4	18
2002	09	La Litera / La Llitera	Camiones y furgonetas	3	2981
2002	09	La Litera / La Llitera	Motocicletas	2	611
2002	09	La Litera / La Llitera	Otros vehículos	6	450
2002	09	La Litera / La Llitera	Tractores industriales	5	144
2002	09	La Litera / La Llitera	Turismos	1	8612
2002	10	Los Monegros	Autobuses	4	2
2002	10	Los Monegros	Camiones y furgonetas	3	3022
2002	10	Los Monegros	Motocicletas	2	564
2002	10	Los Monegros	Otros vehículos	6	748
2002	10	Los Monegros	Tractores industriales	5	225
2002	10	Los Monegros	Turismos	1	9357
2002	11	Bajo Cinca / Baix Cinca	Autobuses	4	15
2002	11	Bajo Cinca / Baix Cinca	Camiones y furgonetas	3	3944
2002	11	Bajo Cinca / Baix Cinca	Motocicletas	2	1041
2002	11	Bajo Cinca / Baix Cinca	Otros vehículos	6	550
2002	11	Bajo Cinca / Baix Cinca	Tractores industriales	5	250
2002	11	Bajo Cinca / Baix Cinca	Turismos	1	9115
2002	12	Tarazona y el Moncayo	Autobuses	4	56
2002	12	Tarazona y el Moncayo	Camiones y furgonetas	3	1544
2002	12	Tarazona y el Moncayo	Motocicletas	2	387
2002	12	Tarazona y el Moncayo	Otros vehículos	6	193
2002	12	Tarazona y el Moncayo	Tractores industriales	5	74
2002	12	Tarazona y el Moncayo	Turismos	1	5540
2002	13	Campo de Borja	Autobuses	4	12
2002	13	Campo de Borja	Camiones y furgonetas	3	1705
2002	13	Campo de Borja	Motocicletas	2	387
2002	13	Campo de Borja	Otros vehículos	6	205
2002	13	Campo de Borja	Tractores industriales	5	44
2002	13	Campo de Borja	Turismos	1	5503
2002	14	Aranda	Autobuses	4	14
2002	14	Aranda	Camiones y furgonetas	3	1241
2002	14	Aranda	Motocicletas	2	159
2002	14	Aranda	Otros vehículos	6	86
2002	14	Aranda	Tractores industriales	5	12
2002	14	Aranda	Turismos	1	2709
2002	15	Ribera Alta del Ebro	Autobuses	4	7
2002	15	Ribera Alta del Ebro	Camiones y furgonetas	3	2897
2002	15	Ribera Alta del Ebro	Motocicletas	2	591
2002	15	Ribera Alta del Ebro	Otros vehículos	6	933
2002	15	Ribera Alta del Ebro	Tractores industriales	5	314
2002	15	Ribera Alta del Ebro	Turismos	1	11073
2002	16	Valdejalón	Autobuses	4	3
2002	16	Valdejalón	Camiones y furgonetas	3	3150
2002	16	Valdejalón	Motocicletas	2	483
2002	16	Valdejalón	Otros vehículos	6	302
2002	16	Valdejalón	Tractores industriales	5	106
2002	16	Valdejalón	Turismos	1	9683
2002	17	Central	Autobuses	4	924
2002	17	Central	Camiones y furgonetas	3	46512
2002	17	Central	Motocicletas	2	16961
2002	17	Central	Otros vehículos	6	7633
2002	17	Central	Tractores industriales	5	2349
2002	17	Central	Turismos	1	254241
2002	18	Ribera Baja del Ebro	Autobuses	4	0
2002	18	Ribera Baja del Ebro	Camiones y furgonetas	3	1114
2002	18	Ribera Baja del Ebro	Motocicletas	2	318
2002	18	Ribera Baja del Ebro	Otros vehículos	6	212
2002	18	Ribera Baja del Ebro	Tractores industriales	5	50
2002	18	Ribera Baja del Ebro	Turismos	1	3822
