Año	Municipio código	Municipio nombre	Tipo de vehículo	Tipo de vehículo (orden)	Cantidad
2014	50260	Torrelapaja	Motocicletas	2	0
2014	50260	Torrelapaja	Otros vehículos	6	2
2014	50260	Torrelapaja	Tractores industriales	5	0
2014	50260	Torrelapaja	Turismos	1	23
2014	50261	Torrellas	Autobuses	4	0
2014	50261	Torrellas	Camiones y furgonetas	3	40
2014	50261	Torrellas	Ciclomotores	7	14
2014	50261	Torrellas	Motocicletas	2	13
2014	50261	Torrellas	Otros vehículos	6	6
2014	50261	Torrellas	Tractores industriales	5	1
2014	50261	Torrellas	Turismos	1	151
2014	50262	Torres de Berrellén	Autobuses	4	0
2014	50262	Torres de Berrellén	Camiones y furgonetas	3	183
2014	50262	Torres de Berrellén	Ciclomotores	7	108
2014	50262	Torres de Berrellén	Motocicletas	2	77
2014	50262	Torres de Berrellén	Otros vehículos	6	34
2014	50262	Torres de Berrellén	Tractores industriales	5	8
2014	50262	Torres de Berrellén	Turismos	1	752
2014	50263	Torrijo de la Cañada	Autobuses	4	0
2014	50263	Torrijo de la Cañada	Camiones y furgonetas	3	71
2014	50263	Torrijo de la Cañada	Ciclomotores	7	19
2014	50263	Torrijo de la Cañada	Motocicletas	2	11
2014	50263	Torrijo de la Cañada	Otros vehículos	6	11
2014	50263	Torrijo de la Cañada	Tractores industriales	5	0
2014	50263	Torrijo de la Cañada	Turismos	1	103
2014	50264	Tosos	Autobuses	4	0
2014	50264	Tosos	Camiones y furgonetas	3	28
2014	50264	Tosos	Ciclomotores	7	15
2014	50264	Tosos	Motocicletas	2	12
2014	50264	Tosos	Otros vehículos	6	8
2014	50264	Tosos	Tractores industriales	5	0
2014	50264	Tosos	Turismos	1	90
2014	50265	Trasmoz	Autobuses	4	0
2014	50265	Trasmoz	Camiones y furgonetas	3	18
2014	50265	Trasmoz	Ciclomotores	7	5
2014	50265	Trasmoz	Motocicletas	2	3
2014	50265	Trasmoz	Otros vehículos	6	57
2014	50265	Trasmoz	Tractores industriales	5	41
2014	50265	Trasmoz	Turismos	1	34
2014	50266	Trasobares	Autobuses	4	6
2014	50266	Trasobares	Camiones y furgonetas	3	43
2014	50266	Trasobares	Ciclomotores	7	8
2014	50266	Trasobares	Motocicletas	2	4
2014	50266	Trasobares	Otros vehículos	6	1
2014	50266	Trasobares	Tractores industriales	5	0
2014	50266	Trasobares	Turismos	1	45
2014	50267	Uncastillo	Autobuses	4	0
2014	50267	Uncastillo	Camiones y furgonetas	3	134
2014	50267	Uncastillo	Ciclomotores	7	54
2014	50267	Uncastillo	Motocicletas	2	48
2014	50267	Uncastillo	Otros vehículos	6	21
2014	50267	Uncastillo	Tractores industriales	5	0
2014	50267	Uncastillo	Turismos	1	286
2014	50268	Undués de Lerda	Autobuses	4	0
2014	50268	Undués de Lerda	Camiones y furgonetas	3	13
2014	50268	Undués de Lerda	Ciclomotores	7	1
2014	50268	Undués de Lerda	Motocicletas	2	6
2014	50268	Undués de Lerda	Otros vehículos	6	2
2014	50268	Undués de Lerda	Tractores industriales	5	0
2014	50268	Undués de Lerda	Turismos	1	38
2014	50269	Urrea de Jalón	Autobuses	4	0
2014	50269	Urrea de Jalón	Camiones y furgonetas	3	62
2014	50269	Urrea de Jalón	Ciclomotores	7	14
2014	50269	Urrea de Jalón	Motocicletas	2	11
2014	50269	Urrea de Jalón	Otros vehículos	6	15
2014	50269	Urrea de Jalón	Tractores industriales	5	7
2014	50269	Urrea de Jalón	Turismos	1	194
2014	50270	Urriés	Autobuses	4	0
2014	50270	Urriés	Camiones y furgonetas	3	7
2014	50270	Urriés	Ciclomotores	7	1
2014	50270	Urriés	Motocicletas	2	1
2014	50270	Urriés	Otros vehículos	6	0
2014	50270	Urriés	Tractores industriales	5	0
2014	50270	Urriés	Turismos	1	12
2014	50271	Used	Autobuses	4	0
2014	50271	Used	Camiones y furgonetas	3	49
2014	50271	Used	Ciclomotores	7	13
2014	50271	Used	Motocicletas	2	24
2014	50271	Used	Otros vehículos	6	15
2014	50271	Used	Tractores industriales	5	1
2014	50271	Used	Turismos	1	194
2014	50272	Utebo	Autobuses	4	2
2014	50272	Utebo	Camiones y furgonetas	3	1386
2014	50272	Utebo	Ciclomotores	7	555
2014	50272	Utebo	Motocicletas	2	872
2014	50272	Utebo	Otros vehículos	6	387
2014	50272	Utebo	Tractores industriales	5	91
2014	50272	Utebo	Turismos	1	7946
2014	50273	Valdehorna	Autobuses	4	0
2014	50273	Valdehorna	Camiones y furgonetas	3	6
2014	50273	Valdehorna	Ciclomotores	7	0
2014	50273	Valdehorna	Motocicletas	2	0
2014	50273	Valdehorna	Otros vehículos	6	0
2014	50273	Valdehorna	Tractores industriales	5	0
2014	50273	Valdehorna	Turismos	1	29
2014	50274	Val de San Martín	Autobuses	4	0
2014	50274	Val de San Martín	Camiones y furgonetas	3	18
2014	50274	Val de San Martín	Ciclomotores	7	0
2014	50274	Val de San Martín	Motocicletas	2	3
2014	50274	Val de San Martín	Otros vehículos	6	2
2014	50274	Val de San Martín	Tractores industriales	5	0
2014	50274	Val de San Martín	Turismos	1	67
2014	50275	Valmadrid	Autobuses	4	0
2014	50275	Valmadrid	Camiones y furgonetas	3	21
2014	50275	Valmadrid	Ciclomotores	7	5
2014	50275	Valmadrid	Motocicletas	2	12
2014	50275	Valmadrid	Otros vehículos	6	8
2014	50275	Valmadrid	Tractores industriales	5	0
2014	50275	Valmadrid	Turismos	1	51
2014	50276	Valpalmas	Autobuses	4	0
2014	50276	Valpalmas	Camiones y furgonetas	3	19
2014	50276	Valpalmas	Ciclomotores	7	4
2014	50276	Valpalmas	Motocicletas	2	5
2014	50276	Valpalmas	Otros vehículos	6	6
2014	50276	Valpalmas	Tractores industriales	5	0
2014	50276	Valpalmas	Turismos	1	88
2014	50277	Valtorres	Autobuses	4	0
2014	50277	Valtorres	Camiones y furgonetas	3	13
2014	50277	Valtorres	Ciclomotores	7	8
2014	50277	Valtorres	Motocicletas	2	6
2014	50277	Valtorres	Otros vehículos	6	8
2014	50277	Valtorres	Tractores industriales	5	3
2014	50277	Valtorres	Turismos	1	39
2014	50278	Velilla de Ebro	Autobuses	4	0
2014	50278	Velilla de Ebro	Camiones y furgonetas	3	28
2014	50278	Velilla de Ebro	Ciclomotores	7	36
2014	50278	Velilla de Ebro	Motocicletas	2	22
2014	50278	Velilla de Ebro	Otros vehículos	6	14
2014	50278	Velilla de Ebro	Tractores industriales	5	0
2014	50278	Velilla de Ebro	Turismos	1	139
2014	50279	Velilla de Jiloca	Autobuses	4	0
2014	50279	Velilla de Jiloca	Camiones y furgonetas	3	13
2014	50279	Velilla de Jiloca	Ciclomotores	7	8
2014	50279	Velilla de Jiloca	Motocicletas	2	4
2014	50279	Velilla de Jiloca	Otros vehículos	6	2
2014	50279	Velilla de Jiloca	Tractores industriales	5	0
2014	50279	Velilla de Jiloca	Turismos	1	53
2014	50280	Vera de Moncayo	Autobuses	4	0
2014	50280	Vera de Moncayo	Camiones y furgonetas	3	93
2014	50280	Vera de Moncayo	Ciclomotores	7	26
2014	50280	Vera de Moncayo	Motocicletas	2	24
2014	50280	Vera de Moncayo	Otros vehículos	6	140
2014	50280	Vera de Moncayo	Tractores industriales	5	29
2014	50280	Vera de Moncayo	Turismos	1	227
2014	50281	Vierlas	Autobuses	4	0
2014	50281	Vierlas	Camiones y furgonetas	3	8
2014	50281	Vierlas	Ciclomotores	7	10
2014	50281	Vierlas	Motocicletas	2	6
2014	50281	Vierlas	Otros vehículos	6	0
2014	50281	Vierlas	Tractores industriales	5	0
2014	50281	Vierlas	Turismos	1	60
2014	50282	Vilueña (La)	Autobuses	4	0
2014	50282	Vilueña (La)	Camiones y furgonetas	3	15
2014	50282	Vilueña (La)	Ciclomotores	7	2
2014	50282	Vilueña (La)	Motocicletas	2	8
2014	50282	Vilueña (La)	Otros vehículos	6	1
2014	50282	Vilueña (La)	Tractores industriales	5	0
2014	50282	Vilueña (La)	Turismos	1	51
2014	50283	Villadoz	Autobuses	4	0
2014	50283	Villadoz	Camiones y furgonetas	3	27
2014	50283	Villadoz	Ciclomotores	7	3
2014	50283	Villadoz	Motocicletas	2	13
2014	50283	Villadoz	Otros vehículos	6	14
2014	50283	Villadoz	Tractores industriales	5	0
2014	50283	Villadoz	Turismos	1	55
2014	50284	Villafeliche	Autobuses	4	0
2014	50284	Villafeliche	Camiones y furgonetas	3	39
2014	50284	Villafeliche	Ciclomotores	7	19
2014	50284	Villafeliche	Motocicletas	2	3
2014	50284	Villafeliche	Otros vehículos	6	7
2014	50284	Villafeliche	Tractores industriales	5	3
2014	50284	Villafeliche	Turismos	1	74
2014	50285	Villafranca de Ebro	Autobuses	4	0
2014	50285	Villafranca de Ebro	Camiones y furgonetas	3	117
2014	50285	Villafranca de Ebro	Ciclomotores	7	28
2014	50285	Villafranca de Ebro	Motocicletas	2	42
2014	50285	Villafranca de Ebro	Otros vehículos	6	137
2014	50285	Villafranca de Ebro	Tractores industriales	5	10
2014	50285	Villafranca de Ebro	Turismos	1	359
2014	50286	Villalba de Perejil	Autobuses	4	0
2014	50286	Villalba de Perejil	Camiones y furgonetas	3	22
2014	50286	Villalba de Perejil	Ciclomotores	7	1
2014	50286	Villalba de Perejil	Motocicletas	2	13
2014	50286	Villalba de Perejil	Otros vehículos	6	6
2014	50286	Villalba de Perejil	Tractores industriales	5	0
2014	50286	Villalba de Perejil	Turismos	1	55
2014	50287	Villalengua	Autobuses	4	0
2014	50287	Villalengua	Camiones y furgonetas	3	79
2014	50287	Villalengua	Ciclomotores	7	29
2014	50287	Villalengua	Motocicletas	2	26
2014	50287	Villalengua	Otros vehículos	6	18
2014	50287	Villalengua	Tractores industriales	5	1
2014	50287	Villalengua	Turismos	1	180
2014	50288	Villanueva de Gállego	Autobuses	4	12
2014	50288	Villanueva de Gállego	Camiones y furgonetas	3	780
2014	50288	Villanueva de Gállego	Ciclomotores	7	184
2014	50288	Villanueva de Gállego	Motocicletas	2	278
2014	50288	Villanueva de Gállego	Otros vehículos	6	219
2014	50288	Villanueva de Gállego	Tractores industriales	5	82
2014	50288	Villanueva de Gállego	Turismos	1	2290
2014	50289	Villanueva de Jiloca	Autobuses	4	0
2014	50289	Villanueva de Jiloca	Camiones y furgonetas	3	6
2014	50289	Villanueva de Jiloca	Ciclomotores	7	5
2014	50289	Villanueva de Jiloca	Motocicletas	2	1
2014	50289	Villanueva de Jiloca	Otros vehículos	6	1
2014	50289	Villanueva de Jiloca	Tractores industriales	5	0
2014	50289	Villanueva de Jiloca	Turismos	1	50
2014	50290	Villanueva de Huerva	Autobuses	4	0
2014	50290	Villanueva de Huerva	Camiones y furgonetas	3	69
2014	50290	Villanueva de Huerva	Ciclomotores	7	35
2014	50290	Villanueva de Huerva	Motocicletas	2	20
2014	50290	Villanueva de Huerva	Otros vehículos	6	15
2014	50290	Villanueva de Huerva	Tractores industriales	5	3
2014	50290	Villanueva de Huerva	Turismos	1	247
2014	50291	Villar de los Navarros	Autobuses	4	0
2014	50291	Villar de los Navarros	Camiones y furgonetas	3	30
2014	50291	Villar de los Navarros	Ciclomotores	7	9
2014	50291	Villar de los Navarros	Motocicletas	2	4
2014	50291	Villar de los Navarros	Otros vehículos	6	6
2014	50291	Villar de los Navarros	Tractores industriales	5	0
2014	50291	Villar de los Navarros	Turismos	1	47
2014	50292	Villarreal de Huerva	Autobuses	4	0
2014	50292	Villarreal de Huerva	Camiones y furgonetas	3	53
2014	50292	Villarreal de Huerva	Ciclomotores	7	6
2014	50292	Villarreal de Huerva	Motocicletas	2	6
2014	50292	Villarreal de Huerva	Otros vehículos	6	50
2014	50292	Villarreal de Huerva	Tractores industriales	5	33
2014	50292	Villarreal de Huerva	Turismos	1	131
2014	50293	Villarroya de la Sierra	Autobuses	4	0
2014	50293	Villarroya de la Sierra	Camiones y furgonetas	3	112
2014	50293	Villarroya de la Sierra	Ciclomotores	7	20
2014	50293	Villarroya de la Sierra	Motocicletas	2	17
2014	50293	Villarroya de la Sierra	Otros vehículos	6	15
2014	50293	Villarroya de la Sierra	Tractores industriales	5	2
2014	50293	Villarroya de la Sierra	Turismos	1	192
2014	50294	Villarroya del Campo	Autobuses	4	0
2014	50294	Villarroya del Campo	Camiones y furgonetas	3	8
2014	50294	Villarroya del Campo	Ciclomotores	7	5
2014	50294	Villarroya del Campo	Motocicletas	2	6
2014	50294	Villarroya del Campo	Otros vehículos	6	3
2014	50294	Villarroya del Campo	Tractores industriales	5	0
2014	50294	Villarroya del Campo	Turismos	1	55
2014	50295	Vistabella	Autobuses	4	0
2014	50295	Vistabella	Camiones y furgonetas	3	13
2014	50295	Vistabella	Ciclomotores	7	1
2014	50295	Vistabella	Motocicletas	2	5
2014	50295	Vistabella	Otros vehículos	6	2
2014	50295	Vistabella	Tractores industriales	5	1
2014	50295	Vistabella	Turismos	1	26
2014	50296	Zaida (La)	Autobuses	4	0
2014	50296	Zaida (La)	Camiones y furgonetas	3	58
2014	50296	Zaida (La)	Ciclomotores	7	63
2014	50296	Zaida (La)	Motocicletas	2	40
2014	50296	Zaida (La)	Otros vehículos	6	17
2014	50296	Zaida (La)	Tractores industriales	5	0
2014	50296	Zaida (La)	Turismos	1	236
2014	50297	Zaragoza	Autobuses	4	764
2014	50297	Zaragoza	Camiones y furgonetas	3	41129
2014	50297	Zaragoza	Ciclomotores	7	16988
2014	50297	Zaragoza	Motocicletas	2	33177
2014	50297	Zaragoza	Otros vehículos	6	8065
2014	50297	Zaragoza	Tractores industriales	5	1712
2014	50297	Zaragoza	Turismos	1	251017
2014	50298	Zuera	Autobuses	4	1
2014	50298	Zuera	Camiones y furgonetas	3	905
2014	50298	Zuera	Ciclomotores	7	439
2014	50298	Zuera	Motocicletas	2	433
2014	50298	Zuera	Otros vehículos	6	376
2014	50298	Zuera	Tractores industriales	5	83
2014	50298	Zuera	Turismos	1	3331
2014	50901	Biel	Autobuses	4	0
2014	50901	Biel	Camiones y furgonetas	3	60
2014	50901	Biel	Ciclomotores	7	6
2014	50901	Biel	Motocicletas	2	18
2014	50901	Biel	Otros vehículos	6	10
2014	50901	Biel	Tractores industriales	5	0
2014	50901	Biel	Turismos	1	86
2014	50902	Marracos	Autobuses	4	0
2014	50902	Marracos	Camiones y furgonetas	3	10
2014	50902	Marracos	Ciclomotores	7	2
2014	50902	Marracos	Motocicletas	2	2
2014	50902	Marracos	Otros vehículos	6	3
2014	50902	Marracos	Tractores industriales	5	0
2014	50902	Marracos	Turismos	1	27
2014	50903	Villamayor de Gállego	Autobuses	4	0
2014	50903	Villamayor de Gállego	Camiones y furgonetas	3	303
2014	50903	Villamayor de Gállego	Ciclomotores	7	185
2014	50903	Villamayor de Gállego	Motocicletas	2	142
2014	50903	Villamayor de Gállego	Otros vehículos	6	63
2014	50903	Villamayor de Gállego	Tractores industriales	5	13
2014	50903	Villamayor de Gállego	Turismos	1	1074
2014	99999		Autobuses	4	0
2014	99999		Camiones y furgonetas	3	8
2014	99999		Ciclomotores	7	0
2014	99999		Motocicletas	2	1
2014	99999		Otros vehículos	6	1
2014	99999		Tractores industriales	5	0
2014	99999		Turismos	1	15
2015	22001	Abiego	Autobuses	4	0
2015	22001	Abiego	Camiones y furgonetas	3	71
2015	22001	Abiego	Ciclomotores	7	10
2015	22001	Abiego	Motocicletas	2	21
2015	22001	Abiego	Otros vehículos	6	46
2015	22001	Abiego	Tractores industriales	5	2
2015	22001	Abiego	Turismos	1	167
2015	22002	Abizanda	Autobuses	4	0
2015	22002	Abizanda	Camiones y furgonetas	3	40
2015	22002	Abizanda	Ciclomotores	7	6
2015	22002	Abizanda	Motocicletas	2	5
2015	22002	Abizanda	Otros vehículos	6	18
2015	22002	Abizanda	Tractores industriales	5	0
2015	22002	Abizanda	Turismos	1	67
2015	22003	Adahuesca	Autobuses	4	0
2015	22003	Adahuesca	Camiones y furgonetas	3	51
2015	22003	Adahuesca	Ciclomotores	7	8
2015	22003	Adahuesca	Motocicletas	2	10
2015	22003	Adahuesca	Otros vehículos	6	10
2015	22003	Adahuesca	Tractores industriales	5	0
2015	22003	Adahuesca	Turismos	1	91
2015	22004	Agüero	Autobuses	4	0
2015	22004	Agüero	Camiones y furgonetas	3	52
2015	22004	Agüero	Ciclomotores	7	8
2015	22004	Agüero	Motocicletas	2	6
2015	22004	Agüero	Otros vehículos	6	4
2015	22004	Agüero	Tractores industriales	5	1
2015	22004	Agüero	Turismos	1	80
2015	22006	Aísa	Autobuses	4	2
2015	22006	Aísa	Camiones y furgonetas	3	75
2015	22006	Aísa	Ciclomotores	7	9
2015	22006	Aísa	Motocicletas	2	20
2015	22006	Aísa	Otros vehículos	6	22
2015	22006	Aísa	Tractores industriales	5	2
2015	22006	Aísa	Turismos	1	167
2015	22007	Albalate de Cinca	Autobuses	4	0
2015	22007	Albalate de Cinca	Camiones y furgonetas	3	207
2015	22007	Albalate de Cinca	Ciclomotores	7	77
2015	22007	Albalate de Cinca	Motocicletas	2	67
2015	22007	Albalate de Cinca	Otros vehículos	6	74
2015	22007	Albalate de Cinca	Tractores industriales	5	8
2015	22007	Albalate de Cinca	Turismos	1	665
2015	22008	Albalatillo	Autobuses	4	0
2015	22008	Albalatillo	Camiones y furgonetas	3	34
2015	22008	Albalatillo	Ciclomotores	7	31
2015	22008	Albalatillo	Motocicletas	2	22
2015	22008	Albalatillo	Otros vehículos	6	15
2015	22008	Albalatillo	Tractores industriales	5	2
2015	22008	Albalatillo	Turismos	1	139
2015	22009	Albelda	Autobuses	4	0
2015	22009	Albelda	Camiones y furgonetas	3	191
2015	22009	Albelda	Ciclomotores	7	48
2015	22009	Albelda	Motocicletas	2	34
2015	22009	Albelda	Otros vehículos	6	58
2015	22009	Albelda	Tractores industriales	5	4
2015	22009	Albelda	Turismos	1	485
2015	22011	Albero Alto	Autobuses	4	0
2015	22011	Albero Alto	Camiones y furgonetas	3	19
2015	22011	Albero Alto	Ciclomotores	7	2
2015	22011	Albero Alto	Motocicletas	2	3
2015	22011	Albero Alto	Otros vehículos	6	7
2015	22011	Albero Alto	Tractores industriales	5	0
2015	22011	Albero Alto	Turismos	1	63
2015	22012	Albero Bajo	Autobuses	4	0
2015	22012	Albero Bajo	Camiones y furgonetas	3	22
2015	22012	Albero Bajo	Ciclomotores	7	7
2015	22012	Albero Bajo	Motocicletas	2	7
2015	22012	Albero Bajo	Otros vehículos	6	12
2015	22012	Albero Bajo	Tractores industriales	5	0
2015	22012	Albero Bajo	Turismos	1	78
2015	22013	Alberuela de Tubo	Autobuses	4	0
2015	22013	Alberuela de Tubo	Camiones y furgonetas	3	65
2015	22013	Alberuela de Tubo	Ciclomotores	7	22
2015	22013	Alberuela de Tubo	Motocicletas	2	33
2015	22013	Alberuela de Tubo	Otros vehículos	6	37
2015	22013	Alberuela de Tubo	Tractores industriales	5	2
2015	22013	Alberuela de Tubo	Turismos	1	238
2015	22014	Alcalá de Gurrea	Autobuses	4	0
2015	22014	Alcalá de Gurrea	Camiones y furgonetas	3	59
2015	22014	Alcalá de Gurrea	Ciclomotores	7	18
2015	22014	Alcalá de Gurrea	Motocicletas	2	25
2015	22014	Alcalá de Gurrea	Otros vehículos	6	10
2015	22014	Alcalá de Gurrea	Tractores industriales	5	0
2015	22014	Alcalá de Gurrea	Turismos	1	164
2015	22015	Alcalá del Obispo	Autobuses	4	0
2015	22015	Alcalá del Obispo	Camiones y furgonetas	3	87
2015	22015	Alcalá del Obispo	Ciclomotores	7	16
2015	22015	Alcalá del Obispo	Motocicletas	2	23
2015	22015	Alcalá del Obispo	Otros vehículos	6	19
2015	22015	Alcalá del Obispo	Tractores industriales	5	8
2015	22015	Alcalá del Obispo	Turismos	1	239
2015	22016	Alcampell	Autobuses	4	0
2015	22016	Alcampell	Camiones y furgonetas	3	169
2015	22016	Alcampell	Ciclomotores	7	43
2015	22016	Alcampell	Motocicletas	2	61
2015	22016	Alcampell	Otros vehículos	6	60
2015	22016	Alcampell	Tractores industriales	5	7
2015	22016	Alcampell	Turismos	1	459
2015	22017	Alcolea de Cinca	Autobuses	4	0
2015	22017	Alcolea de Cinca	Camiones y furgonetas	3	195
2015	22017	Alcolea de Cinca	Ciclomotores	7	139
2015	22017	Alcolea de Cinca	Motocicletas	2	109
2015	22017	Alcolea de Cinca	Otros vehículos	6	75
2015	22017	Alcolea de Cinca	Tractores industriales	5	22
2015	22017	Alcolea de Cinca	Turismos	1	652
2015	22018	Alcubierre	Autobuses	4	0
2015	22018	Alcubierre	Camiones y furgonetas	3	80
2015	22018	Alcubierre	Ciclomotores	7	4
2015	22018	Alcubierre	Motocicletas	2	11
2015	22018	Alcubierre	Otros vehículos	6	17
2015	22018	Alcubierre	Tractores industriales	5	2
2015	22018	Alcubierre	Turismos	1	231
2015	22019	Alerre	Autobuses	4	0
2015	22019	Alerre	Camiones y furgonetas	3	29
2015	22019	Alerre	Ciclomotores	7	10
2015	22019	Alerre	Motocicletas	2	15
2015	22019	Alerre	Otros vehículos	6	8
2015	22019	Alerre	Tractores industriales	5	0
2015	22019	Alerre	Turismos	1	143
2015	22020	Alfántega	Autobuses	4	0
2015	22020	Alfántega	Camiones y furgonetas	3	27
2015	22020	Alfántega	Ciclomotores	7	9
2015	22020	Alfántega	Motocicletas	2	13
2015	22020	Alfántega	Otros vehículos	6	10
2015	22020	Alfántega	Tractores industriales	5	3
2015	22020	Alfántega	Turismos	1	80
2015	22021	Almudévar	Autobuses	4	0
2015	22021	Almudévar	Camiones y furgonetas	3	356
2015	22021	Almudévar	Ciclomotores	7	161
2015	22021	Almudévar	Motocicletas	2	137
2015	22021	Almudévar	Otros vehículos	6	135
2015	22021	Almudévar	Tractores industriales	5	11
2015	22021	Almudévar	Turismos	1	1305
2015	22022	Almunia de San Juan	Autobuses	4	0
2015	22022	Almunia de San Juan	Camiones y furgonetas	3	103
2015	22022	Almunia de San Juan	Ciclomotores	7	68
2015	22022	Almunia de San Juan	Motocicletas	2	74
2015	22022	Almunia de San Juan	Otros vehículos	6	25
2015	22022	Almunia de San Juan	Tractores industriales	5	1
2015	22022	Almunia de San Juan	Turismos	1	377
2015	22023	Almuniente	Autobuses	4	0
2015	22023	Almuniente	Camiones y furgonetas	3	152
2015	22023	Almuniente	Ciclomotores	7	33
2015	22023	Almuniente	Motocicletas	2	28
2015	22023	Almuniente	Otros vehículos	6	51
2015	22023	Almuniente	Tractores industriales	5	6
2015	22023	Almuniente	Turismos	1	352
2015	22024	Alquézar	Autobuses	4	0
2015	22024	Alquézar	Camiones y furgonetas	3	91
2015	22024	Alquézar	Ciclomotores	7	14
2015	22024	Alquézar	Motocicletas	2	21
2015	22024	Alquézar	Otros vehículos	6	22
2015	22024	Alquézar	Tractores industriales	5	0
2015	22024	Alquézar	Turismos	1	148
2015	22025	Altorricón	Autobuses	4	0
2015	22025	Altorricón	Camiones y furgonetas	3	298
2015	22025	Altorricón	Ciclomotores	7	165
2015	22025	Altorricón	Motocicletas	2	105
2015	22025	Altorricón	Otros vehículos	6	126
2015	22025	Altorricón	Tractores industriales	5	16
2015	22025	Altorricón	Turismos	1	914
2015	22027	Angüés	Autobuses	4	0
2015	22027	Angüés	Camiones y furgonetas	3	86
2015	22027	Angüés	Ciclomotores	7	31
2015	22027	Angüés	Motocicletas	2	29
2015	22027	Angüés	Otros vehículos	6	36
2015	22027	Angüés	Tractores industriales	5	1
2015	22027	Angüés	Turismos	1	246
2015	22028	Ansó	Autobuses	4	0
2015	22028	Ansó	Camiones y furgonetas	3	95
2015	22028	Ansó	Ciclomotores	7	9
2015	22028	Ansó	Motocicletas	2	18
2015	22028	Ansó	Otros vehículos	6	19
2015	22028	Ansó	Tractores industriales	5	0
2015	22028	Ansó	Turismos	1	210
2015	22029	Antillón	Autobuses	4	0
2015	22029	Antillón	Camiones y furgonetas	3	35
2015	22029	Antillón	Ciclomotores	7	9
2015	22029	Antillón	Motocicletas	2	9
2015	22029	Antillón	Otros vehículos	6	15
2015	22029	Antillón	Tractores industriales	5	1
2015	22029	Antillón	Turismos	1	86
2015	22032	Aragüés del Puerto	Autobuses	4	0
2015	22032	Aragüés del Puerto	Camiones y furgonetas	3	27
2015	22032	Aragüés del Puerto	Ciclomotores	7	5
2015	22032	Aragüés del Puerto	Motocicletas	2	5
2015	22032	Aragüés del Puerto	Otros vehículos	6	2
2015	22032	Aragüés del Puerto	Tractores industriales	5	0
2015	22032	Aragüés del Puerto	Turismos	1	57
2015	22035	Arén	Autobuses	4	0
2015	22035	Arén	Camiones y furgonetas	3	98
2015	22035	Arén	Ciclomotores	7	19
2015	22035	Arén	Motocicletas	2	25
2015	22035	Arén	Otros vehículos	6	24
2015	22035	Arén	Tractores industriales	5	1
2015	22035	Arén	Turismos	1	192
2015	22036	Argavieso	Autobuses	4	0
2015	22036	Argavieso	Camiones y furgonetas	3	14
2015	22036	Argavieso	Ciclomotores	7	3
2015	22036	Argavieso	Motocicletas	2	7
2015	22036	Argavieso	Otros vehículos	6	7
2015	22036	Argavieso	Tractores industriales	5	0
2015	22036	Argavieso	Turismos	1	65
2015	22037	Arguis	Autobuses	4	0
2015	22037	Arguis	Camiones y furgonetas	3	20
2015	22037	Arguis	Ciclomotores	7	2
2015	22037	Arguis	Motocicletas	2	4
2015	22037	Arguis	Otros vehículos	6	4
2015	22037	Arguis	Tractores industriales	5	0
2015	22037	Arguis	Turismos	1	67
2015	22039	Ayerbe	Autobuses	4	5
2015	22039	Ayerbe	Camiones y furgonetas	3	198
2015	22039	Ayerbe	Ciclomotores	7	40
2015	22039	Ayerbe	Motocicletas	2	60
2015	22039	Ayerbe	Otros vehículos	6	75
2015	22039	Ayerbe	Tractores industriales	5	12
2015	22039	Ayerbe	Turismos	1	458
2015	22040	Azanuy-Alins	Autobuses	4	0
2015	22040	Azanuy-Alins	Camiones y furgonetas	3	47
2015	22040	Azanuy-Alins	Ciclomotores	7	16
2015	22040	Azanuy-Alins	Motocicletas	2	20
2015	22040	Azanuy-Alins	Otros vehículos	6	9
2015	22040	Azanuy-Alins	Tractores industriales	5	1
2015	22040	Azanuy-Alins	Turismos	1	111
2015	22041	Azara	Autobuses	4	0
2015	22041	Azara	Camiones y furgonetas	3	49
2015	22041	Azara	Ciclomotores	7	26
2015	22041	Azara	Motocicletas	2	4
2015	22041	Azara	Otros vehículos	6	24
2015	22041	Azara	Tractores industriales	5	1
2015	22041	Azara	Turismos	1	117
2015	22042	Azlor	Autobuses	4	0
2015	22042	Azlor	Camiones y furgonetas	3	32
2015	22042	Azlor	Ciclomotores	7	2
2015	22042	Azlor	Motocicletas	2	8
2015	22042	Azlor	Otros vehículos	6	19
2015	22042	Azlor	Tractores industriales	5	0
2015	22042	Azlor	Turismos	1	71
2015	22043	Baells	Autobuses	4	0
2015	22043	Baells	Camiones y furgonetas	3	30
2015	22043	Baells	Ciclomotores	7	6
2015	22043	Baells	Motocicletas	2	9
2015	22043	Baells	Otros vehículos	6	8
2015	22043	Baells	Tractores industriales	5	0
2015	22043	Baells	Turismos	1	86
2015	22044	Bailo	Autobuses	4	0
2015	22044	Bailo	Camiones y furgonetas	3	85
2015	22044	Bailo	Ciclomotores	7	4
2015	22044	Bailo	Motocicletas	2	14
2015	22044	Bailo	Otros vehículos	6	18
2015	22044	Bailo	Tractores industriales	5	0
2015	22044	Bailo	Turismos	1	165
2015	22045	Baldellou	Autobuses	4	0
2015	22045	Baldellou	Camiones y furgonetas	3	32
2015	22045	Baldellou	Ciclomotores	7	8
2015	22045	Baldellou	Motocicletas	2	14
2015	22045	Baldellou	Otros vehículos	6	12
2015	22045	Baldellou	Tractores industriales	5	5
2015	22045	Baldellou	Turismos	1	66
2015	22046	Ballobar	Autobuses	4	0
2015	22046	Ballobar	Camiones y furgonetas	3	181
