Año	Comarca código	Comarca nombre	Tipo de presupuesto	Estado de la información	Total gastos	Gastos de personal	Gastos en bienes corrientes y servicios	Gastos financieros	Transferencias corrientes	Gastos, fondo de contingencia	Inversiones reales	Transferencias de capital	Activos financieros	Pasivos financieros
2016	33	Matarraña / Matarranya	Presupuestos	Consolidado	3192237,04	1577056,46	607480,58	2900	284900	0	677600	0	0	42300
2017	01	La Jacetania	Presupuestos	Consolidado	4217920,02	1998245,06	1250125,56	9500	819049,4	0	0	0	0	141000
2017	02	Alto Gállego	Presupuestos	Consolidado	4560858	2076778,72	1161303	6900	1174145	14109	55000	0	0	72622,28
2017	03	Sobrarbe	Presupuestos	Consolidado	3940076,55	2330886,34	1494290,86	330	63639,55	0	30829,8	20100	0	0
2017	04	La Ribagorza	Presupuestos	Consolidado	4894700	2385150	2012895,16	43000	302454,84	0	22700	17000	0	111500
2017	05	Cinco Villas	Presupuestos	Consolidado	3762732,62	692932,17	1392899	500	1279208	0	300000	97193,45	0	0
2017	06	Hoya de Huesca / Plana de Uesca	Presupuestos	Consolidado	6175423,28	3166907,71	1484268,19	2000	1443440,38	0	48806	30001	0	0
2017	07	Somontano de Barbastro	Presupuestos	Consolidado	5099121,33	2960031,31	1471319,43	3000	193978,94	41100	425691,65	0	4000	0
2017	08	Cinca Medio	Presupuestos	Consolidado	3178608,09	2146704,74	714334,64	10000	236638,27	0	70930,44	0	0	0
2017	09	La Litera / La Llitera	Presupuestos	Consolidado	5103478,86	2994183,53	1602023,35	979,06	36501	0	43000	0	0	426791,92
2017	10	Los Monegros	Presupuestos	Consolidado	5461906,02	2976472,86	734629,05	23503,77	1564970,43	0	162329,91	0	0	0
2017	11	Bajo Cinca / Baix Cinca	Presupuestos	Consolidado	4185153,87	2493466,11	1350680	3000	71875	0	256132,76	10000	0	0
2017	12	Tarazona y el Moncayo	Presupuestos	Consolidado	2174735,94	930222,78	712025,11	2596,4	529891,65	0	0	0	0	0
2017	13	Campo de Borja	Presupuestos	Consolidado	2237045,86	1304893,33	829463,64	4000	69500	0	0	0	0	29188,89
2017	14	Aranda	Presupuestos	Consolidado	2017806,44	941518,16	923962,7	10897,9	99953,36	0	2100	0	0	39374,32
2017	15	Ribera Alta del Ebro	Presupuestos	Consolidado	4009903,95	1749073,76	1640174,45	28500	341242,37	13663,31	168300	5000	0	63950,06
2017	16	Valdejalón	Presupuestos	Consolidado	3825044,19	1796695,7	1611718,68	55	388527	0	28047,81	0	0	0
2017	18	Ribera Baja del Ebro	Presupuestos	Consolidado	2259410,43	1163172,77	811513,26	13551,38	266173,02	0	5000	0	0	0
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Presupuestos	Consolidado	1929475,32	693046,01	621949,31	3100	525780	0	40100	0	0	45500
2017	20	Comunidad de Calatayud	Presupuestos	Consolidado	3929887,7	1770586,9	1110400	4820	978080,8	0	34000	22000	10000	0
2017	21	Campo de Cariñena	Presupuestos	Consolidado	2214181,21	870200	900109,83	8000	187769,79	0	16500	0	0	231601,59
2017	22	Campo de Belchite	Presupuestos	Consolidado	1061612,83	498896,53	551516,3	700	8500	0	2000	0	0	0
2017	23	Bajo Martín	Presupuestos	Consolidado	2354039,58	980133,25	917858,17	1000	196372,56	14324,6	167351	15000	0	62000
2017	24	Campo de Daroca	Presupuestos	Sin información	0	0	0	0	0	0	0	0	0	0
2017	25	Jiloca	Presupuestos	Consolidado	2551590	1754800	742690	6300	33000	2000	500	0	0	12300
2017	26	Cuencas Mineras	Presupuestos	Consolidado	1986462,54	986499,28	445193,21	13100	292700	0	194592,28	0	0	54377,77
2017	27	Andorra-Sierra de Arcos	Presupuestos	Sin información	0	0	0	0	0	0	0	0	0	0
2017	28	Bajo Aragón	Presupuestos	Consolidado	3057337,96	2325907,19	612302,92	3972,66	90764,48	0	0	0	0	24390,71
2017	29	Comunidad de Teruel	Presupuestos	Consolidado	3970525,58	2185989,99	662130,5	6518	913635,98	0	52387,49	66000	0	83863,62
2017	30	Maestrazgo	Presupuestos	Sin información	0	0	0	0	0	0	0	0	0	0
2017	31	Sierra de Albarracín	Presupuestos	Consolidado	1535797,52	1042582,52	344950	600	133665	0	14000	0	0	0
2017	32	Gúdar-Javalambre	Presupuestos	Consolidado	2597838,46	914288,94	977387,52	0	616162	0	90000	0	0	0
2017	33	Matarraña / Matarranya	Presupuestos	Consolidado	2107727,14	1264136,84	504885,3	2150	224200	0	70100	0	0	42255
