Año	Código del municipio	Nombre del municipio	Hectáreas en tierras labradas con cultivos herbáceos	Hectáreas en tierras labradas con cultivos frutales	Hectáreas en tierras labradas con cultivo olivar	Hectáreas en tierras labradas con cultivo viñedo	Hectáreas en tierras labradas con otros cultivos	Hectáreas en tierras labradas de secano	Hectáreas en tierras labradas de regadío	Hectáreas en tierras labradas de secano cultivos herbáceos	Hectáreas en tierras labradas de secano cultivos frutales	Hectáreas en tierras labradas de secano cultivo olivar	Hectáreas en tierras labradas de secano cultivo viñedo	Hectáreas en tierras labradas de secano otros cultivos	Hectáreas en tierras labradas de regadío cultivos herbáceos	Hectáreas en tierras labradas de regadío cultivos frutales	Hectáreas en tierras labradas de regadío cultivo olivar	Hectáreas en tierras labradas de regadío cultivo viñedo	Hectáreas en tierras labradas de regadío otros cultivos	Número total de parcelas
1999	22050	Barbuñales	1128	28	23	24	0	1197,31	5,34	1122,23	27,95	22,7	24,43	0	5,34	0	0	0	0	558
1999	22051	Bárcabo	1076	74	55	0	0	1156,89	47,48	1028,13	73,89	54,51	0,36	0	47,48	0	0	0	0	1485
1999	22052	Belver de Cinca	5080	961	88	124	0	888,69	5363,53	885,49	0,6	2,6	0	0	4194,73	960,2	85	123,6	0	1590
1999	22053	Benabarre	6033	100	53	6	0	5720,1	472,73	5573,48	88,69	51,68	6,25	0	459,79	11,64	1,3	0	0	4021
1999	22054	Benasque	20	0	0	0	0	20,03	0,45	20,03	0	0	0	0	0,45	0	0	0	0	671
1999	22055	Berbegal	3978	116	53	11	0	2945,54	1212,54	2782,76	106,43	45,6	10,75	0	1195,58	9,7	7,26	0	0	2050
1999	22057	Bielsa	6	0	0	0	0	4,75	1,71	4,75	0	0	0	0	1,71	0	0	0	0	708
1999	22058	Bierge	1278	186	207	6	0	1656,68	21,15	1258,03	184,86	207,32	6,47	0	20,35	0,8	0	0	0	1888
1999	22059	Biescas	208	0	0	0	0	157,63	50,17	157,63	0	0	0	0	50,07	0,1	0	0	0	2428
1999	22060	Binaced	5238	989	54	3	0	889,83	5394,76	861,13	11,88	16,07	0,75	0	4377,26	977,57	37,95	1,98	0	2029
1999	22061	Binéfar	1446	90	20	4	0	245,33	1314,31	225,46	9,75	7,27	2,85	0	1220,3	80,41	12,29	1,31	0	601
1999	22062	Bisaurri	16	0	0	0	0	10,8	5,62	10,4	0	0,4	0	0	5,62	0	0	0	0	1775
1999	22063	Biscarrués	1794	141	11	4	4	1840,33	113,52	1687,16	140,37	9,1	3,7	0	107,17	0,6	1,75	0	4	703
1999	22064	Blecua y Torres	3272	36	9	28	0	3225,07	119,54	3152,51	35,87	8,62	28,07	0	119,54	0	0	0	0	1487
1999	22066	Boltaña	495	4	6	1	0	378,71	126,01	372,21	0,5	5,5	0,5	0	122,31	3,7	0	0	0	1154
1999	22067	Bonansa	139	0	0	0	0	95,67	43,08	95,67	0	0	0	0	43,08	0	0	0	0	690
1999	22068	Borau	169	0	0	0	0	140,6	28,8	140,6	0	0	0	0	28,8	0	0	0	0	305
1999	22069	Broto	35	0	0	0	0	10,24	24,94	9,74	0,25	0,25	0	0	24,94	0	0	0	0	1493
1999	22072	Caldearenas	1263	0	0	12	0	1267,04	7,92	1254,84	0	0	12,2	0	7,92	0	0	0	0	2006
1999	22074	Campo	247	0	0	0	0	246,37	0,47	246,37	0	0	0	0	0,47	0	0	0	0	214
1999	22075	Camporrells	386	25	20	0	0	365,19	66,09	321,55	24,24	19,4	0	0	64,55	1,23	0,31	0	0	785
1999	22076	Canal de Berdún	5328	2	0	1	0	5200,47	130,16	5198,64	1,25	0	0,58	0	129,09	1,07	0	0	0	2203
1999	22077	Candasnos	6339	9	33	0	0	4262,53	2118,56	4233,38	4,57	24,57	0,01	0	2105,17	4,54	8,6	0,25	0	553
1999	22078	Canfranc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77
1999	22079	Capdesaso	1071	7	3	0	0	249,46	832,37	240,81	6,75	1,9	0	0	830,39	0	1,58	0,4	0	667
1999	22080	Capella	1463	58	39	10	0	1541,71	28,8	1434,43	58,33	39,44	9,51	0	28,8	0	0	0	0	1227
1999	22081	Casbas de Huesca	3425	103	115	37	0	3631,55	47,33	3378,33	102,63	113,85	36,74	0	46,48	0	0,85	0	0	3216
1999	22082	Castejón del Puente	1520	11	41	4	0	399,38	1177,61	359,25	5,32	32,02	2,79	0	1161,14	6,05	8,92	1,5	0	826
1999	22083	Castejón de Monegros	7648	22	53	25	0	6975,23	773,28	6875,1	22,1	53,13	24,9	0	773,13	0	0,15	0	0	2954
1999	22084	Castejón de Sos	0	0	0	0	0	0	0,26	0	0	0	0	0	0,26	0	0	0	0	436
1999	22085	Castelflorite	2020	67	93	0	0	667,07	1512,45	621,47	14,97	30,63	0	0	1398,51	51,56	62,38	0	0	925
1999	22086	Castiello de Jaca	124	0	0	0	0	94,1	29,4	94,1	0	0	0	0	29,4	0	0	0	0	519
1999	22087	Castigaleu	1083	0	1	0	0	1081,6	2,63	1080,1	0	1,33	0,17	0	2,63	0	0	0	0	569
1999	22088	Castillazuelo	722	56	65	44	0	846,52	41,09	703,85	50,08	62,61	29,98	0	18	6,01	2,71	14,37	0	861
1999	22089	Castillonroy	1311	242	138	6	0	1460,59	236,96	1196,65	123,51	134,7	5,73	0	114,57	118,27	3,62	0,3	0,2	1267
1999	22090	Colungo	418	124	160	14	0	714,52	1,44	417,05	123,51	159,51	14,45	0	1,44	0	0	0	0	938
1999	22094	Chalamera	518	28	6	0	0	323,42	229,41	320,58	0,1	2,74	0	0	197,91	27,93	3,54	0,03	0	516
1999	22095	Chía	0	0	0	0	0	0	0,22	0	0	0	0	0	0,22	0	0	0	0	552
1999	22096	Chimillas	799	10	1	5	0	793,72	21,97	777,52	9,74	1	5,46	0	21,97	0	0	0	0	335
1999	22099	Esplús	6649	129	77	2	0	998,7	5858,89	983,61	10,37	4,07	0,65	0	5665,56	118,7	72,89	1,74	0	682
1999	22102	Estada	247	54	81	1	0	236,81	145,77	131,32	29,31	75,58	0,6	0	115,47	25,05	5,25	0	0	311
1999	22103	Estadilla	1771	285	208	32	4	1528,15	770,92	1119,7	186,28	190,92	31,25	0	651,01	98,7	16,67	0,54	4	1490
1999	22105	Estopiñán del Castillo	1827	48	40	0	0	1760,87	153,9	1674,96	46,73	39	0,18	0	151,55	1,34	1,01	0	0	1616
1999	22106	Fago	0	0	0	0	0	0	0,02	0	0	0	0	0	0,02	0	0	0	0	53
1999	22107	Fanlo	1	0	0	0	0	0	1,73	0	0	0	0	0	1,48	0	0,25	0	0	172
1999	22109	Fiscal	103	0	0	0	0	60,35	43,02	60,35	0	0	0	0	43,02	0	0	0	0	1523
1999	22110	Fonz	3049	157	203	15	0	2268,65	1156,16	1930,53	128,55	198,32	11,25	0	1118,71	28,64	4,61	4,2	0	1997
1999	22111	Foradada del Toscar	731	11	7	2	0	715,77	34,78	697,48	11,07	5,91	1,31	0	33,68	0	0,6	0,5	0	1341
1999	22112	Fraga	16133	4630	290	0	0	14218,14	6836,74	14063,61	78,86	75,67	0	0	2069,83	4551,46	214,75	0,4	0,3	6595
1999	22113	Fueva (La)	2554	17	67	11	0	2615,95	33,05	2521,18	16,53	67,22	11,02	0	33,05	0	0	0	0	3561
1999	22114	Gistaín	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	979
1999	22115	Grado (El)	860	217	257	86	0	1102,39	317,97	604,82	207,08	236,62	53,87	0	255,03	10,03	20,3	32,61	0	2102
1999	22116	Grañén	9200	78	20	3	0	2782,2	6519,02	2739,48	31,11	8,94	2,67	0	6460,98	46,42	10,91	0,71	0	4349
1999	22117	Graus	5372	267	313	28	0	5844,48	135,76	5240,2	263,42	312,66	28,2	0	131,63	4	0,13	0	0	4853
1999	22119	Gurrea de Gállego	13053	365	256	46	10	10275,54	3454,51	9778,18	207,2	254,46	35,7	0	3274,92	158,06	1,37	9,93	10,23	6997
1999	22122	Hoz de Jaca	19	0	0	0	0	17,53	1,02	17,53	0	0	0	0	1,02	0	0	0	0	216
1999	22124	Huerto	5806	51	30	1	0	3096,07	2790,98	3022,87	46,15	26,76	0,29	0	2782,82	4,88	2,82	0,46	0	2588
1999	22125	Huesca	11502	250	62	32	2	8946,06	2901,9	8619,36	241,7	53,09	31,91	0	2882,47	8,2	8,96	0,19	2,08	5331
1999	22126	Ibieca	559	60	27	4	0	644,92	5,52	555,95	60,22	25,05	3,7	0	3,49	0	2,03	0	0	518
1999	22127	Igriés	1290	46	16	4	0	1295,25	60,88	1231,25	45,94	14,52	3,54	0	58,93	0	1,95	0	0	1026
1999	22128	Ilche	4010	70	30	0	12	918,02	3205,46	853,85	49,4	14,43	0,34	0	3156,63	20,85	16	0	11,98	2099
1999	22129	Isábena	1116	8	25	2	0	1020,9	129,07	993,14	1,5	24,61	1,65	0	122,58	6,36	0,13	0	0	1980
1999	22130	Jaca	7653	3	0	0	0	7420,48	235,41	7417,86	2,3	0	0,32	0	234,89	0,32	0	0	0,2	8573
1999	22131	Jasa	0	0	0	0	0	0	0,44	0	0	0	0	0	0,44	0	0	0	0	223
1999	22133	Labuerda	171	0	0	1	0	153,71	18,11	152,71	0	0	1	0	18,11	0	0	0	0	259
1999	22135	Laluenga	2506	62	41	7	0	1773,81	842,59	1667,47	59,78	40,42	6,14	0	838,81	2,45	0,97	0,36	0	1171
1999	22136	Lalueza	7053	46	20	9	0	1728,72	5399,12	1667,32	40,45	17,12	3,83	0	5385,35	5,22	3,36	5,19	0	3901
1999	22137	Lanaja	10981	77	111	28	0	7197,38	3999,37	7008,36	72,81	89,31	26,9	0	3972,61	3,99	21,89	0,88	0	4524
1999	22139	Laperdiguera	734	19	6	0	0	651,02	108,58	625,5	19,16	6,36	0	0	108,58	0	0	0	0	378
1999	22141	Lascellas-Ponzano	1977	110	19	39	0	2101,41	41,89	1937,48	106,7	18,62	38,61	0	39,09	2,8	0	0	0	1337
1999	22142	Lascuarre	602	22	26	1	0	641,88	8,54	594,52	21,68	24,82	0,86	0	7,37	0	1,17	0	0	530
1999	22143	Laspaúles	38	8	0	0	0	19,55	26,73	19,55	0	0	0	0	18,91	7,82	0	0	0	1658
1999	22144	Laspuña	466	0	0	0	0	427,61	37,99	427,61	0	0	0	0	37,99	0	0	0	0	555
1999	22149	Loarre	2055	563	30	13	0	2599,88	61,49	1996,96	560,19	29,35	13,38	0	57,58	2,89	1,02	0	0	2307
1999	22150	Loporzano	4887	474	136	34	0	5360,97	169,94	4717,43	474,37	135,02	34,15	0	169,38	0,02	0,54	0	0	4426
1999	22151	Loscorrales	2174	67	4	1	0	2062,76	183,46	1992,78	65,12	3,89	0,97	0	181,25	2	0,21	0	0	1051
1999	22155	Monesma y Cajigar	2005	4	0	0	0	1207,49	801,76	1207,22	0,27	0	0	0	797,76	3,75	0,25	0	0	1048
1999	22156	Monflorite-Lascasas	2089	44	3	0	0	1088,82	1047,56	1067,78	20,04	1	0	0	1021,56	24	1,95	0,05	0	941
1999	22157	Montanuy	440	1	0	0	0	407,07	33,18	406,49	0,57	0,01	0	0	33,18	0	0	0	0	2195
1999	22158	Monzón	10251	371	58	5	10	2234,88	8460,74	2186,29	22,92	24,36	1,31	0	8064,78	348,14	33,44	4,04	10,34	2922
1999	22160	Naval	329	157	56	2	0	529,8	13,61	315,04	156,92	55,82	2,02	0	13,61	0	0	0	0	530
1999	22162	Novales	1517	38	1	0	0	1269,76	286,56	1244,66	24,11	0,99	0	0	272,58	13,98	0	0	0	1089
1999	22163	Nueno	1453	191	35	8	2	1494,74	194,11	1264,78	187,98	34,08	7,9	0	188,26	2,73	1,23	0	1,89	1675
1999	22164	Olvena	252	95	45	0	0	361,94	29,44	224,36	94,86	42,72	0	0	27,38	0,26	1,8	0	0	503
1999	22165	Ontiñena	6713	80	112	9	0	6360,32	554,69	6226,11	29,5	98,81	5,9	0	487,32	50,6	13,34	3,43	0	1331
1999	22167	Osso de Cinca	1398	676	23	1	0	279,3	1818,93	233,61	45,19	0,5	0	0	1164,46	631,23	22,07	1,17	0	1026
1999	22168	Palo	192	1	6	0	0	197,86	0,37	191,44	0,5	5,62	0,3	0	0,37	0	0	0	0	1139
1999	22170	Panticosa	73	0	0	0	0	4,9	68,59	4,9	0	0	0	0	68,21	0	0,38	0	0	506
1999	22172	Peñalba	10477	26	6	3	0	7916,12	2595,51	7906,93	1,62	5,17	2,4	0	2570,01	24,1	1,3	0,1	0	1293
1999	22173	Peñas de Riglos (Las)	1491	76	9	2	0	1535,26	42,58	1450,51	74,21	8,51	2,03	0	40,46	2,12	0	0	0	2039
1999	22174	Peralta de Alcofea	8998	207	179	4	0	7170,43	2218,4	6802,32	205,62	158,63	3,86	0	2195,67	1,87	20,23	0,63	0	3708
1999	22175	Peralta de Calasanz	2682	263	288	12	0	3030	216,14	2477,36	252,17	288,43	12,04	0	204,83	11,31	0	0	0	2156
1999	22176	Peraltilla	583	140	28	9	0	662,1	97,22	494,72	138,33	20,51	8,54	0	88,03	1,72	7,47	0	0	742
1999	22177	Perarrúa	442	24	5	2	0	372,01	101,85	340,62	24,35	5,46	1,58	0	101,85	0	0	0	0	679
1999	22178	Pertusa	1902	18	14	6	0	1241,58	698,87	1203,61	17,91	13,63	6,43	0	698,37	0,5	0	0	0	991
1999	22181	Piracés	1336	2	9	1	0	876,82	470,89	865,45	1,63	8,34	1,4	0	470,57	0,1	0,22	0	0	1137
1999	22182	Plan	1	0	0	0	0	0	1,03	0	0	0	0	0	1,03	0	0	0	0	1068
1999	22184	Poleñino	2178	2	4	4	0	524,05	1664,34	517,33	1,83	3,39	1,5	0	1660,65	0,41	0,88	2,4	0	908
1999	22186	Pozán de Vero	695	170	58	130	0	1032,82	19,27	679,48	169,89	57,36	126,09	0	15,09	0,11	0,41	3,66	0	1053
1999	22187	Puebla de Castro (La)	444	119	43	1	0	606,74	1,39	442,58	119,45	43,35	1,36	0	1,39	0	0	0	0	716
1999	22188	Puente de Montañana	318	1	1	3	0	308,65	14,3	303,33	1,05	0,86	3,41	0	14,3	0	0	0	0	368
1999	22189	Puértolas	186	0	0	0	0	175,25	10,83	174,95	0	0	0,3	0	10,83	0	0	0	0	973
1999	22190	Pueyo de Araguás (El)	635	1	5	4	0	542,59	102,06	533,85	1	4,63	3,11	0	100,7	0,4	0,13	0,83	0	792
1999	22193	Pueyo de Santa Cruz	454	34	8	0	0	40,99	455,09	39,49	1	0,5	0	0	414,42	32,56	7,71	0,4	0	346
1999	22195	Quicena	256	0	3	1	0	169,79	89,46	166,57	0	2,17	1,05	0	89,04	0	0,42	0	0	325
1999	22197	Robres	4500	22	2	42	0	3221,93	1345,21	3159,08	18,41	2,23	42,21	0	1341,39	3,82	0	0	0	3416
1999	22199	Sabiñánigo	4992	12	4	0	0	4736,94	271,3	4724,9	8,04	4	0	0	267,42	3,88	0	0	0	7980
1999	22200	Sahún	2	0	0	0	0	0	2,05	0	0	0	0	0	2,05	0	0	0	0	1091
1999	22201	Salas Altas	208	350	128	618	0	1299,8	3,57	204,52	349,87	127,72	617,69	0	3,46	0	0	0,11	0	1014
1999	22202	Salas Bajas	139	62	46	214	0	438,13	22,63	135,4	60,33	45,92	196,28	0,2	3,54	1,46	0	17,63	0	588
1999	22203	Salillas	2068	17	5	1	0	1474,32	617,14	1451,16	16,69	5,3	1,17	0	616,69	0,18	0,05	0,22	0	1252
1999	22204	Sallent de Gállego	6	0	0	0	0	0,87	4,71	0,87	0	0	0	0	4,71	0	0	0	0	860
1999	22205	San Esteban de Litera	4451	143	73	9	0	2467,52	2207,64	2329,61	82,49	49,25	6,17	0	2121,63	60,08	23,28	2,65	0	1624
1999	22206	Sangarrén	2448	13	12	0	0	1106,69	1365,96	1106,42	0	0,27	0	0	1341,46	13	11,5	0	0	1309
1999	22207	San Juan de Plan	0	0	0	0	0	0	0,19	0	0	0	0	0	0,19	0	0	0	0	713
1999	22208	Santa Cilia	1039	26	0	1	0	1006,87	58,73	989,83	16	0	1,04	0	48,73	10	0	0	0	441
1999	22209	Santa Cruz de la Serós	525	0	0	0	0	485,93	38,94	485,93	0	0	0	0	38,94	0	0	0	0	449
1999	22212	Santaliestra y San Quílez	72	24	1	0	0	86,85	9,26	62,61	23,7	0,51	0,03	0	8,99	0,2	0	0,07	0	245
1999	22213	Sariñena	17246	105	130	10	0	6484,3	11006,95	6431,7	12,29	38,07	2,24	0	10814,75	92,38	91,7	7,84	0,28	4965
1999	22214	Secastilla	397	64	42	23	0	524,63	1,24	395,59	64,31	41,51	23,22	0	1,24	0	0	0	0	802
1999	22215	Seira	9	1	3	0	0	11,53	1,53	7,17	1,45	2,91	0	0	1,53	0	0	0	0	474
1999	22217	Sena	5487	99	55	7	0	3007,54	2639,5	2976,97	17,08	12,03	1,46	0	2509,98	81,71	42,58	5,23	0	2295
1999	22218	Senés de Alcubierre	1157	13	1	1	0	760,38	410,23	754,88	4,3	0,55	0,65	0	401,89	8,34	0	0	0	561
1999	22220	Sesa	1966	21	4	3	0	1733,38	261,41	1706,69	19,92	3,75	3,02	0	259,67	1,38	0,19	0,17	0	1932
1999	22221	Sesué	3	0	0	0	0	0	3,41	0	0	0	0	0	3,41	0	0	0	0	299
1999	22222	Siétamo	3111	52	30	6	0	3144,33	54,1	3058,56	51,72	28,2	5,85	0	52,24	0,16	1,7	0	0	2404
1999	22223	Sopeira	232	0	6	0	0	234,23	4,32	227,73	0	6,42	0,08	0	4,32	0	0	0	0	476
1999	22225	Tamarite de Litera	7867	429	209	5	1	1561,09	6949,51	1338,49	39,84	181,15	1,61	0	6528,04	388,81	28,19	2,99	1,48	2249
1999	22226	Tardienta	5200	66	7	35	0	4181,07	1126,81	4076,36	63,56	6,45	34,7	0	1123,78	2,85	0,18	0	0	3954
1999	22227	Tella-Sin	2	0	0	0	0	2,11	0,09	2,11	0	0	0	0	0,09	0	0	0	0	365
1999	22228	Tierz	640	15	6	1	0	395,63	265,71	375,44	14,56	5,03	0,6	0	264,85	0	0,86	0	0	526
1999	22229	Tolva	1610	7	7	0	0	1614,36	10,29	1600,2	6,82	6,9	0,44	0	9,85	0,44	0	0	0	1043
1999	22230	Torla-Ordesa	0	0	0	0	0	0	0,16	0	0	0	0	0	0,16	0	0	0	0	1050
1999	22232	Torralba de Aragón	2113	1	2	0	0	1331	784,82	1328,1	0,9	2	0	0	784,8	0,02	0	0	0	1097
1999	22233	Torre la Ribera	178	0	0	0	0	176,2	1,59	176,2	0	0	0	0	1,59	0	0	0	0	1016
1999	22234	Torrente de Cinca	2289	792	130	0	0	2367,84	842,83	2282,93	64,6	20,31	0	0	5,61	727,45	109,77	0	0	1180
1999	22235	Torres de Alcanadre	1905	14	10	5	0	893,41	1040,53	865,47	14,3	8,85	4,79	0	1039,73	0	0,8	0	0	932
1999	22236	Torres de Barbués	1018	0	12	0	4	114,04	920,23	110,04	0	0	0	4	907,9	0	12,33	0	0	624
1999	22239	Tramaced	1131	1	9	0	0	403,87	736,58	394,2	1,13	8,54	0	0	736,33	0,24	0,01	0	0	633
1999	22242	Valfarta	2097	5	12	0	0	1016,76	1097,93	1004,93	0	11,83	0	0	1092,36	5	0,57	0	0	354
1999	22243	Valle de Bardají	384	0	0	0	0	378,38	5,8	378,38	0	0	0	0	5,8	0	0	0	0	421
1999	22244	Valle de Lierp	354	0	0	0	0	353,86	0,09	353,86	0	0	0	0	0,09	0	0	0	0	444
1999	22245	Velilla de Cinca	224	167	19	0	0	81,19	328,83	71,15	1,15	8,89	0	0	152,7	165,4	10,53	0,2	0	449
1999	22246	Beranuy	84	0	0	0	0	79,14	4,86	79,14	0	0	0	0	4,7	0,1	0,05	0,01	0	1827
1999	22247	Viacamp y Litera	771	8	2	0	0	684,99	96,18	680,56	2,05	2,1	0,28	0	90,56	5,62	0	0	0	1225
1999	22248	Vicién	1325	6	0	0	0	830,03	501,46	830,03	0	0	0	0	495,09	6,37	0	0	0	335
1999	22249	Villanova	0	0	0	0	0	0	0,14	0	0	0	0	0	0,14	0	0	0	0	343
1999	22250	Villanúa	89	0	0	0	0	74	15,03	74	0	0	0	0	15,03	0	0	0	0	409
1999	22251	Villanueva de Sigena	9828	81	62	3	0	7218,57	2755,36	7164,84	24,72	26,52	2,49	0	2663,46	56,26	35,17	0,47	0	984
1999	22252	Yebra de Basa	496	0	0	0	0	471,66	24,33	471,54	0,12	0	0	0	24,23	0,1	0	0	0	1129
1999	22253	Yésero	0	0	0	0	0	0	0,04	0	0	0	0	0	0,04	0	0	0	0	298
1999	22254	Zaidín	4411	1487	70	2	0	953,62	5015,69	948,89	0	4,73	0	0	3461,78	1486,72	65,69	1,5	0	2700
1999	22901	Valle de Hecho	195	0	0	2	0	164,71	32,73	162,62	0	0	2,09	0	32,72	0,01	0	0	0	1388
1999	22902	Puente la Reina de Jaca	2289	50	0	0	0	2298,32	40,64	2248,67	49,65	0	0	0	40,46	0,18	0	0	0	1340
1999	22903	San Miguel del Cinca	9002	75	19	4	0	1150,42	7949,7	1146,96	0	3,46	0	0	7855,32	74,65	15,93	3,8	0	2523
1999	22904	Sotonera (La)	9173	713	99	23	0	9717,79	291,17	8942,61	659,24	92,94	23	0	230,56	53,96	6,45	0,2	0	4749
1999	22905	Lupiñén-Ortilla	7475	18	40	12	0	6481,22	1064,13	6410,72	18,44	40,21	11,85	0	1064,13	0	0	0	0	1122
1999	22906	Santa María de Dulcis	583	186	107	82	0	948,54	8,99	573,93	186,14	106,87	81,6	0	8,99	0	0	0	0	783
1999	22907	Aínsa-Sobrarbe	3134	80	70	10	0	3067,14	227,02	2907,21	79,56	70,48	9,89	0	227,02	0	0	0	0	3621
1999	22908	Hoz y Costeán	1401	222	547	49	0	2059,93	158,7	1260,3	217,9	533,04	48,69	0	140,51	3,99	14,2	0	0	1650
1999	22909	Vencillón	860	37	4	0	0	10,12	890,43	8,72	1,4	0	0	0	850,91	35,7	3,81	0	0,01	224
1999	44001	Ababuj	1600	0	0	0	0	1586,77	13,01	1586,77	0	0	0	0	12,83	0,18	0	0	0	2555
1999	44002	Abejuela	178	1	0	0	0	177,74	0,33	177,24	0,5	0	0	0	0,33	0	0	0	0	921
1999	44003	Aguatón	531	0	0	0	0	527,84	2,68	527,84	0	0	0	0	2,68	0	0	0	0	896
1999	44004	Aguaviva	930	28	62	5	0	804,11	220,1	722,43	17,29	59,75	4,64	0	207,51	10,44	2,15	0	0	1596
1999	44005	Aguilar del Alfambra	1091	0	0	0	0	1030,28	61,18	1030,28	0	0	0	0	61,18	0	0	0	0	1977
1999	44006	Alacón	1676	58	137	85	0	1911,89	44,47	1653,59	56,49	116,48	85,33	0	22,43	1,82	20,07	0,15	0	5117
1999	44007	Alba	2485	1	0	0	0	1878,15	607,12	1877,46	0,69	0	0	0	607,12	0	0	0	0	2573
1999	44008	Albalate del Arzobispo	6467	755	1030	48	0	7850,53	449,2	6276,5	671,65	855,13	47,25	0	190,43	83,21	174,39	1,17	0	10618
1999	44009	Albarracín	4035	11	0	0	0	3950,5	95,44	3941,84	8,66	0	0	0	92,96	2,48	0	0	0	6919
1999	44010	Albentosa	1016	74	4	0	0	1061,61	32,47	985,28	72,33	4	0	0	30,64	1,83	0	0	0	1417
1999	44011	Alcaine	480	2	10	4	0	490,44	4,61	476,74	2,3	8,64	2,76	0	2,82	0	0,9	0,89	0	1190
1999	44012	Alcalá de la Selva	541	4	0	0	0	542,62	2,37	539,62	3	0	0	0	1,63	0,74	0	0	0	778
1999	44013	Alcañiz	17754	2862	2932	16	0	20183,15	3379,78	15399,54	2062,28	2706,87	14,46	0	2354,56	799,29	224,83	1,1	0	14211
1999	44014	Alcorisa	3733	699	1187	55	0	5360,89	313,25	3549,18	673,22	1084,26	54,23	0	183,62	25,74	103,09	0,8	0	5119
1999	44016	Alfambra	6303	5	0	0	0	6017,36	290,31	6014,1	3,26	0	0	0	288,54	1,62	0	0	0,15	4119
1999	44017	Aliaga	1856	1	0	0	0	1850,95	5,67	1850,16	0,79	0	0	0	5,67	0	0	0	0	2004
1999	44018	Almohaja	497	0	0	0	0	496,64	0,5	496,64	0	0	0	0	0,5	0	0	0	0	1019
1999	44019	Alobras	390	0	0	0	0	390,17	0,23	390,17	0	0	0	0	0,23	0	0	0	0	1644
1999	44020	Alpeñés	568	0	0	0	0	568,08	0	568,08	0	0	0	0	0	0	0	0	0	533
1999	44021	Allepuz	1190	0	0	0	0	1161,64	29,11	1161,64	0	0	0	0	28,71	0,4	0	0	0	1298
1999	44022	Alloza	1826	265	824	65	0	2893,07	86,92	1786,26	246,36	795,68	64,77	0	40,04	18,77	28,11	0	0	8070
1999	44023	Allueva	77	0	0	0	0	76,58	0	76,58	0	0	0	0	0	0	0	0	0	379
1999	44024	Anadón	353	0	0	0	0	353,01	0	352,97	0,04	0	0	0	0	0	0	0	0	609
1999	44025	Andorra	7170	261	911	51	0	8237,11	155,36	7056,72	245,97	884,02	50,4	0	113,74	14,58	26,88	0,16	0	11280
1999	44026	Arcos de las Salinas	120	11	0	0	0	118,06	12,97	109,55	8,51	0	0	0	10,54	2,43	0	0	0	1014
1999	44027	Arens de Lledó	96	403	411	97	0	993,36	14,29	85,02	400,62	410,65	97,07	0	11,42	2,74	0,13	0	0	1398
1999	44028	Argente	3939	0	0	0	0	3938,99	0	3938,99	0	0	0	0	0	0	0	0	0	4173
1999	44029	Ariño	510	54	173	4	0	712,78	28,2	498,08	47,58	162,94	4,18	0	11,72	6,21	10,27	0	0	1509
1999	44031	Azaila	5604	9	70	1	0	5534,64	150,28	5479,38	9,45	44,41	1,4	0	124,9	0	25,38	0	0	2906
1999	44032	Bádenas	342	7	0	0	0	330,92	18,27	324,17	6,75	0	0	0	18,27	0	0	0	0	469
1999	44033	Báguena	485	220	0	478	0	1078,3	104,33	402,91	211,14	0	464,25	0	81,98	8,76	0	13,36	0,23	2186
1999	44034	Bañón	3243	2	0	0	0	3223,8	21,02	3221,93	1,87	0	0	0	20,7	0	0	0	0,32	4630
1999	44035	Barrachina	810	0	0	0	0	770,71	39	770,71	0	0	0	0	39	0	0	0	0	1424
1999	44036	Bea	343	0	0	0	0	339,58	3,88	339,58	0	0	0	0	3,88	0	0	0	0	354
1999	44037	Beceite	142	222	246	9	0	552,86	66,14	107,98	217,63	218,78	8,47	0	34,44	3,94	27,65	0,11	0	962
1999	44038	Belmonte de San José	149	314	592	3	0	1049,48	9,1	142,43	314,05	590,21	2,79	0	6,77	0,33	2	0	0	1427
1999	44039	Bello	3979	3	0	0	0	3815,22	166,42	3812,48	2,74	0	0	0	166,42	0	0	0	0	5253
1999	44040	Berge	950	140	184	2	0	1171,18	105,34	871,2	134,25	163,97	1,76	0	79,03	6,17	19,81	0,33	0	2148
1999	44041	Bezas	15	0	0	0	0	14,46	0,57	14,44	0,02	0	0	0	0,07	0,25	0	0,25	0	201
1999	44042	Blancas	3619	0	0	0	0	3594,79	24,52	3594,59	0,2	0	0	0	24,52	0	0	0	0	4167
1999	44043	Blesa	2806	109	0	42	0	2950,42	5,84	2799,83	108,91	0,02	41,66	0	5,84	0	0	0	0	6189
1999	44044	Bordón	984	3	2	1	0	938,81	51,16	933,21	3,16	1,5	0,94	0	51,16	0	0	0	0	686
1999	44045	Bronchales	1289	0	0	0	0	1289,09	0	1289,06	0,03	0	0	0	0	0	0	0	0	3664
1999	44046	Bueña	1503	0	0	0	0	1488,39	14,97	1488,33	0,06	0	0	0	14,97	0	0	0	0	1810
1999	44047	Burbáguena	1083	193	0	123	0	1245,74	153,61	934,88	187,82	0	123,04	0	148,5	5,11	0	0	0	2204
1999	44048	Cabra de Mora	638	0	0	1	0	600,65	37,92	599,83	0	0	0,82	0	37,92	0	0	0	0	595
