Mes y año	Municipio código	Municipio nombre	Sexo	Régimen	Afiliaciones en alta
Septiembre 2014	44059	Cantavieja	Mujeres	General	79
Septiembre 2014	44060	Cañada de Benatanduz	Mujeres	General	1
Septiembre 2014	44061	Cañada de Verich (La)	Hombres	General	6
Septiembre 2014	44062	Cañada Vellida	Hombres	General	1
Septiembre 2014	44063	Cañizar del Olivar	Hombres	General	21
Septiembre 2014	44063	Cañizar del Olivar	Mujeres	General	24
Septiembre 2014	44064	Cascante del Río	Hombres	General	1
Septiembre 2014	44064	Cascante del Río	Mujeres	General	2
Septiembre 2014	44066	Castel de Cabra	Hombres	General	4
Septiembre 2014	44066	Castel de Cabra	Mujeres	General	1
Septiembre 2014	44067	Castelnou	Hombres	General	57
Septiembre 2014	44067	Castelnou	Mujeres	General	14
Septiembre 2014	44068	Castelserás	Hombres	General	45
Septiembre 2014	44068	Castelserás	Mujeres	General	26
Septiembre 2014	44070	Castellar (El)	Hombres	General	3
Septiembre 2014	44071	Castellote	Hombres	General	57
Septiembre 2014	44071	Castellote	Mujeres	General	47
Septiembre 2014	44074	Cedrillas	Hombres	General	139
Septiembre 2014	44074	Cedrillas	Mujeres	General	103
Septiembre 2014	44075	Celadas	Hombres	General	16
Septiembre 2014	44075	Celadas	Mujeres	General	8
Septiembre 2014	44076	Cella	Hombres	General	524
Septiembre 2014	44076	Cella	Mujeres	General	271
Septiembre 2014	44077	Cerollera (La)	Hombres	General	8
Septiembre 2014	44077	Cerollera (La)	Mujeres	General	6
Septiembre 2014	44080	Codoñera (La)	Hombres	General	39
Septiembre 2014	44080	Codoñera (La)	Mujeres	General	16
Septiembre 2014	44082	Corbalán	Hombres	General	4
Septiembre 2014	44084	Cortes de Aragón	Hombres	General	4
Septiembre 2014	44084	Cortes de Aragón	Mujeres	General	2
Septiembre 2014	44085	Cosa	Hombres	General	2
Septiembre 2014	44085	Cosa	Mujeres	General	2
Septiembre 2014	44086	Cretas	Hombres	General	50
Septiembre 2014	44086	Cretas	Mujeres	General	28
Septiembre 2014	44087	Crivillén	Hombres	General	6
Septiembre 2014	44087	Crivillén	Mujeres	General	3
Septiembre 2014	44088	Cuba (La)	Hombres	General	4
Septiembre 2014	44088	Cuba (La)	Mujeres	General	2
Septiembre 2014	44089	Cubla	Hombres	General	2
Septiembre 2014	44089	Cubla	Mujeres	General	2
Septiembre 2014	44090	Cucalón	Hombres	General	7
Septiembre 2014	44090	Cucalón	Mujeres	General	1
Septiembre 2014	44092	Cuervo (El)	Mujeres	General	1
Septiembre 2014	44093	Cuevas de Almudén	Hombres	General	11
Septiembre 2014	44093	Cuevas de Almudén	Mujeres	General	4
Septiembre 2014	44094	Cuevas Labradas	Hombres	General	4
Septiembre 2014	44094	Cuevas Labradas	Mujeres	General	1
Septiembre 2014	44096	Ejulve	Hombres	General	14
Septiembre 2014	44096	Ejulve	Mujeres	General	9
Septiembre 2014	44097	Escorihuela	Hombres	General	5
Septiembre 2014	44097	Escorihuela	Mujeres	General	2
Septiembre 2014	44099	Escucha	Hombres	General	69
Septiembre 2014	44099	Escucha	Mujeres	General	28
Septiembre 2014	44100	Estercuel	Hombres	General	5
Septiembre 2014	44100	Estercuel	Mujeres	General	9
Septiembre 2014	44101	Ferreruela de Huerva	Hombres	General	7
Septiembre 2014	44101	Ferreruela de Huerva	Mujeres	General	8
Septiembre 2014	44102	Fonfría	Mujeres	General	2
Septiembre 2014	44103	Formiche Alto	Hombres	General	35
Septiembre 2014	44103	Formiche Alto	Mujeres	General	17
Septiembre 2014	44105	Fórnoles	Hombres	General	2
Septiembre 2014	44105	Fórnoles	Mujeres	General	3
Septiembre 2014	44106	Fortanete	Hombres	General	14
Septiembre 2014	44106	Fortanete	Mujeres	General	3
Septiembre 2014	44107	Foz-Calanda	Hombres	General	20
Septiembre 2014	44107	Foz-Calanda	Mujeres	General	3
Septiembre 2014	44108	Fresneda (La)	Hombres	General	24
Septiembre 2014	44108	Fresneda (La)	Mujeres	General	28
Septiembre 2014	44109	Frías de Albarracín	Hombres	General	6
Septiembre 2014	44109	Frías de Albarracín	Mujeres	General	2
Septiembre 2014	44110	Fuenferrada	Mujeres	General	1
Septiembre 2014	44111	Fuentes Calientes	Hombres	General	3
Septiembre 2014	44111	Fuentes Calientes	Mujeres	General	3
Septiembre 2014	44112	Fuentes Claras	Hombres	General	43
Septiembre 2014	44112	Fuentes Claras	Mujeres	General	47
Septiembre 2014	44113	Fuentes de Rubielos	Hombres	General	11
Septiembre 2014	44113	Fuentes de Rubielos	Mujeres	General	5
Septiembre 2014	44114	Fuentespalda	Hombres	General	31
Septiembre 2014	44114	Fuentespalda	Mujeres	General	20
Septiembre 2014	44115	Galve	Hombres	General	27
Septiembre 2014	44115	Galve	Mujeres	General	5
Septiembre 2014	44116	Gargallo	Hombres	General	6
Septiembre 2014	44116	Gargallo	Mujeres	General	8
Septiembre 2014	44117	Gea de Albarracín	Hombres	General	3
Septiembre 2014	44117	Gea de Albarracín	Mujeres	General	15
Septiembre 2014	44118	Ginebrosa (La)	Hombres	General	14
Septiembre 2014	44118	Ginebrosa (La)	Mujeres	General	6
Septiembre 2014	44119	Griegos	Mujeres	General	2
Septiembre 2014	44120	Guadalaviar	Hombres	General	6
Septiembre 2014	44120	Guadalaviar	Mujeres	General	3
Septiembre 2014	44121	Gúdar	Hombres	General	5
Septiembre 2014	44121	Gúdar	Mujeres	General	2
Septiembre 2014	44122	Híjar	Hombres	General	162
Septiembre 2014	44122	Híjar	Mujeres	General	162
Septiembre 2014	44123	Hinojosa de Jarque	Hombres	General	27
Septiembre 2014	44123	Hinojosa de Jarque	Mujeres	General	16
Septiembre 2014	44124	Hoz de la Vieja (La)	Mujeres	General	2
Septiembre 2014	44125	Huesa del Común	Hombres	General	1
Septiembre 2014	44125	Huesa del Común	Mujeres	General	1
Septiembre 2014	44126	Iglesuela del Cid (La)	Hombres	General	33
Septiembre 2014	44126	Iglesuela del Cid (La)	Mujeres	General	22
Septiembre 2014	44127	Jabaloyas	Hombres	General	5
Septiembre 2014	44127	Jabaloyas	Mujeres	General	1
Septiembre 2014	44128	Jarque de la Val	Hombres	General	2
Septiembre 2014	44128	Jarque de la Val	Mujeres	General	2
Septiembre 2014	44129	Jatiel	Mujeres	General	1
Septiembre 2014	44130	Jorcas	Hombres	General	2
Septiembre 2014	44131	Josa	Hombres	General	5
Septiembre 2014	44132	Lagueruela	Hombres	General	6
Septiembre 2014	44133	Lanzuela	Hombres	General	2
Septiembre 2014	44135	Libros	Hombres	General	5
Septiembre 2014	44135	Libros	Mujeres	General	1
Septiembre 2014	44136	Lidón	Hombres	General	5
Septiembre 2014	44136	Lidón	Mujeres	General	1
Septiembre 2014	44137	Linares de Mora	Hombres	General	23
Septiembre 2014	44137	Linares de Mora	Mujeres	General	16
Septiembre 2014	44138	Loscos	Hombres	General	4
Septiembre 2014	44138	Loscos	Mujeres	General	7
Septiembre 2014	44141	Lledó	Hombres	General	9
Septiembre 2014	44141	Lledó	Mujeres	General	5
Septiembre 2014	44143	Manzanera	Hombres	General	51
Septiembre 2014	44143	Manzanera	Mujeres	General	48
Septiembre 2014	44144	Martín del Río	Hombres	General	22
Septiembre 2014	44144	Martín del Río	Mujeres	General	5
Septiembre 2014	44145	Mas de las Matas	Hombres	General	128
Septiembre 2014	44145	Mas de las Matas	Mujeres	General	111
Septiembre 2014	44146	Mata de los Olmos (La)	Hombres	General	48
Septiembre 2014	44146	Mata de los Olmos (La)	Mujeres	General	10
Septiembre 2014	44147	Mazaleón	Hombres	General	71
Septiembre 2014	44147	Mazaleón	Mujeres	General	66
Septiembre 2014	44148	Mezquita de Jarque	Hombres	General	8
Septiembre 2014	44148	Mezquita de Jarque	Mujeres	General	7
Septiembre 2014	44149	Mirambel	Hombres	General	9
Septiembre 2014	44149	Mirambel	Mujeres	General	3
Septiembre 2014	44150	Miravete de la Sierra	Mujeres	General	1
Septiembre 2014	44151	Molinos	Hombres	General	27
Septiembre 2014	44151	Molinos	Mujeres	General	9
Septiembre 2014	44152	Monforte de Moyuela	Hombres	General	1
Septiembre 2014	44152	Monforte de Moyuela	Mujeres	General	1
Septiembre 2014	44153	Monreal del Campo	Hombres	General	353
Septiembre 2014	44153	Monreal del Campo	Mujeres	General	230
Septiembre 2014	44154	Monroyo	Hombres	General	34
Septiembre 2014	44154	Monroyo	Mujeres	General	26
Septiembre 2014	44155	Montalbán	Hombres	General	105
Septiembre 2014	44155	Montalbán	Mujeres	General	61
Septiembre 2014	44156	Monteagudo del Castillo	Hombres	General	4
Septiembre 2014	44156	Monteagudo del Castillo	Mujeres	General	3
Septiembre 2014	44157	Monterde de Albarracín	Hombres	General	1
Septiembre 2014	44157	Monterde de Albarracín	Mujeres	General	1
Septiembre 2014	44158	Mora de Rubielos	Hombres	General	237
Septiembre 2014	44158	Mora de Rubielos	Mujeres	General	194
Septiembre 2014	44159	Moscardón	Hombres	General	3
Septiembre 2014	44160	Mosqueruela	Hombres	General	52
Septiembre 2014	44160	Mosqueruela	Mujeres	General	32
Septiembre 2014	44161	Muniesa	Hombres	General	33
Septiembre 2014	44161	Muniesa	Mujeres	General	46
Septiembre 2014	44163	Noguera de Albarracín	Hombres	General	3
Septiembre 2014	44163	Noguera de Albarracín	Mujeres	General	1
Septiembre 2014	44165	Nogueruelas	Hombres	General	6
Septiembre 2014	44165	Nogueruelas	Mujeres	General	13
Septiembre 2014	44167	Obón	Hombres	General	9
Septiembre 2014	44168	Odón	Hombres	General	4
Septiembre 2014	44168	Odón	Mujeres	General	2
Septiembre 2014	44169	Ojos Negros	Hombres	General	9
Septiembre 2014	44169	Ojos Negros	Mujeres	General	8
Septiembre 2014	44171	Olba	Hombres	General	9
Septiembre 2014	44171	Olba	Mujeres	General	7
Septiembre 2014	44172	Oliete	Hombres	General	14
Septiembre 2014	44172	Oliete	Mujeres	General	13
Septiembre 2014	44173	Olmos (Los)	Hombres	General	2
Septiembre 2014	44174	Orihuela del Tremedal	Hombres	General	51
Septiembre 2014	44174	Orihuela del Tremedal	Mujeres	General	14
Septiembre 2014	44175	Orrios	Hombres	General	6
Septiembre 2014	44175	Orrios	Mujeres	General	3
Septiembre 2014	44176	Palomar de Arroyos	Hombres	General	3
Septiembre 2014	44176	Palomar de Arroyos	Mujeres	General	2
Septiembre 2014	44177	Pancrudo	Hombres	General	4
Septiembre 2014	44177	Pancrudo	Mujeres	General	9
Septiembre 2014	44178	Parras de Castellote (Las)	Hombres	General	3
Septiembre 2014	44178	Parras de Castellote (Las)	Mujeres	General	1
Septiembre 2014	44179	Peñarroya de Tastavins	Hombres	General	57
Septiembre 2014	44179	Peñarroya de Tastavins	Mujeres	General	19
Septiembre 2014	44180	Peracense	Hombres	General	2
Septiembre 2014	44180	Peracense	Mujeres	General	1
Septiembre 2014	44181	Peralejos	Hombres	General	9
Septiembre 2014	44181	Peralejos	Mujeres	General	3
Septiembre 2014	44182	Perales del Alfambra	Hombres	General	13
Septiembre 2014	44182	Perales del Alfambra	Mujeres	General	11
Septiembre 2014	44183	Pitarque	Hombres	General	4
Septiembre 2014	44183	Pitarque	Mujeres	General	2
Septiembre 2014	44185	Pobo (El)	Hombres	General	6
Septiembre 2014	44185	Pobo (El)	Mujeres	General	1
Septiembre 2014	44187	Portellada (La)	Hombres	General	12
Septiembre 2014	44187	Portellada (La)	Mujeres	General	3
Septiembre 2014	44189	Pozondón	Hombres	General	1
Septiembre 2014	44189	Pozondón	Mujeres	General	2
Septiembre 2014	44190	Pozuel del Campo	Hombres	General	3
Septiembre 2014	44190	Pozuel del Campo	Mujeres	General	1
Septiembre 2014	44191	Puebla de Híjar (La)	Hombres	General	332
Septiembre 2014	44191	Puebla de Híjar (La)	Mujeres	General	100
Septiembre 2014	44192	Puebla de Valverde (La)	Hombres	General	65
Septiembre 2014	44192	Puebla de Valverde (La)	Mujeres	General	47
Septiembre 2014	44193	Puertomingalvo	Hombres	General	2
Septiembre 2014	44193	Puertomingalvo	Mujeres	General	10
Septiembre 2014	44194	Ráfales	Hombres	General	7
Septiembre 2014	44194	Ráfales	Mujeres	General	9
Septiembre 2014	44195	Rillo	Hombres	General	2
Septiembre 2014	44195	Rillo	Mujeres	General	1
Septiembre 2014	44196	Riodeva	Hombres	General	8
Septiembre 2014	44196	Riodeva	Mujeres	General	1
Septiembre 2014	44197	Ródenas	Hombres	General	5
Septiembre 2014	44197	Ródenas	Mujeres	General	3
Septiembre 2014	44198	Royuela	Hombres	General	16
Septiembre 2014	44198	Royuela	Mujeres	General	3
Septiembre 2014	44200	Rubielos de la Cérida	Hombres	General	1
Septiembre 2014	44201	Rubielos de Mora	Hombres	General	92
Septiembre 2014	44201	Rubielos de Mora	Mujeres	General	58
Septiembre 2014	44205	Samper de Calanda	Hombres	General	40
Septiembre 2014	44205	Samper de Calanda	Mujeres	General	22
Septiembre 2014	44206	San Agustín	Hombres	General	8
Septiembre 2014	44206	San Agustín	Mujeres	General	3
Septiembre 2014	44207	San Martín del Río	Hombres	General	10
Septiembre 2014	44207	San Martín del Río	Mujeres	General	2
Septiembre 2014	44208	Santa Cruz de Nogueras	Mujeres	General	1
Septiembre 2014	44209	Santa Eulalia	Hombres	General	130
Septiembre 2014	44209	Santa Eulalia	Mujeres	General	68
Septiembre 2014	44210	Sarrión	Hombres	General	155
Septiembre 2014	44210	Sarrión	Mujeres	General	74
Septiembre 2014	44211	Segura de los Baños	Mujeres	General	1
Septiembre 2014	44212	Seno	Hombres	General	4
Septiembre 2014	44212	Seno	Mujeres	General	1
Septiembre 2014	44213	Singra	Hombres	General	2
Septiembre 2014	44213	Singra	Mujeres	General	2
Septiembre 2014	44215	Terriente	Hombres	General	17
Septiembre 2014	44215	Terriente	Mujeres	General	2
Septiembre 2014	44216	Teruel	Hombres	General	7797
Septiembre 2014	44216	Teruel	Mujeres	General	8287
Septiembre 2014	44217	Toril y Masegoso	Hombres	General	2
Septiembre 2014	44219	Tornos	Hombres	General	3
Septiembre 2014	44219	Tornos	Mujeres	General	4
Septiembre 2014	44220	Torralba de los Sisones	Hombres	General	10
Septiembre 2014	44220	Torralba de los Sisones	Mujeres	General	5
Septiembre 2014	44221	Torrecilla de Alcañiz	Hombres	General	6
Septiembre 2014	44221	Torrecilla de Alcañiz	Mujeres	General	18
Septiembre 2014	44222	Torrecilla del Rebollar	Mujeres	General	2
Septiembre 2014	44223	Torre de Arcas	Hombres	General	3
Septiembre 2014	44223	Torre de Arcas	Mujeres	General	1
Septiembre 2014	44224	Torre de las Arcas	Hombres	General	5
Septiembre 2014	44225	Torre del Compte	Hombres	General	4
Septiembre 2014	44225	Torre del Compte	Mujeres	General	10
Septiembre 2014	44226	Torrelacárcel	Hombres	General	14
Septiembre 2014	44226	Torrelacárcel	Mujeres	General	4
Septiembre 2014	44227	Torre los Negros	Hombres	General	5
Septiembre 2014	44227	Torre los Negros	Mujeres	General	2
Septiembre 2014	44228	Torremocha de Jiloca	Hombres	General	11
Septiembre 2014	44228	Torremocha de Jiloca	Mujeres	General	3
Septiembre 2014	44229	Torres de Albarracín	Hombres	General	16
Septiembre 2014	44229	Torres de Albarracín	Mujeres	General	9
Septiembre 2014	44230	Torrevelilla	Hombres	General	8
Septiembre 2014	44230	Torrevelilla	Mujeres	General	10
Septiembre 2014	44231	Torrijas	Mujeres	General	4
Septiembre 2014	44232	Torrijo del Campo	Hombres	General	13
Septiembre 2014	44232	Torrijo del Campo	Mujeres	General	23
Septiembre 2014	44234	Tramacastiel	Hombres	General	8
Septiembre 2014	44235	Tramacastilla	Hombres	General	11
Septiembre 2014	44235	Tramacastilla	Mujeres	General	13
Septiembre 2014	44236	Tronchón	Hombres	General	5
Septiembre 2014	44236	Tronchón	Mujeres	General	2
Septiembre 2014	44237	Urrea de Gaén	Hombres	General	179
Septiembre 2014	44237	Urrea de Gaén	Mujeres	General	16
Septiembre 2014	44238	Utrillas	Hombres	General	605
Septiembre 2014	44238	Utrillas	Mujeres	General	391
Septiembre 2014	44239	Valacloche	Hombres	General	1
Septiembre 2014	44239	Valacloche	Mujeres	General	1
Septiembre 2014	44240	Valbona	Hombres	General	26
Septiembre 2014	44240	Valbona	Mujeres	General	7
Septiembre 2014	44241	Valdealgorfa	Hombres	General	29
Septiembre 2014	44241	Valdealgorfa	Mujeres	General	25
Septiembre 2014	44243	Valdecuenca	Hombres	General	6
Septiembre 2014	44244	Valdelinares	Hombres	General	7
Septiembre 2014	44244	Valdelinares	Mujeres	General	4
Septiembre 2014	44245	Valdeltormo	Hombres	General	19
Septiembre 2014	44245	Valdeltormo	Mujeres	General	9
Septiembre 2014	44246	Valderrobres	Hombres	General	362
Septiembre 2014	44246	Valderrobres	Mujeres	General	318
Septiembre 2014	44247	Valjunquera	Hombres	General	11
Septiembre 2014	44247	Valjunquera	Mujeres	General	7
Septiembre 2014	44249	Vallecillo (El)	Hombres	General	4
Septiembre 2014	44249	Vallecillo (El)	Mujeres	General	1
Septiembre 2014	44250	Veguillas de la Sierra	Hombres	General	1
Septiembre 2014	44250	Veguillas de la Sierra	Mujeres	General	1
Septiembre 2014	44251	Villafranca del Campo	Hombres	General	13
Septiembre 2014	44251	Villafranca del Campo	Mujeres	General	4
Septiembre 2014	44252	Villahermosa del Campo	Hombres	General	2
Septiembre 2014	44252	Villahermosa del Campo	Mujeres	General	2
Septiembre 2014	44256	Villanueva del Rebollar de la Sierra	Hombres	General	3
Septiembre 2014	44257	Villar del Cobo	Hombres	General	5
Septiembre 2014	44257	Villar del Cobo	Mujeres	General	2
Septiembre 2014	44260	Villarluengo	Hombres	General	14
Septiembre 2014	44260	Villarluengo	Mujeres	General	7
Septiembre 2014	44261	Villarquemado	Hombres	General	35
Septiembre 2014	44261	Villarquemado	Mujeres	General	19
Septiembre 2014	44262	Villarroya de los Pinares	Hombres	General	5
Septiembre 2014	44262	Villarroya de los Pinares	Mujeres	General	9
Septiembre 2014	44263	Villastar	Hombres	General	16
Septiembre 2014	44263	Villastar	Mujeres	General	10
Septiembre 2014	44264	Villel	Hombres	General	26
Septiembre 2014	44264	Villel	Mujeres	General	9
Septiembre 2014	44265	Vinaceite	Hombres	General	30
Septiembre 2014	44265	Vinaceite	Mujeres	General	5
Septiembre 2014	44266	Visiedo	Hombres	General	3
Septiembre 2014	44266	Visiedo	Mujeres	General	1
Septiembre 2014	44267	Vivel del Río Martín	Hombres	General	8
Septiembre 2014	50001	Abanto	Hombres	General	2
Septiembre 2014	50002	Acered	Hombres	General	12
Septiembre 2014	50002	Acered	Mujeres	General	6
Septiembre 2014	50003	Agón	Hombres	General	15
Septiembre 2014	50003	Agón	Mujeres	General	6
Septiembre 2014	50004	Aguarón	Hombres	General	251
Septiembre 2014	50004	Aguarón	Mujeres	General	50
Septiembre 2014	50005	Aguilón	Hombres	General	13
Septiembre 2014	50005	Aguilón	Mujeres	General	2
Septiembre 2014	50006	Ainzón	Hombres	General	62
Septiembre 2014	50006	Ainzón	Mujeres	General	63
Septiembre 2014	50008	Alagón	Hombres	General	1058
Septiembre 2014	50008	Alagón	Mujeres	General	946
Septiembre 2014	50009	Alarba	Hombres	General	4
Septiembre 2014	50009	Alarba	Mujeres	General	1
Septiembre 2014	50010	Alberite de San Juan	Hombres	General	6
Septiembre 2014	50010	Alberite de San Juan	Mujeres	General	2
Septiembre 2014	50011	Albeta	Hombres	General	16
Septiembre 2014	50011	Albeta	Mujeres	General	6
Septiembre 2014	50012	Alborge	Hombres	General	7
Septiembre 2014	50012	Alborge	Mujeres	General	4
Septiembre 2014	50013	Alcalá de Ebro	Hombres	General	10
Septiembre 2014	50013	Alcalá de Ebro	Mujeres	General	6
Septiembre 2014	50014	Alcalá de Moncayo	Hombres	General	2
Septiembre 2014	50014	Alcalá de Moncayo	Mujeres	General	2
Septiembre 2014	50015	Alconchel de Ariza	Hombres	General	5
Septiembre 2014	50015	Alconchel de Ariza	Mujeres	General	2
Septiembre 2014	50016	Aldehuela de Liestos	Hombres	General	1
Septiembre 2014	50016	Aldehuela de Liestos	Mujeres	General	3
Septiembre 2014	50017	Alfajarín	Hombres	General	460
Septiembre 2014	50017	Alfajarín	Mujeres	General	246
Septiembre 2014	50018	Alfamén	Hombres	General	269
Septiembre 2014	50018	Alfamén	Mujeres	General	139
Septiembre 2014	50019	Alforque	Mujeres	General	2
Septiembre 2014	50020	Alhama de Aragón	Hombres	General	85
Septiembre 2014	50020	Alhama de Aragón	Mujeres	General	101
Septiembre 2014	50022	Almolda (La)	Hombres	General	20
Septiembre 2014	50022	Almolda (La)	Mujeres	General	10
Septiembre 2014	50023	Almonacid de la Cuba	Hombres	General	7
Septiembre 2014	50023	Almonacid de la Cuba	Mujeres	General	4
Septiembre 2014	50024	Almonacid de la Sierra	Hombres	General	118
Septiembre 2014	50024	Almonacid de la Sierra	Mujeres	General	39
Septiembre 2014	50025	Almunia de Doña Godina (La)	Hombres	General	1470
Septiembre 2014	50025	Almunia de Doña Godina (La)	Mujeres	General	1172
Septiembre 2014	50026	Alpartir	Hombres	General	51
Septiembre 2014	50026	Alpartir	Mujeres	General	61
Septiembre 2014	50027	Ambel	Hombres	General	9
Septiembre 2014	50027	Ambel	Mujeres	General	1
Septiembre 2014	50028	Anento	Hombres	General	15
Septiembre 2014	50028	Anento	Mujeres	General	4
Septiembre 2014	50029	Aniñón	Hombres	General	59
Septiembre 2014	50029	Aniñón	Mujeres	General	26
Septiembre 2014	50030	Añón de Moncayo	Hombres	General	7
Septiembre 2014	50030	Añón de Moncayo	Mujeres	General	18
Septiembre 2014	50031	Aranda de Moncayo	Hombres	General	12
Septiembre 2014	50031	Aranda de Moncayo	Mujeres	General	4
Septiembre 2014	50032	Arándiga	Hombres	General	17
Septiembre 2014	50032	Arándiga	Mujeres	General	5
Septiembre 2014	50033	Ardisa	Mujeres	General	2
Septiembre 2014	50034	Ariza	Hombres	General	68
Septiembre 2014	50034	Ariza	Mujeres	General	67
Septiembre 2014	50035	Artieda	Hombres	General	5
Septiembre 2014	50035	Artieda	Mujeres	General	3
Septiembre 2014	50036	Asín	Hombres	General	3
Septiembre 2014	50036	Asín	Mujeres	General	8
Septiembre 2014	50037	Atea	Hombres	General	1
Septiembre 2014	50037	Atea	Mujeres	General	5
Septiembre 2014	50038	Ateca	Hombres	General	281
Septiembre 2014	50038	Ateca	Mujeres	General	262
Septiembre 2014	50039	Azuara	Hombres	General	19
Septiembre 2014	50039	Azuara	Mujeres	General	26
Septiembre 2014	50040	Badules	Hombres	General	2
Septiembre 2014	50041	Bagüés	Hombres	General	2
Septiembre 2014	50043	Bárboles	Hombres	General	78
Septiembre 2014	50043	Bárboles	Mujeres	General	5
Septiembre 2014	50044	Bardallur	Hombres	General	22
Septiembre 2014	50044	Bardallur	Mujeres	General	23
Septiembre 2014	50045	Belchite	Hombres	General	191
Septiembre 2014	50045	Belchite	Mujeres	General	172
Septiembre 2014	50046	Belmonte de Gracián	Hombres	General	5
Septiembre 2014	50046	Belmonte de Gracián	Mujeres	General	2
Septiembre 2014	50048	Berrueco	Mujeres	General	1
Septiembre 2014	50050	Bijuesca	Hombres	General	1
Septiembre 2014	50051	Biota	Hombres	General	48
Septiembre 2014	50051	Biota	Mujeres	General	27
Septiembre 2014	50052	Bisimbre	Hombres	General	26
Septiembre 2014	50052	Bisimbre	Mujeres	General	24
Septiembre 2014	50053	Boquiñeni	Hombres	General	52
Septiembre 2014	50053	Boquiñeni	Mujeres	General	28
Septiembre 2014	50054	Bordalba	Hombres	General	1
Septiembre 2014	50055	Borja	Hombres	General	612
Septiembre 2014	50055	Borja	Mujeres	General	788
Septiembre 2014	50056	Botorrita	Hombres	General	18
Septiembre 2014	50056	Botorrita	Mujeres	General	6
Septiembre 2014	50057	Brea de Aragón	Hombres	General	292
Septiembre 2014	50057	Brea de Aragón	Mujeres	General	188
Septiembre 2014	50058	Bubierca	Hombres	General	1
Septiembre 2014	50059	Bujaraloz	Hombres	General	119
Septiembre 2014	50059	Bujaraloz	Mujeres	General	82
Septiembre 2014	50060	Bulbuente	Hombres	General	18
Septiembre 2014	50060	Bulbuente	Mujeres	General	21
Septiembre 2014	50061	Bureta	Hombres	General	17
Septiembre 2014	50061	Bureta	Mujeres	General	26
Septiembre 2014	50062	Burgo de Ebro (El)	Hombres	General	844
Septiembre 2014	50062	Burgo de Ebro (El)	Mujeres	General	314
Septiembre 2014	50063	Buste (El)	Hombres	General	1
Septiembre 2014	50063	Buste (El)	Mujeres	General	1
Septiembre 2014	50064	Cabañas de Ebro	Hombres	General	74
Septiembre 2014	50064	Cabañas de Ebro	Mujeres	General	40
Septiembre 2014	50065	Cabolafuente	Hombres	General	1
Septiembre 2014	50065	Cabolafuente	Mujeres	General	1
Septiembre 2014	50066	Cadrete	Hombres	General	866
Septiembre 2014	50066	Cadrete	Mujeres	General	411
Septiembre 2014	50067	Calatayud	Hombres	General	2198
Septiembre 2014	50067	Calatayud	Mujeres	General	2399
Septiembre 2014	50068	Calatorao	Hombres	General	521
Septiembre 2014	50068	Calatorao	Mujeres	General	228
Septiembre 2014	50069	Calcena	Hombres	General	7
Septiembre 2014	50069	Calcena	Mujeres	General	1
Septiembre 2014	50070	Calmarza	Hombres	General	3
Septiembre 2014	50070	Calmarza	Mujeres	General	1
Septiembre 2014	50071	Campillo de Aragón	Hombres	General	5
Septiembre 2014	50071	Campillo de Aragón	Mujeres	General	2
Septiembre 2014	50072	Carenas	Hombres	General	10
Septiembre 2014	50072	Carenas	Mujeres	General	6
Septiembre 2014	50073	Cariñena	Hombres	General	1271
Septiembre 2014	50073	Cariñena	Mujeres	General	558
Septiembre 2014	50074	Caspe	Hombres	General	1369
Septiembre 2014	50074	Caspe	Mujeres	General	1285
Septiembre 2014	50075	Castejón de Alarba	Hombres	General	2
Septiembre 2014	50076	Castejón de las Armas	Hombres	General	6
Septiembre 2014	50076	Castejón de las Armas	Mujeres	General	1
Septiembre 2014	50077	Castejón de Valdejasa	Hombres	General	15
Septiembre 2014	50077	Castejón de Valdejasa	Mujeres	General	6
Septiembre 2014	50078	Castiliscar	Hombres	General	16
Septiembre 2014	50078	Castiliscar	Mujeres	General	10
Septiembre 2014	50079	Cervera de la Cañada	Hombres	General	77
Septiembre 2014	50079	Cervera de la Cañada	Mujeres	General	10
Septiembre 2014	50080	Cerveruela	Mujeres	General	4
Septiembre 2014	50081	Cetina	Hombres	General	44
Septiembre 2014	50081	Cetina	Mujeres	General	34
Septiembre 2014	50082	Cimballa	Hombres	General	8
Septiembre 2014	50082	Cimballa	Mujeres	General	5
Septiembre 2014	50083	Cinco Olivas	Hombres	General	1
Septiembre 2014	50083	Cinco Olivas	Mujeres	General	20
Septiembre 2014	50084	Clarés de Ribota	Hombres	General	1
Septiembre 2014	50085	Codo	Hombres	General	1
Septiembre 2014	50086	Codos	Hombres	General	31
Septiembre 2014	50086	Codos	Mujeres	General	37
Septiembre 2014	50087	Contamina	Hombres	General	1
Septiembre 2014	50087	Contamina	Mujeres	General	3
Septiembre 2014	50088	Cosuenda	Hombres	General	34
Septiembre 2014	50088	Cosuenda	Mujeres	General	20
Septiembre 2014	50089	Cuarte de Huerva	Hombres	General	2944
Septiembre 2014	50089	Cuarte de Huerva	Mujeres	General	1582
Septiembre 2014	50090	Cubel	Hombres	General	6
Septiembre 2014	50090	Cubel	Mujeres	General	2
Septiembre 2014	50091	Cuerlas (Las)	Hombres	General	6
Septiembre 2014	50091	Cuerlas (Las)	Mujeres	General	1
Septiembre 2014	50092	Chiprana	Hombres	General	132
Septiembre 2014	50092	Chiprana	Mujeres	General	113
Septiembre 2014	50093	Chodes	Hombres	General	6
Septiembre 2014	50093	Chodes	Mujeres	General	2
Septiembre 2014	50094	Daroca	Hombres	General	405
Septiembre 2014	50094	Daroca	Mujeres	General	289
