Mes y año	Mes (código)	Mes nombre	Año	Sector código	Sector descripción	Sexo	Número de contratos	CCAA nombre
Octubre 2020	202010	Octubre	2020	1	Agricultura, ganadería y pesca	Hombres	2192	Aragón
Octubre 2020	202010	Octubre	2020	1	Agricultura, ganadería y pesca	Mujeres	525	Aragón
Octubre 2020	202010	Octubre	2020	2	Industria y energía	Hombres	7247	Aragón
Octubre 2020	202010	Octubre	2020	2	Industria y energía	Mujeres	4384	Aragón
Octubre 2020	202010	Octubre	2020	3	Construcción	Hombres	1799	Aragón
Octubre 2020	202010	Octubre	2020	3	Construcción	Mujeres	133	Aragón
Octubre 2020	202010	Octubre	2020	4	Servicios	Hombres	12174	Aragón
Octubre 2020	202010	Octubre	2020	4	Servicios	Mujeres	15268	Aragón
Septiembre 2020	202009	Septiembre	2020	1	Agricultura, ganadería y pesca	Hombres	4220	Aragón
Septiembre 2020	202009	Septiembre	2020	1	Agricultura, ganadería y pesca	Mujeres	1067	Aragón
Septiembre 2020	202009	Septiembre	2020	2	Industria y energía	Hombres	7618	Aragón
Septiembre 2020	202009	Septiembre	2020	2	Industria y energía	Mujeres	4569	Aragón
Septiembre 2020	202009	Septiembre	2020	3	Construcción	Hombres	1855	Aragón
Septiembre 2020	202009	Septiembre	2020	3	Construcción	Mujeres	123	Aragón
Septiembre 2020	202009	Septiembre	2020	4	Servicios	Hombres	12502	Aragón
Septiembre 2020	202009	Septiembre	2020	4	Servicios	Mujeres	15977	Aragón
Agosto 2020	202008	Agosto	2020	1	Agricultura, ganadería y pesca	Hombres	5065	Aragón
Agosto 2020	202008	Agosto	2020	1	Agricultura, ganadería y pesca	Mujeres	1473	Aragón
Agosto 2020	202008	Agosto	2020	2	Industria y energía	Hombres	4808	Aragón
Agosto 2020	202008	Agosto	2020	2	Industria y energía	Mujeres	2952	Aragón
Agosto 2020	202008	Agosto	2020	3	Construcción	Hombres	1502	Aragón
Agosto 2020	202008	Agosto	2020	3	Construcción	Mujeres	73	Aragón
Agosto 2020	202008	Agosto	2020	4	Servicios	Hombres	8856	Aragón
Agosto 2020	202008	Agosto	2020	4	Servicios	Mujeres	11242	Aragón
Julio 2020	202007	Julio	2020	1	Agricultura, ganadería y pesca	Hombres	5618	Aragón
Julio 2020	202007	Julio	2020	1	Agricultura, ganadería y pesca	Mujeres	1801	Aragón
Julio 2020	202007	Julio	2020	2	Industria y energía	Hombres	6074	Aragón
Julio 2020	202007	Julio	2020	2	Industria y energía	Mujeres	3370	Aragón
Julio 2020	202007	Julio	2020	3	Construcción	Hombres	2292	Aragón
Julio 2020	202007	Julio	2020	3	Construcción	Mujeres	137	Aragón
Julio 2020	202007	Julio	2020	4	Servicios	Hombres	12825	Aragón
Julio 2020	202007	Julio	2020	4	Servicios	Mujeres	15075	Aragón
Junio 2020	202006	Junio	2020	1	Agricultura, ganadería y pesca	Hombres	8877	Aragón
Junio 2020	202006	Junio	2020	1	Agricultura, ganadería y pesca	Mujeres	3154	Aragón
Junio 2020	202006	Junio	2020	2	Industria y energía	Hombres	3721	Aragón
Junio 2020	202006	Junio	2020	2	Industria y energía	Mujeres	2124	Aragón
Junio 2020	202006	Junio	2020	3	Construcción	Hombres	2124	Aragón
Junio 2020	202006	Junio	2020	3	Construcción	Mujeres	109	Aragón
Junio 2020	202006	Junio	2020	4	Servicios	Hombres	8447	Aragón
Junio 2020	202006	Junio	2020	4	Servicios	Mujeres	10317	Aragón
Mayo 2020	202005	Mayo	2020	1	Agricultura, ganadería y pesca	Hombres	8989	Aragón
Mayo 2020	202005	Mayo	2020	1	Agricultura, ganadería y pesca	Mujeres	2921	Aragón
Mayo 2020	202005	Mayo	2020	2	Industria y energía	Hombres	2934	Aragón
Mayo 2020	202005	Mayo	2020	2	Industria y energía	Mujeres	1712	Aragón
Mayo 2020	202005	Mayo	2020	3	Construcción	Hombres	1779	Aragón
Mayo 2020	202005	Mayo	2020	3	Construcción	Mujeres	82	Aragón
Mayo 2020	202005	Mayo	2020	4	Servicios	Hombres	5197	Aragón
Mayo 2020	202005	Mayo	2020	4	Servicios	Mujeres	6421	Aragón
Abril 2020	202004	Abril	2020	1	Agricultura, ganadería y pesca	Hombres	4554	Aragón
Abril 2020	202004	Abril	2020	1	Agricultura, ganadería y pesca	Mujeres	1264	Aragón
Abril 2020	202004	Abril	2020	2	Industria y energía	Hombres	2461	Aragón
Abril 2020	202004	Abril	2020	2	Industria y energía	Mujeres	1468	Aragón
Abril 2020	202004	Abril	2020	3	Construcción	Hombres	1167	Aragón
Abril 2020	202004	Abril	2020	3	Construcción	Mujeres	38	Aragón
Abril 2020	202004	Abril	2020	4	Servicios	Hombres	3406	Aragón
Abril 2020	202004	Abril	2020	4	Servicios	Mujeres	4612	Aragón
Marzo 2020	202003	Marzo	2020	1	Agricultura, ganadería y pesca	Hombres	1832	Aragón
Marzo 2020	202003	Marzo	2020	1	Agricultura, ganadería y pesca	Mujeres	395	Aragón
Marzo 2020	202003	Marzo	2020	2	Industria y energía	Hombres	5325	Aragón
Marzo 2020	202003	Marzo	2020	2	Industria y energía	Mujeres	2796	Aragón
Marzo 2020	202003	Marzo	2020	3	Construcción	Hombres	1702	Aragón
Marzo 2020	202003	Marzo	2020	3	Construcción	Mujeres	122	Aragón
Marzo 2020	202003	Marzo	2020	4	Servicios	Hombres	9600	Aragón
Marzo 2020	202003	Marzo	2020	4	Servicios	Mujeres	12142	Aragón
Febrero 2020	202002	Febrero	2020	1	Agricultura, ganadería y pesca	Hombres	2359	Aragón
Febrero 2020	202002	Febrero	2020	1	Agricultura, ganadería y pesca	Mujeres	452	Aragón
Febrero 2020	202002	Febrero	2020	2	Industria y energía	Hombres	5768	Aragón
Febrero 2020	202002	Febrero	2020	2	Industria y energía	Mujeres	3024	Aragón
Febrero 2020	202002	Febrero	2020	3	Construcción	Hombres	2227	Aragón
Febrero 2020	202002	Febrero	2020	3	Construcción	Mujeres	157	Aragón
Febrero 2020	202002	Febrero	2020	4	Servicios	Hombres	13898	Aragón
Febrero 2020	202002	Febrero	2020	4	Servicios	Mujeres	16998	Aragón
Enero 2020	202001	Enero	2020	1	Agricultura, ganadería y pesca	Hombres	1948	Aragón
Enero 2020	202001	Enero	2020	1	Agricultura, ganadería y pesca	Mujeres	365	Aragón
Enero 2020	202001	Enero	2020	2	Industria y energía	Hombres	7024	Aragón
Enero 2020	202001	Enero	2020	2	Industria y energía	Mujeres	3684	Aragón
Enero 2020	202001	Enero	2020	3	Construcción	Hombres	2088	Aragón
Enero 2020	202001	Enero	2020	3	Construcción	Mujeres	121	Aragón
Enero 2020	202001	Enero	2020	4	Servicios	Hombres	14084	Aragón
Enero 2020	202001	Enero	2020	4	Servicios	Mujeres	17332	Aragón
Diciembre 2019	201912	Diciembre	2019	1	Agricultura, ganadería y pesca	Hombres	1703	Aragón
Diciembre 2019	201912	Diciembre	2019	1	Agricultura, ganadería y pesca	Mujeres	278	Aragón
Diciembre 2019	201912	Diciembre	2019	2	Industria y energía	Hombres	4936	Aragón
Diciembre 2019	201912	Diciembre	2019	2	Industria y energía	Mujeres	2694	Aragón
Diciembre 2019	201912	Diciembre	2019	3	Construcción	Hombres	1202	Aragón
Diciembre 2019	201912	Diciembre	2019	3	Construcción	Mujeres	85	Aragón
Diciembre 2019	201912	Diciembre	2019	4	Servicios	Hombres	13918	Aragón
Diciembre 2019	201912	Diciembre	2019	4	Servicios	Mujeres	18067	Aragón
Noviembre 2019	201911	Noviembre	2019	1	Agricultura, ganadería y pesca	Hombres	2344	Aragón
Noviembre 2019	201911	Noviembre	2019	1	Agricultura, ganadería y pesca	Mujeres	515	Aragón
Noviembre 2019	201911	Noviembre	2019	2	Industria y energía	Hombres	6143	Aragón
Noviembre 2019	201911	Noviembre	2019	2	Industria y energía	Mujeres	3280	Aragón
Noviembre 2019	201911	Noviembre	2019	3	Construcción	Hombres	1871	Aragón
Noviembre 2019	201911	Noviembre	2019	3	Construcción	Mujeres	113	Aragón
Noviembre 2019	201911	Noviembre	2019	4	Servicios	Hombres	14076	Aragón
Noviembre 2019	201911	Noviembre	2019	4	Servicios	Mujeres	18187	Aragón
Octubre 2019	201910	Octubre	2019	1	Agricultura, ganadería y pesca	Hombres	3227	Aragón
Octubre 2019	201910	Octubre	2019	1	Agricultura, ganadería y pesca	Mujeres	759	Aragón
Octubre 2019	201910	Octubre	2019	2	Industria y energía	Hombres	6676	Aragón
Octubre 2019	201910	Octubre	2019	2	Industria y energía	Mujeres	3531	Aragón
Octubre 2019	201910	Octubre	2019	3	Construcción	Hombres	2152	Aragón
Octubre 2019	201910	Octubre	2019	3	Construcción	Mujeres	157	Aragón
Octubre 2019	201910	Octubre	2019	4	Servicios	Hombres	19848	Aragón
Octubre 2019	201910	Octubre	2019	4	Servicios	Mujeres	24652	Aragón
Septiembre 2019	201909	Septiembre	2019	1	Agricultura, ganadería y pesca	Hombres	5349	Aragón
Septiembre 2019	201909	Septiembre	2019	1	Agricultura, ganadería y pesca	Mujeres	1295	Aragón
Septiembre 2019	201909	Septiembre	2019	2	Industria y energía	Hombres	6750	Aragón
Septiembre 2019	201909	Septiembre	2019	2	Industria y energía	Mujeres	3517	Aragón
Septiembre 2019	201909	Septiembre	2019	3	Construcción	Hombres	2265	Aragón
Septiembre 2019	201909	Septiembre	2019	3	Construcción	Mujeres	136	Aragón
Septiembre 2019	201909	Septiembre	2019	4	Servicios	Hombres	18675	Aragón
Septiembre 2019	201909	Septiembre	2019	4	Servicios	Mujeres	23083	Aragón
Agosto 2019	201908	Agosto	2019	1	Agricultura, ganadería y pesca	Hombres	5334	Aragón
Agosto 2019	201908	Agosto	2019	1	Agricultura, ganadería y pesca	Mujeres	1343	Aragón
Agosto 2019	201908	Agosto	2019	2	Industria y energía	Hombres	5162	Aragón
Agosto 2019	201908	Agosto	2019	2	Industria y energía	Mujeres	3381	Aragón
Agosto 2019	201908	Agosto	2019	3	Construcción	Hombres	1992	Aragón
Agosto 2019	201908	Agosto	2019	3	Construcción	Mujeres	101	Aragón
Agosto 2019	201908	Agosto	2019	4	Servicios	Hombres	14068	Aragón
Agosto 2019	201908	Agosto	2019	4	Servicios	Mujeres	15484	Aragón
Julio 2019	201907	Julio	2019	1	Agricultura, ganadería y pesca	Hombres	6956	Aragón
Julio 2019	201907	Julio	2019	1	Agricultura, ganadería y pesca	Mujeres	2245	Aragón
Julio 2019	201907	Julio	2019	2	Industria y energía	Hombres	6946	Aragón
Julio 2019	201907	Julio	2019	2	Industria y energía	Mujeres	3634	Aragón
Julio 2019	201907	Julio	2019	3	Construcción	Hombres	2542	Aragón
Julio 2019	201907	Julio	2019	3	Construcción	Mujeres	161	Aragón
Julio 2019	201907	Julio	2019	4	Servicios	Hombres	19710	Aragón
Julio 2019	201907	Julio	2019	4	Servicios	Mujeres	22771	Aragón
Junio 2019	201906	Junio	2019	1	Agricultura, ganadería y pesca	Hombres	8691	Aragón
Junio 2019	201906	Junio	2019	1	Agricultura, ganadería y pesca	Mujeres	3058	Aragón
Junio 2019	201906	Junio	2019	2	Industria y energía	Hombres	6701	Aragón
Junio 2019	201906	Junio	2019	2	Industria y energía	Mujeres	3267	Aragón
Junio 2019	201906	Junio	2019	3	Construcción	Hombres	2383	Aragón
Junio 2019	201906	Junio	2019	3	Construcción	Mujeres	138	Aragón
Junio 2019	201906	Junio	2019	4	Servicios	Hombres	17644	Aragón
Junio 2019	201906	Junio	2019	4	Servicios	Mujeres	21129	Aragón
Mayo 2019	201905	Mayo	2019	1	Agricultura, ganadería y pesca	Hombres	11232	Aragón
Mayo 2019	201905	Mayo	2019	1	Agricultura, ganadería y pesca	Mujeres	3795	Aragón
Mayo 2019	201905	Mayo	2019	2	Industria y energía	Hombres	6830	Aragón
Mayo 2019	201905	Mayo	2019	2	Industria y energía	Mujeres	3805	Aragón
Mayo 2019	201905	Mayo	2019	3	Construcción	Hombres	2692	Aragón
Mayo 2019	201905	Mayo	2019	3	Construcción	Mujeres	165	Aragón
Mayo 2019	201905	Mayo	2019	4	Servicios	Hombres	17045	Aragón
Mayo 2019	201905	Mayo	2019	4	Servicios	Mujeres	20369	Aragón
Abril 2019	201904	Abril	2019	1	Agricultura, ganadería y pesca	Hombres	3825	Aragón
Abril 2019	201904	Abril	2019	1	Agricultura, ganadería y pesca	Mujeres	1040	Aragón
Abril 2019	201904	Abril	2019	2	Industria y energía	Hombres	6192	Aragón
Abril 2019	201904	Abril	2019	2	Industria y energía	Mujeres	3197	Aragón
Abril 2019	201904	Abril	2019	3	Construcción	Hombres	2104	Aragón
Abril 2019	201904	Abril	2019	3	Construcción	Mujeres	119	Aragón
Abril 2019	201904	Abril	2019	4	Servicios	Hombres	13440	Aragón
Abril 2019	201904	Abril	2019	4	Servicios	Mujeres	16651	Aragón
Marzo 2019	201903	Marzo	2019	1	Agricultura, ganadería y pesca	Hombres	2358	Aragón
Marzo 2019	201903	Marzo	2019	1	Agricultura, ganadería y pesca	Mujeres	487	Aragón
Marzo 2019	201903	Marzo	2019	2	Industria y energía	Hombres	6147	Aragón
Marzo 2019	201903	Marzo	2019	2	Industria y energía	Mujeres	3269	Aragón
Marzo 2019	201903	Marzo	2019	3	Construcción	Hombres	2285	Aragón
Marzo 2019	201903	Marzo	2019	3	Construcción	Mujeres	117	Aragón
Marzo 2019	201903	Marzo	2019	4	Servicios	Hombres	13585	Aragón
Marzo 2019	201903	Marzo	2019	4	Servicios	Mujeres	16947	Aragón
Febrero 2019	201902	Febrero	2019	1	Agricultura, ganadería y pesca	Hombres	2101	Aragón
Febrero 2019	201902	Febrero	2019	1	Agricultura, ganadería y pesca	Mujeres	362	Aragón
Febrero 2019	201902	Febrero	2019	2	Industria y energía	Hombres	5552	Aragón
Febrero 2019	201902	Febrero	2019	2	Industria y energía	Mujeres	3111	Aragón
Febrero 2019	201902	Febrero	2019	3	Construcción	Hombres	2276	Aragón
Febrero 2019	201902	Febrero	2019	3	Construcción	Mujeres	145	Aragón
Febrero 2019	201902	Febrero	2019	4	Servicios	Hombres	12415	Aragón
Febrero 2019	201902	Febrero	2019	4	Servicios	Mujeres	15618	Aragón
Enero 2019	201901	Enero	2019	1	Agricultura, ganadería y pesca	Hombres	1980	Aragón
Enero 2019	201901	Enero	2019	1	Agricultura, ganadería y pesca	Mujeres	296	Aragón
Enero 2019	201901	Enero	2019	2	Industria y energía	Hombres	7562	Aragón
Enero 2019	201901	Enero	2019	2	Industria y energía	Mujeres	4171	Aragón
Enero 2019	201901	Enero	2019	3	Construcción	Hombres	2187	Aragón
Enero 2019	201901	Enero	2019	3	Construcción	Mujeres	138	Aragón
Enero 2019	201901	Enero	2019	4	Servicios	Hombres	14084	Aragón
Enero 2019	201901	Enero	2019	4	Servicios	Mujeres	17433	Aragón
Diciembre 2018	201812	Diciembre	2018	1	Agricultura, ganadería y pesca	Hombres	1844	Aragón
Diciembre 2018	201812	Diciembre	2018	1	Agricultura, ganadería y pesca	Mujeres	328	Aragón
Diciembre 2018	201812	Diciembre	2018	2	Industria y energía	Hombres	4963	Aragón
Diciembre 2018	201812	Diciembre	2018	2	Industria y energía	Mujeres	2813	Aragón
Diciembre 2018	201812	Diciembre	2018	3	Construcción	Hombres	1312	Aragón
Diciembre 2018	201812	Diciembre	2018	3	Construcción	Mujeres	79	Aragón
Diciembre 2018	201812	Diciembre	2018	4	Servicios	Hombres	12966	Aragón
Diciembre 2018	201812	Diciembre	2018	4	Servicios	Mujeres	17219	Aragón
Noviembre 2018	201811	Noviembre	2018	1	Agricultura, ganadería y pesca	Hombres	2623	Aragón
Noviembre 2018	201811	Noviembre	2018	1	Agricultura, ganadería y pesca	Mujeres	524	Aragón
Noviembre 2018	201811	Noviembre	2018	2	Industria y energía	Hombres	6243	Aragón
Noviembre 2018	201811	Noviembre	2018	2	Industria y energía	Mujeres	3546	Aragón
Noviembre 2018	201811	Noviembre	2018	3	Construcción	Hombres	1992	Aragón
Noviembre 2018	201811	Noviembre	2018	3	Construcción	Mujeres	114	Aragón
Noviembre 2018	201811	Noviembre	2018	4	Servicios	Hombres	14547	Aragón
Noviembre 2018	201811	Noviembre	2018	4	Servicios	Mujeres	18610	Aragón
Octubre 2018	201810	Octubre	2018	1	Agricultura, ganadería y pesca	Hombres	3587	Aragón
Octubre 2018	201810	Octubre	2018	1	Agricultura, ganadería y pesca	Mujeres	971	Aragón
Octubre 2018	201810	Octubre	2018	2	Industria y energía	Hombres	7342	Aragón
Octubre 2018	201810	Octubre	2018	2	Industria y energía	Mujeres	4470	Aragón
Octubre 2018	201810	Octubre	2018	3	Construcción	Hombres	2267	Aragón
Octubre 2018	201810	Octubre	2018	3	Construcción	Mujeres	139	Aragón
Octubre 2018	201810	Octubre	2018	4	Servicios	Hombres	20325	Aragón
Octubre 2018	201810	Octubre	2018	4	Servicios	Mujeres	24393	Aragón
Septiembre 2018	201809	Septiembre	2018	1	Agricultura, ganadería y pesca	Hombres	5346	Aragón
Septiembre 2018	201809	Septiembre	2018	1	Agricultura, ganadería y pesca	Mujeres	1487	Aragón
Septiembre 2018	201809	Septiembre	2018	2	Industria y energía	Hombres	7111	Aragón
Septiembre 2018	201809	Septiembre	2018	2	Industria y energía	Mujeres	3913	Aragón
Septiembre 2018	201809	Septiembre	2018	3	Construcción	Hombres	2018	Aragón
Septiembre 2018	201809	Septiembre	2018	3	Construcción	Mujeres	135	Aragón
Septiembre 2018	201809	Septiembre	2018	4	Servicios	Hombres	17418	Aragón
Septiembre 2018	201809	Septiembre	2018	4	Servicios	Mujeres	21667	Aragón
Agosto 2018	201808	Agosto	2018	1	Agricultura, ganadería y pesca	Hombres	6544	Aragón
Agosto 2018	201808	Agosto	2018	1	Agricultura, ganadería y pesca	Mujeres	1960	Aragón
Agosto 2018	201808	Agosto	2018	2	Industria y energía	Hombres	5947	Aragón
Agosto 2018	201808	Agosto	2018	2	Industria y energía	Mujeres	3794	Aragón
Agosto 2018	201808	Agosto	2018	3	Construcción	Hombres	1752	Aragón
Agosto 2018	201808	Agosto	2018	3	Construcción	Mujeres	92	Aragón
Agosto 2018	201808	Agosto	2018	4	Servicios	Hombres	14949	Aragón
Agosto 2018	201808	Agosto	2018	4	Servicios	Mujeres	16689	Aragón
Julio 2018	201807	Julio	2018	1	Agricultura, ganadería y pesca	Hombres	8346	Aragón
Julio 2018	201807	Julio	2018	1	Agricultura, ganadería y pesca	Mujeres	2344	Aragón
Julio 2018	201807	Julio	2018	2	Industria y energía	Hombres	6878	Aragón
Julio 2018	201807	Julio	2018	2	Industria y energía	Mujeres	3908	Aragón
Julio 2018	201807	Julio	2018	3	Construcción	Hombres	2331	Aragón
Julio 2018	201807	Julio	2018	3	Construcción	Mujeres	126	Aragón
Julio 2018	201807	Julio	2018	4	Servicios	Hombres	18776	Aragón
Julio 2018	201807	Julio	2018	4	Servicios	Mujeres	21694	Aragón
Junio 2018	201806	Junio	2018	1	Agricultura, ganadería y pesca	Hombres	9867	Aragón
Junio 2018	201806	Junio	2018	1	Agricultura, ganadería y pesca	Mujeres	3414	Aragón
Junio 2018	201806	Junio	2018	2	Industria y energía	Hombres	7569	Aragón
Junio 2018	201806	Junio	2018	2	Industria y energía	Mujeres	3621	Aragón
Junio 2018	201806	Junio	2018	3	Construcción	Hombres	2264	Aragón
Junio 2018	201806	Junio	2018	3	Construcción	Mujeres	122	Aragón
Junio 2018	201806	Junio	2018	4	Servicios	Hombres	17662	Aragón
Junio 2018	201806	Junio	2018	4	Servicios	Mujeres	21506	Aragón
Mayo 2018	201805	Mayo	2018	1	Agricultura, ganadería y pesca	Hombres	11294	Aragón
Mayo 2018	201805	Mayo	2018	1	Agricultura, ganadería y pesca	Mujeres	3690	Aragón
Mayo 2018	201805	Mayo	2018	2	Industria y energía	Hombres	7340	Aragón
Mayo 2018	201805	Mayo	2018	2	Industria y energía	Mujeres	4004	Aragón
Mayo 2018	201805	Mayo	2018	3	Construcción	Hombres	2306	Aragón
Mayo 2018	201805	Mayo	2018	3	Construcción	Mujeres	101	Aragón
Mayo 2018	201805	Mayo	2018	4	Servicios	Hombres	16339	Aragón
Mayo 2018	201805	Mayo	2018	4	Servicios	Mujeres	20069	Aragón
Abril 2018	201804	Abril	2018	1	Agricultura, ganadería y pesca	Hombres	2906	Aragón
Abril 2018	201804	Abril	2018	1	Agricultura, ganadería y pesca	Mujeres	745	Aragón
Abril 2018	201804	Abril	2018	2	Industria y energía	Hombres	6555	Aragón
Abril 2018	201804	Abril	2018	2	Industria y energía	Mujeres	3596	Aragón
Abril 2018	201804	Abril	2018	3	Construcción	Hombres	1802	Aragón
Abril 2018	201804	Abril	2018	3	Construcción	Mujeres	119	Aragón
Abril 2018	201804	Abril	2018	4	Servicios	Hombres	13970	Aragón
Abril 2018	201804	Abril	2018	4	Servicios	Mujeres	17487	Aragón
Marzo 2018	201803	Marzo	2018	1	Agricultura, ganadería y pesca	Hombres	1949	Aragón
Marzo 2018	201803	Marzo	2018	1	Agricultura, ganadería y pesca	Mujeres	423	Aragón
Marzo 2018	201803	Marzo	2018	2	Industria y energía	Hombres	6754	Aragón
Marzo 2018	201803	Marzo	2018	2	Industria y energía	Mujeres	3127	Aragón
Marzo 2018	201803	Marzo	2018	3	Construcción	Hombres	1772	Aragón
Marzo 2018	201803	Marzo	2018	3	Construcción	Mujeres	113	Aragón
Marzo 2018	201803	Marzo	2018	4	Servicios	Hombres	13297	Aragón
Marzo 2018	201803	Marzo	2018	4	Servicios	Mujeres	16995	Aragón
Febrero 2018	201802	Febrero	2018	1	Agricultura, ganadería y pesca	Hombres	1938	Aragón
Febrero 2018	201802	Febrero	2018	1	Agricultura, ganadería y pesca	Mujeres	335	Aragón
Febrero 2018	201802	Febrero	2018	2	Industria y energía	Hombres	6405	Aragón
Febrero 2018	201802	Febrero	2018	2	Industria y energía	Mujeres	3352	Aragón
Febrero 2018	201802	Febrero	2018	3	Construcción	Hombres	1993	Aragón
Febrero 2018	201802	Febrero	2018	3	Construcción	Mujeres	100	Aragón
Febrero 2018	201802	Febrero	2018	4	Servicios	Hombres	12505	Aragón
Febrero 2018	201802	Febrero	2018	4	Servicios	Mujeres	16113	Aragón
Enero 2018	201801	Enero	2018	1	Agricultura, ganadería y pesca	Hombres	1943	Aragón
Enero 2018	201801	Enero	2018	1	Agricultura, ganadería y pesca	Mujeres	265	Aragón
Enero 2018	201801	Enero	2018	2	Industria y energía	Hombres	8020	Aragón
Enero 2018	201801	Enero	2018	2	Industria y energía	Mujeres	3734	Aragón
Enero 2018	201801	Enero	2018	3	Construcción	Hombres	1955	Aragón
Enero 2018	201801	Enero	2018	3	Construcción	Mujeres	132	Aragón
Enero 2018	201801	Enero	2018	4	Servicios	Hombres	13611	Aragón
Enero 2018	201801	Enero	2018	4	Servicios	Mujeres	16711	Aragón
Diciembre 2017	201712	Diciembre	2017	1	Agricultura, ganadería y pesca	Hombres	1531	Aragón
Diciembre 2017	201712	Diciembre	2017	1	Agricultura, ganadería y pesca	Mujeres	247	Aragón
Diciembre 2017	201712	Diciembre	2017	2	Industria y energía	Hombres	6294	Aragón
Diciembre 2017	201712	Diciembre	2017	2	Industria y energía	Mujeres	3202	Aragón
Diciembre 2017	201712	Diciembre	2017	3	Construcción	Hombres	1305	Aragón
Diciembre 2017	201712	Diciembre	2017	3	Construcción	Mujeres	86	Aragón
Diciembre 2017	201712	Diciembre	2017	4	Servicios	Hombres	12962	Aragón
Diciembre 2017	201712	Diciembre	2017	4	Servicios	Mujeres	16616	Aragón
Noviembre 2017	201711	Noviembre	2017	1	Agricultura, ganadería y pesca	Hombres	2715	Aragón
Noviembre 2017	201711	Noviembre	2017	1	Agricultura, ganadería y pesca	Mujeres	487	Aragón
Noviembre 2017	201711	Noviembre	2017	2	Industria y energía	Hombres	7076	Aragón
Noviembre 2017	201711	Noviembre	2017	2	Industria y energía	Mujeres	3542	Aragón
Noviembre 2017	201711	Noviembre	2017	3	Construcción	Hombres	1982	Aragón
Noviembre 2017	201711	Noviembre	2017	3	Construcción	Mujeres	118	Aragón
Noviembre 2017	201711	Noviembre	2017	4	Servicios	Hombres	14150	Aragón
Noviembre 2017	201711	Noviembre	2017	4	Servicios	Mujeres	18446	Aragón
Octubre 2017	201710	Octubre	2017	1	Agricultura, ganadería y pesca	Hombres	2446	Aragón
Octubre 2017	201710	Octubre	2017	1	Agricultura, ganadería y pesca	Mujeres	637	Aragón
Octubre 2017	201710	Octubre	2017	2	Industria y energía	Hombres	8057	Aragón
Octubre 2017	201710	Octubre	2017	2	Industria y energía	Mujeres	4136	Aragón
Octubre 2017	201710	Octubre	2017	3	Construcción	Hombres	2015	Aragón
Octubre 2017	201710	Octubre	2017	3	Construcción	Mujeres	116	Aragón
Octubre 2017	201710	Octubre	2017	4	Servicios	Hombres	18866	Aragón
Octubre 2017	201710	Octubre	2017	4	Servicios	Mujeres	22634	Aragón
Septiembre 2017	201709	Septiembre	2017	1	Agricultura, ganadería y pesca	Hombres	5071	Aragón
Septiembre 2017	201709	Septiembre	2017	1	Agricultura, ganadería y pesca	Mujeres	1549	Aragón
Septiembre 2017	201709	Septiembre	2017	2	Industria y energía	Hombres	8133	Aragón
Septiembre 2017	201709	Septiembre	2017	2	Industria y energía	Mujeres	3927	Aragón
Septiembre 2017	201709	Septiembre	2017	3	Construcción	Hombres	1992	Aragón
Septiembre 2017	201709	Septiembre	2017	3	Construcción	Mujeres	114	Aragón
Septiembre 2017	201709	Septiembre	2017	4	Servicios	Hombres	17869	Aragón
Septiembre 2017	201709	Septiembre	2017	4	Servicios	Mujeres	22174	Aragón
Agosto 2017	201708	Agosto	2017	1	Agricultura, ganadería y pesca	Hombres	6784	Aragón
Agosto 2017	201708	Agosto	2017	1	Agricultura, ganadería y pesca	Mujeres	1716	Aragón
Agosto 2017	201708	Agosto	2017	2	Industria y energía	Hombres	6779	Aragón
Agosto 2017	201708	Agosto	2017	2	Industria y energía	Mujeres	3353	Aragón
Agosto 2017	201708	Agosto	2017	3	Construcción	Hombres	1903	Aragón
Agosto 2017	201708	Agosto	2017	3	Construcción	Mujeres	96	Aragón
Agosto 2017	201708	Agosto	2017	4	Servicios	Hombres	14920	Aragón
Agosto 2017	201708	Agosto	2017	4	Servicios	Mujeres	16359	Aragón
Julio 2017	201707	Julio	2017	1	Agricultura, ganadería y pesca	Hombres	6330	Aragón
Julio 2017	201707	Julio	2017	1	Agricultura, ganadería y pesca	Mujeres	1789	Aragón
Julio 2017	201707	Julio	2017	2	Industria y energía	Hombres	7448	Aragón
Julio 2017	201707	Julio	2017	2	Industria y energía	Mujeres	3302	Aragón
Julio 2017	201707	Julio	2017	3	Construcción	Hombres	2111	Aragón
Julio 2017	201707	Julio	2017	3	Construcción	Mujeres	109	Aragón
Julio 2017	201707	Julio	2017	4	Servicios	Hombres	17674	Aragón
Julio 2017	201707	Julio	2017	4	Servicios	Mujeres	19808	Aragón
Junio 2017	201706	Junio	2017	1	Agricultura, ganadería y pesca	Hombres	9511	Aragón
Junio 2017	201706	Junio	2017	1	Agricultura, ganadería y pesca	Mujeres	2798	Aragón
Junio 2017	201706	Junio	2017	2	Industria y energía	Hombres	7516	Aragón
Junio 2017	201706	Junio	2017	2	Industria y energía	Mujeres	3611	Aragón
Junio 2017	201706	Junio	2017	3	Construcción	Hombres	2182	Aragón
Junio 2017	201706	Junio	2017	3	Construcción	Mujeres	120	Aragón
Junio 2017	201706	Junio	2017	4	Servicios	Hombres	18706	Aragón
Junio 2017	201706	Junio	2017	4	Servicios	Mujeres	21760	Aragón
Mayo 2017	201705	Mayo	2017	1	Agricultura, ganadería y pesca	Hombres	12503	Aragón
Mayo 2017	201705	Mayo	2017	1	Agricultura, ganadería y pesca	Mujeres	3911	Aragón
