Año	Municipio código	Municipio nombre	Rústica   Número de recibos	Rústica   Base imponible (miles de euros)	Rústica   Base liquidable (miles de euros)	Rústica   Cuota íntegra (euros)	Rústica   Cuota líquida (euros)
2016	22254	Zaidín	841	25319,61	24601,63	172211	169167
2016	22901	Valle de Hecho	267	8240,95	2859	20251	8824
2016	22902	Puente la Reina de Jaca	119	2069,91	1793,65	8071	8071
2016	22903	San Miguel del Cinca	585	20848,94	20740,46	147257	146718
2016	22904	Sotonera (La)	633	16729,75	16173,36	127770	123129
2016	22905	Lupiñén-Ortilla	238	14126,52	13894,27	84755	78944
2016	22906	Santa María de Dulcis	145	805,05	768,76	4997	4323
2016	22907	Aínsa-Sobrarbe	624	14662,09	12613,82	95865	51655
2016	22908	Hoz y Costeán	261	2420,95	2351,61	18813	18813
2016	22909	Vencillón	85	2203,06	2158,75	19429	19215
2016	44001	Ababuj	208	1098,34	1098,34	8787	5153
2016	44002	Abejuela	464	554,15	521,18	4169	3187
2016	44003	Aguatón	94	326,23	326,23	2610	2576
2016	44004	Aguaviva	1080	3162,01	3162,01	15810	14114
2016	44005	Aguilar del Alfambra	201	1051,21	1051,21	8410	6924
2016	44006	Alacón	680	2353,2	2353,2	11766	11691
2016	44007	Alba	656	2801,62	2801,62	14008	13081
2016	44008	Albalate del Arzobispo	1967	8352,56	8352,56	37586	28857
2016	44009	Albarracín	2004	24989,54	3438,58	25789	20192
2016	44010	Albentosa	895	2413,49	2287,01	13722	11831
2016	44011	Alcaine	480	673,52	673,52	4714	4231
2016	44012	Alcalá de la Selva	849	1751,58	793,93	6828	6833
2016	44013	Alcañiz	4128	37744,96	37744,96	415194	401919
2016	44014	Alcorisa	550	3858	3858	25077	19898
2016	44016	Alfambra	840	3139,84	3139,84	27631	26178
2016	44017	Aliaga	629	3299,87	3299,87	20129	11266
2016	44018	Almohaja	131	172,98	172,98	519	241
2016	44019	Alobras	273	922,72	922,72	2768	1968
2016	44020	Alpeñés	96	698,89	698,89	3145	2997
2016	44021	Allepuz	418	1556,32	1556,32	9338	8008
2016	44022	Alloza	1331	2993,46	2993,46	14967	13056
2016	44023	Allueva	119	384,59	384,59	3077	1589
2016	44024	Anadón	160	377,94	377,94	2268	1986
2016	44025	Andorra	1753	11665,9	10587,84	79409	77798
2016	44026	Arcos de las Salinas	930	1461,86	1321,23	8588	5216
2016	44027	Arens de Lledó	558	850,9	850,9	6807	5229
2016	44028	Argente	325	3024,01	3024,01	19656	19652
2016	44029	Ariño	718	7878,35	7878,35	51209	41460
2016	44031	Azaila	461	2800,43	2800,43	22403	22022
2016	44032	Bádenas	152	722,34	722,34	3973	3215
2016	44033	Báguena	1064	2120,71	2120,71	18026	17814
2016	44034	Bañón	528	4393,07	4154,22	22848	16812
2016	44035	Barrachina	357	1242,61	1242,61	6834	6057
2016	44036	Bea	86	334,32	334,32	2675	1629
2016	44037	Beceite	787	7553,05	7326,22	29304	17650
2016	44038	Belmonte de San José	659	1343,61	1343,61	9137	8517
2016	44039	Bello	619	2959,79	2959,79	23678	23635
2016	44040	Berge	423	1343,29	1343,29	9403	7478
2016	44041	Bezas	277	1187,28	69,26	208	208
2016	44042	Blancas	534	1302,41	1302,41	4037	3788
2016	44043	Blesa	869	2198,74	2198,74	18689	17197
2016	44044	Bordón	264	1221,35	1221,35	10504	9819
2016	44045	Bronchales	577	1542,33	567,98	3692	3692
2016	44046	Bueña	245	787,75	787,75	7878	7802
2016	44047	Burbáguena	869	2118,22	2118,22	14828	14223
2016	44048	Cabra de Mora	182	695,23	316,42	2848	2313
2016	44049	Calaceite	1205	2155,72	2155,72	22635	21611
2016	44050	Calamocha	4573	10854,63	10854,63	82495	74808
2016	44051	Calanda	2107	7293,23	7293,23	57981	57973
2016	44052	Calomarde	322	537,67	537,67	1613	1428
2016	44053	Camañas	321	1758,93	1758,93	11433	11432
2016	44054	Camarena de la Sierra	513	3314,81	3237,22	16186	5177
2016	44055	Camarillas	306	2129,84	2129,84	17039	13096
2016	44056	Caminreal	1296	6848,78	6848,78	20546	8214
2016	44059	Cantavieja	586	4972,18	4972,18	32319	26717
2016	44060	Cañada de Benatanduz	267	1301,76	1301,76	3905	2011
2016	44061	Cañada de Verich (La)	194	236,39	187,63	1126	1125
2016	44062	Cañada Vellida	105	895,13	895,13	6087	6068
2016	44063	Cañizar del Olivar	364	535,24	535,24	3747	2255
2016	44064	Cascante del Río	626	722,31	722,31	4334	3749
2016	44065	Castejón de Tornos	316	1072,71	1072,71	5364	5210
2016	44066	Castel de Cabra	401	2006,31	2006,31	10031	9668
2016	44067	Castelnou	279	2423,55	2423,55	15753	15673
2016	44068	Castelserás	1192	1569,88	1569,88	9419	9388
2016	44070	Castellar (El)	267	1415,27	1381,7	12435	7001
2016	44071	Castellote	1756	9790,44	9151,56	68636	55209
2016	44074	Cedrillas	602	3707,73	3502,4	15761	11171
2016	44075	Celadas	633	2488,5	2488,5	19908	17684
2016	44076	Cella	2083	7784,82	7784,82	46709	37132
2016	44077	Cerollera (La)	401	1595,97	1541	4623	3725
2016	44080	Codoñera (La)	561	2456,61	2456,61	15968	15620
2016	44082	Corbalán	234	1268,24	1268,24	5707	3341
2016	44084	Cortes de Aragón	346	1430,14	1430,14	9296	8373
2016	44085	Cosa	189	1932,32	1932,32	5797	4738
2016	44086	Cretas	1103	9726,54	8932	26796	26117
2016	44087	Crivillén	570	1191,67	881,83	5732	5623
2016	44088	Cuba (La)	140	73,36	73,36	477	477
2016	44089	Cubla	382	594,73	594,73	1784	1158
2016	44090	Cucalón	347	1858,01	1815,65	9986	9092
2016	44092	Cuervo (El)	386	519,81	494,59	1978	1005
2016	44093	Cuevas de Almudén	101	611,72	611,72	3059	2569
2016	44094	Cuevas Labradas	226	540,38	540,38	3242	2507
2016	44096	Ejulve	676	1725,2	1680,67	8403	5678
2016	44097	Escorihuela	364	602,6	602,6	4459	3279
2016	44099	Escucha	443	4690,9	4690,9	30488	12317
2016	44100	Estercuel	920	1070,39	1070,39	8563	7314
2016	44101	Ferreruela de Huerva	175	1693,28	1693,28	13546	12408
2016	44102	Fonfría	133	419,86	419,86	1260	672
2016	44103	Formiche Alto	481	3399,42	3294,35	19766	16194
2016	44105	Fórnoles	597	671,71	671,71	4030	2882
2016	44106	Fortanete	463	2843,69	2843,69	22750	12707
2016	44107	Foz-Calanda	477	2812,39	2812,39	15468	13956
2016	44108	Fresneda (La)	1243	892,89	892,89	2679	2382
2016	44109	Frías de Albarracín	531	1150,06	263,11	789	323
2016	44110	Fuenferrada	284	1094,01	1094,01	4376	4055
2016	44111	Fuentes Calientes	187	770	770	5390	5388
2016	44112	Fuentes Claras	946	1926,18	1926,18	15409	14951
2016	44113	Fuentes de Rubielos	544	384,46	195,33	2051	1852
2016	44114	Fuentespalda	491	1010,63	1010,63	3031	3013
2016	44115	Galve	189	902,23	902,23	5774	5653
2016	44116	Gargallo	391	1990,46	1990,46	15923	9267
2016	44117	Gea de Albarracín	561	1943,4	1943,4	13604	7861
2016	44118	Ginebrosa (La)	1236	7271,67	6747,82	40487	39637
2016	44119	Griegos	514	2932,69	2834,29	8503	4246
2016	44120	Guadalaviar	478	2192,12	184,59	554	387
2016	44121	Gúdar	205	1856,64	1791,85	15231	7470
2016	44122	Híjar	1689	8886,37	8886,37	79976	72468
2016	44123	Hinojosa de Jarque	204	848,43	848,43	4242	4084
2016	44124	Hoz de la Vieja (La)	698	935,07	935,07	6078	5907
2016	44125	Huesa del Común	834	2722,4	2722,4	20418	16831
2016	44126	Iglesuela del Cid (La)	642	905,58	452,32	2262	2176
2016	44127	Jabaloyas	452	1590,63	518,37	2074	1488
2016	44128	Jarque de la Val	126	696,73	696,73	3482	3278
2016	44129	Jatiel	158	555,1	555,1	5551	5538
2016	44130	Jorcas	220	943,91	943,91	7551	5721
2016	44131	Josa	334	493	493	3205	2933
2016	44132	Lagueruela	216	687,09	687,09	5497	4483
2016	44133	Lanzuela	140	516,88	516,88	4135	3826
2016	44135	Libros	940	680,02	680,02	4080	3436
2016	44136	Lidón	137	917,01	917,01	4402	3933
2016	44137	Linares de Mora	615	1675,53	1675,53	10053	5213
2016	44138	Loscos	885	1970,81	1970,81	5912	5759
2016	44141	Lledó	358	647,14	647,14	2912	2494
2016	44142	Maicas	272	293,27	293,27	1906	1618
2016	44143	Manzanera	1831	3890,75	3890,75	35017	19586
2016	44144	Martín del Río	765	2292,66	2292,66	13297	10514
2016	44145	Mas de las Matas	934	5664,72	5478,55	27393	26362
2016	44146	Mata de los Olmos (La)	230	1125,26	1125,26	5626	5396
2016	44147	Mazaleón	1265	2721,86	2721,86	16331	15201
2016	44148	Mezquita de Jarque	122	858,48	858,48	3434	3297
2016	44149	Mirambel	205	663,03	663,03	2321	2301
2016	44150	Miravete de la Sierra	131	584,55	584,55	4092	3540
2016	44151	Molinos	740	2612,63	2612,63	13063	11564
2016	44152	Monforte de Moyuela	429	1419,32	1419,32	4258	3976
2016	44153	Monreal del Campo	1986	7213,34	7213,34	43280	41693
2016	44154	Monroyo	700	2219,95	1223,18	9786	9736
2016	44155	Montalbán	1457	3463,49	3034,82	26403	21323
2016	44156	Monteagudo del Castillo	226	962	962	2886	2558
2016	44157	Monterde de Albarracín	256	341,35	341,35	1024	548
2016	44158	Mora de Rubielos	1758	3874,79	3874,79	30998	11597
2016	44159	Moscardón	474	862,85	353,32	1413	954
2016	44160	Mosqueruela	920	12858,78	931,31	5588	5071
2016	44161	Muniesa	1103	5161,45	5161,45	51615	49022
2016	44163	Noguera de Albarracín	687	1266,36	1129,64	6778	3226
2016	44164	Nogueras	203	466,47	466,47	2799	2430
2016	44165	Nogueruelas	469	4347,12	4158,42	16634	11429
2016	44167	Obón	737	1473,17	1473,17	11785	11109
2016	44168	Odón	523	1531,68	1531,68	12254	12226
2016	44169	Ojos Negros	742	3102,88	3102,88	18617	18544
2016	44171	Olba	1282	1261,17	1044,19	7309	4944
2016	44172	Oliete	1691	2079,17	2079,17	15386	13828
2016	44173	Olmos (Los)	514	1473,47	1473,47	8841	8027
2016	44174	Orihuela del Tremedal	531	2578,31	374,5	2434	2434
2016	44175	Orrios	324	762,63	762,63	4118	4118
2016	44176	Palomar de Arroyos	388	1152,89	1152,89	5764	5275
2016	44177	Pancrudo	402	2678,93	2678,93	12055	11385
2016	44178	Parras de Castellote (Las)	368	863,09	863,09	3884	3557
2016	44179	Peñarroya de Tastavins	616	1204,07	1204,07	6020	3281
2016	44180	Peracense	300	656,68	656,68	4268	4066
2016	44181	Peralejos	187	504,4	504,4	3127	2511
2016	44182	Perales del Alfambra	536	2276,02	2276,02	12109	11967
2016	44183	Pitarque	455	714,58	714,58	2144	1531
2016	44184	Plou	375	550,59	550,59	3854	2701
2016	44185	Pobo (El)	271	1219,96	1219,96	7930	5328
2016	44187	Portellada (La)	453	1820,37	1820,37	5461	4467
2016	44189	Pozondón	379	1108,57	1057,23	3172	2067
2016	44190	Pozuel del Campo	518	864,8	864,8	2854	2659
2016	44191	Puebla de Híjar (La)	1106	6924,63	6924,63	69246	67169
2016	44192	Puebla de Valverde (La)	1164	3396,25	3396,25	30565	28864
2016	44193	Puertomingalvo	827	1366,04	1366,04	8469	5014
2016	44194	Ráfales	495	1155,51	559,9	1680	1680
2016	44195	Rillo	268	1176,22	1176,22	5881	5722
2016	44196	Riodeva	868	1098,38	1098,38	6590	4180
2016	44197	Ródenas	276	1066,42	1042,57	3128	2240
2016	44198	Royuela	580	1123,92	1123,92	7305	5936
2016	44199	Rubiales	186	448,43	134,6	404	404
2016	44200	Rubielos de la Cérida	210	966,57	966,57	3866	3800
2016	44201	Rubielos de Mora	1042	1353,13	1353,13	8660	5994
2016	44203	Salcedillo	82	369,05	369,05	2952	2025
2016	44204	Saldón	379	426,34	426,34	1279	1117
2016	44205	Samper de Calanda	1296	5531,72	5531,72	32084	31923
2016	44206	San Agustín	1287	1632,34	1632,34	11426	10960
2016	44207	San Martín del Río	681	960,16	960,16	6241	6148
2016	44208	Santa Cruz de Nogueras	142	362,32	362,32	1812	1732
2016	44209	Santa Eulalia	1006	7518,14	6641,19	39847	37688
2016	44210	Sarrión	1919	1135,24	1135,24	7379	5660
2016	44211	Segura de los Baños	412	926,23	926,23	3705	2607
2016	44212	Seno	177	382,07	382,07	1910	1438
2016	44213	Singra	334	2041,77	2041,77	13272	13183
2016	44215	Terriente	683	2168,14	1900,25	7601	2676
2016	44216	Teruel	5292	12317,58	12317,58	77601	73871
2016	44217	Toril y Masegoso	365	979,57	159,17	478	477
2016	44218	Tormón	188	769,85	97,52	293	160
2016	44219	Tornos	527	1746,32	1746,32	13097	11511
2016	44220	Torralba de los Sisones	289	3911,87	3911,87	15648	15506
2016	44221	Torrecilla de Alcañiz	696	3489,08	3489,08	13956	13308
2016	44222	Torrecilla del Rebollar	478	3145,14	3046,27	12185	11123
2016	44223	Torre de Arcas	258	544,58	258,68	2069	2063
2016	44224	Torre de las Arcas	471	564,19	564,19	2934	2369
2016	44225	Torre del Compte	435	990,85	990,85	8323	7791
2016	44226	Torrelacárcel	439	1533,06	1533,06	12265	11922
2016	44227	Torre los Negros	184	1068,9	1068,9	6413	6262
2016	44228	Torremocha de Jiloca	230	7331,39	6701,35	53611	10933
2016	44229	Torres de Albarracín	439	1005,98	864,55	2594	2279
2016	44230	Torrevelilla	721	2344,6	2344,6	17584	17201
2016	44231	Torrijas	385	1854,89	1794,37	14355	5282
2016	44232	Torrijo del Campo	1032	5437,23	5437,23	27186	27072
2016	44234	Tramacastiel	656	684,19	684,19	4447	3050
2016	44235	Tramacastilla	460	497,16	497,16	1491	777
2016	44236	Tronchón	367	1916,78	1709,64	8548	8232
2016	44237	Urrea de Gaén	729	3175,45	3175,45	14607	13068
2016	44238	Utrillas	564	599,89	599,89	3899	2834
2016	44239	Valacloche	320	368,14	368,14	2209	1793
2016	44240	Valbona	563	765,53	765,53	5359	4785
2016	44241	Valdealgorfa	822	1653,26	1653,26	8597	8407
2016	44243	Valdecuenca	322	435,78	396,54	1190	777
2016	44244	Valdelinares	310	1777,58	1777,58	9332	5696
2016	44245	Valdeltormo	422	839,67	839,67	5458	5427
2016	44246	Valderrobres	1879	3470,35	3470,35	20822	16328
2016	44247	Valjunquera	686	2432,19	2361,21	11806	11311
2016	44249	Vallecillo (El)	190	805,57	753,02	2259	1177
2016	44250	Veguillas de la Sierra	139	305,06	111,25	334	307
2016	44251	Villafranca del Campo	741	3929,25	3929,25	31434	31223
2016	44252	Villahermosa del Campo	193	1041,25	1041,25	8330	8136
2016	44256	Villanueva del Rebollar de la Sierra	143	763,47	763,47	3054	2928
2016	44257	Villar del Cobo	466	1066,23	340,65	2044	2044
2016	44258	Villar del Salz	237	546,17	546,17	3277	3215
2016	44260	Villarluengo	449	2182,24	2182,24	19640	9815
2016	44261	Villarquemado	750	5308,81	5308,81	26544	18983
2016	44262	Villarroya de los Pinares	286	922,72	922,72	5998	4908
2016	44263	Villastar	796	2276,94	2154,1	14002	12198
2016	44264	Villel	1260	3272,81	3082,97	24663	22859
2016	44265	Vinaceite	452	5634,95	5634,95	45080	30839
2016	44266	Visiedo	341	2384,76	2384,76	11924	11468
2016	44267	Vivel del Río Martín	479	1646,03	1646,03	6584	4945
2016	44268	Zoma (La)	126	235,97	235,97	708	354
2016	50001	Abanto	380	802,17	802,17	2406	2383
2016	50002	Acered	413	1072,62	1046,58	7325	7325
2016	50003	Agón	320	1579,91	1579,91	11059	11059
2016	50004	Aguarón	526	2783,79	2783,79	20878	20815
2016	50005	Aguilón	188	1714,63	1714,63	8573	8426
2016	50006	Ainzón	1172	4564,03	4564,03	29666	29590
2016	50007	Aladrén	113	573,78	537,39	3224	3188
2016	50008	Alagón	701	9835,73	9835,73	80653	79018
2016	50009	Alarba	320	831,34	831,34	2494	2472
2016	50010	Alberite de San Juan	452	613,68	613,68	4295	4295
2016	50011	Albeta	205	2112,62	1919,42	15355	15355
2016	50012	Alborge	75	573,91	573,91	3558	3558
2016	50013	Alcalá de Ebro	373	3918,23	3918,23	23509	23509
2016	50014	Alcalá de Moncayo	312	905,6	905,6	7244	7244
2016	50015	Alconchel de Ariza	307	1469,94	1469,94	7349	7349
2016	50016	Aldehuela de Liestos	301	622,11	622,11	1866	1866
2016	50017	Alfajarín	1705	7699,72	7511,1	41311	41311
2016	50018	Alfamén	695	15158,82	15158,82	133397	133397
2016	50019	Alforque	88	664,93	664,93	5984	5943
2016	50020	Alhama de Aragón	674	2027,33	2012,27	13079	12626
2016	50021	Almochuel	189	904,09	904,09	6328	6294
2016	50022	Almolda (La)	559	5100,07	5100,07	33150	33135
2016	50023	Almonacid de la Cuba	646	3361,46	3361,46	20168	20168
2016	50024	Almonacid de la Sierra	504	13338,35	13118,57	91830	91830
2016	50025	Almunia de Doña Godina (La)	1300	41208,2	39314,64	330242	329660
2016	50026	Alpartir	332	3869,13	3268,05	25163	25111
2016	50027	Ambel	341	1311,13	1311,13	8522	8521
2016	50028	Anento	186	887,48	887,48	6212	6203
2016	50029	Aniñón	493	4631,77	4573,02	36583	36497
2016	50030	Añón de Moncayo	685	1286,06	1286,06	6430	5815
2016	50031	Aranda de Moncayo	888	2808,17	2578,82	9799	9087
2016	50032	Arándiga	882	2963,24	2963,24	20742	20742
2016	50033	Ardisa	90	1150,14	985,02	6205	6023
2016	50034	Ariza	1004	3355,77	3355,77	20134	19612
2016	50035	Artieda	66	370,83	370,83	2224	2218
2016	50036	Asín	166	758,31	758,31	4929	4899
2016	50037	Atea	578	1019,14	1019,14	3057	3035
2016	50038	Ateca	801	5570,74	5122,55	35857	35323
2016	50039	Azuara	593	7060,64	6743,75	53950	53907
2016	50040	Badules	145	811,55	757,64	2273	2273
2016	50041	Bagüés	46	345,23	330,07	1452	1335
2016	50042	Balconchán	208	191,74	191,74	575	573
2016	50043	Bárboles	141	4621,14	4621,14	21719	21719
2016	50044	Bardallur	501	2422,73	2422,73	12113	12095
2016	50045	Belchite	1397	10070,74	10070,74	65459	65192
2016	50046	Belmonte de Gracián	320	1385,74	1385,74	10393	10393
2016	50047	Berdejo	259	242,71	242,71	728	709
2016	50048	Berrueco	102	272,16	272,16	1632	1631
2016	50050	Bijuesca	747	1114,38	1114,38	6686	6683
2016	50051	Biota	872	14545,16	14545,16	126542	126318
2016	50052	Bisimbre	227	962,3	962,3	6254	6254
2016	50053	Boquiñeni	593	5021,1	5021,1	45189	45189
2016	50054	Bordalba	151	1059,98	1020,47	6633	6633
2016	50055	Borja	1355	8541,24	8541,24	69184	69103
2016	50056	Botorrita	181	1732,3	1732,3	13858	13856
2016	50057	Brea de Aragón	114	459,33	459,33	2021	1999
2016	50058	Bubierca	333	917,12	917,12	2751	2727
2016	50059	Bujaraloz	428	9612,1	9612,1	52866	52866
2016	50060	Bulbuente	320	2391,86	1993,48	12957	12957
2016	50061	Bureta	454	868,55	868,55	6079	6079
2016	50062	Burgo de Ebro (El)	754	5151,03	5151,03	23179	23011
2016	50063	Buste (El)	84	178,52	178,52	1517	1517
2016	50064	Cabañas de Ebro	285	3212,87	3212,87	24096	24096
2016	50065	Cabolafuente	345	908,33	908,33	4541	4479
2016	50066	Cadrete	406	7932,7	7926,23	51520	51194
2016	50067	Calatayud	1620	8671,76	8671,76	53505	52984
2016	50068	Calatorao	1130	19958,09	19197	65845	65764
2016	50069	Calcena	467	185,66	185,66	835	834
2016	50070	Calmarza	226	682,06	625,35	5002	4989
2016	50071	Campillo de Aragón	212	481,33	481,33	2406	2406
2016	50072	Carenas	440	569,69	569,69	3418	3413
2016	50073	Cariñena	1451	11484,5	11484,5	93885	93827
2016	50074	Caspe	2491	55087,09	55087,09	358066	358066
2016	50075	Castejón de Alarba	208	671	646,6	1939	1900
2016	50076	Castejón de las Armas	227	645,77	645,77	4520	4520
2016	50077	Castejón de Valdejasa	163	3137,34	3137,34	20392	19354
2016	50078	Castiliscar	406	4292,05	4292,05	33048	33048
2016	50079	Cervera de la Cañada	229	1451,58	1451,58	8709	8708
2016	50080	Cerveruela	12	99,4	99,4	298	297
2016	50081	Cetina	1237	4068	3828,88	15315	15277
2016	50082	Cimballa	265	752,78	752,78	3011	3003
2016	50083	Cinco Olivas	127	566,91	566,91	1700	1700
2016	50084	Clarés de Ribota	305	690,6	690,6	2071	2050
2016	50085	Codo	259	1311,7	1311,7	8526	8509
2016	50086	Codos	785	1669,85	1669,85	8349	8274
2016	50087	Contamina	276	735,53	735,53	5884	5269
2016	50088	Cosuenda	311	2697,39	2626,55	19436	19436
2016	50089	Cuarte de Huerva	125	1906,54	1883,36	11300	11295
2016	50090	Cubel	327	1646,95	1646,95	4940	4940
2016	50091	Cuerlas (Las)	203	1304,45	1304,45	7826	7523
2016	50092	Chiprana	138	5900,22	5900,22	23600	23326
2016	50093	Chodes	359	1194,98	1194,98	7767	7713
2016	50094	Daroca	769	8396,49	7942,9	51629	51629
2016	50095	Ejea de los Caballeros	2380	112515,78	112515,78	649216	648482
2016	50096	Embid de Ariza	318	1202,5	1202,5	3607	3607
2016	50098	Encinacorba	196	631,43	631,43	2841	2841
2016	50099	Épila	948	23413,39	23413,39	211610	211506
2016	50100	Erla	326	3937,59	3937,59	29531	29520
2016	50101	Escatrón	965	4393,83	4393,83	36908	36885
2016	50102	Fabara	1049	5876,61	5876,61	28795	28795
2016	50104	Farlete	259	2859,72	2859,72	22877	19729
2016	50105	Fayón	202	2359,42	2126,82	14887	14774
2016	50106	Fayos (Los)	99	207,63	207,63	1453	1453
2016	50107	Figueruelas	250	4887,11	4267,94	12803	12803
2016	50108	Fombuena	172	212,77	212,77	638	638
2016	50109	Frago (El)	150	581,87	581,87	3491	3146
2016	50110	Frasno (El)	1122	2795,31	2516,53	19880	19862
2016	50111	Fréscano	252	2686,64	2686,64	16119	15610
2016	50113	Fuendejalón	1095	6752,94	5896,73	38328	38324
2016	50114	Fuendetodos	188	1918,72	1872,21	14977	14977
2016	50115	Fuentes de Ebro	1099	13989,92	13989,92	90934	90688
2016	50116	Fuentes de Jiloca	415	1539,01	1539,01	9234	9178
2016	50117	Gallocanta	188	599,73	599,73	3598	3598
2016	50118	Gallur	588	9967,36	9967,36	79738	79601
2016	50119	Gelsa	735	12352,38	10938,2	113451	112699
2016	50120	Godojos	232	347,09	347,09	2256	2252
2016	50121	Gotor	732	1012,13	1012,13	5060	5060
2016	50122	Grisel	216	1165,58	1044,5	5222	5222
2016	50123	Grisén	193	2068,41	2068,41	13444	13222
2016	50124	Herrera de los Navarros	758	4578,78	4578,78	36630	36563
2016	50125	Ibdes	755	3620,88	3365,98	26926	26843
2016	50126	Illueca	355	4303,05	4303,05	17212	14264
2016	50128	Isuerre	73	419,03	419,03	1257	1253
2016	50129	Jaraba	255	979,13	979,13	7833	7646
2016	50130	Jarque	838	1704,62	1704,62	10227	10227
2016	50131	Jaulín	179	1389,54	1389,54	10699	10671
2016	50132	Joyosa (La)	158	2292,48	2292,48	12310	12156
2016	50133	Lagata	301	1603,37	1540,3	10011	10011
2016	50134	Langa del Castillo	379	2366,47	2116,25	6349	6347
2016	50135	Layana	112	599,7	599,7	4197	4197
2016	50136	Lécera	435	5545,82	5089,86	40717	40341
2016	50137	Leciñena	568	7980,95	7980,95	47885	47724
2016	50138	Lechón	58	962,52	962,52	3368	3368
2016	50139	Letux	672	2593,99	2444,92	15892	15892
2016	50140	Litago	500	1090,29	1045,01	5225	5167
2016	50141	Lituénigo	185	560,35	546,98	2186	2186
2016	50142	Lobera de Onsella	152	337,52	337,52	1485	1405
2016	50143	Longares	495	4890,91	4602,52	30374	30353
2016	50144	Longás	92	285,52	285,52	1256	1099
2016	50146	Lucena de Jalón	282	4981,6	4981,6	37362	37362
2016	50147	Luceni	559	7703,26	7703,26	60855	60414
2016	50148	Luesia	547	3972,44	3972,44	31779	31148
2016	50149	Luesma	176	270,5	270,5	811	811
2016	50150	Lumpiaque	394	2774,81	2720,25	19041	19041
2016	50151	Luna	775	28924,66	28924,66	254103	252123
2016	50152	Maella	1435	15716,02	15385,8	78467	78391
2016	50153	Magallón	864	4804,97	4804,97	40842	40836
2016	50154	Mainar	249	4888,42	4888,42	14665	14632
2016	50155	Malanquilla	240	689	689	2067	2067
2016	50156	Maleján	21	5,6	5,6	36	36
2016	50157	Malón	377	1159,92	1159,92	7191	7191
2016	50159	Maluenda	518	2511,58	2511,58	15069	14699
2016	50160	Mallén	990	7860,41	7860,41	79390	79271
2016	50161	Manchones	255	830,52	830,52	5813	5798
2016	50162	Mara	404	2083,05	2026,84	10134	10132
2016	50163	María de Huerva	1016	3083,85	3083,85	21586	21586
2016	50164	Mediana de Aragón	559	2912,96	2912,96	26216	26160
2016	50165	Mequinenza	1302	15079,8	15079,8	60319	59609
2016	50166	Mesones de Isuela	343	2050,27	2050,27	6150	6150
2016	50167	Mezalocha	358	4409,38	4409,38	35275	35275
2016	50168	Mianos	101	1075,77	951,19	6182	6182
2016	50169	Miedes de Aragón	317	2554,14	2554,14	17879	17718
2016	50170	Monegrillo	323	8419,04	8419,04	46304	46297
2016	50171	Moneva	284	1435,44	1322,18	9453	9447
2016	50172	Monreal de Ariza	587	4473,49	4473,49	17893	17883
2016	50173	Monterde	373	2348,63	2176,86	15238	13081
2016	50174	Montón	173	1042,87	1042,87	5214	5211
2016	50175	Morata de Jalón	327	1719,13	1719,13	5329	5245
2016	50176	Morata de Jiloca	416	1534,42	1534,42	6904	6872
2016	50177	Morés	189	946,83	946,83	4923	4922
2016	50178	Moros	1060	4888,44	4888,44	39107	38924
2016	50179	Moyuela	721	1487,99	1487,99	10415	10383
2016	50180	Mozota	191	538,77	538,77	4040	3883
2016	50181	Muel	460	5295,46	5295,46	23829	23718
2016	50182	Muela (La)	341	3201,87	3201,87	22413	21578
2016	50183	Munébrega	923	3193,88	2961,03	23688	23672
2016	50184	Murero	186	772,64	772,64	4867	4753
2016	50185	Murillo de Gállego	330	1266,9	1094,08	6564	6364
2016	50186	Navardún	71	1363,41	1064,02	4681	4643
2016	50187	Nigüella	264	507,09	507,09	2281	2276
2016	50188	Nombrevilla	42	695,75	366,26	1281	1279
2016	50189	Nonaspe	561	5606,87	5606,87	47658	47655
2016	50190	Novallas	738	3186,97	3186,97	30276	30276
2016	50191	Novillas	970	10691,22	10691,22	86224	86224
2016	50192	Nuévalos	171	2717,9	2659,78	19948	18200
2016	50193	Nuez de Ebro	218	5135,33	5040,76	27724	27538
2016	50194	Olvés	117	992,51	793,74	3968	3948
2016	50195	Orcajo	292	439,35	439,35	1318	1293
2016	50196	Orera	124	631,87	631,87	3159	3158
2016	50197	Orés	225	1131,53	1131,53	7354	7276
2016	50198	Oseja	136	116,9	116,9	409	409
2016	50199	Osera de Ebro	372	7213,17	6442,15	45739	45617
2016	50200	Paniza	448	2109,14	2109,14	13287	13263
2016	50201	Paracuellos de Jiloca	319	2048,83	2048,83	13317	13076
2016	50202	Paracuellos de la Ribera	521	1209,91	1209,91	7259	7253
2016	50203	Pastriz	353	5890,64	5890,64	48892	48587
2016	50204	Pedrola	975	10550,89	10550,89	59084	58353
2016	50205	Pedrosas (Las)	98	1199,5	1199,5	11995	11543
2016	50206	Perdiguera	293	4452,52	4452,52	33393	33159
2016	50207	Piedratajada	90	1789,4	1767,68	7070	7070
2016	50208	Pina de Ebro	1249	23130,26	23130,26	150346	148617
2016	50209	Pinseque	556	6312,12	6312,12	34716	34669
2016	50210	Pintanos (Los)	137	691,42	691,42	2074	2045
2016	50211	Plasencia de Jalón	456	5350,88	5350,88	32105	32093
2016	50212	Pleitas	156	1049,12	1049,12	7280	7280
2016	50213	Plenas	631	1292,51	1292,51	8401	8401
2016	50214	Pomer	267	230,61	230,61	691	689
2016	50215	Pozuel de Ariza	204	483,62	483,62	3143	3143
