Año	Comarca código	Comarca nombre	Número de empresas	BALANCE	A) ACTIVO NO CORRIENTE	I Inmovilizado intangible	II Inmovilizado material	III Inversiones inmobiliarias	Otros activos comerciales no corrientes	Deudas comerciales no corrientes	B) ACTIVO CORRIENTE	I Activos no corrientes mantenidos para la venta	II Existencias	III Deudores comerciales y otras cuentas a cobrar	IV-VI Otros activos corrientes	VII Efectivo y otros activos líquidos equivalentes	TOTAL ACTIVO (A+B)	A) Patrimonio neto	A-1) Fondos propios	I Capital	II-IX,A-2,A-3 Otros fondos	B) PASIVO NO CORRIENTE	I Provisiones a largo plazo	II-III Deudas a largo plazo	VI Acreedores comerciales no corrientes	IV,V,VII Otros pasivos a largo plazo	C) PASIVO CORRIENTE	I Pasivos vinculados con activos no corrientes	II Provisiones a corto plazo	III-IV Deudas a corto plazo	V Acreedores comerciales y otras cuentas a pagar	VI-VII Otros pasivos a corto plazo	TOTAL PATRIMONIO NETO Y PASIVO	PYG	1 Importe neto de la cifra de negocios	2 Variación de existencias de productos terminados y en curso de fabricación	3 Trabajos realizados por la empresa para su activo	4 Aprovisionamientos	5 Otros ingresos de explotación	6 Gastos de personal	7 Otros gastos de explotación	8 Amortización del inmovilizado	9-13 Otros resultados de explotación	A) RESULTADO DE EXPLOTACIÓN	14 Ingresos financieros	15 Gastos financieros	16-18 Otros resultados financieros	B) RESULTADO FINANCIERO	C) RESULTADO ANTES DE IMPUESTOS	19 Impuestos sobre beneficios	D) RESULTADO DEL EJERCICIO	RATIOS	Fondo de maniobra	Ratio de liquidez	Ratio de tesorería	Ratio de calidad de la deuda	Ratio de autonomía financiera	Rentabilidad económica	Rentabilidad financiera
2011	01	La Jacetania	261	 	350,347172413793	31,7755862068966	225,847233716475	9,58661302681992	83,1377279693487	0	259,593808429119	0	74,1976283524904	93,9587509578544	50,5481570881226	40,8892643678161	609,941003831418	257,727812260536	255,638969348659	153,419344827586	104,308436781609	137,081088122605	0	136,94938697318	0	0,131704980842912	215,132076628352	0	0,084291187739464	81,3908659003831	133,656908045977	0	609,941003831418	 	441,848685823755	-1,15355555555556	0,311593869731801	-245,60177394636	6,91188888888889	-118,494237547893	-77,2423563218391	-22,1474329501916	1,18607279693487	-14,381122605364	1,32245977011494	-7,50250574712644	2,12940229885057	-4,04112643678161	-18,4222375478927	4,20974712643678	-14,2125019157088	 	44,4617318007663	120,667179203395	86,1778379679154	61,0800782476338	73,17381576091	-2,35778911649278	-5,5145394635723
2011	02	Alto Gállego	230	 	677,672073913043	20,7273173913043	507,403360869565	70,3024043478261	79,2389913043478	0	430,378747826087	0	126,341960869565	163,135465217391	76,9356782608696	63,9656434782609	1108,05083913043	491,865260869565	479,765573913043	253,562395652174	238,302917391304	352,826669565217	0,151730434782609	349,529295652174	0	3,14566956521739	263,358873913043	0	1,90775652173913	73,9034217391304	186,990652173913	0,55704347826087	1108,05083913043	 	692,350026086957	5,69603913043478	3,65046956521739	-330,067382608696	46,3172739130435	-216,540834782609	-151,083417391304	-55,1461608695652	3,29033043478261	-1,53378695652174	2,55118695652174	-13,1623695652174	-2,29975652173913	-12,9109434782609	-14,4447130434783	9,62771304347826	-4,81703913043478	 	167,019873913043	163,419117583329	115,445810668567	42,7401903047625	79,8242130273084	-0,138422074363069	-0,979341196391624
2011	03	Sobrarbe	140	 	604,382928571429	4,28250714285714	494,762107142857	15,7637357142857	89,5745785714286	0	354,397857142857	0	112,274128571429	117,2605	71,9467	52,9165071428571	958,780857142857	247,556907142857	240,195921428571	126,014328571429	121,542578571429	433,751321428571	8,62194285714286	415,912585714286	0	9,21678571428571	277,472614285714	0	0	117,68705	156,313507142857	3,47204285714286	958,780857142857	 	831,522285714286	5,22824285714286	0,950078571428571	-587,011707142857	6,17391428571429	-117,968414285714	-94,4678928571429	-35,8030785714286	4,40405	13,0273714285714	6,86436428571429	-19,4971214285714	-9,04139285714286	-21,67415	-8,64682857142857	3,87175	-4,77499285714286	 	76,9252428571429	127,723544197386	87,2603978472419	39,0133965341095	34,8071675757417	1,35874338035833	-1,92884654775048
2011	04	La Ribagorza	305	 	561,240875409836	3,68198032786885	456,88493442623	23,7744196721311	76,8995278688525	0	410,017278688525	0	206,749390163934	126,402718032787	31,8603803278689	45,0047803278689	971,258124590164	299,343672131148	290,495036065574	152,608963934426	146,734642622951	318,738026229508	3,99277704918033	312,471239344262	0,107170491803279	2,16684918032787	353,176629508197	0	0,710318032786885	154,806095081967	195,717708196721	1,94250163934426	971,258124590164	 	826,713173770492	10,1390196721311	2,01154426229508	-551,92831147541	13,4718163934426	-140,008439344262	-110,777285245902	-42,8158557377049	2,89480655737705	9,70049836065574	7,10073114754098	-16,882862295082	-0,672	-10,4541508196721	-0,75364262295082	-2,22811147540984	-2,98174098360656	 	56,8406491803279	116,094113945048	57,5541702664692	52,5627215439197	44,550847280224	0,998755955297568	-0,996092872910374
2011	05	Cinco Villas	622	 	666,550540192926	17,9192829581994	490,586768488746	21,5811607717042	97,6824742765273	38,7808906752412	529,439778135048	0,659967845659164	166,419615755627	217,429427652733	69,8273971061093	75,1033536977492	1195,99031511254	447,516675241158	425,650688102894	223,590011254019	223,92668488746	391,622557877814	0,423290996784566	386,546498392283	0,080385852090032	4,57238102893891	356,851094855305	0	0,099491961414791	145,604028938907	210,831908360129	0,315649517684887	1195,99031511254	 	1006,46124758842	6,20294694533762	4,25256430868167	-708,245408360129	26,9503633440514	-134,915778135048	-135,612451768489	-46,4150530546624	5,31607717041801	23,9944887459807	4,79614469453376	-20,0369951768489	-6,37364147909968	-21,6150144694534	2,3794807073955	-0,734175241157556	1,6452845659164	 	172,588683279743	148,364341813137	101,543804595449	47,6771752154844	59,7905715995493	2,00624440204793	0,367647655817471
2011	06	Hoya de Huesca / Plana de Uesca	1177	 	531,22712404418	7,97116227697536	339,798020390824	92,5437094307562	90,4893789294817	0,424869158878505	610,605971962617	0	261,577528462192	196,84183942226	81,3557570093458	70,8304494477485	1141,83307306712	526,156258283772	505,549527612574	153,353100254885	372,803126593033	284,295417162277	1,6724256584537	277,196666100255	0,267574341546304	5,15873746813934	331,381665250637	0	0,644618521665251	130,737254885302	199,422981308411	0,576802888700085	1141,83331350892	 	1014,32881053526	-2,5268632115548	0,832782497875956	-685,74887595582	35,0983644859813	-184,171615972812	-132,893752761257	-35,2129549702634	5,57209770603229	15,2780314358539	4,34365845369584	-14,6265879354291	-4,31942225998301	-14,6008249787596	0,677219201359388	-2,35555055225149	-1,67832795242141	 	279,22430671198	184,260638409428	105,325092628577	53,8239402954405	85,4597764499697	1,33802670427254	-0,318978996447902
2011	07	Somontano de Barbastro	420	 	643,421483333333	37,7974666666667	475,939392857143	21,8756738095238	107,810054761905	0	696,550961904762	0,206738095238095	344,609276190476	181,076980952381	96,9566976190476	73,700780952381	1339,97238809524	685,598804761905	668,137330952381	299,273738095238	386,325064285714	319,407469047619	3,15926904761905	311,822945238095	0	4,42525476190476	334,966223809524	0	0,298492857142857	109,884921428571	224,258169047619	0,524566666666667	1339,97238809524	 	954,459442857143	14,9839285714286	1,95074523809524	-589,52524047619	32,6147428571429	-179,536107142857	-162,629307142857	-38,7006904761905	4,72192619047619	38,3394976190476	4,8318880952381	-13,6744261904762	-1,73142380952381	-10,5763928571429	27,7631142857143	-8,9499119047619	18,8131761904762	 	361,584738095238	207,946626374142	105,005948218774	51,1888279534872	104,771755381612	2,86121549665266	2,74405031919646
2011	08	Cinca Medio	443	 	581,09841986456	5,6541309255079	361,817148984199	38,3993927765237	175,219304740406	0,008440180586907	848,668544018059	0	366,481119638826	312,842869074492	104,396325056433	64,9482325056433	1429,76698871332	622,622887133183	609,689038374718	217,575860045147	405,0469751693	301,024767494357	3,34122121896163	291,434358916479	0	6,24918735891648	506,11935214447	0	2,32137471783296	195,202255079007	304,921826185102	3,67388713318284	1429,76698871332	 	1139,14340180587	-1,21652144469526	0,754799097065463	-725,443918735892	22,4524650112867	-194,657916478555	-174,87337020316	-36,6164627539503	0,394620767494357	29,9371783295711	34,3807810383747	-21,195381489842	5,30474943566591	18,4902844243792	48,4274627539503	-6,01415124153499	42,4133273137698	 	342,549191873589	167,681504455852	95,2714857856158	62,7049543978519	77,1389981025679	2,09385015641691	6,81204115529041
2011	09	La Litera / La Llitera	534	 	668,393543071161	16,4499438202247	426,123788389513	22,720936329588	203,098878277154	0	809,657305243446	0	270,029254681648	378,362782771536	90,6115112359551	70,6537471910112	1478,05083333333	607,447127340824	597,213153558052	190,288280898876	417,158823970037	248,102043071161	0,508672284644195	240,879709737828	0	6,71365730337079	622,501797752809	0	0,155795880149813	252,515187265918	367,875383895131	1,95623595505618	1478,05083333333	 	2202,96029213483	1,71852247191011	5,40195505617978	-1826,91498876404	26,1011235955056	-155,308058052434	-179,652713483146	-39,5550767790262	-3,5385543071161	31,2125224719101	7,13327715355805	-17,9411179775281	-8,48078838951311	-19,2880037453184	11,9245112359551	-11,4629344569288	0,461589887640449	 	187,155507490637	130,065054938999	86,6869851856692	71,5023031788662	69,7730814931754	2,11173538609081	0,075988488028763
2011	10	Los Monegros	354	 	479,437398305085	41,2287316384181	356,214299435028	30,507209039548	51,4871581920904	0	500,471912429379	0	132,681810734463	240,460805084746	67,671813559322	59,6574915254237	979,909299435028	290,639019774011	282,777002824859	111,913169491525	178,725875706215	286,348559322034	0,031378531073446	283,133016949153	0	3,18418926553672	402,921723163842	0	0,165960451977401	188,122420903955	214,51204519774	0,121293785310734	979,909299435028	 	1138,73378813559	7,06471468926554	0,601228813559322	-840,064488700565	20,9014011299435	-118,003110169492	-141,255177966102	-42,8225480225989	6,76789830508475	31,9237146892655	3,91031638418079	-19,9336949152542	-1,09115536723164	-17,1172175141243	14,8065282485876	-4,49263276836158	10,3139011299435	 	97,5501892655367	124,210704873281	91,2807845855299	58,456273743689	42,1661904131152	3,25782342382824	3,54869801651656
