Año	Residencia área código	Residencia continente nombre	Residencia área nombre	Inscripción provincia código	Inscripción provincia nombre	Inscripción municipio código	Inscripción municipio nombre	Inscripcion municipio estrato	Sexo	Personas
2011	01	Europa	UE-27	50	Zaragoza	50089	Cuarte de Huerva	6	Hombre	9
2011	01	Europa	UE-27	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	9
2011	01	Europa	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	36
2011	01	Europa	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	61
2011	01	Europa	UE-27	50	Zaragoza	50251	Tarazona	6	Hombre	22
2011	01	Europa	UE-27	50	Zaragoza	50251	Tarazona	6	Mujer	25
2011	01	Europa	UE-27	50	Zaragoza	50272	Utebo	6	Hombre	23
2011	01	Europa	UE-27	50	Zaragoza	50272	Utebo	6	Mujer	20
2011	01	Europa	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	2441
2011	01	Europa	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	2890
2011	02	Europa	Resto de Europa	22	Huesca	22048	Barbastro	6	Hombre	17
2011	02	Europa	Resto de Europa	22	Huesca	22048	Barbastro	6	Mujer	15
2011	02	Europa	Resto de Europa	22	Huesca	22112	Fraga	6	Hombre	15
2011	02	Europa	Resto de Europa	22	Huesca	22112	Fraga	6	Mujer	16
2011	02	Europa	Resto de Europa	22	Huesca	22125	Huesca	7	Hombre	23
2011	02	Europa	Resto de Europa	22	Huesca	22125	Huesca	7	Mujer	24
2011	02	Europa	Resto de Europa	22	Huesca	22130	Jaca	6	Hombre	5
2011	02	Europa	Resto de Europa	22	Huesca	22130	Jaca	6	Mujer	7
2011	02	Europa	Resto de Europa	22	Huesca	22158	Monzón	6	Hombre	16
2011	02	Europa	Resto de Europa	22	Huesca	22158	Monzón	6	Mujer	17
2011	02	Europa	Resto de Europa	44	Teruel	44013	Alcañiz	6	Hombre	7
2011	02	Europa	Resto de Europa	44	Teruel	44013	Alcañiz	6	Mujer	12
2011	02	Europa	Resto de Europa	44	Teruel	44216	Teruel	7	Hombre	17
2011	02	Europa	Resto de Europa	44	Teruel	44216	Teruel	7	Mujer	21
2011	02	Europa	Resto de Europa	50	Zaragoza	50067	Calatayud	6	Hombre	13
2011	02	Europa	Resto de Europa	50	Zaragoza	50067	Calatayud	6	Mujer	13
2011	02	Europa	Resto de Europa	50	Zaragoza	50074	Caspe	6	Hombre	3
2011	02	Europa	Resto de Europa	50	Zaragoza	50074	Caspe	6	Mujer	2
2011	02	Europa	Resto de Europa	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	2
2011	02	Europa	Resto de Europa	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	2
2011	02	Europa	Resto de Europa	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	3
2011	02	Europa	Resto de Europa	50	Zaragoza	50251	Tarazona	6	Hombre	5
2011	02	Europa	Resto de Europa	50	Zaragoza	50251	Tarazona	6	Mujer	6
2011	02	Europa	Resto de Europa	50	Zaragoza	50272	Utebo	6	Hombre	5
2011	02	Europa	Resto de Europa	50	Zaragoza	50272	Utebo	6	Mujer	5
2011	02	Europa	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Hombre	364
2011	02	Europa	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Mujer	425
2011	03	África	Magreb	22	Huesca	22048	Barbastro	6	Mujer	1
2011	03	África	Magreb	22	Huesca	22125	Huesca	7	Hombre	7
2011	03	África	Magreb	22	Huesca	22125	Huesca	7	Mujer	2
2011	03	África	Magreb	22	Huesca	22130	Jaca	6	Mujer	1
2011	03	África	Magreb	22	Huesca	22158	Monzón	6	Mujer	1
2011	03	África	Magreb	44	Teruel	44216	Teruel	7	Hombre	4
2011	03	África	Magreb	44	Teruel	44216	Teruel	7	Mujer	3
2011	03	África	Magreb	50	Zaragoza	50074	Caspe	6	Hombre	2
2011	03	África	Magreb	50	Zaragoza	50074	Caspe	6	Mujer	1
2011	03	África	Magreb	50	Zaragoza	50089	Cuarte de Huerva	6	Hombre	3
2011	03	África	Magreb	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	2
2011	03	África	Magreb	50	Zaragoza	50297	Zaragoza	7	Hombre	48
2011	03	África	Magreb	50	Zaragoza	50297	Zaragoza	7	Mujer	42
2011	04	África	Resto de África	22	Huesca	22048	Barbastro	6	Hombre	3
2011	04	África	Resto de África	22	Huesca	22048	Barbastro	6	Mujer	1
2011	04	África	Resto de África	22	Huesca	22112	Fraga	6	Hombre	1
2011	04	África	Resto de África	22	Huesca	22125	Huesca	7	Hombre	2
2011	04	África	Resto de África	22	Huesca	22125	Huesca	7	Mujer	5
2011	04	África	Resto de África	22	Huesca	22130	Jaca	6	Hombre	2
2011	04	África	Resto de África	22	Huesca	22130	Jaca	6	Mujer	1
2011	04	África	Resto de África	22	Huesca	22158	Monzón	6	Hombre	1
2011	04	África	Resto de África	44	Teruel	44216	Teruel	7	Hombre	1
2011	04	África	Resto de África	44	Teruel	44216	Teruel	7	Mujer	3
2011	04	África	Resto de África	50	Zaragoza	50074	Caspe	6	Hombre	2
2011	04	África	Resto de África	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	1
2011	04	África	Resto de África	50	Zaragoza	50251	Tarazona	6	Mujer	2
2011	04	África	Resto de África	50	Zaragoza	50272	Utebo	6	Hombre	2
2011	04	África	Resto de África	50	Zaragoza	50297	Zaragoza	7	Hombre	76
2011	04	África	Resto de África	50	Zaragoza	50297	Zaragoza	7	Mujer	75
2011	05	América	América del Norte	22	Huesca	22048	Barbastro	6	Hombre	6
2011	05	América	América del Norte	22	Huesca	22048	Barbastro	6	Mujer	6
2011	05	América	América del Norte	22	Huesca	22112	Fraga	6	Hombre	1
2011	05	América	América del Norte	22	Huesca	22112	Fraga	6	Mujer	5
2011	05	América	América del Norte	22	Huesca	22125	Huesca	7	Hombre	24
2011	05	América	América del Norte	22	Huesca	22125	Huesca	7	Mujer	33
2011	05	América	América del Norte	22	Huesca	22130	Jaca	6	Hombre	10
2011	05	América	América del Norte	22	Huesca	22130	Jaca	6	Mujer	17
2011	05	América	América del Norte	22	Huesca	22158	Monzón	6	Hombre	3
2011	05	América	América del Norte	22	Huesca	22158	Monzón	6	Mujer	11
2011	05	América	América del Norte	44	Teruel	44013	Alcañiz	6	Hombre	5
2011	05	América	América del Norte	44	Teruel	44013	Alcañiz	6	Mujer	5
2011	05	América	América del Norte	44	Teruel	44216	Teruel	7	Hombre	22
2011	05	América	América del Norte	44	Teruel	44216	Teruel	7	Mujer	33
2011	05	América	América del Norte	50	Zaragoza	50067	Calatayud	6	Hombre	4
2011	05	América	América del Norte	50	Zaragoza	50067	Calatayud	6	Mujer	16
2011	05	América	América del Norte	50	Zaragoza	50074	Caspe	6	Mujer	1
2011	05	América	América del Norte	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	4
2011	05	América	América del Norte	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	7
2011	05	América	América del Norte	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	8
2011	05	América	América del Norte	50	Zaragoza	50251	Tarazona	6	Hombre	1
2011	05	América	América del Norte	50	Zaragoza	50251	Tarazona	6	Mujer	7
2011	05	América	América del Norte	50	Zaragoza	50272	Utebo	6	Hombre	3
2011	05	América	América del Norte	50	Zaragoza	50272	Utebo	6	Mujer	5
2011	05	América	América del Norte	50	Zaragoza	50297	Zaragoza	7	Hombre	597
2011	05	América	América del Norte	50	Zaragoza	50297	Zaragoza	7	Mujer	835
2011	06	América	Resto de América	22	Huesca	22048	Barbastro	6	Hombre	62
2011	06	América	Resto de América	22	Huesca	22048	Barbastro	6	Mujer	53
2011	06	América	Resto de América	22	Huesca	22112	Fraga	6	Hombre	15
2011	06	América	Resto de América	22	Huesca	22112	Fraga	6	Mujer	23
2011	06	América	Resto de América	22	Huesca	22125	Huesca	7	Hombre	246
2011	06	América	Resto de América	22	Huesca	22125	Huesca	7	Mujer	254
2011	06	América	Resto de América	22	Huesca	22130	Jaca	6	Hombre	60
2011	06	América	Resto de América	22	Huesca	22130	Jaca	6	Mujer	64
2011	06	América	Resto de América	22	Huesca	22158	Monzón	6	Hombre	44
2011	06	América	Resto de América	22	Huesca	22158	Monzón	6	Mujer	48
2011	06	América	Resto de América	44	Teruel	44013	Alcañiz	6	Hombre	40
2011	06	América	Resto de América	44	Teruel	44013	Alcañiz	6	Mujer	50
2011	06	América	Resto de América	44	Teruel	44216	Teruel	7	Hombre	217
2011	06	América	Resto de América	44	Teruel	44216	Teruel	7	Mujer	200
2011	06	América	Resto de América	50	Zaragoza	50067	Calatayud	6	Hombre	53
2011	06	América	Resto de América	50	Zaragoza	50067	Calatayud	6	Mujer	52
2011	06	América	Resto de América	50	Zaragoza	50074	Caspe	6	Hombre	26
2011	06	América	Resto de América	50	Zaragoza	50074	Caspe	6	Mujer	26
2011	06	América	Resto de América	50	Zaragoza	50089	Cuarte de Huerva	6	Hombre	2
2011	06	América	Resto de América	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	6
2011	06	América	Resto de América	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	60
2011	06	América	Resto de América	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	60
2011	06	América	Resto de América	50	Zaragoza	50251	Tarazona	6	Hombre	50
2011	06	América	Resto de América	50	Zaragoza	50251	Tarazona	6	Mujer	49
2011	06	América	Resto de América	50	Zaragoza	50272	Utebo	6	Hombre	5
2011	06	América	Resto de América	50	Zaragoza	50272	Utebo	6	Mujer	7
2011	06	América	Resto de América	50	Zaragoza	50297	Zaragoza	7	Hombre	2728
2011	06	América	Resto de América	50	Zaragoza	50297	Zaragoza	7	Mujer	2841
2011	07	Asia	Asia	22	Huesca	22048	Barbastro	6	Hombre	1
2011	07	Asia	Asia	22	Huesca	22125	Huesca	7	Hombre	6
2011	07	Asia	Asia	22	Huesca	22125	Huesca	7	Mujer	4
2011	07	Asia	Asia	22	Huesca	22158	Monzón	6	Hombre	2
2011	07	Asia	Asia	22	Huesca	22158	Monzón	6	Mujer	2
2011	07	Asia	Asia	44	Teruel	44013	Alcañiz	6	Hombre	1
2011	07	Asia	Asia	44	Teruel	44216	Teruel	7	Hombre	3
2011	07	Asia	Asia	44	Teruel	44216	Teruel	7	Mujer	2
2011	07	Asia	Asia	50	Zaragoza	50067	Calatayud	6	Hombre	6
2011	07	Asia	Asia	50	Zaragoza	50067	Calatayud	6	Mujer	9
2011	07	Asia	Asia	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	1
2011	07	Asia	Asia	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	1
2011	07	Asia	Asia	50	Zaragoza	50251	Tarazona	6	Mujer	1
2011	07	Asia	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	200
2011	07	Asia	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	159
2011	08	Oceanía	Oceanía	22	Huesca	22048	Barbastro	6	Hombre	1
2011	08	Oceanía	Oceanía	22	Huesca	22048	Barbastro	6	Mujer	1
2011	08	Oceanía	Oceanía	22	Huesca	22125	Huesca	7	Hombre	3
2011	08	Oceanía	Oceanía	22	Huesca	22125	Huesca	7	Mujer	6
2011	08	Oceanía	Oceanía	22	Huesca	22130	Jaca	6	Hombre	2
2011	08	Oceanía	Oceanía	22	Huesca	22130	Jaca	6	Mujer	4
2011	08	Oceanía	Oceanía	44	Teruel	44013	Alcañiz	6	Hombre	1
2011	08	Oceanía	Oceanía	44	Teruel	44013	Alcañiz	6	Mujer	1
2011	08	Oceanía	Oceanía	44	Teruel	44216	Teruel	7	Hombre	5
2011	08	Oceanía	Oceanía	44	Teruel	44216	Teruel	7	Mujer	6
2011	08	Oceanía	Oceanía	50	Zaragoza	50067	Calatayud	6	Mujer	1
2011	08	Oceanía	Oceanía	50	Zaragoza	50089	Cuarte de Huerva	6	Hombre	1
2011	08	Oceanía	Oceanía	50	Zaragoza	50297	Zaragoza	7	Hombre	57
2011	08	Oceanía	Oceanía	50	Zaragoza	50297	Zaragoza	7	Mujer	72
2012	01	Europa	UE-27	22	Huesca	22048	Barbastro	6	Hombre	77
2012	01	Europa	UE-27	22	Huesca	22048	Barbastro	6	Mujer	68
2012	01	Europa	UE-27	22	Huesca	22112	Fraga	6	Hombre	23
2012	01	Europa	UE-27	22	Huesca	22112	Fraga	6	Mujer	27
2012	01	Europa	UE-27	22	Huesca	22125	Huesca	7	Hombre	270
2012	01	Europa	UE-27	22	Huesca	22125	Huesca	7	Mujer	261
2012	01	Europa	UE-27	22	Huesca	22130	Jaca	6	Hombre	121
2012	01	Europa	UE-27	22	Huesca	22130	Jaca	6	Mujer	129
2012	01	Europa	UE-27	22	Huesca	22158	Monzón	6	Hombre	45
2012	01	Europa	UE-27	22	Huesca	22158	Monzón	6	Mujer	56
2012	01	Europa	UE-27	44	Teruel	44013	Alcañiz	6	Hombre	59
2012	01	Europa	UE-27	44	Teruel	44013	Alcañiz	6	Mujer	59
2012	01	Europa	UE-27	44	Teruel	44216	Teruel	7	Hombre	161
2012	01	Europa	UE-27	44	Teruel	44216	Teruel	7	Mujer	155
2012	01	Europa	UE-27	50	Zaragoza	50067	Calatayud	6	Hombre	34
2012	01	Europa	UE-27	50	Zaragoza	50067	Calatayud	6	Mujer	50
2012	01	Europa	UE-27	50	Zaragoza	50074	Caspe	6	Hombre	47
2012	01	Europa	UE-27	50	Zaragoza	50074	Caspe	6	Mujer	45
2012	01	Europa	UE-27	50	Zaragoza	50089	Cuarte de Huerva	6	Hombre	10
2012	01	Europa	UE-27	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	10
2012	01	Europa	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	38
2012	01	Europa	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	60
2012	01	Europa	UE-27	50	Zaragoza	50251	Tarazona	6	Hombre	23
2012	01	Europa	UE-27	50	Zaragoza	50251	Tarazona	6	Mujer	27
2012	01	Europa	UE-27	50	Zaragoza	50272	Utebo	6	Hombre	28
2012	01	Europa	UE-27	50	Zaragoza	50272	Utebo	6	Mujer	21
2012	01	Europa	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	2603
2012	01	Europa	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	3048
2012	02	Europa	Resto de Europa	22	Huesca	22048	Barbastro	6	Hombre	15
2012	02	Europa	Resto de Europa	22	Huesca	22048	Barbastro	6	Mujer	14
2012	02	Europa	Resto de Europa	22	Huesca	22112	Fraga	6	Hombre	15
2012	02	Europa	Resto de Europa	22	Huesca	22112	Fraga	6	Mujer	16
2012	02	Europa	Resto de Europa	22	Huesca	22125	Huesca	7	Hombre	20
2012	02	Europa	Resto de Europa	22	Huesca	22125	Huesca	7	Mujer	24
2012	02	Europa	Resto de Europa	22	Huesca	22130	Jaca	6	Hombre	6
2012	02	Europa	Resto de Europa	22	Huesca	22130	Jaca	6	Mujer	7
2012	02	Europa	Resto de Europa	22	Huesca	22158	Monzón	6	Hombre	15
2012	02	Europa	Resto de Europa	22	Huesca	22158	Monzón	6	Mujer	19
2012	02	Europa	Resto de Europa	44	Teruel	44013	Alcañiz	6	Hombre	8
2012	02	Europa	Resto de Europa	44	Teruel	44013	Alcañiz	6	Mujer	12
2012	02	Europa	Resto de Europa	44	Teruel	44216	Teruel	7	Hombre	19
2012	02	Europa	Resto de Europa	44	Teruel	44216	Teruel	7	Mujer	20
2012	02	Europa	Resto de Europa	50	Zaragoza	50067	Calatayud	6	Hombre	15
2012	02	Europa	Resto de Europa	50	Zaragoza	50067	Calatayud	6	Mujer	14
2012	02	Europa	Resto de Europa	50	Zaragoza	50074	Caspe	6	Hombre	4
2012	02	Europa	Resto de Europa	50	Zaragoza	50074	Caspe	6	Mujer	2
2012	02	Europa	Resto de Europa	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	2
2012	02	Europa	Resto de Europa	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	2
2012	02	Europa	Resto de Europa	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	3
2012	02	Europa	Resto de Europa	50	Zaragoza	50251	Tarazona	6	Hombre	5
2012	02	Europa	Resto de Europa	50	Zaragoza	50251	Tarazona	6	Mujer	6
2012	02	Europa	Resto de Europa	50	Zaragoza	50272	Utebo	6	Hombre	5
2012	02	Europa	Resto de Europa	50	Zaragoza	50272	Utebo	6	Mujer	4
2012	02	Europa	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Hombre	403
2012	02	Europa	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Mujer	455
2012	03	África	Magreb	22	Huesca	22048	Barbastro	6	Mujer	1
2012	03	África	Magreb	22	Huesca	22125	Huesca	7	Hombre	5
2012	03	África	Magreb	22	Huesca	22125	Huesca	7	Mujer	5
2012	03	África	Magreb	22	Huesca	22130	Jaca	6	Mujer	1
2012	03	África	Magreb	44	Teruel	44216	Teruel	7	Hombre	6
2012	03	África	Magreb	44	Teruel	44216	Teruel	7	Mujer	5
2012	03	África	Magreb	50	Zaragoza	50074	Caspe	6	Hombre	1
2012	03	África	Magreb	50	Zaragoza	50074	Caspe	6	Mujer	1
2012	03	África	Magreb	50	Zaragoza	50089	Cuarte de Huerva	6	Hombre	1
2012	03	África	Magreb	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	1
2012	03	África	Magreb	50	Zaragoza	50297	Zaragoza	7	Hombre	47
2012	03	África	Magreb	50	Zaragoza	50297	Zaragoza	7	Mujer	43
2012	04	África	Resto de África	22	Huesca	22048	Barbastro	6	Hombre	3
2012	04	África	Resto de África	22	Huesca	22048	Barbastro	6	Mujer	2
2012	04	África	Resto de África	22	Huesca	22112	Fraga	6	Hombre	1
2012	04	África	Resto de África	22	Huesca	22125	Huesca	7	Hombre	2
2012	04	África	Resto de África	22	Huesca	22125	Huesca	7	Mujer	5
2012	04	África	Resto de África	22	Huesca	22130	Jaca	6	Hombre	2
2012	04	África	Resto de África	22	Huesca	22130	Jaca	6	Mujer	1
2012	04	África	Resto de África	22	Huesca	22158	Monzón	6	Hombre	5
2012	04	África	Resto de África	22	Huesca	22158	Monzón	6	Mujer	1
2012	04	África	Resto de África	44	Teruel	44216	Teruel	7	Hombre	1
2012	04	África	Resto de África	44	Teruel	44216	Teruel	7	Mujer	3
2012	04	África	Resto de África	50	Zaragoza	50074	Caspe	6	Hombre	2
2012	04	África	Resto de África	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	1
2012	04	África	Resto de África	50	Zaragoza	50251	Tarazona	6	Mujer	3
2012	04	África	Resto de África	50	Zaragoza	50272	Utebo	6	Hombre	1
2012	04	África	Resto de África	50	Zaragoza	50297	Zaragoza	7	Hombre	81
2012	04	África	Resto de África	50	Zaragoza	50297	Zaragoza	7	Mujer	79
2012	05	América	América del Norte	22	Huesca	22048	Barbastro	6	Hombre	7
2012	05	América	América del Norte	22	Huesca	22048	Barbastro	6	Mujer	7
2012	05	América	América del Norte	22	Huesca	22112	Fraga	6	Hombre	1
2012	05	América	América del Norte	22	Huesca	22112	Fraga	6	Mujer	6
2012	05	América	América del Norte	22	Huesca	22125	Huesca	7	Hombre	29
2012	05	América	América del Norte	22	Huesca	22125	Huesca	7	Mujer	35
2012	05	América	América del Norte	22	Huesca	22130	Jaca	6	Hombre	12
2012	05	América	América del Norte	22	Huesca	22130	Jaca	6	Mujer	18
2012	05	América	América del Norte	22	Huesca	22158	Monzón	6	Hombre	3
2012	05	América	América del Norte	22	Huesca	22158	Monzón	6	Mujer	11
2012	05	América	América del Norte	44	Teruel	44013	Alcañiz	6	Hombre	5
2012	05	América	América del Norte	44	Teruel	44013	Alcañiz	6	Mujer	5
2012	05	América	América del Norte	44	Teruel	44216	Teruel	7	Hombre	23
2012	05	América	América del Norte	44	Teruel	44216	Teruel	7	Mujer	38
2012	05	América	América del Norte	50	Zaragoza	50067	Calatayud	6	Hombre	7
2012	05	América	América del Norte	50	Zaragoza	50067	Calatayud	6	Mujer	15
2012	05	América	América del Norte	50	Zaragoza	50074	Caspe	6	Hombre	1
2012	05	América	América del Norte	50	Zaragoza	50074	Caspe	6	Mujer	1
2012	05	América	América del Norte	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	4
2012	05	América	América del Norte	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	5
2012	05	América	América del Norte	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	6
2012	05	América	América del Norte	50	Zaragoza	50251	Tarazona	6	Hombre	1
2012	05	América	América del Norte	50	Zaragoza	50251	Tarazona	6	Mujer	7
2012	05	América	América del Norte	50	Zaragoza	50272	Utebo	6	Hombre	2
2012	05	América	América del Norte	50	Zaragoza	50272	Utebo	6	Mujer	2
2012	05	América	América del Norte	50	Zaragoza	50297	Zaragoza	7	Hombre	649
2012	05	América	América del Norte	50	Zaragoza	50297	Zaragoza	7	Mujer	881
2012	06	América	Resto de América	22	Huesca	22048	Barbastro	6	Hombre	64
2012	06	América	Resto de América	22	Huesca	22048	Barbastro	6	Mujer	55
2012	06	América	Resto de América	22	Huesca	22112	Fraga	6	Hombre	16
2012	06	América	Resto de América	22	Huesca	22112	Fraga	6	Mujer	22
2012	06	América	Resto de América	22	Huesca	22125	Huesca	7	Hombre	282
2012	06	América	Resto de América	22	Huesca	22125	Huesca	7	Mujer	292
2012	06	América	Resto de América	22	Huesca	22130	Jaca	6	Hombre	65
2012	06	América	Resto de América	22	Huesca	22130	Jaca	6	Mujer	75
2012	06	América	Resto de América	22	Huesca	22158	Monzón	6	Hombre	46
2012	06	América	Resto de América	22	Huesca	22158	Monzón	6	Mujer	50
2012	06	América	Resto de América	44	Teruel	44013	Alcañiz	6	Hombre	43
2012	06	América	Resto de América	44	Teruel	44013	Alcañiz	6	Mujer	57
2012	06	América	Resto de América	44	Teruel	44216	Teruel	7	Hombre	233
2012	06	América	Resto de América	44	Teruel	44216	Teruel	7	Mujer	228
2012	06	América	Resto de América	50	Zaragoza	50067	Calatayud	6	Hombre	55
2012	06	América	Resto de América	50	Zaragoza	50067	Calatayud	6	Mujer	52
2012	06	América	Resto de América	50	Zaragoza	50074	Caspe	6	Hombre	29
2012	06	América	Resto de América	50	Zaragoza	50074	Caspe	6	Mujer	26
2012	06	América	Resto de América	50	Zaragoza	50089	Cuarte de Huerva	6	Hombre	4
2012	06	América	Resto de América	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	8
2012	06	América	Resto de América	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	59
2012	06	América	Resto de América	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	60
2012	06	América	Resto de América	50	Zaragoza	50251	Tarazona	6	Hombre	51
2012	06	América	Resto de América	50	Zaragoza	50251	Tarazona	6	Mujer	51
2012	06	América	Resto de América	50	Zaragoza	50272	Utebo	6	Hombre	11
2012	06	América	Resto de América	50	Zaragoza	50272	Utebo	6	Mujer	8
2012	06	América	Resto de América	50	Zaragoza	50297	Zaragoza	7	Hombre	2962
2012	06	América	Resto de América	50	Zaragoza	50297	Zaragoza	7	Mujer	3087
2012	07	Asia	Asia	22	Huesca	22048	Barbastro	6	Hombre	1
2012	07	Asia	Asia	22	Huesca	22048	Barbastro	6	Mujer	1
2012	07	Asia	Asia	22	Huesca	22125	Huesca	7	Hombre	9
2012	07	Asia	Asia	22	Huesca	22125	Huesca	7	Mujer	4
2012	07	Asia	Asia	22	Huesca	22130	Jaca	6	Hombre	2
2012	07	Asia	Asia	22	Huesca	22130	Jaca	6	Mujer	1
2012	07	Asia	Asia	22	Huesca	22158	Monzón	6	Hombre	2
2012	07	Asia	Asia	22	Huesca	22158	Monzón	6	Mujer	1
2012	07	Asia	Asia	44	Teruel	44013	Alcañiz	6	Hombre	1
2012	07	Asia	Asia	44	Teruel	44216	Teruel	7	Hombre	4
2012	07	Asia	Asia	44	Teruel	44216	Teruel	7	Mujer	4
2012	07	Asia	Asia	50	Zaragoza	50067	Calatayud	6	Hombre	6
2012	07	Asia	Asia	50	Zaragoza	50067	Calatayud	6	Mujer	10
2012	07	Asia	Asia	50	Zaragoza	50074	Caspe	6	Mujer	1
2012	07	Asia	Asia	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	2
2012	07	Asia	Asia	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	1
2012	07	Asia	Asia	50	Zaragoza	50251	Tarazona	6	Mujer	2
2012	07	Asia	Asia	50	Zaragoza	50272	Utebo	6	Hombre	1
2012	07	Asia	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	217
2012	07	Asia	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	188
2012	08	Oceanía	Oceanía	22	Huesca	22048	Barbastro	6	Hombre	1
2012	08	Oceanía	Oceanía	22	Huesca	22112	Fraga	6	Hombre	1
2012	08	Oceanía	Oceanía	22	Huesca	22112	Fraga	6	Mujer	1
2012	08	Oceanía	Oceanía	22	Huesca	22125	Huesca	7	Hombre	2
2012	08	Oceanía	Oceanía	22	Huesca	22125	Huesca	7	Mujer	5
2012	08	Oceanía	Oceanía	22	Huesca	22130	Jaca	6	Hombre	1
2012	08	Oceanía	Oceanía	22	Huesca	22130	Jaca	6	Mujer	4
2012	08	Oceanía	Oceanía	44	Teruel	44013	Alcañiz	6	Hombre	1
2012	08	Oceanía	Oceanía	44	Teruel	44013	Alcañiz	6	Mujer	1
2012	08	Oceanía	Oceanía	44	Teruel	44216	Teruel	7	Hombre	7
2012	08	Oceanía	Oceanía	44	Teruel	44216	Teruel	7	Mujer	6
2012	08	Oceanía	Oceanía	50	Zaragoza	50067	Calatayud	6	Mujer	2
2012	08	Oceanía	Oceanía	50	Zaragoza	50089	Cuarte de Huerva	6	Hombre	1
2012	08	Oceanía	Oceanía	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	1
2012	08	Oceanía	Oceanía	50	Zaragoza	50297	Zaragoza	7	Hombre	66
2012	08	Oceanía	Oceanía	50	Zaragoza	50297	Zaragoza	7	Mujer	74
2013	01	Europa	UE-27	22	Huesca	22048	Barbastro	6	Hombre	83
2013	01	Europa	UE-27	22	Huesca	22048	Barbastro	6	Mujer	74
2013	01	Europa	UE-27	22	Huesca	22112	Fraga	6	Hombre	26
2013	01	Europa	UE-27	22	Huesca	22112	Fraga	6	Mujer	30
2013	01	Europa	UE-27	22	Huesca	22125	Huesca	7	Hombre	295
2013	01	Europa	UE-27	22	Huesca	22125	Huesca	7	Mujer	296
2013	01	Europa	UE-27	22	Huesca	22130	Jaca	6	Hombre	123
2013	01	Europa	UE-27	22	Huesca	22130	Jaca	6	Mujer	131
2013	01	Europa	UE-27	22	Huesca	22158	Monzón	6	Hombre	54
2013	01	Europa	UE-27	22	Huesca	22158	Monzón	6	Mujer	68
2013	01	Europa	UE-27	44	Teruel	44013	Alcañiz	6	Hombre	65
2013	01	Europa	UE-27	44	Teruel	44013	Alcañiz	6	Mujer	65
2013	01	Europa	UE-27	44	Teruel	44216	Teruel	7	Hombre	172
2013	01	Europa	UE-27	44	Teruel	44216	Teruel	7	Mujer	169
2013	01	Europa	UE-27	50	Zaragoza	50067	Calatayud	6	Hombre	33
2013	01	Europa	UE-27	50	Zaragoza	50067	Calatayud	6	Mujer	51
2013	01	Europa	UE-27	50	Zaragoza	50074	Caspe	6	Hombre	57
2013	01	Europa	UE-27	50	Zaragoza	50074	Caspe	6	Mujer	58
2013	01	Europa	UE-27	50	Zaragoza	50089	Cuarte de Huerva	6	Hombre	10
2013	01	Europa	UE-27	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	11
