Municipio código	Municipio nombre	Grupo clase explotación	Explotaciones
50218	Puebla de Albortón	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
50218	Puebla de Albortón	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	20
50219	Puebla de Alfindén (La)	a) Sin tierras	1
50219	Puebla de Alfindén (La)	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
50219	Puebla de Alfindén (La)	d) Con tierras labradas y otras tierras, y sin pastos permanentes	6
50219	Puebla de Alfindén (La)	e) Con tierras labradas, sin pastos permanentes ni otras tierras	30
50219	Puebla de Alfindén (La)	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
50220	Puendeluna	b) Con tierras labradas, pastos permanentes y otras tierras	1
50220	Puendeluna	e) Con tierras labradas, sin pastos permanentes ni otras tierras	8
50221	Purujosa	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
50221	Purujosa	e) Con tierras labradas, sin pastos permanentes ni otras tierras	2
50221	Purujosa	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50222	Quinto	a) Sin tierras	14
50222	Quinto	b) Con tierras labradas, pastos permanentes y otras tierras	3
50222	Quinto	c) Con tierras labradas, pastos permanentes y sin otras tierras	13
50222	Quinto	d) Con tierras labradas y otras tierras, y sin pastos permanentes	15
50222	Quinto	e) Con tierras labradas, sin pastos permanentes ni otras tierras	184
50222	Quinto	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50222	Quinto	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	4
50222	Quinto	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	2
50223	Remolinos	a) Sin tierras	2
50223	Remolinos	b) Con tierras labradas, pastos permanentes y otras tierras	1
50223	Remolinos	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
50223	Remolinos	d) Con tierras labradas y otras tierras, y sin pastos permanentes	9
50223	Remolinos	e) Con tierras labradas, sin pastos permanentes ni otras tierras	46
50223	Remolinos	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50223	Remolinos	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	6
50224	Retascón	b) Con tierras labradas, pastos permanentes y otras tierras	2
50224	Retascón	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
50224	Retascón	d) Con tierras labradas y otras tierras, y sin pastos permanentes	6
50224	Retascón	e) Con tierras labradas, sin pastos permanentes ni otras tierras	30
50225	Ricla	a) Sin tierras	5
50225	Ricla	b) Con tierras labradas, pastos permanentes y otras tierras	6
50225	Ricla	c) Con tierras labradas, pastos permanentes y sin otras tierras	9
50225	Ricla	d) Con tierras labradas y otras tierras, y sin pastos permanentes	47
50225	Ricla	e) Con tierras labradas, sin pastos permanentes ni otras tierras	266
50225	Ricla	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50225	Ricla	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	5
50227	Romanos	b) Con tierras labradas, pastos permanentes y otras tierras	2
50227	Romanos	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
50227	Romanos	d) Con tierras labradas y otras tierras, y sin pastos permanentes	5
50227	Romanos	e) Con tierras labradas, sin pastos permanentes ni otras tierras	24
50227	Romanos	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50228	Rueda de Jalón	a) Sin tierras	2
50228	Rueda de Jalón	b) Con tierras labradas, pastos permanentes y otras tierras	6
50228	Rueda de Jalón	c) Con tierras labradas, pastos permanentes y sin otras tierras	6
50228	Rueda de Jalón	d) Con tierras labradas y otras tierras, y sin pastos permanentes	16
50228	Rueda de Jalón	e) Con tierras labradas, sin pastos permanentes ni otras tierras	80
50228	Rueda de Jalón	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50229	Ruesca	b) Con tierras labradas, pastos permanentes y otras tierras	1
50229	Ruesca	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
50229	Ruesca	d) Con tierras labradas y otras tierras, y sin pastos permanentes	7
50229	Ruesca	e) Con tierras labradas, sin pastos permanentes ni otras tierras	11
50229	Ruesca	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
50230	Sádaba	a) Sin tierras	8
50230	Sádaba	b) Con tierras labradas, pastos permanentes y otras tierras	5
50230	Sádaba	c) Con tierras labradas, pastos permanentes y sin otras tierras	21
50230	Sádaba	d) Con tierras labradas y otras tierras, y sin pastos permanentes	37
50230	Sádaba	e) Con tierras labradas, sin pastos permanentes ni otras tierras	161
50230	Sádaba	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	3
50230	Sádaba	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
50231	Salillas de Jalón	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
50231	Salillas de Jalón	e) Con tierras labradas, sin pastos permanentes ni otras tierras	8
50231	Salillas de Jalón	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
50232	Salvatierra de Esca	a) Sin tierras	1
50232	Salvatierra de Esca	b) Con tierras labradas, pastos permanentes y otras tierras	7
50232	Salvatierra de Esca	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
50232	Salvatierra de Esca	d) Con tierras labradas y otras tierras, y sin pastos permanentes	4
50232	Salvatierra de Esca	e) Con tierras labradas, sin pastos permanentes ni otras tierras	2
50232	Salvatierra de Esca	f) Sin tierras labradas, con pastos permanentes y con otras tierras	3
50233	Samper del Salz	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
50233	Samper del Salz	e) Con tierras labradas, sin pastos permanentes ni otras tierras	4
50233	Samper del Salz	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50234	San Martín de la Virgen de Moncayo	b) Con tierras labradas, pastos permanentes y otras tierras	2
50234	San Martín de la Virgen de Moncayo	c) Con tierras labradas, pastos permanentes y sin otras tierras	5
50234	San Martín de la Virgen de Moncayo	d) Con tierras labradas y otras tierras, y sin pastos permanentes	4
50234	San Martín de la Virgen de Moncayo	e) Con tierras labradas, sin pastos permanentes ni otras tierras	4
50235	San Mateo de Gállego	a) Sin tierras	5
50235	San Mateo de Gállego	b) Con tierras labradas, pastos permanentes y otras tierras	1
50235	San Mateo de Gállego	c) Con tierras labradas, pastos permanentes y sin otras tierras	5
50235	San Mateo de Gállego	d) Con tierras labradas y otras tierras, y sin pastos permanentes	17
50235	San Mateo de Gállego	e) Con tierras labradas, sin pastos permanentes ni otras tierras	70
50235	San Mateo de Gállego	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	3
50236	Santa Cruz de Grío	b) Con tierras labradas, pastos permanentes y otras tierras	8
50236	Santa Cruz de Grío	c) Con tierras labradas, pastos permanentes y sin otras tierras	5
50236	Santa Cruz de Grío	d) Con tierras labradas y otras tierras, y sin pastos permanentes	10
50236	Santa Cruz de Grío	e) Con tierras labradas, sin pastos permanentes ni otras tierras	36
50236	Santa Cruz de Grío	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50237	Santa Cruz de Moncayo	a) Sin tierras	2
50237	Santa Cruz de Moncayo	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
50237	Santa Cruz de Moncayo	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
50237	Santa Cruz de Moncayo	e) Con tierras labradas, sin pastos permanentes ni otras tierras	13
50237	Santa Cruz de Moncayo	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50238	Santa Eulalia de Gállego	b) Con tierras labradas, pastos permanentes y otras tierras	2
50238	Santa Eulalia de Gállego	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
50238	Santa Eulalia de Gállego	d) Con tierras labradas y otras tierras, y sin pastos permanentes	5
50238	Santa Eulalia de Gállego	e) Con tierras labradas, sin pastos permanentes ni otras tierras	9
50239	Santed	b) Con tierras labradas, pastos permanentes y otras tierras	1
50239	Santed	d) Con tierras labradas y otras tierras, y sin pastos permanentes	3
50239	Santed	e) Con tierras labradas, sin pastos permanentes ni otras tierras	15
50240	Sástago	a) Sin tierras	6
50240	Sástago	b) Con tierras labradas, pastos permanentes y otras tierras	8
50240	Sástago	c) Con tierras labradas, pastos permanentes y sin otras tierras	7
50240	Sástago	d) Con tierras labradas y otras tierras, y sin pastos permanentes	12
50240	Sástago	e) Con tierras labradas, sin pastos permanentes ni otras tierras	128
50240	Sástago	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50240	Sástago	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	5
50240	Sástago	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
50241	Saviñán	a) Sin tierras	1
50241	Saviñán	b) Con tierras labradas, pastos permanentes y otras tierras	2
50241	Saviñán	c) Con tierras labradas, pastos permanentes y sin otras tierras	5
50241	Saviñán	d) Con tierras labradas y otras tierras, y sin pastos permanentes	18
50241	Saviñán	e) Con tierras labradas, sin pastos permanentes ni otras tierras	55
50241	Saviñán	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50242	Sediles	b) Con tierras labradas, pastos permanentes y otras tierras	3
50242	Sediles	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
50242	Sediles	d) Con tierras labradas y otras tierras, y sin pastos permanentes	3
50242	Sediles	e) Con tierras labradas, sin pastos permanentes ni otras tierras	20
50243	Sestrica	b) Con tierras labradas, pastos permanentes y otras tierras	13
50243	Sestrica	c) Con tierras labradas, pastos permanentes y sin otras tierras	14
50243	Sestrica	d) Con tierras labradas y otras tierras, y sin pastos permanentes	14
50243	Sestrica	e) Con tierras labradas, sin pastos permanentes ni otras tierras	81
50243	Sestrica	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50243	Sestrica	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
50244	Sierra de Luna	a) Sin tierras	1
50244	Sierra de Luna	b) Con tierras labradas, pastos permanentes y otras tierras	2
50244	Sierra de Luna	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
50244	Sierra de Luna	d) Con tierras labradas y otras tierras, y sin pastos permanentes	8
50244	Sierra de Luna	e) Con tierras labradas, sin pastos permanentes ni otras tierras	43
50245	Sigüés	b) Con tierras labradas, pastos permanentes y otras tierras	3
50245	Sigüés	d) Con tierras labradas y otras tierras, y sin pastos permanentes	7
50245	Sigüés	e) Con tierras labradas, sin pastos permanentes ni otras tierras	9
50245	Sigüés	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
50246	Sisamón	a) Sin tierras	1
50246	Sisamón	b) Con tierras labradas, pastos permanentes y otras tierras	1
50246	Sisamón	d) Con tierras labradas y otras tierras, y sin pastos permanentes	2
50246	Sisamón	e) Con tierras labradas, sin pastos permanentes ni otras tierras	7
50247	Sobradiel	e) Con tierras labradas, sin pastos permanentes ni otras tierras	25
50247	Sobradiel	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
50248	Sos del Rey Católico	a) Sin tierras	2
50248	Sos del Rey Católico	b) Con tierras labradas, pastos permanentes y otras tierras	15
50248	Sos del Rey Católico	c) Con tierras labradas, pastos permanentes y sin otras tierras	12
50248	Sos del Rey Católico	d) Con tierras labradas y otras tierras, y sin pastos permanentes	38
50248	Sos del Rey Católico	e) Con tierras labradas, sin pastos permanentes ni otras tierras	103
50248	Sos del Rey Católico	f) Sin tierras labradas, con pastos permanentes y con otras tierras	3
50248	Sos del Rey Católico	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	2
50249	Tabuenca	a) Sin tierras	1
50249	Tabuenca	b) Con tierras labradas, pastos permanentes y otras tierras	6
50249	Tabuenca	c) Con tierras labradas, pastos permanentes y sin otras tierras	9
50249	Tabuenca	d) Con tierras labradas y otras tierras, y sin pastos permanentes	24
50249	Tabuenca	e) Con tierras labradas, sin pastos permanentes ni otras tierras	112
50249	Tabuenca	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50249	Tabuenca	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
50250	Talamantes	d) Con tierras labradas y otras tierras, y sin pastos permanentes	2
50250	Talamantes	e) Con tierras labradas, sin pastos permanentes ni otras tierras	5
50250	Talamantes	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50250	Talamantes	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	3
50251	Tarazona	a) Sin tierras	6
50251	Tarazona	b) Con tierras labradas, pastos permanentes y otras tierras	6
50251	Tarazona	c) Con tierras labradas, pastos permanentes y sin otras tierras	10
50251	Tarazona	d) Con tierras labradas y otras tierras, y sin pastos permanentes	78
50251	Tarazona	e) Con tierras labradas, sin pastos permanentes ni otras tierras	215
50251	Tarazona	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
50251	Tarazona	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	2
50251	Tarazona	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	3
50252	Tauste	a) Sin tierras	31
50252	Tauste	b) Con tierras labradas, pastos permanentes y otras tierras	12
50252	Tauste	c) Con tierras labradas, pastos permanentes y sin otras tierras	32
50252	Tauste	d) Con tierras labradas y otras tierras, y sin pastos permanentes	79
50252	Tauste	e) Con tierras labradas, sin pastos permanentes ni otras tierras	676
50252	Tauste	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
50252	Tauste	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	8
50252	Tauste	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	18
50253	Terrer	b) Con tierras labradas, pastos permanentes y otras tierras	3
50253	Terrer	c) Con tierras labradas, pastos permanentes y sin otras tierras	4
50253	Terrer	d) Con tierras labradas y otras tierras, y sin pastos permanentes	8
50253	Terrer	e) Con tierras labradas, sin pastos permanentes ni otras tierras	50
50254	Tierga	a) Sin tierras	2
50254	Tierga	b) Con tierras labradas, pastos permanentes y otras tierras	1
50254	Tierga	d) Con tierras labradas y otras tierras, y sin pastos permanentes	4
50254	Tierga	e) Con tierras labradas, sin pastos permanentes ni otras tierras	54
50254	Tierga	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50255	Tobed	a) Sin tierras	1
50255	Tobed	b) Con tierras labradas, pastos permanentes y otras tierras	2
50255	Tobed	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
50255	Tobed	d) Con tierras labradas y otras tierras, y sin pastos permanentes	12
50255	Tobed	e) Con tierras labradas, sin pastos permanentes ni otras tierras	26
50255	Tobed	f) Sin tierras labradas, con pastos permanentes y con otras tierras	3
50255	Tobed	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
50255	Tobed	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
50256	Torralba de los Frailes	b) Con tierras labradas, pastos permanentes y otras tierras	5
50256	Torralba de los Frailes	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
50256	Torralba de los Frailes	d) Con tierras labradas y otras tierras, y sin pastos permanentes	9
50256	Torralba de los Frailes	e) Con tierras labradas, sin pastos permanentes ni otras tierras	37
50257	Torralba de Ribota	c) Con tierras labradas, pastos permanentes y sin otras tierras	7
50257	Torralba de Ribota	d) Con tierras labradas y otras tierras, y sin pastos permanentes	14
50257	Torralba de Ribota	e) Con tierras labradas, sin pastos permanentes ni otras tierras	41
50258	Torralbilla	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
50258	Torralbilla	d) Con tierras labradas y otras tierras, y sin pastos permanentes	2
50258	Torralbilla	e) Con tierras labradas, sin pastos permanentes ni otras tierras	7
50259	Torrehermosa	b) Con tierras labradas, pastos permanentes y otras tierras	1
50259	Torrehermosa	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
50259	Torrehermosa	d) Con tierras labradas y otras tierras, y sin pastos permanentes	4
50259	Torrehermosa	e) Con tierras labradas, sin pastos permanentes ni otras tierras	11
50259	Torrehermosa	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50260	Torrelapaja	b) Con tierras labradas, pastos permanentes y otras tierras	1
50260	Torrelapaja	e) Con tierras labradas, sin pastos permanentes ni otras tierras	7
50261	Torrellas	a) Sin tierras	2
50261	Torrellas	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
50261	Torrellas	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
50261	Torrellas	e) Con tierras labradas, sin pastos permanentes ni otras tierras	15
50262	Torres de Berrellén	a) Sin tierras	1
50262	Torres de Berrellén	b) Con tierras labradas, pastos permanentes y otras tierras	1
50262	Torres de Berrellén	c) Con tierras labradas, pastos permanentes y sin otras tierras	5
50262	Torres de Berrellén	d) Con tierras labradas y otras tierras, y sin pastos permanentes	15
50262	Torres de Berrellén	e) Con tierras labradas, sin pastos permanentes ni otras tierras	46
50262	Torres de Berrellén	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50263	Torrijo de la Cañada	a) Sin tierras	1
50263	Torrijo de la Cañada	b) Con tierras labradas, pastos permanentes y otras tierras	3
50263	Torrijo de la Cañada	c) Con tierras labradas, pastos permanentes y sin otras tierras	5
50263	Torrijo de la Cañada	d) Con tierras labradas y otras tierras, y sin pastos permanentes	9
50263	Torrijo de la Cañada	e) Con tierras labradas, sin pastos permanentes ni otras tierras	24
50263	Torrijo de la Cañada	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
50263	Torrijo de la Cañada	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	2
50264	Tosos	b) Con tierras labradas, pastos permanentes y otras tierras	2
50264	Tosos	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
50264	Tosos	d) Con tierras labradas y otras tierras, y sin pastos permanentes	21
50264	Tosos	e) Con tierras labradas, sin pastos permanentes ni otras tierras	66
50264	Tosos	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50265	Trasmoz	b) Con tierras labradas, pastos permanentes y otras tierras	3
50265	Trasmoz	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
