Municipio código	Municipio nombre	Explotaciones	Superficie total código	Superficie total
50170	Monegrillo	19	12	30 a < 50 Ha
50170	Monegrillo	23	13	50 a < 70 Ha
50170	Monegrillo	13	14	70 a < 100 Ha
50170	Monegrillo	10	15	100 a <150 Ha
50170	Monegrillo	2	16	150 a < 200 Ha
50170	Monegrillo	4	17	200 a < 300 Ha
50170	Monegrillo	5	18	300 a < 500 Ha
50170	Monegrillo	1	19	500 a < 1000 Ha
50170	Monegrillo	1	20	1000 a < 2500 Ha
50171	Moneva	1	01	Sin tierras
50171	Moneva	1	05	1  a  < 2 Ha
50171	Moneva	6	07	3 a < 4 Ha
50171	Moneva	1	08	4 a < 5 Ha
50171	Moneva	3	10	10 a <20 Ha
50171	Moneva	7	11	20 a < 30 Ha
50171	Moneva	13	12	30 a < 50 Ha
50171	Moneva	6	13	50 a < 70 Ha
50171	Moneva	4	14	70 a < 100 Ha
50171	Moneva	12	15	100 a <150 Ha
50171	Moneva	2	16	150 a < 200 Ha
50171	Moneva	2	17	200 a < 300 Ha
50172	Monreal de Ariza	1	01	Sin tierras
50172	Monreal de Ariza	1	03	0,2  a  < 0,5 Ha
50172	Monreal de Ariza	2	06	2 a < 3 Ha
50172	Monreal de Ariza	2	07	3 a < 4 Ha
50172	Monreal de Ariza	4	09	5 a < 10 Ha
50172	Monreal de Ariza	3	10	10 a <20 Ha
50172	Monreal de Ariza	2	11	20 a < 30 Ha
50172	Monreal de Ariza	10	12	30 a < 50 Ha
50172	Monreal de Ariza	7	13	50 a < 70 Ha
50172	Monreal de Ariza	7	14	70 a < 100 Ha
50172	Monreal de Ariza	6	15	100 a <150 Ha
50172	Monreal de Ariza	2	16	150 a < 200 Ha
50172	Monreal de Ariza	2	17	200 a < 300 Ha
50172	Monreal de Ariza	2	18	300 a < 500 Ha
50172	Monreal de Ariza	1	19	500 a < 1000 Ha
50173	Monterde	3	05	1  a  < 2 Ha
50173	Monterde	6	06	2 a < 3 Ha
50173	Monterde	5	07	3 a < 4 Ha
50173	Monterde	2	08	4 a < 5 Ha
50173	Monterde	2	09	5 a < 10 Ha
50173	Monterde	1	10	10 a <20 Ha
50173	Monterde	1	11	20 a < 30 Ha
50173	Monterde	4	12	30 a < 50 Ha
50173	Monterde	4	13	50 a < 70 Ha
50173	Monterde	2	15	100 a <150 Ha
50173	Monterde	1	17	200 a < 300 Ha
50173	Monterde	2	18	300 a < 500 Ha
50173	Monterde	1	20	1000 a < 2500 Ha
50174	Montón	2	03	0,2  a  < 0,5 Ha
50174	Montón	2	04	0,5  a  < 1 Ha
50174	Montón	4	05	1  a  < 2 Ha
50174	Montón	3	06	2 a < 3 Ha
50174	Montón	2	07	3 a < 4 Ha
50174	Montón	2	08	4 a < 5 Ha
50174	Montón	3	09	5 a < 10 Ha
50174	Montón	4	10	10 a <20 Ha
50174	Montón	1	11	20 a < 30 Ha
50174	Montón	3	12	30 a < 50 Ha
50174	Montón	1	20	1000 a < 2500 Ha
50175	Morata de Jalón	3	01	Sin tierras
50175	Morata de Jalón	4	04	0,5  a  < 1 Ha
50175	Morata de Jalón	39	05	1  a  < 2 Ha
50175	Morata de Jalón	38	06	2 a < 3 Ha
50175	Morata de Jalón	21	07	3 a < 4 Ha
50175	Morata de Jalón	13	08	4 a < 5 Ha
50175	Morata de Jalón	40	09	5 a < 10 Ha
50175	Morata de Jalón	22	10	10 a <20 Ha
50175	Morata de Jalón	2	11	20 a < 30 Ha
50175	Morata de Jalón	2	12	30 a < 50 Ha
50175	Morata de Jalón	1	13	50 a < 70 Ha
50175	Morata de Jalón	1	14	70 a < 100 Ha
50175	Morata de Jalón	1	15	100 a <150 Ha
50175	Morata de Jalón	1	17	200 a < 300 Ha
50175	Morata de Jalón	1	18	300 a < 500 Ha
50176	Morata de Jiloca	2	03	0,2  a  < 0,5 Ha
50176	Morata de Jiloca	5	04	0,5  a  < 1 Ha
50176	Morata de Jiloca	9	05	1  a  < 2 Ha
50176	Morata de Jiloca	10	06	2 a < 3 Ha
50176	Morata de Jiloca	5	07	3 a < 4 Ha
50176	Morata de Jiloca	4	08	4 a < 5 Ha
50176	Morata de Jiloca	13	09	5 a < 10 Ha
50176	Morata de Jiloca	5	10	10 a <20 Ha
50176	Morata de Jiloca	1	11	20 a < 30 Ha
50176	Morata de Jiloca	2	12	30 a < 50 Ha
50176	Morata de Jiloca	1	13	50 a < 70 Ha
50176	Morata de Jiloca	1	14	70 a < 100 Ha
50176	Morata de Jiloca	2	15	100 a <150 Ha
50176	Morata de Jiloca	1	16	150 a < 200 Ha
50176	Morata de Jiloca	1	19	500 a < 1000 Ha
50177	Morés	2	03	0,2  a  < 0,5 Ha
50177	Morés	2	04	0,5  a  < 1 Ha
50177	Morés	11	05	1  a  < 2 Ha
50177	Morés	7	06	2 a < 3 Ha
50177	Morés	5	07	3 a < 4 Ha
50177	Morés	3	08	4 a < 5 Ha
50177	Morés	3	09	5 a < 10 Ha
50177	Morés	9	10	10 a <20 Ha
50177	Morés	1	11	20 a < 30 Ha
50177	Morés	1	12	30 a < 50 Ha
50177	Morés	2	15	100 a <150 Ha
50177	Morés	1	18	300 a < 500 Ha
50177	Morés	2	19	500 a < 1000 Ha
50178	Moros	2	04	0,5  a  < 1 Ha
50178	Moros	11	05	1  a  < 2 Ha
50178	Moros	15	06	2 a < 3 Ha
50178	Moros	9	07	3 a < 4 Ha
50178	Moros	2	08	4 a < 5 Ha
50178	Moros	27	09	5 a < 10 Ha
50178	Moros	18	10	10 a <20 Ha
50178	Moros	3	11	20 a < 30 Ha
50178	Moros	5	12	30 a < 50 Ha
50178	Moros	1	13	50 a < 70 Ha
50178	Moros	1	14	70 a < 100 Ha
50178	Moros	1	15	100 a <150 Ha
50178	Moros	1	19	500 a < 1000 Ha
50179	Moyuela	5	01	Sin tierras
50179	Moyuela	2	05	1  a  < 2 Ha
50179	Moyuela	4	06	2 a < 3 Ha
50179	Moyuela	1	07	3 a < 4 Ha
50179	Moyuela	1	08	4 a < 5 Ha
50179	Moyuela	4	09	5 a < 10 Ha
50179	Moyuela	2	10	10 a <20 Ha
50179	Moyuela	2	11	20 a < 30 Ha
50179	Moyuela	4	12	30 a < 50 Ha
50179	Moyuela	5	13	50 a < 70 Ha
50179	Moyuela	4	14	70 a < 100 Ha
50179	Moyuela	6	15	100 a <150 Ha
50179	Moyuela	3	16	150 a < 200 Ha
50179	Moyuela	3	17	200 a < 300 Ha
50179	Moyuela	4	18	300 a < 500 Ha
50180	Mozota	1	05	1  a  < 2 Ha
50180	Mozota	2	06	2 a < 3 Ha
50180	Mozota	2	09	5 a < 10 Ha
50180	Mozota	3	12	30 a < 50 Ha
50180	Mozota	3	13	50 a < 70 Ha
50180	Mozota	3	14	70 a < 100 Ha
50181	Muel	1	03	0,2  a  < 0,5 Ha
50181	Muel	16	05	1  a  < 2 Ha
50181	Muel	7	06	2 a < 3 Ha
50181	Muel	5	07	3 a < 4 Ha
50181	Muel	2	08	4 a < 5 Ha
50181	Muel	9	09	5 a < 10 Ha
50181	Muel	8	10	10 a <20 Ha
50181	Muel	10	11	20 a < 30 Ha
50181	Muel	12	12	30 a < 50 Ha
50181	Muel	6	13	50 a < 70 Ha
50181	Muel	10	14	70 a < 100 Ha
50181	Muel	9	15	100 a <150 Ha
50181	Muel	4	16	150 a < 200 Ha
50181	Muel	4	17	200 a < 300 Ha
50181	Muel	1	19	500 a < 1000 Ha
50182	Muela (La)	1	01	Sin tierras
50182	Muela (La)	28	05	1  a  < 2 Ha
50182	Muela (La)	17	06	2 a < 3 Ha
50182	Muela (La)	6	07	3 a < 4 Ha
50182	Muela (La)	1	08	4 a < 5 Ha
50182	Muela (La)	9	09	5 a < 10 Ha
50182	Muela (La)	9	10	10 a <20 Ha
50182	Muela (La)	10	11	20 a < 30 Ha
50182	Muela (La)	17	12	30 a < 50 Ha
50182	Muela (La)	8	13	50 a < 70 Ha
50182	Muela (La)	10	14	70 a < 100 Ha
50182	Muela (La)	10	15	100 a <150 Ha
50182	Muela (La)	5	16	150 a < 200 Ha
50182	Muela (La)	9	17	200 a < 300 Ha
50182	Muela (La)	1	19	500 a < 1000 Ha
50182	Muela (La)	1	21	2500 Ha
50183	Munébrega	1	04	0,5  a  < 1 Ha
50183	Munébrega	24	05	1  a  < 2 Ha
50183	Munébrega	15	06	2 a < 3 Ha
50183	Munébrega	13	07	3 a < 4 Ha
50183	Munébrega	5	08	4 a < 5 Ha
50183	Munébrega	32	09	5 a < 10 Ha
50183	Munébrega	10	10	10 a <20 Ha
50183	Munébrega	5	11	20 a < 30 Ha
50183	Munébrega	5	12	30 a < 50 Ha
50183	Munébrega	1	13	50 a < 70 Ha
50183	Munébrega	1	14	70 a < 100 Ha
50183	Munébrega	1	15	100 a <150 Ha
50183	Munébrega	1	17	200 a < 300 Ha
50184	Murero	1	03	0,2  a  < 0,5 Ha
50184	Murero	1	04	0,5  a  < 1 Ha
50184	Murero	3	05	1  a  < 2 Ha
50184	Murero	1	06	2 a < 3 Ha
50184	Murero	1	07	3 a < 4 Ha
50184	Murero	3	08	4 a < 5 Ha
50184	Murero	6	09	5 a < 10 Ha
50184	Murero	2	10	10 a <20 Ha
50184	Murero	2	11	20 a < 30 Ha
50184	Murero	5	12	30 a < 50 Ha
50184	Murero	2	13	50 a < 70 Ha
50185	Murillo de Gállego	3	05	1  a  < 2 Ha
50185	Murillo de Gállego	3	07	3 a < 4 Ha
50185	Murillo de Gállego	3	08	4 a < 5 Ha
50185	Murillo de Gállego	7	09	5 a < 10 Ha
50185	Murillo de Gállego	4	10	10 a <20 Ha
50185	Murillo de Gállego	4	12	30 a < 50 Ha
50185	Murillo de Gállego	2	17	200 a < 300 Ha
50185	Murillo de Gállego	2	18	300 a < 500 Ha
50186	Navardún	1	01	Sin tierras
50186	Navardún	1	05	1  a  < 2 Ha
50186	Navardún	1	06	2 a < 3 Ha
50186	Navardún	3	09	5 a < 10 Ha
50186	Navardún	3	10	10 a <20 Ha
50186	Navardún	4	11	20 a < 30 Ha
50186	Navardún	2	12	30 a < 50 Ha
50186	Navardún	2	13	50 a < 70 Ha
50186	Navardún	6	14	70 a < 100 Ha
50186	Navardún	2	15	100 a <150 Ha
50186	Navardún	1	17	200 a < 300 Ha
50186	Navardún	1	18	300 a < 500 Ha
50187	Nigüella	2	05	1  a  < 2 Ha
50187	Nigüella	4	06	2 a < 3 Ha
50187	Nigüella	1	07	3 a < 4 Ha
50187	Nigüella	1	08	4 a < 5 Ha
50187	Nigüella	2	09	5 a < 10 Ha
50187	Nigüella	1	10	10 a <20 Ha
50187	Nigüella	2	11	20 a < 30 Ha
50187	Nigüella	1	12	30 a < 50 Ha
50187	Nigüella	4	13	50 a < 70 Ha
50187	Nigüella	1	14	70 a < 100 Ha
50187	Nigüella	1	16	150 a < 200 Ha
50187	Nigüella	1	20	1000 a < 2500 Ha
50188	Nombrevilla	1	09	5 a < 10 Ha
50188	Nombrevilla	1	10	10 a <20 Ha
50188	Nombrevilla	4	12	30 a < 50 Ha
50188	Nombrevilla	1	13	50 a < 70 Ha
50188	Nombrevilla	1	16	150 a < 200 Ha
50188	Nombrevilla	2	17	200 a < 300 Ha
50189	Nonaspe	8	01	Sin tierras
50189	Nonaspe	1	03	0,2  a  < 0,5 Ha
50189	Nonaspe	2	04	0,5  a  < 1 Ha
50189	Nonaspe	30	05	1  a  < 2 Ha
50189	Nonaspe	17	06	2 a < 3 Ha
50189	Nonaspe	23	07	3 a < 4 Ha
50189	Nonaspe	19	08	4 a < 5 Ha
50189	Nonaspe	39	09	5 a < 10 Ha
50189	Nonaspe	38	10	10 a <20 Ha
50189	Nonaspe	11	11	20 a < 30 Ha
50189	Nonaspe	8	12	30 a < 50 Ha
50189	Nonaspe	1	13	50 a < 70 Ha
50189	Nonaspe	1	15	100 a <150 Ha
50190	Novallas	3	01	Sin tierras
50190	Novallas	2	03	0,2  a  < 0,5 Ha
50190	Novallas	7	04	0,5  a  < 1 Ha
50190	Novallas	25	05	1  a  < 2 Ha
50190	Novallas	18	06	2 a < 3 Ha
50190	Novallas	11	07	3 a < 4 Ha
50190	Novallas	9	08	4 a < 5 Ha
50190	Novallas	16	09	5 a < 10 Ha
50190	Novallas	11	10	10 a <20 Ha
50190	Novallas	2	11	20 a < 30 Ha
50190	Novallas	2	12	30 a < 50 Ha
50190	Novallas	1	13	50 a < 70 Ha
50190	Novallas	1	14	70 a < 100 Ha
50190	Novallas	1	15	100 a <150 Ha
50190	Novallas	1	16	150 a < 200 Ha
50191	Novillas	3	01	Sin tierras
50191	Novillas	2	03	0,2  a  < 0,5 Ha
50191	Novillas	2	04	0,5  a  < 1 Ha
50191	Novillas	11	05	1  a  < 2 Ha
50191	Novillas	9	06	2 a < 3 Ha
50191	Novillas	6	07	3 a < 4 Ha
50191	Novillas	14	08	4 a < 5 Ha
50191	Novillas	28	09	5 a < 10 Ha
50191	Novillas	19	10	10 a <20 Ha
50191	Novillas	6	11	20 a < 30 Ha
50191	Novillas	11	12	30 a < 50 Ha
50191	Novillas	1	13	50 a < 70 Ha
50191	Novillas	2	14	70 a < 100 Ha
50191	Novillas	2	15	100 a <150 Ha
50191	Novillas	2	16	150 a < 200 Ha
50191	Novillas	1	17	200 a < 300 Ha
50191	Novillas	1	18	300 a < 500 Ha
50192	Nuévalos	1	04	0,5  a  < 1 Ha
50192	Nuévalos	2	05	1  a  < 2 Ha
50192	Nuévalos	2	06	2 a < 3 Ha
50192	Nuévalos	1	08	4 a < 5 Ha
50192	Nuévalos	1	10	10 a <20 Ha
50192	Nuévalos	2	12	30 a < 50 Ha
50192	Nuévalos	3	14	70 a < 100 Ha
50192	Nuévalos	1	15	100 a <150 Ha
50192	Nuévalos	1	19	500 a < 1000 Ha
50193	Nuez de Ebro	2	01	Sin tierras
50193	Nuez de Ebro	1	05	1  a  < 2 Ha
50193	Nuez de Ebro	1	06	2 a < 3 Ha
50193	Nuez de Ebro	3	08	4 a < 5 Ha
50193	Nuez de Ebro	4	09	5 a < 10 Ha
50193	Nuez de Ebro	3	10	10 a <20 Ha
50193	Nuez de Ebro	1	11	20 a < 30 Ha
50193	Nuez de Ebro	2	12	30 a < 50 Ha
50193	Nuez de Ebro	2	13	50 a < 70 Ha
50193	Nuez de Ebro	1	14	70 a < 100 Ha
50193	Nuez de Ebro	1	15	100 a <150 Ha
50194	Olvés	3	05	1  a  < 2 Ha
50194	Olvés	4	06	2 a < 3 Ha
50194	Olvés	3	07	3 a < 4 Ha
50194	Olvés	4	08	4 a < 5 Ha
50194	Olvés	13	09	5 a < 10 Ha
50194	Olvés	10	10	10 a <20 Ha
50194	Olvés	4	11	20 a < 30 Ha
50194	Olvés	6	12	30 a < 50 Ha
50194	Olvés	3	13	50 a < 70 Ha
50194	Olvés	1	19	500 a < 1000 Ha
50195	Orcajo	1	05	1  a  < 2 Ha
50195	Orcajo	2	07	3 a < 4 Ha
50195	Orcajo	1	08	4 a < 5 Ha
50195	Orcajo	1	09	5 a < 10 Ha
50195	Orcajo	3	10	10 a <20 Ha
50195	Orcajo	2	11	20 a < 30 Ha
50195	Orcajo	3	12	30 a < 50 Ha
50195	Orcajo	3	13	50 a < 70 Ha
50195	Orcajo	1	14	70 a < 100 Ha
50196	Orera	1	01	Sin tierras
50196	Orera	1	03	0,2  a  < 0,5 Ha
50196	Orera	4	05	1  a  < 2 Ha
50196	Orera	3	06	2 a < 3 Ha
50196	Orera	3	07	3 a < 4 Ha
50196	Orera	4	08	4 a < 5 Ha
50196	Orera	13	09	5 a < 10 Ha
50196	Orera	6	10	10 a <20 Ha
50196	Orera	4	11	20 a < 30 Ha
50196	Orera	2	12	30 a < 50 Ha
50197	Orés	6	05	1  a  < 2 Ha
50197	Orés	2	06	2 a < 3 Ha
50197	Orés	2	07	3 a < 4 Ha
50197	Orés	4	08	4 a < 5 Ha
50197	Orés	5	09	5 a < 10 Ha
50197	Orés	2	10	10 a <20 Ha
50197	Orés	3	11	20 a < 30 Ha
50197	Orés	6	12	30 a < 50 Ha
50197	Orés	1	13	50 a < 70 Ha
50197	Orés	1	14	70 a < 100 Ha
50197	Orés	1	15	100 a <150 Ha
50197	Orés	2	16	150 a < 200 Ha
50197	Orés	1	17	200 a < 300 Ha
50197	Orés	3	18	300 a < 500 Ha
50197	Orés	1	20	1000 a < 2500 Ha
50198	Oseja	5	05	1  a  < 2 Ha
50198	Oseja	1	06	2 a < 3 Ha
50198	Oseja	1	08	4 a < 5 Ha
50198	Oseja	4	09	5 a < 10 Ha
50198	Oseja	1	10	10 a <20 Ha
50199	Osera de Ebro	4	05	1  a  < 2 Ha
50199	Osera de Ebro	1	06	2 a < 3 Ha
50199	Osera de Ebro	1	07	3 a < 4 Ha
50199	Osera de Ebro	2	08	4 a < 5 Ha
50199	Osera de Ebro	4	09	5 a < 10 Ha
50199	Osera de Ebro	6	10	10 a <20 Ha
50199	Osera de Ebro	1	11	20 a < 30 Ha
50199	Osera de Ebro	3	12	30 a < 50 Ha
50199	Osera de Ebro	2	13	50 a < 70 Ha
50199	Osera de Ebro	1	14	70 a < 100 Ha
50199	Osera de Ebro	3	15	100 a <150 Ha
50199	Osera de Ebro	1	16	150 a < 200 Ha
50199	Osera de Ebro	1	18	300 a < 500 Ha
50200	Paniza	17	05	1  a  < 2 Ha
50200	Paniza	15	06	2 a < 3 Ha
50200	Paniza	20	07	3 a < 4 Ha
50200	Paniza	20	08	4 a < 5 Ha
50200	Paniza	54	09	5 a < 10 Ha
50200	Paniza	45	10	10 a <20 Ha
50200	Paniza	24	11	20 a < 30 Ha
50200	Paniza	9	12	30 a < 50 Ha
50200	Paniza	2	13	50 a < 70 Ha
50200	Paniza	1	14	70 a < 100 Ha
50200	Paniza	1	16	150 a < 200 Ha
50201	Paracuellos de Jiloca	3	03	0,2  a  < 0,5 Ha
50201	Paracuellos de Jiloca	4	04	0,5  a  < 1 Ha
50201	Paracuellos de Jiloca	11	05	1  a  < 2 Ha
50201	Paracuellos de Jiloca	4	06	2 a < 3 Ha
50201	Paracuellos de Jiloca	6	07	3 a < 4 Ha
50201	Paracuellos de Jiloca	5	08	4 a < 5 Ha
50201	Paracuellos de Jiloca	16	09	5 a < 10 Ha
50201	Paracuellos de Jiloca	5	10	10 a <20 Ha
50201	Paracuellos de Jiloca	4	11	20 a < 30 Ha
50201	Paracuellos de Jiloca	5	12	30 a < 50 Ha
50201	Paracuellos de Jiloca	2	14	70 a < 100 Ha
50202	Paracuellos de la Ribera	2	04	0,5  a  < 1 Ha
50202	Paracuellos de la Ribera	6	05	1  a  < 2 Ha
50202	Paracuellos de la Ribera	9	06	2 a < 3 Ha
50202	Paracuellos de la Ribera	13	07	3 a < 4 Ha
50202	Paracuellos de la Ribera	6	08	4 a < 5 Ha
50202	Paracuellos de la Ribera	11	09	5 a < 10 Ha
50202	Paracuellos de la Ribera	6	10	10 a <20 Ha
50202	Paracuellos de la Ribera	2	11	20 a < 30 Ha
50202	Paracuellos de la Ribera	1	15	100 a <150 Ha
50203	Pastriz	5	05	1  a  < 2 Ha
50203	Pastriz	9	06	2 a < 3 Ha
50203	Pastriz	9	07	3 a < 4 Ha
50203	Pastriz	2	08	4 a < 5 Ha
50203	Pastriz	6	09	5 a < 10 Ha
50203	Pastriz	8	10	10 a <20 Ha
50203	Pastriz	3	11	20 a < 30 Ha
50203	Pastriz	1	12	30 a < 50 Ha
50203	Pastriz	1	13	50 a < 70 Ha
50203	Pastriz	2	14	70 a < 100 Ha
50203	Pastriz	2	16	150 a < 200 Ha
50204	Pedrola	4	01	Sin tierras
50204	Pedrola	2	04	0,5  a  < 1 Ha
50204	Pedrola	11	05	1  a  < 2 Ha
50204	Pedrola	8	06	2 a < 3 Ha
50204	Pedrola	2	07	3 a < 4 Ha
50204	Pedrola	3	08	4 a < 5 Ha
50204	Pedrola	25	09	5 a < 10 Ha
50204	Pedrola	33	10	10 a <20 Ha
50204	Pedrola	8	11	20 a < 30 Ha
50204	Pedrola	24	12	30 a < 50 Ha
50204	Pedrola	21	13	50 a < 70 Ha
50204	Pedrola	13	14	70 a < 100 Ha
50204	Pedrola	5	15	100 a <150 Ha
50204	Pedrola	5	16	150 a < 200 Ha
50204	Pedrola	4	17	200 a < 300 Ha
50204	Pedrola	1	18	300 a < 500 Ha
50204	Pedrola	2	19	500 a < 1000 Ha
50204	Pedrola	1	20	1000 a < 2500 Ha
50205	Pedrosas (Las)	1	01	Sin tierras
50205	Pedrosas (Las)	1	05	1  a  < 2 Ha
50205	Pedrosas (Las)	1	06	2 a < 3 Ha
50205	Pedrosas (Las)	2	07	3 a < 4 Ha
50205	Pedrosas (Las)	2	08	4 a < 5 Ha
50205	Pedrosas (Las)	2	09	5 a < 10 Ha
50205	Pedrosas (Las)	1	10	10 a <20 Ha
50205	Pedrosas (Las)	1	11	20 a < 30 Ha
50205	Pedrosas (Las)	3	12	30 a < 50 Ha
50205	Pedrosas (Las)	1	13	50 a < 70 Ha
50205	Pedrosas (Las)	1	14	70 a < 100 Ha
50205	Pedrosas (Las)	4	15	100 a <150 Ha
50205	Pedrosas (Las)	2	16	150 a < 200 Ha
50206	Perdiguera	1	01	Sin tierras
50206	Perdiguera	1	04	0,5  a  < 1 Ha
50206	Perdiguera	1	05	1  a  < 2 Ha
50206	Perdiguera	1	07	3 a < 4 Ha
50206	Perdiguera	3	09	5 a < 10 Ha
50206	Perdiguera	11	10	10 a <20 Ha
50206	Perdiguera	12	11	20 a < 30 Ha
50206	Perdiguera	26	12	30 a < 50 Ha
50206	Perdiguera	13	13	50 a < 70 Ha
50206	Perdiguera	8	14	70 a < 100 Ha
50206	Perdiguera	9	15	100 a <150 Ha
50206	Perdiguera	10	16	150 a < 200 Ha
50206	Perdiguera	5	17	200 a < 300 Ha
50206	Perdiguera	1	18	300 a < 500 Ha
50207	Piedratajada	1	05	1  a  < 2 Ha
50207	Piedratajada	2	09	5 a < 10 Ha
50207	Piedratajada	1	10	10 a <20 Ha
50207	Piedratajada	1	11	20 a < 30 Ha
50207	Piedratajada	2	12	30 a < 50 Ha
50207	Piedratajada	2	13	50 a < 70 Ha
50207	Piedratajada	1	15	100 a <150 Ha
50207	Piedratajada	2	16	150 a < 200 Ha
50207	Piedratajada	4	17	200 a < 300 Ha
50207	Piedratajada	1	18	300 a < 500 Ha
50208	Pina de Ebro	1	01	Sin tierras
50208	Pina de Ebro	1	04	0,5  a  < 1 Ha
50208	Pina de Ebro	27	05	1  a  < 2 Ha
50208	Pina de Ebro	14	06	2 a < 3 Ha
50208	Pina de Ebro	16	07	3 a < 4 Ha
50208	Pina de Ebro	10	08	4 a < 5 Ha
50208	Pina de Ebro	42	09	5 a < 10 Ha
50208	Pina de Ebro	48	10	10 a <20 Ha
50208	Pina de Ebro	39	11	20 a < 30 Ha
50208	Pina de Ebro	46	12	30 a < 50 Ha
50208	Pina de Ebro	18	13	50 a < 70 Ha
50208	Pina de Ebro	22	14	70 a < 100 Ha
50208	Pina de Ebro	16	15	100 a <150 Ha
50208	Pina de Ebro	9	16	150 a < 200 Ha
50208	Pina de Ebro	6	17	200 a < 300 Ha
50208	Pina de Ebro	4	18	300 a < 500 Ha
50208	Pina de Ebro	5	19	500 a < 1000 Ha
50208	Pina de Ebro	1	20	1000 a < 2500 Ha
50209	Pinseque	2	01	Sin tierras
50209	Pinseque	2	03	0,2  a  < 0,5 Ha
50209	Pinseque	4	04	0,5  a  < 1 Ha
50209	Pinseque	10	05	1  a  < 2 Ha
50209	Pinseque	3	06	2 a < 3 Ha
50209	Pinseque	2	07	3 a < 4 Ha
50209	Pinseque	3	08	4 a < 5 Ha
50209	Pinseque	10	09	5 a < 10 Ha
50209	Pinseque	8	10	10 a <20 Ha
50209	Pinseque	2	11	20 a < 30 Ha
50209	Pinseque	6	12	30 a < 50 Ha
50209	Pinseque	1	13	50 a < 70 Ha
50209	Pinseque	1	14	70 a < 100 Ha
50209	Pinseque	2	15	100 a <150 Ha
50209	Pinseque	1	18	300 a < 500 Ha
50210	Pintanos (Los)	1	08	4 a < 5 Ha
50210	Pintanos (Los)	1	10	10 a <20 Ha
50210	Pintanos (Los)	6	12	30 a < 50 Ha
50210	Pintanos (Los)	2	13	50 a < 70 Ha
50210	Pintanos (Los)	1	14	70 a < 100 Ha
50210	Pintanos (Los)	3	15	100 a <150 Ha
50210	Pintanos (Los)	2	18	300 a < 500 Ha
50210	Pintanos (Los)	1	19	500 a < 1000 Ha
50211	Plasencia de Jalón	1	01	Sin tierras
50211	Plasencia de Jalón	1	04	0,5  a  < 1 Ha
50211	Plasencia de Jalón	9	05	1  a  < 2 Ha
50211	Plasencia de Jalón	8	06	2 a < 3 Ha
50211	Plasencia de Jalón	1	07	3 a < 4 Ha
50211	Plasencia de Jalón	5	08	4 a < 5 Ha
50211	Plasencia de Jalón	7	09	5 a < 10 Ha
50211	Plasencia de Jalón	2	10	10 a <20 Ha
50211	Plasencia de Jalón	2	11	20 a < 30 Ha
50211	Plasencia de Jalón	2	12	30 a < 50 Ha
50211	Plasencia de Jalón	1	13	50 a < 70 Ha
50211	Plasencia de Jalón	1	14	70 a < 100 Ha
50211	Plasencia de Jalón	1	15	100 a <150 Ha
50211	Plasencia de Jalón	2	16	150 a < 200 Ha
50211	Plasencia de Jalón	2	17	200 a < 300 Ha
50211	Plasencia de Jalón	1	18	300 a < 500 Ha
50211	Plasencia de Jalón	1	19	500 a < 1000 Ha
50211	Plasencia de Jalón	1	20	1000 a < 2500 Ha
50212	Pleitas	1	03	0,2  a  < 0,5 Ha
50212	Pleitas	2	06	2 a < 3 Ha
50212	Pleitas	1	08	4 a < 5 Ha
50212	Pleitas	2	09	5 a < 10 Ha
50212	Pleitas	1	10	10 a <20 Ha
50212	Pleitas	1	11	20 a < 30 Ha
50213	Plenas	6	05	1  a  < 2 Ha
50213	Plenas	3	06	2 a < 3 Ha
50213	Plenas	4	08	4 a < 5 Ha
50213	Plenas	1	09	5 a < 10 Ha
50213	Plenas	2	10	10 a <20 Ha
50213	Plenas	1	11	20 a < 30 Ha
50213	Plenas	6	12	30 a < 50 Ha
50213	Plenas	2	13	50 a < 70 Ha
50213	Plenas	2	14	70 a < 100 Ha
50213	Plenas	2	15	100 a <150 Ha
50213	Plenas	1	16	150 a < 200 Ha
50213	Plenas	4	17	200 a < 300 Ha
50213	Plenas	2	18	300 a < 500 Ha
50214	Pomer	1	01	Sin tierras
50214	Pomer	1	17	200 a < 300 Ha
50214	Pomer	1	19	500 a < 1000 Ha
50215	Pozuel de Ariza	1	08	4 a < 5 Ha
50215	Pozuel de Ariza	1	10	10 a <20 Ha
50215	Pozuel de Ariza	2	11	20 a < 30 Ha
50215	Pozuel de Ariza	1	14	70 a < 100 Ha
50215	Pozuel de Ariza	1	15	100 a <150 Ha
50215	Pozuel de Ariza	1	17	200 a < 300 Ha
50215	Pozuel de Ariza	1	18	300 a < 500 Ha
50216	Pozuelo de Aragón	2	01	Sin tierras
50216	Pozuelo de Aragón	1	05	1  a  < 2 Ha
50216	Pozuelo de Aragón	2	06	2 a < 3 Ha
50216	Pozuelo de Aragón	1	07	3 a < 4 Ha
50216	Pozuelo de Aragón	2	09	5 a < 10 Ha
50216	Pozuelo de Aragón	5	10	10 a <20 Ha
50216	Pozuelo de Aragón	9	11	20 a < 30 Ha
50216	Pozuelo de Aragón	11	12	30 a < 50 Ha
50216	Pozuelo de Aragón	7	13	50 a < 70 Ha
50216	Pozuelo de Aragón	7	14	70 a < 100 Ha
50216	Pozuelo de Aragón	8	15	100 a <150 Ha
50216	Pozuelo de Aragón	1	16	150 a < 200 Ha
50216	Pozuelo de Aragón	1	17	200 a < 300 Ha
50217	Pradilla de Ebro	1	01	Sin tierras
