Año	Comarca Código	Comarca Nombre	Nº Accidentes	Grupo Grado Código	Grupo Grado Código	Régimen Código (2 dígitos)	Régimen (2 dígitos)
2011	29	Comunidad de Teruel	37	Leves	1	01	General
2011	31	Sierra de Albarracín	3	Leves	1	01	General
2011	32	Gúdar-Javalambre	6	Leves	1	01	General
2011	32	Gúdar-Javalambre	1	Leves	1	06	Especial Agrario Cuenta Ajena
2011	33	Matarraña / Matarranya	1	Leves	1	01	General
2011	NC	Municipio del centro de trabajo fuera de Aragón	13	Leves	1	01	General
2010	01	La Jacetania	18	Leves	1	01	General
2010	02	Alto Gállego	19	Leves	1	01	General
2010	03	Sobrarbe	7	Leves	1	01	General
2010	04	La Ribagorza	7	Leves	1	01	General
2010	05	Cinco Villas	13	Leves	1	01	General
2010	06	Hoya de Huesca / Plana de Uesca	68	Leves	1	01	General
2010	06	Hoya de Huesca / Plana de Uesca	1	Leves	1	05	Trabajadores Autónomos
2010	07	Somontano de Barbastro	19	Leves	1	01	General
2010	07	Somontano de Barbastro	2	Leves	1	06	Especial Agrario Cuenta Ajena
2010	08	Cinca Medio	15	Leves	1	01	General
2010	09	La Litera / La Llitera	13	Leves	1	01	General
2010	10	Los Monegros	12	Leves	1	01	General
2010	11	Bajo Cinca / Baix Cinca	17	Leves	1	01	General
2010	11	Bajo Cinca / Baix Cinca	1	Leves	1	06	Especial Agrario Cuenta Ajena
2010	12	Tarazona y el Moncayo	13	Leves	1	01	General
2010	13	Campo de Borja	18	Leves	1	01	General
2010	13	Campo de Borja	1	Leves	1	06	Especial Agrario Cuenta Ajena
2010	14	Aranda	4	Leves	1	01	General
2010	15	Ribera Alta del Ebro	90	Leves	1	01	General
2010	16	Valdejalón	34	Leves	1	01	General
2010	16	Valdejalón	2	Leves	1	06	Especial Agrario Cuenta Ajena
2010	17	D.C. Zaragoza	1328	Leves	1	01	General
2010	18	Ribera Baja del Ebro	8	Leves	1	01	General
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	7	Leves	1	01	General
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Leves	1	06	Especial Agrario Cuenta Ajena
2010	20	Comunidad de Calatayud	25	Leves	1	01	General
2010	21	Campo de Cariñena	7	Leves	1	01	General
2010	23	Bajo Martín	4	Leves	1	01	General
2010	23	Bajo Martín	1	Leves	1	06	Especial Agrario Cuenta Ajena
2010	24	Campo de Daroca	3	Leves	1	01	General
2010	25	Jiloca	8	Leves	1	01	General
2010	26	Cuencas Mineras	3	Leves	1	01	General
2010	27	Andorra-Sierra de Arcos	4	Leves	1	01	General
2010	27	Andorra-Sierra de Arcos	1	Leves	1	09	Especial Minería del Carbón
2010	28	Bajo Aragón	19	Leves	1	01	General
2010	28	Bajo Aragón	1	Leves	1	05	Trabajadores Autónomos
2010	29	Comunidad de Teruel	65	Leves	1	01	General
2010	30	Maestrazgo	1	Leves	1	01	General
2010	31	Sierra de Albarracín	2	Leves	1	01	General
2010	32	Gúdar-Javalambre	11	Leves	1	01	General
2010	33	Matarraña / Matarranya	3	Leves	1	01	General
2010	NC	Municipio del centro de trabajo fuera de Aragón	11	Leves	1	01	General
2009	01	La Jacetania	16	Leves	1	01	General
2009	02	Alto Gállego	17	Leves	1	01	General
2009	03	Sobrarbe	3	Leves	1	01	General
2009	04	La Ribagorza	12	Leves	1	01	General
2009	05	Cinco Villas	16	Leves	1	01	General
2009	05	Cinco Villas	1	Leves	1	06	Especial Agrario Cuenta Ajena
2009	06	Hoya de Huesca / Plana de Uesca	72	Leves	1	01	General
2009	06	Hoya de Huesca / Plana de Uesca	2	Leves	1	06	Especial Agrario Cuenta Ajena
2009	07	Somontano de Barbastro	14	Leves	1	01	General
2009	08	Cinca Medio	17	Leves	1	01	General
2009	08	Cinca Medio	1	Leves	1	05	Trabajadores Autónomos
2009	09	La Litera / La Llitera	16	Leves	1	01	General
2009	10	Los Monegros	11	Leves	1	01	General
2009	10	Los Monegros	1	Leves	1	06	Especial Agrario Cuenta Ajena
2009	11	Bajo Cinca / Baix Cinca	22	Leves	1	01	General
2009	12	Tarazona y el Moncayo	11	Leves	1	01	General
2009	13	Campo de Borja	7	Leves	1	01	General
2009	14	Aranda	3	Leves	1	01	General
2009	15	Ribera Alta del Ebro	47	Leves	1	01	General
2009	15	Ribera Alta del Ebro	1	Leves	1	06	Especial Agrario Cuenta Ajena
2009	16	Valdejalón	28	Leves	1	01	General
2009	16	Valdejalón	8	Leves	1	06	Especial Agrario Cuenta Ajena
2009	17	D.C. Zaragoza	1314	Leves	1	01	General
2009	17	D.C. Zaragoza	2	Leves	1	05	Trabajadores Autónomos
2009	17	D.C. Zaragoza	2	Leves	1	06	Especial Agrario Cuenta Ajena
2009	18	Ribera Baja del Ebro	8	Leves	1	01	General
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Leves	1	01	General
2009	20	Comunidad de Calatayud	20	Leves	1	01	General
2009	21	Campo de Cariñena	14	Leves	1	01	General
2009	22	Campo de Belchite	2	Leves	1	01	General
2009	23	Bajo Martín	6	Leves	1	01	General
2009	24	Campo de Daroca	1	Leves	1	01	General
2009	25	Jiloca	10	Leves	1	01	General
2009	26	Cuencas Mineras	2	Leves	1	01	General
2009	27	Andorra-Sierra de Arcos	12	Leves	1	01	General
2009	27	Andorra-Sierra de Arcos	1	Leves	1	09	Especial Minería del Carbón
2009	28	Bajo Aragón	15	Leves	1	01	General
2009	29	Comunidad de Teruel	45	Leves	1	01	General
2009	29	Comunidad de Teruel	4	Leves	1	06	Especial Agrario Cuenta Ajena
2009	31	Sierra de Albarracín	3	Leves	1	01	General
2009	32	Gúdar-Javalambre	1	Leves	1	01	General
2009	33	Matarraña / Matarranya	3	Leves	1	01	General
2009	NC	Municipio del centro de trabajo fuera de Aragón	12	Leves	1	01	General
2009	NC	Municipio del centro de trabajo fuera de Aragón	1	Leves	1	05	Trabajadores Autónomos
2009	NC	Municipio del centro de trabajo fuera de Aragón	1	Leves	1	06	Especial Agrario Cuenta Ajena
2018	02	Alto Gállego	1	Graves o muy graves	2	01	General
2018	15	Ribera Alta del Ebro	1	Graves o muy graves	2	01	General
2018	17	D.C. Zaragoza	4	Graves o muy graves	2	01	General
2018	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Graves o muy graves	2	01	General
2018	NC	Municipio del centro de trabajo fuera de Aragón	1	Graves o muy graves	2	01	General
2017	04	La Ribagorza	1	Graves o muy graves	2	01	General
2017	06	Hoya de Huesca / Plana de Uesca	3	Graves o muy graves	2	01	General
2017	10	Los Monegros	1	Graves o muy graves	2	01	General
2017	11	Bajo Cinca / Baix Cinca	2	Graves o muy graves	2	01	General
2017	12	Tarazona y el Moncayo	1	Graves o muy graves	2	01	General
2017	13	Campo de Borja	1	Graves o muy graves	2	01	General
2017	15	Ribera Alta del Ebro	3	Graves o muy graves	2	01	General
2017	17	D.C. Zaragoza	14	Graves o muy graves	2	01	General
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Graves o muy graves	2	01	General
2017	21	Campo de Cariñena	1	Graves o muy graves	2	01	General
2016	11	Bajo Cinca / Baix Cinca	3	Graves o muy graves	2	01	General
2016	17	D.C. Zaragoza	10	Graves o muy graves	2	01	General
2016	29	Comunidad de Teruel	2	Graves o muy graves	2	01	General
2015	05	Cinco Villas	1	Graves o muy graves	2	01	General
2015	07	Somontano de Barbastro	2	Graves o muy graves	2	01	General
2015	09	La Litera / La Llitera	1	Graves o muy graves	2	01	General
2015	16	Valdejalón	5	Graves o muy graves	2	01	General
2015	17	D.C. Zaragoza	8	Graves o muy graves	2	01	General
2014	15	Ribera Alta del Ebro	1	Graves o muy graves	2	01	General
2014	17	D.C. Zaragoza	6	Graves o muy graves	2	01	General
2014	29	Comunidad de Teruel	1	Graves o muy graves	2	01	General
2013	01	La Jacetania	2	Graves o muy graves	2	01	General
2013	06	Hoya de Huesca / Plana de Uesca	1	Graves o muy graves	2	01	General
2013	07	Somontano de Barbastro	1	Graves o muy graves	2	01	General
2013	10	Los Monegros	1	Graves o muy graves	2	05	Trabajadores Autónomos
2013	16	Valdejalón	1	Graves o muy graves	2	01	General
2013	17	D.C. Zaragoza	6	Graves o muy graves	2	01	General
2013	20	Comunidad de Calatayud	1	Graves o muy graves	2	01	General
2013	NC	Municipio del centro de trabajo fuera de Aragón	2	Graves o muy graves	2	01	General
2012	07	Somontano de Barbastro	2	Graves o muy graves	2	01	General
2012	17	D.C. Zaragoza	4	Graves o muy graves	2	01	General
2012	20	Comunidad de Calatayud	1	Graves o muy graves	2	01	General
2012	29	Comunidad de Teruel	1	Graves o muy graves	2	01	General
2011	06	Hoya de Huesca / Plana de Uesca	4	Graves o muy graves	2	01	General
2011	11	Bajo Cinca / Baix Cinca	3	Graves o muy graves	2	01	General
2011	15	Ribera Alta del Ebro	1	Graves o muy graves	2	01	General
2011	16	Valdejalón	1	Graves o muy graves	2	06	Especial Agrario Cuenta Ajena
2011	17	D.C. Zaragoza	6	Graves o muy graves	2	01	General
2011	24	Campo de Daroca	1	Graves o muy graves	2	06	Especial Agrario Cuenta Ajena
2011	NC	Municipio del centro de trabajo fuera de Aragón	1	Graves o muy graves	2	01	General
2010	01	La Jacetania	2	Graves o muy graves	2	01	General
2010	06	Hoya de Huesca / Plana de Uesca	2	Graves o muy graves	2	01	General
2010	09	La Litera / La Llitera	2	Graves o muy graves	2	01	General
2010	11	Bajo Cinca / Baix Cinca	1	Graves o muy graves	2	01	General
2010	11	Bajo Cinca / Baix Cinca	1	Graves o muy graves	2	06	Especial Agrario Cuenta Ajena
2010	15	Ribera Alta del Ebro	14	Graves o muy graves	2	01	General
2010	17	D.C. Zaragoza	10	Graves o muy graves	2	01	General
2010	24	Campo de Daroca	1	Graves o muy graves	2	01	General
2010	25	Jiloca	1	Graves o muy graves	2	01	General
2010	28	Bajo Aragón	1	Graves o muy graves	2	01	General
2010	29	Comunidad de Teruel	1	Graves o muy graves	2	01	General
2010	NC	Municipio del centro de trabajo fuera de Aragón	1	Graves o muy graves	2	01	General
2009	06	Hoya de Huesca / Plana de Uesca	1	Graves o muy graves	2	01	General
2009	10	Los Monegros	1	Graves o muy graves	2	01	General
2009	15	Ribera Alta del Ebro	1	Graves o muy graves	2	01	General
2009	17	D.C. Zaragoza	8	Graves o muy graves	2	01	General
2009	20	Comunidad de Calatayud	1	Graves o muy graves	2	01	General
2009	23	Bajo Martín	1	Graves o muy graves	2	01	General
2009	25	Jiloca	1	Graves o muy graves	2	01	General
2009	29	Comunidad de Teruel	2	Graves o muy graves	2	01	General
2009	31	Sierra de Albarracín	1	Graves o muy graves	2	01	General
2009	33	Matarraña / Matarranya	1	Graves o muy graves	2	01	General
2018	08	Cinca Medio	1	Mortales	3	01	General
2018	15	Ribera Alta del Ebro	1	Mortales	3	01	General
2018	16	Valdejalón	1	Mortales	3	01	General
2018	17	D.C. Zaragoza	5	Mortales	3	01	General
2018	18	Ribera Baja del Ebro	1	Mortales	3	01	General
2018	29	Comunidad de Teruel	2	Mortales	3	01	General
2017	17	D.C. Zaragoza	1	Mortales	3	01	General
2017	18	Ribera Baja del Ebro	1	Mortales	3	01	General
2017	31	Sierra de Albarracín	1	Mortales	3	01	General
2016	17	D.C. Zaragoza	2	Mortales	3	01	General
2015	15	Ribera Alta del Ebro	1	Mortales	3	01	General
2014	02	Alto Gállego	1	Mortales	3	01	General
2014	08	Cinca Medio	1	Mortales	3	01	General
2014	29	Comunidad de Teruel	1	Mortales	3	01	General
2013	06	Hoya de Huesca / Plana de Uesca	1	Mortales	3	01	General
2013	17	D.C. Zaragoza	2	Mortales	3	01	General
2013	NC	Municipio del centro de trabajo fuera de Aragón	1	Mortales	3	01	General
2011	15	Ribera Alta del Ebro	2	Mortales	3	01	General
2011	17	D.C. Zaragoza	1	Mortales	3	01	General
2011	33	Matarraña / Matarranya	1	Mortales	3	01	General
