Comarca código	Comarca nombre	Continente	Area nacionalidad, código	Área	Nacionalidad, código	Nacionalidad, nombre	Personas
19	Bajo Aragón-Caspe / Baix Aragó-Casp	África	03	Magreb	203	ARGELIA	12
19	Bajo Aragón-Caspe / Baix Aragó-Casp	África	03	Magreb	228	MARRUECOS	139
19	Bajo Aragón-Caspe / Baix Aragó-Casp	África	03	Magreb	248	TUNEZ	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	África	04	Resto de África	216	GAMBIA	4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	África	04	Resto de África	218	GUINEA	5
19	Bajo Aragón-Caspe / Baix Aragó-Casp	África	04	Resto de África	239	SENEGAL	4
20	Comunidad de Calatayud	América	05	América del Norte	301	CANADA	3
20	Comunidad de Calatayud	América	05	América del Norte	302	ESTADOS UNIDOS DE AMERICA	4
20	Comunidad de Calatayud	América	06	Resto de América	303	MEXICO	6
20	Comunidad de Calatayud	América	06	Resto de América	315	CUBA	13
20	Comunidad de Calatayud	América	06	Resto de América	321	HONDURAS	13
20	Comunidad de Calatayud	América	06	Resto de América	326	REPUBLICA DOMINICANA	15
20	Comunidad de Calatayud	América	06	Resto de América	340	ARGENTINA	9
20	Comunidad de Calatayud	América	06	Resto de América	341	BOLIVIA	2
20	Comunidad de Calatayud	América	06	Resto de América	342	BRASIL	6
20	Comunidad de Calatayud	América	06	Resto de América	343	COLOMBIA	77
20	Comunidad de Calatayud	América	06	Resto de América	344	CHILE	5
20	Comunidad de Calatayud	América	06	Resto de América	345	ECUADOR	59
20	Comunidad de Calatayud	América	06	Resto de América	348	PERU	12
20	Comunidad de Calatayud	América	06	Resto de América	350	URUGUAY	6
20	Comunidad de Calatayud	América	06	Resto de América	351	VENEZUELA	6
20	Comunidad de Calatayud	Asia	07	Asia	407	CHINA	10
20	Comunidad de Calatayud	Asia	07	Asia	410	INDIA	3
20	Comunidad de Calatayud	Asia	07	Asia	414	ISRAEL	1
20	Comunidad de Calatayud	Asia	07	Asia	420	LIBANO	2
20	Comunidad de Calatayud	Europa	01	UE-15	110	FRANCIA	20
20	Comunidad de Calatayud	Europa	01	UE-15	113	IRLANDA	1
20	Comunidad de Calatayud	Europa	01	UE-15	115	ITALIA	6
20	Comunidad de Calatayud	Europa	01	UE-15	121	PAISES BAJOS	3
20	Comunidad de Calatayud	Europa	01	UE-15	123	PORTUGAL	6
20	Comunidad de Calatayud	Europa	01	UE-15	125	REINO UNIDO	8
20	Comunidad de Calatayud	Europa	01	UE-15	126	ALEMANIA	18
20	Comunidad de Calatayud	Europa	02	Resto de Europa	104	BULGARIA	18
20	Comunidad de Calatayud	Europa	02	Resto de Europa	122	POLONIA	2
20	Comunidad de Calatayud	Europa	02	Resto de Europa	128	RUMANIA	819
20	Comunidad de Calatayud	Europa	02	Resto de Europa	135	UCRANIA	14
20	Comunidad de Calatayud	Europa	02	Resto de Europa	143	REPUBLICA CHECA	4
20	Comunidad de Calatayud	Europa	02	Resto de Europa	145	BOSNIA Y HERZEGOVINA	3
20	Comunidad de Calatayud	Oceanía	08	Oceanía	511	MICRONESIA	1
20	Comunidad de Calatayud	África	03	Magreb	203	ARGELIA	52
20	Comunidad de Calatayud	África	03	Magreb	224	LIBIA	2
20	Comunidad de Calatayud	África	03	Magreb	228	MARRUECOS	194
20	Comunidad de Calatayud	África	03	Magreb	248	TUNEZ	1
20	Comunidad de Calatayud	África	04	Resto de África	239	SENEGAL	2
21	Campo de Cariñena	América	06	Resto de América	315	CUBA	4
21	Campo de Cariñena	América	06	Resto de América	319	GUATEMALA	1
21	Campo de Cariñena	América	06	Resto de América	326	REPUBLICA DOMINICANA	5
21	Campo de Cariñena	América	06	Resto de América	340	ARGENTINA	2
21	Campo de Cariñena	América	06	Resto de América	342	BRASIL	2
21	Campo de Cariñena	América	06	Resto de América	343	COLOMBIA	12
21	Campo de Cariñena	América	06	Resto de América	344	CHILE	1
21	Campo de Cariñena	América	06	Resto de América	345	ECUADOR	6
21	Campo de Cariñena	América	06	Resto de América	350	URUGUAY	24
21	Campo de Cariñena	América	06	Resto de América	351	VENEZUELA	1
21	Campo de Cariñena	Asia	07	Asia	416	JORDANIA	1
21	Campo de Cariñena	Europa	01	UE-15	110	FRANCIA	6
21	Campo de Cariñena	Europa	01	UE-15	115	ITALIA	6
21	Campo de Cariñena	Europa	01	UE-15	123	PORTUGAL	18
21	Campo de Cariñena	Europa	01	UE-15	126	ALEMANIA	2
21	Campo de Cariñena	Europa	02	Resto de Europa	104	BULGARIA	4
21	Campo de Cariñena	Europa	02	Resto de Europa	112	HUNGRIA	2
21	Campo de Cariñena	Europa	02	Resto de Europa	122	POLONIA	2
21	Campo de Cariñena	Europa	02	Resto de Europa	128	RUMANIA	332
21	Campo de Cariñena	Europa	02	Resto de Europa	135	UCRANIA	65
21	Campo de Cariñena	Europa	02	Resto de Europa	137	MOLDAVA	2
21	Campo de Cariñena	Europa	02	Resto de Europa	142	LITUANIA	1
21	Campo de Cariñena	África	03	Magreb	203	ARGELIA	96
21	Campo de Cariñena	África	03	Magreb	228	MARRUECOS	71
21	Campo de Cariñena	África	03	Magreb	230	MAURITANIA	4
21	Campo de Cariñena	África	04	Resto de África	201	BURKINA FASO	1
21	Campo de Cariñena	África	04	Resto de África	204	BENIN	1
21	Campo de Cariñena	África	04	Resto de África	208	CAMERUN	2
21	Campo de Cariñena	África	04	Resto de África	211	COSTA DE MARFIL	1
21	Campo de Cariñena	África	04	Resto de África	213	EGIPTO	1
21	Campo de Cariñena	África	04	Resto de África	217	GHANA	130
21	Campo de Cariñena	África	04	Resto de África	218	GUINEA	2
21	Campo de Cariñena	África	04	Resto de África	219	GUINEA-BISSAU	3
21	Campo de Cariñena	África	04	Resto de África	220	GUINEA ECUATORIAL	1
21	Campo de Cariñena	África	04	Resto de África	223	LIBERIA	10
21	Campo de Cariñena	África	04	Resto de África	227	MALI	1
21	Campo de Cariñena	África	04	Resto de África	233	NIGER	4
21	Campo de Cariñena	África	04	Resto de África	234	NIGERIA	3
21	Campo de Cariñena	África	04	Resto de África	236	SUDAFRICA	1
21	Campo de Cariñena	África	04	Resto de África	239	SENEGAL	17
21	Campo de Cariñena	África	04	Resto de África	241	SIERRA LEONA	2
21	Campo de Cariñena	África	04	Resto de África	246	CHAD	5
21	Campo de Cariñena	África	04	Resto de África	247	TOGO	2
22	Campo de Belchite	América	06	Resto de América	315	CUBA	1
22	Campo de Belchite	América	06	Resto de América	343	COLOMBIA	5
22	Campo de Belchite	América	06	Resto de América	345	ECUADOR	6
22	Campo de Belchite	Europa	01	UE-15	110	FRANCIA	4
22	Campo de Belchite	Europa	01	UE-15	115	ITALIA	2
22	Campo de Belchite	Europa	01	UE-15	125	REINO UNIDO	1
22	Campo de Belchite	Europa	01	UE-15	126	ALEMANIA	1
22	Campo de Belchite	Europa	02	Resto de Europa	128	RUMANIA	8
22	Campo de Belchite	Europa	02	Resto de Europa	132	SUIZA	2
22	Campo de Belchite	Europa	02	Resto de Europa	135	UCRANIA	9
22	Campo de Belchite	África	03	Magreb	203	ARGELIA	1
22	Campo de Belchite	África	03	Magreb	228	MARRUECOS	17
23	Bajo Martín	América	06	Resto de América	315	CUBA	5
23	Bajo Martín	América	06	Resto de América	316	DOMINICA	4
23	Bajo Martín	América	06	Resto de América	340	ARGENTINA	2
23	Bajo Martín	América	06	Resto de América	341	BOLIVIA	2
23	Bajo Martín	América	06	Resto de América	343	COLOMBIA	14
23	Bajo Martín	América	06	Resto de América	345	ECUADOR	7
23	Bajo Martín	América	06	Resto de América	350	URUGUAY	1
23	Bajo Martín	América	06	Resto de América	351	VENEZUELA	2
23	Bajo Martín	Europa	01	UE-15	110	FRANCIA	5
23	Bajo Martín	Europa	01	UE-15	115	ITALIA	1
23	Bajo Martín	Europa	01	UE-15	123	PORTUGAL	5
23	Bajo Martín	Europa	02	Resto de Europa	122	POLONIA	1
23	Bajo Martín	Europa	02	Resto de Europa	128	RUMANIA	19
23	Bajo Martín	África	03	Magreb	203	ARGELIA	18
23	Bajo Martín	África	03	Magreb	228	MARRUECOS	34
23	Bajo Martín	África	03	Magreb	230	MAURITANIA	2
23	Bajo Martín	África	04	Resto de África	207	CABO VERDE	9
23	Bajo Martín	África	04	Resto de África	237	RUANDA	1
24	Campo de Daroca	América	06	Resto de América	303	MEXICO	2
24	Campo de Daroca	América	06	Resto de América	315	CUBA	1
24	Campo de Daroca	América	06	Resto de América	341	BOLIVIA	1
24	Campo de Daroca	América	06	Resto de América	342	BRASIL	3
24	Campo de Daroca	América	06	Resto de América	343	COLOMBIA	11
24	Campo de Daroca	América	06	Resto de América	345	ECUADOR	12
24	Campo de Daroca	América	06	Resto de América	351	VENEZUELA	1
24	Campo de Daroca	Europa	01	UE-15	110	FRANCIA	1
24	Campo de Daroca	Europa	01	UE-15	123	PORTUGAL	2
24	Campo de Daroca	Europa	01	UE-15	125	REINO UNIDO	2
24	Campo de Daroca	Europa	01	UE-15	126	ALEMANIA	1
24	Campo de Daroca	Europa	02	Resto de Europa	122	POLONIA	4
24	Campo de Daroca	Europa	02	Resto de Europa	128	RUMANIA	2
24	Campo de Daroca	África	03	Magreb	228	MARRUECOS	7
25	Jiloca	América	06	Resto de América	303	MEXICO	1
25	Jiloca	América	06	Resto de América	315	CUBA	2
25	Jiloca	América	06	Resto de América	316	DOMINICA	3
25	Jiloca	América	06	Resto de América	323	NICARAGUA	2
25	Jiloca	América	06	Resto de América	326	REPUBLICA DOMINICANA	25
25	Jiloca	América	06	Resto de América	340	ARGENTINA	19
25	Jiloca	América	06	Resto de América	342	BRASIL	1
25	Jiloca	América	06	Resto de América	343	COLOMBIA	10
25	Jiloca	América	06	Resto de América	344	CHILE	7
25	Jiloca	América	06	Resto de América	345	ECUADOR	50
25	Jiloca	Asia	07	Asia	426	PAKISTAN	1
25	Jiloca	Europa	01	UE-15	103	BELGICA	1
25	Jiloca	Europa	01	UE-15	110	FRANCIA	2
25	Jiloca	Europa	01	UE-15	115	ITALIA	2
25	Jiloca	Europa	01	UE-15	123	PORTUGAL	8
25	Jiloca	Europa	02	Resto de Europa	104	BULGARIA	5
25	Jiloca	Europa	02	Resto de Europa	122	POLONIA	64
25	Jiloca	Europa	02	Resto de Europa	128	RUMANIA	28
25	Jiloca	Europa	02	Resto de Europa	132	SUIZA	1
25	Jiloca	Europa	02	Resto de Europa	143	REPUBLICA CHECA	1
25	Jiloca	Europa	02	Resto de Europa	144	REPUBLICA ESLOVACA	1
25	Jiloca	Europa	02	Resto de Europa	145	BOSNIA Y HERZEGOVINA	4
25	Jiloca	Europa	02	Resto de Europa	154	RUSIA	1
25	Jiloca	África	03	Magreb	203	ARGELIA	1
25	Jiloca	África	03	Magreb	228	MARRUECOS	71
25	Jiloca	África	04	Resto de África	217	GHANA	3
25	Jiloca	África	04	Resto de África	219	GUINEA-BISSAU	2
26	Cuencas Mineras	América	06	Resto de América	315	CUBA	3
26	Cuencas Mineras	América	06	Resto de América	326	REPUBLICA DOMINICANA	4
26	Cuencas Mineras	América	06	Resto de América	340	ARGENTINA	8
26	Cuencas Mineras	América	06	Resto de América	343	COLOMBIA	15
26	Cuencas Mineras	América	06	Resto de América	345	ECUADOR	2
26	Cuencas Mineras	Asia	07	Asia	426	PAKISTAN	35
26	Cuencas Mineras	Europa	01	UE-15	115	ITALIA	2
26	Cuencas Mineras	Europa	01	UE-15	123	PORTUGAL	2
26	Cuencas Mineras	Europa	01	UE-15	126	ALEMANIA	1
26	Cuencas Mineras	Europa	02	Resto de Europa	128	RUMANIA	14
26	Cuencas Mineras	Europa	02	Resto de Europa	135	UCRANIA	1
26	Cuencas Mineras	Europa	02	Resto de Europa	154	RUSIA	1
26	Cuencas Mineras	África	03	Magreb	203	ARGELIA	1
26	Cuencas Mineras	África	03	Magreb	228	MARRUECOS	85
27	Andorra-Sierra de Arcos	América	06	Resto de América	303	MEXICO	2
27	Andorra-Sierra de Arcos	América	06	Resto de América	315	CUBA	5
27	Andorra-Sierra de Arcos	América	06	Resto de América	340	ARGENTINA	9
27	Andorra-Sierra de Arcos	América	06	Resto de América	341	BOLIVIA	1
27	Andorra-Sierra de Arcos	América	06	Resto de América	342	BRASIL	3
27	Andorra-Sierra de Arcos	América	06	Resto de América	343	COLOMBIA	6
27	Andorra-Sierra de Arcos	América	06	Resto de América	345	ECUADOR	6
27	Andorra-Sierra de Arcos	América	06	Resto de América	348	PERU	1
27	Andorra-Sierra de Arcos	Asia	07	Asia	426	PAKISTAN	21
27	Andorra-Sierra de Arcos	Europa	01	UE-15	110	FRANCIA	5
27	Andorra-Sierra de Arcos	Europa	02	Resto de Europa	104	BULGARIA	1
27	Andorra-Sierra de Arcos	Europa	02	Resto de Europa	112	HUNGRIA	1
27	Andorra-Sierra de Arcos	Europa	02	Resto de Europa	122	POLONIA	37
27	Andorra-Sierra de Arcos	Europa	02	Resto de Europa	128	RUMANIA	8
27	Andorra-Sierra de Arcos	Europa	02	Resto de Europa	143	REPUBLICA CHECA	6
27	Andorra-Sierra de Arcos	África	03	Magreb	203	ARGELIA	4
27	Andorra-Sierra de Arcos	África	03	Magreb	228	MARRUECOS	19
28	Bajo Aragón	América	05	América del Norte	302	ESTADOS UNIDOS DE AMERICA	3
28	Bajo Aragón	América	06	Resto de América	303	MEXICO	5
28	Bajo Aragón	América	06	Resto de América	315	CUBA	7
28	Bajo Aragón	América	06	Resto de América	321	HONDURAS	4
28	Bajo Aragón	América	06	Resto de América	326	REPUBLICA DOMINICANA	4
28	Bajo Aragón	América	06	Resto de América	340	ARGENTINA	105
28	Bajo Aragón	América	06	Resto de América	341	BOLIVIA	1
28	Bajo Aragón	América	06	Resto de América	342	BRASIL	1
28	Bajo Aragón	América	06	Resto de América	343	COLOMBIA	6
28	Bajo Aragón	América	06	Resto de América	344	CHILE	7
28	Bajo Aragón	América	06	Resto de América	345	ECUADOR	47
28	Bajo Aragón	América	06	Resto de América	348	PERU	1
28	Bajo Aragón	América	06	Resto de América	350	URUGUAY	25
28	Bajo Aragón	América	06	Resto de América	351	VENEZUELA	1
28	Bajo Aragón	Asia	07	Asia	407	CHINA	11
28	Bajo Aragón	Asia	07	Asia	413	IRAN	2
28	Bajo Aragón	Asia	07	Asia	426	PAKISTAN	2
28	Bajo Aragón	Europa	01	UE-15	110	FRANCIA	15
28	Bajo Aragón	Europa	01	UE-15	115	ITALIA	1
28	Bajo Aragón	Europa	01	UE-15	121	PAISES BAJOS	4
28	Bajo Aragón	Europa	01	UE-15	123	PORTUGAL	21
28	Bajo Aragón	Europa	01	UE-15	125	REINO UNIDO	6
28	Bajo Aragón	Europa	01	UE-15	126	ALEMANIA	7
28	Bajo Aragón	Europa	02	Resto de Europa	104	BULGARIA	12
28	Bajo Aragón	Europa	02	Resto de Europa	122	POLONIA	22
28	Bajo Aragón	Europa	02	Resto de Europa	128	RUMANIA	148
28	Bajo Aragón	Europa	02	Resto de Europa	135	UCRANIA	23
28	Bajo Aragón	Europa	02	Resto de Europa	136	LETONIA	6
28	Bajo Aragón	Europa	02	Resto de Europa	138	BIELORRUSIA	1
28	Bajo Aragón	Europa	02	Resto de Europa	143	REPUBLICA CHECA	10
28	Bajo Aragón	África	03	Magreb	203	ARGELIA	39
28	Bajo Aragón	África	03	Magreb	228	MARRUECOS	203
28	Bajo Aragón	África	04	Resto de África	207	CABO VERDE	34
28	Bajo Aragón	África	04	Resto de África	216	GAMBIA	9
28	Bajo Aragón	África	04	Resto de África	218	GUINEA	1
28	Bajo Aragón	África	04	Resto de África	239	SENEGAL	4
28	Bajo Aragón	África	04	Resto de África	241	SIERRA LEONA	1
29	Comunidad de Teruel	América	05	América del Norte	301	CANADA	1
29	Comunidad de Teruel	América	06	Resto de América	303	MEXICO	1
29	Comunidad de Teruel	América	06	Resto de América	315	CUBA	38
29	Comunidad de Teruel	América	06	Resto de América	326	REPUBLICA DOMINICANA	22
29	Comunidad de Teruel	América	06	Resto de América	340	ARGENTINA	31
29	Comunidad de Teruel	América	06	Resto de América	341	BOLIVIA	1
29	Comunidad de Teruel	América	06	Resto de América	342	BRASIL	36
29	Comunidad de Teruel	América	06	Resto de América	343	COLOMBIA	187
29	Comunidad de Teruel	América	06	Resto de América	344	CHILE	3
29	Comunidad de Teruel	América	06	Resto de América	345	ECUADOR	43
29	Comunidad de Teruel	América	06	Resto de América	348	PERU	7
29	Comunidad de Teruel	América	06	Resto de América	350	URUGUAY	4
29	Comunidad de Teruel	América	06	Resto de América	351	VENEZUELA	1
29	Comunidad de Teruel	Asia	07	Asia	407	CHINA	9
29	Comunidad de Teruel	Asia	07	Asia	413	IRAN	1
29	Comunidad de Teruel	Asia	07	Asia	426	PAKISTAN	39
29	Comunidad de Teruel	Asia	07	Asia	434	SRI LANKA	2
29	Comunidad de Teruel	Europa	01	UE-15	103	BELGICA	1
29	Comunidad de Teruel	Europa	01	UE-15	107	DINAMARCA	1
29	Comunidad de Teruel	Europa	01	UE-15	110	FRANCIA	24
29	Comunidad de Teruel	Europa	01	UE-15	111	GRECIA	1
29	Comunidad de Teruel	Europa	01	UE-15	115	ITALIA	13
29	Comunidad de Teruel	Europa	01	UE-15	121	PAISES BAJOS	3
29	Comunidad de Teruel	Europa	01	UE-15	125	REINO UNIDO	2
29	Comunidad de Teruel	Europa	01	UE-15	126	ALEMANIA	3
29	Comunidad de Teruel	Europa	02	Resto de Europa	104	BULGARIA	11
29	Comunidad de Teruel	Europa	02	Resto de Europa	122	POLONIA	2
29	Comunidad de Teruel	Europa	02	Resto de Europa	128	RUMANIA	145
29	Comunidad de Teruel	Europa	02	Resto de Europa	132	SUIZA	2
29	Comunidad de Teruel	Europa	02	Resto de Europa	135	UCRANIA	5
29	Comunidad de Teruel	Europa	02	Resto de Europa	154	RUSIA	1
29	Comunidad de Teruel	Europa	02	Resto de Europa	155	YUGOSLAVIA	4
29	Comunidad de Teruel	Oceanía	08	Oceanía	504	NUEVA ZELANDA	1
29	Comunidad de Teruel	África	03	Magreb	203	ARGELIA	18
29	Comunidad de Teruel	África	03	Magreb	228	MARRUECOS	121
29	Comunidad de Teruel	África	04	Resto de África	220	GUINEA ECUATORIAL	1
29	Comunidad de Teruel	África	04	Resto de África	227	MALI	1
29	Comunidad de Teruel	África	04	Resto de África	234	NIGERIA	3
29	Comunidad de Teruel	África	04	Resto de África	236	SUDAFRICA	1
30	Maestrazgo	América	06	Resto de América	340	ARGENTINA	7
30	Maestrazgo	América	06	Resto de América	342	BRASIL	1
30	Maestrazgo	América	06	Resto de América	343	COLOMBIA	1
30	Maestrazgo	América	06	Resto de América	345	ECUADOR	1
30	Maestrazgo	Asia	07	Asia	409	FILIPINAS	1
30	Maestrazgo	Asia	07	Asia	426	PAKISTAN	37
30	Maestrazgo	Europa	01	UE-15	103	BELGICA	3
30	Maestrazgo	Europa	01	UE-15	110	FRANCIA	5
30	Maestrazgo	Europa	01	UE-15	115	ITALIA	1
30	Maestrazgo	Europa	01	UE-15	123	PORTUGAL	4
30	Maestrazgo	Europa	01	UE-15	125	REINO UNIDO	3
30	Maestrazgo	Europa	02	Resto de Europa	128	RUMANIA	15
30	Maestrazgo	Europa	02	Resto de Europa	135	UCRANIA	5
30	Maestrazgo	Europa	02	Resto de Europa	154	RUSIA	2
30	Maestrazgo	África	03	Magreb	228	MARRUECOS	22
31	Sierra de Albarracín	América	06	Resto de América	326	REPUBLICA DOMINICANA	1
31	Sierra de Albarracín	América	06	Resto de América	340	ARGENTINA	6
31	Sierra de Albarracín	América	06	Resto de América	343	COLOMBIA	31
31	Sierra de Albarracín	América	06	Resto de América	344	CHILE	8
31	Sierra de Albarracín	América	06	Resto de América	345	ECUADOR	4
31	Sierra de Albarracín	América	06	Resto de América	347	PARAGUAY	8
31	Sierra de Albarracín	Asia	07	Asia	426	PAKISTAN	1
31	Sierra de Albarracín	Europa	01	UE-15	110	FRANCIA	6
31	Sierra de Albarracín	Europa	01	UE-15	123	PORTUGAL	5
31	Sierra de Albarracín	Europa	01	UE-15	126	ALEMANIA	2
31	Sierra de Albarracín	Europa	02	Resto de Europa	122	POLONIA	4
31	Sierra de Albarracín	Europa	02	Resto de Europa	128	RUMANIA	1
31	Sierra de Albarracín	Europa	02	Resto de Europa	132	SUIZA	1
31	Sierra de Albarracín	Europa	02	Resto de Europa	135	UCRANIA	4
31	Sierra de Albarracín	Europa	02	Resto de Europa	137	MOLDAVA	2
31	Sierra de Albarracín	África	03	Magreb	228	MARRUECOS	20
32	Gúdar-Javalambre	América	06	Resto de América	314	COSTA RICA	1
32	Gúdar-Javalambre	América	06	Resto de América	315	CUBA	2
32	Gúdar-Javalambre	América	06	Resto de América	326	REPUBLICA DOMINICANA	2
32	Gúdar-Javalambre	América	06	Resto de América	340	ARGENTINA	15
32	Gúdar-Javalambre	América	06	Resto de América	341	BOLIVIA	4
32	Gúdar-Javalambre	América	06	Resto de América	342	BRASIL	20
32	Gúdar-Javalambre	América	06	Resto de América	343	COLOMBIA	56
32	Gúdar-Javalambre	América	06	Resto de América	345	ECUADOR	6
32	Gúdar-Javalambre	América	06	Resto de América	348	PERU	3
32	Gúdar-Javalambre	América	06	Resto de América	350	URUGUAY	10
32	Gúdar-Javalambre	Asia	07	Asia	426	PAKISTAN	39
32	Gúdar-Javalambre	Europa	01	UE-15	103	BELGICA	3
32	Gúdar-Javalambre	Europa	01	UE-15	110	FRANCIA	8
32	Gúdar-Javalambre	Europa	01	UE-15	115	ITALIA	4
32	Gúdar-Javalambre	Europa	01	UE-15	125	REINO UNIDO	14
32	Gúdar-Javalambre	Europa	01	UE-15	126	ALEMANIA	1
32	Gúdar-Javalambre	Europa	02	Resto de Europa	104	BULGARIA	18
32	Gúdar-Javalambre	Europa	02	Resto de Europa	128	RUMANIA	39
32	Gúdar-Javalambre	Europa	02	Resto de Europa	135	UCRANIA	5
32	Gúdar-Javalambre	Europa	02	Resto de Europa	137	MOLDAVA	3
32	Gúdar-Javalambre	Europa	02	Resto de Europa	154	RUSIA	5
32	Gúdar-Javalambre	África	03	Magreb	203	ARGELIA	8
32	Gúdar-Javalambre	África	03	Magreb	228	MARRUECOS	52
32	Gúdar-Javalambre	África	04	Resto de África	220	GUINEA ECUATORIAL	2
33	Matarraña / Matarranya	América	05	América del Norte	302	ESTADOS UNIDOS DE AMERICA	1
33	Matarraña / Matarranya	América	06	Resto de América	326	REPUBLICA DOMINICANA	6
33	Matarraña / Matarranya	América	06	Resto de América	340	ARGENTINA	16
33	Matarraña / Matarranya	América	06	Resto de América	343	COLOMBIA	10
33	Matarraña / Matarranya	América	06	Resto de América	344	CHILE	2
33	Matarraña / Matarranya	América	06	Resto de América	345	ECUADOR	12
33	Matarraña / Matarranya	Europa	01	UE-15	103	BELGICA	2
33	Matarraña / Matarranya	Europa	01	UE-15	110	FRANCIA	3
33	Matarraña / Matarranya	Europa	01	UE-15	121	PAISES BAJOS	2
33	Matarraña / Matarranya	Europa	01	UE-15	123	PORTUGAL	2
33	Matarraña / Matarranya	Europa	01	UE-15	125	REINO UNIDO	7
33	Matarraña / Matarranya	Europa	01	UE-15	126	ALEMANIA	12
33	Matarraña / Matarranya	Europa	02	Resto de Europa	104	BULGARIA	39
33	Matarraña / Matarranya	Europa	02	Resto de Europa	122	POLONIA	1
33	Matarraña / Matarranya	Europa	02	Resto de Europa	128	RUMANIA	35
33	Matarraña / Matarranya	Europa	02	Resto de Europa	132	SUIZA	1
33	Matarraña / Matarranya	Europa	02	Resto de Europa	135	UCRANIA	19
33	Matarraña / Matarranya	Europa	02	Resto de Europa	142	LITUANIA	4
33	Matarraña / Matarranya	Oceanía	08	Oceanía	501	AUSTRALIA	1
33	Matarraña / Matarranya	África	03	Magreb	203	ARGELIA	4
33	Matarraña / Matarranya	África	03	Magreb	228	MARRUECOS	52
33	Matarraña / Matarranya	África	04	Resto de África	218	GUINEA	1
33	Matarraña / Matarranya	África	04	Resto de África	239	SENEGAL	6
