Municipio código	Municipio nombre	Estado	Número de edificios
50037	Atea	Bueno	220
50038	Ateca	Ruinoso	22
50038	Ateca	Malo	46
50038	Ateca	Deficiente	163
50038	Ateca	Bueno	529
50039	Azuara	Ruinoso	11
50039	Azuara	Malo	4
50039	Azuara	Deficiente	24
50039	Azuara	Bueno	674
50040	Badules	Deficiente	5
50040	Badules	Bueno	93
50041	Bagüés	Bueno	25
50042	Balconchán	Ruinoso	4
50042	Balconchán	Bueno	37
50043	Bárboles	Malo	3
50043	Bárboles	Deficiente	64
50043	Bárboles	Bueno	160
50044	Bardallur	Ruinoso	1
50044	Bardallur	Malo	9
50044	Bardallur	Deficiente	40
50044	Bardallur	Bueno	141
50045	Belchite	Ruinoso	2
50045	Belchite	Malo	30
50045	Belchite	Deficiente	167
50045	Belchite	Bueno	684
50046	Belmonte de Gracián	Ruinoso	1
50046	Belmonte de Gracián	Malo	4
50046	Belmonte de Gracián	Deficiente	46
50046	Belmonte de Gracián	Bueno	139
50047	Berdejo	Bueno	87
50048	Berrueco	Ruinoso	2
50048	Berrueco	Deficiente	5
50048	Berrueco	Bueno	35
50050	Bijuesca	Malo	4
50050	Bijuesca	Deficiente	6
50050	Bijuesca	Bueno	230
50051	Biota	Malo	1
50051	Biota	Deficiente	42
50051	Biota	Bueno	522
50052	Bisimbre	Ruinoso	3
50052	Bisimbre	Malo	1
50052	Bisimbre	Deficiente	8
50052	Bisimbre	Bueno	61
50053	Boquiñeni	Ruinoso	1
50053	Boquiñeni	Malo	2
50053	Boquiñeni	Deficiente	6
50053	Boquiñeni	Bueno	384
50054	Bordalba	Ruinoso	11
50054	Bordalba	Malo	15
50054	Bordalba	Deficiente	90
50054	Bordalba	Bueno	38
50055	Borja	Ruinoso	23
50055	Borja	Malo	17
50055	Borja	Deficiente	67
50055	Borja	Bueno	1961
50056	Botorrita	Deficiente	2
50056	Botorrita	Bueno	226
50057	Brea de Aragón	Malo	2
50057	Brea de Aragón	Deficiente	16
50057	Brea de Aragón	Bueno	553
50058	Bubierca	Ruinoso	13
50058	Bubierca	Malo	11
50058	Bubierca	Deficiente	7
50058	Bubierca	Bueno	110
50059	Bujaraloz	Malo	4
50059	Bujaraloz	Deficiente	23
50059	Bujaraloz	Bueno	353
50060	Bulbuente	Malo	1
50060	Bulbuente	Deficiente	8
50060	Bulbuente	Bueno	207
50061	Bureta	Ruinoso	1
50061	Bureta	Malo	1
50061	Bureta	Deficiente	5
50061	Bureta	Bueno	142
50062	Burgo de Ebro (El)	Ruinoso	4
50062	Burgo de Ebro (El)	Malo	5
50062	Burgo de Ebro (El)	Deficiente	18
50062	Burgo de Ebro (El)	Bueno	587
50063	Buste (El)	Ruinoso	3
50063	Buste (El)	Malo	3
50063	Buste (El)	Deficiente	2
50063	Buste (El)	Bueno	92
50064	Cabañas de Ebro	Malo	12
50064	Cabañas de Ebro	Deficiente	47
50064	Cabañas de Ebro	Bueno	179
50065	Cabolafuente	Ruinoso	9
50065	Cabolafuente	Malo	15
50065	Cabolafuente	Deficiente	55
50065	Cabolafuente	Bueno	25
50066	Cadrete	Ruinoso	5
50066	Cadrete	Malo	1
50066	Cadrete	Deficiente	13
50066	Cadrete	Bueno	882
50067	Calatayud	Ruinoso	114
50067	Calatayud	Malo	171
50067	Calatayud	Deficiente	302
50067	Calatayud	Bueno	1716
50068	Calatorao	Ruinoso	2
50068	Calatorao	Malo	24
50068	Calatorao	Deficiente	74
50068	Calatorao	Bueno	1127
50069	Calcena	Ruinoso	1
50069	Calcena	Deficiente	1
50069	Calcena	Bueno	94
50070	Calmarza	Malo	1
50070	Calmarza	Deficiente	2
50070	Calmarza	Bueno	87
50071	Campillo de Aragón	Ruinoso	1
50071	Campillo de Aragón	Malo	3
50071	Campillo de Aragón	Deficiente	17
50071	Campillo de Aragón	Bueno	198
50072	Carenas	Ruinoso	49
50072	Carenas	Malo	10
50072	Carenas	Deficiente	97
50072	Carenas	Bueno	259
50073	Cariñena	Ruinoso	24
50073	Cariñena	Malo	17
50073	Cariñena	Deficiente	102
50073	Cariñena	Bueno	555
50074	Caspe	Ruinoso	82
50074	Caspe	Malo	94
50074	Caspe	Deficiente	218
50074	Caspe	Bueno	2199
50075	Castejón de Alarba	Malo	74
50075	Castejón de Alarba	Bueno	74
50076	Castejón de las Armas	Ruinoso	3
50076	Castejón de las Armas	Malo	23
50076	Castejón de las Armas	Deficiente	60
50076	Castejón de las Armas	Bueno	34
50077	Castejón de Valdejasa	Ruinoso	1
50077	Castejón de Valdejasa	Malo	5
50077	Castejón de Valdejasa	Deficiente	12
50077	Castejón de Valdejasa	Bueno	186
50078	Castiliscar	Ruinoso	10
50078	Castiliscar	Malo	16
50078	Castiliscar	Deficiente	93
50078	Castiliscar	Bueno	224
50079	Cervera de la Cañada	Ruinoso	1
50079	Cervera de la Cañada	Malo	2
50079	Cervera de la Cañada	Deficiente	19
50079	Cervera de la Cañada	Bueno	197
50080	Cerveruela	Deficiente	1
50080	Cerveruela	Bueno	96
50081	Cetina	Ruinoso	4
50081	Cetina	Malo	2
50081	Cetina	Deficiente	25
50081	Cetina	Bueno	556
50082	Cimballa	Malo	1
50082	Cimballa	Deficiente	2
50082	Cimballa	Bueno	171
50083	Cinco Olivas	Ruinoso	5
50083	Cinco Olivas	Malo	9
50083	Cinco Olivas	Deficiente	26
50083	Cinco Olivas	Bueno	79
50084	Clarés de Ribota	Malo	1
50084	Clarés de Ribota	Bueno	124
50085	Codo	Ruinoso	25
50085	Codo	Malo	15
50085	Codo	Deficiente	21
50085	Codo	Bueno	220
50086	Codos	Malo	1
50086	Codos	Deficiente	2
50086	Codos	Bueno	264
50087	Contamina	Deficiente	4
50087	Contamina	Bueno	27
50088	Cosuenda	Ruinoso	7
50088	Cosuenda	Malo	6
50088	Cosuenda	Deficiente	4
50088	Cosuenda	Bueno	206
50089	Cuarte de Huerva	Ruinoso	7
50089	Cuarte de Huerva	Malo	6
50089	Cuarte de Huerva	Deficiente	24
50089	Cuarte de Huerva	Bueno	579
50090	Cubel	Deficiente	10
50090	Cubel	Bueno	193
50091	Cuerlas (Las)	Deficiente	5
50091	Cuerlas (Las)	Bueno	118
50092	Chiprana	Ruinoso	5
50092	Chiprana	Malo	26
50092	Chiprana	Deficiente	99
50092	Chiprana	Bueno	222
50093	Chodes	Deficiente	3
50093	Chodes	Bueno	105
50094	Daroca	Ruinoso	3
50094	Daroca	Malo	16
50094	Daroca	Deficiente	77
50094	Daroca	Bueno	788
50095	Ejea de los Caballeros	Ruinoso	38
50095	Ejea de los Caballeros	Malo	47
50095	Ejea de los Caballeros	Deficiente	241
50095	Ejea de los Caballeros	Bueno	3872
50096	Embid de Ariza	Ruinoso	1
50096	Embid de Ariza	Deficiente	8
50096	Embid de Ariza	Bueno	107
50098	Encinacorba	Malo	1
50098	Encinacorba	Deficiente	2
50098	Encinacorba	Bueno	209
50099	Épila	Ruinoso	22
50099	Épila	Malo	43
50099	Épila	Deficiente	116
50099	Épila	Bueno	1721
50100	Erla	Ruinoso	2
50100	Erla	Malo	5
50100	Erla	Deficiente	33
50100	Erla	Bueno	230
50101	Escatrón	Ruinoso	6
50101	Escatrón	Malo	11
50101	Escatrón	Deficiente	8
50101	Escatrón	Bueno	991
50102	Fabara	Ruinoso	3
50102	Fabara	Malo	18
50102	Fabara	Deficiente	19
50102	Fabara	Bueno	567
50104	Farlete	Ruinoso	4
50104	Farlete	Malo	6
50104	Farlete	Deficiente	22
50104	Farlete	Bueno	157
50105	Fayón	Deficiente	1
50105	Fayón	Bueno	222
50106	Fayos (Los)	Malo	1
50106	Fayos (Los)	Deficiente	3
50106	Fayos (Los)	Bueno	109
50107	Figueruelas	Malo	1
50107	Figueruelas	Deficiente	19
50107	Figueruelas	Bueno	369
50108	Fombuena	Ruinoso	1
50108	Fombuena	Deficiente	1
50108	Fombuena	Bueno	28
50109	Frago (El)	Deficiente	15
50109	Frago (El)	Bueno	100
50110	Frasno (El)	Malo	2
50110	Frasno (El)	Deficiente	17
50110	Frasno (El)	Bueno	433
50111	Fréscano	Ruinoso	4
50111	Fréscano	Malo	3
50111	Fréscano	Deficiente	14
50111	Fréscano	Bueno	128
50113	Fuendejalón	Malo	1
50113	Fuendejalón	Deficiente	37
50113	Fuendejalón	Bueno	384
50114	Fuendetodos	Ruinoso	1
50114	Fuendetodos	Malo	1
50114	Fuendetodos	Deficiente	34
50114	Fuendetodos	Bueno	85
50115	Fuentes de Ebro	Ruinoso	10
50115	Fuentes de Ebro	Deficiente	21
50115	Fuentes de Ebro	Bueno	1342
50116	Fuentes de Jiloca	Ruinoso	14
50116	Fuentes de Jiloca	Malo	29
50116	Fuentes de Jiloca	Deficiente	119
50116	Fuentes de Jiloca	Bueno	98
50117	Gallocanta	Deficiente	1
50117	Gallocanta	Bueno	121
50118	Gallur	Ruinoso	15
50118	Gallur	Malo	28
50118	Gallur	Deficiente	28
50118	Gallur	Bueno	1130
50119	Gelsa	Ruinoso	17
50119	Gelsa	Malo	22
50119	Gelsa	Deficiente	49
50119	Gelsa	Bueno	530
50120	Godojos	Ruinoso	1
50120	Godojos	Malo	4
50120	Godojos	Deficiente	4
50120	Godojos	Bueno	57
50121	Gotor	Ruinoso	2
50121	Gotor	Malo	3
50121	Gotor	Deficiente	10
50121	Gotor	Bueno	182
50122	Grisel	Ruinoso	2
50122	Grisel	Malo	1
50122	Grisel	Deficiente	8
50122	Grisel	Bueno	61
50123	Grisén	Ruinoso	3
50123	Grisén	Malo	3
50123	Grisén	Deficiente	44
50123	Grisén	Bueno	218
50124	Herrera de los Navarros	Malo	21
50124	Herrera de los Navarros	Deficiente	56
50124	Herrera de los Navarros	Bueno	357
50125	Ibdes	Ruinoso	1
50125	Ibdes	Malo	2
50125	Ibdes	Deficiente	31
50125	Ibdes	Bueno	441
50126	Illueca	Ruinoso	4
50126	Illueca	Malo	7
50126	Illueca	Deficiente	48
50126	Illueca	Bueno	547
50128	Isuerre	Bueno	57
50129	Jaraba	Malo	2
50129	Jaraba	Deficiente	1
50129	Jaraba	Bueno	222
50130	Jarque	Ruinoso	3
50130	Jarque	Malo	4
50130	Jarque	Deficiente	36
50130	Jarque	Bueno	294
50131	Jaulín	Malo	1
50131	Jaulín	Deficiente	7
50131	Jaulín	Bueno	156
50132	Joyosa (La)	Ruinoso	9
50132	Joyosa (La)	Deficiente	1
50132	Joyosa (La)	Bueno	187
50133	Lagata	Ruinoso	3
50133	Lagata	Malo	6
50133	Lagata	Deficiente	25
50133	Lagata	Bueno	115
50134	Langa del Castillo	Malo	1
50134	Langa del Castillo	Deficiente	9
50134	Langa del Castillo	Bueno	187
50135	Layana	Ruinoso	2
50135	Layana	Malo	13
50135	Layana	Deficiente	22
50135	Layana	Bueno	78
50136	Lécera	Ruinoso	13
50136	Lécera	Malo	16
50136	Lécera	Deficiente	58
50136	Lécera	Bueno	534
50137	Leciñena	Ruinoso	13
50137	Leciñena	Malo	13
50137	Leciñena	Deficiente	65
50137	Leciñena	Bueno	388
50138	Lechón	Ruinoso	1
50138	Lechón	Deficiente	2
50138	Lechón	Bueno	34
50139	Letux	Ruinoso	27
50139	Letux	Malo	8
50139	Letux	Deficiente	12
50139	Letux	Bueno	298
50140	Litago	Ruinoso	2
50140	Litago	Malo	6
50140	Litago	Deficiente	2
50140	Litago	Bueno	146
50141	Lituénigo	Ruinoso	2
50141	Lituénigo	Malo	9
50141	Lituénigo	Deficiente	19
50141	Lituénigo	Bueno	47
50142	Lobera de Onsella	Malo	1
50142	Lobera de Onsella	Bueno	32
50143	Longares	Ruinoso	1
50143	Longares	Malo	1
50143	Longares	Deficiente	34
50143	Longares	Bueno	300
50144	Longás	Bueno	45
50146	Lucena de Jalón	Deficiente	6
50146	Lucena de Jalón	Bueno	137
50147	Luceni	Ruinoso	6
50147	Luceni	Malo	18
50147	Luceni	Deficiente	13
50147	Luceni	Bueno	484
50148	Luesia	Ruinoso	3
50148	Luesia	Malo	2
50148	Luesia	Deficiente	5
50148	Luesia	Bueno	241
50149	Luesma	Deficiente	1
50149	Luesma	Bueno	56
50150	Lumpiaque	Ruinoso	4
50150	Lumpiaque	Malo	3
50150	Lumpiaque	Deficiente	48
50150	Lumpiaque	Bueno	505
50151	Luna	Ruinoso	7
50151	Luna	Malo	12
50151	Luna	Deficiente	1
50151	Luna	Bueno	520
50152	Maella	Ruinoso	6
50152	Maella	Malo	8
50152	Maella	Deficiente	47
50152	Maella	Bueno	1031
50153	Magallón	Ruinoso	7
50153	Magallón	Malo	10
50153	Magallón	Deficiente	11
50153	Magallón	Bueno	607
50154	Mainar	Ruinoso	2
50154	Mainar	Malo	1
50154	Mainar	Deficiente	6
50154	Mainar	Bueno	122
50155	Malanquilla	Bueno	119
50156	Maleján	Ruinoso	4
50156	Maleján	Deficiente	16
50156	Maleján	Bueno	150
50157	Malón	Ruinoso	6
50157	Malón	Malo	2
50157	Malón	Deficiente	39
50157	Malón	Bueno	249
50159	Maluenda	Ruinoso	11
50159	Maluenda	Malo	96
50159	Maluenda	Deficiente	10
50159	Maluenda	Bueno	420
50160	Mallén	Ruinoso	11
50160	Mallén	Malo	12
50160	Mallén	Deficiente	80
50160	Mallén	Bueno	1105
50161	Manchones	Ruinoso	2
50161	Manchones	Malo	3
50161	Manchones	Deficiente	27
50161	Manchones	Bueno	124
50162	Mara	Ruinoso	9
50162	Mara	Malo	6
50162	Mara	Deficiente	31
50162	Mara	Bueno	143
50163	María de Huerva	Ruinoso	2
50163	María de Huerva	Malo	2
50163	María de Huerva	Deficiente	29
50163	María de Huerva	Bueno	621
50164	Mediana de Aragón	Ruinoso	2
50164	Mediana de Aragón	Malo	3
50164	Mediana de Aragón	Deficiente	8
50164	Mediana de Aragón	Bueno	210
50165	Mequinenza	Ruinoso	3
50165	Mequinenza	Malo	1
50165	Mequinenza	Deficiente	1
50165	Mequinenza	Bueno	928
50166	Mesones de Isuela	Malo	3
50166	Mesones de Isuela	Deficiente	25
50166	Mesones de Isuela	Bueno	214
50167	Mezalocha	Ruinoso	1
50167	Mezalocha	Deficiente	28
50167	Mezalocha	Bueno	124
50168	Mianos	Malo	1
50168	Mianos	Deficiente	2
50168	Mianos	Bueno	33
50169	Miedes de Aragón	Ruinoso	4
50169	Miedes de Aragón	Malo	3
50169	Miedes de Aragón	Deficiente	7
50169	Miedes de Aragón	Bueno	297
50170	Monegrillo	Ruinoso	8
50170	Monegrillo	Malo	10
50170	Monegrillo	Deficiente	14
50170	Monegrillo	Bueno	186
50171	Moneva	Ruinoso	4
50171	Moneva	Malo	9
50171	Moneva	Deficiente	16
50171	Moneva	Bueno	116
50172	Monreal de Ariza	Ruinoso	3
50172	Monreal de Ariza	Malo	3
50172	Monreal de Ariza	Deficiente	23
50172	Monreal de Ariza	Bueno	150
50173	Monterde	Malo	4
50173	Monterde	Deficiente	40
50173	Monterde	Bueno	219
50174	Montón	Ruinoso	1
50174	Montón	Malo	2
50174	Montón	Deficiente	6
50174	Montón	Bueno	135
50175	Morata de Jalón	Ruinoso	28
50175	Morata de Jalón	Malo	19
50175	Morata de Jalón	Deficiente	93
50175	Morata de Jalón	Bueno	698
50176	Morata de Jiloca	Ruinoso	3
50176	Morata de Jiloca	Malo	9
50176	Morata de Jiloca	Deficiente	24
50176	Morata de Jiloca	Bueno	201
50177	Morés	Ruinoso	16
50177	Morés	Malo	10
50177	Morés	Deficiente	46
50177	Morés	Bueno	288
50178	Moros	Ruinoso	1
50178	Moros	Malo	6
50178	Moros	Deficiente	68
50178	Moros	Bueno	338
50179	Moyuela	Ruinoso	2
50179	Moyuela	Deficiente	1
50179	Moyuela	Bueno	234
50180	Mozota	Ruinoso	5
50180	Mozota	Malo	3
50180	Mozota	Deficiente	17
50180	Mozota	Bueno	120
50181	Muel	Malo	2
50181	Muel	Deficiente	17
50181	Muel	Bueno	511
50182	Muela (La)	Ruinoso	5
50182	Muela (La)	Malo	11
50182	Muela (La)	Deficiente	17
50182	Muela (La)	Bueno	1133
50183	Munébrega	Ruinoso	1
50183	Munébrega	Malo	7
50183	Munébrega	Deficiente	11
50183	Munébrega	Bueno	299
50184	Murero	Ruinoso	2
50184	Murero	Malo	3
50184	Murero	Deficiente	22
50184	Murero	Bueno	133
50185	Murillo de Gállego	Ruinoso	1
50185	Murillo de Gállego	Deficiente	4
50185	Murillo de Gállego	Bueno	133
50186	Navardún	Bueno	41
50187	Nigüella	Deficiente	11
50187	Nigüella	Bueno	72
50188	Nombrevilla	Ruinoso	8
50188	Nombrevilla	Malo	3
50188	Nombrevilla	Deficiente	5
50188	Nombrevilla	Bueno	38
50189	Nonaspe	Ruinoso	1
50189	Nonaspe	Malo	2
50189	Nonaspe	Deficiente	12
50189	Nonaspe	Bueno	695
50190	Novallas	Ruinoso	2
50190	Novallas	Malo	21
50190	Novallas	Deficiente	42
50190	Novallas	Bueno	406
50191	Novillas	Ruinoso	7
50191	Novillas	Malo	9
50191	Novillas	Deficiente	41
50191	Novillas	Bueno	255
50192	Nuévalos	Deficiente	1
50192	Nuévalos	Bueno	250
50193	Nuez de Ebro	Ruinoso	2
50193	Nuez de Ebro	Deficiente	8
50193	Nuez de Ebro	Bueno	333
50194	Olvés	Ruinoso	3
50194	Olvés	Malo	100
50194	Olvés	Bueno	89
50195	Orcajo	Ruinoso	2
50195	Orcajo	Malo	4
50195	Orcajo	Deficiente	9
50195	Orcajo	Bueno	49
50196	Orera	Deficiente	4
50196	Orera	Bueno	92
50197	Orés	Malo	15
50197	Orés	Deficiente	31
50197	Orés	Bueno	67
50198	Oseja	Deficiente	1
50198	Oseja	Bueno	74
50199	Osera de Ebro	Malo	2
50199	Osera de Ebro	Deficiente	7
50199	Osera de Ebro	Bueno	261
50200	Paniza	Ruinoso	1
50200	Paniza	Deficiente	1
50200	Paniza	Bueno	377
50201	Paracuellos de Jiloca	Ruinoso	3
50201	Paracuellos de Jiloca	Malo	7
50201	Paracuellos de Jiloca	Deficiente	17
50201	Paracuellos de Jiloca	Bueno	241
50202	Paracuellos de la Ribera	Malo	4
50202	Paracuellos de la Ribera	Deficiente	24
50202	Paracuellos de la Ribera	Bueno	344
50203	Pastriz	Ruinoso	1
50203	Pastriz	Deficiente	5
50203	Pastriz	Bueno	367
50204	Pedrola	Ruinoso	3
50204	Pedrola	Malo	14
50204	Pedrola	Deficiente	26
50204	Pedrola	Bueno	1010
50205	Pedrosas (Las)	Malo	1
50205	Pedrosas (Las)	Deficiente	6
50205	Pedrosas (Las)	Bueno	62
50206	Perdiguera	Ruinoso	1
50206	Perdiguera	Malo	2
50206	Perdiguera	Deficiente	13
50206	Perdiguera	Bueno	242
50207	Piedratajada	Ruinoso	5
50207	Piedratajada	Malo	2
50207	Piedratajada	Bueno	87
50208	Pina de Ebro	Ruinoso	4
50208	Pina de Ebro	Malo	6
50208	Pina de Ebro	Deficiente	30
50208	Pina de Ebro	Bueno	866
50209	Pinseque	Ruinoso	3
50209	Pinseque	Malo	5
50209	Pinseque	Deficiente	17
50209	Pinseque	Bueno	1021
50210	Pintanos (Los)	Bueno	65
50211	Plasencia de Jalón	Malo	4
50211	Plasencia de Jalón	Deficiente	8
50211	Plasencia de Jalón	Bueno	179
50212	Pleitas	Bueno	55
50213	Plenas	Malo	2
50213	Plenas	Deficiente	12
50213	Plenas	Bueno	168
50214	Pomer	Deficiente	1
50214	Pomer	Bueno	84
50215	Pozuel de Ariza	Ruinoso	3
50215	Pozuel de Ariza	Malo	2
50215	Pozuel de Ariza	Deficiente	76
50215	Pozuel de Ariza	Bueno	24
50216	Pozuelo de Aragón	Ruinoso	2
50216	Pozuelo de Aragón	Malo	1
50216	Pozuelo de Aragón	Deficiente	14
50216	Pozuelo de Aragón	Bueno	145
50217	Pradilla de Ebro	Ruinoso	4
50217	Pradilla de Ebro	Malo	3
50217	Pradilla de Ebro	Deficiente	22
50217	Pradilla de Ebro	Bueno	275
50218	Puebla de Albortón	Ruinoso	4
50218	Puebla de Albortón	Malo	2
50218	Puebla de Albortón	Deficiente	8
50218	Puebla de Albortón	Bueno	80
50219	Puebla de Alfindén (La)	Ruinoso	12
50219	Puebla de Alfindén (La)	Malo	2
50219	Puebla de Alfindén (La)	Deficiente	26
50219	Puebla de Alfindén (La)	Bueno	1384
50220	Puendeluna	Malo	2
50220	Puendeluna	Bueno	65
50221	Purujosa	Ruinoso	2
50221	Purujosa	Malo	2
50221	Purujosa	Deficiente	2
50221	Purujosa	Bueno	26
50222	Quinto	Ruinoso	27
50222	Quinto	Malo	27
50222	Quinto	Deficiente	82
50222	Quinto	Bueno	847
50223	Remolinos	Ruinoso	14
50223	Remolinos	Malo	32
50223	Remolinos	Deficiente	117
50223	Remolinos	Bueno	335
50224	Retascón	Ruinoso	1
50224	Retascón	Deficiente	1
50224	Retascón	Bueno	91
50225	Ricla	Ruinoso	6
50225	Ricla	Malo	9
50225	Ricla	Deficiente	65
50225	Ricla	Bueno	784
50227	Romanos	Malo	1
50227	Romanos	Deficiente	8
50227	Romanos	Bueno	87
50228	Rueda de Jalón	Ruinoso	7
50228	Rueda de Jalón	Malo	2
50228	Rueda de Jalón	Deficiente	17
50228	Rueda de Jalón	Bueno	181
50229	Ruesca	Ruinoso	4
50229	Ruesca	Malo	14
50229	Ruesca	Deficiente	28
50229	Ruesca	Bueno	14
50230	Sádaba	Ruinoso	17
50230	Sádaba	Malo	12
50230	Sádaba	Deficiente	30
50230	Sádaba	Bueno	652
50231	Salillas de Jalón	Malo	5
50231	Salillas de Jalón	Deficiente	67
50231	Salillas de Jalón	Bueno	121
50232	Salvatierra de Esca	Ruinoso	5
50232	Salvatierra de Esca	Malo	4
50232	Salvatierra de Esca	Deficiente	41
50232	Salvatierra de Esca	Bueno	177
50233	Samper del Salz	Ruinoso	2
50233	Samper del Salz	Malo	8
50233	Samper del Salz	Deficiente	30
50233	Samper del Salz	Bueno	77
50234	San Martín de la Virgen de Moncayo	Ruinoso	1
50234	San Martín de la Virgen de Moncayo	Deficiente	11
50234	San Martín de la Virgen de Moncayo	Bueno	110
50235	San Mateo de Gállego	Ruinoso	3
50235	San Mateo de Gállego	Malo	5
50235	San Mateo de Gállego	Deficiente	12
50235	San Mateo de Gállego	Bueno	997
50236	Santa Cruz de Grío	Ruinoso	2
50236	Santa Cruz de Grío	Malo	1
50236	Santa Cruz de Grío	Deficiente	9
50236	Santa Cruz de Grío	Bueno	128
50237	Santa Cruz de Moncayo	Malo	1
50237	Santa Cruz de Moncayo	Deficiente	9
50237	Santa Cruz de Moncayo	Bueno	99
50238	Santa Eulalia de Gállego	Ruinoso	1
50238	Santa Eulalia de Gállego	Malo	3
50238	Santa Eulalia de Gállego	Deficiente	4
50238	Santa Eulalia de Gállego	Bueno	101
50239	Santed	Deficiente	6
50239	Santed	Bueno	70
50240	Sástago	Ruinoso	11
50240	Sástago	Malo	25
50240	Sástago	Deficiente	82
50240	Sástago	Bueno	623
50241	Saviñán	Ruinoso	10
50241	Saviñán	Deficiente	13
50241	Saviñán	Bueno	430
50242	Sediles	Deficiente	11
50242	Sediles	Bueno	36
50243	Sestrica	Malo	1
50243	Sestrica	Deficiente	32
50243	Sestrica	Bueno	286
50244	Sierra de Luna	Ruinoso	3
50244	Sierra de Luna	Malo	1
50244	Sierra de Luna	Deficiente	13
50244	Sierra de Luna	Bueno	147
50245	Sigüés	Ruinoso	3
50245	Sigüés	Malo	1
50245	Sigüés	Deficiente	12
50245	Sigüés	Bueno	97
50246	Sisamón	Ruinoso	2
50246	Sisamón	Malo	2
50246	Sisamón	Deficiente	125
50246	Sisamón	Bueno	41
50247	Sobradiel	Ruinoso	1
50247	Sobradiel	Malo	1
50247	Sobradiel	Deficiente	15
50247	Sobradiel	Bueno	270
50248	Sos del Rey Católico	Ruinoso	3
50248	Sos del Rey Católico	Malo	1
50248	Sos del Rey Católico	Deficiente	15
50248	Sos del Rey Católico	Bueno	434
50249	Tabuenca	Ruinoso	4
50249	Tabuenca	Malo	15
50249	Tabuenca	Deficiente	24
50249	Tabuenca	Bueno	275
50250	Talamantes	Bueno	83
50251	Tarazona	Ruinoso	101
50251	Tarazona	Malo	83
50251	Tarazona	Deficiente	210
50251	Tarazona	Bueno	1807
50252	Tauste	Ruinoso	31
50252	Tauste	Malo	48
50252	Tauste	Deficiente	136
50252	Tauste	Bueno	1768
50253	Terrer	Ruinoso	1
50253	Terrer	Malo	6
50253	Terrer	Deficiente	35
50253	Terrer	Bueno	237
50254	Tierga	Deficiente	2
50254	Tierga	Bueno	129
50255	Tobed	Ruinoso	4
50255	Tobed	Malo	3
50255	Tobed	Deficiente	32
50255	Tobed	Bueno	228
50256	Torralba de los Frailes	Malo	1
50256	Torralba de los Frailes	Deficiente	7
50256	Torralba de los Frailes	Bueno	178
50257	Torralba de Ribota	Malo	2
50257	Torralba de Ribota	Deficiente	9
50257	Torralba de Ribota	Bueno	143
50258	Torralbilla	Deficiente	11
50258	Torralbilla	Bueno	122
50259	Torrehermosa	Ruinoso	2
50259	Torrehermosa	Deficiente	48
50259	Torrehermosa	Bueno	60
50260	Torrelapaja	Ruinoso	10
50260	Torrelapaja	Deficiente	21
50260	Torrelapaja	Bueno	56
50261	Torrellas	Malo	3
50261	Torrellas	Deficiente	6
50261	Torrellas	Bueno	186
50262	Torres de Berrellén	Ruinoso	7
50262	Torres de Berrellén	Malo	9
50262	Torres de Berrellén	Deficiente	18
50262	Torres de Berrellén	Bueno	500
50263	Torrijo de la Cañada	Ruinoso	1
50263	Torrijo de la Cañada	Deficiente	3
50263	Torrijo de la Cañada	Bueno	404
50264	Tosos	Ruinoso	6
50264	Tosos	Malo	7
50264	Tosos	Deficiente	6
50264	Tosos	Bueno	207
50265	Trasmoz	Bueno	83
50266	Trasobares	Ruinoso	1
50266	Trasobares	Malo	8
50266	Trasobares	Deficiente	44
50266	Trasobares	Bueno	151
50267	Uncastillo	Ruinoso	2
50267	Uncastillo	Malo	4
50267	Uncastillo	Deficiente	14
50267	Uncastillo	Bueno	384
50268	Undués de Lerda	Ruinoso	1
50268	Undués de Lerda	Bueno	45
50269	Urrea de Jalón	Ruinoso	1
50269	Urrea de Jalón	Malo	3
50269	Urrea de Jalón	Deficiente	11
50269	Urrea de Jalón	Bueno	222
50270	Urriés	Ruinoso	1
50270	Urriés	Deficiente	2
50270	Urriés	Bueno	69
50271	Used	Ruinoso	3
50271	Used	Malo	5
50271	Used	Deficiente	41
50271	Used	Bueno	272
50272	Utebo	Ruinoso	29
50272	Utebo	Malo	18
50272	Utebo	Deficiente	84
50272	Utebo	Bueno	1810
50273	Valdehorna	Deficiente	4
50273	Valdehorna	Bueno	47
50274	Val de San Martín	Ruinoso	1
50274	Val de San Martín	Deficiente	2
50274	Val de San Martín	Bueno	93
50275	Valmadrid	Ruinoso	2
50275	Valmadrid	Malo	8
50275	Valmadrid	Deficiente	17
50275	Valmadrid	Bueno	51
50276	Valpalmas	Ruinoso	3
50276	Valpalmas	Malo	3
50276	Valpalmas	Bueno	121
50277	Valtorres	Deficiente	3
50277	Valtorres	Bueno	79
50278	Velilla de Ebro	Ruinoso	7
50278	Velilla de Ebro	Malo	18
50278	Velilla de Ebro	Deficiente	41
50278	Velilla de Ebro	Bueno	174
50279	Velilla de Jiloca	Ruinoso	1
50279	Velilla de Jiloca	Deficiente	3
50279	Velilla de Jiloca	Bueno	115
50280	Vera de Moncayo	Ruinoso	9
50280	Vera de Moncayo	Malo	10
50280	Vera de Moncayo	Deficiente	50
50280	Vera de Moncayo	Bueno	265
50281	Vierlas	Ruinoso	1
50281	Vierlas	Deficiente	7
50281	Vierlas	Bueno	72
50282	Vilueña (La)	Malo	1
50282	Vilueña (La)	Deficiente	2
50282	Vilueña (La)	Bueno	56
50283	Villadoz	Ruinoso	5
