Municipio código	Municipio nombre	Estado	Número de edificios
44046	Bueña	Ruinoso	1
44046	Bueña	Malo	1
44046	Bueña	Deficiente	6
44046	Bueña	Bueno	71
44047	Burbáguena	Malo	3
44047	Burbáguena	Deficiente	47
44047	Burbáguena	Bueno	233
44048	Cabra de Mora	Ruinoso	1
44048	Cabra de Mora	Malo	1
44048	Cabra de Mora	Deficiente	1
44048	Cabra de Mora	Bueno	88
44049	Calaceite	Ruinoso	4
44049	Calaceite	Deficiente	72
44049	Calaceite	Bueno	637
44050	Calamocha	Ruinoso	3
44050	Calamocha	Malo	35
44050	Calamocha	Deficiente	116
44050	Calamocha	Bueno	1976
44051	Calanda	Ruinoso	8
44051	Calanda	Malo	20
44051	Calanda	Deficiente	175
44051	Calanda	Bueno	1052
44052	Calomarde	Malo	2
44052	Calomarde	Deficiente	7
44052	Calomarde	Bueno	93
44053	Camañas	Malo	2
44053	Camañas	Deficiente	21
44053	Camañas	Bueno	74
44054	Camarena de la Sierra	Malo	6
44054	Camarena de la Sierra	Deficiente	9
44054	Camarena de la Sierra	Bueno	280
44055	Camarillas	Deficiente	1
44055	Camarillas	Bueno	171
44056	Caminreal	Deficiente	3
44056	Caminreal	Bueno	453
44059	Cantavieja	Malo	4
44059	Cantavieja	Deficiente	53
44059	Cantavieja	Bueno	295
44060	Cañada de Benatanduz	Deficiente	25
44060	Cañada de Benatanduz	Bueno	51
44061	Cañada de Verich (La)	Deficiente	3
44061	Cañada de Verich (La)	Bueno	75
44062	Cañada Vellida	Ruinoso	2
44062	Cañada Vellida	Malo	4
44062	Cañada Vellida	Deficiente	13
44062	Cañada Vellida	Bueno	36
44063	Cañizar del Olivar	Malo	2
44063	Cañizar del Olivar	Deficiente	2
44063	Cañizar del Olivar	Bueno	121
44064	Cascante del Río	Ruinoso	1
44064	Cascante del Río	Malo	2
44064	Cascante del Río	Deficiente	6
44064	Cascante del Río	Bueno	182
44065	Castejón de Tornos	Malo	10
44065	Castejón de Tornos	Deficiente	42
44065	Castejón de Tornos	Bueno	82
44066	Castel de Cabra	Ruinoso	6
44066	Castel de Cabra	Malo	7
44066	Castel de Cabra	Deficiente	30
44066	Castel de Cabra	Bueno	108
44067	Castelnou	Ruinoso	8
44067	Castelnou	Malo	14
44067	Castelnou	Deficiente	10
44067	Castelnou	Bueno	97
44068	Castelserás	Ruinoso	13
44068	Castelserás	Malo	15
44068	Castelserás	Deficiente	19
44068	Castelserás	Bueno	454
44070	Castellar (El)	Ruinoso	3
44070	Castellar (El)	Malo	1
44070	Castellar (El)	Deficiente	9
44070	Castellar (El)	Bueno	88
44071	Castellote	Ruinoso	2
44071	Castellote	Malo	6
44071	Castellote	Deficiente	35
44071	Castellote	Bueno	726
44074	Cedrillas	Ruinoso	10
44074	Cedrillas	Malo	5
44074	Cedrillas	Deficiente	19
44074	Cedrillas	Bueno	275
44075	Celadas	Malo	20
44075	Celadas	Deficiente	2
44075	Celadas	Bueno	178
44076	Cella	Ruinoso	9
44076	Cella	Malo	4
44076	Cella	Deficiente	59
44076	Cella	Bueno	1058
44077	Cerollera (La)	Deficiente	11
44077	Cerollera (La)	Bueno	67
44080	Codoñera (La)	Ruinoso	2
44080	Codoñera (La)	Malo	9
44080	Codoñera (La)	Deficiente	36
44080	Codoñera (La)	Bueno	231
44082	Corbalán	Ruinoso	2
44082	Corbalán	Malo	1
44082	Corbalán	Deficiente	19
44082	Corbalán	Bueno	74
44084	Cortes de Aragón	Ruinoso	2
44084	Cortes de Aragón	Malo	13
44084	Cortes de Aragón	Deficiente	22
44084	Cortes de Aragón	Bueno	94
44085	Cosa	Malo	1
44085	Cosa	Deficiente	8
44085	Cosa	Bueno	88
44086	Cretas	Ruinoso	3
44086	Cretas	Malo	4
44086	Cretas	Deficiente	16
44086	Cretas	Bueno	308
44087	Crivillén	Malo	2
44087	Crivillén	Deficiente	1
44087	Crivillén	Bueno	172
44088	Cuba (La)	Ruinoso	1
44088	Cuba (La)	Malo	4
44088	Cuba (La)	Deficiente	9
44088	Cuba (La)	Bueno	60
44089	Cubla	Ruinoso	11
44089	Cubla	Deficiente	8
44089	Cubla	Bueno	88
44090	Cucalón	Malo	3
44090	Cucalón	Deficiente	7
44090	Cucalón	Bueno	133
44092	Cuervo (El)	Deficiente	2
44092	Cuervo (El)	Bueno	133
44093	Cuevas de Almudén	Malo	6
44093	Cuevas de Almudén	Deficiente	8
44093	Cuevas de Almudén	Bueno	44
44094	Cuevas Labradas	Ruinoso	5
44094	Cuevas Labradas	Deficiente	15
44094	Cuevas Labradas	Bueno	79
44096	Ejulve	Ruinoso	4
44096	Ejulve	Malo	9
44096	Ejulve	Deficiente	83
44096	Ejulve	Bueno	151
44097	Escorihuela	Ruinoso	5
44097	Escorihuela	Malo	6
44097	Escorihuela	Deficiente	36
44097	Escorihuela	Bueno	139
44099	Escucha	Ruinoso	6
44099	Escucha	Malo	6
44099	Escucha	Deficiente	144
44099	Escucha	Bueno	177
44100	Estercuel	Malo	3
44100	Estercuel	Deficiente	14
44100	Estercuel	Bueno	210
44101	Ferreruela de Huerva	Deficiente	3
44101	Ferreruela de Huerva	Bueno	69
44102	Fonfría	Ruinoso	1
44102	Fonfría	Malo	1
44102	Fonfría	Deficiente	3
44102	Fonfría	Bueno	39
44103	Formiche Alto	Ruinoso	2
44103	Formiche Alto	Malo	8
44103	Formiche Alto	Deficiente	9
44103	Formiche Alto	Bueno	177
44105	Fórnoles	Ruinoso	1
44105	Fórnoles	Malo	2
44105	Fórnoles	Deficiente	15
44105	Fórnoles	Bueno	134
44106	Fortanete	Ruinoso	2
44106	Fortanete	Malo	1
44106	Fortanete	Deficiente	18
44106	Fortanete	Bueno	209
44107	Foz-Calanda	Ruinoso	5
44107	Foz-Calanda	Malo	10
44107	Foz-Calanda	Deficiente	24
44107	Foz-Calanda	Bueno	149
44108	Fresneda (La)	Ruinoso	4
44108	Fresneda (La)	Malo	16
44108	Fresneda (La)	Deficiente	112
44108	Fresneda (La)	Bueno	350
44109	Frías de Albarracín	Malo	5
44109	Frías de Albarracín	Deficiente	21
44109	Frías de Albarracín	Bueno	132
44110	Fuenferrada	Deficiente	3
44110	Fuenferrada	Bueno	90
44111	Fuentes Calientes	Malo	1
44111	Fuentes Calientes	Deficiente	1
44111	Fuentes Calientes	Bueno	96
44112	Fuentes Claras	Malo	1
44112	Fuentes Claras	Deficiente	11
44112	Fuentes Claras	Bueno	382
44113	Fuentes de Rubielos	Malo	2
44113	Fuentes de Rubielos	Deficiente	8
44113	Fuentes de Rubielos	Bueno	125
44114	Fuentespalda	Ruinoso	7
44114	Fuentespalda	Malo	4
44114	Fuentespalda	Deficiente	12
44114	Fuentespalda	Bueno	201
44115	Galve	Malo	9
44115	Galve	Deficiente	19
44115	Galve	Bueno	56
44116	Gargallo	Malo	1
44116	Gargallo	Deficiente	3
44116	Gargallo	Bueno	131
44117	Gea de Albarracín	Ruinoso	3
44117	Gea de Albarracín	Malo	17
44117	Gea de Albarracín	Deficiente	34
44117	Gea de Albarracín	Bueno	294
44118	Ginebrosa (La)	Malo	1
44118	Ginebrosa (La)	Deficiente	25
44118	Ginebrosa (La)	Bueno	218
44119	Griegos	Malo	3
44119	Griegos	Deficiente	4
44119	Griegos	Bueno	139
44120	Guadalaviar	Ruinoso	5
44120	Guadalaviar	Malo	9
44120	Guadalaviar	Deficiente	19
44120	Guadalaviar	Bueno	136
44121	Gúdar	Ruinoso	2
44121	Gúdar	Malo	4
44121	Gúdar	Deficiente	17
44121	Gúdar	Bueno	120
44122	Híjar	Ruinoso	15
44122	Híjar	Malo	15
44122	Híjar	Deficiente	54
44122	Híjar	Bueno	872
44123	Hinojosa de Jarque	Malo	8
44123	Hinojosa de Jarque	Deficiente	22
44123	Hinojosa de Jarque	Bueno	74
44124	Hoz de la Vieja (La)	Ruinoso	12
44124	Hoz de la Vieja (La)	Malo	41
44124	Hoz de la Vieja (La)	Deficiente	41
44124	Hoz de la Vieja (La)	Bueno	162
44125	Huesa del Común	Ruinoso	3
44125	Huesa del Común	Malo	2
44125	Huesa del Común	Deficiente	16
44125	Huesa del Común	Bueno	201
44126	Iglesuela del Cid (La)	Ruinoso	2
44126	Iglesuela del Cid (La)	Malo	5
44126	Iglesuela del Cid (La)	Deficiente	24
44126	Iglesuela del Cid (La)	Bueno	282
44127	Jabaloyas	Ruinoso	6
44127	Jabaloyas	Deficiente	19
44127	Jabaloyas	Bueno	117
44128	Jarque de la Val	Malo	12
44128	Jarque de la Val	Deficiente	17
44128	Jarque de la Val	Bueno	46
44129	Jatiel	Malo	7
44129	Jatiel	Deficiente	15
44129	Jatiel	Bueno	57
44130	Jorcas	Ruinoso	5
44130	Jorcas	Malo	4
44130	Jorcas	Deficiente	13
44130	Jorcas	Bueno	64
44131	Josa	Ruinoso	9
44131	Josa	Malo	10
44131	Josa	Deficiente	37
44131	Josa	Bueno	80
44132	Lagueruela	Malo	1
44132	Lagueruela	Deficiente	1
44132	Lagueruela	Bueno	75
44133	Lanzuela	Deficiente	1
44133	Lanzuela	Bueno	32
44135	Libros	Ruinoso	12
44135	Libros	Malo	3
44135	Libros	Deficiente	27
44135	Libros	Bueno	133
44136	Lidón	Ruinoso	3
44136	Lidón	Malo	4
44136	Lidón	Deficiente	7
44136	Lidón	Bueno	59
44137	Linares de Mora	Ruinoso	3
44137	Linares de Mora	Malo	8
44137	Linares de Mora	Deficiente	13
44137	Linares de Mora	Bueno	290
44138	Loscos	Malo	7
44138	Loscos	Deficiente	32
44138	Loscos	Bueno	161
44141	Lledó	Deficiente	2
44141	Lledó	Bueno	104
44142	Maicas	Malo	12
44142	Maicas	Deficiente	11
44142	Maicas	Bueno	58
44143	Manzanera	Ruinoso	17
44143	Manzanera	Malo	77
44143	Manzanera	Deficiente	186
44143	Manzanera	Bueno	494
44144	Martín del Río	Ruinoso	3
44144	Martín del Río	Deficiente	99
44144	Martín del Río	Bueno	156
44145	Mas de las Matas	Ruinoso	2
44145	Mas de las Matas	Malo	3
44145	Mas de las Matas	Deficiente	24
44145	Mas de las Matas	Bueno	681
44146	Mata de los Olmos (La)	Ruinoso	8
44146	Mata de los Olmos (La)	Malo	9
44146	Mata de los Olmos (La)	Deficiente	12
44146	Mata de los Olmos (La)	Bueno	143
44147	Mazaleón	Ruinoso	2
44147	Mazaleón	Malo	7
44147	Mazaleón	Deficiente	26
44147	Mazaleón	Bueno	353
44148	Mezquita de Jarque	Malo	6
44148	Mezquita de Jarque	Deficiente	7
44148	Mezquita de Jarque	Bueno	70
44149	Mirambel	Ruinoso	1
44149	Mirambel	Malo	1
44149	Mirambel	Deficiente	19
44149	Mirambel	Bueno	94
44150	Miravete de la Sierra	Ruinoso	1
44150	Miravete de la Sierra	Malo	1
44150	Miravete de la Sierra	Deficiente	5
44150	Miravete de la Sierra	Bueno	72
44151	Molinos	Ruinoso	3
44151	Molinos	Malo	8
44151	Molinos	Deficiente	53
44151	Molinos	Bueno	224
44152	Monforte de Moyuela	Malo	3
44152	Monforte de Moyuela	Deficiente	20
44152	Monforte de Moyuela	Bueno	98
44153	Monreal del Campo	Ruinoso	6
44153	Monreal del Campo	Malo	9
44153	Monreal del Campo	Deficiente	36
44153	Monreal del Campo	Bueno	1049
44154	Monroyo	Malo	6
44154	Monroyo	Deficiente	29
44154	Monroyo	Bueno	181
44155	Montalbán	Ruinoso	28
44155	Montalbán	Malo	92
44155	Montalbán	Deficiente	189
44155	Montalbán	Bueno	347
44156	Monteagudo del Castillo	Ruinoso	3
44156	Monteagudo del Castillo	Malo	7
44156	Monteagudo del Castillo	Deficiente	6
44156	Monteagudo del Castillo	Bueno	85
44157	Monterde de Albarracín	Deficiente	2
44157	Monterde de Albarracín	Bueno	148
44158	Mora de Rubielos	Ruinoso	8
44158	Mora de Rubielos	Malo	4
44158	Mora de Rubielos	Deficiente	16
44158	Mora de Rubielos	Bueno	898
44159	Moscardón	Ruinoso	2
44159	Moscardón	Malo	2
44159	Moscardón	Deficiente	16
44159	Moscardón	Bueno	63
44160	Mosqueruela	Malo	5
44160	Mosqueruela	Deficiente	68
44160	Mosqueruela	Bueno	407
44161	Muniesa	Ruinoso	5
44161	Muniesa	Malo	29
44161	Muniesa	Deficiente	138
44161	Muniesa	Bueno	333
44163	Noguera de Albarracín	Ruinoso	3
44163	Noguera de Albarracín	Malo	5
44163	Noguera de Albarracín	Deficiente	8
44163	Noguera de Albarracín	Bueno	131
44164	Nogueras	Ruinoso	1
44164	Nogueras	Malo	1
44164	Nogueras	Deficiente	5
44164	Nogueras	Bueno	77
44165	Nogueruelas	Ruinoso	7
44165	Nogueruelas	Malo	26
44165	Nogueruelas	Deficiente	36
44165	Nogueruelas	Bueno	192
44167	Obón	Ruinoso	1
44167	Obón	Malo	2
44167	Obón	Deficiente	8
44167	Obón	Bueno	239
44168	Odón	Deficiente	27
44168	Odón	Bueno	202
44169	Ojos Negros	Malo	2
44169	Ojos Negros	Deficiente	24
44169	Ojos Negros	Bueno	473
44171	Olba	Ruinoso	9
44171	Olba	Malo	15
44171	Olba	Deficiente	42
44171	Olba	Bueno	362
44172	Oliete	Ruinoso	6
44172	Oliete	Malo	44
44172	Oliete	Deficiente	207
44172	Oliete	Bueno	342
44173	Olmos (Los)	Ruinoso	2
44173	Olmos (Los)	Malo	8
44173	Olmos (Los)	Deficiente	26
44173	Olmos (Los)	Bueno	129
44174	Orihuela del Tremedal	Ruinoso	4
44174	Orihuela del Tremedal	Malo	2
44174	Orihuela del Tremedal	Deficiente	33
44174	Orihuela del Tremedal	Bueno	384
44175	Orrios	Ruinoso	3
44175	Orrios	Malo	6
44175	Orrios	Deficiente	20
44175	Orrios	Bueno	94
44176	Palomar de Arroyos	Ruinoso	12
44176	Palomar de Arroyos	Malo	11
44176	Palomar de Arroyos	Deficiente	40
44176	Palomar de Arroyos	Bueno	116
44177	Pancrudo	Ruinoso	1
44177	Pancrudo	Malo	3
44177	Pancrudo	Deficiente	10
44177	Pancrudo	Bueno	183
44178	Parras de Castellote (Las)	Ruinoso	1
44178	Parras de Castellote (Las)	Malo	6
44178	Parras de Castellote (Las)	Deficiente	18
44178	Parras de Castellote (Las)	Bueno	181
44179	Peñarroya de Tastavins	Ruinoso	5
44179	Peñarroya de Tastavins	Deficiente	49
44179	Peñarroya de Tastavins	Bueno	341
44180	Peracense	Deficiente	1
44180	Peracense	Bueno	114
44181	Peralejos	Ruinoso	2
44181	Peralejos	Deficiente	11
44181	Peralejos	Bueno	59
44182	Perales del Alfambra	Ruinoso	3
44182	Perales del Alfambra	Malo	4
44182	Perales del Alfambra	Deficiente	12
44182	Perales del Alfambra	Bueno	178
44183	Pitarque	Ruinoso	1
44183	Pitarque	Bueno	136
44184	Plou	Ruinoso	1
44184	Plou	Malo	2
44184	Plou	Deficiente	8
44184	Plou	Bueno	67
44185	Pobo (El)	Ruinoso	3
44185	Pobo (El)	Malo	5
44185	Pobo (El)	Deficiente	3
44185	Pobo (El)	Bueno	138
44187	Portellada (La)	Ruinoso	3
44187	Portellada (La)	Malo	14
44187	Portellada (La)	Deficiente	79
44187	Portellada (La)	Bueno	105
44189	Pozondón	Deficiente	1
44189	Pozondón	Bueno	124
44190	Pozuel del Campo	Ruinoso	1
44190	Pozuel del Campo	Malo	12
44190	Pozuel del Campo	Deficiente	18
44190	Pozuel del Campo	Bueno	128
44191	Puebla de Híjar (La)	Ruinoso	1
44191	Puebla de Híjar (La)	Malo	13
44191	Puebla de Híjar (La)	Deficiente	33
44191	Puebla de Híjar (La)	Bueno	737
44192	Puebla de Valverde (La)	Ruinoso	8
44192	Puebla de Valverde (La)	Malo	19
44192	Puebla de Valverde (La)	Deficiente	59
44192	Puebla de Valverde (La)	Bueno	328
44193	Puertomingalvo	Malo	2
44193	Puertomingalvo	Deficiente	21
44193	Puertomingalvo	Bueno	174
44194	Ráfales	Malo	6
44194	Ráfales	Deficiente	11
44194	Ráfales	Bueno	160
44195	Rillo	Malo	1
44195	Rillo	Deficiente	10
44195	Rillo	Bueno	103
44196	Riodeva	Ruinoso	2
44196	Riodeva	Malo	19
44196	Riodeva	Deficiente	69
44196	Riodeva	Bueno	112
44197	Ródenas	Malo	3
44197	Ródenas	Deficiente	6
44197	Ródenas	Bueno	107
44198	Royuela	Malo	2
44198	Royuela	Deficiente	11
44198	Royuela	Bueno	144
44199	Rubiales	Bueno	51
44200	Rubielos de la Cérida	Ruinoso	5
44200	Rubielos de la Cérida	Deficiente	4
44200	Rubielos de la Cérida	Bueno	71
44201	Rubielos de Mora	Ruinoso	3
44201	Rubielos de Mora	Malo	3
44201	Rubielos de Mora	Deficiente	11
44201	Rubielos de Mora	Bueno	593
44203	Salcedillo	Bueno	33
44204	Saldón	Ruinoso	6
44204	Saldón	Malo	1
44204	Saldón	Deficiente	19
44204	Saldón	Bueno	66
44205	Samper de Calanda	Ruinoso	20
44205	Samper de Calanda	Malo	31
44205	Samper de Calanda	Deficiente	191
44205	Samper de Calanda	Bueno	434
44206	San Agustín	Ruinoso	9
44206	San Agustín	Malo	1
44206	San Agustín	Deficiente	11
44206	San Agustín	Bueno	173
44207	San Martín del Río	Ruinoso	1
44207	San Martín del Río	Malo	5
44207	San Martín del Río	Deficiente	90
44207	San Martín del Río	Bueno	191
44208	Santa Cruz de Nogueras	Ruinoso	1
44208	Santa Cruz de Nogueras	Malo	2
44208	Santa Cruz de Nogueras	Deficiente	3
44208	Santa Cruz de Nogueras	Bueno	47
44209	Santa Eulalia	Malo	5
44209	Santa Eulalia	Deficiente	27
44209	Santa Eulalia	Bueno	726
44210	Sarrión	Ruinoso	4
44210	Sarrión	Malo	5
44210	Sarrión	Deficiente	37
44210	Sarrión	Bueno	699
44211	Segura de los Baños	Bueno	91
44212	Seno	Bueno	93
44213	Singra	Ruinoso	2
44213	Singra	Deficiente	10
44213	Singra	Bueno	86
44215	Terriente	Malo	3
44215	Terriente	Deficiente	21
44215	Terriente	Bueno	164
44216	Teruel	Ruinoso	29
44216	Teruel	Malo	134
44216	Teruel	Deficiente	441
44216	Teruel	Bueno	4283
44217	Toril y Masegoso	Bueno	91
44218	Tormón	Bueno	69
44219	Tornos	Malo	8
44219	Tornos	Deficiente	49
44219	Tornos	Bueno	202
44220	Torralba de los Sisones	Ruinoso	3
44220	Torralba de los Sisones	Malo	3
44220	Torralba de los Sisones	Deficiente	3
44220	Torralba de los Sisones	Bueno	133
44221	Torrecilla de Alcañiz	Ruinoso	6
44221	Torrecilla de Alcañiz	Malo	17
44221	Torrecilla de Alcañiz	Deficiente	65
44221	Torrecilla de Alcañiz	Bueno	188
44222	Torrecilla del Rebollar	Ruinoso	6
44222	Torrecilla del Rebollar	Malo	22
44222	Torrecilla del Rebollar	Deficiente	30
44222	Torrecilla del Rebollar	Bueno	150
44223	Torre de Arcas	Malo	1
44223	Torre de Arcas	Deficiente	15
44223	Torre de Arcas	Bueno	73
44224	Torre de las Arcas	Ruinoso	3
44224	Torre de las Arcas	Malo	8
44224	Torre de las Arcas	Deficiente	39
44224	Torre de las Arcas	Bueno	44
44225	Torre del Compte	Ruinoso	1
44225	Torre del Compte	Malo	11
44225	Torre del Compte	Deficiente	28
44225	Torre del Compte	Bueno	148
44226	Torrelacárcel	Deficiente	13
44226	Torrelacárcel	Bueno	228
44227	Torre los Negros	Ruinoso	4
44227	Torre los Negros	Malo	7
44227	Torre los Negros	Deficiente	16
44227	Torre los Negros	Bueno	94
44228	Torremocha de Jiloca	Ruinoso	1
44228	Torremocha de Jiloca	Deficiente	7
44228	Torremocha de Jiloca	Bueno	117
44229	Torres de Albarracín	Ruinoso	1
44229	Torres de Albarracín	Malo	2
44229	Torres de Albarracín	Deficiente	10
44229	Torres de Albarracín	Bueno	127
44230	Torrevelilla	Ruinoso	2
44230	Torrevelilla	Malo	6
44230	Torrevelilla	Deficiente	7
44230	Torrevelilla	Bueno	159
44231	Torrijas	Ruinoso	2
44231	Torrijas	Deficiente	28
44231	Torrijas	Bueno	146
44232	Torrijo del Campo	Ruinoso	4
44232	Torrijo del Campo	Malo	20
44232	Torrijo del Campo	Deficiente	20
44232	Torrijo del Campo	Bueno	319
44234	Tramacastiel	Ruinoso	17
44234	Tramacastiel	Malo	2
44234	Tramacastiel	Deficiente	36
44234	Tramacastiel	Bueno	118
44235	Tramacastilla	Malo	3
44235	Tramacastilla	Deficiente	20
44235	Tramacastilla	Bueno	105
44236	Tronchón	Deficiente	26
44236	Tronchón	Bueno	99
44237	Urrea de Gaén	Ruinoso	2
44237	Urrea de Gaén	Malo	10
44237	Urrea de Gaén	Deficiente	29
44237	Urrea de Gaén	Bueno	352
44238	Utrillas	Ruinoso	2
44238	Utrillas	Malo	15
44238	Utrillas	Deficiente	60
44238	Utrillas	Bueno	631
44239	Valacloche	Ruinoso	1
44239	Valacloche	Malo	7
44239	Valacloche	Deficiente	6
44239	Valacloche	Bueno	54
44240	Valbona	Ruinoso	1
44240	Valbona	Malo	1
44240	Valbona	Deficiente	20
44240	Valbona	Bueno	224
44241	Valdealgorfa	Ruinoso	6
44241	Valdealgorfa	Malo	8
44241	Valdealgorfa	Deficiente	52
44241	Valdealgorfa	Bueno	323
44243	Valdecuenca	Malo	1
44243	Valdecuenca	Deficiente	12
44243	Valdecuenca	Bueno	69
44244	Valdelinares	Ruinoso	4
44244	Valdelinares	Malo	10
44244	Valdelinares	Deficiente	2
44244	Valdelinares	Bueno	127
44245	Valdeltormo	Ruinoso	3
44245	Valdeltormo	Malo	10
44245	Valdeltormo	Deficiente	39
44245	Valdeltormo	Bueno	177
44246	Valderrobres	Ruinoso	9
44246	Valderrobres	Malo	15
44246	Valderrobres	Deficiente	56
44246	Valderrobres	Bueno	874
44247	Valjunquera	Ruinoso	1
44247	Valjunquera	Malo	2
44247	Valjunquera	Deficiente	17
44247	Valjunquera	Bueno	269
44249	Vallecillo (El)	Bueno	78
44250	Veguillas de la Sierra	Deficiente	1
44250	Veguillas de la Sierra	Bueno	48
44251	Villafranca del Campo	Deficiente	24
44251	Villafranca del Campo	Bueno	252
44252	Villahermosa del Campo	Deficiente	4
44252	Villahermosa del Campo	Bueno	59
44256	Villanueva del Rebollar de la Sierra	Deficiente	2
44256	Villanueva del Rebollar de la Sierra	Bueno	89
44257	Villar del Cobo	Ruinoso	6
44257	Villar del Cobo	Malo	2
44257	Villar del Cobo	Deficiente	8
44257	Villar del Cobo	Bueno	115
44258	Villar del Salz	Ruinoso	1
44258	Villar del Salz	Deficiente	2
44258	Villar del Salz	Bueno	94
44260	Villarluengo	Bueno	183
44261	Villarquemado	Ruinoso	2
44261	Villarquemado	Malo	1
44261	Villarquemado	Deficiente	8
44261	Villarquemado	Bueno	491
44262	Villarroya de los Pinares	Malo	2
44262	Villarroya de los Pinares	Deficiente	29
44262	Villarroya de los Pinares	Bueno	157
44263	Villastar	Ruinoso	5
44263	Villastar	Deficiente	9
44263	Villastar	Bueno	229
44264	Villel	Ruinoso	15
44264	Villel	Malo	5
44264	Villel	Deficiente	6
44264	Villel	Bueno	310
44265	Vinaceite	Malo	5
44265	Vinaceite	Deficiente	17
44265	Vinaceite	Bueno	163
44266	Visiedo	Ruinoso	4
44266	Visiedo	Malo	2
44266	Visiedo	Deficiente	17
44266	Visiedo	Bueno	122
44267	Vivel del Río Martín	Deficiente	3
44267	Vivel del Río Martín	Bueno	211
44268	Zoma (La)	Bueno	20
50001	Abanto	Malo	1
50001	Abanto	Deficiente	34
50001	Abanto	Bueno	114
50002	Acered	Ruinoso	3
50002	Acered	Malo	2
50002	Acered	Deficiente	25
50002	Acered	Bueno	172
50003	Agón	Malo	1
50003	Agón	Deficiente	10
50003	Agón	Bueno	99
50004	Aguarón	Ruinoso	15
50004	Aguarón	Malo	52
50004	Aguarón	Deficiente	87
50004	Aguarón	Bueno	321
50005	Aguilón	Ruinoso	1
50005	Aguilón	Malo	1
50005	Aguilón	Deficiente	8
50005	Aguilón	Bueno	234
50006	Ainzón	Malo	7
50006	Ainzón	Deficiente	27
50006	Ainzón	Bueno	509
50007	Aladrén	Bueno	150
50008	Alagón	Ruinoso	29
50008	Alagón	Malo	22
50008	Alagón	Deficiente	40
50008	Alagón	Bueno	1478
50009	Alarba	Ruinoso	12
50009	Alarba	Malo	20
50009	Alarba	Bueno	158
50010	Alberite de San Juan	Ruinoso	5
50010	Alberite de San Juan	Malo	2
50010	Alberite de San Juan	Deficiente	7
50010	Alberite de San Juan	Bueno	51
50011	Albeta	Ruinoso	1
50011	Albeta	Malo	4
50011	Albeta	Deficiente	4
50011	Albeta	Bueno	64
50012	Alborge	Malo	2
50012	Alborge	Deficiente	2
50012	Alborge	Bueno	96
50013	Alcalá de Ebro	Malo	11
50013	Alcalá de Ebro	Deficiente	37
50013	Alcalá de Ebro	Bueno	128
50014	Alcalá de Moncayo	Malo	7
50014	Alcalá de Moncayo	Deficiente	22
50014	Alcalá de Moncayo	Bueno	44
50015	Alconchel de Ariza	Ruinoso	4
50015	Alconchel de Ariza	Malo	2
50015	Alconchel de Ariza	Deficiente	124
50015	Alconchel de Ariza	Bueno	33
50016	Aldehuela de Liestos	Deficiente	6
50016	Aldehuela de Liestos	Bueno	92
50017	Alfajarín	Ruinoso	5
50017	Alfajarín	Deficiente	8
50017	Alfajarín	Bueno	673
50018	Alfamén	Ruinoso	1
50018	Alfamén	Malo	8
50018	Alfamén	Deficiente	16
50018	Alfamén	Bueno	511
50019	Alforque	Ruinoso	8
50019	Alforque	Malo	9
50019	Alforque	Deficiente	8
50019	Alforque	Bueno	83
50020	Alhama de Aragón	Ruinoso	8
50020	Alhama de Aragón	Malo	27
50020	Alhama de Aragón	Deficiente	44
50020	Alhama de Aragón	Bueno	470
50021	Almochuel	Malo	1
50021	Almochuel	Bueno	29
50022	Almolda (La)	Ruinoso	4
50022	Almolda (La)	Malo	3
50022	Almolda (La)	Deficiente	27
50022	Almolda (La)	Bueno	294
50023	Almonacid de la Cuba	Malo	1
50023	Almonacid de la Cuba	Deficiente	8
50023	Almonacid de la Cuba	Bueno	152
50024	Almonacid de la Sierra	Ruinoso	3
50024	Almonacid de la Sierra	Malo	13
50024	Almonacid de la Sierra	Deficiente	45
50024	Almonacid de la Sierra	Bueno	419
50025	Almunia de Doña Godina (La)	Ruinoso	23
50025	Almunia de Doña Godina (La)	Malo	34
50025	Almunia de Doña Godina (La)	Deficiente	113
50025	Almunia de Doña Godina (La)	Bueno	1588
50026	Alpartir	Ruinoso	1
50026	Alpartir	Malo	1
50026	Alpartir	Deficiente	3
50026	Alpartir	Bueno	310
50027	Ambel	Ruinoso	3
50027	Ambel	Malo	3
50027	Ambel	Deficiente	14
50027	Ambel	Bueno	238
50028	Anento	Ruinoso	4
50028	Anento	Malo	1
50028	Anento	Deficiente	16
50028	Anento	Bueno	117
50029	Aniñón	Ruinoso	4
50029	Aniñón	Malo	15
50029	Aniñón	Deficiente	36
50029	Aniñón	Bueno	383
50030	Añón de Moncayo	Ruinoso	4
50030	Añón de Moncayo	Malo	23
50030	Añón de Moncayo	Deficiente	69
50030	Añón de Moncayo	Bueno	95
50031	Aranda de Moncayo	Ruinoso	3
50031	Aranda de Moncayo	Malo	3
50031	Aranda de Moncayo	Deficiente	13
50031	Aranda de Moncayo	Bueno	279
50032	Arándiga	Malo	6
50032	Arándiga	Deficiente	101
50032	Arándiga	Bueno	327
50033	Ardisa	Bueno	97
50034	Ariza	Ruinoso	25
50034	Ariza	Malo	65
50034	Ariza	Deficiente	239
50034	Ariza	Bueno	227
50035	Artieda	Malo	1
50035	Artieda	Deficiente	1
50035	Artieda	Bueno	47
50036	Asín	Ruinoso	2
50036	Asín	Malo	3
50036	Asín	Deficiente	16
50036	Asín	Bueno	78
50037	Atea	Ruinoso	1
50037	Atea	Deficiente	10
