Año	Municipio código	Municipio nombre	Urbana   Número de recibos	Urbana   Base imponible (miles de euros)	Urbana   Base liquidable (miles de euros)	Urbana   Cuota íntegra (euros)	Urbana   Cuota líquida (euros)
2007	22253	Yésero	78	2870	1114	4456	4456
2007	22254	Zaidín	1231	16243	16243	64973	64922
2007	22901	Valle de Hecho	1129	12956	12956	77736	76958
2007	22902	Puente la Reina de Jaca	384	12634	6465	32970	32965
2007	22903	San Miguel del Cinca	601	7094	7094	34049	34049
2007	22904	Sotonera (La)	1082	13306	13306	67861	67807
2007	22905	Lupiñén-Ortilla	410	4598	4598	28051	25734
2007	22906	Santa María de Dulcis	153	1384	1384	10382	10377
2007	22907	Aínsa-Sobrarbe	1758	35974	35974	233830	230822
2007	22908	Hoz y Costeán	216	1630	1630	4889	4889
2007	22909	Vencillón	180	3658	3658	25604	25348
2007	44001	Ababuj	160	1036	1036	4143	3991
2007	44002	Abejuela	284	944	944	10387	9970
2007	44003	Aguatón	64	254	254	1268	1210
2007	44004	Aguaviva	926	13745	13745	68727	62439
2007	44005	Aguilar del Alfambra	225	1369	1369	6162	5883
2007	44006	Alacón	594	5107	5107	20430	20430
2007	44007	Alba	412	3111	3111	18663	18663
2007	44008	Albalate del Arzobispo	2587	28807	26853	153062	145684
2007	44009	Albarracín	1278	22571	19363	145226	145226
2007	44010	Albentosa	629	6868	6868	37774	36614
2007	44011	Alcaine	306	1021	1021	6129	5954
2007	44012	Alcalá de la Selva	2037	40136	40136	160546	153898
2007	44013	Alcañiz	12123	244874	244874	1836555	1756954
2007	44014	Alcorisa	3175	52639	51388	359713	353604
2007	44016	Alfambra	647	7906	7906	41110	39545
2007	44017	Aliaga	866	8743	8743	43714	39835
2007	44018	Almohaja	93	410	410	1641	1641
2007	44019	Alobras	216	1244	1244	7462	6923
2007	44020	Alpeñés	81	406	406	1828	1751
2007	44021	Allepuz	257	1497	1497	7485	6996
2007	44022	Alloza	1147	9873	9873	40479	39616
2007	44023	Allueva	91	240	240	1562	1480
2007	44024	Anadón	130	549	549	4669	4317
2007	44025	Andorra	5557	151066	151066	906397	875806
2007	44026	Arcos de las Salinas	468	4015	4015	32118	32118
2007	44027	Arens de Lledó	265	2367	2367	14201	13827
2007	44028	Argente	329	2282	2282	11410	11010
2007	44029	Ariño	1041	23540	11461	84813	79030
2007	44031	Azaila	293	2083	2083	13539	13059
2007	44032	Bádenas	103	338	338	1351	1289
2007	44033	Báguena	852	5677	5677	31223	29575
2007	44034	Bañón	257	1677	1677	6709	6490
2007	44035	Barrachina	279	1807	1807	9939	9939
2007	44036	Bea	68	352	352	1759	1656
2007	44037	Beceite	738	8184	8184	32735	32000
2007	44038	Belmonte de San José	309	7451	2975	16361	15478
2007	44039	Bello	619	4632	4632	18529	17923
2007	44040	Berge	357	7164	4100	16398	16398
2007	44041	Bezas	158	1006	1006	4025	3857
2007	44042	Blancas	395	2327	2327	9772	9772
2007	44043	Blesa	355	2133	2133	12796	12270
2007	44044	Bordón	250	1558	1558	11687	11561
2007	44045	Bronchales	1036	19379	16640	83199	81879
2007	44046	Bueña	196	652	652	4892	4707
2007	44047	Burbáguena	545	5009	5009	20035	20035
2007	44048	Cabra de Mora	250	4120	2886	23092	21311
2007	44049	Calaceite	1199	28741	22675	163261	155288
2007	44050	Calamocha	5195	98305	98305	653731	630630
2007	44051	Calanda	3035	48269	48269	320991	320991
2007	44052	Calomarde	280	4781	2890	11561	11204
2007	44053	Camañas	195	1130	1130	5652	5652
2007	44054	Camarena de la Sierra	556	3198	3198	15989	15371
2007	44055	Camarillas	266	2185	2185	10923	10598
2007	44056	Caminreal	833	10729	10729	53646	53646
2007	44059	Cantavieja	761	10102	10102	60610	60610
2007	44060	Cañada de Benatanduz	249	795	795	3178	2948
2007	44061	Cañada de Verich (La)	152	838	838	5029	4827
2007	44062	Cañada Vellida	77	640	640	3842	3645
2007	44063	Cañizar del Olivar	277	1628	1628	13836	12839
2007	44064	Cascante del Río	236	1757	1757	10542	10135
2007	44065	Castejón de Tornos	219	975	975	3901	3901
2007	44066	Castel de Cabra	342	6063	3097	12389	12389
2007	44067	Castelnou	268	2400	2400	12002	12002
2007	44068	Castelserás	919	10579	10579	56067	56067
2007	44070	Castellar (El)	176	1366	1366	10932	10290
2007	44071	Castellote	1467	12571	12571	62856	59011
2007	44074	Cedrillas	550	5313	5313	21253	20479
2007	44075	Celadas	297	3762	3762	15049	14600
2007	44076	Cella	2418	41661	41661	249965	243045
2007	44077	Cerollera (La)	169	738	738	4427	4207
2007	44080	Codoñera (La)	586	16036	6755	30398	30398
2007	44082	Corbalán	164	949	949	3797	3517
2007	44084	Cortes de Aragón	238	3589	1247	7484	7094
2007	44085	Cosa	166	1274	1274	5097	4865
2007	44086	Cretas	665	7642	7642	34387	33723
2007	44087	Crivillén	297	1623	1623	8114	7654
2007	44088	Cuba (La)	183	734	734	5135	5135
2007	44089	Cubla	150	1340	1340	5358	5125
2007	44090	Cucalón	243	1543	1543	6174	5863
2007	44092	Cuervo (El)	268	1930	1930	13511	13013
2007	44093	Cuevas de Almudén	115	1130	1130	4520	4447
2007	44094	Cuevas Labradas	175	1450	1450	7249	6838
2007	44096	Ejulve	477	3226	3226	14841	14590
2007	44097	Escorihuela	273	1691	1691	10148	9916
2007	44099	Escucha	832	11899	6122	52037	52037
2007	44100	Estercuel	603	5065	5065	25327	23932
2007	44101	Ferreruela de Huerva	159	1020	1020	5101	4900
2007	44102	Fonfría	84	407	407	1220	1220
2007	44103	Formiche Alto	380	2902	2902	23215	22956
2007	44105	Fórnoles	349	1956	1956	7824	7484
2007	44106	Fortanete	494	2978	2978	20849	19895
2007	44107	Foz-Calanda	393	5793	5793	31862	31862
2007	44108	Fresneda (La)	756	20427	14139	84832	82573
2007	44109	Frías de Albarracín	400	2455	2455	9821	9172
2007	44110	Fuenferrada	138	724	724	2897	2769
2007	44111	Fuentes Calientes	154	1529	1529	6116	5883
2007	44112	Fuentes Claras	555	6821	6821	31379	31379
2007	44113	Fuentes de Rubielos	404	1925	1925	13476	12302
2007	44114	Fuentespalda	399	5773	5773	34637	33392
2007	44115	Galve	153	1302	1302	9764	9361
2007	44116	Gargallo	231	5068	2495	9982	9970
2007	44117	Gea de Albarracín	781	14980	7740	54178	51536
2007	44118	Ginebrosa (La)	504	4093	4093	20463	20463
2007	44119	Griegos	221	2355	2355	11777	11300
2007	44120	Guadalaviar	410	8396	5991	23963	21649
2007	44121	Gúdar	162	1100	1100	4398	4232
2007	44122	Híjar	1654	24506	24506	154389	146523
2007	44123	Hinojosa de Jarque	195	1565	1565	6262	6124
2007	44124	Hoz de la Vieja (La)	379	1419	1419	8516	8276
2007	44125	Huesa del Común	474	7967	2260	9039	8761
2007	44126	Iglesuela del Cid (La)	646	5756	5756	28779	27044
2007	44127	Jabaloyas	322	1591	1591	7954	7484
2007	44128	Jarque de la Val	133	1543	1543	6172	6045
2007	44129	Jatiel	122	949	949	7115	7115
2007	44130	Jorcas	125	682	682	3412	3265
2007	44131	Josa	221	685	685	4111	3981
2007	44132	Lagueruela	165	887	887	4433	4300
2007	44133	Lanzuela	89	468	468	2107	2023
2007	44135	Libros	304	1888	1888	7551	7551
2007	44136	Lidón	167	1167	1167	5835	5835
2007	44137	Linares de Mora	496	9616	6179	24718	23310
2007	44138	Loscos	586	2147	2147	8590	8590
2007	44141	Lledó	229	1856	1856	7424	7241
2007	44142	Maicas	134	428	428	2142	2044
2007	44143	Manzanera	1743	16956	16956	84781	78621
2007	44144	Martín del Río	632	12028	6987	50307	47483
2007	44145	Mas de las Matas	1491	25766	24085	132466	121190
2007	44146	Mata de los Olmos (La)	271	2949	2949	11797	11003
2007	44147	Mazaleón	683	7281	7281	43685	41571
2007	44148	Mezquita de Jarque	144	1316	1316	5265	5198
2007	44149	Mirambel	273	2898	2898	13041	13041
2007	44150	Miravete de la Sierra	131	781	781	4684	4531
2007	44151	Molinos	504	3975	3975	15901	14858
2007	44152	Monforte de Moyuela	250	1111	1111	4444	4261
2007	44153	Monreal del Campo	2194	41174	41174	247045	239579
2007	44154	Monroyo	341	3824	3824	22942	21274
2007	44155	Montalbán	2051	16918	16918	109965	105725
2007	44156	Monteagudo del Castillo	180	1051	1051	4204	4011
2007	44157	Monterde de Albarracín	287	1371	1371	5485	5278
2007	44158	Mora de Rubielos	2469	32936	32936	247019	243033
2007	44159	Moscardón	178	1095	1095	4381	4082
2007	44160	Mosqueruela	687	9687	9687	38748	35528
2007	44161	Muniesa	930	12037	12037	60183	57527
2007	44163	Noguera de Albarracín	277	2085	2085	8342	7767
2007	44164	Nogueras	189	558	558	2233	2118
2007	44165	Nogueruelas	397	3348	3348	16741	16741
2007	44167	Obón	342	1297	1297	11028	10800
2007	44168	Odón	364	2850	2850	12824	12335
2007	44169	Ojos Negros	906	14482	12644	75862	70369
2007	44171	Olba	923	4338	4338	27330	26696
2007	44172	Oliete	861	7356	7356	36778	35425
2007	44173	Olmos (Los)	266	1810	1810	7239	6917
2007	44174	Orihuela del Tremedal	880	10014	10014	65093	59450
2007	44175	Orrios	213	1950	1950	7801	7801
2007	44176	Palomar de Arroyos	295	1839	1839	7357	7006
2007	44177	Pancrudo	387	2240	2240	10080	9573
2007	44178	Parras de Castellote (Las)	368	1578	1578	7890	7516
2007	44179	Peñarroya de Tastavins	520	8997	7235	28941	27036
2007	44180	Peracense	193	975	975	4389	4109
2007	44181	Peralejos	126	1024	1024	4815	4723
2007	44182	Perales del Alfambra	351	4056	4056	24739	24014
2007	44183	Pitarque	263	994	994	5963	5706
2007	44184	Plou	180	2817	979	4404	4138
2007	44185	Pobo (El)	195	1904	1904	7616	7239
2007	44187	Portellada (La)	354	8417	6899	41391	39314
2007	44189	Pozondón	216	1677	1677	6706	6187
2007	44190	Pozuel del Campo	319	1334	1334	6538	6271
2007	44191	Puebla de Híjar (La)	1206	16214	16214	97284	94171
2007	44192	Puebla de Valverde (La)	722	9631	9631	63565	60966
2007	44193	Puertomingalvo	335	7245	4577	18307	17594
2007	44194	Ráfales	337	7124	3721	22327	20437
2007	44195	Rillo	195	1252	1252	5134	4927
2007	44196	Riodeva	651	1843	1843	14742	14228
2007	44197	Ródenas	236	1340	1340	5362	5098
2007	44198	Royuela	466	3346	3346	13383	13088
2007	44199	Rubiales	120	541	541	3732	3435
2007	44200	Rubielos de la Cérida	174	450	450	2250	2095
2007	44201	Rubielos de Mora	1278	14727	14727	100147	95330
2007	44203	Salcedillo	65	184	184	1197	1120
2007	44204	Saldón	207	896	896	5376	5099
2007	44205	Samper de Calanda	1003	27842	19085	108784	102838
2007	44206	San Agustín	428	2812	2812	14058	14058
2007	44207	San Martín del Río	634	3395	3395	13581	13112
2007	44208	Santa Cruz de Nogueras	138	390	390	1561	1460
2007	44209	Santa Eulalia	1175	21099	21099	105496	99150
2007	44210	Sarrión	1906	36274	29904	197365	186952
2007	44211	Segura de los Baños	230	1107	1107	4429	4429
2007	44212	Seno	152	993	993	3972	3972
2007	44213	Singra	205	1335	1335	5338	5082
2007	44215	Terriente	274	2233	2233	8931	8930
2007	44216	Teruel	27722	903636	903636	4608544	4292318
2007	44217	Toril y Masegoso	99	513	513	2054	1918
2007	44218	Tormón	117	606	606	2423	2268
2007	44219	Tornos	524	3396	3396	15280	14868
2007	44220	Torralba de los Sisones	281	7283	3506	17528	16971
2007	44221	Torrecilla de Alcañiz	482	15042	6017	27676	25512
2007	44222	Torrecilla del Rebollar	313	1970	1970	7880	7576
2007	44223	Torre de Arcas	160	984	984	4922	4726
2007	44224	Torre de las Arcas	160	623	623	2492	2340
2007	44225	Torre del Compte	363	3782	3782	21182	20604
2007	44226	Torrelacárcel	510	4616	4616	18466	17778
2007	44227	Torre los Negros	213	1301	1301	5204	5031
2007	44228	Torremocha de Jiloca	244	1815	1815	9075	8685
2007	44229	Torres de Albarracín	337	2683	2683	10730	10368
2007	44230	Torrevelilla	292	7591	3140	21352	19373
2007	44231	Torrijas	373	2305	2305	18439	17566
2007	44232	Torrijo del Campo	553	5782	5782	23128	22604
2007	44234	Tramacastiel	360	1484	1484	9645	9265
2007	44235	Tramacastilla	365	6193	3158	12632	12144
2007	44236	Tronchón	261	1287	1287	5793	5403
2007	44237	Urrea de Gaén	666	6638	6638	26554	25568
2007	44238	Utrillas	2762	19326	19326	144947	137584
2007	44239	Valacloche	82	580	580	2320	2161
2007	44240	Valbona	618	8801	4760	35698	33578
2007	44241	Valdealgorfa	823	10308	10308	66999	61979
2007	44243	Valdecuenca	185	695	695	5561	5224
2007	44244	Valdelinares	214	1257	1257	5028	4734
2007	44245	Valdeltormo	494	6018	6018	36106	35317
2007	44246	Valderrobres	1839	41385	39151	234907	223665
2007	44247	Valjunquera	478	5602	5602	33612	32876
2007	44249	Vallecillo (El)	151	691	691	2764	2600
2007	44250	Veguillas de la Sierra	91	469	469	2815	2691
2007	44251	Villafranca del Campo	487	3826	3826	21044	21044
2007	44252	Villahermosa del Campo	129	890	890	4003	3852
2007	44256	Villanueva del Rebollar de la Sierra	132	729	729	3281	3109
2007	44257	Villar del Cobo	376	6361	4317	17268	12837
2007	44258	Villar del Salz	179	1054	1054	4216	4074
2007	44260	Villarluengo	420	2469	2469	9877	9118
2007	44261	Villarquemado	827	14041	14041	91268	91268
2007	44262	Villarroya de los Pinares	316	2177	2177	14149	13326
2007	44263	Villastar	422	3546	3546	25530	25490
2007	44264	Villel	596	4175	4175	29223	28235
2007	44265	Vinaceite	298	2792	2792	16752	16752
2007	44266	Visiedo	255	2052	2052	10873	10873
2007	44267	Vivel del Río Martín	336	1994	1994	11964	11559
2007	44268	Zoma (La)	89	265	265	1061	977
2007	50001	Abanto	296	1315	1315	5259	5259
2007	50002	Acered	368	1686	1686	11801	11799
2007	50003	Agón	169	2088	2088	12530	12530
2007	50004	Aguarón	864	9416	9416	79097	78306
2007	50005	Aguilón	511	2407	2407	12034	12034
2007	50006	Ainzón	1012	11988	11988	77920	77919
2007	50007	Aladrén	175	528	528	3697	3623
2007	50008	Alagón	3764	121505	110517	773622	769740
2007	50009	Alarba	219	2735	1923	7690	7690
2007	50010	Alberite de San Juan	96	688	688	3439	3439
2007	50011	Albeta	174	1849	1849	9708	9708
2007	50012	Alborge	164	1504	1441	10809	10809
2007	50013	Alcalá de Ebro	247	2835	2835	11338	11338
2007	50014	Alcalá de Moncayo	302	1425	1425	5698	5698
2007	50015	Alconchel de Ariza	483	2283	2283	9131	9131
2007	50016	Aldehuela de Liestos	151	1972	1263	5051	5050
2007	50017	Alfajarín	1503	64940	64921	305130	288291
2007	50018	Alfamén	951	15196	15196	100291	100036
2007	50019	Alforque	162	1497	1445	8238	8238
2007	50020	Alhama de Aragón	1281	54061	26689	173476	173476
2007	50021	Almochuel	96	436	436	2178	2178
2007	50022	Almolda (La)	525	9966	9966	49831	47522
2007	50023	Almonacid de la Cuba	435	1847	1847	12928	12927
2007	50024	Almonacid de la Sierra	1135	9345	9345	52333	52071
2007	50025	Almunia de Doña Godina (La)	4301	104336	104336	636449	635496
2007	50026	Alpartir	592	5238	5238	28809	28678
2007	50027	Ambel	550	2674	2674	22725	22725
2007	50028	Anento	188	1960	1215	10330	10330
2007	50029	Aniñón	888	8651	8651	43257	43256
2007	50030	Añón de Moncayo	762	6034	6034	30168	30168
2007	50031	Aranda de Moncayo	655	3685	3685	22112	22112
2007	50032	Arándiga	673	4670	4670	23349	23349
2007	50033	Ardisa	141	2476	1016	8130	7867
2007	50034	Ariza	1471	17325	17325	107418	107416
2007	50035	Artieda	136	912	912	5470	5470
2007	50036	Asín	176	2207	1083	7578	7576
2007	50037	Atea	561	2999	2999	11998	11998
2007	50038	Ateca	1775	23665	23665	146723	146722
2007	50039	Azuara	1095	9177	9177	45887	45885
2007	50040	Badules	167	1263	1263	5053	5053
2007	50041	Bagüés	73	610	610	3784	3783
2007	50042	Balconchán	81	255	255	1019	1019
2007	50043	Bárboles	366	3998	3998	17990	17989
2007	50044	Bardallur	358	2928	2928	11714	11714
2007	50045	Belchite	1143	16918	16918	109968	109965
2007	50046	Belmonte de Gracián	309	2463	2463	13546	13410
2007	50047	Berdejo	147	1231	802	3208	3208
2007	50048	Berrueco	82	1479	892	4996	4946
2007	50050	Bijuesca	369	2922	1939	7754	7754
2007	50051	Biota	985	12232	12232	80730	80729
2007	50052	Bisimbre	117	2578	2578	15470	15432
2007	50053	Boquiñeni	723	9946	9946	48737	48737
2007	50054	Bordalba	214	955	955	3819	3818
2007	50055	Borja	4104	62755	62755	558520	558342
2007	50056	Botorrita	389	6282	6282	37693	37693
2007	50057	Brea de Aragón	1573	26641	26641	133205	133205
2007	50058	Bubierca	292	1001	1001	4003	4003
2007	50059	Bujaraloz	702	18905	18905	75620	74107
2007	50060	Bulbuente	400	2962	2962	25176	25174
2007	50061	Bureta	285	2633	2633	13163	13163
2007	50062	Burgo de Ebro (El)	1590	120583	84657	338629	338629
2007	50063	Buste (El)	192	1355	1355	8809	8809
2007	50064	Cabañas de Ebro	449	7439	7439	52076	52076
2007	50065	Cabolafuente	282	1411	1411	5646	5646
2007	50066	Cadrete	2440	335154	108951	544756	544756
2007	50067	Calatayud	16296	417184	417184	2211076	2184835
2007	50068	Calatorao	1926	37995	37995	190357	189615
2007	50069	Calcena	192	2041	1083	6497	6497
2007	50070	Calmarza	240	1398	1398	9785	9785
2007	50071	Campillo de Aragón	312	4160	2973	17836	17836
2007	50072	Carenas	609	4622	4622	23109	22891
2007	50073	Cariñena	2245	46402	46402	255212	255020
2007	50074	Caspe	7052	134593	134593	1049823	1011424
2007	50075	Castejón de Alarba	203	882	882	3529	3528
2007	50076	Castejón de las Armas	237	998	998	3993	3992
2007	50077	Castejón de Valdejasa	417	5533	3669	22017	22017
2007	50078	Castiliscar	417	8082	5799	43495	43495
2007	50079	Cervera de la Cañada	414	3170	3170	12679	12679
2007	50080	Cerveruela	105	240	240	958	958
2007	50081	Cetina	916	12037	12037	62593	62593
2007	50082	Cimballa	341	3833	2250	13498	13497
2007	50083	Cinco Olivas	190	1809	1745	6980	6980
2007	50084	Clarés de Ribota	337	1791	1248	4993	4993
2007	50085	Codo	357	2960	2960	11841	11841
2007	50086	Codos	568	3065	3065	12262	12262
2007	50087	Contamina	82	387	387	2900	2900
2007	50088	Cosuenda	633	5077	5077	44167	44166
2007	50089	Cuarte de Huerva	4150	704287	248652	1740561	1739108
2007	50090	Cubel	378	2508	2508	10033	10033
2007	50091	Cuerlas (Las)	229	2998	1928	10796	10794
2007	50092	Chiprana	576	6281	6281	25751	25575
2007	50093	Chodes	190	1609	1609	6437	6436
2007	50094	Daroca	2330	48386	48386	266124	264793
2007	50095	Ejea de los Caballeros	12555	528134	357768	2211007	2181544
2007	50096	Embid de Ariza	224	876	876	3506	3506
2007	50098	Encinacorba	400	2912	2912	20382	20382
2007	50099	Épila	3143	78418	78418	602251	601970
2007	50100	Erla	437	5320	5320	29792	29792
2007	50101	Escatrón	1463	28004	28286	172547	172547
2007	50102	Fabara	1094	17848	17848	123152	123152
2007	50104	Farlete	336	4523	4523	18092	18091
2007	50105	Fayón	337	4533	4533	39894	38808
2007	50106	Fayos (Los)	249	1526	1526	9158	9158
2007	50107	Figueruelas	898	131498	131498	657489	657489
2007	50108	Fombuena	127	216	216	866	866
2007	50109	Frago (El)	191	1967	1305	7827	7827
2007	50110	Frasno (El)	929	7741	7741	50317	50317
2007	50111	Fréscano	223	2238	2238	14547	14546
2007	50113	Fuendejalón	791	8934	8934	52710	52710
2007	50114	Fuendetodos	226	2237	2237	8947	8947
2007	50115	Fuentes de Ebro	2609	48157	48157	288944	288942
2007	50116	Fuentes de Jiloca	467	6726	4703	28218	28218
2007	50117	Gallocanta	263	2089	2089	11910	11791
2007	50118	Gallur	2140	36714	36714	293710	293710
2007	50119	Gelsa	889	38072	15948	81333	81333
2007	50120	Godojos	211	1181	1181	4725	4725
2007	50121	Gotor	395	2280	2280	11399	11398
2007	50122	Grisel	185	1790	1790	7160	7160
2007	50123	Grisén	395	6759	6759	43931	43930
2007	50124	Herrera de los Navarros	1147	7305	7305	47482	47482
2007	50125	Ibdes	677	6989	6989	45426	45426
2007	50126	Illueca	3019	43057	43057	215287	198294
2007	50128	Isuerre	95	1297	916	5679	5677
2007	50129	Jaraba	513	20831	13433	94029	94026
2007	50130	Jarque	1008	6531	6531	39184	39183
2007	50131	Jaulín	305	3051	3051	13732	13731
2007	50132	Joyosa (La)	596	85112	32835	197009	191420
2007	50133	Lagata	249	1489	1489	5958	5957
2007	50134	Langa del Castillo	394	2161	2161	8643	8643
2007	50135	Layana	149	3521	2335	17513	17513
2007	50136	Lécera	863	9100	9100	45501	45501
2007	50137	Leciñena	849	25019	22138	99620	99620
2007	50138	Lechón	66	1271	834	3335	3334
2007	50139	Letux	556	4934	4934	19735	19734
2007	50140	Litago	389	1643	1643	9860	9860
2007	50141	Lituénigo	360	1248	1248	6242	6242
2007	50142	Lobera de Onsella	182	834	834	5173	5173
2007	50143	Longares	752	9013	9013	61289	60659
2007	50144	Longás	122	546	546	3387	3386
2007	50146	Lucena de Jalón	303	3839	3839	23037	23036
2007	50147	Luceni	808	13714	13714	64454	64454
2007	50148	Luesia	507	3239	3239	18136	18135
