Municipio código	Municipio nombre	Año	Sistema de cultivo	Total (A+B+C1+C2+D)	(A) FRUTALES. Total	Manzano	Peral	Membrillero	Albaricoquero	Cerezo y Guindo	Melocotonero	Ciruelo	Higuera	Palmera datilera	Azufaifo y otros	Almendro	Nogal	Avellano	Nectarina	Otros frutales	(B) VIÑEDO. Total	Viñedo de uva de mesa	Viñedo de uva de vino	Viñedo de uva para pasas	(C1) OLIVAR. Total	Olivar de aceituna de mesa y para aceite	(C2) OTROS CULTIVOS LEÑOSOS. Total	(D) VIVEROS. Total
50068	Calatorao	2016	Regadío	1003	974	256	81	0	58	114	363	5	0	0	0	15	0	0	82	0	18	0	18	0	9	9	0	2
50068	Calatorao	2016	Secano	187	81	0	0	0	12	15	7	0	0	0	0	39	0	0	3	5	78	0	78	0	28	28	0	0
50069	Calcena	2016	Regadío											0														
50069	Calcena	2016	Secano											0														
50070	Calmarza	2016	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50070	Calmarza	2016	Secano	25	25	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0
50071	Campillo de Aragón	2016	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50071	Campillo de Aragón	2016	Secano	23	23	0	0	0	0	22	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
50072	Carenas	2016	Regadío	2	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
50072	Carenas	2016	Secano	37	33	0	0	0	0	1	0	0	0	0	0	32	0	0	0	0	2	0	2	0	2	2	0	0
50073	Cariñena	2016	Regadío	1896	236	94	43	0	14	18	37	19	0	0	0	3	0	0	8	0	1642	0	1642	0	18	18	0	0
50073	Cariñena	2016	Secano	2910	85	5	0	0	0	0	0	0	0	0	0	80	0	0	0	0	2802	0	2802	0	21	21	0	2
50074	Caspe	2016	Regadío	3913	3153	16	81	0	308	578	778	98	7	0	23	649	0	0	605	10	56	46	10	0	689	689	0	15
50074	Caspe	2016	Secano	1353	852	0	2	0	31	56	64	8	0	0	0	618	6	0	67	0	45	0	45	0	449	449	0	7
50075	Castejón de Alarba	2016	Regadío	12	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50075	Castejón de Alarba	2016	Secano	350	271	0	0	0	0	54	5	1	0	0	0	211	0	0	0	0	79	0	79	0	0	0	0	0
50076	Castejón de las Armas	2016	Regadío	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50076	Castejón de las Armas	2016	Secano	22	11	0	0	0	0	4	0	0	0	0	0	7	0	0	0	0	11	0	11	0	0	0	0	0
50077	Castejón de Valdejasa	2016	Regadío	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	0	0
50077	Castejón de Valdejasa	2016	Secano	120	48	0	0	0	0	0	0	0	0	0	0	41	0	0	0	7	39	0	39	0	33	33	0	0
50078	Castiliscar	2016	Regadío	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
50078	Castiliscar	2016	Secano	13	7	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	1	0	5	5	0	0
50079	Cervera de la Cañada	2016	Regadío	60	12	3	2	0	0	2	2	1	0	0	0	2	0	0	0	0	47	4	43	0	1	1	0	0
50079	Cervera de la Cañada	2016	Secano	716	119	0	0	0	0	23	0	1	0	0	0	95	0	0	0	0	576	2	574	0	21	21	0	0
50080	Cerveruela	2016	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50080	Cerveruela	2016	Secano	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8	0	0	0	0	0
50081	Cetina	2016	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50081	Cetina	2016	Secano	42	27	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	15	0	15	0	0	0	0	0
50082	Cimballa	2016	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50082	Cimballa	2016	Secano	10	4	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	6	0	6	0	0	0	0	0
50083	Cinco Olivas	2016	Regadío	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50083	Cinco Olivas	2016	Secano	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50084	Clarés de Ribota	2016	Regadío	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50084	Clarés de Ribota	2016	Secano	90	70	0	0	0	0	15	0	0	0	0	0	55	0	0	0	0	20	0	20	0	0	0	0	0
50085	Codo	2016	Regadío	41	25	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	16	16	0	0
50085	Codo	2016	Secano	15	11	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	4	4	0	0
50086	Codos	2016	Regadío	88	81	0	1	0	0	72	4	3	0	0	0	1	0	0	0	0	0	0	0	0	7	7	0	0
50086	Codos	2016	Secano	209	145	0	0	0	0	105	0	2	0	0	0	38	0	0	0	0	50	0	50	0	14	14	0	0
50087	Contamina	2016	Regadío	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
50087	Contamina	2016	Secano	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0
50088	Cosuenda	2016	Regadío	168	3	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	158	0	158	0	7	7	0	0
50088	Cosuenda	2016	Secano	712	196	0	0	0	0	11	0	0	0	0	0	185	0	0	0	0	431	0	431	0	85	85	0	0
50089	Cuarte de Huerva	2016	Regadío	11	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	8	0	0	0	0	0
50089	Cuarte de Huerva	2016	Secano	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	0	0	0	0	0
50090	Cubel	2016	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50090	Cubel	2016	Secano	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
50091	Cuerlas (Las)	2016	Regadío											0														
50091	Cuerlas (Las)	2016	Secano											0														
50092	Chiprana	2016	Regadío	454	371	0	1	0	11	13	113	1	0	0	0	147	0	0	85	0	0	0	0	0	83	83	0	0
50092	Chiprana	2016	Secano	31	9	0	0	0	0	0	3	0	0	0	0	5	0	0	1	0	0	0	0	0	22	22	0	0
50093	Chodes	2016	Regadío	38	34	19	8	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0
50093	Chodes	2016	Secano	43	8	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	4	0	4	0	31	31	0	0
50094	Daroca	2016	Regadío	14	10	0	0	0	0	1	0	0	0	0	0	2	7	0	0	0	4	0	4	0	0	0	0	0
50094	Daroca	2016	Secano	194	62	0	0	0	0	4	0	0	0	0	0	56	1	0	0	1	132	0	132	0	0	0	0	0
50095	Ejea de los Caballeros	2016	Regadío	919	712	24	6	0	0	0	1	0	0	0	0	669	12	0	0	0	56	0	56	0	91	91	60	0
50095	Ejea de los Caballeros	2016	Secano	63	52	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	9	0	9	0	2	2	0	0
50096	Embid de Ariza	2016	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50096	Embid de Ariza	2016	Secano	6	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	4	0	0	0	0	0
50098	Encinacorba	2016	Regadío	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	3	24	0	0	0	0	0
50098	Encinacorba	2016	Secano	476	70	0	0	0	0	11	0	0	0	0	0	59	0	0	0	0	401	20	381	0	5	5	0	0
50099	Épila	2016	Regadío	1304	1152	456	159	0	48	190	39	50	2	0	0	160	1	0	47	0	17	0	17	0	135	135	0	0
50099	Épila	2016	Secano	912	670	2	1	0	0	20	10	1	0	0	0	635	0	0	1	0	88	0	88	0	154	154	0	0
50100	Erla	2016	Regadío	14	12	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	1	0	1	1	0	0
50100	Erla	2016	Secano	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50101	Escatrón	2016	Regadío	577	55	0	0	0	0	0	30	0	0	0	0	2	0	0	23	0	0	0	0	0	522	522	0	0
50101	Escatrón	2016	Secano	34	17	0	0	0	0	0	1	0	0	0	0	11	0	0	5	0	0	0	0	0	17	17	0	0
50102	Fabara	2016	Regadío	686	574	0	1	0	1	5	120	39	2	0	5	392	0	0	7	2	16	0	16	0	96	96	0	0
50102	Fabara	2016	Secano	2278	1655	0	0	0	2	2	18	1	0	0	0	1632	0	0	0	0	46	0	46	0	577	577	0	0
50104	Farlete	2016	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50104	Farlete	2016	Secano	26	19	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	7	7	0	0
50105	Fayón	2016	Regadío	39	38	0	0	0	4	1	0	1	0	0	0	31	1	0	0	0	0	0	0	0	1	1	0	0
50105	Fayón	2016	Secano	552	395	0	0	0	2	20	6	0	0	0	0	356	0	0	11	0	1	1	0	0	156	156	0	0
50106	Fayos (Los)	2016	Regadío	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
50106	Fayos (Los)	2016	Secano	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50107	Figueruelas	2016	Regadío	49	25	6	0	0	0	2	0	0	0	0	0	17	0	0	0	0	2	0	2	0	22	22	0	0
50107	Figueruelas	2016	Secano	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
50108	Fombuena	2016	Regadío											0														
50108	Fombuena	2016	Secano											0														
50109	Frago (El)	2016	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50109	Frago (El)	2016	Secano	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
50110	Frasno (El)	2016	Regadío	207	135	0	1	0	0	123	0	1	0	0	0	10	0	0	0	0	33	0	33	0	39	39	0	0
50110	Frasno (El)	2016	Secano	822	673	0	0	0	2	252	0	0	0	0	0	419	0	0	0	0	57	0	57	0	92	92	0	0
50111	Fréscano	2016	Regadío	57	36	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	4	0	4	0	17	17	0	0
50111	Fréscano	2016	Secano	5	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	0	0
50113	Fuendejalón	2016	Regadío	795	42	0	0	0	0	0	2	0	0	0	0	39	0	0	0	1	689	0	689	0	62	62	0	2
50113	Fuendejalón	2016	Secano	2536	718	0	0	0	0	0	0	0	0	0	0	717	0	0	0	1	1704	0	1704	0	114	114	0	0
50114	Fuendetodos	2016	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50114	Fuendetodos	2016	Secano	10	8	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	1	0	1	0	1	1	0	0
50115	Fuentes de Ebro	2016	Regadío	335	48	0	0	0	1	1	5	0	1	0	0	40	0	0	0	0	16	0	16	0	271	271	0	0
50115	Fuentes de Ebro	2016	Secano	21	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	4	0	4	0	7	7	0	0
50116	Fuentes de Jiloca	2016	Regadío	87	87	11	46	0	0	0	12	12	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
50116	Fuentes de Jiloca	2016	Secano	69	45	1	2	0	0	1	1	0	0	0	0	40	0	0	0	0	24	0	24	0	0	0	0	0
50117	Gallocanta	2016	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50117	Gallocanta	2016	Secano	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
50118	Gallur	2016	Regadío	4	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0
50118	Gallur	2016	Secano	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0
50119	Gelsa	2016	Regadío	109	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	105	105	0	0
50119	Gelsa	2016	Secano	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0
50120	Godojos	2016	Regadío	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
50120	Godojos	2016	Secano	103	66	0	0	0	0	2	0	0	0	0	0	64	0	0	0	0	35	0	35	0	2	2	0	0
50121	Gotor	2016	Regadío	20	19	2	1	0	0	7	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	1	0	0
50121	Gotor	2016	Secano	168	140	0	0	0	0	15	0	0	0	0	0	125	0	0	0	0	10	0	10	0	18	18	0	0
50122	Grisel	2016	Regadío	48	9	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	6	0	6	0	33	33	0	0
50122	Grisel	2016	Secano	17	8	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	7	0	7	0	2	2	0	0
50123	Grisén	2016	Regadío	22	21	12	2	0	1	0	3	1	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0
50123	Grisén	2016	Secano	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50124	Herrera de los Navarros	2016	Regadío	38	38	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0
50124	Herrera de los Navarros	2016	Secano	494	487	0	0	0	0	0	0	0	0	0	0	487	0	0	0	0	0	0	0	0	7	7	0	0
50125	Ibdes	2016	Regadío	20	15	1	1	0	0	1	1	1	0	0	0	10	0	0	0	0	5	0	5	0	0	0	0	0
50125	Ibdes	2016	Secano	779	645	0	0	0	0	24	4	2	0	0	0	615	0	0	0	0	133	0	133	0	1	1	0	0
50126	Illueca	2016	Regadío	11	4	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	7	0	0
50126	Illueca	2016	Secano	171	133	0	0	0	0	16	0	0	0	0	0	117	0	0	0	0	12	0	12	0	26	26	0	0
50128	Isuerre	2016	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50128	Isuerre	2016	Secano	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	5	5	0	0
50129	Jaraba	2016	Regadío	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0
50129	Jaraba	2016	Secano	203	198	0	0	0	0	5	0	0	0	0	0	193	0	0	0	0	5	0	5	0	0	0	0	0
50130	Jarque de Moncayo	2016	Regadío	53	46	1	0	0	0	21	6	1	0	0	0	16	1	0	0	0	1	0	1	0	6	6	0	0
50130	Jarque de Moncayo	2016	Secano	512	412	0	0	0	0	22	0	0	0	0	0	390	0	0	0	0	36	0	36	0	64	64	0	0
50131	Jaulín	2016	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50131	Jaulín	2016	Secano	32	29	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	1	0	1	0	2	2	0	0
50132	Joyosa (La)	2016	Regadío	13	13	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50132	Joyosa (La)	2016	Secano	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50133	Lagata	2016	Regadío	14	10	1	7	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	3	3	0	0
50133	Lagata	2016	Secano	5	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
50134	Langa del Castillo	2016	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50134	Langa del Castillo	2016	Secano	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
50135	Layana	2016	Regadío											0														
50135	Layana	2016	Secano											0														
50136	Lécera	2016	Regadío	101	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	96	0	96	0	0	0	0	0
50136	Lécera	2016	Secano	413	283	0	0	0	0	0	0	0	0	0	0	282	1	0	0	0	126	0	126	0	4	4	0	0
50137	Leciñena	2016	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50137	Leciñena	2016	Secano	111	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	19	0	19	0	86	86	0	0
50138	Lechón	2016	Regadío											0														
50138	Lechón	2016	Secano											0														
50139	Letux	2016	Regadío	60	26	3	8	0	1	0	0	3	0	0	0	8	3	0	0	0	0	0	0	0	34	34	0	0
50139	Letux	2016	Secano	84	53	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	24	0	24	0	7	7	0	0
50140	Litago	2016	Regadío	5	4	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	1	0	0
50140	Litago	2016	Secano	5	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
50141	Lituénigo	2016	Regadío	10	4	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	6	6	0	0
50141	Lituénigo	2016	Secano	40	30	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	9	0	9	0	1	1	0	0
50142	Lobera de Onsella	2016	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50142	Lobera de Onsella	2016	Secano	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0
50143	Longares	2016	Regadío	585	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	572	0	572	0	8	8	0	0
50143	Longares	2016	Secano	1277	54	0	0	0	0	1	0	0	0	0	0	53	0	0	0	0	1171	0	1171	0	52	52	0	0
50144	Longás	2016	Regadío											0														
50144	Longás	2016	Secano											0														
50146	Lucena de Jalón	2016	Regadío	218	198	80	29	0	7	50	12	0	0	0	0	19	1	0	0	0	17	0	17	0	3	3	0	0
50146	Lucena de Jalón	2016	Secano	81	74	37	0	0	0	22	2	0	0	0	0	13	0	0	0	0	4	0	4	0	3	3	0	0
50147	Luceni	2016	Regadío	89	13	5	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	76	76	0	0
50147	Luceni	2016	Secano	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0
50148	Luesia	2016	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50148	Luesia	2016	Secano	16	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	5	0	5	0	1	1	0	0
50149	Luesma	2016	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50149	Luesma	2016	Secano	9	9	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
50150	Lumpiaque	2016	Regadío	77	67	36	10	0	0	0	5	0	0	0	0	14	0	0	2	0	4	0	4	0	6	6	0	0
50150	Lumpiaque	2016	Secano	249	158	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	12	0	12	0	79	79	0	0
50151	Luna	2016	Regadío	67	32	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	35	35	0	0
50151	Luna	2016	Secano	141	104	0	0	0	0	0	0	0	0	0	0	103	0	0	0	1	30	0	30	0	7	7	0	0
50152	Maella	2016	Regadío	1145	829	0	0	0	10	33	312	5	0	0	3	330	0	0	134	2	23	0	23	0	293	293	0	0
50152	Maella	2016	Secano	3713	1788	0	0	0	9	22	17	1	0	0	0	1708	0	0	26	5	161	0	161	0	1764	1764	0	0
50153	Magallón	2016	Regadío	723	188	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	344	0	344	0	191	191	0	0
50153	Magallón	2016	Secano	440	216	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	205	0	205	0	19	19	0	0
50154	Mainar	2016	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50154	Mainar	2016	Secano	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
50155	Malanquilla	2016	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50155	Malanquilla	2016	Secano	15	15	0	0	0	0	1	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
50156	Maleján	2016	Regadío											0														
50156	Maleján	2016	Secano											0														
50157	Malón	2016	Regadío	86	33	0	0	0	0	0	0	0	0	0	0	32	0	0	0	1	10	0	10	0	43	43	0	0
50157	Malón	2016	Secano	4	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	1	1	0	0
50159	Maluenda	2016	Regadío	174	174	35	64	0	0	0	69	2	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0
50159	Maluenda	2016	Secano	600	466	0	1	0	0	25	7	5	0	0	0	428	0	0	0	0	133	1	132	0	1	1	0	0
50160	Mallén	2016	Regadío	179	45	0	0	0	0	0	1	0	0	0	0	44	0	0	0	0	5	0	5	0	129	129	0	0
50160	Mallén	2016	Secano	116	76	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	13	0	13	0	27	27	0	0
50161	Manchones	2016	Regadío	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50161	Manchones	2016	Secano	60	24	0	0	0	0	1	0	0	0	0	0	23	0	0	0	0	36	0	36	0	0	0	0	0
50162	Mara	2016	Regadío	80	29	1	8	0	0	8	0	3	0	0	0	9	0	0	0	0	51	0	51	0	0	0	0	0
50162	Mara	2016	Secano	418	316	0	0	0	0	26	0	0	0	0	0	290	0	0	0	0	102	0	102	0	0	0	0	0
50163	María de Huerva	2016	Regadío	12	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	9	9	0	0
50163	María de Huerva	2016	Secano	31	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	2	0	2	0	14	14	0	0
50164	Mediana de Aragón	2016	Regadío	18	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	16	16	0	0
50164	Mediana de Aragón	2016	Secano	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
50165	Mequinenza	2016	Regadío	2409	1959	3	0	0	187	289	319	19	0	0	35	751	0	0	345	11	23	23	0	0	427	427	0	0
50165	Mequinenza	2016	Secano	2319	2055	0	0	0	68	121	77	17	0	0	14	1679	0	0	64	15	16	10	6	0	248	248	0	0
50166	Mesones de Isuela	2016	Regadío	22	16	0	1	0	2	3	0	6	0	0	0	4	0	0	0	0	0	0	0	0	6	6	0	0
50166	Mesones de Isuela	2016	Secano	279	204	0	0	0	0	3	0	0	0	0	0	201	0	0	0	0	33	0	33	0	42	42	0	0
50167	Mezalocha	2016	Regadío	87	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	83	0	83	0	1	1	0	0
50167	Mezalocha	2016	Secano	141	37	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	93	0	93	0	11	11	0	0
50168	Mianos	2016	Regadío											0														
50168	Mianos	2016	Secano											0														
50169	Miedes de Aragón	2016	Regadío	132	64	1	18	0	0	29	1	12	0	0	0	2	1	0	0	0	68	0	68	0	0	0	0	0
50169	Miedes de Aragón	2016	Secano	744	469	4	3	0	0	168	3	16	0	0	0	274	1	0	0	0	274	0	274	0	1	1	0	0
50170	Monegrillo	2016	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50170	Monegrillo	2016	Secano	8	7	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	1	0	0
50171	Moneva	2016	Regadío	6	6	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0
50171	Moneva	2016	Secano	142	135	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	7	0	7	0	0	0	0	0
50172	Monreal de Ariza	2016	Regadío	19	19	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50172	Monreal de Ariza	2016	Secano	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
50173	Monterde	2016	Regadío	3	3	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
50173	Monterde	2016	Secano	35	25	0	0	0	0	2	0	0	0	0	0	23	0	0	0	0	10	0	10	0	0	0	0	0
50174	Montón	2016	Regadío	57	54	3	33	0	0	0	14	4	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0
50174	Montón	2016	Secano	35	25	0	0	0	0	2	1	1	0	0	0	21	0	0	0	0	10	0	10	0	0	0	0	0
50175	Morata de Jalón	2016	Regadío	47	27	13	4	0	0	1	3	4	0	0	0	2	0	0	0	0	1	0	1	0	19	19	0	0
50175	Morata de Jalón	2016	Secano	589	334	0	0	0	0	34	0	0	0	0	0	300	0	0	0	0	50	0	50	0	205	205	0	0
50176	Morata de Jiloca	2016	Regadío	108	94	15	55	0	0	9	5	8	0	0	0	2	0	0	0	0	14	0	14	0	0	0	0	0
50176	Morata de Jiloca	2016	Secano	190	134	0	1	0	0	9	1	6	0	0	0	113	0	0	0	4	56	0	56	0	0	0	0	0
50177	Morés	2016	Regadío	78	65	27	12	0	1	4	2	9	0	0	0	9	1	0	0	0	0	0	0	0	13	13	0	0
50177	Morés	2016	Secano	120	99	1	0	0	0	20	0	0	0	0	0	78	0	0	0	0	14	0	14	0	7	7	0	0
50178	Moros	2016	Regadío	169	152	66	28	0	0	25	15	16	0	0	0	2	0	0	0	0	17	0	17	0	0	0	0	0
50178	Moros	2016	Secano	326	172	2	4	0	0	41	4	20	0	0	0	101	0	0	0	0	154	0	154	0	0	0	0	0
50179	Moyuela	2016	Regadío	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
50179	Moyuela	2016	Secano	46	44	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	2	0	2	0	0	0	0	0
50180	Mozota	2016	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50180	Mozota	2016	Secano	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0
50181	Muel	2016	Regadío	98	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	73	0	73	0	23	23	0	0
