Año	Inscripcion municipio estrato	Inscripción provincia código	Inscripción provincia nombre	Inscripción municipio código	Inscripción municipio nombre	Sexo	Nivel de estudios Código	Edad (grandes grupos)	Nivel de estudios Nombre	Personas
2011	7	44	Teruel	44216	Teruel	Hombre	2	0-15	Inferior a graduado escolar o ESO	17
2011	7	44	Teruel	44216	Teruel	Hombre	2	16-64	Inferior a graduado escolar o ESO	16
2011	7	44	Teruel	44216	Teruel	Hombre	2	65 y más	Inferior a graduado escolar o ESO	11
2011	7	44	Teruel	44216	Teruel	Hombre	3	0-15	Graduado escolar o ESO	4
2011	7	44	Teruel	44216	Teruel	Hombre	3	16-64	Graduado escolar o ESO	51
2011	7	44	Teruel	44216	Teruel	Hombre	3	65 y más	Graduado escolar o ESO	25
2011	7	44	Teruel	44216	Teruel	Hombre	4	0-15	BUP, Bachiller, LOGSE ó superior	1
2011	7	44	Teruel	44216	Teruel	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	108
2011	7	44	Teruel	44216	Teruel	Hombre	4	65 y más	BUP, Bachiller, LOGSE ó superior	30
2011	7	44	Teruel	44216	Teruel	Mujer	0	0-15	Sin clasificar	49
2011	7	44	Teruel	44216	Teruel	Mujer	0	16-64	Sin clasificar	65
2011	7	44	Teruel	44216	Teruel	Mujer	0	65 y más	Sin clasificar	43
2011	7	44	Teruel	44216	Teruel	Mujer	1	16-64	No sabe leer ni escribir	1
2011	7	44	Teruel	44216	Teruel	Mujer	2	0-15	Inferior a graduado escolar o ESO	11
2011	7	44	Teruel	44216	Teruel	Mujer	2	16-64	Inferior a graduado escolar o ESO	16
2011	7	44	Teruel	44216	Teruel	Mujer	2	65 y más	Inferior a graduado escolar o ESO	11
2011	7	44	Teruel	44216	Teruel	Mujer	3	0-15	Graduado escolar o ESO	1
2011	7	44	Teruel	44216	Teruel	Mujer	3	16-64	Graduado escolar o ESO	62
2011	7	44	Teruel	44216	Teruel	Mujer	3	65 y más	Graduado escolar o ESO	19
2011	7	44	Teruel	44216	Teruel	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	118
2011	7	44	Teruel	44216	Teruel	Mujer	4	65 y más	BUP, Bachiller, LOGSE ó superior	21
2011	7	50	Zaragoza	50297	Zaragoza	Hombre	0	0-15	Sin clasificar	1136
2011	7	50	Zaragoza	50297	Zaragoza	Hombre	0	16-64	Sin clasificar	1087
2011	7	50	Zaragoza	50297	Zaragoza	Hombre	0	65 y más	Sin clasificar	387
2011	7	50	Zaragoza	50297	Zaragoza	Hombre	1	0-15	No sabe leer ni escribir	14
2011	7	50	Zaragoza	50297	Zaragoza	Hombre	1	16-64	No sabe leer ni escribir	2
2011	7	50	Zaragoza	50297	Zaragoza	Hombre	2	0-15	Inferior a graduado escolar o ESO	166
2011	7	50	Zaragoza	50297	Zaragoza	Hombre	2	16-64	Inferior a graduado escolar o ESO	168
2011	7	50	Zaragoza	50297	Zaragoza	Hombre	2	65 y más	Inferior a graduado escolar o ESO	83
2011	7	50	Zaragoza	50297	Zaragoza	Hombre	3	0-15	Graduado escolar o ESO	24
2011	7	50	Zaragoza	50297	Zaragoza	Hombre	3	16-64	Graduado escolar o ESO	845
2011	7	50	Zaragoza	50297	Zaragoza	Hombre	3	65 y más	Graduado escolar o ESO	319
2011	7	50	Zaragoza	50297	Zaragoza	Hombre	4	0-15	BUP, Bachiller, LOGSE ó superior	4
2011	7	50	Zaragoza	50297	Zaragoza	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	2028
2011	7	50	Zaragoza	50297	Zaragoza	Hombre	4	65 y más	BUP, Bachiller, LOGSE ó superior	248
2011	7	50	Zaragoza	50297	Zaragoza	Mujer	0	0-15	Sin clasificar	1065
2011	7	50	Zaragoza	50297	Zaragoza	Mujer	0	16-64	Sin clasificar	1268
2011	7	50	Zaragoza	50297	Zaragoza	Mujer	0	65 y más	Sin clasificar	522
2011	7	50	Zaragoza	50297	Zaragoza	Mujer	1	0-15	No sabe leer ni escribir	19
2011	7	50	Zaragoza	50297	Zaragoza	Mujer	1	16-64	No sabe leer ni escribir	1
2011	7	50	Zaragoza	50297	Zaragoza	Mujer	1	65 y más	No sabe leer ni escribir	1
2011	7	50	Zaragoza	50297	Zaragoza	Mujer	2	0-15	Inferior a graduado escolar o ESO	156
2011	7	50	Zaragoza	50297	Zaragoza	Mujer	2	16-64	Inferior a graduado escolar o ESO	131
2011	7	50	Zaragoza	50297	Zaragoza	Mujer	2	65 y más	Inferior a graduado escolar o ESO	133
2011	7	50	Zaragoza	50297	Zaragoza	Mujer	3	0-15	Graduado escolar o ESO	28
2011	7	50	Zaragoza	50297	Zaragoza	Mujer	3	16-64	Graduado escolar o ESO	924
2011	7	50	Zaragoza	50297	Zaragoza	Mujer	3	65 y más	Graduado escolar o ESO	405
2011	7	50	Zaragoza	50297	Zaragoza	Mujer	4	0-15	BUP, Bachiller, LOGSE ó superior	8
2011	7	50	Zaragoza	50297	Zaragoza	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	2431
2011	7	50	Zaragoza	50297	Zaragoza	Mujer	4	65 y más	BUP, Bachiller, LOGSE ó superior	247
2012	6	22	Huesca	22048	Barbastro	Hombre	0	0-15	Sin clasificar	25
2012	6	22	Huesca	22048	Barbastro	Hombre	0	16-64	Sin clasificar	35
2012	6	22	Huesca	22048	Barbastro	Hombre	0	65 y más	Sin clasificar	24
2012	6	22	Huesca	22048	Barbastro	Hombre	2	0-15	Inferior a graduado escolar o ESO	2
2012	6	22	Huesca	22048	Barbastro	Hombre	2	16-64	Inferior a graduado escolar o ESO	2
2012	6	22	Huesca	22048	Barbastro	Hombre	2	65 y más	Inferior a graduado escolar o ESO	9
2012	6	22	Huesca	22048	Barbastro	Hombre	3	16-64	Graduado escolar o ESO	17
2012	6	22	Huesca	22048	Barbastro	Hombre	3	65 y más	Graduado escolar o ESO	10
2012	6	22	Huesca	22048	Barbastro	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	36
2012	6	22	Huesca	22048	Barbastro	Hombre	4	65 y más	BUP, Bachiller, LOGSE ó superior	8
2012	6	22	Huesca	22048	Barbastro	Mujer	0	0-15	Sin clasificar	15
2012	6	22	Huesca	22048	Barbastro	Mujer	0	16-64	Sin clasificar	35
2012	6	22	Huesca	22048	Barbastro	Mujer	0	65 y más	Sin clasificar	13
2012	6	22	Huesca	22048	Barbastro	Mujer	1	0-15	No sabe leer ni escribir	1
2012	6	22	Huesca	22048	Barbastro	Mujer	2	0-15	Inferior a graduado escolar o ESO	2
2012	6	22	Huesca	22048	Barbastro	Mujer	2	16-64	Inferior a graduado escolar o ESO	3
2012	6	22	Huesca	22048	Barbastro	Mujer	2	65 y más	Inferior a graduado escolar o ESO	6
2012	6	22	Huesca	22048	Barbastro	Mujer	3	16-64	Graduado escolar o ESO	14
2012	6	22	Huesca	22048	Barbastro	Mujer	3	65 y más	Graduado escolar o ESO	11
2012	6	22	Huesca	22048	Barbastro	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	44
2012	6	22	Huesca	22048	Barbastro	Mujer	4	65 y más	BUP, Bachiller, LOGSE ó superior	4
2012	6	22	Huesca	22112	Fraga	Hombre	0	0-15	Sin clasificar	3
2012	6	22	Huesca	22112	Fraga	Hombre	0	16-64	Sin clasificar	9
2012	6	22	Huesca	22112	Fraga	Hombre	0	65 y más	Sin clasificar	13
2012	6	22	Huesca	22112	Fraga	Hombre	2	0-15	Inferior a graduado escolar o ESO	1
2012	6	22	Huesca	22112	Fraga	Hombre	2	16-64	Inferior a graduado escolar o ESO	1
2012	6	22	Huesca	22112	Fraga	Hombre	2	65 y más	Inferior a graduado escolar o ESO	2
2012	6	22	Huesca	22112	Fraga	Hombre	3	16-64	Graduado escolar o ESO	6
2012	6	22	Huesca	22112	Fraga	Hombre	3	65 y más	Graduado escolar o ESO	1
2012	6	22	Huesca	22112	Fraga	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	21
2012	6	22	Huesca	22112	Fraga	Mujer	0	0-15	Sin clasificar	5
2012	6	22	Huesca	22112	Fraga	Mujer	0	16-64	Sin clasificar	8
2012	6	22	Huesca	22112	Fraga	Mujer	0	65 y más	Sin clasificar	14
2012	6	22	Huesca	22112	Fraga	Mujer	1	0-15	No sabe leer ni escribir	1
2012	6	22	Huesca	22112	Fraga	Mujer	2	0-15	Inferior a graduado escolar o ESO	4
2012	6	22	Huesca	22112	Fraga	Mujer	2	16-64	Inferior a graduado escolar o ESO	2
2012	6	22	Huesca	22112	Fraga	Mujer	2	65 y más	Inferior a graduado escolar o ESO	2
2012	6	22	Huesca	22112	Fraga	Mujer	3	16-64	Graduado escolar o ESO	12
2012	6	22	Huesca	22112	Fraga	Mujer	3	65 y más	Graduado escolar o ESO	2
2012	6	22	Huesca	22112	Fraga	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	21
2012	6	22	Huesca	22112	Fraga	Mujer	4	65 y más	BUP, Bachiller, LOGSE ó superior	1
2012	6	22	Huesca	22130	Jaca	Hombre	0	0-15	Sin clasificar	29
2012	6	22	Huesca	22130	Jaca	Hombre	0	16-64	Sin clasificar	31
2012	6	22	Huesca	22130	Jaca	Hombre	0	65 y más	Sin clasificar	17
2012	6	22	Huesca	22130	Jaca	Hombre	2	0-15	Inferior a graduado escolar o ESO	1
2012	6	22	Huesca	22130	Jaca	Hombre	2	16-64	Inferior a graduado escolar o ESO	6
2012	6	22	Huesca	22130	Jaca	Hombre	2	65 y más	Inferior a graduado escolar o ESO	3
2012	6	22	Huesca	22130	Jaca	Hombre	3	16-64	Graduado escolar o ESO	27
2012	6	22	Huesca	22130	Jaca	Hombre	3	65 y más	Graduado escolar o ESO	13
2012	6	22	Huesca	22130	Jaca	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	59
2012	6	22	Huesca	22130	Jaca	Hombre	4	65 y más	BUP, Bachiller, LOGSE ó superior	23
2012	6	22	Huesca	22130	Jaca	Mujer	0	0-15	Sin clasificar	32
2012	6	22	Huesca	22130	Jaca	Mujer	0	16-64	Sin clasificar	38
2012	6	22	Huesca	22130	Jaca	Mujer	0	65 y más	Sin clasificar	25
2012	6	22	Huesca	22130	Jaca	Mujer	1	0-15	No sabe leer ni escribir	1
2012	6	22	Huesca	22130	Jaca	Mujer	2	0-15	Inferior a graduado escolar o ESO	5
2012	6	22	Huesca	22130	Jaca	Mujer	2	16-64	Inferior a graduado escolar o ESO	5
2012	6	22	Huesca	22130	Jaca	Mujer	2	65 y más	Inferior a graduado escolar o ESO	9
2012	6	22	Huesca	22130	Jaca	Mujer	3	16-64	Graduado escolar o ESO	19
2012	6	22	Huesca	22130	Jaca	Mujer	3	65 y más	Graduado escolar o ESO	19
2012	6	22	Huesca	22130	Jaca	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	71
2012	6	22	Huesca	22130	Jaca	Mujer	4	65 y más	BUP, Bachiller, LOGSE ó superior	12
2012	6	22	Huesca	22158	Monzón	Hombre	0	0-15	Sin clasificar	19
2012	6	22	Huesca	22158	Monzón	Hombre	0	16-64	Sin clasificar	21
2012	6	22	Huesca	22158	Monzón	Hombre	0	65 y más	Sin clasificar	16
2012	6	22	Huesca	22158	Monzón	Hombre	2	0-15	Inferior a graduado escolar o ESO	5
2012	6	22	Huesca	22158	Monzón	Hombre	2	16-64	Inferior a graduado escolar o ESO	4
2012	6	22	Huesca	22158	Monzón	Hombre	2	65 y más	Inferior a graduado escolar o ESO	3
2012	6	22	Huesca	22158	Monzón	Hombre	3	16-64	Graduado escolar o ESO	14
2012	6	22	Huesca	22158	Monzón	Hombre	3	65 y más	Graduado escolar o ESO	8
2012	6	22	Huesca	22158	Monzón	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	20
2012	6	22	Huesca	22158	Monzón	Hombre	4	65 y más	BUP, Bachiller, LOGSE ó superior	6
2012	6	22	Huesca	22158	Monzón	Mujer	0	0-15	Sin clasificar	17
2012	6	22	Huesca	22158	Monzón	Mujer	0	16-64	Sin clasificar	22
2012	6	22	Huesca	22158	Monzón	Mujer	0	65 y más	Sin clasificar	16
2012	6	22	Huesca	22158	Monzón	Mujer	2	0-15	Inferior a graduado escolar o ESO	3
2012	6	22	Huesca	22158	Monzón	Mujer	2	16-64	Inferior a graduado escolar o ESO	3
2012	6	22	Huesca	22158	Monzón	Mujer	2	65 y más	Inferior a graduado escolar o ESO	7
2012	6	22	Huesca	22158	Monzón	Mujer	3	16-64	Graduado escolar o ESO	9
2012	6	22	Huesca	22158	Monzón	Mujer	3	65 y más	Graduado escolar o ESO	16
2012	6	22	Huesca	22158	Monzón	Mujer	4	0-15	BUP, Bachiller, LOGSE ó superior	1
2012	6	22	Huesca	22158	Monzón	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	37
2012	6	22	Huesca	22158	Monzón	Mujer	4	65 y más	BUP, Bachiller, LOGSE ó superior	7
2012	6	44	Teruel	44013	Alcañiz	Hombre	0	0-15	Sin clasificar	8
2012	6	44	Teruel	44013	Alcañiz	Hombre	0	16-64	Sin clasificar	23
2012	6	44	Teruel	44013	Alcañiz	Hombre	0	65 y más	Sin clasificar	17
2012	6	44	Teruel	44013	Alcañiz	Hombre	2	16-64	Inferior a graduado escolar o ESO	3
2012	6	44	Teruel	44013	Alcañiz	Hombre	2	65 y más	Inferior a graduado escolar o ESO	2
2012	6	44	Teruel	44013	Alcañiz	Hombre	3	16-64	Graduado escolar o ESO	17
2012	6	44	Teruel	44013	Alcañiz	Hombre	3	65 y más	Graduado escolar o ESO	8
2012	6	44	Teruel	44013	Alcañiz	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	31
2012	6	44	Teruel	44013	Alcañiz	Hombre	4	65 y más	BUP, Bachiller, LOGSE ó superior	8
2012	6	44	Teruel	44013	Alcañiz	Mujer	0	0-15	Sin clasificar	9
2012	6	44	Teruel	44013	Alcañiz	Mujer	0	16-64	Sin clasificar	19
2012	6	44	Teruel	44013	Alcañiz	Mujer	0	65 y más	Sin clasificar	22
2012	6	44	Teruel	44013	Alcañiz	Mujer	2	0-15	Inferior a graduado escolar o ESO	4
2012	6	44	Teruel	44013	Alcañiz	Mujer	2	16-64	Inferior a graduado escolar o ESO	2
2012	6	44	Teruel	44013	Alcañiz	Mujer	2	65 y más	Inferior a graduado escolar o ESO	9
2012	6	44	Teruel	44013	Alcañiz	Mujer	3	0-15	Graduado escolar o ESO	1
2012	6	44	Teruel	44013	Alcañiz	Mujer	3	16-64	Graduado escolar o ESO	18
2012	6	44	Teruel	44013	Alcañiz	Mujer	3	65 y más	Graduado escolar o ESO	10
2012	6	44	Teruel	44013	Alcañiz	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	34
2012	6	44	Teruel	44013	Alcañiz	Mujer	4	65 y más	BUP, Bachiller, LOGSE ó superior	6
2012	6	50	Zaragoza	50067	Calatayud	Hombre	0	0-15	Sin clasificar	20
2012	6	50	Zaragoza	50067	Calatayud	Hombre	0	16-64	Sin clasificar	20
2012	6	50	Zaragoza	50067	Calatayud	Hombre	0	65 y más	Sin clasificar	6
2012	6	50	Zaragoza	50067	Calatayud	Hombre	1	0-15	No sabe leer ni escribir	1
2012	6	50	Zaragoza	50067	Calatayud	Hombre	2	0-15	Inferior a graduado escolar o ESO	4
2012	6	50	Zaragoza	50067	Calatayud	Hombre	2	16-64	Inferior a graduado escolar o ESO	5
2012	6	50	Zaragoza	50067	Calatayud	Hombre	2	65 y más	Inferior a graduado escolar o ESO	1
2012	6	50	Zaragoza	50067	Calatayud	Hombre	3	16-64	Graduado escolar o ESO	12
2012	6	50	Zaragoza	50067	Calatayud	Hombre	3	65 y más	Graduado escolar o ESO	7
2012	6	50	Zaragoza	50067	Calatayud	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	36
2012	6	50	Zaragoza	50067	Calatayud	Hombre	4	65 y más	BUP, Bachiller, LOGSE ó superior	5
2012	6	50	Zaragoza	50067	Calatayud	Mujer	0	0-15	Sin clasificar	21
2012	6	50	Zaragoza	50067	Calatayud	Mujer	0	16-64	Sin clasificar	22
2012	6	50	Zaragoza	50067	Calatayud	Mujer	0	65 y más	Sin clasificar	15
2012	6	50	Zaragoza	50067	Calatayud	Mujer	2	16-64	Inferior a graduado escolar o ESO	4
2012	6	50	Zaragoza	50067	Calatayud	Mujer	2	65 y más	Inferior a graduado escolar o ESO	10
2012	6	50	Zaragoza	50067	Calatayud	Mujer	3	16-64	Graduado escolar o ESO	15
2012	6	50	Zaragoza	50067	Calatayud	Mujer	3	65 y más	Graduado escolar o ESO	16
2012	6	50	Zaragoza	50067	Calatayud	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	39
2012	6	50	Zaragoza	50067	Calatayud	Mujer	4	65 y más	BUP, Bachiller, LOGSE ó superior	1
2012	6	50	Zaragoza	50089	Cuarte de Huerva	Hombre	0	0-15	Sin clasificar	1
2012	6	50	Zaragoza	50089	Cuarte de Huerva	Hombre	0	16-64	Sin clasificar	3
2012	6	50	Zaragoza	50089	Cuarte de Huerva	Hombre	1	0-15	No sabe leer ni escribir	1
2012	6	50	Zaragoza	50089	Cuarte de Huerva	Hombre	3	16-64	Graduado escolar o ESO	1
2012	6	50	Zaragoza	50089	Cuarte de Huerva	Hombre	4	0-15	BUP, Bachiller, LOGSE ó superior	1
2012	6	50	Zaragoza	50089	Cuarte de Huerva	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	9
2012	6	50	Zaragoza	50089	Cuarte de Huerva	Mujer	0	0-15	Sin clasificar	7
2012	6	50	Zaragoza	50089	Cuarte de Huerva	Mujer	0	16-64	Sin clasificar	2
2012	6	50	Zaragoza	50089	Cuarte de Huerva	Mujer	1	0-15	No sabe leer ni escribir	1
2012	6	50	Zaragoza	50089	Cuarte de Huerva	Mujer	3	16-64	Graduado escolar o ESO	3
2012	6	50	Zaragoza	50089	Cuarte de Huerva	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	13
2012	6	50	Zaragoza	50095	Ejea de los Caballeros	Hombre	0	0-15	Sin clasificar	16
2012	6	50	Zaragoza	50095	Ejea de los Caballeros	Hombre	0	16-64	Sin clasificar	10
2012	6	50	Zaragoza	50095	Ejea de los Caballeros	Hombre	0	65 y más	Sin clasificar	9
2012	6	50	Zaragoza	50095	Ejea de los Caballeros	Hombre	2	0-15	Inferior a graduado escolar o ESO	1
2012	6	50	Zaragoza	50095	Ejea de los Caballeros	Hombre	2	16-64	Inferior a graduado escolar o ESO	5
2012	6	50	Zaragoza	50095	Ejea de los Caballeros	Hombre	2	65 y más	Inferior a graduado escolar o ESO	1
2012	6	50	Zaragoza	50095	Ejea de los Caballeros	Hombre	3	16-64	Graduado escolar o ESO	16
2012	6	50	Zaragoza	50095	Ejea de los Caballeros	Hombre	3	65 y más	Graduado escolar o ESO	7
2012	6	50	Zaragoza	50095	Ejea de los Caballeros	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	35
2012	6	50	Zaragoza	50095	Ejea de los Caballeros	Hombre	4	65 y más	BUP, Bachiller, LOGSE ó superior	7
2012	6	50	Zaragoza	50095	Ejea de los Caballeros	Mujer	0	0-15	Sin clasificar	13
2012	6	50	Zaragoza	50095	Ejea de los Caballeros	Mujer	0	16-64	Sin clasificar	25
2012	6	50	Zaragoza	50095	Ejea de los Caballeros	Mujer	0	65 y más	Sin clasificar	9
2012	6	50	Zaragoza	50095	Ejea de los Caballeros	Mujer	2	16-64	Inferior a graduado escolar o ESO	3
2012	6	50	Zaragoza	50095	Ejea de los Caballeros	Mujer	2	65 y más	Inferior a graduado escolar o ESO	2
2012	6	50	Zaragoza	50095	Ejea de los Caballeros	Mujer	3	16-64	Graduado escolar o ESO	19
2012	6	50	Zaragoza	50095	Ejea de los Caballeros	Mujer	3	65 y más	Graduado escolar o ESO	13
2012	6	50	Zaragoza	50095	Ejea de los Caballeros	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	41
2012	6	50	Zaragoza	50095	Ejea de los Caballeros	Mujer	4	65 y más	BUP, Bachiller, LOGSE ó superior	5
2012	6	50	Zaragoza	50251	Tarazona	Hombre	0	0-15	Sin clasificar	10
2012	6	50	Zaragoza	50251	Tarazona	Hombre	0	16-64	Sin clasificar	11
2012	6	50	Zaragoza	50251	Tarazona	Hombre	0	65 y más	Sin clasificar	8
2012	6	50	Zaragoza	50251	Tarazona	Hombre	2	0-15	Inferior a graduado escolar o ESO	1
2012	6	50	Zaragoza	50251	Tarazona	Hombre	2	16-64	Inferior a graduado escolar o ESO	1
2012	6	50	Zaragoza	50251	Tarazona	Hombre	2	65 y más	Inferior a graduado escolar o ESO	1
2012	6	50	Zaragoza	50251	Tarazona	Hombre	3	16-64	Graduado escolar o ESO	14
2012	6	50	Zaragoza	50251	Tarazona	Hombre	3	65 y más	Graduado escolar o ESO	3
2012	6	50	Zaragoza	50251	Tarazona	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	25
2012	6	50	Zaragoza	50251	Tarazona	Hombre	4	65 y más	BUP, Bachiller, LOGSE ó superior	6
2012	6	50	Zaragoza	50251	Tarazona	Mujer	0	0-15	Sin clasificar	10
2012	6	50	Zaragoza	50251	Tarazona	Mujer	0	16-64	Sin clasificar	18
2012	6	50	Zaragoza	50251	Tarazona	Mujer	0	65 y más	Sin clasificar	11
2012	6	50	Zaragoza	50251	Tarazona	Mujer	2	0-15	Inferior a graduado escolar o ESO	1
2012	6	50	Zaragoza	50251	Tarazona	Mujer	2	65 y más	Inferior a graduado escolar o ESO	1
2012	6	50	Zaragoza	50251	Tarazona	Mujer	3	16-64	Graduado escolar o ESO	13
2012	6	50	Zaragoza	50251	Tarazona	Mujer	3	65 y más	Graduado escolar o ESO	10
2012	6	50	Zaragoza	50251	Tarazona	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	26
2012	6	50	Zaragoza	50251	Tarazona	Mujer	4	65 y más	BUP, Bachiller, LOGSE ó superior	6
2012	6	50	Zaragoza	50272	Utebo	Hombre	0	0-15	Sin clasificar	12
2012	6	50	Zaragoza	50272	Utebo	Hombre	0	16-64	Sin clasificar	6
2012	6	50	Zaragoza	50272	Utebo	Hombre	0	65 y más	Sin clasificar	5
2012	6	50	Zaragoza	50272	Utebo	Hombre	2	16-64	Inferior a graduado escolar o ESO	1
2012	6	50	Zaragoza	50272	Utebo	Hombre	3	16-64	Graduado escolar o ESO	8
2012	6	50	Zaragoza	50272	Utebo	Hombre	3	65 y más	Graduado escolar o ESO	3
2012	6	50	Zaragoza	50272	Utebo	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	13
2012	6	50	Zaragoza	50272	Utebo	Mujer	0	0-15	Sin clasificar	4
2012	6	50	Zaragoza	50272	Utebo	Mujer	0	16-64	Sin clasificar	3
2012	6	50	Zaragoza	50272	Utebo	Mujer	0	65 y más	Sin clasificar	6
2012	6	50	Zaragoza	50272	Utebo	Mujer	3	16-64	Graduado escolar o ESO	6
2012	6	50	Zaragoza	50272	Utebo	Mujer	3	65 y más	Graduado escolar o ESO	4
2012	6	50	Zaragoza	50272	Utebo	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	12
2012	7	22	Huesca	22125	Huesca	Hombre	0	0-15	Sin clasificar	101
2012	7	22	Huesca	22125	Huesca	Hombre	0	16-64	Sin clasificar	102
2012	7	22	Huesca	22125	Huesca	Hombre	0	65 y más	Sin clasificar	59
2012	7	22	Huesca	22125	Huesca	Hombre	2	0-15	Inferior a graduado escolar o ESO	11
2012	7	22	Huesca	22125	Huesca	Hombre	2	16-64	Inferior a graduado escolar o ESO	22
2012	7	22	Huesca	22125	Huesca	Hombre	2	65 y más	Inferior a graduado escolar o ESO	13
2012	7	22	Huesca	22125	Huesca	Hombre	3	0-15	Graduado escolar o ESO	3
2012	7	22	Huesca	22125	Huesca	Hombre	3	16-64	Graduado escolar o ESO	72
2012	7	22	Huesca	22125	Huesca	Hombre	3	65 y más	Graduado escolar o ESO	27
2012	7	22	Huesca	22125	Huesca	Hombre	4	0-15	BUP, Bachiller, LOGSE ó superior	1
2012	7	22	Huesca	22125	Huesca	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	183
2012	7	22	Huesca	22125	Huesca	Hombre	4	65 y más	BUP, Bachiller, LOGSE ó superior	25
2012	7	22	Huesca	22125	Huesca	Mujer	0	0-15	Sin clasificar	95
2012	7	22	Huesca	22125	Huesca	Mujer	0	16-64	Sin clasificar	89
2012	7	22	Huesca	22125	Huesca	Mujer	0	65 y más	Sin clasificar	51
2012	7	22	Huesca	22125	Huesca	Mujer	2	0-15	Inferior a graduado escolar o ESO	15
2012	7	22	Huesca	22125	Huesca	Mujer	2	16-64	Inferior a graduado escolar o ESO	13
2012	7	22	Huesca	22125	Huesca	Mujer	2	65 y más	Inferior a graduado escolar o ESO	20
2012	7	22	Huesca	22125	Huesca	Mujer	3	0-15	Graduado escolar o ESO	3
2012	7	22	Huesca	22125	Huesca	Mujer	3	16-64	Graduado escolar o ESO	49
2012	7	22	Huesca	22125	Huesca	Mujer	3	65 y más	Graduado escolar o ESO	43
2012	7	22	Huesca	22125	Huesca	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	217
2012	7	22	Huesca	22125	Huesca	Mujer	4	65 y más	BUP, Bachiller, LOGSE ó superior	36
2012	7	44	Teruel	44216	Teruel	Hombre	0	0-15	Sin clasificar	48
2012	7	44	Teruel	44216	Teruel	Hombre	0	16-64	Sin clasificar	90
2012	7	44	Teruel	44216	Teruel	Hombre	0	65 y más	Sin clasificar	31
2012	7	44	Teruel	44216	Teruel	Hombre	2	0-15	Inferior a graduado escolar o ESO	14
2012	7	44	Teruel	44216	Teruel	Hombre	2	16-64	Inferior a graduado escolar o ESO	21
2012	7	44	Teruel	44216	Teruel	Hombre	2	65 y más	Inferior a graduado escolar o ESO	11
2012	7	44	Teruel	44216	Teruel	Hombre	3	0-15	Graduado escolar o ESO	4
2012	7	44	Teruel	44216	Teruel	Hombre	3	16-64	Graduado escolar o ESO	58
2012	7	44	Teruel	44216	Teruel	Hombre	3	65 y más	Graduado escolar o ESO	22
2012	7	44	Teruel	44216	Teruel	Hombre	4	0-15	BUP, Bachiller, LOGSE ó superior	1
2012	7	44	Teruel	44216	Teruel	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	121
2012	7	44	Teruel	44216	Teruel	Hombre	4	65 y más	BUP, Bachiller, LOGSE ó superior	33
2012	7	44	Teruel	44216	Teruel	Mujer	0	0-15	Sin clasificar	47
2012	7	44	Teruel	44216	Teruel	Mujer	0	16-64	Sin clasificar	74
2012	7	44	Teruel	44216	Teruel	Mujer	0	65 y más	Sin clasificar	42
2012	7	44	Teruel	44216	Teruel	Mujer	1	0-15	No sabe leer ni escribir	1
2012	7	44	Teruel	44216	Teruel	Mujer	2	0-15	Inferior a graduado escolar o ESO	15
2012	7	44	Teruel	44216	Teruel	Mujer	2	16-64	Inferior a graduado escolar o ESO	18
2012	7	44	Teruel	44216	Teruel	Mujer	2	65 y más	Inferior a graduado escolar o ESO	12
2012	7	44	Teruel	44216	Teruel	Mujer	3	0-15	Graduado escolar o ESO	3
2012	7	44	Teruel	44216	Teruel	Mujer	3	16-64	Graduado escolar o ESO	64
2012	7	44	Teruel	44216	Teruel	Mujer	3	65 y más	Graduado escolar o ESO	24
2012	7	44	Teruel	44216	Teruel	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	134
2012	7	44	Teruel	44216	Teruel	Mujer	4	65 y más	BUP, Bachiller, LOGSE ó superior	25
2012	7	50	Zaragoza	50297	Zaragoza	Hombre	0	0-15	Sin clasificar	1250
2012	7	50	Zaragoza	50297	Zaragoza	Hombre	0	16-64	Sin clasificar	1131
