Comarca código	Comarca nombre	Tipo variación	Sexo	Año	Variaciones
23	Bajo Martín	Interna	Hombres	2008	11
23	Bajo Martín	Interna	Mujeres	2008	10
24	Campo de Daroca	Externa	Hombres	2008	114
24	Campo de Daroca	Externa	Mujeres	2008	98
24	Campo de Daroca	Interna	Hombres	2008	11
24	Campo de Daroca	Interna	Mujeres	2008	15
25	Jiloca	Externa	Hombres	2008	391
25	Jiloca	Externa	Mujeres	2008	290
25	Jiloca	Interna	Hombres	2008	104
25	Jiloca	Interna	Mujeres	2008	71
26	Cuencas Mineras	Externa	Hombres	2008	251
26	Cuencas Mineras	Externa	Mujeres	2008	149
26	Cuencas Mineras	Interna	Hombres	2008	41
26	Cuencas Mineras	Interna	Mujeres	2008	20
27	Andorra-Sierra de Arcos	Externa	Hombres	2008	274
27	Andorra-Sierra de Arcos	Externa	Mujeres	2008	174
27	Andorra-Sierra de Arcos	Interna	Hombres	2008	10
27	Andorra-Sierra de Arcos	Interna	Mujeres	2008	16
28	Bajo Aragón	Externa	Hombres	2008	719
28	Bajo Aragón	Externa	Mujeres	2008	562
28	Bajo Aragón	Interna	Hombres	2008	81
28	Bajo Aragón	Interna	Mujeres	2008	57
29	Comunidad de Teruel	Externa	Hombres	2008	1107
29	Comunidad de Teruel	Externa	Mujeres	2008	965
29	Comunidad de Teruel	Interna	Hombres	2008	234
29	Comunidad de Teruel	Interna	Mujeres	2008	199
30	Maestrazgo	Externa	Hombres	2008	128
30	Maestrazgo	Externa	Mujeres	2008	89
30	Maestrazgo	Interna	Hombres	2008	10
30	Maestrazgo	Interna	Mujeres	2008	6
31	Sierra de Albarracín	Externa	Hombres	2008	152
31	Sierra de Albarracín	Externa	Mujeres	2008	93
31	Sierra de Albarracín	Interna	Hombres	2008	10
31	Sierra de Albarracín	Interna	Mujeres	2008	5
32	Gúdar-Javalambre	Externa	Hombres	2008	375
32	Gúdar-Javalambre	Externa	Mujeres	2008	303
32	Gúdar-Javalambre	Interna	Hombres	2008	44
32	Gúdar-Javalambre	Interna	Mujeres	2008	32
33	Matarraña / Matarranya	Externa	Hombres	2008	267
33	Matarraña / Matarranya	Externa	Mujeres	2008	171
33	Matarraña / Matarranya	Interna	Hombres	2008	24
33	Matarraña / Matarranya	Interna	Mujeres	2008	21
