Mes y año	División (2 dígitos) código	División (2 dígitos) descripción	Afiliaciones en alta
Marzo 2017	27	Fabricación de material y equipo eléctrico	5624
Marzo 2017	28	Fabricación de maquinaria y equipo n.c.o.p.	6577
Marzo 2017	29	Fabricación de vehículos de motor, remolques y semirremolques	15967
Marzo 2017	30	Fabricación de otro material de transporte	1166
Marzo 2017	31	Fabricación de muebles	3723
Marzo 2017	32	Otras industrias manufactureras	1462
Marzo 2017	33	Reparación e instalación de maquinaria y equipo	2804
Marzo 2017	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1332
Marzo 2017	36	Captación, depuración y distribución de agua	1646
Marzo 2017	37	Recogida y tratamiento de aguas residuales	169
Marzo 2017	38	Recogida, tratamiento y eliminación de residuos; valorización	2993
Marzo 2017	39	Actividades de descontaminación y otros servicios de gestión de residuos	29
Marzo 2017	41	Construcción de edificios	9779
Marzo 2017	42	Ingeniería civil	1730
Marzo 2017	43	Actividades de construcción especializada	20646
Marzo 2017	45	Venta y reparación de vehículos de motor y motocicletas	9234
Marzo 2017	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	25029
Marzo 2017	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	49101
Marzo 2017	49	Transporte terrestre y por tubería	21208
Marzo 2017	50	Transporte marítimo y por vías navegables interiores	3
Marzo 2017	51	Transporte aéreo	52
Marzo 2017	52	Almacenamiento y actividades anexas al transporte	6012
Marzo 2017	53	Actividades postales y de correos	1900
Marzo 2017	55	Servicios de alojamiento	5797
Marzo 2017	56	Servicios de comidas y bebidas	31603
Marzo 2017	58	Edición	1186
Marzo 2017	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	786
Marzo 2017	60	Actividades de programación y emisión de radio y televisión	443
Marzo 2017	61	Telecomunicaciones	1304
Marzo 2017	62	Programación, consultoría y otras actividades relacionadas con la informática	4810
Marzo 2017	63	Servicios de información	354
Marzo 2017	64	Servicios financieros, excepto seguros y fondos de pensiones	5900
Marzo 2017	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1168
Marzo 2017	66	Actividades auxiliares a los servicios financieros y a los seguros	2744
Marzo 2017	68	Actividades inmobiliarias	2605
Marzo 2017	69	Actividades jurídicas y de contabilidad	7335
Marzo 2017	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1779
Marzo 2017	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	4936
Marzo 2017	72	Investigación y desarrollo	1697
Marzo 2017	73	Publicidad y estudios de mercado	1379
Marzo 2017	74	Otras actividades profesionales, científicas y técnicas	2810
Marzo 2017	75	Actividades veterinarias	625
Marzo 2017	77	Actividades de alquiler	1451
Marzo 2017	78	Actividades relacionadas con el empleo	8050
Marzo 2017	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	1009
Marzo 2017	80	Actividades de seguridad e investigación	2431
Marzo 2017	81	Servicios a edificios y actividades de jardinería	16159
Marzo 2017	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	6362
Marzo 2017	84	Administración Pública y defensa; Seguridad Social obligatoria	36656
Marzo 2017	85	Educación	23031
Marzo 2017	86	Actividades sanitarias	32117
Marzo 2017	87	Asistencia en establecimientos residenciales	11034
Marzo 2017	88	Actividades de servicios sociales sin alojamiento	5065
Marzo 2017	90	Actividades de creación, artísticas y espectáculos	1229
Marzo 2017	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	275
Marzo 2017	92	Actividades de juegos de azar y apuestas	1090
Marzo 2017	93	Actividades deportivas, recreativas y de entretenimiento	5889
Marzo 2017	94	Actividades asociativas	5556
Marzo 2017	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	2229
Marzo 2017	96	Otros servicios personales	8935
Marzo 2017	97	Actividades de los hogares como empleadores de personal doméstico	17447
Marzo 2017	99	Actividades de organizaciones y organismos extraterritoriales	11
Diciembre 2016	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	34247
Diciembre 2016	02	Silvicultura y explotación forestal	976
Diciembre 2016	03	Pesca y acuicultura	143
Diciembre 2016	05	Extracción de antracita, hulla y lignito	221
Diciembre 2016	07	Extracción de minerales metálicos	54
Diciembre 2016	08	Otras industrias extractivas	681
Diciembre 2016	09	Actividades de apoyo a las industrias extractivas	5
Diciembre 2016	10	Industria de la alimentación	12843
Diciembre 2016	11	Fabricación de bebidas	1298
Diciembre 2016	13	Industria textil	810
Diciembre 2016	14	Confección de prendas de vestir	997
Diciembre 2016	15	Industria del cuero y del calzado	1070
Diciembre 2016	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	1998
Diciembre 2016	17	Industria del papel	2268
Diciembre 2016	18	Artes gráficas y reproducción de soportes grabados	1610
Diciembre 2016	20	Industria química	3680
Diciembre 2016	21	Fabricación de productos farmacéuticos	1213
Diciembre 2016	22	Fabricación de productos de caucho y plásticos	3879
Diciembre 2016	23	Fabricación de otros productos minerales no metálicos	3075
Diciembre 2016	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2674
Diciembre 2016	25	Fabricación de productos metálicos, excepto maquinaria y equipo	9435
Diciembre 2016	26	Fabricación de productos informáticos, electrónicos y ópticos	1571
Diciembre 2016	27	Fabricación de material y equipo eléctrico	5132
Diciembre 2016	28	Fabricación de maquinaria y equipo n.c.o.p.	6417
Diciembre 2016	29	Fabricación de vehículos de motor, remolques y semirremolques	15151
Diciembre 2016	30	Fabricación de otro material de transporte	1101
Diciembre 2016	31	Fabricación de muebles	3545
Diciembre 2016	32	Otras industrias manufactureras	1466
Diciembre 2016	33	Reparación e instalación de maquinaria y equipo	2805
Diciembre 2016	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1339
Diciembre 2016	36	Captación, depuración y distribución de agua	1570
Diciembre 2016	37	Recogida y tratamiento de aguas residuales	214
Diciembre 2016	38	Recogida, tratamiento y eliminación de residuos; valorización	2998
Diciembre 2016	39	Actividades de descontaminación y otros servicios de gestión de residuos	31
Diciembre 2016	41	Construcción de edificios	9431
Diciembre 2016	42	Ingeniería civil	1642
Diciembre 2016	43	Actividades de construcción especializada	20369
Diciembre 2016	45	Venta y reparación de vehículos de motor y motocicletas	9210
Diciembre 2016	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	25332
Diciembre 2016	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	50877
Diciembre 2016	49	Transporte terrestre y por tubería	20889
Diciembre 2016	50	Transporte marítimo y por vías navegables interiores	2
Diciembre 2016	51	Transporte aéreo	35
Diciembre 2016	52	Almacenamiento y actividades anexas al transporte	5963
Diciembre 2016	53	Actividades postales y de correos	1954
Diciembre 2016	55	Servicios de alojamiento	5689
Diciembre 2016	56	Servicios de comidas y bebidas	31735
Diciembre 2016	58	Edición	1153
Diciembre 2016	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	802
Diciembre 2016	60	Actividades de programación y emisión de radio y televisión	471
Diciembre 2016	61	Telecomunicaciones	1308
Diciembre 2016	62	Programación, consultoría y otras actividades relacionadas con la informática	4756
Diciembre 2016	63	Servicios de información	340
Diciembre 2016	64	Servicios financieros, excepto seguros y fondos de pensiones	5875
Diciembre 2016	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1170
Diciembre 2016	66	Actividades auxiliares a los servicios financieros y a los seguros	2753
Diciembre 2016	68	Actividades inmobiliarias	2577
Diciembre 2016	69	Actividades jurídicas y de contabilidad	7293
Diciembre 2016	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1785
Diciembre 2016	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	4898
Diciembre 2016	72	Investigación y desarrollo	1706
Diciembre 2016	73	Publicidad y estudios de mercado	1373
Diciembre 2016	74	Otras actividades profesionales, científicas y técnicas	2796
Diciembre 2016	75	Actividades veterinarias	644
Diciembre 2016	77	Actividades de alquiler	1496
Diciembre 2016	78	Actividades relacionadas con el empleo	5570
Diciembre 2016	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	986
Diciembre 2016	80	Actividades de seguridad e investigación	2482
Diciembre 2016	81	Servicios a edificios y actividades de jardinería	16902
Diciembre 2016	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	6285
Diciembre 2016	84	Administración Pública y defensa; Seguridad Social obligatoria	36321
Diciembre 2016	85	Educación	22273
Diciembre 2016	86	Actividades sanitarias	33208
Diciembre 2016	87	Asistencia en establecimientos residenciales	11170
Diciembre 2016	88	Actividades de servicios sociales sin alojamiento	5026
Diciembre 2016	90	Actividades de creación, artísticas y espectáculos	1309
Diciembre 2016	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	228
Diciembre 2016	92	Actividades de juegos de azar y apuestas	1095
Diciembre 2016	93	Actividades deportivas, recreativas y de entretenimiento	5676
Diciembre 2016	94	Actividades asociativas	5523
Diciembre 2016	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	2266
Diciembre 2016	96	Otros servicios personales	8749
Diciembre 2016	97	Actividades de los hogares como empleadores de personal doméstico	17504
Diciembre 2016	99	Actividades de organizaciones y organismos extraterritoriales	11
Septiembre 2016	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	37930
Septiembre 2016	02	Silvicultura y explotación forestal	1841
Septiembre 2016	03	Pesca y acuicultura	139
Septiembre 2016	05	Extracción de antracita, hulla y lignito	250
Septiembre 2016	07	Extracción de minerales metálicos	59
Septiembre 2016	08	Otras industrias extractivas	727
Septiembre 2016	09	Actividades de apoyo a las industrias extractivas	11
Septiembre 2016	10	Industria de la alimentación	13072
Septiembre 2016	11	Fabricación de bebidas	1412
Septiembre 2016	13	Industria textil	803
Septiembre 2016	14	Confección de prendas de vestir	996
Septiembre 2016	15	Industria del cuero y del calzado	993
Septiembre 2016	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	2043
Septiembre 2016	17	Industria del papel	2284
Septiembre 2016	18	Artes gráficas y reproducción de soportes grabados	1615
Septiembre 2016	20	Industria química	3660
Septiembre 2016	21	Fabricación de productos farmacéuticos	1188
Septiembre 2016	22	Fabricación de productos de caucho y plásticos	3868
Septiembre 2016	23	Fabricación de otros productos minerales no metálicos	3042
Septiembre 2016	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2699
Septiembre 2016	25	Fabricación de productos metálicos, excepto maquinaria y equipo	9454
Septiembre 2016	26	Fabricación de productos informáticos, electrónicos y ópticos	1578
Septiembre 2016	27	Fabricación de material y equipo eléctrico	5501
Septiembre 2016	28	Fabricación de maquinaria y equipo n.c.o.p.	6436
Septiembre 2016	29	Fabricación de vehículos de motor, remolques y semirremolques	15399
Septiembre 2016	30	Fabricación de otro material de transporte	1098
Septiembre 2016	31	Fabricación de muebles	3550
Septiembre 2016	32	Otras industrias manufactureras	1474
Septiembre 2016	33	Reparación e instalación de maquinaria y equipo	2810
Septiembre 2016	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1377
Septiembre 2016	36	Captación, depuración y distribución de agua	1576
Septiembre 2016	37	Recogida y tratamiento de aguas residuales	215
Septiembre 2016	38	Recogida, tratamiento y eliminación de residuos; valorización	2973
Septiembre 2016	39	Actividades de descontaminación y otros servicios de gestión de residuos	23
Septiembre 2016	41	Construcción de edificios	9977
Septiembre 2016	42	Ingeniería civil	1598
Septiembre 2016	43	Actividades de construcción especializada	20546
Septiembre 2016	45	Venta y reparación de vehículos de motor y motocicletas	9117
Septiembre 2016	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	26270
Septiembre 2016	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	49214
Septiembre 2016	49	Transporte terrestre y por tubería	20632
Septiembre 2016	50	Transporte marítimo y por vías navegables interiores	3
Septiembre 2016	51	Transporte aéreo	37
Septiembre 2016	52	Almacenamiento y actividades anexas al transporte	5863
Septiembre 2016	53	Actividades postales y de correos	1807
Septiembre 2016	55	Servicios de alojamiento	5674
Septiembre 2016	56	Servicios de comidas y bebidas	31536
Septiembre 2016	58	Edición	1129
Septiembre 2016	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	778
Septiembre 2016	60	Actividades de programación y emisión de radio y televisión	488
Septiembre 2016	61	Telecomunicaciones	1296
Septiembre 2016	62	Programación, consultoría y otras actividades relacionadas con la informática	4620
Septiembre 2016	63	Servicios de información	331
Septiembre 2016	64	Servicios financieros, excepto seguros y fondos de pensiones	5914
Septiembre 2016	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1166
Septiembre 2016	66	Actividades auxiliares a los servicios financieros y a los seguros	2752
Septiembre 2016	68	Actividades inmobiliarias	2521
Septiembre 2016	69	Actividades jurídicas y de contabilidad	7160
Septiembre 2016	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1777
Septiembre 2016	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	4883
Septiembre 2016	72	Investigación y desarrollo	1697
Septiembre 2016	73	Publicidad y estudios de mercado	1351
Septiembre 2016	74	Otras actividades profesionales, científicas y técnicas	2741
Septiembre 2016	75	Actividades veterinarias	631
Septiembre 2016	77	Actividades de alquiler	1481
Septiembre 2016	78	Actividades relacionadas con el empleo	8177
Septiembre 2016	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	1068
Septiembre 2016	80	Actividades de seguridad e investigación	2405
Septiembre 2016	81	Servicios a edificios y actividades de jardinería	16858
Septiembre 2016	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	6236
Septiembre 2016	84	Administración Pública y defensa; Seguridad Social obligatoria	35196
Septiembre 2016	85	Educación	19003
Septiembre 2016	86	Actividades sanitarias	32934
Septiembre 2016	87	Asistencia en establecimientos residenciales	10936
Septiembre 2016	88	Actividades de servicios sociales sin alojamiento	4771
Septiembre 2016	90	Actividades de creación, artísticas y espectáculos	1315
Septiembre 2016	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	254
Septiembre 2016	92	Actividades de juegos de azar y apuestas	1088
Septiembre 2016	93	Actividades deportivas, recreativas y de entretenimiento	3872
Septiembre 2016	94	Actividades asociativas	5046
Septiembre 2016	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	2288
Septiembre 2016	96	Otros servicios personales	8975
Septiembre 2016	97	Actividades de los hogares como empleadores de personal doméstico	17343
Septiembre 2016	99	Actividades de organizaciones y organismos extraterritoriales	8
Junio 2016	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	46620
Junio 2016	02	Silvicultura y explotación forestal	1818
Junio 2016	03	Pesca y acuicultura	151
Junio 2016	05	Extracción de antracita, hulla y lignito	261
Junio 2016	07	Extracción de minerales metálicos	57
Junio 2016	08	Otras industrias extractivas	739
Junio 2016	09	Actividades de apoyo a las industrias extractivas	11
Junio 2016	10	Industria de la alimentación	12640
Junio 2016	11	Fabricación de bebidas	1302
Junio 2016	13	Industria textil	796
Junio 2016	14	Confección de prendas de vestir	1024
Junio 2016	15	Industria del cuero y del calzado	1301
Junio 2016	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	2107
Junio 2016	17	Industria del papel	2280
Junio 2016	18	Artes gráficas y reproducción de soportes grabados	1578
Junio 2016	20	Industria química	3717
Junio 2016	21	Fabricación de productos farmacéuticos	1186
Junio 2016	22	Fabricación de productos de caucho y plásticos	3864
Junio 2016	23	Fabricación de otros productos minerales no metálicos	3047
Junio 2016	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2720
Junio 2016	25	Fabricación de productos metálicos, excepto maquinaria y equipo	9556
Junio 2016	26	Fabricación de productos informáticos, electrónicos y ópticos	1577
Junio 2016	27	Fabricación de material y equipo eléctrico	5434
Junio 2016	28	Fabricación de maquinaria y equipo n.c.o.p.	6445
Junio 2016	29	Fabricación de vehículos de motor, remolques y semirremolques	15519
Junio 2016	30	Fabricación de otro material de transporte	1091
Junio 2016	31	Fabricación de muebles	3582
Junio 2016	32	Otras industrias manufactureras	1470
Junio 2016	33	Reparación e instalación de maquinaria y equipo	2867
Junio 2016	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1374
Junio 2016	36	Captación, depuración y distribución de agua	1636
Junio 2016	37	Recogida y tratamiento de aguas residuales	183
Junio 2016	38	Recogida, tratamiento y eliminación de residuos; valorización	3034
Junio 2016	39	Actividades de descontaminación y otros servicios de gestión de residuos	23
Junio 2016	41	Construcción de edificios	10062
Junio 2016	42	Ingeniería civil	1620
Junio 2016	43	Actividades de construcción especializada	20783
Junio 2016	45	Venta y reparación de vehículos de motor y motocicletas	9121
Junio 2016	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	27305
Junio 2016	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	49998
Junio 2016	49	Transporte terrestre y por tubería	20303
Junio 2016	50	Transporte marítimo y por vías navegables interiores	3
Junio 2016	51	Transporte aéreo	46
Junio 2016	52	Almacenamiento y actividades anexas al transporte	5305
Junio 2016	53	Actividades postales y de correos	1798
Junio 2016	55	Servicios de alojamiento	5951
Junio 2016	56	Servicios de comidas y bebidas	29737
Junio 2016	58	Edición	1128
Junio 2016	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	779
Junio 2016	60	Actividades de programación y emisión de radio y televisión	473
Junio 2016	61	Telecomunicaciones	1319
Junio 2016	62	Programación, consultoría y otras actividades relacionadas con la informática	4461
Junio 2016	63	Servicios de información	347
Junio 2016	64	Servicios financieros, excepto seguros y fondos de pensiones	5915
Junio 2016	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1178
Junio 2016	66	Actividades auxiliares a los servicios financieros y a los seguros	2760
Junio 2016	68	Actividades inmobiliarias	2502
Junio 2016	69	Actividades jurídicas y de contabilidad	7236
Junio 2016	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1770
Junio 2016	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	4821
Junio 2016	72	Investigación y desarrollo	1682
Junio 2016	73	Publicidad y estudios de mercado	1348
Junio 2016	74	Otras actividades profesionales, científicas y técnicas	2774
Junio 2016	75	Actividades veterinarias	637
Junio 2016	77	Actividades de alquiler	1492
Junio 2016	78	Actividades relacionadas con el empleo	10108
Junio 2016	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	1041
Junio 2016	80	Actividades de seguridad e investigación	2381
Junio 2016	81	Servicios a edificios y actividades de jardinería	15893
Junio 2016	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	6323
Junio 2016	84	Administración Pública y defensa; Seguridad Social obligatoria	35113
Junio 2016	85	Educación	18345
Junio 2016	86	Actividades sanitarias	32824
Junio 2016	87	Asistencia en establecimientos residenciales	10989
Junio 2016	88	Actividades de servicios sociales sin alojamiento	4893
Junio 2016	90	Actividades de creación, artísticas y espectáculos	1239
Junio 2016	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	244
Junio 2016	92	Actividades de juegos de azar y apuestas	1069
Junio 2016	93	Actividades deportivas, recreativas y de entretenimiento	4310
Junio 2016	94	Actividades asociativas	5006
Junio 2016	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	2397
Junio 2016	96	Otros servicios personales	8656
Junio 2016	97	Actividades de los hogares como empleadores de personal doméstico	17667
Junio 2016	99	Actividades de organizaciones y organismos extraterritoriales	9
Marzo 2016	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	33024
Marzo 2016	02	Silvicultura y explotación forestal	1311
Marzo 2016	03	Pesca y acuicultura	147
Marzo 2016	05	Extracción de antracita, hulla y lignito	275
Marzo 2016	07	Extracción de minerales metálicos	58
Marzo 2016	08	Otras industrias extractivas	688
Marzo 2016	09	Actividades de apoyo a las industrias extractivas	13
Marzo 2016	10	Industria de la alimentación	12261
Marzo 2016	11	Fabricación de bebidas	1279
Marzo 2016	13	Industria textil	768
Marzo 2016	14	Confección de prendas de vestir	990
Marzo 2016	15	Industria del cuero y del calzado	1060
Marzo 2016	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	1976
Marzo 2016	17	Industria del papel	2235
Marzo 2016	18	Artes gráficas y reproducción de soportes grabados	1539
Marzo 2016	20	Industria química	3653
Marzo 2016	21	Fabricación de productos farmacéuticos	1188
Marzo 2016	22	Fabricación de productos de caucho y plásticos	4001
Marzo 2016	23	Fabricación de otros productos minerales no metálicos	3126
Marzo 2016	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2663
Marzo 2016	25	Fabricación de productos metálicos, excepto maquinaria y equipo	9278
Marzo 2016	26	Fabricación de productos informáticos, electrónicos y ópticos	1754
Marzo 2016	27	Fabricación de material y equipo eléctrico	5340
Marzo 2016	28	Fabricación de maquinaria y equipo n.c.o.p.	6297
Marzo 2016	29	Fabricación de vehículos de motor, remolques y semirremolques	15016
Marzo 2016	30	Fabricación de otro material de transporte	1035
Marzo 2016	31	Fabricación de muebles	3545
Marzo 2016	32	Otras industrias manufactureras	1452
Marzo 2016	33	Reparación e instalación de maquinaria y equipo	2788
Marzo 2016	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1402
Marzo 2016	36	Captación, depuración y distribución de agua	1636
Marzo 2016	37	Recogida y tratamiento de aguas residuales	228
Marzo 2016	38	Recogida, tratamiento y eliminación de residuos; valorización	2934
Marzo 2016	39	Actividades de descontaminación y otros servicios de gestión de residuos	35
Marzo 2016	41	Construcción de edificios	9574
Marzo 2016	42	Ingeniería civil	1572
Marzo 2016	43	Actividades de construcción especializada	19895
Marzo 2016	45	Venta y reparación de vehículos de motor y motocicletas	8893
Marzo 2016	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	24719
Marzo 2016	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	48873
Marzo 2016	49	Transporte terrestre y por tubería	20258
Marzo 2016	50	Transporte marítimo y por vías navegables interiores	2
Marzo 2016	51	Transporte aéreo	27
Marzo 2016	52	Almacenamiento y actividades anexas al transporte	5325
Marzo 2016	53	Actividades postales y de correos	1732
Marzo 2016	55	Servicios de alojamiento	5568
Marzo 2016	56	Servicios de comidas y bebidas	30480
Marzo 2016	58	Edición	1127
Marzo 2016	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	747
Marzo 2016	60	Actividades de programación y emisión de radio y televisión	476
Marzo 2016	61	Telecomunicaciones	1322
Marzo 2016	62	Programación, consultoría y otras actividades relacionadas con la informática	4350
Marzo 2016	63	Servicios de información	345
Marzo 2016	64	Servicios financieros, excepto seguros y fondos de pensiones	5982
Marzo 2016	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1176
Marzo 2016	66	Actividades auxiliares a los servicios financieros y a los seguros	2672
Marzo 2016	68	Actividades inmobiliarias	2476
Marzo 2016	69	Actividades jurídicas y de contabilidad	7196
Marzo 2016	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1720
Marzo 2016	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	4728
Marzo 2016	72	Investigación y desarrollo	1632
Marzo 2016	73	Publicidad y estudios de mercado	1424
Marzo 2016	74	Otras actividades profesionales, científicas y técnicas	2552
Marzo 2016	75	Actividades veterinarias	616
Marzo 2016	77	Actividades de alquiler	1537
Marzo 2016	78	Actividades relacionadas con el empleo	7359
Marzo 2016	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	985
Marzo 2016	80	Actividades de seguridad e investigación	2338
Marzo 2016	81	Servicios a edificios y actividades de jardinería	16301
Marzo 2016	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	6300
Marzo 2016	84	Administración Pública y defensa; Seguridad Social obligatoria	35302
Marzo 2016	85	Educación	22094
Marzo 2016	86	Actividades sanitarias	31574
Marzo 2016	87	Asistencia en establecimientos residenciales	10651
Marzo 2016	88	Actividades de servicios sociales sin alojamiento	4934
Marzo 2016	90	Actividades de creación, artísticas y espectáculos	1211
Marzo 2016	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	288
Marzo 2016	92	Actividades de juegos de azar y apuestas	1043
Marzo 2016	93	Actividades deportivas, recreativas y de entretenimiento	5355
Marzo 2016	94	Actividades asociativas	5357
Marzo 2016	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	2409
Marzo 2016	96	Otros servicios personales	8733
Marzo 2016	97	Actividades de los hogares como empleadores de personal doméstico	17669
Marzo 2016	99	Actividades de organizaciones y organismos extraterritoriales	9
Diciembre 2015	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	33623
Diciembre 2015	02	Silvicultura y explotación forestal	907
Diciembre 2015	03	Pesca y acuicultura	150
Diciembre 2015	05	Extracción de antracita, hulla y lignito	282
Diciembre 2015	07	Extracción de minerales metálicos	59
Diciembre 2015	08	Otras industrias extractivas	710
Diciembre 2015	09	Actividades de apoyo a las industrias extractivas	13
Diciembre 2015	10	Industria de la alimentación	12214
Diciembre 2015	11	Fabricación de bebidas	1266
Diciembre 2015	13	Industria textil	758
Diciembre 2015	14	Confección de prendas de vestir	1026
Diciembre 2015	15	Industria del cuero y del calzado	1043
Diciembre 2015	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	1937
Diciembre 2015	17	Industria del papel	2257
Diciembre 2015	18	Artes gráficas y reproducción de soportes grabados	1576
Diciembre 2015	20	Industria química	3587
Diciembre 2015	21	Fabricación de productos farmacéuticos	1185
Diciembre 2015	22	Fabricación de productos de caucho y plásticos	4028
Diciembre 2015	23	Fabricación de otros productos minerales no metálicos	3060
Diciembre 2015	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2654
Diciembre 2015	25	Fabricación de productos metálicos, excepto maquinaria y equipo	9066
Diciembre 2015	26	Fabricación de productos informáticos, electrónicos y ópticos	1706
Diciembre 2015	27	Fabricación de material y equipo eléctrico	5247
Diciembre 2015	28	Fabricación de maquinaria y equipo n.c.o.p.	6187
Diciembre 2015	29	Fabricación de vehículos de motor, remolques y semirremolques	14454
Diciembre 2015	30	Fabricación de otro material de transporte	1024
Diciembre 2015	31	Fabricación de muebles	3404
Diciembre 2015	32	Otras industrias manufactureras	1445
Diciembre 2015	33	Reparación e instalación de maquinaria y equipo	2751
Diciembre 2015	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1400
Diciembre 2015	36	Captación, depuración y distribución de agua	1574
Diciembre 2015	37	Recogida y tratamiento de aguas residuales	231
Diciembre 2015	38	Recogida, tratamiento y eliminación de residuos; valorización	2930
Diciembre 2015	39	Actividades de descontaminación y otros servicios de gestión de residuos	34
Diciembre 2015	41	Construcción de edificios	9437
Diciembre 2015	42	Ingeniería civil	1574
Diciembre 2015	43	Actividades de construcción especializada	19800
Diciembre 2015	45	Venta y reparación de vehículos de motor y motocicletas	8904
Diciembre 2015	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	24691
Diciembre 2015	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	50725
Diciembre 2015	49	Transporte terrestre y por tubería	19977
Diciembre 2015	50	Transporte marítimo y por vías navegables interiores	2
Diciembre 2015	51	Transporte aéreo	26
Diciembre 2015	52	Almacenamiento y actividades anexas al transporte	5259
Diciembre 2015	53	Actividades postales y de correos	1774
Diciembre 2015	55	Servicios de alojamiento	5454
Diciembre 2015	56	Servicios de comidas y bebidas	30669
Diciembre 2015	58	Edición	1141
Diciembre 2015	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	858
Diciembre 2015	60	Actividades de programación y emisión de radio y televisión	368
