Mes y año	Mes (código)	Mes nombre	Año	Sexo	Provincia código	Provincia nombre	Número de contratos	Temporalidad	Bonificado o no
Mayo 2020	202005	Mayo	2020	Hombres	22	Huesca	11	Indefinido	Bonificados
Mayo 2020	202005	Mayo	2020	Mujeres	22	Huesca	3	Indefinido	Bonificados
Mayo 2020	202005	Mayo	2020	Hombres	22	Huesca	404	Indefinido	No bonificados
Mayo 2020	202005	Mayo	2020	Mujeres	22	Huesca	292	Indefinido	No bonificados
Mayo 2020	202005	Mayo	2020	Hombres	22	Huesca	13	Temporal	Bonificados
Mayo 2020	202005	Mayo	2020	Mujeres	22	Huesca	14	Temporal	Bonificados
Mayo 2020	202005	Mayo	2020	Hombres	22	Huesca	4270	Temporal	No bonificados
Mayo 2020	202005	Mayo	2020	Mujeres	22	Huesca	1772	Temporal	No bonificados
Mayo 2020	202005	Mayo	2020	Hombres	44	Teruel	2	Indefinido	Bonificados
Mayo 2020	202005	Mayo	2020	Mujeres	44	Teruel	2	Indefinido	Bonificados
Mayo 2020	202005	Mayo	2020	Hombres	44	Teruel	144	Indefinido	No bonificados
Mayo 2020	202005	Mayo	2020	Mujeres	44	Teruel	71	Indefinido	No bonificados
Mayo 2020	202005	Mayo	2020	Hombres	44	Teruel	7	Temporal	Bonificados
Mayo 2020	202005	Mayo	2020	Mujeres	44	Teruel	16	Temporal	Bonificados
Mayo 2020	202005	Mayo	2020	Hombres	44	Teruel	1249	Temporal	No bonificados
Mayo 2020	202005	Mayo	2020	Mujeres	44	Teruel	649	Temporal	No bonificados
Mayo 2020	202005	Mayo	2020	Hombres	50	Zaragoza	22	Indefinido	Bonificados
Mayo 2020	202005	Mayo	2020	Mujeres	50	Zaragoza	31	Indefinido	Bonificados
Mayo 2020	202005	Mayo	2020	Hombres	50	Zaragoza	898	Indefinido	No bonificados
Mayo 2020	202005	Mayo	2020	Mujeres	50	Zaragoza	718	Indefinido	No bonificados
Mayo 2020	202005	Mayo	2020	Hombres	50	Zaragoza	98	Temporal	Bonificados
Mayo 2020	202005	Mayo	2020	Mujeres	50	Zaragoza	131	Temporal	Bonificados
Mayo 2020	202005	Mayo	2020	Hombres	50	Zaragoza	11781	Temporal	No bonificados
Mayo 2020	202005	Mayo	2020	Mujeres	50	Zaragoza	7437	Temporal	No bonificados
Abril 2020	202004	Abril	2020	Hombres	22	Huesca	8	Indefinido	Bonificados
Abril 2020	202004	Abril	2020	Mujeres	22	Huesca	4	Indefinido	Bonificados
Abril 2020	202004	Abril	2020	Hombres	22	Huesca	378	Indefinido	No bonificados
Abril 2020	202004	Abril	2020	Mujeres	22	Huesca	205	Indefinido	No bonificados
Abril 2020	202004	Abril	2020	Hombres	22	Huesca	17	Temporal	Bonificados
Abril 2020	202004	Abril	2020	Mujeres	22	Huesca	18	Temporal	Bonificados
Abril 2020	202004	Abril	2020	Hombres	22	Huesca	2261	Temporal	No bonificados
Abril 2020	202004	Abril	2020	Mujeres	22	Huesca	1110	Temporal	No bonificados
Abril 2020	202004	Abril	2020	Hombres	44	Teruel	5	Indefinido	Bonificados
Abril 2020	202004	Abril	2020	Mujeres	44	Teruel	2	Indefinido	Bonificados
Abril 2020	202004	Abril	2020	Hombres	44	Teruel	89	Indefinido	No bonificados
Abril 2020	202004	Abril	2020	Mujeres	44	Teruel	51	Indefinido	No bonificados
Abril 2020	202004	Abril	2020	Hombres	44	Teruel	11	Temporal	Bonificados
Abril 2020	202004	Abril	2020	Mujeres	44	Teruel	12	Temporal	Bonificados
Abril 2020	202004	Abril	2020	Hombres	44	Teruel	507	Temporal	No bonificados
Abril 2020	202004	Abril	2020	Mujeres	44	Teruel	529	Temporal	No bonificados
Abril 2020	202004	Abril	2020	Hombres	50	Zaragoza	15	Indefinido	Bonificados
Abril 2020	202004	Abril	2020	Mujeres	50	Zaragoza	10	Indefinido	Bonificados
Abril 2020	202004	Abril	2020	Hombres	50	Zaragoza	753	Indefinido	No bonificados
Abril 2020	202004	Abril	2020	Mujeres	50	Zaragoza	422	Indefinido	No bonificados
Abril 2020	202004	Abril	2020	Hombres	50	Zaragoza	58	Temporal	Bonificados
Abril 2020	202004	Abril	2020	Mujeres	50	Zaragoza	84	Temporal	Bonificados
Abril 2020	202004	Abril	2020	Hombres	50	Zaragoza	7486	Temporal	No bonificados
Abril 2020	202004	Abril	2020	Mujeres	50	Zaragoza	4935	Temporal	No bonificados
Marzo 2020	202003	Marzo	2020	Hombres	22	Huesca	8	Indefinido	Bonificados
Marzo 2020	202003	Marzo	2020	Mujeres	22	Huesca	5	Indefinido	Bonificados
Marzo 2020	202003	Marzo	2020	Hombres	22	Huesca	681	Indefinido	No bonificados
Marzo 2020	202003	Marzo	2020	Mujeres	22	Huesca	349	Indefinido	No bonificados
Marzo 2020	202003	Marzo	2020	Hombres	22	Huesca	35	Temporal	Bonificados
Marzo 2020	202003	Marzo	2020	Mujeres	22	Huesca	32	Temporal	Bonificados
Marzo 2020	202003	Marzo	2020	Hombres	22	Huesca	2370	Temporal	No bonificados
Marzo 2020	202003	Marzo	2020	Mujeres	22	Huesca	1972	Temporal	No bonificados
Marzo 2020	202003	Marzo	2020	Hombres	44	Teruel	5	Indefinido	Bonificados
Marzo 2020	202003	Marzo	2020	Mujeres	44	Teruel	1	Indefinido	Bonificados
Marzo 2020	202003	Marzo	2020	Hombres	44	Teruel	261	Indefinido	No bonificados
Marzo 2020	202003	Marzo	2020	Mujeres	44	Teruel	183	Indefinido	No bonificados
Marzo 2020	202003	Marzo	2020	Hombres	44	Teruel	22	Temporal	Bonificados
Marzo 2020	202003	Marzo	2020	Mujeres	44	Teruel	26	Temporal	Bonificados
Marzo 2020	202003	Marzo	2020	Hombres	44	Teruel	1531	Temporal	No bonificados
Marzo 2020	202003	Marzo	2020	Mujeres	44	Teruel	1030	Temporal	No bonificados
Marzo 2020	202003	Marzo	2020	Hombres	50	Zaragoza	28	Indefinido	Bonificados
Marzo 2020	202003	Marzo	2020	Mujeres	50	Zaragoza	20	Indefinido	Bonificados
Marzo 2020	202003	Marzo	2020	Hombres	50	Zaragoza	1524	Indefinido	No bonificados
Marzo 2020	202003	Marzo	2020	Mujeres	50	Zaragoza	1214	Indefinido	No bonificados
Marzo 2020	202003	Marzo	2020	Hombres	50	Zaragoza	113	Temporal	Bonificados
Marzo 2020	202003	Marzo	2020	Mujeres	50	Zaragoza	146	Temporal	Bonificados
Marzo 2020	202003	Marzo	2020	Hombres	50	Zaragoza	11881	Temporal	No bonificados
Marzo 2020	202003	Marzo	2020	Mujeres	50	Zaragoza	10477	Temporal	No bonificados
Febrero 2020	202002	Febrero	2020	Hombres	22	Huesca	12	Indefinido	Bonificados
Febrero 2020	202002	Febrero	2020	Mujeres	22	Huesca	6	Indefinido	Bonificados
Febrero 2020	202002	Febrero	2020	Hombres	22	Huesca	600	Indefinido	No bonificados
Febrero 2020	202002	Febrero	2020	Mujeres	22	Huesca	344	Indefinido	No bonificados
Febrero 2020	202002	Febrero	2020	Hombres	22	Huesca	35	Temporal	Bonificados
Febrero 2020	202002	Febrero	2020	Mujeres	22	Huesca	48	Temporal	Bonificados
Febrero 2020	202002	Febrero	2020	Hombres	22	Huesca	3752	Temporal	No bonificados
Febrero 2020	202002	Febrero	2020	Mujeres	22	Huesca	2861	Temporal	No bonificados
Febrero 2020	202002	Febrero	2020	Hombres	44	Teruel	8	Indefinido	Bonificados
Febrero 2020	202002	Febrero	2020	Mujeres	44	Teruel	4	Indefinido	Bonificados
Febrero 2020	202002	Febrero	2020	Hombres	44	Teruel	312	Indefinido	No bonificados
Febrero 2020	202002	Febrero	2020	Mujeres	44	Teruel	148	Indefinido	No bonificados
Febrero 2020	202002	Febrero	2020	Hombres	44	Teruel	18	Temporal	Bonificados
Febrero 2020	202002	Febrero	2020	Mujeres	44	Teruel	28	Temporal	Bonificados
Febrero 2020	202002	Febrero	2020	Hombres	44	Teruel	2211	Temporal	No bonificados
Febrero 2020	202002	Febrero	2020	Mujeres	44	Teruel	1686	Temporal	No bonificados
Febrero 2020	202002	Febrero	2020	Hombres	50	Zaragoza	35	Indefinido	Bonificados
Febrero 2020	202002	Febrero	2020	Mujeres	50	Zaragoza	36	Indefinido	Bonificados
Febrero 2020	202002	Febrero	2020	Hombres	50	Zaragoza	1778	Indefinido	No bonificados
Febrero 2020	202002	Febrero	2020	Mujeres	50	Zaragoza	1389	Indefinido	No bonificados
Febrero 2020	202002	Febrero	2020	Hombres	50	Zaragoza	143	Temporal	Bonificados
Febrero 2020	202002	Febrero	2020	Mujeres	50	Zaragoza	212	Temporal	Bonificados
Febrero 2020	202002	Febrero	2020	Hombres	50	Zaragoza	15348	Temporal	No bonificados
Febrero 2020	202002	Febrero	2020	Mujeres	50	Zaragoza	13869	Temporal	No bonificados
Enero 2020	202001	Enero	2020	Hombres	22	Huesca	6	Indefinido	Bonificados
Enero 2020	202001	Enero	2020	Mujeres	22	Huesca	5	Indefinido	Bonificados
Enero 2020	202001	Enero	2020	Hombres	22	Huesca	590	Indefinido	No bonificados
Enero 2020	202001	Enero	2020	Mujeres	22	Huesca	366	Indefinido	No bonificados
Enero 2020	202001	Enero	2020	Hombres	22	Huesca	21	Temporal	Bonificados
Enero 2020	202001	Enero	2020	Mujeres	22	Huesca	35	Temporal	Bonificados
Enero 2020	202001	Enero	2020	Hombres	22	Huesca	3797	Temporal	No bonificados
Enero 2020	202001	Enero	2020	Mujeres	22	Huesca	2953	Temporal	No bonificados
Enero 2020	202001	Enero	2020	Hombres	44	Teruel	4	Indefinido	Bonificados
Enero 2020	202001	Enero	2020	Mujeres	44	Teruel	3	Indefinido	Bonificados
Enero 2020	202001	Enero	2020	Hombres	44	Teruel	279	Indefinido	No bonificados
Enero 2020	202001	Enero	2020	Mujeres	44	Teruel	154	Indefinido	No bonificados
Enero 2020	202001	Enero	2020	Hombres	44	Teruel	15	Temporal	Bonificados
Enero 2020	202001	Enero	2020	Mujeres	44	Teruel	37	Temporal	Bonificados
Enero 2020	202001	Enero	2020	Hombres	44	Teruel	1687	Temporal	No bonificados
Enero 2020	202001	Enero	2020	Mujeres	44	Teruel	1249	Temporal	No bonificados
Enero 2020	202001	Enero	2020	Hombres	50	Zaragoza	38	Indefinido	Bonificados
Enero 2020	202001	Enero	2020	Mujeres	50	Zaragoza	29	Indefinido	Bonificados
Enero 2020	202001	Enero	2020	Hombres	50	Zaragoza	1885	Indefinido	No bonificados
Enero 2020	202001	Enero	2020	Mujeres	50	Zaragoza	1491	Indefinido	No bonificados
Enero 2020	202001	Enero	2020	Hombres	50	Zaragoza	126	Temporal	Bonificados
Enero 2020	202001	Enero	2020	Mujeres	50	Zaragoza	184	Temporal	Bonificados
Enero 2020	202001	Enero	2020	Hombres	50	Zaragoza	16696	Temporal	No bonificados
Enero 2020	202001	Enero	2020	Mujeres	50	Zaragoza	14996	Temporal	No bonificados
Diciembre 2019	201912	Diciembre	2019	Hombres	22	Huesca	11	Indefinido	Bonificados
Diciembre 2019	201912	Diciembre	2019	Mujeres	22	Huesca	8	Indefinido	Bonificados
Diciembre 2019	201912	Diciembre	2019	Hombres	22	Huesca	378	Indefinido	No bonificados
Diciembre 2019	201912	Diciembre	2019	Mujeres	22	Huesca	275	Indefinido	No bonificados
Diciembre 2019	201912	Diciembre	2019	Hombres	22	Huesca	25	Temporal	Bonificados
Diciembre 2019	201912	Diciembre	2019	Mujeres	22	Huesca	31	Temporal	Bonificados
Diciembre 2019	201912	Diciembre	2019	Hombres	22	Huesca	3515	Temporal	No bonificados
Diciembre 2019	201912	Diciembre	2019	Mujeres	22	Huesca	3364	Temporal	No bonificados
Diciembre 2019	201912	Diciembre	2019	Hombres	44	Teruel	4	Indefinido	Bonificados
Diciembre 2019	201912	Diciembre	2019	Mujeres	44	Teruel	1	Indefinido	Bonificados
Diciembre 2019	201912	Diciembre	2019	Hombres	44	Teruel	193	Indefinido	No bonificados
Diciembre 2019	201912	Diciembre	2019	Mujeres	44	Teruel	137	Indefinido	No bonificados
Diciembre 2019	201912	Diciembre	2019	Hombres	44	Teruel	15	Temporal	Bonificados
Diciembre 2019	201912	Diciembre	2019	Mujeres	44	Teruel	18	Temporal	Bonificados
Diciembre 2019	201912	Diciembre	2019	Hombres	44	Teruel	1687	Temporal	No bonificados
Diciembre 2019	201912	Diciembre	2019	Mujeres	44	Teruel	1378	Temporal	No bonificados
Diciembre 2019	201912	Diciembre	2019	Hombres	50	Zaragoza	28	Indefinido	Bonificados
Diciembre 2019	201912	Diciembre	2019	Mujeres	50	Zaragoza	29	Indefinido	Bonificados
Diciembre 2019	201912	Diciembre	2019	Hombres	50	Zaragoza	1213	Indefinido	No bonificados
Diciembre 2019	201912	Diciembre	2019	Mujeres	50	Zaragoza	1136	Indefinido	No bonificados
Diciembre 2019	201912	Diciembre	2019	Hombres	50	Zaragoza	122	Temporal	Bonificados
Diciembre 2019	201912	Diciembre	2019	Mujeres	50	Zaragoza	186	Temporal	Bonificados
Diciembre 2019	201912	Diciembre	2019	Hombres	50	Zaragoza	14568	Temporal	No bonificados
Diciembre 2019	201912	Diciembre	2019	Mujeres	50	Zaragoza	14561	Temporal	No bonificados
Noviembre 2019	201911	Noviembre	2019	Hombres	22	Huesca	9	Indefinido	Bonificados
Noviembre 2019	201911	Noviembre	2019	Mujeres	22	Huesca	2	Indefinido	Bonificados
Noviembre 2019	201911	Noviembre	2019	Hombres	22	Huesca	518	Indefinido	No bonificados
Noviembre 2019	201911	Noviembre	2019	Mujeres	22	Huesca	373	Indefinido	No bonificados
Noviembre 2019	201911	Noviembre	2019	Hombres	22	Huesca	33	Temporal	Bonificados
Noviembre 2019	201911	Noviembre	2019	Mujeres	22	Huesca	45	Temporal	Bonificados
Noviembre 2019	201911	Noviembre	2019	Hombres	22	Huesca	3299	Temporal	No bonificados
Noviembre 2019	201911	Noviembre	2019	Mujeres	22	Huesca	2644	Temporal	No bonificados
Noviembre 2019	201911	Noviembre	2019	Hombres	44	Teruel	6	Indefinido	Bonificados
Noviembre 2019	201911	Noviembre	2019	Mujeres	44	Teruel	2	Indefinido	Bonificados
Noviembre 2019	201911	Noviembre	2019	Hombres	44	Teruel	229	Indefinido	No bonificados
Noviembre 2019	201911	Noviembre	2019	Mujeres	44	Teruel	164	Indefinido	No bonificados
Noviembre 2019	201911	Noviembre	2019	Hombres	44	Teruel	23	Temporal	Bonificados
Noviembre 2019	201911	Noviembre	2019	Mujeres	44	Teruel	21	Temporal	Bonificados
Noviembre 2019	201911	Noviembre	2019	Hombres	44	Teruel	1916	Temporal	No bonificados
Noviembre 2019	201911	Noviembre	2019	Mujeres	44	Teruel	1416	Temporal	No bonificados
Noviembre 2019	201911	Noviembre	2019	Hombres	50	Zaragoza	37	Indefinido	Bonificados
Noviembre 2019	201911	Noviembre	2019	Mujeres	50	Zaragoza	40	Indefinido	Bonificados
Noviembre 2019	201911	Noviembre	2019	Hombres	50	Zaragoza	1606	Indefinido	No bonificados
Noviembre 2019	201911	Noviembre	2019	Mujeres	50	Zaragoza	1378	Indefinido	No bonificados
Noviembre 2019	201911	Noviembre	2019	Hombres	50	Zaragoza	154	Temporal	Bonificados
Noviembre 2019	201911	Noviembre	2019	Mujeres	50	Zaragoza	206	Temporal	Bonificados
Noviembre 2019	201911	Noviembre	2019	Hombres	50	Zaragoza	16604	Temporal	No bonificados
Noviembre 2019	201911	Noviembre	2019	Mujeres	50	Zaragoza	15804	Temporal	No bonificados
Octubre 2019	201910	Octubre	2019	Hombres	22	Huesca	10	Indefinido	Bonificados
Octubre 2019	201910	Octubre	2019	Mujeres	22	Huesca	6	Indefinido	Bonificados
Octubre 2019	201910	Octubre	2019	Hombres	22	Huesca	568	Indefinido	No bonificados
Octubre 2019	201910	Octubre	2019	Mujeres	22	Huesca	421	Indefinido	No bonificados
Octubre 2019	201910	Octubre	2019	Hombres	22	Huesca	34	Temporal	Bonificados
Octubre 2019	201910	Octubre	2019	Mujeres	22	Huesca	58	Temporal	Bonificados
Octubre 2019	201910	Octubre	2019	Hombres	22	Huesca	3795	Temporal	No bonificados
Octubre 2019	201910	Octubre	2019	Mujeres	22	Huesca	3374	Temporal	No bonificados
Octubre 2019	201910	Octubre	2019	Hombres	44	Teruel	4	Indefinido	Bonificados
Octubre 2019	201910	Octubre	2019	Mujeres	44	Teruel	6	Indefinido	Bonificados
Octubre 2019	201910	Octubre	2019	Hombres	44	Teruel	291	Indefinido	No bonificados
Octubre 2019	201910	Octubre	2019	Mujeres	44	Teruel	217	Indefinido	No bonificados
Octubre 2019	201910	Octubre	2019	Hombres	44	Teruel	29	Temporal	Bonificados
Octubre 2019	201910	Octubre	2019	Mujeres	44	Teruel	28	Temporal	Bonificados
Octubre 2019	201910	Octubre	2019	Hombres	44	Teruel	2380	Temporal	No bonificados
Octubre 2019	201910	Octubre	2019	Mujeres	44	Teruel	1966	Temporal	No bonificados
Octubre 2019	201910	Octubre	2019	Hombres	50	Zaragoza	59	Indefinido	Bonificados
Octubre 2019	201910	Octubre	2019	Mujeres	50	Zaragoza	46	Indefinido	Bonificados
Octubre 2019	201910	Octubre	2019	Hombres	50	Zaragoza	2282	Indefinido	No bonificados
Octubre 2019	201910	Octubre	2019	Mujeres	50	Zaragoza	2007	Indefinido	No bonificados
Octubre 2019	201910	Octubre	2019	Hombres	50	Zaragoza	148	Temporal	Bonificados
Octubre 2019	201910	Octubre	2019	Mujeres	50	Zaragoza	241	Temporal	Bonificados
Octubre 2019	201910	Octubre	2019	Hombres	50	Zaragoza	22303	Temporal	No bonificados
Octubre 2019	201910	Octubre	2019	Mujeres	50	Zaragoza	20729	Temporal	No bonificados
Septiembre 2019	201909	Septiembre	2019	Hombres	22	Huesca	17	Indefinido	Bonificados
Septiembre 2019	201909	Septiembre	2019	Mujeres	22	Huesca	6	Indefinido	Bonificados
Septiembre 2019	201909	Septiembre	2019	Hombres	22	Huesca	689	Indefinido	No bonificados
Septiembre 2019	201909	Septiembre	2019	Mujeres	22	Huesca	476	Indefinido	No bonificados
Septiembre 2019	201909	Septiembre	2019	Hombres	22	Huesca	29	Temporal	Bonificados
Septiembre 2019	201909	Septiembre	2019	Mujeres	22	Huesca	45	Temporal	Bonificados
Septiembre 2019	201909	Septiembre	2019	Hombres	22	Huesca	4094	Temporal	No bonificados
Septiembre 2019	201909	Septiembre	2019	Mujeres	22	Huesca	3440	Temporal	No bonificados
Septiembre 2019	201909	Septiembre	2019	Hombres	44	Teruel	3	Indefinido	Bonificados
Septiembre 2019	201909	Septiembre	2019	Mujeres	44	Teruel	2	Indefinido	Bonificados
Septiembre 2019	201909	Septiembre	2019	Hombres	44	Teruel	335	Indefinido	No bonificados
Septiembre 2019	201909	Septiembre	2019	Mujeres	44	Teruel	213	Indefinido	No bonificados
Septiembre 2019	201909	Septiembre	2019	Hombres	44	Teruel	16	Temporal	Bonificados
Septiembre 2019	201909	Septiembre	2019	Mujeres	44	Teruel	29	Temporal	Bonificados
Septiembre 2019	201909	Septiembre	2019	Hombres	44	Teruel	2780	Temporal	No bonificados
Septiembre 2019	201909	Septiembre	2019	Mujeres	44	Teruel	2082	Temporal	No bonificados
Septiembre 2019	201909	Septiembre	2019	Hombres	50	Zaragoza	44	Indefinido	Bonificados
Septiembre 2019	201909	Septiembre	2019	Mujeres	50	Zaragoza	49	Indefinido	Bonificados
Septiembre 2019	201909	Septiembre	2019	Hombres	50	Zaragoza	2429	Indefinido	No bonificados
Septiembre 2019	201909	Septiembre	2019	Mujeres	50	Zaragoza	2305	Indefinido	No bonificados
Septiembre 2019	201909	Septiembre	2019	Hombres	50	Zaragoza	166	Temporal	Bonificados
Septiembre 2019	201909	Septiembre	2019	Mujeres	50	Zaragoza	298	Temporal	Bonificados
Septiembre 2019	201909	Septiembre	2019	Hombres	50	Zaragoza	22437	Temporal	No bonificados
Septiembre 2019	201909	Septiembre	2019	Mujeres	50	Zaragoza	19086	Temporal	No bonificados
Agosto 2019	201908	Agosto	2019	Hombres	22	Huesca	21	Indefinido	Bonificados
Agosto 2019	201908	Agosto	2019	Mujeres	22	Huesca	6	Indefinido	Bonificados
Agosto 2019	201908	Agosto	2019	Hombres	22	Huesca	325	Indefinido	No bonificados
Agosto 2019	201908	Agosto	2019	Mujeres	22	Huesca	241	Indefinido	No bonificados
Agosto 2019	201908	Agosto	2019	Hombres	22	Huesca	25	Temporal	Bonificados
Agosto 2019	201908	Agosto	2019	Mujeres	22	Huesca	30	Temporal	Bonificados
Agosto 2019	201908	Agosto	2019	Hombres	22	Huesca	5122	Temporal	No bonificados
Agosto 2019	201908	Agosto	2019	Mujeres	22	Huesca	3408	Temporal	No bonificados
Agosto 2019	201908	Agosto	2019	Hombres	44	Teruel	4	Indefinido	Bonificados
Agosto 2019	201908	Agosto	2019	Mujeres	44	Teruel	2	Indefinido	Bonificados
Agosto 2019	201908	Agosto	2019	Hombres	44	Teruel	182	Indefinido	No bonificados
Agosto 2019	201908	Agosto	2019	Mujeres	44	Teruel	96	Indefinido	No bonificados
Agosto 2019	201908	Agosto	2019	Hombres	44	Teruel	13	Temporal	Bonificados
Agosto 2019	201908	Agosto	2019	Mujeres	44	Teruel	20	Temporal	Bonificados
Agosto 2019	201908	Agosto	2019	Hombres	44	Teruel	1927	Temporal	No bonificados
Agosto 2019	201908	Agosto	2019	Mujeres	44	Teruel	1770	Temporal	No bonificados
Agosto 2019	201908	Agosto	2019	Hombres	50	Zaragoza	45	Indefinido	Bonificados
Agosto 2019	201908	Agosto	2019	Mujeres	50	Zaragoza	34	Indefinido	Bonificados
Agosto 2019	201908	Agosto	2019	Hombres	50	Zaragoza	1336	Indefinido	No bonificados
Agosto 2019	201908	Agosto	2019	Mujeres	50	Zaragoza	1055	Indefinido	No bonificados
Agosto 2019	201908	Agosto	2019	Hombres	50	Zaragoza	121	Temporal	Bonificados
Agosto 2019	201908	Agosto	2019	Mujeres	50	Zaragoza	177	Temporal	Bonificados
Agosto 2019	201908	Agosto	2019	Hombres	50	Zaragoza	17435	Temporal	No bonificados
Agosto 2019	201908	Agosto	2019	Mujeres	50	Zaragoza	13470	Temporal	No bonificados
Julio 2019	201907	Julio	2019	Hombres	22	Huesca	20	Indefinido	Bonificados
Julio 2019	201907	Julio	2019	Mujeres	22	Huesca	15	Indefinido	Bonificados
Julio 2019	201907	Julio	2019	Hombres	22	Huesca	522	Indefinido	No bonificados
Julio 2019	201907	Julio	2019	Mujeres	22	Huesca	387	Indefinido	No bonificados
Julio 2019	201907	Julio	2019	Hombres	22	Huesca	51	Temporal	Bonificados
Julio 2019	201907	Julio	2019	Mujeres	22	Huesca	55	Temporal	Bonificados
Julio 2019	201907	Julio	2019	Hombres	22	Huesca	7298	Temporal	No bonificados
Julio 2019	201907	Julio	2019	Mujeres	22	Huesca	5574	Temporal	No bonificados
Julio 2019	201907	Julio	2019	Hombres	44	Teruel	14	Indefinido	Bonificados
Julio 2019	201907	Julio	2019	Mujeres	44	Teruel	3	Indefinido	Bonificados
Julio 2019	201907	Julio	2019	Hombres	44	Teruel	248	Indefinido	No bonificados
Julio 2019	201907	Julio	2019	Mujeres	44	Teruel	163	Indefinido	No bonificados
Julio 2019	201907	Julio	2019	Hombres	44	Teruel	22	Temporal	Bonificados
Julio 2019	201907	Julio	2019	Mujeres	44	Teruel	31	Temporal	Bonificados
Julio 2019	201907	Julio	2019	Hombres	44	Teruel	3056	Temporal	No bonificados
Julio 2019	201907	Julio	2019	Mujeres	44	Teruel	2244	Temporal	No bonificados
Julio 2019	201907	Julio	2019	Hombres	50	Zaragoza	77	Indefinido	Bonificados
Julio 2019	201907	Julio	2019	Mujeres	50	Zaragoza	42	Indefinido	Bonificados
Julio 2019	201907	Julio	2019	Hombres	50	Zaragoza	1750	Indefinido	No bonificados
Julio 2019	201907	Julio	2019	Mujeres	50	Zaragoza	1199	Indefinido	No bonificados
Julio 2019	201907	Julio	2019	Hombres	50	Zaragoza	210	Temporal	Bonificados
Julio 2019	201907	Julio	2019	Mujeres	50	Zaragoza	237	Temporal	Bonificados
Julio 2019	201907	Julio	2019	Hombres	50	Zaragoza	22886	Temporal	No bonificados
Julio 2019	201907	Julio	2019	Mujeres	50	Zaragoza	18861	Temporal	No bonificados
Junio 2019	201906	Junio	2019	Hombres	22	Huesca	42	Indefinido	Bonificados
Junio 2019	201906	Junio	2019	Mujeres	22	Huesca	17	Indefinido	Bonificados
Junio 2019	201906	Junio	2019	Hombres	22	Huesca	660	Indefinido	No bonificados
Junio 2019	201906	Junio	2019	Mujeres	22	Huesca	463	Indefinido	No bonificados
Junio 2019	201906	Junio	2019	Hombres	22	Huesca	31	Temporal	Bonificados
Junio 2019	201906	Junio	2019	Mujeres	22	Huesca	46	Temporal	Bonificados
Junio 2019	201906	Junio	2019	Hombres	22	Huesca	6247	Temporal	No bonificados
Junio 2019	201906	Junio	2019	Mujeres	22	Huesca	4581	Temporal	No bonificados
Junio 2019	201906	Junio	2019	Hombres	44	Teruel	10	Indefinido	Bonificados
Junio 2019	201906	Junio	2019	Mujeres	44	Teruel	4	Indefinido	Bonificados
Junio 2019	201906	Junio	2019	Hombres	44	Teruel	266	Indefinido	No bonificados
Junio 2019	201906	Junio	2019	Mujeres	44	Teruel	181	Indefinido	No bonificados
Junio 2019	201906	Junio	2019	Hombres	44	Teruel	17	Temporal	Bonificados
Junio 2019	201906	Junio	2019	Mujeres	44	Teruel	20	Temporal	Bonificados
Junio 2019	201906	Junio	2019	Hombres	44	Teruel	2594	Temporal	No bonificados
Junio 2019	201906	Junio	2019	Mujeres	44	Teruel	1878	Temporal	No bonificados
Junio 2019	201906	Junio	2019	Hombres	50	Zaragoza	193	Indefinido	Bonificados
Junio 2019	201906	Junio	2019	Mujeres	50	Zaragoza	59	Indefinido	Bonificados
Junio 2019	201906	Junio	2019	Hombres	50	Zaragoza	2225	Indefinido	No bonificados
Junio 2019	201906	Junio	2019	Mujeres	50	Zaragoza	1509	Indefinido	No bonificados
Junio 2019	201906	Junio	2019	Hombres	50	Zaragoza	155	Temporal	Bonificados
Junio 2019	201906	Junio	2019	Mujeres	50	Zaragoza	228	Temporal	Bonificados
Junio 2019	201906	Junio	2019	Hombres	50	Zaragoza	22979	Temporal	No bonificados
Junio 2019	201906	Junio	2019	Mujeres	50	Zaragoza	18606	Temporal	No bonificados
Mayo 2019	201905	Mayo	2019	Hombres	22	Huesca	28	Indefinido	Bonificados
Mayo 2019	201905	Mayo	2019	Mujeres	22	Huesca	11	Indefinido	Bonificados
Mayo 2019	201905	Mayo	2019	Hombres	22	Huesca	999	Indefinido	No bonificados
Mayo 2019	201905	Mayo	2019	Mujeres	22	Huesca	564	Indefinido	No bonificados
Mayo 2019	201905	Mayo	2019	Hombres	22	Huesca	48	Temporal	Bonificados
Mayo 2019	201905	Mayo	2019	Mujeres	22	Huesca	41	Temporal	Bonificados
Mayo 2019	201905	Mayo	2019	Hombres	22	Huesca	6988	Temporal	No bonificados
Mayo 2019	201905	Mayo	2019	Mujeres	22	Huesca	4112	Temporal	No bonificados
Mayo 2019	201905	Mayo	2019	Hombres	44	Teruel	9	Indefinido	Bonificados
Mayo 2019	201905	Mayo	2019	Mujeres	44	Teruel	5	Indefinido	Bonificados
Mayo 2019	201905	Mayo	2019	Hombres	44	Teruel	288	Indefinido	No bonificados
Mayo 2019	201905	Mayo	2019	Mujeres	44	Teruel	187	Indefinido	No bonificados
Mayo 2019	201905	Mayo	2019	Hombres	44	Teruel	21	Temporal	Bonificados
Mayo 2019	201905	Mayo	2019	Mujeres	44	Teruel	31	Temporal	Bonificados
Mayo 2019	201905	Mayo	2019	Hombres	44	Teruel	2795	Temporal	No bonificados
Mayo 2019	201905	Mayo	2019	Mujeres	44	Teruel	1744	Temporal	No bonificados
