Municipio código	Municipio nombre	Contaminación	Ruidos exteriores	Número hogares
50241	Saviñán	Sin contaminación o malos olores	Sin ruidos exteriores	313
50242	Sediles	Sin contaminación o malos olores	Sin ruidos exteriores	42
50243	Sestrica	Con contaminación o malos olores	Con ruidos exteriores	2
50243	Sestrica	Con contaminación o malos olores	Sin ruidos exteriores	4
50243	Sestrica	Sin contaminación o malos olores	Con ruidos exteriores	7
50243	Sestrica	Sin contaminación o malos olores	Sin ruidos exteriores	178
50244	Sierra de Luna	Con contaminación o malos olores	Sin ruidos exteriores	1
50244	Sierra de Luna	Sin contaminación o malos olores	Sin ruidos exteriores	106
50245	Sigüés	Con contaminación o malos olores	Con ruidos exteriores	1
50245	Sigüés	Con contaminación o malos olores	Sin ruidos exteriores	1
50245	Sigüés	Sin contaminación o malos olores	Con ruidos exteriores	2
50245	Sigüés	Sin contaminación o malos olores	Sin ruidos exteriores	83
50246	Sisamón	Con contaminación o malos olores	Con ruidos exteriores	2
50246	Sisamón	Sin contaminación o malos olores	Sin ruidos exteriores	28
50247	Sobradiel	Con contaminación o malos olores	Con ruidos exteriores	18
50247	Sobradiel	Con contaminación o malos olores	Sin ruidos exteriores	9
50247	Sobradiel	Sin contaminación o malos olores	Con ruidos exteriores	20
50247	Sobradiel	Sin contaminación o malos olores	Sin ruidos exteriores	180
50248	Sos del Rey Católico	Con contaminación o malos olores	Con ruidos exteriores	2
50248	Sos del Rey Católico	Con contaminación o malos olores	Sin ruidos exteriores	2
50248	Sos del Rey Católico	Sin contaminación o malos olores	Con ruidos exteriores	9
50248	Sos del Rey Católico	Sin contaminación o malos olores	Sin ruidos exteriores	279
50249	Tabuenca	Sin contaminación o malos olores	Con ruidos exteriores	1
50249	Tabuenca	Sin contaminación o malos olores	Sin ruidos exteriores	189
50250	Talamantes	Sin contaminación o malos olores	Sin ruidos exteriores	33
50251	Tarazona	Con contaminación o malos olores	Con ruidos exteriores	396
50251	Tarazona	Con contaminación o malos olores	Sin ruidos exteriores	189
50251	Tarazona	Sin contaminación o malos olores	Con ruidos exteriores	547
50251	Tarazona	Sin contaminación o malos olores	Sin ruidos exteriores	2666
50252	Tauste	Con contaminación o malos olores	Con ruidos exteriores	189
50252	Tauste	Con contaminación o malos olores	Sin ruidos exteriores	99
50252	Tauste	Sin contaminación o malos olores	Con ruidos exteriores	354
50252	Tauste	Sin contaminación o malos olores	Sin ruidos exteriores	1801
50253	Terrer	Con contaminación o malos olores	Con ruidos exteriores	19
50253	Terrer	Con contaminación o malos olores	Sin ruidos exteriores	3
50253	Terrer	Sin contaminación o malos olores	Con ruidos exteriores	31
50253	Terrer	Sin contaminación o malos olores	Sin ruidos exteriores	207
50254	Tierga	Sin contaminación o malos olores	Sin ruidos exteriores	95
50255	Tobed	Con contaminación o malos olores	Sin ruidos exteriores	1
50255	Tobed	Sin contaminación o malos olores	Con ruidos exteriores	1
50255	Tobed	Sin contaminación o malos olores	Sin ruidos exteriores	139
50256	Torralba de los Frailes	Sin contaminación o malos olores	Sin ruidos exteriores	38
50257	Torralba de Ribota	Con contaminación o malos olores	Con ruidos exteriores	1
50257	Torralba de Ribota	Sin contaminación o malos olores	Sin ruidos exteriores	88
50258	Torralbilla	Con contaminación o malos olores	Sin ruidos exteriores	1
50258	Torralbilla	Sin contaminación o malos olores	Sin ruidos exteriores	40
50259	Torrehermosa	Con contaminación o malos olores	Sin ruidos exteriores	2
50259	Torrehermosa	Sin contaminación o malos olores	Con ruidos exteriores	4
50259	Torrehermosa	Sin contaminación o malos olores	Sin ruidos exteriores	39
50260	Torrelapaja	Sin contaminación o malos olores	Sin ruidos exteriores	22
50261	Torrellas	Con contaminación o malos olores	Sin ruidos exteriores	1
50261	Torrellas	Sin contaminación o malos olores	Con ruidos exteriores	1
50261	Torrellas	Sin contaminación o malos olores	Sin ruidos exteriores	129
50262	Torres de Berrellén	Con contaminación o malos olores	Con ruidos exteriores	15
50262	Torres de Berrellén	Con contaminación o malos olores	Sin ruidos exteriores	15
50262	Torres de Berrellén	Sin contaminación o malos olores	Con ruidos exteriores	71
50262	Torres de Berrellén	Sin contaminación o malos olores	Sin ruidos exteriores	389
50263	Torrijo de la Cañada	Con contaminación o malos olores	Con ruidos exteriores	1
50263	Torrijo de la Cañada	Con contaminación o malos olores	Sin ruidos exteriores	4
50263	Torrijo de la Cañada	Sin contaminación o malos olores	Con ruidos exteriores	6
50263	Torrijo de la Cañada	Sin contaminación o malos olores	Sin ruidos exteriores	167
50264	Tosos	Con contaminación o malos olores	Con ruidos exteriores	2
50264	Tosos	Con contaminación o malos olores	Sin ruidos exteriores	1
50264	Tosos	Sin contaminación o malos olores	Con ruidos exteriores	1
50264	Tosos	Sin contaminación o malos olores	Sin ruidos exteriores	83
50265	Trasmoz	Con contaminación o malos olores	Sin ruidos exteriores	15
50265	Trasmoz	Sin contaminación o malos olores	Sin ruidos exteriores	13
50266	Trasobares	Con contaminación o malos olores	Con ruidos exteriores	1
50266	Trasobares	Sin contaminación o malos olores	Con ruidos exteriores	1
50266	Trasobares	Sin contaminación o malos olores	Sin ruidos exteriores	112
50267	Uncastillo	Con contaminación o malos olores	Con ruidos exteriores	4
50267	Uncastillo	Con contaminación o malos olores	Sin ruidos exteriores	1
50267	Uncastillo	Sin contaminación o malos olores	Con ruidos exteriores	15
50267	Uncastillo	Sin contaminación o malos olores	Sin ruidos exteriores	348
50268	Undués de Lerda	Sin contaminación o malos olores	Sin ruidos exteriores	27
50269	Urrea de Jalón	Sin contaminación o malos olores	Con ruidos exteriores	2
50269	Urrea de Jalón	Sin contaminación o malos olores	Sin ruidos exteriores	124
50270	Urriés	Sin contaminación o malos olores	Sin ruidos exteriores	36
50271	Used	Con contaminación o malos olores	Con ruidos exteriores	28
50271	Used	Con contaminación o malos olores	Sin ruidos exteriores	12
50271	Used	Sin contaminación o malos olores	Con ruidos exteriores	7
50271	Used	Sin contaminación o malos olores	Sin ruidos exteriores	92
50272	Utebo	Con contaminación o malos olores	Con ruidos exteriores	386
50272	Utebo	Con contaminación o malos olores	Sin ruidos exteriores	185
50272	Utebo	Sin contaminación o malos olores	Con ruidos exteriores	883
50272	Utebo	Sin contaminación o malos olores	Sin ruidos exteriores	2651
50273	Valdehorna	Sin contaminación o malos olores	Sin ruidos exteriores	25
50274	Val de San Martín	Sin contaminación o malos olores	Sin ruidos exteriores	36
50275	Valmadrid	Con contaminación o malos olores	Sin ruidos exteriores	1
50275	Valmadrid	Sin contaminación o malos olores	Sin ruidos exteriores	34
50276	Valpalmas	Sin contaminación o malos olores	Con ruidos exteriores	1
50276	Valpalmas	Sin contaminación o malos olores	Sin ruidos exteriores	69
50277	Valtorres	Sin contaminación o malos olores	Sin ruidos exteriores	45
50278	Velilla de Ebro	Sin contaminación o malos olores	Sin ruidos exteriores	107
50279	Velilla de Jiloca	Con contaminación o malos olores	Con ruidos exteriores	3
50279	Velilla de Jiloca	Con contaminación o malos olores	Sin ruidos exteriores	2
50279	Velilla de Jiloca	Sin contaminación o malos olores	Con ruidos exteriores	2
50279	Velilla de Jiloca	Sin contaminación o malos olores	Sin ruidos exteriores	43
50280	Vera de Moncayo	Con contaminación o malos olores	Con ruidos exteriores	11
50280	Vera de Moncayo	Con contaminación o malos olores	Sin ruidos exteriores	13
50280	Vera de Moncayo	Sin contaminación o malos olores	Con ruidos exteriores	17
50280	Vera de Moncayo	Sin contaminación o malos olores	Sin ruidos exteriores	139
50281	Vierlas	Con contaminación o malos olores	Con ruidos exteriores	1
50281	Vierlas	Con contaminación o malos olores	Sin ruidos exteriores	1
50281	Vierlas	Sin contaminación o malos olores	Con ruidos exteriores	2
50281	Vierlas	Sin contaminación o malos olores	Sin ruidos exteriores	46
50282	Vilueña (La)	Con contaminación o malos olores	Con ruidos exteriores	1
50282	Vilueña (La)	Sin contaminación o malos olores	Con ruidos exteriores	1
50282	Vilueña (La)	Sin contaminación o malos olores	Sin ruidos exteriores	47
50283	Villadoz	Con contaminación o malos olores	Sin ruidos exteriores	1
50283	Villadoz	Sin contaminación o malos olores	Con ruidos exteriores	2
50283	Villadoz	Sin contaminación o malos olores	Sin ruidos exteriores	29
50284	Villafeliche	Sin contaminación o malos olores	Con ruidos exteriores	2
50284	Villafeliche	Sin contaminación o malos olores	Sin ruidos exteriores	103
50285	Villafranca de Ebro	Con contaminación o malos olores	Con ruidos exteriores	10
50285	Villafranca de Ebro	Con contaminación o malos olores	Sin ruidos exteriores	15
50285	Villafranca de Ebro	Sin contaminación o malos olores	Con ruidos exteriores	30
50285	Villafranca de Ebro	Sin contaminación o malos olores	Sin ruidos exteriores	192
50286	Villalba de Perejil	Con contaminación o malos olores	Con ruidos exteriores	3
50286	Villalba de Perejil	Con contaminación o malos olores	Sin ruidos exteriores	3
50286	Villalba de Perejil	Sin contaminación o malos olores	Con ruidos exteriores	2
50286	Villalba de Perejil	Sin contaminación o malos olores	Sin ruidos exteriores	37
50287	Villalengua	Con contaminación o malos olores	Sin ruidos exteriores	4
50287	Villalengua	Sin contaminación o malos olores	Con ruidos exteriores	3
50287	Villalengua	Sin contaminación o malos olores	Sin ruidos exteriores	152
50288	Villanueva de Gállego	Con contaminación o malos olores	Con ruidos exteriores	111
50288	Villanueva de Gállego	Con contaminación o malos olores	Sin ruidos exteriores	367
50288	Villanueva de Gállego	Sin contaminación o malos olores	Con ruidos exteriores	74
50288	Villanueva de Gállego	Sin contaminación o malos olores	Sin ruidos exteriores	625
50289	Villanueva de Jiloca	Con contaminación o malos olores	Con ruidos exteriores	1
50289	Villanueva de Jiloca	Sin contaminación o malos olores	Sin ruidos exteriores	40
50290	Villanueva de Huerva	Con contaminación o malos olores	Con ruidos exteriores	10
50290	Villanueva de Huerva	Con contaminación o malos olores	Sin ruidos exteriores	19
50290	Villanueva de Huerva	Sin contaminación o malos olores	Con ruidos exteriores	6
50290	Villanueva de Huerva	Sin contaminación o malos olores	Sin ruidos exteriores	218
50291	Villar de los Navarros	Con contaminación o malos olores	Sin ruidos exteriores	1
50291	Villar de los Navarros	Sin contaminación o malos olores	Con ruidos exteriores	1
50291	Villar de los Navarros	Sin contaminación o malos olores	Sin ruidos exteriores	69
50292	Villarreal de Huerva	Con contaminación o malos olores	Con ruidos exteriores	2
50292	Villarreal de Huerva	Con contaminación o malos olores	Sin ruidos exteriores	4
50292	Villarreal de Huerva	Sin contaminación o malos olores	Con ruidos exteriores	2
50292	Villarreal de Huerva	Sin contaminación o malos olores	Sin ruidos exteriores	65
50293	Villarroya de la Sierra	Con contaminación o malos olores	Con ruidos exteriores	2
50293	Villarroya de la Sierra	Sin contaminación o malos olores	Con ruidos exteriores	43
50293	Villarroya de la Sierra	Sin contaminación o malos olores	Sin ruidos exteriores	259
50294	Villarroya del Campo	Con contaminación o malos olores	Sin ruidos exteriores	1
50294	Villarroya del Campo	Sin contaminación o malos olores	Sin ruidos exteriores	30
50295	Vistabella	Sin contaminación o malos olores	Sin ruidos exteriores	19
50296	Zaida (La)	Con contaminación o malos olores	Con ruidos exteriores	19
50296	Zaida (La)	Con contaminación o malos olores	Sin ruidos exteriores	5
50296	Zaida (La)	Sin contaminación o malos olores	Con ruidos exteriores	19
50296	Zaida (La)	Sin contaminación o malos olores	Sin ruidos exteriores	163
50297	Zaragoza	Con contaminación o malos olores	Con ruidos exteriores	38474
50297	Zaragoza	Con contaminación o malos olores	Sin ruidos exteriores	21716
50297	Zaragoza	Sin contaminación o malos olores	Con ruidos exteriores	39447
50297	Zaragoza	Sin contaminación o malos olores	Sin ruidos exteriores	126837
50298	Zuera	Con contaminación o malos olores	Con ruidos exteriores	94
50298	Zuera	Con contaminación o malos olores	Sin ruidos exteriores	76
50298	Zuera	Sin contaminación o malos olores	Con ruidos exteriores	263
50298	Zuera	Sin contaminación o malos olores	Sin ruidos exteriores	1605
50901	Biel	Sin contaminación o malos olores	Con ruidos exteriores	8
50901	Biel	Sin contaminación o malos olores	Sin ruidos exteriores	106
50902	Marracos	Sin contaminación o malos olores	Sin ruidos exteriores	43
