Año	Comarca código	Comarca nombre	Tipo de presupuesto	Estado de la información	Total gastos	Gastos de personal	Gastos en bienes corrientes y servicios	Gastos financieros	Transferencias corrientes	Inversiones reales	Transferencias de capital	Activos financieros	Pasivos financieros	Fondo de contingencia
2014	15	Ribera Alta del Ebro	Liquidaciones	Consolidada	5604510,79	1598263,67	1480067,21	36845,92	879144,92	1549659,62	6000	0	54529,45	0
2014	16	Valdejalón	Liquidaciones	Consolidada	3818714,57	1364880,71	1445156,65	0	642797,57	365879,64	0	0	0	0
2014	18	Ribera Baja del Ebro	Liquidaciones	Consolidada	2430340,75	1112795,36	811736,2	12373,65	314107,89	179327,65	0	0	0	0
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Liquidaciones	Consolidada	2075672,61	608175,82	577551,43	7191,59	668914,67	170652,75	0	0	43186,35	0
2014	20	Comunidad de Calatayud	Liquidaciones	Consolidada	4142836,08	1557495,73	733654,15	3047,25	1119488,1	507658,09	220192,76	1300	0	0
2014	21	Campo de Cariñena	Liquidaciones	Consolidada	3003894,61	784629,09	860781,55	31223,08	604023,29	505788,58	0	0	217449,02	0
2014	22	Campo de Belchite	Liquidaciones	Consolidada	1463336,96	453166,24	585899,56	536,62	235215,61	68585,51	119933,42	0	0	0
2014	23	Bajo Martín	Liquidaciones	Consolidada	2228368,98	765447,51	823452,28	8956,37	285942,18	53461,68	0	0	291108,96	0
2014	24	Campo de Daroca	Liquidaciones	Consolidada	2744048,27	1072640,98	989364,12	31298,15	179763,16	453839,01	0	0	17142,85	0
2014	25	Jiloca	Liquidaciones	Consolidada	3576967,82	1629837,99	808844,37	8490,09	323183,94	794394,03	0	0	12217,4	0
2014	26	Cuencas Mineras	Liquidaciones	Consolidada	2325781,35	802106,98	369590,03	16510,15	283926,96	534373,45	267687,6	0	51586,18	0
2014	27	Andorra-Sierra de Arcos	Liquidaciones	Consolidada	2519167,81	1165744,52	724205,49	999,41	393087,37	235131,02	0	0	0	0
2014	28	Bajo Aragón	Liquidaciones	Consolidada	3777427,29	2170406,55	640755,48	15217,2	464319,94	48208,26	0	0	438519,86	0
2014	29	Comunidad de Teruel	Liquidaciones	Consolidada	4088361,79	1724488,04	568034,78	15662	1287394,84	325054,89	0	0	167727,24	0
2014	30	Maestrazgo	Liquidaciones	Consolidada	2566506,95	881565,65	344005,89	18802,36	211452,44	193375,97	860494,1	0	56810,54	0
2014	31	Sierra de Albarracín	Liquidaciones	Consolidada	2583653,02	985832,97	401874,19	1034,2	551820,34	633638,06	9453,26	0	0	0
2014	32	Gúdar-Javalambre	Liquidaciones	Consolidada	2733180,2	748610,05	1014960,55	3443,11	579811,2	386355,29	0	0	0	0
2014	33	Matarraña / Matarranya	Liquidaciones	Consolidada	2576888,7	1033774,23	456355,36	4368,46	315678,29	720629,62	0	0	46082,74	0
