Año	Residencia provincia código	Residencia provincia nombre	Nacionalidad área código	Nacionalidad área nombre	Nacionalidad país código	Nacionalidad país nombre	Sexo	Extranjeros
2000	22	Huesca	07	Asia	499	Países sin relaciones diplomáticas	Mujeres	1
2000	22	Huesca	08	Oceanía	501	Australia	Hombres	4
2000	22	Huesca	08	Oceanía	501	Australia	Mujeres	3
2000	22	Huesca	08	Oceanía	511	Micronesia	Hombres	2
2000	22	Huesca	08	Oceanía	512	Tuvalu	Hombres	2
2000	22	Huesca	08	Oceanía	512	Tuvalu	Mujeres	1
2000	44	Teruel	01	UE-15	102	Austria	Hombres	1
2000	44	Teruel	01	UE-15	103	Bélgica	Hombres	2
2000	44	Teruel	01	UE-15	103	Bélgica	Mujeres	5
2000	44	Teruel	01	UE-15	110	Francia	Hombres	31
2000	44	Teruel	01	UE-15	110	Francia	Mujeres	43
2000	44	Teruel	01	UE-15	111	Grecia	Hombres	2
2000	44	Teruel	01	UE-15	113	Irlanda	Hombres	1
2000	44	Teruel	01	UE-15	113	Irlanda	Mujeres	1
2000	44	Teruel	01	UE-15	115	Italia	Hombres	11
2000	44	Teruel	01	UE-15	115	Italia	Mujeres	3
2000	44	Teruel	01	UE-15	121	Países Bajos	Hombres	2
2000	44	Teruel	01	UE-15	121	Países Bajos	Mujeres	3
2000	44	Teruel	01	UE-15	123	Portugal	Hombres	32
2000	44	Teruel	01	UE-15	123	Portugal	Mujeres	21
2000	44	Teruel	01	UE-15	125	Reino Unido	Hombres	12
2000	44	Teruel	01	UE-15	125	Reino Unido	Mujeres	10
2000	44	Teruel	01	UE-15	126	Alemania	Hombres	11
2000	44	Teruel	01	UE-15	126	Alemania	Mujeres	10
2000	44	Teruel	02	Resto de Europa	101	Albania	Hombres	2
2000	44	Teruel	02	Resto de Europa	104	Bulgaria	Hombres	3
2000	44	Teruel	02	Resto de Europa	104	Bulgaria	Mujeres	3
2000	44	Teruel	02	Resto de Europa	120	Noruega	Hombres	1
2000	44	Teruel	02	Resto de Europa	122	Polonia	Hombres	10
2000	44	Teruel	02	Resto de Europa	122	Polonia	Mujeres	4
2000	44	Teruel	02	Resto de Europa	128	Rumanía	Hombres	7
2000	44	Teruel	02	Resto de Europa	128	Rumanía	Mujeres	5
2000	44	Teruel	02	Resto de Europa	132	Suiza	Hombres	1
2000	44	Teruel	02	Resto de Europa	132	Suiza	Mujeres	4
2000	44	Teruel	02	Resto de Europa	143	República Checa	Hombres	3
2000	44	Teruel	02	Resto de Europa	143	República Checa	Mujeres	2
2000	44	Teruel	02	Resto de Europa	155	Yugoslavia	Hombres	12
2000	44	Teruel	02	Resto de Europa	155	Yugoslavia	Mujeres	12
2000	44	Teruel	03	Magreb	203	Argelia	Hombres	19
2000	44	Teruel	03	Magreb	203	Argelia	Mujeres	4
2000	44	Teruel	03	Magreb	228	Marruecos	Hombres	224
2000	44	Teruel	03	Magreb	228	Marruecos	Mujeres	52
2000	44	Teruel	04	Resto de África	202	Angola	Hombres	1
2000	44	Teruel	04	Resto de África	207	Cabo Verde	Hombres	24
2000	44	Teruel	04	Resto de África	207	Cabo Verde	Mujeres	17
2000	44	Teruel	04	Resto de África	210	Congo	Hombres	1
2000	44	Teruel	04	Resto de África	216	Gambia	Hombres	9
2000	44	Teruel	04	Resto de África	216	Gambia	Mujeres	9
2000	44	Teruel	04	Resto de África	218	Guinea	Hombres	2
2000	44	Teruel	04	Resto de África	220	Guinea Ecuatorial	Mujeres	3
2000	44	Teruel	04	Resto de África	234	Nigeria	Hombres	3
2000	44	Teruel	04	Resto de África	234	Nigeria	Mujeres	6
2000	44	Teruel	04	Resto de África	239	Senegal	Hombres	16
2000	44	Teruel	04	Resto de África	239	Senegal	Mujeres	2
2000	44	Teruel	05	América del Norte	301	Canadá	Hombres	1
2000	44	Teruel	05	América del Norte	302	Estados Unidos de América	Hombres	3
2000	44	Teruel	05	América del Norte	302	Estados Unidos de América	Mujeres	2
2000	44	Teruel	06	Resto de América	303	México	Mujeres	2
2000	44	Teruel	06	Resto de América	314	Costa Rica	Hombres	1
2000	44	Teruel	06	Resto de América	315	Cuba	Hombres	6
2000	44	Teruel	06	Resto de América	315	Cuba	Mujeres	12
2000	44	Teruel	06	Resto de América	316	Dominica	Hombres	3
2000	44	Teruel	06	Resto de América	316	Dominica	Mujeres	1
2000	44	Teruel	06	Resto de América	321	Honduras	Hombres	4
2000	44	Teruel	06	Resto de América	321	Honduras	Mujeres	6
2000	44	Teruel	06	Resto de América	326	República Dominicana	Hombres	4
2000	44	Teruel	06	Resto de América	326	República Dominicana	Mujeres	42
2000	44	Teruel	06	Resto de América	340	Argentina	Hombres	6
2000	44	Teruel	06	Resto de América	340	Argentina	Mujeres	8
2000	44	Teruel	06	Resto de América	342	Brasil	Hombres	4
2000	44	Teruel	06	Resto de América	342	Brasil	Mujeres	25
2000	44	Teruel	06	Resto de América	343	Colombia	Hombres	2
2000	44	Teruel	06	Resto de América	343	Colombia	Mujeres	6
2000	44	Teruel	06	Resto de América	344	Chile	Hombres	2
2000	44	Teruel	06	Resto de América	344	Chile	Mujeres	2
2000	44	Teruel	06	Resto de América	345	Ecuador	Hombres	2
2000	44	Teruel	06	Resto de América	345	Ecuador	Mujeres	3
2000	44	Teruel	06	Resto de América	347	Paraguay	Mujeres	1
2000	44	Teruel	06	Resto de América	348	Perú	Mujeres	4
2000	44	Teruel	06	Resto de América	350	Uruguay	Hombres	4
2000	44	Teruel	06	Resto de América	350	Uruguay	Mujeres	1
2000	44	Teruel	06	Resto de América	351	Venezuela	Hombres	1
2000	44	Teruel	06	Resto de América	351	Venezuela	Mujeres	5
2000	44	Teruel	07	Asia	407	China	Hombres	7
2000	44	Teruel	07	Asia	407	China	Mujeres	1
2000	44	Teruel	07	Asia	413	Irán	Hombres	2
2000	44	Teruel	07	Asia	420	Líbano	Hombres	1
2000	44	Teruel	07	Asia	426	Pakistán	Hombres	44
2000	44	Teruel	07	Asia	426	Pakistán	Mujeres	13
2000	50	Zaragoza	01	UE-15	102	Austria	Hombres	2
2000	50	Zaragoza	01	UE-15	102	Austria	Mujeres	6
2000	50	Zaragoza	01	UE-15	103	Bélgica	Hombres	26
2000	50	Zaragoza	01	UE-15	103	Bélgica	Mujeres	20
2000	50	Zaragoza	01	UE-15	107	Dinamarca	Hombres	7
2000	50	Zaragoza	01	UE-15	107	Dinamarca	Mujeres	2
2000	50	Zaragoza	01	UE-15	109	Finlandia	Hombres	2
2000	50	Zaragoza	01	UE-15	109	Finlandia	Mujeres	2
2000	50	Zaragoza	01	UE-15	110	Francia	Hombres	222
2000	50	Zaragoza	01	UE-15	110	Francia	Mujeres	323
2000	50	Zaragoza	01	UE-15	111	Grecia	Hombres	3
2000	50	Zaragoza	01	UE-15	111	Grecia	Mujeres	1
2000	50	Zaragoza	01	UE-15	113	Irlanda	Hombres	11
2000	50	Zaragoza	01	UE-15	113	Irlanda	Mujeres	18
2000	50	Zaragoza	01	UE-15	115	Italia	Hombres	147
2000	50	Zaragoza	01	UE-15	115	Italia	Mujeres	64
2000	50	Zaragoza	01	UE-15	121	Países Bajos	Hombres	40
2000	50	Zaragoza	01	UE-15	121	Países Bajos	Mujeres	30
2000	50	Zaragoza	01	UE-15	123	Portugal	Hombres	280
2000	50	Zaragoza	01	UE-15	123	Portugal	Mujeres	267
2000	50	Zaragoza	01	UE-15	125	Reino Unido	Hombres	93
2000	50	Zaragoza	01	UE-15	125	Reino Unido	Mujeres	95
2000	50	Zaragoza	01	UE-15	126	Alemania	Hombres	108
2000	50	Zaragoza	01	UE-15	126	Alemania	Mujeres	105
2000	50	Zaragoza	01	UE-15	131	Suecia	Hombres	6
2000	50	Zaragoza	01	UE-15	131	Suecia	Mujeres	4
2000	50	Zaragoza	02	Resto de Europa	101	Albania	Hombres	3
2000	50	Zaragoza	02	Resto de Europa	101	Albania	Mujeres	3
2000	50	Zaragoza	02	Resto de Europa	104	Bulgaria	Hombres	18
2000	50	Zaragoza	02	Resto de Europa	104	Bulgaria	Mujeres	16
2000	50	Zaragoza	02	Resto de Europa	112	Hungría	Hombres	3
2000	50	Zaragoza	02	Resto de Europa	112	Hungría	Mujeres	1
2000	50	Zaragoza	02	Resto de Europa	118	Malta	Hombres	1
2000	50	Zaragoza	02	Resto de Europa	120	Noruega	Hombres	5
2000	50	Zaragoza	02	Resto de Europa	120	Noruega	Mujeres	7
2000	50	Zaragoza	02	Resto de Europa	122	Polonia	Hombres	38
2000	50	Zaragoza	02	Resto de Europa	122	Polonia	Mujeres	29
2000	50	Zaragoza	02	Resto de Europa	124	Andorra	Hombres	3
2000	50	Zaragoza	02	Resto de Europa	124	Andorra	Mujeres	5
2000	50	Zaragoza	02	Resto de Europa	128	Rumanía	Hombres	128
2000	50	Zaragoza	02	Resto de Europa	128	Rumanía	Mujeres	68
2000	50	Zaragoza	02	Resto de Europa	132	Suiza	Hombres	24
2000	50	Zaragoza	02	Resto de Europa	132	Suiza	Mujeres	18
2000	50	Zaragoza	02	Resto de Europa	135	Ucrania	Hombres	8
2000	50	Zaragoza	02	Resto de Europa	135	Ucrania	Mujeres	15
2000	50	Zaragoza	02	Resto de Europa	137	Moldova	Hombres	2
2000	50	Zaragoza	02	Resto de Europa	137	Moldova	Mujeres	1
2000	50	Zaragoza	02	Resto de Europa	138	Bielorrusia	Hombres	5
2000	50	Zaragoza	02	Resto de Europa	138	Bielorrusia	Mujeres	11
2000	50	Zaragoza	02	Resto de Europa	141	Estonia	Hombres	1
2000	50	Zaragoza	02	Resto de Europa	143	República Checa	Mujeres	8
2000	50	Zaragoza	02	Resto de Europa	144	Eslovaquia	Mujeres	1
2000	50	Zaragoza	02	Resto de Europa	145	Bosnia-Herzegovina	Hombres	13
2000	50	Zaragoza	02	Resto de Europa	145	Bosnia-Herzegovina	Mujeres	15
2000	50	Zaragoza	02	Resto de Europa	146	Croacia	Hombres	2
2000	50	Zaragoza	02	Resto de Europa	146	Croacia	Mujeres	2
2000	50	Zaragoza	02	Resto de Europa	147	Eslovenia	Mujeres	1
2000	50	Zaragoza	02	Resto de Europa	148	Armenia	Hombres	2
2000	50	Zaragoza	02	Resto de Europa	148	Armenia	Mujeres	2
2000	50	Zaragoza	02	Resto de Europa	154	Rusia	Hombres	14
2000	50	Zaragoza	02	Resto de Europa	154	Rusia	Mujeres	28
2000	50	Zaragoza	02	Resto de Europa	155	Yugoslavia	Hombres	12
2000	50	Zaragoza	02	Resto de Europa	155	Yugoslavia	Mujeres	2
2000	50	Zaragoza	02	Resto de Europa	199	Países sin relaciones diplomáticas	Mujeres	1
2000	50	Zaragoza	02	Resto de Europa	436	Turquía	Hombres	5
2000	50	Zaragoza	03	Magreb	203	Argelia	Hombres	365
2000	50	Zaragoza	03	Magreb	203	Argelia	Mujeres	78
2000	50	Zaragoza	03	Magreb	228	Marruecos	Hombres	949
2000	50	Zaragoza	03	Magreb	228	Marruecos	Mujeres	453
2000	50	Zaragoza	03	Magreb	230	Mauritania	Hombres	24
2000	50	Zaragoza	03	Magreb	230	Mauritania	Mujeres	10
2000	50	Zaragoza	03	Magreb	248	Túnez	Hombres	5
2000	50	Zaragoza	03	Magreb	248	Túnez	Mujeres	4
2000	50	Zaragoza	04	Resto de África	202	Angola	Hombres	27
2000	50	Zaragoza	04	Resto de África	202	Angola	Mujeres	19
2000	50	Zaragoza	04	Resto de África	204	Benin	Hombres	1
2000	50	Zaragoza	04	Resto de África	204	Benin	Mujeres	1
2000	50	Zaragoza	04	Resto de África	206	Burundi	Hombres	1
2000	50	Zaragoza	04	Resto de África	207	Cabo Verde	Hombres	100
2000	50	Zaragoza	04	Resto de África	207	Cabo Verde	Mujeres	92
2000	50	Zaragoza	04	Resto de África	208	Camerún	Hombres	15
2000	50	Zaragoza	04	Resto de África	208	Camerún	Mujeres	15
2000	50	Zaragoza	04	Resto de África	210	Congo	Hombres	22
2000	50	Zaragoza	04	Resto de África	210	Congo	Mujeres	9
2000	50	Zaragoza	04	Resto de África	211	Costa de Marfil	Hombres	14
2000	50	Zaragoza	04	Resto de África	211	Costa de Marfil	Mujeres	3
2000	50	Zaragoza	04	Resto de África	213	Egipto	Hombres	31
2000	50	Zaragoza	04	Resto de África	213	Egipto	Mujeres	3
2000	50	Zaragoza	04	Resto de África	215	Gabón	Hombres	2
2000	50	Zaragoza	04	Resto de África	216	Gambia	Hombres	191
2000	50	Zaragoza	04	Resto de África	216	Gambia	Mujeres	119
2000	50	Zaragoza	04	Resto de África	217	Ghana	Hombres	143
2000	50	Zaragoza	04	Resto de África	217	Ghana	Mujeres	28
2000	50	Zaragoza	04	Resto de África	218	Guinea	Hombres	69
2000	50	Zaragoza	04	Resto de África	218	Guinea	Mujeres	87
2000	50	Zaragoza	04	Resto de África	219	Guinea Bissau	Hombres	8
2000	50	Zaragoza	04	Resto de África	220	Guinea Ecuatorial	Hombres	80
2000	50	Zaragoza	04	Resto de África	220	Guinea Ecuatorial	Mujeres	132
2000	50	Zaragoza	04	Resto de África	221	Kenia	Mujeres	1
2000	50	Zaragoza	04	Resto de África	222	Lesotho	Hombres	1
2000	50	Zaragoza	04	Resto de África	223	Liberia	Hombres	56
2000	50	Zaragoza	04	Resto de África	223	Liberia	Mujeres	14
2000	50	Zaragoza	04	Resto de África	227	Mali	Hombres	23
2000	50	Zaragoza	04	Resto de África	227	Mali	Mujeres	2
2000	50	Zaragoza	04	Resto de África	229	Mauricio	Hombres	1
2000	50	Zaragoza	04	Resto de África	231	Mozambique	Hombres	1
2000	50	Zaragoza	04	Resto de África	232	Namibia	Hombres	1
2000	50	Zaragoza	04	Resto de África	233	Níger	Hombres	1
2000	50	Zaragoza	04	Resto de África	234	Nigeria	Hombres	30
2000	50	Zaragoza	04	Resto de África	234	Nigeria	Mujeres	16
2000	50	Zaragoza	04	Resto de África	235	República Centroafricana	Hombres	1
2000	50	Zaragoza	04	Resto de África	235	República Centroafricana	Mujeres	1
2000	50	Zaragoza	04	Resto de África	236	Sudáfrica	Hombres	5
2000	50	Zaragoza	04	Resto de África	236	Sudáfrica	Mujeres	5
2000	50	Zaragoza	04	Resto de África	237	Ruanda	Hombres	7
2000	50	Zaragoza	04	Resto de África	237	Ruanda	Mujeres	1
2000	50	Zaragoza	04	Resto de África	239	Senegal	Hombres	197
2000	50	Zaragoza	04	Resto de África	239	Senegal	Mujeres	36
2000	50	Zaragoza	04	Resto de África	241	Sierra Leona	Hombres	7
2000	50	Zaragoza	04	Resto de África	241	Sierra Leona	Mujeres	4
2000	50	Zaragoza	04	Resto de África	242	Somalia	Hombres	1
2000	50	Zaragoza	04	Resto de África	246	Chad	Hombres	2
2000	50	Zaragoza	04	Resto de África	247	Togo	Hombres	5
2000	50	Zaragoza	04	Resto de África	250	Rep. Democrática del Congo	Hombres	25
2000	50	Zaragoza	04	Resto de África	250	Rep. Democrática del Congo	Mujeres	6
2000	50	Zaragoza	05	América del Norte	301	Canadá	Hombres	8
2000	50	Zaragoza	05	América del Norte	301	Canadá	Mujeres	6
2000	50	Zaragoza	05	América del Norte	302	Estados Unidos de América	Hombres	184
2000	50	Zaragoza	05	América del Norte	302	Estados Unidos de América	Mujeres	117
2000	50	Zaragoza	06	Resto de América	303	México	Hombres	20
2000	50	Zaragoza	06	Resto de América	303	México	Mujeres	62
2000	50	Zaragoza	06	Resto de América	313	Belice	Hombres	1
2000	50	Zaragoza	06	Resto de América	314	Costa Rica	Hombres	5
2000	50	Zaragoza	06	Resto de América	314	Costa Rica	Mujeres	2
2000	50	Zaragoza	06	Resto de América	315	Cuba	Hombres	83
2000	50	Zaragoza	06	Resto de América	315	Cuba	Mujeres	175
2000	50	Zaragoza	06	Resto de América	316	Dominica	Mujeres	1
2000	50	Zaragoza	06	Resto de América	317	El Salvador	Hombres	5
2000	50	Zaragoza	06	Resto de América	317	El Salvador	Mujeres	8
2000	50	Zaragoza	06	Resto de América	319	Guatemala	Hombres	4
2000	50	Zaragoza	06	Resto de América	319	Guatemala	Mujeres	8
2000	50	Zaragoza	06	Resto de América	320	Haití	Hombres	1
2000	50	Zaragoza	06	Resto de América	321	Honduras	Hombres	15
2000	50	Zaragoza	06	Resto de América	321	Honduras	Mujeres	33
2000	50	Zaragoza	06	Resto de América	322	Jamaica	Hombres	2
2000	50	Zaragoza	06	Resto de América	323	Nicaragua	Hombres	9
2000	50	Zaragoza	06	Resto de América	323	Nicaragua	Mujeres	7
2000	50	Zaragoza	06	Resto de América	324	Panamá	Hombres	6
2000	50	Zaragoza	06	Resto de América	324	Panamá	Mujeres	7
2000	50	Zaragoza	06	Resto de América	326	República Dominicana	Hombres	80
2000	50	Zaragoza	06	Resto de América	326	República Dominicana	Mujeres	266
2000	50	Zaragoza	06	Resto de América	340	Argentina	Hombres	115
2000	50	Zaragoza	06	Resto de América	340	Argentina	Mujeres	128
2000	50	Zaragoza	06	Resto de América	341	Bolivia	Hombres	9
2000	50	Zaragoza	06	Resto de América	341	Bolivia	Mujeres	14
2000	50	Zaragoza	06	Resto de América	342	Brasil	Hombres	37
2000	50	Zaragoza	06	Resto de América	342	Brasil	Mujeres	97
2000	50	Zaragoza	06	Resto de América	343	Colombia	Hombres	93
2000	50	Zaragoza	06	Resto de América	343	Colombia	Mujeres	218
2000	50	Zaragoza	06	Resto de América	344	Chile	Hombres	22
2000	50	Zaragoza	06	Resto de América	344	Chile	Mujeres	56
2000	50	Zaragoza	06	Resto de América	345	Ecuador	Hombres	123
2000	50	Zaragoza	06	Resto de América	345	Ecuador	Mujeres	135
2000	50	Zaragoza	06	Resto de América	347	Paraguay	Hombres	3
2000	50	Zaragoza	06	Resto de América	347	Paraguay	Mujeres	11
2000	50	Zaragoza	06	Resto de América	348	Perú	Hombres	103
2000	50	Zaragoza	06	Resto de América	348	Perú	Mujeres	149
2000	50	Zaragoza	06	Resto de América	350	Uruguay	Hombres	17
2000	50	Zaragoza	06	Resto de América	350	Uruguay	Mujeres	22
2000	50	Zaragoza	06	Resto de América	351	Venezuela	Hombres	66
2000	50	Zaragoza	06	Resto de América	351	Venezuela	Mujeres	82
2000	50	Zaragoza	07	Asia	402	Arabia Saudí	Hombres	1
2000	50	Zaragoza	07	Asia	404	Bangladesh	Hombres	3
2000	50	Zaragoza	07	Asia	404	Bangladesh	Mujeres	3
2000	50	Zaragoza	07	Asia	407	China	Hombres	107
2000	50	Zaragoza	07	Asia	407	China	Mujeres	104
2000	50	Zaragoza	07	Asia	409	Filipinas	Hombres	4
2000	50	Zaragoza	07	Asia	409	Filipinas	Mujeres	9
2000	50	Zaragoza	07	Asia	410	India	Hombres	7
2000	50	Zaragoza	07	Asia	410	India	Mujeres	12
2000	50	Zaragoza	07	Asia	412	Irak	Hombres	3
2000	50	Zaragoza	07	Asia	413	Irán	Hombres	3
2000	50	Zaragoza	07	Asia	413	Irán	Mujeres	2
2000	50	Zaragoza	07	Asia	414	Israel	Hombres	3
2000	50	Zaragoza	07	Asia	414	Israel	Mujeres	2
2000	50	Zaragoza	07	Asia	415	Japón	Hombres	1
2000	50	Zaragoza	07	Asia	415	Japón	Mujeres	5
2000	50	Zaragoza	07	Asia	416	Jordania	Hombres	18
2000	50	Zaragoza	07	Asia	416	Jordania	Mujeres	9
2000	50	Zaragoza	07	Asia	419	Laos	Hombres	1
2000	50	Zaragoza	07	Asia	419	Laos	Mujeres	4
2000	50	Zaragoza	07	Asia	420	Líbano	Hombres	16
2000	50	Zaragoza	07	Asia	420	Líbano	Mujeres	7
2000	50	Zaragoza	07	Asia	421	Malasia	Hombres	1
2000	50	Zaragoza	07	Asia	421	Malasia	Mujeres	1
2000	50	Zaragoza	07	Asia	426	Pakistán	Hombres	12
2000	50	Zaragoza	07	Asia	430	República de Corea	Hombres	9
2000	50	Zaragoza	07	Asia	430	República de Corea	Mujeres	11
2000	50	Zaragoza	07	Asia	433	Siria	Hombres	13
2000	50	Zaragoza	07	Asia	433	Siria	Mujeres	8
2000	50	Zaragoza	07	Asia	434	Sri-Lanka	Hombres	1
2000	50	Zaragoza	07	Asia	435	Tailandia	Mujeres	1
2000	50	Zaragoza	07	Asia	437	Vietnam	Hombres	1
2000	50	Zaragoza	07	Asia	437	Vietnam	Mujeres	1
2000	50	Zaragoza	07	Asia	443	Kazajstan	Hombres	1
2000	50	Zaragoza	07	Asia	443	Kazajstan	Mujeres	1
2000	50	Zaragoza	07	Asia	447	Uzbekistán	Hombres	1
2000	50	Zaragoza	07	Asia	447	Uzbekistán	Mujeres	1
2000	50	Zaragoza	07	Asia	499	Países sin relaciones diplomáticas	Hombres	2
2000	50	Zaragoza	07	Asia	499	Países sin relaciones diplomáticas	Mujeres	2
2000	50	Zaragoza	08	Oceanía	501	Australia	Hombres	5
2000	50	Zaragoza	08	Oceanía	501	Australia	Mujeres	1
2000	50	Zaragoza	08	Oceanía	504	Nueva Zelanda	Mujeres	2
2000	50	Zaragoza	08	Oceanía	511	Micronesia	Mujeres	1
2000	50	Zaragoza	09	Apátridas y no consta	555	Apátridas	Hombres	6
2000	50	Zaragoza	09	Apátridas y no consta	555	Apátridas	Mujeres	7
2001	22	Huesca	01	UE-15	102	Austria	Hombres	8
2001	22	Huesca	01	UE-15	102	Austria	Mujeres	2
2001	22	Huesca	01	UE-15	103	Bélgica	Hombres	14
2001	22	Huesca	01	UE-15	103	Bélgica	Mujeres	18
2001	22	Huesca	01	UE-15	107	Dinamarca	Mujeres	2
2001	22	Huesca	01	UE-15	109	Finlandia	Mujeres	1
2001	22	Huesca	01	UE-15	110	Francia	Hombres	129
2001	22	Huesca	01	UE-15	110	Francia	Mujeres	174
2001	22	Huesca	01	UE-15	111	Grecia	Hombres	1
2001	22	Huesca	01	UE-15	113	Irlanda	Hombres	6
2001	22	Huesca	01	UE-15	113	Irlanda	Mujeres	2
2001	22	Huesca	01	UE-15	115	Italia	Hombres	26
2001	22	Huesca	01	UE-15	115	Italia	Mujeres	18
2001	22	Huesca	01	UE-15	121	Países Bajos	Hombres	15
2001	22	Huesca	01	UE-15	121	Países Bajos	Mujeres	15
2001	22	Huesca	01	UE-15	123	Portugal	Hombres	45
2001	22	Huesca	01	UE-15	123	Portugal	Mujeres	39
2001	22	Huesca	01	UE-15	125	Reino Unido	Hombres	26
2001	22	Huesca	01	UE-15	125	Reino Unido	Mujeres	33
2001	22	Huesca	01	UE-15	126	Alemania	Hombres	34
2001	22	Huesca	01	UE-15	126	Alemania	Mujeres	28
2001	22	Huesca	01	UE-15	131	Suecia	Mujeres	1
2001	22	Huesca	02	Resto de Europa	104	Bulgaria	Hombres	27
2001	22	Huesca	02	Resto de Europa	104	Bulgaria	Mujeres	19
2001	22	Huesca	02	Resto de Europa	112	Hungría	Hombres	4
2001	22	Huesca	02	Resto de Europa	112	Hungría	Mujeres	3
2001	22	Huesca	02	Resto de Europa	122	Polonia	Hombres	32
2001	22	Huesca	02	Resto de Europa	122	Polonia	Mujeres	21
2001	22	Huesca	02	Resto de Europa	124	Andorra	Mujeres	1
2001	22	Huesca	02	Resto de Europa	128	Rumanía	Hombres	97
2001	22	Huesca	02	Resto de Europa	128	Rumanía	Mujeres	44
2001	22	Huesca	02	Resto de Europa	132	Suiza	Hombres	14
2001	22	Huesca	02	Resto de Europa	132	Suiza	Mujeres	14
2001	22	Huesca	02	Resto de Europa	135	Ucrania	Hombres	30
2001	22	Huesca	02	Resto de Europa	135	Ucrania	Mujeres	20
2001	22	Huesca	02	Resto de Europa	137	Moldova	Hombres	1
2001	22	Huesca	02	Resto de Europa	138	Bielorrusia	Hombres	3
2001	22	Huesca	02	Resto de Europa	138	Bielorrusia	Mujeres	3
2001	22	Huesca	02	Resto de Europa	142	Lituania	Hombres	31
2001	22	Huesca	02	Resto de Europa	142	Lituania	Mujeres	23
2001	22	Huesca	02	Resto de Europa	143	República Checa	Mujeres	1
2001	22	Huesca	02	Resto de Europa	144	Eslovaquia	Hombres	5
2001	22	Huesca	02	Resto de Europa	144	Eslovaquia	Mujeres	2
2001	22	Huesca	02	Resto de Europa	148	Armenia	Hombres	4
2001	22	Huesca	02	Resto de Europa	148	Armenia	Mujeres	2
2001	22	Huesca	02	Resto de Europa	154	Rusia	Hombres	12
2001	22	Huesca	02	Resto de Europa	154	Rusia	Mujeres	7
2001	22	Huesca	02	Resto de Europa	199	Países sin relaciones diplomáticas	Hombres	2
2001	22	Huesca	02	Resto de Europa	199	Países sin relaciones diplomáticas	Mujeres	2
2001	22	Huesca	03	Magreb	203	Argelia	Hombres	324
2001	22	Huesca	03	Magreb	203	Argelia	Mujeres	38
2001	22	Huesca	03	Magreb	228	Marruecos	Hombres	410
2001	22	Huesca	03	Magreb	228	Marruecos	Mujeres	186
2001	22	Huesca	03	Magreb	230	Mauritania	Hombres	26
2001	22	Huesca	03	Magreb	230	Mauritania	Mujeres	10
2001	22	Huesca	03	Magreb	248	Túnez	Hombres	3
2001	22	Huesca	04	Resto de África	201	Burkina Fasso	Hombres	2
2001	22	Huesca	04	Resto de África	202	Angola	Hombres	4
2001	22	Huesca	04	Resto de África	202	Angola	Mujeres	1
2001	22	Huesca	04	Resto de África	207	Cabo Verde	Hombres	3
2001	22	Huesca	04	Resto de África	207	Cabo Verde	Mujeres	1
2001	22	Huesca	04	Resto de África	208	Camerún	Hombres	6
2001	22	Huesca	04	Resto de África	208	Camerún	Mujeres	1
2001	22	Huesca	04	Resto de África	209	Comores	Mujeres	1
2001	22	Huesca	04	Resto de África	210	Congo	Hombres	2
2001	22	Huesca	04	Resto de África	211	Costa de Marfil	Hombres	9
2001	22	Huesca	04	Resto de África	211	Costa de Marfil	Mujeres	1
2001	22	Huesca	04	Resto de África	213	Egipto	Hombres	1
2001	22	Huesca	04	Resto de África	216	Gambia	Hombres	194
2001	22	Huesca	04	Resto de África	216	Gambia	Mujeres	66
2001	22	Huesca	04	Resto de África	217	Ghana	Hombres	17
2001	22	Huesca	04	Resto de África	217	Ghana	Mujeres	8
2001	22	Huesca	04	Resto de África	218	Guinea	Hombres	54
2001	22	Huesca	04	Resto de África	218	Guinea	Mujeres	10
2001	22	Huesca	04	Resto de África	219	Guinea Bissau	Hombres	5
2001	22	Huesca	04	Resto de África	220	Guinea Ecuatorial	Hombres	4
2001	22	Huesca	04	Resto de África	220	Guinea Ecuatorial	Mujeres	9
2001	22	Huesca	04	Resto de África	221	Kenia	Hombres	1
2001	22	Huesca	04	Resto de África	221	Kenia	Mujeres	6
2001	22	Huesca	04	Resto de África	223	Liberia	Hombres	5
2001	22	Huesca	04	Resto de África	227	Mali	Hombres	131
2001	22	Huesca	04	Resto de África	227	Mali	Mujeres	11
2001	22	Huesca	04	Resto de África	232	Namibia	Hombres	1
2001	22	Huesca	04	Resto de África	233	Níger	Hombres	3
2001	22	Huesca	04	Resto de África	234	Nigeria	Hombres	5
2001	22	Huesca	04	Resto de África	234	Nigeria	Mujeres	4
2001	22	Huesca	04	Resto de África	236	Sudáfrica	Hombres	2
2001	22	Huesca	04	Resto de África	237	Ruanda	Hombres	1
2001	22	Huesca	04	Resto de África	239	Senegal	Hombres	52
2001	22	Huesca	04	Resto de África	239	Senegal	Mujeres	7
2001	22	Huesca	04	Resto de África	241	Sierra Leona	Hombres	4
2001	22	Huesca	04	Resto de África	242	Somalia	Hombres	4
2001	22	Huesca	04	Resto de África	247	Togo	Mujeres	1
2001	22	Huesca	04	Resto de África	250	Rep. Democrática del Congo	Hombres	1
2001	22	Huesca	05	América del Norte	301	Canadá	Hombres	4
2001	22	Huesca	05	América del Norte	302	Estados Unidos de América	Hombres	23
2001	22	Huesca	05	América del Norte	302	Estados Unidos de América	Mujeres	28
2001	22	Huesca	06	Resto de América	303	México	Hombres	4
2001	22	Huesca	06	Resto de América	303	México	Mujeres	13
2001	22	Huesca	06	Resto de América	314	Costa Rica	Hombres	1
