Municipio codigo	Municipio nombre	Estado civil, código	Estado civil	Sexo, código	Sexo	Nº personas
44262	Villarroya de los Pinares	2	Casado	1	Hombre	38,6738116435
44263	Villastar	2	Casado	1	Hombre	118,8180581406
44264	Villel	2	Casado	1	Hombre	111,1727210539
44265	Vinaceite	2	Casado	1	Hombre	82,6794099403
44266	Visiedo	2	Casado	1	Hombre	36,9692553421
44267	Vivel del Río Martín	2	Casado	1	Hombre	32,2105685616
44268	Zoma (La)	2	Casado	1	Hombre	3,1238136358
50001	Abanto	2	Casado	1	Hombre	38,0741041184
50002	Acered	2	Casado	1	Hombre	69,0045041806
50003	Agón	2	Casado	1	Hombre	51,6102595965
50004	Aguarón	2	Casado	1	Hombre	218,8255695808
50005	Aguilón	2	Casado	1	Hombre	84,4831537372
50006	Ainzón	2	Casado	1	Hombre	282,5854016082
50007	Aladrén	2	Casado	1	Hombre	20,0104248372
50008	Alagón	2	Casado	1	Hombre	1734,359631553
50009	Alarba	2	Casado	1	Hombre	32,5836994344
50010	Alberite de San Juan	2	Casado	1	Hombre	15,7328249931
50011	Albeta	2	Casado	1	Hombre	37,020697336
50012	Alborge	2	Casado	1	Hombre	31,0887133138
50013	Alcalá de Ebro	2	Casado	1	Hombre	83,9601116576
50014	Alcalá de Moncayo	2	Casado	1	Hombre	40,9071057265
50015	Alconchel de Ariza	2	Casado	1	Hombre	19,4626489345
50016	Aldehuela de Liestos	2	Casado	1	Hombre	20,7187069345
50017	Alfajarín	2	Casado	1	Hombre	568,6928603594
50018	Alfamén	2	Casado	1	Hombre	323,7098421257
50019	Alforque	2	Casado	1	Hombre	29,2050178643
50020	Alhama de Aragón	2	Casado	1	Hombre	313,7367642123
50021	Almochuel	2	Casado	1	Hombre	9,5050779725
50022	Almolda (La)	2	Casado	1	Hombre	136,9666097436
50023	Almonacid de la Cuba	2	Casado	1	Hombre	68,4767438457
50024	Almonacid de la Sierra	2	Casado	1	Hombre	246,7730598911
50025	Almunia de Doña Godina (La)	2	Casado	1	Hombre	2089,6495709656
50026	Alpartir	2	Casado	1	Hombre	145,0046563579
50027	Ambel	2	Casado	1	Hombre	85,0185157824
50028	Anento	2	Casado	1	Hombre	35,4378709246
50029	Aniñón	2	Casado	1	Hombre	196,2835249912
50030	Añón de Moncayo	2	Casado	1	Hombre	52,5253875288
50031	Aranda de Moncayo	2	Casado	1	Hombre	44,671303048
50032	Arándiga	2	Casado	1	Hombre	98,1231381617
50033	Ardisa	2	Casado	1	Hombre	28,1043354456
50034	Ariza	2	Casado	1	Hombre	269,3470739303
50035	Artieda	2	Casado	1	Hombre	22,3323109929
50036	Asín	2	Casado	1	Hombre	16,1775959178
50037	Atea	2	Casado	1	Hombre	39,0381384827
50038	Ateca	2	Casado	1	Hombre	574,6279448867
50039	Azuara	2	Casado	1	Hombre	175,1234816027
50040	Badules	2	Casado	1	Hombre	32,3132156561
50041	Bagüés	2	Casado	1	Hombre	3,7699468774
50043	Bárboles	2	Casado	1	Hombre	95,9592601647
50044	Bardallur	2	Casado	1	Hombre	83,9524803504
50045	Belchite	2	Casado	1	Hombre	411,9614271697
50046	Belmonte de Gracián	2	Casado	1	Hombre	63,1541381728
50047	Berdejo	2	Casado	1	Hombre	28,4505961932
50048	Berrueco	2	Casado	1	Hombre	12,0580393795
50050	Bijuesca	2	Casado	1	Hombre	32,3165558621
50051	Biota	2	Casado	1	Hombre	283,2744352733
50052	Bisimbre	2	Casado	1	Hombre	31,6620954399
50053	Boquiñeni	2	Casado	1	Hombre	238,4495278214
50054	Bordalba	2	Casado	1	Hombre	21,7759746053
50055	Borja	2	Casado	1	Hombre	1285,6571798292
50056	Botorrita	2	Casado	1	Hombre	140,3574682061
50057	Brea de Aragón	2	Casado	1	Hombre	504,6871952314
50058	Bubierca	2	Casado	1	Hombre	15,4268270186
50059	Bujaraloz	2	Casado	1	Hombre	287,3298599061
50060	Bulbuente	2	Casado	1	Hombre	55,0606433125
50061	Bureta	2	Casado	1	Hombre	59,0488165984
50062	Burgo de Ebro (El)	2	Casado	1	Hombre	566,9914921527
50063	Buste (El)	2	Casado	1	Hombre	19,7201123859
50064	Cabañas de Ebro	2	Casado	1	Hombre	144,0016810612
50065	Cabolafuente	2	Casado	1	Hombre	13,2453657486
50066	Cadrete	2	Casado	1	Hombre	779,3980834201
50067	Calatayud	2	Casado	1	Hombre	4921,5669870285
50068	Calatorao	2	Casado	1	Hombre	763,0497502813
50069	Calcena	2	Casado	1	Hombre	15,6622669951
50070	Calmarza	2	Casado	1	Hombre	22,4274016555
50071	Campillo de Aragón	2	Casado	1	Hombre	28,3250782026
50072	Carenas	2	Casado	1	Hombre	46,3589595109
50073	Cariñena	2	Casado	1	Hombre	921,0464392388
50074	Caspe	2	Casado	1	Hombre	2349,3993078288
50075	Castejón de Alarba	2	Casado	1	Hombre	26,5474270786
50076	Castejón de las Armas	2	Casado	1	Hombre	26,2598910358
50077	Castejón de Valdejasa	2	Casado	1	Hombre	66,6578337729
50078	Castiliscar	2	Casado	1	Hombre	90,8229453293
50079	Cervera de la Cañada	2	Casado	1	Hombre	80,2717954232
50080	Cerveruela	2	Casado	1	Hombre	16,516408203
50081	Cetina	2	Casado	1	Hombre	175,9496296015
50082	Cimballa	2	Casado	1	Hombre	46,9779989214
50083	Cinco Olivas	2	Casado	1	Hombre	30,7443453987
50084	Clarés de Ribota	2	Casado	1	Hombre	28,9065313812
50085	Codo	2	Casado	1	Hombre	59,1996179026
50086	Codos	2	Casado	1	Hombre	62,054091602
50087	Contamina	2	Casado	1	Hombre	1,9268915548
50088	Cosuenda	2	Casado	1	Hombre	107,5172047828
50089	Cuarte de Huerva	2	Casado	1	Hombre	2307,2758839902
50090	Cubel	2	Casado	1	Hombre	48,9020556171
50091	Cuerlas (Las)	2	Casado	1	Hombre	21,4964238191
50092	Chiprana	2	Casado	1	Hombre	111,0633599661
50093	Chodes	2	Casado	1	Hombre	39,4895258798
50094	Daroca	2	Casado	1	Hombre	552,0012552493
50095	Ejea de los Caballeros	2	Casado	1	Hombre	4044,8714277773
50096	Embid de Ariza	2	Casado	1	Hombre	13,376625178
50098	Encinacorba	2	Casado	1	Hombre	50,9793067992
50099	Épila	2	Casado	1	Hombre	1242,4088052597
50100	Erla	2	Casado	1	Hombre	83,1258095192
50101	Escatrón	2	Casado	1	Hombre	276,781943231
50102	Fabara	2	Casado	1	Hombre	334,1693122136
50104	Farlete	2	Casado	1	Hombre	120,7536552769
50105	Fayón	2	Casado	1	Hombre	86,4792160556
50106	Fayos (Los)	2	Casado	1	Hombre	57,2809779489
50107	Figueruelas	2	Casado	1	Hombre	312,074831572
50108	Fombuena	2	Casado	1	Hombre	12,9401019892
50109	Frago (El)	2	Casado	1	Hombre	38,0269316426
50110	Frasno (El)	2	Casado	1	Hombre	131,0480817742
50111	Fréscano	2	Casado	1	Hombre	51,6187895347
50113	Fuendejalón	2	Casado	1	Hombre	274,2329629295
50114	Fuendetodos	2	Casado	1	Hombre	41,8760262578
50115	Fuentes de Ebro	2	Casado	1	Hombre	1118,2536173906
50116	Fuentes de Jiloca	2	Casado	1	Hombre	60,1714073822
50117	Gallocanta	2	Casado	1	Hombre	49,9248131968
50118	Gallur	2	Casado	1	Hombre	832,298475161
50119	Gelsa	2	Casado	1	Hombre	342,5294135578
50120	Godojos	2	Casado	1	Hombre	13,3039402681
50121	Gotor	2	Casado	1	Hombre	97,5559548464
50122	Grisel	2	Casado	1	Hombre	23,5286293806
50123	Grisén	2	Casado	1	Hombre	163,5438555783
50124	Herrera de los Navarros	2	Casado	1	Hombre	168,0927685015
50125	Ibdes	2	Casado	1	Hombre	127,7895358844
50126	Illueca	2	Casado	1	Hombre	891,6809504885
50128	Isuerre	2	Casado	1	Hombre	12,9770878961
50129	Jaraba	2	Casado	1	Hombre	87,7733276304
50130	Jarque	2	Casado	1	Hombre	176,6016414289
50131	Jaulín	2	Casado	1	Hombre	54,3958989302
50132	Joyosa (La)	2	Casado	1	Hombre	241,9716066524
50133	Lagata	2	Casado	1	Hombre	38,346927126
50134	Langa del Castillo	2	Casado	1	Hombre	50,1494211692
50135	Layana	2	Casado	1	Hombre	31,8145427233
50136	Lécera	2	Casado	1	Hombre	213,3325007024
50137	Leciñena	2	Casado	1	Hombre	356,1608097871
50138	Lechón	2	Casado	1	Hombre	11,4244625689
50139	Letux	2	Casado	1	Hombre	109,457877874
50140	Litago	2	Casado	1	Hombre	43,1253410763
50141	Lituénigo	2	Casado	1	Hombre	37,1264156791
50142	Lobera de Onsella	2	Casado	1	Hombre	10,6749092635
50143	Longares	2	Casado	1	Hombre	217,5945731884
50144	Longás	2	Casado	1	Hombre	15,4577285884
50146	Lucena de Jalón	2	Casado	1	Hombre	67,0442173738
50147	Luceni	2	Casado	1	Hombre	274,01500759
50148	Luesia	2	Casado	1	Hombre	95,5777911837
50149	Luesma	2	Casado	1	Hombre	6,656835711
50150	Lumpiaque	2	Casado	1	Hombre	218,8532316428
50151	Luna	2	Casado	1	Hombre	178,5017617276
50152	Maella	2	Casado	1	Hombre	547,3401450908
50153	Magallón	2	Casado	1	Hombre	328,6019344899
50154	Mainar	2	Casado	1	Hombre	44,3063894668
50155	Malanquilla	2	Casado	1	Hombre	46,9061886129
50156	Maleján	2	Casado	1	Hombre	69,012074441
50157	Malón	2	Casado	1	Hombre	86,566480002
50159	Maluenda	2	Casado	1	Hombre	255,2386179468
50160	Mallén	2	Casado	1	Hombre	848,0757644287
50161	Manchones	2	Casado	1	Hombre	36,8938531637
50162	Mara	2	Casado	1	Hombre	48,5537948924
50163	María de Huerva	2	Casado	1	Hombre	1192,0164094792
50164	Mediana de Aragón	2	Casado	1	Hombre	112,1519857397
50165	Mequinenza	2	Casado	1	Hombre	624,2016450817
50166	Mesones de Isuela	2	Casado	1	Hombre	88,6714921837
50167	Mezalocha	2	Casado	1	Hombre	64,1785872752
50168	Mianos	2	Casado	1	Hombre	7,627131374
50169	Miedes de Aragón	2	Casado	1	Hombre	109,6024815994
50170	Monegrillo	2	Casado	1	Hombre	104,1770762633
50171	Moneva	2	Casado	1	Hombre	57,8916176181
50172	Monreal de Ariza	2	Casado	1	Hombre	44,933734832
50173	Monterde	2	Casado	1	Hombre	56,0997323436
50174	Montón	2	Casado	1	Hombre	44,43823289
50175	Morata de Jalón	2	Casado	1	Hombre	316,0193714431
50176	Morata de Jiloca	2	Casado	1	Hombre	76,822172731
50177	Morés	2	Casado	1	Hombre	110,2135141355
50178	Moros	2	Casado	1	Hombre	136,7719044813
50179	Moyuela	2	Casado	1	Hombre	93,2596616693
50180	Mozota	2	Casado	1	Hombre	33,2661020358
50181	Muel	2	Casado	1	Hombre	387,6923841459
50182	Muela (La)	2	Casado	1	Hombre	1239,5036792441
50183	Munébrega	2	Casado	1	Hombre	128,4319819822
50184	Murero	2	Casado	1	Hombre	27,6165184281
50185	Murillo de Gállego	2	Casado	1	Hombre	34,7618531463
50186	Navardún	2	Casado	1	Hombre	8,8293359062
50187	Nigüella	2	Casado	1	Hombre	16,5429582094
50188	Nombrevilla	2	Casado	1	Hombre	14,449969584
50189	Nonaspe	2	Casado	1	Hombre	263,0616482784
50190	Novallas	2	Casado	1	Hombre	243,8804920592
50191	Novillas	2	Casado	1	Hombre	151,7670828676
50192	Nuévalos	2	Casado	1	Hombre	87,4420560398
50193	Nuez de Ebro	2	Casado	1	Hombre	210,4548465706
50194	Olvés	2	Casado	1	Hombre	26,253773455
50195	Orcajo	2	Casado	1	Hombre	23,6917792287
50196	Orera	2	Casado	1	Hombre	33,0723262176
50197	Orés	2	Casado	1	Hombre	25,7274144187
50198	Oseja	2	Casado	1	Hombre	19,1099205417
50199	Osera de Ebro	2	Casado	1	Hombre	101,252668188
50200	Paniza	2	Casado	1	Hombre	197,6477318777
50201	Paracuellos de Jiloca	2	Casado	1	Hombre	127,5708110733
50202	Paracuellos de la Ribera	2	Casado	1	Hombre	45,2148739375
50203	Pastriz	2	Casado	1	Hombre	316,6951956878
50204	Pedrola	2	Casado	1	Hombre	878,2182238491
50205	Pedrosas (Las)	2	Casado	1	Hombre	37,4875928014
50206	Perdiguera	2	Casado	1	Hombre	166,90853856
50207	Piedratajada	2	Casado	1	Hombre	35,5669385268
50208	Pina de Ebro	2	Casado	1	Hombre	638,6901676559
50209	Pinseque	2	Casado	1	Hombre	898,7987631422
50210	Pintanos (Los)	2	Casado	1	Hombre	15,6717600082
50211	Plasencia de Jalón	2	Casado	1	Hombre	102,879580174
50212	Pleitas	2	Casado	1	Hombre	10,7111540175
50213	Plenas	2	Casado	1	Hombre	34,0174043243
50214	Pomer	2	Casado	1	Hombre	9,0274569228
50215	Pozuel de Ariza	2	Casado	1	Hombre	7,3115079941
50216	Pozuelo de Aragón	2	Casado	1	Hombre	86,4346640079
50217	Pradilla de Ebro	2	Casado	1	Hombre	167,5543144572
50218	Puebla de Albortón	2	Casado	1	Hombre	53,4675307214
50219	Puebla de Alfindén (La)	2	Casado	1	Hombre	1319,7844367499
50220	Puendeluna	2	Casado	1	Hombre	19,4441938491
50221	Purujosa	2	Casado	1	Hombre	19,2882542852
50222	Quinto	2	Casado	1	Hombre	512,7502403913
50223	Remolinos	2	Casado	1	Hombre	346,8147624099
50224	Retascón	2	Casado	1	Hombre	19,6654060625
50225	Ricla	2	Casado	1	Hombre	650,0051683187
50227	Romanos	2	Casado	1	Hombre	35,4882168422
50228	Rueda de Jalón	2	Casado	1	Hombre	103,4299846342
50229	Ruesca	2	Casado	1	Hombre	15,2368176582
50230	Sádaba	2	Casado	1	Hombre	340,0126410071
50231	Salillas de Jalón	2	Casado	1	Hombre	105,3753990572
50232	Salvatierra de Esca	2	Casado	1	Hombre	52,0847555959
50233	Samper del Salz	2	Casado	1	Hombre	46,2638689611
50234	San Martín de la Virgen de Moncayo	2	Casado	1	Hombre	75,3045640421
50235	San Mateo de Gállego	2	Casado	1	Hombre	771,6750501917
50236	Santa Cruz de Grío	2	Casado	1	Hombre	44,1545535423
50237	Santa Cruz de Moncayo	2	Casado	1	Hombre	36,9618479524
50238	Santa Eulalia de Gállego	2	Casado	1	Hombre	43,1432451501
50239	Santed	2	Casado	1	Hombre	23,2408414445
50240	Sástago	2	Casado	1	Hombre	385,0114504433
50241	Saviñán	2	Casado	1	Hombre	201,5378613972
50242	Sediles	2	Casado	1	Hombre	34,8918765809
50243	Sestrica	2	Casado	1	Hombre	94,9401696805
50244	Sierra de Luna	2	Casado	1	Hombre	90,3497624556
50245	Sigüés	2	Casado	1	Hombre	20,0155162195
50246	Sisamón	2	Casado	1	Hombre	4,5846652987
50247	Sobradiel	2	Casado	1	Hombre	265,1452134509
50248	Sos del Rey Católico	2	Casado	1	Hombre	137,3455579728
50249	Tabuenca	2	Casado	1	Hombre	103,0866611586
50250	Talamantes	2	Casado	1	Hombre	19,5952986227
50251	Tarazona	2	Casado	1	Hombre	2708,0474836038
50252	Tauste	2	Casado	1	Hombre	1853,4911048754
50253	Terrer	2	Casado	1	Hombre	118,252323612
50254	Tierga	2	Casado	1	Hombre	48,4577667413
50255	Tobed	2	Casado	1	Hombre	55,6015965643
50256	Torralba de los Frailes	2	Casado	1	Hombre	26,3372874186
50257	Torralba de Ribota	2	Casado	1	Hombre	53,5533623829
50258	Torralbilla	2	Casado	1	Hombre	14,7004758314
50259	Torrehermosa	2	Casado	1	Hombre	20,25
50260	Torrelapaja	2	Casado	1	Hombre	18,6715495752
50261	Torrellas	2	Casado	1	Hombre	76,0880728398
50262	Torres de Berrellén	2	Casado	1	Hombre	411,3364294396
50263	Torrijo de la Cañada	2	Casado	1	Hombre	67,556533789
50264	Tosos	2	Casado	1	Hombre	78,2773540329
50265	Trasmoz	2	Casado	1	Hombre	18,5096094123
50266	Trasobares	2	Casado	1	Hombre	30,6756923532
50267	Uncastillo	2	Casado	1	Hombre	168,9317853784
50268	Undués de Lerda	2	Casado	1	Hombre	16,5537009199
50269	Urrea de Jalón	2	Casado	1	Hombre	94,8998121056
50270	Urriés	2	Casado	1	Hombre	9,4108758791
50271	Used	2	Casado	1	Hombre	76,2261037772
50272	Utebo	2	Casado	1	Hombre	4533,1150866626
50273	Valdehorna	2	Casado	1	Hombre	8,9735294657
50274	Val de San Martín	2	Casado	1	Hombre	28,1876098306
50275	Valmadrid	2	Casado	1	Hombre	19,1394424508
50276	Valpalmas	2	Casado	1	Hombre	45,1099388606
50277	Valtorres	2	Casado	1	Hombre	28,6508868411
50278	Velilla de Ebro	2	Casado	1	Hombre	65,3189546735
50279	Velilla de Jiloca	2	Casado	1	Hombre	19,8815288111
50280	Vera de Moncayo	2	Casado	1	Hombre	106,3288220577
50281	Vierlas	2	Casado	1	Hombre	21,2920163529
50282	Vilueña (La)	2	Casado	1	Hombre	37,5819662143
50283	Villadoz	2	Casado	1	Hombre	38,1156198768
50284	Villafeliche	2	Casado	1	Hombre	47,0315902225
50285	Villafranca de Ebro	2	Casado	1	Hombre	186,8866020739
50286	Villalba de Perejil	2	Casado	1	Hombre	32,0766903674
50287	Villalengua	2	Casado	1	Hombre	99,9735518076
50288	Villanueva de Gállego	2	Casado	1	Hombre	1189,3124286008
50289	Villanueva de Jiloca	2	Casado	1	Hombre	23,363228742
50290	Villanueva de Huerva	2	Casado	1	Hombre	151,9737657399
50291	Villar de los Navarros	2	Casado	1	Hombre	31,2230692706
50292	Villarreal de Huerva	2	Casado	1	Hombre	71,3491106324
50293	Villarroya de la Sierra	2	Casado	1	Hombre	156,3533926582
50294	Villarroya del Campo	2	Casado	1	Hombre	26,3481198301
50295	Vistabella	2	Casado	1	Hombre	24,459101663
50296	Zaida (La)	2	Casado	1	Hombre	128,0511591899
50297	Zaragoza	2	Casado	1	Hombre	156356,378841351
50298	Zuera	2	Casado	1	Hombre	1873,447637882
50901	Biel	2	Casado	1	Hombre	39,2992474705
50902	Marracos	2	Casado	1	Hombre	30,8460027191
50903	Villamayor de Gállego	2	Casado	1	Hombre	693,0732006595
22001	Abiego	3	Viudo, separado o divorciado	1	Hombre	3,0467915244
22002	Abizanda	3	Viudo, separado o divorciado	1	Hombre	6,671780608
22003	Adahuesca	3	Viudo, separado o divorciado	1	Hombre	8,9508844409
22004	Agüero	3	Viudo, separado o divorciado	1	Hombre	7,0218271957
22006	Aísa	3	Viudo, separado o divorciado	1	Hombre	10,0745021034
22007	Albalate de Cinca	3	Viudo, separado o divorciado	1	Hombre	39,5322625623
22008	Albalatillo	3	Viudo, separado o divorciado	1	Hombre	10,8659931214
22009	Albelda	3	Viudo, separado o divorciado	1	Hombre	70,2334388303
22011	Albero Alto	3	Viudo, separado o divorciado	1	Hombre	3,1963407406
22012	Albero Bajo	3	Viudo, separado o divorciado	1	Hombre	7,9529865489
22013	Alberuela de Tubo	3	Viudo, separado o divorciado	1	Hombre	12,6420993401
22014	Alcalá de Gurrea	3	Viudo, separado o divorciado	1	Hombre	11,2425717132
22015	Alcalá del Obispo	3	Viudo, separado o divorciado	1	Hombre	17,7543939978
22016	Alcampell	3	Viudo, separado o divorciado	1	Hombre	43,9161183231
22017	Alcolea de Cinca	3	Viudo, separado o divorciado	1	Hombre	24,59649555
22018	Alcubierre	3	Viudo, separado o divorciado	1	Hombre	11,6312130896
22019	Alerre	3	Viudo, separado o divorciado	1	Hombre	7,6996292768
22020	Alfántega	3	Viudo, separado o divorciado	1	Hombre	3,3006547811
22021	Almudévar	3	Viudo, separado o divorciado	1	Hombre	67,7240588257
22022	Almunia de San Juan	3	Viudo, separado o divorciado	1	Hombre	22,319524004
22023	Almuniente	3	Viudo, separado o divorciado	1	Hombre	29,4084298058
22024	Alquézar	3	Viudo, separado o divorciado	1	Hombre	12,5124708434
22025	Altorricón	3	Viudo, separado o divorciado	1	Hombre	52,1657768707
22027	Angüés	3	Viudo, separado o divorciado	1	Hombre	13,0050564935
22028	Ansó	3	Viudo, separado o divorciado	1	Hombre	10,6797579354
22029	Antillón	3	Viudo, separado o divorciado	1	Hombre	4,1988871412
22032	Aragüés del Puerto	3	Viudo, separado o divorciado	1	Hombre	4,3752047919
22035	Arén	3	Viudo, separado o divorciado	1	Hombre	18,6818529422
22036	Argavieso	3	Viudo, separado o divorciado	1	Hombre	9,6054568196
22037	Arguis	3	Viudo, separado o divorciado	1	Hombre	2,6348227196
22039	Ayerbe	3	Viudo, separado o divorciado	1	Hombre	68,1493569906
22040	Azanuy-Alins	3	Viudo, separado o divorciado	1	Hombre	8,7720601303
22041	Azara	3	Viudo, separado o divorciado	1	Hombre	3,6954459301
22042	Azlor	3	Viudo, separado o divorciado	1	Hombre	4,438597735
22043	Baells	3	Viudo, separado o divorciado	1	Hombre	9,207203836
22044	Bailo	3	Viudo, separado o divorciado	1	Hombre	11,8646952113
22045	Baldellou	3	Viudo, separado o divorciado	1	Hombre	4,2894748259
22046	Ballobar	3	Viudo, separado o divorciado	1	Hombre	31,3467467398
22047	Banastás	3	Viudo, separado o divorciado	1	Hombre	13,3019244317
22048	Barbastro	3	Viudo, separado o divorciado	1	Hombre	565,189715882
22049	Barbués	3	Viudo, separado o divorciado	1	Hombre	2,2155009893
22050	Barbuñales	3	Viudo, separado o divorciado	1	Hombre	3,0565925425
22051	Bárcabo	3	Viudo, separado o divorciado	1	Hombre	7,168401802
22052	Belver de Cinca	3	Viudo, separado o divorciado	1	Hombre	42,750362864
22053	Benabarre	3	Viudo, separado o divorciado	1	Hombre	37,1851230444
22054	Benasque	3	Viudo, separado o divorciado	1	Hombre	36,6320284441
22055	Berbegal	3	Viudo, separado o divorciado	1	Hombre	22,0373246332
22058	Bierge	3	Viudo, separado o divorciado	1	Hombre	19,2487500655
22059	Biescas	3	Viudo, separado o divorciado	1	Hombre	53,4666552708
22060	Binaced	3	Viudo, separado o divorciado	1	Hombre	50,4929933819
22061	Binéfar	3	Viudo, separado o divorciado	1	Hombre	307,9578924421
22063	Biscarrués	3	Viudo, separado o divorciado	1	Hombre	9,2817588397
22064	Blecua y Torres	3	Viudo, separado o divorciado	1	Hombre	2,9502616928
22066	Boltaña	3	Viudo, separado o divorciado	1	Hombre	29,3647812771
22067	Bonansa	3	Viudo, separado o divorciado	1	Hombre	3,4940405418
22069	Broto	3	Viudo, separado o divorciado	1	Hombre	20,7964576976
22072	Caldearenas	3	Viudo, separado o divorciado	1	Hombre	6,9946658104
22074	Campo	3	Viudo, separado o divorciado	1	Hombre	12,7065215578
22075	Camporrells	3	Viudo, separado o divorciado	1	Hombre	14,236489582
22076	Canal de Berdún	3	Viudo, separado o divorciado	1	Hombre	12,1030024972
22077	Candasnos	3	Viudo, separado o divorciado	1	Hombre	10,0919206311
22078	Canfranc	3	Viudo, separado o divorciado	1	Hombre	61,8228325662
22079	Capdesaso	3	Viudo, separado o divorciado	1	Hombre	9,9764051075
22080	Capella	3	Viudo, separado o divorciado	1	Hombre	16,3688377657
22081	Casbas de Huesca	3	Viudo, separado o divorciado	1	Hombre	1,1156292808
22082	Castejón del Puente	3	Viudo, separado o divorciado	1	Hombre	12,0942533529
22083	Castejón de Monegros	3	Viudo, separado o divorciado	1	Hombre	20,2333510597
22084	Castejón de Sos	3	Viudo, separado o divorciado	1	Hombre	16,6448663527
22085	Castelflorite	3	Viudo, separado o divorciado	1	Hombre	4,8296045092
22086	Castiello de Jaca	3	Viudo, separado o divorciado	1	Hombre	4,8395712365
22088	Castillazuelo	3	Viudo, separado o divorciado	1	Hombre	7,7882424185
22089	Castillonroy	3	Viudo, separado o divorciado	1	Hombre	10,3287948004
22090	Colungo	3	Viudo, separado o divorciado	1	Hombre	12,3220386335
22094	Chalamera	3	Viudo, separado o divorciado	1	Hombre	1,1117928008
22095	Chía	3	Viudo, separado o divorciado	1	Hombre	3,4594049523
22096	Chimillas	3	Viudo, separado o divorciado	1	Hombre	9,856700582
22099	Esplús	3	Viudo, separado o divorciado	1	Hombre	22,911831453
22102	Estada	3	Viudo, separado o divorciado	1	Hombre	15,2134289849
22103	Estadilla	3	Viudo, separado o divorciado	1	Hombre	20,1958700434
22105	Estopiñán del Castillo	3	Viudo, separado o divorciado	1	Hombre	7,7865325937
22107	Fanlo	3	Viudo, separado o divorciado	1	Hombre	15,1937890835
22109	Fiscal	3	Viudo, separado o divorciado	1	Hombre	3,2270733159
22110	Fonz	3	Viudo, separado o divorciado	1	Hombre	30,5515668161
22111	Foradada del Toscar	3	Viudo, separado o divorciado	1	Hombre	4,6867303721
22112	Fraga	3	Viudo, separado o divorciado	1	Hombre	272,4122035469
22113	Fueva (La)	3	Viudo, separado o divorciado	1	Hombre	10,4322407144
22114	Gistaín	3	Viudo, separado o divorciado	1	Hombre	4,9323407124
22115	Grado (El)	3	Viudo, separado o divorciado	1	Hombre	20,4749545101
22116	Grañén	3	Viudo, separado o divorciado	1	Hombre	55,0144726214
22117	Graus	3	Viudo, separado o divorciado	1	Hombre	77,6731649374
22119	Gurrea de Gállego	3	Viudo, separado o divorciado	1	Hombre	94,8809120119
22124	Huerto	3	Viudo, separado o divorciado	1	Hombre	12,5524800094
22125	Huesca	3	Viudo, separado o divorciado	1	Hombre	1124,0511502862
22126	Ibieca	3	Viudo, separado o divorciado	1	Hombre	2,5458497568
22127	Igriés	3	Viudo, separado o divorciado	1	Hombre	12,0695585663
22128	Ilche	3	Viudo, separado o divorciado	1	Hombre	3,926073948
22129	Isábena	3	Viudo, separado o divorciado	1	Hombre	8,1528211876
22130	Jaca	3	Viudo, separado o divorciado	1	Hombre	499,481920854
22131	Jasa	3	Viudo, separado o divorciado	1	Hombre	4,3327712581
22133	Labuerda	3	Viudo, separado o divorciado	1	Hombre	10,0494114559
22135	Laluenga	3	Viudo, separado o divorciado	1	Hombre	8,1257902081
22136	Lalueza	3	Viudo, separado o divorciado	1	Hombre	27,5637900227
22137	Lanaja	3	Viudo, separado o divorciado	1	Hombre	75,6654118399
22139	Laperdiguera	3	Viudo, separado o divorciado	1	Hombre	2,8177433495
22141	Lascellas-Ponzano	3	Viudo, separado o divorciado	1	Hombre	10,1303737787
22142	Lascuarre	3	Viudo, separado o divorciado	1	Hombre	5,7246046462
22143	Laspaúles	3	Viudo, separado o divorciado	1	Hombre	10,186334066
22144	Laspuña	3	Viudo, separado o divorciado	1	Hombre	14,0117321763
22149	Loarre	3	Viudo, separado o divorciado	1	Hombre	12,0219996399
22150	Loporzano	3	Viudo, separado o divorciado	1	Hombre	20,6322421924
22155	Monesma y Cajigar	3	Viudo, separado o divorciado	1	Hombre	6,2481629117
22156	Monflorite-Lascasas	3	Viudo, separado o divorciado	1	Hombre	10,3007276285
22157	Montanuy	3	Viudo, separado o divorciado	1	Hombre	7,7281175661
22158	Monzón	3	Viudo, separado o divorciado	1	Hombre	508,5206285923
22160	Naval	3	Viudo, separado o divorciado	1	Hombre	12,5460060027
22162	Novales	3	Viudo, separado o divorciado	1	Hombre	5,6875593673
22163	Nueno	3	Viudo, separado o divorciado	1	Hombre	26,196448823
22164	Olvena	3	Viudo, separado o divorciado	1	Hombre	1,5352531846
22165	Ontiñena	3	Viudo, separado o divorciado	1	Hombre	16,2582750281
22167	Osso de Cinca	3	Viudo, separado o divorciado	1	Hombre	16,1875073646
22168	Palo	3	Viudo, separado o divorciado	1	Hombre	1,4569965662
22170	Panticosa	3	Viudo, separado o divorciado	1	Hombre	21,2675350971
22172	Peñalba	3	Viudo, separado o divorciado	1	Hombre	9,384322542
22173	Peñas de Riglos (Las)	3	Viudo, separado o divorciado	1	Hombre	24,0722947741
22174	Peralta de Alcofea	3	Viudo, separado o divorciado	1	Hombre	22,8014194529
22175	Peralta de Calasanz	3	Viudo, separado o divorciado	1	Hombre	8,8182393911
22176	Peraltilla	3	Viudo, separado o divorciado	1	Hombre	2,7956422359
22177	Perarrúa	3	Viudo, separado o divorciado	1	Hombre	5,1372026909
