Comarca código	Comarca nombre	Año	Orden	Votos	Siglas
24	Campo de Daroca	2008	6	45	UPyD
24	Campo de Daroca	2008	7	24	LV
24	Campo de Daroca	2008	8	11	C's
24	Campo de Daroca	2008	9	0	PACMA
24	Campo de Daroca	2008	10	4	PUM+J
24	Campo de Daroca	2008	11	7	pCUA
24	Campo de Daroca	2008	12	6	PSD-FIA
24	Campo de Daroca	2008	13	4	TA
24	Campo de Daroca	2008	14	18	FE de las JONS
24	Campo de Daroca	2008	15	1	PFyV
24	Campo de Daroca	2008	16	9	DN
24	Campo de Daroca	2008	17	0	POSI
24	Campo de Daroca	2008	18	4	AuN
24	Campo de Daroca	2008	19	5	FRENTE
24	Campo de Daroca	2008	20	1	AES
24	Campo de Daroca	2008	21	5	FA
24	Campo de Daroca	2008	22	0	PH
24	Campo de Daroca	2008	23	2	MCE
24	Campo de Daroca	2008	24	1	CTC
24	Campo de Daroca	2008	25	0	PCPE
25	Jiloca	2008	1	9348	PSOE
25	Jiloca	2008	2	10154	PP
25	Jiloca	2008	3	2734	PAR
25	Jiloca	2008	4	767	CHA
25	Jiloca	2008	5	201	IU
25	Jiloca	2008	6	247	UPyD
25	Jiloca	2008	7	52	LV
25	Jiloca	2008	8	14	C's
25	Jiloca	2008	9	12	PACMA
25	Jiloca	2008	10	25	PUM+J
25	Jiloca	2008	11	12	pCUA
25	Jiloca	2008	12	4	PSD-FIA
25	Jiloca	2008	13	0	TA
25	Jiloca	2008	14	13	FE de las JONS
25	Jiloca	2008	15	3	PFyV
25	Jiloca	2008	16	4	DN
25	Jiloca	2008	17	6	POSI
25	Jiloca	2008	18	44	AuN
25	Jiloca	2008	19	0	FRENTE
25	Jiloca	2008	20	5	AES
25	Jiloca	2008	21	0	FA
25	Jiloca	2008	22	0	PH
25	Jiloca	2008	23	5	MCE
25	Jiloca	2008	24	1	CTC
25	Jiloca	2008	25	9	PCPE
26	Cuencas Mineras	2008	1	8663	PSOE
26	Cuencas Mineras	2008	2	4038	PP
26	Cuencas Mineras	2008	3	1883	PAR
26	Cuencas Mineras	2008	4	602	CHA
26	Cuencas Mineras	2008	5	503	IU
26	Cuencas Mineras	2008	6	122	UPyD
26	Cuencas Mineras	2008	7	32	LV
26	Cuencas Mineras	2008	8	8	C's
26	Cuencas Mineras	2008	9	25	PACMA
26	Cuencas Mineras	2008	10	34	PUM+J
26	Cuencas Mineras	2008	11	5	pCUA
26	Cuencas Mineras	2008	12	13	PSD-FIA
26	Cuencas Mineras	2008	13	0	TA
26	Cuencas Mineras	2008	14	9	FE de las JONS
26	Cuencas Mineras	2008	15	3	PFyV
26	Cuencas Mineras	2008	16	3	DN
26	Cuencas Mineras	2008	17	4	POSI
26	Cuencas Mineras	2008	18	17	AuN
26	Cuencas Mineras	2008	19	0	FRENTE
26	Cuencas Mineras	2008	20	1	AES
26	Cuencas Mineras	2008	21	0	FA
26	Cuencas Mineras	2008	22	0	PH
26	Cuencas Mineras	2008	23	11	MCE
26	Cuencas Mineras	2008	24	1	CTC
26	Cuencas Mineras	2008	25	11	PCPE
27	Andorra-Sierra de Arcos	2008	1	10132	PSOE
27	Andorra-Sierra de Arcos	2008	2	5975	PP
27	Andorra-Sierra de Arcos	2008	3	1219	PAR
27	Andorra-Sierra de Arcos	2008	4	698	CHA
27	Andorra-Sierra de Arcos	2008	5	1062	IU
27	Andorra-Sierra de Arcos	2008	6	128	UPyD
27	Andorra-Sierra de Arcos	2008	7	42	LV
27	Andorra-Sierra de Arcos	2008	8	12	C's
27	Andorra-Sierra de Arcos	2008	9	22	PACMA
27	Andorra-Sierra de Arcos	2008	10	18	PUM+J
27	Andorra-Sierra de Arcos	2008	11	6	pCUA
27	Andorra-Sierra de Arcos	2008	12	4	PSD-FIA
27	Andorra-Sierra de Arcos	2008	13	0	TA
27	Andorra-Sierra de Arcos	2008	14	11	FE de las JONS
27	Andorra-Sierra de Arcos	2008	15	3	PFyV
27	Andorra-Sierra de Arcos	2008	16	14	DN
27	Andorra-Sierra de Arcos	2008	17	6	POSI
27	Andorra-Sierra de Arcos	2008	18	30	AuN
27	Andorra-Sierra de Arcos	2008	19	0	FRENTE
27	Andorra-Sierra de Arcos	2008	20	2	AES
27	Andorra-Sierra de Arcos	2008	21	0	FA
27	Andorra-Sierra de Arcos	2008	22	0	PH
27	Andorra-Sierra de Arcos	2008	23	2	MCE
27	Andorra-Sierra de Arcos	2008	24	0	CTC
27	Andorra-Sierra de Arcos	2008	25	11	PCPE
28	Bajo Aragón	2008	1	21362	PSOE
28	Bajo Aragón	2008	2	16569	PP
28	Bajo Aragón	2008	3	5584	PAR
28	Bajo Aragón	2008	4	1176	CHA
28	Bajo Aragón	2008	5	1552	IU
28	Bajo Aragón	2008	6	606	UPyD
28	Bajo Aragón	2008	7	120	LV
28	Bajo Aragón	2008	8	43	C's
28	Bajo Aragón	2008	9	82	PACMA
28	Bajo Aragón	2008	10	56	PUM+J
28	Bajo Aragón	2008	11	17	pCUA
28	Bajo Aragón	2008	12	6	PSD-FIA
28	Bajo Aragón	2008	13	0	TA
28	Bajo Aragón	2008	14	38	FE de las JONS
28	Bajo Aragón	2008	15	2	PFyV
28	Bajo Aragón	2008	16	17	DN
28	Bajo Aragón	2008	17	8	POSI
28	Bajo Aragón	2008	18	58	AuN
28	Bajo Aragón	2008	19	0	FRENTE
28	Bajo Aragón	2008	20	37	AES
28	Bajo Aragón	2008	21	0	FA
28	Bajo Aragón	2008	22	0	PH
28	Bajo Aragón	2008	23	6	MCE
28	Bajo Aragón	2008	24	10	CTC
28	Bajo Aragón	2008	25	20	PCPE
29	Comunidad de Teruel	2008	1	30863	PSOE
29	Comunidad de Teruel	2008	2	35381	PP
29	Comunidad de Teruel	2008	3	4761	PAR
29	Comunidad de Teruel	2008	4	2795	CHA
29	Comunidad de Teruel	2008	5	1661	IU
29	Comunidad de Teruel	2008	6	852	UPyD
29	Comunidad de Teruel	2008	7	222	LV
29	Comunidad de Teruel	2008	8	47	C's
29	Comunidad de Teruel	2008	9	97	PACMA
29	Comunidad de Teruel	2008	10	79	PUM+J
29	Comunidad de Teruel	2008	11	28	pCUA
29	Comunidad de Teruel	2008	12	30	PSD-FIA
29	Comunidad de Teruel	2008	13	0	TA
29	Comunidad de Teruel	2008	14	45	FE de las JONS
29	Comunidad de Teruel	2008	15	12	PFyV
29	Comunidad de Teruel	2008	16	12	DN
29	Comunidad de Teruel	2008	17	16	POSI
29	Comunidad de Teruel	2008	18	131	AuN
29	Comunidad de Teruel	2008	19	0	FRENTE
29	Comunidad de Teruel	2008	20	17	AES
29	Comunidad de Teruel	2008	21	0	FA
29	Comunidad de Teruel	2008	22	0	PH
29	Comunidad de Teruel	2008	23	13	MCE
29	Comunidad de Teruel	2008	24	11	CTC
29	Comunidad de Teruel	2008	25	27	PCPE
30	Maestrazgo	2008	1	2527	PSOE
30	Maestrazgo	2008	2	2580	PP
30	Maestrazgo	2008	3	759	PAR
30	Maestrazgo	2008	4	187	CHA
30	Maestrazgo	2008	5	110	IU
30	Maestrazgo	2008	6	44	UPyD
30	Maestrazgo	2008	7	13	LV
30	Maestrazgo	2008	8	7	C's
30	Maestrazgo	2008	9	7	PACMA
30	Maestrazgo	2008	10	8	PUM+J
30	Maestrazgo	2008	11	2	pCUA
30	Maestrazgo	2008	12	3	PSD-FIA
30	Maestrazgo	2008	13	0	TA
30	Maestrazgo	2008	14	1	FE de las JONS
30	Maestrazgo	2008	15	0	PFyV
30	Maestrazgo	2008	16	3	DN
30	Maestrazgo	2008	17	6	POSI
30	Maestrazgo	2008	18	15	AuN
30	Maestrazgo	2008	19	0	FRENTE
30	Maestrazgo	2008	20	1	AES
30	Maestrazgo	2008	21	0	FA
30	Maestrazgo	2008	22	0	PH
30	Maestrazgo	2008	23	1	MCE
30	Maestrazgo	2008	24	1	CTC
30	Maestrazgo	2008	25	4	PCPE
31	Sierra de Albarracín	2008	1	3750	PSOE
31	Sierra de Albarracín	2008	2	3607	PP
31	Sierra de Albarracín	2008	3	1013	PAR
31	Sierra de Albarracín	2008	4	340	CHA
31	Sierra de Albarracín	2008	5	190	IU
31	Sierra de Albarracín	2008	6	55	UPyD
31	Sierra de Albarracín	2008	7	14	LV
31	Sierra de Albarracín	2008	8	5	C's
31	Sierra de Albarracín	2008	9	11	PACMA
31	Sierra de Albarracín	2008	10	11	PUM+J
31	Sierra de Albarracín	2008	11	1	pCUA
31	Sierra de Albarracín	2008	12	6	PSD-FIA
31	Sierra de Albarracín	2008	13	0	TA
31	Sierra de Albarracín	2008	14	4	FE de las JONS
31	Sierra de Albarracín	2008	15	1	PFyV
31	Sierra de Albarracín	2008	16	1	DN
31	Sierra de Albarracín	2008	17	1	POSI
31	Sierra de Albarracín	2008	18	13	AuN
31	Sierra de Albarracín	2008	19	0	FRENTE
31	Sierra de Albarracín	2008	20	3	AES
31	Sierra de Albarracín	2008	21	0	FA
31	Sierra de Albarracín	2008	22	0	PH
31	Sierra de Albarracín	2008	23	0	MCE
31	Sierra de Albarracín	2008	24	0	CTC
31	Sierra de Albarracín	2008	25	5	PCPE
32	Gúdar-Javalambre	2008	1	6072	PSOE
32	Gúdar-Javalambre	2008	2	5730	PP
32	Gúdar-Javalambre	2008	3	1174	PAR
32	Gúdar-Javalambre	2008	4	297	CHA
32	Gúdar-Javalambre	2008	5	338	IU
32	Gúdar-Javalambre	2008	6	115	UPyD
32	Gúdar-Javalambre	2008	7	51	LV
32	Gúdar-Javalambre	2008	8	9	C's
32	Gúdar-Javalambre	2008	9	23	PACMA
32	Gúdar-Javalambre	2008	10	12	PUM+J
32	Gúdar-Javalambre	2008	11	14	pCUA
32	Gúdar-Javalambre	2008	12	2	PSD-FIA
32	Gúdar-Javalambre	2008	13	0	TA
32	Gúdar-Javalambre	2008	14	12	FE de las JONS
32	Gúdar-Javalambre	2008	15	3	PFyV
32	Gúdar-Javalambre	2008	16	5	DN
32	Gúdar-Javalambre	2008	17	2	POSI
32	Gúdar-Javalambre	2008	18	32	AuN
32	Gúdar-Javalambre	2008	19	0	FRENTE
32	Gúdar-Javalambre	2008	20	1	AES
32	Gúdar-Javalambre	2008	21	0	FA
32	Gúdar-Javalambre	2008	22	0	PH
32	Gúdar-Javalambre	2008	23	0	MCE
32	Gúdar-Javalambre	2008	24	2	CTC
32	Gúdar-Javalambre	2008	25	10	PCPE
33	Matarraña / Matarranya	2008	1	6270	PSOE
33	Matarraña / Matarranya	2008	2	5924	PP
33	Matarraña / Matarranya	2008	3	1989	PAR
33	Matarraña / Matarranya	2008	4	326	CHA
33	Matarraña / Matarranya	2008	5	283	IU
33	Matarraña / Matarranya	2008	6	117	UPyD
33	Matarraña / Matarranya	2008	7	41	LV
33	Matarraña / Matarranya	2008	8	6	C's
33	Matarraña / Matarranya	2008	9	12	PACMA
33	Matarraña / Matarranya	2008	10	7	PUM+J
33	Matarraña / Matarranya	2008	11	3	pCUA
33	Matarraña / Matarranya	2008	12	4	PSD-FIA
33	Matarraña / Matarranya	2008	13	0	TA
33	Matarraña / Matarranya	2008	14	12	FE de las JONS
33	Matarraña / Matarranya	2008	15	2	PFyV
33	Matarraña / Matarranya	2008	16	3	DN
33	Matarraña / Matarranya	2008	17	4	POSI
33	Matarraña / Matarranya	2008	18	10	AuN
33	Matarraña / Matarranya	2008	19	0	FRENTE
33	Matarraña / Matarranya	2008	20	7	AES
33	Matarraña / Matarranya	2008	21	0	FA
33	Matarraña / Matarranya	2008	22	0	PH
33	Matarraña / Matarranya	2008	23	0	MCE
33	Matarraña / Matarranya	2008	24	1	CTC
33	Matarraña / Matarranya	2008	25	5	PCPE
