Municipio código	Municipio nombre	Sexo	Sector actividad, código	Sector actividad, descripción	Personas residentes viviendas familiares
44165	Nogueruelas	Mujeres	4	Servicios	21
44167	Obón	Hombres	1	Agricultura, ganadería y pesca	6
44167	Obón	Hombres	2	Industria y energía	4
44167	Obón	Hombres	3	Construcción	6
44167	Obón	Hombres	4	Servicios	4
44167	Obón	Mujeres	1	Agricultura, ganadería y pesca	2
44167	Obón	Mujeres	2	Industria y energía	4
44167	Obón	Mujeres	4	Servicios	7
44168	Odón	Hombres	1	Agricultura, ganadería y pesca	52
44168	Odón	Hombres	2	Industria y energía	3
44168	Odón	Hombres	3	Construcción	3
44168	Odón	Hombres	4	Servicios	8
44168	Odón	Mujeres	1	Agricultura, ganadería y pesca	25
44168	Odón	Mujeres	2	Industria y energía	2
44168	Odón	Mujeres	4	Servicios	19
44169	Ojos Negros	Hombres	1	Agricultura, ganadería y pesca	29
44169	Ojos Negros	Hombres	2	Industria y energía	35
44169	Ojos Negros	Hombres	3	Construcción	16
44169	Ojos Negros	Hombres	4	Servicios	39
44169	Ojos Negros	Mujeres	1	Agricultura, ganadería y pesca	14
44169	Ojos Negros	Mujeres	2	Industria y energía	17
44169	Ojos Negros	Mujeres	3	Construcción	1
44169	Ojos Negros	Mujeres	4	Servicios	30
44171	Olba	Hombres	1	Agricultura, ganadería y pesca	6
44171	Olba	Hombres	2	Industria y energía	5
44171	Olba	Hombres	3	Construcción	21
44171	Olba	Hombres	4	Servicios	7
44171	Olba	Mujeres	1	Agricultura, ganadería y pesca	1
44171	Olba	Mujeres	2	Industria y energía	1
44171	Olba	Mujeres	4	Servicios	10
44172	Oliete	Hombres	1	Agricultura, ganadería y pesca	20
44172	Oliete	Hombres	2	Industria y energía	16
44172	Oliete	Hombres	3	Construcción	16
44172	Oliete	Hombres	4	Servicios	25
44172	Oliete	Mujeres	1	Agricultura, ganadería y pesca	2
44172	Oliete	Mujeres	2	Industria y energía	4
44172	Oliete	Mujeres	3	Construcción	1
44172	Oliete	Mujeres	4	Servicios	18
44173	Olmos (Los)	Hombres	1	Agricultura, ganadería y pesca	9
44173	Olmos (Los)	Hombres	2	Industria y energía	3
44173	Olmos (Los)	Hombres	3	Construcción	18
44173	Olmos (Los)	Hombres	4	Servicios	1
44173	Olmos (Los)	Mujeres	1	Agricultura, ganadería y pesca	5
44173	Olmos (Los)	Mujeres	2	Industria y energía	1
44173	Olmos (Los)	Mujeres	4	Servicios	8
44174	Orihuela del Tremedal	Hombres	1	Agricultura, ganadería y pesca	21
44174	Orihuela del Tremedal	Hombres	2	Industria y energía	59
44174	Orihuela del Tremedal	Hombres	3	Construcción	32
44174	Orihuela del Tremedal	Hombres	4	Servicios	39
44174	Orihuela del Tremedal	Mujeres	1	Agricultura, ganadería y pesca	3
44174	Orihuela del Tremedal	Mujeres	2	Industria y energía	11
44174	Orihuela del Tremedal	Mujeres	4	Servicios	77
44175	Orrios	Hombres	1	Agricultura, ganadería y pesca	21
44175	Orrios	Hombres	2	Industria y energía	9
44175	Orrios	Hombres	3	Construcción	5
44175	Orrios	Hombres	4	Servicios	7
44175	Orrios	Mujeres	1	Agricultura, ganadería y pesca	2
44175	Orrios	Mujeres	4	Servicios	14
44176	Palomar de Arroyos	Hombres	1	Agricultura, ganadería y pesca	9
44176	Palomar de Arroyos	Hombres	2	Industria y energía	24
44176	Palomar de Arroyos	Hombres	3	Construcción	7
44176	Palomar de Arroyos	Hombres	4	Servicios	9
44176	Palomar de Arroyos	Mujeres	1	Agricultura, ganadería y pesca	2
44176	Palomar de Arroyos	Mujeres	2	Industria y energía	2
44176	Palomar de Arroyos	Mujeres	4	Servicios	15
44177	Pancrudo	Hombres	1	Agricultura, ganadería y pesca	15
44177	Pancrudo	Hombres	2	Industria y energía	4
44177	Pancrudo	Hombres	3	Construcción	4
44177	Pancrudo	Hombres	4	Servicios	5
44177	Pancrudo	Mujeres	1	Agricultura, ganadería y pesca	2
44177	Pancrudo	Mujeres	2	Industria y energía	1
44177	Pancrudo	Mujeres	4	Servicios	7
44178	Parras de Castellote (Las)	Hombres	1	Agricultura, ganadería y pesca	8
44178	Parras de Castellote (Las)	Hombres	2	Industria y energía	3
44178	Parras de Castellote (Las)	Hombres	3	Construcción	8
44178	Parras de Castellote (Las)	Mujeres	1	Agricultura, ganadería y pesca	3
44178	Parras de Castellote (Las)	Mujeres	4	Servicios	3
44179	Peñarroya de Tastavins	Hombres	1	Agricultura, ganadería y pesca	95
44179	Peñarroya de Tastavins	Hombres	2	Industria y energía	9
44179	Peñarroya de Tastavins	Hombres	3	Construcción	20
44179	Peñarroya de Tastavins	Hombres	4	Servicios	17
44179	Peñarroya de Tastavins	Mujeres	1	Agricultura, ganadería y pesca	31
44179	Peñarroya de Tastavins	Mujeres	2	Industria y energía	4
44179	Peñarroya de Tastavins	Mujeres	3	Construcción	1
44179	Peñarroya de Tastavins	Mujeres	4	Servicios	23
44180	Peracense	Hombres	1	Agricultura, ganadería y pesca	5
44180	Peracense	Hombres	2	Industria y energía	3
44180	Peracense	Hombres	3	Construcción	2
44180	Peracense	Hombres	4	Servicios	10
44180	Peracense	Mujeres	1	Agricultura, ganadería y pesca	8
44180	Peracense	Mujeres	4	Servicios	5
44181	Peralejos	Hombres	1	Agricultura, ganadería y pesca	6
44181	Peralejos	Hombres	3	Construcción	3
44181	Peralejos	Hombres	4	Servicios	9
44181	Peralejos	Mujeres	1	Agricultura, ganadería y pesca	2
44181	Peralejos	Mujeres	4	Servicios	8
44182	Perales del Alfambra	Hombres	1	Agricultura, ganadería y pesca	31
44182	Perales del Alfambra	Hombres	2	Industria y energía	9
44182	Perales del Alfambra	Hombres	3	Construcción	9
44182	Perales del Alfambra	Hombres	4	Servicios	31
44182	Perales del Alfambra	Mujeres	1	Agricultura, ganadería y pesca	2
44182	Perales del Alfambra	Mujeres	2	Industria y energía	4
44182	Perales del Alfambra	Mujeres	3	Construcción	1
44182	Perales del Alfambra	Mujeres	4	Servicios	25
44183	Pitarque	Hombres	1	Agricultura, ganadería y pesca	10
44183	Pitarque	Hombres	2	Industria y energía	1
44183	Pitarque	Hombres	3	Construcción	5
44183	Pitarque	Hombres	4	Servicios	5
44183	Pitarque	Mujeres	1	Agricultura, ganadería y pesca	2
44183	Pitarque	Mujeres	4	Servicios	7
44184	Plou	Hombres	1	Agricultura, ganadería y pesca	5
44184	Plou	Hombres	2	Industria y energía	3
44184	Plou	Hombres	3	Construcción	1
44184	Plou	Hombres	4	Servicios	2
44184	Plou	Mujeres	2	Industria y energía	1
44184	Plou	Mujeres	4	Servicios	2
44185	Pobo (El)	Hombres	1	Agricultura, ganadería y pesca	15
44185	Pobo (El)	Hombres	2	Industria y energía	6
44185	Pobo (El)	Hombres	3	Construcción	3
44185	Pobo (El)	Hombres	4	Servicios	5
44185	Pobo (El)	Mujeres	1	Agricultura, ganadería y pesca	10
44185	Pobo (El)	Mujeres	2	Industria y energía	1
44185	Pobo (El)	Mujeres	4	Servicios	8
44187	Portellada (La)	Hombres	1	Agricultura, ganadería y pesca	40
44187	Portellada (La)	Hombres	2	Industria y energía	2
44187	Portellada (La)	Hombres	3	Construcción	13
44187	Portellada (La)	Hombres	4	Servicios	13
44187	Portellada (La)	Mujeres	1	Agricultura, ganadería y pesca	24
44187	Portellada (La)	Mujeres	2	Industria y energía	8
44187	Portellada (La)	Mujeres	4	Servicios	16
44189	Pozondón	Hombres	1	Agricultura, ganadería y pesca	7
44189	Pozondón	Hombres	3	Construcción	2
44189	Pozondón	Hombres	4	Servicios	5
44189	Pozondón	Mujeres	1	Agricultura, ganadería y pesca	3
44189	Pozondón	Mujeres	2	Industria y energía	1
44189	Pozondón	Mujeres	4	Servicios	2
44190	Pozuel del Campo	Hombres	1	Agricultura, ganadería y pesca	9
44190	Pozuel del Campo	Hombres	2	Industria y energía	1
44190	Pozuel del Campo	Hombres	3	Construcción	3
44190	Pozuel del Campo	Hombres	4	Servicios	6
44190	Pozuel del Campo	Mujeres	1	Agricultura, ganadería y pesca	6
44190	Pozuel del Campo	Mujeres	4	Servicios	7
44191	Puebla de Híjar (La)	Hombres	1	Agricultura, ganadería y pesca	32
44191	Puebla de Híjar (La)	Hombres	2	Industria y energía	104
44191	Puebla de Híjar (La)	Hombres	3	Construcción	53
44191	Puebla de Híjar (La)	Hombres	4	Servicios	65
44191	Puebla de Híjar (La)	Mujeres	1	Agricultura, ganadería y pesca	11
44191	Puebla de Híjar (La)	Mujeres	2	Industria y energía	50
44191	Puebla de Híjar (La)	Mujeres	4	Servicios	62
44192	Puebla de Valverde (La)	Hombres	1	Agricultura, ganadería y pesca	33
44192	Puebla de Valverde (La)	Hombres	2	Industria y energía	24
44192	Puebla de Valverde (La)	Hombres	3	Construcción	17
44192	Puebla de Valverde (La)	Hombres	4	Servicios	50
44192	Puebla de Valverde (La)	Mujeres	1	Agricultura, ganadería y pesca	3
44192	Puebla de Valverde (La)	Mujeres	2	Industria y energía	7
44192	Puebla de Valverde (La)	Mujeres	3	Construcción	2
44192	Puebla de Valverde (La)	Mujeres	4	Servicios	53
44193	Puertomingalvo	Hombres	1	Agricultura, ganadería y pesca	14
44193	Puertomingalvo	Hombres	2	Industria y energía	10
44193	Puertomingalvo	Hombres	3	Construcción	9
44193	Puertomingalvo	Hombres	4	Servicios	9
44193	Puertomingalvo	Mujeres	1	Agricultura, ganadería y pesca	5
44193	Puertomingalvo	Mujeres	2	Industria y energía	6
44193	Puertomingalvo	Mujeres	4	Servicios	10
44194	Ráfales	Hombres	1	Agricultura, ganadería y pesca	20
44194	Ráfales	Hombres	2	Industria y energía	5
44194	Ráfales	Hombres	3	Construcción	9
44194	Ráfales	Hombres	4	Servicios	9
44194	Ráfales	Mujeres	1	Agricultura, ganadería y pesca	15
44194	Ráfales	Mujeres	4	Servicios	10
44195	Rillo	Hombres	1	Agricultura, ganadería y pesca	13
44195	Rillo	Hombres	3	Construcción	2
44195	Rillo	Hombres	4	Servicios	12
44195	Rillo	Mujeres	1	Agricultura, ganadería y pesca	1
44195	Rillo	Mujeres	2	Industria y energía	1
44195	Rillo	Mujeres	4	Servicios	8
44196	Riodeva	Hombres	1	Agricultura, ganadería y pesca	3
44196	Riodeva	Hombres	2	Industria y energía	25
44196	Riodeva	Hombres	3	Construcción	2
44196	Riodeva	Hombres	4	Servicios	6
44196	Riodeva	Mujeres	1	Agricultura, ganadería y pesca	1
44196	Riodeva	Mujeres	2	Industria y energía	5
44196	Riodeva	Mujeres	3	Construcción	1
44196	Riodeva	Mujeres	4	Servicios	12
44197	Ródenas	Hombres	1	Agricultura, ganadería y pesca	7
44197	Ródenas	Hombres	2	Industria y energía	5
44197	Ródenas	Hombres	3	Construcción	1
44197	Ródenas	Mujeres	1	Agricultura, ganadería y pesca	3
44197	Ródenas	Mujeres	2	Industria y energía	1
44197	Ródenas	Mujeres	4	Servicios	4
44198	Royuela	Hombres	1	Agricultura, ganadería y pesca	24
44198	Royuela	Hombres	2	Industria y energía	22
44198	Royuela	Hombres	3	Construcción	6
44198	Royuela	Hombres	4	Servicios	18
44198	Royuela	Mujeres	1	Agricultura, ganadería y pesca	2
44198	Royuela	Mujeres	2	Industria y energía	2
44198	Royuela	Mujeres	3	Construcción	1
44198	Royuela	Mujeres	4	Servicios	25
44199	Rubiales	Hombres	1	Agricultura, ganadería y pesca	2
44199	Rubiales	Hombres	2	Industria y energía	1
44199	Rubiales	Hombres	4	Servicios	6
44199	Rubiales	Mujeres	1	Agricultura, ganadería y pesca	1
44199	Rubiales	Mujeres	4	Servicios	4
44200	Rubielos de la Cérida	Hombres	1	Agricultura, ganadería y pesca	9
44200	Rubielos de la Cérida	Hombres	2	Industria y energía	1
44200	Rubielos de la Cérida	Hombres	3	Construcción	1
44200	Rubielos de la Cérida	Mujeres	1	Agricultura, ganadería y pesca	1
44200	Rubielos de la Cérida	Mujeres	2	Industria y energía	2
44200	Rubielos de la Cérida	Mujeres	4	Servicios	3
44201	Rubielos de Mora	Hombres	1	Agricultura, ganadería y pesca	19
44201	Rubielos de Mora	Hombres	2	Industria y energía	34
44201	Rubielos de Mora	Hombres	3	Construcción	43
44201	Rubielos de Mora	Hombres	4	Servicios	57
44201	Rubielos de Mora	Mujeres	1	Agricultura, ganadería y pesca	2
44201	Rubielos de Mora	Mujeres	2	Industria y energía	14
44201	Rubielos de Mora	Mujeres	4	Servicios	53
44203	Salcedillo	Hombres	1	Agricultura, ganadería y pesca	1
44204	Saldón	Hombres	1	Agricultura, ganadería y pesca	1
44204	Saldón	Hombres	2	Industria y energía	2
44204	Saldón	Hombres	4	Servicios	2
44204	Saldón	Mujeres	2	Industria y energía	1
44204	Saldón	Mujeres	4	Servicios	1
44205	Samper de Calanda	Hombres	1	Agricultura, ganadería y pesca	72
44205	Samper de Calanda	Hombres	2	Industria y energía	38
44205	Samper de Calanda	Hombres	3	Construcción	40
44205	Samper de Calanda	Hombres	4	Servicios	52
44205	Samper de Calanda	Mujeres	1	Agricultura, ganadería y pesca	15
44205	Samper de Calanda	Mujeres	2	Industria y energía	29
44205	Samper de Calanda	Mujeres	3	Construcción	3
44205	Samper de Calanda	Mujeres	4	Servicios	60
44206	San Agustín	Hombres	1	Agricultura, ganadería y pesca	13
44206	San Agustín	Hombres	2	Industria y energía	11
44206	San Agustín	Hombres	3	Construcción	6
44206	San Agustín	Hombres	4	Servicios	8
44206	San Agustín	Mujeres	2	Industria y energía	2
44206	San Agustín	Mujeres	4	Servicios	5
44207	San Martín del Río	Hombres	1	Agricultura, ganadería y pesca	15
44207	San Martín del Río	Hombres	2	Industria y energía	9
44207	San Martín del Río	Hombres	3	Construcción	11
44207	San Martín del Río	Hombres	4	Servicios	11
44207	San Martín del Río	Mujeres	1	Agricultura, ganadería y pesca	3
44207	San Martín del Río	Mujeres	2	Industria y energía	4
44207	San Martín del Río	Mujeres	3	Construcción	1
44207	San Martín del Río	Mujeres	4	Servicios	21
44208	Santa Cruz de Nogueras	Hombres	1	Agricultura, ganadería y pesca	3
44208	Santa Cruz de Nogueras	Hombres	3	Construcción	2
44208	Santa Cruz de Nogueras	Hombres	4	Servicios	1
44208	Santa Cruz de Nogueras	Mujeres	1	Agricultura, ganadería y pesca	1
44208	Santa Cruz de Nogueras	Mujeres	4	Servicios	1
44209	Santa Eulalia	Hombres	1	Agricultura, ganadería y pesca	36
44209	Santa Eulalia	Hombres	2	Industria y energía	63
44209	Santa Eulalia	Hombres	3	Construcción	41
44209	Santa Eulalia	Hombres	4	Servicios	90
44209	Santa Eulalia	Mujeres	1	Agricultura, ganadería y pesca	6
44209	Santa Eulalia	Mujeres	2	Industria y energía	23
44209	Santa Eulalia	Mujeres	3	Construcción	4
44209	Santa Eulalia	Mujeres	4	Servicios	89
44210	Sarrión	Hombres	1	Agricultura, ganadería y pesca	54
44210	Sarrión	Hombres	2	Industria y energía	76
44210	Sarrión	Hombres	3	Construcción	48
44210	Sarrión	Hombres	4	Servicios	88
44210	Sarrión	Mujeres	1	Agricultura, ganadería y pesca	3
44210	Sarrión	Mujeres	2	Industria y energía	39
44210	Sarrión	Mujeres	4	Servicios	69
44211	Segura de los Baños	Hombres	1	Agricultura, ganadería y pesca	1
44211	Segura de los Baños	Hombres	3	Construcción	2
44211	Segura de los Baños	Hombres	4	Servicios	3
44211	Segura de los Baños	Mujeres	4	Servicios	2
44212	Seno	Hombres	1	Agricultura, ganadería y pesca	5
44212	Seno	Hombres	2	Industria y energía	1
44212	Seno	Hombres	3	Construcción	1
44212	Seno	Hombres	4	Servicios	1
44212	Seno	Mujeres	1	Agricultura, ganadería y pesca	1
44212	Seno	Mujeres	2	Industria y energía	2
44212	Seno	Mujeres	4	Servicios	4
44213	Singra	Hombres	1	Agricultura, ganadería y pesca	6
44213	Singra	Hombres	2	Industria y energía	3
44213	Singra	Hombres	4	Servicios	8
44213	Singra	Mujeres	1	Agricultura, ganadería y pesca	6
44213	Singra	Mujeres	2	Industria y energía	1
44213	Singra	Mujeres	4	Servicios	3
44215	Terriente	Hombres	1	Agricultura, ganadería y pesca	23
44215	Terriente	Hombres	2	Industria y energía	9
44215	Terriente	Hombres	3	Construcción	8
44215	Terriente	Hombres	4	Servicios	6
44215	Terriente	Mujeres	1	Agricultura, ganadería y pesca	2
44215	Terriente	Mujeres	4	Servicios	5
44216	Teruel	Hombres	1	Agricultura, ganadería y pesca	212
44216	Teruel	Hombres	2	Industria y energía	1536
44216	Teruel	Hombres	3	Construcción	1179
44216	Teruel	Hombres	4	Servicios	4844
44216	Teruel	Mujeres	1	Agricultura, ganadería y pesca	56
44216	Teruel	Mujeres	2	Industria y energía	398
44216	Teruel	Mujeres	3	Construcción	60
44216	Teruel	Mujeres	4	Servicios	5138
44217	Toril y Masegoso	Hombres	1	Agricultura, ganadería y pesca	5
44217	Toril y Masegoso	Hombres	3	Construcción	2
44217	Toril y Masegoso	Hombres	4	Servicios	2
44217	Toril y Masegoso	Mujeres	4	Servicios	2
44218	Tormón	Hombres	2	Industria y energía	1
44218	Tormón	Mujeres	4	Servicios	3
44219	Tornos	Hombres	1	Agricultura, ganadería y pesca	31
44219	Tornos	Hombres	2	Industria y energía	2
44219	Tornos	Hombres	3	Construcción	10
44219	Tornos	Hombres	4	Servicios	15
44219	Tornos	Mujeres	1	Agricultura, ganadería y pesca	2
44219	Tornos	Mujeres	2	Industria y energía	2
44219	Tornos	Mujeres	4	Servicios	8
44220	Torralba de los Sisones	Hombres	1	Agricultura, ganadería y pesca	42
44220	Torralba de los Sisones	Hombres	2	Industria y energía	2
44220	Torralba de los Sisones	Hombres	3	Construcción	4
44220	Torralba de los Sisones	Hombres	4	Servicios	10
44220	Torralba de los Sisones	Mujeres	1	Agricultura, ganadería y pesca	2
44220	Torralba de los Sisones	Mujeres	2	Industria y energía	1
44220	Torralba de los Sisones	Mujeres	4	Servicios	8
44221	Torrecilla de Alcañiz	Hombres	1	Agricultura, ganadería y pesca	59
44221	Torrecilla de Alcañiz	Hombres	2	Industria y energía	15
44221	Torrecilla de Alcañiz	Hombres	3	Construcción	11
44221	Torrecilla de Alcañiz	Hombres	4	Servicios	21
44221	Torrecilla de Alcañiz	Mujeres	1	Agricultura, ganadería y pesca	18
44221	Torrecilla de Alcañiz	Mujeres	2	Industria y energía	7
44221	Torrecilla de Alcañiz	Mujeres	3	Construcción	1
44221	Torrecilla de Alcañiz	Mujeres	4	Servicios	20
44222	Torrecilla del Rebollar	Hombres	1	Agricultura, ganadería y pesca	27
44222	Torrecilla del Rebollar	Hombres	2	Industria y energía	5
44222	Torrecilla del Rebollar	Hombres	3	Construcción	3
44222	Torrecilla del Rebollar	Hombres	4	Servicios	8
44222	Torrecilla del Rebollar	Mujeres	1	Agricultura, ganadería y pesca	3
44222	Torrecilla del Rebollar	Mujeres	2	Industria y energía	4
44222	Torrecilla del Rebollar	Mujeres	4	Servicios	6
44223	Torre de Arcas	Hombres	1	Agricultura, ganadería y pesca	14
44223	Torre de Arcas	Hombres	2	Industria y energía	2
44223	Torre de Arcas	Hombres	3	Construcción	2
44223	Torre de Arcas	Hombres	4	Servicios	3
44223	Torre de Arcas	Mujeres	1	Agricultura, ganadería y pesca	7
44223	Torre de Arcas	Mujeres	3	Construcción	1
44223	Torre de Arcas	Mujeres	4	Servicios	7
44224	Torre de las Arcas	Hombres	1	Agricultura, ganadería y pesca	3
44224	Torre de las Arcas	Hombres	2	Industria y energía	3
44224	Torre de las Arcas	Mujeres	1	Agricultura, ganadería y pesca	1
44224	Torre de las Arcas	Mujeres	4	Servicios	2
44225	Torre del Compte	Hombres	1	Agricultura, ganadería y pesca	17
44225	Torre del Compte	Hombres	2	Industria y energía	5
44225	Torre del Compte	Hombres	3	Construcción	3
44225	Torre del Compte	Hombres	4	Servicios	8
44225	Torre del Compte	Mujeres	1	Agricultura, ganadería y pesca	12
44225	Torre del Compte	Mujeres	2	Industria y energía	3
44225	Torre del Compte	Mujeres	4	Servicios	7
44226	Torrelacárcel	Hombres	1	Agricultura, ganadería y pesca	24
44226	Torrelacárcel	Hombres	2	Industria y energía	13
44226	Torrelacárcel	Hombres	3	Construcción	8
44226	Torrelacárcel	Hombres	4	Servicios	14
44226	Torrelacárcel	Mujeres	1	Agricultura, ganadería y pesca	15
44226	Torrelacárcel	Mujeres	2	Industria y energía	2
44226	Torrelacárcel	Mujeres	4	Servicios	10
44227	Torre los Negros	Hombres	1	Agricultura, ganadería y pesca	13
44227	Torre los Negros	Hombres	2	Industria y energía	3
44227	Torre los Negros	Hombres	3	Construcción	2
44227	Torre los Negros	Hombres	4	Servicios	5
44227	Torre los Negros	Mujeres	2	Industria y energía	2
44227	Torre los Negros	Mujeres	4	Servicios	4
44228	Torremocha de Jiloca	Hombres	1	Agricultura, ganadería y pesca	8
44228	Torremocha de Jiloca	Hombres	2	Industria y energía	5
44228	Torremocha de Jiloca	Hombres	3	Construcción	2
44228	Torremocha de Jiloca	Hombres	4	Servicios	10
44228	Torremocha de Jiloca	Mujeres	1	Agricultura, ganadería y pesca	11
44228	Torremocha de Jiloca	Mujeres	2	Industria y energía	2
44228	Torremocha de Jiloca	Mujeres	4	Servicios	6
44229	Torres de Albarracín	Hombres	1	Agricultura, ganadería y pesca	16
44229	Torres de Albarracín	Hombres	2	Industria y energía	12
44229	Torres de Albarracín	Hombres	3	Construcción	6
44229	Torres de Albarracín	Hombres	4	Servicios	16
44229	Torres de Albarracín	Mujeres	1	Agricultura, ganadería y pesca	4
44229	Torres de Albarracín	Mujeres	2	Industria y energía	1
44229	Torres de Albarracín	Mujeres	3	Construcción	2
44229	Torres de Albarracín	Mujeres	4	Servicios	11
44230	Torrevelilla	Hombres	1	Agricultura, ganadería y pesca	8
44230	Torrevelilla	Hombres	2	Industria y energía	8
44230	Torrevelilla	Hombres	3	Construcción	5
44230	Torrevelilla	Hombres	4	Servicios	14
44230	Torrevelilla	Mujeres	1	Agricultura, ganadería y pesca	2
44230	Torrevelilla	Mujeres	2	Industria y energía	4
44230	Torrevelilla	Mujeres	4	Servicios	14
44231	Torrijas	Hombres	1	Agricultura, ganadería y pesca	8
44231	Torrijas	Hombres	2	Industria y energía	2
44231	Torrijas	Hombres	3	Construcción	2
44231	Torrijas	Hombres	4	Servicios	2
44231	Torrijas	Mujeres	1	Agricultura, ganadería y pesca	1
44231	Torrijas	Mujeres	2	Industria y energía	2
44231	Torrijas	Mujeres	3	Construcción	1
44231	Torrijas	Mujeres	4	Servicios	2
44232	Torrijo del Campo	Hombres	1	Agricultura, ganadería y pesca	50
44232	Torrijo del Campo	Hombres	2	Industria y energía	33
44232	Torrijo del Campo	Hombres	3	Construcción	19
44232	Torrijo del Campo	Hombres	4	Servicios	37
44232	Torrijo del Campo	Mujeres	1	Agricultura, ganadería y pesca	19
44232	Torrijo del Campo	Mujeres	2	Industria y energía	13
44232	Torrijo del Campo	Mujeres	4	Servicios	24
44234	Tramacastiel	Hombres	1	Agricultura, ganadería y pesca	3
44234	Tramacastiel	Hombres	2	Industria y energía	4
44234	Tramacastiel	Hombres	3	Construcción	9
44234	Tramacastiel	Hombres	4	Servicios	5
44234	Tramacastiel	Mujeres	1	Agricultura, ganadería y pesca	1
44234	Tramacastiel	Mujeres	2	Industria y energía	1
44234	Tramacastiel	Mujeres	3	Construcción	1
44234	Tramacastiel	Mujeres	4	Servicios	6
44235	Tramacastilla	Hombres	1	Agricultura, ganadería y pesca	6
44235	Tramacastilla	Hombres	2	Industria y energía	1
44235	Tramacastilla	Hombres	3	Construcción	7
44235	Tramacastilla	Hombres	4	Servicios	9
44235	Tramacastilla	Mujeres	1	Agricultura, ganadería y pesca	3
44235	Tramacastilla	Mujeres	3	Construcción	1
44235	Tramacastilla	Mujeres	4	Servicios	12
44236	Tronchón	Hombres	1	Agricultura, ganadería y pesca	18
44236	Tronchón	Hombres	2	Industria y energía	3
44236	Tronchón	Hombres	3	Construcción	6
44236	Tronchón	Hombres	4	Servicios	3
44236	Tronchón	Mujeres	1	Agricultura, ganadería y pesca	4
44236	Tronchón	Mujeres	2	Industria y energía	4
44236	Tronchón	Mujeres	4	Servicios	4
44237	Urrea de Gaén	Hombres	1	Agricultura, ganadería y pesca	27
44237	Urrea de Gaén	Hombres	2	Industria y energía	55
44237	Urrea de Gaén	Hombres	3	Construcción	14
44237	Urrea de Gaén	Hombres	4	Servicios	33
44237	Urrea de Gaén	Mujeres	1	Agricultura, ganadería y pesca	2
44237	Urrea de Gaén	Mujeres	2	Industria y energía	25
44237	Urrea de Gaén	Mujeres	3	Construcción	1
44237	Urrea de Gaén	Mujeres	4	Servicios	29
44238	Utrillas	Hombres	1	Agricultura, ganadería y pesca	19
44238	Utrillas	Hombres	2	Industria y energía	454
44238	Utrillas	Hombres	3	Construcción	92
44238	Utrillas	Hombres	4	Servicios	171
44238	Utrillas	Mujeres	1	Agricultura, ganadería y pesca	4
44238	Utrillas	Mujeres	2	Industria y energía	102
44238	Utrillas	Mujeres	3	Construcción	11
44238	Utrillas	Mujeres	4	Servicios	226
44239	Valacloche	Hombres	4	Servicios	1
44240	Valbona	Hombres	1	Agricultura, ganadería y pesca	9
44240	Valbona	Hombres	2	Industria y energía	9
44240	Valbona	Hombres	3	Construcción	25
44240	Valbona	Hombres	4	Servicios	14
44240	Valbona	Mujeres	1	Agricultura, ganadería y pesca	4
44240	Valbona	Mujeres	2	Industria y energía	5
44240	Valbona	Mujeres	4	Servicios	15
44241	Valdealgorfa	Hombres	1	Agricultura, ganadería y pesca	57
44241	Valdealgorfa	Hombres	2	Industria y energía	42
44241	Valdealgorfa	Hombres	3	Construcción	33
44241	Valdealgorfa	Hombres	4	Servicios	41
44241	Valdealgorfa	Mujeres	1	Agricultura, ganadería y pesca	24
44241	Valdealgorfa	Mujeres	2	Industria y energía	22
44241	Valdealgorfa	Mujeres	3	Construcción	1
44241	Valdealgorfa	Mujeres	4	Servicios	43
44243	Valdecuenca	Hombres	1	Agricultura, ganadería y pesca	3
44244	Valdelinares	Hombres	1	Agricultura, ganadería y pesca	13
44244	Valdelinares	Hombres	2	Industria y energía	4
44244	Valdelinares	Hombres	3	Construcción	5
44244	Valdelinares	Hombres	4	Servicios	11
44244	Valdelinares	Mujeres	1	Agricultura, ganadería y pesca	3
44244	Valdelinares	Mujeres	2	Industria y energía	2
44244	Valdelinares	Mujeres	3	Construcción	1
44244	Valdelinares	Mujeres	4	Servicios	13
44245	Valdeltormo	Hombres	1	Agricultura, ganadería y pesca	35
44245	Valdeltormo	Hombres	2	Industria y energía	12
44245	Valdeltormo	Hombres	3	Construcción	13
44245	Valdeltormo	Hombres	4	Servicios	23
44245	Valdeltormo	Mujeres	1	Agricultura, ganadería y pesca	19
44245	Valdeltormo	Mujeres	2	Industria y energía	2
44245	Valdeltormo	Mujeres	3	Construcción	1
44245	Valdeltormo	Mujeres	4	Servicios	18
44246	Valderrobres	Hombres	1	Agricultura, ganadería y pesca	145
44246	Valderrobres	Hombres	2	Industria y energía	123
44246	Valderrobres	Hombres	3	Construcción	98
44246	Valderrobres	Hombres	4	Servicios	168
44246	Valderrobres	Mujeres	1	Agricultura, ganadería y pesca	32
44246	Valderrobres	Mujeres	2	Industria y energía	54
44246	Valderrobres	Mujeres	3	Construcción	4
44246	Valderrobres	Mujeres	4	Servicios	160
44247	Valjunquera	Hombres	1	Agricultura, ganadería y pesca	49
44247	Valjunquera	Hombres	2	Industria y energía	10
44247	Valjunquera	Hombres	3	Construcción	17
44247	Valjunquera	Hombres	4	Servicios	13
44247	Valjunquera	Mujeres	1	Agricultura, ganadería y pesca	18
44247	Valjunquera	Mujeres	2	Industria y energía	9
44247	Valjunquera	Mujeres	3	Construcción	1
44247	Valjunquera	Mujeres	4	Servicios	29
