Municipio código	Municipio nombre	Sexo	Sector actividad, código	Sector actividad, descripción	Personas residentes viviendas familiares
22239	Tramaced	Hombres	2	Industria y energía	3
22239	Tramaced	Hombres	3	Construcción	2
22239	Tramaced	Hombres	4	Servicios	4
22239	Tramaced	Mujeres	2	Industria y energía	3
22239	Tramaced	Mujeres	4	Servicios	9
22242	Valfarta	Hombres	1	Agricultura, ganadería y pesca	22
22242	Valfarta	Hombres	2	Industria y energía	1
22242	Valfarta	Hombres	4	Servicios	3
22243	Valle de Bardají	Hombres	1	Agricultura, ganadería y pesca	5
22243	Valle de Bardají	Hombres	3	Construcción	4
22243	Valle de Bardají	Mujeres	1	Agricultura, ganadería y pesca	1
22243	Valle de Bardají	Mujeres	4	Servicios	2
22244	Valle de Lierp	Hombres	1	Agricultura, ganadería y pesca	6
22244	Valle de Lierp	Hombres	2	Industria y energía	2
22244	Valle de Lierp	Hombres	4	Servicios	3
22244	Valle de Lierp	Mujeres	4	Servicios	3
22245	Velilla de Cinca	Hombres	1	Agricultura, ganadería y pesca	57
22245	Velilla de Cinca	Hombres	2	Industria y energía	16
22245	Velilla de Cinca	Hombres	3	Construcción	22
22245	Velilla de Cinca	Hombres	4	Servicios	24
22245	Velilla de Cinca	Mujeres	1	Agricultura, ganadería y pesca	2
22245	Velilla de Cinca	Mujeres	2	Industria y energía	11
22245	Velilla de Cinca	Mujeres	4	Servicios	32
22246	Veracruz	Hombres	1	Agricultura, ganadería y pesca	7
22246	Veracruz	Hombres	2	Industria y energía	5
22246	Veracruz	Hombres	3	Construcción	5
22246	Veracruz	Hombres	4	Servicios	5
22246	Veracruz	Mujeres	1	Agricultura, ganadería y pesca	1
22246	Veracruz	Mujeres	2	Industria y energía	2
22246	Veracruz	Mujeres	4	Servicios	7
22247	Viacamp y Litera	Hombres	1	Agricultura, ganadería y pesca	5
22247	Viacamp y Litera	Hombres	2	Industria y energía	3
22247	Viacamp y Litera	Hombres	3	Construcción	5
22247	Viacamp y Litera	Hombres	4	Servicios	1
22247	Viacamp y Litera	Mujeres	1	Agricultura, ganadería y pesca	1
22247	Viacamp y Litera	Mujeres	2	Industria y energía	1
22247	Viacamp y Litera	Mujeres	4	Servicios	3
22248	Vicién	Hombres	1	Agricultura, ganadería y pesca	6
22248	Vicién	Hombres	2	Industria y energía	4
22248	Vicién	Hombres	3	Construcción	5
22248	Vicién	Hombres	4	Servicios	24
22248	Vicién	Mujeres	1	Agricultura, ganadería y pesca	1
22248	Vicién	Mujeres	2	Industria y energía	1
22248	Vicién	Mujeres	3	Construcción	1
22248	Vicién	Mujeres	4	Servicios	12
22249	Villanova	Hombres	1	Agricultura, ganadería y pesca	4
22249	Villanova	Hombres	2	Industria y energía	8
22249	Villanova	Hombres	3	Construcción	3
22249	Villanova	Hombres	4	Servicios	29
22249	Villanova	Mujeres	2	Industria y energía	1
22249	Villanova	Mujeres	4	Servicios	22
22250	Villanúa	Hombres	1	Agricultura, ganadería y pesca	5
22250	Villanúa	Hombres	2	Industria y energía	13
22250	Villanúa	Hombres	3	Construcción	21
22250	Villanúa	Hombres	4	Servicios	58
22250	Villanúa	Mujeres	1	Agricultura, ganadería y pesca	2
22250	Villanúa	Mujeres	2	Industria y energía	5
22250	Villanúa	Mujeres	3	Construcción	1
22250	Villanúa	Mujeres	4	Servicios	52
22251	Villanueva de Sigena	Hombres	1	Agricultura, ganadería y pesca	58
22251	Villanueva de Sigena	Hombres	2	Industria y energía	17
22251	Villanueva de Sigena	Hombres	3	Construcción	30
22251	Villanueva de Sigena	Hombres	4	Servicios	25
22251	Villanueva de Sigena	Mujeres	1	Agricultura, ganadería y pesca	7
22251	Villanueva de Sigena	Mujeres	2	Industria y energía	2
22251	Villanueva de Sigena	Mujeres	4	Servicios	26
22252	Yebra de Basa	Hombres	1	Agricultura, ganadería y pesca	7
22252	Yebra de Basa	Hombres	2	Industria y energía	7
22252	Yebra de Basa	Hombres	3	Construcción	17
22252	Yebra de Basa	Hombres	4	Servicios	16
22252	Yebra de Basa	Mujeres	2	Industria y energía	3
22252	Yebra de Basa	Mujeres	4	Servicios	21
22253	Yésero	Hombres	1	Agricultura, ganadería y pesca	2
22253	Yésero	Hombres	2	Industria y energía	7
22253	Yésero	Hombres	3	Construcción	7
22253	Yésero	Hombres	4	Servicios	11
22253	Yésero	Mujeres	1	Agricultura, ganadería y pesca	1
22253	Yésero	Mujeres	2	Industria y energía	3
22253	Yésero	Mujeres	4	Servicios	7
22254	Zaidín	Hombres	1	Agricultura, ganadería y pesca	281
22254	Zaidín	Hombres	2	Industria y energía	27
22254	Zaidín	Hombres	3	Construcción	68
22254	Zaidín	Hombres	4	Servicios	96
22254	Zaidín	Mujeres	1	Agricultura, ganadería y pesca	7
22254	Zaidín	Mujeres	2	Industria y energía	42
22254	Zaidín	Mujeres	3	Construcción	2
22254	Zaidín	Mujeres	4	Servicios	102
22901	Valle de Hecho	Hombres	1	Agricultura, ganadería y pesca	58
22901	Valle de Hecho	Hombres	2	Industria y energía	30
22901	Valle de Hecho	Hombres	3	Construcción	69
22901	Valle de Hecho	Hombres	4	Servicios	108
22901	Valle de Hecho	Mujeres	1	Agricultura, ganadería y pesca	6
22901	Valle de Hecho	Mujeres	2	Industria y energía	10
22901	Valle de Hecho	Mujeres	3	Construcción	3
22901	Valle de Hecho	Mujeres	4	Servicios	88
22902	Puente la Reina de Jaca	Hombres	1	Agricultura, ganadería y pesca	27
22902	Puente la Reina de Jaca	Hombres	2	Industria y energía	4
22902	Puente la Reina de Jaca	Hombres	3	Construcción	14
22902	Puente la Reina de Jaca	Hombres	4	Servicios	20
22902	Puente la Reina de Jaca	Mujeres	1	Agricultura, ganadería y pesca	1
22902	Puente la Reina de Jaca	Mujeres	2	Industria y energía	4
22902	Puente la Reina de Jaca	Mujeres	4	Servicios	26
22903	San Miguel del Cinca	Hombres	1	Agricultura, ganadería y pesca	97
22903	San Miguel del Cinca	Hombres	2	Industria y energía	44
22903	San Miguel del Cinca	Hombres	3	Construcción	40
22903	San Miguel del Cinca	Hombres	4	Servicios	39
22903	San Miguel del Cinca	Mujeres	1	Agricultura, ganadería y pesca	12
22903	San Miguel del Cinca	Mujeres	2	Industria y energía	14
22903	San Miguel del Cinca	Mujeres	3	Construcción	4
22903	San Miguel del Cinca	Mujeres	4	Servicios	66
22904	Sotonera (La)	Hombres	1	Agricultura, ganadería y pesca	88
22904	Sotonera (La)	Hombres	2	Industria y energía	24
22904	Sotonera (La)	Hombres	3	Construcción	56
22904	Sotonera (La)	Hombres	4	Servicios	101
22904	Sotonera (La)	Mujeres	1	Agricultura, ganadería y pesca	7
22904	Sotonera (La)	Mujeres	2	Industria y energía	16
22904	Sotonera (La)	Mujeres	3	Construcción	4
22904	Sotonera (La)	Mujeres	4	Servicios	106
22905	Lupiñén-Ortilla	Hombres	1	Agricultura, ganadería y pesca	49
22905	Lupiñén-Ortilla	Hombres	2	Industria y energía	16
22905	Lupiñén-Ortilla	Hombres	3	Construcción	6
22905	Lupiñén-Ortilla	Hombres	4	Servicios	34
22905	Lupiñén-Ortilla	Mujeres	1	Agricultura, ganadería y pesca	3
22905	Lupiñén-Ortilla	Mujeres	2	Industria y energía	1
22905	Lupiñén-Ortilla	Mujeres	4	Servicios	30
22906	Santa María de Dulcis	Hombres	1	Agricultura, ganadería y pesca	14
22906	Santa María de Dulcis	Hombres	2	Industria y energía	8
22906	Santa María de Dulcis	Hombres	3	Construcción	16
22906	Santa María de Dulcis	Hombres	4	Servicios	8
22906	Santa María de Dulcis	Mujeres	1	Agricultura, ganadería y pesca	5
22906	Santa María de Dulcis	Mujeres	2	Industria y energía	3
22906	Santa María de Dulcis	Mujeres	3	Construcción	3
22906	Santa María de Dulcis	Mujeres	4	Servicios	16
22907	Aínsa-Sobrarbe	Hombres	1	Agricultura, ganadería y pesca	76
22907	Aínsa-Sobrarbe	Hombres	2	Industria y energía	49
22907	Aínsa-Sobrarbe	Hombres	3	Construcción	85
22907	Aínsa-Sobrarbe	Hombres	4	Servicios	219
22907	Aínsa-Sobrarbe	Mujeres	1	Agricultura, ganadería y pesca	11
22907	Aínsa-Sobrarbe	Mujeres	2	Industria y energía	8
22907	Aínsa-Sobrarbe	Mujeres	3	Construcción	4
22907	Aínsa-Sobrarbe	Mujeres	4	Servicios	210
22908	Hoz y Costeán	Hombres	1	Agricultura, ganadería y pesca	28
22908	Hoz y Costeán	Hombres	2	Industria y energía	10
22908	Hoz y Costeán	Hombres	3	Construcción	4
22908	Hoz y Costeán	Hombres	4	Servicios	21
22908	Hoz y Costeán	Mujeres	1	Agricultura, ganadería y pesca	4
22908	Hoz y Costeán	Mujeres	2	Industria y energía	1
22908	Hoz y Costeán	Mujeres	4	Servicios	15
22909	Vencillón	Hombres	1	Agricultura, ganadería y pesca	80
22909	Vencillón	Hombres	2	Industria y energía	9
22909	Vencillón	Hombres	3	Construcción	34
22909	Vencillón	Hombres	4	Servicios	28
22909	Vencillón	Mujeres	1	Agricultura, ganadería y pesca	11
22909	Vencillón	Mujeres	2	Industria y energía	12
22909	Vencillón	Mujeres	3	Construcción	2
22909	Vencillón	Mujeres	4	Servicios	27
44001	Ababuj	Hombres	1	Agricultura, ganadería y pesca	17
44001	Ababuj	Hombres	2	Industria y energía	2
44001	Ababuj	Hombres	3	Construcción	4
44001	Ababuj	Hombres	4	Servicios	7
44001	Ababuj	Mujeres	1	Agricultura, ganadería y pesca	7
44001	Ababuj	Mujeres	2	Industria y energía	1
44001	Ababuj	Mujeres	4	Servicios	7
44002	Abejuela	Hombres	1	Agricultura, ganadería y pesca	4
44002	Abejuela	Hombres	2	Industria y energía	6
44002	Abejuela	Hombres	3	Construcción	1
44002	Abejuela	Hombres	4	Servicios	4
44002	Abejuela	Mujeres	1	Agricultura, ganadería y pesca	1
44002	Abejuela	Mujeres	4	Servicios	1
44003	Aguatón	Hombres	1	Agricultura, ganadería y pesca	4
44003	Aguatón	Hombres	4	Servicios	1
44003	Aguatón	Mujeres	1	Agricultura, ganadería y pesca	3
44003	Aguatón	Mujeres	2	Industria y energía	1
44003	Aguatón	Mujeres	4	Servicios	4
44004	Aguaviva	Hombres	1	Agricultura, ganadería y pesca	37
44004	Aguaviva	Hombres	2	Industria y energía	26
44004	Aguaviva	Hombres	3	Construcción	33
44004	Aguaviva	Hombres	4	Servicios	38
44004	Aguaviva	Mujeres	1	Agricultura, ganadería y pesca	13
44004	Aguaviva	Mujeres	2	Industria y energía	18
44004	Aguaviva	Mujeres	3	Construcción	2
44004	Aguaviva	Mujeres	4	Servicios	39
44005	Aguilar del Alfambra	Hombres	1	Agricultura, ganadería y pesca	9
44005	Aguilar del Alfambra	Hombres	4	Servicios	5
44005	Aguilar del Alfambra	Mujeres	1	Agricultura, ganadería y pesca	6
44005	Aguilar del Alfambra	Mujeres	2	Industria y energía	2
44005	Aguilar del Alfambra	Mujeres	4	Servicios	7
44006	Alacón	Hombres	1	Agricultura, ganadería y pesca	36
44006	Alacón	Hombres	2	Industria y energía	17
44006	Alacón	Hombres	3	Construcción	14
44006	Alacón	Hombres	4	Servicios	18
44006	Alacón	Mujeres	2	Industria y energía	2
44006	Alacón	Mujeres	4	Servicios	18
44007	Alba	Hombres	1	Agricultura, ganadería y pesca	30
44007	Alba	Hombres	2	Industria y energía	11
44007	Alba	Hombres	3	Construcción	5
44007	Alba	Hombres	4	Servicios	10
44007	Alba	Mujeres	1	Agricultura, ganadería y pesca	8
44007	Alba	Mujeres	2	Industria y energía	3
44007	Alba	Mujeres	4	Servicios	14
44008	Albalate del Arzobispo	Hombres	1	Agricultura, ganadería y pesca	60
44008	Albalate del Arzobispo	Hombres	2	Industria y energía	140
44008	Albalate del Arzobispo	Hombres	3	Construcción	107
44008	Albalate del Arzobispo	Hombres	4	Servicios	134
44008	Albalate del Arzobispo	Mujeres	1	Agricultura, ganadería y pesca	10
44008	Albalate del Arzobispo	Mujeres	2	Industria y energía	72
44008	Albalate del Arzobispo	Mujeres	3	Construcción	6
44008	Albalate del Arzobispo	Mujeres	4	Servicios	131
44009	Albarracín	Hombres	1	Agricultura, ganadería y pesca	19
44009	Albarracín	Hombres	2	Industria y energía	65
44009	Albarracín	Hombres	3	Construcción	29
44009	Albarracín	Hombres	4	Servicios	139
44009	Albarracín	Mujeres	1	Agricultura, ganadería y pesca	4
44009	Albarracín	Mujeres	2	Industria y energía	8
44009	Albarracín	Mujeres	3	Construcción	3
44009	Albarracín	Mujeres	4	Servicios	154
44010	Albentosa	Hombres	1	Agricultura, ganadería y pesca	5
44010	Albentosa	Hombres	2	Industria y energía	20
44010	Albentosa	Hombres	3	Construcción	22
44010	Albentosa	Hombres	4	Servicios	23
44010	Albentosa	Mujeres	1	Agricultura, ganadería y pesca	1
44010	Albentosa	Mujeres	2	Industria y energía	6
44010	Albentosa	Mujeres	4	Servicios	24
44011	Alcaine	Hombres	1	Agricultura, ganadería y pesca	3
44011	Alcaine	Hombres	2	Industria y energía	7
44011	Alcaine	Hombres	3	Construcción	6
44011	Alcaine	Hombres	4	Servicios	12
44011	Alcaine	Mujeres	4	Servicios	8
44012	Alcalá de la Selva	Hombres	1	Agricultura, ganadería y pesca	15
44012	Alcalá de la Selva	Hombres	2	Industria y energía	16
44012	Alcalá de la Selva	Hombres	3	Construcción	46
44012	Alcalá de la Selva	Hombres	4	Servicios	69
44012	Alcalá de la Selva	Mujeres	1	Agricultura, ganadería y pesca	3
44012	Alcalá de la Selva	Mujeres	2	Industria y energía	16
44012	Alcalá de la Selva	Mujeres	3	Construcción	1
44012	Alcalá de la Selva	Mujeres	4	Servicios	60
44013	Alcañiz	Hombres	1	Agricultura, ganadería y pesca	336
44013	Alcañiz	Hombres	2	Industria y energía	731
44013	Alcañiz	Hombres	3	Construcción	746
44013	Alcañiz	Hombres	4	Servicios	1766
44013	Alcañiz	Mujeres	1	Agricultura, ganadería y pesca	80
44013	Alcañiz	Mujeres	2	Industria y energía	325
44013	Alcañiz	Mujeres	3	Construcción	47
44013	Alcañiz	Mujeres	4	Servicios	1736
44014	Alcorisa	Hombres	1	Agricultura, ganadería y pesca	58
44014	Alcorisa	Hombres	2	Industria y energía	228
44014	Alcorisa	Hombres	3	Construcción	171
44014	Alcorisa	Hombres	4	Servicios	319
44014	Alcorisa	Mujeres	1	Agricultura, ganadería y pesca	15
44014	Alcorisa	Mujeres	2	Industria y energía	65
44014	Alcorisa	Mujeres	3	Construcción	10
44014	Alcorisa	Mujeres	4	Servicios	286
44016	Alfambra	Hombres	1	Agricultura, ganadería y pesca	34
44016	Alfambra	Hombres	2	Industria y energía	22
44016	Alfambra	Hombres	3	Construcción	30
44016	Alfambra	Hombres	4	Servicios	48
44016	Alfambra	Mujeres	1	Agricultura, ganadería y pesca	6
44016	Alfambra	Mujeres	2	Industria y energía	13
44016	Alfambra	Mujeres	3	Construcción	2
44016	Alfambra	Mujeres	4	Servicios	50
44017	Aliaga	Hombres	1	Agricultura, ganadería y pesca	31
44017	Aliaga	Hombres	2	Industria y energía	9
44017	Aliaga	Hombres	3	Construcción	18
44017	Aliaga	Hombres	4	Servicios	27
44017	Aliaga	Mujeres	1	Agricultura, ganadería y pesca	7
44017	Aliaga	Mujeres	2	Industria y energía	1
44017	Aliaga	Mujeres	3	Construcción	1
44017	Aliaga	Mujeres	4	Servicios	32
44018	Almohaja	Hombres	1	Agricultura, ganadería y pesca	7
44018	Almohaja	Hombres	4	Servicios	3
44018	Almohaja	Mujeres	1	Agricultura, ganadería y pesca	1
44019	Alobras	Hombres	1	Agricultura, ganadería y pesca	9
44019	Alobras	Hombres	2	Industria y energía	1
44019	Alobras	Hombres	3	Construcción	7
44019	Alobras	Hombres	4	Servicios	3
44019	Alobras	Mujeres	2	Industria y energía	1
44019	Alobras	Mujeres	3	Construcción	2
44019	Alobras	Mujeres	4	Servicios	2
44020	Alpeñés	Hombres	1	Agricultura, ganadería y pesca	5
44020	Alpeñés	Hombres	2	Industria y energía	3
44020	Alpeñés	Mujeres	1	Agricultura, ganadería y pesca	1
44021	Allepuz	Hombres	1	Agricultura, ganadería y pesca	25
44021	Allepuz	Hombres	3	Construcción	8
44021	Allepuz	Hombres	4	Servicios	2
44021	Allepuz	Mujeres	4	Servicios	6
44022	Alloza	Hombres	1	Agricultura, ganadería y pesca	27
44022	Alloza	Hombres	2	Industria y energía	17
44022	Alloza	Hombres	3	Construcción	42
44022	Alloza	Hombres	4	Servicios	31
44022	Alloza	Mujeres	1	Agricultura, ganadería y pesca	3
44022	Alloza	Mujeres	2	Industria y energía	7
44022	Alloza	Mujeres	3	Construcción	3
44022	Alloza	Mujeres	4	Servicios	31
44023	Allueva	Hombres	2	Industria y energía	1
44023	Allueva	Hombres	4	Servicios	1
44024	Anadón	Hombres	1	Agricultura, ganadería y pesca	3
44024	Anadón	Hombres	2	Industria y energía	2
44024	Anadón	Hombres	4	Servicios	2
44025	Andorra	Hombres	1	Agricultura, ganadería y pesca	88
44025	Andorra	Hombres	2	Industria y energía	624
44025	Andorra	Hombres	3	Construcción	298
44025	Andorra	Hombres	4	Servicios	685
44025	Andorra	Mujeres	1	Agricultura, ganadería y pesca	21
44025	Andorra	Mujeres	2	Industria y energía	99
44025	Andorra	Mujeres	3	Construcción	15
44025	Andorra	Mujeres	4	Servicios	669
44026	Arcos de las Salinas	Hombres	1	Agricultura, ganadería y pesca	12
44026	Arcos de las Salinas	Hombres	2	Industria y energía	1
44026	Arcos de las Salinas	Hombres	3	Construcción	5
44026	Arcos de las Salinas	Hombres	4	Servicios	9
44026	Arcos de las Salinas	Mujeres	1	Agricultura, ganadería y pesca	2
44026	Arcos de las Salinas	Mujeres	4	Servicios	11
44027	Arens de Lledó	Hombres	1	Agricultura, ganadería y pesca	29
44027	Arens de Lledó	Hombres	2	Industria y energía	8
44027	Arens de Lledó	Hombres	3	Construcción	11
44027	Arens de Lledó	Hombres	4	Servicios	9
44027	Arens de Lledó	Mujeres	1	Agricultura, ganadería y pesca	5
44027	Arens de Lledó	Mujeres	2	Industria y energía	9
44027	Arens de Lledó	Mujeres	3	Construcción	1
44027	Arens de Lledó	Mujeres	4	Servicios	8
44028	Argente	Hombres	1	Agricultura, ganadería y pesca	37
44028	Argente	Hombres	2	Industria y energía	6
44028	Argente	Hombres	3	Construcción	6
44028	Argente	Hombres	4	Servicios	6
44028	Argente	Mujeres	1	Agricultura, ganadería y pesca	1
44028	Argente	Mujeres	2	Industria y energía	1
44028	Argente	Mujeres	4	Servicios	18
44029	Ariño	Hombres	1	Agricultura, ganadería y pesca	1
44029	Ariño	Hombres	2	Industria y energía	122
44029	Ariño	Hombres	3	Construcción	17
44029	Ariño	Hombres	4	Servicios	25
44029	Ariño	Mujeres	1	Agricultura, ganadería y pesca	1
44029	Ariño	Mujeres	2	Industria y energía	11
44029	Ariño	Mujeres	4	Servicios	46
44031	Azaila	Hombres	1	Agricultura, ganadería y pesca	13
44031	Azaila	Hombres	2	Industria y energía	9
44031	Azaila	Hombres	3	Construcción	7
44031	Azaila	Hombres	4	Servicios	14
44031	Azaila	Mujeres	1	Agricultura, ganadería y pesca	3
44031	Azaila	Mujeres	2	Industria y energía	1
44031	Azaila	Mujeres	4	Servicios	7
44032	Bádenas	Hombres	1	Agricultura, ganadería y pesca	4
44032	Bádenas	Hombres	4	Servicios	3
44032	Bádenas	Mujeres	4	Servicios	2
44033	Báguena	Hombres	1	Agricultura, ganadería y pesca	29
44033	Báguena	Hombres	2	Industria y energía	24
44033	Báguena	Hombres	3	Construcción	25
44033	Báguena	Hombres	4	Servicios	25
44033	Báguena	Mujeres	1	Agricultura, ganadería y pesca	4
44033	Báguena	Mujeres	2	Industria y energía	3
44033	Báguena	Mujeres	4	Servicios	19
44034	Bañón	Hombres	1	Agricultura, ganadería y pesca	32
44034	Bañón	Hombres	2	Industria y energía	1
44034	Bañón	Hombres	4	Servicios	14
44034	Bañón	Mujeres	1	Agricultura, ganadería y pesca	1
44034	Bañón	Mujeres	2	Industria y energía	1
44034	Bañón	Mujeres	4	Servicios	13
44035	Barrachina	Hombres	1	Agricultura, ganadería y pesca	18
44035	Barrachina	Hombres	2	Industria y energía	7
44035	Barrachina	Hombres	3	Construcción	3
44035	Barrachina	Hombres	4	Servicios	7
44035	Barrachina	Mujeres	1	Agricultura, ganadería y pesca	2
44035	Barrachina	Mujeres	4	Servicios	8
44036	Bea	Hombres	1	Agricultura, ganadería y pesca	6
44036	Bea	Hombres	2	Industria y energía	2
44036	Bea	Hombres	3	Construcción	1
44036	Bea	Hombres	4	Servicios	2
44036	Bea	Mujeres	1	Agricultura, ganadería y pesca	1
44036	Bea	Mujeres	2	Industria y energía	1
44037	Beceite	Hombres	1	Agricultura, ganadería y pesca	40
44037	Beceite	Hombres	2	Industria y energía	19
44037	Beceite	Hombres	3	Construcción	45
44037	Beceite	Hombres	4	Servicios	43
44037	Beceite	Mujeres	1	Agricultura, ganadería y pesca	7
44037	Beceite	Mujeres	2	Industria y energía	7
44037	Beceite	Mujeres	3	Construcción	2
44037	Beceite	Mujeres	4	Servicios	36
44038	Belmonte de San José	Hombres	1	Agricultura, ganadería y pesca	10
44038	Belmonte de San José	Hombres	2	Industria y energía	1
44038	Belmonte de San José	Hombres	3	Construcción	11
44038	Belmonte de San José	Hombres	4	Servicios	9
44038	Belmonte de San José	Mujeres	1	Agricultura, ganadería y pesca	6
44038	Belmonte de San José	Mujeres	2	Industria y energía	1
44038	Belmonte de San José	Mujeres	4	Servicios	7
44039	Bello	Hombres	1	Agricultura, ganadería y pesca	41
44039	Bello	Hombres	2	Industria y energía	6
44039	Bello	Hombres	3	Construcción	11
44039	Bello	Hombres	4	Servicios	17
44039	Bello	Mujeres	1	Agricultura, ganadería y pesca	5
44039	Bello	Mujeres	2	Industria y energía	1
44039	Bello	Mujeres	3	Construcción	1
44039	Bello	Mujeres	4	Servicios	25
44040	Berge	Hombres	1	Agricultura, ganadería y pesca	13
44040	Berge	Hombres	2	Industria y energía	8
44040	Berge	Hombres	3	Construcción	13
44040	Berge	Hombres	4	Servicios	15
44040	Berge	Mujeres	1	Agricultura, ganadería y pesca	4
44040	Berge	Mujeres	2	Industria y energía	2
44040	Berge	Mujeres	4	Servicios	15
44041	Bezas	Hombres	1	Agricultura, ganadería y pesca	4
44041	Bezas	Hombres	2	Industria y energía	3
44041	Bezas	Hombres	3	Construcción	2
44041	Bezas	Hombres	4	Servicios	11
44041	Bezas	Mujeres	1	Agricultura, ganadería y pesca	1
44041	Bezas	Mujeres	4	Servicios	3
44042	Blancas	Hombres	1	Agricultura, ganadería y pesca	30
44042	Blancas	Hombres	2	Industria y energía	3
44042	Blancas	Hombres	3	Construcción	3
44042	Blancas	Hombres	4	Servicios	11
44042	Blancas	Mujeres	1	Agricultura, ganadería y pesca	1
44042	Blancas	Mujeres	4	Servicios	13
44043	Blesa	Hombres	1	Agricultura, ganadería y pesca	16
44043	Blesa	Hombres	2	Industria y energía	9
44043	Blesa	Hombres	3	Construcción	6
44043	Blesa	Hombres	4	Servicios	14
44043	Blesa	Mujeres	2	Industria y energía	3
44043	Blesa	Mujeres	4	Servicios	6
44044	Bordón	Hombres	1	Agricultura, ganadería y pesca	20
44044	Bordón	Hombres	2	Industria y energía	1
44044	Bordón	Hombres	3	Construcción	10
44044	Bordón	Hombres	4	Servicios	4
44044	Bordón	Mujeres	1	Agricultura, ganadería y pesca	2
44044	Bordón	Mujeres	2	Industria y energía	2
44044	Bordón	Mujeres	4	Servicios	5
44045	Bronchales	Hombres	1	Agricultura, ganadería y pesca	10
44045	Bronchales	Hombres	2	Industria y energía	18
44045	Bronchales	Hombres	3	Construcción	41
44045	Bronchales	Hombres	4	Servicios	53
44045	Bronchales	Mujeres	1	Agricultura, ganadería y pesca	4
44045	Bronchales	Mujeres	2	Industria y energía	1
44045	Bronchales	Mujeres	3	Construcción	1
44045	Bronchales	Mujeres	4	Servicios	51
44046	Bueña	Hombres	1	Agricultura, ganadería y pesca	8
44046	Bueña	Hombres	2	Industria y energía	5
44046	Bueña	Hombres	3	Construcción	3
44046	Bueña	Hombres	4	Servicios	4
44046	Bueña	Mujeres	1	Agricultura, ganadería y pesca	7
44046	Bueña	Mujeres	2	Industria y energía	1
44046	Bueña	Mujeres	4	Servicios	4
44047	Burbáguena	Hombres	1	Agricultura, ganadería y pesca	20
44047	Burbáguena	Hombres	2	Industria y energía	3
44047	Burbáguena	Hombres	3	Construcción	7
44047	Burbáguena	Hombres	4	Servicios	16
44047	Burbáguena	Mujeres	4	Servicios	14
44048	Cabra de Mora	Hombres	1	Agricultura, ganadería y pesca	3
44048	Cabra de Mora	Hombres	2	Industria y energía	6
44048	Cabra de Mora	Hombres	3	Construcción	9
44048	Cabra de Mora	Hombres	4	Servicios	9
44048	Cabra de Mora	Mujeres	1	Agricultura, ganadería y pesca	3
44048	Cabra de Mora	Mujeres	2	Industria y energía	1
44048	Cabra de Mora	Mujeres	4	Servicios	7
44049	Calaceite	Hombres	1	Agricultura, ganadería y pesca	129
44049	Calaceite	Hombres	2	Industria y energía	36
44049	Calaceite	Hombres	3	Construcción	59
44049	Calaceite	Hombres	4	Servicios	79
44049	Calaceite	Mujeres	1	Agricultura, ganadería y pesca	10
44049	Calaceite	Mujeres	2	Industria y energía	25
44049	Calaceite	Mujeres	4	Servicios	71
44050	Calamocha	Hombres	1	Agricultura, ganadería y pesca	150
44050	Calamocha	Hombres	2	Industria y energía	227
44050	Calamocha	Hombres	3	Construcción	152
44050	Calamocha	Hombres	4	Servicios	496
44050	Calamocha	Mujeres	1	Agricultura, ganadería y pesca	30
44050	Calamocha	Mujeres	2	Industria y energía	59
44050	Calamocha	Mujeres	3	Construcción	12
44050	Calamocha	Mujeres	4	Servicios	421
44051	Calanda	Hombres	1	Agricultura, ganadería y pesca	167
44051	Calanda	Hombres	2	Industria y energía	193
44051	Calanda	Hombres	3	Construcción	262
44051	Calanda	Hombres	4	Servicios	272
44051	Calanda	Mujeres	1	Agricultura, ganadería y pesca	25
44051	Calanda	Mujeres	2	Industria y energía	63
44051	Calanda	Mujeres	3	Construcción	13
44051	Calanda	Mujeres	4	Servicios	298
44052	Calomarde	Hombres	1	Agricultura, ganadería y pesca	6
44052	Calomarde	Hombres	2	Industria y energía	3
44052	Calomarde	Hombres	3	Construcción	4
44052	Calomarde	Hombres	4	Servicios	5
44052	Calomarde	Mujeres	1	Agricultura, ganadería y pesca	2
44052	Calomarde	Mujeres	4	Servicios	3
44053	Camañas	Hombres	1	Agricultura, ganadería y pesca	28
44053	Camañas	Hombres	2	Industria y energía	2
44053	Camañas	Hombres	3	Construcción	3
44053	Camañas	Hombres	4	Servicios	9
44053	Camañas	Mujeres	4	Servicios	3
44054	Camarena de la Sierra	Hombres	1	Agricultura, ganadería y pesca	3
44054	Camarena de la Sierra	Hombres	2	Industria y energía	11
44054	Camarena de la Sierra	Hombres	3	Construcción	15
44054	Camarena de la Sierra	Hombres	4	Servicios	18
44054	Camarena de la Sierra	Mujeres	1	Agricultura, ganadería y pesca	1
44054	Camarena de la Sierra	Mujeres	3	Construcción	1
44054	Camarena de la Sierra	Mujeres	4	Servicios	21
44055	Camarillas	Hombres	1	Agricultura, ganadería y pesca	14
44055	Camarillas	Hombres	2	Industria y energía	3
44055	Camarillas	Hombres	3	Construcción	4
44055	Camarillas	Hombres	4	Servicios	8
44055	Camarillas	Mujeres	1	Agricultura, ganadería y pesca	5
44055	Camarillas	Mujeres	2	Industria y energía	1
44055	Camarillas	Mujeres	4	Servicios	7
44056	Caminreal	Hombres	1	Agricultura, ganadería y pesca	56
44056	Caminreal	Hombres	2	Industria y energía	41
44056	Caminreal	Hombres	3	Construcción	31
44056	Caminreal	Hombres	4	Servicios	52
