Año	Municipio código	Municipio nombre	División (2 dígitos) código	División (2 dígitos) descripción	Número de actividades
2011	22158	Monzón	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	7
2011	22158	Monzón	80	Actividades de seguridad e investigación	2
2011	22158	Monzón	81	Servicios a edificios y actividades de jardinería	21
2011	22158	Monzón	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	45
2011	22158	Monzón	85	Educación	56
2011	22158	Monzón	86	Actividades sanitarias	40
2011	22158	Monzón	87	Asistencia en establecimientos residenciales	2
2011	22158	Monzón	88	Actividades de servicios sociales sin alojamiento	5
2011	22158	Monzón	90	Actividades de creación, artísticas y espectáculos	23
2011	22158	Monzón	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	6
2011	22158	Monzón	92	Actividades de juegos de azar y apuestas	15
2011	22158	Monzón	93	Actividades deportivas, recreativas y de entretenimiento	23
2011	22158	Monzón	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	19
2011	22158	Monzón	96	Otros servicios personales	75
2011	44013	Alcañiz	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	81
2011	44013	Alcañiz	02	Silvicultura y explotación forestal	1
2011	44013	Alcañiz	05	Extracción de antracita, hulla y lignito	2
2011	44013	Alcañiz	08	Otras industrias extractivas	6
2011	44013	Alcañiz	10	Industria de la alimentación	15
2011	44013	Alcañiz	13	Industria textil	7
2011	44013	Alcañiz	14	Confección de prendas de vestir	9
2011	44013	Alcañiz	15	Industria del cuero y del calzado	2
2011	44013	Alcañiz	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	13
2011	44013	Alcañiz	17	Industria del papel	1
2011	44013	Alcañiz	18	Artes gráficas y reproducción de soportes grabados	12
2011	44013	Alcañiz	20	Industria química	3
2011	44013	Alcañiz	22	Fabricación de productos de caucho y plásticos	2
2011	44013	Alcañiz	23	Fabricación de otros productos minerales no metálicos	13
2011	44013	Alcañiz	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2
2011	44013	Alcañiz	25	Fabricación de productos metálicos, excepto maquinaria y equipo	24
2011	44013	Alcañiz	27	Fabricación de material y equipo eléctrico	1
2011	44013	Alcañiz	28	Fabricación de maquinaria y equipo n.c.o.p.	5
2011	44013	Alcañiz	29	Fabricación de vehículos de motor, remolques y semirremolques	5
2011	44013	Alcañiz	30	Fabricación de otro material de transporte	3
2011	44013	Alcañiz	31	Fabricación de muebles	9
2011	44013	Alcañiz	32	Otras industrias manufactureras	2
2011	44013	Alcañiz	33	Reparación e instalación de maquinaria y equipo	10
2011	44013	Alcañiz	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	18
2011	44013	Alcañiz	37	Recogida y tratamiento de aguas residuales	2
2011	44013	Alcañiz	38	Recogida, tratamiento y eliminación de residuos; valorización	2
2011	44013	Alcañiz	39	Actividades de descontaminación y otros servicios de gestión de residuos	1
2011	44013	Alcañiz	41	Construcción de edificios	191
2011	44013	Alcañiz	42	Ingeniería civil	33
2011	44013	Alcañiz	43	Actividades de construcción especializada	251
2011	44013	Alcañiz	45	Venta y reparación de vehículos de motor y motocicletas	110
2011	44013	Alcañiz	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	130
2011	44013	Alcañiz	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	628
2011	44013	Alcañiz	49	Transporte terrestre y por tubería	90
2011	44013	Alcañiz	52	Almacenamiento y actividades anexas al transporte	18
2011	44013	Alcañiz	53	Actividades postales y de correos	2
2011	44013	Alcañiz	55	Servicios de alojamiento	28
2011	44013	Alcañiz	56	Servicios de comidas y bebidas	180
2011	44013	Alcañiz	58	Edición	6
2011	44013	Alcañiz	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	1
2011	44013	Alcañiz	60	Actividades de programación y emisión de radio y televisión	8
2011	44013	Alcañiz	61	Telecomunicaciones	2
2011	44013	Alcañiz	62	Programación, consultoría y otras actividades relacionadas con la informática	13
2011	44013	Alcañiz	63	Servicios de información	2
2011	44013	Alcañiz	64	Servicios financieros, excepto seguros y fondos de pensiones	16
2011	44013	Alcañiz	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	4
2011	44013	Alcañiz	66	Actividades auxiliares a los servicios financieros y a los seguros	60
2011	44013	Alcañiz	68	Actividades inmobiliarias	324
2011	44013	Alcañiz	69	Actividades jurídicas y de contabilidad	75
2011	44013	Alcañiz	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	82
2011	44013	Alcañiz	72	Investigación y desarrollo	13
2011	44013	Alcañiz	73	Publicidad y estudios de mercado	13
2011	44013	Alcañiz	74	Otras actividades profesionales, científicas y técnicas	29
2011	44013	Alcañiz	75	Actividades veterinarias	12
2011	44013	Alcañiz	77	Actividades de alquiler	39
2011	44013	Alcañiz	78	Actividades relacionadas con el empleo	2
2011	44013	Alcañiz	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	7
2011	44013	Alcañiz	80	Actividades de seguridad e investigación	1
2011	44013	Alcañiz	81	Servicios a edificios y actividades de jardinería	21
2011	44013	Alcañiz	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	56
2011	44013	Alcañiz	85	Educación	56
2011	44013	Alcañiz	86	Actividades sanitarias	45
2011	44013	Alcañiz	87	Asistencia en establecimientos residenciales	1
2011	44013	Alcañiz	88	Actividades de servicios sociales sin alojamiento	5
2011	44013	Alcañiz	90	Actividades de creación, artísticas y espectáculos	22
2011	44013	Alcañiz	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	1
2011	44013	Alcañiz	92	Actividades de juegos de azar y apuestas	18
2011	44013	Alcañiz	93	Actividades deportivas, recreativas y de entretenimiento	17
2011	44013	Alcañiz	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	26
2011	44013	Alcañiz	96	Otros servicios personales	91
2011	44216	Teruel	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	52
2011	44216	Teruel	02	Silvicultura y explotación forestal	11
2011	44216	Teruel	08	Otras industrias extractivas	8
2011	44216	Teruel	10	Industria de la alimentación	41
2011	44216	Teruel	13	Industria textil	4
2011	44216	Teruel	14	Confección de prendas de vestir	1
2011	44216	Teruel	15	Industria del cuero y del calzado	1
2011	44216	Teruel	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	27
2011	44216	Teruel	18	Artes gráficas y reproducción de soportes grabados	24
2011	44216	Teruel	20	Industria química	5
2011	44216	Teruel	22	Fabricación de productos de caucho y plásticos	1
2011	44216	Teruel	23	Fabricación de otros productos minerales no metálicos	30
2011	44216	Teruel	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2
2011	44216	Teruel	25	Fabricación de productos metálicos, excepto maquinaria y equipo	58
2011	44216	Teruel	26	Fabricación de productos informáticos, electrónicos y ópticos	1
2011	44216	Teruel	27	Fabricación de material y equipo eléctrico	5
2011	44216	Teruel	28	Fabricación de maquinaria y equipo n.c.o.p.	11
2011	44216	Teruel	29	Fabricación de vehículos de motor, remolques y semirremolques	2
2011	44216	Teruel	30	Fabricación de otro material de transporte	1
2011	44216	Teruel	31	Fabricación de muebles	23
2011	44216	Teruel	32	Otras industrias manufactureras	5
2011	44216	Teruel	33	Reparación e instalación de maquinaria y equipo	12
2011	44216	Teruel	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	42
2011	44216	Teruel	36	Captación, depuración y distribución de agua	5
2011	44216	Teruel	37	Recogida y tratamiento de aguas residuales	4
2011	44216	Teruel	38	Recogida, tratamiento y eliminación de residuos; valorización	6
2011	44216	Teruel	39	Actividades de descontaminación y otros servicios de gestión de residuos	10
2011	44216	Teruel	41	Construcción de edificios	329
2011	44216	Teruel	42	Ingeniería civil	42
2011	44216	Teruel	43	Actividades de construcción especializada	394
2011	44216	Teruel	45	Venta y reparación de vehículos de motor y motocicletas	184
2011	44216	Teruel	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	182
2011	44216	Teruel	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	1005
2011	44216	Teruel	49	Transporte terrestre y por tubería	309
2011	44216	Teruel	50	Transporte marítimo y por vías navegables interiores	1
2011	44216	Teruel	52	Almacenamiento y actividades anexas al transporte	29
2011	44216	Teruel	53	Actividades postales y de correos	13
2011	44216	Teruel	55	Servicios de alojamiento	45
2011	44216	Teruel	56	Servicios de comidas y bebidas	360
2011	44216	Teruel	58	Edición	19
2011	44216	Teruel	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	12
2011	44216	Teruel	60	Actividades de programación y emisión de radio y televisión	2
2011	44216	Teruel	61	Telecomunicaciones	4
2011	44216	Teruel	62	Programación, consultoría y otras actividades relacionadas con la informática	33
2011	44216	Teruel	63	Servicios de información	6
2011	44216	Teruel	64	Servicios financieros, excepto seguros y fondos de pensiones	39
2011	44216	Teruel	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	14
2011	44216	Teruel	66	Actividades auxiliares a los servicios financieros y a los seguros	84
2011	44216	Teruel	68	Actividades inmobiliarias	262
2011	44216	Teruel	69	Actividades jurídicas y de contabilidad	155
2011	44216	Teruel	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	214
2011	44216	Teruel	72	Investigación y desarrollo	25
2011	44216	Teruel	73	Publicidad y estudios de mercado	37
2011	44216	Teruel	74	Otras actividades profesionales, científicas y técnicas	45
2011	44216	Teruel	75	Actividades veterinarias	19
2011	44216	Teruel	77	Actividades de alquiler	38
2011	44216	Teruel	78	Actividades relacionadas con el empleo	7
2011	44216	Teruel	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	9
2011	44216	Teruel	80	Actividades de seguridad e investigación	8
2011	44216	Teruel	81	Servicios a edificios y actividades de jardinería	36
2011	44216	Teruel	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	99
2011	44216	Teruel	85	Educación	148
2011	44216	Teruel	86	Actividades sanitarias	107
2011	44216	Teruel	87	Asistencia en establecimientos residenciales	9
2011	44216	Teruel	88	Actividades de servicios sociales sin alojamiento	10
2011	44216	Teruel	90	Actividades de creación, artísticas y espectáculos	48
2011	44216	Teruel	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	11
2011	44216	Teruel	92	Actividades de juegos de azar y apuestas	14
2011	44216	Teruel	93	Actividades deportivas, recreativas y de entretenimiento	40
2011	44216	Teruel	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	47
2011	44216	Teruel	96	Otros servicios personales	155
2011	50067	Calatayud	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	30
2011	50067	Calatayud	02	Silvicultura y explotación forestal	1
2011	50067	Calatayud	08	Otras industrias extractivas	4
2011	50067	Calatayud	10	Industria de la alimentación	19
2011	50067	Calatayud	11	Fabricación de bebidas	10
2011	50067	Calatayud	13	Industria textil	8
2011	50067	Calatayud	14	Confección de prendas de vestir	2
2011	50067	Calatayud	15	Industria del cuero y del calzado	2
2011	50067	Calatayud	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	9
2011	50067	Calatayud	17	Industria del papel	4
2011	50067	Calatayud	18	Artes gráficas y reproducción de soportes grabados	9
2011	50067	Calatayud	20	Industria química	2
2011	50067	Calatayud	22	Fabricación de productos de caucho y plásticos	2
2011	50067	Calatayud	23	Fabricación de otros productos minerales no metálicos	8
2011	50067	Calatayud	25	Fabricación de productos metálicos, excepto maquinaria y equipo	29
2011	50067	Calatayud	26	Fabricación de productos informáticos, electrónicos y ópticos	1
2011	50067	Calatayud	27	Fabricación de material y equipo eléctrico	1
2011	50067	Calatayud	28	Fabricación de maquinaria y equipo n.c.o.p.	11
2011	50067	Calatayud	29	Fabricación de vehículos de motor, remolques y semirremolques	5
2011	50067	Calatayud	31	Fabricación de muebles	7
2011	50067	Calatayud	32	Otras industrias manufactureras	3
2011	50067	Calatayud	33	Reparación e instalación de maquinaria y equipo	6
2011	50067	Calatayud	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	23
2011	50067	Calatayud	37	Recogida y tratamiento de aguas residuales	1
2011	50067	Calatayud	38	Recogida, tratamiento y eliminación de residuos; valorización	7
2011	50067	Calatayud	39	Actividades de descontaminación y otros servicios de gestión de residuos	2
2011	50067	Calatayud	41	Construcción de edificios	173
2011	50067	Calatayud	42	Ingeniería civil	23
2011	50067	Calatayud	43	Actividades de construcción especializada	272
2011	50067	Calatayud	45	Venta y reparación de vehículos de motor y motocicletas	113
2011	50067	Calatayud	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	161
2011	50067	Calatayud	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	628
2011	50067	Calatayud	49	Transporte terrestre y por tubería	107
2011	50067	Calatayud	52	Almacenamiento y actividades anexas al transporte	24
2011	50067	Calatayud	53	Actividades postales y de correos	3
2011	50067	Calatayud	55	Servicios de alojamiento	17
2011	50067	Calatayud	56	Servicios de comidas y bebidas	233
2011	50067	Calatayud	58	Edición	6
2011	50067	Calatayud	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	5
2011	50067	Calatayud	60	Actividades de programación y emisión de radio y televisión	7
2011	50067	Calatayud	61	Telecomunicaciones	3
2011	50067	Calatayud	62	Programación, consultoría y otras actividades relacionadas con la informática	10
2011	50067	Calatayud	63	Servicios de información	1
2011	50067	Calatayud	64	Servicios financieros, excepto seguros y fondos de pensiones	22
2011	50067	Calatayud	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	4
2011	50067	Calatayud	66	Actividades auxiliares a los servicios financieros y a los seguros	49
2011	50067	Calatayud	68	Actividades inmobiliarias	286
2011	50067	Calatayud	69	Actividades jurídicas y de contabilidad	75
2011	50067	Calatayud	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	47
2011	50067	Calatayud	72	Investigación y desarrollo	7
2011	50067	Calatayud	73	Publicidad y estudios de mercado	10
2011	50067	Calatayud	74	Otras actividades profesionales, científicas y técnicas	20
2011	50067	Calatayud	75	Actividades veterinarias	4
2011	50067	Calatayud	77	Actividades de alquiler	46
2011	50067	Calatayud	78	Actividades relacionadas con el empleo	3
2011	50067	Calatayud	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	12
2011	50067	Calatayud	80	Actividades de seguridad e investigación	1
2011	50067	Calatayud	81	Servicios a edificios y actividades de jardinería	21
2011	50067	Calatayud	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	38
2011	50067	Calatayud	85	Educación	62
2011	50067	Calatayud	86	Actividades sanitarias	45
2011	50067	Calatayud	87	Asistencia en establecimientos residenciales	9
2011	50067	Calatayud	88	Actividades de servicios sociales sin alojamiento	7
2011	50067	Calatayud	90	Actividades de creación, artísticas y espectáculos	20
2011	50067	Calatayud	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	2
2011	50067	Calatayud	92	Actividades de juegos de azar y apuestas	9
2011	50067	Calatayud	93	Actividades deportivas, recreativas y de entretenimiento	29
2011	50067	Calatayud	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	34
2011	50067	Calatayud	96	Otros servicios personales	95
2011	50089	Cuarte de Huerva	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	4
2011	50089	Cuarte de Huerva	08	Otras industrias extractivas	2
2011	50089	Cuarte de Huerva	10	Industria de la alimentación	21
2011	50089	Cuarte de Huerva	11	Fabricación de bebidas	1
2011	50089	Cuarte de Huerva	13	Industria textil	10
2011	50089	Cuarte de Huerva	14	Confección de prendas de vestir	4
2011	50089	Cuarte de Huerva	15	Industria del cuero y del calzado	2
2011	50089	Cuarte de Huerva	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	13
2011	50089	Cuarte de Huerva	17	Industria del papel	6
2011	50089	Cuarte de Huerva	18	Artes gráficas y reproducción de soportes grabados	29
2011	50089	Cuarte de Huerva	20	Industria química	17
2011	50089	Cuarte de Huerva	22	Fabricación de productos de caucho y plásticos	28
2011	50089	Cuarte de Huerva	23	Fabricación de otros productos minerales no metálicos	14
2011	50089	Cuarte de Huerva	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	5
2011	50089	Cuarte de Huerva	25	Fabricación de productos metálicos, excepto maquinaria y equipo	147
2011	50089	Cuarte de Huerva	26	Fabricación de productos informáticos, electrónicos y ópticos	5
2011	50089	Cuarte de Huerva	27	Fabricación de material y equipo eléctrico	18
2011	50089	Cuarte de Huerva	28	Fabricación de maquinaria y equipo n.c.o.p.	32
2011	50089	Cuarte de Huerva	29	Fabricación de vehículos de motor, remolques y semirremolques	17
2011	50089	Cuarte de Huerva	31	Fabricación de muebles	72
2011	50089	Cuarte de Huerva	32	Otras industrias manufactureras	8
2011	50089	Cuarte de Huerva	33	Reparación e instalación de maquinaria y equipo	19
2011	50089	Cuarte de Huerva	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	7
2011	50089	Cuarte de Huerva	36	Captación, depuración y distribución de agua	2
2011	50089	Cuarte de Huerva	38	Recogida, tratamiento y eliminación de residuos; valorización	3
2011	50089	Cuarte de Huerva	39	Actividades de descontaminación y otros servicios de gestión de residuos	2
2011	50089	Cuarte de Huerva	41	Construcción de edificios	94
2011	50089	Cuarte de Huerva	42	Ingeniería civil	12
2011	50089	Cuarte de Huerva	43	Actividades de construcción especializada	147
2011	50089	Cuarte de Huerva	45	Venta y reparación de vehículos de motor y motocicletas	85
2011	50089	Cuarte de Huerva	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	331
2011	50089	Cuarte de Huerva	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	142
2011	50089	Cuarte de Huerva	49	Transporte terrestre y por tubería	61
2011	50089	Cuarte de Huerva	52	Almacenamiento y actividades anexas al transporte	11
2011	50089	Cuarte de Huerva	53	Actividades postales y de correos	3
2011	50089	Cuarte de Huerva	55	Servicios de alojamiento	2
2011	50089	Cuarte de Huerva	56	Servicios de comidas y bebidas	69
2011	50089	Cuarte de Huerva	58	Edición	7
2011	50089	Cuarte de Huerva	61	Telecomunicaciones	1
2011	50089	Cuarte de Huerva	62	Programación, consultoría y otras actividades relacionadas con la informática	7
2011	50089	Cuarte de Huerva	63	Servicios de información	2
2011	50089	Cuarte de Huerva	64	Servicios financieros, excepto seguros y fondos de pensiones	19
2011	50089	Cuarte de Huerva	66	Actividades auxiliares a los servicios financieros y a los seguros	9
2011	50089	Cuarte de Huerva	68	Actividades inmobiliarias	117
2011	50089	Cuarte de Huerva	69	Actividades jurídicas y de contabilidad	16
2011	50089	Cuarte de Huerva	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	40
2011	50089	Cuarte de Huerva	72	Investigación y desarrollo	2
2011	50089	Cuarte de Huerva	73	Publicidad y estudios de mercado	15
2011	50089	Cuarte de Huerva	74	Otras actividades profesionales, científicas y técnicas	14
2011	50089	Cuarte de Huerva	75	Actividades veterinarias	2
2011	50089	Cuarte de Huerva	77	Actividades de alquiler	25
2011	50089	Cuarte de Huerva	78	Actividades relacionadas con el empleo	2
2011	50089	Cuarte de Huerva	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	2
2011	50089	Cuarte de Huerva	81	Servicios a edificios y actividades de jardinería	10
2011	50089	Cuarte de Huerva	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	39
2011	50089	Cuarte de Huerva	85	Educación	19
2011	50089	Cuarte de Huerva	86	Actividades sanitarias	20
2011	50089	Cuarte de Huerva	87	Asistencia en establecimientos residenciales	1
2011	50089	Cuarte de Huerva	90	Actividades de creación, artísticas y espectáculos	13
2011	50089	Cuarte de Huerva	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	2
2011	50089	Cuarte de Huerva	92	Actividades de juegos de azar y apuestas	3
2011	50089	Cuarte de Huerva	93	Actividades deportivas, recreativas y de entretenimiento	12
2011	50089	Cuarte de Huerva	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	15
2011	50089	Cuarte de Huerva	96	Otros servicios personales	17
2011	50095	Ejea de los Caballeros	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	265
2011	50095	Ejea de los Caballeros	02	Silvicultura y explotación forestal	6
2011	50095	Ejea de los Caballeros	08	Otras industrias extractivas	7
2011	50095	Ejea de los Caballeros	10	Industria de la alimentación	41
2011	50095	Ejea de los Caballeros	11	Fabricación de bebidas	1
2011	50095	Ejea de los Caballeros	13	Industria textil	1
2011	50095	Ejea de los Caballeros	14	Confección de prendas de vestir	2
2011	50095	Ejea de los Caballeros	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	7
2011	50095	Ejea de los Caballeros	17	Industria del papel	1
2011	50095	Ejea de los Caballeros	18	Artes gráficas y reproducción de soportes grabados	10
2011	50095	Ejea de los Caballeros	20	Industria química	2
2011	50095	Ejea de los Caballeros	21	Fabricación de productos farmacéuticos	3
2011	50095	Ejea de los Caballeros	22	Fabricación de productos de caucho y plásticos	4
2011	50095	Ejea de los Caballeros	23	Fabricación de otros productos minerales no metálicos	14
2011	50095	Ejea de los Caballeros	25	Fabricación de productos metálicos, excepto maquinaria y equipo	50
2011	50095	Ejea de los Caballeros	26	Fabricación de productos informáticos, electrónicos y ópticos	2
2011	50095	Ejea de los Caballeros	27	Fabricación de material y equipo eléctrico	12
2011	50095	Ejea de los Caballeros	28	Fabricación de maquinaria y equipo n.c.o.p.	19
2011	50095	Ejea de los Caballeros	29	Fabricación de vehículos de motor, remolques y semirremolques	5
2011	50095	Ejea de los Caballeros	31	Fabricación de muebles	12
2011	50095	Ejea de los Caballeros	32	Otras industrias manufactureras	7
2011	50095	Ejea de los Caballeros	33	Reparación e instalación de maquinaria y equipo	8
2011	50095	Ejea de los Caballeros	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	109
2011	50095	Ejea de los Caballeros	36	Captación, depuración y distribución de agua	1
2011	50095	Ejea de los Caballeros	37	Recogida y tratamiento de aguas residuales	2
2011	50095	Ejea de los Caballeros	38	Recogida, tratamiento y eliminación de residuos; valorización	5
2011	50095	Ejea de los Caballeros	39	Actividades de descontaminación y otros servicios de gestión de residuos	2
2011	50095	Ejea de los Caballeros	41	Construcción de edificios	143
2011	50095	Ejea de los Caballeros	42	Ingeniería civil	31
2011	50095	Ejea de los Caballeros	43	Actividades de construcción especializada	291
2011	50095	Ejea de los Caballeros	45	Venta y reparación de vehículos de motor y motocicletas	93
2011	50095	Ejea de los Caballeros	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	116
2011	50095	Ejea de los Caballeros	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	434
2011	50095	Ejea de los Caballeros	49	Transporte terrestre y por tubería	110
2011	50095	Ejea de los Caballeros	52	Almacenamiento y actividades anexas al transporte	12
2011	50095	Ejea de los Caballeros	53	Actividades postales y de correos	6
2011	50095	Ejea de los Caballeros	55	Servicios de alojamiento	18
2011	50095	Ejea de los Caballeros	56	Servicios de comidas y bebidas	193
2011	50095	Ejea de los Caballeros	58	Edición	1
2011	50095	Ejea de los Caballeros	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	3
2011	50095	Ejea de los Caballeros	60	Actividades de programación y emisión de radio y televisión	1
2011	50095	Ejea de los Caballeros	62	Programación, consultoría y otras actividades relacionadas con la informática	4
2011	50095	Ejea de los Caballeros	63	Servicios de información	1
2011	50095	Ejea de los Caballeros	64	Servicios financieros, excepto seguros y fondos de pensiones	16
2011	50095	Ejea de los Caballeros	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	3
2011	50095	Ejea de los Caballeros	66	Actividades auxiliares a los servicios financieros y a los seguros	41
2011	50095	Ejea de los Caballeros	68	Actividades inmobiliarias	186
2011	50095	Ejea de los Caballeros	69	Actividades jurídicas y de contabilidad	58
2011	50095	Ejea de los Caballeros	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	53
2011	50095	Ejea de los Caballeros	72	Investigación y desarrollo	10
2011	50095	Ejea de los Caballeros	73	Publicidad y estudios de mercado	13
2011	50095	Ejea de los Caballeros	74	Otras actividades profesionales, científicas y técnicas	13
2011	50095	Ejea de los Caballeros	75	Actividades veterinarias	12
2011	50095	Ejea de los Caballeros	77	Actividades de alquiler	41
2011	50095	Ejea de los Caballeros	78	Actividades relacionadas con el empleo	1
2011	50095	Ejea de los Caballeros	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	8
2011	50095	Ejea de los Caballeros	80	Actividades de seguridad e investigación	1
2011	50095	Ejea de los Caballeros	81	Servicios a edificios y actividades de jardinería	15
2011	50095	Ejea de los Caballeros	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	46
2011	50095	Ejea de los Caballeros	85	Educación	36
2011	50095	Ejea de los Caballeros	86	Actividades sanitarias	28
2011	50095	Ejea de los Caballeros	87	Asistencia en establecimientos residenciales	4
2011	50095	Ejea de los Caballeros	88	Actividades de servicios sociales sin alojamiento	4
2011	50095	Ejea de los Caballeros	90	Actividades de creación, artísticas y espectáculos	6
2011	50095	Ejea de los Caballeros	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	2
2011	50095	Ejea de los Caballeros	92	Actividades de juegos de azar y apuestas	16
2011	50095	Ejea de los Caballeros	93	Actividades deportivas, recreativas y de entretenimiento	18
2011	50095	Ejea de los Caballeros	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	10
2011	50095	Ejea de los Caballeros	96	Otros servicios personales	82
2011	50251	Tarazona	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	28
2011	50251	Tarazona	02	Silvicultura y explotación forestal	2
2011	50251	Tarazona	05	Extracción de antracita, hulla y lignito	1
2011	50251	Tarazona	08	Otras industrias extractivas	1
2011	50251	Tarazona	10	Industria de la alimentación	14
2011	50251	Tarazona	13	Industria textil	2
2011	50251	Tarazona	14	Confección de prendas de vestir	7
2011	50251	Tarazona	15	Industria del cuero y del calzado	1
2011	50251	Tarazona	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	5
2011	50251	Tarazona	18	Artes gráficas y reproducción de soportes grabados	5
2011	50251	Tarazona	20	Industria química	3
2011	50251	Tarazona	22	Fabricación de productos de caucho y plásticos	1
2011	50251	Tarazona	23	Fabricación de otros productos minerales no metálicos	1
2011	50251	Tarazona	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	1
2011	50251	Tarazona	25	Fabricación de productos metálicos, excepto maquinaria y equipo	23
2011	50251	Tarazona	26	Fabricación de productos informáticos, electrónicos y ópticos	1
2011	50251	Tarazona	27	Fabricación de material y equipo eléctrico	2
2011	50251	Tarazona	28	Fabricación de maquinaria y equipo n.c.o.p.	4
2011	50251	Tarazona	29	Fabricación de vehículos de motor, remolques y semirremolques	5
2011	50251	Tarazona	30	Fabricación de otro material de transporte	3
2011	50251	Tarazona	31	Fabricación de muebles	8
2011	50251	Tarazona	32	Otras industrias manufactureras	1
2011	50251	Tarazona	33	Reparación e instalación de maquinaria y equipo	8
2011	50251	Tarazona	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	9
2011	50251	Tarazona	37	Recogida y tratamiento de aguas residuales	1
2011	50251	Tarazona	38	Recogida, tratamiento y eliminación de residuos; valorización	2
2011	50251	Tarazona	41	Construcción de edificios	54
2011	50251	Tarazona	42	Ingeniería civil	15
2011	50251	Tarazona	43	Actividades de construcción especializada	136
2011	50251	Tarazona	45	Venta y reparación de vehículos de motor y motocicletas	48
