Año	Inscripción provincia código	Inscripción provincia nombre	Inscripción municipio código	Inscripción municipio nombre	Edad (grandes grupos)	Sexo	Personas
2010	50	Zaragoza	50186	Navardún	65 y más	Hombre	2
2010	50	Zaragoza	50186	Navardún	65 y más	Mujer	3
2010	50	Zaragoza	50187	Nigüella	16-64	Mujer	3
2010	50	Zaragoza	50187	Nigüella	65 y más	Hombre	1
2010	50	Zaragoza	50188	Nombrevilla	16-64	Hombre	1
2010	50	Zaragoza	50189	Nonaspe	16-64	Hombre	2
2010	50	Zaragoza	50189	Nonaspe	65 y más	Hombre	4
2010	50	Zaragoza	50189	Nonaspe	65 y más	Mujer	2
2010	50	Zaragoza	50190	Novallas	16-64	Hombre	6
2010	50	Zaragoza	50190	Novallas	16-64	Mujer	6
2010	50	Zaragoza	50190	Novallas	65 y más	Hombre	5
2010	50	Zaragoza	50190	Novallas	65 y más	Mujer	2
2010	50	Zaragoza	50191	Novillas	16-64	Hombre	2
2010	50	Zaragoza	50191	Novillas	16-64	Mujer	1
2010	50	Zaragoza	50191	Novillas	65 y más	Mujer	3
2010	50	Zaragoza	50192	Nuévalos	16-64	Mujer	2
2010	50	Zaragoza	50192	Nuévalos	65 y más	Hombre	2
2010	50	Zaragoza	50192	Nuévalos	65 y más	Mujer	2
2010	50	Zaragoza	50193	Nuez de Ebro	16-64	Hombre	1
2010	50	Zaragoza	50193	Nuez de Ebro	16-64	Mujer	3
2010	50	Zaragoza	50193	Nuez de Ebro	65 y más	Hombre	2
2010	50	Zaragoza	50193	Nuez de Ebro	65 y más	Mujer	2
2010	50	Zaragoza	50194	Olvés	16-64	Hombre	2
2010	50	Zaragoza	50194	Olvés	16-64	Mujer	1
2010	50	Zaragoza	50196	Orera	0-15	Mujer	1
2010	50	Zaragoza	50196	Orera	16-64	Hombre	3
2010	50	Zaragoza	50196	Orera	16-64	Mujer	3
2010	50	Zaragoza	50196	Orera	65 y más	Mujer	1
2010	50	Zaragoza	50197	Orés	16-64	Hombre	3
2010	50	Zaragoza	50197	Orés	16-64	Mujer	1
2010	50	Zaragoza	50197	Orés	65 y más	Hombre	3
2010	50	Zaragoza	50197	Orés	65 y más	Mujer	1
2010	50	Zaragoza	50199	Osera de Ebro	0-15	Mujer	3
2010	50	Zaragoza	50199	Osera de Ebro	16-64	Hombre	8
2010	50	Zaragoza	50199	Osera de Ebro	16-64	Mujer	1
2010	50	Zaragoza	50199	Osera de Ebro	65 y más	Hombre	3
2010	50	Zaragoza	50199	Osera de Ebro	65 y más	Mujer	2
2010	50	Zaragoza	50200	Paniza	0-15	Hombre	1
2010	50	Zaragoza	50200	Paniza	0-15	Mujer	1
2010	50	Zaragoza	50200	Paniza	16-64	Mujer	3
2010	50	Zaragoza	50200	Paniza	65 y más	Hombre	1
2010	50	Zaragoza	50200	Paniza	65 y más	Mujer	4
2010	50	Zaragoza	50201	Paracuellos de Jiloca	16-64	Hombre	1
2010	50	Zaragoza	50201	Paracuellos de Jiloca	65 y más	Hombre	1
2010	50	Zaragoza	50201	Paracuellos de Jiloca	65 y más	Mujer	2
2010	50	Zaragoza	50202	Paracuellos de la Ribera	16-64	Hombre	4
2010	50	Zaragoza	50202	Paracuellos de la Ribera	16-64	Mujer	1
2010	50	Zaragoza	50202	Paracuellos de la Ribera	65 y más	Mujer	2
2010	50	Zaragoza	50203	Pastriz	0-15	Hombre	1
2010	50	Zaragoza	50203	Pastriz	0-15	Mujer	1
2010	50	Zaragoza	50203	Pastriz	16-64	Hombre	4
2010	50	Zaragoza	50203	Pastriz	16-64	Mujer	3
2010	50	Zaragoza	50203	Pastriz	65 y más	Hombre	2
2010	50	Zaragoza	50203	Pastriz	65 y más	Mujer	2
2010	50	Zaragoza	50204	Pedrola	0-15	Hombre	4
2010	50	Zaragoza	50204	Pedrola	0-15	Mujer	1
2010	50	Zaragoza	50204	Pedrola	16-64	Hombre	11
2010	50	Zaragoza	50204	Pedrola	16-64	Mujer	7
2010	50	Zaragoza	50204	Pedrola	65 y más	Hombre	6
2010	50	Zaragoza	50204	Pedrola	65 y más	Mujer	8
2010	50	Zaragoza	50205	Pedrosas (Las)	16-64	Hombre	2
2010	50	Zaragoza	50205	Pedrosas (Las)	16-64	Mujer	3
2010	50	Zaragoza	50207	Piedratajada	16-64	Hombre	2
2010	50	Zaragoza	50207	Piedratajada	16-64	Mujer	1
2010	50	Zaragoza	50207	Piedratajada	65 y más	Hombre	2
2010	50	Zaragoza	50207	Piedratajada	65 y más	Mujer	2
2010	50	Zaragoza	50208	Pina de Ebro	0-15	Hombre	6
2010	50	Zaragoza	50208	Pina de Ebro	0-15	Mujer	2
2010	50	Zaragoza	50208	Pina de Ebro	16-64	Hombre	27
2010	50	Zaragoza	50208	Pina de Ebro	16-64	Mujer	13
2010	50	Zaragoza	50208	Pina de Ebro	65 y más	Hombre	14
2010	50	Zaragoza	50208	Pina de Ebro	65 y más	Mujer	15
2010	50	Zaragoza	50209	Pinseque	0-15	Hombre	2
2010	50	Zaragoza	50209	Pinseque	16-64	Mujer	8
2010	50	Zaragoza	50209	Pinseque	65 y más	Hombre	2
2010	50	Zaragoza	50209	Pinseque	65 y más	Mujer	1
2010	50	Zaragoza	50210	Pintanos (Los)	16-64	Hombre	1
2010	50	Zaragoza	50210	Pintanos (Los)	16-64	Mujer	1
2010	50	Zaragoza	50210	Pintanos (Los)	65 y más	Hombre	5
2010	50	Zaragoza	50210	Pintanos (Los)	65 y más	Mujer	6
2010	50	Zaragoza	50211	Plasencia de Jalón	16-64	Mujer	1
2010	50	Zaragoza	50211	Plasencia de Jalón	65 y más	Mujer	1
2010	50	Zaragoza	50213	Plenas	16-64	Hombre	2
2010	50	Zaragoza	50213	Plenas	16-64	Mujer	1
2010	50	Zaragoza	50213	Plenas	65 y más	Hombre	2
2010	50	Zaragoza	50213	Plenas	65 y más	Mujer	1
2010	50	Zaragoza	50214	Pomer	16-64	Mujer	1
2010	50	Zaragoza	50214	Pomer	65 y más	Mujer	2
2010	50	Zaragoza	50215	Pozuel de Ariza	65 y más	Hombre	1
2010	50	Zaragoza	50215	Pozuel de Ariza	65 y más	Mujer	1
2010	50	Zaragoza	50216	Pozuelo de Aragón	0-15	Hombre	1
2010	50	Zaragoza	50216	Pozuelo de Aragón	16-64	Hombre	2
2010	50	Zaragoza	50216	Pozuelo de Aragón	65 y más	Hombre	1
2010	50	Zaragoza	50217	Pradilla de Ebro	0-15	Hombre	2
2010	50	Zaragoza	50217	Pradilla de Ebro	16-64	Hombre	3
2010	50	Zaragoza	50217	Pradilla de Ebro	16-64	Mujer	3
2010	50	Zaragoza	50217	Pradilla de Ebro	65 y más	Hombre	4
2010	50	Zaragoza	50217	Pradilla de Ebro	65 y más	Mujer	4
2010	50	Zaragoza	50218	Puebla de Albortón	65 y más	Mujer	2
2010	50	Zaragoza	50219	Puebla de Alfindén (La)	0-15	Hombre	4
2010	50	Zaragoza	50219	Puebla de Alfindén (La)	0-15	Mujer	1
2010	50	Zaragoza	50219	Puebla de Alfindén (La)	16-64	Hombre	6
2010	50	Zaragoza	50219	Puebla de Alfindén (La)	16-64	Mujer	5
2010	50	Zaragoza	50219	Puebla de Alfindén (La)	65 y más	Hombre	2
2010	50	Zaragoza	50219	Puebla de Alfindén (La)	65 y más	Mujer	2
2010	50	Zaragoza	50220	Puendeluna	16-64	Mujer	1
2010	50	Zaragoza	50221	Purujosa	16-64	Mujer	1
2010	50	Zaragoza	50222	Quinto	16-64	Hombre	7
2010	50	Zaragoza	50222	Quinto	16-64	Mujer	12
2010	50	Zaragoza	50222	Quinto	65 y más	Hombre	9
2010	50	Zaragoza	50222	Quinto	65 y más	Mujer	6
2010	50	Zaragoza	50223	Remolinos	0-15	Hombre	1
2010	50	Zaragoza	50223	Remolinos	16-64	Mujer	2
2010	50	Zaragoza	50223	Remolinos	65 y más	Hombre	1
2010	50	Zaragoza	50224	Retascón	65 y más	Hombre	1
2010	50	Zaragoza	50225	Ricla	0-15	Hombre	2
2010	50	Zaragoza	50225	Ricla	0-15	Mujer	2
2010	50	Zaragoza	50225	Ricla	16-64	Hombre	5
2010	50	Zaragoza	50225	Ricla	16-64	Mujer	6
2010	50	Zaragoza	50225	Ricla	65 y más	Hombre	2
2010	50	Zaragoza	50225	Ricla	65 y más	Mujer	6
2010	50	Zaragoza	50227	Romanos	16-64	Mujer	1
2010	50	Zaragoza	50228	Rueda de Jalón	16-64	Hombre	2
2010	50	Zaragoza	50228	Rueda de Jalón	16-64	Mujer	2
2010	50	Zaragoza	50228	Rueda de Jalón	65 y más	Hombre	3
2010	50	Zaragoza	50229	Ruesca	0-15	Mujer	2
2010	50	Zaragoza	50229	Ruesca	16-64	Hombre	1
2010	50	Zaragoza	50229	Ruesca	65 y más	Mujer	1
2010	50	Zaragoza	50230	Sádaba	0-15	Mujer	1
2010	50	Zaragoza	50230	Sádaba	16-64	Hombre	7
2010	50	Zaragoza	50230	Sádaba	16-64	Mujer	9
2010	50	Zaragoza	50230	Sádaba	65 y más	Hombre	8
2010	50	Zaragoza	50230	Sádaba	65 y más	Mujer	9
2010	50	Zaragoza	50231	Salillas de Jalón	65 y más	Mujer	1
2010	50	Zaragoza	50232	Salvatierra de Esca	16-64	Hombre	10
2010	50	Zaragoza	50232	Salvatierra de Esca	16-64	Mujer	15
2010	50	Zaragoza	50232	Salvatierra de Esca	65 y más	Hombre	9
2010	50	Zaragoza	50232	Salvatierra de Esca	65 y más	Mujer	14
2010	50	Zaragoza	50233	Samper del Salz	16-64	Mujer	3
2010	50	Zaragoza	50233	Samper del Salz	65 y más	Hombre	1
2010	50	Zaragoza	50234	San Martín de la Virgen de Moncayo	16-64	Mujer	1
2010	50	Zaragoza	50235	San Mateo de Gállego	16-64	Hombre	2
2010	50	Zaragoza	50235	San Mateo de Gállego	16-64	Mujer	2
2010	50	Zaragoza	50235	San Mateo de Gállego	65 y más	Hombre	3
2010	50	Zaragoza	50235	San Mateo de Gállego	65 y más	Mujer	1
2010	50	Zaragoza	50236	Santa Cruz de Grío	0-15	Hombre	1
2010	50	Zaragoza	50236	Santa Cruz de Grío	0-15	Mujer	2
2010	50	Zaragoza	50236	Santa Cruz de Grío	16-64	Hombre	2
2010	50	Zaragoza	50236	Santa Cruz de Grío	16-64	Mujer	1
2010	50	Zaragoza	50236	Santa Cruz de Grío	65 y más	Hombre	3
2010	50	Zaragoza	50236	Santa Cruz de Grío	65 y más	Mujer	3
2010	50	Zaragoza	50237	Santa Cruz de Moncayo	16-64	Mujer	1
2010	50	Zaragoza	50238	Santa Eulalia de Gállego	0-15	Hombre	1
2010	50	Zaragoza	50238	Santa Eulalia de Gállego	0-15	Mujer	1
2010	50	Zaragoza	50238	Santa Eulalia de Gállego	16-64	Hombre	2
2010	50	Zaragoza	50238	Santa Eulalia de Gállego	16-64	Mujer	1
2010	50	Zaragoza	50238	Santa Eulalia de Gállego	65 y más	Hombre	5
2010	50	Zaragoza	50238	Santa Eulalia de Gállego	65 y más	Mujer	3
2010	50	Zaragoza	50239	Santed	65 y más	Mujer	4
2010	50	Zaragoza	50240	Sástago	16-64	Hombre	5
2010	50	Zaragoza	50240	Sástago	16-64	Mujer	3
2010	50	Zaragoza	50240	Sástago	65 y más	Hombre	4
2010	50	Zaragoza	50240	Sástago	65 y más	Mujer	5
2010	50	Zaragoza	50241	Saviñán	0-15	Hombre	2
2010	50	Zaragoza	50241	Saviñán	0-15	Mujer	2
2010	50	Zaragoza	50241	Saviñán	16-64	Hombre	3
2010	50	Zaragoza	50241	Saviñán	16-64	Mujer	3
2010	50	Zaragoza	50241	Saviñán	65 y más	Mujer	2
2010	50	Zaragoza	50242	Sediles	65 y más	Mujer	1
2010	50	Zaragoza	50243	Sestrica	0-15	Hombre	1
2010	50	Zaragoza	50243	Sestrica	0-15	Mujer	1
2010	50	Zaragoza	50243	Sestrica	16-64	Hombre	1
2010	50	Zaragoza	50243	Sestrica	16-64	Mujer	1
2010	50	Zaragoza	50243	Sestrica	65 y más	Hombre	1
2010	50	Zaragoza	50243	Sestrica	65 y más	Mujer	5
2010	50	Zaragoza	50244	Sierra de Luna	16-64	Mujer	1
2010	50	Zaragoza	50244	Sierra de Luna	65 y más	Hombre	1
2010	50	Zaragoza	50244	Sierra de Luna	65 y más	Mujer	1
2010	50	Zaragoza	50245	Sigüés	0-15	Hombre	3
2010	50	Zaragoza	50245	Sigüés	0-15	Mujer	2
2010	50	Zaragoza	50245	Sigüés	16-64	Hombre	25
2010	50	Zaragoza	50245	Sigüés	16-64	Mujer	18
2010	50	Zaragoza	50245	Sigüés	65 y más	Hombre	14
2010	50	Zaragoza	50245	Sigüés	65 y más	Mujer	26
2010	50	Zaragoza	50246	Sisamón	0-15	Hombre	1
2010	50	Zaragoza	50246	Sisamón	0-15	Mujer	1
2010	50	Zaragoza	50246	Sisamón	16-64	Hombre	2
2010	50	Zaragoza	50246	Sisamón	16-64	Mujer	2
2010	50	Zaragoza	50246	Sisamón	65 y más	Hombre	1
2010	50	Zaragoza	50246	Sisamón	65 y más	Mujer	1
2010	50	Zaragoza	50247	Sobradiel	0-15	Hombre	1
2010	50	Zaragoza	50247	Sobradiel	16-64	Mujer	1
2010	50	Zaragoza	50247	Sobradiel	65 y más	Hombre	3
2010	50	Zaragoza	50247	Sobradiel	65 y más	Mujer	2
2010	50	Zaragoza	50248	Sos del Rey Católico	0-15	Hombre	1
2010	50	Zaragoza	50248	Sos del Rey Católico	0-15	Mujer	2
2010	50	Zaragoza	50248	Sos del Rey Católico	16-64	Hombre	9
2010	50	Zaragoza	50248	Sos del Rey Católico	16-64	Mujer	14
2010	50	Zaragoza	50248	Sos del Rey Católico	65 y más	Hombre	18
2010	50	Zaragoza	50248	Sos del Rey Católico	65 y más	Mujer	9
2010	50	Zaragoza	50249	Tabuenca	65 y más	Hombre	2
2010	50	Zaragoza	50250	Talamantes	16-64	Hombre	2
2010	50	Zaragoza	50250	Talamantes	16-64	Mujer	2
2010	50	Zaragoza	50250	Talamantes	65 y más	Hombre	1
2010	50	Zaragoza	50250	Talamantes	65 y más	Mujer	2
2010	50	Zaragoza	50251	Tarazona	0-15	Hombre	10
2010	50	Zaragoza	50251	Tarazona	0-15	Mujer	11
2010	50	Zaragoza	50251	Tarazona	16-64	Hombre	43
2010	50	Zaragoza	50251	Tarazona	16-64	Mujer	51
2010	50	Zaragoza	50251	Tarazona	65 y más	Hombre	18
2010	50	Zaragoza	50251	Tarazona	65 y más	Mujer	27
2010	50	Zaragoza	50252	Tauste	0-15	Hombre	6
2010	50	Zaragoza	50252	Tauste	0-15	Mujer	4
2010	50	Zaragoza	50252	Tauste	16-64	Hombre	25
2010	50	Zaragoza	50252	Tauste	16-64	Mujer	36
2010	50	Zaragoza	50252	Tauste	65 y más	Hombre	14
2010	50	Zaragoza	50252	Tauste	65 y más	Mujer	12
2010	50	Zaragoza	50253	Terrer	16-64	Hombre	2
2010	50	Zaragoza	50253	Terrer	16-64	Mujer	1
2010	50	Zaragoza	50253	Terrer	65 y más	Hombre	2
2010	50	Zaragoza	50254	Tierga	16-64	Hombre	2
2010	50	Zaragoza	50254	Tierga	65 y más	Mujer	2
2010	50	Zaragoza	50255	Tobed	0-15	Hombre	2
2010	50	Zaragoza	50255	Tobed	0-15	Mujer	2
2010	50	Zaragoza	50255	Tobed	16-64	Hombre	2
2010	50	Zaragoza	50255	Tobed	16-64	Mujer	2
2010	50	Zaragoza	50255	Tobed	65 y más	Hombre	1
2010	50	Zaragoza	50255	Tobed	65 y más	Mujer	1
2010	50	Zaragoza	50256	Torralba de los Frailes	16-64	Hombre	2
2010	50	Zaragoza	50256	Torralba de los Frailes	65 y más	Mujer	1
2010	50	Zaragoza	50257	Torralba de Ribota	0-15	Mujer	1
2010	50	Zaragoza	50257	Torralba de Ribota	65 y más	Mujer	1
2010	50	Zaragoza	50258	Torralbilla	65 y más	Hombre	1
2010	50	Zaragoza	50259	Torrehermosa	16-64	Hombre	1
2010	50	Zaragoza	50261	Torrellas	65 y más	Hombre	1
2010	50	Zaragoza	50262	Torres de Berrellén	0-15	Hombre	4
2010	50	Zaragoza	50262	Torres de Berrellén	0-15	Mujer	2
2010	50	Zaragoza	50262	Torres de Berrellén	16-64	Hombre	11
2010	50	Zaragoza	50262	Torres de Berrellén	16-64	Mujer	3
2010	50	Zaragoza	50262	Torres de Berrellén	65 y más	Hombre	8
2010	50	Zaragoza	50262	Torres de Berrellén	65 y más	Mujer	3
2010	50	Zaragoza	50263	Torrijo de la Cañada	16-64	Mujer	3
2010	50	Zaragoza	50263	Torrijo de la Cañada	65 y más	Hombre	1
2010	50	Zaragoza	50263	Torrijo de la Cañada	65 y más	Mujer	5
2010	50	Zaragoza	50264	Tosos	16-64	Hombre	10
2010	50	Zaragoza	50264	Tosos	16-64	Mujer	8
2010	50	Zaragoza	50264	Tosos	65 y más	Hombre	8
2010	50	Zaragoza	50264	Tosos	65 y más	Mujer	2
2010	50	Zaragoza	50267	Uncastillo	0-15	Hombre	5
2010	50	Zaragoza	50267	Uncastillo	0-15	Mujer	6
2010	50	Zaragoza	50267	Uncastillo	16-64	Hombre	14
2010	50	Zaragoza	50267	Uncastillo	16-64	Mujer	30
2010	50	Zaragoza	50267	Uncastillo	65 y más	Hombre	8
2010	50	Zaragoza	50267	Uncastillo	65 y más	Mujer	16
2010	50	Zaragoza	50268	Undués de Lerda	16-64	Mujer	1
2010	50	Zaragoza	50268	Undués de Lerda	65 y más	Hombre	1
2010	50	Zaragoza	50268	Undués de Lerda	65 y más	Mujer	8
2010	50	Zaragoza	50269	Urrea de Jalón	0-15	Hombre	1
2010	50	Zaragoza	50269	Urrea de Jalón	0-15	Mujer	1
2010	50	Zaragoza	50269	Urrea de Jalón	16-64	Hombre	1
2010	50	Zaragoza	50269	Urrea de Jalón	16-64	Mujer	1
2010	50	Zaragoza	50269	Urrea de Jalón	65 y más	Hombre	1
2010	50	Zaragoza	50270	Urriés	16-64	Hombre	12
2010	50	Zaragoza	50270	Urriés	16-64	Mujer	14
2010	50	Zaragoza	50270	Urriés	65 y más	Hombre	8
2010	50	Zaragoza	50270	Urriés	65 y más	Mujer	6
2010	50	Zaragoza	50271	Used	16-64	Hombre	2
2010	50	Zaragoza	50271	Used	16-64	Mujer	2
2010	50	Zaragoza	50271	Used	65 y más	Hombre	1
2010	50	Zaragoza	50272	Utebo	0-15	Hombre	7
2010	50	Zaragoza	50272	Utebo	0-15	Mujer	4
2010	50	Zaragoza	50272	Utebo	16-64	Hombre	19
2010	50	Zaragoza	50272	Utebo	16-64	Mujer	20
2010	50	Zaragoza	50272	Utebo	65 y más	Hombre	9
2010	50	Zaragoza	50272	Utebo	65 y más	Mujer	11
2010	50	Zaragoza	50274	Val de San Martín	65 y más	Hombre	1
2010	50	Zaragoza	50276	Valpalmas	0-15	Hombre	1
2010	50	Zaragoza	50276	Valpalmas	0-15	Mujer	1
2010	50	Zaragoza	50276	Valpalmas	16-64	Hombre	4
2010	50	Zaragoza	50276	Valpalmas	16-64	Mujer	6
2010	50	Zaragoza	50276	Valpalmas	65 y más	Hombre	3
2010	50	Zaragoza	50276	Valpalmas	65 y más	Mujer	4
2010	50	Zaragoza	50277	Valtorres	16-64	Mujer	2
2010	50	Zaragoza	50278	Velilla de Ebro	0-15	Hombre	2
2010	50	Zaragoza	50278	Velilla de Ebro	0-15	Mujer	1
2010	50	Zaragoza	50278	Velilla de Ebro	16-64	Hombre	2
2010	50	Zaragoza	50278	Velilla de Ebro	16-64	Mujer	3
2010	50	Zaragoza	50278	Velilla de Ebro	65 y más	Hombre	7
2010	50	Zaragoza	50278	Velilla de Ebro	65 y más	Mujer	8
2010	50	Zaragoza	50279	Velilla de Jiloca	0-15	Hombre	1
2010	50	Zaragoza	50279	Velilla de Jiloca	0-15	Mujer	2
2010	50	Zaragoza	50279	Velilla de Jiloca	16-64	Hombre	2
2010	50	Zaragoza	50279	Velilla de Jiloca	16-64	Mujer	3
2010	50	Zaragoza	50279	Velilla de Jiloca	65 y más	Hombre	1
2010	50	Zaragoza	50279	Velilla de Jiloca	65 y más	Mujer	1
2010	50	Zaragoza	50280	Vera de Moncayo	0-15	Mujer	1
2010	50	Zaragoza	50280	Vera de Moncayo	16-64	Hombre	2
2010	50	Zaragoza	50280	Vera de Moncayo	16-64	Mujer	2
2010	50	Zaragoza	50280	Vera de Moncayo	65 y más	Hombre	3
2010	50	Zaragoza	50280	Vera de Moncayo	65 y más	Mujer	5
2010	50	Zaragoza	50281	Vierlas	65 y más	Hombre	1
2010	50	Zaragoza	50282	Vilueña (La)	65 y más	Hombre	1
2010	50	Zaragoza	50283	Villadoz	16-64	Hombre	2
2010	50	Zaragoza	50283	Villadoz	16-64	Mujer	2
2010	50	Zaragoza	50284	Villafeliche	0-15	Mujer	1
2010	50	Zaragoza	50284	Villafeliche	16-64	Hombre	5
2010	50	Zaragoza	50284	Villafeliche	16-64	Mujer	3
2010	50	Zaragoza	50284	Villafeliche	65 y más	Hombre	3
2010	50	Zaragoza	50284	Villafeliche	65 y más	Mujer	5
2010	50	Zaragoza	50285	Villafranca de Ebro	0-15	Hombre	2
2010	50	Zaragoza	50285	Villafranca de Ebro	0-15	Mujer	1
2010	50	Zaragoza	50285	Villafranca de Ebro	16-64	Hombre	4
2010	50	Zaragoza	50285	Villafranca de Ebro	16-64	Mujer	3
2010	50	Zaragoza	50285	Villafranca de Ebro	65 y más	Hombre	1
2010	50	Zaragoza	50285	Villafranca de Ebro	65 y más	Mujer	2
2010	50	Zaragoza	50286	Villalba de Perejil	0-15	Mujer	1
2010	50	Zaragoza	50287	Villalengua	16-64	Hombre	4
2010	50	Zaragoza	50287	Villalengua	16-64	Mujer	1
2010	50	Zaragoza	50287	Villalengua	65 y más	Hombre	2
2010	50	Zaragoza	50288	Villanueva de Gállego	16-64	Hombre	5
2010	50	Zaragoza	50288	Villanueva de Gállego	16-64	Mujer	6
2010	50	Zaragoza	50288	Villanueva de Gállego	65 y más	Hombre	5
2010	50	Zaragoza	50288	Villanueva de Gállego	65 y más	Mujer	3
2010	50	Zaragoza	50289	Villanueva de Jiloca	0-15	Hombre	1
2010	50	Zaragoza	50289	Villanueva de Jiloca	16-64	Hombre	1
2010	50	Zaragoza	50289	Villanueva de Jiloca	65 y más	Hombre	2
2010	50	Zaragoza	50290	Villanueva de Huerva	16-64	Hombre	6
2010	50	Zaragoza	50290	Villanueva de Huerva	16-64	Mujer	3
2010	50	Zaragoza	50290	Villanueva de Huerva	65 y más	Hombre	2
2010	50	Zaragoza	50290	Villanueva de Huerva	65 y más	Mujer	2
2010	50	Zaragoza	50291	Villar de los Navarros	0-15	Hombre	1
2010	50	Zaragoza	50291	Villar de los Navarros	16-64	Hombre	2
2010	50	Zaragoza	50291	Villar de los Navarros	16-64	Mujer	1
2010	50	Zaragoza	50291	Villar de los Navarros	65 y más	Hombre	2
2010	50	Zaragoza	50292	Villarreal de Huerva	16-64	Mujer	1
2010	50	Zaragoza	50292	Villarreal de Huerva	65 y más	Hombre	1
2010	50	Zaragoza	50293	Villarroya de la Sierra	0-15	Mujer	1
2010	50	Zaragoza	50293	Villarroya de la Sierra	16-64	Hombre	6
2010	50	Zaragoza	50293	Villarroya de la Sierra	16-64	Mujer	7
2010	50	Zaragoza	50293	Villarroya de la Sierra	65 y más	Hombre	8
2010	50	Zaragoza	50293	Villarroya de la Sierra	65 y más	Mujer	1
2010	50	Zaragoza	50295	Vistabella	16-64	Mujer	1
2010	50	Zaragoza	50295	Vistabella	65 y más	Mujer	1
2010	50	Zaragoza	50296	Zaida (La)	0-15	Hombre	1
2010	50	Zaragoza	50296	Zaida (La)	0-15	Mujer	1
2010	50	Zaragoza	50296	Zaida (La)	16-64	Hombre	3
2010	50	Zaragoza	50296	Zaida (La)	16-64	Mujer	4
2010	50	Zaragoza	50296	Zaida (La)	65 y más	Hombre	2
2010	50	Zaragoza	50296	Zaida (La)	65 y más	Mujer	1
2010	50	Zaragoza	50297	Zaragoza	0-15	Hombre	1272
2010	50	Zaragoza	50297	Zaragoza	0-15	Mujer	1137
2010	50	Zaragoza	50297	Zaragoza	16-64	Hombre	3773
2010	50	Zaragoza	50297	Zaragoza	16-64	Mujer	4408
2010	50	Zaragoza	50297	Zaragoza	65 y más	Hombre	990
2010	50	Zaragoza	50297	Zaragoza	65 y más	Mujer	1280
2010	50	Zaragoza	50298	Zuera	0-15	Hombre	11
2010	50	Zaragoza	50298	Zuera	0-15	Mujer	13
2010	50	Zaragoza	50298	Zuera	16-64	Hombre	49
2010	50	Zaragoza	50298	Zuera	16-64	Mujer	31
2010	50	Zaragoza	50298	Zuera	65 y más	Hombre	29
2010	50	Zaragoza	50298	Zuera	65 y más	Mujer	40
2010	50	Zaragoza	50901	Biel	0-15	Hombre	1
2010	50	Zaragoza	50901	Biel	16-64	Hombre	30
2010	50	Zaragoza	50901	Biel	16-64	Mujer	34
2010	50	Zaragoza	50901	Biel	65 y más	Hombre	29
2010	50	Zaragoza	50901	Biel	65 y más	Mujer	30
2010	50	Zaragoza	50902	Marracos	16-64	Mujer	1
2010	50	Zaragoza	50903	Villamayor de Gállego	16-64	Hombre	2
2010	50	Zaragoza	50903	Villamayor de Gállego	16-64	Mujer	2
2011	22	Huesca	22001	Abiego	0-15	Hombre	2
2011	22	Huesca	22001	Abiego	16-64	Hombre	6
2011	22	Huesca	22001	Abiego	16-64	Mujer	10
2011	22	Huesca	22001	Abiego	65 y más	Hombre	5
2011	22	Huesca	22001	Abiego	65 y más	Mujer	5
2011	22	Huesca	22002	Abizanda	0-15	Mujer	1
2011	22	Huesca	22002	Abizanda	16-64	Mujer	1
2011	22	Huesca	22002	Abizanda	65 y más	Mujer	3
2011	22	Huesca	22003	Adahuesca	65 y más	Hombre	1
2011	22	Huesca	22003	Adahuesca	65 y más	Mujer	2
2011	22	Huesca	22004	Agüero	16-64	Hombre	1
2011	22	Huesca	22004	Agüero	16-64	Mujer	1
2011	22	Huesca	22004	Agüero	65 y más	Hombre	5
2011	22	Huesca	22004	Agüero	65 y más	Mujer	5
2011	22	Huesca	22006	Aísa	16-64	Hombre	2
2011	22	Huesca	22006	Aísa	16-64	Mujer	3
2011	22	Huesca	22006	Aísa	65 y más	Hombre	2
2011	22	Huesca	22006	Aísa	65 y más	Mujer	2
2011	22	Huesca	22007	Albalate de Cinca	0-15	Hombre	2
2011	22	Huesca	22007	Albalate de Cinca	16-64	Hombre	10
2011	22	Huesca	22007	Albalate de Cinca	16-64	Mujer	10
2011	22	Huesca	22007	Albalate de Cinca	65 y más	Hombre	13
2011	22	Huesca	22007	Albalate de Cinca	65 y más	Mujer	9
2011	22	Huesca	22008	Albalatillo	16-64	Hombre	1
2011	22	Huesca	22008	Albalatillo	16-64	Mujer	5
2011	22	Huesca	22008	Albalatillo	65 y más	Mujer	1
2011	22	Huesca	22009	Albelda	0-15	Hombre	1
2011	22	Huesca	22009	Albelda	0-15	Mujer	1
2011	22	Huesca	22009	Albelda	16-64	Hombre	14
2011	22	Huesca	22009	Albelda	16-64	Mujer	8
2011	22	Huesca	22009	Albelda	65 y más	Hombre	8
2011	22	Huesca	22009	Albelda	65 y más	Mujer	6
2011	22	Huesca	22011	Albero Alto	16-64	Hombre	1
2011	22	Huesca	22011	Albero Alto	65 y más	Hombre	1
2011	22	Huesca	22011	Albero Alto	65 y más	Mujer	1
2011	22	Huesca	22012	Albero Bajo	16-64	Mujer	2
2011	22	Huesca	22013	Alberuela de Tubo	16-64	Mujer	2
2011	22	Huesca	22013	Alberuela de Tubo	65 y más	Hombre	1
2011	22	Huesca	22014	Alcalá de Gurrea	0-15	Hombre	1
2011	22	Huesca	22014	Alcalá de Gurrea	0-15	Mujer	1
